MAT.1.1	Baa arrittiaa Yeesu Krĩstõ halaangatõõ cĩ habu Daavide
LUK.10.15	Nẽ niig Kapernaumĩ, ammuku mõnõ niig ainnu, okooyyuung hatĩ Nyekuci ngagiit hẽẽtahujjieen thõng? Adhuhoothĩku hatĩ niig looccaa cĩ daakiahu!”
LUK.10.16	Ma ho, uduhaak Yeesu nuyyiook cĩgĩnnĩg ĩĩnnĩk, “Ẽẽtĩ ꞌcĩ athiknuung ngagiita, athĩkna nganĩĩt buúk. Nẽ ẽẽtĩ ꞌcĩ aburruung ngagiita, abũrra nganĩĩt buúk. Nẽ ẽẽtĩ ꞌcĩ abũrra nganĩĩta, abũrĩ eet baa ĩꞌthõõannaa nganĩĩt buúk.”
LUK.10.17	Ma baa oboddia nuyyiooha baag ĩĩn hẽẽn tũkĩramma hĩ ꞌramma, baa atalla nẽẽg ꞌjieena gẽrrẽẽt, nĩngĩtĩ au aduhaakĩ Yeesu annẽẽkĩ, “Makayyioohit, ĩthĩkteet aattĩ loriẽẽta ꞌcĩg abathĩ buúk ꞌthaarĩĩ cugunnig!”
LUK.10.18	Ẽdẽcĩ Yeesu ĩhõõggõ anneek, “Baa ꞌthẽk hacini naa buúk ngaatĩ adhukiaanĩ ꞌThĩttaanĩ
LUK.10.19	Haaꞌnyuung naa ngagiit ꞌtirriani ꞌcĩ õõ õrõrrõõcannu hũkaaꞌnya hĩ nyadokorrooꞌnya ẽlẽk, hĩ ꞌtirrian ꞌcĩ ĩllõõannu mĩrõk nẽ aitiõõ ꞌthẽk hatĩ ꞌgii ꞌcĩ adakuung tõõ. 
LUK.10.20	Ma thĩ hinnia hatallu, hĩnĩngĩtĩ ĩthĩktuung loriẽẽta ꞌcĩg abathĩ. Atalit hĩnĩngĩtĩ eteheeddi ꞌthaara cugguung hẽẽtahujjieen.”
LUK.10.21	Ma nĩngaata, aaꞌnyĩk Lorii ꞌcĩ Ẽllẽẽmĩth Yeesu haccamanoothĩk gẽrrẽẽt, nĩngĩtĩ õthõõthĩ Yeesu aĩnnĩ, “Hatallii naa nganiit gẽrrẽẽt Baaba, Makayyioohit cĩ hẽẽtkujjieen hĩ cĩ lootu, ngaatĩ ammiꞌthẽẽkĩ thooꞌthiok iccig eet ꞌcĩg ẽggẽẽnyĩth hĩ ꞌcĩg illimattĩ nẽ eteretheehu lõhõlĩ ꞌcĩg hidicig hĩ eet ꞌcĩg nga hillimattĩ. Ee Baaba, baa ꞌthẽk ꞌgii ꞌcĩ accamanaa nii cieeni.”
LUK.10.22	“Baa aaꞌnya nganĩĩt Baaba caannĩ hẽlẽggĩ vẽlẽk. Aitiõõ ẽẽtĩ ꞌcĩ aga Ngeerĩnĩ tõõ, Maaꞌnyĩ dioo ꞌcĩ aga. Nẽ tarĩ, aitiõõ ẽẽtĩ ꞌcĩ aga Maaꞌnyĩ tõõ, Ngeerĩnĩ dioo hĩ eet ꞌcĩg ẽbẽra Ngeerĩnẽẽnĩ ꞌcĩg aga ĩnõõnnõ.”
LUK.10.23	Ma ho, ĩgõrĩthaak nuyyiook ngadiiha ĩĩnnĩk, “Aggatatteeu niig ngaatĩ aaꞌnyuung Nyekuci ĩcĩnĩt thooꞌthiok ꞌcĩg acinnu niig ꞌyioko ho. 
LUK.10.24	Haduhaakuung dĩdĩ, baa mẽẽlĩg habuẽẽta hĩ põrõvẽtaaꞌnya ꞌcĩg baag adiim acĩn hẽlẽggĩ ꞌcĩg ꞌyioko acinnu niig ko, nẽẽthĩ hinnia, nga hĩcĩnĩt ũdũt. Hode nẽẽ ngaatĩ athĩknĩ thooꞌthiok ꞌcĩg ꞌyioko athiknu niig ko nẽ nga hĩthĩhĩt ũdũt.”
LUK.10.25	Baa aku ajin ẽẽtĩ umwaa ꞌcĩ aga nyattal cĩ Mũũꞌtha gẽrrẽẽt Yeesu anneek, “ꞌLimmannioohit, ne occa ꞌthẽk ꞌcĩ occa hadĩmani naa, hátĩ haaꞌnya Nyekuci hũrũg ũdũt?”
LUK.10.26	Ẽdẽcĩ Yeesu ĩnõõnnõ anneek, “Ne ꞌcĩ eheeddi nyattaala? Nẽ ma agiili nii aĩ ne?”
LUK.10.27	Ẽdẽcĩ ẽẽtĩ nicciee buúk aĩ, “ ‘Mĩnnan Nyekuc Makayyioohit cunni ꞌthĩnĩtaa cunni vẽlẽk, hĩ loriiaa cunni vẽlẽk hĩ ꞌtirriaanaa cunni vẽlẽk hĩ muhẽẽttaa cunni vẽlẽk.’
LUK.10.28	Nĩngĩtĩ annẽẽkĩ Yeesu ĩnõõnnõ, “Ẽbẽaneehi. Bĩĩt thĩ ꞌthẽk dĩman hĩcĩ aduha nii hataa, nẽẽthĩ hatĩ urugu.”
LUK.10.29	Baa adiim ẽtẽrꞌtha ẽẽtĩ nicciee ngaatĩ ĩĩnnĩ nẽẽ eet ꞌcĩ aga nyattal gẽrrẽẽt, nĩngĩtĩ ajini nẽẽ Yeesu tarĩ annẽẽkĩ, “Eet iina ꞌcĩ haaronna ho?”
LUK.10.30	Ma ho, ẽdtẽbanaak Yeesu ĩnõõnnõ dtẽẽllẽn ũgĩ anneek, “Baa aaĩ eet umwaa ꞌcĩ allũũcĩ kõr umwa ꞌJeruꞌthalẽma õkõ ĩĩcĩ ꞌJeriko. Ma ꞌgõõla, ommottio hĩ igorriaak. Ma nĩngaata, uukito igorriaaha ĩnõõnnõ hatawaal nẽ uppuruccia ceremwa, nĩngĩtĩ ũũnnĩkĩ nĩngaata. 
LUK.10.31	Ammũdeek baa aaĩ paadĩrĩ umwaa ꞌcĩ ẽdẽcĩ ꞌgõõl tĩho buúk. Ma adtuuha eet nicci ho, awanĩt hinnia ayĩyyĩng õkõ ngadiiha, nĩngĩtĩ ẽdẽcẽẽkĩ. 
LUK.10.32	Ma nĩngaata, ikia ẽẽtĩ umwaa cĩ hattũũg cĩ ꞌLeevi
LUK.10.33	“Nẽẽthĩ urutaa cĩnnĩ, uppwaanna Thamaritaanõcĩ umwaa nĩngaata. Ma adtuuha eet nicci awaalĩth loota ho, aarria ĩnõõnnõ ꞌthĩnĩt nẽ atamaatĩk eet nicci. 
LUK.10.34	Nĩngĩtĩ ũũnyĩ ngatũbĩ cĩgĩnnĩg nẽ udduuttik ngõõrrõ hĩ viino nẽ ũmũmmũũran jurrung. Ma nĩngaata, odongeek thigiiraa cĩnnĩ nẽ õcõõd ũũk atanan ꞌtaaũna ꞌcieethaa cĩ heerinnioohu. 
LUK.10.35	Ma loohoth cĩnnĩ, ittiha ꞌdinaarꞌnya ꞌramma, nẽ aaꞌnyĩk baattĩ ꞌcieethu nẽ uduhaak ĩĩnnĩk, ‘Tananeehaa nõõ eet icci, ma hõbõda, hakuu hatĩ hadũmannii ꞌrabbẽẽt vẽlẽk ꞌcĩg atananĩĩ ĩnõõnnõ ho.’ ”
LUK.10.36	Nĩngĩtĩ ajini Yeesu eet ꞌcĩ aga nyattal gẽrrẽẽt ko annẽẽkĩ, “Ma ammuhi nii nganĩ eetinii ꞌcĩg ĩĩn iyyio ho, ꞌcĩ abakꞌthõõ hĩ eet ꞌcĩ uuk igorriaaha ho?”
LUK.10.37	Ẽdẽcĩ nẽẽ aĩ, “Eet mĩĩ ꞌthẽk ꞌcĩ ammaannĩk ĩnõõnnõ ho.”
LUK.10.37	Nẽ uhutuuraneek Yeesu ĩĩnnĩk, “Bĩĩt thĩ dĩman nii buúk hĩ ꞌyioko hataa.”
LUK.10.38	Ma baa ĩꞌngaathĩ Yeesu hĩ nuyyiook cĩgĩnnĩg ko, ũũk uppwaanĩ õlõõ ꞌcĩ aayyi ngaa ꞌcĩ haĩ Maarta. Nẽ ũtũvvũ ngaa nicciee ĩnõõnnõ ũũhĩ halangatõõ. 
LUK.10.39	Baa aꞌnyak Maarta ngõõnĩ ꞌcĩ haĩ Maria, ꞌcĩ baa õkõ iccioloongan loota ꞌthõõnĩĩ cĩg Makayyiooktak nẽ ĩthĩk ꞌlimman cĩnnĩ. 
LUK.10.40	Baa hinnia õkõ adiddil Maarta akũmaneek ꞌgẽẽn hĩ dtiicanĩ cĩg olu. Nĩngĩtĩ õkõ annẽẽkĩ nẽẽ Yeesu, “Makayyioohit, aaꞌnyĩka occa Maria hebeheeha dtiic noho inni? Duhaaka baaĩ nuun hikia nõõ hẽẽlaanĩ!”
LUK.10.41	Ẽdẽcĩ hinnia Makayyioohiti ĩnõõnnõ anneek, “Maarta, Maarta, aallahi nii hẽlẽggĩ ꞌcĩg mẽẽlĩg gẽrrẽẽt. 
LUK.10.42	ꞌGii hõdẽẽthõng dioo ꞌcĩ aaddi, ẽbẽra Maria ꞌgii tĩho, nẽ ꞌthẽk aitiõõ hatĩ hõllõngaa aggammiaa hĩ ĩnõõnnõ ũdũt.”
LUK.11.1	Baa alayyi Yeesu kõr umwa ngaamwaanĩ. Ma baa ẽdẽcaak nẽẽ laiinit ko, ikia ĩĩnnĩk nuyyioohiti umwaa cĩnnĩ ĩnõõnnõ, “Makayyioohit, ꞌlimmaneeheet ngagĩĩt buúk ꞌgõõl ꞌcĩ halaiinna hĩ baa alliman Yõaannẽ nuyyiook cĩgĩnnĩg.”
LUK.11.2	Nĩngĩtĩ annẽẽkĩ ĩhõõggõ, “Hatĩ ma alaiinnu, alayyio hoti,
LUK.11.2	“ ‘Baangeet, eleet ngagĩĩt
LUK.11.2	hubuluꞌthia ꞌthaar cugunnig.
LUK.11.2	Aꞌnyĩĩk habuccieet cunni hikia loota hĩcĩ aaĩ hẽẽtahujjieen.
LUK.11.3	Aaꞌnyeet ngagĩĩt ꞌgẽẽn waathinnioohĩ vẽlẽk.
LUK.11.4	Tamaatĩheet ngagĩĩt ꞌthẽccanẽẽt cĩggaang,
LUK.11.4	hĩcĩ hammaannĩka naag eet ꞌcĩg adĩmanneet ngagĩĩt ꞌbuth.
LUK.11.4	Nẽ ma hokooyyeet ngagĩĩt ꞌtĩmmaniitta.’ ”
LUK.11.5	Ma ho, ĩĩnnĩk Yeesu ĩhõõggõ, “ꞌYioko haꞌnyak ẽẽtĩ umwaa hõrggẽẽnaa cunuung ꞌgõõnĩ nẽ ũũk ala ĩnõõnnõ hõrggẽẽnaa cĩ baalinu anneek, ‘ꞌGõõna, aꞌnyaa baaĩ nuun ũbũnẽẽt iyyio. 
LUK.11.6	Haꞌnyahi heerinnioohit umwa ꞌcĩ uppwaannakaa õlõ ngaati aa ꞌyioko noho nẽ ammũdeeka haaĩ athĩnĩ ꞌtẽl.’
LUK.11.7	“Ẽdẽcĩ hinnia hatĩ ꞌgoonnia ꞌcieetõõ anneek, ‘Ma haccanannaanĩ ẽlẽ. Ũꞌnyũũgĩ hattũũga nẽ hatagguuꞌtha naag hĩ lõhõlĩ ẽlẽk. Iittiõõ hõllõngaa occa hĩꞌngaathi nẽ haaꞌnyii ꞌgiimwa.’ 
LUK.11.8	Haduhaakuung dĩdĩ, tananga ꞌthẽk hũtũbũr ngaatĩ ĩꞌngaannĩ, ĩꞌngaathĩ ꞌthẽk hatĩ nẽ aaꞌnyĩk ꞌgõõnĩ ũbũnẽẽt ꞌcĩg mẽẽlĩg gẽrrẽẽt, hĩnĩngĩtĩ thõõth ꞌcĩ araĩ ꞌgoonnia aruhi hattũũg cĩnnĩ ho.
LUK.11.9	“Nẽ haduhaakuunga, ijinit nẽ hatĩ aaꞌnyĩhoothĩhuunga, idiimit nẽ hatĩ ummuddiaau, uruhit hattũũg, hátĩ hubbuuhothoothĩhuunga. 
LUK.11.10	Hĩnĩngĩtĩ ẽẽtĩ ꞌcĩ ajini, aaꞌnyĩhoothĩk hatĩnĩ. Ẽẽtĩ ꞌcĩ adiimi, ammũda hatĩnĩ. Nẽ ẽẽtĩ ꞌcĩ aruk hattũũg, abbuuhothoothĩk hatĩ ĩnõõnnõ hattũũga.
LUK.11.11	“Nganĩ hõrggẽẽnaa cunuung ꞌcĩ occa ma ajin Ngeerĩnĩ ulugooc aaꞌnyĩk hinnia hũkaat? 
LUK.11.12	Hode má ajin buurunit, aaꞌnyĩk hinnia nyadokorro? 
LUK.11.13	Ma agayyu niig ngaatĩ aaꞌnyiku lõhõlĩ cugguung hẽlẽggĩ ꞌcĩg abũnnaa tananga iiginnu ꞌthẽccanniook, ma ꞌthẽk hinnia Maaꞌnyu cĩ hẽẽtkujjieen, aaꞌnyĩk hatĩ nẽẽ eet ꞌcĩg ala ĩnõõnnõ Lori ꞌcĩ Ẽllẽẽmĩth tabattĩ thõng?”
LUK.11.14	Baa iiggia Yeesu lori ꞌcĩ abathĩ ꞌcĩ aaꞌnyĩk eet hĩjjaahõ kim. Ma baa ũtũngeek lorii ꞌcĩ abathĩ ho eet, ikia õthõõth ẽẽtĩ lõꞌngõõc, nĩngĩtĩ ĩnaatĩ lothippiti thõõth icci gẽrrẽẽt. 
LUK.11.15	Õthõõth hinnia eeta ũgẽẽgĩ aĩ, “Iiggia Yeesu loriẽẽt ꞌcĩg abathĩ ꞌtirriaanaa cĩ ꞌBeelthebubi habu cĩ loriẽẽt ꞌcĩg abathĩ!”
LUK.11.16	Nĩngĩtĩ attĩmanĩ ũgẽẽgĩ Yeesu ajini terethiinit ꞌcĩ aku hẽẽtahujjieen.
LUK.11.17	Baa aga Yeesu muhẽẽnĩt cĩnĩĩng ko, nĩngĩtĩ aduhaakĩ ĩhõõggõ annẽẽkĩ, “Habuccieet ꞌcĩ aruhõõ eeta cĩgĩnnĩg ẽmmẽn, aduhoothĩk hatĩ hĩĩ dtĩng. Nẽ õlõ ꞌcĩ aruhõõ eeta cĩgĩnnĩg nyaagwaana, ĩꞌthaanni hatĩnĩ. 
LUK.11.18	Má ĩꞌthaan ꞌThĩttaanĩ habuccieet cĩnnĩ ẽmmẽn, occa hatĩ aku abĩlĩ habuccieet cĩnnĩ ĩꞌthõng hutuno? Haduha naa thõõth icci, hĩnĩngĩtĩ othooꞌthu niig ainnu, ꞌtirrian cĩ ꞌBeelthebubi
LUK.11.19	Má ainnu niig hiiggia naa loriẽẽt ꞌcĩg abathĩ ꞌtirriaanaa cĩ ꞌBeelthebubi, ma nuyyiooha cugguung iiggia ꞌtirriaanaa ꞌcĩ nganĩ? Aꞌnyĩĩk hĩĩ ĩhõõggõ ꞌcĩg etteedikuung ngagiit thõõth. 
LUK.11.20	Nẽẽthĩ, má hiiggia naa loriẽẽt ꞌcĩg abathĩ ꞌtirriaanaa cĩ Nyekuci, ĩko thĩ ikia habuccieet cĩ Nyekuci hĩ ngagiit ẽlẽk.
LUK.11.21	“Má ẽbẽk ẽẽtĩ ꞌcĩ aꞌthĩlan õlõ cĩnnĩ, aꞌthũũnnĩ hatĩ nẽẽ ijjio cĩgĩnnĩg jurrung. 
LUK.11.22	Nẽẽthĩ, má ikia ẽẽtĩ umwaa ꞌcĩ attiran hĩllõõan ĩnõõnnõ, õkõõĩ hatĩ hilib cĩ eet ꞌcĩ attiran ko nẽ eꞌngerit ijjio cĩg baattĩ olu hĩ ꞌgõõnõgĩ.
LUK.11.23	“Aharreek ẽẽtĩ ꞌcĩ hõllõngaa aaĩ ĩĩcĩ dhoorit caannĩ thõõth caannĩ. Nẽ ẽẽtĩ ꞌcĩ hõllõngaa hajanna hĩ nganĩĩt mana hõdẽĩ, eet ꞌcĩ ĩꞌthaan haal niccia.
LUK.11.24	“Ma uduhuna lorii ꞌcĩ abathĩ ẽllaa cĩ eeto, awanĩt hatĩ horrwa ꞌcĩ õdõhõhĩĩ kak ĩꞌthõng, atarraaban nĩngĩtĩ occa iyyiomanĩ. Nẽ ma aꞌnyaman ngaatĩ ammũdaanĩ, õthõõth hatĩ ẽmmẽn aĩ, ‘Ĩꞌnya hobodooth õlõõ baa nannĩ.’ 
LUK.11.25	Nẽ ma õdõlan nẽ ammũdoothĩk tẽlla, 
LUK.11.26	õkõ hatĩ aꞌnyaha ꞌgõõnõgĩ tũkĩramma ꞌcĩg abathĩ hĩllõõanit ĩnõõnnõ nẽ õõt õlõmanit nĩngaata. Nĩngĩtĩ hatĩ aku abathõõꞌthĩ ẽẽtĩ gẽrrẽẽt hĩllõõan ꞌgõõl baa aayyi ĩĩcĩ oou.”
LUK.11.27	Ma baa nga õthõõth Yeesu hoti, õthõõthak ngaa umwaa ĩnõõnnõ lothippitatõõ ĩĩnnĩk, “Aggatan Nyekuci ngaa ꞌcĩ baa arritaanni nganiit nẽ itirohaai ho.”
LUK.11.28	Ẽdẽcĩ hinnia Yeesu anneek, “Aꞌnyĩĩk haggatattĩ eeta ꞌcĩg athĩhĩ thõõth cĩ Nyekuci nẽ elemita.”
LUK.11.29	Ma baa aluttiaa lothippiꞌnya nĩngaata ho, irrioonĩk Yeesu ĩhõõggõ ĩĩnnĩk, “Abaꞌthu niig eeta cĩg irkiꞌnyia iccig gẽrrẽẽt. Ara adiimmu terethiinit ꞌcĩ ĩnaatti, nẽẽthĩ, aitiõõ hatĩ ẽẽtĩ ꞌcĩ eterꞌthoothĩk tõõ. Occa hatĩ terethiinit baa Yõõna
LUK.11.30	Hĩ baa ĩĩn Yõõna
LUK.11.31	Aku hatĩ abĩlĩ ngaa ꞌcĩ ĩĩn habu cĩ looc cĩ hujjieen,
LUK.11.32	Abĩlĩ hatĩ eeta cĩg Nineve hĩ eet cĩg irkiꞌnyia iccig kõr cĩ ꞌteedittõõ nẽ etteeddihuung ngagiit thõõth. Hĩnĩngĩtĩ baa ũtũngteek nẽẽg ꞌthẽccanẽẽt cĩggĩĩng, nganĩngĩtĩ irrioonĩkĩ Yõõna ĩhõõggõ. Nẽẽthĩ ꞌyioko, aau ẽẽtĩ ꞌcĩ ĩllõõan Yõõna ngaati.
LUK.11.33	“Aitiõõ ẽẽtĩ ꞌcĩ attũlleek ꞌloomo nẽ ugunyuth thõng, hode aarĩk ijjia uruta tõõ. Occa ꞌthẽk aarĩk tẽrẽmẽẽjawa, hátĩ hĩcĩnĩt eeta ꞌcĩg adukna ꞌcieetõõ. 
LUK.11.34	Ĩĩn hẽbẽrẽẽcĩ cunni ꞌloomo cĩ ẽlẽ cunni. Ma abũnnaa hẽbẽrĩ cugunnẽẽgĩ, maka lanyit ẽllaa cunni hũtũrũũr. Nẽẽthĩ ma abathĩ, maka muguuri ẽllaa cunni. 
LUK.11.35	Cĩĩn jurrung aꞌnyĩĩk lanyit ꞌcĩ ammuhi nii aaĩ ẽllaa cunni, hiittiõõ hõllõngaa ĩĩn muguur. 
LUK.11.36	Nẽẽthĩ noho, má maka lanyit ẽllaa cunni nẽ iittiõõ ũbũtĩ ꞌcĩ ĩĩn muguur tõõ, attũllĩ hatĩ jurrung hĩgõõng attuhullii nganiit lanyit cĩ ꞌloomoo.”
LUK.11.37	Ma baa ẽdẽcaak Yeesu ngaatĩ õthõõthĩ, ikia uduhaak Variꞌtheeniti umwaa ĩnõõnnõ hõõt duhẽẽtta õlõõ cĩnnĩ. Nĩngĩtĩ õkõõĩ Yeesu hũũk hẽrẽẽõ dtaabawa. 
LUK.11.38	Ma baa adtuuha Variꞌtheeniti Yeesu ngaatĩ aduhẽẽnĩ nga hũtũũnyĩ athĩn ho, ikia ikidan gẽrrẽẽt.
LUK.11.39	Nĩngĩtĩ annẽẽkĩ Makayyioohiti ĩnõõnnõ, “Uuꞌnyu niig Variꞌtheei lohilihilit hĩ hẽddẽmĩ battaali dioo, nẽ ĩĩttõõ ĩĩgĩnnu eet ꞌcĩg abbĩꞌthĩĩ lõbõlõbẽẽꞌthĩt hĩ ꞌthẽccan dioo. 
LUK.11.40	Niig ꞌgiiꞌthiaha! Nyekuci baa ẽhẽnyta battaali cĩ heddeemo, hõllõngaa nooyyia baa ẽhẽnyta hẽddẽm ĩĩttõõ buúk? 
LUK.11.41	Nẽẽthĩ, aanytĩk eet ꞌcĩg appĩĩrna ꞌgii ꞌcĩ aaĩ hẽddẽẽmatõõ, hátĩ ĩĩtõ tẽllĩg.
LUK.11.42	“Pĩĩrnanĩt hĩ ngagiit Variꞌtheei, ĩccĩĩtteu niig, hĩnĩngĩtĩ thõõth ꞌcĩ aaꞌnyiku Nyekuc ꞌbaaninit ꞌcĩ abadtẽc
LUK.11.43	“Pĩĩrnanĩt hĩ ngagiit Variꞌtheei, hĩnĩngĩtĩ accamanaannu ngaatĩ iccioloongannu dtaabĩtĩĩ ꞌcĩg tiirik gẽrrẽẽt ꞌCieethinii cĩg Laiittak, hĩ ngaatĩ ĩꞌthaayyuung eeta ꞌcuuha.
LUK.11.44	“Pĩĩrnanĩt hĩ ngagiita, hĩnĩngĩtĩ aattiyyu hĩ waanyĩta ꞌcĩg hõllõngaa edeeꞌnyia ꞌcĩg aathothi eeta, hĩnĩngĩtĩ hõllõngaa aga.”
LUK.11.45	Nĩngĩtĩ ẽdẽcĩ ꞌlimmannioohiti umwaa cĩ nyattalõ Yeesu annẽẽkĩ, “ꞌLimmannioohit, ma othoothi hoti, aaĩ hinnia hĩcĩ odoommeet ngagĩĩt buúk.”
LUK.11.46	Ẽdẽcĩ Yeesu anneek, “Nẽ niig eeta ꞌcĩg agayyu nyattal ko, pĩĩrnanĩt hĩ ngagiita, hĩnĩngĩtĩ ahiiccu eet thooꞌthiohĩĩ ꞌcĩg hõllõngaa ũũlũ ngaatĩ irrionganĩ nẽ hõllõngaa eellu ĩhõõggõ.
LUK.11.47	“Pĩĩrnanĩt hĩ ngagiita, hĩnĩngĩtĩ arruubbu biyyiẽẽn cĩg põrõvẽtaaꞌnya baag aruk hĩbaangĩ cugguung. 
LUK.11.48	Ammuku ꞌyioko ainnu, adĩman baa hĩbaangĩ cugguung authet ꞌcĩ abũnnaa ngaatĩ aruhi põrõvẽtaaꞌnya, ĩnõõ ꞌcĩ arruubbu biyyiẽẽn cĩggĩĩng ko. 
LUK.11.49	Nẽẽthĩ, hĩnĩngĩtĩ thooꞌthiok iccig vẽlẽk, aduha Nyekuci ꞌgẽẽnyĩthaa cĩnnĩ aĩ, ‘Hĩꞌthõõakuung hatĩ põrõvẽtaaꞌnya hĩ ꞌthooyyiak, aruku hatĩ ũgĩ nẽ õhõggõõrattu ũgĩ thõng.’ 
LUK.11.50	Nẽẽthĩ, õcõõd hatĩ lohollia cĩg irkiꞌnyia iccig thõõth ꞌcĩ aruhẽẽnĩ põrõvẽtaaꞌnya nganĩngĩtĩ ꞌthianaanĩt cĩ lootu ho hĩ otto. 
LUK.11.51	Iꞌthianaanĩ biyyiẽẽtĩ cĩg Abeele
LUK.11.52	“Pĩĩrnanĩt hĩ ngagiit eet ꞌcĩg agayyu nyattal gẽrrẽẽt ko, hĩnĩngĩtĩ oottu mũhũta cĩ hattũũg cĩ ꞌgẽẽnyĩth cĩ Nyekuci. Nẽ niig dẽẽdẽ, hõllõngaa aduhunnu hattũũg icci, nẽ hinnia alaamtu eet ꞌcĩg adiim aduhuni.”
LUK.11.53	Ma baa ẽdẽcaak Yeesu thõõth ko, iꞌthiattaaĩ Variꞌtheei hĩ ꞌlimmanniook cĩg nyattaalak adakta ĩnõõnnõ gẽrrẽẽt hĩ mirohiti nẽ ijinit thooꞌthiok ꞌcĩg mẽẽlĩg ꞌrĩng, 
LUK.11.54	hátĩ hedetit ĩnõõnnõ hatĩ occa aduha thõõth umwa.
LUK.12.1	Baa aluttiaak eeta ꞌcĩg ĩĩn aalibꞌnya ꞌcĩg mẽẽlĩg ngaatĩ aayyi Yeesu ĩꞌthõng haathito ũgẽẽgĩ ꞌgõõnõgĩ. Nĩngĩtĩ iꞌthianaanĩ nõõ Yeesu irrioonĩkĩ nuyyiook cĩgĩnnĩg annẽẽkĩ, “Ma haaꞌnyiku ꞌlimman cĩ Variꞌtheei hidiahanuunga. Ĩĩn ꞌlimmanĩ cĩnĩĩng ko õlõng. 
LUK.12.2	Aitiõõ ꞌgii umwaa ꞌcĩ ammiꞌthi ꞌcĩ hõllõngaa hatĩ aku appulanniaa tõõ, hode thõõth ꞌcĩ othooꞌthi ĩĩcĩ burki ꞌcĩ hatĩ ammiꞌthi ũdũt tõõ. 
LUK.12.3	Thõõth ꞌcĩ othooꞌthu niig muguratõõ, appulanniaa hatĩ kõr umwa waath. Nẽ thõõth ꞌcĩ ongomĩttu niig eet ꞌcieethini, adukiaa hatĩ moloohaa cobbi lothippita battaala.”
LUK.12.4	Nĩngĩtĩ irrioonĩkĩ Yeesu ĩhõõggõ tarĩ annẽẽkĩ, “Haduhaakuunga ꞌgotoonoga hĩ ꞌgoonoga, ma hiteelinnu eet ꞌcĩg aruk ẽlẽ diooni, nẽ má uruhit ẽlẽk, iittiõõ ꞌgii umwaa ꞌcĩ occa ũũlũ nẽẽg tarĩ tõõ. 
LUK.12.5	Ĩꞌnya huduhaahuung eet ꞌcĩ occa itieelinnu: Itieelli Nyekuc, hĩnĩngĩtĩ ĩnõõnnõ dioo ꞌcĩ aꞌnyak ꞌtirrian ꞌcĩ occa adhuheekuung ꞌgwoo ꞌcĩ aalla ũdũt,
LUK.12.6	Hõllõngaa nooyyia ũũtĩ hĩbaallĩ ꞌcĩg hidicig ꞌtur ꞌrabbẽẽtĩĩ ꞌcĩg abadtẽc haaga? Nẽẽthĩ, aitiõõ Nyekuci hõllõngaa ataarrothi tananga hõdẽẽthõng. 
LUK.12.7	Nẽ ĩmana cĩg ooti cugguung ko, itigiil Nyekuci vẽlẽk. Nẽẽthĩ, ma hiteelinnu ꞌgiimwa, iiginnu niig tiirik ĩllõõannu hĩbaallĩ ꞌcĩg hidicig ꞌcĩg mẽẽlĩg.
LUK.12.8	“Huduhaahuunga, ẽẽtĩ ꞌcĩ ẽtẽrꞌtha ẽlẽ cĩnnĩ hõrggẽẽnaa cĩ eetu aĩ hĩĩnĩ caannĩ, ẽtẽrꞌtha hatĩ Ngeertĩ Eeto ĩnõõnnõ buúk hõrggẽẽnaa cĩ aajĩlẽẽt cĩg Nyekuci. 
LUK.12.9	Nẽẽthĩ, ẽẽtĩ ꞌcĩ abũrra nganĩĩt hẽbẽrẽẽnnĩĩ cĩg eetuk, haburi hatĩ naa buúk ĩnõõnnõ hẽbẽrẽẽnnĩĩ cĩg aajĩlẽẽt cĩg Nyekuci. 
LUK.12.10	Haduhaakuunga, occa ũũnnothoothĩk ꞌthẽccanẽẽta cĩg eet ꞌcĩ õdõõm Ngeertĩ Eeto, nẽẽthĩ, ẽẽtĩ ꞌcĩ õdõõm Lori ꞌcĩ Ẽllẽẽmĩthĩ, aitiõõ hatĩ ꞌthẽccanẽẽta cĩgĩnnĩg hõllõngaa ũũnnothoothĩk ũdũt.
LUK.12.11	“Nẽ ma õõ abilluung eeta ꞌCieethaa cĩ Laiitto, hode hĩ ꞌgaala cĩg looc nicci, ma homothiinnu thõõth ꞌcĩ hatĩ õõ aduhaannu, 
LUK.12.12	hĩnĩngĩtĩ aduhaakuung hatĩ Lorii ꞌcĩ Ẽllẽẽmĩth kõr tĩho thõõth ꞌcĩ occa aduhaannu.”
LUK.12.13	Ma nĩngaata, õthõõthak ẽẽtĩ umwaa Yeesu lothippitatõõ ĩĩnnĩk, “ꞌLimmannioohit, duhaaka baaĩ nuun ꞌgõtõna hẽꞌngẽraaha hẽlẽggĩ ꞌcĩg baag ũũnnĩkeet nyakangaan baa adaak nẽẽnĩ.”
LUK.12.14	Ẽdẽcĩ hinnia Yeesu anneek, “Ẽlẽ, nganĩ baa ꞌcĩ ẽbẽraanna nganĩĩt hikia hẽttẽẽd thõõth cunuung hĩ ꞌgotonu ho?” 
LUK.12.15	Nĩngĩtĩ annẽẽkĩ lothippit, “Uꞌthuutti eleeti! Ma hainnu ngaam ngaam, hĩnĩngĩtĩ lõbõlõbẽẽꞌthĩt cĩ hẽlẽggĩ cĩg looc nicci. Aitiõõ ẽẽtĩ hõllõngaa arũgĩ, hĩnĩngĩtĩ baliinit cĩnnĩ.”
