MAT.1.1	Ã ndei Jesucristo i ñiinda ã. David rei ei tuchɨ. Abraham abe no.
LUK.6.18	Ae rese aba checuayã ɨcuã ndiqui nae, ũquɨ̃ abe que Jesús mbucherõ nda. 
LUK.6.19	Jesús quirãcuã ngue mbia mbucherõ ja quia ra. Nyebe mbia riqui nguiã ocose ja Jesús rese.
LUK.6.20	Jesús que mae uchɨmbaaquiatu rese ñee nonde ee ra. —Jeyate riqui ã. Jẽ mbaecha reã ndaque. Dios quiatu ra jenderecuarã tuchɨ cote. 
LUK.6.21	Jẽyate riqui ã. Jeniãcuã ndaque. Jendio rete ra cote. Jẽyate riqui ã. Jenyeseo seo raque. Jẽɨquia ɨquia ra emo mose cote. 
LUK.6.22	Mbia jemo ucuãyã mose, jemo mombo mose, ñee ɨcuã mose jẽje serɨɨ̃, jẽyate jẽɨngo ũquɨ̃. 
LUK.6.23	Jeñimbia tuchɨ chõ aque mose. Mbia ɨcuã mose jẽje. Dios quia ra mbae turã mondo jẽje ibate. Mbia ɨcuande jẽje nyii. Eɨ̃ sɨ que mbia ɨcuã nguia Dios rimba ñiinda je no nda.
LUK.6.24	Aba mbia eã tuchɨchɨ̃ jẽ, Mbaecha. Mbae ɨcuã nda tu jẽje. Jẽyare nyii. 
LUK.6.25	Aba mbia eã tuchɨchɨ̃ jẽ, quiaru tuchɨ je. Jeniãcuã tuchɨ ra cote. Aba mbia eã tuchɨchɨ̃ jẽ, ɨquia ɨquia je. Jenyeseo ra cote. 
LUK.6.26	Aba mbia eã tuchɨchɨ̃ jẽ mbia ñee turã mbeɨ mose jenɨɨ. Eɨ̃ sɨ rei que equia ñee turã turã dios abareã nimba je cose ra.
LUK.6.27	Aɨco ñee jẽje a. Ae eɨcuãte riqui jẽje, ũquɨ̃ ndese jenyesecua chõ. Jẽɨngo turã ño nguia jẽucuãyãsa je. 
LUK.6.28	Emo ñee ɨcuã mose jeje, jeñee turã ño ee. Jeñee turã ño Dios je erɨɨ̃. 
LUK.6.29	Emo ucua mose jenditii rese, “tasaã se abe”, jenyechɨ̃ ndae. Jenditii rɨbɨsho abe jẽteacuquia ee. Emo jẽɨrao rirõ mose jẽsɨ, jẽɨrao nongue abe rese jengueteã eã ño ee. 
LUK.6.30	Emo ache ache ɨ mose jẽje, jemondo chõ ee. Emo jembae reraochõ mose, “emondobe seje”, jenyechɨ̃ nda ee. 
LUK.6.31	Sã jẽyate riqui mbia siqui turã mose jẽje no. Eɨ̃ jenye sɨ chõ nguia siqui turã mbia je no.
LUK.6.32	Ae eɨcuãte riqui jẽje nae, ũquɨ̃ ndese jenyesecua chõ. Ae nyesecua quia jendese nae, ũquɨ̃ mɨɨ ndese jenyesecua mose, eɨcuãte ũquɨ̃. Mbia ja rese quiatu jenyesecua. 
LUK.6.33	Jẽɨngo turã nguiatu quia mbia ja rese. Ae eturã ndiqui jẽje, ũquɨ̃ mɨɨ ndese jẽɨngo turã mose, eɨcuãte ũquɨ̃. Jesús quiatoã abe chee siqui turã uquiato je. 
LUK.6.34	Emo prestar ɨ mose jembae je, jemondo chõ ee. Ae mbae mondo aroneate erɨbɨshorõ nae, jemondo beɨ chõ ee. “Cobrar tae ee”, jenyechɨ̃ ndae. Jesús quiatoã abe chee mbae mondo erɨbɨshorõsa je. “Mbae mo nda emondobe seje”, ɨ. 
LUK.6.35	Eɨ̃ jenyechɨ̃ nda jẽ abe. “Mbae mo nda emondobe seje chã” ¡jenyechɨ̃ nda jẽ abe jẽ! Jemondochõ ño ee. Ae eɨcuãte riqui jẽje, ũquɨ̃ ndese jenyesecua chõ. Ũquɨ̃ mose ra Dios mbae mee tuchɨ jẽje. Dios rã tuchɨ ra jẽ cote. Dios ia eãte quia eriqui nguiã eɨcuã ndese. Dios turãte quia eɨcuã je re. Eɨcuã ñee turã eã ndaque ee. 
LUK.6.36	Jẽyayã ño mbia rese. Sã Dios abe eya eãte nanderese no.
LUK.6.37	“Co que eɨcuãte ra”, jenyechɨ̃ nda emo nɨɨ. “Jẽɨcuãte”, ɨã nda Dios jẽje chã. ¡Condenar jenyechɨ̃ nda emo je jẽ! Dios nda condenar ɨã jẽje chã. Emo ɨcuã mose jẽje, jẽtesareɨ chõ eɨcuã sɨ. Dios nda tesareɨ jẽɨcuã sɨ no ña. 
LUK.6.38	Mbae jemee mee ño mbia je. Dios quia ra mbae mee tuchɨ jẽje cote. Mee turã nda jẽje. Eñetẽ nda emee eã jẽje. Embisẽ ño nda emee jẽje. Jẽ embisẽ mee mose emo je, Dios ra embisẽ mee jẽje no, ɨ que Jesús mbia mbaaquiatu quiatu ra. 
LUK.6.39	Jesús que ejemplo saã mbia je ra. —Sã eresayã ja nyɨruchoɨ aronea no. Ngoɨ ja chõ nda echoɨ ibicua rie. 
LUK.6.40	Embaaquiatusa quiarei earacua tuchɨ uchɨmbaaquiatu sɨ. Embaaquiatu ja ji mose, earacua tuchɨ cote. Umbaaquiatusa rã sɨ cote. 
LUK.6.41	¿Mbaerã nda “eɨcuã” jenye emo je re? Jẽ jẽɨcuã tuchɨ mose esɨ. “Mbae ñetẽ ndiqui nderésaa aque”, jenyechɨ̃ nda emo je. Mbae cuasu siqui mose jendésaa jẽ quiatu. 
LUK.6.42	“Mbae turã ndese chõ jẽɨngo”, jenyechɨ̃ nda jẽɨngo ɨcuã mose jẽ. Jẽturã nda jẽsaã ñooñochɨ̃ jẽ. “Mbae ñetẽ tasirõ nderesa sɨ”, jenyechɨ̃ nda mbae cuasu siqui mose jendésaa jẽ. Jẽ nane nguia jẽturã ndiqui. Aquere quiatu jeñee emo mingo turã cote.
LUK.6.43	Ira turã mose, ea abe turã ndae. Ira ɨcuã mose, ea abe ɨcuã ño nda eno. 
LUK.6.44	Sã ira ae ea ae ae no. Higo a rã eã nda nyu a no. Ea ae eno nde. Uva a rã eã nda isio rashɨ̃ a no. Ea ae eno nde. 
LUK.6.45	Eɨ̃ sɨ chõ mbia no nde. Mbia turã nda ñee turã. Echɨangui renda quia eturãte re. Nyebe eriqui nguiã ñee turã. Mbia ɨcuã nda ñee ɨcuã no. Echɨangui renda quia eɨcuãte riqui nguiã. Nyebe eriqui nguiã ñee ɨcuã. Nandechuru achõ ñee eã nguiã. Nandechɨangui renda quia ñee nguiã.
LUK.6.46	“Sererecua” jenye chõchɨ̃ seje secheẽ mumba mumbare. 
LUK.6.47	Ae siqui serese secheẽ mumbayã nae, eturã tuchɨ chõ ũquɨ̃ nde. 
LUK.6.48	Sã emo uchuchuarã ao no. Sã ibi rɨbɨcoɨ tuchɨ no. Sɨta je ngasẽ nyee. Sɨta arõ tuchua ao cote. Nyebe echuchua ãtãte riqui nguiã. Ama ndicuasu mose, iãcuã irãtã ndaque echuchua ite rɨ̃. Tuchua mbuquiata aroneate iãcuã irãtãte raque. Sɨta arõ nguia ngue uchuchua ao nguiã. Eɨ̃ sɨ chõ secheẽ mumbasa reã nde. Tuchua ãtã aosa rã sɨ. 
LUK.6.49	Sã emo uchuchuarã ao no. Aque quiarei ibi rɨbɨcoɨ tuchɨã. Ibi arõchɨ chõ uchuchua ao nguiã. Iãcuã ngasẽ mose aque chuchua, mbucoɨ asi que mondo ra. Eɨ̃ sɨ chõ secheẽ mumbasa re. Ae uchuchua saã ibi arõchɨ nae, aque rã sɨ chõ ñene, ɨ que Jesús ra.
LUK.7.1	Jesús cheẽ ngue tiba mbia je cote ra. Oso que Capernaum cote ra. 
LUK.7.2	Soldados rerecua mo ngue siqui hue ra. Capitán ngue ae ra. Roma jenda que ae ra. Aque rimba rasi que chɨ hue erese ra. Ebite que erimba ra. Erimba rasi tuchɨ. Mano serɨ̃te que equia ee ra. 
LUK.7.3	Capitán ngue jirandu Jesús rese cote ra. Ñee ngue judíos ramei je ra. —“‘Echu serimba mbucherõ’, ɨ que capitán ñee ndeje ra”, jenye oso Jesús je, ɨ que capitán nda. 
LUK.7.4	Judíos ramei ngue ngasẽ Jesús je ra. —Capitán nimba embucherõ na oso ee. Capitán turãte quiatu ngue eriqui nguiã ure je. 
LUK.7.5	Nandequiato turã tuchɨ que aque ra. Judíos quiato ja. Urechumunua nua sacuã ngue ae chao tuchua ra, ɨ que ameɨ ñee Jesús je ra. 
LUK.7.6	Jesús que oso ameɨ ndese ra. Capitán nyuchua rurubi mose que capitán uquiato mo mondo Jesús robeɨshɨ̃ nda. —Seɨcuãte se, Jesús. Sechuchua ra ereɨquechɨ̃. 
LUK.7.7	Nyebe se asoã nguiã nderea. Ndecheẽ achõ je chõ nda serimba erembucherõ. 
LUK.7.8	Se abe sererecua no nde. Se echeẽ amumba aroneate. Soldados rerecua se no nde. Secheẽ abe emumbayã nguiã no. Eso, ɨ mose, secheẽ mumbayã no. Echu, ɨ mose, secheẽ mumbayã no. Se ñee mose serimba je, secheẽ mumbayãte no. Ndequirãcuã na eãte raque se, ɨ que capitán ucheẽ mondo Jesús je ra. 
LUK.7.9	Echeẽ andu mose que Jesús nyuruɨrate ra. Uba que ñee nguesenda je ra. —Tacheẽ nyecua jẽje. Capitán seɨcua tuchɨte quia co. Israel jenda mo embuchecha aroneate quia co, ɨ que Jesús ra. 
LUK.7.10	Capitán nyɨmondo que nyebi nyoɨ uchuchúaa cote ra. Erimba mbucherõ ji que ee cote ra.
LUK.7.11	Isamamɨ ngue Jesús choɨ quia Naín cote ra. Echɨmbaaquiatu abe que nyoɨ quia erese ra. Mbia tubɨrɨãte que nyoɨ quia erese ra. 
LUK.7.12	Sucha ata rurubi mose que ngasẽ mbia tubɨriã je ra. Ɨ que eraaque ruruchoɨ quia etã sacuã nda. Aque mɨɨ tuchɨ rei ngue cuña ndiirĩ mo nde. Eru cheecha riirĩ. Aque que mano ño ee ra. Hue jenda mbia que nyoɨ jate quia esi rese ra. Eraaque ruɨ. 
LUK.7.13	Jesús que mae esi nyeseo rese ra. Jesús ia eãte que erese ra. —¡Echeseo eã ño jẽ! ɨ que ee ra. 
LUK.7.14	Jesús que oco eraaque rese ra. Eruruchoɨsa que tiba ee cote ra. —Echuruã, Acuanɨndu, ɨ que ñee eraaque je ra. 
LUK.7.15	Eraaque que nyuruã ñee cote ra. Jesús que embuquera ji mondo esi je cote ra. 
LUK.7.16	Mbia que nyuruɨra ja erea ra. Ñee turã ja Dios rɨɨ̃. —Dios chɨmondo chõ co re, ɨ que mbia quia ñee Jesús rɨɨ̃ nda. —Dios riqui tesareɨã nande sɨ co, ɨ que mbia quia nyue ra. 
LUK.7.17	Jesús chumbucherõ ndese que mbia riqui ñimbiirandu jate ra. Judea jenda jirandu ja erese. Erobeinda ja abe que jirandu erese ra.
LUK.7.18	Juan abe que jirandu Jesús chɨao rese ra. Erimba quiatu ngue embiirandu nguiã erese. 
LUK.7.19	Nyebe Juan ñee nguiã ngũimba nyeremo je. —Nyeremo jẽso ñee Jesús je. “‘Cristo ra tu’, ɨ beɨ equia nae, ¿ae chõ nde re?” jenye oso ee. “¿Cristo ra uresaarõ arõ sɨ quia re?” jenye oso Jesús je, ɨ que Juan ngũimba mondochoɨ ra. 
LUK.7.20	Juan ñimondo que nyoɨ ngasẽ Jesús je ra. —Juan el Bautista que urembu ñee ndeje ra. ¿Cristo chõ nde re? ¿Cristo ra uresaarõ arõ sɨ quia re no? ¿Ae chõ nde re? ɨ que Juan nimba ñee Jesús je ra. 
LUK.7.21	Juan nimba ngasẽte mose que Jesús riqui mbia rasi mbucherõ cherõ nda. Erasi chumumbara. Erasi cuabẽ. Aba checuayã ɨcuã abe que embusẽ mbusẽ nguia mbia sɨ ra. Eresayã abe que embu cherõ nyerõ nguia ra. Juan nimba que mae ja quia ũquɨ̃ mbucherõ ndese ra. 
LUK.7.22	Jesús que ñee Juan nimba je ra. —Ae rese jemae nae, ũquɨ̃ jẽsenei oso Juan je. Ae jeñandu nae, ũquɨ̃abe no. “Jesús que eresayã mbucherõ nyerõ nguia ra. Ecuatayã abe mbucuata cuata. Eɨre ndasi abe mbucherõ nyerõ. Eisayã abe mbucherõ nyerõ. Eraaque abe mbuquera. Ucheẽ turã esenei senei tuchɨ mbaecha reã je”, jenye oso Juan mbiirandu. 
LUK.7.23	Emo huɨ jeɨ eã mose sesɨ, aque iate ra siqui cote, ɨ que Jesús ucheẽ mondo Juan je ra.
LUK.7.24	Juan ñimondo que nyoɨ nyebi ee cote ra. Jesús que ñee mbia ja je Juan nɨɨ cote ra. —¿Mbae rese mae jẽso turúquiaa re? ¿Quɨrɨrɨã idioi ɨchu ɨchu rese jẽso mae nde? 
LUK.7.25	¿Mbae rese mae jẽso re? ¿Emo ɨrao turã ndese jẽso mae nde? Tei. Eɨrao turã siquíã nguiã turuquia ñɨ. Ae siqui quia mbia rerecua chuchua nae, ũquɨ̃ ño eɨrao turã ndiqui nguiã. 
LUK.7.26	Juan ndese mae ño ngue jẽso turúquiaa resẽ. Dios cheẽ nenei neneisa tuchɨ chõ ae emo sɨ re. Ae chõ mbia mingoquiatu quiatu nguiã se ñee sacuã ee aque. 
LUK.7.27	Sã embesa ji riqui ñee no:
LUK.7.27	Secheẽ nderaosa tamondo nderẽta.
LUK.7.27	Ae ra mbia mingoquiatu ndeje,
LUK.7.27	ɨ que embesa ji ñee nda. Juan nɨɨ ño embesa ji ñee nguiã. 
LUK.7.28	Juan el Bautista quiarei ɨ tuchɨ raque mbia ñiinda ja sɨ. Dios cheẽ nenei neneisa ataque sɨ. Ae ra siqui tuchɨ Dios rese erimbarã cote nae, ũquɨ̃ nguia ra ɨ tuchɨ Juan sɨ cote, ɨ que Jesús ñee nda. 
LUK.7.29	Mbia que Jesús cheẽ ñandu turã ja ra. Impuestos isi isiquia abe chee que echeẽ ñandu turã nda. —Dios turã tuchɨ, ɨ ja que mbia ra. Juan ngue bautizar ɨ ja ee nyii ra. 
LUK.7.30	Fariseos achõ ño ngue Jesús cheẽ isi sereã nda. Embesasa rese. Ũquɨ̃ ngue siqui sereãte Dios cheẽ ndese ra. Nyebe Juan bautizar ɨ eã nguiã ee.
LUK.7.31	Jesús que ñeembe ee ra. —Mbia namonda siqui turã eãte quia aba cheẽ nduɨ ã. Mbia riirĩ na ño eriqui nguiã. 
LUK.7.32	Sã mbia riirĩ ndiqui ñumbusareɨ sareɨ no. Sã eriqui ñee ñee nyue no. “Flauta que asaã saã ndei jẽje ra. ¿Mbaerã jenyuruqui sereã nea nde?” sã ɨ chõ nyue no. “Mbae aba mbia eã ngue asaã ndei jẽje resẽ. ¿Mbaerã jẽyate erese re?” sã ɨ chõ mbia riirĩ nyue no. Ũquɨ̃ na sɨ chõ jẽɨngo nguiã aba cheẽ mumba ã. 
LUK.7.33	Juan el Bautista que tu rei jẽje ra. Jẽisi turã eã ngue ra. “Co eriqui quiaru sereãte nanderese co. Co eriqui mbae mbei sereãte nanderese co”, jenye chõchɨ̃ ee. “Aba checuayã ndesenda”, jenye chõ ngue ee ra. 
LUK.7.34	Se abe que achu rei jẽje ra. Aquiaru rei quia jendese co. Mbae abe ambei rei quia jendese co. Se abe que jẽ seisi turãyã nda. “Quiaru tuchɨ je”, jenye chõchɨ̃ seje. “Mbae mbeisa”, jenye chõ ngue seje no nda. “Mbia ɨcuã quiato chõ ñene”, jenye que seje resẽ. 
LUK.7.35	Ae earacuate nae, Dios aracua abe ra eɨcua, ɨ que Jesús mbia je ra.
LUK.7.36	—Nandequiaru sechuchua, ɨ que fariseo mo ñee Jesús je ra. Jesús que oso erese ra. Ngoi que quiaru nonde ra. 
LUK.7.37	Cuña ɨcuã mo ngue siqui hue jenda huee ra. Jirandu que Jesús rese ra. Oso que erea cote ra. Aba mbushɨmbusa que equerao erea ra. (Sɨta ao ji rei aba mbushɨmbusa riru.) 
LUK.7.38	Jesús quite quiti que eñɨ nyeseo ra. Nguesari je que Jesús i ɨreɨ ɨreɨ ra. Ua je que embɨɨru ɨru cote ra. Uchuru que embucha Jesús i rese eriite ra. Aba mbushɨmbusa que eicherẽ ei rese cote ra. 
LUK.7.39	Jesús mbuquiarusa que ñee nguia uchɨangui re ra. —¿Mbaerã Jesús ñee asiã cuña ɨcuã je re? Jesús Dios riirĩ mose, ɨ̃ nda ñee asi rei ee, ɨ que fariseo uchɨangui re ra. 
LUK.7.40	Jesús que ñee fariseo je ra. —Tacheẽ ndeje, Simón, ɨ que ee ra. —Eno. Echeẽ seje no, Sererecua, ɨ que fariseo ee ra. 
LUK.7.41	Jesús que ñee ee ra. —Sã mbia nyeremo deber ɨ ererecua mo je no. Sã enongue deber ɨ ee quinientos no. Sã enongue deber ɨ ee cincuenta no. 
LUK.7.42	Ũquɨ̃ ja que pagar ɨ aronea ja. Nyebe ererecua ñee nguiã ee. “Mbae jemondo eã ño seje”, sã ɨ chõ ererecua ee no. ¿Aba eya tuchɨ nguerecua rese re? ɨ que Jesús ñee Simón je ra. 
LUK.7.43	Simón ngue ñee ee ra. —Ae deber ɨ tuchɨ ee nae, aque eya tuchɨ erese cote reae, ɨ que Simón ee ra. —Ae beɨ, ɨ que Jesús ñee ee ra. 
LUK.7.44	Jesús que mae cuña ndese ñee Simón je ra. —Ndechuchúaa seɨque mose que sei ereɨreɨ eã nda. Co cuña nguiatu que sei ɨreɨ nguesari je ra. Ua je que sei mbɨɨru ra. 
LUK.7.45	Nde quiatu que seritii eresiite eã ndesẽ. Cuña nguiatu que sei siite nguiã. 
LUK.7.46	Nde que aba mbushɨmbusa ereichereã sea rese resẽ. Cuña nguiatu ngue aba mbushɨmbusa icherẽ nguiã sei rese. 
LUK.7.47	Tacheẽ nyecua ndeje, Simón. Cuña ɨcuã tuchɨ raque. Eɨcuã ngue ambutiã ee namo nda. Nyebe eriqui nguiã nyesecua tuchɨ serese a. Ae “seɨcuã eã jiri se”, ɨ quia nae, ũquɨ̃ nguia ra nyesecua eã jiri serese. Se eɨcuã ambutiã ndaque, ɨ que Jesús Simón je ra. 
LUK.7.48	—Ndeɨcuã ngue ambutiã ndesɨ ra, ɨ que Jesús ñee cuña je cote ra. 
LUK.7.49	Ae que chɨ quiaru erese nae, ũquɨ̃ ngue ñee nyecuayã cuayã u nyue ra. —¿Mañɨ nda Jesús mbia ɨcuã mbutiã esɨ re? ɨ que eu ñee ñee nyue ra. 
LUK.7.50	Jesús que ñee cuña je ra. —Seɨcuasa chõ nde re. Nyebe arerirõ nguiã ndeɨcuã sɨ. Ereɨco beɨ ra cote. Ndeya eso cote, ɨ que Jesús cuña je ra.
LUK.8.1	Jesús que sucha tubɨrɨã mbuchesea sea quia ra. Dios cheẽ turã ngue esenei senei nguia mbia je ra. Echɨmbaaquiatu doce abe que ngata quia erese ra. 
LUK.8.2	Cuña echɨmbucherõ mo abe que ngata quia erese ra. Ae sɨ aba checuayã ɨcuã ndirõ nyii, ũquɨ̃ mo abe que ngata quia erese ra. María Magdalena que ngata quia erese ra. Ae sɨ aba checuayã siete rirõ nyii nae. 
LUK.8.3	Juana abe que ngata quia erese ra. Chuza ninisi que aque ra. Herodes resenda rei Chuza. Susana abe que ngata quia erese ra. Cuña ata que ngata quia erese ra. Ũquɨ̃ ngue umbae mee mee mbeɨ quia Jesús je ra.
LUK.8.4	Mbia que ngaẽ ngaẽ ja quia Jesús rea ra. Suchamo jenda abe. Mbia ñumunua ja mose que Jesús ejemplo raã ee ra. 
LUK.8.5	—Sã emo sɨ mbae eɨ̃ mombiquia mbiquia no. Emombiquia mbiquia mose sã emo uqui uqui ñeenda ruɨ no. Sã mbia riqui irõ irõ erese no. Sã nguɨreɨ̃ abe eu chee no. 
LUK.8.6	Sã emo uqui uqui sɨta arõ no. Sɨta aronda suri raque. Ibi irute quia ee re. Nyebe ñɨmama nguiã mano. 
LUK.8.7	Sã emo ndiqui uqui uqui nyu réndaa no. Sã nyu abe suri erese no. Nyu ruri que echati asi u eriquisã nda. 
LUK.8.8	Sã emo uqui uqui ibi túraã no. Ũquɨ̃ nguiatu que ɨa turã nda, ɨ que Jesús mbia je ra. Aquere que ñee asite mbia je ra. —Jẽisa mose ¡secheẽ jeñandu turã na! ɨ que Jesús mbia je ra.
LUK.8.9	—Eresenei ngue mbae eɨ̃ nɨɨ, ũquɨ̃ embiasa turã na ure je, ɨ que echɨmbaaquiatu ñee ee ra. 
LUK.8.10	Jesús que ñee ee ra. —Mbia rerecua tuchɨ quiarei Dios. Ae riqui nguiã ucheẽ mbiasa asa ja jẽje co. Mbia ataque quia siqui sereã erese co. Mbia ataque je quia eriqui nguiã ucheẽ mbiasa eã jiri. Ejemplos achõ esenei senei nguiã ee co. Eanduchõ sacuã. Eɨcua turã ndocoɨ̃.
LUK.8.11	Secheẽ tambiasa jẽje cote. Dios cheẽ na sɨ chõ mbae eɨ̃ nde. 
LUK.8.12	Ae uqui uqui ñeenda ruɨ nae, ũquɨ̃ ndei mbia Dios cheẽ andu chooñosa rã ũquɨ̃. Ae Dios cheẽ andu chooño nae, ũquɨ̃ ñɨangui sɨ chõ diablo riqui nguiã Dios cheẽ ndirõ. Nyebe eriqui nguiã Dios ɨcuayã mbeɨ. Nyebe Dios riqui nguiã emingo beɨ eã. 
LUK.8.13	Ae uqui uqui sɨta arõ nae, mbia mo na ño ũquɨ̃ no nde. Dios cheẽ andu mose, isi turã ndaque. Eyate raque erese. Mbae mo embiayã mose, huɨ jeɨ chõ esɨ cote. Mbae rao eã naanguia chõ ũquɨ̃ nde. 
LUK.8.14	Ae uqui uqui nyu réndaa nae, mbia mo na ño ũquɨ̃ no nde. Dios cheẽ andu turã ndaque. Siqui beɨ eã ño nguiã erese. Umbaerã achõ ndese chõ eriquichɨ̃ nguiã ndua. Ñimbusareɨ sareɨ beɨ chõchɨ̃ nguiã. Nyebe huɨ chõ nguiã Dios cheẽ sɨ. Nyebe Dios cheẽ ndiqui nguiã ɨa eã mbeɨ ee. 
LUK.8.15	Ae uqui uqui ibi túraã nae, mbia mo na ño ũquɨ̃ no nde. Echɨã quishĩ ño ũquɨ̃ nde. Dios cheẽ andu mose, siqui beɨ erese. Ɨa ɨa beɨ raanguia cote.
LUK.8.16	Sã nandeɨco lamparina mendi no. Sã nandeɨco eati eã no. Sã nandeɨco emɨɨ eã mbaequi re no. Erendi checua chõ nda nandemɨɨ nguiã. Mbia resae ja sacuã. 
LUK.8.17	Mbae checuayã nda nyecua ja emo mose. Ñemɨnde ra nyecua ja. 
LUK.8.18	Secheẽ jeñandu tuchɨ. Aba mo umbae rerequia mose, Dios ra emo mondobe ee. Emo embae eã mose, Dios ra embae sirõ ja esɨ.
LUK.8.19	Jesusi que ngaẽ ndei ee ra. Jesús nongue ja rese. Mbia tubɨrɨãte que esiquisãte esɨ ra. 
LUK.8.20	—Hue ndesi riqui nderequia taicuee hue. Ndenongue rese, ɨ que mbia Jesús mbiirandu ra. 
LUK.8.21	Jesús que ñee mbia je ra. —Ae Dios cheẽ andu turã nae, ae Dios cheẽ mumbayã nguia nae, ũquɨ̃ je chõ aɨco nguiã “senongue” ɨ. Ũquɨ̃ je chõ aɨco nguiã “taĩ” ɨ no, ɨ que Jesús ñee nda.
LUK.8.22	Emo mose que Jesús ua canoa ye ra. Uchɨmbaaquiatu ja rese. —Nyao ama ndɨsha robeɨ, ɨ que Jesús ee ra. Nyoɨ que cote ra. 
LUK.8.23	Ama ndɨsha rasa mose que Jesús sɨ quia uque ra. Ama ndiite re mose que quɨrɨrɨã ɨcuã ɨcuã ndu ee ra. I rebera que ɨque ɨque tuchɨ quia canoa ye ra. Nyebe canoa ñɨɨmɨ serɨ̃ tuchɨ nguiã ee. 
LUK.8.24	Nyebe mbia Jesús mumba nguiã. —Urembaaquiatusa, echumumba. Nandemanochɨ̃ nda re, ɨ que ñee Jesús je ra. Jesús que nyuruã cote ra. Ñee quɨrɨrɨã je. Ama mbutiba. Quɨrɨrɨã ngue ti ɨ ee cote ra. Ama abe que ti ɨ no nda. 
LUK.8.25	—¿Mbaerã jẽɨngo siquichete re? ¿Seɨcuayãte equia re? ɨ que Jesús uchɨmbaaquiatu je ra. Siquiche beɨ que equia ra. Nyuruɨra tuchɨ Jesús quirãcuã ndese mae. —Quɨrɨrɨã Jesús cheẽ mumbayã ñochɨ̃. Ama abe echeẽ mumbayã ñochɨ̃, ɨ que ñee ñee nyue cote ra.
LUK.8.26	Ngasẽ nyee que sobeɨ ra. Gadara, ɨ que hue ibi je ra. Galilea mbuchecha tuchɨ que huee ra. Ama ndɨsha rasa. 
LUK.8.27	Canoa sɨ Jesús nguichi mose, hue jenda ameɨ mo ngue tu ee ra. Aba checuayã ɨcuã ngue siqui quia echɨangui re ra. Cosete ngue eriqui rei nguiã echɨangui re. Eɨrao eã mbeɨ que eriqui ra. Tuchuaqui re que eriqui uqueã nda. Mbia raaque tãsa beɨ chõ eriqui nguiã. 
LUK.8.28	Tu que ngoi ngũíã ndese Jesús resa quiti ra. Ñee asite que eu ee ra. —¿Mañɨ ere ra seje re, Jesús? Dios ibatenda riirĩ ño nde re. ¡Sembasichɨ̃ nda se jẽ! ɨ que ñee tuchɨ Jesús je ra. 
LUK.8.29	—Esẽ esɨ, ɨ chõ Jesús aba checuayã ɨcuã je reaẽ. Aba checuayã ño aque ameɨ isi isi beɨ quia embɨɨcuã ɨcuã neaẽ. Mbia eo cuaacua raque quia cadenas je. Ei abe cuaacua raque no. Ucuasa ndoso ndosochõ mbeɨ que equia ra. Aba checuayã ño equerao rao quia turuquia ñɨ neaẽ. 
LUK.8.30	—¿Mañɨ ndeje re? ɨ que Jesús ñee ee ra. —Etubɨrɨã, ɨ que seje ra. Ure cuabẽte quia ure re, ɨ que aba checuayã ñee Jesús je ra. 
LUK.8.31	—Uremondochɨ̃ nda tata cuasu, ɨ que aba checuayã ñee tuchɨ Jesús je ra. 
LUK.8.32	Chɨasu socoɨ tubɨrɨã ngue chɨ quiaru huee ra. Sɨta ibate rese. Nyebe aba checuayã ñee Jesús je. —Chɨasu chɨangui re ureso rã, ɨ tuchɨ que equia ñee Jesús je ra. —Eno, ɨ que Jesús ee ra. 
LUK.8.33	Aba checuayã ɨcuã ngue usẽ ja ameɨ ñɨa sɨ cote ra. Chɨasu chɨangui re que echoɨ ra. Chɨasu que uchã ja choɨ nyiichere ama nimia mbucu rɨ̃ nda. Ama ndɨsha ye que echoɨ ja mano nda.
LUK.8.34	Chɨasu raarõsa que chɨ mae erese ra. Emundite que ra. Nyoɨ que uchã mbia mbiirandu ja chɨasu rese ra. Sucha tubɨrɨã jenda mbiirandu. Mbia ataque abe mbiirandu no. 
LUK.8.35	Mbia que ngaẽ ja mae erese ra. Huee que Jesús riqui beɨte ra. Ae rese aba checuayã ndiqui nyii ameɨ nae, aque abe que chɨ̃ ngoi Jesús i jii ra. Huɨɨrao resebe cote. Earacuate que mbia je cote ra. Nyebe mbia nyuruɨra tuchɨ nguiã erea. 
LUK.8.36	—Jesús que ameɨ mbucherõ aba checuayã ndirõ esɨ ra, ɨ que maesa erese ñee mbia ataque je ra. Maesa erese que esenei ja mbia je ra. 
LUK.8.37	Mbia hue jenda que siquiche ja Jesús sɨ cote ra. —Eso rã urerecha urerecua sɨ, ɨ ja que hue jenda ñee Jesús je ra. Nyebe Jesús ua nguiã canoa ye. Oso que nyebi sobeɨ cote ra. Gadara recha. 
LUK.8.38	Ae rese aba checuayã ndiqui nyii nae, aque que ñee Jesús je ra. —Nderese taso beɨ, Jesús, ɨ rei que ee ra. Jesús que ñee ee ra. 
LUK.8.39	—Eso chõ ndechuchúaa. Mbae esenei ja nderesenda je. “Dios que sembucherõ nda”, ere oso mbae renei nenei ja nderesenda je, ɨ que Jesús ee ra. Umbucherõsa renei nenei ngue oso mbia ja je cote ra. Jesús renei nenei ja sucha jenda ja je.
LUK.8.40	Jesús chebi sɨ mose sobeɨ sɨ, mbia que chɨ eraarõ arõ nda. Ũquɨ̃ nguiatu que eisi turãte ra. 
