GEN.1.4	Tsî Elob ge ge mû, ǃnâb a ǃgâi ǃkhaisa; tsî Elob ge ǀgorasa ǃnâb tsî ǃkhaenab tsîkha ǁaegu ge dī.
NUM.15.21	ǂGurosaben sadu di ǀâpereb din xa du ge ǃKhūba ǃkhōkhâiǁguiba-e nî ǁguiba sadu di ǃhaodi ǃnâ.
NUM.15.23	ǃKhūb ge Moseb ǃomma xu mîmā dun hoan, ǁnā tsēs, ǃKhūb ge ǁîsa mîmāsa xu, tsî ǃaruǀî sadu di ǃhaodi ǃnâ,
NUM.15.24	o i ge nîra i, xū-i ga ǁhapusa xu ǃnaeo, ǀhaohâb a ǀū hîa, ob ge ǀhaohâb hoaba ǂkham ǁgōba nî ǁāǁā khauǁguibase, ǀnamǀnamsa ǁamab ǃKhūb dib ase, ǁî-i di ǂûǁguibas ǀkha tsî ǁî-i di ǂnâǁguibas ǀkha, ǁnā dommi ai; tsî ǂkharapiriba ǁoreǁguibase.
NUM.15.25	Ob ge pristera Israeli ôan di ǀhaohâb hoaba ǂkhîbagusa nî dība, on ge nîra ǀûbahe, ǁhapuǃkhai-i ge i xui-ao, tsîn ge ǁîn di ǁguibasa ge ǁguiba ǀaeǁguibase ǃKhūba tsî ǁîn di ǁoreǁguibasa ǃKhūb di ais aiǃâ ǁîn di ǁhapus ǂama.
NUM.15.26	Ob ge Israeli ôan di ǀhaohâb hoaba nîra ǀûbahe, ǃhaokhoe-i, ǁîn ǁaegu ǃhaokhoese ǁan hâ-i on, ǁaes hoas ge ǁhapu-i xa ge hāǂamhe xui-ao.
NUM.15.28	Ob ge pristera ǁhapu ra ǀomsa ǂkhîbagusa nî dība, ǁhapu-i ǀkhas ga ǁoreo, ǃKhūb di ais aiǃâ ǂkhîbagusa ǁîsa ra dībaǃâ; os ge ǁîsa nîra ǀûbahe.
NUM.15.29	Israeli ôan di ǃnaesabe-i tsî ǃhaokhoe-i, ǁîn ǁaegu hâ-i on ge ǀgui ǂhanub ǀguib xa nî hâbahe, ǁnā-i ǁhapu-i ǀkha ra ǁore-e.
NUM.15.31	ǃKhūb mîsas ge ǃharaxū tsî mîmās âbas ge a ǁauǁau amaga; ǁnā ǀoms ǂûs ge nîra ǃhomǂuiǃarihe, ǂhanuoǃnâsib âs ge ǁîs ai hâ.
NUM.15.33	Tsî ǁîba ge ǀaena ra sā-aise a hōn ge ǁîba Moseb tsî Aronni tsî ǀhaohâb ǃoa ge ūhā.
NUM.15.35	Ob ge ǃKhūba Moseb ǁga ge mî: ǁNā khoeb ge ǂanǂansase nî ǃgamhe; ǀhaohâb ge ǁîba nî ǀuiǁhom ǁgoeǃkhais ǃauga.
NUM.15.36	ǃNubaib ge ǀhaohâb hoaba ǁgoeǃkhais ǃauga ūǂui tsî ge ǀuiǁhom bi, ǁōb ges kōse, ǃKhūb ge Moseba mîmā xase.
NUM.15.37	Tsî ǃKhūb ge Moseb ǃoa ge mî:
NUM.15.39	tsî ǁîb ge tsuriron tawa nî hâba du, kōǀî tsî du nî ǃKhūb di mîmādi hoadi xa ǂâi tsî ǁîde dīse; tsî du ge sadu di ǂgaob tsî sadu di mûde ôa-am tide, ǁîna du nî ǀaiǃgonga;
NUM.15.40	î du ǂâiǂâisen î du dī ǃKhūb mîmādi hoade, î du sadu Eloba ǃanuse ība.
NUM.15.41	Tita ge ǃKhūta, sadu di Elota, Egipteǃhūba xu ge ǂgaeǂguiǂui du ta, Elose ta nî ība duse: Tita ge ǃKhūta, sadu di Elota.
NUM.16.1	Tsî Koraxi, Jitshari ôab, Kehati ôab, Levib ôab ge Datanni tsî Abirammi tsîkha Eliab ôakha ge ū tsî Onni, Peleti ôab, Rubenni ôab tsîna,
NUM.16.3	Tsî gu ge Moseb tsî Aronni tsîkha ǃoagu ǀhû tsî ǁîkha ǃoa ge mî: Î kho ǂâubahe, nē ǀhaohâb hoab, ǁîn hoan kom a ǃanuo, tsî ǃKhūb kom ǁîn ǁaegu hâo; tarexa kho ǁnâi sakho ǃKhūb di ǀhaohâb ǂamai ra ǀgapiǀgapisen?
NUM.16.6	Dī nēsa: Ū wiroksoade, sats Koraxts tsî ǀhaohâb âts hoaba,
NUM.16.7	î du ǁari ǀaesa ǂgā, î du ǀanǀanxūna ǃKhūb di ais aiǃâ ǁîdi ai ǁgui; o i ge nîra ī, ǁnā khoeb, ǃKhūb xa ga ūǂuiheb nî ǃanu ǃkhaisa. ǂÂubahe go re, Levib ôago!
NUM.16.8	ǃAruǀîb ge Moseba Koraxi ǃoa ge mî: ǁNâu re, sa Levib ôago!
NUM.16.10	Tsîb ge sago tsî sago di ǃgâsagu, Levib ôagu hoagu tsîgo ge ǀgū kai; tsî go kha ǁnâi pristerǃoabas ona ra ôabasen?
NUM.16.12	ǃNubaib ge Moseba sîsī tsî Datanni tsî Abirammi tsîkha, Eliab ôakha ge ǂgai kai, xawe kha ge: ǃApasī khom tide, ti ge mî.
NUM.16.13	ǂKhariba tsi i a, ǃhūb, daib tsî danib tsîkha xa ra dâuba xuts go ǂgaeǂguiǃapa da ǃkhaisa, ǃgaroǃhūb ǃnâts nî ǃgam dase, ots ra gao-aodīsen sida ǂama?
NUM.16.15	ǃNubaib ge Moseba kaise ge ǁaixa tsîb ge ǃKhūb ǃoa ge mî: ǁÎn di ǁguibasa tā kōǀî! Tita ge esel-i xare-e ǁîna xu ū tama tsî ǀgui-i âna tsūdī tama hâ.
NUM.16.16	ǃNubaib ge Moseba Koraxi ǃoa ge mî: Sats tsî ǀhaohâb âts hoab tsîdo ǁari hâ ǃKhūb di ais aiǃâ; sats tsî ǁîn tsî Aronni tsîdo ǁaris ǁga.
NUM.16.17	Î du mâ-i hoa-e ǁî-i di wiroksoasa ū î du ǀanǀanxūna ǂgā, î du mâ-i hoa-e ǁî-i di wiroksoasa ǃKhūb di ais a aiǃâ ūhā, ǀgamkaidisi tsî korodisi wiroksoade; sats on tsî Aronni tsîkho, mâb hoaba ǁîb di wiroksoasa.
NUM.16.18	On ge mâ-i hoa-i âna ǁî-i di wiroksoasa ū tsî ǀaesa ǂgā tsî ǀanǀanxūna ge ǁgui-ai; tsîn ge tentoms ǀhûs dis di dao-ams tawa ge hā mâ, Moseb tsî Aronni tsîkha on.
NUM.16.19	Ob ge Koraxa ǀhaohâb hoaba ǁîkha ǃoagu ge ǀhaoǀhao, tentoms ǀhûs dis di dao-ams tawa. ǃNubaib ge ǂkhaisib ǃKhūb diba nē ǀhaohâb hoab tawa ge ǂhai.
NUM.16.20	Ob ge ǃKhūba Moseb tsî Aronni tsîkha ǃoa ge mî:
NUM.16.21	ǀGorasen nē ǀhaohâb di ǁaeguba xu, o ta ge tita ǁîna ǀgui mûsǀapiros ǀguis ǃnâs a khami nî hapu.
NUM.16.22	O kha ge ais âkha ai ǁnāǁgoe tsî ge mî: Elo, sats, gagadi ǁgans hoas didi di Elotse, ǀgui khoeb ǀguib ga ǁore, xawets kha ǀhaohâb hoaba ǁnâi nî ǁaixaǂam?
NUM.16.23	Ob ge ǃKhūba Moseb ǃoa ge mî:
NUM.16.24	ǃHoa re nē ǀhaohâb ǀkha îts mî: ǃGûǃapa du Koraxi, Datanni tsî Abirammi tsîgu di ǁanǃkhais ǂnamipesa xu.
NUM.16.25	ǃNubaib ge Moseba khâi tsî Datanni tsî Abirammi tsîkha ǃoa ge ǃgû; tsî ǁîb khaoǃgâ gu ge Israeli di kaiga ge ǃgû.
NUM.16.26	Ob ge ǀhaohâb ǁga ge mî: ǂGō re nē eloxoresa khoegu di tentomde xu, î du xū-i, hîa ǁîn di-e tā tsâǀkhā; î du ǀnîsi tā hîkākāhe ǁîn di ǁoren hoan ǃnâ.
NUM.16.27	Nētin ge ǁanǃkhais Koraxi, Datanni tsî Abirammi tsîgu dis di ǂnamipeba xu ge ǃgûǃapa; xawe Datanni tsî Abirammi tsîkha ge ǂoaxa tsî tentomdi ân di dao-ams ǃnâ ge hā mâ, taradi âkha ǀkha tsî ǀgôagu âkha ǀkha tsî ǀgôaron âkha ǀkha.
NUM.16.28	ǁGoasib ge Moseba ge mî: Nēs tawa du ge nî ǂan, ǃKhūb go tita sî ǃkhaisa, nē dīgu hoaga ta nî dīse, ti ǂgaob ǂûb di dī tama gu a ǃkhaisa.
NUM.16.29	Nēn ga ǁō-o, hoa khoen ra ǁōs xase, tsî ôaǃnâ-i ga ǁîn ǂama dīheo, khoen hoan ta ôaǃnâhe khami, ob ge ǃKhūba tita sî tama hâ.
NUM.16.30	Xawe ǃKhūb ga ǀasa xū-e kuruo, tsî ǃhūb ga ams âba khowa tsîb ga ǁîna ūn hâ xūn hoan ǀkha hapuo, tsîn ga ûitsamase ǀamoǀaeb ǃoa ǁgôao, o du ge nî ǂan, nē khoegu ge ǃKhūba goro ǂoeǂoe ǃkhaisa.
NUM.16.31	Tsî i ge ge ī, nē mîdeb ge ǃhoatoao, ob ge ǃhūb, ǁîn ǃnaga hâba ge ǂkhawe.
NUM.16.32	Tsî ǃhūb ge ams âba khowa tsî ǁîna omdi ân ǀkha ge hapu tsî khoen, Koraxa anuba hân hoan tsî xūn hoan tsîn ǀkha.
NUM.16.33	On ge ge ǁgôa, ǁîn tsî ūn hâ xūn hoana ûitsamase ǀamoǀaeb ǃoa, ob ge ǃhūba ǁîna ge ǃgū-ai, tsîn ge ge kā ǀhaohâb ǁaeguba xu.
NUM.16.34	Ob ge Israeli hoab, ǁîn ǂnamipe hâba, ǁîn di ǃaus xa ge ǁhâ, îb ǃhūba ǀnîsi sida ona tā hapu! tin ra mî xui-ao.
NUM.16.35	Tsî ǀae-i ge ǃKhūba xu ǃgûǂoa tsî ǁnā ǀgamkaidisi tsî korodisi khoega ge hapu, ǀanǀanxūna ge ǁguibaga.
NUM.17.1	Ob ge ǃKhūba Moseb ǃoa ge mî:
NUM.17.2	Mîba Eleasari, Aronni ôab, pristera, îb wiroksoade khau hâ ǀaesa xu ūkhâi, îts ǀaesa ǃnūse tsoroxu, ǁîdi a ǃanu xuige;
NUM.17.3	wiroksoadi ǁnāgu, ǁîgu di ǀomdi ǃoagu koro ǁoregu dide a di dīhe ǂnauǂhabaǂhabasa ǀurise, altars nî ǁîb ǀkha ǃkhûǃgâhese; ǃKhūb di ais aiǃâ gu go ǁîde ūhā amaga di ge a ǃanu; tsî di ge Israeli ôana saose nî ība.
NUM.17.4	Ob ge Eleasari, pristera ǁnā ǂaiwiroksoadi, khauǃkhūhe hâgu go ūhāde ū tsî ǁîde ge ǂnauǂhabaǂhaba, altars di ǃkhûǀkhāxūse.
NUM.17.5	ǂÂiǂâisens Israeli ôan dis ase, î-i khoe-i xare-i hîa ǃhaokhoe-i, Aronni surib di tama-e tā ǀgū, ǀanǀanxūna i nî ǂhubiga ǃKhūb di ais aiǃâ, î-i tā hāǂamhe Koraxi tsî ǁîb di ǀhaohâb go hāǂamhe khami, ǃKhūb ge Moseb di ǃoabasa xu mîs xase.
NUM.17.6	Xawe sao ra tsēs ge Israeli ôan di ǀhaohâb hoaba Moseb tsî Aronni tsîkha ǃoagu ǀara tsî ge mî: Sakho ge ǃKhūb di ǁaesa go ǃgam.
NUM.17.8	O kha ge Moseb tsî Aronni tsîkha ǀhûs di tentoms aiǃâ ge hā.
NUM.17.9	ǃNubaib ge ǃKhūba Moseb ǃoa ge mî:
NUM.17.12	Ob ge Aronna ǁîsa Moseb ge mî xase ū tsî ǀhaohâb di ǁaegub ǃnâ ge ǃkhoeǂgâ, tsî mû, ǁōb ge go tsoatsoa hâ i ǁaes ǁaegu; ob ge ǀanǀanxūna ǂgā tsî ǂkhîbagusa ge dī ǁaes ǂama.
NUM.17.13	Tsîb ge ǁō hân tsî ûitsaman tsîn ǁaegu ge mâ i, nētib ge ǁōba ge ǀû.
NUM.17.14	Tsî ǁnā ǁōb xa ge ǁōn ge hakaǀaǀoadisi tsî hûkaidisi ge i, Koraxi di dīǃkhais ǃaroma ge ǁōn ose.
NUM.17.15	Tsî Aronni ge Moseb ǃoa ge oa tentoms ǀhûs dis di dao-ams tawa, ob ge ǁōba ge ǀû.
NUM.17.16	ǃNubaib ge ǃKhūba Moseb ǃoa ǃhoa tsî ge mî:
NUM.17.17	ǃHoa re Israeli ôan ǀkha îts ǁîn xa mâ ǁgûsi ommi hoaba ǀgui haisa ūba, ǁîn di ǂamsagu hoagu xa ǁîgu îgu di ommi ǃoa, disiǀgamǀa haide; îts mâb hoab di ǀonsa hais âb ai xoa,
NUM.17.18	xawe Aronni di ǀonsats ge Levib di hais ai nî xoa; ǀgui hais ge ǁîn îgu ommi di danasa nî hâba xuige.
NUM.17.21	Ob ge Moseba Israeli ôan ǀkha ge ǃhoa; o gu ge ǁîn di ǂamsagu hoaga ǁîba ǀgui haisa ge mā, mâ ǂamsab hoab ama ǀgui haisa, ǁîgu îgu di ommi ǃoa; disiǀgamǀa haide; Aronni di hais ge ǁkhāti ǁîgu di haidi ǁaegu ge hâ i.
NUM.17.22	Ob ge Moseba nē haide ge ǁguibē ǃKhūb di ais aiǃâ, tentoms ǀhûǀguitimîs dis ǃnâ.
NUM.17.23	Tsî i ge sao ra tsēs ai ge ī, Moseb tentoms ǀhûǀguitimîs dis ǃnâ ge ǂgâ ǃkhaisa; tsî mû, Aronni di hais Levib ommi dis ge ge ǃī; ǃkhādes ge ǁîsa ūǀkhī xui-ao, ā, ǁhare tsîs ge amandelǂûna ge ūǀkhī.
NUM.17.24	ǃNubaib ge Moseba nē haidi hoade ǃKhūb di ais aiǃâba xu Israeli ôan hoan ǃoa ge ūǂui; on ge ge mû, tsî mâb hoab ge hais âba ge ū.
NUM.17.26	Ob ge Moseba ge dī; ǃKhūb ge ǁîba mîmā xaseb ge ge dī.
NUM.17.27	On ge Israeli ôana Moseb ǀkha ǃhoa tsî ge mî: Kō, ǁō da ra, kā da ra, hoatsama da ge ra kā.
NUM.18.1	Tsîb ge ǃKhūba Aronni ǃoa ge mî: Sats tsî sa ôagu tsî sa îb di ommi tsîn ge sa ǀkha ǂhanuoǃnâsib ǃanusib diba nîra tani; sats tsî sa ôagu tsîn ge sa ǀkha ǂhanuoǃnâsib sa pristerǃoabas diba nîra tani.
NUM.18.3	Tsî gu ge sa ǃûisa nî ǃûi tsî tentoms hoas di ǃûisa; xawe altars di sîsenūdan ǃanusib din tsî altars tsîna gu ge ǀgū tide, î gu tā ǁō, ti, ǁîgu tsî sats ona.
NUM.18.4	Tsî gu ge sats ǀkha mâǀhao tsî nî tentoms ǀhûs dis di ǃûisa ǃûi tentoms ǃoabas hoas ǃnâ; tsî ǃhaokhoe-i ge satsa ǀgū tide.
NUM.18.9	Nē-i ge nî sa ǃanun di ǃanu-i xa ǀaesa xu; ǁîn di ǁguibadi hoade ǂûǁguibas ân hoas ǀkha, tsî ǁoreǁguibas ân hoas ǀkha tsî ǀhapiǁguibas ân hoas ǀkha, titan nî mādawasa; ǁîs ge sats tsî sa ôaga ǃanun di ǃanusise nî ība.
NUM.18.10	Hoan xa ǃanu ǃkhais tawats ge ǁîsa nî ǂû; aoreb hoab ge ǁîsa nî ǂû, ǃanu xūses ge nî ība tsi.
NUM.18.12	Hoan xa ǃgâi-i olib di-i xa, tsî hoan xa ǃgâi-i, ǂkhon ǂauxûib di-i xa tsî ǃhorob di-i xa, ǁîn ǂgurosaben, ǃKhūban ga mān, ǁîna ta ge tita satsa ge mā.
NUM.18.16	Tsî ǁîn ǃnâ ga orehegu, ǁîgats ge ǀgui ǁkhâb â-ise nî ore, sa ǃgôas ǃoa koro sekeldi di marib ama, ǃanusib di sekels ǃoa, ǁîs ge a ǀgamdisi gera.
NUM.18.17	Xawe ǂguroǃnaesabeb gomas dib kao, ǂguroǃnaesabeb gūs dib kao, ǂguroǃnaesabeb piris dib kao, ǁîbats ge ore tide; ǁîgu ge a ǃanu, ǁîgu di ǀaobats ge altars ai nî ǀgapi, tsî ǁîgu di kaubats ge ǀaeǁguibase nî ǂhubi, ǃKhūba ǀnamǀnamsaba ǁamab ase.
NUM.18.18	Tsî ǁgans âgu ge nî sa; gongonǁguibas di ǁkhaib tsî ǁgarab khamin ge nî sa.
NUM.18.19	ǁGuibadi hoadi ǃanu xūn didi, Israeli ôan nî ǃKhūba ǁguibadi, ǁîde ta ge tita satsa ge mā, tsî sa ôaga tsî sa ôade sats ǀkha ǀamo ǂnûiǂgāse; ǀamo ǂōǃgaeǀhaosenses ge ǁîsa nî ība satsa tsî ǃkhommi, sats ǀkha hâba ǃKhūb di ais aiǃâ.
NUM.18.22	Tsî Israeli ôan ge ǃaruǀî tentoms ǀhûs disa ǀgū tide, ǁoreba tani tsîn nî ǁōga.
NUM.18.23	Xawe Leviǁîgu ge ǃoabas ǀhûs di tentoms disa ǃoaba tsî nî ǁîn di ǂhanuoǃnâsiba tani; ǀamo ǂnûiǂgāses ge ǁîsa sa ǃhaode nî ība; Israeli ôan ǁaegu gu ǀumi-i xare-e hō tide, ti.
NUM.18.24	Disiǁî ǃân Israeli ôan din, ǃKhūban ga ǁguiban ase ǁguiban, ǁîna ta ge tita Leviǁîga ǀumise ge mā; ǁnā-amaga ta ge tita ǁîgu ǃoa ge mî: ǀUmi-i xare-e gu Israeli ôan ǁaegu hō tide, ti.
NUM.18.25	Tsî ǃKhūb ge Moseb ǃoa ge mî:
NUM.18.26	Sats ge ǁkhāti Leviǁîgu ǀkha ǃhoa tsî ǁîga nî mîba: Israeli ôan xa go ga disiǁî ǃâna ǃkhōǃoao, ǀumise ta ǁîn xa sago ge māna, o go ge ǁîn xa ǁguiba-e ǃKhūba nî ǁguiba, disiǁî ǃâs disiǁîn disa.
NUM.18.27	O go ge ǁîsa ǁguibase nî ǃgôabahe, ǃhorob ase dāǃnâǃkhaisa xu tsî ǀoasib ase ǀāǃnâǃoreba xu.
NUM.18.28	Nēti go ge ǁkhāti ǃKhūba ǁguiba-e nî ǁguiba sago di disiǁî ǃân, Israeli ôan xa go nî ǃkhōǃoan xa; tsî go ge ǁîn xa ǃKhūba ǁguiba-e prister Aronna nî mā.
NUM.18.29	Sago di hōdi hoadi xa go ge ǁguiba-i hoa-e ǃKhūba nî ǁguiba; ǁîn di hoan ǃgâ-ai ǃgâin xa, ā, khaihe hâ ǃâs ân xa.
NUM.18.30	Ots ge ǁîn ǃoa nî mî: ǁÎn hoan ǃgâ-ai ǃgâina du ga ǁguibao, on ge ǁîna Leviǁîga hōbasens dāǃnâǃkhais dis ase nî ǃgôabahe, tsî hōbasens ǀāǃnâǃoreb dis ase.
NUM.18.32	O go ge ǁîn ǃaroma ǁoreba tani tide, ǁîn xa hoan ǃgâ-ai ǃgâina go ga ǁguibao; tsî go ge ǃanu xūn Israels dina ǃanuoǃnâ kai tide, î go tā ǁō ti.
NUM.19.1	ǃAruǀîb ge ǃKhūba Moseb tsî Aronni tsîkha ǀkha ǃhoa tsî ge mî:
NUM.19.3	Ots ge ǁîsa pristeri Eleasara nî mā; ob ge ǁîsa nî ūǂoa ǁgoeǃkhais ǃaugaba ǃoa, on ge ais âb aiǃâ nî ǂā si.
NUM.19.5	On ge tsâusa mûra âb aiǃâ nî khauǃkhū; ǁîs di khōb tsî ǁîs di ǁgans tsî ǁîs di ǀaob tsî ǁîs di ǀharab tsînan ge nî khauǃkhū.
NUM.19.8	Tsî ǁîsa go khauǃkhūb on ge saran âba ǁgam-i ǀkha ǁā tsî ǁgans âba ǁgam-i ǀkha khō tsî nî ǃanuoǃnâ, ǃuis kōse.
NUM.19.9	Tsî khoeb hîa ǃanub ge tsaob nē tsâus diba ǀhaoǀhao tsî ǁîba ǁgoeǃkhais ǃauga ǃanu ǃkhais ǃnâ nî ǁguibē; tsîb ge ǁîba ǀhaohâb Israeli ôan diba nî sâubahe khōsens di ǁgam-i ǃoa; ǁoreokaisens ge a ǁî.
NUM.19.10	Tsî tsaob nē tsâus diba ga ǀhaoǀhaob, ǁîb ge saran âba ǁā tsî nî ǃanuoǃnâ ǃuis kōse. Nēs ge Israeli ôan tsî ǃhaokhoe-i, ǁîn ǁaegu ǃhaokhoese hâ-i tsîna ǀamo ǂnûiǂgāse nî ība.
NUM.19.11	ǁŌ hâ xū-i kas, ǁō hâ soros khoe-i dis kas hoasa ga tsâǀkhā-i, ǁî-i ge hû tsēdi kōse nî ǃanuoǃnâ.
NUM.19.12	ǃNonaǁî tsēs ai i ge ǁîn ǀkha nî ǁoreokaisen, o i ge hûǁî tsēs ai nî ǃanu; xawe ǃnonaǁî tsēs ai i ga ǁoreokaisen tama io, o i ge hûǁî tsēs ai ǃanu tide.
NUM.19.14	Nēb ge ǂhanuba, khoe-i ga tentoms ǃnâ ǁō-o: Tentoms ǃnâ ga ǂgâ-i hoa-i tsî tentoms ǃnâ ga hâ-i hoa-i, ǁî-i ge hû tsēdi kōse nî ǃanuoǃnâ.
NUM.19.15	Tsî ǁkhāti mâ ǁkhowa-amsa soa-i hoa-i, ai-i ǃgae-aihe tama hâ-i, ǁî-i ge a ǃanuoǃnâ.
NUM.19.16	Tsî mâ-i hoa-i ǃgarob ai ga gôab ǀkha ǃgamhe hâ-i kas, ǁō hâ-i kas, khoe-i di ǂkhōgu kas, ǀhobas kas hoasa tsâǀkhā-i, ǁî-i ge hû tsēdi kōse nî ǃanuoǃnâ.
NUM.19.17	Tsî ǃanuoǃnâ-i ǂaman ge khauǃkhūhe hâ tsâus, ǁoreokais dis di tsaob xa ū tsî nî ǁîb ai ûitsama ǁgam-e soa-i ǃnâ ǂgā.
NUM.19.18	Tsî khoeb hîa ǃanub ge hisob xa ū tsî ǁgam-i ǃnâ ǂgā tsî nî tentoms tawa tsî sîsenūdan hoan tawa tsî ǀomdi, ǁnāpa hâ kaidi tawa ǀgapi; ǁnās ǁkhās xase ǁî-i, hîa ǂkhō-i kas, ǃgamhe hâ-i kas, ǁō hâ-i kas, ǀhoba-i kas hoasa ge tsâǀkhā-i tawa.
NUM.19.19	Tsî ǃanu khoeb ge ǃanuoǃnâ-e ǃnonaǁî tsēs ai tsî hûǁî tsēs ai nî ǀgapi; tsî hûǁî tsēs aib ge ǁî-e nî ǁoreo kai; o i ge ǁî-i di sarana nî ǁā, tsî ǁgam-i ǀkha khōsen tsî i ge nî ǃanu, ǃuis ai.
NUM.19.20	Xawe ǁnā-i hîa ǃanuoǃnâ-i tsî ǁoreokaisen tama ga ī-i, ǁnā-i di ǀoms ge ǀhaohâb di ǁaeguba xu nî ǃhomǂuihe, ǃanusib ǃKhūb diba i ge ǀuriǀuri, khōsens di ǁgam-i ge ǁî-i ai ǀgapihe tama hâ i xui-ao, ǁî-i ge a ǃanuoǃnâ.
NUM.19.21	Nēs ge ǁîna ǀamo ǂnûiǂgāse nî ība. Tsî ǁgam-i khōsens di-e ga ǀgapi-i, ǁnā-i ge ǁî-i di sarana nî ǁā; ǁkhāti ǁgam-i khōsens di-e ga tsâǀkhā-i ge nî ǃanuoǃnâ, ǃuis kōse.
NUM.19.22	Ā, ǁnā ǃanuoǃnâ-i ga tsâǀkhā-i hoa-i ge nî ǃanuoǃnâ; tsî ǀoms, ǁî-e ga tsâǀkhās ge nî ǃanuoǃnâ, ǃuis kōse.
NUM.20.3	Tsî ǁaes ge Moseb ǀkha ge ǂnoagu, tsîn ge ge mî: Î da ga ǁō hâ i, sida di ǃgâsagu ge ǃKhūb di ais aiǃâ ǁō ǃnubai.
NUM.20.4	Tsî tare xū-i ǃaroma kho kha ǀhaohâb ǃKhūb diba nē ǃgaroǃhūb ǃnâ go ūhā, nēpa da nî ǁōga, sida tsî sida di ǀgoan tsîda?
NUM.20.5	Tsî tare xū-i ǃaroma kho kha ge doeǃapa kai da Egipteba xu, nē tsū ǃkhais tawa kho nî ūhā dase? Tsoroǃkhai-i ge a ǀkhai, tsî ǀnomahais ǂûn tsî ǂauxûiǂûhais ǂûn tsî granatǂûn ge a ǀkhai; tsî āǁgam-i ge ǁkhāti a ǀkhai.
NUM.20.7	Tsî ǃKhūb ge Moseb ǃoa ge mî:
NUM.20.8	Haisa ū îts ǀhaohâba ǀhaoǀhao, sats tsî Aronni, sa ǃgâsab tsîkho, î kho ǃhaob, ǁîn di mûdi aiǃâ hâb ǀkha ǃhoa, ob ge ǁîna ǁgammi âba nî mā; nētits ge ǁîna ǁgam-e nî ūǀkhība ǃhaoba xu, tsîts ge ǀhaohâb tsî ǀgoan âna nî āsi.
NUM.20.9	ǁGoasib ge Moseba haisa ge ū ǃKhūb di ais aiǃâba xu, ǁîb ge mîmā bi xase.
NUM.20.11	ǃNubaib ge Moseba ǃommi âba ǀhōkhâi tsî ǃhaoba ǀgam ǃnāra kōse hais âb ǀkha ge ǂnau, o-i ge ǁgam-e ǀoasase ge ǀkhī, ǀhaohâb ge āse tsî ǁîn di ǀgoan ona.
NUM.20.15	Mati gu ge sida di îga Egipteb ǃoa doeǁgôa tsî mati da ge ǂgui tsēdi kōse Egipteb ǃnâ ǁan ǃkhaisa, tsî Egipteǁîn ge sida tawa tsî sida îgu tawa ge tsūdī.
NUM.20.18	Xawe Edommi ge ǁîb ǃoa ge mî: Tita-ūts ge doeǃganu tide, î ta tā ǀnîsi gôab ǀkha ǃgûǃoa tsi.
NUM.20.19	On ge Israeli ôana ǁîb ǃoa ge mî: Sida ge kai daob ǀkha nî doe, tsî sida ga sa ǁgam-e āo, tita tsî ti ǀgoan tsîda, o ta ge ǁî-e nî matare; ǀnî xū-e ta dī tide, ǀnūǃgûǃganus ǀguis.
NUM.20.20	Xaweb ge ǁîba ge mî: Doeǃgâuts ge tide. Tsî Edommi ge ǁîba ge ǃgûǂoaǃoa, kai ǁaes ǀkha tsî ǀgaisa ǃommi ǀkha.
NUM.20.21	Nētib ge Edomma ge ǂkhā, Israelsa ǀkharib âba-ū doeǃganu kaisa; ǁnā-amagas ge Israelsa ǁîba xu ge ǂgō.
NUM.20.22	ǁGoasin ge Kadesa xu ge dāǁnâ; on ge Israeli ôan, ǀhaohâb hoaba, Horǃhommi tawa ge sī,
NUM.20.23	tsî ǃKhūb ge Moseb tsî Aronni tsîkha ǃoa ge ǃhoa, Horǃhommi, Edomǃhūb di ǀkharib tawa, mî raǃâ:
NUM.20.24	Aronni ge ǁîb di ǁaes tawa nî ǀhaoǀhaohe, ǁnā ǃhūb, Israeli ôana ta ge māb ǃnâb ge sī tide xui-ao, sakho ge ti mîmāsa ǁnâuǀnam tama ge i amaga, Meribas di ǁgamgu tawa.
NUM.20.25	Ū Aronni tsî Eleasari, ǁîb di ôaba, îts ǁîkha Horǃhommi ai ǃapa kai.
NUM.20.27	Ob ge Moseba ge dī, ǃKhūb ge mîmā xase; Horǃhommi kōse gu ge ǀhaohâb hoab di mûǁae ge ǃapa xui-ao.
NUM.20.29	Tsî ǀhaohâb ge mûo, Aronni a ǀkhai ǃkhaisa, on ge Aronna ǃnonadisi tsēde ge āba Israeli ommi hoab dina.
NUM.21.1	Tsî Kanaanǁîb, Arads di gao-aob, ǃkhawagasǀî ǁan hâb ge ǁnâuo, Israeli ǃkhē-aogu Atarims di daoba-ū ra hā ǃkhaisa, ob ge Israeli ǃoagu ǃkham tsî ǀnîgu âna ǃkhōsase ge ūǃgû.
NUM.21.2	Ob ge Israela ǃKhūba nū-e nūba tsî ge mî: Nē ǁaesats ga ti ǃommi ǃnâ māǃario, o ta ge ǃādi âna nî hîkākā.
NUM.21.3	Ob ge ǃKhūba Israeli di domma ǁnâu-am tsî Kanaanǁîna ge māǁnâ; tsîb ge ǁîn tsî ǃādi ân tsîna ge hîǀhuru, tsîb ge ǁnā ǃkhaisa Horma ti ge ǂgai.
