MAT.1.1	Ŋwa'nyə nə ŋkhənyə Yeso Kristo mú David, mú Abraham.
MAT.20.17	Yeso lə́ nə́ pʉɔ ghɔ Yerusalɛm ŋkhe pɑkhʉ̌ pyə nə gɔ tsʉ' tsiŋ, biŋ giŋ mə́jyə̀ gɔm bi pú gɑ: 
MAT.20.18	Pó yɔ, pɑ si po' bʉɔ m Yerusalɛm, pu hɑ Mú mo bi mkamsi gwyəgwyə pu a pɑ zhyə́ mcò'; wap ya'shɛ e gɑ pu gɔ zhwə e, 
MAT.20.19	piŋ hɑ e bi pɑ tə pɑ pɑ Yudea gɑ́ wap yəmtə é, biŋ dɑ mshɔ̀m shwɔ́ é, ŋkham é thə́ bɛnyəpɛnyə; a piŋ bɑ nə batə́ tyɛ'dzʉ́ yɑtá e yam nə vʉ̌.
MAT.20.20	A lə pɑ́ po'o, ma pǒ Zebede sɔ' bəŋ Yeso pu a pó pyə, ŋkham mkwi'tə myə́ dzə é nə lo mu' ywə bi e. 
MAT.20.21	Yeso həŋtə é gɑ: O shəŋ gɑ́ kɑ̀? E ghɔm bi e gɑ́, yap gɑ́ nthʉm Nəfo tsǔ po pɑ pɔ gɑ pɑpʉ́ə mu' cwə nə́ ghə̌ŋ pú u yə tʉɔ, yə mu' cwə nə ghə̌ŋ pú u yə kwyap. 
MAT.20.22	Yeso pa' gɑ: Po ka zhyə ywə yə pó wə dó a. Bi a pɑ́ po nwə́ nthú' yə gɑ gɔ nwə́ a? Wap ghɔm gɑ bi a pɑ́ pyə nwə́. 
MAT.20.23	E ghɔm bi pú gɑ: Po gɔ la' nwə nthu' a, da' gɑ́ sɔ' m nə nə́ cwə nə ghə́ŋ pu a yə tʉɔ ba yə kwyap, tə́ myə̀ nə hɑ bi mo pɑ̀: Pù gɔ la' hɑ bi pɔ pyə Tá a lə nyaptə bi pú a.
MAT.20.24	Pyə pɔ gham lə nə yu' po'o jɛ́luŋ nə mfɑ̌ pɔ pɑ́pʉ́ə. 
MAT.20.25	Da' gɑ́ Yeso ké wap gɔm bi pu gɑ: Pó zhyə gɑ́ pɑ sa' mguŋ dɑ tʉɔ̀ yap nə nthɔm mguŋ, pɔ gwyəgwyə pɑ́ hya guŋ. 
MAT.20.26	A tə́ bɑ pɑ́ po'o cəcɑ̌ po pɑ́, mo pɑ́ gɔ pɑ mo gwyə cəcɑ̌ po e pɑ́ gɛfa' yɔ. 
MAT.20.27	Biŋ bɑ bi a mo pɑ shəŋ nə pɑ́ dzə̀ cəcɑ́ po e pɑ ŋkwɔ yɔ. 
MAT.20.28	A po'o tə́ Mu mo la tə́ sɔ' gɑ pu fa' bi e pɑ, e lə́ sɔ' m nə fa', piŋ hɑ vɔk é nə kwyəpnyə pɔ jɔmyɔ̌m.
MAT.20.29	Yeso lə́ nə́ təm Yeriko vəŋ pɔ yap jʉ̀m e. 
MAT.20.30	Shɑ́ mghɛ fʉ̀ pɑ́pʉ́ə pyə a lə́ bɑ wap cwə kəŋ məjyə̀ a lə́ nə yu' gɑ́ Yeso nə wə shyə̀, shwe gɑ: Cyəpɔ Mu David cɔmmtsò mɔk! 
MAT.20.31	Pɔmnəŋ lə́ pɑ shɑnyə wap gɑ wap lɛtə, wap piŋ shwe tɑ thə gɑ: Cyəpɔ Mu David cɔmmtso mɔk 
MAT.20.32	Yeso lə́ tiŋnyə̀, ŋkhe wap gɔm bi pu gɑ: Po shəŋ gɑ gə gɑ kɑ́ bi pǒ? 
MAT.20.33	Wap ghɔm bi e gɑ: Cyəpɔ, gɑ mnyə mɔk ghyɛ'. 
MAT.20.34	Mtso map lə kǔ Yeso, e co' pǔ nə mnyə map. Wap wuŋ jɔ tsʉ' biŋ jap jʉ̀m e. 
MAT.21.1	Wap lə ghɔ tə bɑ gwɔk nə Yerusalɛm, bɑ wap kəm bəŋ Bɛtfage kúŋ mthə Olivə, Yeso təm pɑkhʉ̌ pɑ́pʉ̌ə 
MAT.21.2	gɔm bi pú gɑ: Po ghɔ nə la' tsyə a dzə po a; po gɔ wuŋ yɔ jwi jakasi pú mú e bɑ pu cəŋ e; po kyɛ' é dɑ wap nə sɔ' hɑ bəm. 
MAT.21.3	Bi a mo ghɔmnwə bi po, po pa' gɑ: nwə é nə́ Cyəpɔ, é tak wap nəŋ po wuŋ dɑ e nə́ sɔ'. 
MAT.21.4	A lə təm po'o tə ywə yə gɔm ghɔm Si lə ghɔm a pəmtə gɑ:
MAT.21.5	Po ghɔm bi go Sion gɑ: Yɔ fǒ o yəŋ bɑwə sɔ' m bu, dɑ byanyə sɔ̌', bɑ e kwɔ' nə jwi jakasi ba m nə́ mu jakasi.
MAT.21.6	Pɑkhʉ̌ Yeso lə ghɔ pa' e lə́ ghɔm bi pu a. 
MAT.21.7	Dɑ jwi jakasi pu mú jakasi sɔ̌'; biŋ jap mdzə map dəm pú, Yeso cwə dəm o. 
MAT.21.8	Pɔmnəŋ kwa' vəŋ e lə siŋ mdzə map məjyə; pyə shɑ́ pɔ pɑ́ ŋkho' mcɛ̌ thə ma'tə́ məjyə. 
MAT.21.9	Vəŋ pɔ pyə wap lə bɑ dzə e gǐŋ, ba pyə wap lə bɑ jʉ̀m e a lə bɑwə shwe gɑ:
MAT.21.9	Hozana bi Mu David! Byanyə pɑ bi mo yə e wə sɔ' nə tsǒ Cyəpɔ a.
MAT.21.9	Hozana pɑ tə́ thə̀ kɛbə̀ŋ.
MAT.21.10	Yeso lə cwə tə ŋkho Yerusalɛm, guŋ tisuŋ awɛ cʉ'nyə; pu pɑ́ həŋtə gɑ: A bɑ́ wɑ? 
MAT.21.11	Lɑ vəŋ pɔ pɑ ba' gɑ: A bɑ́ gɔm ghɔm Si Yeso, yə Nazarɛt m Galilea.
MAT.21.12	Yeso lə ko Dyə Si jə́ŋ guŋ pɔ pyə wáp lə bɑwə fiŋ kɑ jo ywə Dyə Si a lə; npfyə tsə́ tsyə a lə bɑ dəm mkwɔ' pɑ kwyəpnyə ŋkhap a, ba dəm kwɔ' mtɔ pɑ fiŋ mzhwə kúkú a. 
MAT.21.13	Biŋ gɔm bi pu gɑ: A bɑ̀ pu və gɑ: Pu gɔ sɔ' pɑ ke Dyə a gɑ dyə mcwyɛ'nyə; da' gɑ po nə gə dyə msamshwə!
MAT.21.14	Mfʉ́ pu a mkho'tə lə ghɔ bəŋ e Dyə Si e piŋ bɑ jɛ́ wap. 
MAT.21.15	Mkamsi gwyəgwyə pu a pɑ zhyə́ mco' lə̀ nə́ yɔ msya myə Yeso lə lu m nə ghə a, ba pǒ mkəcɔk po pyə wap lə bɑwə jwyanyə gɑ: Hozana bi Mú David, nwə pɔk wap, 
MAT.21.16	wap ghɔm bi e gɑ: O yu' ywə yə wap wə gɔm a lə? Tə́ Yeso ghɔm bi pú gɑ: əŋ, po la m ŋkhe tsʉ' ŋwa'nyə yə a bɑ pu və gɑ. A cyə m nə́ shwə pomkəcɔk pó pu a po bwǎ o ghə pú ghu'tə o a? 
MAT.21.17	Yeso lə tak wap tsʉ'u nthəm tisuŋ gɔ Betanya, di wə.
MAT.21.18	E lə́ pɑ́ bɑnyə m tisuŋ mɑfɔk dzʉ̌, jiku'u yɛ́ é. 
MAT.21.19	E yɔ mu' ta'thə nthɔmthə́ bəŋ məjyə̀, gɔ bəŋ o, da' gɑ́ e lə ko jɔ sɔmywə nə́ tə́ ně da' mhwə myə́. Gɔm bi e gɑ: O tə̀ dà' tə biŋ jam nthɔm pɑ. Ta'thə́ bɔ lə wuŋ jəm pɑ cwəocwəo. 
MAT.21.20	Pɑkhʉ̌ pyə lə nə yɔ po'o nwə cyə wap, wap ghɔm gɑ: A gə m gɑ́ kɑ tə́ thə nthɔmthə wuŋ jəm pɑ cwəocwəo? 
MAT.21.21	Yeso pa' bi pu gɑ: Kwa' nyənyɔ gɑ̌ ghɔm bi po gɑ́, a pɑ gɑ po ghə piŋnthʉm tə la' po zhʉ'nyə, bɑ po tə́ gɔ ghə da' ywə yə gɑ dú m nə ghə nə thə́ nthɔmthə́ a pɑ́, bɑ po ghɔm pɑ bi kuŋgǒ yəŋ gɑ̀ gɑ́, lù tsa' a gɔ bvʉ́ shyə lɑpʉə, bɑ a gɔ pəmtə pɑ́ po'o. 
MAT.21.22	Guŋ ywə awɛ yə po ló nthʉm mcwyɛ'nyə pu piŋnthʉm a bɑ pu gɔ hɑ bi po.
MAT.21.23	Yeso lə ko Dyə Si, mkamsi gwyəgwyə pu a mghətso nthʉm gùŋ sɔ' bəŋ é cwə yə e lə bɑwə ji'tə pɔmnəŋ ywə a, gɔ́m bi e gɑ: O dɑ ya tʉɔ gə ywə bǎ? Wɑ hɑ tʉɔ bɔ bu? 
MAT.21.24	Yeso pa' bi pu gɑ: Ba myə̀ yɑ̌ gɑ̌ gɔ həŋtə wɔ nwə, pɑ́ da' ta' ywə; po la' ba' bəm, bɑ ba myə̀ gɑ̌ gɔ siŋ wɔ yɑ̌ gʉ' yə gɑ̌ nə gə ywə bɔ a. 
MAT.21.25	Nə nu' mo shyə Yohane lə fɑ m hɑ? A lə fɑ m kɛbəŋ kɑ́ m bi pɔmnəŋ?
MAT.21.25	Wap lə́ sɛ̌ wap wap gɑ: Pɑ ghɔm gɑ kɛbəŋ bɑ e gɔ həŋtə wɔk pɑ gɑ́: Tə nwə ka bɑ po lé tə́ piŋ e. 
MAT.21.26	Bi a pɑ nəŋ gɔm gɑ bi pɔmnəŋ, bɑ pɔmnəŋ tə́ gɔ nəŋ wɔk pɑ pɑ nə pa' guŋ yap awɛ bɑwə jɔ Yohane pa' gɔm ghɔm Si a. 
MAT.21.27	Wap lə pa' bi Yeso gɑ́: pyə ka zhyə. Yeso ghɔm bi pú gɑ: Ba myə̀ yɑ̌ ŋ tə́ gɔ siŋ wɔ gʉ' yə gɑ̌ nə gə ywə bɔ a pɑ.
MAT.21.28	Po sɛ́ m gɑ́ kɑ? Mu' mbɛ lə́ ghə̀ pó pyə́ pɑ́pʉə. E lə́ ghɔ bəŋ dəŋdzə gɔm bi e gɑ: Ghɔ pé mthə mlu' m̀ tyɛ' ɔ fa' a. 
MAT.21.29	E lə ghɔm bi e gɑ ŋ tə́ gɔ ghɔ pɑ́, da' gɑ́ a piŋ nə cwə mu ywə e pʉɔ tʉm tsyə́, gɔ̌. 
MAT.21.30	Bɛ bɔ lə́ ghɔ bəŋ batə mu e yɑpʉə, gɔm bi e pá' e lá' gɔm bi yə mu'mú a. Yə bɔ ghɔm bi e gɑ: Gɑ̀ gɔ ghɔ m Ta, da' gɑ́ la' e ghɔ̌. 
MAT.21.31	Yǎ mo nə pu po'o bɑ́ e ghə pa' tá yap shəŋ a? Wap lə̀ pa' bi Yeso gɑ: Dəŋdzə. Yeso piŋ gɔm bi pu gɑ: Gɑ̌ siŋ wɔ kwa' nyənyɔ gɑ mghɛ kwishwɔp pu a pɑ kathə pɑjwǐ gɔ sɔ' tamdzə po nthʉm Nəfo Si. 
MAT.21.32	Nə pa' Yohane le sɔ' bi po nə məjyə dəŋdəŋ po lə̀ lɑ e. Da' pɑ kwishwɔp pu pɑ kathə pɑjwǐ nə lɑ e. Po yɔ ba tə po'o la' po pʉɔtʉm tsɔ biŋ e.
MAT.21.33	Po kwi' ju' mu' ghɔm tə tutə̀. Mu' mo lə ghə pé e. Dzə mthə mlu' nthʉm o. Ŋkwɑ ŋkhɛpé nə́ nə dzam shu'; ntəŋ tsʉ' nə nu' mlù', biŋ ŋkwɑ tsʉ'nə cwə nə dé pě, tə́ jo' pé bɔ bi pɑ tsʉ' mthə́ mlu' cwəlɔ, gɔ tə́m. 
MAT.21.34	Cwə nthɔm mthə lə kǔ', gɛ pě təm mghɛ fa' pyə gɑ wap ghɔ ŋkwi myə́ nthɔm mthə bi pɑ tsʉ' mthə mlu'. 
MAT.21.35	Da' gɑ́ mtsʉ' mthə mlu' lə́ ghəm mghɛ fa' bɔ: Shwɔ́ mu'; jwə́ yə mu'; dɑ mwɔ' nthamtə́ yə mu'. 
MAT.21.36	Gɛ pě lə́ kwi' nthəm shɑ́ mghɛ fa' kwa' vəŋ e nə pyə shɑ́ dzə̀; wap lə ko gə nə pu pɑ pa' pyə dzə̀ a. 
MAT.21.37	Gɛ pě lə nə́ miŋ nthəm mù e, bɑ sɛ gɑ: Wap gɔ ghə mku' mu a. 
MAT.21.38	Da' gɑ pɑ́ tsʉ' mthə mlu' lə́ nə́ yɔ mu e gɔm cəcɑ̌ pu gɑ: Yɔ dzʉ̌dyə̌ yə̌. Pɑ zhwə̀ é, mcʉ̌' cʉ' tsɔk pɑ! 
MAT.21.39	Wap lə ghəm e cwəlɔ, dɑ e nthəm pe jwə é. 
MAT.21.40	Yeso lə həŋtə gɑ: Cwə yə gɛ pě gɔ sɔ' sɔ' a, e gɔ ghə lǎ m pɑ tsʉ' mthə mlu' bɔ? 
MAT.21.41	Mkamsi gwyə́gwyə́ pu a mghətso pa' bi e gɑ: E gɔ sɔ' lɑ ghəghʉɔ zhwə mghɛ ghəghʉɔ bɔ, yo' pé bi shɑ pɑ tsʉ' mthə mlù' pyə wap gɔ sɔ' pɑ hɑ myə́ nthɔm mthə cwə nthɔm mthə a.
MAT.21.42	Yeso lə kwi' gɔm bi pu gɑ: Po la m ŋkhe pa' a bɑ nthʉm ŋwa'nyə bɑ pu və gɑ:
MAT.21.42	Gwɔ' yə pɑ pə́m pa' lə wa' a,
MAT.21.42	nə lè ji gwɔ' phə́ pa' a;
MAT.21.42	a bɑ fa' Cyəpɔ:
MAT.21.42	Msya nwə nə́ mnyə mɔk pɑ̀.
MAT.21.43	A po' tə̀ gɑ siŋ wɔ gɑ́ pu gɔ sɔ' kwi Nəfo Si bi po hɑ́ bi pɔ pyə wap gɔ yam nthɔm a. 
MAT.21.44	Mo yə e gɔ sɔ' vʉ̀ nə gwɔ' bɔ a gɔ sɔ' po'tə; a mo yə gwɔ' bɔ vʉ̀ nə e a, a tsa'tə e.
MAT.21.45	Mkamsi gwyəgwyə pu a pɑ Farisai lə́ nə̀ yu' mghɔm tə̀ tutə̀ bɔ, jyə gɑ́ Yeso lə gɔm po'o nə pú. 
MAT.21.46	Wap lə̀ pɑ shəŋ nə ghəm e, da' gɑ bɑwə bwɔk pɔmnəŋ nə pa' pɔmnəŋ lə bɑwə dɑ Yeso pa' gɔm ghɔm Si a.
MAT.22.1	Yeso lə piŋ ntho' nə́ lɑ ghɔm tə́ tútə̀ gɔmnwə bi pú gɑ: 
MAT.22.2	Nəfo kɛbəŋ bɑ pa' mu' fo lə da'nwə mu e yə mbɛ a. 
MAT.22.3	E lə̀ təm mghɛ fa' pyə gɑ wap ghɔ ŋkhe pɔ pyə e lə́ gho wap la'nwə bɔ a. Da' gɑ́ wap ko wap lə kuŋ nə sɔ'. 
MAT.22.4	E lə̀ piŋ nthəm shɑ mghɛ fa' gɑ wap ghɔm bi po pyə e lə́ gho wap a gɑ: Gɑ nyap tsə́ la'nwə, gɑ̌ wà mpɔp m na' ba mcɑ̌ nɔm, guŋ tsə awɛ pəmtə̀, po sɔ' nə la'nwə. 
MAT.22.5	Da' gɑ wap lə̀ nə sɛ sɔmywə; mu' mo lɑ m pě é, yə mu' mo lɑ m sim 
MAT.22.6	pyə shɑ pɔ ghəm mghɛ fa', dɑ wap jɔgo', jwətə wap. 
MAT.22.7	Fo lə̀ yɛluŋ, nthəm msəŋwì pyə wap zhwə̀ pɑ zhwə pɔ bɔ̌, biŋ ntho tisuŋ yap. 
MAT.22.8	Biŋ gɔm bi mghɛ fa' pyə́ gɑ: Tsə ghap ghʉɔ pəmtə, da' gɑ pɔ pyə dɑ ghó wap a lə́ bɑ wap ka ku'nyə. 
MAT.22.9	Po ghɔ mthə́ jyə̀, ŋkhe guŋ pɔ awɛ pyə po yɔ wap a nə̀ nə ghap ghʉɔ. 
MAT.22.10	Mghɛ fa' bɔ lə ghɔ mməjyə̀, shu'tə guŋ pɔ awɛ pyə wap yɔ wap a, pɔ cwəpuŋ ba pɔ pɑpuŋ tə̀ dyə ghap ghʉɔ lo pɔmnəŋ. 
MAT.22.11	Fo lə ko dyə cwəlɔ nə yɔ pɔ pyə wap sɔ' nə la'nwə; jɔ mu' mbɛ bɑ e ka kwadzə la'nwə nə é. 
MAT.22.12	Fo bɔ ghɔm bi e gɑ: So a, o shyə m gɑ kɑ tə́ ŋkho dyə ɔ tə́ dzə la'nwə nə o? Bɛ bɔ lə́ ŋa' shwə é. 
MAT.22.13	Fo ghɔm bi mghɛ fa' pyə gɑ: Po kwɑ bú myə́ pu a mkwə myə́, ma' e pé nthʉm jʉ́m, tsʉ' nə lɔ̀, biŋ mpfɑ msuŋ. 
MAT.22.14	Nə pa' a nyənyɔ gɑ́ á bɑ pú ke pɔ jɔmyɔm da' gɑ pɔ pyə pu ci wap a lə yɔm.
MAT.22.15	A lə́ pɑ po'o, pɑ Farisai cu'tə sɛ pa' wap gɔ ghə tə Yeso ghɔmnwə wap nə gəm e nə yo' a. 
MAT.22.16	Wap lə́ təm pɑkhʉ pap pu a pɑ Herode gɑ́ wap ghɔ gɔm bi e gɑ: Ta, pyə zhyə́ gɑ o bɑ nyənyɔ, bɑ da'tə məjyə Si dəŋdəŋ tə́ pwɔk sɔmywə, nə pa' dəŋ mo tə́ hɛ́ o pɑ́. 
MAT.22.17	O yɔ yǔ gɑ́ kɑ̀? A bɑ pù piŋ kɑ ŋkhəŋnyə nə ma' shwɔp bi Kasa? 
MAT.22.18	Yeso lə̀ yɔ fʉ́ yap gɔm gɑ: Pɑ tsɛbǔ, nwə kɑ́ po ləŋtə a? 
MAT.22.19	Po la'tə a ŋkhap yə pu nə ma' shwɔp a. Wap lə́ la'tə bɛ ŋkhap. 
MAT.22.20	E ghɔm bi pu gɑ: Thə mò ba ywə bvəvə yə a nə́ a bɑ́ tsyə wɑ? 
MAT.22.21	Wap pa' gɑ: Tsyə Kasa: Yeso ghɔm bi pu gɑ: A pɑ́ pa' a po pa' ywə yə a yə́ Kasa a bi Kasa, ba' yə a yə Si a bi Si. 
MAT.22.22	Wap lə yu' tsɔ ghɔm, a cyə́ wap té', wap piŋ nthak Yeso cwəlɔ, gɔ̌.
MAT.22.23	A lə́ pɑ́ tyɛ'dzʉ bɔ̌, pɑ Sadukai sɔ' bəŋ Yeso; pɑ Sadukai gɔm gɑ́ nə yam nə vʉ̌ tə̀ bɑwə pɑ́. Wap lə sɔ' bəŋ Yeso həŋtə e gɑ: 
MAT.22.24	Ta, Mosɛ gɔm gɑ: Mo pfʉ tə́ tsə mu, fɑ e sɔk pfɔk e, po' o gɑ e ghə yə gwya fɑ e bɔ. 
MAT.22.25	A po'o bɑ shɑ mfɑ lə́ pɑ̌ wə pyə pɔ sɔmbʉə. Shyədzə yap lə́ lɔmdyə̌, pfʉ tə́ tsə̀, nthak jwi e bi fɑ e; 
MAT.22.26	A pɑ́ pɑ́ po'o nə mo batə yɑpʉə ba batə yɑtá, tə́ gɔ ŋkhəm nə batə sɔmbʉə. 
MAT.22.27	Wap lə pfʉ awɛ, ba mjwǐ piŋ pfʉ yə́. 
MAT.22.28	A bɑ̀ po'o, a ghɔ sɔ' pɑ cwə yə pu yam nə vʉ̌ a, e pɑ jwi ya mo nə pù? Pa' wap nəŋ dɔm e guŋ yap awɛ a? 
MAT.22.29	E pa' bi pu gɑ: Po fʉmnyə, nə pa' po ka zhyə́ ŋwa'nyə Si ba gʉ' Si. 
MAT.22.30	Nə pa' cwə nə yam nə vʉ̌ pu lə ghə mjwǐ kɑ dhə lə. Pu bɑ́ pɑ́ pa' pɑ aŋgəle thə kɛbəŋ a. 
MAT.22.31	Biŋ sɔ' m nə́ nə́ yam nə vʉ̌, bɑ po ka ké ghɔm tsyə Si gɔm bi po a gɑ: 
MAT.22.32	Gɑ bɑ Si Abraham, Si Isak, ba Si Yakop a? E tə bɑ Si mpfə́ pɔ́ pɑ̀, e bɑ Si pɔmtʉɔ. 
MAT.22.33	Pɔmnəŋ lə́ nə̀ yu' po' o ywə yə Yeso lə bɑwə ji'tə wap a cəŋtə ŋkhonyə wap.
MAT.22.34	Pɑ Farisai lə́ nə́ yu' gɑ́ Yeso cɑ shwə pɑ Sadukai, shu'tə. 
MAT.22.35	Mu' mo nə́ pú, bɑ́ jyə́ mco' ləŋtə Yeso həŋtə e gɑ: 
MAT.22.36	Ta, dəŋdzə mco' nə mco' bɑ ma mco'?
MAT.22.37	Yeso ghɔm bi e gɑ: O gɔ pɑ́ kuŋ Cyəpɔ Si o nə guŋ tʉm tsǔ awɛ, nə guŋ lam tsǔ a awɛ, ba nə guŋ zhwenyə o awɛ. 
MAT.22.38	Mɔ̌ bɑ mco' gwyə, bɑ dəŋdzə. 
MAT.22.39	Shɑ́ batə mɑ́bʉ́ə bɑ a kwi' gə dəŋ pɑ́ gɑ: O gɔ pɑ́ kuŋ mo yə e bəŋ o a pá' thə nɑ o. 
MAT.22.40	Guŋ mco' awɛ pu guŋ ywə awɛ yə mghɔm ghɔm Si lə́ ghɔm a miŋ pɑ nə mco' mɔ mɑ́bʉ́ə.
MAT.22.41	Pa' pɑ Farisai lə bɑ wap cu'tə a, Yeso lə həŋtə wap gɑ: 
MAT.22.42	Pó gɔm gɑ kɑ nə Mesia? E bɑ mu wɑ? Wap pa' bi e gɑ mu David. 
MAT.22.43	Yeso piŋ gɔm bi pu gɑ: Tə́ nwə kɑ a cyə m nə Zhwenyə, David ké e gɑ́ Cyəpɔ nə cwə yə e gɔm gɑ:
MAT.22.44	Cyəpɔ ghɔm bi Cyəpɔ a gɑ:
MAT.22.44	cwə́ nə ghəŋ tʉɔ a
MAT.22.44	tə́ nyəŋ mghɛ bo pǔ
MAT.22.44	to mkwə o?
MAT.22.45	A pɑ gɑ David ŋkhe Yeso gɑ Cyəpɔ e bɑ e biŋ bɑ́ mú é m gɑ́ kɑ̀? 
MAT.22.46	Sɔmmo la tə ku' nə pa' shwə ghɔm bi e, tə́ fɑ tyɛ' o bɔ sɔmmo lə kwi' həŋtə e nwə.
MAT.23.1	A lə pɑ̌ po'o Yeso ghɔmnwə bi lǎ' ba m bi pɑkhʉ̌ pyə gɑ: 
MAT.23.2	Pɑ zhyə́ mco' pu a pɑ Farisai bɑ wap cwə nə kwɔ' Mosɛ: 
MAT.23.3	Po ghə̌ biŋ jyə̌ ywə yə wap gɔm bi po a, da' gɑ ka po fo' mghənyə mnwə map, nə pa' wap gɔm tə́ la' wap ghə́ a. 
MAT.23.4	Wap ŋkwɑ bò' ywə dzɑtsɑ jap bò' pɔ, da' gɑ bɑ ŋkhəŋnyə kwa' wáp nə lɑ nthə pu yap ŋaknyə bò' ywə bɔ. 
MAT.23.5	Guŋ mfa' map awɛ bɑ́ wap pɑ gə pɑ́ gɑ́ pu yɔ wap. Wap gwim pak ŋwa'nyə nthʉm twɔ' bɑ pu və mkam ghɔm Si nə nə́ pu ba mɑ sʉəsʉə mcwǐŋ dzə. 
MAT.23.6	Wap ŋkhuŋ nə cwə dzə̀ tsʉ' la'nwə, ba nə mdəŋdzə mkwɔ' dyə sinagogə. 
MAT.23.7	Ŋkhuŋ gɑ́ pu ca'tə wap dəm sim, ba m gɑ pu ke wap gɑ Rabi. 
MAT.23.8	Sɔ' m nə po, ka po cə́ŋ gɑ́ pu ké wɔ gɑ́ Rabi; nə pa' a bɑ po ghə da' tá' tá gɛ la'tə, po piŋ bɑ́ pɑ́ mfɑ̌ mfɑ́. 
MAT.23.9	Ka po ke sɔmmo dəmcǎ' gɑ tá yɔ; nə pa' a bɑ po ghə da' ta' tá, Tá kɛbəŋ. 
MAT.23.10	Ka po cəŋ gɑ́ pu ke wɔ gɑ́ mtadyə nə pa' a ba po ghə da' ta' tadyə, Kristo. 
MAT.23.11	Mɑ mo gwyə cəcɑ̌ po pɑ gɛfa' yɔ. 
MAT.23.12	Mo yə e ŋa' nɑ e a pu gɔ sɔ' fi' e, mo yə e fi' nɑ e hɑ si a pu sɔ' ŋa' e hɑ thə́.
MAT.23.13	Ghəghʉɔ yɔ, pɑ zhyə mco' pu a pɑ Farisai mtsɛ bǔ, wɔ pyə po shɑ məjyə̀ nə ŋkho nə̀ Nəfo kɛbəŋ bi pɔmnəŋ a! Kwa' wɔ tə̀ bɑwə ŋkho nə̀ pɑ́, po lə nəŋ nthak pɔ pyə wap bɑwə shəŋ nə ko nə̀ a nə́ŋ.
MAT.23.14	Ghəghʉɔ yɔ, pɑ zhyə́ mco' pu a pɑ Farisai mtsɛ bǔ, wɔ pyə̀ po dɑ tsə mpfɔk pɑ jwǐ, biŋ gə msʉəsʉə mcwyɛ'nyə nə fʉtə pɔmnəŋ. Pu gɔ sɔ' nyəŋ kwa' mɑ shɛ thə po.
MAT.23.15	Ghəghʉɔ yɔ, pɑ zhyə́ mco' pu a pɑ Farisai mtsɛ bú, wɔ pyə pǒ ŋkha nə guŋ mshyə lɑpʉə pu a guŋ dzʉ̌ awɛ tə́ gə ta' mo jʉ̀m po a, mo nəŋ shwə tə́ jap jʉ̀m po, po lɑ e gə pɑ́ mo mɔk tə pi, e pɔk shyə wɔ mcʉm bʉ̌ə!
MAT.23.16	Ghəghʉɔ yɔ, mfʉ̀ la'tə jyə. Po gɔm gɑ: Mo lɑ tsʉ' dɔlɔ̌ Dyə Si ŋkhɔ mkɔ bɑ a tə nwə pɑ, da' gɑ́ dɑ gɔl tsʉ' dɔlɔ̌ Dyə Si ŋkhɔ mkɔ e tɔ́m. 
MAT.23.17	Po bɑ́ mfʉmnyə pɔ biŋ bɑ́ mfʉ! A ghɔ nə gɔl pu tsʉ' dɔlɔ̌ Dyə Si bɑ yá cyə̀ yá? Tsʉ' dɔlɔ̌ yə a dɔ́nyə̀ gɔl a kɑ gɔl? 
MAT.23.18	Pǒ ŋkwi' gɔm gɑ́ mo lɑ tsʉ' nuŋpwɔ' ŋkhɔ́ mkɔ bɑ a tə nwə a, tə́ dɑ tsə pwɔ' tsyə a dəm tsʉ' nuŋpwɔ' a ŋkhɔ́ mkɔ e tɔ́m. 
MAT.23.19	Mfʉ̀! A gɔ nə tsə pwɔ' pu tsʉ' nuŋpwɔ' yə a dɔnyə tsə pwɔ' a bɑ yá cyə̀ yá? 
MAT.23.20	Nə pa' mo yə e dɑ tsʉ' nuŋpwɔ' ŋkhɔ́ mkɔ a dɑ ba ywə yə a dəm o a nə ŋkhɔ́ mkɔ. 
MAT.23.21	Mo yə e dɑ tsʉ' dɔlɔ̌ Dyə Si ŋkhɔ́ mkɔ dɑ ba mo yə e shwə nə̀ a ŋkhɔ́ mkɔ. 
MAT.23.22	Mo yə e dɑ kɛbəŋ ŋkhɔ́ mkɔ a dɑ pa' a leŋfo Si ba mo yə e dəm lɛŋfo bɔ a ŋkhɔ́ mkɔ.
MAT.23.23	Ghəghʉɔ yɔ pɑ́ zhyə mco' pu a pɑ́ Farisai mtsɛbú. Po gap ba mcɛ́ jap nə gə jyə̀ gham hɑ tá' jyə̀ Dyə Si da' gɑ bɑ gwak kwa' ywə gwyə yə a bɑ́ nə mco' a nwə dəŋdəŋ, cɔ̌mmtso, nyənyɔ yəŋ bɑ́ ywə yə po kɑ bɑ gɔ ghə tə̀ ghə yə bɔ a. 
MAT.23.24	Mfʉ̀ pɑ cya, po nthya mshwəlu', da' gɑ bɑ mi mkamelo.
MAT.23.25	Ghəghʉɔ yɔ pɑ́ zhyə́ mco' pu a pɑ Farisai mtsɛbú. Po sɔk jʉm mthǔ' pu a pak kɛ dzʉ̀ a lɔ́ da' gɑ nthʉm e pɑ bɑ a lo tsə cwuŋ pu a nwə tə́ dhə. 
MAT.23.26	Mfʉ pɑ Farisai! Po ləŋdzə sɔk nthʉm nthu' tə́ jʉm dzʉ̌ lɔ́.
