GEN.1.1	Tɔɔzeizu mɔunpa GALA ge geeɠɔlɔgi ta zooi ɓɛtɛni. 
LEV.25.16	Konagi ta a ɠɛna laa ta ma, wa sɔngɔi ta la ma, konagi ma ge la ɠɛ dɛ mɔinni, wo ta ɠula sɔngɔi la. Mazɔlɔɔ molo leʋe laa liegɔi ɠa, é pɔdizu wo ma. 
LEV.25.17	Wo tanɔpɛ ge mina loo seiɲɔɠɔi ma. Wa lua wa-ƓALAGI ʋa, mazɔlɔɔ nà ga Ɠɔoɠɔ GALAGI, wa-ƓALAGI.
LEV.25.18	«À nà-tɔgiti so, ta nà-deveiti, wo ti makɛ, wo ziɛ ga tiye, wa zei zooi zu ziilɛigi zu. 
LEV.25.19	Zooi ɠa ná-kulanumaiti fe, wa daami wo, wo yiɠo, wo zei ziilɛigi zu. 
LEV.25.20	Ni wa ɠɛna ma: ‹Leeni ɠa gá mi konagi lɔfelasiɛi, mazɔlɔɔ gi la tii ɠɛɛni, gi la ʋaazu ani zuwu ma lɔnɔ kulazu?› 
LEV.25.21	Nà, nà-tuyai loo wo ʋɛ, konagi lɔzitasiɛi, nii a kona saʋagɔ molo leʋei liegɔi ve wo ya. 
LEV.25.22	Wa tii ɠɛ konagi lɔsaʋasiɛi ma, ta wa molo ʋɔlɔmai mi, eyɛsu molo leʋea niinɛi zeeli, wa ɠɛ ma ʋɔlɔmai miizu.
LEV.25.23	«Zooi la ʋɔdia, é ʋa yɛsu ɠɔ, mazɔlɔɔ zooi ɠa ga nɔ̀nɔ, wa pɔ̀ bɛ ga wɛɛinti, eɠɛ nuiti ti ʋaai zeizu zooi zu yeeɠɛɠala go laawu. 
LEV.25.24	Zooi zu ná kpein, ʋɛ wo ʋaazu zeizu ná, é ɠɛ ga wɔnɔ, wa tɔgi zei, é zobogi veezu ɛsɛ pɛ bɛ ga é ná-zooi unmɔɔ.
LEV.25.25	«Ni Izelayɛle nui ta a ɠɛna zeaɲakalai zu, é ná-zooi ta ʋɔdi, nii maanɛai ga é lo unmɔɔ fai ɠa, é ga ná-nu ɠiteɠitegi, naa ɠa ʋa, é naa unmɔɔ, nii kɛɛloin pɔdia. 
LEV.25.26	Ni nui ta ɠa ná, nu la zea, maanɛai ga é lo unmɔɔ fai ɠa bɛ, ni a ani zɔlɔɔna ɓɔɠɔ ʋɛ, nii a ná-unmɔɔ fai ɠɛ la, 
LEV.25.27	toɠa tɔɔzei ga konagiti gaaluga, é zo pɔdi voloi ma, é naa ʋotogi ve, nii é laazu maazu geya nui ʋɛ, ná-zooi ɠaaɠale ma pɔ. 
LEV.25.28	Ni é la ani zɔlɔɔni, a potogi leʋe da, zooi ɠa yɛ geya nui yeezu, eyɛsu ɓɔɠɔyeema ɠonagi zeeli. Toɠa ɠaaɠale ma, é ɠɛ zeezu, é ɠɛ ga nɔnɔ názu.
LEV.25.29	«Ni nui ta a daa ʋɛlɛi ʋɔdina taai ta zu, maalatigai ga siɠigi, toɠa zoo é unmɔɔ kona gila daawu, é zo pɔdi voloi ma. Ná-unmɔɔ fai ɠa lɛbisu ga kona gila nɔ. 
LEV.25.30	Kɛlɛ pɛlɛi naa togai taai ta zu, maalatigai ga siɠigi, ni naa la unmɔɔni kona gilagi ɠɛɛzu é pilɛ da, toɠa ɠɛ ga geya nui nɔnɔ niina eyɛsu ɠɔ, ta nɔnɔ mavofodai, ti la mɔ teʋega, anɛɛ ɓɔɠɔyeema ɠonagi a zeelina. 
LEV.25.31	Pɛlɛiti ti taaiti su, siɠi ge la ti ma, naati ta leve, eɠɛʋelei zooi ma lɔgiti ti la. Pɔdi nui ɠa zoo é unmɔɔ, ni naa laade pɛlɛi ɠa leʋe ma nui ʋɔ ɓɔɠɔyeema ɠonagi.
LEV.25.32	«Nii é ga Leevi nuiti ta-ʋɛlɛiti ta-vai, niiti ti ta-laaiti su, Leevi nuiti ta zoo ti unmɔɔ fai ɠɛ eyɛsu ɠɔ. 
LEV.25.33	Zɔi a pɛlɛi ta ɠeyana Leevi nu ma taai zu, toɠa ɠula pɛlɛi naa wu, pɔdiai ma, ɓɔɠɔyeema ɠonagi ma. Mazɔlɔɔ Leevi nuiti ta-ʋɛlɛiti ta-laaiti su, ta ga ta-ʋoganii Izelayɛle nuiti saama. 
LEV.25.34	Kpalagiti ti ta-laaiti maaɠoolii zu, naati maa la nɛɛni, ti ʋa ʋɔdi, mazɔlɔɔ tiya ɠa ta-ʋoganii ʋe eyɛsu ɠɔ.
LEV.25.35	«Ni Izelayɛle nui ta a ɠɛna ga zeaɲaka nu wo ɠoba, aniiti balagai zea, wa yeezei bu, eɠɛʋelei wo kɛɛzu la wɛɛinti ɓaa seikɔɠɔma nuiti bɛ, naa ɠa a kɛ é zɛnvui wo wo ɠoba. 
LEV.25.36	À mina talama maaloli ma, ɓaa kulanumai, wa lua wa-ƓALAGI ʋa, wo-ɠɛɛloin zɛnvui wo wo ɠoba. 
LEV.25.37	À mina kuye ʋɛɛ ga wa-walii, wo ʋa ta la ma. Wo la wa-laamianigi vea zea ga lɔdɔgi, wo ʋa ta la ma. 
LEV.25.38	Nà ga Ɠɔoɠɔ GALAGI, wa-ƓALAGI, nii é wo ɠula Ezipete yooi ʋa, ga é Kanaan yooi ve wo ya, naa ɠa a kɛ gè ɠɛ ga wa-ƓALAGI.
LEV.25.39	«Ni Izelayɛle nui ta a ɠɛna ga zeaɲaka nu wo ɠoba, é ɓɔɠɔ ʋɔdi wo ma, à mina duɔla wotii la unma. 
LEV.25.40	Toɠa ɠɛ wo ʋɔ bɛ, eɠɛ nui é botii ɠɛɛzu, wo ɗa sala, é ɠɛ eɠɛ seikɔɠɔma yeeɠɛɠala go nɔ zu. Toɠa yɛ wa-wotii laawu eyɛsu ɓɔɠɔyeema ɠonagi zeeli. 
LEV.25.41	Toɠa zeɠe názu wo ʋɔ bɛ, tɔ-o, ná-dointi-yo, é ɠale ma ná-bolodai zu, kɛɛɠɛ ʋoganii zaama. 
LEV.25.42	Mazɔlɔɔ nà-botiɠɛ nuiti be, gè ti ɠulaai Ezipete yooi ʋa, ti la ʋɔdia, eɠɛʋelei duɔiti ta ʋɔdi la. 
LEV.25.43	È la zeiɗa unda ga maaɓa, kɛlɛ wa lua wa-ƓALAGI ʋa.
LEV.25.44	«Ziiti ti wo-maaɠoolii zu, naati saama ɠa wa duɔ zunui ɓaa duɔ anzanui zeɠena, ti ɠɛ ga wɔnɔ, tiya ɠa wa duɔiti geya ti zu. 
LEV.25.45	Niiti ti ʋaai zeizu wo zaama, yeeɠɛɠala go laawu, wa zoo wo naati geya, ta ti-mavofodaiti. Ta ɠɛ ga wɔnɔ. 
LEV.25.46	Wa ti yɛ ná, wa zeɠena ná, ti ɠɛ ga pogani wo-loun zunuiti bɛ, ti ɠɛ ga tɔnɔ. Wa zoo wo ti makɛ, ti ɠɛ ga duɔiti eyɛsu ɠɔ. Kɛlɛ wo-ɠɛɛlointi tetemazu, ti ga Izelayɛle nuiti, wo tanɔpɛ ge mina zei kɛɛɠɛloin unga ga maaɓa.
LEV.25.47	«Ni wɛɛn ɓaa seikɔɠɔma nu, a ɠɛna ga kpɛtɛ nui, Izelayɛle nui ta ɠɛ ga zeaɲaka nu koba, ni a ɓɔɠɔ ʋɔdina wɛɛn naa ma, ɓaa seikɔɠɔma nui naa ma, ɓaa wɛɛn ná-bolodai zu nui ta ma, 
LEV.25.48	unmɔɔgi ma zobogi maanɛɛʋɛ é ɠɛ bɛ, anɛɛ ni é ɓega ga ɓɔɠɔ ʋɔdi. Kɛɛɠɛloin ta ɠa zoo é unmɔɔ. 
LEV.25.49	Kɛɛɠɛ diɛ ɓaa deɠe zunui ta, ɓaa naa ná-doun zunui ta, ɓaa ná-nu ɠiteɠitegi ta, é ná-bolodai zu, naa ɠa zoo é unmɔɔ. Ɓaa ni sɔlɔɔ gani ɠa ná, nii zeelaai ma, toɠa ɓɔɠɔ unmɔɔ. 
LEV.25.50	Ta geya nui ta konagi ɠaalu, é zo pɔdi voloi ma, é zeeli ɓɔɠɔyeema ɠonagi ma. Unmɔɔ salai ɠa leve, é zoloo nui ná-folo ɠila wotiɠɛ zalai ma, naa ɠa gaalusu, é zoloo konagi liegɔi ma. 
LEV.25.51	Ni konagi wola mɔinʋɛ dɛ, ná-unmɔɔ fai zu, toɠa letemaʋɛ ma walii ɠula, nii zunui naa geyaai la. 
LEV.25.52	Ni kona mɔinmɔin ge la mɔ yɛni, eyɛsu ɓɔɠɔyeema ɠonagi zeeli, toɠa gaalugi ɠɛ, é letemaʋɛ ma walii ɠaaɠale ma, ná-unmɔɔ fai zu, é zoloo naama ɠonagiti ma. 
LEV.25.53	Toɠa ɠɛ maliɠii ʋɔ bɛ eɠɛ botiɠɛ nu, é ɗa zalai zeɠe konagi laawu. Naa la zeiɗa unda, é ʋa sopele ɲɔu ga maaɓa. 
LEV.25.54	Ni é la unmɔɔni ga naama ʋelei tanɔpɛ, toɠa yɛ ná, eyɛsu ɓɔɠɔyeema ɠonagi zeeli, é ɠɛ ɓɔɠɔ yeema, tɔ-o, dointi-yo. 
LEV.25.55	Mazɔlɔɔ Izelayɛle nuiti ta ga botiɠɛ nuiti bɛ̀, tɔɔzei gè ti ɠulani Ezipete yooi ʋa. Nà ga Ɠɔoɠɔ GALAGI, wa-ƓALAGI.»
LEV.26.1	«À mina kɔɔɠɔ ganigiti kpɛtɛ ɓɔɠɔ ʋɛ. À mina vololiba ʋilɛ, ɓaa sale ɠɔɔ ɠɔtu. À mina kɔtui tanɔpɛ saɠa, wo ʋa ɗa nɔkɔ bu wa-yooi zu, mazɔlɔɔ nà ga Ɠɔoɠɔ GALAGI, wa-ƓALAGI.
LEV.26.2	«Wa nà-dooɠo foloiti maaɲɛ, wo unfe sèizu ɲadegai ma. Nà ga Ɠɔoɠɔ GALAGI.
LEV.26.3	«Ni wa ziɛna ga nà-deveiti, wo ɠolo nà-tɔgiti bɛ, ni wa ti zona, 
LEV.26.4	nà tonaiti fe wo ya ma yeeɠɛɠalai ma, zooi ɠa ná-kulanumaiti fe, guluiti ta waa. 
LEV.26.5	Wa yɛ ɠɔ moloi loɠazu, eyɛsu dɔɔ ɓɛtɛ yeeɠɛɠalai zeeli, wo yɛ ɠɔ dɔɔ ɓɛtɛ vai ɠɛɛzu, eyɛsu ani zuwu vaza yeeɠɛɠalai zeeli. Wa daamianigi zɔlɔɔ ga mɔinɗa, wo zei ga pagɔ ziilɛigi zu, wa-yooi zu. 
LEV.26.6	Nà ziilɛigi lɔ zooi zu, wa ɲiimɛnii wo, faa nɔpɛ ge la wo ɓɔlɔa. Nà sua vilɛiti kpein kula wa-yooi ʋa, kɔɔ la ɠɔa wa-yooi zu. 
LEV.26.7	Wa ʋilɛ wo zili nuiti polu, wo zobo sɔlɔɔ ti ma ga wa-woɠa zɔkpɔi, ti loo. 
LEV.26.8	Wo zaama, nu lɔɔlugɔ ɠa pilɛ sɔlɔɔ nu ungila (100) ma, ta nu ungila (100) ka nu waapuugɔ (10 000) ɓɛ. Wa-woɠa zɔkpɔi ɠa ɠɛ wo zili nuiti toozu bu. 
LEV.26.9	Nà yeeyɛ wo ʋa, gè wo ɠɛ ga kpuɠu nu, wo wola mɔin. Nà nà-minazeɠegi makɛ kpaan wo ʋɛ. 
LEV.26.10	Wa molo ʋɔlɔmai mi, wo mɔtai likpi vɔlɔ, nii a kɛ wo ma niinɛi ʋuuzu zɔlɔɔ. 
LEV.26.11	Nà sèizuʋɛ ɓɛtɛ wo zaama, gè la mɔ ɠɛlɛa wo ʋa pɛ. 
LEV.26.12	Nà ziɛ wo zaama, gè ɠɛ ga wa-ƓALAGI, wo ɠɛ ga nà-nuɓusɛiti. 
LEV.26.13	Nà ga Ɠɔoɠɔ GALAGI, wa-ƓALAGI, nii é wo ɠulani Ezipete yooi ʋa, é wo ɠula duɔlai zu. Gè wa-unbawuluiti galeɠaleni, wo ziɛ unbuzeɠei zu.
LEV.26.14	«Kɛlɛ ni wo la woiloni gòo ma, wo ʋa ziɛ ga devei niiti kpein, 
LEV.26.15	ni wa nà-deveiti wɔinzeɠena, wo ɠɛlɛ nà-tɔgiti ba, wo la ziɛni ga nà-deveiti kpein, wo nà-minazeɠegi ɠoloɠolo, 
LEV.26.16	à wɛlɛ ʋelegi gè ʋaazu wo zosu da: Nà ziiɓɔlɔi lɔ wo zaama, kɔsɔ kolegi ta kɔlɔkpadimai ɗa wo zo, ti ɗa wo-ɠaazuʋɛti maaɓidi, ta ɗa ɠula wo-zii la. Wa wa-ani zuwuiti faza fuun nɔ, mazɔlɔɔ wo zili nuiti ta wa-molo leʋeaiti seɠe. 
LEV.26.17	Nà ɠale ma wo laalɔɠɔma, wo-ɠɔɔɲɔɠɔiti ta zobo sɔlɔɔ wo ma. Niiti ti wo wɔinzeɠezu, naati ta zei wo unda. Wa ʋela, anɛɛ ni nu la ʋilɛni wo ʋolu, é ʋa ɗa wo ɓɛ.
LEV.26.18	«Ni naa pɛ poluma, wo la woiloni gòo ma, nà wo maaɠolo ná zeizu ɠɛ lɔfela wa-ɠotoiti faa zu. 
LEV.26.19	Nà wa-wasogi ma zɛbɛi ɠoloɠolosu, geezuʋɛ ɠa ɓaa wo ma eɠɛ kɔlui, wa-yooi ɠɛ eɠɛ kɔlu ɓɔigi. 
LEV.26.20	Wo-zuvikɛi ɠa ɓe, é ɠula wo ya fuun, wa-yooi la mɔ ná-kulanumaiti fea, zooi ɠa wuluiti ti la mɔ waa.
LEV.26.21	«Ni wa ɠɛlɛna, wo la kɛɛni, wo ʋa woilo gòo ma, nà wo loɠa ná zeizu ɠɛ lɔfela, eɠɛʋelei wa-ɠotoiti ti la. 
LEV.26.22	Nà dɔɓɔ zuaiti teʋe wo laalɔɠɔma, ti wo-lointi paa, ti wa-loganiiti suwuɠaaleʋe, ti wo maalɔi, wa-ʋeleiti ta ʋaazu ɠɛɛzu ga teʋebaiti.
LEV.26.23	«Ni, anɛɛ naa ʋe, wo la vaani bu, gè ʋa wo maaɠolo, wa sàkpena, 
LEV.26.24	nà ɓalaa, nà wo zakpe, gè wo loɠa ná zeizu ɠɛ lɔfela mɔnɔ, wa-ɠotoiti faa zu. 
LEV.26.25	Nà kɔɔiti teʋe wo laalɔɠɔma, tɔɔzei wo minazeɠegi ɠoloɠologa. Wa ɠaalɛɛna ba wa-laaiti su, gè ɗɔfɔ zeeɓɛi lɔ wo zaama, wa lɔ wo zili nuiti zeezu. 
LEV.26.26	Siɛgi zu gè wo ʋalasu la wo-ɠɔnɔgi ma, anzanu puugɔ ɠa ɓului mɔ fuulu ɠila su, ti ʋaa la wo ʋɔ, gaa a ɠwɛɛna, wa daami wo, wo la yiɠoa.
LEV.26.27	«Ni, anɛɛ naa ʋe, wo la woiloni gòo ma, wa sàkpena, 
LEV.26.28	nà ɓalaa, nà wo zakpe ga ziiɠaawanai, gè wo loɠa ná zeizu ɠɛ lɔfela mɔnɔ, wa-ɠotoiti faa zu. 
LEV.26.29	Wa wo-loun zunuiti ma zuaiti mi, wo wo-loun anzanuiti ma zuaiti mi. 
LEV.26.30	Nà wa-zalaɠa ɠula adaʋɛti koloɠolo, ta wa-ani maku nɛɛnɛgiti ma zalaɠa ɠulazuʋɛti, gè wo-ma ʋoomaiti pu wa-ɠɔɔɠɔ ganigiti ma ʋoomaiti ma, nà ɠɛlɛ wo ʋa. 
LEV.26.31	Nà wa-laaiti kɛ ga teʋebai, gè wa-ada ɲadegaiti faza, wa-zalaɠa maku nɛɛnɛgiti ti la mɔ zìilɛiɗa. 
LEV.26.32	Nà ɓɔɠɔi, nà zooi zuɠoloɠolo, wo zili nuiti ti ʋaai, ti zei ná, naati koozu ɠa ʋili, ti laavɔ. 
LEV.26.33	Nà wo vaza ziiti saama, gè ʋilɛ wo ʋolu ga boɠa zɔkpɔi. Wa-yooi zu ɠa ɠoloɠolo, wa-laaiti ta ɠɛ ga teʋebai.
LEV.26.34	«Naazu zooi ɠa dooɠo sɔlɔɔ, siɛgi kpein é kɛɛzu gaalɛi zu, wa ɠɛɛzu wo zili nuiti ta-yooi zu. Zooi ɠa looɠo názu. 
LEV.26.35	Siɛgi kpein é kɛɛzu gaalɛi zu, toɠa dooɠogi zɔlɔɔ, nii é la ɠɛa sɔlɔɔsu wa-looɠo konagiti su, siɛgi zu wo zeini la ná.
LEV.26.36	«Wo zaama, niiti ti ɠɛɛzu zeini ti zili nuiti ta-yooiti su, nà ti-yiiti daave ga dualuagi. Daai é ɲiikpisu, naa lugi ɠa ti maalua. Ta ʋela, eɠɛʋelei nu a ɗa ʋela la sili nui ná-boɠa zɔkpɔi ʋa. Ta loo, anɛɛ ni nu la ʋilɛni ti ʋolu. 
LEV.26.37	Ta ɓunɛsu ɓɔɠɔ ma, eɠɛʋelei nu a ɠɛ la boɠa zɔkpɔi ɠakala, anɛɛ ni nu la ʋilɛni ti ʋolu. Wo la ungalɔga wo zili nuiti kakala. 
LEV.26.38	Wo undaa ɠa ʋili zii ɠiligiti saama. Wo zili nuiti ta-yooi ɠa wo maaɓili. 
LEV.26.39	Niiti ta yɛ vulua wo zaama, naati ta ɓɔɠɔ undaaʋili ti zili nuiti ta-yooi zu, ta-vaaɠaaza golaiti ta ti-mɛmɛwolani ta-vaaɠaaza golaiti faa zu.
LEV.26.40	«Ta la zɔ ga, ga ta-vaaɠaaza golaiti, ta ti-mɛmɛwolani ta-vaaɠaaza golaiti, é lo wooveledaiti ba, ti ti ɠɛɛni ga ze, ta sakpegi ti bogai ga ze, 
LEV.26.41	naa ɠa é kɛa gè ti zakpeni, gè li ga tiye ti zili nuiti ta-yooi zu. Ni ta ɓɔɠɔmaayeina, ta ti ta-vaaɠaaza golai ma ɠuyei zala, 
LEV.26.42	nà ɠizɛ nà-minazeɠegi zu, gi yɔɠɔzu gá ti-mɛmɛwolani, Zakɔɓe, Izaake, ta Aɓalaame, nà ɠizɛ ɓalaa zooi zu. 
LEV.26.43	Mazɔlɔɔ ta ɠula zooi ʋa, naa ɠa dooɠo sɔlɔɔ názu, siɛgi zu é gaalɛi zu la, ti maaɠoozaai ba. Ta ta-vaaɠaaza golai ma ɠuyei zala, tɔɔzei ti ɠɛlɛni nà-deveiti ta nà-tɔgiti ba. 
LEV.26.44	Kɛlɛ siɛgi zu ti ɠɛɛzu la, ti zili nuiti ta-yooi zu, gè la ɠɛlɛa ti ʋa ɲɛgɛlɛin, gè la ti-ma zuwu ɠaaleʋea, gè la nà-minazeɠegi ɠoloɠologa ti letemazu, mazɔlɔɔ nà ga Ɠɔoɠɔ GALAGI, ta-ƓALAGI. 
LEV.26.45	Nà ɠizɛsu nà-minazeɠe mɔungi zu ti-mɛmɛwolani tetemazu, niiti gè ti ɠulani la Ezipete yooi ʋa, ziiti gaazu, ga gè ɠɛ ga ta-ƓALAGI. Nà ga Ɠɔoɠɔ GALAGI.»
LEV.26.46	Kalagiti kana, ta deveiti, ta tɔgiti, niiti Ɠɔoɠɔ GALAGI ti zeini, ti yɔɠɔzu ta Izelayɛle nuiti, Sinayi gizei ma ga Moize maaʋele.
LEV.27.1	Ɠɔoɠɔ GALAGI ɓɔɛni Moize ʋɔ, é ɠɛ ma: 
LEV.27.2	«Ɓɔɛ Izelayɛle nuiti pɔ, è ɠɛ ti ma: Ni nui ta a minazeɠena ga é nui ta ɠɛ ga Ɠɔoɠɔ GALAGI nɔnɔ, toɠa ná-minazeɠegi laazeeli ga sɔngɔi, 
LEV.27.3	a lona zunui ta ʋa, nii é kona ʋuufelegɔ (20) zɔlɔɔga, eyɛsu é zeeli kona ʋuulɔzita (60) ma, sɔngɔi ɠa ɠɛ ga wali ɠaei ʋuulɔɔlugɔ (50), é zoloo seizu ɲadegai ma walii ma. 
LEV.27.4	Ni anzanu ʋe, sɔngɔi ɠa ɠɛ ga wali ɠae ʋuusaʋagɔ (30). 
LEV.27.5	Zunu loungoi, é zo kona dɔɔlugɔ ma, é li kona ʋuufelegɔ (20) ʋɔ, sɔngɔi ɠa ɠɛ ga wali ɠae ʋuufelegɔ (20), anzanu loungoi ma zɔngɔi ɠa ɠɛ ga wali ɠae puugɔ. 
LEV.27.6	É zo alu gila ma, é li kona dɔɔlugɔ ʋɔ, zunu loungoi ma zɔngɔi ɠa ɠɛ ga wali ɠae lɔɔlugɔ, anzanu loungoi ma zɔngɔi ɠa ɠɛ ga wali ɠae saʋagɔ. 
LEV.27.7	É zo kona ʋuulɔzita (60) ma, é lɛ zeemaazu, zunui ma zɔngɔi ɠa ɠɛ ga wali ɠae puugɔ maazu lɔɔlugɔ (15), ta anzanui ma zɔngɔi ɠa ɠɛ ga wali ɠae puugɔ. 
LEV.27.8	Ni zɔi é minazeɠegi ɠɛai, naa ɠa ga zeaɲaka nu, é la zooga é ʋa sɔngɔi zala, toɠa ʋa ga zɔi nii é kalivaai, é dɛɛ ga zalaɠa ɠula nui. Naa ɠa deve, é soloo ná-sɔlɔɔgi ɠɛʋelei ma.
LEV.27.9	«Ni nu a minazeɠena ga é suai ta ve Ɠɔoɠɔ GALAGI ʋɛ, nii a zoo ɠulazu ga zalaɠa, naa veeʋɛ Ɠɔoɠɔ GALAGI ʋɛ. 
LEV.27.10	Nu la maavaliboga, nu la ma ʋagɔi ʋotogi ɠɛa ga ma ɲɔi, ɓaa ma ɲɔi ʋotogi ɠɛ ga ma ʋagɔi. Ni nu a suai ʋotogi ɠɛɛna ga taɠili, ti felegɔ ta ve Ɠɔoɠɔ GALAGI ʋɛ.
LEV.27.11	«Ni nu a minazeɠena ga é sua ɠɔzɔai ta ve Ɠɔoɠɔ GALAGI ʋɛ, nii é la zooga ɠulazu ga zalaɠa, toɠa lɛ ga zalaɠa ɠula nui, 
LEV.27.12	naa ɠa sɔngɔi leve, é zoloo pa pelei ɓaa ɲɔu ʋelei ma, ná-devei ɠa ta yeezei bu. 
LEV.27.13	Ni fee nui ɠa pɔ é unmɔɔ, toɠa ta la ma ga dɔɔlugɔi zeizu ɠilagi.
LEV.27.14	«Ni nui ta wɔinʋɛ ga é ná-pɛlɛi ve Ɠɔoɠɔ GALAGI ʋɛ, é kɛ ga nɔnɔ, zalaɠa ɠula nui ɠa sɔngɔi leve, é zoloo ná-pagi ɓaa ná-ɲɔi ma, ta yeezei naa wu, sɔngɔi nɔpɛ é devezu. 
LEV.27.15	Ni zɔi nii é feai, toɠa pɔ é unmɔɔ, toɠa sɔngɔi ma ɠaaɠwɛsu lɔɔlugɔi ɠilazuʋɛ la sɔngɔi ma, naa ɠa ɠɛ ga nɔnɔ ʋolu ga niinɛ.
LEV.27.16	«Ni nui ta a ná-kpalagi veena Ɠɔoɠɔ GALAGI ʋɛ, sɔngɔi liegɔi ɠa ɠwɛɛ, é zoloo ani zuwui liegɔi ma, nii a vaza ba, wali ɠae ʋuulɔɔlugɔ (50) moloi é ga wɔɔlezegi naama ɠilo unsaʋagɔ (300). 
LEV.27.17	Ni a ná-kpalagi veena ɓɔɠɔyeema ɠonagi lɔɔzeigi, ta va sɔngɔi liegɔi wu. 
LEV.27.18	Ni toɠa ná-kpalagi ve ɓɔɠɔyeema ɠonagi a leʋena, zalaɠa ɠula nui ɠa sɔngɔi ɠaalu, é zoloo konagi liegɔi ma, nii zɛgai ná, eyɛsu ɓɔɠɔyeema ɠonagi zɔi zeeli, ta ta ɠula sɔngɔi liegɔi la. 
LEV.27.19	Ni kpala nui ɠa pɔ é ná-kpalagi unmɔɔ, toɠa sɔngɔi ma ɠaaɠwɛsu lɔɔlugɔi ɠilazuʋɛ ʋɛɛ ba, eɠɛʋelei zalaɠa ɠula nui a ɠida la sɔngɔi liegɔi wu, toɠa kpalagi zeɠe ʋolu. 
LEV.27.20	Ni é la kpalagi unmɔɔni, é ʋɔdi zunui taɠili ma, zobo ge la mɔ ná, é ʋa unmɔɔ, 
LEV.27.21	ɓɔɠɔyeema ɠonagi a zeelina, kpalagi naa ɠa ɠɛ ga Ɠɔoɠɔ GALAGI nɔnɔ, é ɠɛ ga zalaɠa ɠula nui nɔnɔ, eɠɛ kpalagi nii feai Ɠɔoɠɔ GALAGI ʋɛ eyɛsu ɠɔ.
LEV.27.22	«Ni nui ta a kpalagi veena Ɠɔoɠɔ GALAGI ʋɛ, nii é geyaai, é la ʋɛɛni ná-poganiiti ba, 
LEV.27.23	zalaɠa ɠula nui ɠa ɠida sɔngɔi liegɔi wu, é zoloo konagi liegɔi ma, a yɛ ná, eyɛsu ɓɔɠɔyeema ɠonagi zɔi zeeli. Zou vee nui ɠa naama walii liegɔi zala, naama voloi nɔ yeei deveai la, mazɔlɔɔ kpalagi veeʋɛ Ɠɔoɠɔ GALAGI ʋɛ. 
LEV.27.24	Kɛlɛ ɓɔɠɔyeema ɠonagi ma, kpalagi ɠa ɠaaɠale ma naa ma, nii é ɠeyani ma, nii zooi ɓɔɠɔi ɠɛa zea ga poganii.
LEV.27.25	«Sɔngɔi kpein ka wo é zoloo seizu ɲadegai ma walii ma, nii ma ɠae ɠilagi wuɲɛgi ga galamu puugɔi.
LEV.27.26	«Nu nɔpɛ ge la zooga é ʋa ná-togani ma yiʋo mɔungi ve Ɠɔoɠɔ GALAGI ʋɛ, mazɔlɔɔ ma mɔungi kpein ka niina ga Ɠɔoɠɔ GALAGI nɔnɔi, é ɠɛni ga togani goiti ɓaa ma wolaiti ti-ma yiʋoiti. 
LEV.27.27	Ni toɠa ɠɛ ga sua ɠɔzɔai ta, é la ɠulaa ga zalaɠa, toɠa unmɔɔ, eɠɛʋelei sɔngɔi la, é sɔngɔi ma ɠaaɠwɛsu lɔɔlugɔi ɠilazuʋɛ zeɠe, é pɛɛ ba. Ni é la unmɔɔni, toɠa ʋɔdi, eɠɛʋelei sɔngɔi la.
LEV.27.28	«Naa ʋoluma, nii kpein nu a kona Ɠɔoɠɔ GALAGI ma, kɔligaa zaama ti ga nɔnɔi, naa la zooga ʋɔdizu, ɓaa é ʋa unmɔɔ, é ɠɛni ga nu vului, ɓaa toganii, ɓaa kpalagi é ga zeaɠɔligi. Nii kpein a ɠona Ɠɔoɠɔ GALAGI ma, naa ɠa ɠɛ ga nɔnɔ ta anii gola ɲadegai. 
LEV.27.29	Anɛɛ ni nuɓusɛi ʋe a kona, nu la zooga é ʋa unmɔɔ, ta naama nui ʋaa.
LEV.27.30	«Zooi ná-puusiɛiti, é ɠɛni ga zooi ʋa lɔnɔgiti, ɓaa guluiti gaawaaiti, ta ga Ɠɔoɠɔ GALAGI nɔnɔ, ani ʋe feai Ɠɔoɠɔ GALAGI ʋɛ. 
LEV.27.31	Ni nui ta ɠa pɔ é ná-puusiɛi ma anii ta unmɔɔ, toɠa sɔngɔi ma ɠaaɠwɛsu lɔɔlugɔi ɠilazuʋɛ zeɠe, é pɛɛ ba. 
LEV.27.32	Puusiɛ vai, nii é ʋilɛsu nikɛiti ba, ta baalagiti, ta boliiti, toganii a leʋena puu, tukpɔi wu, puusiɛi ɠa ve Ɠɔoɠɔ GALAGI ʋɛ. 
LEV.27.33	Togani nui la zooga é ʋa ziimazeɠe kɛ, ma ʋagɔi ta ma ɲɔi zu. Nu la ta maavaliboga ga taɠili. Ni nu a ta ʋotogi ɠɛɛna ga taɠili, ti felegɔ ta ɠɛ ga ani ɲadegai, ti la zooga unmɔɔsu.»
LEV.27.34	Deveiti kana Ɠɔoɠɔ GALAGI ti veeni Moize ya, Izelayɛle nuiti ta vaa ma, Sinayi gizei ma.
NUM.1.1	Ɠɔoɠɔ GALAGI ɓɔɛni Moize ʋɔ Sinayi teʋebai zu, GALA daaɠomi seɠe ʋɛlɛi wu, alugi velesiɛi ma volo mɔungi ma, ti ɠulaai ma Ezipete yooi ʋa, ma ɠonagi velesiɛi. É ɠɛni ma: 
