MAT.1.1	O le tala lenei i le gafa o Iesu Keriso le atali‘i o Tavita, le atali‘i o Aperaamo.
MRK.5.9	‘Ua tali mai o ia, “O le ‘Au, auā e to‘atele i matou.” 
MRK.5.10	‘Ua fa‘atauānauina Iesu e ia e ‘aua ne‘i tuli‘esea i latou mai i lea itūmālō.
MRK.5.11	Sa i ai le lafu pua‘a tele lava sa tata‘a i tafatafa o le mea maupu‘epu‘e. 
MRK.5.12	‘Ua fai mai agaga leaga ‘iā Iesu, “Tutuli ia i matou e uluitino i pua‘a.” 
MRK.5.13	‘Ua talia e Iesu lo latou mana‘o; ‘ona ō ‘ese lea o i latou mai le tagata ma uluitino i pua‘a, pe tusa o le luaafe. ‘Ona feosofi ifo ai lea o pua‘a i le tofē i le vaituloto ma malelemo ai.
MRK.5.14	‘Ona sosola lea o ē na tausia pua‘a ma fa‘asalalau le tala i tagata i le ‘a‘ai ma faoa ‘a‘ai. Na ō atu fo‘i tagata e va‘ava‘ai i le mea na tupu. 
MRK.5.15	‘Ina ‘ua o‘o mai i latou ‘iā Iesu na va‘aia e i latou lē sa i ai temoni e tele o lo‘o nofo mai. ‘Ua fai lelei ona lavalava ma ‘ua atamai; ‘ona fefefe ai lea o i latou. 
MRK.5.16	O ē na va‘aitino i le mea na faia e Iesu ‘ua fa‘amatalaina atu e i latou i tagata le mea na tupu i lē na i ai temoni ‘atoa ma le mea na o‘o i pua‘a.
MRK.5.17	‘Ona ‘ai‘oi atu lea o i latou ‘iā Iesu ‘ina ‘ia maliu ‘ese mai lo latou nu‘u.
MRK.5.18	A o maliu atu Iesu i le va‘a, na ‘ai‘oi mai ‘iā te ia lē sa uluitinoina e temoni pe mafai ‘ona la o.
MRK.5.19	A ‘ua fetalai atu Iesu, “E leai, e sili ‘ona e alu i lou ‘āiga ma au uō ma ta‘u ‘iā te i latou mea telele ‘ua faia e le Ali‘i ‘iā te oe ma lona alofa ‘iā te oe.”
MRK.5.20	Na alu loa o ia ma tāla‘i atu i Tekapoli
MRK.5.21	‘Ua toe fo‘i atu Iesu i le isi itū o le vaituloto, ‘ona potopoto ane lea ‘iā te ia tagata e to‘atele. 
MRK.5.22	‘Ona sau ai lea o Iairo, o lē e pule i le sunako o lea nu‘u; ‘ua va‘ai atu ‘iā Iesu ‘ona fa‘apa‘ū ai lea o ia i ona luma, 
MRK.5.23	ma matuā ‘ai‘oi atu ‘iā te ia, “ ‘Ua vaivai le ma‘i o si o‘u afafine. Malie lou finagalo se‘i e maliu mai lava ma fa‘ae‘e ou ‘a‘ao i luga ‘iā te ia ‘ina ‘ia mālōlō ai.”
MRK.5.24	‘Ona la o lea ma ia. E to‘atele fo‘i tagata na latou o, ‘ua fetaomi mai i ona itū uma.
MRK.5.25	Sa i ai le fafine na maua i le ma‘i puna toto i tausaga e sefulu ma le lua, 
MRK.5.26	sa matuā tigāina o ia i togafitiga a foma‘i e to‘atele; ‘ua uma ai fo‘i ana tupe, ‘ae le‘i manuia ai lava; ‘ua na ‘ona fa‘ateleina ai lona ma‘i. 
MRK.5.27	Na fa‘alogo o ia i tala e uiga ‘iā Iesu; ‘ona ui mai lea o ia i tua o Iesu fa‘atasi ma tagata e to‘atele, ‘ua pa‘i ane i lona ‘ofu. 
MRK.5.28	Auā ‘ua manatu o ia, e mafai ‘ona mālōlō pe ā tau lava o le pa‘i atu i ona ‘ofu.
MRK.5.29	Na uma i lea lava taimi lona puna toto, ‘ua lagona fo‘i le malosi o lona tino. 
MRK.5.30	Sa silafia e Iesu ‘ua alu ‘ese atu le mana na ‘iā te ia, ‘ona liliu atu loa lea o ia i tagata ma fetalai atu, “O ai na pa‘i mai i lo‘u ‘ofu?”
MRK.5.31	‘Ona tali atu lea o ona so‘o, “A e fesili mai ‘ea i lē na pa‘i atu ‘iā te oe, ‘e te lē silasila atu ‘ea i le to‘atele o tagata o lo‘o fetaomi mai?”
MRK.5.32	A ‘ua silasila solo Iesu i lona fia iloa po o ai na pa‘i ane. 
MRK.5.33	Na iloa e le fafine le mea ‘ua faia e Iesu mo ia, ‘ona sau ai lea ma le gatete ma le fefe ma fa‘apa‘ū i ona luma ma fa‘aali atu ‘iā te ia le mea moni. 
MRK.5.34	‘Ua fetalai atu Iesu ‘iā te ia, “Lo‘u afafine e, ‘ua e ola i lou fa‘atuatua. Alu ia ma le manuia ma ‘ia e mālōlō i lou ma‘i tigā.”
MRK.5.35	A o fetalai atu Iesu i lenā ‘upu, na ō mai nisi ‘au‘auna ma fai mai i lo latou matai o Iairo, “ ‘Ua oti lou afafine. Soia ‘e te fa‘alavelave i le a‘oa‘o.”
MRK.5.36	E le‘i amana‘ia e Iesu a latou ‘upu. ‘Ua fetalai atu o ia, “ ‘Aua ‘e te māsalosalo, tau lava ‘ina e fa‘atuatua.” 
MRK.5.37	‘Ona vavao lea e Iesu e ‘aua ne‘i mulimuli atu nisi ‘iā te ia tau lava o Peteru ma le au uso o Iakopo ma Ioane. 
MRK.5.38	‘Ua o‘o atu i latou i le fale o lē e pule i le sunako; na silafia e Iesu tagata ‘ua fememea‘i ma fētāgisi leo tetele. 
MRK.5.39	Na ulufale atu loa o ia ma fai atu ‘iā te i latou, “ ‘Ua ‘outou fememea‘i aiseā? Aiseā fo‘i ‘ua ‘outou fētāgisi ai? E le‘i oti le teine, o lo‘o moe.”
MRK.5.40	Sa tōē i latou ma fa‘aamuamu ‘iā te ia; o lea na tutūli‘eseina ai e ia i latou i fafo ‘ae ‘ave e ia na o le tamā ma le tinā ‘atoa ma ona so‘o e to‘atolu i le potu sa ta‘oto ai le teine. 
MRK.5.41	‘Ona tago lea o Iesu i lona lima ma fetalai atu, “Talita kumi;” o lona uiga, “Lo‘u afafine e, tu ia i luga.”
MRK.5.42	Na tula‘i loa o ia ma fealua‘i solo auā ‘ua sefulu ma le lua ona tausaga; ‘ona matuā ofo ai lea o i latou uma. 
MRK.5.43	‘Ona matuā vavao lea o i latou e Iesu, e ‘aua ne‘i o latou ta‘u atu i se isi lenei mea; ‘ua fetalai atu fo‘i o ia, “Avane i ai sana mea‘ai.”
MRK.6.1	Na tu‘ua e Iesu lea mea ‘ae toe maliu atu i lona lava nu‘u; sa mulimuli atu fo‘i ona so‘o ‘iā te ia. 
MRK.6.2	‘Ua o‘o i le Sapati, ‘ona a‘oa‘o atu lea o Iesu i le sunako. Na ofo le to‘atele o tagata na fa‘alogo ‘iā te ia. ‘Ua fai ane i latou, “O fea na maua ai e ia nei a‘oa‘oga? A o fea fo‘i na a‘oa‘oina ai o ia? Se‘i va‘ai i nei mea tetele ‘ua na faia! 
MRK.6.3	E lē o ia ‘ea o le kamuta, o le tama a Maria, o le uso o Iakopo, ma Iose ma Iuta ma Simona? Tatou te le o fa‘atasi ‘ea ma ona tuafafine?”
MRK.6.4	‘Ua fetalai atu Iesu ‘iā te i latou, “E aloa‘ia le perofeta i so o se mea e i ai o ia, vaganā ai lona nu‘u moni ma ona tagata ma lona ‘āiga.”
MRK.6.5	‘Ua le faia e ia se vāvega i lea mea, vaganā ai nai tagata mama‘i to‘aitiiti na fa‘ae‘e atu i ai ona ‘a‘ao ma fa‘amālōlōina. 
MRK.6.6	Sa matuā ofo o ia i lo latou le talitonu.
MRK.6.6	‘Ona fa‘ata‘amilo lea o ia i nu‘u uma ma a‘oa‘o atu i tagata. 
MRK.6.7	‘Ua vala‘au atu e ia so‘o e to‘asefulu ma le lua; ‘ua tu‘uina atu ‘iā te i latou le pule e tutuli ai agaga leaga; ‘ona ‘auina atu lea o i latou e ta‘ito‘alua. 
MRK.6.8	‘Ua fa‘atonu fo‘i i latou e ia: “ ‘Ave tau o le to‘oto‘o i le malaga, tu‘u mea‘ai, ‘ato, ma tu‘u‘ese fo‘i tupe mai a ‘outou taga. 
MRK.6.9	Fa‘aaogā se‘evae, ma ‘ua lava le ‘ofu e tasi.” 
MRK.6.10	‘Ua fetalai atu fo‘i o ia, “A ‘outou ō atu i se ‘a‘ai, o le fale tou te ulu atu i ai ia ‘outou nonofo ai se‘ia o‘o ‘ina ‘outou tu‘ua lea ‘a‘ai. 
MRK.6.11	‘Ae ‘āfai tou te ō atu i se ‘a‘ai ‘ae le talia ‘outou e tagata ‘ona ‘outou tūtū atu lea o le ‘ele‘ele nai o ‘outou vae e fai ma lapata‘iga ‘iā te i latou; ‘ona ‘outou ō ‘ese lea.”
MRK.6.12	‘Ona ō lea o i latou ma tāla‘i atu i tagata ia salamō. 
MRK.6.13	E tele temoni na tulia e i latou e tele fo‘i tagata mama‘i sa u‘uina i le suāu‘u ma fa‘amālōlōina e i latou.
MRK.6.14	Sa fa‘alogo le tupu o Herota i tala ‘ua salalau e uiga ‘iā Iesu. Fai mai isi tagata, “O Ioane le Papatiso lenei ‘ua toetū mai nai e ‘ua oti, ‘ua mafai ai e ia ‘ona faia o ia galuega ofoofogia.”
MRK.6.15	A o isi ‘ua fai mai, “O Elia.”
MRK.6.15	A o isi fo‘i ‘ua fai mai, “O le perofeta o ia e pei lava o se tasi o perofeta anamua.”
MRK.6.16	A ‘ua fa‘alogo ai Herota ‘ona fai ane lea o ia, “O Ioane lea na ‘ou vavae‘eseina le ulu ‘ua toetū mai.” 
MRK.6.17	Auā o Herota e ona le fa‘atonuga e pu‘e Ioane ma saisai ma tu‘u i le falepuipui. Na faia lea mea e Herota ‘ona o Herotia le avā a lona uso o Filipo, ‘ua toe fai ma ana avā. 
MRK.6.18	Auā sa ta‘u atu e Ioane ‘iā Herota, “E sa ‘ona e faiavā i le avā a lou uso.”
MRK.6.19	O lea na ita ai Herotia ‘iā Ioane ma ‘ua fia fasioti ‘iā te ia, peita‘i sa le mafai; 
MRK.6.20	auā na iloa lelei e Herota o Ioane o le tagata amiotonu ma le pa‘ia, o lea na mata‘u ai o ia ma puipui ‘iā te ia. Sa fa‘alogo so‘o o ia ‘iā Ioane, ma e ui lava sa lē mautonu o ia i le tele o taimi, ‘ae sa fa‘alogo lava ma le fiafia.
MRK.6.21	Peita‘i na maua le avanoa o Herotia i le aso fānau o Herota. O le aso lea na saunia ai e Herota le ‘aiga tele mo ofisa maualuluga o lona mālō ma ta‘ita‘i‘au ma ali‘i sili o Kalilaia. 
MRK.6.22	Sa siva ai i lea aso le tama teine a Herotia, ma sa matuā fiafia Herota ma i latou uma na vala‘aulia. ‘Ona fai atu lea o le tupu i le teine, “Ta‘u mai so o se mea lava ‘e te mana‘o i ai ‘ou te avatua ‘iā te oe.” 
MRK.6.23	‘Ua tautō atu Herota ‘iā te ia, “So o se mea lava ‘e te mana‘o i ai, e o‘o lava i le vaeluagalemū o lo‘u mālō ‘ou te avatua lava.”
MRK.6.24	‘Ona ulufafo lea o le teine ma fesili atu i lona tinā, “O le ā se mea ‘e te loto i ai?”
MRK.6.24	‘Ona fai mai ai lea o ia, “O le ulu o Ioane le Papatiso.”
MRK.6.25	‘Ona toe ulufale fa‘avave mai lea o le teine ma fai atu i le tupu, “ ‘Ou te mana‘o ‘ia e aumai nei ‘iā te a‘u le ulu o Ioane le Papatiso i se tanoa.”
MRK.6.26	Sa matuā mafatia tele le finagalo o le tupu, peita‘i sa manatu o ia e fa‘ataunu‘u pea lana folafolaga i le teine ‘ona o lana tautoga na faia i luma o e na vala‘aulia. 
MRK.6.27	O lea na ‘auina atu ai loa e le tupu se tasi o fitafita sa leoleo, ia ‘aumaia le ulu o Ioane; ‘ona alu ai lea o ia ‘ua vavae‘eseina le ulu o Ioane i totonu o le falepuipui, 
MRK.6.28	ma ‘aumaia i le tanoa ma avatu i le teine; ‘ua avatu fo‘i e le teine i lona tinā. 
MRK.6.29	‘Ua fa‘alogo so‘o o Ioane i le nei mea, ‘ona ō ane lea o i latou ma ‘ave lona tino ma tu‘u i le tu‘ugamau.
MRK.6.30	‘Ua toe fo‘i mai le ‘au ‘aposetolo ‘iā Iesu, ‘ua fa‘aali atu e i latou ‘iā te ia mea uma sa faia e i latou ma a‘oa‘o atu. 
MRK.6.31	E to‘atele fo‘i tagata sa fegasoloa‘i; o lea sa lē mafai ai e Iesu ma ona so‘o ‘ona ‘a‘ai. ‘Ona fetalai atu lea o Iesu ‘iā te i latou, “Tatou o ia tau lava o i tatou i se mea tu‘ufua se‘i fai sina mālōlōga.” 
MRK.6.32	‘Ona ō atu ai lea o i latou i le va‘a na o i latou lava i le mea tu‘ufua.
MRK.6.33	E to‘atele tagata na iloa atu i latou ‘ua o, ‘ona taufetuli atu ai lea mai ‘a‘ai uma ‘ua ui a uta, ma muamua atu ‘iā te i latou. 
MRK.6.34	‘Ina ‘ua taunu‘u atu Iesu, sa silafia e ia tagata e to‘atele, ‘ona alofa mutimutivale ai lea o ia ‘iā te i latou auā ‘ua pei i latou o mamoe ‘ua leai so latou ta‘ita‘i; ‘ona amata ai lea e ia ona a‘oa‘o atu ‘iā te i latou i mea e tele. 
MRK.6.35	‘Ua o‘o i le afiafi, ‘ona ō ane lea o ona so‘o ma fai ane ‘iā te ia, “O le mea tu‘ufua lenei, ‘ua leva fo‘i le aso; 
MRK.6.36	e lelei ‘ona e ‘auina atu i latou i nu‘u e latalata mai e fa‘atau ai ni a latou mea‘ai.”
MRK.6.37	A ‘ua tali atu Iesu ‘iā te i latou, “ ‘Ave i ai e ‘outou ni mea‘ai.”
MRK.6.37	‘Ona fai mai lea o i latou ‘iā te ia, “ ‘E te mana‘o ‘ea ‘ia matou ō e fa‘atau mai ni mea‘ai e tusa ma le luaselau tenari
MRK.6.38	‘Ona fetalai atu ai lea o Iesu ‘iā te i latou, “O a ni a ‘outou mea‘ai o i ai? O ia se‘i va‘ai.”
MRK.6.38	‘Ua iloa e i latou, ‘ona fai mai lea ‘iā te ia, “E lima areto ma i‘a e lua.”
MRK.6.39	‘Ona fetalai atu ai lea o Iesu ‘iā te i latou, “Fai atu i tagata uma ia nonofo i vaega i le mutia.” 
MRK.6.40	Sa nonofo loa i latou i vaega, o isi vaega e ta‘ito‘aselau a o isi e ta‘ito‘alimasefulu. 
MRK.6.41	‘Ona tago ai lea O Iesu i areto e lima ma i‘a e lua, ‘ua tepa a‘e i le lagi ma fa‘afetai i le Atua. ‘Ona tofitofi lea e ia areto ma tu‘u atu i ona so‘o e tufatufaina atu ‘iā te i latou. ‘Ua fa‘apea fo‘i ‘ona faia i i‘a. 
MRK.6.42	‘Ua ‘a‘ai i latou ma ‘ua mā‘o‘ona. 
MRK.6.43	O mea na totoe i le ‘aiga na fu‘e e so‘o i ‘ato ma ‘ua tūtūmu ai ‘ato e sefulu ma le lua. 
MRK.6.44	O le aofa‘i o i latou na ‘a‘ai e tusa ma le to‘alimaafe tane.
MRK.6.45	‘Ona u‘una‘iina lea e Iesu ona so‘o e o i le va‘a ma muamua atu i Petesaita i le isi itū o le vai; ‘ae se‘i ona fa‘atū‘uaina tagata. 
MRK.6.46	‘Ua uma ‘ona fa‘atofā atu o ia i ona so‘o, ‘ona maliu a‘e lea i le mauga e tatalo. 
MRK.6.47	E po ane ‘ua i le ogātotonu o le vai le va‘a, a o i uta pea Iesu. 
MRK.6.48	‘Ua silafia e ia ‘ua tigāina ‘ona so‘o e taualo le va‘a ‘ona o le matagi o lo‘o agi mai luma, ‘ona maliu atu ai lea o ia ‘iā te i latou i luga o le vai i se taimi i le vā o le tolu ma le ono i le taeao. Sa foliga mai o le ā maliu loa, 
MRK.6.49	a ‘ua iloa atu o ia e i latou o lo‘o savali i luga o le vai, ‘ona manatu ai lea o i latou se aitu, ‘ona ‘alalaga ai lea o i latou. 
MRK.6.50	‘Ua matuā fefefe lava i latou ‘ina ‘ua latou va‘aia o ia.
MRK.6.50	A ‘ua fetalai atu Iesu ‘iā te i latou, “ ‘Ia ‘outou loto tetele! ‘aua tou te fefefe.” 
MRK.6.51	‘Ua maliu atu o ia i totonu o le va‘a ‘ona malū ai lea o le matagi. ‘Ona matuā ofo lea o i latou. 
MRK.6.52	Sa le malamalama i latou e uiga i areto; ‘ona o le faigatā o latou loto.
MRK.6.53	‘Ua o‘o atu i latou i le isi itūvai ‘ona tuta atu lea i le nu‘u o Kenesareta. 
MRK.6.54	O le taimi lava na ō ‘ese atu ai i latou mai le va‘a na iloa lelei atu ai e tagata Iesu. 
MRK.6.55	‘Ona taufetuli atu lea o i latou mai i itū uma ma ta si‘i ane tagata mama‘i ‘iā te ia i mea sa maliu atu i ai. 
MRK.6.56	O nu‘u uma ma ‘a‘ai ma faoa ‘a‘ai na maliu atu i ai Iesu na ta si‘i ane e tagata o latou tagata mama‘i i malae, ma ‘ai‘oi atu ‘iā te ia se‘i tau lava ‘ina pa‘i atu i latou i ona ‘ofu; ma o i latou uma lava o ē na pa‘i atu ‘iā te ia na fa‘amālōlōina.
MRK.7.1	‘Ona potopoto mai ai lea ‘iā Iesu o faresaio ma nisi a‘oa‘o tulafono mai Ierusalema. 
MRK.7.2	Sa iloa e i latou nisi o ona so‘o ‘ua ‘a‘ai ma o latou lima ‘ele‘elea, o lona uiga, e le‘i fafano.
MRK.7.3	Auā o faresaio ma tagata Iutaia sa tāofi i a‘oa‘oga a o latou tamā ‘ua mavae; e lē mafai ‘ona ‘a‘ai i latou vaganā ‘ua fafano o latou lima, 
MRK.7.4	e lē mafai fo‘i ‘ona ‘a‘ai i latou i ni mea‘ai mai le maketi vaganā ‘ua fa‘amamāina muamua o latou tino. Sa tausia fo‘i e i latou nisi a‘oa‘oga e pei o le fufuluina o ipu ma ‘ulo ma ipu ‘apamemea ma moega.
MRK.7.5	‘Ona fesili ane lea o faresaio ma a‘oa‘o tulafono ‘iā Iesu, “ ‘Ua le tausia aiseā e ou so‘o a‘oa‘oga na tu‘uina mai e tamā ‘ua mavae, a ‘ua ‘a‘ai i latou ma lima e le‘i fafanoina?”
MRK.7.6	‘Ona tali atu lea o Iesu ‘iā te i latou, “ ‘Ua fetaui lelei le valo‘aga a Isaia ‘iā te ‘outou tagata pepelo, e pei ‘ona tusia:
MRK.7.6	‘ ‘Ua vivi‘i mai lenei nu‘u ‘iā te a‘u i o latou laugutu,
MRK.7.6	a o latou loto ‘ua mamao ma a‘u.
MRK.7.7	E leai se aogā e tapua‘i mai ai i latou ‘iā te a‘u,
MRK.7.7	auā ‘ua ‘avea e i latou a‘oa‘oga a tagata,
MRK.7.7	e pei o ni a‘oa‘oga a le Atua.’
MRK.7.8	“ ‘Ua ‘outou lafoa‘i le poloa‘iga a le Atua ‘ae tāofi mau a‘oa‘oga a tagata.”
MRK.7.9	‘Ua fetalai atu fo‘i o ia ‘iā te i latou, “O se faiga poto tele lea ‘ua ‘outou faia, o le tete‘e atu lea i le poloa‘iga a le Atua ‘ae tausia a ‘outou lava a‘oa‘oga. 
MRK.7.10	Auā ‘ua poloa‘i mai Mose, ‘ ‘Ia e āva i lou tamā ma lou tinā, i le ma lea, ia fasiotia so o se isi e tautala lē mafaufau i le tamā po o le tinā.’ 
MRK.7.11	A ‘ua ‘outou fai mai, a fai atu se tagata i lona tamā po o lona tinā, o mea na tu‘u e tausi ai ‘oulua ‘ua kopano (o lona uiga ‘ua fa‘asāina mo le Atua), 
MRK.7.12	‘ona lē afaina ai lea o ia i lona lē tausia o ona matua. 
MRK.7.13	O lona uiga, ‘ua ‘outou fa‘asili a ‘outou lava a‘oa‘oga i lo le ‘upu a le Atua. E le gata i lenā, a ‘ua tele fo‘i nisi mea fa‘apenā ‘ua ‘outou faia.”
MRK.7.14	‘Ona toe vala‘au lea o Iesu i tagata e to‘atele ma fetalai atu ‘iā te i latou, “Fa‘alogo mai ia ‘iā te a‘u ‘outou uma ma ‘ia ‘outou iloa le mea lenei: 
MRK.7.15	E lē o mea e alu atu mai fafo i totonu o le tagata, a o mea e sau mai totonu ‘iā te ia e leaga ai o ia. 
MRK.7.16	O lē ‘ua i ai taliga e fa‘alogo ai, fa‘alogo lelei mai ia.”
MRK.7.17	‘Ina ‘ua tu‘ua e ia tagata e to‘atele ‘ae alu atu i le fale, sa fesili mai ona so‘o ‘iā te ia i le uiga o le tala fa‘atusa. 
MRK.7.18	‘Ona fetalai atu lea o Iesu ‘iā te i latou, “E o‘o fo‘i ‘iā te ‘outou, tou te le malamalama ‘ea? Tou te le iloa ‘ea e leai se mea e alu atu mai i fafo i totonu o le tagata e leaga ai o ia? 
MRK.7.19	O mea e alu atu i totonu e alu i le manava ma toe sau i fafo; ‘ae le o‘o i le loto.”
MRK.7.20	‘Ua toe fetalai atu o ia, “O mea e sau mai totonu o le tagata e leaga ai o ia. 
MRK.7.21	Auā e sau mai totonu o le loto o le tagata manatu leaga e pei o le faita‘aga ma le gaoi ma le fasioti tagata, 
MRK.7.22	o le mulilua, o le manumanu, o le amioleaga, o le taufa‘a‘ole‘ole, o le matāitu, o le ‘upuleaga, o le fa‘amaualuga ma le lē mafaufau; 
MRK.7.23	o mea leaga uma nei e sau mai totonu o le tagata, ma o mea na e leaga ai o ia.”
MRK.7.24	‘Ona tu‘ua lea e Iesu o lea mea ‘ae maliu atu i le itūmālō o Turo ma Saitonu. ‘Ua ulu atu o ia i le fale; sa le finagalo o ia ‘ina ‘ia iloa o ia e nisi, peita‘i sa le mafai ‘ona lilo. 
MRK.7.25	E i ai le tinā na fa‘alogo ‘ua i ai Iesu i le ‘āiga lea, ‘ona alu ane lea ma fa‘apa‘ū i ona luma ‘ona o si ana tama teine sa i ai le agaga leaga. 
MRK.7.26	O le fafine lenei o le fafine Eleni, na fānau i Foinie i Suria. ‘Ua ‘ai‘oi mai o ia ‘iā Iesu ‘ina ‘ia tuli‘esea le temoni mai lana tama teine. 
MRK.7.27	A ‘ua tali atu Iesu, “E tatau ‘ona fafaga muamua le fānau ia mā‘o‘ona; auā e le se mea tatau le fafaga o ta‘ifau i mea‘ai a le fānau.”
MRK.7.28	‘Ua tali atu o ia ‘iā te ia, “E moni lava a oe, peita‘i o ta‘ifau i lalo o le laulau e ‘a‘ai i latou i fasi mea‘ai a le fānau e pa‘u‘ū i lalo.”
MRK.7.29	‘Ona fetalai atu lea o Iesu ‘iā te ia, “ ‘Ona o lau tali lenā, fo‘i ia oe, ‘ua alu ‘ese le temoni sa i lau tama teine.”
MRK.7.30	‘Ona toe fo‘i lea o ia i lona ‘āiga, ‘ua maua atu lana tama teine o ta‘oto‘oto i le moega, ‘ua alu ‘ese le temoni nai ‘iā te ia.
MRK.7.31	‘Ona tu‘ua lea o Turo e Iesu ‘ae ui atu i Saitonu aga‘i i le vaituloto o Kalilaia sa ui atu fo‘i o ia i Tekapoli. 
MRK.7.32	‘Ona avane lea e nisi tagata ‘iā te ia le tagata tutuli ma gūgū, ‘ua ōle ane i latou ‘iā te ia ‘ina ‘ia fa‘ae‘e ona ‘a‘ao i luga ‘iā te ia. 
MRK.7.33	‘Ua ta‘ita‘i ‘ese o ia e Iesu mai tagata e to‘atele ma tu‘u ona tamatama‘ilima i ona taliga; ‘ua feanu fo‘i ma pa‘i atu i lona laulaufaiva. 
MRK.7.34	‘Ona tepa a‘e lea o Iesu i le lagi, ‘ua tatalo; ‘ona fetalai atu lea i le tagata, “Efata,” o lona uiga, “ ‘Ia avanoa ou taliga.”
MRK.7.35	Na avanoa loa lava ona taliga, ma ‘ua matala fo‘i lona laulaufaiva; ‘ona tautala manino loa lea o ia. 
MRK.7.36	‘Ona vavao atu lea e Iesu tagata uma, e ‘aua ne‘i ta‘u atu e i latou i se isi; a ‘ua atili ai ‘ona tāla‘i e i latou. 
MRK.7.37	O i latou uma na fa‘alogo ai sa matuā ofo ma fa‘apea ane, “ ‘Ua matuā lelei lava mea uma ‘ua na faia. ‘Ua faia e ia ‘ia fa‘alogo lē sa tutuli ma tautala lē sa gūgū.”
MRK.8.1	‘Ina ‘ua toe potopoto ane tagata e to‘atele i ia aso, ma ‘ua leai sa latou mea e ‘ai, ‘ona vala‘au atu ai lea o Iesu i ona so‘o ma fai atu, 
MRK.8.2	“ ‘Ua ‘ou alofa tele i nei tagata auā ‘ua tolu nei aso o matou fa‘atasi ma e leai ni a latou mea e ‘ai. 
MRK.8.3	Ma ‘āfai fo‘i ‘ou te ‘auina atu i latou i o latou ‘āiga ‘ae le‘i ‘a‘ai, e matapogia i latou i le ala auā o nisi o i latou e mamao le mea e ō mai ai.”
MRK.8.4	‘Ona tali mai lea o ona so‘o ‘iā te ia, “O fea o lenei vao tu‘ufua e maua ai e se isi ni mea‘ai e lava e fafagaina ai nei tagata?”
MRK.8.5	‘Ona fesili atu lea o Iesu, “E fia ni areto o ‘iā te ‘outou?”
MRK.8.5	‘Ua tali mai i latou, “E fitu.”
MRK.8.6	Na fa‘atonuina loa e ia tagata ia nonofo i lalo. ‘Ona tago lea o ia i areto e fitu, ‘ua fa‘afetai atu i le Atua ma tofitofi e ia ma avatu i ona so‘o ‘ina ‘ia tufatufa atu i tagata; i le ‘ua fa‘apea ‘ona faia e i latou. 
MRK.8.7	Sa i ai fo‘i nai a latou i‘a laiti. ‘Ua saunia fo‘i e ia le fa‘afetai, ‘ona fetalai atu ai lea o ia i ona so‘o ia tufatufaina atu i tagata. 
MRK.8.8	‘Ua ‘a‘ai i latou ma ‘ua mā‘o‘ona. ‘Ona fu‘eina lea e i latou mea na totoe ma ‘ua tūtūmu ai ‘ato e fitu. 
MRK.8.9	O tagata na ‘a‘ai pe tusa o le faafe. ‘Ona tu‘ua lea o i latou e Iesu. 
MRK.8.10	‘Ua maliu a‘e loa o ia ma ona so‘o i le va‘a ma ō atu i le itūmālō o Tamanuta.
MRK.8.11	Na ō ane faresaio finau ma Iesu. Sa taumafai i latou e sā‘ili se fa‘ailoga mai le lagi e faia e ia, ‘ina ‘ia fa‘aosoosoina ai o ia. 
MRK.8.12	‘Ona tigā lea o le finagalo o Iesu ma fetalai atu, “ ‘Ua manana‘o aiseā lenei tupulaga i se fa‘ailoga ofoofogia? O le ‘upu moni ‘ou te ta‘u atu ‘iā te ‘outou, e leai se fa‘ailoga fa‘apenā e avatua i lenei tupulaga.”
MRK.8.13	‘Ona tu‘ua lea o i latou e ia ‘ae fo‘i atu i le va‘a ma maliu atu i le isi itūvai.
