GEN.1.1	Yäput peŋpäŋ Anututä kunum kenta kome pewän ahäŋkumän. 
PSA.40.12	Bäräpi u ba u yärepmitta kädetta wäyäkŋewa wakaŋ. Momina mäyap iniktä gwäkna pujiŋ itkaŋ u yärepmitkaŋ. Unita umun terak itat.
PSA.40.13	Unita Ekäni, bäräŋeŋ abä täŋkentäŋ namisi!
PSA.40.14	Äma nutnayäŋ täkaŋ u kehäromini yäpmäŋ äpäŋpäŋ nadäk-nadäki täŋpewi guŋtaŋirä mäyäk tawut. Mäyäk taŋpäŋ nabä-kätäŋpeŋ kut!
PSA.40.15	Äma yäŋärok man näwet täkaŋ u meni täŋpipiŋpäŋ yäwat kireŋiri mäyäk nadäwut.
PSA.40.16	Täŋpäkaŋ Ekäni, ämawebe gäk gäwaräntäk täkaŋ u oretoret täk täkot! Imata, gäkŋa waki keriken nanik wädäŋ tädotpäŋ yepmaŋkuno unita gäka gäripi pähap nadäk täkaŋ.
PSA.40.16	Täŋpäŋ kadäni kadäni ŋode yäk täkot; Ekäni uwä wäpi biŋam ikek kaŋ irän!
PSA.40.17	O Ekäni, nähä waki, kehäromina nikek nämo. Upäŋkaŋ nadäŋ namisi. Gäk kubä-tägän näkŋo täŋkentäkna ba yäpätägak ämana.
PSA.40.17	O Anutuna, bäräŋeŋ äbä täŋkentäŋ namisi!
PSA.41.2	Irirä yabä kätäŋirän iwaniyetä kehäromini täga nämo api yäpmäŋ äpneŋ.
PSA.41.3	Täŋpäŋ käyäm täŋirä Ekänitä täŋkentäŋ yämiŋirän gupi äneŋi api koreneŋ.
PSA.41.4	Täŋpäkaŋ nähä Ekäni ŋode iwetkut; Ekäni, näk gäkken momi täŋkut. Upäŋkaŋ butewaki nadäŋ namiŋpäŋ nepmaŋpi tägasiwa.
PSA.41.5	Iwanayetä käyäm täŋira nabäŋpäŋ man jägämi näwet täkaŋ. Uwä näkä kumäŋira wäpita kaŋ guŋ täna yäŋ nadäk täkaŋ.
PSA.41.6	Täŋpäŋ äma u nabänayäŋ äbäk täkaŋ u jop gupi-tägän äbäk täkaŋ. U näka waki ude itak yäŋ yäŋpäŋ yäŋtäŋ kukta jop nabänayäŋ äbäk täkaŋ.
PSA.41.7	Äma kokwawak täŋ namik täkaŋ uwä näka waki ude ahäŋ imitak yäŋpäŋ yäŋjiap-jiap yäŋtäŋ kuk täkaŋ.
PSA.41.8	Näka ŋode yäk täkaŋ; Wisik! U käyäm wakiinik kubä täŋkaŋ kumäkta biŋam täyak. U täga nämo api tägawek yäŋ yäk täkaŋ.
PSA.41.10	Unita Ekäni, butewaki nadäŋ namiŋpäŋ nepmaŋpi tägaŋpäŋ iwanayeta kowata api yämet.
PSA.41.11	Ude täŋkentäŋ namiŋiri iwantä nämo närepmiräwä ŋode api nadäwet; Anutu, gäk näka bänep täga nadäŋ namitan yäŋ api nadäwet.
PSA.41.12	Näk kudän tägagän täk täyat unita oraŋ namiŋpäŋ iŋamkaken kwawakgän nepmaŋ iriri tärek-täreki nämo api iret.
PSA.42.4	Bian näk komenaken itkaŋ ämawebe tawaŋ käroŋ näkä jukun yäŋ-yäkŋat yäpmäŋ oretoret terak Anutu täŋo kudupi yot gänaŋ ärok täŋkumäŋonik.
PSA.42.4	Äroŋkaŋä Anututa oretoret kap teŋ imiŋitna unitä täŋpidäm taŋ nimik täŋkukonik.
PSA.42.6	Näk komenata nadäwätäk täŋ itat. Upäŋkaŋ Anutu, ban kome ŋo Jodan ume dapuri kädakät pom yarä Hemon kenta Misa ŋoken itkaŋ gäka nadäŋ gamayäŋ.
PSA.42.8	Kap teŋkaŋ Anutuna, irit kuŋat-kuŋatna täŋo mähemi uken yäŋapik täyat.
PSA.42.9	Täŋpäŋ kadäni kadäni Anutu, mobä kujatna ŋode iwet täyat; Imata näka guŋtak täyan? Imata iwan yabäŋ äwaräkuk täŋiri komi namik täkaŋ?
PSA.42.10	Kadäni kadäni iwantä sära ŋode näwet täkaŋ; Anutuka de? Man ude näwet täkaŋ u äpa kuwektä-yäŋ namäk täkaŋ.
PSA.42.11	Yäke! Butewaki imata nadätat? Bänepna imata jägäm täyak? Ude nämo! Näk ŋode täŋpet yäŋ nadätat; Näk Anutu tubeŋ kuŋkaŋ pen api iniŋoret täŋpet! Imata, Ekänina uwä nämagurani ämana bureni!
PSA.43.2	Anutu, gäk näkŋo kehäromina ude itan upäŋkaŋ imata mäde ut namitan? Iwantä kehäromina yäpmäŋ äpäŋirä wakiinik nadätat.
PSA.43.4	Ude täŋ namiŋiri eŋikaken äroŋpäŋ gäk ganiŋ orerayäŋ kudupi bukäkaken kwa. Bureni, Anutuna, gäk dubikaken kwa.
PSA.43.4	Gäk bänepna täŋpidäm taŋ namiŋiri oretoret pähap nadäk täyat unita Anutu Anutuna, wagäm utpäŋ api ganiŋ oreret.
PSA.43.5	Yäke! Butewaki imata nadätat? Bänepna imata jägäm täyak? Ude nämo! Näk ŋode täŋpet yäŋ nadätat; Näk Anutu tubeŋ kuŋkaŋ pen api iniŋoret täŋpet! Imata, Ekänina uwä nämagurani ämana bureni-inik!
PSA.44.4	Gäk intäjukun ämana ba Anutuna bureni. Isrel äbot nintäŋo iwaniye yärepmitta kädet peŋ nimiŋkun.
PSA.44.5	Täŋkaŋ gäkä täŋkentäŋ nimiŋiri iwaniye täŋo kehäromi yäpmäŋ äpäk täkamäŋ.
PSA.44.7	Nämo, gäkŋa-tägän täŋkentäŋ nimiŋpäŋ iwaniye kokwawak nadäŋ nimik täkaŋ u däpmäŋ yäwat kireŋpäŋ u keriken nanik yäyomägatpäŋ nipmak täyan.
PSA.44.8	Unita gäkŋo wäpka yäpmäŋ akuŋpäŋ bänep täga man tärek-täreki nämo api gäwet täne.
PSA.44.9	Upäŋkaŋ waki, apiŋode nibä kätäŋiri iwaniyetä ämikken nirepmit täkaŋ. Komi ämaniye nämo itkentäŋ yämik täyan.
PSA.44.10	Ude täŋiri iwaniye yabäŋ umuntaŋ metäŋpeŋ kuŋitna nintäŋo tuŋum korek täkaŋ.
PSA.44.11	Nibä kätäŋiri sipsip däpmäk täkaŋ ude iwaniyetä nin mäyap nidäpuŋ. Ude täŋiri ämatä komeken kubäkubä kuŋ täna kuŋkuŋ.
PSA.44.12	Ämawebekaye ninta nadäŋiri äpani-inik täŋpäpäŋ nin iwaniyeta jop yäniŋ kireŋkun.
PSA.44.13	Gäk kudän nintä terak pewi ahäŋ nimiŋkuŋo u kaŋpäŋ, äma nintä äbotken nanik nämo unitä yäŋärok niwetpäŋ yäŋpäŋ-nibäŋ mägayäk täk täkaŋ.
PSA.44.14	Täŋpewi imaka jopi ude äworeŋitna guŋ äbotken naniktä yäŋpäŋ-nibäŋ niwat täkaŋ.
PSA.44.15+PSA.44.16	Iwanaye ba äma näka kokwawak täk täkaŋ unitä yäŋärok ude yäŋirä mäyäk pähap nadäŋpäŋ umuri nadäk täyat.
PSA.44.17	Jide? Gäka guŋ taŋpäŋ gäkkät topmäk-topmäk kubägän täŋpani u irepmitnapäŋ imaka waki ude pewi ahäŋ nimitak? Nämo, nin ude nämo täŋkumäŋ.
PSA.44.24	Ninta imata käbop it nimitan? Komi bäräpi gänaŋ itkamäŋ ŋonita ninta nämo guŋ täwen.
PSA.44.25	Yäke! Däpmäŋ jakŋitpäŋ nipmaŋpä kumbanitä-yäŋ kome terak pätkamäŋ.
PSA.44.26	Unita äbä täŋkentäŋ nimisi! Gäk nadäŋ nimikinik täk täyan udegän waki keriken itkamäŋ ŋo nimagutsi!
PSA.45.1	Man säkgämän säkgämän nadäk-nadäkna-ken tokŋek parirän intäjukun äma u iniŋ ubiŋpäŋ tewayäŋ. Äma meni pidämitä man säkgämän yäŋahäk täkaŋ ude menatä äma ekäni u ŋode iniŋ ubiŋ tekta pidäm täyat;
PSA.45.2	Gäk äma säkgämän, man yäkyäkka imaka, gäripi nikek. Äma gäk udewani kubä nämo itak. Bureni, Anututä iron täŋ gamiŋkukotä pen api täŋ gamiŋ yäpmäŋ ärowek.
PSA.45.3	Gäk intäjukun äma kehäromi pähap, wäpka biŋam ärowani-inik. Unita kehäromika niwoŋärekta päip bohamka iŋitpäŋ isi!
PSA.45.4	Kehäromika nikek unitä iwan täŋo kehäromi yäpmäŋ äpäk täyi. Täŋpäŋ man bureni ba kudän siwoŋi unitägän irun yäŋpäŋ täŋ-mehamtak täyi. Kehäromikatä ämik täŋpäŋ iwan däpmäŋirän kaŋpäŋ umun pähap täk täkot!
PSA.45.5	Täŋkaŋ tenäŋ kuwek-kuwekkawä päraŋi-inik. U iwankaye yabä-tumäkta nikek. Täŋiri äma äbori äbori gabäŋpäŋ gämotka-kengän maŋ pat täkaŋ.
PSA.45.8	Gäkŋo tek käroŋi kudup käbäŋi säkgämän-inik, jiä däropä käbäŋ ikek bumik. Ba intäjukun äma ätutä gäkä eŋiken abä kap teŋkaŋ ganiŋoret täkaŋ.
PSA.45.9	Täŋpäkaŋ äma jopi täŋo äperiyetä watä nämo it gamik täkaŋ. Nämo, kome ätu täŋo intäjukun äma täŋo äperiye unitä gäkä eŋiken itkaŋ watä it gamik täkaŋ. Täŋpäkaŋ webekawä omäk meran säkgämän täŋpäŋ dubikaken it täyak. Omäk meran uwä gol mobä säkgämän-inik, Opia komeken nanik upäŋ täŋpani.
PSA.45.10	Eruk webeni, gäka ŋode yäŋira nadä; Gäk komekaken nanik ämawebe ba nägät moräkaye mäde ut yämiŋpäŋ unita juku kubä nämo pewen.
PSA.45.11	Ude täŋiri intäjukun ämakatä gabäŋgärip täŋpäŋ gäka webe säkgämän yäŋ api gäwerek. Täŋ äpka uwä ekänika unita mani buramiwen.
PSA.45.12	Täŋpäkaŋ Tire komeken ban naniktä äbä bänep tägata iron api täŋ gamineŋ, ba tuŋum ämatä gäk ganiŋ oretta api ämneŋ.
PSA.45.13+PSA.45.14	Eruk ämawebe, nadäkot! Intäjukun ämajin täŋo webeni uwä ini eŋi gänaŋ säkgämän, kaŋgärip ikek ude itak. Teki uwä golkät bok täŋpani, unita ägo-ägo weŋirän intäjukun äma dubiniken yäŋikŋat yäpmäŋ kukaŋ. Kuŋirä webe gubaŋ noriye imaka, iwarän täŋirä ugän yäŋ-yäkŋat yäpmäŋ kukaŋ.
PSA.45.15	U kudup, bänep täga pähap nadäŋpäŋ oretoret terak intäjukun äma täŋo eŋi pähap gänaŋ kumaŋ ärokaŋ.
PSA.45.16	Täŋpäkaŋ intäjukun ämana, gäka ŋode yäyat; Gäkŋo nanak ämani mäyap ahäŋpäŋ gäk ba oraŋkaye täŋo kome yäpmäŋpäŋ intäjukun äma udegän api itneŋ. Täŋirä ämawebe komeni komeni yabäŋ yäwatta wäpi biŋam ärowani api yämen.
PSA.46.2	Unita nin imaka kubäta nämoinik umuntäne. Nämoinik! Kenäŋ kwaiŋirän kome kwähärep duneŋo uwä täga. Ba pom gwägu bämopiken duŋpeŋ äpmoneŋo u imaka täga. Nämo api umuntäne.
PSA.46.7	Upäŋkaŋ ninäwä nämo api umuntäne. Nämo, Ekäni kehäromi mähemi u ninkät it täkamäŋ. Bäräpi kubätä ahäwänä Oranin Jekop täŋo Anutuken käbop täga api itne.
PSA.46.8	Ai, ämawebe in äbut! Äbäŋpäŋ Ekänitä piä täk täŋkuko u ŋo kawut! Imaka imaka täk täŋkuko u yabäŋpäŋ jäkjäk yamäŋpäŋ nadäwä inide kubä täk täyon!
PSA.46.9	Ekäni uwä komeni komeni täŋo ämik däpmäŋ täkŋek täyak. Täŋpäŋ äpa kuwek yäpmäŋpäŋ tokät jukutpäŋ kurepä kädäp gänaŋ ureŋ täŋpän äpmok täkaŋ.
PSA.46.10	Kome kuduptagän täŋo Ekäni-inik u näk! yäk.
PSA.46.11	Unita ämawebe, in ŋode nadäwut! Ekäni kehäromi mähemi, u ninkät it täkamäŋ. Bureni, bäräpi kubätä ahäwänä Oranin Jekop täŋo Anutuken käbop täga itne.
PSA.47.1	Ämawebe kuduptagän kap teŋkaŋ ketjin utpäŋ oretoret täk täkot! Täŋkaŋ oretoret gera terak Anutu iniŋ orerut!
PSA.47.2	Ekäni ärowani pähap uwä ini pärik-inik kubä itak. Kehäromini uwä umuri pähap. Uwä kome pähap ŋonitäŋo Ekäni ärowani-inik.
PSA.47.3	Uwä täŋkentäŋ nimiŋpäŋ guŋ ämawebe äbori äbori unitäŋo kehäromini yäpmäŋ äpäŋpäŋ gämotninken yepmaŋkuk. Täŋkaŋ komeni ninta niniŋ kireŋkuk.
PSA.47.4	Täŋpäkaŋ bian Anututä ini kome u iwoyäŋpäŋ nimiŋkuko unita ŋode nadäkamäŋ; Jekop täŋo äboriye ninta nadäŋ nimikinik täk täyak.
PSA.47.5	Ai, nadäwut! Anututä maŋirani bägupken äroŋkuko itak. Äro irirän ämawebetä bänep pidäm oretoret kap womat mämä terak teŋkuŋ.
PSA.47.6	Eruk! Unita nadäŋpäŋ in imaka, Anututa oretoret kap teŋ imut! Teŋkaŋ iniŋ orerut! Ekäni pähapnin oretoret kap teŋ imut.
PSA.47.6	Äneŋi täwetat; Iniŋ orerut!
PSA.47.7	Anutu uwä kome pähap ŋonitäŋo Ekäni ärowani itak unita oretoret kap teŋ imut!
PSA.47.8	Anutu ärowani pähap unitä maŋirani bägup kudupiken maŋitkaŋ ämawebe komeni komeni intäjukun-inik it yämiŋpäŋ yabäŋ yäwat täyak.
PSA.47.9	Täŋirän guŋ ämawebe äbori äbori täŋo ärowaniniyekät Abraham täŋo Anutu unitäŋo äbot ninkät käbeyä täk täkamäŋ. U imata, kome täŋo intäjukun äma kudup u Anutu gämori-kengän itkaŋ.
PSA.47.9	Anutu unitäŋo kehärominitä päke u yärepmit moretak! U intäjukuntä intäjuninik itak.
PSA.48.1	Ekäni uwä wäpi biŋam ärowani nikek. Unitäŋo yotpärare wäpi Jerusalem u pom kudupi kubä terak itak. Unita yotpärare uken äroŋpäŋ wäpi biŋam yäpmäŋ akuna!
PSA.48.2	Täŋpäkaŋ Ekäni Ärowani unitäŋo yotpärare pom u terak itak.
PSA.48.3	Anutu uwä kudupi yotpärare u bämopiken itkaŋ ämik kadäniken ämawebe uken nanikta yewa kehäromi täŋ yämik täyak.
PSA.48.4	Bian kome ätu täŋo intäjukun ämatä Saion ämawebekät ämik tänayäŋ yotpärare u dubiniken äbuŋ.
PSA.48.5	Äbäŋkaŋ yotpärare kudupi u kaŋpäŋ jäkjäk yamäŋpäŋ umuntaŋkaŋ metäŋpeŋ kuŋkuŋ.
PSA.48.7	Ämik tänayäŋ gäpe taŋi taŋi pähap terak äbuŋo u gäkä mänit pähap iniŋ kireŋpewi gäpe uwä yäpmäŋ kärapmit täŋpän kuŋkuŋ.
PSA.48.8	Täŋpäkaŋ bianä, Anutu täŋo täktäki kehäromi nikek unitäŋo manbiŋamgän nadäk täŋkumäŋonik. Upäŋkaŋ apiŋo dapunintä kaŋpäŋ nadäk täkamäŋ.
PSA.48.8	Ekäni uwä iniken yotpärare ŋo watäni säkgämän irirän kehäromigän pen api it yäpmäŋ ärowek. Yotpärare uwä Ekäninin, Anutu kehäromi mähemitä iniken.
PSA.48.9	O Anutu, kudupi yotka gänaŋ äroŋpäŋ ironka tärek-täreki nämo unitäŋo mebärita yäŋpäŋ-nadäk täk täkamäŋ.
PSA.48.10	Wäpka biŋam komeni komeni kuŋ moreŋkuko unita ämawebe komeni komenitä udegän ganiŋoret täkaŋ. Täŋpäŋ yabäŋ yäwat piä täk täyan uwä nadäk-nadäk siwoŋi terakgän täk täyan.
PSA.48.11	Gäk ämawebe täŋo irit kuŋat-kuŋari u siwoŋigän yäpmäŋ danik täyan unita ämawebe Saion yotpärareken nanik ba yotpärare taŋi täpuri Juda komeken it yäpmäŋ kukaŋ u nanik kudup, oretoret täk täkaŋ.
PSA.48.12+PSA.48.13	Eruk, Anutu täŋo ämawebe, in Anutu täŋo kehäromini kaŋpäŋ nadäna yäŋpäŋä ŋode kaŋ täŋput; Jerusalem yotpärare gägäniken kuŋat äyäŋutpäŋ yewa kehäromikät ämik täŋo tuŋum tuŋum ukät yabäŋpäŋ-nadäwut.
PSA.48.12+PSA.48.13	Yabäŋpäŋ-nadänayäŋ täŋo unitäŋo biŋam uwä nanakjiye orajiye mäden ahänayäŋ täkaŋ u ŋode kaŋ yäwerut;
PSA.49.1	Äma äbot, kome terak it yäpmäŋ kukaŋ in kudup man ŋo nadäwut.
PSA.49.2	Äma wäpjin biŋam nikek ba wäpjin nämo, äma moneŋ ikek ba äma jäwäri, in kuduptagän man täwerayäŋ täyat ŋo juku peŋpäŋ nadäwut.
PSA.49.3	Man kädet siwoŋi kubä nadätat u intä nadäneŋta yäŋahäwayäŋ.
PSA.49.4	Man siwoŋi u man wärani terak täwerayäŋ. Täwet paotpäŋä man wärani unitäŋo mebäri kap terak api yäŋahäwet.
PSA.49.5+PSA.49.6	Täŋpäkaŋ äma waki udewanitä näk it gwäjiŋpäŋ nutnayäŋ täk täkaŋ. Upäŋkaŋ, äma udewanita imata umuntäwet?
PSA.49.9	Moneŋ terak äma kubätä irit kehäromi täga nämo kaŋ-ahäwek. Nämo, äma kuduptagän paot-paotta biŋam.
PSA.49.10	Bureni nadäkamäŋ. Äma kuduptagän kumäk täkaŋ. Äma nadäk-nadäk ikek kumäk täkaŋ.
PSA.49.10	Ba guŋ ämakät äma kädet goret-goret täŋpani u imaka, kumäk täkaŋ. Kumäŋpäŋ moneŋi peŋirä äma ätutä yäpmäk täkaŋ.
PSA.49.11	Bianä, äma udewani komeni nikek. Upäŋkaŋ apiŋo kubäpäŋ äneŋirä kome ukengän paot-paori nämo api itneŋ.
PSA.49.12	Äma täŋo wäpi biŋamtä kumäk-kumäkita kädet nämo api täŋpipiŋ yämek. Nämoinik! Tomtä kumäk täkaŋ udegän api kumneŋ.
PSA.49.13	Kumäk-kumäk kädet uwä, äma inita nadäkinik täŋpäŋ täga itkamäŋ yäŋ nadäk täkaŋ uken api ahäŋ yämek. U kawut!
PSA.49.14	Äma udewani uwä tom udegän, kumäk-kumäk ikek. Kumäŋirä kumäŋ-kumäŋtä watä ämani ude api täŋpek. Äma äneŋpaniken äpmoŋirä gupi bäräŋeŋ paraŋirä ämawebe siwoŋitä Wi! api yäwatneŋ.
PSA.49.16	Unita nadäkot! Äma moneŋ tuŋum ikek ba eŋi säkgämän nikek, udewanita ninin jide täŋpäŋ äma ude kaŋ äworene yäŋ nadäwätäk nämo täneŋ.
PSA.49.18	Täŋpäŋ äma udewani kodak itkaŋ kome täŋo tuŋumta gäripi nadäŋpäŋ Anutu täŋo iron terak itkamäŋ yäŋ nadäk täkaŋ.
PSA.49.18	Säkgämän irirä äma ätutä wäpi biŋam yäpmäŋ akuk täkaŋ.
PSA.49.19	Upäŋkaŋ äma udewani kumäŋkaŋ, bian äbekiye oraniyetä kumäŋpeŋ päŋku bipmäŋ urani gänaŋ itkuŋken ugän api yäwatneŋ.
PSA.49.20	Bureni-inik! Äma moneŋ tuŋum ikek upäkaŋ nadäk-nadäki nämotä irit kehäromita biŋam nämo api täneŋ. Uwä tomtä kumäŋpäŋ parak täkaŋ udewani.
PSA.50.1	Ai! Ämawebe in nadäwut! Anutu ärowani, Ekäninin unitä man yäwayäŋ täyak. U ämawebe komeni komeni päke unita gera yäyak.
PSA.50.2	Anutu täŋo peŋyäŋek kudän Jerusalem yotpärare säkgämän uken naniktä kwawakinik teŋ yäŋetak. U kawut!
PSA.50.3	Bureni! Anutunin kehäromi nikek u man yäwayäŋ äbätak. Kädäp mebettä intäjukun kuŋirän iwän mänit pähaptä itgwäjiŋirän äbätak.
PSA.50.4+PSA.50.5	Anututä ämawebeniye täŋo kudän yäpmäŋ daniwayäŋ yäŋpäŋ kunum kenta kometa gera ŋode yäyak; Ek äbä ämawebe naniŋ oret täkaŋ u kuduptagän yämagut päbä iŋamnaken yepmaŋpun yäk.
PSA.50.4+PSA.50.5	Ämawebe uwä näkkät topmäk-topmäk kubägän täŋpäŋ täŋ-kehäromtakta tom däpmäŋpäŋ ijiŋ namiŋkuŋo u yäk.
PSA.50.4+PSA.50.5	Eruk, ude täŋpänkaŋ man piä täŋira kaŋ nabäwut yäk.
PSA.50.7	Eruk, Anututä ämawebeniye ŋode yäwetak; Isrel ämawebenaye, juku peŋkaŋ nadäwut! Anutu bureni-inik, intäŋo Anutujin näkŋa in manken tepmaŋpayäŋ yäk.
PSA.50.8	Tom käbäŋi nikek ijiŋ namik täkaŋ unita nämo tebetat yäk. Nämo, kadäni kadäni in tom käbäŋi nikek ijiŋ namik täkaŋ yäk.
PSA.50.9	Upäŋkaŋ ŋode täwera nadäwut; Näk bulimakau ba memeta nämo wäyäkŋek täyat yäk.
PSA.50.10+PSA.50.11	Nämoinik, tom ägwäri bipiken itkaŋ, ba bulimakau pomken itkaŋ, barak ba gwakgwak imaka u kuduptagän näkŋogän yäk.
PSA.50.13	Näk inipärik kubä. Tom koyani ba nägäri nämo nak täyat yäk.
PSA.50.14	Täŋpäkaŋ naniŋ oretoret kädet bureni gäripi näkä nadäk täyat uwä ŋode; In naniŋ oretpäŋ bänep täga man yäk täkot. Uwä ärawa bureni ude api täŋ namineŋ.
PSA.50.14	Täŋpäŋ Anutu ärowani näka bänep täga täŋ namikta yäk täŋkuŋo uwä bureni täŋ namineŋ!
PSA.50.16	Täŋpäkaŋ Anututä äma waki täŋpani man ŋode yäwetak; In jop, mejin-tägän näkŋo baga man ba topmäk-topmäk kubägän u yäŋahäk täkaŋ. Täŋirä nadäwa siwoŋi nämo täk täkaŋ.
PSA.50.18	In kubo äma yabäŋkaŋ ukät not täŋpeŋ kuŋat täkaŋ. Yabäŋirä intäŋo notjiye ude äworek täkaŋ.
PSA.50.18	Ba ämawebe kubokäretta täŋpani ba nädapitä duŋ-weŋpäŋ ini-ini iranikät not täŋ yämiŋpäŋ kuŋat täkaŋ.
PSA.50.19	In mejinta watä nämo itkaŋ man jop manman ba man wakiwaki yäk täkaŋ.
PSA.50.20	Täŋkaŋ notjiye manken yepmaŋit yäŋpäŋ-yabäŋ yäwarit täk täkaŋ.
PSA.50.21	Upäŋkaŋ nämoinik! Apiŋo tebeŋpäŋ manken kwawak tepmaŋpayäŋ.
PSA.50.22	Unita ämawebe näka mäde ut namik täkaŋ, in ŋode nadäwut; In itkaŋ ude pen udegän itpäŋä api waŋ moreneŋ.
PSA.50.22	Täŋkaŋ äma kubätä in täga nämo api täŋkentäŋ tamek.
PSA.50.23	Ämawebe ude täŋ namiŋkaŋ näkŋo man buramik täkaŋ uwä bureni-inik api yämaguret.
PSA.51.4	Unita iŋam man näwetkuno u burenigän näwetkun. Ba täktäkna yäpmäŋ daniŋkuno u siwoŋigän yäpmäŋ daniŋkun.
PSA.51.5	Täŋpänkaŋ momi täŋpani pen udegän it yäpmäŋ äbätat.
PSA.51.12	Gäkŋo man iwatta gäripi pewi ahäŋ namänkaŋ gäkä mehamtäŋ namiŋiri man u buramiwa.
PSA.51.17	Näk nadätat, gäk äma iniken momita nadäŋ bäräp täŋpäŋ inita nadäwä äpani täk täkaŋ äma udewanita mäde nämo ut yämik täyan.
PSA.51.18	Anutu, gäkŋaken gärip iwatpäŋ ämawebe Jerusalem nanik täŋkentäŋ yämiŋiri säkgämän kaŋ irut. Täŋpäŋ Jerusalem täŋo yewa pähap äneŋi täŋkodak taŋpäŋ kaŋ pe!
PSA.51.19	Ude täŋiri ämatä gupe käbäŋi nikek ijiŋ gamiŋirä gäripi taŋi api nadäwen.
PSA.52.3	Kudän tägata nadäwi äpani täŋpäpäŋ waki täkta gäripi nadäk täyan. Ba jop manmanta nadäwi ärowani täŋpäpäŋ man burenita gaŋani nadäk täyan.
PSA.52.4	Jop manman yäwani gäk, ämawebe meka jinomtä komi yämikta gäripi pähap nadäk täyan.
PSA.52.5	Unita Anututä gäka komi gamayäŋ täyak u tärek-täreki nämo. U eŋikaken nanik u wädäŋ maŋpän kuŋiri äma itnayäŋ täkaŋ u wari nämo api nadäŋ gamineŋ.
PSA.52.6	Anututä ude täŋirän äma siwoŋi kuŋaranitä u kaŋpäŋ api umuntäneŋ. Täŋpäŋ gabäŋ mägayäŋpäŋ ŋode api yäneŋ;
PSA.52.8	Täŋpäkaŋ nähä olip päya säkgämän Anutu täŋo eŋi dubiniken ärowani ude bumik itat. Täŋpäŋ unitäŋo iron tärek-täreki nämo uterak yeŋgäma pewäpäŋ it täyat.
PSA.52.9	Unita Anutu, imaka täŋ namik täyan unita bänep täga man api gäwet yäpmäŋ ärowet.
PSA.52.9	Täŋpäŋ ämawebekaye iŋamiken gäk tägagämän yäŋ yäŋahäŋpäŋ api yäwet täŋpet.
PSA.53.4	Unita Anututä ŋode yäyak; Jide? Ämawebe udewani uwä nadäk-nadäki nämo ba? U näkŋo ämawebenaye uken täŋyäkŋatpäŋ kubota pidämigän täŋ yämik täkaŋ. Ude täŋkaŋ näkken yäŋapik man kubä nämoinik yäk täkaŋ.
PSA.53.5	Upäŋkaŋ umuri pähap kubä api nadäneŋ. Bian umun udewani kubä nämoinik nadäŋkuŋ. Anututä ämawebeniye täŋo iwan kudup däpmäŋpäŋ kujari api ureŋ täŋpän kuneŋ. Bureni, Anututä mäde ut yämiŋkuko unita Isreltä iwaniye u täŋpäwakinik api täŋ yämineŋ.
PSA.53.6	Eruk, Anututä Isrel ämawebe täŋkentäŋ yämikta äma kubä Saion nanik pewän äbän yäŋ nadätat. Anututä ude täŋirän äneŋi säkgämän itnayäŋ täkaŋ unita oretoret pähap api nadäneŋ!
PSA.54.2	Gäkken yäŋapiŋira juku peŋpäŋ nadäŋ namisi.
PSA.54.3	Äma komi komi ba peŋawäk täŋpanitä näk kumäŋ-kumäŋ nutnayäŋ äbäkaŋ. Äma udewanitä Anututa nadäŋirä jopi täk täyak.
PSA.54.4	Täŋpäkaŋ Anutu iniwä täŋkentäŋ namik täyak. Intäjukun ämanatä watä säkgämän it namiŋirän täga it täyat.
PSA.54.5	Nämo nepmak täyak unita iwan komitä näka täŋ namik täkaŋ ugänpäŋ Uraktä äyäŋutpäŋ kowata udegän yämiŋirän paot-inik api täneŋ.
PSA.54.6	O Ekäni, gäk tägagämän unita bänep täga man gäwetpäŋ iron kowata täŋ gamayäŋ nadätat.
PSA.54.7	Täŋpäŋ yabäŋira gäkä iwanaye kuduptagän däpmäŋ moreŋkun.
PSA.55.1	O Anutu, yäŋapik mannata juku peŋpäŋ nadä. Butewaki terak gäwet yabäŋira mäde nämo ut namen!
PSA.55.2	Nämo, juku peŋpäŋ kowata näwet. Imata, nadäwätäknatä kehäromina kudup yäpmäŋ äpätak.
PSA.55.3	Iwanayetä umun man näwerirä bumta umuntaŋ itat. Äma waki täŋpani uwä näka gaŋani nadäŋpäŋ kokwawak nadäŋ namik täkaŋ unita nadäŋ bäräp taŋi täyat.
PSA.55.7	Ban kubäken-inik piäŋ päŋku kome ämani nämoken täha bägup täŋpäŋ itet.
PSA.55.8	Ude täŋkaŋ umuri ahäŋ namitak ŋonita uken käbop itet.
PSA.55.9	Unita intäjukun ämana bureni, iwanaye täŋo man yäkyäki täŋ-kuruktaŋ yämi. Imata, yotpärare taŋiken ämatä ämik kowata kowata täŋkaŋ ut täpätet mämä bumta täŋirä yabätat.
