GEN.1.1	Er pen kenta Doue a grouaz an env hag an douar.
MAT.5.47	Ha mar na zigemerit nemed ho preudeur, petra a rit‐hu dreist ar re all? Ar bublicaned ho‐unan ha na reont‐hi ket ive kement‐se?
MAT.5.48	Bezit eta parfet, evel ma’z eo parfet ho Tad pehini 
MAT.6.1	Likit evez na rafac’h hoc’h aluzen dirag an dud, evit beza gwelet ganthe; anez n’ho pezo ket a recompans digant ho Tad pehini 
MAT.6.2	Rag‐se pa ri aluzen, na laka ket sôn an drompil en da raog, evel ma ra an hipocrited er sinagogou hag er ruiou, evit beza meulet gant an dud. E gwirionez hen lavaran deoc’h, receô a reont ho recompans. 
MAT.6.3	Mes pa rez aluzen, gra ma na ouezo ket da zorn kleiz ar pez a ra da zorn deo; 
MAT.6.4	evit ma vezo da aluzen great e‐kuz; ha da Dad pehini a vel an traou kuzet, 
MAT.6.5	Ha pa bedi, na ra ket evel an hipocrited; rag int a gar pedi en ho za er sinagogou hag e corn ar ruiou, evit beza gwelet gant an dud. E gwirionez hen lavaran deoc’h, receo a reont ho recompans. 
MAT.6.6	Mes te, pa bedez, antren en da gambr, hag o veza serret an nor, ped da Dad pehini 
MAT.6.7	Hogen, pa bedit, n’en em zervichit ket a adlavariou didalvez, evel 
MAT.6.8	Na vezit ket eta henvel outhe; rag ho Tad a oar petra hoc’h euz ezom, araog ma c’houlennit diganthan.
MAT.6.9	C’houi eta pedit evel‐hen: Hon Tad pehini 
MAT.6.10	deuet da rouantelez; da volontez bezet great var an douar evel en env; 
MAT.6.11	ro deomp hirio hor bara pemdeziec; 
MAT.6.12	pardon deomp hon pec’hejou, evel ma pardonomp ive d’ar re ho deuz hon offanset; 
MAT.6.13	ha n’hon lez ket da gweza en dentation; mes delivr ac’hanomp diouz an droug. Rag d’id eo ar rouantelez, ar galloud, hag ar gloar da viken. Amen!
MAT.6.14	Rag mar pardonit d’an dud ho offansou, 
MAT.6.15	ho Tad celestiel a bardono ive deoc’h. Mes mar na bardonit ket d’an dud ho offansou, ho Tad na bardono ket ken neubeut deoc’h hoc’h offansou.
MAT.6.16	Ha c’hoas pa iunit, na rit ket eur min trist, evel an hipocrited; rag kemer a reont eur visach strujet fall, evit diskouez d’an dud e iunont. E gwirionez hen lavaran deoc’h, receo a reont ho recompans. 
MAT.6.17	Mes te, pa iunez, eol da ben ha gwalc’h da visach; 
MAT.6.18	evit na vezo ket gwelet gant an dud emoud o iun, mes gant da Dad 
MAT.6.19	Na zastumit ket a denzoriou evidoc’h var an douar, e pe leac’h e vez kollet 
MAT.6.20	mes dastumit tenzoriou evidoc’h en env, e pe leac’h na vez kollet 
MAT.6.21	rag el leac’h ma eman da denzor, eno e vezo ive da galon.
MAT.6.22	Sclerijen ar c’horf eo al lagad: rag‐se mar d’eo sclear da lagad, da holl gorf a vezo sclerijennet; 
MAT.6.23	mes mar d’eo fall da lagad, da holl gorf a vezo teval. Mar d’eo eta tevalijen ar sclerijen 
MAT.6.24	Den e‐bed na hell servicha daou vestr; rag, kasaad a rai unan, hag e karo egile; pe en em attacho ouz unan, hag e tisprijo egile. Na hellit ket servicha Doue ha Mammon. 
MAT.6.25	Abalamour da ze hen lavaran deoc’h: Na vezit ket en sourci evit ho puez, petra a zebrot, ha petra a evot; nag evit ho corf, petra a wiskot. Ha n’ed eo ket ar vuez muioc’h eged ar boued, hag ar c’horf muioc’h eged an dillad? 
MAT.6.26	Sellit ouz lapoused an env; rag ne hadont ket, ne vedont ket, ha ne zastumont ket er c’hreunielou, koulskoude ho Tad celestiel a vag anezhe. Ha n’och‐hu ket kalz talvoudusoc’h egethe? 
MAT.6.27	Ha piou ac’hanoc’h‐hu gant he zourci a helfe creski he vent euz a eun ilinad hepken? 
MAT.6.28	Ha perag oc’h‐hu en sourci divarben ar wiskamant? Deskit penaos e cresk lili ar parcou; na labouront ket, na nezont ket. 
MAT.6.29	Koulskoude me a lavar deoc’h penaos Salomon he‐unan, en he holl c’hloar, n’eo ket bet gwisket evel unan anezhe. 
MAT.6.30	Mar gwisk eta Doue er giz‐se yeot ar parcou, pehini a zo hirio, hag a vezo varc’hoas taolet er forn, ha na 
MAT.6.31	Na vezit ket eta en sourci, o lavaret: Petra a zebrimp‐ni? pe, petra a evimp‐ni? pe, gant petra en em wiskimp‐ni? 
MAT.6.32	Rag ar baianed eo a glask an holl draou‐ze; hag ho Tad celestiel a oar hoc’h euz ezom euz an holl draou‐ze. 
MAT.6.33	Mes klaskit da genta rouantelez Doue hag he justis, hag an holl draou‐ze a vezo roet deoc’h ouzpen. 
MAT.6.34	Rag‐se na vezit ket en sourci gant an deiz varlearc’h; rag an deiz varlearc’h hen devezo soagn euz ar pez a zell outhan. Da bep devez ez eo awalc’h he boan.
MAT.7.1	Na varnit ket, evit na veot ket barnet; 
MAT.7.2	rag diouz ar varn ma varnit e veot barnet; ha diouz ar muzur ma vuzurit e vezo muzuret deoc’h. 
MAT.7.3	Ha perag e sellez‐te ouz ar blouzen e lagad da vreur, ha na velez ket an treust a zo en da lagad da‐unan? 
MAT.7.4	Pe 
MAT.7.5	Hipocrit! lam da genta an treust euz da lagad da‐unan, ha neuze e veli penaos lemmel ar blouzen euz a lagad da vreur. 
MAT.7.6	Na roit ket an traou zantel d’ar chass, ha na daolit ket ho perlez dirag ar moc’h, gant aoun na zeufent d’ho flastra dindan ho zreid, ha na zistrofent evit ho tiframma. 
MAT.7.7	Goulennit, hag e vezo roet deoc’h; klaskit, hag e kefot; skoit, hag e vezo digoret deoc’h. 
MAT.7.8	Rag piou‐benag a c’houlen, a reccô; hag an hini a glask, a gav, ha d’an hini a sko, e vez digoret. 
MAT.7.9	Ha piou eo an den ac’hanoc’h‐hu, mar goulen he vab bara diganthan, a ro dezhan eur mean? 
MAT.7.10	Ha mar goulen eur pesk, a ro dezhan eur serpant? 
MAT.7.11	Mar gouzoc’h eta, evidoc’h da veza fall, rei traou mad d’ho pugale, pegement mui ho Tad pehini 
MAT.7.12	Grit eta d’an dud kement tra a garfac’h e rafent deoc’h; rag se eo al lezen hag ar brofeted.
MAT.7.13	Antreit dre an nor striz; rag ledan 
MAT.7.14	Rag henk 
MAT.7.15	Diwallit ouz ar fals‐profeted, pere a zeu d’ho kavout en gwiskamant denved, mes pere a zo en diabarz bleizi scrapus. 
MAT.7.16	Ho anaoud a reot diouz ho frouez. Daoust ha dastum a rer rezin divar spern, pe fiez divar askol? 
MAT.7.17	Evel‐se pep gwezen vad a zoug frouez mad; mes eur vezen fall a zoug frouez fall. 
MAT.7.18	Eur vezen vad na hell ket dougen frouez fall, nag eur vezen fall dougen frouez mad. 
MAT.7.19	Pep gwezen ha na ro ket a frouez mad a vez troc’het ha taolet en tan. 
MAT.7.20	Ho anaoud a reot eta diouz ho frouez.
MAT.7.21	Kement hini a lavar d’in: Aotrou! Aotrou! na antreo ket en rouantelez an envou; mes an hini a ra bolontez va Zad pehini 
MAT.7.22	Kalz a lavaro d’in en deiz‐se: Aotrou! Aotrou! ha n’hon euz‐ni ket profetiset en da hano? Ha n’hon euz‐ni ket kasset kuit an drouk‐sperejou en da hano? Ha n’hon euz‐ni ket great kalza viraclou en da hano? 
MAT.7.23	Neuze e livirin dezhe sclear: Biskoas n’em euz hoc’h anavezet; it kuit diouzin, c’houi pere en em ro d’ar fallentez.
MAT.7.24	Piou‐benag eta a glev ar c’homzou‐man a lavaran, hag ho laka en pratic, a gomparachin ouz eun den fur hag hen deuz savet he di var ar roc’h; 
MAT.7.25	hag ar glao a gwezaz, an debordamant a zeuaz, hag an avelou a c’houezaz, hag en em daolaz var an ti‐ze; n’eo ket bet kwezet, abalamour ma oa fontet var ar roc’h. 
MAT.7.26	Mes piou‐benag a glev ar c’homzou‐man a lavaran, ha n’ho laka ket en pratic, a vezo comparachet ouz eun den diskiant hag hen deuz savet he di var an treaz; 
MAT.7.27	hag ar glao a gwezaz, an debordamant a zeuaz, hag an avelou a c’houezaz, hag en em daolaz var an ti‐ze; kwezet eo bet, ha braz eo bet he ziskar.
MAT.7.28	Hogen pa hen devoe Jesus peur‐lavaretar c’homzou‐man, ar bobl a oe souezet gant he gelennadurez; 
MAT.7.29	rag ho c’helen a rea evel unan hag a oa otorite ganthan, ha n’e ket evel ar Scribed.
MAT.8.1	Pa oe diskennet 
MAT.8.2	Ha setu, eun den lor a zeuaz hag en em brosternaz dirazhan, en eur lavaret: Aotrou, mar fell d’id, ec’h hellez va netaad. 
MAT.8.3	Ha Jesus a astennaz he zorn, hag a douchaz anezhan, en eur lavaret: Fellout a ra d’in, bez net. Ha diouc’h‐tu e oe neteet euz he lorgnez. 
MAT.8.4	Neuze Jesus a lavaraz dezhan: Laka evez na liviri 
MAT.8.5	Ha 
MAT.8.6	Aotrou! va mevel a zo gourvezet er gear klanv gant ar paralizi, hag eman en gwall boan. 
MAT.8.7	Ha Jesus alavaraz dezhan: Mond a rin, hag e iac’hain anezhan. 
MAT.8.8	Hag ar c’hantener, o respont, a lavaraz: Aotrou! n’oun ket dign ec’h antrefez dindan va zoen; mes lavar eur ger hep‐ken, ha va mevel a vezo iac’heet. 
MAT.8.9	Rag evidoun‐me, petra benag m’az oun dindan otorite tud‐all, em euz dindanoun soudarded, hag e lavaran da unan: Kea, hag ez a; ha da eun all: Deuz, hag e teu; ha d’am mevel: Gra an dra‐man, hag hen 
MAT.8.10	e oe souezet, hag e lavaraz d’ar re a heulie 
MAT.8.11	Rag‐se e lavaran deoc’h e teuio kalz euz ar Zao‐heol hag euz ar C’hus‐heol, hag ec’h azezint ouz taol gant Abraham, Isaac ha Jacob, en rouantelez an envou, 
MAT.8.12	mes bugale ar rouantelez a vezo taolet en devalijen a ziaveaz; eno e vezo gwelvan ha skrign‐dent. 
MAT.8.13	Neuze Jesus a lavaraz d’ar c’hantener: Kea, ha ra vezo great d’id evel ma ec’h euz credet; hag he vevel a oe rentet pare var an heur‐ze.
MAT.8.14	Ha Jesus, o veza deuet en ti Per, a velaz he vam‐gaer var he gwele klanv gant an derzien. 
MAT.8.15	Hag hen a douchaz ouz he dorn, hag an derzien a guitaaz anezhi; hag hiazavaz, hag a zervichaz anezhe.
MAT.8.16	Ha pa oe deuet an abardaez, e oe digasset dezhan kalz hag a oa dalc’het gant drouk‐sperejou, hag hen a gassaz kuit an drouk‐sperejou dre 
MAT.8.17	evit ma vije accomplisset ar pez a oa bet lavaret evel‐hen dre ar profet Izaias: Kemeret hen deuz he‐unan hon infirmiteou, ha douget hen deuz hor c’hlenvejou.
MAT.8.18	Hogen, Jesus, o velet kalz a bobl en‐dro dezhan, a c’hourc’hemenaz tremen en tu‐all 
MAT.8.19	Hag eur Scrib, o tostaad, a lavaraz dezhan: Mestr! me a heulio ac’hanoud e pe leac’h‐benag ma’z i. 
MAT.8.20	Ha Jesus a lavaraz dezhan: Al lern ho deuz toullou, ha lapoused an env neiziou; mes Mab an den n’hen deuz ket a leac’h evit harpa he ben.
MAT.8.21	Hag eun all euz heziskibien a lavaraz dezhan: Aotrou! lez ac’hanoun da vond da genta da enteri va zad. 
MAT.8.22	Mes Jesus a lavaraz dezhan: Heul ac’hanoun, ha lez ar re varo da enteri ho re varo.
MAT.8.23	Ha goude m’hen doe pignet er vag, he ziskibien a ieaz var he learc’h. 
MAT.8.24	Ha setu e savaz eun tempest braz var ar mor, en hevelep doare ma oa ar vag goloet a darzou‐mor; mes hen a gouske. 
MAT.8.25	Hag he ziskibien a zeuaz, hag e tihunjont anezhan, en eur lavaret: Aotrou, saveta ac’hanomp, e momp o vond da goll. 
MAT.8.26	Hag hen a lavaraz dezhe: Perag hoc’h euz‐hu aoun, tud a neubeud a feiz? Neuze e savaz, hag e c’hourc’hemenaz d’an avelou ha d’ar mor, hag e teuaz eur c’halm braz. 
MAT.8.27	Hag an dud‐se a oe souezet, hag e lavarent: Pe seurt den eo he‐man, ma teu an avelou hag ar mor da zenti outhan?
MAT.8.28	Pa oe erruet en tu‐all, en bro ar Jerjezaned, daou 
MAT.8.29	en em lakaad a rejont da grial, en eur lavaret: Petra 
MAT.8.30	Hogen, beza e oa eur pennad mad diouthe eur vanden vraz a voc’h o peuri. 
MAT.8.31	Hag an drouk‐sperejou a bedaz anezhan, en eur lavaret: Mar kassez ac’hanomp kuit, lez ac’hanomp da vond er vanden voc’h‐se. 
MAT.8.32	Hag hen a lavaraz dezhe: It. Hag o veza sortiet, ez ejont er vanden voc’h; ha kerkent an holl vanden voc’h a ieaz, var red, d’en em deurel d’an traon, er mor, hag e varvjont en doureier. 
MAT.8.33	Neuze ar re 
MAT.8.34	Ar gear holl a zeuaz rag‐tal etrezeg Jesus; ha kerkent ha ma veljont anezhan, her pedjont d’en em denn kuit euz ho bro.
MAT.9.2	Hag e tigassjont dezhan eur paralitic gourvezet var eur gwele; ha Jesus, o velet feiz an dud‐se, a lavaraz d’ar paralitic: 
MAT.9.3	O klevet kement‐man, darn euz ar Scribed a lavare enhe ho‐unan: An den‐man a vlasphem. 
MAT.9.4	Mes Jesus, oc’h anaoud ho zonjezonou, a lavaraz: Perag e sonjit‐hu fall en ho calonou? 
MAT.9.5	Rag pehini eo an ezeta, lavaret: Da bec’hejou a zo pardonet d’id; pe lavaret: 
MAT.9.6	Sav, ha bale? Mes, evit ma ouezot hen deuz Mab an den ar galloud var an douar da bardoni ar pec’hejou: Sav, emezhan neuze d’ar paralitic, doug da vele, ha kea d’az ti. 
MAT.9.7	Hag hen, o veza savet, a ieaz d’he di. 
MAT.9.8	Ar bobl, o velet 
MAT.9.9	Hag evel ma’z ea Jesus ac’hane, e velaz eun den hanvet Maze, azezet en bureo ar c’hargou, hag e lavaraz dezhan: Heul ac’hanoun. 
MAT.9.10	Hag e savaz, hag ec’h heuliaz anezhan. Hag evel ma oa 
MAT.9.11	e leverjont d’he ziskibien: Perag e tebr ho mestr gant ar bublicaned hag an dud a vuez fall? 
MAT.9.12	Jesus, o veza klevet 
MAT.9.13	Mes it, ha deskit petra a zinifi 
MAT.9.14	Neuze diskibien Ian a zeuaz da gavout 
MAT.9.15	Ha Jesus a lavaraz dezhe: Ha gallout a ra mignoned ar pried en em glac’hari e‐pad ma eman ar pried ganthe? Mes dond a rai an amzer ma vezo lammet ar pried diganthe, ha neuze e iunint. 
MAT.9.16	Den na laka eun tam mezer nevez ouz eur zae goz; rag dond a rafe an tam 
MAT.9.17	Na leker ket ken neubeut gwin nevez ebarz barikennou koz; anez ar barikennou a freuz, ar gwin a red, hag ar barikennou a vez kollet; mes lakaad a rer ar gwin nevez en barikennou nevez, hag e virer an eil hag egile.
MAT.9.18	Pa oa o lavaret kement‐se dezhe, eur chef 
MAT.9.19	Ha Jesus, o veza savet, a ieaz var he learc’h gant he ziskibien.
MAT.9.20	Hag eur vreg, hag a oa klanv gant a dioada abaoe daouzec vloaz, a dostaaz 
MAT.9.21	rag lavaret a rea enhi he‐unan: Mar touchan hepken ouz he zae e vezin iac’heet. 
MAT.9.22	Mes Jesus, o veza troet hag o sellet outhi, a lavaraz: 
MAT.9.23	Pa oe deuet Jesus e ti ar chef 
MAT.9.24	It ac’hann; rag ar plac’h‐iaouank‐man n’eo ket maro, mes kousket eo. 
MAT.9.25	Hag int a rea goab anezhan. Ha goude ma oa bet kasset an dud‐se er meaz, hen a antreaz, hag o veza croget en dorn ar plac’h‐iaouank‐se, hi a zavaz. 
MAT.9.26	Hag ar vrud euz a gement‐se a ieaz dre an holl vro‐ze.
MAT.9.27	Pa oa Jesus a vond ac’hane, daou zen dall a heuliaz anezhan, en eur grial, hag en eur lavaret: 
MAT.9.28	Mab David! kemer truez ouzomp. Ha pa oe deuet en ti, an dud dall‐ze a dostaaz outhan, ha Jesus a lavaraz dezhe: Ha c’houi a gred ec’h hellan‐me ober kement‐se? Int a lavaraz dezhan: Ia, Aotrou! 
MAT.9.29	Neuze hen a douchaz ho daou‐lagad, en eur lavaret: Ra vezo great deoc’h hervez ho feiz. 
MAT.9.30	Hag ho daou lagad a oe digoret; ha Jesus a zifennaz stard outhe, o lavaret: Diwallit na ouefe den 
MAT.9.31	Mes, o veza eat er meaz, ar re‐man a skuliaz ar vrud anezhan dre an holl vro‐ze.
MAT.9.32	Hag evel ma oant o vond er meaz, e oe digasset dezhan eun den mud, dalc’het gant eun drouk‐spered. 
MAT.9.33	Ha pa oe kasset kuit an drouk‐spered, an den mud a gomzaz. Hag ar bobl a oe souezet, hag e lavarent: Biskoas n’eo bet gwelet kemend all en Israel. 
MAT.9.34	Mes ar Farizianed a lavare: Dre brins an drouk‐sperejou eo e kas kuit an drouk‐sperejou.
MAT.9.35	Ha Jesus a iea tro‐var‐dro dre an holl geariou hag ar villajennou, o kelen en ho zinagogou, hag o prezeg aviel rouantelez 
MAT.9.36	Hag o velet an holl bobl‐ze, hen doe truez outhe, abalamour ma oant skuiz ha dianket, evel denved hep pastor. 
MAT.9.37	Neuze e lavaraz d’he ziskibien: An eost a zo braz, mes al labourerien a zo neubeud anezhe. 
MAT.9.38	Pedit eta Aotrou an eost da gas labourerien en he eost.
MAT.10.2	Hogen, setu aman hanoiou an daouzec abostol: Ar c’henta, Simon, a c’halver Per, hag Andre he vreur; Jakes, mab Zebede, ha Ian he vreur; 
MAT.10.3	Philip, ha Bartelemi; Tomas, ha Maze ar publican; Jakes, 
MAT.10.4	Simon ar C’hananead, ha Judas Iscariot, an hini a drahissaz 
MAT.10.5	Jesus a gassaz an daouzec‐ze, goude beza kemennet dezhe, en eur lavaret: Na’z it ket etrezeg ar Jentiled, 
MAT.10.6	ha na antreit ket en 
MAT.10.7	Hag en eur vond, prezegit, ha livirit: Rouantelez an envou a zo tost. 
MAT.10.8	Iac’hait ar re glanv, netait ar re lor, resussitit ar re varo, kassit kuit an drouk‐sperejou. Recevet hoc’h euz evit netra, roit evit netra. 
MAT.10.9	Na gemerit nag aour, nag arc’hant, na moneiz en ho kouriz; 
MAT.10.10	na zac’h evit ho peach, na diou zae, na boutou, na baz; rag al labourer a zo dign euz he voued.
MAT.10.11	Hag e pe kear pe villajen‐benag ma’z eot, goulennit piou a zo dign enhi; ha choumit eno bete ma’z eot kuit. 
MAT.10.12	Ha pa antreot en eun ti‐benag, saludit‐hen. 
MAT.10.13	Ha mar d’eo dign an ti 
MAT.10.14	Ha piou‐benag ha n’ho recevo ket, ha na zelaouo ket ho komzou, pa’z eot kuit euz an ti‐ze, pe euz ar gear‐ze, hijit ar boultren euz ho treid. 
MAT.10.15	E gwirionez hen lavaran deoc’h, eassoc’h e vezo da zouar Sodom ha Gomor en deiz ar varn eged d’ar gear‐ze.
MAT.10.16	Setu, e kassan ac’hanoc’h evel denved e‐kreiz ar bleizi; bezit eta prudant evel an aered, ha dizroug evel koulmed. 
MAT.10.17	Mes diwallit ouz an dud; rag ho livra a raint d’an tribunaliou, hag e lakint ho skourjeza er sinagogou; 
MAT.10.18	ha kasset e veot dirag ar gouarnerien, ha 
MAT.10.19	Mes pa livrint ac’hanoc’h, n’en em likit ket en poan, na penaos na petra a leverot; rag roet e vezo deoc’h var an heur‐ze ar pez ho pezo da lavaret. 
MAT.10.20	Rag n’eo ket c’houi eo a gomzo, mes Spered ho Tad eo a gomzo enoc’h. 
MAT.10.21	Hogen, ar breur a livro 
MAT.10.22	Ha c’houi a vezo kaseet gant an holl, abalamour d’am hano; mes an hini a gendalc’ho beteg ar fin, hennes a vezo salvet. 
MAT.10.23	Hogen, pa bersecutint ac’hanoc’h en eur gear, tec’hit da eun all; rag e gwirionez hen lavaran deoc’h, n’ho pezo ket echuet 
MAT.10.24	An diskibl n’eo ket huelloc’h eged he vestr, nag ar mevel huelloc’h eged he aotrou. 
MAT.10.25	Awalc’h eo d’an diskibl 
MAT.10.26	N’ho pezet ket eta a aoun rag‐he; rag n’euz netra a c’holoet, ha na vezo dizoloet, ha 
MAT.10.27	Ar pez a lavaran deoc’h en devalijen livirit‐
MAT.10.28	Ha n’ho pezet ket a aoun rag ar re a laz ar c’horf ha na hellont ket laza an ene; mes ho pezet aoun kentoc’h rag an hini a hell koll hag an ene hag ar c’horf en ifern. 
MAT.10.29	Ha na verzer ket daou golvan evit eul liard? Koulskoude hini anezhe na gwezo d’an douar hep 
MAT.10.30	Ar bleo memeus euz ho pen a zo countet holl. 
MAT.10.31	N’ho pezet ket eta a aoun; c’houi a dalv muioc’h eged kalz a c’holvaned. 
MAT.10.32	Piou‐benag eta a anzavo ac’hanoun dirag an dud, me a anzavo anezhan ive dirag va Zad, pehini a zo en envou. 
MAT.10.33	Mes piou‐benag a nac’ho ac’hanoun dirag an dud, me a nac’ho ive anezhan dirag va Zad, pehini a zo en envou.
MAT.10.34	Na zonjit ket e ven deuet da zigas ar peoc’h var an douar; n’oun ket deuet da zigas ar peoc’h, mes ar c’hleze. 
MAT.10.35	Rag deuet oun da lakaad en dizunvan ar mab gant he dad, hag ar verc’h gant he mam, hag ar verc’h‐kaer gant ar vam‐gaer. 
MAT.10.36	Hag an den hen devezo evit enebourien tud he di 
MAT.10.37	An neb a gar tad pe vam en tu‐all d’in n’eo ket dign ac’hanoun; hag an neb a gar mab pe verc’h en tu‐all d’in, n’eo ket dign ac’hanoun; 
MAT.10.38	hag an neb na gemer ket ke groaz, ha n’am heul ket, n’eo ket dign ac’hanoun. 
MAT.10.39	An neb hen devezo miret he vuez, he c’hollo; mes an neb hen devezo kollet he vuez abalamour d’in, a gavo anezhi.
MAT.10.40	An neb a receo ac’hanoc’h, a receo ac’hanoun; hag an neb am receo, a receo an hini hen deuz va digasset. 
MAT.10.41	An neb a receo eur profet, en hano a brofet, hen devezo recompans eur profet; hag an neb a receo eun den just, en hano a zen just, hen devezo recompans eun den just. 
MAT.10.42	Ha piou‐benag hen devezo roet da eva eur verennad 
MAT.11.2	Hogen, Ian, o veza klevet komz er prizon euz a oberou ar C’hrist, a gassaz daou euz he ziskibien da lavaret dezhan: 
MAT.11.3	Ha te eo an hini a dle dont, pe dleoud a reomp‐ni gortoz eun all? 
