GEN.1.1	Tenang tutuna' masipo' Kumponinge aa'ning paning ee'noko kansi' nkovuu'nang. 
MAT.20.31	Teka nantoong karingai aka'paarema dooroomparee'naang botoaaretu'. Teka tenaanka baru' aa'na' bokuretu' aa'purema, “Ovoring, Deevita' bakanaving-koong, piaamereai nee'.” 
MAT.20.32	Jiisuu'ke te' datearara bokuvuretu' tenaanka, teketa aa'puretu', “Dee' ninge arekee' nkorampee'naang piaroremang?” 
MAT.20.33	Tenaankai nauvurema aa'puretu', “Ovoring ee, nee' ookampee'naang piamoremang.” 
MAT.20.34	Jiisuu' bakaang domang aa'na' piaavou' tenaanka-koo, ee'noko beekaang duta kompureko namu'ke bantoreta ookuretu'. Teketa Jiisuu' siompuretu'.
MAT.21.1	Tenang Jiisuu' bakaning ninka Jerusalema' duerue'aama Bepasi-namono-koo basiarima Olive'po'namii-koo otoinoo', Jiisuu'ke bakaning barevare-nupoong-koo kenaanka uro'ke botovuretu' aa'purema, 
MAT.21.2	“Temono-koo danto uro'kanoo'ke otoi-namono-koo du'dareai, ee'noko du'dareta namu'ke doonkii'navoro' mo'ming-koo bi'ari teke otoko ooveree'naang, bauring-navoro' kampia-navoro' nari'. Tevoro' dapa'ereta ookeng a' ning-anko po'antavereai. 
MAT.21.3	Nii'nung naninge tokoona' minkurureko nauerema aa'pereai, ‘Ovoring piavoing akong,’ ee'noko teie namu'ke botorureaing aa'puma, ‘Bokuvereri bereai.’”
MAT.21.4	Aung tee kapoo' narunge temu'nunge nakaronunge tarampeearama˜ minkuvuu'nung dupearaa'naang tee' nkoaru', tee Daari Meekung-koo aa'puu'noo'ka minkuvuu'nung,
MAT.21.5	“Bera naueriai teing Saioni-nupoong, aa'periaing, ‘Ooveriaing, diikaang daurarong˜ dii'anko dooroompari banainge pomaang, doonkii'nu
MAT.21.6	Teketa tenaanka Jiisuu' bakaning-koonaanka barevare-nupoong-naanka bereta tee' nauvuretu'na' nkoaretu'. 
MAT.21.7	Tenaankai teu doonkii'nu baurinu ninka po'antavuresio' teinge biikaang baarong dau tani'au', ee'noko Jiisuu' baaronanka-koo dau ba'namparu'. 
MAT.21.8	Teketa nantoong karingai biikaang baaronanka taunge danto tani'au', ee'noko nii'ninge uurung tovang napu'aama tani'au'.
MAT.21.9	Ee'noko teing karinga Jiisuu'koo uro'kanoo'ke nanau'ninge ee'noko dama'du-eta porou'ninge eura bokiaama aa'paako', “Biraanke tee-koo Deevita' bauring! Biraanke-po'nung aung Ovoring bakaang miring-koo pomaang! Biraanke otoi otoaing a'dei'ke paning-koo nari'!” 
MAT.21.10	Teketa tenang Jiisuu' Jerusalema' tumparako ookara nantoong temono-koo-nupoonge irikung-antavarira nia'kaama aa'paako', “Aung baa?” 
MAT.21.11	Ee'noko nantoong karingai maku'aama aa'pau', “Aung tee nakaronara Jiisuu', Nasareti'nung, te' ee'noo' Kaaleli'koonoo'.”
MAT.21.12	Teketa Jiisuu' parang-koo tumparara pava dootuu'nava pankava-koong-koo nantoong sipisipi' dovang parekanumpo' baaveveeko'ning bata'uru'nung. Aa'noko batanananka mooni' aampari'aako'ning biikaning ee'noko napo' ba'nava'nananka kuukuu' baave-aariko'ning biikaning teka piakatu'uru'. 
MAT.21.13	Aa'puru' teing, “Kumponing bakaang kara Daari Meekung-koo tee ee' daariari otong,
MAT.21.13	‘Nkaang pava tee pava kunsinava tampari otoaing,’ 
MAT.21.13	teka dii'ke ‘bakiaa' nkonuka biikanoo'’ deeng-antavering.” 
MAT.21.14	Teketa kaputu'nanka ee'noko dootananka tee-anko porou' te' dootuu'nava pankava-koo, ee'noko teka taare-antavuru' teing. 
MAT.21.15	Teka teing piristi'nuka-koo pankenge ee'noko boto naunukai tee' ooaara domang oraka' dee'orou' teie kapoo' tampeng ta'nimpaarii'nanka nkovuko ee'noko napo' toire'ke dootuu'nava pankava-koo parang-koo kuunga oovavaama aa'paako'nung-koo, “Daangampampimaatoaing tee Deevita' bauring.” 
MAT.21.16	Teinge nia'aama aa'pau', “Dake ee taaravemaang tee kapoo' toire'ke minkuaamatomaung?” Jiisuu'ke maku'urima aa'puu', “Ee'. Teka ee dii'ke tee Daari Meekung-koo deeruerima noru'eriaung aa'pumanoo'ka,
MAT.21.16	‘Toire' ee'noko nerakau'nuka biikaang be'duu'keta dake tee dangaraangang tavo'antaveaing?’” 
MAT.21.17	Ee'noko teing teka temono-koo sipurira Beetani-navuntu'aape tenkenura teke aatuu'.
MAT.21.18	Teketa dauna'mung tero maata Jerusalema'aape napo' bema Jiisuu' tee peeravou'. 
MAT.21.19	Teketa piiki'navari taung miiringa oovura te' tevari-anko beu'. Teka sinang tevari-koo oovua', para' narung otoko oovuu'. Teketa aa'puu' tevari, “Da'koo tee napo' sinang bi'duauka'nung.” Teketa namu'ke tevari mara'oi boo'paru'.
MAT.21.20	Teketa tenang bakaning barevare-nupoonge tee ooaara teing bakei ta'ninau' ee'noko aa'pau', “Aung avari arekee' namu'ke mara'oi boo'paring?” 
MAT.21.21	Jiisuu'ke teing maku'urima aa'puru', “Masika' naurampimang ninge, dii' masika'anta oto'deruri deeko', keekoo'daria', aung avari-koo nkoaring-pina' oro' dau basina' nkoveriaing, aa'noko aunteto iu' dii'ke aa'periko, ‘Bita'darara pirung-koo dua'daravai,’ tee' nkoarapeu'. 
MAT.21.22	Masika'antaveri nia'kiriaing deeko' tee nkaveriaing kapoo' eentarariaing diikaang kunsi-koo.”
MAT.21.23	Teketa tee Jiisuu' pava dootuu'nava pankava-koong-koo parang-koo kuung tumparu', ee'noko teke nau-antavarako piristi'koo ovontung ee'noko nantoong urang-antanuka tee-anko porou'. Porora tana'aama aa'pau', “Tee aung aremurii' taura' otoko dake aing kapoo'nanka nkovemaatoing? Ee'noko napo' baie aruu'nunge tee taura'?” 
MAT.21.24	Jiisuu'ke maku'urima aa'puru', “Ninge dii' napo' tana'dampiaing, ee'noko ning maku'meriko ninge naurampiaing tee taura' ning oto'memuko teing aing kapoo'nanka nkoamaung okora'noo'. 
MAT.21.25	Jooni Minkinara-koo nia'dampii'naang: baie taura'puio' nantoong ntong-koo minkivurima meeka'antavuriko'? Kumponinge, ai' tamung nantoonge?” Teketa teing bii'ka nia'eema aa'peeko', “Are'pampii'naang? Aa'pampiko deeko', ‘Kumponinge,’ teie aa'murii'naang, ‘Teka dii'ke aming-koo Jooni masika'antaveriaruko'?’ 
MAT.21.26	Napo' aa'pampiko deeko', ‘Tamung nantoong-etaing,’ nantoonge tamaari'neenga, ai' teinge tee ookarai Jooni nakaronara Kumponing-etaing tasi'pai otong.” 
MAT.21.27	Teketa Jiisuu' maku'aama aa'pau', “Nii'ke aa' noru'ampia'.” Teketa Jiisuu'ke aa'puru' teing, “Ee', ninge tee'ke dii' naurampiaroo'naang baa tee ning taura' amuu'nung aing kapoo'nanka nko-koo.”
MAT.21.28	“Aung minkunaa arekee' pa noru'erii'naang dii'ke? Naning narung baurinketa kenaanka otoko'nung. Tutuna'nung bauring-anko bera aa'puu' tee, ‘E'mung da' bera mintoonau-koo mintoontaravai.’ 
MAT.21.29	Ee'noko teie maku'uma aa'puu', ‘Ning aa' mearoo'naang,’ teka dama'ke noru' paariarara mintoong-koo nanuu'. 
MAT.21.30	Teketa tee bauma napo' nii'nung-anko bauring-anko bera tee' nari' minkuvuu', ee'noko teie aa'puu', ‘Mera mintoomaraa'naang,’ teka dama'ke bearuu' mintoong-koo. 
MAT.21.31	Temainta-koo arerai beuma bakaang pia siompuu'?” Teinge maku'aama aa'pau', “Teie tutuna'nunge.” Teketa Jiisuu'ke aa'puru' teing, “Masika' naurampimang ninge dii', teinge taakisi nkanukai ee'noko teing maniku' auning nkonuka teinge tee dii' divu'daari muu' Kumponing bakaang-koo beroaing. 
MAT.21.32	Ai' Jooni tee dii'anko pora taung koonto'navung naururiko dii'ke masika'antaveriaruu', teka teinge taakisi nkanukai ee'noko maniku' auning nkonukai masika'antavaamaung, ee'noko bane bere'ariko ooverira, dii'ke tee masika'antaverima bere'daria' otong.”
MAT.21.33	“Napo' nii'nung mirumiru'koo taarakiriai. Aung aa' tee naning narung ovoring otoko'nung bakaang kansi'koo mintoonau uaininau keempura. Ee'noko parampuu' tenau, dinkung nenke'uu' uaini mii'doma tenau-koong. Ee'noko pava tarenava siarua' kanivuu'. Teketa nii'ning nantoong tenau tare-antavurira nii'nameensi'koo tenkenuu'. 
MAT.21.34	Teketa batei sinang kavu'koong due'uko teie bakaning botovotonaa'nuka botovuru' teing-anko uaini tarenuka-anko bakaang baarauni˜ tenau-koong nkaevaava'naang. 
MAT.21.35	Teketa teinge tenau tarenukai teing bakaning botovotonaa'nuka moo'aarima dai'aaru', narung murasiavaama nii'nung dupisi'au', teketa beenaumo-nung kapange tavaama dupisi'au'. 
MAT.21.36	Teketa napo' teie ovoringe nii'ning mmau' botovotonaa'nuka napo' teing-anko botovuru' tutuna'namu'koo botovuru'ning-koo dau basining, teketa teinge tenau tare-antavuru'ninge tee' nari' tutuna'ning nkoaaru'na' nkoaaru'. 
MAT.21.37	Asi'na'moo masika'moo teie bauring botovuu' teing tarenuka-anko, ee' noru'ura, teing tee nnuring-koo amaiaa'oroaing. 
MAT.21.38	Teka teing tare nkonukai tee bauring ooaara teinge bii'ka kareaama aa'paako', ‘Tee aung ee'nung barenku okovuaing. Aia' dupisi'ampiaing tee, barenku okomuriaina'.’ 
MAT.21.39	Teketa teinge kompaara tee uaininau-eta dama'du dua'aara teka dupisi'au' tee. 
MAT.21.40	Ee'noko tenau okonarai pora teing tenau tarenuka arekee' nkovuriaing?” 
MAT.21.41	Teinge aa'pau', “Teie aa' teing maarekusi'nuka bakei maremaarenoo' basi-antavuri dupisi'uriaing, ee'noko tee tenau teie nii'ning napo' tare-antavuriaing baarauni˜ tenau-koong avaamatoaining sinang kavaama.” 
MAT.21.42	Teketa Jiisuu'ke aa'puru' teing, “Dii'ke ee tee Daari Meekung-koong kara deeruerima dama' nkoaravaina' tasi'periaung aa'pui otoinoo'ka,
MAT.21.42	‘Tere' ee'nare' kapanare' pava kaninukai poore'aama dua'au'nare' ookutunava-koo e'manianare' tumanare' deempario' tasi'pau' dama'ke. Ovoringe tee' ee'na' nko-antavuu' ee'noko bakei ta'nimpaarii' niikaang duta-koo.’ 
MAT.21.43	Tee'koo ninge naurampimang, tee muu' Kumponing bakaang tee dii' pari'duriaing bera teing nantoong sinang tampara tavo'antavaavaining avuriai. 
MAT.21.44	Ee'noko ookara nantoong tere'koo tasi'paava' tupampariaining tee bii'ka pisira'ariaing, bera baa tee naning tere' dau dua'aravaing tee tere'ke puutuvuaing.” 
MAT.21.45	Teketa tenang teinge piristi'koo ovontunge ee'noko Boto Keperuu'navitue Jiisuu' bakaang kara mirumiru' taaravaara tee teing tasi'pariru' teing ee'ning minkuvuru'nung Jiisuu'ke. 
MAT.21.46	Teka tee dai'aava'naang taung besi'aama nantoong karinga-koo avoreaako', nantoonge tee ee'nung nakaronung noru'ai otoinoo'koo.
MAT.22.1	Napo' Jiisuu'ke kara mirumiru'po'nung nauvurima aa'puru', 
MAT.22.2	“Tee muu' paninung napo' tee tee' oro' narung dauraronge˜ bauring nampeesiaraa'naang paroro pankaing maamu-antavuu'nung-pina'. 
MAT.22.3	Teie tee bakaning botovotonaa'nuka botovuru' teing nantoong paroro-koo para' avaaru'ning bokuaariko poroo'naang, teka teing kupi'orora poroaruu'. 
MAT.22.4	Teketa teie napo' nii'ning botovotonaa'nuka botovurima aa'puru', ‘Berira nauereriaing teing ninge para' avorontu'ning tee nkaang taamang emu' maamuari otong. Aa'noing boromaka' pankeng bi'aransi, kampianing nunkemparamaing nari'. Enang tee ookara kapoo'nanka tee maamu-antavari otong. Poroaing enang nampeesi-koong paroro-koo.’
MAT.22.5	“Teka teinge taaravaava' tenkenau', aa'nou' narung bakanoo' mintoong-koo nanuu', nii'nung mooni' besi'koong-koo nko-nko-koo nanuu'. 
MAT.22.6	Ee'noko nii'ninge teing bakaning botovotonaa'nuka moo'aarima poore'aarima tavaarira dupisi'aaru'. 
MAT.22.7	Ee'noko tee daurarong bakei iiravou' bera teie bakaning piatooronuka˜ botovurio' berora piniaaru' teing dupisi' nkonuka, ee'noko biikaang osi tai-antavau'. 
MAT.22.8	Teketa aa'puru' teing bakaning botovotonaa'nuka, ‘Paroro tee nampeesi-koong maamuari otong, teka teing nantoong para' avorontu'ning teing makosinuka deempariarura poroaruining. 
MAT.22.9	Berira nantoong kunekune'nairu-koo naniriaing ee'noko baata teka meu'pereriaining ookara paroro-koo para' averereriai.’ 
MAT.22.10	Teketa teing botovotonaa'nuka taung sionairue nanaama ookara nantoong bokuaaru' meu'paaru'ning ookamurii'ka nantoong, oreng ee'noko tampeng. Ee'noko teketa tee teva' nampeesinava baranee'ke aa'na' maanto'au'.
MAT.22.11	“Teketa tenang daurarong kuung poma baranee' oovurii'naang teka naning narung nampeesi-koong paroro-koo mononopa' kurumparavaruu'nung oovuu'. 
MAT.22.12	Teketa nia'uma aa'puu' tee, ‘Mmaiko' ee, da' arekee' a' poi nampeesi-koong paroro-koo mononopa' kuruntaravaung?’ Teka tee naning karoa'. 
MAT.22.13	Teketa dauraronge teing bakaning pakupaku-nupoong nauvurima aa'puru', ‘Dai'eriai tee aung ookeng kau' ee'noko bireng. Teketa a'dang dama'du dua'eriai mutaananoo', te' ee'noo' nantoong biromparima si'da' dovang kakirinkuarimatoainoo' sisikeera-koo otoroi.’ 
MAT.22.14	Tee' nari' nantoong mmau' para' avu'nii'nuka otorong, teka oki'ning naing miru'uriaing paninung muu'koo.”
MAT.22.15	Teketa teing Boto Keperuu'navitu tenkenaara taung besi'au' Jiisuu' daua'koo. 
MAT.22.16	Teketa biikaning barevare-nupoong Jiisuu'anko botoaaru'. Ee'noko Eeroti' bakanavitu ninka nari' berora aa'pau', “Nau-anta ee, nii'ke da' noru'dampiri otong naning masikung narung minku. Kumponing bakanavung taung nau-antaverimaung miru'ari otoina' masika'. Tankaang-anta-pina' oro'daravaunge, ai' nantoong-koo amaiaa'doaunge biikaang miring noru'ema. 
MAT.22.17	Enang naumeriaing nii' dake noru'emana': Arekee', nii'ke Ju'nupoonge ee daurarong˜ pankaing, Siisa'˜, Rooma'nung, taakisi avu'koo makosi, ai' makosi deea'?” 
MAT.22.18	Teka Jiisuu'ke tee biikaang noru' orara noru'ura aa'puru', “Dii'ke ampirinunukai ning aming-koo daua'merimaang? 
MAT.22.19	Io' mooni'nu naumeriai teu taakisi-koo dua'erimaung.” Ee'noko teinge mooni'nu nau tavo'au' tee-anko. 
MAT.22.20	Ee'noko Jiisuu'ke nia'urima aa'puru' teing, “Au-koo aung bore' uu'aa' baa-koong aa'nung miring daariari otong?” 
MAT.22.21	Teinge aa'pau', “Siisa'koong.” Teketa teie aa'puru' teing, “Tee tee averiaing teing kapoo' Siisa' bakaning tee-anko, ee'noko Kumponing bakaning Kumponing-aape averiai.” 
MAT.22.22	Teketa tenang tee' taaravaara teing bakei ta'ninaara tee teka sipaara tenkenau'.
MAT.22.23	Te'mung ee'na'mung napo' noru' pitunavitu-koo nii'ning Jiisuu'anko niania' ninka porou', boo'keta napo' daa' masika'antavaava'navitu. 
MAT.22.24	Porora avakareaama aa'pau', “Nau-anta, Moosesie ee' naumurima daarivuu',
MAT.22.24	‘Naning narung booko ba'aang otoko toire' otoa' tee donkaani baara'ma'nunge nampuaing teni naaro tee ninka bataata boo'paru'nung tooto' paraevuree'naang.’ 
MAT.22.25	Urikamu' tee namaia' naro'ka pa'noko'keta kenaanka nii'koo otoroko'nung. Ee'noko tutuna'nung nampeesiarara boo'paru' bauring otoa'. Ee'noko baara'ma'nunge teni manikuma nampura tee' nari' boo'paru' bauring otoa'. 
MAT.22.26	Teketa beenaumo-nunge. Tee' nari' temaia'koo ookara-koo pa'noko'keta kenaanka-koo nkoaru'. Ookara boorou' biurukaa' otoroa'. 
MAT.22.27	Ee'noko asi'na'moo teni nani manikuma boo'paru'. 
MAT.22.28	Enang te'mung asirana'mung boo'nuka daa'ariaina'mung teni ani arera temaia'koo pa'noko'keta kenaanka-koo ba'aang deemparavainani? Ai' teinge tee ookarai nampau'nanie teni.”
MAT.22.29	Jiisuu'ke maku'uma aa'puru' teing, “Dii' bakei papaarararimaung tee Daari Meekung-koong kara ee'noko Kumponing bakaang purinto' noru'eriaruma. 
MAT.22.30	Dama'ke nantoong boo'keta daa'arira teing nampeesiaria' otoroaing Kumponing bakaning koosinunanka paning-etaning-pina'. 
MAT.22.31	Teka tenaare-koo boo'keta napo' daa'naare-koo dii'ke ee deeruerima tasi'periaung aung Kumponinge Daari Meekung-koo aa'duru'nung,
MAT.22.32	‘Ning tee Kumponing teing aing aa'ning temu'nupoong biikaang: Eebaraami', Aisake', Jeekopi'. Teing ninka komeeri O'noi O'nomaung ning.’? 
MAT.22.32	Tee' minkuvuu'nung-koo tasi'pampiri otong ookara bakaning deempariri domantoo'nuka otorong Kumponing bakaang duta-koo, boo'nuka deea'.”
MAT.22.33	Teketa nantoong karingai tee bakaang nau-anta taaravaara bakei ta'ninau'.
MAT.22.34	Jiisuu'ke noru' pitunavitu karantavuriaruio' taaravaara Boto Keperuu'navitu bii'ka naro'ariru'. 
MAT.22.35	Ee'noko teketa narunge teing-koo boto-koo norukasi'ke Jiisuu' paaravuma niania' nia'uma aa'puu', 
MAT.22.36	“Nau-anta, botonanka-koo arera pankaing masikung boto?” 
MAT.22.37	Jiisuu'ke maku'uma aa'puu' tee, “Aung boto pankaing masikung:
MAT.22.37	‘Dake pankaruntoompeaing Ovoring dakaang Kumponing ootukunung dakaang domang-eta ee'noko ootukunung dakaang uraang-eta˜ ee'noko ootukunung dakaang onou-eta.’ 
MAT.22.38	Aung tee ookara-koo boto-koo tutuna'nung ee'noko pankaing masikung. 
MAT.22.39	Ee'noko tee kenaanka-nung boto tee tee-pina' nari' oro' aung:
MAT.22.39	‘Dake tee naning da'koo due'nung daka piaararamana' nari' tee' piaaveaing.’ 
MAT.22.40	Ookara botonanka ee'noko nakaro-nupoong biikaning kara aing-koo kenaanka-koo boto-koo bi'ariri otorong.”
MAT.22.41	Tenang ee'nang teing Boto Keperuu'navitu naro'arira otoroko Jiisuu'ke biikaang noru' tante-anta-koo nia'urima aa'puru', 
MAT.22.42	“Tee naning Kumponinge Pako'pari'uu'nung˜ nantoong domampuri tarevuriainoo'koo arekee' noru'erimaung, baa bakanaving-koong deempari tavo'aravainge?” Teinge maku'aama aa'pau', “Deevita' bakanaving-koong deempari tavo'aravaing.”
MAT.22.43	Ee'noko teie aa'puru' teing, “Nka Deevita' arekee'koo Tanuaang Meekunge karantavuko tee Ovoring tampuu' Daari Meekung-koo aa'pumanoo'ka,
MAT.22.44	‘Teie Ovoringe nkaang Ovoring aa'puu', “A', ning-koo tampavine-koo ba'naniai bera ninge dakaning kare-nupoong dakaang kau'koo boonavete-koo siparampainoo'ke basi.” ’ 
MAT.22.45	Tee' minkuvuma Deevita'ke tee Pako'pari'nii' Ovoring Kumponing-pina' basi tampuu'nung. Enang Kumponing deemparako arekee' napo' Deevita' bakanaving-koong tampaapeu'?” 
MAT.22.46	Tee' minkuvuio' naninge maku'uma kapoo' minkuvua', ee'noko te'mung-eta deto teing ookara nantoong avoreau' Jiisuu' nii'ning niania' nia'koo.
MAT.23.1	Teketa Jiisuu'ke nantoong karinga ee'noko teing bakaning barevare-nupoong aa'puru', 
MAT.23.2	“Teing boto naunuka ee'noko Boto Keperuu'navitu Moosesi paariau'ning bakaang boto nau-anta-koo. 
MAT.23.3	Tee'koo diikaning ovo'ma'nuka deempariko taaraverereriaing kapoo' nauraariaining, teka kapoo'nanka teinge nkoaavaining dii'ke nkoveriauka', ai' teinge tee kapoo' daankiaamaung nko-nkoi siong-antavaavaung. 
MAT.23.4	Teinge tee pore'antavaarimaung mmau' boto nantoonge tareaava'naang botoaarima, teka bii'ka teinge oki'noo' tareaava'.
MAT.23.5	“Ookara kapoo'nanka teinge nkoaamaing nantoonge oo-koo maroita nkoaamaung. Aa'nomaung: dootuu'koong taa'ni'anta teing dapapi' dai'arikoo', ee'noko dootuu'kooning baarong-koong puraparari bakei isikeng kurumparikoo'. 
MAT.23.6	Paroro kante-koo te' ovontung biikanoo' ba'nang-koo piavorokoo'. Napo' pava dootuu'nairu-koo ba'nava'nani'nanka tampeng-koo ba'naniaakoo' nantoonge ankampaaria'naang. 
MAT.23.7	Napo' nantoong kunekune'nairu-koo nantoonge onkeonke'aarimaatoo'naang piavorokoo' ‘Nau-anta Pankaing’ tampaarima. 
MAT.23.8	Teka dii' teing ‘Nau-anta Pankaing!’ tantaariauka'ning, ai' diikaang Siong-anta tee narung masikung otong, ee'noko dii' teing namaia' makosinuka. 
MAT.23.9	Ee'noko napo' naning narung anke kansi'koo diuma tamperiauka', ai' dii' teing narung masikung Diuma otong, ee'noko tee tee paning-koo otomaung. 
MAT.23.10	Ee'noko nau-antananka pankeng tantaariauka', ai' dii' teing tee narung Nau-anta Pankaing oto'deruring tee Kumponinge Pako'pari'nii'. 
MAT.23.11	Naning dii'koo pankaing masikung tee ee'nung dii'koo meu'ke pakupaku nkovuaing. 
MAT.23.12	Baa tee naning baka deto basiaramaung dama'ke doonko basi deemparavaing, ee'noko baa tee naning boonko noru'ari otomaung tee tee ee'nung deto basi deemparavaing.
MAT.23.13	Baka' piaaru'nuka dii' boto naunuka ee'noko dii' Boto Keperuu'navitu, bakei tora'kiriaining dii' ampirinunuka. Dii' ee'ning dii'ka muu' paninung-koo tuntariaruma nii'ning napo' taura'perereriarukoo' te' tumparipeu'ning. 
MAT.23.14	Baka' piaaru'nuka dii' boto naunuka ee'noko dii' Boto Keperuu'navitu, bakei tora'kiriaining dii' ampirinunuka. Dii'ke naaroonku biikaning kapoo'nanka pari'ererima opevurerererikoo' kunsi isikanankai dakaraka'darima nantoonge tampa' ooraarii'naang. Tee'koo dii' teing bakei aa'na' kiimatarariaining. 
MAT.23.15	Baka' piaaru'nuka dii' boto naunuka ee'noko dii' Boto Keperuu'navitu, bakei tora'kiriaining dii' ampirinunuka. Nanunanu' isipo' basi nkoverikoo' pirung-koo daue ee'noko kansi'koo narung naning dii'koo bere'araa'naang, ee'noko tenang dii'anko poko dii'ke bakei dii'koo dau basina' mosianung-koo nanu'koong deeng-antaverikoo'. 
MAT.23.16	Baka' piaaru'nuka dii' kaputu'dariri nantoong taung nau-anta-koo piarorimaing aa'perima, ‘Naning dootuu'nava pankava tampuma marakavaravaing tee kapoo' otoa', teka baa tee naning dootuu'nava pankava-koong kooro tampuma marakavaravaing tee tee dai'ari otong tee bakaang maraka-anta dupe-anta-koo.’ 
MAT.23.17	Dii' bakei kaputu'nuka mutaanang-kooning, arera teing-koo aing-koo aa'ning-koo dau basi: kooro nii'noo' dootuu'nava pankava tee kooro meeka'antavumanava? 
MAT.23.18	Napo' aa'perikoo' dii'ke, ‘Naning boonturoma-koo marakavarako kapoo' nkoaravauka'nung, teka naning te' kapoo' darimpaamaung-koo marakavarara deeko' teie tee tee dupe-antavuaing.’ 
MAT.23.19	Dii' bakei kaputu'nuka mutaanang-kooning, arera kapoo' pankaing masikung teing-koo, tee kapoo' darimpaamaung ai' te' boonturoma tee kapoo' te' darimpaamaung meeka'antavumaung? 
