GEN.1.2	Erd vikîvala û bêşikil bû, tariyê kûrahî rapêçabû. Ruhê Xwedê li ser rûyê avê digeriya.
2SA.12.31	Gelê ku li wê derê dijiya, ji malên wan derxist ew di karên ku bi birek, tevir û bivir dihatin kirin de, di çêkirina kerpîçan de da xebitandin. Dawid vê yekê li tevahiya bajarên Ammonê pêk anî. Paşê bi artêşa xwe re vegeriya Orşelîmê.
2SA.13.1	Xwişkeke bedew a Avşalomê kurê Dawid hebû. Navê wê Tamar bû. Amnon jî kurê Dawid bû û dilê wî ketibû Tamarê. 
2SA.13.2	Amnon bi qasî ku nexweş bikeve çav berdabû Tamara xwişka ji dêmariya xwe. Tamar keçeka navmalê bû û zehmet bû mêr nêzîkî wê bibin. Amnon ji ber vê rewşê nikaribû tiştekî pê bike. 
2SA.13.3	Hevalekî fenek ê Amnon hebû ku navê wî Yonadav bû. Ew kurê Şîmayê birayê Dawid bû. 
2SA.13.4	Yonadav ji Amnon pirsî: «Ya kurê padîşah, tu çima wisa roj bi roj dihelî? Ji min re nabêjî?»
2SA.13.4	Amnon got: «Min dil berdaye xwişka ji dêmariya xwe Tamarê. Tu jî dizanî ew xwişka birayê min Avşalom e.»
2SA.13.5	Yonadav rabû jê re got: «Here bikeve nav nivînan û xwe li nexweşiyê deyne. Dema ku bavê te hat, jê re bêje: ‹Lava dikim bila Tamar were, xwarinê ji min re çêke. Bila li ber min çêke ku ez lê binêrim û ji destên wê bixwim.›»
2SA.13.6	Amnon bi ya wî kir, ket nav nivînan û xwe li nexweşiyê danî. Gava padîşah hat, Amnon got: «Lava dikim bila xwişka min Tamarê were, ji min re kulîçeyan çêke ku ez ji destê wê bixwim.»
2SA.13.7	Tamar li qesrê dima. Dawid ji Tamarê re xeber şand û got: «Rabe here mala Amnonê birayê xwe û jê re xwarinekê çêke.» 
2SA.13.8	Tamar çû wir. Amnon di nav nivînan de dirêjkirî bû. Wê hevîr kir û jê re çend kulîçe çêkirin. 
2SA.13.9	Tamarê kulîçe danî ber wî, lê Amnon nexwest bixwe û got: «Her kesî derxin derve.» Her kes derket. 
2SA.13.10	Paşê Amnon ji Tamarê re got: «Kulîçeyan bîne oda min a razanê ku ez ji destê te bixwim.» Tamarê kulîçe birin oda razanê. 
2SA.13.11	Gava wê kulîçe danî ber Amnon, wî ew girt û got: «Were bi min re raze xwişka min!»
2SA.13.12	Lê Tamarê got: «Na, birayê min, zorê nede min! Nabe ku li Îsraîlê tiştekî wiha bibe? Lava dikim vê kirêtiyê neke! 
2SA.13.13	Ezê vê şermê çawa ji ser xwe rakim? Bi vê yekê tê li Îsraîlê rûreş bibî. Qet nebe ji padîşah re bêje; ji xwe wê texsîr neke.» 
2SA.13.14	Lê Amnon guhdariya wê nekir. Ew jê xurtir bû. Rabû bi zorê pê re raza.
2SA.13.15	Piştî vê yekê Amnon ji Tamarê nefret kir. Wisa bû ku nefreta wî ji dilxwaziya wî mezintir bû. Amnon ji Tamarê re got: «Biqeşte here!»
2SA.13.16	Tamarê got: «Na! Qewirandina te xerabiyek e û ev ji xerabiya te ya te kir mezintir e.» Lê Amnon guhdariya wê nekir. 
2SA.13.17	Gazî xulamê xwe kir û got: «Vê jinikê derxe derve, derî jî li pey wê bigire.» 
2SA.13.18	Xulam Tamar derxist derve û derî li pey wê girt. Tamarê kirasekî mildirêj li xwe kiribû. Keçên bakîre yên padîşah, kirasên wiha li xwe dikirin. 
2SA.13.19	Tamarê xwelî li xwe kir û kirasê xwe çirand. Bi herdu destan li xwe da giriya û çû.
2SA.13.20	Avşalomê birayê wê jê pirsî: «Kesê bi te re raza birayê te Amnon bû ne wisa? Xwişkê, tu dengê xwe neke. Ew birayê te yê ji dêmariyê ye. Tu xema nexwe.» Tamar li mala Avşalomê birayê xwe bi tena serê xwe û gelekî xemgîn ma.
2SA.13.21	Padîşah Dawid bi bûyerê hesiya û pir hêrs bû. 
2SA.13.22	Avşalom jî ji Amnon re behsa tiştekî baş an xerab nekir. Ji ber ku destdirêjiya Tamara xwişka wî kiribû, wî ji Amnon nefretê dikir.
2SA.13.23	Piştî du salan, Avşalom şand pey hemû kurên Dawid ku werin Baal-Hasora nêzîkî Bajarê Efrayîmê ku pezbirên wî li wê bûn. 
2SA.13.24	Avşalom hat ba padîşah û jê re got: «Ez pezên xwe didim qusandin. Hêvî dikim bila peywirdarên padîşah jî beşdarî vî xulamê te bibin.»
2SA.13.25	Lê Dawid got: «Nexêr kurê min, em tev neyên, ji te re nebin bar.» Avşalom her çiqas li ber geriya jî, padîşah nexwest here, lê wî ew pîroz kir.
2SA.13.26	Li ser vê yekê Avşalom wiha got: «Naxwe destûrê bide, bila birayê min Amnon bi me re were.»
2SA.13.26	Padîşah got: «Amnon çima bi te re were?» 
2SA.13.27	Avşalom pir li ber padîşah geriya, loma jî wî Amnon û tevahiya kurên xwe pê re şandin.
2SA.13.28	Avşalom ji xizmetkarê xwe re got: «Guhdarî bikin! Li bendê bin heta ku Amnon ji şerabê serxweş bibe. Gava min got: ‹Li Amnon bixin› lêxin û wî bikujin. Netirsin! Fermanê ez didime we. Hêzdar û wêrek bin.» 
2SA.13.29	Xizmetkaran li gorî Avşalom kirin û Amnon kuştin. Tevahiya kurên padîşah li hêstirên xwe siwar bûn û reviyan.
2SA.13.30	Dema ku ew di rê de bûn ji Dawid re xeber hat: «Avşalom, tevahiya kurên padîşah kuştine, yek jî wan sax nemaye.» 
2SA.13.31	Padîşah rabû cilên xwe çirandin, xwe avêt erdê. Hemû xulamên wî jî, cilên xwe çirandibûn û li ber wî sekinîbûn.
2SA.13.32	Yonadavê kurê Şîmayê birayê Dawid, wiha got: «Ezbenî nefikire ku tevahiya kurên te hatine kuştin; bi tenê Amnon mir. Ji ber ku Avşalom ji roja Amnon destdirêjiya xwişka wî Tamarê kiribû biryar dabû ku wî bikuje. 
2SA.13.33	Ya xweyê min padîşah, tevahiya kurên te nemirine; bi tenê Amnon miriye.»
2SA.13.34	Di vê navberê de Avşalom jî reviyabû.
2SA.13.34	Nobedar dît ku ji riya qûntara girê li rojhilat qelebalixek tê. 
2SA.13.35	Yonadav ji padîşah re got: «Va ye kurên te tên! Çawa ku xulamê te gotibû.» 
2SA.13.36	Gava wî gotina xwe qedand, kurên padîşah gihîştine wir û bi dengekî bilind giriyan. Padîşah û peywirdarên wî jî bişewat giriyan.
2SA.13.38	Avşalom li Geşûrê sê salan ma. 
2SA.13.39	Padîşah Dawid, pir dixwest here ba Avşalom. Çimkî piştî mirina Amnon dilê wî aş bibû.
2SA.14.1	Kurê Serûyayê Yoav têgihîşt ku Padîşah Dawid bêriya Avşalom kiriye. 
2SA.14.2	Yekî şand ba jineke zana ku li Teqoayê dijî. Wî jinikê bi xwe re anî. Yoav ji jinikê re got: «Ji kerema xwe reş girê bide. Cilên xwe yê şînê li xwe bike. Rûn li xwe nede û çawa ku bi rojan e tu şîna miriyan dikî tevbigere. 
2SA.14.3	Here ba padîşah û gotinên min jê re bêje.» Piştre Yoav jinikê şîret kir ku çi bêje.
2SA.14.4	Jinika Teqoayî çû ba padîşah. Li pêş wî deverû çû erdê û got: «Ya padîşah, alîkariya min bike!»
2SA.14.5	Padîşah pirsî: «Te xêr e?»
2SA.14.5	Jinikê got: «Ez jinebiyeke belengaz im. Mêrê min mir. 
2SA.14.6	Ez xulama te, min du kur hebûn. Herduyan jî li derve bi hev re şer kir. Kesekî ku li wir wan ji hev veqetîne tunebû. Yekî li yê din xist û kuşt. 
2SA.14.7	Niha tevahiya malbatê, li dijî min, cariya te derdikevin û dibêjin: ‹Yê ku birayê xwe kuştiye teslîmî me bike. Ji dêla ku birayê xwe kuştiye em jî wî bikujin. Bi vî awayî emê mîrasxwarekî jî ji holê rakin.› Wê di dawiyê de ziriyeta min jî biqelînin, li rûyê erdê kesekî ku navê mêrê min bidomîne namîne.»
2SA.14.8	Padîşah got: «Tu bi xêr here mala xwe, ezê pirsa te safî bikim.»
2SA.14.9	Jina Teqoayî got: «Padîşahê min ezbenî, bila sûcdarê vê pirsgirêkê ez û malbata bavê min bin. Bila padîşah û textê wî bêsûc bin.»
2SA.14.10	Padîşah got: «Kesê ji te re tiştekî bêje, wî bîne ba min. Careke din nikare te aciz bike.»
2SA.14.11	Jinikê wiha got: «Ji bo xatirê Xwedayê xwe Xudan lava dikim ku padîşah tolhildanê zêdetir neke. Naxwe wê kurê min bikujin.»
2SA.14.11	Padîşah got: «Bi navê Xudanê Jîndar, tu kes nikare zirarê bide mûyêkî kurê te.»
2SA.14.12	Jinikê got: «Destûr bide ez ji xweyê xwe padîşah re gotineke din jî bêjim.»
2SA.14.12	Padîşah got: «Bêje.»
2SA.14.13	Jinikê got: «Ji bo çi te li dijî gelê Xwedê fenekî wiha kir? Her ku padîşah wiha diaxive, wek xwe sûcdar dibîne. Ji ber kesê ku şande sirgûnê bi paş ve neanî. 
2SA.14.14	Helbet emê hemû bimirin. Em wekî avê ne ku tê rijandin û careke din berhev nabe. Ezbenî rihê çûyî venagere, lê ji bo ku ji te dûr nemînin, çareseriya sirgûniyan li ba te ye.
2SA.14.15	«Ji bo ku gel ez tirsandime, min xwest ez van ji xweyê xwe padîşah re bêjim: ‹Min xwest ez bi padîşah re bipeyivim, dibe ku daxwaza xulama xwe bîne cih› ez bi vî rengî fikirîm, 
2SA.14.16	‹Hêviya min ji padîşah ew e ku min û kurê min ji destê wî kesî xilas bike ku dixwaze me bikuje û ji welatê Xwedê veqetîne.› 
2SA.14.17	Min xwest ku gotina xweyê min padîşah min rihet bike. Çimkî wekî milyaketê Xwedê, xweyê min padîşah qencî û xerabiyê ji hev derxe. Xwedayê te Xudan bi te re be!»
2SA.14.18	Padîşah got: «Ezê ji te pirsekê bikim, rastiyê ji min veneşêre.»
2SA.14.18	Jinikê got: «Fermo xweyê min padîşah.»
2SA.14.19	Padîşah pirsî: «Kesê ku ev fen bi te da kirin Yoav e gelo?»
2SA.14.19	Jinikê got: «Bi serê te kim ya xweyê min padîşah, ez tu caran ji pirsên te narevim. Erê yê ku li min emir kir û tevahiya van bi min koleya te da gotin, xulamê te Yoav e. 
2SA.14.20	Yoav, ji bo ku çareseriyek ji van tiştan re bîne wisa kir. Xweyê min wek milyaketekî Xwedê zana ye. Her tiştê ku li welêt çêdibe dizane.»
2SA.14.21	Li ser vê yekê padîşah ji Yoav re got: «Ezê daxwaza te bînime cih; here Avşalomê ciwan vegerîne.»
2SA.14.22	Yoav deverû xwe avêt erdê, wî ew pîroz kir û got: «Ya xweyê min padîşah, îro ez dizanim ku dilê te bi min xweş e, ji ber ku te daxwaza xulamê xwe bi cih anî.»
2SA.14.23	Yoav bi lez çû Geşûrê, Avşalom anî Orşelîmê. 
2SA.14.24	Lê padîşah got: «Avşalom bila here mala xwe, neyê ba min.» Îcar Avşalom çû mala xwe; wî padîşah nedît.
2SA.14.25	Li tevahiya Îsraîlê kesekî bi qasî Avşalom ku ji bo bedewiya wî pesnê wî dihat dayîn tunebû; ji serî heta binî lihevhatî û bêqisûr bû. 
2SA.14.26	Avşalom salê carekê tenê porê xwe diqusand ku dirêj bibe. Gava dikişand, li gorî pîvana padîşahiyê giraniya porê wî du sed şekel
2SA.14.27	Sê kurên Avşalom û bi navê Tamar keçeke wî ya gelekî bedew hebû.
2SA.14.28	Avşalom du salan li Orşelîmê ma, lê wî padîşah nedît. 
2SA.14.29	Piştre ji bo ku Yoav bişîne ba padîşah jê re xeber şand. Lê Yoav nexwest here. Avşalom cara diduyan xeber şand, Yoav dîsa nexwest here. 
2SA.14.30	Avşalom ji xulamên xwe re got: «Binêrin, zeviya Yoav ya ceh bi zeviya min ve ye. Herin, agir berdin zeviya wî.» Li ser vê yekê çûn agir berdan zeviya wî.
2SA.14.31	Yoav rabû çû mala Avşalom, pirsî û got: «Xulamên te çima agir berdan zeviya min?»
2SA.14.32	Avşalom got: «Min ji te re xeber şand ku tu bêyî te bişînim ba padîşah. Minê ji te daxwaz bikira ku tu jê re wiha bêjî: ‹Ez çima ji Geşûrê hatim? Ez li wir bimama wê çêtir bûya. Êdî ez dixwazim padîşah bibînim. Heger sûcekî min hebe bila min bikuje.›»
2SA.14.33	Li ser vê yekê Yoav çû û gotinên Avşalom ji padîşah re got. Padîşah gazî Avşalom kir. Avşalom li pêş wî deverû çû erdê. Padîşah jî ew ramûsa.
2SA.15.1	Avşalom ji xwe re erebeyeke şer, hesp û ji bo ku li pêş wî baz bidin pêncî mirov amade kirin. 
2SA.15.2	Serê sibê zû radibû, li kêleka riya ku diçe dergehê bajêr disekinî. Ji kesên ji bo doza xwe diçûn ba padîşah dipirsî: «Tu ji ku yî?»
2SA.15.2	Ji kîjan eşîra Îsraîlê bûna digotin.
2SA.15.3	Avşalom ji wî re wiha digot: «Tiştê ku tu dibêjî rast e û heq e, lê belê bi navê padîşah kesekî ku li te guhdarî bike tune.» 
2SA.15.4	Piştre wî berdewam kir: «Xwezî li ser vî welatî ez bibûma desthilatdar! Kesên doz an jî meseleyên wan hebin bila bihatana ba min. Min jî mafên wan bida wan.» 
2SA.15.5	Gava kesek nêzîkî wî bibûya û xwe li ber wî deverû bavêta erdê, Avşalom destê xwe dirêj dikir, bi zilam digirt û ew maçî dikir. 
2SA.15.6	Li hemû Îsraîliyên ku ji bo doza wan binêre dihatin ba padîşah, wisa dikir. Bi vî awayî ket dilê Îsraîliyan.
2SA.15.7	Piştî çar salan
2SA.15.8	Ji ber ku ez li bajarê Geşûra xulamê te Aram dijiyam, min gorî pêşkêş kiribû û gotibû: ‹Heger Xudan dîsa min vegerîne Orşelîmê, ezê herim li Hevronê
2SA.15.9	Padîşah got: «Bi xêr û xweşî here.» Lê gava Avşalom diçû Hevronê, 
2SA.15.10	ji eşîrên Îsraîlê re bi dizî qasid şandin û wiha got: «Çawa ku we dengê boriyê bihîst, bêjin: ‹Avşalom li Hevronê bû padîşah!›» 
2SA.15.11	Ji Orşelîmê du sed kesên ku gazî wan kirine, bêyî ku ji bûyeran agahdar bin, bi dilekî pak, bi Avşalom re çûn. 
2SA.15.12	Avşalom dema ku qurban serjê dikirin, şêwirmendê Dawid Ahîtofêlê Gîloyî jî ji bajarê Gîloyê anîbû. Bi vî awayî serhildan xurt bû. Çimkî civata dida pey Avşalom her diçû zêdetir dibû.
2SA.15.13	Qasidek hat ba Dawid û got: «Îsraîlî bi dil û can baweriya xwe bi Avşalom anîn.»
2SA.15.14	Li ser vê yekê Dawid tevahiya peywirdarên xwe yên li ba wî li Orşelîmê diman re wiha got: «De em rabin û birevin! An na emê ji destê Avşalom xilas nebin. Em bilezînin! An na, Avşalom wê bi lez li pey me bê, me tune bike. Wê bajar bide ber şûran.»
2SA.15.15	Peywirdarên padîşah wiha got: «Xweyê me padîşah çi biryarê bide, em amade ne pêk bînin.»
2SA.15.16	Bi vî awayî padîşah, bi tevahiya malbata xwe ya ku pê bawer bûn re da rê. Lê ji bo ku xweyîtî li qesrê bikin deh cariye li wir hiştin. 
2SA.15.17	Padîşah û kesên li ba wî li ber avahiya herî dawî ya li bajêr sekinîn. 
2SA.15.18	Kerêtî û Peletiyên ku parêzvanên Dawid bûn, di ber padîşah re derbas bûn. Şeş sed leşkerên Gatî ku ji Gatê dabûn pey wî jî, di ber padîşah re derbas bûn.
2SA.15.19	Padîşah ji Îttayê Gatî pirsî û got: «Tu çima bi me re têyî? Vegere û bi padîşahê nû re bimîne. Çimkî tu yekî xerîb î ku ji welatê xwe hatiye nefîkirin. 
2SA.15.20	Tu hê nû hatî. Ez bixwe nizanim ezê îro bi ku ve herim, ezê çawa te bi xwe re bigerînim? Bi birayên xwe re vegere. Bila dilsozî û dilovaniya Xwedê li ser te be!»
2SA.15.21	Lê Îttay wiha got: «Xweyê min padîşah, bi navê Xudanê Jîndar û bi serê xweyê xwe padîşah sond dixwim, sax an mirî, tu li ku bî ez xulamê te jî, ezê li wir bim.»
2SA.15.22	Dawid got: «De baş e, derbas be!» Li ser vê yekê Îttayê Gatî, bi hemû zilamên ba xwe û zarokên wan re derbas bûn. 
2SA.15.23	Dema ku gel derbas dibû tevahiya gelê li herêmê bi dengekî bilind digiriyan. Padîşah Newala Qîdronê derbas kir. Gel jî ber bi çolê ve meşiya.
2SA.15.24	Sadoqê Kahin û Lêwiyên ku Sindoqa Peymana Xwedê digerandin jî li wir bûn. Sindoqa Xwedê danîn erdê. Heta ku hemû gel ji bajêr derkeve Aviyatar qurban pêşkêş kirin.
2SA.15.25	Piştre padîşah ji Sadoq re got: «Sindoqa Xwedê vegerîne bajêr. Heger dilê Xudan bi min xweş be, ewê min vegerîne û sindoqa di cihê xwe de nîşanî min bide. 
2SA.15.26	Lê ku bêje: ‹Ez ji te ne dilxweş im›, va ye ez li vir im, dilê wî çawa dixwaze, bila wisa bi min bike.» 
2SA.15.27	Padîşah bi Sadoqê Kahin re gotina xwe wiha berdewam kir: «Ma tu ne Zana
2SA.15.28	Heta ku min ji we agahiyek baş wergirt, ezê li çolê li bihora kêleka çem bisekinim.» 
2SA.15.29	Sadoq û Aviyatar Sindoqa Xwedê birin Orşelîmê û li wir bicih bûn.
2SA.15.30	Dawid bi girîn hildikişiya Çiyayê Zeytûnê. Serê wî nixamtî bû û pêxwas diçû, her kesê pê re jî sernixamtî bû û ew jî digiriyan.
2SA.15.31	Di wê navberê de yekî ji Dawid re got: «Ahîtofêl di nav fesadên alîgirên Avşalom de ye.»
2SA.15.31	Li ser vê yekê Dawid wiha dua kir: «Ya Xudan şêwra Ahîtofêl vala derxe.»
2SA.15.32	Dawid dema gihîşte ser girê perizînê ku gel ji bo perizînê diçû wir, Huşayê Arkî, ser û guhê wî di nav toz û telazê de, bi cilên xwe yê qetiyayî, ew pêşwazî kir. 
2SA.15.33	Dawid ji wî re got: «Heger tu bi min re werî, tê bibî bar ji min re», 
2SA.15.34	«Lê ku tu vegerî bajêr û ji Avşalom re bêjî: ‹Ya padîşah, ezê bibim xulamê te; berê min çawa ji bavê te re xulamî kiribe, niha jî ezê ji te re xulamiyê bikim›, bi vî awayî tê ji bo min şêwra Ahîtofêl vala derxî. 
2SA.15.35	Sadoqê Kahin û Aviyatarê Kahin wê li wir tevli te bin. Te li qesra padîşah çi bihîstibe, ji wan re bêje. 
2SA.15.36	Kurên wan Ahîmaes û Yonatan jî li wir in. Her tiştê we bihîstin, bi riya wan ji min re bişînin.»
2SA.15.37	Bi vî awayî dostê Dawid Huşay çû Orşelîmê. Di wê demê de Avşalom jî gihîşte bajêr.
2SA.16.2	Padîşah ji Sîva pirsî: «Te ev ji bo çi anîn?»
2SA.16.2	Sîva got: «Ker ji bo malbata padîşah lê siwar bin, nan û fêkî jî ji bo xwarina xulaman, şerab jî ji bo dema kesên ku westiyan vexwin!»
2SA.16.3	Padîşah pirsî: «Neviyê xweyê te Şawûl li ku ye?»
2SA.16.3	Sîva got: «Li Orşelîmê dimîne. Ew difikirî ku Mala Îsraîl wê îro padîşahiya bapîrê min paş ve bide min.»
2SA.16.4	Padîşah got: «Her tiştê Mefîboşêt yê te ye.»
2SA.16.4	Sîva got: «Ez li ber te xwe ditewînim, xweyê min padîşah! Bila dilê te hergav bi min xweş be.»
2SA.16.5	Dema Padîşah Dawid gihîşte Bahûrîmê, yekî bi navê Şîmiyê kurê Gêra ku ji Mala Şawûl bû hat. Wî naletê dibarand. 
2SA.16.6	Hemû leşker û parêzvan bi Dawid re bûn. Şîmî dîsa jî kevir davêtin wan. 
2SA.16.7	Wî nalet dibarand û digot: «Ji vir here lo zilamê destbixwîn, belqitiyo!» 
2SA.16.8	Te li ser xwîna Mala Şawûl, padîşahî stand. Loma jî Xudan tu ceza kirî. Xudan padîşahî da kurê te Avşalom. Ji ber ku tu destbixwîn î, ev têkçûn hat serê te.
2SA.16.9	Kurê Serûyayê Avîşay ji padîşah re got: «Ev kûçikê mirî, çima wê ji xweyê min padîşah re nifiran bike? Bihêle ez herim serê wî jê bikim.»
2SA.16.10	Lê padîşah got: «Ev ne karê we ye, kurên Serûyayê! Madem Xudan jê re gotiye: ‹Ji Dawid re nifiran bike›, kî dikare jê re bêje: ‹Tu çima wisa dikî?›»
2SA.16.11	Piştre Dawid ji Avîşay û leşkerên wî re got: «Kurê min bixwe dixwaze min bikuje, loma li tiştê ku ev Binyamînî dike, şaş nemînin! Dev jê berdin hema bila nifiran bike! Çimkî Xudan wisa xwestiye û ew jî dike. 
2SA.16.12	Dibe ku Xudan tengasiya min bibîne û nifirên li min hatine kirin ji min re bike qencî.»
2SA.16.13	Dawid û zilamên wî riya xwe berdewam kirin. Şîmiyê ku li dijî Dawid, li qûntara çiyê dimeşiya dema ku diçû nifir lê dikirin. Wî kevir diavêtê, ax û xwelî lê direşand. 
2SA.16.14	Padîşah û gelê li ba wî qels û bêqewet gihîştin cihê ku dixwestin herinê, li wir bêhna xwe vedan.
2SA.16.15	Avşalom û gelê Îsraîlê ketibûn Orşelîmê, Ahîtofêl jî bi Avşalom re bû. 
2SA.16.16	Dostê Dawid Huşayê ji Arkê, dema ku gihîşt ba Avşalom, wiha qîriya: «Bijî padîşah! Bijî padîşah!»
2SA.16.17	Avşalom ji Huşay pirs kir: «Girêdayîna te bi dostê te re ev e? Tu çima bi dostê xwe re neçûyî?»
2SA.16.18	Huşay got: «Ezê alîgirê wî kesî bim ku ji aliyê Xudan û tevahiya gelên Îsraîlê ve hatiye kifşkirin. Ezê li ba wî bimînim. 
2SA.16.19	Ma ezê ji bilî Avşalomê kurê Dawid, xizmeta kê bikim? Min çawa ji bavê te re xizmet kiribe, ezê ji te re jî wisa xizmetê bikim.»
2SA.16.20	Avşalom ji Ahîtofêl re got: «Divê em çi bikin? Şîretekê li me bike.»
2SA.16.21	Ahîtofêl wiha got: «Bi wan cariyeyan re raze ku bavê te ji bo xweyîtiyê li qesrê bikin hiştibû. Bi vî awayî, wê tevahiya Îsraîlê bibihîze ku te nefreta bavê xwe qezenc kiriye û kesên ku piştgiriya te dikin, wê tev xwe bêtir bi hêz bibînin.»
2SA.16.23	Di wan rojan de şîretên ku Ahîtofêl dikirin, wekî şîretên zilamekî wiha bûn ku peyvên Xwedê belav dikirin. Dawid jî, Avşalom jî, şîretên wî wisa qebûl dikirin.
2SA.17.1	Ahîtofêl ji Avşalom re wiha got: «Destûr bide ku ez diwanzdeh hezar kesan hilbijêrim û îşev rabim bikevime pey Dawid. 
2SA.17.2	Hê ku Dawid qels û bêqewet e, ez êrîşî wî bikim û çavê wî bitirsînim. Wê kesên li ba wî tev birevin, ezê jî tenê Padîşah Dawid bikujim. 
2SA.17.3	Dawiyê ezê tevahiya gel ji te re bînim. Vegerîna gel, girêdayî mirina wî kesî ye ku tu dixwazî wî bikujî. Bi vî awayî wê gel jî di nav aştiyê de be.» 
2SA.17.4	Ev gotin bi dilê Avşalom û rîspiyên Îsraîlî bû.
2SA.17.5	Avşalom got: «Gazî Huşayê Arkî jî bikin, wê çi bêje em bibihîzin.» 
2SA.17.6	Dema ku Huşay hat, Avşalom got: «Ahîtofêl wiha got. Gelo em gotina wî bikin? Heger na, tu ya xwe bibêje.»
2SA.17.7	Huşay ji Avşalom re got: «Vê carê şîreta Ahîtofêl ne baş e. 
2SA.17.8	Tu dizanî ku bavê te Dawid û zilamên wî şervanên gelek xurt in. Wek hirça ku li çolê ji ferxika xwe hatiye veqetandin, bi hêrs in. Bavê te şervanekî serhatî ye, şeva xwe bi leşkerên re derbas nake. 
