GEN.1.1	Mu ntangiriro Imana yaremye ijuru n'isi. 
EXO.17.12	Amaboko ya Musa amaze kuruha, Aroni na Huri bamuzanira ibuye aryicaraho, bashyigikira amaboko ye umwe ahagaze iburyo undi ibumoso. Bityo akomeza kuzamura amaboko ye, kugeza ubwo izuba rirenga. 
EXO.17.13	Nuko Yozuwe yicisha inkota ingabo z'Abamaleki.
EXO.17.14	Uhoraho abwira Musa ati: “Andika iby'uko mwatsinze bye kuzibagirana kandi ubyumvishe Yozuwe. Nzatsemba Abamaleki be kuzongera kwibukwa ukundi.”
EXO.17.15	Musa yubaka urutambiro, arwita “Uhoraho ni ibendera ryanjye”. 
EXO.17.16	Nuko aravuga ati: “Kubera ko Abamaleki batinyutse kurwanya ingoma y'Uhoraho, na we azabarwanya iteka ryose.”
EXO.18.1	Yetiro umutambyi w'Abamidiyani akaba na sebukwe wa Musa, yumva ibyo Imana yagiriye Musa n'ubwoko bwayo bw'Abisiraheli, yumva n'uko yabakuye mu Misiri. 
EXO.18.2	Yetiro asanga Musa ajyanye na Sipora, umugore wa Musa yari yarohereje kwa se. 
EXO.18.3	Sipora yari kumwe n'abahungu be bombi. Uw'impfura Musa yari yaramwise Gerushomu agira ati: “Nahungiye mu mahanga.” 
EXO.18.4	Undi yari yaramwise Eliyezeri
EXO.18.5	Yetiro na Sipora n'abo bahungu be bombi bagera mu butayu, aho Musa yari ashinze ihema ku musozi w'Imana. 
EXO.18.6	Atuma kuri Musa ko amuzaniye umugore we n'abahungu be bombi. 
EXO.18.7	Musa arasohoka asanganira sebukwe, aramwunamira aramuhobera, bamaze gusuhuzanya binjira mu ihema.
EXO.18.8	Musa atekerereza sebukwe ibintu byose Uhoraho yagiriye umwami wa Misiri n'abaturage be, abahōra Abisiraheli, amutekerereza n'ingorane zose bagiriye mu nzira Uhoraho akazibakuramo. 
EXO.18.9	Yetiro ashimishwa cyane n'ibyiza Uhoraho yakoreye Abisiraheli akabakiza Abanyamisiri. 
EXO.18.10	Nuko aravuga ati: “Nihasingizwe Uhoraho wabakijije umwami wa Misiri n'abantu be, akabakura mu maboko y'Abanyamisiri. 
EXO.18.11	Noneho menye ko Uhoraho aruta izindi mana zose, kuko yabyerekanye igihe yatsindaga Abanyamisiri bari barakandamije ubwoko bwe.” 
EXO.18.12	Nuko Yetiro atambira Imana igitambo gikongorwa n'umuriro, n'ibindi bitambo. Aroni n'abakuru bose b'Abisiraheli baza gusangirira na we imbere y'urutambiro.
EXO.18.13	Bukeye Musa atangira gukemura ibibazo bya rubanda, abantu baba benshi birirwa bamutegereje kuva mu gitondo kugeza nimugoroba. 
EXO.18.14	Sebukwe abibonye abaza Musa ati: “Kuki ukora utyo? Kuki uca imanza wenyine? Urabona aba bantu bose birirwa bagutegereje kuva mu gitondo kugeza nimugoroba!”
EXO.18.15	Musa aramusubiza ati: “Ni ukubera ko abantu bifuza kumenya ibyo Imana ishaka. 
EXO.18.16	Iyo bafite icyo bapfa baza kumburanira nkabacira urubanza, nkabamenyesha amateka y'Imana n'amategeko yayo.”
EXO.18.17	Sebukwe aramubwira ati: “Ubwo buryo si bwiza. 
EXO.18.18	Wowe n'abo bantu baza kukureba mwese muzananirwa, akazi ni kenshi ntushobora kugakora wenyine. 
EXO.18.19	Umva inama nkugira kandi Imana iyigufashirizemo. Ujye ukomeza uhagararire abantu imbere y'Imana no kuyigezaho ibibazo byabo. 
EXO.18.20	Ujye ubigisha amateka n'amategeko yayo, ubasobanurire uko bagomba kwifata n'icyo bagomba gukora. 
EXO.18.21	Uzatoranye n'abagabo b'inyangamugayo bubaha Imana, biringirwa kandi badakunda ruswa, maze ubahe gutwara abantu ibihumbi, abandi amagana, abandi mirongo itanu, abandi icumi. 
EXO.18.22	Bajye bacira rubanda imanza igihe bibaye ngombwa, bajye bagushyikiriza ibibazo bikomeye gusa, naho ibyoroheje babyikemurire. Bityo muzajya mufatanya bikorohereze umuruho. 
EXO.18.23	Nubigenza utyo kandi bikaba bihuje n'ibyo Imana ishaka, bizakuruhura kandi abo bantu bose batahe ibibazo byabo bikemuwe.”
EXO.18.24	Musa akurikiza inama sebukwe yamugiriye. 
EXO.18.25	Atoranya mu Bisiraheli bose abagabo b'inyangamugayo, abaha gutegeka abantu. Bamwe baba abatware b'ibihumbi, abandi b'amagana, abandi ba mirongo itanu, abandi b'icumi. 
EXO.18.26	Bacira rubanda imanza igihe bibaye ngombwa, ibibazo bikomeye bakabishyikiriza Musa, naho ibyoroheje bakabikemura ubwabo.
EXO.18.27	Musa asezerera sebukwe, arataha.
EXO.19.1+EXO.19.2	Abisiraheli bimuka i Refidimu. Ku munsi wa mbere w'ukwezi kwa gatatu bavuye
EXO.19.3	Musa azamuka umusozi kugira ngo abonane n'Imana.
EXO.19.3	Uhoraho amuhamagara ari mu mpinga, aramubwira ati: “Ubwire abakomoka kuri Yakobo ari bo Bisiraheli uti: 
EXO.19.4	‘Mwiboneye uko nagenje Abanyamisiri, n'ukuntu namwe nabazanye nk'uko ikizu giheka abana bacyo ku mababa. 
EXO.19.5	None nimunyumvira mukubahiriza Isezerano nzagirana namwe, muzaba ubwoko bwanjye bw'umwihariko natoranyije mu mahanga yose. Isi yose ni iyanjye, 
EXO.19.6	ariko mwebwe muzambere igihugu cy'abatambyi, muzambere n'abantu baziranenge.’ Ngayo amagambo umbwirira Abisiraheli.”
EXO.19.7	Musa aragenda ahamagaza abakuru b'Abisiraheli, ababwira ibyo Uhoraho yamutumye byose. 
EXO.19.8	Abantu bose bamusubiriza icyarimwe bati: “Ibyo Uhoraho yavuze byose tuzabikora.” Nuko Musa abibwira Uhoraho.
EXO.19.9	Uhoraho abwira Musa ati: “Nzaza aho uri ndi mu gicu kibuditse, kugira ngo abantu bumve mvugana nawe, maze bajye bahora bakugirira icyizere.”
EXO.19.9	Nuko Musa asubiriramo Uhoraho igisubizo cy'abantu, 
EXO.19.10	Uhoraho aramubwira ati: “Genda ubwire abantu bitunganye uyu munsi n'ejo, bamese n'imyambaro yabo 
EXO.19.11	kugira ngo ejobundi bazabe biteguye. Uwo munsi jyewe Uhoraho nzamanukira ku musozi wa Sinayi, abantu bose bambone. 
EXO.19.12	Uzabashyirireho urubibi ahazengurutse uwo musozi, maze ubabwire uti: ‘Mwirinde kuzamuka uyu musozi cyangwa kwegera ku rugabano rwawo. Uzawegera azapfa. 
EXO.19.13	Nta wuzamukoraho, ahubwo azicishwe amabuye cyangwa bamurase imyambi, niriba n'itungo muzarigenze mutyo.’ Impanda nivuga, ni bwo bamwe
EXO.19.14	Musa aramanuka asanga abantu, arababwira baritunganya, bamesa n'imyambaro yabo. 
EXO.19.15	Arababwira ati: “Ejobundi muzabe mwiteguye, kandi ntimuzaryamane n'abagore banyu.”
EXO.19.16	Mu gitondo cy'umunsi babwiwe, inkuba zirakubita, imirabyo irarabya, igicu kibuditse gitwikira umusozi maze ihembe riravuga cyane, abantu bose bo mu nkambi bahinda umushyitsi. 
EXO.19.17	Musa asohora abantu mu nkambi bajya gusanganira Imana, bakoranira munsi y'umusozi. 
EXO.19.18	Umusozi wa Sinayi wari wuzuye umwotsi, kuko Uhoraho yari yawumanukiyeho ari mu muriro, umwotsi ucumba nk'uw'itanura. Umusozi wose uratigita, 
EXO.19.19	ijwi ry'ihembe rirushaho kuvuga cyane. Musa yaravugaga, Imana ikamusubiriza mu ijwi ry'inkuba.
EXO.19.20	Uhoraho amanukira mu mpinga y'umusozi wa Sinayi, ahamagara Musa. Musa arazamuka arahamusanga. 
EXO.19.21	Uhoraho aramubwira ati: “Manuka wihanangirize abantu be kurenga urubibi ngo banyitegereze, naho ubundi benshi bazapfa. 
EXO.19.22	Ndetse n'abatambyi ntibakanyegere batihumanuye, kugira ngo ntabica.”
EXO.19.23	Musa abwira Uhoraho ati: “Abantu ntibashobora kuzamuka kuri uyu musozi, kuko wadutegetse gushyiraho urubibi rwerekana ko wawiyeguriye.”
EXO.19.24	Uhoraho aramusubiza ati: “Manuka maze uzamukane na Aroni. Ariko abatambyi n'abandi bantu be kurenga urubibi baza aho ndi, kugira ngo ntabica.” 
EXO.19.25	Nuko Musa aramanuka abibwira abantu.
EXO.20.1	Imana ivuga aya magambo yose iti:
EXO.20.2	“Ndi Uhoraho Imana yawe, nagukuye mu Misiri aho wari inkoreragahato.
EXO.20.3	“Ntugasenge izindi mana, ahubwo ujye unsenga jyenyine.
EXO.20.4	“Ntukiremere ikigirwamana cyangwa ishusho isengwa y'ibiri mu ijuru, cyangwa ku butaka, cyangwa mu mazi. 
EXO.20.5	Ntukabipfukamire kandi ntukabiyoboke. Jyewe Uhoraho Imana yawe ndi Imana ifuha, mpana abanyanga n'abana babo n'abuzukuru babo ndetse n'abuzukuruza babo, 
EXO.20.6	ariko abankunda bagakurikiza amabwiriza yanjye, mbagirira neza bo n'ababakomokaho imyaka itabarika!
EXO.20.7	“Ntugakoreshe izina ryanjye mu buryo budakwiriye, kuko jyewe Uhoraho Imana yawe ntazabura guhana ukoresha izina ryanjye atyo.
EXO.20.8	“Ujye wibuka umunsi w'isabato uwunyegurire. 
EXO.20.9	Imirimo yawe yose ujye uyikora mu minsi itandatu, 
EXO.20.10	ariko uwa karindwi ni isabato yanjye, jyewe Uhoraho Imana yawe. Ntukagire icyo ukora kuri uwo munsi, wowe ubwawe cyangwa umuhungu wawe, cyangwa umukobwa wawe, cyangwa umugaragu wawe, cyangwa umuja wawe, cyangwa itungo ryawe, cyangwa umunyamahanga uba iwawe. 
EXO.20.11	Uzaziririze isabato utyo, kuko jyewe Uhoraho naremye ijuru n'isi n'inyanja n'ibirimo byose mu minsi itandatu, ariko ku munsi wa karindwi nkaruhuka. Ni yo mpamvu nahaye umugisha umunsi wa karindwi nkawiyegurira.
EXO.20.12	“Ujye wubaha so na nyoko, bityo uzarama mu gihugu mbahaye, jyewe Uhoraho Imana yawe.
EXO.20.13	“Ntukice.
EXO.20.14	“Ntugasambane.
EXO.20.15	“Ntukibe.
EXO.20.16	“Ntukabeshyere abandi.
EXO.20.17	“Ntukifuze inzu y'undi muntu, cyangwa umugore we, cyangwa umugaragu we, cyangwa umuja we, cyangwa inka ye, cyangwa indogobe ye, cyangwa ikindi cyose atunze.”
EXO.20.18	Abantu bose bumvise inkuba zikubita n'ihembe rivuga, babonye n'imirabyo n'umusozi ucumbeka, bahagarara kure baradagadwa. 
EXO.20.19	Babwira Musa bati: “Ube ari wowe utubwira ni ho twumva, ariko Imana ye kutuvugisha tudapfa.”
EXO.20.20	Musa arababwira ati: “Mwitinya! Imana yaje kubagerageza kugira ngo mujye mutinya gukora icyaha.” 
EXO.20.21	Abantu bahagarara kure, ariko Musa yegera igicu cyijimye Imana yarimo.
EXO.20.22	Uhoraho abwira Musa ati: “Ubwire Abisiraheli uti: Mwabonye uko navuganye namwe ndi mu ijuru. 
EXO.20.23	None rero ntimukamparike ibigirwamana bikozwe mu ifeza cyangwa mu izahabu.
EXO.20.24	“Muzanyubakire urutambiro rw'igitaka rwo gutambiraho amatungo yanyu ho ibitambo bikongorwa n'umuriro, n'iby'umusangiro. Nzajya mbaha umugisha muri ahantu hose nzabashyiriraho kundamya. 
EXO.20.25	Nimunyubakira urutambiro rw'amabuye ntimugakoreshe amabuye abājwe, kuko kuyabājisha ibikoresho byayahumanya. 
EXO.20.26	Ntimuzubake urutambiro mugeraho mwuririye ku ngazi, kugira ngo uzarwurira atazerekana ubwambure bwe.”
EXO.21.1	Uhoraho akomeza kubwira Musa ati: “Dore andi mabwiriza uzabaha:
EXO.21.2	“Nimugura inkoreragahato y'Umuheburayi izabakorere imyaka itandatu, mu wa karindwi izigendere yigenge, nta cyo yishyuye cyo kuyicungura. 
EXO.21.3	Niba mwarayiguze ari ingaragu izagende yonyine, niba yari ifite umugore bazajyane. 
EXO.21.4	Niba ari shebuja wayishyingiye ikahabyarira abahungu cyangwa abakobwa, umugore n'abana bazasigare ari aba shebuja, naho inkoreragahato igende yonyine. 
EXO.21.5	Ariko inkoreragahato nivuga iti: ‘Nkunda databuja n'umugore wanjye n'abana banjye sinshaka kubasiga’, 
EXO.21.6	shebuja azayijyane imbere y'abacamanza
EXO.21.7	“Umuntu nagurisha umukobwa we ngo abe umuja, ntazapfa kuva kwa shebuja ngo agende nk'uko inkoreragahato z'igitsinagabo zigenda. 
EXO.21.8	Umuja nadashimisha shebuja ngo abe yamurongora, shebuja azemere hagire umucungura. Nyamara birabujijwe kumugurisha umunyamahanga, kuko byaba ari ukumugirira nabi. 
EXO.21.9	Namugurira kumushyingira umuhungu we, azamufate nk'umukobwa we. 
EXO.21.10	Umuntu naharika umuja, azakomeze amugenere ibyokurya n'imyambaro n'ibihe byo kumuraza. 
EXO.21.11	Natamukorera ibyo bintu uko ari bitatu, uwo muja azashobora kwigendera yigenge, nta cyo yishyuye cyo kumucungura.
EXO.21.12	“Umuntu nakubita undi agapfa, azicwe. 
EXO.21.13	Ariko namwica bimugwiririye kubera ko namukuyeho amaboko, azahungire aho nzabereka. 
EXO.21.14	Nyamara namurakarira akamwica yabigambiriye, muzamufate mumwice nubwo yaba yahungiye ku rutambiro
EXO.21.15	“Umuntu nakubita se cyangwa nyina, azicwe.
EXO.21.16	“Umuntu nashimuta undi akamugurisha cyangwa akamugira inkoreragahato ye, azicwe.
EXO.21.17	“Umuntu navuma se cyangwa nyina, azicwe.
EXO.21.18+EXO.21.19	“Abantu nibatongana hakagira uterwa ibuye cyangwa ukubitwa ikofe ariko ntapfe, uwamukubise nta cyo azaba. Nyamara uwakubiswe nabirwara iminsi, uwamukubise azamuvuze kugeza ubwo yoroherwa agasindagirira ku kabando, amuhe n'indishyi z'iminsi yamaze arwaye.
EXO.21.20	“Umuntu nakubita inkoreragahato ye cyangwa umuja we inkoni akamwica, agomba guhanwa. 
EXO.21.21	Ariko uwakubiswe namara umunsi umwe cyangwa ibiri atarapfa, shebuja ntazabihanirwe kuko azaba yaramuguze.
EXO.21.22	“Abantu nibarwana bagahutaza umugore utwite akabyara atagejeje igihe
EXO.21.23	Ariko nihagira izindi ngorane ziba, uwacumuye azahanwe hakurikijwe aya mategeko: umwicanyi ajye acirwa urwo gupfa, 
EXO.21.24	umennye undi ijisho ajye ahanishwa kumenwa ijisho, ukuye undi iryinyo ajye ahanishwa gukurwa iryinyo, uciye ikiganza cy'undi ajye ahanishwa gucibwa ikiganza, uciye undi ikirenge ajye ahanishwa gucibwa ikirenge, 
EXO.21.25	uwokeje undi ajye ahanishwa kotswa, ukomerekeje undi ajye ahanishwa gukomeretswa, ukubise undi ajye ahanishwa gukubitwa.
EXO.21.26	“Umuntu nakubita inkoreragahato ye cyangwa umuja we akamumena ijisho, azamureke agende yigenge kubera ijisho rye yamennye. 
EXO.21.27	Niba ari iryinyo ry'inkoreragahato ye cyangwa iry'umuja we yakuye, azamureke agende yigenge kubera iryinyo rye yakuye.
EXO.21.28	“Impfizi niyica umugabo cyangwa umugore agapfa, izicishwe amabuye kandi he kugira uyirya, naho nyirayo ntazakurikiranwe. 
EXO.21.29	Ariko niba hari impfizi isanzwe yica, bakaba barabibwiye nyirayo ntayifungire mu kiraro, ikica umugabo cyangwa umugore agapfa, izicishwe amabuye, nyirayo na we yicwe. 
EXO.21.30	Nibamwaka indishyi kugira ngo batamwica, azatange ibyo bamwaka byose. 
EXO.21.31	Impfizi niyica umwana w'umuhungu cyangwa w'umukobwa, muzakurikize itegeko rimaze kuvugwa. 
EXO.21.32	Niyica inkoreragahato cyangwa umuja, nyirayo azariha shebuja w'uwo yishe ibikoroto mirongo itatu by'ifeza
EXO.21.33	“Umuntu napfundura icyobo cyangwa akagicukura ntagipfundikire, inka cyangwa indogobe ikagwamo, 
EXO.21.34	nyir'icyo cyobo azahe nyir'itungo indishyi z'ifeza, maze intumbi y'iryo tungo ibe iye.
EXO.21.35	“Impfizi y'umuntu niyica iy'undi igapfa, bazagurishe inzima bagabane ikiguzi cyayo, iyapfuye na yo bayigabane. 
EXO.21.36	Icyakora niba byari bizwi yuko iyo mpfizi yari isanzwe yica, nyirayo ntayifungire mu kiraro, azarihe indi mpfizi nyir'iyo mpfizi yapfuye, maze iyapfuye ibe iye.
EXO.21.37	“Umuntu niyiba itungo akaribaga cyangwa akarigurisha, azarihe inka eshanu uwibwe imwe, arihe n'intama cyangwa ihene enye uwibwe imwe.
EXO.22.1	“Umujura napfumura inzu nijoro agafatwa akicwa, uwamwishe ntazakurikiranwe. 
EXO.22.2	Ariko niyicwa ku manywa, uwamwishe azakurikiranwe.
EXO.22.2	“Umujura agomba kuriha icyo yibye, yaba adafite icyo kuriha akagurishwa kugira ngo icyo yibye kirihwe. 
EXO.22.3	Umujura niyiba inka cyangwa indogobe cyangwa intama cyangwa ihene, nayifatanwa ikiri nzima, azayisubize nyirayo ageretseho indi.
EXO.22.4	“Umuntu niyonesha umurima cyangwa imizabibu by'undi, azarihe uwonesherejwe imyaka myiza yo mu murima we, cyangwa imbuto nziza z'imizabibu ye.
EXO.22.5	“Umuntu nacana umuriro ugafata uruzitiro rw'amahwa, ugatwika ingano z'umuturanyi ziri mu murima cyangwa ziri ku mirara, azarihe ibyo uwo muriro wangije.
EXO.22.6	“Umuntu nabitsa mugenzi we ifeza cyangwa ibindi bintu bikibirwa iwe, umujura naboneka azabirihe abikubye kabiri. 
EXO.22.7	Umujura nataboneka, uwabikijwe ibyo bintu azashyikirizwe abacamanza barebe ko atari we wabyibye
EXO.22.8	Ku byerekeye imanza z'amahugu zose, ari inka cyangwa indogobe, cyangwa intama cyangwa ihene, cyangwa imyambaro cyangwa ikindi kintu cyose cyatakaye, ababuranyi bazasange abacamanza
EXO.22.9	“Umuntu naragiza undi itungo iryo ari ryo ryose, yaba indogobe cyangwa inka, cyangwa intama cyangwa ihene, rigapfa cyangwa rikavunika cyangwa bakaryiba ari nta wureba, 
EXO.22.10	icyo kibazo kizakemurwe gitya: uwariragiye azarahire mu izina ry'Uhoraho ko nta cyo yatwaye itungo rya mugenzi we. Nyiraryo azabyemere, maze undi ye kugira icyo arihishwa. 
EXO.22.11	Ariko niryibirwa iwe, azahe nyiraryo indishyi. 
EXO.22.12	Niritanyagurwa n'inyamaswa, uriragiye azazane igikanka cyaryo acyerekane, bityo ye kuririhishwa.
EXO.22.13	“Umuntu natira undi itungo rigakomereka cyangwa rigapfa nyiraryo adahari, azaririhe. 
EXO.22.14	Ariko nirikomereka cyangwa niripfa nyiraryo ahari, ntazaririhe. Ariko naba yarikodesheje azatange ikiguzi cy'ubukode gusa.”
EXO.22.15	Uhoraho akomeza kubwira Musa ati: “Umugabo nashuka umwari utarasabwa akaryamana na we, azatange inkwano amurongore. 
EXO.22.16	Nubwo se yakwanga kumumushyingira, uwo mugabo azatange inkwano nk'izo bakwa abari.
EXO.22.17	“Umunyabugengekazi azicwe.
EXO.22.18	“Uzaryamana n'itungo azicwe.
EXO.22.19	“Uzatambira ibitambo izindi mana zitari jyewe Uhoraho, azicwe.
EXO.22.20	“Ntimukagirire nabi umunyamahanga utuye muri mwe ngo mumukandamize, mwibuke ko namwe mwabaye abanyamahanga mu Misiri. 
EXO.22.21	Ntimukarenganye umupfakazi n'impfubyi. 
EXO.22.22	Nimubarenganya bakantakira nzabumva, 
EXO.22.23	naho mwe mbarakarire ntume mugwa mu ntambara, abagore banyu basigare ari abapfakazi, n'abana banyu babe impfubyi.
EXO.22.24	“Nimuguriza umukene wo mu bwoko bwanjye, ntimuzamwake inyungu nk'uko abandi babigenza. 
EXO.22.25	Nufata bugwate umwambaro w'undi muntu uzawumusubize izuba ritararenga, 
EXO.22.26	kuko ari wo wonyine afite wo kwifubika. Nawubura aziyorosa iki? Nantakira nzamugoboka kuko ndi umunyampuhwe.
EXO.22.27	“Ntugatuke Imana kandi ntukavume umutware w'ubwoko bwawe.
EXO.22.28	“Ntugatinde kuntura umuganura.
EXO.22.28	“Uzanture umuhungu wawe w'impfura, 
EXO.22.29	uzabigenze utyo no ku buriza bw'amatungo yawe. Buzagumane na nyina iminsi irindwi, ku wa munani ubunture.
EXO.22.30	“Muzambere abaziranenge.
EXO.22.30	“Ntimuzarye inyama z'itungo ryishwe n'inyamaswa, muzazigaburire imbwa.”
EXO.23.1	Uhoraho arakomeza ati: “Ntugakwize impuha z'ibinyoma. Ntugashyigikire abagome ngo uhamye ibitari ukuri. 
EXO.23.2	Ntugakore ibibi witwaje gukurikira abenshi, ntukemere kuba umugabo wo gushyigikira abenshi bagoreka urubanza. 
EXO.23.3	Ntukabere umuntu witwaje ko ari umukene.
EXO.23.4	“Nuhura n'inka cyangwa indogobe y'umwanzi wawe yazimiye, uzayimugarurire. 
EXO.23.5	Nusanga umwanzi wawe afite indogobe yagwanye umutwaro ntuzamutererane, ahubwo uzamufashe kuyibyutsa.
EXO.23.6	“Ntukagoreke urubanza rw'umukene. 
EXO.23.7	Ntukivange mu birego by'ibinyoma, ntukice umwere cyangwa intungane kuko abagome bagenza batyo mbahana. 
EXO.23.8	Ntukakire ruswa, kuko ihuma amaso kandi ikagoreka abantu b'intabera.
EXO.23.9	“Ntimugakandamize abanyamahanga batuye muri mwe, kuko muzi neza uko bamerewe, kubera ko namwe mwabaye abanyamahanga mu Misiri.
EXO.23.10	“Mu myaka itandatu ujye ubiba usarure, 
EXO.23.11	ariko mu wa karindwi ujye uraza imirima, kugira ngo ibyimejejemo bitunge bene wanyu b'abakene, na bo ibyo bashigaje bitunge inyamaswa. Imizabibu n'iminzenze na byo ntuzabisarure.
EXO.23.12	“Ufite iminsi itandatu mu cyumweru yo gukora imirimo yawe, naho ku wa karindwi ujye uruhuka, bityo inka zawe n'indogobe zawe biruhuke, abagaragu n'abanyamahanga batuye muri mwe na bo baruhuke.
EXO.23.13	“Mujye mukora ibyo mbategetse byose, ntimukiyambaze izindi mana ndetse ntimukazivuge no mu izina.
EXO.23.14	“Uko umwaka utashye, muzajye mwizihiza iminsi mikuru yo kuza kundamya incuro eshatu. 
EXO.23.15	Mu kwezi kwa Abibu
EXO.23.16	Kandi mujye mwizihiza iminsi mikuru y'isarura rya mbere, ari ryo ry'ibinyampeke. Mu mpera z'impeshyi, mujye mwizihiza iminsi mikuru y'isarura ry'imbuto.
EXO.23.17	Muri izo ncuro eshatu, abagabo bose b'Abisiraheli bajye baza kundamya, jyewe Nyagasani Uhoraho. 
EXO.23.18	Muri iyo minsi mikuru, ntimugature imigati isembuye igihe muntambira ibitambo, kandi urugimbu rw'igitambo ntirukarare.
EXO.23.19	“Umuganura w'ibyo musaruye mujye muwuzana mu Nzu yanjye, jyewe Uhoraho Imana yanyu.
EXO.23.19	“Ntimugatekeshe umwana w'ihene amahenehene ya nyina.
EXO.23.20	“Ngiye kohereza umumarayika abagende imbere abarinde mu rugendo, maze abageze mu gihugu nabateganyirije. 
EXO.23.21	Muzite ku byo ababwira mumwumvire, ntimuzamugomere kuko atabyihanganira kandi ari jye umutumye. 
EXO.23.22	Nimumwumvira mugakora ibyo mbabwira byose, nzarwanya abanzi banyu n'ababisha banyu. 
EXO.23.23	Umumarayika wanjye azabajya imbere abageze mu gihugu cy'Abamori n'Abaheti n'Abaperizi, n'Abanyakanāni n'Abahivi n'Abayebuzi, maze ndimbure abagituyemo. 
EXO.23.24	Icyakora ntimuzapfukamire ibigirwamana byabo ngo mubisenge, kandi ntimuzakurikize imigenzo yabo. Ahubwo muzatsembe ibigirwamana byabo, musenyagure inkingi z'amabuye basenga. 
EXO.23.25	Ni jyewe Uhoraho Imana yanyu muzasenga jyenyine, nanjye nzabaha umugisha. Nzabaha ibyokurya n'ibyokunywa kandi mbarinde indwara, 
EXO.23.26	mu gihugu cyanyu. Nta mugore uzakuramo inda cyangwa ngo abe ingumba, nzabaha no kuramba.
EXO.23.27	“Aho muzaba mugiye kunyura hose, abahatuye nzabacamo igikuba bakangarane, abanzi banyu bose bazabahunga. 
EXO.23.28	Nzohereza amavubi abajye imbere yirukane Abahivi n'Abanyakanāni n'Abaheti. 
EXO.23.29	Icyakora sinzabirukanira icyarimwe kugira ngo igihugu kitazahinduka ishyamba, maze inyamaswa zikaba nyinshi zikababuza amahoro. 
EXO.23.30	Nzajya mbirukana buhoro buhoro kugeza igihe muzagwira mukazungura igihugu cyose. 
EXO.23.31	Imbibi zacyo ni uguhera ku Nyanja Itukura ukageza ku Nyanja ya Mediterane, no ku butayu bwa Sinayi ukageza ku ruzi rwa Efurati. Nzabaha gutsinda abagituye mubirukane. 
EXO.23.32	Ntimukagirane amasezerano na bo cyangwa n'ibigirwamana basenga. 
EXO.23.33	Ntimuzabemerere kuguma mu gihugu cyanyu batazabatera kuncumuraho, muramutse muyobotse ibigirwamana byabo mwarimbuka.”
EXO.24.1	Uhoraho abwira Musa ati: “Zamuka unsange wowe na Aroni na Nadabu na Abihu, n'abakuru mirongo irindwi b'Abisiraheli maze mundamye mukiri kure. 
EXO.24.2	Wowe wenyine ushobora kunyegera. Bagenzi bawe basigare aho, naho rubanda rwe kuzamuka umusozi.”
EXO.24.3	Musa asanga abantu ababwira amagambo yose Uhoraho yavuze n'amategeko yatanze. Abantu bose bamusubiriza icyarimwe bati: “Ibyo Uhoraho yategetse byose tuzabikurikiza.” 
EXO.24.4	Musa yandika amagambo yose Uhoraho yari yamubwiye. Bukeye azinduka ajya kubaka urutambiro munsi y'umusozi wa Sinayi, ashinga n'inkingi z'amabuye cumi n'ebyiri zinganya umubare n'imiryango y'Abisiraheli. 
