GEN.1.1	Mbere na mbere Imana yaremye ijuru n'isi. 
GEN.27.30	Isaka arangije guhesha Yakobo umugisha, Yakobo akiva mu maso ya Isaka se, Esawu mukuru we arahīguka. 
GEN.27.31	Na we ateka inyama ziryoshye azizanira se, abwira se ati “Data, byuka urye ku muhigo w'umwana wawe, kugira ngo umpeshe umugisha.”
GEN.27.32	Isaka se aramubaza ati “Uri nde?”
GEN.27.32	Aramusubiza ati “Ndi umwana wawe w'imfura Esawu.”
GEN.27.33	Isaka ahinda umushyitsi mwinshi cyane ati “Ni nde wahize umuhigo akawunzanira, nkaba nariye kuri byose utaraza, nkamuhesha umugisha? Kandi koko azanawuhabwa.”
GEN.27.34	Esawu yumvise amagambo ya se, aboroga umuborogo mwinshi w'umunyamubabaro abwira se ati “Jye nanjye mpesha umugisha, data wambyaye.”
GEN.27.35	Aramusubiza ati “Murumuna wawe yazanye uburiganya, yiba umugisha wawe.”
GEN.27.37	Isaka asubiza Esawu ati “Dore namuhaye kugutwara, na bene se bose nabamuhaye kuba abagaragu be, kandi namugaburiye vino n'imyaka y'impeke. Nagukorera iki, mwana wanjye?”
GEN.27.39	“Ubuturo bwawe buzaba kure y'umwero w'ubutaka,
GEN.27.39	Buzaba kure y'ikime kiva mu ijuru.
GEN.27.40	Kandi uzakorera murumuna wawe
GEN.27.40	Kandi nugoma uzikuraho uburetwa yagushyizeho.”
GEN.27.41	Esawu yangira Yakobo umugisha se yamuhesheje. Esawu aribwira ati “Iminsi yo kwiraburira data iri bugufi, ni bwo nzica murumuna wanjye Yakobo.”
GEN.27.42	Babwira Rebeka amagambo ya Esawu imfura ye, atumira Yakobo umuhererezi aramubwira ati “Dore mukuru wawe Esawu agiye kwimarisha agahinda wamuteye kukwica. 
GEN.27.43	Nuko rero mwana wanjye nyumvira, haguruka uhungire i Harani kwa Labani musaza wanjye, 
GEN.27.44	umarane na we iminsi itari myinshi, ugeze aho uburakari bwa mukuru wawe buzashirira, 
GEN.27.45	ugeze aho inzika ya mukuru wawe izakuviraho akibagirwa ibyo wamugiriye, maze nzabona kugutumira ugaruke. Ni iki cyatuma mbapfushiriza rimwe mwembi?”
GEN.27.46	Rebeka abwira Isaka ati “Ubugingo bwanjye burambiwe ba Bahetikazi. Yakobo yarongora Umuhetikazi nka ba bandi, ubugingo bwanjye bwamarira iki?”
GEN.28.1	Isaka ahamagara Yakobo amuhesha umugisha, aramwihanangiriza ati “Ntuzarongore Umunyakanānikazi. 
GEN.28.2	Haguruka ujye i Padanaramu kwa Betuweli sogokuru, usabeyo umugeni mu bakobwa ba Labani nyokorume. 
GEN.28.3	Kandi Imana Ishoborabyose iguhe umugisha, ikororotse ikugwize ube iteraniro ry'amahanga, 
GEN.28.4	 kandi wowe n'urubyaro rwawe na rwo ibahe umugisha yahaye Aburahamu, kugira ngo uragwe igihugu cy'ubusuhuke bwawe, icyo Imana yahaye Aburahamu.” 
GEN.28.5	Isaka yohereza Yakobo, aragenda ajya i Padanaramu kwa Labani mwene Betuweli Umwaramu, musaza wa Rebeka, nyina wa Yakobo na Esawu.
GEN.28.6	Kandi Esawu abonye yuko Isaka yahesheje Yakobo umugisha, akamwohereza i Padanaramu gusabayo umugeni, kandi ko yamwihanangirije akimuhesha umugisha ati “Ntuzarongore Umunyakanānikazi”, 
GEN.28.7	kandi ko Yakobo yumviye se na nyina, akajya i Padanaramu, 
GEN.28.8	Esawu abona yuko Abanyakanānikazi batanezeza se Isaka. 
GEN.28.9	Ajya kwa Ishimayeli, asabayo Mahalati umukobwa wa Ishimayeli ya Aburahamu, mushiki wa Nebayoti, amuharika ba bagore afite.
GEN.28.10	Yakobo ava i Bērisheba, agenda yerekeje i Harani. 
GEN.28.11	Agera ahantu araharara buracya, kuko izuba ryari rirenze. Yenda ibuye mu mabuye y'aho araryisegura, aryamaho arasinzira. 
GEN.28.12	 Ararota, abona urwego rushinzwe hasi rukageza umutwe mu ijuru, abamarayika b'Imana baruzamukiraho bakarumanukiraho. 
GEN.28.13	 Kandi Uwiteka yari ahagaze hejuru yarwo, aramubwira ati “Ndi Uwiteka Imana ya sogokuru Aburahamu, Imana ya Isaka, iki gihugu uryamyeho nzakiguha ubwawe n'urubyaro rwawe, 
GEN.28.14	 urubyaro rwawe ruzahwana n'umukungugu wo hasi, uzakwira iburengerazuba n'iburasirazuba n'ikasikazi n'ikusi, kandi muri wowe no mu rubyaro rwawe ni mo imiryango yose yo mu isi izaherwa umugisha. 
GEN.28.15	Dore ndi kumwe nawe, nzakurindira aho uzajya hose, kandi nzakugarura muri iki gihugu, kuko ntazagusiga ntarakora ibyo nkubwiye.”
GEN.28.16	Yakobo arakanguka aravuga ati “Ni ukuri Uwiteka ari aha hantu, nanjye nari ntabizi.” 
GEN.28.17	Aratinya aravuga ati “Erega aha hantu hateye ubwoba! Aha hantu nta kindi ni inzu y'Imana, aha ni ho rembo ry'ijuru.”
GEN.28.18	Yakobo azinduka kare kare, yenda ibuye yiseguye, ararishinga ngo ribe inkingi, arisukaho amavuta ya elayo.
GEN.28.19	Aho hantu ahita Beteli, ariko mbere uwo mudugudu witwaga Luzi. 
GEN.28.20	Yakobo ahiga umuhigo ati “Imana nibana nanjye, ikandindira muri uru rugendo ngenda, ikajya impa ibyokurya n'ibyo kwambara, 
GEN.28.21	nkazagaruka kwa data amahoro, Uwiteka azaba Imana yanjye, 
GEN.28.22	n'iri buye nshinze nk'inkingi izaba inzu y'Imana, kandi ku byo uzajya umpa byose, sinzabura kuguha kimwe mu icumi.”
GEN.29.1	Yakobo akomeza urugendo, agera mu gihugu cy'abanyaburasirazuba. 
GEN.29.2	Abona iriba riri mu gasozi, ririho imikumbi y'intama itatu ziryamye, kuko kuri iryo riba buhiriraga imikumbi kandi igitare kigomeye amazi cyari kinini. 
GEN.29.3	Aho ni ho imikumbi yose yateraniraga, bagatembagaza cya gitare, bakagikura ku munwa w'iriba, bakuhira intama, bakagisubiza ku munwa w'iriba aho gihora.
GEN.29.4	Yakobo abaza abungeri ati “Bene data murava he?”
GEN.29.4	Baramusubiza bati “Turi Abanyaharani.”
GEN.29.5	Arababaza ati “Muzi Labani mwene Nahori?”
GEN.29.5	Baramusubiza bati “Turamuzi.”
GEN.29.6	Arababaza ati “Araho?”
GEN.29.6	Baramusubiza bati “Araho kandi dore umukobwa we Rasheli azanye intama.”
GEN.29.7	Arababwira ati “Dore ntiburīra, igihe cy'amahindūra ntikirasohora, mwuhire intama mugende muziragire.”
GEN.29.8	Baramusubiza bati “Ntitubibasha imikumbi yose itaraterana, bagatembagaza igitare bakagikura ku munwa w'iriba, ni bwo turi bubone kuhira intama.”
GEN.29.9	Akivugana na bo Rasheli azana intama za se, kuko ari we uziragira. 
GEN.29.10	Nuko Yakobo abonye Rasheli mwene Labani nyirarume, n'intama za Labani nyirarume, yegera iriba, atembagaza cya gitare, agikura ku munwa w'iriba, yuhira umukumbi wa Labani nyirarume. 
GEN.29.11	Yakobo asoma Rasheli, araturika ararira. 
GEN.29.12	Yakobo abwira Rasheli yuko ari mwene wabo wa se, ko ari mwene Rebeka, arirukanka abibwira se.
GEN.29.13	Nuko Labani yumvise inkuru ya Yakobo mwishywa we, arirukanka aramusanganira, aramuhobera aramusoma, amujyana iwe. Abwira Labani ibyabaye byose. 
GEN.29.14	Labani aramubwira ati “Ni ukuri uri amaraso yanjye n'ubura bwanjye.”
GEN.29.15	Labani abaza Yakobo ati “Kuko uri mwene wacu, ni cyo gituma unkorera ku busa? Urashaka ko nzaguhemba iki?” 
GEN.29.16	Kandi Labani yari afite abakobwa babiri: umukuru yitwaga Leya, umuto yitwaga Rasheli. 
GEN.29.17	Leya yari afite amaso atabengerana, ariko Rasheli yari mwiza wese, no mu maso ari heza.
GEN.29.18	Yakobo abenguka Rasheli asubiza Labani ati “Ndagutendera imyaka irindwi, uzanshyingire Rasheli umukobwa wawe muto.”
GEN.29.19	Labani aramusubiza ati “Kumuguha biruta kumuha undi muntu wese, gumana nanjye.” 
GEN.29.20	Nuko Yakobo atendera imyaka irindwi kugira ngo ahabwe Rasheli, imuhwanira n'iminsi mike ku bw'urukundo amukunze.
GEN.29.21	Yakobo atebutsa kuri Labani ati “Nshyingira umugeni wanjye, murongore kuko ndangije iminsi yanjye.” 
GEN.29.22	Labani atora abakwe baho bose, arabatekera arabagaburira. 
GEN.29.23	Nimugoroba azana Leya umukobwa we aramumushyingira, aramurongora. 
GEN.29.24	Labani atanga Zilupa umuja we, amuha umukobwa we Leya ho indongoranyo. 
GEN.29.25	Mu gitondo Yakobo abona ari Leya. Abaza Labani ati “Wangize ibiki? Rasheli si we natendeye? Ni iki gitumye undiganya utyo?”
GEN.29.26	Labani aramusubiza ati “Iwacu ntibagenza batyo, gushyingira umuto basize umukuru. 
GEN.29.27	Mara iminsi irindwi y'uwo, tubone kugushyingirira n'uriya iyindi myaka irindwi uzatenda.”
GEN.29.28	Yakobo abigenza atyo amara iminsi irindwi ya Leya, Labani amushyingira Rasheli umukobwa we. 
GEN.29.29	Kandi Labani atanga Biluha umuja we, amuha Rasheli umukobwa we ho indongoranyo. 
GEN.29.30	Yakobo arongora na Rasheli, akundwakaza Rasheli, anyungwakaza Leya, atenda kuri Labani indi myaka irindwi.
GEN.29.31	Uwiteka abona ko Leya anyungwakaye azibūra inda ye, ariko Rasheli yari ingumba. 
GEN.29.32	Leya asama inda abyara umuhungu, amwita Rubeni ati “Ni uko Uwiteka yabonye umubabaro wanjye, noneho umugabo wanjye azankunda.” 
GEN.29.33	Asama indi nda abyara umuhungu ati “Kuko Uwiteka yumvise nywungwakaye, ni cyo gitumye anyongera n'uyu.” Amwita Simiyoni.
GEN.29.34	Asama indi nda abyara umuhungu ati “Noneho ndafatana n'umugabo wanjye, kuko twabyaranye abahungu batatu.” Ni cyo cyatumye yitwa Lewi.
GEN.29.35	Asama indi nda abyara umuhungu ati “Ubu ndashima Uwiteka.” Ni cyo cyatumye amwita Yuda.
GEN.30.1	Rasheli abonye yuko atabyaranye na Yakobo agirira mukuru we ishyari, abwira Yakobo ati “Mpa abana, nutabampa simbaho.”
GEN.30.2	Rasheli yikongereza uburakari bwa Yakobo aramubaza ati “Ndi mu cyimbo cy'Imana se, ko ari yo yakwimye imbuto iva mu nda yawe?”
GEN.30.3	Aramusubiza ati “Dore umuja wanjye Biluha umugire inshoreke, kugira ngo abyarire ku mavi yanjye, nanjye mbonere urubyaro kuri we.” 
GEN.30.4	Amushyingira Biluha umuja we, Yakobo amugira inshoreke. 
GEN.30.5	Biluha asama inda, abyarana na Yakobo umuhungu. 
GEN.30.6	Rasheli aravuga ati “Imana inciriye urubanza ndatsinda, kandi inyumviye impa umuhungu.” Ni cyo cyatumye amwita Dani.
GEN.30.7	Biluha umuja wa Rasheli asama indi nda, abyarana na Yakobo umuhungu wa kabiri. 
GEN.30.8	Rasheli aravuga ati “Nkiranije mwene data gukirana gukabije, ndamutsinda.” Amwita Nafutali.
GEN.30.9	Leya abonye yuko yarekeye aho kubyara, yenda Zilupa umuja we, amushyingira Yakobo. 
GEN.30.10	Zilupa umuja wa Leya abyarana na Yakobo umuhungu. 
GEN.30.11	Leya aravuga ati “Mbonye umugisha.” Amwita Gadi.
GEN.30.12	Zilupa umuja wa Leya abyarana na Yakobo umuhungu wa kabiri. 
GEN.30.13	Leya aravuga ati “Ndahiriwe, kuko abakobwa bazanyita umunyehirwe.” Amwita Asheri.
GEN.30.14	Mu isarura ry'ingano, Rubeni ajya mu gasozi, abona amadudayimu
GEN.30.15	Na we aramusubiza ati “Kuntwara umugabo biroroheje, none urashaka kuntwara n'amadudayimu y'umwana wanjye?”
GEN.30.15	Rasheli aramusubiza ati “None iri joro arakurarira numpa amadudayimu y'umwana wawe.”
GEN.30.16	Yakobo nimugoroba ava mu rwuri, Leya arasohoka aramusanganira, aramubwira ati “Ukwiriye kundarira, kuko ntanze amadudayimu y'umwana wanjye ho ibihembo.” Amurarira iryo joro.
GEN.30.17	Imana yumvira Leya asama inda, abyarana na Yakobo umuhungu wa gatanu. 
GEN.30.18	Leya aravuga ati “Imana impaye ibihembo, kuko nashyingiye umugabo wanjye umuja wanjye.” Amwita Isakari.
GEN.30.19	Leya asama indi nda, abyarana na Yakobo umuhungu wa gatandatu. 
GEN.30.20	Leya aravuga ati “Imana impaye impano nziza, noneho umugabo wanjye azabana nanjye, kuko twabyaranye abahungu batandatu.” Amwita Zebuluni.
GEN.30.21	Hanyuma abyara umukobwa, amwita Dina.
GEN.30.22	Imana yibuka Rasheli iramwumvira, izibura inda ye. 
GEN.30.23	Asama inda abyara umuhungu ati “Imana inkuyeho igitutsi.” 
GEN.30.24	Amwita Yosefu
GEN.30.25	Nuko Rasheli amaze kubyara Yosefu, Yakobo abwira Labani ati “Nsezerera ngende, njye iwacu mu gihugu cyacu. 
GEN.30.26	Mpa abagore banjye n'abana banjye nagutenderagaho nigendere, kuko uzi gutenda nagutenzeho.”
GEN.30.27	Labani aramubwira ati “Icyampa nkakugiriraho umugisha! Kuko nahanuye yuko ari ku bwawe Uwiteka yampereye umugisha.” 
GEN.30.28	Ati “Nca ibihembo nzaguha, nzajya mbitanga.”
GEN.30.29	Aramusubiza ati “Uzi uko nagutenzeho, kandi uko amatungo yawe yabaye nyaragira. 
GEN.30.30	Kuko ayo wari ufite ntaraza yari make, none yarororotse aba menshi cyane. Uwiteka yaguhaye umugisha aho naganaga hose, none nzabona ryari ibitungisha urwanjye rugo?”
GEN.30.31	Aramubaza ati “Nzaguhemba iki?”
GEN.30.31	Yakobo aramusubiza ati “Nta cyo uzampemba, ahubwo nunkorera iki, nzongera nkuragirire umukumbi, nywurinde. 
GEN.30.32	Uyu munsi ndaca mu mukumbi wawe wose, nkuremo
GEN.30.33	Gukiranuka kwanjye kuzamburanira gutya hanyuma: nuza kwitegereza ibihembo byanjye biri imbere yawe, ihene yose itari ubugondo cyangwa igitobo, n'intama yose itari igikara nizimbonekaho, uzazite inyibano.”
GEN.30.34	Labani aramusubiza ati “Nkunze ko byaba bityo.” 
GEN.30.35	Nuko uwo munsi arobanura amapfizi y'ihene y'ibihuga, n'inyagazi z'ubugondo n'iz'ibitobo zose, ihene yose ifite ibara ry'umweru, n'intama z'ibikara zose, aziha abahungu be. 
GEN.30.36	Hagati yabo na Yakobo ahashyira urugendo rw'iminsi itatu. Yakobo aragira imikumbi ya Labani isigaye.
GEN.30.37	Yakobo yenda uduti tw'imilebeni tubisi, n'utw'imiluzi n'utw'imyarumoni, adushishuraho amabara maremare asa n'imisengo, agaragaza umweru wo kuri two. 
GEN.30.38	Ashyira uduti yashishuye ku bibumbiro byo ku mabuga aho imikumbi iri bunywere. Zarindaga uko zije kunywa. 
GEN.30.39	Imikumbi yarindiraga imbere y'utwo duti, zikabyara iz'ibihuga n'iz'ubugondo n'iz'ibitobo.
GEN.30.40	Yakobo akarobanura izivutse, akerekeranya izo mu mukumbi wa Labani n'iz'ibihuga n'iz'ibikara, agashyira imikumbi ye ukwayo, ntayiteranye n'iya Labani.
GEN.30.41	Kandi uko inziza zo mu mukumbi zirinze, Yakobo yashyiraga twa duti ku bibumbiro imbere y'umukumbi, kugira ngo zitēgere hagati yatwo. 
GEN.30.42	Ariko zaba mbi ntadushyireho, bituma imbi ziba iza Labani, inziza zikaba iza Yakobo. 
GEN.30.43	Uwo mugabo agwiza ubutunzi cyane, agira imikumbi myinshi n'abaja n'abagaragu, n'ingamiya n'indogobe.
GEN.31.1	Bukeye Yakobo yumva amagambo y'abahungu ba Labani, ko bavuga bati “Ibyari ibya data Yakobo yabimwatse byose, kandi ku byari ibya data ni ho yakuye ubutunzi afite bwose.” 
GEN.31.2	Yakobo abona yuko Labani atakimureba nk'uko yamurebaga mbere. 
GEN.31.3	Uwiteka abwira Yakobo ati “Subira mu gihugu cya ba sogokuruza muri bene wanyu, nanjye nzabana nawe.”
GEN.31.4	Yakobo atumira Rasheli na Leya ngo baze mu rwuri, aho umukumbi we uri, 
GEN.31.5	arababwira ati “Nabonye so atakindeba nk'uko yandebaga mbere, ariko Imana ya data ihorana nanjye. 
GEN.31.6	Namwe muzi yuko nakoreye so, uko nashoboye kose. 
GEN.31.7	Kandi so yagiye andiganya ahindura ibihembo byanjye incuro cumi, ariko Imana ntiyamukundiye kugira icyo antwara. 
GEN.31.8	Yambwira ati ‘Iz'ubugondo ni zo zizaba ibihembo byawe’, umukumbi wose ukabyara iz'ubugondo, yambwira ati ‘Iz'ibihuga ni zo zizaba ibihembo byawe’, umukumbi wose ukabyara ibihuga. 
GEN.31.9	Uko ni ko Imana yatse so amatungo ye, ikayampa.
GEN.31.10	“Kandi ubwo umukumbi warindaga, nubuye amaso ndota, mbona amapfizi y'ihene yimije umukumbi yari ibihuga n'ubugondo n'ibitobo. 
GEN.31.11	Marayika w'Imana ampamagarira mu nzozi ati ‘Yakobo.’ Nditaba nti ‘Karame.’ 
GEN.31.12	Arambwira ati ‘Ubura amaso urebe, amapfizi y'ihene yimije umukumbi yose, ni ibihuga n'ubugondo n'ibitobo, kuko nabonye ibyo Labani akugirira byose. 
GEN.31.13	 Ndi Imana y'i Beteli, aho wasīgiye amavuta ku nkingi ukampiga umuhigo, haguruka uve muri iki gihugu usubire mu gihugu wavukiyemo.’ ”
GEN.31.14	Rasheli na Leya baramubaza bati “Mu rugo rwa data, hari umugabane cyangwa ibyo tuzaragwa tugifiteyo? 
GEN.31.15	Ntaduhwanya n'ab'ahandi, ko yatuguze akarya ibiguzi byacu? 
GEN.31.16	Ubutunzi bwose Imana yatse data ni ubwacu n'abana bacu. Nuko icyo Imana ikubwiye cyose ugikore.”
GEN.31.17	Yakobo arahaguruka, ashyira abana be n'abagore be ku ngamiya, 
GEN.31.18	ajyana n'amatungo ye yose n'ubutunzi bwose yaronse, amatungo yaronkeye i Padanaramu, kugira ngo ajye kwa se Isaka mu gihugu cy'i Kanāni. 
GEN.31.19	Labani yari agiye gukemuza intama ze, maze Rasheli yiba ibishushanyo by'ibigirwamana bya se. 
GEN.31.20	Yakobo yiyiba Labani Umwaramu, kuko atamubwiye yuko ahunga. 
GEN.31.21	Nuko ahungana ibyo afite byos, arahaguruka yambuka uruzi, agenda yerekeje ku musozi w'i Galeyadi.
GEN.31.22	Ku munsi wa gatatu babwira Labani yuko Yakobo yahunze. 
GEN.31.23	Ajyana na bene wabo aramukurikira, amugereraho iminsi irindwi, asanga ari ku musozi w'i Galeyadi. 
GEN.31.24	Imana isanga Labani Umwaramu mu nzozi nijoro, iramubwira iti “Wirinde, ntugire icyo ubwira Yakobo ari icyiza, ari n'ikibi.” 
GEN.31.25	Labani afatīra Yakobo. Yakobo yari abambye ihema rye ku musozi, Labani na bene wabo na bo bayabamba ku musozi w'i Galeyadi.
GEN.31.26	Labani abaza Yakobo ati “Icyo wakoze icyo ni iki kunyiyiba, ukajyana abakobwa banjye nk'abanyagano? 
GEN.31.27	Watewe n'iki guhunga rwihishwa, ukanyiyiba, ntumbwire ngo ngusezeresheho ibiganiro by'ibyishimo, n'indirimbo n'ishako n'inanga, 
GEN.31.28	ntunkundire gusoma abuzukuru banjye n'abakobwa banjye? Wakoze iby'ubupfu. 
GEN.31.29	Nabasha kugira icyo mbatwara, ariko Imana ya so yambwiye iri joro iti ‘Wirinde, ntugire icyo ubwira Yakobo ari icyiza, ari n'ikibi.’ 
GEN.31.30	None ubwo ugiye rwose, kuko ukumbuye cyane inzu ya so, ni iki cyatumye wiba imana zanjye?”
GEN.31.31	Yakobo asubiza Labani ati “Irya mbere ni uko natinye ko wanyaga abakobwa bawe. 
GEN.31.32	Irya kabiri, uwo uri bubonane imana zawe, ntazabeho. Imbere ya bene wacu saka icyawe kiri mu byanjye, ukijyane.” Kuko Yakobo yari atazi yuko Rasheli yazibye.
GEN.31.33	Labani yinjira mu ihema rya Yakobo, no mu rya Leya, no mu ya za nshoreke zombi, arazibura. Ava mu ihema rya Leya, yinjira mu rya Rasheli. 
GEN.31.34	Rasheli yari yenze bya bigirwamana, abishyira mu matandiko y'ingamiya, ayicaraho. Labani asaka mu ihema hose, arabibura. 
GEN.31.35	Rasheli abwira se ati “Ntundakarire databuja yuko ntaguhagurukiye, ni uko ndi mu mihango y'abakobwa.” Arasaka, abura bya bigirwamana.
GEN.31.36	Yakobo ararakara atonganya Labani aramubaza ati “Nagucumuyeho iki? Nakoze cyaha ki cyatumye unkurikira vuba vuba? 
GEN.31.37	None usatse mu bintu byanjye byose, ubonye iki cyo mu byo mu rugo rwawe? Kizane hano ugishyire imbere ya bene wacu na bene wanyu, badukiranure. 
GEN.31.38	Imyaka makumyabiri twabanye, intama zawe n'ihene zawe n'inyagazi ntizarambururaga, amapfizi y'intama yo mu mikumbi yawe sinayariye. 
GEN.31.39	Iyicwaga n'inyamaswa sinakuzaniraga ikirīra nayishyiraga ku mubare wanjye, wandihishaga izibwe naho haba ku manywa cyangwa nijoro. 
GEN.31.40	Nameraga ntya: ku manywa nicwaga n'umwuma, nijoro nkicwa n'imbeho, ibitotsi bikanguruka. 
GEN.31.41	Iyo myaka uko ari makumyabiri nabaga iwawe, nagutendeyeho abakobwa bawe bombi imyaka cumi n'ine, mara imyaka itandatu nkorera umukumbi, wahinduye ibihembo byanjye incuro cumi. 
GEN.31.42	Iyaba Imana ya data, Imana ya Aburahamu, iyo Isaka yubaha itābanye nanjye, ntuba warabuze kunsezerera nta cyo mfite. Imana yabonye kugirirwa nabi kwanjye n'umuruho w'amaboko yanjye, iri joro ryakeye iragukangāra.”
GEN.31.43	Labani asubiza Yakobo ati “Abakobwa ni abakobwa banjye, n'abana ni abanjye, n'imikumbi ni iyanjye, ibyo ureba ibi byose ni ibyanjye. None nabasha nte kugira icyo ntwara abakobwa banjye cyangwa abana babyaye? 
GEN.31.44	None jye nawe dusezerane isezerano, ribe umuhamya hagati yacu.”
GEN.31.45	Yakobo yenda ibuye, arishinga nk'inkingi. 
GEN.31.46	Yakobo abwira bene wabo ati “Nimuteranye amabuye.” Barayazana, barema igishyinga, basangirira kuri icyo gishyinga. 
GEN.31.47	Labani acyita Yegarisahaduta
GEN.31.48	Labani aravuga ati “Iki gishyinga ni umuhamya hagati yacu uyu munsi.” Ni cyo cyatumye cyitwa Galēdi. 
GEN.31.49	Kandi cyitwa na Misipa, kuko Labani yavuze ati “Uwiteka agenzure hagati yacu, nituba tutakibonana. 
GEN.31.50	Nugirira nabi abakobwa banjye cyangwa nubaharika, nta wundi uri kumwe natwe, dore Imana ni yo muhamya hagati yacu.” 
GEN.31.51	Kandi Labani abwira Yakobo ati “Dore iki gishyinga n'iyi nkingi nshinze hagati yacu. 
GEN.31.52	Iki gishyinga kibe umuhamya, n'inkingi na yo ibe umuhamya, yuko ntazarenga iki gishyinga ngo nze aho uri, nawe ko utazarenga iki gishyinga n'iyi nkingi ngo uze aho ndi, kugirirana nabi. 
GEN.31.53	Imana ya Aburahamu, Imana ya Nahori, Imana ya se wa bombi, idukiranure.” Yakobo arahira Iyo se Isaka yubaha. 
GEN.31.54	Yakobo atambira igitambo kuri wa musozi, ahamagara bene wabo, arabagaburira barasangira, barara kuri wa musozi buracya.
GEN.32.1	Labani azinduka kare mu gitondo, asoma abuzukuru be n'abakobwa be, abasabira umugisha. Labani aragenda, asubira iwabo.
GEN.32.2	Yakobo akomeza urugendo, abamarayika b'Imana bahura na we. 
GEN.32.3	Yakobo ababonye aravuga ati “Aba ni umutwe w'ingabo z'Imana.” Yita aho hantu Mahanayimu.
GEN.32.4	Yakobo atuma intumwa ngo zimubanzirize zijye kwa Esawu mwene se mu gihugu cy'i Seyiri, mu ishyamba rya Edomu. 
GEN.32.5	Arabategeka ati “Muzabwire databuja Esawu muti ‘Umugaragu wawe Yakobo ngo yabanaga na Labani, ageza ubu.’ 
GEN.32.6	Kandi muti ‘Afite inka n'indogobe n'imikumbi n'abagaragu n'abaja. None adutumye kuza kubikubwira, databuja, kugira ngo akugirireho umugisha.’ ”
GEN.32.7	Izo ntumwa zisubira aho Yakobo ari, ziramubwira ziti “Twageze kuri mwene so Esawu, kandi araza kugusanganira, azanye n'abantu magana ane.” 
GEN.32.8	Yakobo aratinya cyane ahagarika umutima, abantu bari kumwe na we n'imikumbi n'amashyo n'ingamiya, abigabanyamo imitwe ibiri ati 
GEN.32.9	“Esawu yatungukira ku mutwe umwe akawurimbura, usigaye wakira.”
GEN.32.10	Kandi Yakobo arambaza ati “Mana ya sogokuru Aburahamu, Mana ya Data Isaka, Uwiteka, ntiwambwiye uti ‘Subira mu gihugu cyanyu no muri bene wanyu, nanjye nzakugirira neza’? 
GEN.32.11	Ku mbabazi zose n'umurava wose wagiriye umugaragu wawe, sinari nkwiriye guhabwaho n'ibyoroheje hanyuma y'ibindi, kuko nambutse Yorodani iyi mfite inkoni nsa, none mpindutse imitwe ibiri. 
GEN.32.12	Ndakwinginze, unkize mwene data Esawu, kuko mutinya ngo ataza akanyicana n'abana na ba nyina. 
GEN.32.13	 Nawe warambwiye uti ‘Sinzabura kukugirira neza, nzahwanya urubyaro rwawe n'umusenyi wo ku nyanja, utabarika.’ ”
