MAT.1.1	Aganay sləm aŋa azla­baba madzi­dziga aŋa Yesu Kristu, bəzi aŋa David, bəzi aŋa Abəraham. 
MRK.15.38	Ama bafta məŋga uwana la gày Zəzagəla la aku, akohàla tsəràɗ, tsəràh à afik, tsəràh à vəɗah.
MRK.15.39	Məŋga aŋa azla­slodzi dzim, uwana atsìzl à huma aŋa Yesu, anəŋà mamətsay aŋha, à uwana ada­wiyay, agòɗ: “Haɗay, dza uwanay kà Kona aŋa Zəzagəla!”
MRK.15.40	Azlamis uwana tanəŋà à awtày kərkər la ahəŋ, la abatà la tataka aŋatà la abà, Mari­yama dəg zla Magdala, la Mari­yama iyà aŋa Yakuba uwana bəziga la Yosəs, la Salome. 
MRK.15.41	Tau­gu­zàhàh la azla Yesu, à mok uwana agà la gudəŋ Galili. La abatà bay azlamis anik aŋuvaw tahàɗ la azla Yesu la slaka gà à Uru­sa­lima à afik.
MRK.15.42	Lagwa kà mokokhu adagay, uwaga mavakay maɗàh vok à ahəŋ bokuba magoɗay vuɗ maɗàh vok aŋa vuɗ maduw ləv. 
MRK.15.43	La gay mokokhu, Yusufu zil Arimate asà à waŋ, masla tekula la tataka aŋa azla­ma­siga la abà. Masla kà akùd makoray Zəzagəla babay. Kurit yewdi agòɗal kà madiya à slaka Pilatus aw. Anàv vok aŋa Yesu. 
MRK.15.44	Ama ləv avàl à Pilatus à gay, kà uwana atsənàŋ kà Yesu adamətsay katskats. Azàla məŋga aŋa azla­slodzi dzim, anàv la slaka aŋha: “Amə̀ts ma uwarà ay?” 
MRK.15.45	Uwana adatsən dziriga la slaka məŋga aŋa azla­slodzi dzim, avà tetəvi à Yusufu kà mazəɓ vok aŋa Yesu. 
MRK.15.46	Yusufu asùkw bafta, azə̀ɓ vok aŋa Yesu à ahəŋ la ahàf la adi, afafàɗ à bafta uwatà à abà, afà à zəvay à agu, zəvay kà tàlla kà à tsakur à abà. Ŋgaha ata­kòslal məŋ abəlam à ama. 
MRK.15.47	Mari­yama dəg zla Magdala, la Mari­yama iyà aŋa Yosəs tanəŋà zəvay uwana tafà Yesu à agu
MRK.16.1	Uwana mavakay maduw ləv adada à lig, Mari­yama dəg zla Magdala, la Mari­yama iyà aŋa Yakuba, la Salome tasùkw amàl matərsin kà aŋa madla aŋa maɗa­hiya à Yesu à vok. 
MRK.16.2	Bəŋ la zay la tsəh, vuɗ ladu uwana afats à lig mas à afik, tahàd à gəl zəvay. 
MRK.16.3	Tagòɗ kà atà kà atà: “Uwa adà­ta­kosl anu à bəlam à zəvay la ama ala uwa?” 
MRK.16.4	Kà uwana bəlam uwatà kà məŋga. Ama tanəŋà à awtày kà, tanəŋà bəlam mata­koslal à ama ala gà tsewwa. 
MRK.16.5	Tahàd à zəvay à agu. Tanəŋà bəzi kohana uwana adzà madzay la abatà la ahàl kaf lakəl, la lukut me­ɗe­kuga la vok. Guba akə̀s atà. 
MRK.16.6	Agòɗ à atà: “Guba akəs akul aw! Kayahaw Yesu zil Nazaret, uwana tata­tàsl à ahàf à adi. Aga la abanay aw, awùl à uda la mamətsay. Aganay slaka aŋha uwana tahənàŋ à ahəŋ. 
MRK.16.7	Lagwa kà, dàw, kadà­goɗaw à azlaməna matapla aŋha, kaykay gà kà à Piyer à gay uwanay: Yesu atsavokkay kà akul kà mad à Galili. La abatà kadà­nəŋawwaŋ bokuba uwana agòɗ à akul.”
MRK.16.8	Azlamis tasà à uda la zəvay la aku, tahòy. Ləv avàl atà à gay la guba məŋga. Taɓaɗmà à dza aw kà uwana guba akə̀s atà.
MRK.16.9	Uwana Yesu adawul à uda la mamətsay, bəŋ vuɗ ladu apə̀hla vok à Mari­yama dəg zla Magdala dadàŋ. (Mis uwana akuɗə̀kal azla­ma­sasəɗok mawi­siga məɗəf lakəl ala) 
MRK.16.10	Mari­yama ahàd kà mapəh uwaga à azladza uwana tadzàhà à ahəŋ la Yesu, tazàwla gəl, ŋgaha tatàw. 
MRK.16.11	Ama mok uwana tatsənà uwana apə̀h à atà kà, Yesu aga la ahəŋ la sifa kà, ŋgaha kà masla anəŋàŋ kà, atà tadìŋal gəl à vok aw.
MRK.16.12	La lig la ahəŋ, Yesu apə̀hla vok à azlaməna matapla aŋha səla. La mok uwana atà tahàd à mau­gu­zahay à bəzi gudəŋ anik à abà. 
MRK.16.13	Tawùl à Uru­sa­lima à abà, tapə̀h à azladza anik, ama atà bay kà, tadìŋal gəl à vok aw.
MRK.16.14	La lig la ahəŋ, Yesu apə̀hla vok à azlaməna matapla la slaka aŋha kulo gəl aŋha tekula, la mok uwana atà la tatak may lakəl. Agòɗ à atà kà, atà la madiŋal gəl à vok aw, atà la ləv dzaŋ­d­zaŋga. Kà uwana tadìŋ gəl à azladza uwana à vok, tagòɗ à atà kà tadanəŋ la sifa aw. 
MRK.16.15	Yesu agòɗ à atà: “Dàw à gudəŋ à vok gesina, zàwàŋ, pə̀hàw gay Zəzagəla à azladza gesina! 
MRK.16.16	Dza uwana adiŋal gəl à vok adàhalla batem, adàɓəlay. Dza uwana adiŋal gəl à vok aw Zəzagəla adàɗahalla seriya à gəl. 
MRK.16.17	Aganay azla­na­dzipo la maslay uwana azlaməna madiŋal gəl à vok tadàɗah à ahəŋ la sləm gulo: Tadà­slala vok makuɗəkàh azla­ma­sasəɗok mawi­siga, tadà­vatsah azlagay məlok gà, 
MRK.16.18	tadàkas azla­bebi la ahàl amiyaka tadàsa magur bay kà, aza à atà aw. Tadàɓak ahàl à azlaməna ɗuvats à gəl, ŋgaha tadàwur ala.”
MRK.16.19	La mok uwana Sufəl Yesu adadəv gay aŋha à gay, adà aŋha à zagəla, adzà madzay la ahàl kaf aŋa Zəzagəla lakəl. 
MRK.16.20	Azlaməna asik aŋha, tahàd à gudəŋ à vok gesina aŋa maz gay matsi­ɗayga aŋa Sufəl Zəzagəla. Sufəl Yesu aɗahà sləray la atà aya gotənaŋ, apə̀hla dziriga aŋa gay aŋatà ala la maɗàh nadzipo aŋuvaw.
LUK.1.1	Deda Tewofil.
LUK.1.1	Azladza aŋuvaw tawàɗ vok à uda, kà matsetser gay uwana apakahà vok la tataka gami la abà. 
LUK.1.2	Tatse­tseràh azla­tatak uwana tatsənàŋ la slaka azladza uwana tanəŋàŋ la yewdi aŋatà, dagay la madzəka, ŋgaha tafà à atà kà mapəhay gay uwaga à ahàl. 
LUK.1.3	Gi babay gəkə̀s tetəvi aŋa manərəz tatak uwaga gesina, dagay la madzəka, kà gi aŋa mapàhla uwaga ala, la tekula tekula à kak məŋga Tewofil. 
LUK.1.4	Uwana gəɗahà uwaga kà, kà kak aŋa matsən dziriga aŋa matapla uwana kaɓə̀zal gesina.
LUK.1.5	La mok uwana Herod agà Sufəl aŋa Yahu­diya kà, masla mav tatak à Zəzagəla anik la ahəŋ, uwana sləm aŋha kà Zakari; masla kà tsəhay aŋa azlaməna mav tatak à Zəzagəla, la huɗ gày aŋa Abiya. Sləm aŋa mis aŋha kà Eli­sabet, masla kà mayyi à tsəh ala aŋa Haruna, məŋ madza­haga aŋa azlaməna mav tatak à Zəzagəla uwarà. 
LUK.1.6	Atà səla nna kà, azladza dziriga la huma aŋa Zəzagəla, ŋgaha takə̀s gay aŋa Sufəl Zəzagəla la ləv tekula, tanəfà mapəhay aŋha la dziriga bay. 
LUK.1.7	Ama bəzi aŋatà la ahəŋ aw, Eli­sabet aslàla vok aŋa maɓəz bəzi aw, kà uwana tadapak makoz.
LUK.1.8	Vərdi anik, Zakari aɗàh sləray aŋa makaɗ tatak à Zəzagəla, kà uwana à ahàl iyaw aŋha kà maɗehəŋ. 
LUK.1.9	Bokuba uwana zagəlà aŋatà aŋa mazəɓani vok la ahàl iyaw la ahàl iyaw, kà masəl dza uwana aɗàh sləray la mavakay uwatà la tsəh, ŋgaha atə̀ɗ à Zakari à gəl kà maɓək kidzidzi la gày Sufəl Zəzagəla la aku. 
LUK.1.10	La mok uwana aɓə̀k kidzidzi kà, maham à ahəŋ dza tadə̀v kuɗa. 
LUK.1.11	La abatà malika aŋa Sufəl Zəzagəla apə̀hla vok à Zakari, atsìzl à ahàl kaf aŋa slaka maɓək kidzidzi à gəl. 
LUK.1.12	Guba akə̀s Zakari à mok uwana anəŋàŋ askùlla à tsəh ala kaykay. 
LUK.1.13	Ama malika agòɗal: “Zakari, guba akəs ka aw, kà uwana Zəzagəla adatsən madəv kuɗa aŋak. Eli­sabet mis aŋak adàyya à ka bəzi, kadàvàl sləm Yuhana. 
LUK.1.14	Kak kadàhənla la marabay, ŋgaha azladza aŋuvaw tadà­rabay lakəl aŋa mayyi masla. 
LUK.1.15	Kà uwana adàgay məŋ dza la huma yewdi aŋa Sufəl Zəzagəla. Tetuwa adàsa guzu aw, amiyaka bà mana beymi uwana maməslga bay kà adàsay aw. Adàgay mahənla à la Masasəɗok Zəzagəla dagay la huɗ aŋa iyà aŋha.
LUK.1.16	Adà­wulla azla Isərayel aŋuvaw à huma Sufəl Zəzagəla. 
LUK.1.17	Masla la gəl aŋha adàtsa vok à awtày à huma Zəzagəla la ndzəɗa aŋa Masasəɗok, ŋgaha la ndzəɗa aŋa masla mapəhal gay à ahàl Eliya uwana uwarà, kà matsən vok gay azla­baba la azlabəza aŋatà, adà­wulla azlaməna makəs gay aw à haŋkəli aŋa azladza dziriga à abà, adàɗah tsəhay à ahəŋ kà mas à waŋ aŋa Sufəl Zəzagəla.”
LUK.1.18	Ama Zakari agòɗ à malika: “Kakay gədàsəlay kà uwaga kà dziriga ma? Tsa məda­pakah makoz la mis gulo mi”, agòɗal. 
LUK.1.19	Kiya uwaga malika agòɗal: “Gi kà sləm gulo kà Gabəriyel. Gi la uwana Zəzagəla afà à gi à huma aŋha à gay, kà gi aŋa mazla­kəŋ, masla aslə̀l gi à waŋ kà mapəh à ka gay uwaga. 
LUK.1.20	Ama kadìŋ gəl à gay gulo uwana à vok gəpə̀h à ka, adàpaka vok gəgòɗ à ka aw kà, kà uwaga kapakay bada, kaɓaɗma aya aw, tsəràh à uwana tatak uwana gəpə̀h à ka adàpaka vok dandan la uwana kadà­ɓaɗma.”
LUK.1.21	La kaslà uwatà, azlaməna madiŋal gəl à vok takùd Zakari la uda, ŋgaha ləv avàl atà à gay məŋga, kà uwana asàf məŋga la gày maɓək kidzidzi la aku. 
LUK.1.22	Ama mok uwana adasa à uda kà, aslàla vok aŋa maɓa­ɗa­tàma aya aw, azladza tadzùgw kà: Anəŋà nadzipo anik la gày la aku, tagòɗ. Aɓa­ɗa­tàmà kà la ahàl pəra, kà uwana aslàla vok kà maɓaɗma aya aw.
LUK.1.23	Mok uwana Zakari adadəv kaslà aŋha à gay kà maɓək kidzidzi la məŋ gày Zəzagəla la aku kà, awùl à mtəga aŋha. 
LUK.1.24	Zwek la huma la gay kà, bəzi adà à Eli­sabet, mis aŋha, à huɗ, ŋgaha masla Eli­sabet ahaɗà bəzi la huɗ tsəràh à təla zlo. Agòɗ la gəl aŋha: 
LUK.1.25	“Iyay, aganay tatak uwana Sufəl Zəzagəla aɗahàŋ kà aŋulo, Zəzagəla asàl aŋa mahəlla gi ziruwi lakəl ala la huma azladza gesina.”
LUK.1.26	La təla mukwa, Zəzagəla aslə̀l malika Gabəriyel à gudəŋ Galili, uwana sləm aŋha Nazaret, 
LUK.1.27	à slaka dahalay anik, uwana mawɗa aŋa Yusufu, masla kà la mayyi à tsəh ala aŋa sufəl David la abà. Sləm aŋa dahalay uwatà bay kà Mari­yama. 
LUK.1.28	Malika adagay à slaka aŋha agòɗal: “Ràb, kà uwana Zəzagəla adahənkala la vok mahamay aŋha, Sufəl Zəzagəla la ahəŋ la kak.” 
LUK.1.29	Mari­yama kà gəl akàɗal à vok kà gay uwaga. Anavà gəl aŋha agòɗ: ‘Mana asal magoɗay ayyi marabay gà uwanay ma?’ 
LUK.1.30	Kiya uwaga malika agòɗal: “Mari­yama, guba akəs ka aw, kà uwana kadaɓəz vok mahamay aŋa Zəzagəla. 
LUK.1.31	Kadàgay la bəzi la huɗ ŋgaha kadàyyi bəzi zilga, uwana kadàvàl sləm Yesu. 
LUK.1.32	Masla adàgay məŋ dza, ŋgaha tadà­zallalla Kona aŋa Zəzagəla, uwana kərkər la afik. Sufəl Zəzagəla adà­pa­kəŋ ala kà məŋ sufəl, bokuba uwana aɗahàŋ à David, baba aŋha madzi­dziga. 
LUK.1.33	Ŋgaha adàkor tsəhay Isərayel aŋa koksi­koksi; makoray aŋha adàkəɗ gəl à ahəŋ aw.”
LUK.1.34	Mari­yama agòɗ à malika: “Kakay uwaga adàpaka vok, tsa gi la zil dadàŋ aw ma?”
LUK.1.35	Malika agòɗal: “Masasəɗok tsi­kasla adàsa à ahəŋ à gəl aŋak, ŋgaha ndzəɗa aŋa Zəzagəla uwana kərkər la afik, adàsa à ka à gəl, bokuba dzəgay, kà uwaga à uwana bəzi uwana kadàyyi kà, tadà­zallalla: Tsi­kasla, Kona aŋa Zəzagəla uwana la zagəla la afik. 
LUK.1.36	Eli­sabet dəg tsiŋ aŋak babay kà, bəzi la huɗ, te­ke­ɗika adagay makoz babay, azladza kà ‘Dəgər’, tagòɗal, ama lagonay kà bəzi la huɗ aŋa təla mukwa. 
LUK.1.37	Kà uwana tatak la ahəŋ aɗuw kà Zəzagəla à gəl aw.”
LUK.1.38	Kiya uwaga Mari­yama agòɗ: “Gi kà, gi mayà aŋa Sufəl Zəzagəla; apakà à gi vok, bokuba uwana kapə̀h lagwa zlà.” Kiya uwaga malika asàkal à ahəŋ.
LUK.1.39	La kaslà uwatà, Mari­yama atsìzlla ala, amərà vok, kà mad à gudəŋ anik à abà, la gudəŋ la afik la kutso Yahu­diya. 
LUK.1.40	Ahàd à gày aŋa Zakari, “Ayyi”, agòɗ à Eli­sabet. 
LUK.1.41	La mok uwana Eli­sabet atsənà maɗàh ‘Ayyi’ aŋa Mari­yama kà, bəzi aɓəlakà vok la huɗ aŋha. Eli­sabet adàhənla la Masasəɗok Zəzagəla, 
LUK.1.42	awiyà la ndzəɗa: “Zəzagəla apìs à ka gay à vok kaykay la tataka azlamis anik la abà gesina, ŋgaha mapis gay à vok aŋha adàdza à ahəŋ lakəl aŋa bəzi, uwana kadàɓəzal. 
LUK.1.43	Gi ma gi uwa, à uwana iyà aŋa Sufəl gulo atsa à waŋ à mtəga gulo uwa? 
LUK.1.44	Kà uwana mok uwana gətsənà ‘Ayyi’ aŋak kà, bəzi aɓəlakà vok la huɗ gulo la marabay. 
LUK.1.45	Lapiya agay la kak, kà uwana kadiŋ gəl à tatak uwana à vok, Sufəl Zəzagəla apə̀h à ka uwaga apaka vok.”
LUK.1.46	Kiya uwaga Mari­yama agòɗ:
LUK.1.46	“Masasəɗok gulo azləɓ məŋga aŋa Sufəl Zəzagəla,
LUK.1.47	Ləv gulo adahənla la marabay à kà Zəzagəla masla maɓəl gi.
LUK.1.48	Kà uwana vok ahamàl kà gi à uwana anə̀ŋ gi kà kiya gi mayà aŋha tələmmaga.
LUK.1.48	Iyay, dagay lakana azladza tagoɗay kà, gi kà gi mapis gay à vok gà.
LUK.1.49	Kà uwana Zəzagəla, uwana tsi­kasla, aɗahà tatak gesina dzəɓa aŋha səla aw kà aŋulo.
LUK.1.49	Sləm aŋa Zəzagəla kà tsi­kasla.
LUK.1.50	Mawoyəŋ aŋha adàgay la ahəŋ
LUK.1.50	Lakəl aŋa azladza gesina, uwana tahoy yewdi aŋha koksi­koksi.
LUK.1.51	Ahənà azlasləray məŋga məŋga ala, la ndzəɗa aŋa ahàl aŋha.
LUK.1.51	Awìts azlaməna zlapay gà ala.
LUK.1.52	Adakwà azla­su­fəl à ahəŋ la kursi aŋatà la afik, ada­walla atà à vəɗah;
LUK.1.52	Ama azi­gənàhà azlaməna tələmmaga.
LUK.1.53	Ahanà azlaməna may ala la azla­tatak delga, delga gà,
LUK.1.53	Akuɗə̀kàh azla­go­robu la ahàl deyday.
LUK.1.54	Asà à waŋ, azlàk tsəhay aŋha Isərayel, masla sləray aŋha
LUK.1.54	Avikàŋ kà mapəhla delga aŋha ala aw,
LUK.1.55	La slaka Abəraham, ŋgaha la mayyi à tsəh ala aŋha kà aŋa koksi­koksi,
LUK.1.55	Bokuba uwana apə̀h à azla­baba gami madzi­dziga.”
LUK.1.56	Mari­yama adzà à ahəŋ la Eli­sabet nekwa nekwa təla makər, la lig la ahəŋ, awùl à mtəga aŋha.
LUK.1.57	Kiya uwaga mok uwana kaslà masewk à ahəŋ aŋa Eli­sabet adaslay kà, ayyà bəzi zilga. 
LUK.1.58	Azlaməna magay aŋha la azlatsəhay aŋha tatsənàŋ kà Sufəl Zəzagəla ada­ɗa­halla delga, ŋgaha atà taràb la slaka gà. 
LUK.1.59	Mok uwana bəzi adaɗah kasukwa tekula kà, tadala kà makədəv à uda, atà kà, asà à atà kà mavàl sləm aŋa baba aŋha, Zakari.
LUK.1.60	Ama, “Awaŋ”, iyà aŋha agòɗ; “Sləm aŋha kà mavàl kà Yuhana.” 
LUK.1.61	“Awaŋ, dza la ahəŋ la tsəhay aŋak la abà, à uwana tavàl tsəhay sləm uwanay”, tagòɗal. 
LUK.1.62	Kiya uwaga tanavà baba aŋha mabada bada, kà masəl sləm uwana asàl mav à bəzi. 
LUK.1.63	Zakari anàv tatak kà manəhal à adi, ŋgaha kiya uwanay à uwana anə̀h: ‘Yuhana, la uwana sləm aŋha.’ Ləv avàl atà à gay gesina aŋatà. 
LUK.1.64	Katskats la abatà Zakari adzəkà mapokw gay kà maɓaɗma, adzəkà mazləɓ Zəzagəla la kuda zləkkà. 
LUK.1.65	Kiya uwaga guba akə̀s azlaməna magay aŋha gesina, ŋgaha azlaməna madz à ahəŋ la gudəŋ uwatà la afik gesina tapàh tatak uwana apakà vok. 
LUK.1.66	Azladza gesina uwana tatsənà uwana tapəhay kà, awùl atà à gəl, ŋgaha tanàvàh à vok: “Tsa bəzi uwanay ma adàgay ma uwa tak uwa? Ndzer, maslay aŋa Sufəl Zəzagəla la ahəŋ lakəl aŋha, haɗay!”
LUK.1.67	Zakari, baba aŋa bəzi uwaga, agà mahənlaga la Masasəɗok Zəzagəla, adzəkà maziŋ kiya uwanay:
LUK.1.68	“Mazləɓay agay kà la Sufəl, uwana Zəzagəla aŋa azla Isərayel
LUK.1.68	Kà uwana afà sləm à azladza aŋha, aɓə̀lla atà.
LUK.1.69	Masla apə̀hanula maslay la mav à anu masla maɓələŋ dziriga,
LUK.1.69	Uwana la mayyi à tsəh ala aŋa Sufəl David la abà, uwana magamza aŋha.
LUK.1.70	Uwaga la uwana apə̀h uwarà la paŋaw aŋa azlaməna mapəh à atà gay à ahàl kà mapàh à azladza:
LUK.1.71	‘Gədàtəf akul la ahàl aŋa azlaməna məzam aŋkul agòɗ,
LUK.1.71	Ŋgaha la ahàl aŋa azla­uwana tapəsew anu gesina.’
LUK.1.72	Masla adàpəhla mawoyəŋ aŋha à azla­baba gami madzi­dziga ala,
LUK.1.72	Ŋgaha gay makəs vok slawda aŋha tsi­ka­slaga uwatà adà­wulal à gəl.
LUK.1.73	Kà uwana Sufəl Zəzagəla azùw mawaɗay à baba gami madzi­dziga Abəraham.
LUK.1.74	Kà masla aŋa mapəlanula la ahàl aŋa azlaməna məzam gami,
LUK.1.74	Ŋgaha kà anu aŋa maɗahala sləray la kokuɗa kurit yewdi.
LUK.1.75	Kà anu aŋa magay sətaka, ŋgaha la dziriga la huma aŋha koksi­koksi.
LUK.1.76	Ŋgaha kak, bəzi gulo kadàgay masla mapəhal gay à ahàl aŋa dza uwana kərkər la afik aŋa koksi­koksi.
LUK.1.76	Kà uwana kak la uwana kadàguway la huma aŋa Sufəl kà maɗa­hallaŋ tetəvi à ahəŋ.
LUK.1.77	Ŋgaha kà mapəhla à azladza aŋha ala kà, adàɓəl atà la mamats atà tsakana aŋatà ala.
LUK.1.78	Haɗay, Sufəl Zəzagəla gami kà, adahənla la vok mahamay, ŋgaha la lapiya,
LUK.1.78	Adasləl à anu uɗaka à ahəŋ à gəl gami gesina, bokuba uɗaka aŋa afats uwana atsa à afik.
LUK.1.79	Kà masla aŋa manəŋ azladza uwana ala, atà la mələs la abà, ŋgaha la azladza uwana la dzəgay aŋa mamətsay la abà,
LUK.1.79	Ŋgaha masla aŋa manəŋla asik gami la tetəvi aŋa lapiya la tsəh.”
LUK.1.80	Bəzi azigə̀n, ŋgaha haŋkəli aŋha bay azàla vok à gəl. Adzà à ahəŋ la fəta la abà, tsəràh à mavakay uwana apə̀hla vok ala la huma tsəhay Isərayel.
LUK.2.1	La zamana uwatà Awgustus, məŋ sufəl aŋa azla Rom agòɗ kà: ‘Say tatugw dza la makoray gulo gesina’, agòɗ. 
LUK.2.2	Uwaga kà matugw dza matera, uwana apakà vok la zamana aŋa Kwi­ri­niyus gumna aŋa kutso Səriya. 
LUK.2.3	Azladza gesina tadàh kà matsetser atà, kəla uwa­be­yuwi adà à gudəŋ aŋha.
LUK.2.4	Yusufu babay atsìzlla ala la Nazaret la kutso Galili, kà maday à kutso Yahu­diya, à huɗ gudəŋ uwana à abà, Be­te­lehem tagòɗal, à slaka uwana tayyà sufəl David à abà. Kà uwana masla kà mayyi à tsəh ala aŋa David. 
LUK.2.5	Tahàd kà matsetser sləm aŋatà, la mawɗa aŋha, Mari­yama, uwana akùd kaslà masewk à ahəŋ. 
LUK.2.6	Kiya uwaga, mok uwana tabəzay, kaslà masewk à ahəŋ aŋha adaslay. 
LUK.2.7	Ŋgaha ayyà bəzi zilga, malkwoy aŋha, afa­fàɗal lukut à adi, ŋgaha ahənàŋ à daŋor à abà, kà uwana slaka la ahəŋ kà aŋatà la gày məlok dza la aku aw.
LUK.2.8	La gudəŋ uwatà, azlaməna manəŋla azla­tatak la ahəŋ uwana tahanay la fəta kà manəŋla azla­tatak aŋatà. 
LUK.2.9	Malika aŋa Sufəl Zəzagəla apə̀hatàla vok, ŋgaha mazləɓay aŋa Sufəl Zəzagəla awùɗla slaka aŋatà. Guba akə̀s atà gesina aŋatà. 
LUK.2.10	Ama malika agòɗ à atà: “Guba akəs akul aw, kà uwana gəsà à akul à waŋ kà gay matsi­ɗayga, uwana adàrab azlatsəhay gesina. 
LUK.2.11	La huɗ aŋa vəɗ uwanay la abà, la huɗ gudəŋ aŋa David la abà kà, tayyà à akul masla maɓəl akul: Masla Kristu, Sufəl. 
LUK.2.12	Aganay tatak uwana adàpəhakulla: Kadànəŋaw bəzi vərna mafa­fàɗal lukut à adi gà, mahənəŋ à ahəŋ gà la daŋor la abà.”
LUK.2.13	Katskats, maham à ahəŋ malika la zagəla tahamà gay à vok la malika uwatà, taslə̀kàw Zəzagəla tagòɗ:
LUK.2.14	“Mazləɓay aga la Zəzagəla uwana la zagəla,
LUK.2.14	Lapiya aga la gudəŋ la vok la slaka azladza uwana Zəzagəla awoya atà, ŋgaha azla­uwana tawoya masla babay!”
LUK.2.15	Mok uwana azla­ma­lika tasàk atà à ahəŋ, tawùl aŋatà à zagəla kà, azlaməna manəŋla azla­tatak tagòɗ à vok kà atà à atà: “Məhàd tsəràh à Be­te­lehem zlà, delga kà mənəŋ tatak uwana apakà vok, mədànəŋ Sufəl Zəzagəla apə̀hanula zlà”, tagòɗ. 
LUK.2.16	Ŋgaha atà tamərà vok kà maday, taɓə̀z à Mari­yama à vok atà la Yusufu, ŋgaha la bəzi vərna, uwana mahənəŋ à ahəŋ gà la daŋor la abà. 
LUK.2.17	Mok uwana tanəŋə̀ŋ, tatùgw gay uwana tanəŋàŋ, la uwana tatsənà la slaka aŋa malika lakəl aŋa bəzi. 
LUK.2.18	Azladza uwana tatsə̀ɓ sləm à azlaməna manəŋla azla­tatak uwaga kà, ləv avàl atà à gay gesina, kà uwana tatsənà uwaga. 
LUK.2.19	Ama Mari­yama kà, aɓə̀k uwaga gesina à gəl aŋha à afik, adzùgw uwaga la lela. 
LUK.2.20	La lig la ahəŋ, azlaməna manəŋla azla­tatak takə̀s tetəvi kà mawul aŋatà la mazləɓ Zəzagəla. Tazləɓà masla kà azla­tatak uwana tatsənàŋ, la uwana tanəŋàŋ, kà uwana uwaga gesina kà, apakà vok bokuba uwana malika apə̀h à atà.
LUK.2.21	Mok uwana kasukwa tekula adadà à lig kà, mahənay adaslay kà makədəv Yesu à uda, tavàl sləm Yesu, sləm uwana malika apəhla ala à mok uwana iyà aŋha alə̀g mazəɓ à huɗ dadàŋ.
LUK.2.22	Ŋgaha bokuba uwana gay aŋa maɗàh mavəlàh adadəv à gay kà, bokuba uwana mapəhay aŋa Musa agoɗ, tadàla Yesu à Uru­sa­lima kà mapəhla masla ala la huma aŋa Sufəl Zəzagəla, 
LUK.2.23	bokuba uwana tatsetsèr à mapəhay aŋa Sufəl à abà:
LUK.2.23	ˈKəla malkwoy zilga kà, uwaga tatak matsufay gà aŋa Sufəl Zəzagəla la fəta la awtày tsi­kasla.ˈ
LUK.2.24	Takaɗàh azla­tatak uwana kaɗàw, wakità mapəhay agòɗ:
LUK.2.24	ˈAzla­ha­ba­koku fəta səla baŋaw azla­zla­bara haba­koku mtəga səla.ˈ
LUK.2.25	Dza anik la ahəŋ la Uru­sa­lima uwana sləm aŋha Səmeyyon. Zil uwatà kà dza dziriga, akə̀s gay aŋa Zəzagəla, ŋgaha akudà dza uwana naka atsa à waŋ, kà maɓəl azladza Isərayel. Masla kà agà la Masasəɗok Zəzagəla. 
LUK.2.26	Ŋgaha Masasəɗok Zəzagəla apə̀hla à vok à abà kà, adàmətsay dadàŋ aw, say baŋa adànəŋ huɗ adi aŋa Kristu, uwana Sufəl Zəzagəla adàsləl à ahəŋ dadàŋ. 
LUK.2.27	Masasəɗok Zəzagəla adàla masla à məŋ gày Zəzagəla à agu, la mok uwana azla­baba tasə̀lla Yesu à waŋ, kà maɗa­hallaŋ bokuba uwana: ‘Ɗa­hàwwàŋ’, wakità seriya agòɗ. 
LUK.2.28	Səmeyyon azə̀ɓ bəzi à ahàl, ŋgaha ‘Kikay’, agòɗ à Zəzagəla la magoɗay:
LUK.2.29	“Sufəl, lagonay kà mapəh à ahəŋ aŋak kà adagəɗ à afik,
LUK.2.29	Sàk à mayà aŋak aməts aŋha la lapiya adagay zlà,
LUK.2.30	Kà uwana lagwa kà, gədanəŋ maɓəlay aŋak la yewdi gulo,
