MAT.1.1	Hehakaho Jesu Keriso oni amuhija vejajina. Jesuho Teviti 'ee Eparahami puni amuja.
LUK.3.1	Sisa ka'ene Taipiriasina 'wavujara natohwa rena hinajaho juara iropu ropu'a mumora rona kwinu rejume Ponachasi Pairati Jutia puni natohwa rejume 'ee Herotira Karari ora 'ajohau'e 'ee huni 'u'ua ka'ene Piripura Ituria 'ee Tekonaitasi 'ajohau'e 'ee Raiseniasira Apirini ora 'ajohauna. 
LUK.3.2	'Ejume Anasi'o Kaiapasi'o pirisitia mama'ina rejari vea kajino Godoni vu'a Joni ka'ene Jakaraiasi oni harihaka nechi'i hinonu jihuni roana. 
LUK.3.3	'Eju'e hu Jotani rori ara ka'ene hijuji roe emaapo puni sisea vwihana are'eje toi samahuni vu'a 'waramana. 
LUK.3.4	Poropetia Aiseara ika'ina huni heha vaji venana.
LUK.3.4	Ea pina nechi'i hine 'ume'ena Natohwi jihuni 'unama amairie 'ee veje arira renama. 
LUK.3.5	Isoha same 'ee huri'a veje amara reja 'ee 'unama ka'ene 'ajovi'inijaho veje arira reja. 'Unama ka'ene 'onajivi'inijaho amara renama. 
LUK.3.6	'Eje ea mapoka Godi oni ni'ajúhi'inijaho kavava 'úmana.
LUK.3.7	Ea mapoka huni roajivakame hura 'unirame toi vaji sama'e 'uri'avarono roajivajihi ijá 'iama Ja tapara ka'ene siseijihipuni harihija. Joni eha sisea ni'ima'ura ka'ene túna'i roujaho irara ja 'waravukame ja juhame iki roajivare? 
LUK.3.8	'Ina rukina re'avara! Joni 'unama sahasijaho ta'arohareje niare'i kaivo ea maiu'ina re'avara Ja vwiha ika'ina pavwiha'avara. Eparahami núni oma'omo nú areri rena hiju paro'avara kaivo Godira areri veje ike muna ikihipo Eparahami oni harihija rehuna. Ijihuna'e nú areri rena hiju paro'avara. 
LUK.3.9	Iviamai taupa icha aneji namuna'omo icha kajija 'ina maa pare'avajaho 'umareje 'uhue veni ato'aruhuna 'iamana. 
LUK.3.10	'Ejume ea mapoka kajipo apoma ijá 'wava 'Ena'omo nú ichá'ina'e ve'eja? 'wavara. 
LUK.3.11	'Ejume hu eha vene pu ijá 'iama Ea irara setia no'ohe'i re'amajaho ea pina ka'ene pa'aji pina ma'amane 'ee ea irara 'iruma rukina'e re'amajaho 'u'o ijá ve'amana 'iamana. 
LUK.3.12	'Ejume ea ka'ene takisia apeji'ina 'u'o hu 'unirame toi sama'avarono roara'omo ijipo apoma ijá 'wava Najahi'ine nú ichá ve'eja 'wavara. 
LUK.3.13	Hu ijá 'iama Ja takisia'e ape'avajaho icharu 'eka'avarono 'waravajiru 'eka'avara 'iamana. 
LUK.3.14	'Ejume sorutia 'ahopo apoma ijá 'wava 'Enakaivo núa. 'Ú nú ichá'ina'e ve'eja? 'wavara. Hu ijá 'iama Ea 'ahopuni monia pamajikari 'ejahie 'etuji'avara. 'Ee ea pina pamajikari nama'avara. 'Ee joni anejijaho teamana'avara 'iamana. 
LUK.3.15	Ea mapoka kajija 'ajohe vwihaji'i hijura'omo pu Joni kavari veijaho puni oja vaji ijá roja Vejuro'i Kerisora re'ama rojara. 
LUK.3.16	'Ene Joni eha vene ijá 'iama Na ja toa vaji samauta kaivo Ea ka'ene nuni túna'i roujara samahunijaho Godoni 'Avena 'ee haruriji'i samahuna. Na Hu Hu'úmo areria pana 'ee nara Huni mumora hwana jahenahuna areria pana. 
LUK.3.17	'Enakaivo soa Huni ija tahi namuna'omo Hura 'witia mutuuri ruhijino mutuareje maijaho niana'ika'i siseijijahija vena ka'ene pautaruti sa'ika'i namujiano ato'aruhuna 'iamana. 
LUK.3.18	Na'ia mapoka'e hu vu'a maa maiu'ina ea najahe 'ee vu'a 'aho'a ani'ina ni'ajihe najahana. 
LUK.3.19	'Enakaivo hu ea natohwa ka'ene Heroti 'uraraha 'waramana. Ijihuni maijaho hu Herotiasi huni 'u'uijihuni napara turame 'ee uneunecha sisea mapoka'e Heroti venajihuna'e 'uraraha 'waramana. 
LUK.3.20	Hu kú'o sisea pina ka'ene huri venajaho Joni apene tipurai ranamajina.
LUK.3.21	'Enakaivo ea mapoka'e toa vaji samauma para'eme iji'a Jesu 'u'o toa vaji apúsavume 'urinana. Hu hine siporua 'o'eme akúpi 'ahi vwicha jaraana. 
LUK.3.22	'E'eme Godoni 'Avena areri marahu'ora puna'i jaima ariha roe huni haha 'ahi ajimana. 'E'eme ira akúpa 'ahi rene roe ijá 'wama A Nuni Hariha ka'ene Na oja mahujina. Na A niho'o teamanimu 'wamana.
LUK.3.23	Jesuho juara mapoka mapoka (30) pa'are'eme iji'a Hu Huni kaukara aneja venana. Ea mapoka Jesuho Josapi oni Hariha 'wavura. Josapi oni oma Iraina Irai oni oma Matatina 
LUK.3.24	Matati oni oma Rivaina Rivai oni oma Merikaina Merikai oni oma Jenaina Jenai oni oma Josapina Josapi oni oma Matataiasina 
LUK.3.25	Matataiasi oni oma Emasina Emasi oni oma Nehamina Nehami oni oma Esirina Esiri oni oma Nekaina Nekai oni oma Meatana 
LUK.3.26	Meata oni oma Marataiasina Marataiasi oni oma Semainina Semaini oni oma Josekina Joseki oni oma Jutana Juta oni oma Joananina 
LUK.3.27	Joanani oni oma Resana Resa oni oma Jerapaparina Jerapapari oni oma Setiarina Setiari oni oma Nerina Neri oni oma Merikaina 
LUK.3.28	Merikai oni oma Atina Ati oni oma Kosamina Kosami oni oma Erimatamina Erimatami oni oma Erina Eri oni oma Josuana 
LUK.3.29	Josua oni oma Eriesana Eriesa oni oma Jorimina Jorimi oni oma Matatina Matati oni oma Rivaina Rivai oni oma Simianina 
LUK.3.30	Simiani oni oma Jutana Juta oni oma Josapina Josapi oni oma Jonamina Jonami oni oma Iraiakimina Iraiakimi oni oma Mereana 
LUK.3.31	Merea oni oma Menana Mena oni oma Matatana Matata oni oma Netanina Netani oni oma Tevitina Teviti oni oma Jesina 
LUK.3.32	Jesi oni oma Operina Operi oni oma Poasina Poasi oni oma Sarimonina Sarimoni oni oma Nasionina Nasioni oni oma Aminatapuna 
LUK.3.33	Aminatapu oni oma Ataminina Atamini oni oma Ramana Rama oni oma Hesiranina Hesirani oni oma Peresina Peresi oni oma Jutana Juta oni oma Jekapina 
LUK.3.34	Jekapi oni oma Aisikina Aisiki oni oma Eparahamina Eparahami oni oma Terana Tera oni oma Nehorina Nehori oni oma Serukina 
LUK.3.35	Seruki oni oma Reuna Reu oni oma Perekina Pereki oni oma Hiparuna Hiparu oni oma Sirana Sira oni oma Kenanina 
LUK.3.36	Kenani oni oma Aripakasarina Aripakasari oni oma Semina Semi oni oma Noana Noa oni oma Ramekina Rameki oni oma Metusarana 
LUK.3.37	Metusara oni oma Inakina Inaki oni oma Jeratina Jerati oni oma Mahararina Maharari oni oma Kenanina Kenani oni oma Inosina 
LUK.3.38	Inosi oni oma Setina Seti oni oma Atamuna Atamu Godoni hariha.
LUK.4.1	Jesuho Jotani rene Godoni 'Aveni ruha apena para'eme 'Avena kajara aheme nechi'i va'ana. 
LUK.4.2	Hu ijino na'ia mapoka mapoka (40) hi'eme Setani Hu vena kamana. Hu vea kajija 'iruma painajihuna'e Hu matuma paranana. 
LUK.4.3	'Ejume Setanijara Hu ijá 'wama A Godoni Hariha re'amajaho muna ike veje puretia rejakame ina 'wamana. 
LUK.4.4	'Ejume Jesura eha vene ijá 'wama Godoni Irijara ija 'úma Ema mai'o puretieru reje hihuna pana 'úmana 'wamana. 
LUK.4.5	'Ejume hu Jesu ahema va'e huri'a 'ahi namine kwaa ara mapoka kajaho ni'aha kwinu nahana. 
LUK.4.6	'Ene Setanira Hu ijá 'wama Na harura 'ee kwaa ara mapokakaho vajahuna. Ikaho naa'e mihara'omo nara ea ka'ene na ura reni'amaji mahuna. 
LUK.4.7	A na oja mi'amajaho ike mapokakaho Ona'e rehuna 'wamana. 
LUK.4.8	'Ejume Jesura eha vene ijá 'wama Godoni Irijara a Natohwa ka'ene oni Godi ijiru oja mahe Hunaru vena'amana 'wamana. 
LUK.4.9	'Ejume hu Hu ahema va'e Jerusaremi Temiporu 'ahi ranavume namijumakavi'i ijá 'wama A Godoni Hariha re'amajaho iki kami mwama pi'onama 'wamana. 
LUK.4.10	Godoni Ira vaji 'waramajaho
LUK.4.10	Hura Huni 'ona oji'ina irechamie pu A 'ajohahuna 'wamana. 
LUK.4.11	Pura puni iji 'ahi'enae A Oni mumora muna 'aha pa'anaarahuna 'úmana 'wamana.
LUK.4.11	Noin 
LUK.4.12	Jesura eha vene ijá 'wama Godoni Ira vaji ijá 'úma
LUK.4.12	A Oni Godi Natohwijaho pavena ka'amana 'úmana 'wamana.
LUK.4.12	Noin 
LUK.4.13	Setaniho Jesuho 'unama ani ani vena kamajaho iji'a are'i kaivo ma'uaku ranama ruva'ana.
LUK.4.14	'Ejume Jesuho kú'o 'unama Godoni 'Aveni jihuni haruriji'i Karari va'ana. 'Ejume Huni pinanijaho 'urijume kwaa ara mapoka kajaho he parajara. 
LUK.4.15	'Ene Hu aneja vene puni Sinakoku vaji najahume ea mapoka'e Hu ta'arohara.
LUK.4.16	'Enarena Hu 'uname Nasareti Huni araneji Hura emakina'e renajino va'ana. Sapati hu nivenu ja'ina'e Sinakoku vaji Hu heha ta'iro 'urinana. 
LUK.4.17	Heha ka'ene poropetia Aisea onijaho Huni ijatahi ranavume Hu rasame ika'ina kama tahana.
LUK.4.18	Natohwi jihuni 'Avenijaho Na hu'úmo hinu. Hura Na ea ka'ene uneunecha pa'ajihi vu'a ka'ene mamaiji naja'urono ranamiana. Ea ka'ene i'ivani'inijihi rasamie 'ee ea ka'ene nia supavi'iniji veje niri'avarono routa. 'Ene ea ka'ene sisei hiji'inijihi ni'ajihe hanasina ape'avarono routa. 
LUK.4.19	Juara ka'ene Natohwijara ni'ajihuniji 'wara'i routa 'úmana 'iamana.
LUK.4.20	'Ejume heha tahuhe ea ka'ene naminaji ma'ika'i asuma hinana. 'E'eme ea mapoka ka'ene Sinakoku vaji hija kajija nia tajahena apene Hua'e mahara. 
LUK.4.21	'Ejume Hu aneja vene ika'ina 'waramana Joni atai he'eme heha ka'ene Na tahujaho iviamaa nimaa renu 'iamana. 
LUK.4.22	Ea mapoka ka'ene ijí hijajaho niho'o oja hianame 'ee vu'a ka'ene Huni iri vaji rena roe arihume hejajaho niho'o teamanavara. 'Ejume pu ijá 'wava 'Ú eakaho Josapi oni Harihijine? 'wavara. 
LUK.4.23	Hu pu ijá 'iama Na niheju. Ja Na areri juketakúne orono veje maranaama 'wihuna. Ja Na ijá 'wihune Ara Kapeniami uneka ka'ene vejume nú pinana ka'ene hejuji ikine oni ari veja kava 'wihuna 'iamana. 
LUK.4.24	Na nimaa nimaa 'waravu ea ka'ene poropetia huni ara vajijaho hami paapene 'ajovura. 
LUK.4.25	Na ja nimaa 'waravo. Nimai Iraija oni veijaho amuna mapoka'e Isureri vaji ani re'eme juara no'opisune masapa iropu kwinu neha papi'eme kwaa ara kajaho ora vea re'eme matuna hijara. 
LUK.4.26	'Enavo Iraijaho mai'o amuna mapoka ijí hijara kaivo hu puna pava'ana kaivo hu Saitoni vaji ara iha Sarepatina 'wavujino amuna kwinu'wi ijí hinuna'omo ijí ni'aja'iro va'ana. 
LUK.4.27	Poropetia Iraisa oni veijaho ea mapoka reporosia rukina Isureri vaji hijura vo niho'o ea pina marahuna pana kaivo Nemani ka'ene Siria orijiru huhusu maranana 'iamana. 
LUK.4.28	Ea ka'ene Sinakoku vaji hija kajipo ijí hejajaho pu niho'o ajinamana. 
LUK.4.29	Pu 'urimarame Hu tairie apene ma'ahi 'useme aheme va'e huri'a ka'ene puni ara ijihuni toi vejari 'ahi rarahi apúsa'i 'ahiume vejara. 
LUK.4.30	'Enakaivo Hu puni rira kajino ro 'e'une va'ana.
LUK.4.31	'Ejume Hu Kepeniami Karari vaji va'e Sapati vei ea najahana. 
LUK.4.32	Pu Huni vu'a ka'ene niho'o harura rukiniji hejajaho oja hwa'usahara. 
LUK.4.33	Ijí Sinakoku vaja kajino ea pina 'avena sisei ajivi'ina hinana'omo hu niho'o ira ajira'e emaavanana. 
LUK.4.34	Haee! Jesu ka'ene Nasareti orakere A nú iraka'e vetú'irono roane? 'Ú A núa'e 'eka ruaru 'ahaume roane? Na A nihena kavu. A Godoni arira maijina 'wamana. 
LUK.4.35	'Enakaivo Jesu 'uraraha ijá 'wama Irano'a are'i kaivo ema kajaho rana'i kaivo ariha va'a 'wamana. 'Ejume ijí 'avena sisea kajaho hu unenu'u pina pave'ika'i ema kajaho pi'onavume ea mapoka kajihipuni una'i 'ojumakavi'i ro 'e'una va'ana. 
LUK.4.36	Ea mapoka ijí kamareja niho'o oja hwa'usunahara. 'Ejume pu ijá 'wava Ike vu'akaho ichá'ine? Harura 'ee ajira rukina'omo ike eakara 'ananajihe 'ee pikinakavi'i 'avena sisea 'waravu'e usevura 'wavara. 
LUK.4.37	'Ejume ijí Huni vu'a kajaho kwaa ara rora rora kajaho marako re'unana.
LUK.4.38	'Ejume Hu 'urina Sinakoku kajaho are'ika'i Saimani oni arijino va'ana. Saimani oni jura paranahijaho haha ohoa natohwa'e rejume pu Jesura ni'aja'amarono huni iha 'ahi 'ona vejara. 
LUK.4.39	'Ejume Hu va'e Huni ruha rorijino nami'i ijí haha ohoa kajaho 'ararihaana. 'Ejume haha ohoa kajaho pa'are'eme hu 'urine 'iruma amairia pu vajihana. 
LUK.4.40	Nusirei vea va 'o'i ve'eme ea mapoka ka'ene atama ani ani'ina 'ekajija aherame Jesuni roume Hu ea kwinu kwino puni haha 'ahi Huni ija irechavume pu maraniara. 
LUK.4.41	'Ejume 'avena sisea mapoka'e Hura vejume usevi'i ijá 'umejare A Godoni Hariha 'umejara. 'Ejume Hu 'ararihie vejume pu ira pa'waravara. Ijihuni maijaho Hu Kerisoho pu nihena kavura.
LUK.4.42	Vea nitumajino Hu kwaa kajaho are'ika'i va'e kwaa ka'ene ea pahijujino va'ana. 'Ejume ea mapoka kajipo hina samuva'o piuname pu ura Hu 'unanavakame paranamie va'amarono vejara. 
LUK.4.43	'Enakaivo Hu pu ijá 'iama Na va'e ara 'aho'a Godoni ara rona 'waramaji najahuna. Ijihuni hahi Na ranamiume Na ikaho routa 'iamana. 
LUK.4.44	'Enarena Hu majaa Jutia Sinakoku mapoka vaja najahana.
LUK.5.1	Na'ia pini Hu Jenesareti soha rorijino namine vu'a 'wara'eme ea mapoka Godoni vu'a kaji he'i 'ahiume ijí kahi piijaravi'i roajivara. 
LUK.5.2	Hu kivume sisima no'ohe'i soha rori na'eme ea ka'ene úa vesavi'inijija puni namea 'eke arihe sovi'i hijara. 
LUK.5.3	'Ejume Hu Saimani oni sisima pini vaji aji'ika'i 'waravume piijahume ma'uako karokaro soha riri va namana. Hu ijihuni vaji hiji'i ea mapoka kajija najahana. 
LUK.5.4	Hu vu'a 'wara para'ika'i Hu Saimani ijá 'wama Oni sisima piijahe úa riri va'e joni namea same kija siriraha 'wamana. 
LUK.5.5	'Ejume Saimani eha vene ijá 'wama Natohwe nú iviasi na'iakaho hine ojuta pahwe'i nú úa kaji vesavara vo niho'o kija pina pa'ejara kaivo A 'warimu jihuna'e na namea sahuna 'wamana. 
LUK.5.6	Pu puni namea samareja kija niho'o mapoka mapoka siriravume namea aneja vene turamana. 
LUK.5.7	'Ejume pu napuhwaha ka'ene sisima pina 'ahi hijajija 'umenaume pu roe ni'ajihara. Pu roajime puni sisima no'ohe'i vejume itusahe sisima kajija aneja vene tusa'i vejara. 
LUK.5.8	Saimani Pitaho ijí hura uneka ka'ene vena kaji kamarena Jesuni una'i nitupari sa'ika'i ijá 'wama Natohwe na ea sisea veji'inakúne nuni rori roujaho are'i kaivo ani va'a 'wamana. 
LUK.5.9	Ijihuni maijaho Hua 'ee ea 'aho'a ka'ene pu pu'úmo hijajipo ijí kija mapoka kaji kivajaho niho'o oja hwa'usahara. 
LUK.5.10	Saimani oni napuhija Joni'o Jemisi ka'ene Jepati oni harihija no'o 'u'o oja hwa'usahara. 'Ejume Jesura Saimani ijá 'wama Tea junamujaho arema. Iviamaikano rene a emaa sirirahuna 'wamana. 
LUK.5.11	'Ejumakame pu puni sisima 'eka roe amari irechame 'ee puni uneunecha mapoka are'ika'i Hu 'ararihaa va'ajivara.
LUK.5.12	Na'ii pini Hu ara pini va'eme ea pina reporosia rukina Jesu kamarena Huni una'i mwe'i 'oji'i jarima ijá 'wama Natohwe A ura rena'amajaho veje na maraniama 'wamana. 
LUK.5.13	Jesura ija jorane 'unavi'i ijá 'wama Na ura reniukúne marana'ama 'wavume ni'aha kwino ea kajihuni reporosia pa'arenana. 
LUK.5.14	Jesura ijá 'wama Ikaho ea 'aho'a pa'wara'amana kaivo va'e pirisiti nahareje iji'a va'e Mosisira 'warama ja'ina'e Godoni swasa ve'amana. 'Ejakame ea mapoka oni reporosia ka'ene pa'arenajaho hena ka'avara 'wamana. 
LUK.5.15	'Enakaivo Huni pinanijaho ara mapoka henareja ea mapoka'e Huni vu'a hene 'ee atama puna veje pa'are'amaro roajivara. 
LUK.5.16	'Enakaivo Hu na'ia 'aho'a va'e ea pahijuri kwai siporua 'onuna.
LUK.5.17	Na'ia pini Hu hine naja'eme ijihuni vaja kajino Parasia 'ee ea ka'ene tamana najahi'inijija ijí hijara. Pu ara kwinu kwino Karari vaja 'ee Jutia vaja 'ee Jerusaremi vaji rena roe ijí hijara. 'Ejume Natohwi jihuni harurijaho ijí vea kajaho Jesura ea'e veje marani'amarono namana. 
LUK.5.18	'E'eme ea 'ahopo ea pina haha ajuaravi'ina apene kime Jesuni una'i rana'i 'ahiume apene sei roajivara. 
LUK.5.19	'Enakaivo ea mapoka'e itu'ona namajihuna pura hua'e apena vahuna 'unama pa'arenana. 'Enajihuna'e pu ea kajaho apene atahuri va'e tita napame ea kajaho huni kicha 'ahi na'eme apúsavume 'onu va'o Jesuni una'i ea rira kajino namana. 
LUK.5.20	Hu ichá'ina'e pu nimaa rojuji kimarena ema kaji ijá 'wama Napura nunakera Oni sisea Na vwihana arevu 'wamana. 
LUK.5.21	Parasia 'ee Sikuraipia pu aposarame ijá 'wava Ikaho ea irana'omo Hu Godi matahare'e avano? Ea irara sisea vwihane arehune? Godira Huhusuna 'wavara. 
LUK.5.22	Jesuho pura iraka ka'ene aposaravajaho nikimarena ijá 'iama 'Ú ja iraka vene joni oja vaja aposaravo? 
LUK.5.23	Na ichá'ina'e 'wara'ejo? Na huni sisea vwihana are'eju ho Na 'wave 'urina va'ena? 'iamana. 
LUK.5.24	'Enakaivo jara Ema Puni Harihijihuni harura ka'ene iki mwe'i ea vwihanie arevuji hena ka'avarono Hu haha ajuaraji'inijaho ijá 'wama Na a 'waravukúne 'urine oni suha apene ari va'a 'wamana. 
LUK.5.25	'Ejume ni'aha kwino ea kajaho puni una kajino 'urine iraka ka'ene hura ijihuni toi namajaho apene ari Godiho ta'arohi'i va'ana. 
LUK.5.26	Pu niho'o oja hwa'usahaume Godi ta'arohe tea juna'eme ijá 'wava Nú iviasi uneunecha mavarasa'ina kivara 'wavara.
LUK.5.27	Ijihuni túna'ijino Hu vai'i kavu'e ea ka'ene takisia apeji'ina iha Rivaiho takisia apejuri seijino asuma hinana. 'Ejume Hu ijá 'wama 'Ararihie roa 'wamana. 
LUK.5.28	Hu huni uneunecha mapoka maki'ika'i 'urine Hu 'ararihaa va'ana. 
LUK.5.29	'Enarena Rivaira huni sei 'iruma natohwa Jesuna'e vejume ea ka'ene takisia apeji'inijija 'ee ea 'aho'a mapoka'e pu pu'úmo 'iruma ijara. 
LUK.5.30	Parasia 'ee Sikuraipia ijipo aneja vene Huni tisaiporu 'uraraha ijá 'iava Ja iraka vene ea ka'ene takisia apeji'ina 'ee ea sisea pu'úmo 'iruma ijo? 'iavara. 
LUK.5.31	Jesura eha vene ijá 'iama Ea ka'ene atama pa'ajija juketaija ura parenaura kaivo ea atakinijipo juketaija ura renaura. 
LUK.5.32	Na ea arira maa veji'inijihipuni parouta vo Na ea sisea ka'ene puni sisea vwihane temukavi'ini jihipuni routa 'iamana.
LUK.5.33	Ea 'ahopo Jesuho ijá 'wava Joni oni tisaiporujija na'ia kwinu kwino 'aura areme 'ee siporua 'oju'e Parasi puni tisaiporu ijija 'u'o ija'ina'e vejura kaivo Oni tisaiporu ijija 'iruma toa ma ijí ijura 'wavara. 
LUK.5.34	Jesura ijá 'iama Ja vwihajujaho ea ka'ene napasi nejujihipuni 'iruma vejujaho huni napuhija ka'ene ijí ki'iro roajivujijahija 'aura arevura araka? 
LUK.5.35	'Enakaivo vea ka'ene napasi neji'ina kajara ijí pu pu'úmo pahi'i kaivo ani va'akama'e pu iji'a 'aura arehuna 'iamana. 
LUK.5.36	Hu haa 'waramarena ijá 'iama Ea mai'o ateha maiu'ina isome sahasiji'i pasuhura. 'Enakaivo ija'ina'e ve'avajaho ateha kajija isome ani'ina rehuna. 
LUK.5.37	'Ene vukú'o 'wainia maiu'ina 'eke hanuha sisa sahasa vaji veri'avajaho hanuha sisa sahasa kajaho napame 'wainia arihuna. 
LUK.5.38	'Enakaivo 'wainia maiu'ina hanuha sisa maiu'ina vaji verivura. 
LUK.5.39	Ea 'wainia sahasa ijujaho 'wainia maiu'ina ura parenaura. Pu ijá 'warahuna Sahasijaho arerina 'wahuna 'iamana.
LUK.6.1	Vei pini Sapati veijino Hu konesa juasi'a 'uraha va'eme Huni tisaiporua konesa tuame iji tanihi'i 'inijaho ijara. 
LUK.6.2	'E'eme Parasia 'aho'a ijá 'iava 'Ú ja iraka vene varapijara Sapati veijino pave'avarono 'warumajaho vejo? 'iavara. 
LUK.6.3	Jesura eha vene ijá 'iama 'Ú ja Tevitira huni ehi pu'úmo matuvumakame iraka ka'ene vejajaho ja pataha hejare? 
LUK.6.4	Hu Godoni sei va'e puretia ka'ene Godi vajahajaho 'eke huna i'ika'i 'aho'a ehwaha vajihana. 'Enavo ijaho tamana'omo ea mamaha paijura kaivo pirisitiepo pupusu ijura 'iamana. 
LUK.6.5	'Ejume Hu ijá 'iama Ema Puni Harihijaho Sapati huni Natohwa 'iamana.
LUK.6.6	Na'ii pini Sapati veijino Hu va'e Sinakoku vaji najahana. Ema pina ijí hinajaho huni ija mana'inijaho 'irivi'ina. 
LUK.6.7	Sikuraipi 'ee Parasia Hu ea pina ijí Sapatia vea kajino veje marajakame nama'i 'ahiume nii vevirinavara. 
LUK.6.8	'Enakaivo Hu pu raka ka'ene vwihajajaho Hu kimarena ea ka'ene ija irivi'ina kajaho ijá 'wama 'Urine iki una'i roa 'wamana. 'Ejume hu 'urine ijino va'ana. 
LUK.6.9	'Enarena Jesura pu ijá 'iama Na ja aporavu Joni tamanijaho Sapati veijaho nú mamaa ve'eja ho sisea ve'eja? Ea ni'aji'eja ho ea 'anae kwa'ena? 'iamana. 
LUK.6.10	Hu 'urine nami'i kaivo ea kwinu kwino kima apena vu'u va'ume irivi'inijaho ijá 'wama Oni ija nipima 'wamana. 'Ejume hu ija'ina'e vejume huni ija maranana. 
LUK.6.11	Pu niho'o ajinavume pu hine Jesu iraka ka'ene vetihuniji 'wama apenojara.
LUK.6.12	Vea kajino Hu va'e huri'a 'ahi siporua 'o'i va'ana. Hu na'ia kajaho Godoni siporua hine 'o'eme vea nitumana. 
LUK.6.13	Vea nituvumakavi'i Hu Huni tisaiporu 'umenaume rouma ea iropu ropu no'o iji pijiharena iha ihame Apasorua 'iamana. 
LUK.6.14+LUK.6.15+LUK.6.16	Puni ihijaho
LUK.6.14+LUK.6.15+LUK.6.16	Saimani ka'ene Pitana 'wavujaho
LUK.6.14+LUK.6.15+LUK.6.16	'ee huni 'u'ua Enituruho
LUK.6.14+LUK.6.15+LUK.6.16	'ee Jemisi ho
LUK.6.14+LUK.6.15+LUK.6.16	'ee Joni ho
LUK.6.14+LUK.6.15+LUK.6.16	'ee Piripu ho
LUK.6.14+LUK.6.15+LUK.6.16	'ee Pataramiu ho
LUK.6.14+LUK.6.15+LUK.6.16	'ee Matiu ho
LUK.6.14+LUK.6.15+LUK.6.16	'ee Tomasi ho
LUK.6.14+LUK.6.15+LUK.6.16	'ee Jemisi ka'ene Apiasi oni harihijaho
LUK.6.14+LUK.6.15+LUK.6.16	'ee Saimani ka'ene Seratina 'wavujaho
LUK.6.14+LUK.6.15+LUK.6.16	'ee Jutasi ka'ene Jemisi oni harihijaho
LUK.6.14+LUK.6.15+LUK.6.16	'ee Jutasi Isikariati ka'ene Jesu nahamahunaijina.
LUK.6.17	Hu pu pu'úmo ariha roe amari namiji'i kivume Huni tisaiporu niho'o mapoka mapoka kajihija 'ee ea niho'o mapoka mapoka Jutia rori hijura 'ee Jerusaremi rori hijura 'ee ara ka'ene soha rori Taia 'ee Saitani roara. 
LUK.6.18	Pu roajime Huni vu'a hene 'ee puni atama veje pa'are'amarono roara. 'Ene ea ka'ene 'avena sisea ajima'inijija 'u'o roume Hu vejume maraniara. 
LUK.6.19	'Ejumakame ea mapoka Huni haha 'una'iro vejara. Ijihuni maijaho Huni harura ni'ima'ura Huni vaji rena roe ea mapoka vejume maraniara.
LUK.6.20	Hu 'arohe Huni tisaiporu kivi'i aneja vene ijá 'iama Ja ea ka'ene pivusahujija ivi'a tea manamama. Ijihuni maijaho Godoni arijaho ivi'a jona'e renu. 
LUK.6.21	'Ene ja ea ka'ene iviamaa matunavujaho ivi'a teamanamama. Ijihuni maijaho Godira veje ja tú'ahuna. 'Ene ja ea ka'ene niravujija ivi'a tea manamama. Ijihuni maijaho ja ijasahuna. 
LUK.6.22	Ja Emaa Puni Harihijihuni hahi emaapo kima sename 'ee pataarorahe 'ee ira sisea namahe erapo ira sisea 'warame ja 'ararihie vu'a sisea ani ani'ina 'ee joni iha 'urihi'i sisea vwihaja ki'avajaho ja teamanamama. 
LUK.6.23	Vea kajaho ja niho'o teamanama para'eje mari'uvi'i ohurikusaha. Ijihuni maijaho joni eha mamaa kahino Godoni ara akúpa 'ahi namu. Puni sahipo nijano poropetia ka'ene marako hijajija sise'i 'ahiaja'ina'e ja 'u'o sise'i 'ahihuna. 
LUK.6.24	Ja ea ka'ene iviamaa uneunecha mapoka ani re'eju'e hijujaho niho'o sisea piunahuna. Ijihuni maijaho ja iviamaa hami hihunijaho maho'o apeju. 
LUK.6.25	Ja ea ka'ene iviamaa túavujaho niho'o sisea piunahuna. Ijihuni maijaho ja matunahuna. Ja iviamaa ea ka'ene hine ijasahujaho sisea piunahuna. Ijihuni maijaho ja chora hine niramaruhuna. 
LUK.6.26	Ja ea ka'ene iviamaa joni vu'a mamairu 'wavujaho sisea piunahuna. Ijihuni maijaho nitama puni sahipo niareri ija'ina'e poropetia ka'ene ira'asinijija 'ahiara.
LUK.6.27	'Enakaivo Na ja ea irahipo hejuji Na 'waravu. Joni naka oja mihe 'ee ea irahipo jaa'e senavujija hami 'ahie 
LUK.6.28	'ee ea ka'ene jaa'e siripa'avajija merajihe 'ee ea ka'ene ja sise'i 'ahi'ava jihipuni siporua 'o'avara. 
LUK.6.29	Ea pini a noa 'ahi tahijaha'e ka'amajaho maka'eje ropuna'a 'u'o 'ana'amana. Ea 'ahopo oni kosetia ape'avajaho maki'ika'i oni setia 'u'o mi'amana. 
LUK.6.30	Ea irara uneunecha jarirave ka'amajaho ma'amana. 'Ene oni kukua'e ei pini ape'amajaho kú'o paape'i 'ahae 'wara'amana. 
LUK.6.31	Ea 'ahopo jona'e vena'avarono ja ura renuja'ina'e ja ea 'ahopuna vena'avara. 
LUK.6.32	Ja ea ka'ene jaa'e oja mihujiru oja mi'avajaho ja maa iraka vejare? Ijihuni maijaho ea sisea 'u'o ea ka'ene pu oja vajihujiru oja mihura. 
