GEN.1.1	太初，上帝创造了天地。 
NEH.4.21	这样，从黎明直到星星出现，我们的人一半工作，一半手持兵器守卫。 
NEH.4.22	那时，我又吩咐众人各带仆人在
NEH.4.23	我和我的兄弟、仆人及跟从我的守卫都衣不解带，刀不离身
NEH.5.1	那时，民众和他们的妻子都抱怨他们的
NEH.5.2	有的说：“我们和我们的儿女人口众多，需要粮食来活命。” 
NEH.5.3	有的说：“因为饥荒的缘故，我们要将田地、葡萄园和房屋作抵押来获取粮食。” 
NEH.5.4	有的说：“我们要借钱才能缴纳王对我们的田地和葡萄园征收的税。 
NEH.5.5	我们和他们是同胞，我们的孩子就像他们的孩子。但现在我们的儿女要被迫成为仆婢，甚至我们的女儿有些已经沦为奴婢。我们却无能为力，因为我们的田地和葡萄园已经归别人了。”
NEH.5.6	听到他们的抱怨后，我非常愤怒。 
NEH.5.7	经过深思熟虑后，我便斥责这些贵族和官员，说：“你们竟然向同胞放高利贷！”于是我召开大会处理他们的问题。 
NEH.5.8	我对他们说：“我们在尽力赎回那些被卖到外邦的
NEH.5.9	我继续说：“你们的所作所为实在不对。难道你们不应该敬畏上帝，以免我们的仇敌凌辱我们吗？ 
NEH.5.10	我和我的兄弟及仆人都借钱、借粮给民众，现在我们要停止放高利贷。 
NEH.5.11	你们今天就要归还他们的田地、葡萄园、橄榄园和房屋，以及你们向他们所收的五谷、新酒和油的利息。”
NEH.5.12	他们说：“我们会照你的话去做，把东西还给他们，不再向他们索债。”于是，我召来祭司，让这些人起誓遵守自己的诺言。 
NEH.5.13	我抖着衣服说：“如果你们不守誓言，愿上帝也这样抖掉你们的家园和你们劳碌得来的，使你们一无所有。”全体会众都说：“阿们！”他们赞美耶和华，民众都遵照誓言去行。
NEH.5.14	从
NEH.5.15	在我之前的省长使民众负担沉重，天天索取食物、酒及五百克银子。他们的仆人也欺压民众，但我因敬畏上帝而没有这样做。 
NEH.5.16	我全心修筑城墙，没有购置田产，我的仆人也都参与修建城墙的工作。 
NEH.5.17	除了从周围外邦来到我们这里的人之外，还有一百五十名
NEH.5.18	我每天需要预备一头公牛、六只肥羊和飞禽；每十天还要大量供应各样酒品。即使这样，我仍然没有吃省长的俸禄，因为民众已经负担沉重。 
NEH.5.19	我的上帝啊，求你记念我为这些民众所做的一切，施恩于我。
NEH.6.2	和
NEH.6.3	我派人回复他们说：“我正在做一件大工程，不能下去见你们。我怎能停止工作下去见你们呢？” 
NEH.6.4	他们四次派人来告诉我，每次我都这样拒绝了。 
NEH.6.5	第五次派人送来一封未封口的信， 
NEH.6.6	上面写着：“各国都在谣传，
NEH.6.7	你还派先知在
NEH.6.8	我就派人答复他说：“你所说的并非事实，是你心里捏造的。” 
NEH.6.9	因为他们想恐吓我们，以为我们会吓得手发软，无法完成工程。但上帝啊，求你使我的手有力量！
NEH.6.10	我到
NEH.6.11	但我回答说：“像我这样的人岂能逃跑？岂能进入殿里保命？我决不进去。” 
NEH.6.12	我察觉上帝并没有差派他，他是被
NEH.6.13	他们收买他是为了恐吓我，使我依从他去犯罪，好毁坏我的名声、羞辱我。 
NEH.6.14	我的上帝啊，求你按照他们的行为报应
NEH.6.15	以禄月
NEH.6.16	我们的敌人和周围各国听说后，都感到惧怕和气馁，因为他们知道这工作是在上帝的帮助下完成的。 
NEH.6.17	在那些日子，
NEH.6.18	在
NEH.6.19	他们常告诉我有关
NEH.7.1	城墙建完、门扇安好、歌乐手和
NEH.7.2	我委任我的兄弟
NEH.7.3	我吩咐他们说：“要在太阳升高、天气变热后，才能打开
NEH.7.4	这城很大，但人口稀少，房屋尚未重建。 
NEH.7.5	我的上帝感动我召集贵族、官员和民众，按照他们的家谱进行登记。我找到第一批回归之人的家谱，上面记着：
NEH.7.7	他们是与
NEH.7.8	以下是回来的
NEH.7.9	的子孙三百七十二人； 
NEH.7.10	的子孙六百五十二人； 
NEH.7.11	的后裔，即
NEH.7.12	的子孙一千二百五十四人； 
NEH.7.13	的子孙八百四十五人； 
NEH.7.14	的子孙七百六十人； 
NEH.7.15	的子孙六百四十八人； 
NEH.7.16	的子孙六百二十八人； 
NEH.7.17	的子孙两千三百二十二人； 
NEH.7.18	的子孙六百六十七人； 
NEH.7.19	的子孙两千零六十七人； 
NEH.7.20	的子孙六百五十五人； 
NEH.7.21	的子孙，即
NEH.7.22	的子孙三百二十八人； 
NEH.7.23	的子孙三百二十四人； 
NEH.7.24	的子孙一百一十二人； 
NEH.7.25	的子孙九十五人。
NEH.7.27	人一百二十八名； 
NEH.7.28	人四十二名； 
NEH.7.29	人、
NEH.7.30	人和
NEH.7.31	人一百二十二名； 
NEH.7.32	人和
NEH.7.33	另一
NEH.7.34	另一
NEH.7.35	的子孙三百二十人； 
NEH.7.36	人三百四十五名； 
NEH.7.37	人、
NEH.7.38	人三千九百三十名。
NEH.7.39	祭司有
NEH.7.40	的子孙一千零五十二人； 
NEH.7.41	的子孙一千二百四十七人； 
NEH.7.42	的子孙一千零一十七人。
NEH.7.44	负责歌乐的有
NEH.7.45	殿门守卫有
NEH.7.46	殿役有
NEH.7.47	的子孙、
NEH.7.48	的子孙、
NEH.7.49	的子孙、
NEH.7.50	的子孙、
NEH.7.51	的子孙、
NEH.7.52	的子孙、
NEH.7.53	的子孙、
NEH.7.54	的子孙、
NEH.7.55	的子孙、
NEH.7.56	的子孙和
NEH.7.58	的子孙、
NEH.7.59	的子孙、
NEH.7.60	殿役和
NEH.7.61	从
NEH.7.62	他们是
NEH.7.63+NEH.7.64	祭司中
NEH.7.65	省长吩咐他们不可吃至圣之物，直到使用乌陵和土明的祭司出现。
NEH.7.66	回到
NEH.7.67	此外，他们还有七千三百三十七名男女仆婢，二百四十五名男女歌乐手， 
NEH.7.68	七百三十六匹马，二百四十五匹骡子， 
NEH.7.69	四百三十五头骆驼和六千七百二十头驴。
NEH.7.70	有些族长为工程捐出财物。省长捐出八点五公斤金子、五十个碗和五百三十件祭司礼服。 
NEH.7.71	族长捐出一百七十公斤金子和一千二百公斤银子。 
NEH.7.72	民众捐出一百七十公斤金子、一千一百公斤银子和六十七件祭司礼服。
NEH.7.73	于是，祭司、
NEH.8.1	全体民众万众一心，聚集在水门前的广场上。他们请律法教师
NEH.8.2	七月一日，
NEH.8.3	面向水门前的广场，从清早到正午一直向他们宣读律法书，人们都侧耳倾听。 
NEH.8.4	律法教师
NEH.8.5	站在高处，他在全体会众面前一打开书卷，他们都站了起来。 
NEH.8.6	称颂伟大的上帝耶和华，全体民众都举手应声说：“阿们！阿们！”他们又面伏于地，俯伏敬拜耶和华。 
NEH.8.7	、
NEH.8.8	他们宣读上帝的律法书，并解释清楚，使民众明白所宣读的。
NEH.8.9	全体民众听到律法书上的话都哭了。
NEH.8.10	又说：“你们去吃肥美的肉，喝甘甜的酒，并分些给一无所有的人，因为今天是我们主的圣日。不要悲伤，因为从耶和华而来的喜乐就是你们的力量。” 
NEH.8.11	人使全体民众安静，说：“请安静，因为今天是圣日。不要悲伤。” 
NEH.8.12	于是，全体民众去吃喝，并分给他人，非常欢喜，因为他们明白了教导给他们的话。
NEH.8.13	第二天，全体民众的族长、祭司和
NEH.8.14	当时，他们发现耶和华借
NEH.8.15	并且要在他们的各城邑和
NEH.8.16	于是，民众都出去取来树枝，在自家的屋顶上、庭院里、上帝殿的院子里、水门的广场上和
NEH.8.17	从流亡之地归回的民众都搭起棚子，住在里面。从
NEH.8.18	从第一天到最后一天，
NEH.9.1	这月二十四日，
NEH.9.2	人与其他外族人隔离，站着承认自己的罪恶和祖先的过犯。 
NEH.9.3	他们站在自己的地方，宣读他们上帝耶和华的律法书，长达三个小时
NEH.9.4	人
NEH.9.5	人
NEH.9.6	“你，唯有你是耶和华！你造了天、天上的天和天上的万象、地和地上的一切、海和海中的一切，你赐给他们生命。众天军都敬拜你。 
NEH.9.7	你是耶和华上帝，你拣选了
NEH.9.8	你知道他对你忠心，就与他立约，把
NEH.9.9	“你看见我们祖先在
NEH.9.10	就行神迹奇事对付法老及其所有的臣仆和国民，因为你知道他们对
NEH.9.11	你在我们祖先面前把海水分开，使他们在海中走干地过去；你把追赶他们的人扔进深海，好像把石头扔进大水中。 
NEH.9.12	白天，你用云柱带领他们；夜间，你用火柱照亮他们当走的路。 
NEH.9.13	你降临在
NEH.9.14	你使他们知道你的神圣安息日，借你仆人
NEH.9.15	他们饿了，你赐下天粮给他们吃；他们渴了，你使磐石流出水给他们喝。你吩咐他们去占领你起誓赐给他们的土地。 
NEH.9.16	但我们的祖先行事狂傲，顽固不化，不肯听从你的诫命。 
NEH.9.17	他们拒绝听从，忘记了你为他们所行的奇事，顽固不化，自立首领要回
NEH.9.18	纵使他们为自己铸造了一头牛犊，声称那是把他们带出
NEH.9.19	你还是对他们大施怜悯，没有在旷野离弃他们。白天，云柱没有离开他们，仍然引导他们前行；夜间，火柱仍然照亮他们当走的路。 
NEH.9.20	你差遣你良善的灵去教导他们，没有停止赐他们吗哪吃，也没有停止赐他们水喝。 
NEH.9.21	在旷野的四十年间，你供养他们，使他们一无所缺，他们的衣服没有穿破，脚也没有走肿。
NEH.9.22	“你将列国和万民赐给他们，为他们划分疆界，他们占领了
NEH.9.23	你使他们的子孙多如天上的星星，你带领他们进入你应许他们祖先的土地。 
NEH.9.24	他们的子孙进去占领了那地方，你在他们面前制服了那里的
NEH.9.25	他们夺取坚固的城池、肥沃的土地、装满美物的房屋、挖好的水井、葡萄园、橄榄园以及各样的果树。他们吃得饱足，身体发胖，享受你的厚恩。
NEH.9.26	“然而，他们不顺从你，背叛你，把你的律法抛在背后，又杀掉劝诫他们归向你的众先知，大大亵渎了你。 
NEH.9.27	于是你把他们交在欺压他们的仇敌手中。他们在患难中向你呼求，你就从天上垂听，怀着丰盛的怜悯赐给他们拯救者，把他们从仇敌手中拯救出来。 
NEH.9.28	可是，他们得享平安后，又在你面前作恶，于是你离弃他们，把他们交在敌人手中，使敌人统治他们。他们回转向你呼求，你就从天上垂听，你一次次地怀着怜悯拯救他们。 
NEH.9.29	你警告他们，要使他们遵守你的律法，但他们行事狂傲，不听从你的诫命，干犯你的典章。人若遵行这典章就必存活，但他们背弃你，顽固不化，不肯听从。 
NEH.9.30	你多年来容忍他们，差遣你的灵借着你的众先知警告他们，但他们依然不肯听从，于是你把他们交在列邦手中。 
NEH.9.31	然而，你大施怜悯，没有完全毁灭他们，也没有离弃他们，因为你是有恩典和怜悯的上帝。
NEH.9.32	“因此，我们的上帝啊，你是伟大、全能、可畏、守约、施慈爱的上帝，求你不要轻看我们的王、首领、祭司、先知、祖先和你的子民从
NEH.9.33	在这临到我们的一切事上，你都是公义的，因为你行事信实，我们行事邪恶。 
NEH.9.34	我们的王、首领、祭司和祖先没有遵行你的律法，也没有留心听从你的诫命和你给他们的警告。 
NEH.9.35	他们即使在本国，在你赐给他们广阔肥沃的土地上得享你的厚恩，也不事奉你，不离开恶道。 
NEH.9.36	今天，我们沦为奴隶，在你赐给我们祖先的土地上，在你让我们祖先享用其出产和各样美物的土地上，我们沦为奴隶。 
NEH.9.37	因为我们的罪过，这地方的丰富出产都归给了那些你派来统管我们的王。他们随意统管我们和我们的牲畜。我们生活在极大的苦难中。
NEH.9.38	“鉴于这一切，我们郑重立约，记载下来。我们的首领、
NEH.10.1	在上面盖印的有
NEH.10.2	祭司有
NEH.10.3	、
NEH.10.4	、
NEH.10.5	、
NEH.10.6	、
NEH.10.7	、
NEH.10.8	、
NEH.10.10	以及他们的弟兄
NEH.10.11	、
NEH.10.12	、
NEH.10.13	、
NEH.10.14	民众首领有
NEH.10.15	、
NEH.10.16	、
NEH.10.17	、
NEH.10.18	、
NEH.10.19	、
NEH.10.20	、
NEH.10.21	、
NEH.10.22	、
NEH.10.23	、
NEH.10.24	、
NEH.10.25	、
NEH.10.26	、
NEH.10.27	、
NEH.10.28	其余的民众、祭司、
NEH.10.29	都跟随他们的贵族同胞起誓要谨遵上帝借祂仆人
NEH.10.30	我们不将女儿嫁给当地的人，也不为儿子娶当地的女子。 
NEH.10.31	如果这地方的居民在安息日或其他圣日带来货物和五谷要卖给我们，我们必不购买。我们每逢第七年必不耕种，也必不追讨债务。
NEH.10.32	我们为自己定下律例，每人每年捐献四克银子，供我们上帝的殿使用， 
NEH.10.33	以支付供饼、日常献的素祭和燔祭，安息日、朔日
NEH.10.34	我们的祭司、
NEH.10.35	我们把每年地里初熟的物产和各种树上初熟的果子献到耶和华的殿里。 
NEH.10.36	我们按照律法的规定献上我们的长子和头胎的牛羊，把他们带到我们上帝的殿中，交给在那里供职的祭司。 
NEH.10.37	我们把上好的面团、举祭、各样果子、新酒和新油交给祭司，收进我们上帝殿的库房里，并把我们地里收成的十分之一交给
NEH.10.38	人收取十分之一的时候，要有
NEH.10.39	人和
NEH.11.1	民众的首领住在
NEH.11.2	众人为所有自愿住在
NEH.11.5	此外还有
NEH.11.6	住在
NEH.11.8	此外还有
NEH.11.9	的儿子
NEH.11.10	祭司中有
NEH.11.11	以及管理上帝殿的
NEH.11.12	还有他们在殿里供职的弟兄八百二十二人；还有
NEH.11.13	还有他们做族长的弟兄二百四十二人；还有
NEH.11.14	还有他们英勇的弟兄一百二十八人。他们的监督是
NEH.11.16	还有
NEH.11.17	还有
NEH.11.18	在圣城的
NEH.11.19	殿门守卫有
NEH.11.20	其他
NEH.11.21	殿役住在
NEH.11.22	在
NEH.11.23	歌乐手每天应尽的责任由王决定。 
NEH.11.24	的儿子
NEH.11.25	至于村庄及其周围的田地，一些
NEH.11.26	、
NEH.11.27	、
NEH.11.28	、
NEH.11.29	、
NEH.11.30	、
NEH.11.32	、
NEH.11.33	、
NEH.11.34	、
NEH.11.35	、
NEH.11.36	一些原本住在
NEH.12.1	以下是与
NEH.12.1	祭司有
NEH.12.2	、
NEH.12.3	、
NEH.12.4	、
NEH.12.5	、
NEH.12.6	、
NEH.12.7	、
NEH.12.9	他们的弟兄
NEH.12.11	生
NEH.12.12	在
NEH.12.13	家族的
NEH.12.14	家族的
NEH.12.15	家族的
NEH.12.16	家族的
NEH.12.17	家族的
NEH.12.18	家族的
NEH.12.19	家族的
NEH.12.20	家族的
NEH.12.21	家族的
NEH.12.22	在
NEH.12.23	做族长的
NEH.12.25	负责守卫库房的是
NEH.12.26	他们任职时正值
NEH.12.27	在
NEH.12.28	歌乐手的子孙从
NEH.12.29	，以及
NEH.12.30	祭司和
NEH.12.31	我率
NEH.12.32	跟在他们后面的有
NEH.12.33	还有
NEH.12.34	、
NEH.12.35	还有一些吹号的祭司，包括
NEH.12.36	还有
NEH.12.37	他们经过泉门，沿
NEH.12.38	第二队称颂的歌乐手向左走，我和半数的民众在城墙上跟着他们，经过炉楼一直走到宽墙， 
NEH.12.39	然后又经过
NEH.12.40	这两队称颂的歌乐手站在上帝的殿里，我和半数的首领也站在那里， 
NEH.12.41	同时还有吹号的祭司
NEH.12.42	以及
NEH.12.43	那天，众人献上许多祭物，满心欢喜，因为上帝赐给他们极大的喜乐，连妇孺也都欢喜，以致
NEH.12.44	那天，有人被委派管理库房，把举祭、初熟之物和十一奉献收集在库房里。他们要照律法的规定从各城田地收集祭司和
