GEN.1.1	Uniotabakin ka Nukën 'Ibu Diosan uniokëxa, naíkamë 'ëo 'imainun me. 
MAT.6.24	Ësa ca: Achúshi unin ca rabë́ uni ñu mëëxuntima 'icën. Rabë́ uni ñu mëëxuncë 'ixun ca bëtsishi nuibaquin upí oquin ñu 'axuanan bëtsi nuibatima 'icën. Usa 'ixun achúshinën bana cuaquin bëtsían cacëxun aín bana parë́ti 'icën. Usaribiti ca uni curíqui 'imainun bëtsi bëtsi ñumishi sináncë 'aish Nucën Papa Diosmi upiti sinanima.
MAT.6.25	Usa 'ain cana mitsu cain, añu caramina piti 'ain, añu chupa caramina pañuti 'ai quixun acama sinani camina masá nuitutima 'ain. Mitsun pitisamaira camina mitsux 'ain, mitsun chupasamaira camina mitsux 'ain, ¿usa cat? An mitsúxmi ënë nëtënu tsoti oquin unio Nucën Papa Dios, ainshi ca a mi piti ñu mitsu 'inánan a mi pañuti chuparibi mitsu 'inánti 'icën. 
MAT.6.26	Mitsun camina axa nuáncë ñu pëchiucama 'unanin. Atun ca ñu 'apánan bimi bucunuxun bitsima. Usa 'icëbi ca mitsun Papa Dios, ax naínu 'icë, an atun piti 'inania. An ñu pëchiu 'acësamaira oquin ca mitsumi sinánquin mitsu piti 'inánti 'icën. 
MAT.6.27	Nucën Papa Diosainshi canimicë 'aish camina mitsúxbi masá nuituti canitisa tani masá nuitutibi canitima 'ain.
MAT.6.28	Usaribi oquin camina añu chupa caramina pañuti 'ai quixun sinani masá nuitutima 'ain. Camina isti 'ain, ro uacama ax ca ñu mëëanan chupa onuxun risi oímabi upíira upí 'icën. 
MAT.6.29	A ro uacama sinánquin cana mitsu cain, 'apu Salomón ax ca 'itsaira ñuñu 'ianan chupa upíira upí pañucë 'aíshbi aín chupa ax ro uasaribi upíira upí 'iáma 'icën. 
MAT.6.30	Upíira upí 'itancëxbia xanania unin tsin nëëncëx ca a ro ua cëñutia. Usai 'inunbi ca Nucën Papa Diosan aín ua upíira upí 'imia. Usoquin 'acë 'ain camina 'unánti 'ain, ro ua 'acësamaira oquin ca an mitsúnmi pañuti chupa mitsu 'inánti 'icën. Mitsux usaquin sináncëma 'aish camina upiti Nucën Papa Diosmi catamëcëma 'ain. 
MAT.6.31	Usai 'ima camina masá nuituti —¿añu ñu caranuna xëanan piti 'ain? —quianan —¿añu chupa caranuna pañuti 'ain? —quiquin usa ñuishi sinántima 'ain. 
MAT.6.32	An Nucën Papa Dios 'unáncëma unicaman ca ñuñu 'itishi sinánan aín piti bitishi sinánan aín chupa bitishi sinania. A unicaman usaquin sináncë 'aínbi ca mitsun Papa Dios naínu 'icë an 'unania, mitsux chupañu 'ianan pitiñu 'aish cuni camina upitax bucuti 'ai quixun. 
MAT.6.33	Usa 'ain camina ainan 'ianan ax cuëëncësabi oquin pain 'ati 'ain. Usaquin 'acëbëtan ca an anúnmi mitsux upitax bucuti ñucama aribi mitsu 'inánti 'icën. 
MAT.6.34	Usa 'ain camina —imë́ishi carana uisai 'iti 'ain, bëtsi nëtë́nribi carana uisai 'iti 'ai —quixun sinani masá nuitutima 'ain. A nëtë ucëbëtainshi camina isti 'ain.
MAT.7.1	Nucën Papa Diosanma mitsuribi 'uchoia, usa 'ain camina bëtsi uni ñui manánquin 'uchotima 'ain. 
MAT.7.2	Mitsúnmi uni itsin ñu 'aia isquin a uni 'uchoia ca Nucën Papa Dios 'imainun unínribi, mitsúnribi caramina uisa ñu 'ai quixun isti 'icën. Mitsun —min usa ñu 'ati ca 'aisama 'icë —quixun uni itsi cacë 'ixunbi usaribi oquin 'aia ca Nucën Papa Dios 'imainun unínribi mitsúnmi bëtsi uni 'uchocësaribi oquin mitsu 'uchoti 'icën. 
MAT.7.3	Bëtsi unin 'ucha 'itsamashi 'icë a sinánquinbi camina mitsun 'ucha 'aisamaira 'icëbi sinaniman. Ënëx ca ësa 'icën. Bëtsi uníxa aín bëru xamë́nu i sani chamaratsuñu 'icësa 'aínbi camina mitsux i mo mitsun bëru xamë́nu 'icësa 'ain. ¿Uisa 'ixun caramina bëtsi unin bëru xamë́nu 'icë i sani chamaratsu a sinánquinbi axa mitsun bëru xamë́nu 'icë i mo sinaniman? 
MAT.7.4	¿Mitsun bëru xamë́nu 'icë i mo mëníoquin bicëma 'ixun caramina uisa cupí —i sani chamaratsu min bëru xamë́nu 'icë camina 'ë bimiti 'ai —quixun bëtsi uni cati 'ain? 
MAT.7.5	Mitsun pain mitsun bëru xamë́nu 'icë i mo a bitancëxun camina upí oquin isquin bëtsi uni aín bëru xamë́nu 'icë i sani chamaratsu bixunti 'ain.
MAT.7.6	An Nucën Papa Dios timaquin aín bana cuaisama tancë uni camina 'ën mitsu cacë banacama ñuixuntima 'ain, ñuixuncëxbia atux Nucën Papa Dios 'usani ami 'atimati banai mitsumi nishquin mitsu 'atimoti rabanan. Usa unicamax ca an ñu upí pimicëxunbia uni 'uchítinën ami nishquin picësaribi 'icën. 'Ianan ca unían aín cënënu niia cuchin 'aisamaira cupícë ñu a amáquin chuoórucësa 'icën.
MAT.7.7+MAT.7.8	Camina 'unánti 'ain, ui unin cara Nucën Papa Dios ñucáquin caia a uni ca Nucën Papa Diosan 'inania. Ësa ca: Bari bariquin ca unin ñu mëraia. 'Imainun ca unin bëtsi unían xëcuë taxcaia cuaquin a xubunu 'icë unin xëocaxunia. Usaribi oquinmi mitsun ñucáquin cacëxun ca mitsun bana cuaquin Nucën Papa Diosan mitsux cuëëncë ñu mitsu 'axunti 'icën.
MAT.7.9	¿Mix aín papa 'ixunbi caramina min bëchicënëan mi pán ñucácëxun maxax 'inánti 'ain? Camina 'inántima 'ain. 
MAT.7.10	¿Tsatsa mi ñucácëxun caramina runu a 'inánti 'ain? Camina 'inántima 'ain. 
MAT.7.11	Mitsux 'atima uni 'ixunbi camina mitsun bëchicë upí ñu 'inanin. Mitsúnmi 'acësamaira oquin ca Nucën Papa Dios naínu 'icë an a ñucácë uni a upí ñu 'inánti 'icën.
MAT.7.12	Bëtsi uníxa mibë upí 'ianan mi 'aquintimi mix cuëëncë, usaribi oquin camina min bëtsi unibë upí 'ianan a 'aquinti 'ain. Usaquin 'anun ca Moisésnën cuënëo bana quia. 'Imainun ca an Nucën Papa Dios quicë bana uni ñuixuncë unicaman cuënëo banaribi usai quia.
MAT.7.13+MAT.7.14	Ësa ca. Anúan uni cuanti bai ca rabë́ 'icën, cha 'imainun chucúma. Bai cha anun atsínti, anúinra ca 'aisamaira uni cuania. A bain cuanx ca uni anu Nucën Papa Dios 'icëma nëtë anuaxa 'aisamaira tëmërati, anu bëbati 'icën. Bëtsi bai chucúma, anun atsínti chucúma, anun ca 'itsamashi uni cuania. A bain atsínquiani cuantancëx ca uni nëtë́timoi Nucën Papa Diosan nëtë upí anu abë 'iti 'icën. A bai chucúma anun camina mitsux cuanti 'ain.
MAT.7.15	Bëtsi bëtsi unin ca mitsu parántisa tanquin —Nucën Papa Diosan sinánmicëxun cana mitsu bana ñuixunin —quiquinbi anbi sináncë bana ñuixunia. Usa unin ñuicë bana camina cuatima 'ain. A unicamax ca 'unánmaratsu ñuinasa 'aíshbi aín nuitu mëu 'atima sinánñu 'aish pianancë ñuinasa 'icën. 
MAT.7.16	Atun ñu 'acë isquin camina uisa uni cara quixun 'unánti 'ain. Ësaribi ca. A cuti bimi a ca aín bimi cutima i an tuaíma. 
MAT.7.17	Usaribiti ca aín íxa xanáncë 'aish 'aisama 'ain aín bimi 'aisama 'icën. Aín íxa upí 'ain cuni ca aín bimíxribi upí 'ia. 
MAT.7.18	Aín íxa upí 'ain ca aín bimi 'aisama 'ima. Aín íxa xanáncë 'aish 'aisama 'ain ca aín bimi upí 'ima. 
MAT.7.19	'Apácëxbia upiti bimiama ca unin i rëtancëxun nëënia. 
MAT.7.20	Aín bimi isquin ca unin 'unánti 'icën, a i cara upí 'icë, cara 'aisama 'icë quixun. Usaribi oquin camina unin ñu 'aia isquin asérabi cara Nucën Papa Diosan uni 'icë quixun 'unánti 'ain.
MAT.7.21	An —mix camina 'ën 'Ibu 'ai —quixun 'ë cacë unicama ax ca camáxira Nucën Papa Dios naínu 'icë aín nëtënu abë 'itima 'icën. An aín cuëëncësabi oquin 'acë unicamax cuni ca anu abë 'iti 'icën. 
MAT.7.22	Anun ënë nëtëcama cëñúcë nëtën ca 'itsa unin 'ë cati 'icën: Mix nun 'Ibu 'ain cananuna min cushínbi bana ñuixuan, min cushin ñunshin 'atima uninua chiquíanan cananuna min cushin uni itsin 'acëma ñu 'an. 
MAT.7.23	Quiabi cana atu cati 'ain: Mitsux camina 'ën unima 'ain. Ñu 'atima 'acë 'aish camina mitsux 'ëbë 'itima 'ain. Ca cuantan.
MAT.7.24+MAT.7.25	Usa 'aínbi ca an 'ëmi sinánquin 'ën bana cuanan a bana quicësabi oquin 'acë uni ax an upí oquin sinánxun masinuma matánu xubu 'acë unisaribi 'icën. A unin xubu ca 'aisamaira 'uí 'ibúcëbë 'itsaira baca 'ëmainun 'aisamaira suñúan bëquiquinbi uisabi ocëma 'icën. 
MAT.7.26	Usa 'aínbi ca an 'ën bana aín pabitan cuaxunbi a bana quicësabi oquin 'acëma uni an upí oquin sinánxunma masinu xubu 'acë unisaribi 'icën. 
MAT.7.27	A unin xubu ca 'aisamaira 'uí 'ibúcëbë 'itsaira baca 'ëmainun 'aisamaira suñúan bëquiquin puxuaxa. Usoquin ca aín itácamaribi tsasipaquin cëñuaxa.
MAT.7.28+MAT.7.29	An xuá 'ixun ca Jesusan Nucën Papa Diosan cushínbi bana ñuixuancëxa. An Moisésnën cuënëo bana 'unáncë unicaman banasamaira ca Jesusan bana 'iacëxa. Jesusan bana ñuixunquin sënë́oncëbë ca an aín bana cuacë unicama ratuti —usa bana cuacëma cananuna 'ain —quiacëxa.
MAT.8.1	Bana ñuixunquin sënë́ontancëx matánuax cuantëcënia ca 'itsa unin Jesús nuibiancëxa. 
MAT.8.2	Nuibiancëbë ca an aín nami chëquímicë 'insínñu unin amiquiquiani cuani rantin puruni tsóbuquin Jesús cacëxa:
MAT.8.2	—Mix cushi 'ixun camina 'aisa tanquin 'ë pëxcuti 'ain.
MAT.8.3	Cacëxun aín mëcënan ramëquin ca Jesusan 'insíncë uni cacëxa:
MAT.8.3	—Cana mi 'ati 'ain. Min nami ca upí 'itëcëni motia.
MAT.8.3	Usaquian cacëxëshi moti ca aín ñucë nëtë́acëxa. 
MAT.8.4	Pëxcutia ca Jesusan a uni 'ësëquin cacëxa:
MAT.8.4	—'Ën mi pëxcucë ñuiquin camina uinu 'icë unibi catima 'ain. Caíma cuanxun camina min nami pëxcúcë judíos sacerdote ismiti 'ain. Ismianan camina Nucën Papa Dios rabiquin Moisés quiásabi oquin a ñu 'inánti 'ain, camina asérabi pëxcúa quixun camabi unin 'unánun.
MAT.8.5	Usoquin 'atancëxa Jesús Capernuaúm ëmanu cuantëcëncëbë ca Romanu 'icë capitán achúshi, ax amiquiquiani cuancëxa. 
MAT.8.6	Cuanquin ca ësaquin cacëxa:
MAT.8.6	—An 'ë ñu mëëxuncë bëná uni ca 'insíanxbi baquirucëma paë tani bënëti 'ën xubunu racataxa.
MAT.8.7	Quia ca Jesusan cacëxa:
MAT.8.7	—Cana a pëxcui cuanti 'ain.
MAT.8.8	Cacëxunbi ca capitánën cacëxa:
MAT.8.8	—Mix cushi 'imainun 'ëx mi meuira 'ain camina 'ën xubunu atsíntisama tanti 'ain. Usa 'ain camina cuanquinma ënuxunbi 'ën ñu mëëmicë uni pëxcúnun cati 'ain. 
MAT.8.9	Cana 'unan min banaxbi ca cushi 'icë quixun. 'Ën cana 'ën 'apun 'ë cacësabi oquin 'ain. 'Ën suntárucamanribi ca 'ë bana cuatia. 'Ën suntáru —ca cuantan —quixun 'ën cacëx ca cuania. —Ca ut —quixun 'ën cacëx ca bëtsix aia. An 'ë ñu mëëxuncë uni —ñu ca 'at —quixun 'ën cacëxun ca 'aia. Usaribiti ca 'ën ñu mëëmicë uni mixmi —ca pëxcúti 'icë —quicëbëshi pëxcúti 'icën.
MAT.8.10	Usaía judíosma uni 'aíshbi a capitán quia cuaquin ca Jesusan an a nuibiancë unicama cacëxa:
MAT.8.10	—Asérabi cana 'ën mitsu cain, ënë uníxa 'ëmi catamëcësaribitia 'ia cana judío uni achúshibi iscëma 'ain. 
MAT.8.11	'Ën cana mitsu cain, 'aisamaira judíosma unicamaxribi ca aucüaxa bari urucë amiax uanan anúan bari cuabúcë amiaxribi unuxun 'aia. Ai ca anua Abraham, Isaac, Jacob, 'imainun axa 'ëmi catamëcë judíos unicama 'icë, anu acamabë Nucën Papa Diosan nëtënu 'iti 'icën. 
MAT.8.12	Usaía atux 'imainun ca judíos unicama axira Nucën Papa Diosan nëtënu 'iti 'aíshbi 'ën bana cuaisama tancë, acamax ëman 'icë bëánquibucë anu 'iti 'icën. Anuax ca anu 'icë unicamabë tëmërai bënëti inti 'icën.
MAT.8.13	Usaquin unicama catancëxun ca Jesusan capitán cacëxa:
MAT.8.13	—Camina min xubunu cuanti 'ain. 'Ëmi catamëquinmi 'ën usoquin 'axúnun quixun 'ë cacësabi oi ca min uni pëxcutia.
MAT.8.13	Jesús ësai quicëbëshi ca capitanën ñu mëëmicë uni anu 'aíshmabi pëxcüacëxa.
MAT.8.14	Usaquin cabiani Pedronën xubunu cuanxun ca Jesusan Pedronën nachi 'itsisan 'i racácë mëracëxa. 
MAT.8.15	Mëraxuan aín mëcën mëëcëxëshi ca aín 'itsis nëtë́acëxa. Usocëxëshi pëxcuti niruxun ca atu pimiacëxa.
MAT.8.16	A nëtë́nbi ca bari cuabúcëbëa bëbáquishbucëbëtan a ëmanu 'icë unicaman ñunshin 'atimañu unicama an pëxcunun Jesúsnu bëacëxa. Bëia ca Jesusan aín banáinshi ñunshin 'atimacama uninua chiquíanan uni ñucëcamaribi pëxcüacëxa. 
MAT.8.17	Isaías quiásabi oquin ca usaquin 'acëxa, ësai quicë: “An ca nun ñucë pëxcüanan an nu paëocëcama nu tërë́caxuanxa”.
MAT.8.18	'Aisamaira unían nëbë́tsioracëxun oquin ca Jesusan aín 'unánmicë unicama cacëxa:
MAT.8.18	—'Ucë manan cuanun ca cuan. 
MAT.8.19	Usaquian cacëbë anu cuanquin ca an Moisésnën cuënëo bana 'unáncë uni achúshinën Jesús cacëxa:
MAT.8.19	—Uinu caramina mix cuani anuribi cana 'ëx mibë cuanti 'ain.
MAT.8.20	Cacëxun ca Jesusan cacëxa:
MAT.8.20	—Ñu pëchiñunëxbi ca anua batsi oti nañu 'icën. Capa 'inúxbi ca aín anu 'uxti quiniñu 'icën. Usa 'aínbi cana uni 'inux Nucën Papa Diosnuax uá, 'ëx anu 'uxtiñumabi 'ain. Usa 'ain sapi camina 'ëbë cuantima 'ain.
MAT.8.21	Caia ca bëtsi uniribi an aín bana cuacë, an cacëxa:
MAT.8.21	—Mibë cuanti 'aínbi cana 'ën papanu pan cuainsa tanin. A bamaia maíntancëx cana mibë cuanti 'ain.
MAT.8.22	Quia ca Jesusan cacëxa:
MAT.8.22	—Camina 'ëmi sinánan 'ëbë cuanti 'ain. Axa Nucën Papa Diosmi sinántisama tancë uni, an bamacë uni maínun ëanan camina 'ëbë cuanti 'ain.
MAT.8.23	Usaquin cabiania 'ucë manan cuanux manë nuntinu 'iruquiancëbë ca aín 'unánmicë unicamaxribi 'iruacëxa. 
MAT.8.24	'Iruquiani cuanía Jesús 'uxánbi suñúan 'icuatsíncëbë parúmpapa bëchuni ca 'umpax aín nuntinu 'iruacëxa. 
MAT.8.25	Usai 'ia oquin ca aín 'unánmicë unicaman Jesús bësúnquin cacëxa:
MAT.8.25	—Nu ca ië́mit, cananuna nanëtin.
MAT.8.26	Quia ca Jesusan bësuquin cacëxa:
MAT.8.26	—¿Uisacatsi caramina racuëtin? Mitsun camina Nucën Papa Diosan ca asérabi nu bërúanquin 'aquinia quixun sinaniman.
MAT.8.26	Cai niruquin ca suñúan —ca nëtë́t —canan parúmpaparibi —ca bucubut —quixun cacëxa. Cacëxëshia suñu nëtë́ishimainun ca baca bëchúnribi nëtë́acëxa. 
MAT.8.27	Usoia isi ca aín 'unánmicë unicama ratuti canancëxa:
MAT.8.27	—¿Uisa uni cara ënëx 'ic? Suñúanënbi, bacánbi ca aín bana cuatia.
MAT.8.28	Usaquiani 'ucë manan cuantancëx ca Gadara cacë menu bëbacëxa. Bëbatancëx nuntinuax 'ibúquiani cuaniabi ca ñunshin 'atimañu uni rabëtan, anu uni maíncënuax uquin Jesús mëracëxa. A uni rabëtan ca ñunshin 'atimañu 'aish uinu 'icë unínbia chichabiantisama 'ixun anun cuanti bai bëaraxun ui unibi anun inumiama 'icën. 
MAT.8.29	Usa 'ixun ca a isi munuma cuëncë́nquin Jesús cacëxa:
MAT.8.29	—¿Uisati caramina Jesús, Diosan Bëchicë, min nu ubíoin? ¿Anúnmi nu masóti nëtë ucëma pan 'aínbi caramina nu ubíoi uan?
MAT.8.30	Usaia 'imainun ca 'aisamaira cuchi atu 'urama pi bucüacëxa. 
MAT.8.31	Usa 'ain ca ñunshin 'atimanën Jesús cacëxa:
MAT.8.31	—Nu ënua xuquin camina nux cuchicamanu 'inun nu xuti 'ain.
MAT.8.32	Cacëxun ca Jesusan cacëxa:
MAT.8.32	—Ca cuantan.
MAT.8.32	Cacëx ca ñunshin 'atimacama a uni rabë́nuax chiquíquianx cuchicamanu atsíancëxa. Atsíncëbë ca cuchicama camáxbi tsuáquiquiani abáquiani cuanx cuëtúnuax parúmpapanu rëucubuti bacamiqui cëñúacëxa.
MAT.8.33	Usacëbëtan ca an cuchi bërúancë unicaman a 'urama 'icë ëma chanu abáquiani cuanxun anu 'icë unicama usaia cuchicama 'icë ñuixuanan ñunshin 'atimañu uni rabë́ribi usai 'icë ñuixuancëxa. 
MAT.8.34	Ñuixunquin chanioia cuabiani ca a ëmanu 'icë unicamax aín ëma ëbiani Jesús isi riquiancëxa. Riquianxun isquin ca camaxunbi atun nëtënuaxa cuantánun Jesús cacëxa.
MAT.9.1	A menuaxbi nuntin cuantëcëntancëx ca Jesús aín ëmanu bëbacëxa. 
MAT.9.2	Bëbacëbëa 'itsa uni timë́cëbëtan ca raírinën uni achúshi ñucë nirucuaínquinbi tancëma bacë́tinu racánxun bëacëxa. Bëquin ca —Jesusan ca ënë uni pëxcuti 'icë —quixun aín nuitu mëu sináncëxa. Sinania atun sinan 'unánquin ca Jesusan ñucë uni cacëxa:
MAT.9.2	—Chuámashi ca 'it. Min 'uchacama ca tërë́ncë 'icën.
MAT.9.3	Usaquian caia cuaquin ca anu 'icë an Moisésnën cuënëo bana 'unáncë uni raírinën sináncëxa: Ënë unix ca anúan Nucën Papa Diosaxëshi quiti banan banaia. Ax ca 'aisama 'icën. Nucën Papa Diosan cuni ca 'ucha tërë́nti 'icën. 
MAT.9.4	Usaquin sinania 'unánquin ca Jesusan cacëxa:
MAT.9.4	—¿Uisacasquin caramina mitsun usaquin sinanin? 
MAT.9.5	'Ën cana uni “Min 'uchacama ca tërë́ncë 'icë” quixun cananbi “Niruquiani ca cuantan” quixunribi cati 'ain. 
MAT.9.6	Nucën Papa Diosan cushínbi 'ën ënë uni pëxcuia isquin camina asérabi 'unánti 'ain, uni 'inux Nucën Papa Diosnuax uá 'ën cana unin 'ucharibi tërë́nti 'ai quixun.
MAT.9.6	Caquin ca Jesusan racábucë uni cacëxa:
MAT.9.6	—Niruquiani ca min bacë́ti bibiani min xubunu cuantan.
MAT.9.7	Cacëxëshi ca niruquiani aín xubunu cuancëxa. 
MAT.9.8	Usai niruquiani cuania isi ca anu 'icë unicama racuë́acëxa. Racuë́quin ca —Nucën Papa Diosan aín cushi 'ináncëxun ca ënë unin ñucë uni pëxcüanan aín 'uchacama tërë́anxa —quixun sinánquin Nucën Papa Dios rabiacëxa.
MAT.9.9	Usobiani cuantëcënquinbi ca Jesusan Mateo cacë uni anuxuan 'apu buánmiti curíqui bicë anua tsócë mëracëxa. Mëraquin ca cacëxa:
MAT.9.9	—'Ën mi 'unánminun ca 'ëbë cuani ut.
MAT.9.9	Jesusan cacëxëshi ca Mateo niruquiani ami sinani abë cuancëxa. 
MAT.9.10	Cuanquin ca Jesúscëñun aín 'unánmicë unicama aín xubunuxun pi cuanun Mateonën buáncëxa. Buáncëbë atúxribi atubë cuanx ca an 'apu buánmiti curíqui bicë unicama 'imainun an fariseocaman bana tancëma uni raírinëxribi atubëtan pi bucüacëxa. 
MAT.9.11	Jesúsbëtan a unicaman piia isquin ca aín 'unánmicë unicama fariseo unicaman ñucáquin cacëxa:
MAT.9.11	—¿Uisa cupí cara an mitsu 'unánmicë unin an 'apu buánmiti curíqui bicë unicamabëtan pianan 'uchañu unicamabëtan pin?
MAT.9.12	Usai quia cuaquin ca Jesusan cacëxa:
MAT.9.12	—Paë tancëma uni, ax ca rucuturúan a ronti cuëënima. Paë tancë uni, ax cuni ca rucuturúan a ronti cuëënia. 
MAT.9.13	Usaribiti cana 'ën an —'ëx cana asábi 'ai —quixun sináncë unicama a 'ëmia catamënun cai uáma 'ain. Ama, an —'ën nuitu 'aisama 'aish cana 'ëxbi upí 'itima 'ai —quixun sináncë unicama a cuni upí 'inúxa 'ëmi catamënun cai cana 'ëx uacën. Usa cana 'ëx 'ai quixun sinánquin camina 'unánti 'ain, uisai quicë cara Nucën Papa Diosan bana ënëx 'icë quixun: “Unían 'ë rabianan aín 'ucha tërë́ncë 'inuxun 'aracacë ñuina rëxun xaroia isi cuëëncësamaira oi cana atun uni itsi nuibaquin 'aquinsa 'icë 'aquinia isi cuëënin”.
MAT.9.14	Usa 'ain ca Juan, an uni nashimicë, aín 'unánmicë unicaman anu cuanxun Jesús cacëxa:
MAT.9.14	—Nux cananuna Nucën Papa Dios sinani bëtsi bëtsi nëtën pima samatin. Fariseo unibunëxribi ca usaribiti pima samatia. ¿Usa 'aínbi cara uisacasquin min 'unánmicë unicaman samáquinma pin?
MAT.9.15	Cacëxun ca Jesusan cacëxa:
MAT.9.15	—¿An biti xanua unin bicëma pan 'ain cara axa abë nuibanancë unicama ax a unibë 'aish masá nuituti 'ic? Ca masá nuitutima 'icën. Ca ësa 'icën: An xanu biti unin xanu biquin abëtan pi unun camicëx ca axa abë nuibanancë unicama masá nuitutima abë cuëënia. Xanu bibiani cuanquian a unin ëbiancëxun cuni ca axa abë nuibanancë unicaman masá nuituquin pima. Usaribiquin ca 'ën 'unánmicë unicama 'ëbë 'ixun masá nuituti samáquinma piia. Unían 'ë bicëxun 'ën ëbiancëxun cuni ca masá nuituquin pitima 'icën.
MAT.9.16	Catancëxun ca aín banaxa fariseo unicaman uni 'unánmicë banasama 'ain, aín banabë fariseonëan 'unánmicë bana mëscúti rabanan Jesusan ësaquinribi a unicama cacëxa:
MAT.9.16	—Ca ësaribi 'icën. Nun aintsi uinu 'icë xanúnbi ca chupa xëni, chupa sani iotan aín tuquicë a 'unuima. Usocëxbi ca chupa xëni ax chëqui anun 'unucë ió ax nipacëtia. Usai 'i ca aín tuquicë ax chaia. 
MAT.9.17	Ësaribi ca: Ui unínbi ca ñuina xacá anu 'umpax 'aruti chumusa oquin 'acë, axa xëni 'ain, anu ñu chëcacë 'aruima. Anu 'arucëxunbi ca ñu chëcacë ax cubini uruquin ñuina xacá xëni a tucaia. Axa tuquicëbë ca chëcaxun anu 'arucëxa cubíncë ñu ax tutuqui nëtëtia. Usa 'ain ca ñu chëcacë, ñuina xacá chumusa oquin ácë iónushi 'aruti 'icën, asábi 'inun.
MAT.9.18	Juanën 'unánmicë unibubëa Jesús banacëbëbi ca anua judíos unicama timë́cë xubunu 'icë 'apu, Jairo cacë, ax uacëxa. Uquin ca aín bëmánon rantin purúnquin Jesús cacëxa:
MAT.9.18	—'Ën ini bëchicë ca bërí bamaxa. Bamacëbi camina mix 'ëbë cuanxun a ramëti 'ain. Min ramëcëxëshi ca asábi 'inux baísquiti 'icën.
MAT.9.19	Cacëx niruia abë cuancëbë ca aín 'unánmicë unicamaxribi Jesúsbë cuancëxa.
MAT.9.20+MAT.9.21	Cuaniabi ca xanu achúshi ñucë, ax mëcën rabë́ 'imainun rabë́ baritia imia 'aíshbi aín imi nëtë́cëma, an —aín chupa ticaishi cana pëxcúti 'ai —quixun sinánquin, a caxu cuanquin Jesusan chupa cuëbí ticacëxa. 
MAT.9.22	Ticaia tani niracëti cuainacëquin ca Jesusan a xanu mëraquin cacëxa:
MAT.9.22	—Camina chuámarua 'iti 'ain. 'Ën cana mi pëxcuti 'ai quixun asérabi sinani camina pëxcúan.
MAT.9.22	Cacëxëshi ca pëxcúacëxa.
MAT.9.23	Usobiani cuanx ca anua judíos unicama timë́ti xubunu 'icë 'apu, Jairo, aín xubunu bëbacëxa. Bëbaquin ca Jesusan, xanu ñucë a maíncëbëtan an 'ati unicaman pacun bana otishi 'ixun caínmainun 'aisamaira uni rarumati sharatia cuaquin isacëxa. 
