MAT.1.1	Naunaekhimayun Jesus Christim hivullingita atingit, tamna Davidim kingullia, Abrahamlu kingullia. 
MRK.10.25	Negyuk camel mitkutim iyagun itekluni hapengnaitkiak manigiektum tikiyyutaanin Godim atanguvianun.” 
MRK.10.26	Agligutakamik ukallautiyaat, “Talva kikut annauyyauhunguvat?” 
MRK.10.27	Jesusimlu iigigamigit ukallaktuk “Inungnun piyuminaituk tamna. Godli allauyugaluak, Godmun tamaita piyuminakpiaktugaluit.”
MRK.10.28	Peter ukagahualektuk tapfumunga, “Ilaa uvagut tamaita kimaktavut malikuvlutin.” 
MRK.10.29	Jesus ukaktuk, “Ilumun ukautigipfi, inum igluni, katangutinilu, angunilu, angnanilunin, nutakanilunin, nunanilunin kimagumigit uvanga Godim ukauhiillu pivluta, 
MRK.10.30	tapkuninga pikangniaktuk amigaektugluni iglunik, katangutiniglu, angayukamingniglu nutakanilu nunaniglu naglikhaktitaugaluaktillugit, ilaanilu inuhengmik nungulaitumik piniaktuktauk. 
MRK.10.31	Amihulli hivulliuyun, kingulliuniaktun, kingullitlu hivulliuniaktun.”
MRK.10.32	Tapkua aullakhutik Jerusalemun Jesus hivulliuvluni pihuktuk maligutait maliktunlu agliguhuktun ekhiukhutik. Tapfumali 12 kaitkugamigit ukautinahualektain piyauniangneminik, 
MRK.10.33	ukakhuni, “Ilaa uvagut Jerusalemun aullalegapta inum engniga angayyuvikpagyuakut atanigingnun tiitigaktinullu tuniyauhunguyuk. Tapkualu tukutakhautiginiaktaat tunivlugulu Jewmiungitunun. 
MRK.10.34	Tapkualu mitautiginiaktaat tivguaktuglugulu, ungulaklugulu tukutumavlugulu. Uvlak pingahuangnili makiniaktuk.”
MRK.10.35	Talva Zebedeem engnigik James Johnlu, tapkuak Jesusmun upagniktuk ukautivlugu, “Ilihauyyi, apekhiyumalektuguk ilingnun piyumayaptingnik pikuvlunuk.” 
MRK.10.36	Ukautiyaik, “Kanuk piyukhauvik iliptingnun?” 
MRK.10.37	Ukallautiyaak, “Pipkaktiguk atanguvingni ikhivakataukuvlunuk atauhek talekpivit tungani, aipalu haumikpit tungani.” 
MRK.10.38	Jesusli tapkununga ukaktugaluak, “Taima tukhiaktutik nalugaptik. Imingniakkitik kallunmin imegahualektamnin, baptaiegnima ayyikutaanik baptaiektauniakkitiglu?” 
MRK.10.39	Ukallautiyaak, “Piniaktuguk”. Jesusim ukallautimiyaik, “Ilaa kallunmin imengniaktutik, baptaiegnima ayyikutaaniktauk baptaiektauniaktutik. 
MRK.10.40	Talekpimali tungani, haumingmalunin tungani ikhivakataukuvlutik pipkailimaitunga pilluakhimayun kihimi piniangmata.”
MRK.10.41	Aahin kulit tuhaagamitku Jamesmun Johnmunlu kuviahugunaektun. 
MRK.10.42	Jesusimli inminun kaitkuyain ukautivlugit, “Ilihimagaluaktuhi Jewmiungitun atanekpait atannektuinaktain inuit, tapkualu atanigiyain. 
MRK.10.43	Ilipfingnili taimaliuktukhaungituk, ilipfingnili kinalika ataniukiyauyumagumi ilipfingnun kivgaktuinaktukhak tamna. 
MRK.10.44	Kinalikalunin ilipfingni hivulliugumagumi kivgaktuktukhauyugaluak tamapfingnun. 
MRK.10.45	Inum engniga tikinginman kivgaktuktaukuvlugu kivgaktuinakuvlugu allanun kihimi, inunini aitutigiyumavlugu inuit amihun annautikhainun.
MRK.10.46	Jerichumun tikihimayun, talvangalu Jesus, maligutaillu, inuillu amigaitun aullalektillugit, tukhiakti takpiitpiaktuk atikaktuk Bartimaeusmik, Timaeusim engniga, apkutim haniani ikhivayuk. 
MRK.10.47	Jesus Nazarethmiutak kailengman tuhaagami tukhulavluni ukaktuk, “Jesus, Davidim engniga, nagliginga.” 
MRK.10.48	Inuillu tanektaat nipahuekuvlugu, akhunigaalukli tukhulauktuk “Davidim engniga nagliginga.” 
MRK.10.49	Jesuslu nutkakhuni ukallaktuk, “Kaitkuhiuk.” Inuillu kaitkuvlugu takpiituk ukaktun, “Kuviahugin makittin kaitkumatin” 
MRK.10.50	Tamnalu atigiekhuni makittuk upagahuakhugu Jesus. 
MRK.10.51	Jesus ukallautiyaa, “Kanuiliugniakkik ilingnun?” Takpiitum kiuyaa, “Ilihauyyi takpikhipkaktauyumavlunga.” 
MRK.10.52	Jesusim ukallautiyaa “Aigiagin ukpegnivit naguhipkaktaatin.” Tayyainaglu tautuglektuk maligahuakhugu Jesus apkumni.
MRK.11.1	Jerusalemun kaglilektillugit, Bethphagemun Bethanykukhutik, manilgulmi Olivesmik taiyauyumi, Jesusim maligutini malguk tiliyaik, 
MRK.11.2	ukautivlugik “Iglukagluangitumun hivuniptingni-itumun tavungaugittik, tikinahualeguptiglu tautugniaktakhi kenmekpaum hiutekuktuyum nuganga ipikhimayuk, atukhimaituk. Ipiekaalugu kagitihiuk. 
MRK.11.3	Inum apegivatik, 'Hug taimalivitikku' kiulutik imaa, 'Atangum atugniagmagu, atukaaluguli utektiniaktagaluanga tayyainak.” 
MRK.11.4	Taavungakamiglu nugak ipikhimayuk iglum hilataani katkaktaak, talva ipiektitaak. 
MRK.11.5	Inuillu taikaniitun ukallautiyait, “Hulilekkitik ipiektilugu?” 
MRK.11.6	Taima Jesusmin pitkuyaugamik uniutimagit inuit tapkua pipkaktain. 
MRK.11.7	Aahin nugak agitiyaak Jesusmun, kaanganunlu annugatik ilivlugit, Jesusimlu atuktaa. 
MRK.11.8	Inuillu amigaitun annugatik apkunmun ihivilektain allatauk napaaktun kihektutain kipigamitigik apkunmun ihiptektain. 
MRK.11.9	Tapkualu hivullit maliktingillu pihukhutik tukhulauktun “Hosanna, tamna tikittuk Atangum atingani nagugiyauli. 
MRK.11.10	Hivullipta Davidim atanguvia tikilektuk nagugiyaulitauk. Hosanna kingikiyauyumun.” 
MRK.11.11	Jerusalemunlu tikinami Jesus angayyuvikpagyuagmun itektuk, tamainik kungniakaaktillugu unulengman akuiyuk Bethanymun 12n ilagivlugit.
MRK.11.12	Akagumanlu Bethanymun tikinamik Jesus kaalektuk. 
MRK.11.13	Kanilgulmi napaaktumik fignik ahiakaktukhamik tautukami upaktaa ahianik piyumavlugu. Upagamiulli ahiat takungitain napaaktuk ahiakangngiman kihektutain kihimi tautugnaktun. 
MRK.11.14	Talva Jesusim napaaktuk ukagvigiyaa ukakhuni, “Talvangaanin inuit ahianigunaektun ilingnin” Maligutaitalu tuhaayaat.
MRK.11.15	Tapkualu Jerusalemun tikittun. Angayyuvikpagyuamunlu itegami anipkagahualektain niuvaayit niuvektunlu, manilekhiyit ikpatait kupanualgillu ikhivautain ulgutivlugit. 
MRK.11.16	Aahin angayyuvikpagyuami inuit nangmaktailiyain humillika. 
MRK.11.17	Ilihautiyain ukautivlugit, “Tiitigakhimangngilat imaatun, 'Igluga taiyauyukhak kengauvingmik nunakatigingnun tamainun?' Ilipfili kukivinguktitagaluakhi.” 
MRK.11.18	Angayyuvikpagyuakut ataningit tiitigaktillu tuhaagamitku ihumalektun tukutumavlugu ekhigigamitku inuit tapfuma ilihauyyutain agligutautigimatigit. 
MRK.11.19	Unulengmanlu Jesus maligutaillu iglukagvingmin aullaktun.
MRK.11.20	Uvlaamilu aullamigamik napaaktuk ahiakaktukhak fignik panengman tautuktaat. 
MRK.11.21	Peterlu itkakami ukallautiyaa Jesus, “Atanek, takuguk. Napaaktuk huniakkangni panektuk.” 
MRK.11.22	Jesusim kiuyain, “Godmun ukpekpagluhi. 
MRK.11.23	Ilumun ukautigipfi, inuk manilgulmun paunga pitkuigumi imaatun, 'Nutin igitaulutillu imangmun' umamini ukpeguekhimaitumik piyumanini negiugilugit tunihiviuniaktuk. 
MRK.11.24	Talva ukautigipfi kengagaigupfi humillika tukhiakupfi aituhiakuvluhi ukpegitti aituhiagniaktuhili ilumun. 
MRK.11.25	Kengagaigupfilunin huinekiyigigupfigit inuit ihumagiyunaeglugit, angutipfilu kilangmiitum ihumagiyunaekuvlugit huinekutihi ilipfi.
MRK.11.26	Ilipfii ihumagiyunaegngitkupfigit inuit huinekutain, Angutipfilu kilangmiitum huinekutihi ihumagiyunaeglimaitpiaktaintauk.
MRK.11.27	Tapkualu Jerusalemun tikinmiyun. Angayyuvikpagyuamilu Jesus pihuktillugu, angayyuvikpagyuakut ataningit, tiitigaktillu, inuit atanekpaillu tapfumunga upagniktun 
MRK.11.28	ukautivlugu “Kia havakuyaatin hapkuninga, taima kia pitkuyaatin?” 
MRK.11.29	Jesusim ukallautiyain, “Apeginiagipfilu atauhengmik, kiugupfinga ukautiniagipfi havakuiyimnik hapkuninga havakuvlunga. 
MRK.11.30	Johnim baptaieguta, nakin piva Godmin inungninlunin? Kiugihinga.” 
MRK.11.31	Talva tapkua kangutiyun ingmingnik “Ukagupta 'Godmin' ukangniaktuk, 'Hug ukpegingitpakpihiuk?' 
MRK.11.32	Ukangniakkita 'Inungnin'?”–inuit ekhigiyain tapkua John nalautaiyiunahugivagmayyuk. 
MRK.11.33	Talva Jesus kiuyaat, “Uvagut ilihimangngitugut.” Jesusimlu ukallautiyain, “Uvangalu havakuiyiga ukautigiyunaitaga ilipfingnun.”
MRK.12.1	Talva Jesus ukagahualektuk tapkununga hivuniunektigun, “Inuk ahiakagvikhaminik havaktuk avalugivlugulu. Aahin ipteyavikhamiglu hanayuk napagiakliukhunilu. Kinguagun havaktit munakhikugamigit nunamun ungahiktumun aullaktuk. 
MRK.12.2	Ahiallu naulengmata tapfuma kivgani tiliyaa havaktinun ahianiktukuvlugu tapkunanga. 
MRK.12.3	Tapkuali tigugamitku tiliyauyuk kektuktaat aullaktitugu ahianik tunihimaitunik. 
MRK.12.4	Aahintauk nauttivilgum kivgani aipa tilimagu havaktit aanektaat niakuagun kapiahuktitugu. 
MRK.12.5	Aahintauk allatauk tilimagu, inuktagiyaat allatauk taima ilangit kektukpagain ilangillu tukutugit. 
MRK.12.6	Kinguagun tapfuma engniga avaliektuk nagugigaluaktillugu akhun tiliyaa tapkununga ukakhuni, “Kanuiliugunaitugaluit engnimnun' 
MRK.12.7	Tapkuali havaktit ingmingnik ukallaktun, 'Tamayya kinguvakhekhiyi, takki tukulakput tapfuma kinguvakhainik pikuvluta.' 
MRK.12.8	Tapkuali tigugamitku tukuvlugu igitaat ahiakagvingmin. 
MRK.12.9	Nauttivilik huliniakka? Kainiaktuk havaktit tapkua tukukuvlugit ahiakagvia munagiyaukuvlugu havaktinin allanin naguyunin. 
MRK.12.10	Godim ukauhianik uminga taigugngilahi,
MRK.12.10	'Uyagak igitauhimayuk igluliuktinin iglukpaum kiglingata ataani iliyauyugaluak. 
MRK.12.11	Atangum pimagu tamna alianakpiaktuk iyiptingnun'?”
MRK.12.12	Tapkualu tigunahualektat inungninli ekhiukpallaaktugaluit Jesusim hivuniunekun ukautigimatik. Talva kimakhugu aavungaktun.
MRK.12.13	Talva Pharisekut ilait Herodim inungillu tiliyauyun Jesusmun apekkutitigun aiyukaktikuvlugu. 
MRK.12.14	Kaigamiglu ukallautiyaat, “Ilihauyyi ilumugavin ilihimagaluaktugut inuit ekhiginginapkin kamahugngitkivlutinlu atanekpainun, Godim apkutaanik ilihauyyikuvlutin ilumuktumik. Caesarmun maninik akilekhigupta naamakpak naamangngitpalunin? 
MRK.12.15	Akilekhiyukhauvita uvagut akilekhiyukhaungitpitalunin?” Jesusimli apekkutikain ihuigigamigit ukallautiyain, “Hug uktukpihinga? maniuyak kaiyyuk takulagu.” 
MRK.12.16	Tapfuminga takupkaktimani, ukallautiyain, “Umani kia niakuguanga atingalu?” Kiuyaat, “Caesaum”. 
MRK.12.17	Jesusim ukautiyain, “Talva Caesaum piyutainik tunihigitti Caesarmun, Godimtauk piyutainik tunihigitti Godmun.” Inuillu agligutautigiyaat.
MRK.12.18	Talva Sadducekut upaktaat. Tapkua tukungayun inupkaktaulimainahugiyain. Tapkua apekhiyun tapfuminga ukakhutik, 
MRK.12.19	“Ilihauyyi, Moses tiitigakhimavaktuk, angutim angayua tukutpan nutagaitumik nuliani kimakhugu, tapfuma tukungayum nukaata nuliagiyakhagiyaa angnak kimakhimayuk nutaganikuvlugu angayua pivlugu. 
MRK.12.20	Ilaa uvaptingni nukagit 7guyun itpaktun, hivullik nulianikaaktillugu tukuyuk nutagaitillugulu. 
MRK.12.21	Tugliatalu nuliagigamiuk tamna tukuvaktugli nutagaitumik, aahin pingahua taimalivaktuk. 
MRK.12.22	Tamangmiglu nukagit taimalivaktun kingullik tikittugu nutaganiyuitkivlutik. Kinguagun angnak tukuvaktuglu. 
MRK.12.23	Ilaa tukungayun makilviata uvlua tikitpan nalliata 7n nuliaginiakkauk? Tamangmik pihimayagaluangat.
MRK.12.24	Jesusim ukallautiyain, “Ulamnektuhi Godim ukauhianik hakugigninganiglu ilitukhinginapfi. 
MRK.12.25	Tapkua tukungayunin makikumik inuit nulianiyunaitun uinilimaitkivlutiklunin ihalguliktituniniagamik. 
MRK.12.26	Tukungayullu makilvingagun taigugngitpakpihi Mosesim tiitigaini Godim Moses ukagvigivangmagu ukpigmin ukakhuni, 'Abraham Godigiyanga, Isaacimlu Godigiyanga, Jacobimlu Godigiyanga'? 
MRK.12.27	Tukungayun God Godigingitaat, inuyun kihimi. Taima ihumapfingni ulamnauyuhi.”
MRK.12.28	Tiitigaktit ilangat kaigami tuhaayain tapkua kangutilektillugit, Jesuslu kiuyyagikpiangman tapkununga, apegiyaa, “Pitkuyainin tamainin nalliak angikiyauva?” 
MRK.12.29	Jesus kiuyuk, “Angikiak imaatunituk, 'Israelmiun tuhaagitti, Atanek Godikput atauhiyuk, 
MRK.12.30	Godin Atanin nagugiyakhagiyan umatingnin tamaanin, napatingninlu tamaanin, ihumatingninlu tamainin, hakugigninlu tamaanin.' 
MRK.12.31	Tapfuma tugliatauk imaatun-ituk, 'Nuakatin nagugiyakhagiyan iliptun.' Pitkuyat allat ukunanga angikiyaungitugaluit.” 
MRK.12.32	Tiitigaktimlu ukautiyaa, “Ilihimayutin ilihauyyi, God atauhiuman, tapfumangalu allaiman ukagavin ilumuktuk. 
MRK.12.33	Aahin nagugiguptigu umatiptingnin tamainin, ihumatiptingninlu tamainin, hakugigniptingninlu tamainin, nuakativullu nagugiguptigit uvaptitun tamna nagutkiak aitutikhainin ikualakhimayunin tamainin.” 
MRK.12.34	Tamna kiuyyagigman Jesusim ukallautiyaa, “Godim atanguvianin ungahikpallaangitgaluaktutin.” Kinguagunlu inuit tapfuminga apekhiyumangngitun kamahukhutik.
MRK.12.35	Angayyuvikpagyuami Jesus ilihauyyigami ukaktuk, “Kanuk tiitigaktit ukakkat Davidim Christ engnigivagnahugivlugu? 
MRK.12.36	David inmi, Anengnikun Naguyukun, ukauyyiyuk,
MRK.12.36	'Atanek Atanimnun ukallaktuk, Talekpingma tunganun ingitin
MRK.12.36	akigatin itigakpit ataanungautikaaktinagit'.
MRK.12.37	Davidim tamna taigamiuk Atanemnik kanuk engnigivauk?” Inuit kuviahuktun nalautillugit tapfumunga.
MRK.12.38	Jesuslu ilihauyyitillugu ukaktuk, “Upingakhitailuhi tiitigaktinin, pihugumainakpiangmata annugakaktillugit takiyunik, hallutauyumavlutik inungnin niuvaavingni, 
MRK.12.39	atugvingnilu ikhivautait nagutkiat atugumainaktain, negikataugagamiglu atanekpait ikhivakatigiyumavlugit. 
MRK.12.40	Aahin tapkua uilgaktun piyutainlu aagiyain piyutigivlugit, kengakpakhutik amihumik ilumukhektutun-ilivlutik pivaktun. Tapkua ilaa ihuigiyaukiyauhunguyun.”
MRK.12.41	Jesuslu angayyuvikpagyuam manikagvia tungani ikhivayuk kungniakhugit inuit maninik aituktillugit manikagvingmun. Manigiektullu amigaitumik aituktun. 
MRK.12.42	Talva uilgaktuk ilingayuk kaiyuk ilivluni maniuyangnik kanuyangnik malgunik. 
MRK.12.43	Jesusim maligutini kaitkuyain inminun ukautivlugit, “Ilumun ukautigipfi, tamna uilgaktuk ilingayuk aituktuk amigaitkiyanik inungnin allanin tamainin. 
MRK.12.44	Tapkua manigiekaluaktillugit aituktun, angnagli inugutikhaminik tamainik aitukpaktugaluak.”
MRK.13.1	Jesus angayyuvikpagyuagmin anilektillugu, maligutaita ilangata ukallautiyaat, “Takuguk, ilihauyyi, angayyuvikpagyuak pinekpiaktuk, hanahimayuk pimagiktumik.” 
MRK.13.2	Jesusim ukaullautiyaa, “Hapkua iglukpait tautukkigit? una imikhungugami uyagak malguglunin kaligiktauyunaektuk.”
MRK.13.3	Jesus manilgulmi Olivemik atilingmiitillugu tapkununga angayyuvikpagyuak tautugnaktuk ungahiktumin. Talva Peterm, Jamesimlu, Johnimlu, Andrewmlu apegiyaat kihimgiukhutik, 
MRK.13.4	“Ukautitigut kakugu tamna piniakka angayyuvikpagyuagmun, hapkuaktauk naunaikutaita tikiyyutikhanik?”
MRK.13.5	Jesusimlu ukautinahualektain ukakhuni, “Upingakhitailuhi ilipfi ulamnekunahi inuktigun, 
MRK.13.6	amigaitun kaithungumata atipkun ukakhutik, 'Christiuyunga uvanga' ulamnektitumavlugit amihun. 
MRK.13.7	Tuhaagupfilu anguyaktutigun, anguyaktun unipkautaitigunlu ekhiukpallaaktailuhi tapkua tuhaanangniagmata, nunaum ihua tikingitugaluak. 
MRK.13.8	Nunakatigit allat anguyautiginiaktain, atanguvillu allanun anguyautingnangniaktun. Tamainilu nunat ingutakhunguyun, inuit akeaguakhunguyullu. Taimatun aiyungnagnigit pinahualektun.
MRK.13.9	“Ilipfingnigli upingakhitailuhi, inuit kagitiniagmahi katimavingnun. Atugvingnilu ungulaktauniaktuhi, aahin atanit, atanekpailu tungani nangegniaktuhi tapkua ukauyyaukuvlugit ilipfingnin. 
MRK.13.10	Godim ukauhiillu ukaktauyukhauyugaluit hivullengmik nunakatigingnun tamainun. 
MRK.13.11	Inuillu kagitipahi apekhuiyinun hivullengmik ukaktukhapfingnik ihumaluktailuhi, ukakpagluhi tapfumani ihumapfingnik Anengnim Naguyum ukaktiniagmahi. 
MRK.13.12	Aahin katangutim katangutini tuniniaktaa tukutaukuvlugu, inumlu nutagalgum nutakani, kitungallu angayukatik ihuiginiaktain tukutakhautigilugit. 
MRK.13.13	Ilipfilu nagugiyauyunaituhi tamainin atiga pivlugu, kinalikalunin ukpeguegngitkumi annauyyauniaktuk.
MRK.13.14	“Talva tukufinaktumik takugupfi naguyumiitillugu (taigukti uminga kangekhili) talva Judaemiut manilgulnun kimagialit. 
MRK.13.15	Inuglu iglumi kaanganiitkumi aullagiaktukhak kimaglugit tamaiyani iluaniitun. 
MRK.13.16	Tamnalu nautivingmi-itkumi kimauli utekhimaitumik atigiminun. 
MRK.13.17	Tapfumani alianainiaktuk angnangun nutaganiyyukilektunun nutaganualingnunlu. 
MRK.13.18	Tukhiagitti kimayukhaukunahi ukiumiitillugu. 
MRK.13.19	Tapkunani uvluni inuit aiyukaktitauhunguyun akhun taimaliyuitugaluak hivunganin God hanakaaktillugu tamainik, talvangaanin. 
MRK.13.20	Uvlut tapkua Godim ikiliganakpagain pilluakhimayun pivlugit annauyyaukuvlugit pingitpan annauyyaulimaitugaluit tamangmik.
MRK.13.21	Talva inuk ukakkan ilipfingnun imaatun, 'Tautukhiuk uva Christ', imaatunlunin, 'Tamna taikaniituk' ukpektailuhiuk. 
MRK.13.22	Ilait Christiungitun nalautaiyimaluktunlu kaitauniaktun naunaikkutanik hapengnaktuniglu havaglutik ulamnektikuvlugit pilluakhimayunlunin tuhaapata. 
MRK.13.23	Upingakhitailuhi tamapfi hivuniugiakpagama tamainik hivungani.
MRK.13.24	“Uvlunili tapkunani aiyukangnangnigit kinguatigun hikenek taakhiniaktuk tatkeglu kaumayunaektuk. 
MRK.13.25	Uvlugiayyallu kilangmin iyukakhunguyun, kilaumlu hakugigningillu ingutaklutik. 
MRK.13.26	Talva tapkua inum engniga tautukhunguyaat atkautillugu nuvuyaktigun hakugiktumik kaumakpiaktumiglu. 
MRK.13.27	Aahin tapfuma ihalgulini tiliniaktain katikuvlugit pilluakhimayun nunanin tamainin.
MRK.13.28	“Napaaktumin ahiakaktumin fignik ilihakpagluhi. Tapfuma kihektutain nuigagata auyak tikilengman ilihimayuhi. 
MRK.13.29	Taimatauk hapkuninga tamanik takugupfi ilihimangniaktuhi tikilengman. 
MRK.13.30	Ilumun ukautigipfi hapkua inuit tayya tukuyunaitun ukua ukautigiyatka taimaktinagit. 
MRK.13.31	Kilak nunalu nunguniaktuk ukauhitkali nunguyunaitagaluit.
MRK.13.32	Uvlungmik pivikhamiklunin tapfuminga tamangmik ilihimangngitun ihalgulgit, kilangmiitun, Godin engnigalunin, tapfuma angutaa kihimi ilihimayugaluak. 
MRK.13.33	Talva upingakhitailuhi pivikhamik ilihimangnginapfi. 
MRK.13.34	Tamna inuktun-iliyuk aullangman aahinun. Tamna aullalektillugu munakhikuyain kivgani, pitkuvkugu amekhiyi ukuangmun amekhikuvlugu. 
MRK.13.35	Amekhigitti talva atangum iglukaktum tikitakhaanik ilihimangnginapfi, uvlailgun, unuktillugulunin uvlaakunlunin, kaulgaktinagulunin. 
MRK.13.36	Amekhigitti tauktugnakhavaahi hiniktilluhi. 
MRK.13.37	Tamna ukaktaga ilipfingnun tamainun ukagaluaktunga, 'Amekhigitti”.
MRK.14.1	Kangiutivik tikitinagu Mukpauyam puvlaitum uvluangni angayyuvikpagyuakut ataningit, tiitigaktillu ihumalektun tigukuvlugu Jesus tukutaukuvlugulu, 
MRK.14.2	ukaktugaluit, “Tiguguptigu Kangiutivingmi ihuituk inuit ningakpallaaniagunakhingmata.”
MRK.14.3	Bethanymiitillugulu Simonim kilakhimayum igluani pulaakhimatillugu, angnak kaiyuk tigumiakhuni tipigiktumik pukhimayumik akituyumiglu. Aahin tapfuma kuviyaa tamna Jesusim niakuanun negitillugu. 
MRK.14.4	Ilaitli tautuktun tapfuminga kuviahugluangitun ingmingnik ukakhutik, “Hug ukhuktegun tipigiktun kuviyauva? 
MRK.14.5	Ukhuktegun tamna niuvgutigiyauyukhak maninun 300 dalanun aitutigilugit ilingayunun.” Tapkualu iglumiitun angnak ihuakhaktaat, 
MRK.14.6	Jesuslu ukaktugaluak, “Hug ihumalutigivihiuk angnak? Taimak, naguyumik havangman uvamnun. 
MRK.14.7	Ilaa ilingayun ilipfingniitpaktun, ihumapfingnik ikayugniaktahi naguyumik, ilagiyunaektagaluapfingali uvanga. 
MRK.14.8	Angnak naguyumik pivaktuk. Kuvihigami ukhuktegunmik tipigiktumik timimnun upalungayaktaa hivullengmik iluvektaukuvlugu. 
MRK.14.9	Ilumun ukautigipfi, nanilikiak ukauhit naguyun tuhaanakata angnam havaanga ukaktauyukhak inuit itkaumakuvlugu.
MRK.14.10	Talva maligutaita 12it ilangat, atikaktuk Judas Iscariotmik, angayyuvikpagyuakut atanigingnun upagniktuk tapkununga niuvgutigiyumavlugu Jesus. 
MRK.14.11	Tapkualu tuhaagamitku kuviataktun ukagiakhutik tunikuvlugu maninik. Talvangaanin ihumaliuktuk tunikuvlugu Jesus tapkununga.
MRK.14.12	Talva Mukpauyam puvlaitum uvlua tikiman, Kangiutivium imnainuanga tukutauyukhauman maligutaita ukallautiyaat, “Nani upalungayakuniakkitigut Kangiutivikhamik negiaktukuvluta?” 
MRK.14.13	Talva maligutini malguk tiliyaik ukautivlugik, “Iglukagvingmungaugittik angutimlu imektautilgum paagniaktaatik. Malikhiuk tamna. 
MRK.14.14	Namunlunin itekpan, iglulingmun inungmun ukayyavutik imaa, 'Ilihauyyi apekhiyuk, innikhaga itpa Kangiutivikhamik negikatauniagama maligutimni?' 
MRK.14.15	Talva tapfuma takupkaktiniaktaatik iglukhamik angiyumik kulaaniitumik. Takanani upalungayakpaglutik uvaptingnun.” 
MRK.14.16	Maligutiglu aullaktuk iglukagvik tikittugu, katkakhutik tamainik Jesusim ukautimagik, takananilu Kangiutivikhamik upalungayaktuk.
MRK.14.17	Unulengmanlu kaiyuk maligutini ilagivlugit. 
MRK.14.18	Tapkua negitillugillu Jesus ukaktuk, “Ilumun ukautigipfi ilapfi niuvgutiginiaktanga, negikatima ilangat tamna.” 
MRK.14.19	Tapkualu kuviahugngitkivlutik ukautinahualektaat atuni ukakhutik, “Atanek uvangaungitunakhiyuk.” 
MRK.14.20	Ukallautiyain, 12n ilangat tamnauyuk mukpauyamik mihukataugumi akiutagmun uvamni. 
MRK.14.21	Inum engniga tukuniaktuk taima tiitigakhimangman, kapiahungniaktuk akhun tamna tunihigumi inum engninganik niuvgutigikuvlugu. Tapfumunga nagutkiak inuhimangngitkumi.”
MRK.14.22	Negitillugit Jesus mukpauyamik tiguhiyuk kuyakhukhunilu avgukataa tunivlugit tapfuminga ukakhuni, “Tigulugu timigigapku.” 
MRK.14.23	Talva kallun tiguyaa kuyakhukhuni tuniyain tapfuminga, tapkuatauk kallumin imektun. 
MRK.14.24	Ukallautiyain, “Una augigapku ukagiyautauhimayumik kuviyauyukhak amihun pivlugit. 
MRK.14.25	Ilumun ukautigipfi, talvangaanin imekigunaektunga ahiam ipteganik imekatautinanga ilipfingni angutima atanguviani.” 
MRK.14.26	Atukaaktillugillu aniyun maligulmun atikaktumun Olivenik aullakhutik.
MRK.14.27	Jesusim ukautiyain, “Unukpan tamapfi kimangniagipfinga, tiitigakhimangman, 'Avaangniagapku imnailik imnait aptektitauniaktun.' 
MRK.14.28	Makiktitaukaalungali hivunipfingnun Galileemun aullakhunguyunga.” 
MRK.14.29	Peterm ukautiyaa, “Hapkua tamangmik kimakpatin uvanga kimagunaitagaluapkit.” 
MRK.14.30	Jesusim ukallautiyaa, “Ilumun ukautigipkin, unukpan tingmiak nipyaaktinagu malguektugluni ilvit ikutiginiaktangma pingahuektuglutin.” 
MRK.14.31	Peterm ukallautimiyaa, “Ilaa tukukatigiyakhagiyapkinlunin ikutigiyunaitagin.” Ayyikiitumik maligutait tamangmik ukagiaktun.
MRK.14.32	Talva tapkua Gethsemanimungaktun, Jesuslu maligutiminun ukallaktuk, “Hamaniititti aavunga kengagiaktugniagama.” 
MRK.14.33	Malikugamigit Peter, Jameslu Johnlu ihumalukpallialektuk kuviahugunaekhuni. 
