MAT.1.1	BAHWA inilah surat katurunan Isa Almasih, iya itu anak Daud, dan anak Ibrahim.
LUK.1.24	Maka bahwa kumdian deri pada masa itu, istrinya Ilisabeth itu pun mŭngandonglah, maka disŭmbunyikannya akan dirinya lima bulan, katanya,
LUK.1.25	Dŭmkianlah adanya pŭrbuatan Tuhan akan daku pada masa dipandangnya atasku, mŭnolakkan maluku diantara manusia.
LUK.1.26	¶ Maka dalam anam bulan mŭliekat Jibrail dititahkan Allah kanŭgri Galilia, yang bŭrnama Nazareth:
LUK.1.27	Kapada sa’orang anak darah yang sudah bŭrtunangan dŭngan sa’orang yang bŭrnama Yusof, kŭturonan Daud; adapun nama anak darah itu Mŭriam.
LUK.1.28	Maka datanglah mŭliekat itu kapadanya, sŭrta katanya, Asalamu aliekom, angkau yang tŭlah mŭndapat kasihan yang maha bŭsar, Tuhan ada bŭsŭrta dŭngan dikau; bŭrbahgialah kiranya angkau diantara pŭrampuan pŭrampuan.
LUK.1.29	Maka apabila dilihat Mŭriam akan dia, maka susahlah iya akan pŭrkataannya itu, maka masoklah dalam fikirannya, apakah macham sŭlam ini garangannya?
LUK.1.30	Maka kata mŭliekat itu kapadanya, Janganlah takot Mŭriam, kŭrna angkau kŭlak akan mŭndapat kasihan deri pada Allah.
LUK.1.31	Maka sŭsungguhnya angkau kŭlak akan mŭngandong dalam rahimmu, dan mŭmpranakkan sa’orang anak laki laki, akan dinamai iya ISA.
LUK.1.32	Iya akan mŭnjadi bŭsar, dan akan dinamai anak yang maha tinggi, dan Allah Tuhan akan mŭmbri padanya takhta bapanya Daud:
LUK.1.33	Maka iyalah kŭlak akan mŭmrentahkan atas sagala rumah Yakob sampie slama lamanya, maka krajaannya tiada akan bŭrsudahan.
LUK.1.34	Sŭtlah itu kata Mŭriam kapada mŭliekat itu, Bagimanakah ini akan jadi, kŭrna aku tiada mŭngŭnal sa’orang pun laki laki?
LUK.1.35	Maka jawab mŭliekat itu sŭrta bŭrkata kapadanya, Roh Alkudus itu akan datang ka’atasmu, dan kwasa deripada maha tinggi akan mŭnawangi dikau, maka sŭbab itulah juga bŭnda yang suchi itu yang angkau akan pranakkan, maka iya itu akan dinamai anak Allah.
LUK.1.36	Maka sŭsungguhnya sa’pupumu Ilisabeth itu, iya pun ada mŭngandongkan sa’orang anak laki laki dalam umor tuanya, maka skarang iya sudah anam bulan yang dikatakan mandol:
LUK.1.37	Kŭrna kapada Allah itu suatu pun tiada yang mustahil.
LUK.1.38	Maka bŭrkatalah Mŭriam, Tengoklah sa’orang dayang Tuhan, jadilah bagieku spŭrti pŭrkataanmu. Maka mŭliekat itu pun kŭmbalilah deripadanya.
LUK.1.39	Maka bangunlah Mŭriam pada masa itu dŭngan sŭgranya pŭrgi kanŭgri yang bŭrbukit bukit, kapada sa’buah nŭgri Yahuda:
LUK.1.40	Maka masoklah iya kadalam rumah Zakaria, lalu mŭmbri sŭlamlah iya kapada Ilisabeth.
LUK.1.41	Shahadan maka apabila didŭngar ulih Ilisabeth sŭlam Mŭriam itu, maka kanak kanak yang dalam rahimnya itu pun mŭlompat, maka Ilisabeth pun tŭlah pŭnohlah dŭngan Roh Alkudus.
LUK.1.42	Maka iya pun bŭrkatalah dŭngan nyaring suaranya, katanya, Bŭrbahgialah angkau diantara pŭrampuan pŭrampuan, dan bŭrbahgialah adanya buah rahimmu itu.
LUK.1.43	Maka bagimanakah garangannya kapadaku, iya itu ibu Tuhanku akan datang mŭndapatkan aku.
LUK.1.44	Kŭrna sŭsungguhnya sŭrta bunyi sŭlammu itu bŭrbunyi katlingaku, kanak kanak itu pun mŭlompatlah dalam rahimku sŭbab suka chita.
LUK.1.45	Maka bŭrbahgialah kiranya atas pŭrampuan itu yang pŭrchaya, kŭrna akan mŭnjadi pŭrkara pŭrkara yang tŭlah dikatakan kapadanya deripada Tuhan.
LUK.1.46	Maka kata Mŭriam, Bahwa jiwaku adalah mŭmuliakan Tuhan itu.
LUK.1.47	Maka adalah rohku bŭrsuka suka akan Allah Pŭnulongku.
LUK.1.48	Kŭrna iya tŭlah mŭngindahkan karŭndahan dayangnya, kŭrna sŭsungguhnya deripada masa ini sagala kŭturonan kŭlak akan mŭnyŭbut aku slamat.
LUK.1.49	Kŭrna iya yang ada bŭrkwasa tŭlah mŭngadakan bagieku pŭrkara pŭrkara yang bŭsar, maka suchi adanya namanya.
LUK.1.50	Kasihannya ada atas barang siapa yang takot akan dia deripada kŭturonannya kapada kŭturonannya.
LUK.1.51	Iya tŭlah mŭnunjokkan gagahnya dŭngan tangannya; iya tŭlah mŭnaborkan orang orang chongkak itu dalam sangka sangka hatinya.
LUK.1.52	Iya tŭlah mŭnuronkan akan orang yang bŭrkwasa itu deripada kŭdudokannya, dan mŭninggikan orang yang rŭndah halnya itu.
LUK.1.53	Iya tŭlah mŭmŭnohi akan orang yang lapar itu dŭngan pŭrkara yang baik baik, dan yang kaya itu iya tŭlah mŭnghalaukan dŭngan kosongnya.
LUK.1.54	Iya tŭlah mŭnulong hambanya Israil dŭngan pŭringatan akan kasihannya.
LUK.1.55	Spŭrti iya bŭrkata kapada nenek moyang kami kapada Ibrahim, dan kapada kŭturonannya slama lamanya.
LUK.1.56	¶ Maka Mŭriam pun tinggallah dŭngan Ilisabeth itu kira kira tiga bulan, maka kŭmbalilah karumahnya sŭndiri.
LUK.1.57	Adapun Ilisabeth itu pun tŭlah gŭnaplah bulannya yang patut iya branak, maka branaklah iya sa’orang anak laki laki.
LUK.1.58	Maka orang orang yang sŭkampong dŭngan dia, dan sa’pupu sa’pupunya mŭnŭngar bagimana Tuhan tŭlah mŭngunjokkan kasihan bŭsar atasnya, maka suka chitalah marika itu bŭrsama sama dŭngan dia.
LUK.1.59	Maka skali pŭrstua pada hari yang kadŭlapan, maka datanglah marika itu mŭnyunatkan kanak kanak itu, maka dinamai akan dia Zakaria, mŭnurot nama bapanya.
LUK.1.60	Maka jawab bondanya, sŭrta bŭrkata kapada marika itu, Bukannya dŭmkian, mŭlainkan patutlah iya dinamai Yahya.
LUK.1.61	Maka bŭrkatalah marika itu kapadanya, Tiadalah sa’orang pun kŭturonanmu yang bŭrnama dŭngan nama ini.
LUK.1.62	Maka marika itu mŭmbri isharat kapada bapanya, apakah yang dikahandakinya budak itu dinamai?
LUK.1.63	Maka dipintanya satu papan mŭnulis, maka ditulisnya namanya itu Yahya; maka marika itu skalian pun tŭrchŭnganglah.
LUK.1.64	Maka dŭngan skutika itu juga mulotnya pun tŭrbukalah, dan lidahnya pun tŭrlŭpaslah, maka bŭrtutorlah iya sambil mŭmuji Allah.
LUK.1.65	Maka datanglah kŭtakotan ka’atas sagala orang yang diam bŭrkliling marika itu, dan sagala pŭrkataan ini tŭlah tŭrmashorlah dalam sagala nŭgri nŭgri yang bŭrbukit ditanah Yahuda.
LUK.1.66	Maka sagala marika itu yang mŭnŭngar akan dia itu, ditarohnyalah kŭdalam hatinya, katanya, Apakah macham budak garangannya ini? maka adalah tangan Tuhan bŭrsama sama dŭngan dia.
LUK.1.67	Maka adalah Zakaria bapanya itu tŭlah pŭnohlah dŭngan Roh Alkudus, lalu bŭrnabuatlah iya katanya,
LUK.1.68	Slamatlah kiranya Allah Tuhan bagie Israil, kŭrna iya mŭlawat sŭrta mŭnŭbus akan kaumnya.
LUK.1.69	Maka tŭlah mŭmbangunkan suatu tandok slamat bagie kami dalam rumah hambanya Daud.
LUK.1.70	Spŭrti yang tŭlah iya bŭrkata kata dŭngan mulot nabi nabinya yang suchi, yang tŭlah lalu sŭmŭnjak dunia ini dimulai.
LUK.1.71	Supaya kita akan tŭrlŭpas deripada sŭtru sŭtru kami, dan deripada tangan sagala yang mŭmbŭnchikan kita.
LUK.1.72	Akan mŭngadakan kasihan yang tŭlah dijanjikan kapada nenek moyang kami, dan akan tŭringat pŭrjanjiannya yang suchi itu.
LUK.1.73	Adapun sumpah yang tŭlah iya bŭrsumpah kapada nenek moyang kami Ibrahim,
LUK.1.74	Iya mŭngurniakan kapada kami, supaya kami yang tŭlah tŭrlŭpas deripada tangan sŭtru sŭtru kami bulih bŭribadat kapadanya dŭngan tiada kŭtakotan.
LUK.1.75	Dŭngan kŭsuchian, dan kŭbŭnaran dihadapannya sa’umor hidop kita.
LUK.1.76	Maka angkau, kanak kanak akan dinamai nabi Kŭtinggian, kŭrna angkaulah akan pŭrgi dahulu kahalrat Tuhan, akan mŭnyŭdiakan jalan jalannya.
LUK.1.77	Akan mŭmbri pŭngtahuan slamat kapada kaumnya dŭngan mŭnghapuskan dosa dosanya.
LUK.1.78	Dŭngan kasihan Allah kami yang lŭmah lŭmbut, sŭbab itulah dini hari deri kŭtinggian tŭlah mŭlawat akan kami.
LUK.1.79	Akan mŭmbri trang kapada marika itu yang dudok dalam gŭlap, dan dalam bayang bayang kŭmatian; akan mŭmimpin kaki kami kŭdalam jalan slamat.
LUK.1.80	¶ Maka kanak kanak itu pun chŭrdeklah, bŭrtambah tambahlah kuat dalam rohnya, maka iya itu dalam padang bŭlantara, sahingga sampielah pada hari iya mŭnunjokkan dirinya kapada Israil.
LUK.2.1	MAKA pada skali pŭrstua pada zaman itu, kluarlah suatu hukum deri Kiesar Agustus, iya itu sagala dunia patutlah kŭna chukie.
LUK.2.2	Adapun chukie itu tŭlah jadi deripada mula mula tŭtkala Kirenius mŭnjadi pŭmŭrentah di‐Syria.
LUK.2.3	Maka sagala orang pun pŭrgilah masing masing kanŭgrinya akan dichukienya.
LUK.2.4	Maka Yusof pŭrgilah deri Galilia, kluar deripada nŭgri Nazareth, kapada Yahuda, dalam nŭgri Daud, yang bŭrnama Bethliham; (kŭrna adalah iya itu klorga dan kŭturonan Daud.)
LUK.2.5	Akan dichukienya dŭngan Mŭriam, tunangannya, tŭngah ada iya mŭngandong sarat.
LUK.2.6	Hata maka dŭngan hal yang dŭmkian, sŭmŭntara ada marika itu disana, maka hari pun gŭnaplah yang patut pŭrampuan itu branak.
LUK.2.7	Maka branaklah iya akan anaknya yang sulong sa’orang anak laki laki, maka dibungkusnya akan dia dŭngan kain bŭdong, lalu dibawanya masok kŭdalam kandang lŭmbu, kŭrna tiada ada bŭrtŭmpat pada marika itu dalam rumah mŭnompang.
LUK.2.8	Maka adalah dalam nŭgri itu juga gombala gombala kambing itu tinggal dalam padang, iya itu mŭnjaga akan kawan kawan kambingnya pada malam.
LUK.2.9	Maka sŭsungguhnya datanglah mŭliekat Tuhan atas marika itu, dan kŭmuliaan Tuhan pun bŭrchayalah bŭrkliling marika itu, maka marika itu skalian kŭtakotanlah sangat.
LUK.2.10	Maka bŭrkatalah mŭliekat itu kapada marika itu, Janganlah takot, kŭrna sŭsungguhnya aku mŭmbawa kapada kamu khabar yang baik, yang mŭndatangkan kasukaan yang bŭsar, iya itu akan jadi kapada sagala kaum.
LUK.2.11	Kŭrna kapada kamu tŭlah jadi pada hari ini dalam nŭgri Daud sa’orang Pŭnulong, maka iya itulah Almasih Tuhan itu.
LUK.2.12	Maka inilah tandahnya kapada kamu, maka kamu akan mŭndapat kanak kanak itu bŭrbalot dŭngan kain bŭdong, tŭrlŭtak dalam suatu kandang.
LUK.2.13	Maka sŭkunyung kunyung adalah disana bŭrsama sama dŭngan mŭliekat suatu bŭlatŭntara deri langit bŭrpasukan mŭmuji Allah; maka katanya,
LUK.2.14	Pujilah akan Allah dalam kŭtinggiannya, dan sŭjahtralah diatas bumi, kŭbajikan bagie manusia.
LUK.2.15	Sŭbarmula maka sŭtlah sudahlah mŭliekat itu kŭmbali deripada marika itu kŭlangit, maka bŭrkatalah gombala gombala itu sa’orang kapada sa’orang, Skarang biarlah kita pŭrgi mŭski pun kaBethliham, sŭrta mŭlihat pŭrkara yang tŭlah jadi, yang tŭlah dibri tahu ulih Tuhan kapada kita.
LUK.2.16	Maka marika itu pun datanglah dŭngan gopohnya, maka didapatinya Mŭriam, dan Yusof, dan kanak kanak itu pun adalah bŭrbaring dalam kandang.
LUK.2.17	Maka apabila dilihat ulih marika itu akan dia, dimashorkanlah ulih marika itu akan pŭrkataan yang tŭlah dikatakan kapadanya derihal kanak kanak itu.
LUK.2.18	Maka sagala marika itu yang mŭnŭngar itu, hieranlah akan pŭrkara pŭrkara yang tŭlah dikatakan ulih gombala gombala itu kapada marika itu.
LUK.2.19	Tŭtapi ditarohlah ulih Mŭriam akan sagala pŭrkara itu dalam hatinya, sambil iya bŭrfikir fikir.
LUK.2.20	Maka gombala gombala itu pun kŭmbalilah, sambil mŭmuliakan, dan mŭmuji Allah, sŭbab sagala pŭrkara yang tŭlah didŭngar, sŭrta dilihatnya, spŭrti yang tŭlah dikatakan kapadanya.
LUK.2.21	Maka apabila dŭlapan hari tŭlah gŭnaplah, supaya budak itu disunatkan, maka dinamai akan dia ISA, yang tŭlah dinamai dŭmkian ulih mŭliekat tŭrdahulu deripada iya lagi digandongkan dalam rahim.
LUK.2.22	Maka apabila sudah lŭpas hari suchi maknya spŭrti hukum Musa itu, maka dibawalah ulih marika itu akan dia kanŭgri Jerusalem, handak dihadapkan kapada Tuhan.
LUK.2.23	Spŭrti yang tŭrtulis dalam hukum Tuhan, Skalian laki laki yang kluar deri prot, iya itu akan disŭbot suchi kapada Tuhan.
LUK.2.24	Dan akan dipŭrsŭmbahkan suatu korban spŭrti yang tŭlah tŭrsŭbot dalam hukum Tuhan, Sa’pasang tŭkukor, atau dua ekor anak mŭrpati.
LUK.2.25	¶ Maka sŭsungguhnya adalah sa’orang dalam Jerusalem yang bŭrnama Simon, maka iya itu sa’orang yang bŭnar, lagi bŭrbakti, adalah iya tŭngah mŭnantikan pŭnghiburan Israil itu, maka Roh Alkudus adalah kapadanya.
LUK.2.26	Maka tŭlah dinyatakan kapadanya ulih Roh Alkudus, maka tiadalah kŭlak iya akan mŭlihat kŭmatian, sŭbŭlom iya mŭlihat akan Almasih Tuhan.
LUK.2.27	Maka datanglah iya dŭngan kwasa Roh kŭdalam ka’abah, apabila dibawalah ibu bapanya akan Isa, kanak kanak itu handak dipŭrbuat akan dia spŭrti adat Tauret,
LUK.2.28	Lalu diambil ulih Simon akan dia didokongnya, sambil mŭmuji Allah, sŭrta katanya,
LUK.2.29	Tuhan, skaranglah kiranya biar hambamu kŭmbali dŭngan sŭjahtranya spŭrti fŭrmanmu.
LUK.2.30	Kŭrna mataku tŭlah mŭlihat slamatmu:
LUK.2.31	Yang tŭlah angkau sŭdiakan dihadapan muka sagala kaum.
LUK.2.32	Iya itu suatu trang akan mŭnŭrangkan orang sŭsat; suatu kŭmuliaanlah kapada kaummu Israil.
LUK.2.33	Maka Yusof sŭrta bondanya pun hieranlah akan pŭrkara itu yang tŭlah dikatakan deri halnya.
LUK.2.34	Maka Simon pun mŭmbri bŭrkat kapada marika itu, sambil bŭrkata kapada Mŭriam bondanya, Sŭsungguhnya kanak kanak ini ditaroh sŭbab binasa dan slamat kŭbanyakkan dalam Israil, dan kŭrna suatu alamat kŭlak akan dijahatkan.
LUK.2.35	Bahkan, sa’bila pŭdang yang akan masok trus jiwamu sŭndiri pun, supaya fikir fikiran hati kŭbanyakkan orang akan dinyatakan.
LUK.2.36	¶ Maka adalah sa’orang yang bŭrnama Anna, iya itu sa’orang nabi pŭrampuan, anak Phanuel, iya itu bangsa deripada Aser; maka adalah iya itu banyak umor, maka iya tŭlah diam dŭngan sa’orang suami tujoh tahun deripada datang akal.
LUK.2.37	Maka iya itu sa’orang pŭrampuan bujang, umornya adalah kira kira dŭlapan puloh tahun; maka tiadalah iya kluar kluar deri ka’abah, mŭlainkan bŭrbuat ibadat kapada Allah dŭngan puasa dan sŭmbahyang pada malam dan siang.
LUK.2.38	Maka datanglah iya pada sŭsa’at itu, iya pun mŭmbri trima kasih kapada Tuhan, dan bŭrkata kata deri halnya kapada sagala marika itu yang mŭnantikan pŭnŭbus dalam Jerusalem.
LUK.2.39	¶ Shahadan maka apabila sudahlah marika itu bŭrbuat sagala pŭrkara spŭrti hukum Tuhan, maka kŭmbalilah marika itu kŭdalam Galilia, kapada Nazareth, iya itu nŭgri marika itu sŭndiri.
LUK.2.40	Sŭbarmula maka kanak kanak itu pun chŭrdeklah, bŭrtambah tambah kuat dalam akal, pŭnohlah iya dŭngan hikmat, maka anugrah Allah pun adalah atasnya.
LUK.2.41	Maka pŭrgilah ayah bondanya ka‐Jerusalem pada tiap tiap tahun, pada hari raya langkah.
LUK.2.42	Maka apabila datanglah asianya kapada dua blas tahun, pŭrgilah marika itu ka‐Jerusalem spŭrti adat hari raya itu.
LUK.2.43	Maka apabila sudah marika itu mŭnggŭnapkan hari itu, tŭtkala marika itu pun kŭmbali, maka Isa, kanak kanak itu mŭninggalkan dirinya diblakang, dalam Jarusalem, maka Yusof dan bondanya pun tiadalah tahu itu.
LUK.2.44	Tŭtapi ulih sŭbab sangka marika itu ada iya bŭrsama sama, maka pŭrgilah marika itu sŭjauh sa’hari pŭrjalanan; maka dicharilah ulih marika itu akan dia diantara kaum kŭlorganya, dan kŭnal kŭnalannya itu.
LUK.2.45	Maka apabila tiadalah didapat ulih marika itu akan dia, bŭrbaliklah marika itu pula ka‐Jerusalem mŭnchari akan dia.
LUK.2.46	Shahadan maka kumdian deripada tiga hari, maka didapatilah ulih marika itu akan dia dalam ka’abah, iya itu dudok ditŭngah tŭngah pŭndita pŭndita, mŭnŭngarkan pŭrkataannya, dan bŭrtanya sual sual kapadanya.
LUK.2.47	Maka sagala orang yang mŭnŭngar akan pŭrkataannya itu pun ajaiblah akan pŭngŭtahuannya, dan jawab jawabnya.
LUK.2.48	Maka apabila dilihat ulih marika itu akan dia, hieranlah; maka kata bondanya kapadanya, Anak, mŭngapakah angkau bŭrbuat laku kapada kami dŭmkian? Tengoklah bapamu, dan aku mŭnchari angkau dŭngan bŭrsusah susah.
LUK.2.49	Maka katanya kapada marika itu, Bagimanakah kamu ini mŭnchari aku, ta’mahukah angkau yang aku handak bŭrbuat pŭkŭrjaan Ayahku?
LUK.2.50	Maka tiadalah marika itu mŭngarti akan pŭrkataan yang dikatakannya kapada marika itu.
LUK.2.51	Maka pŭrgilah iya bŭrsama sama dŭngan marika itu, lalu datanglah kaNazareth, sŭrta mŭna’lokkan dirinya kapada marika itu; tŭtapi bondanya mŭnarohlah sagala pŭrkataan ini dalam hatinya.
LUK.2.52	Maka Isa pun bŭrtambah tambahlah hikmat, dan chŭrdeknya, dan bŭrulih kasihan Allah dan manusia.
LUK.3.1	SHAHADAN dalam lima tahun krajaan Tiberius Kiesar, maka Pontius Pilatus tŭtkala mŭmrentah dalam tanah Yahuda, dan tŭtkala Herodis mŭnjadi kŭpala diGalilia, dan saudaranya Philipus itu tŭtkala mŭnjadi kŭpala diIturia, dan dalam jajahan Trakonitis, dan tŭtkala Lisanias mŭnjadi kŭpala diAbilin,
LUK.3.2	Tŭtkala Anas, dan Kiefas mŭnjadi imam imam yang bŭsar, maka datanglah fŭrman Allah kapada Yahya, anak Zakaria, dalam padang bŭlantara.
LUK.3.3	Maka datanglah Yahya kŭdalam sagala nŭgri yang dikliling Jorden, mŭngajar baptisan akan taubat, kŭrna mŭnghapuskan dosa.
LUK.3.4	Spŭrti yang tŭrtulis dalam kitab derihal pŭrkataan nabi Jasia, katanya, Suara orang bŭrtriak dalam padang bŭlantara, sŭdiakanlah angkau akan jalan Tuhan, bŭtolkanlah akan lorong lorongnya.
LUK.3.5	Sagala lŭmbah lŭmbah akan ditambak, dan sagala gunong dan bukit bukit akan dirŭndahkan, dan yang bengkok itu akan dibŭtolkan, dan jalan yang mŭnggrutu itu akan dilichinkan.
LUK.3.6	Adapun sagala manusia akan mŭlihat slamat deripada Allah.
LUK.3.7	Sŭtlah itu maka bŭrkatalah iya kapada bŭlatantara yang tŭlah datang itu akan dibaptisakan, Hie kŭturonan ular ular yang bisa, siapakah tŭlah mŭnyurohkan kamu lari deripada morka yang akan datang?
LUK.3.8	Maka sŭbab itu bawalah buah buahan yang layak akan taubat, maka janganlah kamu mŭmulai bŭrkata sŭndiri dirimu, adalah bagie kami Ibrahim bapa kami: maka aku bŭrkata kapadamu, adapun Allah itu bŭrkwasa mŭmbangkitkan kanak kanak deripada batu batu ini kapada Ibrahim.
LUK.3.9	Maka skarang pun adalah juga kapak tŭrlŭtak kapada akar pohon pohon, maka sŭbab itu tiap tiap pohon yang tiada bŭrbuah yang baik, iya itu akan ditŭbangkan, dan dibuangkan kŭdalam api.
LUK.3.10	Maka sagala kaum itu pun bŭrtanyalah kapadanya, katanya, Kalau bŭgitu, apakah patut kami bŭrbuat?
LUK.3.11	Maka jawabnya sŭrta bŭrkata kapada marika itu, Adapun orang yang ada dua lie baju itu, biarlah dibahgikannya kapada orang yang tiada, dan orang yang ada bŭrbŭkal itu pun biarlah iya bŭrbuat juga dŭmkian.
LUK.3.12	Sŭtlah itu maka datanglah orang orang mŭmŭgang chukie pun mŭminta dibaptiskan, sŭrta bŭrkata kapadanya, Guru, apakah patut kami bŭrbuat?
LUK.3.13	Maka katanya kapada marika itu, Janganlah ambil tŭrlebih deripada yang tŭlah ditŭntukan kapada kamu.
LUK.3.14	Maka rayat rayat itu pun mŭminta kapadanya, katanya, Apakah patut kami pŭrbuat? Maka katanya kapada marika itu, Janganlah angkau annyayakan sa’orang pun, atau mŭnudoh barang siapa dŭngan dusta, chukoplah dŭngan gajimu.
LUK.3.15	Maka tŭtkala kaum itu dalam mŭnantikan, dan sagala orang pun mŭnyangka nyangka dalam hati derihal Yahya itu, iyakah dia Almasih atau bukan,
LUK.3.16	Maka jawab Yahya, katanya kapada marika itu skalian, Maka dŭngan sŭsungguhnya aku mŭmbaptisakan kamu dŭngan ayer, tŭtapi sa’orang yang tŭrlebih bŭrkwasa deripada aku kŭlak akan datang, maka tali kasutnya tiadalah layak aku mŭmbuka, maka iyalah akan mŭmbaptisakan kamu dŭngan Roh Alkudus, dan dŭngan api.
LUK.3.17	Kipasnya ada dalam tangannya, maka iya akan mŭngirek baik baik gandomnya, sŭrta mŭngampongkan gandomnya kŭdalam langguannya, tŭtapi sŭkam itu akan dibakarkannya dŭngan api yang tiada padam.
LUK.3.18	Maka banyaklah pŭrkara pŭrkara yang lain dalam pŭngajaranya, diajarnya kapada kaum itu.
LUK.3.19	Tŭtapi Herodis pŭnghulu itu, sŭbab ditŭmplak ulih Yahya kŭrna Herodia istri saudaranya Philipus, dan kŭrna sagala kŭjahatan yang tŭlah diadakan ulih Herodis.
LUK.3.20	Maka tambahan pula kŭpala skali jahatnya, iya tŭlah mŭmasokkan Yahya kŭdalam pŭnjara.
LUK.3.21	Shahadan sŭtlah skalian orang tŭlah dibaptisakannya, maka pada skali pŭrstua tŭtkala Isa itu pun tŭlah dibaptisakanlah, dan tŭtkala iya sŭmbahyang, maka langit pun tŭrbukalah.
LUK.3.22	Adapun Roh Alkudus turonlah ka’atasnya bagie suatu sifat, rupanya spŭrti sa’ekor mŭrpati, lalu datanglah suatu suara deri langit yang bŭrkata, Angkaulah anakku yang kukasih, padamulah aku bŭrsuka chita.
LUK.3.23	Maka adalah Isa umornya kira kira tiga puloh tahun, iya itu (spŭrti yang tŭlah disangkakan) anak Yusof, anak Heli,
LUK.3.24	Anak Matthat, anak Levi, anak Melchi, anak Janna, anak Yusof,
LUK.3.25	Anak Mattathias, anak Amos, anak Naum, anak Esli, anak Naggi,
LUK.3.26	Anak Maath, anak Mattathias, anak Semei, anak Yusof, anak Yahuda,
LUK.3.27	Anak Yohana, anak Rhesa, anak Zorobabel, anak Salathiel, anak Neri,
LUK.3.28	Anak Melchi, anak Addi, anak Kosam, anak Elmodam, anak Er,
LUK.3.29	Anak Yusa, anak Eliezar, anak Yoram, anak Matthat, anak Levi,
