MAT.1.1	Ekitabu kyesyondengo sya Yesu Kristo, mugala wa Dawidi, mugala wa Abrahamu.
MRK.10.19	Unasi ebihano ambu: Siwite, Isiwasingira, Isiwiba, Isiwabihira abandi, Isiwateba, Usikaye tata wawe na koyo wawe. 
MRK.10.20	Naye mwa­buga naye ati, Mukangirirya, Ebyosi ebi nabirikolabyo eritsuka omo bwana bwage. 
MRK.10.21	Yesu erimusamalira mwamwanza, mwamubwira ati, Ukisiya kiguma; genda, ugulaye ebyosi uwite, uhe abera, wasyabya nebindu elubula; kandi wase, ungwame. 
MRK.10.22	Busana nekinywa ekyo obuso buwe mobwasunza, mwagenda nobulige; kusangwa abya awite bindu bingi.
MRK.10.23	Kandi Yesu mwatimbya ameso mwabwira abiga buwe ati, Monzo rikalire busana nabo bawite ebindu eriingira omo bwami bwoMungu!
MRK.10.24	Abiga mobasweka oko binywa biwe. Nikwa Yesu mwabuga nabo kandi, ati, Abana, Monzo rikalire oko bakayiketera ebindu eriingira omo bwami bwoMungu!
MRK.10.25	Ni ryolo busana nengamia erilaba omo kyuna kyenzanza kwilaba omundu webindu eriingira obwami bwoMungu.
MRK.10.26	Nabo mobasweka kutsibu, bati, Byamabya ikobiri bitya ni ndi wasyatoka erilamibwa kwehi? 
MRK.10.27	Yesu mwasamalirabo mwabwirabo ati, Ekyo sikitokekana oko bandu, nikwa oko Mungu sibiri bitya; kusangwa ebyosi bikatokekana oko Mungu. 
MRK.10.28	Petero mwatsuka eribuga naye ati, Langira, twamasiga ebyosi twamakukwama. 
MRK.10.29	Yesu mwabuga ati, Kwenene nga buga nenyu, sihari oyu wamasiga enyumba kutse bagala babo kutse bali babo kutse nyinya kutse ise kutse abana kutse ebitaka busana nage, na busana nengulu yowene, 
MRK.10.30	oyu tinda-simya engendo igana oko mugulu wa lino, na manyumba na bagala babo na bali babo nabokoyo na bana nebitaka, haguma neri endereribwa, nengebe yerikota oko mugulu akandisyasa. 
MRK.10.31	Nikwa bangi bemuliro basyabya benyuma, nebenyuma basyabya bemuliro.
MRK.10.32	Neryo babya omo nzira bakahetuka bakaya eYerusalema, Yesu abya akagenda embere syabo; nabo mobasweka, nabamu kwamire mobubaha. Neryo mwatwala erikumi na babiri kandi, mwatsuka eribwirabo ebyasonda eribya kwiye, 
MRK.10.33	ati Tunge rera, tukahetuka eriya eYerusalema; nomugala woMundu asyahoterwa oko bahereri bakulu nabasaki, basyamutswera olubanza lwerimwita, kandi basyamuha oko Bihanda; 
MRK.10.34	ba syamusiningurira, basyamutwira kwa matandi, basyamuswirya emikoba, ibamwita; nenyuma webiro bisatu inialubuka.
MRK.10.35	Na Yakobo na Yoane, abagala baZebedayo, mobamuhi kako, mobamubwira bati, oMukangirirya, tukasonda utukolere ekyosi tukakusaba. 
MRK.10.36	Neryo mwabuga nabo ati, Mukasonda inabahaki kwehi? 
MRK.10.37	Mobamusubirya bati, Utuhe eriikala, omuguma oko byala byamali byawe nogundi oko malembe wawe, omo lukengerwa lwawe. 
MRK.10.38	Nikwa Yesu mwabwirabo ati, Simwasi ekyo mukasaba. Mwangatoka eripulirya oko olutehi ngapulayako, kutse eribatisibwa omwibatisya nasya batisibwamo kwehi? 
MRK.10.39	Nabo mobamubwira bati, Twangana toka. Yesu mwabuga nabo ati, Olutehi olo nasyapulyako mwasyapulirya kulo; kandi eribatisibwa ngabatisibwamo, mwa syabatisibwa muryo; 
MRK.10.40	nikwa eriikala oko byala byage byamali kutse oko malembe wage siryage eribaharyo, nikwa ni ryababirikokoteribwaryo. 
MRK.10.41	Omugulu erikumi bowa ekyo, mobatsuka eriagalirwa uku Yakobo na Yoane. 
MRK.10.42	Yesu mwa birikirabo mwabuga nabo ati, Munasi abakayahula mo batabali beBihanda bakatabalirabo nehamuli, nabakulu babo bakatege kabo.
MRK.10.43	Nikwa siryendisyabya ritya omukati-kati kenyu; nikwa oyu kasonda eribya omukulu ukwinywe abye atolere iniabya omugombe wenyu, 
MRK.10.44	noyu kasonda eribya werimbere ukwinywe abye omukobe wabosi. 
MRK.10.45	Kusangwa oMugala womundu mwatasa erikolerwa, nikwa erikolera, neriha engebe yiwe mo ndongolya busana na bangi.
MRK.10.46	Neryo mobahika eYeriko; nomugulu abya akalwa eYeriko na biga buwe na bandu bangi, omugala wa Timayo, ye Bara timayo, endimatime eyikasabiriraya abya ikere oko musike wenzira. 
MRK.10.47	Neryo abere owa kwari Yesu wa Nazareti, mwatsuka eribirikira kutsibu ati, Yesu Mugala wa Dawidi, unyi genyere! 
MRK.10.48	Neryo abangi mobamukunga, ambu abye bukutu; nikwa mwabirikira kwilaba kwaho ati, Mugala wa Dawidi unyigenyere! 
MRK.10.49	Yesu mwahangana, mwabuga ati, Mumu birikire. Neryo mobabirikira endimatime, bati, Usikaye omutima; uhangane, amakubirikira. 
MRK.10.50	Nerigusa ekanzu yiwe mwahangana, mwahika uku Yesu. 
MRK.10.51	Yesu mwabuga naye ati, Ukasonda inakuyira nyiti kwehi? Endimatime moyabuga naye, ati, Mukama, Nyibane erilangira ryage. 
MRK.10.52	Yesu mwabuga naye ati, Uyigendere; erikirirya ryawe ryamakulamya. Neryo-neryo mwabana erilangira riwe mwamukwama omo nzira.
MRK.11.1	Omugulu basonda erihika eYerusalema, eBetefage ne Betania, oko kitwa kyMizeituni, mwatuma babiri boko biga buwe, 
MRK.11.2	mwabuga nabo ati, Muye oko muyi embere kwinywe, neryo-neryo omugulu mukandihikayo mukandieya ekyana kyepunda ikinahangire, ekitekyataheka omundu; mu hangulekyo muletekyo. 
MRK.11.3	Hamabya omundu ukabulaya ati, Busana naki mukakola mutya, mubuge muti, oMukama yuri nobwaga bwakyo akandiswasubyakyo hano luba. 
MRK.11.4	Neryo mobagenda, mobeya ekyana kyepunda ikinahangire oko lukyo okona nzira eyihya; mobahangulakyo. 
MRK.11.5	Nababya bimeneho mobabuga nabo bati, Mukakolaki erihangula ekyana kyepunda kwehi? 
MRK.11.6	Mobabwirabo ngoko Yesu abwirabo; nabo moba ligirabo. 
MRK.11.7	Mobaleta ekyana kyepunda uku Yesu, mobasanza kukyo kwesyongimba syabo; naye mwikala kukyo. 
MRK.11.8	Abangi mobasanza esyongimba syabo omo nzira, nabandi mobasesa ebisanza byomonzira ebyo batwa omo marima. 
MRK.11.9	Abalabira embere nabamukwama mobabirikira bati, Hosana! Abye nomuyisa oyu kasa omo rina ryoMukama! 
MRK.11.10	Omuyisa abye oko bwami obukasa, obwami bwatata wetu Dawidi! Hosana endata kutsibu!
MRK.11.11	Neryo mwingira eYerusalema, kandi mwingira omo hekalu; mwatimbya ameso erilebya ebyosi, neryo kusangwa bwasonda erihombera, kwalwamo atya mwaya eBetania haguma nerikumi nababiri.
MRK.11.12	Nomongyakya-ngyakya, balwa eBetania, mwakwa enzala. 
MRK.11.13	Nerilangira ehali omuti womutini iniawite ebikoma, mwa hika kugo akalebya nga nganabana ko kindu. Abere ahika kugo mwatabana kindu bye ne bikoma, kusangwa siabya omugulu webiguma byemitini. 
MRK.11.14	Neryo mwabuga nago ati, Sihabye omundu wasyarya ebiguma kuwe kandi nakera nakera. Nabiga buwe mobowa ekyo.
MRK.11.15	Neryo mobahika eYerusalema. Mwingira ehekalu mwa tsuka erihigira eyihya abagulaya nabagurira omo hekalu, mwabindula amatara wabahinganaya esyofaranka nebitumbi byabagulaya ehirikuku; 
MRK.11.16	mwataliga omundu oyu hekire kindu erilabira omo hekalu. 
MRK.11.17	Mwakangirirya ati, Sikisakire kiti, Enyumba yage yasyahulwa mo nyumba yerisabiramo busana nebihanda byosi kwehi? Nikwa inywe mwabiriyirayo mo mwangalu wa banyeyi. 
MRK.11.18	Abahereri bakulu nabasaki mobowa ebyo mobasonda-sonda enzira yerimuherya; kusangwa mobamubaha, kusangwa endeko yosi moyasweka busana neri kangirirya riwe. 
MRK.11.19	Nomwigolo-golo ryebiro byosi mwabya akalwa oko muyi.
MRK.11.20	Nomongyakya-ngyakya bakalaba, mobalangira omuti womutini inumire eritsuka oko mirihi. 
MRK.11.21	Petero mwibuka mwabuga naye ati, Mukama, lebaya! Omuti womutini wa tsuma umire! 
MRK.11.22	Yesu mwasubiryabo ati, Mubye nerikirirya ku Mungu. 
MRK.11.23	Kwenene ngabuga nenyu, Oburi mundu amabwira ekitwa eki ati, Kulika ugusawe omo ngetsi, atetikatika omo mutima wuwe, nikwa akikiriraya ekyo akabuga ko kikandikolwa, kyasyakoleka busana naye.
MRK.11.24	Kikaleka inababwira nyiti, ebyo byosi mukabulaya omwisaba mwikiriraye ko mwamabibana byo, mwasyabanabyo. 
MRK.11.25	Nomugulu mukahangana erisaba, mwamabya nomwatsi oko mundu, mumubuyire, neryo Tata wenyu oyuri elubula naye iniababuyira ebibi byenyu ( 
MRK.11.26	nikwa mwamatindabuyira, Tata wenyu oyuri elubula siendisyababu yira ebibi byenyu).
MRK.11.27	Mobahika eYerusalema kandi. Nomugulu abya akale ndera omo hekalu, abahereri bakulu nabasaki nabakulu moba muhikako, 
MRK.11.28	mobamubwira bati, Ni hamuli yahi ikaleka iwakola emyatsi eyi kwehi? kutse ni ndi wakuha ehamuli eyi erikolayo kwehi? 
MRK.11.29	Yesu mwabuga nabo ati, Ngandibabulya eKinywa kiguma; munyisubiraye, nage ngandibabwira nga ni hamuli yahi ikaleka inakola emyatsi eyi.
MRK.11.30	Eribatisya rya Yoane ryalwa elubula kutse oko bandu kwehi? Munyisubiraye. 
MRK.11.31	Nabo mobakubisania obuhaka omukati-kati kabo bati, Twamabuga tuti, Ryalwa elubula, akandibuga ati, Busana naki simuritikirirya kwehi? 
MRK.11.32	Nikwa tubuge tuti, Ryalwa oko bandu kwehi? Mobubaha bandu, kusangwa abosi mobasima Yoane bati ni muminyereri kundu. 
MRK.11.33	Kyaleka ibasubirya Yesu bati, Sitwasi. Yesu mwabuga nabo ati, Nage sindiendi babwira nga ni ehamuli yahi ikaleka inakola emyatsi eyi.
MRK.12.1	Neryo mwatsuka eribuga nabo omo misyo, ati, Habya omundu wahera eririma rya binyu, mwatimbya kuryo kwekikunda, kandi mwatakula ekyuna ekyerikamiramo ebinyu kandi mwahimba enyumba nyiri, neryo mwasigiraryo abahingi, mwaya omo kindi kihugo. 
MRK.12.2	Nomugulu weriera abere abihi kana, mwatuma omugombe oko barimi, erienda oko biguma byeririma ryebinyu. 
MRK.12.3	Nabo mobamutsimba mobamuswirya, mobamuhiga, naye mwasubula byala bisa. 
MRK.12.4	Kandi mwatu mirabo ogundi mugombe, naye mobamuhutalya omo mutwe, mobamuhemula. 
MRK.12.5	Kandi mwatuma ogundi, naye mobamwita; nabandi bangi, abandi mobaswiryabo nabandi mobitabo. 
MRK.12.6	Neryo mwasigalira nomuguma, yo mugala omwanze; mwasala amutuma kubo, ati, Basyakenga mugala wage. 
MRK.12.7	Nikwa abarimi abo mobabwirana, bati, Oyu ni muri womwandu; mwase, tumwite, nomwandu akandisyabya wetu. 
MRK.12.8	Mobamutsimba mobamwita mobamugusa enyuma weririma ryebinyu. 
MRK.12.9	Omwe nye eririma ryebinyu asyakolaki kwehi? Asyasa iniaherya aba­rimi abo, asyaha eririma ryebinyu ryabandi. 
MRK.12.10	Simweta-soma erisaka eri kwehi riti,
MRK.12.10	Eribwe kundu eryo abahimbi bagana
MRK.12.10	Ryabiribya erikawataya engonde;
MRK.12.11	Eri ni kola ryoMukama,
MRK.12.11	Ni kyeriswekera oko meso wetu.
MRK.12.12	Neryo mobasonda-sonda erimutsimba, nikwa mobubaha endeko, kusangwa mobaminya kwatwa omusyo oyu go kubo; nikwa mobamuleka mobagenda.
MRK.12.13	Kandi mobamutumira abandi boko baFarisayo na ba Herode, erimutega omwibuga riwe. 
MRK.12.14	Neryo mobasa moba buga naye bati, Mukangirirya, tunasi uri kwenene, suritsomana omundu; kusangwa surisombola ebitaga nebite bitaga, nikwa kwenene ukakangiriraya enzira yoMungu. Rinatolere erisola ku Kaisari, kutse eyihi kwehi? 
MRK.12.15	Turihe kutse siturihe kwehi? Nikwa eriminya eriteba ryabo, mwabuga nabo ati, Busana naki mukanyilengako kwehi? Munyiletere olufaranka, nyilebayelo. 
MRK.12.16	Nabo mobamuletera oluguma. Neryo mwa bulyabo ati, Ekisosikanio eki namasako aya ni byandi kwehi? Mobamusubirya bati, Bya Kaisari. 
MRK.12.17	Yesu mwabuga nabo ati, Muhe Kaisari ebyaKaisari, noko Mungu ebindu ebine byoMungu. Nabo mobamuswekera.
MRK.12.18	AbaSadukayo mobamuhikako, abakabuga kohate erilu buka; mobamubulya bati, 
MRK.12.19	Mukangirirya, Musa mwatusa kira ati omugala wabo womundu amahola akasiga omukali, ateamubuta ko mwana, omugala wabo iniasigarya omukali, inia swabutira mugala wabo abana. 
MRK.12.20	Habya abagala babo barinda basubeneko; owerimbere mwahikya omukali, mwahola mwatasiga abana; 
MRK.12.21	nowakabiri mwamusigarya, naye mwa hola isiaritasiga abana; nowakasatu atya; 
MRK.12.22	nabarinda bosi mobatasiga abana. Enyuma wa bosi omukali naye mwahola. 
MRK.12.23	Omwilubuka asyabya mukandi kwehi? Kusangwa abarinda bosi mobamwimya mo mukali wabo.
MRK.12.24	Yesu mwabuga nabo, Si busana nomwatsi oyu mukatala isimwasi amasako kutse akagala koMungu kwehi? 
MRK.12.25	Ku sangwa omugulu bakalubuka oko baholi, sibehikaya kutse sibehikibawa, nikwa baringene nga bamalaika omo lubula. 
MRK.12.26	Nikwa busana na baholi erilubukibwa, simweta-soma omo kitabu kyaMusa, omo mulondo owakahula ekisaka, ngoko Mungu abuga naye ati, Ingye ndi Mungu wa Abrahamu, noMungu waIsaka, no Mungu wa Yakobo kwehi? 
MRK.12.27	Iye si Mungu wabaholi nikwa ni wa bariho; mwabiritala kundu.
MRK.12.28	Omuguma wokobasaki mwahikaho mowa bakakubisania obuhaka, neriminya kwasubirayabo ndeke, mwamubulya ati, Kwe ekihano ekyerimbere oko byosi ni kyahi kwehi? 
MRK.12.29	Yesu mwasubirya ati, Ekyerimbere kyeki kiti, Hulikirira, Israeli: oMukama Mungu wetu, oMukama ni muguma; 
MRK.12.30	Wanze Mukama Mungu wawe nomutima wawe gosi, nekirimu kyawe kyosi, namenge wawe gosi, nakagala kawe kosi. 
MRK.12.31	Nekya kabiri kyeki, Wanze mulikyenyu ngoku uyanzire. Sihari ekindi kihano kilengire ebi. 
MRK.12.32	Nomusaki mwabuga naye ati, Wama singana Mukangirirya; wamabuga kwenene kwari muguma, ko hate ogundi nina ye; 
MRK.12.33	nerimwanza nomutima gosi, namenge gosi, na kagala kosi, nerianza mulikyenyu ngoku uyanzire, bilabire amahere gosi weriokererya nawateweriokererya. 
MRK.12.34	Omugulu Yesu alangira kwamasubirya na menge, mwabuga naye ati, Suri hali oko bwami bwoMungu. Nenyuma kwaho sihabya mundu wangaswamubulya.
MRK.12.35	Yesu mwakangirirya omo hekalu, ati, Kwa basaki baka buga ko Kristo ari mugala wa Dawidi bati kwehi? 
MRK.12.36	Dawidi naye, eKirimu Kibuyirire kikabuga omwisi wuwe, kiti,
MRK.12.36	OMukama mwabuga noMukama wage ati,
MRK.12.36	Wikale oko byala byage byamali,
MRK.12.36	Erihika oko mugulu nasyahira esyonzigu syawe
MRK.12.36	Omwisi syebisandu byawe.
MRK.12.37	Dawidi naye akamwahula mo Mukama; neryo ni mugala wuwe ati kwehi? Na bandu bangi mobamowa neritsema.
MRK.12.38	Omwikangirirya riwe mwabuga ati, Muyitegaye busana nabasaki, bakanza erilendera omo syokanzu nyirinyiri, neribu kibwa omwiguliro 
MRK.12.39	nebitumbi ebyowene byomo manyumba werihindana nerisikibwa aheri rira, 
MRK.12.40	abakabuga amanyumba wabakwakali ibakasaba inuli omwiteba. Aba basyabana eri tswerwa lubi okwilaba.
MRK.12.41	Naye mwikala ahisirya okwisanduku ryesyofaranka, mwa samalira endeko ikahira esyofaranka omwisanduku. Nabandu bangi bebindu mobahiramo bingi. 
MRK.12.42	Nomukwakali muguma mwera mwahikaho, mwahiramo esyosenge ibiri, ini ikuta iguma. 
MRK.12.43	Naye mwabirikira abiga buwe, mwabwirabo ati, Kwenene ngabuga nenyu, mukwakali mwera oyu amahiramo bingi kwilaba ebyabandi bosi ebyo bamahira omwisanduku. 
MRK.12.44	Kusangwa ebo bosi mobahiramo busana nebindu byabo bingi; nikwa iye omo bwera buwe abirihiramo ebyosi alwe awite, ebyosi aryendirya.
MRK.13.1	Omugulu ahuluka akalwa omo ehekalu, muguma goko biga buwe mwabuga naye ati, Mukangirirya, lebaya, amabwe weriswekera angaha na manyumba weriswekera angaha! 
MRK.13.2	Yesu mwabuga naye ati, Wamalebya amanyumba aya manenemanene kwehi? Sihendisyasigala eribwe neriguma endata oko rindi, eritinda-syaguswa ahisi.
MRK.13.3	Nomugulu abya ikere oko Kitwa kya Mizeituni ahisirya oko hekalu, Petero na Yakobo na Yoane na Anderea mobamu­bulya bubi-sobiso, bati, 
MRK.13.4	Utubwire, ebyo nga byasyabya mugulu wahi, nekiminyikalo kyeribererera ryemyatsi eyi kya syabya kiti kwehi? 
MRK.13.5	Yesu mwatsuka eribuga nabo ati, Mutegaye sihabye omundu ukabatalaya. 
MRK.13.6	Abangi basyasa omo rina ryage, bati, Ingye ndi ye! basyatalya abangi. 
MRK.13.7	Omugulu mwasyowa malwa negulu ya malwa, simusyehahukaya emitima; ebi bitolere ibyahika, nikwa enduli isiriyahika. 
MRK.13.8	Kusangwa ekihanda kikandisyalwa nekindi kihanda, nobwami bwasyalwa nobundi bwami; hasyabya emisiki ehandi nehandi, hasyabya esyonzala; eki ni tsuka ryamagali.
MRK.13.9	Nikwa muyitegaye; kusangwa basyabahotela omwibuyiro; mwasyaswiriribwa omo manyumba werihindana; mwasyaha ngana embere syabasoki bakulu nabami busana nage, busana neritulago embere syabo. 
MRK.13.10	Ritolere engulu yowene iyatsuka erikangiriribwa oko bihanda byosi. 
MRK.13.11	Nomugulu bakabaleta omo lubanza neribahotera, simusyeyiswekera embere nga mwangabugaki; nikwa mubuge ebyo mwasyahabwa oko ndambi eyo, kusangwa inywe mutendisyabuga, nikwa kyeKirimu Kibuyirire. 
MRK.13.12	Omugala wabo asyahotera omugala wabo ati itawe, nise womwana asyamuhotera, nabana basyalwa naba butabo ibitisyabo; 
MRK.13.13	kandi mwasyakubwa obusu nabosi busana nerina ryage. Nikwa oyo wasyasika erihika oko nduli asyalamibwa.
MRK.13.14	Nikwa omugulu mwasyalangira ekyerihalya ekikaheraya ikinahangene ahatatolere (Oyu kasoma aminye), abari eYudea basagire oko bitwa; 
MRK.13.15	noyuri endata oko nyumba siakime kutse singire omo nyumba eriheka ekindu; 
MRK.13.16	noyuri mwirima siasubire olukimba luwe. 
MRK.13.17	Nikwa obulige oko bakule noko bakaha abana mabere oko biro ebyo! 
MRK.13.18	Musabe sibibye oko mugulu weritsuku. 
MRK.13.19	Kusangwa oko biro ebyo hasyabya amagali owataheretabya eritsuka erihangika eryo Mungu ahangika eriswahika na lino, kandi siendisyabyaho na kera. 
MRK.13.20	Kandi kumbe oMukama atakuhihya ebiro, nga sihari mundu angalamibwa; nikwa busana nabayisogawa, abo ayisoga, mwa kuhihya ebiro. 
MRK.13.21	Noko mugulu oyo omundu amabuga nenyu ati, Langira, Kristo ane hano! kutse Langira, ari erya! isi mwaliga. 
MRK.13.22	AbaKristo bamabehi nabaminyereri bamabehi basyahangana basyakangya ebitikotiko nebyeriswekera, eritalya abayisogawa, kyamatokekana. 
MRK.13.23	Nikwa mutegaye; nabiriba bwira emyatsi yosi iteyabya.
MRK.13.24	Nikwa oko biro ebyo, enyuma wamagali, eryuba ryasyabya mwirimya, nomukera siendisyaswakola, 
MRK.13.25	nesyongununu sya syatogonga erilwa elubula, nebymaka ebyomo lubula byasya tengatenganibwa. 
MRK.13.26	Neryo basyalangira oMugala womundu akasa omo bitu neritoka rinene nolukengerwa. 
MRK.13.27	Neryo asyatuma abamalaika, asyahindania abo ayisoga erilwa oko mahunga ani, erilwa oko syonduli sye kihugo erihika oko nduli yelubula.
MRK.13.28	Mwiyire oko omusyo womuti womutini: omugulu akato heraya omutahi wago akabya molomolo akalasaya ebikoma byago mukaminya ko mututa ari hakuhi. 
MRK.13.29	Ritya, omugulu mwasyalangira emyatsi eyi ikabyaho, imwaminya kwari hakuhi, kwamahika okwirimbo. 
MRK.13.30	Kwenene, ngabuga nenyu, olulengo olu si lwendisyalaba emyatsi eyi iteyabererera. 
MRK.13.31	Elubula ne kihugo byasyalenga, nikwa ebinywa byage sibyendisyalaba.
MRK.13.32	Nikwa ekiro ekyo kutse endambi eyo sihari wasi, nomo bangabya abamalaika omo lubula, kutse oMugala, nina Tata. 
MRK.13.33	Mutegaye, mulebaye; musabe, kusangwa simwasi nga ni mugulu wahi. 
MRK.13.34	Riringene nomundu oyu kagenda olugendo omo kindi kihugo, akasiga enyumba yiwe kandi akasigira abagombe buwe, oburi mundu nomubiri wuwe, iniakategeka omuteya woluyi erilebya. 
MRK.13.35	Neryo mutegaye—kusangwa simwasi omugulu omukama mwenye nyumba asyasa, omwigolo golo, kutse omukati kanene, kutse engoko yahasabo, kutse bwasesukala— 
MRK.13.36	akasyababurikirania akeya imune to. 
MRK.13.37	Nebyo ngabuga nenyu ngabuga nabosi: nyiti, Mutegaye.
MRK.14.1	A Nikwa enyuma webiro bibiri mohabya ePasaka nerirya ryobundu bute mo kihamya. Abahereri bakulu na basaki mobasonda erimutsimba na menge, erimwita; 
MRK.14.2	kusangwa babuga bati, Butsira oko mugulu werirya, abandu sibatwe isesi.
MRK.14.3	Nomugulu abya eBetania omo nyumba ya Simoni muhaga, abere anikere okwirya, mohasa omukali iniawite okwitambya yeribwe rihenirye ryamaguta agowene wamalasi wobuguri bunene, mwatularyo mutulirago oko mutwe wuwe. 
MRK.14.4	Nikwa ihari bandi bakabuga omwisi syabo nerihitana bati, Busana naki amaguta aya amaheribwa atya bosa kwehi? 
MRK.14.5	Kusangwa ama guta aya anganaguribwe esyofaranka kwilaba amaelfu asatu, isyagabirwa abera. Mobamwagarirwako. 
MRK.14.6	Nikwa Yesu mwa­buga ati, Mumuleke; mukamwendereraya busana naki kwehi? Amangolera omubiri mubuya. 
MRK.14.7	Kusangwa abera bari nenyu ebiro byosi, nekiro mwamasonda mukakolabo ndeke; nikwa simwendisyabya nage ebiro byosi. 
MRK.14.8	Abirikola ekyangatoka; abirihakabya omubiri wage busana neritago. 
MRK.14.9	Kwenene nga­buga nenyu, aho engulu yowene yasyakangiriribwa omo kihugo kyosi, ekyo abirikola kikandisyatulwa busana nerimwibuka.
MRK.14.10	Neryo Yuda Iskariota, abya muguma wo kwikumi na babiri, mwaya oko bahereri bakulu erimuhotera kubo. 
MRK.14.11	No mugulu bowa mobatsema, mobamulaga erimuha esyofaranka. Naye mwasonda-sonda omwanya werimuhotera.
MRK.14.12	Oko kiro kyerimbere kya Mandu ate ko Kihamya, omu gulu baherera ekyana kyembuli kye Pasaka, abiga buwe moba buga naye bati, Ukasonda uti, tuye hahi erikokotya erirya ryePasaka kwehi? 
MRK.14.13	Neryo mwatuma abiga babiri buwe mwabwirabo ati, Muye oko muyi, omulume mukandihindana naye anahekire erilega ryamagetsi; mumukwame, 
MRK.14.14	naha akandingira, mubwire omwenye nyumba, muti, oMukangirirya ati, Engonde yage ya bageni iri hahi, aho ngandirira ePasaka haguma nabiga bage kwehi? 
MRK.14.15	Naye akandibakangya engonde nene eyendata eyabirikokotibwa eyitolere ndeke; eyo mutukokoteraye. 
MRK.14.16	Abiga mobahongoka mobaya oko muyi oyo, mobeya iko bine ngoko abwirabo; mobakokotya ePasaka.
MRK.14.17	Neryo ryamabibya igologolo mwasa nerikumi na babiri. 
MRK.14.18	Neryo babere bane oko butara bakarya, Yesu mwabuga ati, Kwenene ngabuga nenyu, omuguma kwinywe akandisyanyi hotera, omuguma oyu karya haguma nage. 
MRK.14.19	Mobatsuka eribya nobulige, neribuga naye muguma, muguma, bati, Ni ingye kwehi? 
MRK.14.20	Neryo mwabuga nabo ati, Ni muguma werikumi na babiri, oyu kakoleraya omo kisya haguma nage. 
MRK.14.21	Kusangwa oMugala womundu akagenda ngoko kisakire busana naye, nikwa obulige oko mundu oyu kahotera oMugala womundu! Kumbe ryowene omundu oyo nga siabutawa.
MRK.14.22	Neryo abere akarya, mwimya obundu, mwatsumulabo, mwatsutsangabo, mwahabobo, mwabuga ati, Mwimaye; oyu ni mubiri wage. 
MRK.14.23	Mwimya nolutehi, abere abiha ewasingya mwaha lobo, nabo mobapulya kulo abosi. 
