MAT.1.1	Mɛkana maka kɛ lɛpɔ kasi Yesus Krist nɛ̀ mɛɗinɔ mɛ ɓesaŋmbambɔ ɓenɛ. Nyɛ nday Davit, nday Abaraham. 
MAT.23.16	«Mɛbɔnɛ ta ɓalɔ kɛ to yun, wunɛ ɓotu ɓe ɗibina misi ɓe kɛndɛ nɛ ɓomɔ ɓaka! Wunɛ lɛ́pi nde: ‹Ŋgɛ mumɔ kinja mbanjɔ Njambiyɛ, a yakama ɗiyɔ kinɛ tonjɛ yasi te yi nyɛ kpoma kɛ́ na. Yasi wɛtɛ, ŋgɛ nyɛ kinja lɔr te yi ɗiyɛ kɛ mbanjɔ Njambiyɛ kɛ́, na tônjukwɛ yasi te yi nyɛ kpoma kɛ́.› 
MAT.23.17	Ma wunɛ ɓelem, wunɛ ɓotu ɓete ɓe nɛ ɗiɓina misi ɓaka, ŋge kwa̧ jakɔsɔ, yo lɔr ho yo mbanjɔ Njambiyɛ te yi kelɛ nde, lɔr te wôkunaŋgwɛ ndi nɛ Njambiyɛ kɛ́? 
MAT.23.18	Wunɛ lɛ́pi sendi nde: ‹Ŋgɛ mumɔ kinja nɛ ɗinɔ mbɛy nyɛna sadaka nyɛ Njambiyɛ kɛ́, a yakama ɗiyɔ kinɛ tonjɛ yasi te yi nyɛ kpoma kɛ́ na. Yasi wɛtɛ, ŋgɛ nyɛ kinja sadaka te yi ɓo nja̧ kasɛ kɛ mbɛy nyɛna sadaka kɛ́, na tônjukwɛ yasi te yi nyɛ kpoma kɛ́.› 
MAT.23.19	Ma wunɛ ɓotu ɓete ɓe nɛ ɗiɓina misi ɓaka, ŋge kwa̧ jakɔsɔ, yo sadaka te yi ɓo nje nɔ kɛ́, ho yo mbɛy nyɛna sadaka te yi kelɛ nde, sadaka te wôkunaŋgwɛ ndi nɛ Njambiyɛ kɛ́? 
MAT.23.20	Mɔ te ɛ kinja mbɛy nyɛna sadaka nyɛ Njambiyɛ, a kínjaŋgwɛ mbɛy nyɛna sadaka gbesɔ nɛ mɛyasi hɛnɛ te yi ɗiyɛ kɛte kɛ́. 
MAT.23.21	Mɔ te ɛ kinja mbanjɔ Njambiyɛ, a kínjaŋgwɛ mbanjɔ gbesɔ nɛ mɔ te ɛ ɗiyɛ kɛte kɔ. 
MAT.23.22	Sendi, mɔ te ɛ kinja ɗyoɓɔ, a kínjaŋgwɛ siya ɓekumande te yi Njambiyɛ gbesɔ nɛ mɔ te ɛ kɛ ɗiyɔ kɛte kɔ.
MAT.23.23	«Mɛbɔnɛ ta ɓalɔ kɛ to yun, wunɛ ɓotu ɓe kɛtina mɛyasi nɛ̀ *Ɓefarisɛ̧, wunɛ ɓotu ɓe likisi! Kɛto kɛ gbɛla mɛmbunjɔ nde *maŋt nɛ̀ *anis nɛ̀ *kimɛ̧ wunɛ kɛ ɓu̧ yasi hɛnɛ kɛ njokate ɓakɛ kɛ mɛŋgaɓiyɛ kamɔ kamɔ, ɓu̧ kwalɔ ŋgaɓiyɛ te wɛtɛ wɛtɛ nyɛ Njambiyɛ. Wunɛ kɛ kpalɔ tikɔ kelna kpasa mɛyasi mɛte yi ɗiyɛ kɛ mɔy mɛmboŋga nda pɛsina lɛpi nɛ ŋgbeŋ nɛ̀ gwena ɓɛsɔ ŋgwɛtɛ nɛ̀ tikina temɔ kɛ yi Njambiyɛ. Ma yo yite yi wunɛ yâkaŋgwɛ kelɔ kinɛ tikɔ kelna ɓukwɛ mɛyasi mɛte yiri na. 
MAT.23.24	Wunɛ ɓotu ɓete ɓe nɛ ɗiɓina misi ɓe kɛndɛ nɛ ɓomɔ ɓaka, wunɛ kɛ sɛ mɛnjam soŋɛ gbɛla mɔnɔ ɗyɛŋgil kɛte kpalɔ nje tikɔ nyaŋgwɛ nyamɔ nde *samo kɛte mɛnɔ nyɛ.
MAT.23.25	«Mɛbɔnɛ ta ɓalɔ kɛ to yun, wunɛ ɓotu ɓe kɛtina mɛyasi nɛ̀ *Ɓefarisɛ̧, wunɛ ɓotu ɓe likisi! Kɛto wunɛ wéya ndi kɔŋ pelɔ nɛ̀ kɔŋ pan, yasi wɛtɛ, mɔy te tondunate nɛ mɛyasi mɛ guɓɔ nɛ̀ ɓeya mɛyasi mɛte yi wunɛ nyɛ temɔ yun kɛte kɛ́. 
MAT.23.26	Wɛ *Farisɛ̧ te mɔ ɗiɓina misi pâŋ pa weyɛ mɔy pelɔ nɛ̀ mɔy pan, nɛ́ kɔŋ te nje ɓɛ pupunate.
MAT.23.27	«Mɛbɔnɛ ta ɓalɔ kɛ to yun, wunɛ ɓotu ɓe kɛtina mɛyasi nɛ̀ *Ɓefarisɛ̧, wunɛ ɓotu ɓe likisi! Kɛto wunɛ nda mɛɓoŋsɔŋ mɛte yi ɓo si lɔmbɛ konɔ kɛte kɛ́. Kɛ puyɛ, kimɔ yaŋa ɗekɛ nɛ ŋgɛrɛ ŋgɛrɛ, ma mɔy te tondunate nɛ mɛyesɔ mɛ ɓemuŋ nɛ̀ kwalɔ yasi nyɛ̧ hɛnɛ. 
MAT.23.28	Wunɛ ndi sendi ɗete kɛ mbɔmbu ɓomɔ. Ɗekɛ ɔ ɓa nde, wunɛ nɛ ŋgbeŋ, ma kɛ mɔy mɛtemɔ mun likisi nɛ̀ yiŋa ɓeya mɛyasi mɛte yi mɛmboŋga ɓenɛ kɛ́ kɛte nɛ ŋgbɛŋ.
MAT.23.29	«Mɛbɔnɛ ta ɓalɔ kɛ to yun, wunɛ ɓotu ɓe kɛtina mɛyasi nɛ̀ *Ɓefarisɛ̧, wunɛ ɓotu ɓe likisi! Kɛto wunɛ kɛ wɔmɔ mɛɓoŋsɔŋ mɛ ɓotu ɓe punja mɛlɛpi mɛ Njambiyɛ, kɛrke mɛɓoŋsɔŋ mɛ ŋgbeŋ ɓomɔ. 
MAT.23.30	Ma wunɛ kɛ kpalɔ nje lɛpɔ nde: ‹Hɛ má ɗiy kɛ ŋgimɔ te yi ɓesaŋgwɛ ɓusu ɓa̧ nɔ kɛte kɛ́, ma wusɛ tì gbesɛ ɓɔ sinɛ ɓo yí wo nɛ ɓotu ɓe punja mɛlɛpi mɛ Njambiyɛ na.› 
MAT.23.31	Ɗete, wunɛ ɓesa ɓete kɛ pɛsɔ lɛpi yun nɛ ŋguru wun jayɛ nde, wunɛ ɓɔnɔ ɓe ɓotu ɓete ɓe woma ɓotu ɓe punja mɛlɛpi mɛ Njambiyɛ ɓaka. 
MAT.23.32	Ma ndana, nɛ kɛ̂n mbɔmbu yí tonjɛ ndi yasi te yi ɓesaŋgwɛ ɓun kandima kwey kɛ́. 
MAT.23.33	Wunɛ ɓenyɔŋɛ, wunɛ mbo yeri! Wunɛ ta kelɔ nan yí kambɔ nɛ mɛbɔnɛ mɛte yi ɗitɛ te ɛ ti ɗím teɗye kɛ́? 
MAT.23.34	Ɗete, mi kɛ tomɔ ɓotu ɓe punja mɛlɛpi mɛ Njambiyɛ nɛ̀ ɓotu ɓe ɗyanɔ nɛ̀ ɓotu ɓe kɛtina mɛyasi kɛnjɛ wunɛ. Wunɛ ta wo ɓaŋa, ŋgba ɓaŋa kɛ kroa, njurɔ ɓaŋa nɛ njambala kɛ mɛmbanjɔ mɛwesiɗya mun. Nɛ ta teɗye ɓo nyaŋgwɛ mɛbɔnɛ nɛ mɛɗya yí kɛ̀ nɔ. 
MAT.23.35	Mɛyasi ta kwaŋna ɗete, nɛ́ mɛkiyɔ hɛnɛ te yi ɓotu ɓete ɓe tì kelɛ yiŋa ɓeya yasi yi nyanjama kɛ to mɛnɛti maka kɛ́ ɓal kɛ to yun, kandɛ kɛ mɛkiyɔ mɛ Abɛl te ŋgbeŋ mumɔ kumɔ kɛ mɛkiyɔ mɛ Sakari te mɔnɔ Baraki yi wunɛ woma kɛ njoka mbanjɔ Njambiyɛ nɛ mbɛy nyɛna sadaka nyɛ Njambiyɛ kɛ́. 
MAT.23.36	Gbakasi yi mi lɛpɛ nyɛ wunɛ kɛ́: Mɛyasi mɛte hɛnɛ ta ɓalɔ kɛ to ɓotu ɓe ŋgimɔ te yɔkɔ.
MAT.23.37	«Yerusalɛm, Yerusalɛm, wɛ ɛ ɗiki wo ɓotu ɓe punja mɛlɛpi mɛ Njambiyɛ, lu̧ ɓotu ɓete ɓe Njambiyɛ tomɛ njesɛ kɛ yɔ ɓaka nɛ mɛtari wo, mi kwaɗya wesiɗye ɓɔnɔ ɓɔ nda yi gway kuɓɛ gukule nɛ ɓɔnɔ ɓenɛ kɛ nji̧ mɛpapɔ mɛnɛ kɛ́! Ko ɗete, nɛ tì kwaɗyɛ na. 
MAT.23.38	Ma ndana nɛ ta tika nɛ tu̧ ɗyun gboŋgote. 
MAT.23.39	Yasi wɛtɛ, mi kɛ lɛpɔ nyɛ wunɛ nde: Wunɛ tí ɓɛŋɛ se mi na kumɔ komɛ wunɛ ta duwɛ lɛpɔ nde: ‹Mɛkombila nɛ yɔkɔ ɛ nje nɛ ɗinɔ Baba Mbokɔ kɔ!› »
MAT.24.1	Kɛ ŋgimɔ te yi Yesus ɓa̧ kɛ pundɔ kɛ mbanjɔ Njambiyɛ kɛ́, ɛ ɓejekɛ ɓenɛ kɛ̀ kɛ kɛki nɛ lɛpɔ nde, a sêŋgila ndi mɛtu̧ mɛ mbanjɔ Njambiyɛ. 
MAT.24.2	Yasi wɛtɛ, ɛ nyɛ yeŋsa nyɛ ɓo nde: «’Nduku wunɛ kɛ ɓɛŋɛ mɛyasi mɛnɔri hɛnɛ? Gbakasi yi mi lɛpɛ nyɛ wunɛ kɛ́: Kinɛ tari wɛtɛ nɛ wɛtɛ ta ɗiyɔ waka kɛ to jakɔsɔ kinɛ nde, ɓo gbûŋgula ɓetɛ kɛ mɛnɛti na.»
MAT.24.3	Kɛ kɔŋte, ɛ nyɛ kwa̧ kɛ̀ ɗiyɔ mɛtiɗyɛ kɛ *Keki mɛoliviye. Ɛ ɓejekɛ ɓenɛ nje dolɔ nyɛ tandɛ yan diyɛ nyɛ nde: «Lɛpɔ nyɛ wusɛ, mɛyasi mɛte ta kwaŋna ndenɛn? Yo ŋge yi ta teɗye nde, njena yɔ nɛ̀ siyna mbokɔ te yɔkɔ ma wuta kɛ́?» 
MAT.24.4	Ɛ Yesus yeŋsa nyɛ ɓo nde: «Wunɛ ɗîy nɛ sɔsɔ, ma mumɔ mɛ nje seɓile wunɛ. 
MAT.24.5	Kɛto ɓuɗya ɓomɔ ta nje nɛ ɗinɔ ɗyembɛ lɛpɔ nde: ‹Mi *Krist, mi kɔ!› Ɓo ta seɓile ɓuɗya ɓomɔ. 
MAT.24.6	Nɛ ta wokɔ ɓomɔ kɛ lɛpɔ kasi mɛɗyambi, wokɔ ŋgum ŋgum te. Wunɛ tî gwaki kaŋ yaŋa na, kɛto mɛyasi mɛte yâkaŋgwɛ kelna. Ndi nde, yite tì pa ɓɛ siyna mɛyasi na. 
MAT.24.7	Kandɔ wɛtɛ ta tɛmɛ lu̧ ɗyambi nɛ wɛtɛ kandɔ. Kumande wɛtɛ má tɛmɛ lu̧ ɗyambi nɛ jakɔsɔ. Kolɔ ta kelna kɛ yiŋa mɛmbɛy, sendi mɛnɛti ta ŋgwaŋgwa kɛ yiŋa mɛmbɛy. 
MAT.24.8	Mɛyasi mɛnɔri hɛnɛ ta ɓɛ ndi gbɛla toŋ mɛbɔnɛ. 
MAT.24.9	Ɓo ta kaŋɛ wunɛ nyɛ ɓomɔ, ɓo má teɗye wunɛ ɓeya nyaŋgwɛ mɛbɔnɛ wo wunɛ. Mɛkandɔ hɛnɛ ta ɓenɔ wunɛ kɛto ɗinɔ ɗyembɛ. 
MAT.24.10	Ɗete, yo ta nje jatiɗye ɓuɗya ɓomɔ kɛnjɛ kɛ ɓeya nje. Ɓomɔ ta ɗyaŋgwina ɓenna tandɛ yan. 
MAT.24.11	Ɓuɗya ɓomɔ ta nje lɛpɔ ja̧ nde, ɓo ɓotu ɓe punja mɛlɛpi mɛ Njambiyɛ. Ɓo ta jatiɗye ɓuɗya ɓomɔ kɛ ɓeya nje. 
MAT.24.12	Kelna ɓeya mɛyasi mɛte yi mɛmboŋga ɓenɛ kɛ́ ta ɗɔkɔ ɗɔkɔ kɛ̀ nɔ mbɔmbu. Ɗete, sulɔ ɓomɔ tí kwaɗya se ɓuɗyate kɛ̀ nɔ mbɔmbu nda yi ɓo kandima nɔ kɛ́ na. 
MAT.24.13	Ma yɔkɔ ɛ ta gbisɔ kelɔ tiŋ kumɔ kɛ siynate kɔ ta ju̧. 
MAT.24.14	Ɓo ta pelɛ Kimɔ Tom te yi lɛpɛ kasi *Kandɔ te yi kwey kɛ́ kɛ to mbokɔ hɛnɛ, nɛ́ mɛkandɔ hɛnɛ si woku. Kɛ kɔŋte, siyna mɛyasi má nje ɗya̧ yɛy.
MAT.24.15	«Yo nde, wunɛ ta ɓɛŋɛ mɔ te yi ɓo jeɓa nde *Nyaŋgwɛ mɔ ɓekiɗya mɛyasi ɛ kelɛ gbutu ɓiye nɛ mbanjɔ Njambiyɛ kɔ. Daniyɛl te mɔ punja mɛlɛpi mɛ Njambiyɛ lɛpima kasi nɛ. A ta nje ɗiyɔ kɛ mbɛy te yi nɛ kiyɔ kɛ́. Ma mɔ te ɛ tɔlɛ mɛlɛpi maka kɔ wôku to te ɗiyɔ nɛ sɔsɔ. 
MAT.24.16	Yite nɛ̀ ɓotu ɓete ɓe ɗiyɛ kɛ mɛnɛti mɛ Yuda ɓaka sɛ̂ɗyikwɛ kambɔ kɛ̀ kɛ to mɛkeki. 
MAT.24.17	Mɔ te ɛ ta ɓɛ kɛ tosiyɔ̧ kɔ pîkwɛ kinɛ pa nyiŋɛ tu̧ nde, na kɛ̀ ɓu̧ yaŋa pundɔ nɔ na. 
MAT.24.18	Sendi, mɔ te ɛ ta ɓɛ kɛ ŋgwaŋ kɔ tî yɔkwɛ nɛ kɔkɔ nde, na pa kɛ̀ ɓu̧ lambɔ nɛ na. 
MAT.24.19	Kɛ ŋgimɔ te yite, ɓoma ɓete ɓe ta ɓɛ nɛ mɔy nɛ̀ ɓaka ɓe ta ɓɛ ndi kɛ nyɛ ɓɔnɔsikɛ ɓɛri ɓaka ta saŋgwa nɛ mɛbɔnɛ. 
MAT.24.20	Wunɛ ŋgwɛ̂taŋgwɛ nɛ Njambiyɛ nde, ŋgimɔ sokɔ te tî ɗyaŋ kɛ ŋgimɔ abekata ho kɛ wɛtɛ yesɔ *Saba na. 
MAT.24.21	Kɛto kɛ ŋgimɔ te yite nyaŋgwɛ mɛbɔnɛ ta ɓɛŋna. Kandɛ yi Njambiyɛ ma kúsu nɛ mbokɔ kumɔ ndana yiŋa nyaŋgwɛ mɛbɔnɛ tì pa ɓɛŋna ɗete na. Sendi, yiŋa nyaŋgwɛ mɛbɔnɛ tí ɓɛŋna se ɗete wɛtɛ yesɔ na. 
MAT.24.22	Ti ɓɛki nde, Baba Mbokɔ kâya ɓuyɔ mɛtu mɛte tikɔ nɛ ŋgbet na, ma mumɔ wɛtɛ nɛ wɛtɛ tí ju̧ na. Yasi wɛtɛ, a ta kayɛ yo, kɛto ɓotu ɓete ɓe nyɛ sima si tɔkɛ ɓaka. 
MAT.24.23	Ma ŋgɛ mumɔ lɛpɛ nyɛ wunɛ nde: ‹Ha *Krist waka ho a wari!› wunɛ tî jaya na. 
MAT.24.24	Kɛto ɓotu ɓete ɓe lɛpɛ ja̧ nde, ɓo Krist nɛ̀ ɓaka ɓe lɛpɛ sendi nde, ɓo ɓotu ɓe punja mɛlɛpi mɛ Njambiyɛ ɓaka ta nje. Ɓo ta kelɔ nyaŋgwɛ mɛyekambiyɛ, kelɔ sendi nyaŋgwɛ mɛyasi, simande ɓo yakama jatiɗye ko ɓotu ɓete ɓe Njambiyɛ sima si tɔkɛ ɓaka kɛ yiŋa ɓeya nje. 
MAT.24.25	Ma mi ma lɛpɔ mɛyasi hɛnɛ nyɛ wunɛ.
MAT.24.26	«Ma ŋgɛ ɓo lɛpɛ nyɛ wunɛ nde: ‹Ha *Krist kaka kɛ koŋgor!› wunɛ tî kɛn na. Ho nde: ‹A kɛ mɛsɔma kɛ toŋgari womaŋa!› wunɛ tî jaya na. 
MAT.24.27	Yo nde, njena *Mɔnɔ mumɔ ta ɓɛ nda yi yɛsi mbiyɔ yɛsɛ nɔ nɛ vɛrum, panɔ kandɛ komɛ yesɔ pundɛ kumɔ komɛ yesɔ ɓalɛ kɛ́. 
MAT.24.28	Ma kɛ mbɛy hɛnɛ te yi muŋ yasi ɗiyɛ kɛte, ɓedaɓo wésiɗyaŋgwɛ womɛte.
MAT.24.29	«Ŋgɛ mɛtu mɛ nyaŋgwɛ mɛbɔnɛ mɛnɔri siyɛ ndi ɗekɛ kɛ́, yesɔ ta ɗimɔ, ŋgwɛndɛ tí panɔ se na, ɓesisɔ̧ ta kɛtiyɛ kɛ kwey ɓalɔ kɛ mɛnɛti. Mɛyasi mɛte yi nɛ ŋguŋguɗyɛ yi ɗiyɛ kɛ kwey kɛ́ ta ŋgbɔkisa ɓuɗyate. 
MAT.24.30	Kɛ kɔŋte, yasi te yi teɗye nde, *Mɔnɔ mumɔ yima kɛ́ ta pundɔ kɛ ɗyoɓɔ, mɛkandɔ mɛ ɓomɔ hɛnɛ kɛ to mɛnɛti ta jaɓa. Ɓo ta ɓɛŋɛ Mɔnɔ mumɔ kɛ nje kɛ to mɛkulutu kɛ kwey nɛ nyaŋgwɛ ŋguŋguɗyɛ nɛ̀ nyaŋgwɛ mɛluksa. 
MAT.24.31	A ta tomɔ ɓejaki ɓenɛ nɛ nyaŋgwɛ mɛdɔmbiya kɛnjɛ kɛ mɛmbɛy hɛnɛ kɛ̀ wesiɗye ɓotu ɓete ɓe nyɛ sima tɔkɛ ɓaka kɛ mɛɓoku mɛ mɛnɛti maka yini kɛ mbokɔ hɛnɛ.
MAT.24.32	«Wunɛ ɓôŋ ɗyanɔ kɛ yasi te yi *figiye teɗye kɛ́. Kɛ ŋgimɔ te yi mɛɓɔ mɛte mɛ kɛ ɓɔyɛ nɛ̀ kɛ ŋgimɔ te yi mɛmbɔru mɛte mɛ kɛ lo, wunɛ kɛ duwɛ nde, ŋgimɔ mbiyɔ ma wuta. 
MAT.24.33	Ɗete sendi, komɛ wunɛ ta ɓɛŋɛ nde, mɛyasi mɛnɔri hɛnɛ mɛ kɛ ɗya̧, wunɛ dûkwɛ nde, *Mɔnɔ mumɔ mɛ nɛdɔ te yi nje, yasi mɛ kɛ ŋgiŋ nyinɔ. 
MAT.24.34	Gbakasi yi mi lɛpɛ nyɛ wunɛ kɛ́: Ko ɓotu ɓete ɓe nɛ joŋ kɛ ŋgimɔ te yɔkɔ ɓaka tí gwe hɛnɛ kinɛ nde, mɛyasi mɛnɔri ɗyâŋ na. 
MAT.24.35	Ɗyoɓɔ nɛ̀ mɛnɛti ta si kwa̧ yambile, ma ndi mɛlɛpi mɛmbɛ tí yambile ko wɛtɛ yesɔ na.
MAT.24.36	«Ma kɛ kasi yesɔ nɛ̀ hawa te yi mɛyasi mɛte ta ɗya̧ kɛte kɛ́, ko mumɔ wɛtɛ nɛ wɛtɛ yeti kɛ duwɛ na, ko ɓejaki ɓete ɓe ɗiyɛ kɛ ɗyoɓɔ ko *Mɔnɔ, ndi Da nyɛpɔ duwɛ. 
MAT.24.37	Yasi te yi kwaŋnama kɛ ŋgimɔ Nɔy kɛ́ ta kwaŋna sendi ɗete kɛ ŋgimɔ te yi Mɔnɔ mumɔ ta nje kɛte kɛ́. 
MAT.24.38	Kɛ mɛtu mɛte yi mbeŋ tì pa ɗya̧ na, ɓomɔ ɗikima ɗyena, ɗye mɛnjam, kelɔ mɛgwaki, kɛnjɛ ɓeŋgɔndu ɓan kɛ mɛgwaki kumɔ kɛ yesɔ te yi Nɔy nyiŋma nɔ kɛ mɔy nyaŋgwɛ kuka kɛ́. 
MAT.24.39	Ɓomɔ tì ɓɛ kɛ takɛ yaŋa na kumɔ nde, nyaŋgwɛ mbeŋ ɗyaŋma si mɛmiyɛ ɓo hɛnɛ. Yo ta kwaŋna sendi ɗete kɛ ŋgimɔ te yi Mɔnɔ mumɔ ta nje kɛ́. 
MAT.24.40	Ma kɛ njoka ɓembam yiɓa ɓe ta ɓɛ kɛ kelɔ mɛsay kɛ ŋgwaŋ, a ta ɓu̧ wɛtɛ, tikɔ wɛtɛ. 
MAT.24.41	Kɛ njoka ɓoma yiɓa ɓe ta ŋgbɔ kɔkɔ yasi kɛ tari, a ta ɓu̧ wɛtɛ, tikɔ wɛtɛ. 
MAT.24.42	Ɗete, wunɛ pɛ̂m yasi, kɛto wunɛ yeti kɛ duwɛ ŋgimɔ te yi Nyaŋgwɛ Kumande wun ta nje kɛte kɛ́ na. 
MAT.24.43	Wunɛ dûkwɛ gba nde: Sa tu̧ má dukwɛ ŋgimɔ te yi mɔ guɓɔ nje nɔ nɛ tu kɛ́, ma nyɛ kɛ pɛmɔ yasi, kambɔ mɔ guɓɔ mɛ nje lekɛ tu̧ nyiŋɛ guɓɔ mɛyasi. 
MAT.24.44	Ɗete wunɛ sendi, wunɛ kômsaŋgwɛ, kɛto Mɔnɔ mumɔ ta nje kɛ ŋgimɔ te yi wunɛ tì ɓɛ kɛ takɛ nde, a ta nje kɛte kɛ́.
MAT.24.45	«Yo mɔ mɛsay te yɛn yi ɓo yakama ɓɛ nɛ ɓiɓina temɔ nɛ nyɛ? Yo yɔkɔ ɛ nɛ sɔsɔ yi masa wenɛ tɛmbiɗya nyɛ nde, a ɗîy nɛ ɓotu ɓe mɛsay ɓenɛ yí nyɛ ɓo mɛɗye yaka nɛ ŋgimɔ te yi nyɛ pɛsima kɛ́. 
MAT.24.46	Mɔ mɛsay kɔ nɛ mɛsosa, ŋgɛ masa wenɛ yɔkwɛ dolɔ nyɛ kɛ kelɔ ɗete. 
MAT.24.47	Gbakasi yi mi lɛpɛ nyɛ wunɛ kɛ́: A ta nje tɛmbiɗye nyɛ, na ɗiy nɛ mɛyasi mɛnɛ hɛnɛ. 
MAT.24.48	Yasi wɛtɛ, ŋgɛ mɔ mɛsay kɔ ɓɛ ɓeya mɔ mɛsay, a ta lɛpɔ kɛ mɔy temɔ nɛ nde: ‹Masa wombɛ tí yɔkwɛ ndana nɛdɔ na.› 
MAT.24.49	Ɔ ɓɛ́ŋa, ŋgɛ nyɛ nyɛ ɓɔ kɛ mɛndina ɓɛsɔ ɓotu ɓe mɛsay, ɗiyɔ ndi mɛɗye nɛ̀ hɔɓiya mɛnjam ɓenɛ ɓotu ɓe gwena mɛnjam, 
MAT.24.50	yite wɛtɛ yesɔ masa wenɛ ta duwɛ ɗya̧ kɛ yesɔ te yi nyɛ tì ɓɛ kɛ takɛ nde, a ta ɗya̧ kɛte na, kɛ hawa te yi nyɛ tí duwɛ na. 
MAT.24.51	A ta teɗye nyɛ nyaŋgwɛ mɛbɔnɛ tikɔ kɛ nje sɔŋ kelɔ nɛ nyɛ nda yi ɓo kelɛ nɛ ɓotu ɓe likisi kɛ́. Yo womɛte komɛ nyɛ ta lelɔ nyambɔ mɛsu̧.»
MAT.25.1	«Ma komɛ *Kandɔ te yi kwey ta nje kɛ́, mɛyasi ta kwaŋna nda yi yo kwaŋnama nɔ kɛ kanɔ ɓaŋa ɓeŋgɔndu kamɔ ɓe ɓoŋma mɛlambo man yí kɛ̀ saŋgwa nɛ mbam gwaki. 
MAT.25.2	Kɛ njoka yan, yitan tì ɓɛ nɛ ɗyanɔ na, ma ɓari ɓetan ɓa̧ nɛ ɗyanɔ. 
MAT.25.3	Ɓaka ɓe tì ɓɛ nɛ ɗyanɔ ɓaka ɓoŋma mɛlambo man kinɛ ɓiye yiŋa karasin kwa̧ nɔ na. 
MAT.25.4	Ma ɓaka ɓe ɓa̧ nɛ ɗyanɔ ɓaka ɓoŋma mɛlambo man tɛlɔ sendi yiŋa karasin kɛ mɛndaki ɓiye kwa̧ nɔ. 
MAT.25.5	Mbam gwaki linjama kinɛ nje nɛdɔ na, ɗete ɛ ɓo hɛnɛ si dɔŋgbɔ kwa̧ nɛ jakɔ. 
MAT.25.6	Nɛ ɓembe tu ɓo wóku kembi: ‹Wunɛ tɛ̂ma dɔ, mbam gwaki ɗyaŋma. Nɛ pûndu kɛ̀ saŋgwa nɛ nyɛ.› 
MAT.25.7	Ndana, ɛ ɓo hɛnɛ jemiyɛ tɛmɛ kombile mɛlambo man. 
MAT.25.8	Ɓaka ɓe tì ɓɛ nɛ ɗyanɔ ɓaka nja̧ lɛpɔ nyɛ ɓari nde: ‹Nɛ nyɛ̂ki wusɛ yiŋa mɔnɔ karasin yun, kɛto mɛlambo musu kɛ si ɗimɔ.› 
MAT.25.9	Ɛ ɓari ɓe ɓa̧ nɛ ɗyanɔ ɓaka yeŋsa nde: ‹Ko na, yite tí yaka wusɛ sinɛ wunɛ hɛnɛ na. Wunɛ kpâl kɛ̀ kɛ mbɛy ɗyaŋgwate kɛ̀ ɓɔmɔ yun mate.› 
MAT.25.10	Piŋɔ te yi ɓo ɓa̧ kɛ kɛ̀ kɛ ɓɔmnate kɛ́, ɛ mbam gwaki ɗya̧. Ɓari ɓe komsama ɓaka nyiŋma ɓenɛ ɓe mbam gwaki kɛ tu̧ jesɔ gwaki, ɛ ɓo ɗiɓɛ numɛy nɛ kpikip. 
MAT.25.11	Ɗiyɔ te kɛ kɔŋte kɛ́, ɛ ɓeŋgɔndu te ɓari nje ɗya̧ yɛy kembiɗya lɛpɔ nde: ‹Nyaŋgwɛ mbam, nyaŋgwɛ mbam, ɓuta numɛy nyɛ wusɛ.› 
MAT.25.12	Ɛ mbam nje ɗiyɔ yeŋsa nyɛ ɓo nde: ‹Gbakasi yi mi lɛpɛ nyɛ wunɛ kɛ́: Mi yeti kɛ duwɛ wunɛ na.› 
MAT.25.13	Ɗete, wunɛ pɛ̂m yasi, kɛto wunɛ yeti kɛ duwɛ yesɔ ko hawa te yi *Mɔnɔ mumɔ ta ɗya̧ kɛte kɛ́ na.
MAT.25.14	«Komɛ *Kandɔ te yi kwey ta nje kɛ́, mɛyasi ta kwaŋna nda yi yo kwaŋnama kɛ kasi wɛtɛ mbam te ɛ kwaɗya kɛ̀ lɔndunate kɛ wɛtɛ mɛnɛti kɔ. Kɛ ŋgimɔ kwaŋge ɛ nyɛ jeɓa ɓotu ɓe mɛsay ɓenɛ kaŋɛ kusuku nɛ nyɛ ɓo. 
MAT.25.15	A kaŋma miliyɔŋ yitan nyɛ bosa mumɔ, kaŋɛ miliyɔŋ yiɓa nyɛ mɔ yiɓa, nje kaŋɛ miliyɔŋ wɛtɛ nyɛ mɔ yitati. A nya mumɔ hɛnɛ ɓeŋgwɛ ɗeti nɛ. Kɛ kɔŋte, ɛ nyɛ tɔkɛ kɛndi kwa̧. 
MAT.25.16	Ndana ndana, mɔ te ɛ ɓoŋma miliyɔŋ yitan kɔ kwaŋma si kɛ̀ ɗɔkwɛ yo, kweɗya sendi miliyɔŋ yitan dokiɗye kɛ to te yiri. 
MAT.25.17	Mɔ yiɓa ɛ ɓoŋma miliyɔŋ yiɓa kɔ kelma ndi sendi ɗete. A dolma miliyɔŋ yiɓa dokiɗye kɛ to te yiri. 
MAT.25.18	Ma mɔ te ɛ ɓoŋma ndi miliyɔŋ wɛtɛ kɔ kwaŋma kɛ̀ ɗokile mɛnɛti sɔɗyɛ mɔni masa wenɛ kɛte. 
MAT.25.19	Yo kwaŋma ɓuɗya mɛtu ɛ masa wan nje yɔkwɛ. A jeɓama ɓo, nɛ́ ɓo lɛpi yasi te yi ɓo kelma nɛ mɔni te kɛ́. 
