MAT.1.1	Tone nüri bama pünanaquiti Jesucristo tücañe, bama ipiarientetorrti David y arrti Abraham.
MAT.21.34	Nauquiche tiñatai nitiempo nupucu uva, bacüpuruti ümo bama imostoti ariorrüma anquirioma uva arrüna tocabo ümoti pünanaqui manuma trabajadorerrü. 
MAT.21.35	Nauquiche tiñataimia manuma mamosoca taha, enoma ui bama trabajadorerrü. Tamanti ocüsioma ümoti, arrti quiatarrü taborioti y arrti quiatarrü obürio ümoti oboi canca. 
MAT.21.36	Arrti maniqui iyoche bacüpuruti tatito ümo sürümanama mamosoca. Pero arrümanuma trabajadorerrü isiatai tatito uimia tacana arrüna yachücoimia ümo manuma primero.
MAT.21.37	‛Au nitacürurrü icüpurutiti naqui propiorrü aütorrti, itopiqui mapensarati sane: “Tiene que ane ñanauncurrüma manuma trabajadorerrü ümoti naqui isaü”. 
MAT.21.38	Nauquiche tiñataiti taha, arrümanuma trabajadorerrü asaramatü cümenuti, namatü ümomantoe: “Tonenti aütorrti naqui iyoche. Tonenti ñana naqui ümoche atorri nanaiña. Uitabairoti nauqui noesa caüma na ñanaunrrü”. 
MAT.21.39	Sane nauquiche iñenomati, iquianamati auqui manu ñanaunrrü, y itabairomati.
MAT.21.40	Auqui arrti Jesús ñanquitioti pünanaqui bama sacerdoterrü y pünanaqui bama mamayoreca:
MAT.21.40	—Arrtü cuati tato caüma maniqui iyoche, ¿causanempü uiti ümo manuma trabajadorerrü?
MAT.21.41	Auqui aiñumuma:
MAT.21.41	—Ui nitüborirrti ümoma, taborioma uiti. Itorrimiatati manu ñanaunrrü ümo maquiataca trabajadorerrü arrübama urria yachücoimia. Arrüma caüma itorrimiatama arrüna tocabo ümoti, arrtü tütane cosecharrü.
MAT.21.42	Auqui nanti Jesús ümoma:
MAT.21.42	—¿Champürrtü lehebo año arrüna nantü icu Nicororrü? Nantü sane:
MAT.21.42	Arrübama masamunu porrü oboi canca, yarutaübutama manu taman canrrü ñaquioncorrüma churriampü, abu manrrü urria.
MAT.21.42	Tone baserebio tacana taman nompacüorrü principal ümo porrü.
MAT.21.42	Arrüna isamutenti Señor usucarü ucütobüca uirri.
MAT.21.43	‛Sane nauquiche sucanañü aume —nanti Jesús—, tiene que acaübu amopünanaqui arrüna nüriacarrti Tuparrü, nauqui atorri ümo bama ipiaca aiñama nisüboriquirrimia tacana arrüna urria ümoti Tuparrü. 
MAT.21.44	Tapü arrümanu canrrü, arrtü anati naqui taübüco onü, coiñoti. Y arrti naqui paquio manu canrrü onüti, cütocati nurria iquiana. (Arrti Jesús tacana manu canrrü. Arrübama üriatu israelitarrü tacana bama masamunu porrü.)
MAT.21.45	Nauquiche oncoimia manuma üriatu bama sacerdoterrü ichepe manuma fariseorrü arrümanio machepecataca uiti Jesús, tütusiatai ümoma arrümanu nurarrti ta ümoma. 
MAT.21.46	Sane nauquiche rranrrümampü aiñenomati. Pero birrubuma ñünana macrirrtianuca, itopiqui arrüma icocotama que arrti Jesús profetarrti, y manitanati au nürirrti Tuparrü.
MAT.22.1	Auqui arrti Jesús manitanati tatito yupu machepecataca, nanti ümoma:
MAT.22.2	—Arrüna arrtü üriabucati Tuparrü oemo, pasao uiti tacana uiti maniqui yüriaburrü naqui masamunuti tübübürrü ümo nipocorrti aütorrti. 
MAT.22.3	Bacüpuruti ümo bama imostoti ariorrüma atasuma ümo bama tütasuruma. Pero arrüma bama champürrtü rranrrüma aüromatü ümo manu tübübürrü. 
MAT.22.4	Auqui bacüpuruti tatito ümo maquiataca imostoti, nanti ümoma: “Amucanaño ümo bama tasuru que tüchauqui pemacarrü. Chauqui tanaiña apobiqui sümucuca, tari yebomatü ümo tübübürrü”. 
MAT.22.5	Pero arrümanuma tasuru champü nümoche uimia. Anati naqui sürotitü au niyorrti y maquiataca süromatü ümo nesarrüma negociorrü. 
MAT.22.6	Maquiataca iñenoma manuma imostoti maniqui yüriaburrü. Ocüsioma ümoma y taborioma uimia. 
MAT.22.7	Sane nauquiche arrti maniqui yüriaburrü tüboricoti nurria. Bacüpuruti ümo sürümanama masortaboca nauqui, ariorrüma aitabairoma manuma mayatabayoca y nauqui aiñonocoma ito manu nesarrüma pueblurrü. 
MAT.22.8	Auqui nanti ümo manuma imostoti: “Chauqui tütane nanaiña ümo tübübürrü, pero arrümanuma tasuru tarucu nimialocorrüma. Sane nauquiche champürrtü cuamatü. 
MAT.22.9	Amecosi caüma auba nerrüquinaca tanu yusiu ba cayaca, apatasu ümo bama cualquierarrtai bama apicuñucama, nauqui ayematü ümo tübübürrü”. 
MAT.22.10	Auqui arrümanuma mamosoca süromatü yusiu cayaca. Oberabarama uimia enterurrüma bama icuñunuma. Aboma bama malorrü y aboma ito bama buenurrrü. Sane nauquiche ataso niporrti maniqui yüriaburrü ui arrümanuma tasuru.
MAT.22.11	‛Auqui arrti maniqui yüriaburrü sürotipo asaboriti ümoma. Besüro narrtarrti ümoti maniqui taman ñoñünrrü anan cati acamanu eanama. Champürrtü aibioti tacanarrtü ümo tübübürrü. 
MAT.22.12	Nanti ümoti: “¿Causane ayetüpo aübu arrüna nahibi sane? ¿Causane chacampiacapü nauqui ayetü ümo na tübübürrü?” Arrti maniqui ñoñünrrü chümanitanatipü ui nicüsorrti. 
MAT.22.13	Auqui arrti maniqui yüriaburrü nanti ümo manuma mamosoca baserebioma icu mensarrü: “¡Apipüniñoencasarrti y apitomoensio ito neherrti! ¡Apipenesorrti türüpo ümo tomiquianene! Taha au infierno, aboma bama areoroma y botoquio nohorrüma”.
MAT.22.14	‛Sürümanama bama tasuru, pero mümanamantai bama tacümanauncunu uiti Tuparrü.
MAT.22.15	Arrümanuma fariseorrü caüma süromatü türüpo, apachema causane niquiubuma nauqui anitati Jesús uimia arrüna uiche puerurrü urabomati. 
MAT.22.16	Sane nauquiche bacüpuruma ümo bama ñanunecasarrüma ichepe manuma auqui nesarrti partidorrü Herodes nauqui aüromatü esati. Arrüma namatü ümoti Jesús:
MAT.22.16	—Maestro, tusio suiñemo que ñemanauntu arrüna nura isucarü macrirrtianuca y aiñununecacama ito causane nauqui urria nisüboriquirrimia ümoti Tuparrü, y champü nümoche obi ñapensaca macrirrtianuca. 
MAT.22.17	Urasoi suisucarü arrüna sane: ¿Taqui urria bapaca impuestorrü ümoti yarusürürrü yüriaburrü Cesar o champü?
MAT.22.18	Pero arrti Jesús tütusiatai ümoti arrümanu churriampü ñapensacarrüma, auqui nanti ümoma:
MAT.22.18	—Arraño mañapanca. ¿Causane apache macocotorrü iñemo? 
MAT.22.19	Apitusianca isucarüñü taman monedarrü arrüna uiche apapaca impuestorrü.
MAT.22.19	Itusiancatama isucarüti taman monedarrü.
MAT.22.20	Nauquiche tarrtaiti Jesús manu monedarrü, ñanquitioti pünanaquimia, nanti:
MAT.22.20	—¿Nausüpütuche arrüna ane icu na monedarrü y quiti üriche arrüna ane corobo icu?
MAT.22.21	Aiñumuma manuma fariseorrü, namatü:
MAT.22.21	—Nürirrti yarusürürrü yüriaburrü Cesar y nausüpüturrti.
MAT.22.21	Auqui nanti Jesús ümoma:
MAT.22.21	—Apitorrimia te ümoti Cesar arrüna tocabo ümoti y apitorrimia ito ümoti Tuparrü arrüna tocabo ümoti.
MAT.22.22	Nauquiche oncoimia arrüna sane nurarrti Jesús ümoma, cütobüsoma uiti. Auqui süroma tato. Onconoti Jesús uimia.
MAT.22.23	Au manu nanenese iñataimia esati bama saduceorrü nauqui aparimia aübuti. Arrüma chicocotapüma nisüboriquirrimia tato bama coiño. Sane nauquiche caüma ñanquitioma pünanaquiti Jesús, namatü:
MAT.22.24	—Maestro, arrti Moisés bacüpuruti sane: Arrtü anati taman ñoñünrrü naqui coiñatai pünanaqui nicüpostoti, chaübosiopü uiti, tari ñatoconati quiatarrü yaruquitorrti apoti aübu, nauqui ane naübosirri uiti au nürirrti maniqui coiño. 
MAT.22.25	Bueno, auna subarrüpecu aboma tücañe sietema mañoñünca yaruquitorrümantoe. Arrti maniqui yarusürürrü posoti, pero coiñotiatai pünanaqui nicüpostoti. Champürrtü aübosio uiti. 
MAT.22.26	Arrti maniqui segundo posoti aübu manu biurarrü, isiatai, coiñotiatai ito pünanaqui, chaübosiopü uiti. Isiatai pasabo ümoti maniqui tercero y sane niyücürrü hasta arrti maniqui séptimo. 
MAT.22.27	Au nitacürurrü coiño ito manu paürrü. 
MAT.22.28	Carü ñana arrtü süboricomapü tato eanaqui macoiñoca, quiti uturiqui manuma siete, naqui propiorratoe iquiana manu paürrü? Itopiqui chépe posoma aübu.
MAT.22.29	Aiñumuti Jesús, nanti ümoma:
MAT.22.29	—Arraño champürrtü apipiaca apapensa, itopiqui champürrtü apisuputacai Nicororrü ni arrünampü nicusüurrti Tuparrü. 
MAT.22.30	Arrtü süboricoma tato bama macoiñoca, champüqui nümoche apoma. Arrüna nacarrüma caüma chauqui tacana naca bama angelerrü esati Tuparrü au napese. 
MAT.22.31	Arraño chapicocotapü arrüna nisüboriquirrimia tato bama coiño, ¿canapae champürrtü lehebo año arrüna nurarrti Tuparrü icu Nicororrü? Nanti sane: 
MAT.22.32	“Arrüñü Tuparrüñü ümoti Abraham, ümoti Isaac y ümoti Jacob”. Arrti Bae Tuparrü champürrtü Itupa bama macoiñoca, ta Itupa bama süborico. (Itopiqui arrti rranrrti nauqui uiñanaunuti. Abu arrübama coiño chüpuerurrüpümainqui aiñanaunumati. Uirri tusio que arrübama trerrü antiburrü süboricoma tato esati Tuparrü.)
MAT.22.33	Nauquiche oncoimia arrüna sane, arrümanuma macrirrtianuca cütobüsoma ui arrüna ñanunecacarrti.
MAT.22.34	Arrübama fariseorrü iyoberabaramacü nauquiche tipiatema que uiti Jesús etayoimia arrübama saduceorrü. 
MAT.22.35	Tamanti uturuqui bama fariseorrü, naqui manunecana nüriacarrü, rranrrtipü aiñanti macocotorrü ümoti Jesús. Ñanquitioti pünanaquiti:
MAT.22.36	—Maestro, ¿ñacuna manrrü yarusürürrü bacüpucurrü omeanaqui nanaiña arrüba bacüpucuca au nüriacarrü?
MAT.22.37	Auqui nanti Jesús ümoti:
MAT.22.37	—Tari cuasürüti aemo Señor naqui Tuparrü aübu nanaiña nausasü, aübu nanaiña nausüpü y aübu nanaiña napensaca. 
MAT.22.38	Tone arrüna manrrü yarusürürrü bacüpucurrü. 
MAT.22.39	Aninqui quiatarrü bacüpucurrü isiatai yarusürürrü tacana arrümanu primero: “Tari cuasürüti aemo asüborisapa tacana arrüna nacua aemoantoe”. 
MAT.22.40	Ubau arrüba torrü bacüpucuca abe nanaiña arrüba piquiataca bacüpucuca uiti Moisés y arrüba manunecataca ui bama profetarrü tücañe.
MAT.22.41	Nauquiche amoncomainqui oberabarama manuma fariseorrü, 
MAT.22.42	arrti Jesús ñanquitioti pünanaquimia:
MAT.22.42	—¿Isane nacarrti Cristo aume, naqui tiene que ayetü? ¿Quitipü aütocheti au napaquionco?
MAT.22.42	Namatü:
MAT.22.42	—Arrti cuati eanaqui nesarrti familiarrü yüriaburrü David tücañe.
MAT.22.43	Aiñumuti Jesús:
MAT.22.43	—Arrti yüriaburrü David tücañe nanti “Señor” ümoti Cristo, numo manitanati uiti Espíritu Santo. Ane arrümanu corobo sane uiti David:
MAT.22.44	Arrti Bae Tuparrü nanti ümoti Señor:
MAT.22.44	“Atümo auna rrupetacuñü au nepanauncu niñe, cheperrtü bachesoiyoma sobi aesacü arrübama tüboricomantai aemo”.
MAT.22.45	Arrtü nampü ñoñünrrtiatai Cristo eanaqui nesarrti familiarrü David, quiubupü nanti David “Señor” ümoti.
MAT.22.46	Arrümanuma fariseorrü champürrtü iñumutama arrümanu nurarrti Jesús. Auquito birrubuma. Champürrtü ananto ayematü anquirioma arrüna ausüratai pünanaquiti.
MAT.23.1	Auqui nanti Jesús ümo macrirrtianuca y ümo bama ñanunecasarrti:
MAT.23.2	—Arrübama manunecana nüriacarrü y arrübama fariseorrü ñaquioncorrüma ipiacama nurria anunecama nüriacarrü tacanati Moisés tücañe. 
MAT.23.3	Sane nauquiche apicocoatai arrüna yacüpucurrüma y apisamute arrüna urapoimia ausucarü, pero tapü apisamute tacana arrüna isamutema, itopiqui arrüma chisamutempüma isiu arrüna ñanunecacarrüma. 
MAT.23.4	Bacheboma bacüpucuca ümo genterrü, arrüba tacana cargarrü ümoma, champüti naqui avantabo iquiana. Tapü arrüma ni arriampüma aipoconocoma pario. 
MAT.23.5	Nanaiña arrüna urriante uimia, es ui nirrancarrüma nauqui asaramatü macrirrtianuca ümoma. Urriantai ümoma aiñanioma icutama y apü nipiarrüma arrümanio bupacubaesa cintaca ane corobo yucu arrüna nurarrti Tuparrü. Urriantai ümoma aiñama nabesaqui naibirrimia manrrü abaesa. 
MAT.23.6	Arrtü ane yacarrü o ubau arrüba sinagoga urriantai ümoma atümoma ubau arrüba tümoca abe bien ümo nisurratoe. 
MAT.23.7	Urriantai ümoma arrtü manquioma nurria macrirrtianuca ümoma yusiu cayaca aübu rrespetorrü. Rranrrüma ito nauqui namatü ümoma “maestro”.
MAT.23.8	‛Pero arraño, tapü apisamute sane, tapü aurrianca nauqui namatü aume maestro, itopiqui ichepatai nabaca, tacanarrtü aubaruquiapatoe año. Tamantiatai naqui maestro aume: Arrti Cristo. 
MAT.23.9	Tapü amucanaño ito “iyaü” ümoti cualquierarrü icu na cürrü, itopiqui tamantiatai Aubaü naqui anati au napese. 
MAT.23.10	Tapü apisamucaño tacana yüriaburrü año, itopiqui tamantiatai naqui yüriaburrü: Arrti Cristo. 
MAT.23.11	Sane nauquiche arrti naqui baserebio tacana mosorrü ümo maquiataca, tonenti naqui manrrü cuasürüti, ane ito manrrü nüriacarrti abarrüpecu. 
MAT.23.12	Itopiqui arrti naqui rranrrtiatai champüti manrrü pürücüti, tonenti naqui champü isane nacarrti ñana. Arrti naqui ichimiancanatiyü tonenti, naqui yarusürürrü ñana uiti Tuparrü.
MAT.23.13	‛¡Autaquisürücatai arraño bama manunecana nüriacarrü y bama fariseorrü, mañapanca! ¿Causane apiñama nituru napese pünanaqui bama rranrrüma aüromampo? Arraño chamencapütüpo, ni chebopito aboi ariorrümampo bama ranrrü aüromampo auna cauta ane nüriacarrti Tuparrü.
MAT.23.14	‛¡Autaquisürücatai arraño bama manunecana nüriacarrü y arrübama fariseorrü, mañapanca! ¿Causane apiquiaübu niyopo arrüba biuraca? Tapü tusio arrüna naupicarucu, apeanca yabaiturrü. Tiene que ayetü yarusürürrü carrticurrü aume.
MAT.23.15	‛¡Autaquisürücatai arraño bama manunecana nüriacarrü y arrübama fariseorrü, mañapanca! Amecatü au nanaiña cürrü topü ba narubaitu tuca, nauqui asuriuma bama macrirrtianuca arrüna naubesa religión. Arrüma caüma torrü vecerrü manrrü churrimapatai nisüboriquirrimia amopünanaqui, manrrü niyücürrüma au infierno tacana arraño.
MAT.23.16	‛¡Autaquisürücatai arraño itopiqui aurriancatai apipiasuruti quiatarrü, abu abaca tacana supurrü año! Aurriancatai apanuneca ümo maquiataca, pero ta chütusiopü aume. Arraño amucanaño arrtü anati naqui masamunu promesarrü y itusiancatati nurria curusürrü au nüri niporrti Tuparrü, chüvaleopü arrümanu sane. Tapürrtü itusiancatati curusürrü au nüri oro auqui niporrti Tuparrü, tone valeo. 
MAT.23.17	¡Masonsoca! Arraño abaca tacanarrtü supurrü año. Manrrü te Tuparrü cuasürü niporrti Tuparrü pünanaqui manu oro. Arrümanu oro ane samamecana solamenterrü itopiqui ane au niporrti Tuparrü. 
MAT.23.18	Arraño amucanaño ito: “Arrtü anati naqui masamunuti promesarrü y itusiancatati nurria curusürrü au nüri altar, auqui caüma chüvaleopü. Tapürrtü itusiancatati curusürrü au nüri manu macumanatarrü icu altar, auqui caüma valeo nurarrti. 
MAT.23.19	Tarucu nausonsoco, pariquipapae, chamasacapütü nurria, abaca tacana supurrü año. Manrrü te valeo altar pünanaqui numacumanata. Arrüna macumanatarrü ane samamecana solamenterrü itopiqui ane icu altar. 
MAT.23.20	Ñemanauncurratoe: Arrti naqui itusiancatati curusürrü au nüri altar, itusiancatati au nüri arrüna ito ane icu. 
MAT.23.21	Arrti naqui itusiancatati curusürrü au nüri niporrti Tuparrü, itusiancatati au nürirrtito Tuparrü naqui pohoso acamanu. 
MAT.23.22	Arrti naqui itusiancatati curusürrü au nüri napese, itusiancatati au nürirrtito Tuparrü, itopiqui tone arrüna cauta anati.
MAT.23.23	‛¡Autaquisürücatai arraño bama manunecana nüriacarrü y arraño bama fariseorrü, mañapanca! Arraño apitorrimiata ümoti Tuparrü taman ubuturuqui diez nasu menta, aníz y comino. Pero champü nümochehio aboi arrüba manunecataca manrrü yarusürürrü icu nüriacarrü. Tai ñemanauntu urria arrümanu napachücoi sane. Pero si tapü apitompücaquio arrüba manrrü yarusürürrü, arrüna uipia bacurrta nurria, uipia upucüru itacuti quiatarrü y nauqui puerurrü oncomatü oemo, tonehion arrüba manunecataca manrrü yarusürürrü. 
MAT.23.24	Arraño aurriancatai apipiasuruti quiatarrü abu abaca tacana ausupuca. Apicocoquio arrüba bacüpucuca mochiomancatai. Pero chapicocoquiompü arrüba yarusürüca bacüpucuca. Arrüna napachücoi sane es tacanarrtü apiquiaübuta taman nocüpüma eanaqui narrirri arrtü auchaca, tapürrtü ane taman camello eana ta apipiuncutatai.
MAT.23.25	‛¡Autaquisürücatai arraño bama manunecana nüriacarrü y arraño bama fariseorrü, mañapanca! Apiyarrübita basorrü y praturrü icütüpüquiatai. Pero auna ubahu ta ubataso ui arrüna napacusüpüsu y arrüna napacaübusu pünanaquiti quiatarrü ui tarucu naurrianca iyo nenarrirri. 
MAT.23.26	Arraño bama fariseorrü bien supurrü año. Primero tiene que apicoñoco arrüba chomirriampü napapensaca au nabausasü, auqui caüma urria ito enterurrü nausüboriqui.
MAT.23.27	‛¡Autaquisürücatai arraño bama manunecana nüriacarrü y arraño bama fariseorrü, mañapanca! Itopiqui arraño tacana arrone cajón ümo macoiñoca, icütüpüatai ta bien purusubi y coñorrtai. Pero tapo pururrü yapaiquia y nicümüca. 
MAT.23.28	Sane nabaca arraño. Urria nabura ümo macrirrtianuca. Tapü au nabausasü ta ataso ui mapancarrü y nanaiña arrüba chomirriampü.
MAT.23.29	‛¡Autaquisürücatai arraño bama manunecana nüriacarrü y bama fariseorrü, mañapanca! Arraño apisamute niquiajon bama profetarrü bama coiño tücañe y apicoñoco ito arrüba nicürrüma bama buenurrüma tücañe. 
MAT.23.30	Amucanaño ito: “Arrtü amoncosomüpü ichepe bama antiburrü tücañe, quiubupü ataborimia soboi bama profetarrü”. 
MAT.23.31	Ui arrüna aburapoi sane, chauqui tütusio que arraño te eanaqui nesarrüma familiarrü bama uiche ataborimia bama profetarrü tücañe. 
MAT.23.32	Arraño caüma isiatai napachücoi churriampü tacana bama antiburrü.
MAT.23.33	‛Arraño niñupariente noirroboca. ¿Causanempü naqui puerurrü aberrücapa ñünana carrticurrü au infierno? 
MAT.23.34	¡Amonsoi! Tiene que icüpuruma aume bama profetarrü ichepe bama ane ñapanauncurrüma y arrübama maestro. Pero arraño caüma apitabaiquiama, apiñacama apü curusürrü, maquiataca poborioma aboi ubau sinagoga y apitaquisünacama ubau puebluca. 
MAT.23.35	Sane nauquiche caüma süro carrticurrü aume itobo nanaiña arrüna niconcorrüma bama mañoñünca buenorrü, arrübama taborioma tücañe, auqui numo taborioti Abel naqui buenurrü, hasta arrti Zacarías naqui aütorrti Berequías, naqui itabairomati bama aupariente tücañe au nusuara niporrti Tuparrü esa altar. 
MAT.23.36	Arrübama macrirrtianuca caüma tiene que carrticaboma ichepe manuma tarucu nomünantü uimia tücañe.
MAT.23.37	Nantito Jesús ümoma:
MAT.23.37	—¡Autaquisürücatai bama pohoso au Jerusalén! Arraño apitabaiquiama bama profetarrü y aparucama oboi canca. Irriancapü iyoberabaraño, tacana arrone curubasürrü iyoberabario naübosirri iquiana nipiarrü. ¡Pero arraño chaurriancapü! 
MAT.23.38	Amasasatü te nurria, arrüba naupo tiene que acüche ñoquiana y omiñarri. 
MAT.23.39	Itopiqui sucanañü nurria aume, chüpuerurrüpü nauqui amasarañü tato, cheperrtü iñatai manu nanenese auche amucanaño: “Curusüoti uiti Tuparrü naqui cuatü au nürirrti”.
MAT.24.1	Auqui sürotitü Jesús türüpo auqui niporrti Tuparrü. Numo tüniyücürrti türüpo, arrübama ñanunecasarrti cuamatü esati, uraboimia arrüna pucürusumantai icuata arrüna nicoñoco manu niporrti Tuparrü. 
MAT.24.2	Pero arrti Jesús nanti:
MAT.24.2	—¿Amarrtai nanaiña arrüna sane? Ñemanauncurratoe sucanañü aume: Arrüna porrü iñarrio ñana, chüpuerurrüpü na querabo ni tamanpü canrrü onü quiatarrü, nanaiña tiene que aiñarri.
MAT.24.3	Auqui süromatü onü manu yiriturrü nürirri Olivos. Nauquiche tanancati tümonsoti Jesús acamanu, arrübama ñanunecasarrti ñanquitioma pünanaquiti masamuñantai:
MAT.24.3	—Suirranca nauqui uraboi suisucarü, auche ñana cocono arrüna sane. ¿Isanempü arrüna señarrü nauqui atusi arrüna nayequi tato y arrüna arrtü tiñatai mapacümuncuturrü uiti Tuparrü?
