MAT.1.1	LLYVER 
MRK.4.5	A’ pheth a gwympodd ar 
MRK.4.6	A’ phan godaw haul, y 
MRK.4.7	A’ pheth a gwympiawdd ymplith 
MRK.4.8	A’ pheth arall a gwympiodd mewn tir da, ac a roddes ffrwyth ac a eginawdd i vyny
MRK.4.9	Yno y dyvot ef wrthwynt, Y nep ’sy ganthaw glustiae i wrandaw, gwrandawet. 
MRK.4.10	A’ phan ytoedd ef 
MRK.4.11	Yno y dyvot wrthwynt, Y chwi y rhoddwyt gwybot dirgeledigaeth teyrnas Dduw: an’
MRK.4.12	pan yw yn gwel
MRK.4.13	Ac ef a ddyvot wrthyn, Any wyddoch
MRK.4.14	Yr heuwr 
MRK.4.15	A’r ei hyn yw’r sawl 
MRK.4.16	Ar vn ffynyt yr ei a 
MRK.4.17	ac nid nes yddyn wraidd ynthyn y 
MRK.4.18	A’r ei a 
MRK.4.19	and 
MRK.4.20	A’r ei a 
MRK.4.21	Hefyd e ddyvot wrthynt, A 
MRK.4.22	Can nad oes dim cuddiedic, a’r na’s amlyger: ac nid oes dim dirgel, a’r ny
MRK.4.23	Ad oes 
MRK.4.24	Ac ef a ddyvot wrthynt, 
MRK.4.25	Can ys i hwn ysy gantho, y roddir yddaw, a’ chan hwn ny
MRK.4.26	Hefyd e ddyvot, Velly ytyw teyrnas Dew, val pe bwriai ddyn had i’r ddaiar, 
MRK.4.27	a’ chyscu, a’ chody nos a’ dydd, ac eginaw o’r had a’ thyvu i vyny
MRK.4.28	Can ys y ddaiar a ddwc ffrwyth o hanei y hun, yn gyntaf yr egin
MRK.4.29	Ac er cynted yr ymddangoso ’r ffrwyth, 
MRK.4.30	Ef a ddyvot hefyt, I ba 
MRK.4.31	Cyffelyp 
MRK.4.32	eithyr gwedy yr hauer, e dyf i vyny
MRK.4.33	Ac a llawer o gyfryw barabolae y precethawdd ef y gair yddwynt, me
MRK.4.34	Ac eb parabolae ny’
MRK.4.35	A’r dydd hwnw gan yr hwyr, y dyvot ef wrthynt, Awn trosawdd ir ’lan arall. 
MRK.4.36	A’ gady y dyrva a wnaethant, a ei gymeryd ef val ydd oedd yn y llonga
MRK.4.37	Ac e gyfodes 
MRK.4.38	Ac ydd oedd ef yn y pen‐ol‐ir‐llong, yn cyscu ar 
MRK.4.39	Ac ef a gyfodes y vyny
MRK.4.40	Yno y dyvot ef wrthwynt, Paam ydd ych mor ofnus? 
MRK.4.41	Ac wy a ofnesont yn ddirvawr, ac a ddywed
MRK.5.1	AC wy ddaethant drosodd ir ’lan arall i’r mor, y wlat y Gadarenieit. 
MRK.5.2	A’ gwedy y ddyvot ef allan o’r llong, yn y man y 
MRK.5.3	yr vn oedd ai drigfa yn y 
MRK.5.4	ac e dorei ’r lleffetheiriae yn 
MRK.5.5	Ac yn ’oystat nos a’ dydd ydd oedd ef yn llefain yn y mynydde
MRK.5.6	A’ phan ganvu ef yr Iesu o hirbell, y rhedawdd ac yr a ddolawdd ef, 
MRK.5.7	ac a lefawdd a llef 
MRK.5.8	Can ys ef a ddywedesei wrthaw, Dyre
MRK.5.9	Ac ef a ovynawdd iddo, Pa enw 
MRK.5.10	Ac ef ei gweddiawdd yn 
MRK.5.11	Ac ydd oedd yno yn y mynyddae genvaint vawr o voch yn pori. 
MRK.5.12	A’r oll 
MRK.5.13	Ac yn y man y rhoes yr Iesu gennad yddwynt. Yno ydd aeth yr ysprytion aflan y maes, a’ myned y mewn ir moch, a’ rhedec o’r 
MRK.5.14	A’r meichieid a ffoesont, ac a venagesont 
MRK.5.15	a’ wy a ddaethant at yr Iesu, ac a welsant yr vn a vesei 
MRK.5.16	A’r ei a 
MRK.5.17	Yno y dechreysont y weddiaw ef, ar vyn
MRK.5.18	A’ gwedy iddo vyned y mewn llong, y gweddiawdd arnaw yr hwn a vesei’r cythrael yntho, ar gael bot y gyd ac ef. 
MRK.5.19	A’r Iesu ny 
MRK.5.20	Ac ef aeth ymaith, ac a ddechreawdd 
MRK.5.21	A’ gwedy myned yr Iesu trosodd mewn llong i’r tu arall, ydd ymgasclawdd tyrfa vawr ataw, ac ydd oedd ef wrth 
MRK.5.22	A’ nycha y deuth ataw vn o 
MRK.5.23	ac adolwyn yn vawr yddaw, gan ddywedyt, Y mae vy merch ym‐bron marw: 
MRK.5.24	Yno ydd aeth ef 
MRK.5.25	(Ac ydd oedd ryw wraic ac arnei waed‐lif 
MRK.5.26	ac a ddyoddefesei lawer
MRK.5.27	Pan glypu hi 
MRK.5.28	Can ys hi ddywed
MRK.5.29	Ac yn ebrwydd y sychawdd 
MRK.5.30	Ac yn y man pan wybu r’ Iesu yn 
MRK.5.31	A’ ei ddiscipulon a ddywedesont wrthaw, ti wely y dyrfa yn dy wascy, ac a ddywedy 
MRK.5.32	Ac ef a edrychawdd o yamgylch, y weled hon a wnaethsei hyn. 
MRK.5.33	A’r wreic gan ofny a’ chryny: can ys‐hi a wyddiat beth a wnathesit ynthei, a ddaeth ac a gwympodd geyr y vron ef ac a ddyvot iddo yr oll wirionedd. 
MRK.5.34	Ac ef a ddyvot wrthi, 
MRK.5.35	Ac ef etwa yn ymaddrodd, y deuth 
MRK.5.36	Er cynted y clypu ’r Iesu adrodd y gair hwnw, y dyvot ef wrth bennaeth y synagog, Na
MRK.5.37	Ac ny adodd ef ynep yw ei ddilyn, amyn i Petr ac Iaco, ac Ioan brawt Iaco. 
MRK.5.38	Yno y daeth ef i duy 
MRK.5.39	Ac ef aeth y mywn, ac a ddyvot wrthynt, Pa dyrfu, ac wylo ydd ych? ny bu varw yr 
MRK.5.40	Ac wy a y gwatworent ef: ac ef y 
MRK.5.41	a ’chan ymavlyd yn llaw yr enaeth, y dyvot wrthei, Talitha cumi, yr hyn yw oei ddeongyl, Yr 
MRK.5.42	Ac yn ebrwydd y cyfodes yr enaeth, ac y rhodiawdd: canys dau-ddec blwydd 
MRK.5.43	Ac ef a ’orchymynawdd yddwynt yn gaeth na chae neb
MRK.6.1	AC ef aeth ymaith o 
MRK.6.2	A’ gwedy dyvot y Sabbath, y dechreawdd ef 
MRK.6.3	Any
MRK.6.4	Yno y dyvot yr Iesu wrthynt, Nyd 
MRK.6.5	Ac ny allei ef yno wneythy ’r 
MRK.6.6	Ac ef a ryveddawdd 
MRK.6.7	Ac ef a alwodd y dauddec 
MRK.6.8	ac a ’orchymynawdd yddwynt, na chymerent dim 
MRK.6.9	Any
MRK.6.10	Ac ef a ddyvot wrthynt, Ymp’le bynac ydd eloch y mywn i duy, yno
MRK.6.11	A’ pha’r ei bynac ny ’ch 
MRK.6.12	Ac wy aethan ymaith ac a procethesant, ar wella
MRK.6.13	A’ llawer o gythraelieit a vwriasant wy allan: ac wy a 
MRK.6.14	Yno y clypu ’r Brenhin Herod 
MRK.6.15	Ereill a ddywedesont, 
MRK.6.16	A’ phan glypu Herod, y dyvot, Hwn yw Ioan yr hwn a 
MRK.6.17	Can ys Herod y 
MRK.6.18	Can ys Ioan a ddywedesei wrth Herod, Nyd cyfreithlon 
MRK.6.19	Am hyny ydd oedd Herodias yn dal
MRK.6.20	Can ys Herod a ofnei Ioan, o bleit iddo wybot y 
MRK.6.21	A’ phan oedd yr amser yn 
MRK.6.22	a’ gwedy y verch yr vn
MRK.6.23	Ac ef a dyngawdd iddi, Beth bynac a erchych i mi, 
MRK.6.24	Ac yhi aeth allan, ac a ddyvot wrth ei mam, Peth a archaf? Hithe a ddyvot, Pen Ioan Vatiddiwr. 
MRK.6.25	Yno y daeth hi yn y 
MRK.6.26	Yno 
MRK.6.27	Ac yn y man yd anvones y Brenhin grogwr, ac ’orchmynawdd ddwyn y ben ef. 
MRK.6.28	Ac yntef aeth ac a 
MRK.6.29	A’ phan 
MRK.6.30	A’r Apostolion ymgynullesont 
MRK.6.31	Ac ef a ddyvot wrthwynt, Dewchwi ych unain o’r neilltu ir diffeithwch, a’ gorphwyswch 
MRK.6.32	Am hyny ydd aethant mewn llong 
MRK.6.33	Eithyr gweled o’r werin wy yn myned ymaith a’ bot llawer yn y adnabot ef, ac yn rhedec ar draet yd yno o’r oll ddimasoydd, ac y rhacvlaenesont wy 
MRK.6.34	Yno ydd aeth yr Iesu allan, ac a welawdd dyrva vawr, ac a dosturiawdd wrthwynt, can y bot wy val deuaidd eb yddyn vugail: ac a ddechreawdd ddyscy iddyn laweroedd. 
MRK.6.35	Ac yr 
MRK.6.36	Gellwng wy ymaith, val y gallon vyned ir pentrefi a’r trefi o yamgylch, a’ phryny ydddyn vara: can nad oes 
MRK.6.37	Yntef a atepodd ac addyvot wrthwynt, Rowch chwi yddynt 
MRK.6.38	Yno y dyvot ef wrthynt, Pa sawl torth’ sy genwch? ewch ac edrychwch. A’ phan wybuont, y dywedesont, Pemp, a ’dau byscodyn. 
MRK.6.39	Ac ef a ’orchymynawdd yddwynt beri‐yddwynt oll eistedd, yn vyrddeidiae ar y 
MRK.6.40	Yno ydd eisteddesont yn y 
MRK.6.41	Ac ef a gymerawdd y pemp torth, a’r ddau pysco
MRK.6.42	Velly bwyta o hanynt a’ chael ei 
MRK.6.43	A’ hwy gymeresant ddau ddec bascedeit o’r briw 
MRK.6.44	A’r ei a vwytesynt, oedd yn‐cylch pem
MRK.6.45	Ac yn y man y parawdd ef yw ddiscipulon vyn
MRK.6.46	A’ gwedy iddo y 
MRK.6.47	A’ gwedy y myn
MRK.6.48	Ac ef ei gwelawdd yn 
MRK.6.49	A’ phan welsant wy ef yn 
MRK.6.50	Can ys wy oll y gwelsont ef, ac a dechrenesont: an’
MRK.6.51	Yno yr escen
MRK.6.52	O bleit nad ystyriesent 
MRK.6.53	A’ dyvot trosawdd a wnaethant, a myned i dir Genezaret, a’ 
MRK.6.54	A’ gwedy yddyn ddyvot o’r llong, yn y man ydd adnebuont ef, 
MRK.6.55	ac a 
MRK.6.56	Ac y b’le bynac ydd elei ef y mewn i drefi nei ddinasoedd, ai i bentrefi, wy ddodent ei cleifion yn 
MRK.7.1	YNO ydd ymgasclawdd y Pharisaieit attaw, a’r ei o’r 
MRK.7.2	A’ phan welsant ’r ei o’r discipulon yn bwyta bwyt a dwylo 
MRK.7.3	(Can ys y Pharisaieit a’r ol’ Iuddeon, dyeithr yddynt ’olchy ei dwylo yn 
MRK.7.4	A’ phan 
MRK.7.5	Yno y govynodd y Pharisaieit a’r Gwyr‐llen iddaw, Paam na rodia dy ddiscipulon 
MRK.7.6	Yno ydd atebei ac y dywedei 
MRK.7.7	Ac ouer im anrydeddant i, gan ddyscy yn lle dysc
MRK.7.8	O bleit ydd ych yn rhoi gorchymyn Duw heibio, ac yn cadw athraweth dynion, 
MRK.7.9	Ac ef a ddyvot wrthynt, 
MRK.7.10	Can ys Moysen a ddyvot, Anrydedda dy dad a’th vam: a’ Phwy pynac a velltithia dad nei vam, bid varw 
MRK.7.11	A’ chwi ddywedwch, A’
MRK.7.12	Ac ny 
MRK.7.13	gan ychwi 
MRK.7.14	Yno y galwodd ef yr oll dyrfa ataw, ac a ddyuot wrthynt, Gwrandewch
MRK.7.15	Nid oes dim allan o ddyn, a ddychon y halogy ef, pan el oei vewn: eithyr y pethae a ddaw allan o hanaw, yw’r ei a halogant ddyn. 
MRK.7.16	A’s oes gan nep glustiae y 
MRK.7.17	A’ phan ddaeth ef ymywn i duy o y wrth y 
MRK.7.18	Ac ef a ddyvot wrthwynt, Velly a y tych chwithe hefyt yn ddiddyall? A ny wyddoch 
MRK.7.19	can na
MRK.7.20	Yno y dyuot ef, Y peth a ddaw allan o ddyn, hyny a haloga ddyn. 
MRK.7.21	Can ys y 
MRK.7.22	llatrata, 
MRK.7.23	Yr oll ysceleroedd hyn a 
MRK.7.24	Ac o yno y cyfodes ef, ac ydd aeth i gyffinydd Tyrus a’ Sidon, ac aeth y mewn y duy, ac ny vynesei y neb gael gwybot: an’d ny allei ef vot yn guddiedic. 
MRK.7.25	Can ys gwreic, yr hon oedd ei 
MRK.7.26	(A’r wreic oedd 
MRK.7.27	A’r Iesu a ddyvot wrthei, Gad yn gyntaf borthi y plant: can nad 
MRK.7.28	Yno ydd atepodd hi ac y dyuot wrthaw, Diau, Arglwydd: eto eisioes e vwyta ’r cynavon y dan y vord o vriwson y plant. 
MRK.7.29	Yno y dyuot ef wrthi, Am yr ymadrodd hwn dos ymaith: ef aeth y cythrael allan o’th verch. 
MRK.7.30	A’ gwedy y dyuot hi 
MRK.7.30	Yr Euangel y xij. Sul gwedy Trintot.
MRK.7.31	Ac ef aeth drachefn ymaith o ffiniae Tyrus a’ Sidon, ac a ddaeth yd vor Galilea trwy pervedd cyffiniae y 
MRK.7.32	Ac wy a dducesont attaw vn byddar; ac 
MRK.7.33	A’ gwedy iddaw ei gymeryt ef or neilltu allan o’r tyrfa, ef a estennawdd ey vyssedd yn ei glustiae, ac a boyrawdd, ac a gyfyrddawdd a ei davot ef. 
MRK.7.34	Ac ef a edrychawdd ir nef, can vcheneidiaw, ac a ddyvot wrthaw, 
MRK.7.35	Ac yn y man ydd ymagorawdd ey glustiae, ac ydd ymellyngawdd 
MRK.7.36	Ac ef a ’orchymynawdd yddwynt, na ddywedynt i nep: an’d pa vwyaf y goharddei yddwynt, mwy o lawer y 
MRK.7.37	a’ brawychy eb wedd a wnaethant, can ddoedyt 
MRK.8.1	YN y dyddyae hyny, pan oedd tyrva dra‐mawr ac eb gantwyut ddim yw vwyta, yr Iesu a ’alwawdd ei ddiscipulon ataw, ac a ddyvot wrthwynt, 
MRK.8.2	Ydd wyf yn tosturiaw wrth y tyrfa, can ys yddwynt aros y gyd a mi 
MRK.8.3	Ac a’s 
MRK.8.4	Yno ydd atepawdd ei ddiscipulon iddo, 
MRK.8.5	Ac ef a o vynnawdd yddwynt, Pasawl torth ys ydd genwch? Ac wy a ddwedesont, Saith. 
MRK.8.6	Yno y gorchymynawdd ef yr tyrfa eistedd ar y ddaear: ac ef a gymerawdd y saith torth, ac wedy iddo ddiol
MRK.8.7	Ac ydd oedd ganthwynt ychydic pyscot bychain: ac wedy iddo 
MRK.8.8	Ac wy a vwytesont, ac a gawsont digon, ac wy a godesont o’r briwvwyt oedd yn‐gweddill, saith basgedeit, 
MRK.8.9	(a’r ei vysent yn bwyta, oedd yn‐cylch pedeir‐mil) ac 
MRK.8.10	Ac 
MRK.8.11	A’r Pharisaiait a ddaethan 
MRK.8.12	Yno yr 
MRK.8.13	Ac ef y gadawodd wy, ac aeth i’r llong drachefyn, ac a dynnodd ymaith dros y dw
MRK.8.14	Ac anghofi
MRK.8.15	Ac ef a orchmynawdd yddynt gan ddywedyt, Gwiliwch, ac ymogelwch rac 
MRK.8.16	A’ resymy a wnaethant wrth ei gylydd, gan ddywedyd, 
MRK.8.17	A’ phan ei gwybu ’r Iesu, y dyvot wrthwynt, Pa resymy 
MRK.8.18	Oes llygait genwch ac ny chanvyddwch? ac oes i chwi glustiae, ac ny chlywch? Ac any ddaw yn eich cof? 
MRK.8.19	Pan doreis y pemp torth ym‐plith pem
MRK.8.20	A’ phan doreis saith ymplith pedeir mil, pa sawl bascedeit 
MRK.8.21	Yno y dyvot ef wrthwynt, P’wedd 
MRK.8.22	Ac ef a ddaeth i Bethsaida, ac wy a dducesont ataw ddall, ac a 
MRK.8.23	Yno y cymerawdd ef y dall 
MRK.8.24	Ac ef a 
MRK.8.25	Gwedy hyny, y gesodes ef, ei ddwylo drachefyn ar y lygait ef, ac y parawdd iddo 
MRK.8.26	Ac ef a ei 
MRK.8.27	A’r Iesu aeth allan, ef a ei ddiscipulon i Caesarea Philippi. Ac ar y ffordd yr ymovynnawdd ef a ei ddiscipulon, gan ddywedyt wrthynt, Pwy’
MRK.8.28	Ac wy a atebesont, 
MRK.8.29	Ac ef a ddyvot wrthynt, A’ phwy’
MRK.8.30	Ac ef a ’orchymynawdd yn 
MRK.8.31	Yno y dechreawdd ei dyscy y byddei 
MRK.8.32	Ac ef a adrodes y 
MRK.8.33	Yno ydd 
MRK.8.34	A’ gwedy iddo ’alw y 
MRK.8.35	Can ys pwy pynac a ewyllysa gadw ei einioes, 
MRK.8.36	Can ys pa les i ddyn, er enill yr oll vyt, a ’cholly ei enaid? 
MRK.8.37	Ai pa peth a rydd dyn yn 
MRK.8.38	Can ys pwy pynac a 
MRK.9.1	AC ef a ddyvot wrthwynt, Yn wir y dywedaf wrthych, 
MRK.9.2	Ac ar 
MRK.9.3	A’ ei ddillat a 
MRK.9.4	Ac a ymddangoses yddynt Elias 
MRK.9.5	Yno ydd atepodd Petr, ac y dyuot wrth yr Iesu, 
MRK.9.6	An’d na wyddiat ef beth yr oedd yn ei ddywedyt: can ddarvot yddyn ddechryyny. 
MRK.9.7	Ac ydd oedd 
MRK.9.8	Ac yn ddysyvyt ydd edrycheson o 
MRK.9.9	Ac a ’n hwy yn descen
MRK.9.10	A’ hwy a gatwesant y 
MRK.9.11	A’ gofyn iddo a orugant, can ddywedyt, Paam y dywait y Gwyr‐llen y bydd 
MRK.9.12	Ac ef atepawdd ac a ddyuot wrthynt, Elias yn ddiau a ddaw, yn gyntaf yc a edvryd yr oll bethae: a’ megis ydd escriuenwyt 
MRK.9.13	Eithr 
MRK.9.14	A’ phan ddaeth ef at 
MRK.9.15	Ac yn ebrwydd yr oll popul pan welsant ef, a 
MRK.9.16	Yno y gowynawdd ef ir Gwyr-llen, Pa ymddadle ydd ych yn 
MRK.9.17	Ac vn or dyrva a atepawdd ac a ddyvot, Athro, 
MRK.9.18	yr hwn p’le pynac y cymer ef, a ei 
MRK.9.19	Yno ydd atepodd ef iddo, ac y dyvot, A genedlaeth anffyddlon, pa hyd 
MRK.9.20	Yno y ducesont ef attaw: ac 
MRK.9.21	A’ govyn a oruc ef y’w dat, 
MRK.9.22	A’ mynech y tavl ef yn tan, ac i’r dw
MRK.9.23	A’r Iesu a ddyvot wrthaw, A’
MRK.9.24	Ac yn ddiohir tad y bachcen gan lefain 
MRK.9.25	Pan welawdd yr Iesu vot y popul yn dyvot‐
MRK.9.26	Yno llefain 
MRK.9.27	A’r Iesu a gymerth ei law ef, ac ei 
MRK.9.28	A’ gwedy y ddyuot ef ir tuy, ei ddiscipulon a ’ovynent iddo yn 
MRK.9.29	Ac ef a ddyvot wrthynt, Y rhyw hwn ny
MRK.9.30	Ac wy a ymadawsan o 
MRK.9.31	Can ys dyscawdd ef ei ddiscipulon, a dywedawdd wrthynt, Map y dyn a roddir yn‐
MRK.9.32	Eithyr ny
MRK.9.33	Gwedy hyny y daeth ef i Capernaum: a’ phan oedd ef yn tuy, y govynnawdd yddynt, Pa 
MRK.9.34	Ac wy a dawson a son: can ys ar hyd y ffordd yr ymddadleynt aei gylydd, pwy
MRK.9.35	Ac ef a eisteddawdd, ac a alwodd y deuddec, ac a ddyvot wrthyn, A’
MRK.9.36	Ac ef a gymerth vachcenyn ac ei gesodes yn y 
MRK.9.37	a’ phwy pynac a’m 
MRK.9.38	Yno ydd atepawdd Ioan iddo, gan dywddyt, Athro, ys gwelsam vn yn bwrw allan gythrelieit 
MRK.9.39	A’r Iesu a ddyuot, Na ’oherddwch ef 
MRK.9.40	Can ys pwynac ny
MRK.9.41	A’ phwy pynac a roddo i chwi 
MRK.9.42	A’ phwy pynac a 
MRK.9.43	Can hyny a’s dy law ath rwystra, tor y hi ymaith: gwell yw y‐ti vyned y mewn i’r bywyt, yn 
MRK.9.44	lle ny bydd marw y pryf hwy, ac ny ddiffodd y tan 
MRK.9.45	Ac a’s dy droet ath rwystra, 
MRK.9.46	lle ny’s marw y pryf hwy, ac ny’s dyffydd y tan 
MRK.9.47	Ac a’s dy lygat ath rwystr
MRK.9.48	lle ny
MRK.9.49	Can ys pop 
MRK.9.50	Da yw halen: and a’s bydd yr halen yn ddivlas, a’ pha beth y tem
MRK.10.1	AC ef a gyvodes o yno ac aeth i 
MRK.10.2	Yno y daeth y Pharisaieit a’ gofyn iddo a oedd rydd i wr 
MRK.10.3	Ac ef atepodd ac a ddyvot wrthynt, Peth a ’orchmynawdd Moysen y chwi? 
MRK.10.4	Dywedesont wythe, Moysen a ’oddefawdd 
MRK.10.5	Yno ydd atepodd yr Iesu, ac y dyvot wrthynt, Am galedrwydd eich calon 
MRK.10.6	And yn‐
MRK.10.7	Achos hyn y gad dyn ei dad a’ 
MRK.10.8	Ac wy ill dau a vyddant vn 
MRK.10.9	Can’s yr hyn a 
MRK.10.10	Ac yn tuy y govynent ei ddiscipulon iddo drachefyn am y peth hwnw. 
MRK.10.11	Ac ef a ddyvot wrthynt, Pwy pynac y 
MRK.10.12	Ac a’s gwreic y 
MRK.10.13	Yno y ducesant 
MRK.10.14	A’ phan ey gwelawdd yr Iesu sori a oruc 
MRK.10.15	Yn wir y dywedaf wrthych, Pwy pynac ny’s erbyn
MRK.10.16	Ac ef ei braicheidiawdd wy, ac a 
MRK.10.17	A’ gwedy iddo vyned 
MRK.10.18	A’r Iesu a ddyvot wrthaw, Paam y gelwy vi yn dda? ny
MRK.10.19	 ’wyddost y gorchmynion, Na 
MRK.10.20	Yno ydd atepodd ef, ac y dyuot wrthaw, Athro, hyn oll a gedweis o’m ieunctit. 
MRK.10.21	A’r Iesu a 
MRK.10.22	A’ phruddhau 
MRK.10.23	A’r Iesu a edrychawdd o ei amgylch, ac a ddyuot wrth ei ddiscipulon, Mor anhawdd yr a y sawl ys y a 
MRK.10.24	A’ 
MRK.10.25	Haws
MRK.10.26	Ac wy
MRK.10.27	A’r Iesu a edrychodd arnynt, ac a ddyuot, Gyd a dynion ampossibl 
MRK.10.28	Yno y dechreawdd Petr ddywedyt wrthaw, 
MRK.10.29	Yr Iesu a atepodd ac a ddyuot, Yn wir y dywedaf i chwi, ny
MRK.10.30	a’r ny’s 
MRK.10.31	Eithr llawer ar 
MRK.10.32	Ac ydd oeddent 
MRK.10.33	, 
MRK.10.34	Ac 
MRK.10.35	Yno y daeth ataw Iaco ac Ioan meibion Zebedaeus, gan dywedyt, Athro, 
MRK.10.36	Ac ef a ddyvot wrthynt, Beth a ’wyllysech i mi y wneythy
MRK.10.37	Wythe a ddywed
MRK.10.38	A’r Iesu a ddynot wrthynt, Ny wyddoch pa 
MRK.10.39	Ac wy dywetsont wrthaw, Gallwn. A’r Iesu a ddyvot wrthynt, Diau yr yfwch o’r cwppa
MRK.10.40	any
MRK.10.41	A’ phan glypu ’r dec 
MRK.10.42	A’r Iesu y galwodd wy ataw, ac a ddyvot yddynt, 
MRK.10.43	Eithyr ny
MRK.10.44	A’ phwy pynac a ewyllisia vot yn benaf o hanochwy, byddet was 
MRK.10.45	Can ys‐a’ Map y dyn ny ddaeth i gahel 
MRK.10.46	Yno yd aethant i 
MRK.10.47	A’ phan glypu mai ’r Iesu o Nazaret oedd 
MRK.10.48	A’ llawer y ceryddent ef, er iddo dewi: yntef a lefai yn vwy o lawer, 
MRK.10.49	Yno gorsefyll o’r Iesu, a’ gorchmyn y ’alw ef: ac wy e alwasant y dall, gan ddywedyt wrthaw, Cymer gyssyr: cyfod, mae ef yn dy ’alw. 
MRK.10.50	Yno y tavlodd ef ei gochyl ymaith, ac a gyvodes ac a ddaeth at yr Iesu. 
MRK.10.51	A’r Iesu ’atepodd ac a ddyuot wrthaw, Beth a ewyllysy wneythy
MRK.10.52	Yno y dyuot yr Iesu wrthaw, Dos ffwrdd, dy ffydd ath 
MRK.11.1	A’GWEDY yddyn 
MRK.11.2	ac y dyuot wrthwynt, Ewch ymaith i’r dref ’sy 
MRK.11.3	Ac a dywait neb
MRK.11.4	Ac 
MRK.11.5	A’r ei o’r sawl a sefynt yno, a ddywedent wrthynt, Beth a wnechwi yn gillwng yr ebawl? 
MRK.11.6	Wythe a ddywetsont wrthynt, val y gorchmynesei’r Iesu yddynt. Yno y gadawsont yddyn vynd ymaith.
MRK.11.7	Ac 
MRK.11.8	A’ llawer
MRK.11.9	A’r ei a oedd yn myn’d o’r blaen, ar ei oedd yn canlyn, a lefent, gan ddywedyt, 
MRK.11.10	bendigedic 
MRK.11.11	Yno ydd aeth yr Iesu y mewn y Gaerusalem, ac ir Tem
MRK.11.12	A’ thranoeth wedy ey dyvot wy allan o Bethania, yr oedd arno 
MRK.11.13	Ac wrth ’weled fficuspren o bell, 
MRK.11.14	Yno ydd atepodd yr Iesu ac y dyuot wrthaw, Na vwytaed nep ffrwyth o hanat mwy
MRK.11.15	A’ hwy a ddaethant i Caerusalem, a’r Iesu aeth ir Templ, ac a ddechreuawdd davly allan yr ei oeddynt yn gwerthy ac yn prynu yn y Templ, ac a 
MRK.11.16	Ac ny adawei ef y neb ddwyn llestr drwy ’r Tem
MRK.11.17	Ac 
MRK.11.18	Ac 
MRK.11.19	A’ gwedy y hwyrhau hi, ydd aeth 
MRK.11.20	A’r borae ac wynt yn 
MRK.11.21	Yno yr 
MRK.11.22	A’r Iesu a atepawdd, ac a ddyuot wrthynt. Bid eich ffydd 
MRK.11.23	Can ys yn wir y dywedaf y chwi, mai pwy pynac a ddyweto wrth y mynyth hwn, 
MRK.11.24	Erwydd paam y dywedaf wrthych, Bethae bynac ar a archoch wrth weddiaw, credwch y
MRK.11.25	And pan safoch, a’ gweddiaw, maddeuwch, a’s bydd genych ddim yn erbyn neb, val y bo ’ich Tad yr hwn sy yn y nefoedd vaddae i chwi
MRK.11.26	O bleit a ny vaddeuw‐chwi, ach Tat yr hwn 
MRK.11.27	Yno y daethant drachefyn i Caerusalem: a’ mal y rhodiei ef yn y Templ, y dauai ataw yr Archoffeirieit, a’r Gwyr‐llen, a’r 
MRK.11.28	ac y dywedynt wrthaw, Wrth pa awdurtat y gwnai 
MRK.11.29	A’r Iesu a atepawdd ac a ddyuot wrthynt, Minef a ovynaf vn‐peth i chwi
MRK.11.30	Betydd Ioan, ai o’r nef ydd oedd, ai o ddynion? atepwch vi. 
MRK.11.31	Ac wy a veddyliesont ynthyn ehunain, gan ddywedyt, A’s dywedwn O’r nef, ef a ddywait, Paam gan hyny na chredech 
MRK.11.32	Eithyr a’s dywedwn, O ddynion, y mae arnam ofn y bopul: can ys 
MRK.11.33	Yno ydd atepesant, ac y dywedesant wrth yr Iesu, Ny wyddam 
MRK.12.1	AC ef a ddechreawdd 
MRK.12.2	Ac ar 
MRK.12.3	Ac wy a ei 
MRK.12.4	A’ thrachefyn yd anuones atynt was arall, a ’hwnw a davlasant a’ main, ac ai 
MRK.12.5	A’ thrachefyn yd anuones ef 
MRK.12.6	Ac eto ydd oedd iddo vn map ei garedic: a’ hwnw a’ 
MRK.12.7	And y tir‐ddiwylliawdwyr hynny a ddywedent yn ei plith ehunain, 
MRK.12.8	Yno y cymersont ef, ac ei lladdesont, ac ei bwriesont y maes o’r winllan. 
MRK.12.9	Pa peth gan hyny a wna Arglwydd y winllan? E ddaw ac a 
MRK.12.10	Ac any ddarllenesoch hyn o Scrythur? Y maen yr hwn a wrthodent yr a deiladwyr, 
MRK.12.11	Hyn a wnaethpwyt y gan yr Arglwydd, a ’rhyvedd yw yn ein 
MRK.12.12	Yno yr oeddent mewn awydd y’w ddal
MRK.12.13	Ac wy 
MRK.12.14	Ac wyn
MRK.12.15	A ddlem 
MRK.12.16	Ac wy 
MRK.12.17	Yno ydd atepodd yr Iesu ac y dyuot wrthynt, Rowch i Caisar yr 
MRK.12.18	Yno y daeth y Sadducaieit ataw, (yr ei a ddyweit nad oes cyfodedigaeth) ac a ’ovynesont iddo, gan ddywedyt, 
MRK.12.19	Athro, Moysen a yscrivenodd y ni, A’s bydd marw brawdd vn, a’ gady 
MRK.12.20	Ydd oedd saith broder a’r cyntaf a gymerth wreic, a’ phan vu ef varw, ny adawdd 
MRK.12.21	Ar ail y cymerth hi, ac e vu varw, ac ny’s gadawdd yntef 
MRK.12.22	Felly ’r saith y 
MRK.12.23	Yn y 
MRK.12.24	Yno ’dd atepawdd yr Iesu ac y dyuot wrthynt, Any
