GEN.1.1	Ar y dechrau cyntaf, dyma Duw yn creu y bydysawd a'r ddaear. 
JOS.6.20	Pan glywodd y bobl y corn hwrdd yn seinio, dyma nhw'n gweiddi'n uchel. Syrthiodd wal y ddinas, a dyma'r milwyr yn mynd yn syth i mewn iddi ac yn ei choncro. 
JOS.6.21	Dyma nhw'n lladd pawb a phopeth byw – dynion a merched, hen ac ifanc, gwartheg, defaid ac asynnod. 
JOS.6.22	Ond roedd Josua wedi dweud wrth y ddau ddyn oedd wedi bod yn ysbïo'r wlad, “Ewch chi i dŷ y butain, a dod â hi a'i theulu allan yn fyw, fel roeddech chi wedi addo iddi.” 
JOS.6.23	Felly dyma'r ysbiwyr ifanc yn mynd i nôl Rahab, a'i thad a'i mam, ei brodyr, a phawb arall o'i theulu. Aethon nhw â hi a'i theulu i gyd i le saff tu allan i wersyll Israel.
JOS.6.24	Roedden nhw wedi llosgi'r ddinas a phopeth oedd ynddi, heblaw am y pethau aur ac arian, pres a haearn gafodd eu rhoi yn stordy tŷ'r 
JOS.6.25	Ond roedd Josua wedi gadael i Rahab y butain fyw, a theulu ei thad a phawb arall oedd yn perthyn iddi. Mae ei theulu hi'n dal i fyw yn Israel hyd heddiw, am ei bod hi wedi cuddio'r dynion roedd Josua wedi'u hanfon i ysbïo ar Jericho.
JOS.6.26	Pan gafodd dinas Jericho ei dinistrio, roedd Josua wedi tyngu ar lw: “Bydd pwy bynnag sy'n ceisio ailadeiladu dinas Jericho yn cael ei felltithio gan yr 
JOS.6.27	Roedd yr 
JOS.7.1	Ond roedd pobl Israel wedi bod yn anufudd, a chymryd rhai pethau oedd i fod i gael eu cadw i'r 
JOS.7.2	Dyma Josua'n anfon dynion o Jericho i ysbïo ar Ai (sydd i'r dwyrain o Bethel, wrth ymyl Beth-afen). 
JOS.7.3	Pan ddaeth y dynion yn ôl, dyma nhw'n dweud wrth Josua, “Paid anfon pawb i ymladd yn erbyn Ai. Bydd rhyw ddwy neu dair mil o ddynion yn hen ddigon. Does dim pwynt trafferthu i anfon y fyddin i gyd. Tref fach ydy Ai.” 
JOS.7.4	Felly dyma ryw dair mil o ddynion arfog yn mynd, ond dynion Ai wnaeth ennill y frwydr, ac roedd rhaid i ddynion Israel ffoi. 
JOS.7.5	Aeth dynion Ai ar eu holau yr holl ffordd i lawr o giatiau'r dref i'r chwareli. Cafodd tua tri deg chwech ohonyn nhw eu lladd ar y llethrau. Canlyniad hynny oedd i bobl Israel golli pob hyder.
JOS.7.6	Dyma Josua yn rhwygo'i ddillad, a gorwedd ar ei wyneb ar lawr o flaen Arch yr 
JOS.7.7	Gweddïodd Josua, “O na! Feistr, 
JOS.7.8	Meistr, beth alla i ei ddweud, ar ôl i Israel orfod ffoi o flaen eu gelynion? 
JOS.7.9	Pan fydd y Canaaneaid a phawb arall sy'n byw yn y wlad yn clywed beth sydd wedi digwydd, byddan nhw'n troi yn ein herbyn ni a'n dileu ni oddi ar wyneb y ddaear. Be wnei di wedyn i gadw dy enw da?”
JOS.7.10	A dyma'r 
JOS.7.11	Mae Israel wedi pechu. Maen nhw wedi torri amodau'r ymrwymiad wnes i gyda nhw! Maen nhw wedi cymryd pethau oedd piau fi – wedi dwyn, a dweud celwydd, a chuddio'r pethau gyda'u stwff nhw'u hunain. 
JOS.7.12	Dyna pam maen nhw wedi ffoi o flaen eu gelynion – am eu bod nhw i gael eu dinistrio! Dw i ddim yn mynd i fod gyda chi o hyn ymlaen, os na wnewch chi ddinistrio'r pethau hynny. 
JOS.7.13	Dos, a dwed wrth y bobl am fynd drwy'r ddefod o buro'u hunain erbyn yfory. Mae'r 
JOS.7.14	Bore fory, dw i eisiau i chi ddod ymlaen bob yn llwyth. Bydda i'n pigo'r llwyth sy'n euog, a byddan nhw'n dod ymlaen bob yn glan. Yna'r clan bob yn deulu, ac aelodau'r teulu bob yn un. 
JOS.7.15	Bydd y person sy'n cael ei ddal gyda'r pethau oedd i fod i gael eu cadw i mi, yn cael ei losgi, a'i deulu gydag e. Mae e wedi torri amodau'r ymrwymiad wnaeth yr 
JOS.7.16	Felly dyma Josua'n codi'n gynnar y bore wedyn, a gwneud i bobl Israel ddod ymlaen bob yn llwyth. Llwyth Jwda gafodd ei ddewis. 
JOS.7.17	Yna dyma fe'n gwneud i glaniau Jwda ddod ymlaen yn eu tro. Clan Serach gafodd ei ddewis. Yna cafodd teulu Sabdi ei ddewis o glan Serach. 
JOS.7.18	A phan ddaeth teulu Sabdi ymlaen bob yn un, dyma Achan yn cael ei ddal (sef Achan fab Carmi, ŵyr Sabdi fab Serach, o lwyth Jwda).
JOS.7.19	Dyma Josua yn dweud wrth Achan, “Rho glod i'r 
JOS.7.20	A dyma Achan yn ateb, “Mae'n wir. Dw i wedi pechu yn erbyn yr 
JOS.7.21	Gwnes i weld clogyn hardd o Babilonia,
JOS.7.22	Felly dyma Josua yn anfon dynion i edrych yn y babell. A wir, dyna ble roedd y cwbl wedi'i guddio, gyda'r arian o dan bopeth arall. 
JOS.7.23	Dyma nhw'n cymryd y cwbl o'r babell, a dod ag e at Josua a phobl Israel, a'i osod ar lawr o flaen yr 
JOS.7.24	Yna dyma Josua a phobl Israel yn mynd ag Achan fab Serach, gyda'i berthnasau a'i eiddo i gyd, i Ddyffryn Achor. (Aethon nhw â'r arian, y clogyn, y bar aur, ei feibion a'i ferched, ei anifeiliaid, ei babell, a phopeth arall oedd piau fe gyda nhw.) 
JOS.7.25	Meddai Josua yno, “Pam wnest ti ddod â'r drychineb yma arnon ni? Heddiw mae'r 
JOS.7.26	Yna codon nhw bentwr mawr o gerrig drosto – sy'n dal yna hyd heddiw. A dyma'r 
JOS.8.1	Dyma'r 
JOS.8.2	Gwna'r un fath ag a wnest ti i Jericho. Ond y tro yma cei gadw unrhyw stwff rwyt ti eisiau, a'r anifeiliaid. Gosod filwyr yr ochr arall i'r dref, yn barod i ymosod arni.”
JOS.8.3	Felly dyma Josua a'i fyddin gyfan yn paratoi i ymosod ar Ai. Dewisodd 30,000 o'i ddynion gorau, i'w hanfon allan ganol nos. 
JOS.8.4	Dwedodd wrthyn nhw, “Mae rhai ohonoch chi i fynd i ddisgwyl yr ochr arall i'r dref, mor agos ag y gallwch chi heb gael eich gweld, yn barod i ymosod arni. 
JOS.8.5	Bydda i'n arwain gweddill y fyddin i ymosod o'r un cyfeiriad ag o'r blaen. Pan ddôn nhw allan o'r dref i ymladd yn ein herbyn ni, fel y gwnaethon nhw'r tro dwetha, byddwn ni'n troi'n ôl ac yn ffoi o'u blaenau nhw. 
JOS.8.6	Byddan nhw'n gadael y dref a dod ar ein holau ni, gan feddwl ein bod ni'n ffoi oddi wrthyn nhw fel o'r blaen. 
JOS.8.7	Wedyn byddwch chi'n dod allan o'r lle buoch chi'n cuddio ac yn concro'r dre. Bydd yr 
JOS.8.8	Wedyn llosgwch y dref yn llwyr, fel mae'r 
JOS.8.9	Felly dyma Josua yn eu hanfon nhw i ffwrdd, ac aethon nhw i guddio rhwng Bethel ac Ai, i'r gorllewin o'r dref. Arhosodd Josua gyda gweddill y bobl. 
JOS.8.10	Yna'n gynnar y bore wedyn, dyma Josua yn casglu gweddill ei fyddin, a dyma fe ac arweinwyr eraill Israel yn eu harwain nhw i ymosod ar Ai. 
JOS.8.11	Dyma nhw'n gwersylla yr ochr arall i'r dyffryn oedd i'r gogledd o Ai. 
JOS.8.12	Roedd Josua eisoes wedi anfon pum mil o ddynion i guddio i'r gorllewin o'r dref, rhwng Bethel ac Ai. 
JOS.8.13	Felly roedd pawb yn eu lle – y brif fyddin i'r gogledd o'r dref, a'r milwyr eraill yn barod i ymosod o'r gorllewin. Yna aeth Josua ei hun i dreulio'r nos ar ganol y dyffryn.
JOS.8.14	Y bore wedyn, pan welodd brenin Ai bobl Israel, dyma fe'n arwain ei fyddin allan i ymladd yn eu herbyn. Aeth i'r dwyrain, i le oedd yn edrych allan dros Ddyffryn Iorddonen.
JOS.8.15	Yna dyma Josua a phobl Israel yn cymryd arnyn nhw eu bod wedi'u curo, a throi'n ôl i ffoi i gyfeiriad yr anialwch. 
JOS.8.16	Cafodd dynion Ai i gyd eu galw allan i fynd ar eu holau. A dyna sut cawson nhw eu harwain i ffwrdd oddi wrth y dref. 
JOS.8.17	Doedd dim dynion o gwbl ar ôl yn Ai nac yn Bethel. Roedden nhw i gyd wedi mynd ar ôl pobl Israel, ac wedi gadael y dref yn gwbl ddiamddiffyn.
JOS.8.18	Yna dyma'r 
JOS.8.19	Pan wnaeth hynny, dyma'r milwyr oedd yn cuddio yr ochr arall i'r dref yn codi ac yn ymosod arni. Yn syth ar ôl ei chipio, dyma nhw'n ei rhoi ar dân.
JOS.8.20	Pan edrychodd dynion Ai yn ôl, dyma nhw'n gweld y mwg o'r dre yn codi i'r awyr. Doedden nhw ddim yn gwybod lle i droi. Yna dyma fyddin Israel, oedd wedi bod yn dianc oddi wrthyn nhw, yn troi ac yn ymosod arnyn nhw. 
JOS.8.21	Roedd Josua a'i fyddin yn gweld fod y milwyr eraill wedi concro'r dre, a'i rhoi hi ar dân. Felly dyma nhw'n troi'n ôl ac yn ymosod ar fyddin Ai. 
JOS.8.22	Wedyn dyma'r milwyr oedd wedi concro'r dre yn dod allan i ymladd hefyd. Roedd dynion Ai wedi'u dal yn y canol. Cawson nhw i gyd eu lladd gan filwyr Israel. Wnaeth neb ddianc. 
JOS.8.23	Ond roedden nhw wedi dal brenin Ai yn fyw, a dyma nhw'n mynd ag e at Josua.
JOS.8.24	Ar ôl lladd pob un o ddynion Ai oedd wedi dod allan i gyfeiriad yr anialwch i ymladd gyda nhw, aethon nhw yn ôl i Ai a lladd pawb oedd yn dal yn fyw yno. 
JOS.8.25	Cafodd poblogaeth Ai i gyd ei lladd y diwrnod hwnnw – un deg dau o filoedd i gyd. 
JOS.8.26	Wnaeth Josua ddim rhoi ei gleddyf i lawr i roi diwedd ar yr ymladd nes roedd pobl Ai i gyd wedi'u lladd. 
JOS.8.27	Ond cafodd Israel gadw'r anifeiliaid oedd yno, ac unrhyw stwff gwerthfawr roedden nhw am ei gadw, fel roedd yr 
JOS.8.28	Cafodd tref Ai ei llosgi'n ulw gan Josua. Cafodd ei gadael yn domen o adfeilion. Fyddai neb yn gallu byw yno byth eto – ac felly mae hi hyd heddiw!
JOS.8.29	Yna dyma Josua yn crogi brenin Ai, a'i adael yn hongian ar bren nes iddi nosi. Wedi i'r haul fachlud, dyma Josua yn gorchymyn tynnu'r corff i lawr, a dyma nhw'n ei daflu wrth giât y dref a chodi pentwr mawr o gerrig drosto – mae'n dal yna hyd heddiw.
JOS.8.30	Yna dyma Josua yn codi allor i'r 
JOS.8.31	(Cododd yr allor yn union fel roedd Moses, gwas yr 
JOS.8.32	Yna, o flaen pobl Israel, dyma Josua yn naddu ar y cerrig gopi o'r Gyfraith ysgrifennodd Moses. 
JOS.8.33	Roedd pobl Israel i gyd yno – Israeliaid a'r bobl eraill o'r tu allan oedd gyda nhw – ac roedd yr arweinwyr hŷn, y swyddogion a'r barnwyr, yn sefyll bob ochr i'r Arch, o flaen yr offeiriaid o lwyth Lefi, oedd yn cario Arch Ymrwymiad yr 
JOS.8.34	Yna dyma Josua yn darllen yn uchel y bendithion a'r melltithion sydd wedi'u hysgrifennu yn sgrôl y Gyfraith. 
JOS.8.35	Darllenodd y cwbl o flaen pobl Israel i gyd, yn cynnwys gwragedd, plant, a'r bobl o'r tu allan oedd yn byw gyda nhw.
JOS.9.1+JOS.9.2	Pan glywodd y brenhinoedd oedd yn byw i'r gorllewin o afon Iorddonen am hyn i gyd, dyma nhw'n dod at ei gilydd i ffurfio cynghrair milwrol i ymladd yn erbyn Josua a phobl Israel. Roedd yn cynnwys brenhinoedd y mynydd-dir, yr iseldir, a'r rhai ar hyd arfordir Môr y Canoldir cyn belled â Libanus (yr Hethiaid, Amoriaid, Canaaneaid, Peresiaid, Hefiaid a Jebwsiaid). 
JOS.9.3	Ond pan glywodd pobl Gibeon beth roedd Josua wedi'i wneud i drefi Jericho ac Ai, 
JOS.9.4	dyma nhw'n bod yn gyfrwys. Dyma rai ohonyn nhw'n cymryd arnyn nhw eu bod yn negeswyr o wlad bell. Dyma nhw'n rhoi hen sachau ar gefnau eu hasynnod, a chario hen boteli crwyn oedd wedi rhwygo a chael eu trwsio; 
JOS.9.5	gwisgo hen sandalau oedd wedi treulio, hen ddillad carpiog, a chario bara oedd wedi sychu a llwydo. 
JOS.9.6	Wedyn mynd at Josua i'r gwersyll yn Gilgal, a dweud wrth bobl Israel, “Dŷn ni wedi teithio o wlad bell, i ofyn i chi wneud cytundeb heddwch â ni.” 
JOS.9.7	Ond dyma bobl Israel yn dweud wrth yr Hefiaid, “Sut ydyn ni'n gwybod nad ydych chi'n dod o'r ardaloedd yma? Allwn ni ddim gwneud cytundeb heddwch gyda chi os ydych chi.”
JOS.9.8	A dyma nhw'n dweud wrth Josua, “Dŷn ni'n fodlon bod yn weision i chi.”
JOS.9.8	Gofynnodd Josua iddyn nhw, “Pwy ydych chi ac o ble dych chi'n dod?”
JOS.9.9	A dyma nhw'n ateb, “Mae dy weision wedi dod o wlad bell iawn. Mae'r 
JOS.9.10	a beth wnaeth e i ddau frenin yr Amoriaid yr ochr arall i afon Iorddonen – Sihon, brenin Cheshbon, ac Og, brenin Bashan, oedd yn byw yn Ashtaroth.
JOS.9.11	Dyma'n harweinwyr ni, a'n pobl i gyd, yn ein hanfon ni i'ch cyfarfod chi, i ofyn i chi wneud cytundeb heddwch â ni, a dweud ein bod ni'n fodlon bod yn weision i chi. 
JOS.9.12	Roedd y bara yma'n gynnes o'r popty pan wnaethon ni adael ein cartrefi i ddod i'ch cyfarfod chi. Ond bellach mae e wedi sychu a llwydo. 
JOS.9.13	A'r hen boteli crwyn yma – roedden nhw'n newydd sbon pan wnaethon ni eu llenwi nhw. Ac edrychwch ar gyflwr ein dillad a'n sandalau ni! Mae wedi bod yn daith mor hir!”
JOS.9.14	Dyma arweinwyr Israel yn edrych ar y bara, ond wnaethon nhw ddim gofyn i'r 
JOS.9.15	Felly dyma Josua'n gwneud cytundeb heddwch â nhw, ac addo gadael iddyn nhw fyw. A dyma arweinwyr Israel yn cadarnhau'r cytundeb drwy dyngu llw.
JOS.9.16	Dri diwrnod wedyn dyma bobl Israel yn darganfod y gwir – pobl leol oedden nhw! 
JOS.9.17	Symudodd Israel yn eu blaenau, a chyrraedd eu trefi ddeuddydd wedyn, sef Gibeon, Ceffira, Beëroth, a Ciriath-iearîm.
JOS.9.18	Ond wnaeth pobl Israel ddim ymosod arnyn nhw am fod eu harweinwyr wedi cymryd llw yn enw'r 
JOS.9.19	Ond meddai'r arweinwyr wrthyn nhw, “Dŷn ni wedi cymryd llw, a gwneud addewid i'r bobl yma yn enw'r 
JOS.9.20	Os ydyn ni am osgoi melltith Duw arnon ni am dorri'n haddewid, rhaid i ni adael iddyn nhw fyw. 
JOS.9.21	Felly gadewch iddyn nhw fyw.” A chawson nhw dorri coed a chario dŵr i bobl Israel, fel roedd yr arweinwyr wedi addo iddyn nhw.
JOS.9.22	Galwodd Josua y bobl o Gibeon ato, a gofyn iddyn nhw, “Pam wnaethoch chi'n twyllo ni? Pam wnaethoch chi ddweud eich bod chi'n dod o wlad bell, a chithau'n byw yma wrth ein hymyl ni? 
JOS.9.23	Nawr dych chi wedi'ch condemnio i fod yn gaethweision am byth. Byddwch chi'n torri coed ac yn cario dŵr i deml fy Nuw i.”
JOS.9.24	Dyma nhw'n ateb, “Roedden ni'n clywed o hyd ac o hyd fod yr 
JOS.9.25	Dŷn ni yn eich dwylo chi. Gwnewch beth bynnag dych chi'n feddwl sy'n iawn.”
JOS.9.26	Wnaeth Josua ddim gadael i bobl Israel eu lladd nhw. 
JOS.9.27	Gwnaeth nhw'n gaethweision i dorri coed a chario dŵr i bobl Israel, ac i allor yr 
JOS.10.1	Clywodd Adoni-sedec, brenin Jerwsalem, fod Josua wedi concro Ai a lladd y brenin a phawb arall yno, fel roedd e wedi gwneud i Jericho. Clywodd hefyd fod pobl Gibeon wedi gwneud cytundeb heddwch gydag Israel, a'u bod nhw'n byw gyda nhw. 
JOS.10.2	Roedd e a'i bobl yn ofni am eu bywydau, achos roedd Gibeon yn dref fawr – roedd hi'n fwy na'r trefi brenhinol eraill i gyd, ac yn fwy nag Ai, a'i dynion i gyd yn ymladdwyr dewr. 
JOS.10.3	Felly dyma Adoni-sedec, brenin Jerwsalem, yn anfon neges at frenhinoedd eraill yr ardal (y brenin Hoham yn Hebron, y Brenin Piram yn Iarmwth, y Brenin Jaffîa yn Lachish, a'r brenin Debir yn Eglon): 
JOS.10.4	“Dewch gyda mi i ymosod ar Gibeon. Maen nhw wedi gwneud cytundeb heddwch gyda Josua a phobl Israel.” 
JOS.10.5	Felly dyma bum brenin yr Amoriaid (brenhinoedd Jerwsalem, Hebron, Iarmwth, Lachish, ac Eglon) yn dod â'u byddinoedd at ei gilydd, ac yn amgylchynu Gibeon yn barod i ymosod arni.
JOS.10.6	Anfonodd pobl Gibeon neges at Josua yn y gwersyll yn Gilgal: “Paid troi cefn arnon ni, dy weision! Achub ni! Helpa ni! Mae brenhinoedd yr Amoriaid, sy'n byw yn y bryniau, wedi ymuno â'i gilydd i ymosod arnon ni.” 
JOS.10.7	Felly dyma Josua a'i fyddin gyfan, gan gynnwys ei ddynion gorau, yn gadael y gwersyll yn Gilgal i fynd i'w helpu nhw. 
JOS.10.8	Dyma'r 
JOS.10.9	Ar ôl martsio drwy'r nos o Gilgal, dyma Josua'n ymosod arnyn nhw'n gwbl ddirybudd. 
JOS.10.10	Gwnaeth yr 
JOS.10.11	Wrth iddyn nhw ddianc oddi wrth fyddin Israel i lawr Bwlch Beth-choron i Aseca, dyma'r 
JOS.10.12	Ar y diwrnod y gwnaeth yr 
JOS.10.12	“Haul, stopia yn yr awyr uwchben Gibeon.
JOS.10.12	Ti leuad, saf yn llonydd uwch Dyffryn Aialon.”
JOS.10.13	Felly dyma'r haul yn sefyll
JOS.10.13	a'r lleuad yn aros yn ei unfan
JOS.10.13	nes i Israel ddial ar eu gelynion.
JOS.10.13	(Mae'r gerdd yma i'w chael yn 
JOS.10.14	Does dim diwrnod tebyg erioed wedi bod, cyn hynny na wedyn! Diwrnod pan wnaeth yr 
JOS.10.15	A dyma Josua a byddin Israel yn mynd yn ôl i'r gwersyll yn Gilgal.
JOS.10.16	Roedd pum brenin yr Amoriaid wedi dianc a mynd i guddio mewn ogof yn Macceda. 
JOS.10.17	Pan glywodd Josua ble roedden nhw, 
JOS.10.18	dyma fe'n gorchymyn, “Rholiwch gerrig mawr i gau ceg yr ogof, a gosod dynion i'w gwarchod. 
JOS.10.19	Wedyn peidiwch oedi – ewch ar ôl y gelynion. Peidiwch gadael iddyn nhw ddianc yn ôl i'w trefi. Mae'r 
JOS.10.20	Roedd Josua a byddin Israel wedi'u lladd nhw i gyd bron, er fod rhai wedi llwyddo i ddianc i'r caerau amddiffynnol. 
JOS.10.21	Yna aeth byddin Israel i gyd yn ôl at Josua i'r gwersyll yn Macceda. Doedd neb yn mentro dweud dim byd yn erbyn pobl Israel ar ôl hyn.
JOS.10.22	A dyma Josua yn gorchymyn, “Agorwch geg yr ogof, a dod â'r pum brenin allan ata i.” 
JOS.10.23	A dyma nhw'n gwneud hynny, a dod â'r pum brenin allan o'r ogof – brenhinoedd Jerwsalem, Hebron, Iarmwth, Lachish, ac Eglon. 
JOS.10.24	Dyma Josua yn galw pobl Israel ato, a dweud wrth gapteiniaid y fyddin, “Dewch yma, a gosod eich traed ar yddfau y brenhinoedd yma.” A dyna wnaethon nhw. 
JOS.10.25	Yna meddai Josua, “Peidiwch bod ag ofn a phanicio! Byddwch yn gryf a dewr! Bydd yr 
JOS.10.26	A dyma Josua yn dienyddio'r brenhinoedd, ac yn hongian eu cyrff ar bum coeden. Cawson nhw eu gadael yno yn hongian nes iddi nosi. 
JOS.10.27	Wedi i'r haul fachlud, dyma Josua'n gorchymyn i'r cyrff gael eu cymryd i lawr. Dyma nhw'n taflu'r cyrff i'r ogof lle roedden nhw wedi bod yn cuddio, a rhoi cerrig mawr dros geg yr ogof – maen nhw'n dal yna hyd heddiw.
JOS.10.28	Y diwrnod hwnnw hefyd, dyma Josua yn concro tref Macceda, a lladd y bobl i gyd a'u brenin. Cafodd pawb eu lladd – gafodd neb ei adael yn fyw. Cafodd y brenin ei ladd fel brenin Jericho.
JOS.10.29	Yna dyma Josua a byddin Israel yn martsio yn eu blaenau i Libna, i ymosod ar y dref honno. 
JOS.10.30	Dyma'r 
JOS.10.31	Yna dyma Josua a byddin Israel yn martsio yn eu blaenau eto i ymosod ar Lachish. 
JOS.10.32	Dyma'r 
JOS.10.33	Daeth y Brenin Horam o Geser gyda'i fyddin i geisio helpu Lachish, a dyma Josua yn ymosod arno fe a'i fyddin hefyd. Gafodd neb ei adael yn fyw.
JOS.10.34	Yna dyma Josua a byddin Israel yn martsio yn eu blaenau o Lachish i ymosod ar Eglon. 
JOS.10.35	Dyma nhw'n concro'r dref y diwrnod hwnnw, a lladd pawb oedd yn byw yno. Cafodd pob enaid byw ei ladd, fel yn Lachish.
JOS.10.36	Yna dyma Josua a byddin Israel yn martsio yn eu blaenau o Eglon i ymosod ar Hebron. 
JOS.10.37	Dyma nhw'n concro'r dref, lladd ei brenin a phawb oedd yn byw yno, a phawb yn y pentrefi o'i chwmpas hefyd. Gafodd neb ei adael yn fyw. Cafodd pob enaid byw ei ladd, fel yn Eglon.
JOS.10.38	Wedyn dyma Josua a byddin Israel yn troi yn ôl i ymosod ar Debir. 
JOS.10.39	Dyma nhw'n ei choncro hi a'i brenin a'r pentrefi o'i chwmpas, a lladd pawb oedd yn byw yno. Cafodd pob enaid byw ei ladd. Doedd neb ar ôl. Cafodd Debir ei dinistrio'n llwyr, a'i brenin ei ladd, fel digwyddodd i Libna a'i brenin, ac i Hebron.
JOS.10.40	Felly roedd Josua wedi concro'r ardal gyfan – y bryniau, y Negef i'r de, yr iseldir a'r llethrau i'r gorllewin, a'u brenhinoedd i gyd. Doedd neb ar ôl. Cafodd pob enaid byw ei ladd, yn union fel roedd yr 
JOS.10.41	Roedd wedi concro'r ardal gyfan o Cadesh-barnea i Gasa ac o Gosen i Gibeon. 
JOS.10.42	Llwyddodd Josua i ddal y brenhinoedd yma a'u tiroedd mewn un ymgyrch, am fod yr 
JOS.10.43	Aeth Josua a byddin Israel yn ôl i'r gwersyll yn Gilgal wedi hynny.
JOS.11.1	Pan glywodd Jabin, brenin Chatsor, beth oedd wedi digwydd, dyma fe'n anfon neges at frenhinoedd eraill yr ardal honno – Iobab brenin Madon, brenin Shimron, brenin Achsaff, 
JOS.11.2	a'r brenhinoedd oedd yn teyrnasu yn y bryniau i'r gogledd, yn Nyffryn Iorddonen
JOS.11.3	Daeth Canaaneaid o gyfeiriad y dwyrain a'r gorllewin, Amoriaid, Hethiaid, Peresiaid a Jebwsiaid o'r bryniau, a Hefiaid o'r ardal wrth droed Mynydd Hermon yn Mitspa. 
JOS.11.4	Daeth y brenhinoedd yma i gyd allan gyda'i byddinoedd – roedd gormod ohonyn nhw i'w cyfrif! Roedden nhw fel y tywod ar lan y môr! Ac roedd ganddyn nhw lot fawr o geffylau a cherbydau rhyfel. 
JOS.11.5	Daethon nhw i gyd at ei gilydd wrth ffynnon Merom, i ymladd yn erbyn Israel. 
JOS.11.6	Ond dyma'r 
JOS.11.7	Felly dyma Josua a'i fyddin yn ymosod arnyn nhw yn ddirybudd wrth Ddyfroedd Merom. 
JOS.11.8	Dyma'r 
JOS.11.9	Wedyn dyma Josua yn gwneud y ceffylau'n gloff ac yn llosgi'r cerbydau rhyfel, yn union fel roedd yr 
JOS.11.10	Yna dyma Josua'n troi yn ôl a choncro tref Chatsor a lladd y brenin yno. (Chatsor oedd wedi bod yn arwain y teyrnasoedd yma i gyd.) 
JOS.11.11	Dyma nhw'n lladd pawb yno – gafodd yr un enaid byw ei adael ar ôl. A dyma nhw'n llosgi'r dref.
JOS.11.12	Aeth Josua yn ei flaen i goncro'r trefi brenhinol i gyd, a lladd pawb oedd yn byw ynddyn nhw, yn union fel roedd Moses, gwas yr 
JOS.11.13	Ond wnaeth pobl Israel ddim llosgi unrhyw un o'r trefi oedd wedi'u hadeiladu ar garnedd, ar wahân i Chatsor – hi oedd yr unig un gafodd ei llosgi. 
JOS.11.14	Cymerodd pobl Israel bopeth gwerthfawr o'r trefi, a chadw'r anifeiliaid. Ond cafodd y boblogaeth i gyd eu lladd – adawyd neb yn fyw.
JOS.11.15	Roedd Moses, gwas yr 
JOS.11.16	Llwyddodd Josua i goncro'r wlad gyfan, gan gynnwys y bryniau a'r iseldir yn y de, y Negef, tir Gosen, Dyffryn Iorddonen,
JOS.11.17	Concrodd bobman o fynydd Halac, sydd i gyfeiriad Edom yn y de, yr holl ffordd i Baal-gad yn Nyffryn Libanus, wrth droed Mynydd Hermon. Daliodd bob un o'u brenhinoedd, a'u lladd.
JOS.11.18	Roedd Josua wedi bod yn rhyfela yn erbyn y brenhinoedd yma am amser hir iawn. 
JOS.11.19	Wnaeth neb ohonyn nhw gytundeb heddwch gyda phobl Israel (dim ond yr Hefiaid yn Gibeon). Roedd rhaid i bobl Israel frwydro yn eu herbyn nhw i gyd. 
JOS.11.20	Roedd yr 
JOS.11.21	Yn ystod y cyfnod yma, llwyddodd Josua a'i fyddin i ddinistrio disgynyddion Anac hefyd, oedd yn byw yn y bryniau – yn Hebron, Debir, Anab, a gweddill bryniau Jwda ac Israel. Lladdodd Josua nhw i gyd, a dinistrio'u trefi. 
JOS.11.22	Doedd neb o ddisgynyddion Anac ar ôl lle mae pobl Israel yn byw. Ond roedd rhai yn dal ar ôl yn Gasa, Gath ac Ashdod.
JOS.11.23	Felly roedd Josua wedi concro'r wlad i gyd, fel roedd yr 
JOS.11.23	Ac roedd heddwch yn y wlad.
JOS.12.1	Dyma'r brenhinoedd wnaeth pobl Israel eu trechu i'r dwyrain o afon Iorddonen, a'r tiroedd wnaethon nhw eu meddiannu – o Ddyffryn Arnon i Fynydd Hermon, sef yr holl dir i'r dwyrain o Ddyffryn Iorddonen:
JOS.12.2	Sihon, brenin yr Amoriaid, oedd yn byw yn Cheshbon ac yn teyrnasu o Aroer, ger Dyffryn Arnon. Roedd yn teyrnasu o ganol Dyffryn Arnon i Ddyffryn Jabboc, sef y ffin gyda thiriogaeth pobl Ammon – yn cynnwys hanner Gilead. 
JOS.12.3	Roedd ei diriogaeth yn cynnwys y tir sydd i'r dwyrain o Ddyffryn Iorddonen, yr holl ffordd o Lyn Galilea
JOS.12.4	Og, brenin Bashan – un o'r ychydig Reffaiaid oedd ar ôl. Roedd Og yn teyrnasu o Ashtaroth ac Edrei, 
JOS.12.5	a'i diriogaeth yn ymestyn o Fynydd Hermon i Salca yn y gogledd; Bashan yn y dwyrain i'r ffin gyda theyrnasoedd Geshwr a Maacha yn y gorllewin; a hanner arall Gilead at y ffin gyda theyrnas Sihon, oedd yn frenin yn Cheshbon. 
JOS.12.6	Roedd Moses, gwas yr 
JOS.12.7	A dyma'r brenhinoedd wnaeth Josua a phobl Israel eu trechu i'r gorllewin o afon Iorddonen – o Baal-gad yn Nyffryn Libanus yn y gogledd i lawr i Fynydd Halac i gyfeiriad Edom yn y de. (Rhannodd Josua y tiroedd yma i gyd rhwng llwythau Israel. 
JOS.12.8	Roedd yn cynnwys y bryniau a'r iseldir, y tir anial, y llethrau, anialwch Jwda a'r Negef, sef tiroedd yr Hethiaid, Amoriaid, Canaaneaid, Peresiaid, Hefiaid a Jebwsiaid):
JOS.12.9	Brenin Jericho; brenin Ai, ger Bethel; 
JOS.12.10	brenin Jerwsalem; brenin Hebron; 
