GEN.1.1	Tô tigkanayan ka langun, igimu ka Manama tô langit
MAT.19.16	Na, duwán sábbad manubù na igpadani tun ki Jesus, asta iginsà, na mà din, “Sir, ándin tô madigár lumun ku ébô makatanggappa ka kantayan na ándà ágtamanán?”
MAT.19.17	Igkagi si Jesus, na mà din, “Isalábbuanna su iginsà ka kanak tingód katô madigár. Sábbad dád tô tuu madigár, tô dád Manama. Atin ka malyag ka tumanggap ka kantayan na ándà ágtamanán, kailangan mánnal ka katô mga sugù ka Manama.”
MAT.19.18	Iginsà tô manubù, na mà din, “Ándin mga sugui?”
MAT.19.18	Igkagi si Jesus, na mà din, “Yakó ágmaté. Yakó áglibug. Yakó ágtakó. Yakó ágtestigos ka bulaló tingód katô unawa yu. 
MAT.19.19	Respetowi yu tô ákniyu ámmà asta innà. Ginawayi yu tô unawa yu na iring katô kaginawa yu katô ákniyu sarili.”
MAT.19.20	Igkagi tô manubù, na mà din, “Igbánnalla katô langun. Ándin tô ándà ku pa lumuwi?”
MAT.19.21	Igkagi si Jesus, na mà din, “Atin duwán kakalyag nu na tuu nángngà tô áglumun nu, ulì ka, asta barigyà nu tô langun kaduwánnan nu. Tukid nu bággéyi tô salapì nu tun ta mga manubù na ágkayu-ayuan. Atin ka tô gó é lumun nu, duwán pulusán nu tun ta langit. Na, lónód ka, asta tákkás ka kanak.”
MAT.19.22	Tô igdinág katô manubù tô igkagi i Jesus, igpanó sikandin na iranu, su dakál tô kaduwánnan din.
MAT.19.23	Na, igkagi si Jesus katô mga disipulu din, na mà din, “Paminág yu ni kagin ku ákniyu. Mahirap tô kapasakup ka ágkaduwánnan manubù tun ta pagpangulu katô Manama. 
MAT.19.24	Kumagiya pagsik ákniyu na agad mahirap tô dakál mannanap na ágngadanan kamelyo na mukit tun ta bóbbó ka simat, asal tuu pa mahirap tô kapasakup katô ágkaduwánnan manubù tun ta pagpangulu ka Manama.”
MAT.19.25	Tô igdinág katô mga disipulu tô igkagi din, tuu dan isalábbuan, asta igkagi sikandan, na mà dan, “Purisu ándà palang manubù na makaluwà tikud tun ta supak ka Manama.”
MAT.19.26	Asal igsállág si Jesus tun kandan asta igkagi sikandin, na mà din, “Dì gó ni malumu ka manubù, asal malumu ka Manama tô langun.”
MAT.19.27	Igkagi si Pedro, na mà din, “Sikami, igtananan déd tô langun katô kaduwánnan dé ébô mákkás ké áknikó. Ándin tô matanggap dé?”
MAT.19.28	Igkagi si Jesus, na mà din, “Paminág yu ni kagin ku ákniyu. Tun ta mantu banuwa na imun ka Manama, munsadda na Igpamanubù tun ta madigár gunsadanan ku. Sikiyu na igtákkás kanak, munsad kó pagsik tun ta sapulù duwa (12) gunsadanan ka harì, asta mangulu kó katô sapulù duwa (12) grupo katô mga rubbad i Israel. 
MAT.19.29	Tô manubù na igtanan katô kaduwánnan din, mga kataladi din, ámmà din, innà din, mga gabatà din, asta kinamát din ébô pasakup kanak, tô gó tô makatanggap ka kadigárran na ginatus-gatus na dakál pa ka tandingán katô igtananan din, asta bággayan sikandin katô kantayan na ándà ágtamanán. 
MAT.19.30	Marapung tô mga manubù na ikóna áknganni makatapuri baling tun ta tapuri álló. Tô mga manubù na ikatapuri áknganni makóna baling tun ta tapuri álló.
MAT.20.1	“Iring kani tô pagpangulu ka Manama. Duwán sábbad manubù na duwán tanà na igpamulaan din ka paras. Igsállám tô tigatun igpamasak ka mga manubù na lumumu tun ta kinamát din. 
MAT.20.2	Igpasábbadé dan na bággén din kandan tô sábbad salapì denario, su ni tô nángngà tandan ka sábbad álló. Igpapid din sikandan tun ta kinamát, asta iglumu dan. 
MAT.20.3	Tô alas nuybe dán, igpamasak puman sikandin ka mga manubù na lumumu. Duwán mga manubù na igkita din tun ta plasa na ánda áglumun dan. 
MAT.20.4	Purisu igkagi sikandin, ‘Atin ka lumumu kó tun ta kinamát ku, nángngà tô tandan ku ákniyu.’ Purisu igsadun dan pagsik, asta iglumu dan. 
MAT.20.5	Igpamasak puman sikandin ka mga manubù tô alas dusi asta tô alas tres ka mapun, asta magunawa tô igkagi din kandan. 
MAT.20.6	Masig dán alas singko ka mapun, igkita din tô duma mga manubù na ánda áglumun dan. Iginsà sikandin, ‘Manan ka ándà palang áglumun yu ni álló ni?’ 
MAT.20.7	Igtaba dan, ‘Su ándà manubù na igpalumu áknami.’ Igkagi sikandin, ‘Lumu kó pagsik tun ta kinamát ku.’
MAT.20.8	“Na, tô igsalláp dán tô álló, igkagi tô tigatun tun ta állang na ágsarigan din, ‘Tawar nu tô langun manubù na iglumu, asta bággé nu kandan tô tandan. Una nu tô mga manubù na tapuri iglumu, asta yan pa tô mga manubù na una iglumu.’ 
MAT.20.9	Tô igtandan sikandin katô mga manubù na igtigkané ka alas singko ka mapun, sábbad denario tô salapì na igtandan din tingód ka sábbad álló tun ta tagsábbad-sábbad kandan. 
MAT.20.10	Purisu tô ándà pa tandani tô mga manubù na iglumu tikud ka sállám, igpanámdám dan na tuu pa dakál tô tandanán din kandan. Asal sábbad pagsik denario tô salapì na igtandan din tingód ka sábbad álló tun ta tagsábbad-sábbad kandan. 
MAT.20.11	Tô igtanggap dan katô salapì, igpaburáng-burángngé dan tingód katô tigatun ka paras. 
MAT.20.12	Igkagi dan, ‘Tô mga ikatapuri, sábbad dád oras tô kalumu dan, asal tikud ka sállám tô áknami kalumu, asta inélad ké ka álló. Manan ka magunawa tô igtandan nu áknami langun?’ 
MAT.20.13	Igkagi tô tigatun tun ta sábbad kandan, ‘Rarak ku, ándà a limbung áknikó, su sábbad denario tô salapì na ignunugan nu na tandan ku áknikó. 
MAT.20.14	Purisu pid nu tô salapì na igtandan ku áknikó, asta ulì kad. Kakalyag ku na magunawa tô bággén ku tun ta langun yu. 
MAT.20.15	Atin ka malyagga mággé ka salapì ku tun ta manubù na salinán ku, ándà basì makasapad kanak. Isabuan ka basì su madigár tô iglumu ku kandan.’”
MAT.20.16	Igkagi si Jesus, na mà din, “Purisu tô mga manubù na ikatapuri áknganni makóna baling tun ta tapuri álló. Tô mga manubù na ikóna áknganni makatapuri baling tun ta tapuri álló.”
MAT.20.17	Na, róggun igpanó si Jesus tun ta Jerusalem, igpid din tô sapulù duwa (12) disipulu din tun ta ándà mga manubù, asta igkagi sikandin, na mà din, 
MAT.20.18	“Na, madun kid tun ta Jerusalem. Sakán na Igpamanubù tô bággén tun ta bállad katô mallayat ka mga pangulu ka templo asta mga taratinurù ka sugù. Pasábbadé dan kumagi na kailangan matayanna. 
MAT.20.19	Bággénna ikandan tun ta bállad ka mga manubù na ánnà Judio. Ngisiyanna ikandan, lagpássánna, asta pansalanna tun ta krus. Asal mantéya puman tun ta ikatállu álló.”
MAT.20.20	Na, igsadun tun ki Jesus tô sawa i Sebedeo asta tô duwa gabatà din na si Santiago asta si Juan. Iglingkóód sikandin tun ki Jesus su duwán ágpamuyuán din. 
MAT.20.21	Iginsà si Jesus, na mà din, “Ándin tô kakalyag nu kanak?”
MAT.20.21	Igkagi sikandin, na mà din, “Tun ta pagpangulu nu, pónsad nu tô duwa gabatà ku madani tun áknikó, na sábbad dadan ta kawanan nu, asta sábbad dadan ta ibang nu.”
MAT.20.22	Asal igkagi si Jesus, na mà din, “Ándà yu kasóddóri ka ándin tô igpamuyù yu. Makatiis kó katô kahirapan iring katô kahirapan na masig dán dumunggù kanak?”
MAT.20.22	Igtaba sikandan, na mà dan, “Óó, makatiis ké.”
MAT.20.23	Igkagi si Jesus, na mà din, “Matuman na dungguan kó gó katô kahirapan iring katô kahirapan na dumunggù kanak, asal diya makatandô ákniyu ka makónsad kó madani tun kanak, su munsad madani kanak tô mga manubù na igsalin katô Ámmà ku.”
MAT.20.24	Na, tô igdinág tô sapulù (10) disipulu ka ándin tô igkagi dan ki Jesus, isókó dan ki Santiago asta ki Juan. 
MAT.20.25	Purisu igpaglimud i Jesus tô langun dan, asta igkagi sikandin, na mà din, “Isóddóran yud na tun ta mga manubù na ánnà Judio, inalayun ágsugù tô mga ágpangulun katô mga sakup dan. Inalayun ágsugù-sugù tô mallayat mga manubù katô mga ágpanguluwan dan. 
MAT.20.26	Asal dì mému ka makéring kó kandan. Su tô manubù tun ákniyu na imun mallayat é kamanubuan, tô gó tô kailangan imun na ágsuguánnán yu. 
MAT.20.27	Asta tô manubù na imun pangulu yu, tô gó tô kailangan mému na állang yu. 
MAT.20.28	Méring sikandin kanak na Igpamanubù, su igsadunna dini ánnà ébô tabanganna katô mga manubù, asal igsadunna dini ébô tumabangnga katô mga manubù. Ikataganà ad na matayan ébô tábbusán ku tô marapung manubù.”
MAT.20.29	Na, tô igpanó dan tikud tun ta Jerico, tuu marapung tô mga manubù na igtalundug ki Jesus. 
MAT.20.30	Duwán duwa bólóg na igunsad tun ta ligad ka dalan. Tô igdinág dan na si Jesus tô iglabé, igullaó sikandan, na mà dan, “Rubbad i David, kéduwi ké!”
MAT.20.31	Igsapadan dan katô mga manubù, asta igkagi dan na kailangan dì dan mótép. Asal igrayan dan baling gullaó, na mà dan, “Áglangngagán, rubbad i David, kéduwi ké!”
MAT.20.32	Purisu igsódô si Jesus, asta igtawar kandan, na mà din, “Ándin tô kakalyag yu na lumun ku para ákniyu?”
MAT.20.33	Igtaba tô duwa bólóg, na mà dan, “Áglangngagán, malyag ké makakita.”
MAT.20.34	Inéduwan si Jesus kandan, asta igdappánnan din ka bállad tô mata dan. Tigkô dan dád ikakita, asta igtalundug dan ki Jesus.
MAT.21.1	Na, tô igsadun dan tun ta Jerusalem, igdunggù dan tun ta lunsud ka Betpahe na tun ta Pabungan ka Olibo. Igpóna i Jesus tô duwa disipulu din, na mà din, 
MAT.21.2	“Una kó tun ta lunsud, asta kitanán yu tô asno
MAT.21.3	Atin ka duwán manubù na minsà ákniyu ka manan ka igakas yu, kagiyi yu na kailangan sakayan katô Áglangngagán yu, asta sékót din papiddán ákniyu.”
MAT.21.4	Ilumu ni ébô matuman ni igkagi katô propeta ka Manama sayyan, na mà din,
MAT.21.5	“Uliti nu tô langun taga Sion,
MAT.21.6	Igpanó tô duwa disipulu din, asta igtuman dan tô igsugù i Jesus kandan. 
MAT.21.7	Igpid dan tô asno asta tô nati tun ki Jesus. Tô mga umpak dan igampas dan tun ta bókkóg katô nati, asta igsaké si Jesus. 
MAT.21.8	Igsánnar katô karapungan ka mga manubù tô umpak dan tun ta dalan na ukitan din. Igtampád katô mga manubù tô mga daun ka palmera asta igsánnar dan tun ta dalan.
MAT.21.9	Igullaó tô langun manubù na igtákkás ki Jesus, agad tô ikóna asta tô ikatalundug, na mà dan, “Durungán ta ni rubbad i David! Durungán ta ni igpapid katô Áglangngagán! Durungán ta tô Manama tun ta langit!”
MAT.21.10	Tô igdunggù si Jesus tun ta Jerusalem, isalábbuan tô langun manubù. Igpénsaé sikandan, na mà dan, “Sadan sikandin?”
MAT.21.11	Igtaba tô mga manubù na igtákkás ki Jesus, na mà dan, “Sikandin si Jesus na propeta ka Manama tikud tun ta lunsud ka Nazaret na sakup ka probinsya ka Galilea.”
MAT.21.12	Na, igsadun si Jesus tun ta templo, asta igabug din tô langun manubù na ágbálli asta ágbarigyà tun ta plasa ka templo.
MAT.21.13	Igkagi sikandin, na mà din, “Mà katô kagi ka Manama,
MAT.21.13	“‘Tô balé ku, tô gó é ágdasalanan.’
MAT.21.13	Asal igimu yud ni na gállássanan ka mga tulisan.”
MAT.21.14	Igpadani tun ki Jesus tô mga bólóg asta tô mga kapig, asta igdappánnan dan i Jesus ka bállad, asta inólian dan tun ta templo. 
MAT.21.15	Asal isókó tô mallayat ka mga pangulu ka templo asta tô mga taratinurù ka sugù, su igkita dan tô mga kasalábbuan na iglumu i Jesus, asta igdinág dan tô mga gabatà na igpanggullaó tun ta templo, na mà dan, “Durungán ni rubbad i David!”
MAT.21.16	Purisu iginsà dan ki Jesus, na mà dan, “Igpaminág nu tô kagi dan?”
MAT.21.16	Igtaba si Jesus, na mà din, “Óó. Ándà yu basì basayi ni kagi ka Manama, na mà din,
MAT.21.16	“‘Agad tô mga marénták gabatà igtinuruan nu ébô dumurung áknikó.’”
MAT.21.17	Na, igpanó si Jesus tikud tun kandan, igsadun sikandin tun ta lunsud ka Betania, asta igdággà sikandin dutun.
MAT.21.18	Tô sállám dán, róggun iglónód si Jesus tun ta Jerusalem, igballus sikandin. 
MAT.21.19	Igkita din tô kayu igera tun ta ligad ka dalan, asta igpadani sikandin ébô mamasak ka buuy. Asal ándà palang buuy na igkita din, su marag dád daun. Purisu igkagi sikandin tun ta kayu, na mà din, “Tikud áknganni, dì dán gó makabuuy ni kayu ni!”
MAT.21.19	Tô dád gó, igangu tô kayu. 
MAT.21.20	Tô ikakita tô mga disipulu din, isalábbuan dan gó, asta igkagi sikandan, na mà dan, “Sékót igangu tô kayu igera.”
MAT.21.21	Igkagi si Jesus, na mà din, “Paminág yu ni kagin ku ákniyu. Atin ka sumarig kó katô Manama, asta dì kó ágduwa-duwa, makému kó katô mga kasalábbuan iring katô iglumu ku kani kayu igera, asta mga kasalábbuan na tuu pa matulus. Atin ka kumagi kó kani pabungan na malin tun ta dagat, mému ni. 
MAT.21.22	Agad ándin tô pamuyuán yu katô Manama ukit ka kadasal, matanggap yu ka mánnal kó kandin.”
MAT.21.23	Na, igsadun si Jesus tun ta templo, asta igtinurù sikandin. Ándà kadugé, duwán mallayat ka mga pangulu ka templo asta mga ágtugállán ka Judio na igpadani tun kandin. Iginsà sikandan, na mà dan, “Sadan tô igtikudan katô langun na áglumun nu? Sadan tô igpapid áknikó?”
MAT.21.24	Igtaba si Jesus, na mà din, “Duwán pagsik insà ku ákniyu. Atin ka makataba kó, mulitta ákniyu ka sadan tô igpapid kanak. 
MAT.21.25	Na, sadan tô igpapid ki Juan na munyag? Tô Manama, ó tô manubù?”
MAT.21.25	Purisu igpatóngkóé dan ka ándin tô madigár taba dan kandin, na mà dan, “Atin ka tumaba ki na Manama tô igpapid ki Juan, insaán ki ikandin na manan ka ándà ki bánnal ki Juan. 
MAT.21.26	Asal atin ka tumaba ki na manubù tô igpapid ki Juan, kamáddangan ki kani mga manubù na ilimud, su ágpanámdám dan na bánnal propeta ka Manama si Juan.”
MAT.21.27	Purisu igtaba sikandan ki Jesus, na mà dan, “Ándà dé kasóddóri.”
MAT.21.27	Igkagi si Jesus, na mà din, “Su ándà kó taba katô insà ku, diya pagsik mulit ákniyu ka sadan tô igpapid kanak na lumumuwa katô áglumun ku.”
MAT.21.28	“Panámdám yu ni. Duwán manubù na duwán duwa gabatà din gamama. Igkagi sikandin tun ta batà din kaké, ‘Batà, lumu ka tun ta kinamát ni álló ni.’ 
MAT.21.29	Igkagi tô batà din, ‘Diya.’ Asal ándà kadugé, ipalin tô panámdám din, asta igsadun sikandin tun ta kinamát asta iglumu. 
MAT.21.30	Igsadun pagsik tô ámmà tun ta batà din adi, asta magunawa tô igkagi din kandin. Igkagi tô adi, ‘Óó, ámmà. Madunna.’ Asal ándà sikandin sadun. 
MAT.21.31	Na, ulitiya ikiyu. Sadan batai tô igbánnal katô ámmà din?”
MAT.21.31	Igtaba sikandan, na mà dan, “Tô batà din kaké.”
MAT.21.31	Igkagi si Jesus, na mà din, “Paminág yu ni kagin ku ákniyu. Duwán masalà-salà mga manubù na makóna ákniyu masakup tun ta pagpangulu ka Manama iring katô mga taralimud ka buwis asta madat mga gabayi. 
MAT.21.32	Tô igtinurù si Juan na kailangan rumákkád kó katô salà ébô tanggapán kó ka Manama, ándà kó bánnal kandin. Asal marapung baling tô mga taralimud ka buwis asta madat mga gabayi na igbánnal kandin. Agad igkita yu ni, asal ándà kó rákkád, asta ándà kó bánnal kandin.”
MAT.21.33	Igkagi si Jesus kandan, na mà din, “Paminág yu ni panunggiringan. Duwán sábbad manubù na duwán tanà na igpamulaan din ka paras. Igkoralan din ni, asta igimu din tô garikanan ka buuy ka paras. Igpatindág din tô balé na ágtómmónganan. Igpadóppónan din tô kinamát katô ássa mga taralumu ka tanà, asta igsadun sikandin tun ta madiyù banuwa. 
MAT.21.34	Tô igdunggù tô timpo na matássan dán tô buuy katô paras, duwán mga állang na igpapid katô tigatun ébô mangé katô buuy na kandin bahin. 
MAT.21.35	Tô igdunggù dán tô mga állang din tun ta kinamát, duwán iglagpás katô mga taradóppón, duwán igmatayan dan, asta duwán igtimbag dan ka batu. 
MAT.21.36	Marapung pa puman tô ássa mga állang na igpapid din tun kandan. Asal magunawa tô madat na iglumu katô mga taradóppón tun kandan. 
MAT.21.37	Purisu igpapid din tô batà din, su tô panámdám din na bánnalán dan tô kandin batà. 
MAT.21.38	Tô igkita tô mga taradóppón katô batà din, igpatóngkóé dan, na mà dan, ‘Ni gó tô makatigatun kani tanà ka maté tô ámmà din. Na, matayan ta sikandin ébô sikita tô makatigatun kani tanà.’ 
MAT.21.39	Purisu igámmát dan sikandin, igguyud dan tun ta luwà katô kinamát, asta igmatayan dan.
MAT.21.40	“Na, ulitiya ikiyu. Atin lumónód tô tigatun katô kinamát, ándin tô lumun din tun ta mga manubù na igpadóppón din?”
MAT.21.41	Igtaba sikandan, na mà dan, “Ándà kédu din katô madat mga manubù, asal matayan din sikandan, asta padóppónan din katô ássa mga manubù na mággé ka bahin tun kandin ámmé-ámmé.”
MAT.21.42	Igkagi si Jesus, na mà din, “Iring na ándà kó gó basa kani kagi ka Manama, na mà din,
MAT.21.42	“‘Duwán sábbad batu na igantug katô mga gimu ka balé, su kéman dan ka ánda ágpulusán. Asal ándà dan kasóddóri na tô gó tô batu na tuu ágkailanganán katô balé. Madigár ni iglumu katô Áglangngagán, asta durungán ta sikandin.’”
MAT.21.43	Igkagi si Jesus, na mà din, “Purisu kagin ku ákniyu, dì kó sakupán ka Manama tun ta pagpangulu din, asal sakupán din tô ássa mga manubù na mánnal katô kakalyag din. 
MAT.21.44	[Atin ka madabù tô manubù nit batu ni, katáppù-táppuan sikandin. Asal ka kadabuan tô manubù katô batu, maróddóg sikandin.]”
MAT.21.45	Na, tô igdinág tô mallayat ka mga pangulu ka templo asta tô mga Pariseo katô kagi i Jesus, isóddóran dan na sikandan tô isugatan katô panunggiringan na igulit din. 
MAT.21.46	Purisu kakalyag dan dán gó na ámmáttán si Jesus. Asal ándà dan ikému, su imáddangan dan katô mga manubù na ágpaminág ki Jesus, su ágbánnal tô mga manubù na propeta ka Manama si Jesus.
MAT.22.1	Igtinurù puman si Jesus kandan ukit kani panunggiringan, na mà din, 
MAT.22.2	“Iring kani tô pagpangulu ka Manama. Duwán sábbad harì na igimu ka dakál kalimudan su kasalán tô batà din mama. 
MAT.22.3	Igsugù din tô mga állang din ébô ulitan tô langun manubù na ágpasakupán din. Asal igéllé tô langun. 
MAT.22.4	Purisu igsugù katô harì tô ássa mga állang din ébô ulitan tô mga ágpasakupán din, ‘Na, igtaganà dán tô langun. Igiyó dán tô mga baka asta tô mga igpalambù nati, asta igtaganà dán tô ágkannán. Sadun kód dini ta ágkasalan.’ 
