MAT.1.1	Yisúʻ Masíh, ibn i Dáúd, ibn i Ibráhím ká nasabnáma.
MRK.9.48	jaháṉ un ká kíṛá nahíṉ martá, aur ág nahíṉ bujhtí. 
MRK.9.49	Kyúṉki har shaḳhs ág se namkín kiyá jáegá, [aur har ek qurbání namak se namkín kí jáegí.] 
MRK.9.50	Namak achchhá hai; lekin agar namak kí namkíní játí rahe, to us ko kis chíz se mazadár karoge? Apne meṉ namak rakkho, aur ek dúsre ke sáth mel miláp se raho.
MRK.10.1	Phir wuh waháṉ se uṭhkar Yahúdiya kí sarhaddoṉ meṉ aur Yardan ke pár áyá; aur bhíṛ us ke pás phir jamaʻ ho gayí, aur wuh apne dastúr ke muwáfiq phir unheṉ taʻlím dene lagá. 
MRK.10.2	Aur Farísíoṉ ne pás ákar us ke ázmáne ke wáste us se púchhá; Kyá yih rawá hai, ki mard apní bíwí ko chhoṛ de? 
MRK.10.3	Us ne un se jawáb meṉ kahá, ki Músá ne tumheṉ kyá hukm diyá hai? 
MRK.10.4	Wuh bole; Músá ne to ijázat dí hai, ki taláqnáma likhkar chhoṛ deṉ. 
MRK.10.5	Magar Yisúʻ ne un se kahá, ki Us ne tumhárí saḳhtdilí ke sabab tumháre liye yih hukm likhá thá. 
MRK.10.6	Lekin ḳhilqat ke shurúʻ se, Us ne unheṉ mard aur ʻaurat banáyá. 
MRK.10.7	Is sabab se mard apne báp se aur máṉ se judá hokar apní bíwí ke sáth rahegá, 
MRK.10.8	aur wuh aur us kí bíwí donoṉ ek jism hoṉge: pas wuh do nahíṉ, balki ek jism haiṉ. 
MRK.10.9	Is liye jise Ḳhudá ne joṛá hai, use ádmí judá na kare. 
MRK.10.10	Aur ghar meṉ shágirdoṉ ne us se is kí bábat phir púchhá. 
MRK.10.11	Us ne un se kahá; Jo koí apní bíwí ko chhoṛ de, aur dúsrí se biyáh kare, wuh us pahlí ke barḳhiláf ziná kartá hai: 
MRK.10.12	aur agar ʻaurat apne shauhar ko chhoṛ de aur dúsre se biyáh kare, to ziná kartí hai.
MRK.10.13	Phir log bachchoṉ ko us ke pás láne lage, táki wuh unheṉ chhúe, magar shágirdoṉ ne un ko jhiṛká. 
MRK.10.14	Yisúʻ yih dekhkar ḳhafá húá, aur un se kahá; Bachchoṉ ko mere pás áne do; unheṉ manaʻ na karo; kyúṉki Ḳhudá kí bádsháhat aisoṉ hí kí hai. 
MRK.10.15	Maiṉ tum se sach kahtá húṉ, ki Jo koí Ḳhudá kí bádsháhat ko bachche kí tarah qubúl na kare, wuh us meṉ hargiz dáḳhil na hogá. 
MRK.10.16	Phir us ne unheṉ apní god meṉ liyá, aur un par háth rakhkar unheṉ barakat dí.
MRK.10.17	Aur jab wuh báhar nikalkar ráh meṉ já rahá thá, to ek shaḳhs us ke pás dauṛtá húá áyá, aur us ke áge ghuṭne ṭekkar us se púchhá; Ai nek ustád, maiṉ kyá karúṉ, táki hamesha kí zindagí ká wáris banúṉ? 
MRK.10.18	Yisúʻ ne us se kahá; Tú mujhe kyúṉ nek kahtá hai? koí nek nahíṉ, magar ek, yaʻní Ḳhudá. 
MRK.10.19	Tú hukmoṉ ko to jántá hai; Ḳhún na kar, Ziná na kar, Chorí na kar, Jhúṭhí gawáhí na de, Fareb dekar nuqsán na kar, Apne báp kí aur máṉ kí ʻizzat kar. 
MRK.10.20	Us ne us se kahá; Ai ustád, maiṉ ne laṛakpan se in sab par ʻamal kiyá hai. 
MRK.10.21	Yisúʻ ne us par nazar kí, aur use us par piyár áyá, aur us se kahá; Ek bát kí tujh meṉ kamí hai: já, jo kuchh terá hai bechkar garíboṉ ko de, tujhe ásmán par ḳhazána milegá: aur ákar mere píchhe ho le. 
MRK.10.22	Is bát se us ke chihre par udási chhá gayí, aur wuh gamgín hokar chalá gayá: kyúṉki baṛá máldár thá.
MRK.10.23	Phir Yisúʻ ne chároṉ taraf nazar karke apne shágirdoṉ se kahá, ki Daulatmandoṉ ká Ḳhudá kí bádsháhat meṉ dáḳhil honá kaisá mushkil hai! 
MRK.10.24	Shágird us kí bátoṉ se hairán húe. Yisúʻ ne phir jawáb meṉ un se kahá; Bachcho, jo log daulat par bharosá rakhte haiṉ, un ke liye Ḳhudá kí bádsháhat meṉ dáḳhil honá kyá hí mushkil hai! 
MRK.10.25	Uʹṉṭ ká súí ke náke meṉ se nikal jáná is se ásán hai, ki daulatmand Ḳhudá kí bádsháhat meṉ dáḳhil ho. 
MRK.10.26	Wuh niháyat hí hairán hokar us se kahne lage; Phir kaun naját pá saktá hai? 
MRK.10.27	Yisúʻ ne un kí taraf nazar karke kahá; Yih ádmíoṉ se to nahíṉ ho saktá, lekin Ḳhudá se ho saktá hai: kyúṉki Ḳhudá se sab kuchh ho saktá hai. 
MRK.10.28	Patras us se kahne lagá; Dekh, ham ne to sab kuchh chhoṛ diyá, aur tere píchhe ho liye haiṉ. 
MRK.10.29	Yisúʻ ne kahá; Maiṉ tum se sach kahtá húṉ, ki Aisá koí nahíṉ, jis ne ghar, yá bháiyoṉ, yá bahinoṉ, yá máṉ, yá báp, yá bachchoṉ, yá khetoṉ ko, mere aur Injíl ke wáste chhoṛ diyá ho, 
MRK.10.30	aur ab is zamáne meṉ sau guná na páe; ghar, aur bháí, aur bahineṉ, aur máeṉ, aur bachche, aur khet, magar zulm ke sáth; aur ánewále ʻálam meṉ hamesha kí zindagí. 
MRK.10.31	Lekin bahut se awwal áḳhir ho jáeṉge, aur áḳhir awwal.
MRK.10.32	Aur wuh Yarúshalem ko játe húe ráste meṉ the, aur Yisúʻ un ke áge áge já rahá thá: wuh hairán hone lage; aur jo píchhe píchhe chalte the ḍarne lage. Pas us ne phir un bárah ko sáth lekar un se wuh báteṉ kahní shurúʻ kíṉ, jo us par wáqiʻ honewálí thíṉ, 
MRK.10.33	ki Dekho, ham Yarúshalem ko játe haiṉ; aur Ibn i Ádam sardár káhinoṉ aur faqíhoṉ ke hawále kiyá jáegá; aur wuh us ke qatl ká hukm deṉge, aur use gairqaumoṉ ke hawále kareṉge; 
MRK.10.34	aur wuh use ṭhaṭṭhoṉ meṉ uṛáeṉge, aur us par thúkeṉge, aur use koṛe máreṉge, aur qatl kareṉge; aur tín din ke baʻd wuh jí uthegá.
MRK.10.35	Tab Zabdí ke beṭoṉ Yaʻqúb aur Yúhanná ne us ke pás ákar us se kahá; Ai ustád, ham cháhte haiṉ, ki jo kuchh ham tujh se darḳhwást kareṉ tú hamáre liye kare. 
MRK.10.36	Us ne un se kahá; Tum kyá cháhte ho, ki maiṉ tumháre liye karúṉ? 
MRK.10.37	Unhoṉ ne us se kahá; Hamáre liye yih kar, ki tere jalál meṉ ham meṉ se ek terí dahiní, aur ek terí báíṉ taraf, baiṭhe. 
MRK.10.38	Yisúʻ ne un se kahá; Tum nahíṉ jánte, ki kyá máṉgte ho. Jo piyála maiṉ píne ko húṉ, kyá tum pí sakte ho? aur jo baptisma maiṉ lene ko húṉ, tum le sakte ho? 
MRK.10.39	Unhoṉ ne us se kahá; Ham se ho saktá hai. Yisúʻ ne un se kahá; Jo piyála maiṉ píne ko húṉ, tum píoge: aur jo baptisma maiṉ lene ko húṉ, tum le loge; 
MRK.10.40	lekin apní dahiní yá báíṉ taraf kisí ko biṭhá dená merá kám nahíṉ: magar jin ke liye taiyár kiyá gayá, unhíṉ ke liye hai. 
MRK.10.41	Aur jab un dasoṉ ne yih suná, to Yaʻqúb aur Yúhanná se ḳhafá hone lage. 
MRK.10.42	Magar Yisúʻ ne unheṉ pás bulákar un se kahá; Tum jánte ho, ki jo gairqaumoṉ ke sardár samjhe játe haiṉ, wuh un par hukúmat chaláte haiṉ; aur un ke amír un par iḳhtiyár jatáte haiṉ. 
MRK.10.43	Magar tum meṉ aisá nahíṉ hai: balki jo tum meṉ baṛá honá cháhe, wuh tumhárá ḳhádim bane: 
MRK.10.44	aur jo tum meṉ awwal honá cháhe, wuh sab ká gulám bane. 
MRK.10.45	Kyúṉki Ibn i Ádam bhí is liye nahíṉ áyá ki ḳhidmat le, balki ḳhidmat kare, aur apní ján bahuteroṉ ke badle fidye meṉ de.
MRK.10.46	Aur wuh Yarího meṉ áe, aur jab wuh aur us ke shágird aur ek baṛí bhíṛ Yarího se nikaltí thí, to Timáí ká beṭá Bar Timáí ek andhá faqír ráh ke kanáre baiṭhá húá thá. 
MRK.10.47	Aur yih sunkar ki Yisúʻ Násarí hai, chillá chillákar kahne lagá; Ai Ibn i Dáúd, ai Yisúʻ, mujh par rahm kar. 
MRK.10.48	Aur bahutoṉ ne use ḍáṉṭá, ki chup rahe: magar wuh âur bhí ziyáda chilláyá, ki Ai Ibn i Dáúd, mujh par rahm kar. 
MRK.10.49	Yisúʻ ne khaṛe hokar kahá; Use buláo. Pas unhoṉ ne us andhe ko yih kahkar buláyá, ki Ḳhátir jamaʻ rakh: uṭh, wuh tujhe bulátá hai. 
MRK.10.50	Wuh apná kapṛá pheṉkkar uchhal paṛá, aur Yisúʻ ke pás áyá. 
MRK.10.51	Yisúʻ ne us se kahá; Tú kyá cháhtá hai, ki maiṉ tere liye karúṉ? Andhe ne us se kahá; Ai Rabbúní, yih ki maiṉ bíná ho jáúṉ. 
MRK.10.52	Yisúʻ ne us se kahá; Já, tere ímán ne tujhe achchhá kar diyá. Wuh fiʼlfaur bíná ho gayá, aur ráh meṉ us ke píchhe ho liyá.
MRK.11.1	Jab wuh Yarúshalem ke nazdík Zaitún ke paháṛ par Baitfage aur Baitʻaniyyáh ke pás áe, to us ne apne shágirdoṉ meṉ se do ko bhejá, 
MRK.11.2	aur un se kahá, ki Apne sámne ke gáṉw meṉ jáo, aur us meṉ dáḳhil hote hí ek gadhí ká bachcha bandhá húá tumheṉ milegá, jis par koí ádmí ab tak sawár nahíṉ húá; use khol láo. 
MRK.11.3	Aur agar koí tum se kahe, ki Tum yih kyúṉ karte ho? to kahná, ki Ḳhudá wand ko darkár hai; wuh fiʼlfaur use yahíṉ wápas bhej degá. 
MRK.11.4	Pas wuh gaye, aur bachche ko darwáze ke nazdík báhar chauk meṉ bandhá húá páyá, aur use kholne lage. 
MRK.11.5	Magar jo log waháṉ khaṛe the, un men se baʻz ne un se kahá; Yih kyá karte ho, ki gadhí ká bachcha kholte ho? 
MRK.11.6	Unhoṉ ne jaisá Yisúʻ ne kahá thá, waisá un se kah diyá: phir unhoṉ ne un ko jáne diyá. 
MRK.11.7	Pas wuh gadhí ke bachche ko Yisúʻ ke pás láe, aur apne kapṛe us par ḍál diye; aur wuh us par sawár ho gayá. 
MRK.11.8	Aur bahut logoṉ ne apne kapṛe ráh meṉ bichhá diye, auroṉ ne khetoṉ meṉ se ḍáliyáṉ káṭke phailá dín. 
MRK.11.9	Aur jo us ke áge áge játe aur píchhe píchhe chale áte the, pukár pukárkar kahte játe the, ki Hoshaʻná; mubárak hai wuh jo Ḳhudáwand ke nám par átá hai; 
MRK.11.10	mubárak hai hamáre báp Dáúd kí bádsháhat jo á rahí hai: ʻálam i bálá par Hoshaʻná.
MRK.11.11	Aur wuh Yarúshalem meṉ dáḳhil hokar haikal meṉ áyá; aur chároṉ taraf sab chízeṉ muláhaza karke, un bárah ke sáth Baitʻaniyyáh ko gayá, kyúṉki shám ká waqt ho gayá thá.
MRK.11.12	Dúsre din, jab wuh Baitʻaniyyáh se nikle, us ko bhúk lagí. 
MRK.11.13	Aur dúr se anjír ká ek daraḳht, jis meṉ patte the, dekhkar gayá, ki sháyad us meṉ kuchh páe: magar jab us ke pás pahuṉchá, to pattoṉ ke siwá kuchh na páyá; kyúṉki anjír ká mausim na thá. 
MRK.11.14	Us ne us se kahá; Áyanda koí tujh se kabhí phal na kháe. Aur us ke shágirdoṉ ne suná.
MRK.11.15	Phir wuh Yarúshalem meṉ áe: aur Yisúʻ haikal meṉ dáḳhil hokar unheṉ jo haikal meṉ ḳharíd o faroḳht kar rahe the báhar nikálne lagá, aur sarráfoṉ ke taḳhte aur kabútar-faroshoṉ kí chaukiyáṉ ulaṭ díṉ; 
MRK.11.16	aur us ne kisí ko haikal meṉ se hokar koí bartan le jáne na diyá; 
MRK.11.17	aur apní taʻlím meṉ un se kahá; Kyá yih nahíṉ likhá hai, ki Merá ghar sab qaumoṉ ke liye duʻá ká ghar kahláegá? magar tum ne use dákúoṉ kí khoh baná diyá hai. 
MRK.11.18	Aur sardár káhin aur faqíh yih sunkar us ke halák karne ká mauqaʻ ḍhúṉḍhne lage: kyúṉki us se ḍarte the, is liye ki sáre ʻámm log us kí taʻlím se hairán hote the.
MRK.11.19	Aur roz shám ko wuh shahr se báhar jáyá kartá thá.
MRK.11.20	Phir subh ko jab wuh udhar se guzre, to us anjír ke daraḳht ko jaṛ tak súkhá húá dekhá. 
MRK.11.21	Patras ko wuh bát yád áí aur us se kahá; Ai Rabbí, dekh, yih anjír ká daraḳht, jis par tú ne laʻnat kí thí, súkh gayá hai. 
MRK.11.22	Yisúʻ ne jawáb meṉ un se kahá: Ḳhudá par ímán rakkho. 
MRK.11.23	Maiṉ tum se sach kahtá húṉ, ki Jo koí is paháṛ se kahe; Tú ukhaṛ já, aur samundar meṉ já paṛ, aur apne dil meṉ shakk na kare, balki yaqín kare, ki jo kahtá hai wuh ho jáegá, to us ke liye wuhí hogá. 
MRK.11.24	Is liye maiṉ tum se kahtá húṉ, ki jo kuchh tum duʻá meṉ máṉgte ho, yaqín karo ki tum ko mil gayá, aur tumháre liye ho jáegá. 
MRK.11.25	Aur jab kabhí tum khaṛe húe duʻá máṉgte ho, agar tumheṉ kisí se kuchh shikáyat ho, to use muʻáf karo; tákí tumhárá Báp bhí jo ásmán par hai tumháre qusúr muʻáf kare. [
MRK.11.26	Aur agar tum muʻáf na karoge, to tumhárá Báp jo ásmán par hai tumháre qusúr bhí muʻáf na karegá.]
MRK.11.27	Wuh phir Yarúshalem meṉ áe: aur jab wuh haikal meṉ phir rahá thá, to sardár káhin aur faqíh aur buzurg us ke pás áe, 
MRK.11.28	aur us se kahá; Tú in kámoṉ ko kis iḳhtiyár se kartá hai? yá kis ne tujhe yih iḳhtiyár diyá, ki in kámoṉ ko kare? 
MRK.11.29	Yisúʻ ne un se kahá, ki Maiṉ tum se ek bát púchhtá húṉ; tum jawáb do, to maiṉ tumheṉ batáúṉgá, kí in kámoṉ ko kís iḳhtiyár se kartá húṉ. 
MRK.11.30	Yúhanná ká baptisma ásmán kí taraf se thá, yá insán kí taraf se? mujhe jawáb do. 
MRK.11.31	Wuh ápas meṉ saláh karne lage, ki Agar ham kaheṉ, Ásmán kí taraf se, to wuh kahegá; Phir tum ne kyúṉ us ká yaqín na kiyá? 
MRK.11.32	Aur agar kaheṉ; Insán kí taraf se — to logoṉ ká ḍar thá, is liye ki sab log wáqaʻí Yúhanná ko nabí jánte the. 
MRK.11.33	Pas unhoṉ ne jawáb meṉ Yisúʻ se kahá; Ham jánte nahíṉ. Yisúʻ ne un se kahá; Maiṉ bhí tumheṉ nahíṉ batátá, ki in kámoṉ ko kis iḳhtiyár se kartá húṉ.
MRK.12.1	Phir us ne un se tamsíloṉ meṉ báteṉ karní shurúʻ kíṉ, aur kahá; Ek shaḳhs ne angúrí bág lagáyá, aur us ke chároṉ taraf iháta ghéra, aur hauz khodá, aur burj banáyá, aur use bágbánoṉ ko ṭheke par dekar pardes chalá gayá. 
MRK.12.2	Phir phal ke mausim meṉ us ne ek naukar ko bágbánoṉ ke pás bhejá, táki bágbánoṉ se bág ke phaloṉ ká hissa le le. 
MRK.12.3	Lekin unhoṉ ne use pakaṛke píṭá, aur ḳhálí háth lauṭá diyá. 
MRK.12.4	Us ne phir ek âur naukar ko un ke pás bhejá; magar unhoṉ ne us ká sir phoṛ diyá aur beʻizzat kar ḍálá. 
MRK.12.5	Phir us ne ek âur ko bhejá; unhoṉ ne use qatl kiyá: phir âur bahuteroṉ ko bhejá; unhoṉ ne un meṉ se baʻz ko píṭá, aur baʻz ko qatl kiyá. 
MRK.12.6	Ab ek báqí thá, jo us ká piyárá beṭá thá: us ne áḳhir ko use un ke pás yih kahkar bhejá, ki Wuh mere beṭe ká to liház kareṉge. 
MRK.12.7	Lekin un bágbánoṉ ne ápas meṉ kahá; Yihí wáris hai; áo, ise qatl kareṉ, to mírás hamárí ho jáegí. 
MRK.12.8	Pas unhoṉ ne use pakaṛke qatl kiyá, aur bág ke báhar pheṉk diyá. 
MRK.12.9	Ab bág ká málik kyá karegá? Wuh áegá, aur un bágbánoṉ ko halák karke bág auroṉ ko de degá. 
MRK.12.10	Kyá tum ne yih nawishta bhí nahíṉ paṛhá, ki
MRK.12.10	Jis patthar ko miʻmároṉ ne radd kiyá,
MRK.12.10	Wuhí kone ke sire ká patthar ho gayá:
MRK.12.11	Yih Ḳhudáwand kí taraf se húá,
MRK.12.11	Aur hamárí nazar meṉ ʻajíb hai?
MRK.12.12	Is par wuh us ke pakaṛne kí koshish karne lage; magar logoṉ se ḍare; kyúṉki wuh samajh gaye the, ki us ne yih tamsíl ham par kahí: pas use chhoṛkar chale gaye.
MRK.12.13	Phir unhoṉ ne baʻz Farísíoṉ aur Herodíoṉ ko us ke pás bhejá, táki bátoṉ meṉ us ko phaṉsáeṉ. 
MRK.12.14	Aur unhoṉ ne ákar us se kahá; Ai ustád, ham jánte haiṉ, ki tú sachchá hai, aur kisí kí parwá nahíṉ kartá; kyúṉki tú kisí ádmí ká tarafdár nahíṉ, balki sachcháí se Ḳhudá kí ráh kí taʻlím detá hai. 
MRK.12.15	Pas Qaisar ko jizya dená rawá hai, yá nahíṉ? Ham deṉ, yá na deṉ? Us ne un kí riyákárí maʻlúm karke un se kahá; Tum mujhe kyúṉ ázmáte ho? Mere pás ek dínár láo, ki maiṉ dekhúṉ. 
MRK.12.16	Wuh le áe. Us ne un se kahá; Yih súrat aur nám kis ká hai? Unhoṉ ne us se kahá, Qaisar ká. 
MRK.12.17	Yisúʻ ne un se kahá; Jo Qaisar ká hai Qaisar ko, aur jo Ḳhudá ká hai Ḳhudá ko adá karo. Wuh us par baṛá taʻajjub karne lage.
MRK.12.18	Phir Sadúqíoṉ ne, jo kahte haiṉ ki qiyámat hai hí nahíṉ, us ke pás ákar us se yih suwál kiyá, ki 
MRK.12.19	Ai ustád, hamáre liye Músá ne likhá hai, ki Agar kisí ká bháí beaulád mar jáe, aur us kí bíwí rah jáe, to us ká bháí us kí bíwí ko kar le, táki apne bháí ke liye nasl paidá kare. 
MRK.12.20	Sát bháí the; pahle ne bíwí kí, aur beaulád mar gayá; 
MRK.12.21	dúsre ne use kar liyá aur beaulád mar gayá; aur isí tarah tísre ne; 
MRK.12.22	yaháṉ tak ki sátoṉ beaulád mar gaye. Sab ke píchhe ʻaurat bhí mar gayí. 
MRK.12.23	Qiyámat meṉ yih un meṉ se kis kí bíwí hogí? kyúṉki sátoṉ kí bíwí baní thí. 
MRK.12.24	Yisúʻ ne un se kahá; Kyá tum is sabab se gumráh nahíṉ ho, ki na kitáb i muqaddas ko jánte ho, na Ḳhudá kí qudrat ko? 
MRK.12.25	Kyúṉki jab log murdoṉ meṉ se jí uṭheṉge, to un meṉ biyáh shádí na hogí; balki ásmán par firishtoṉ kí mánind hoṉge. 
MRK.12.26	Magar is báre meṉ ki murde jí uṭhte haiṉ, kyá tum ne Músá kí kitáb meṉ Jháṛí ke zikr meṉ nahíṉ paṛhá, ki Ḳhudá ne us se kahá, ki Maiṉ Ibráhím ká Ḳhudá, aur Izháq ká Ḳhudá, aur Yaʻqúb ká Ḳhudá húṉ? 
MRK.12.27	Wuh to murdoṉ ká Ḳhudá nahíṉ, balki zindoṉ ká hai: pas tum baṛe gumráh ho.
MRK.12.28	Aur faqíhoṉ meṉ se ek ne un ko bahs karte sunkar ján liyá ki us ne unheṉ ḳhúb jawáb diyá hai. Wuh pás áyá aur us se púchhá, ki Sab hukmoṉ meṉ awwal kaun sá hai? 
MRK.12.29	Yisúʻ ne jawáb diyá, ki Awwal yih hai; Ai Isráíl, sun: Ḳhudáwand hamárá Ḳhudá ek hí Ḳhudáwand hai: 
MRK.12.30	aur tú Ḳhudáwand apne Ḳhudá se apne sáre dil, aur apní sárí ján, aur apní sárí ʻaql, aur apní sárí táqat se mahabbat rakh. 
MRK.12.31	Dúsrá yih hai, ki Tú apne paṛausí se apne barábar mahabbat rakh. In se baṛá âur koí hukm nahíṉ. 
MRK.12.32	Faqíh ne us se kahá; Ai ustád, kyá ḳhúb! tú ne sach kahá, ki wuh ek hí hai, aur us ke siwá âur koí nahíṉ: 
MRK.12.33	aur us se sáre dil, aur sárí ʻaql, aur sárí táqat se mahabbat rakhní, aur apne paṛausí se apne barábar mahabbat rakhní sab soḳhtaní qurbáníoṉ aur zabíhoṉ se baṛhkar hai. 
MRK.12.34	Jab Yisúʻ ne dekhá, ki us ne dánáí se jawáb diyá, to us se kahá; Tú Ḳhudá kí bádsháhat se dúr nahíṉ. Aur phir kisí ne us se suwál karne kíjurʼat na kí.
MRK.12.35	Phir Yisúʻ ne haikal meṉ taʻlím dete waqt yih kahá, ki Faqíh kyúṉkar kahte haiṉ, ki Masíh Dáúd ká beṭá hai? 
MRK.12.36	Dáúd ne ḳhud Rúhuʼl Quds kí hidáyat se kahá hai, ki
MRK.12.36	Ḳhudáwand ne mere Ḳhudáwand se kahá;
MRK.12.36	Merí dahiní taraf baiṭh,
MRK.12.36	Jab tak maiṉ tere dushmanoṉ ko tere páṉwoṉ ke níche kí chaukí na kar dúṉ.
MRK.12.37	Dáúd to áp use Ḳhudáwand kahtá hai, phir wuh us ká beṭá kaháṉ se ṭhahrá? Aur ʻámm log ḳhushí se us kí sunte the.
MRK.12.38	Phir us ne apní taʻlím meṉ kahá, kí Faqíhoṉ se ḳhabardár raho, jo lambe lambe jáme pahinkar phirná, aur bázároṉ meṉ salám, 
MRK.12.39	aur ʻibádatḳhánoṉ meṉ aʻlá darje kí kursíáṉ, aur ziyáfatoṉ meṉ sadrnishíní cháhte haiṉ; 
MRK.12.40	aur wuh bewa ʻauratoṉ ke gharoṉ ko dabá baiṭhte haiṉ, aur dikháwe ke liye namáz ko túl dete haiṉ; inheṉ ziyáda sazá hogí.
MRK.12.41	Phir wuh haikal ke ḳhazáne ke sámne baiṭhá dekh rahá thá, ki log haikal ke ḳhazáne meṉ paise kis tarah ḍálte haiṉ: aur bahutere daulatmand bahut kuchh ḍál rahe the. 
MRK.12.42	Itne meṉ ek kaṉgál bewa ne ákar do damṛiyáṉ, yaʻní ek dhelá, ḍálá. 
MRK.12.43	Us ne apne shágirdoṉ ko pás bulákar un se kahá; Maiṉ tum se sach kahtá húṉ, ki jo haikal ke ḳhazáne meṉ ḍál rahe haiṉ is kaṉgál bewa ne un sab se ziyáda ḍálá; 
MRK.12.44	kyúṉki sabhoṉ ne apne mál kí bahutát se ḍálá; magar is ne apní nádárí kí hálat meṉ jo kuchh us ká thá, yaʻní apní sárí rozí, ḍál dí.
MRK.13.1	Jab wuh haikal se báhar já rahá thá, to us ke shágirdoṉ meṉ se ek ne us se kahá; Ai ustád, dekh, yih kaise kaise patthar aur kaisí kaisí ʻimárateṉ haiṉ! 
MRK.13.2	Yisúʻ ne us se kahá; Tú in baṛí baṛí ʻimáratoṉ ko dekhtá hai? yaháṉ kisí patthar par patthar báqí na rahegá, jo giráyá na jáe.
MRK.13.3	Jab wuh Zaítún ke paháṛ par haikal ke sámne baiṭhá thá, to Patras aur Yaʻqúb aur Yúhanná aur Andriyás ne akele meṉ us se púchhá; 
MRK.13.4	Hameṉ batá, ki yih báteṉ kab hoṉgí? aur jab yih sárí báteṉ púrí hone ko hoṉ, us waqt ká kyá nishán hai? 
MRK.13.5	Yisúʻ ne un se kahná shurúʻ kiyá; Ḳhabardár, koí tumheṉ gumráh na kar de. 
MRK.13.6	Bahutere mere nám se áeṉge, aur kaheṉge, ki Wuh maiṉ hí húṉ; aur bahut se logoṉ ko gumráh kareṉge. 
MRK.13.7	Aur jab tum laṛáiyáṉ, aur laṛáiyoṉ kí afwáheṉ suno, to ghabrá na jáná: in ká wáqiʻ honá zarúr hai; lekin us waqt ḳhátima na hogá. 
MRK.13.8	Kyúṉki qaum par qaum, aur bádsháhat par bádsháhat chaṛháí karegí; jagah jagah bhauṉchál áeṉge, aur kál paṛeṉge: yih báteṉ musíbatoṉ ká shurúʻ hí hoṉgí.
MRK.13.9	Lekin tum ḳhabardár raho; kyúṉki log tumheṉ ʻadálatoṉ ke hawále kareṉge, aur tum ʻibádatḳhánoṉ meṉ píṭe jáoge, aur hákimoṉ aur bádsháhoṉ ke áge mere sabab házir kíye jáoge, táki un ke liye gawáhí ho. 
MRK.13.10	Aur zarúr hai ki pahle sab qaumoṉ meṉ Injíl kí manádí kí jáe. 
