MAT.1.1	Iga nyigo marina ga waku wa Yesu Kristo awei o kyishari kya Dawidi na Abrahamu.
MRK.5.42	Cha ilyi mana ulya kagoṟoka, kayenda, cha kyipfa nawewoṙe maka ikumi na iwi. Cha ilyi wakaṟiyio lying'anyi. 
MRK.5.43	Kawatutuma mnu, mndu alamanye mbonyi tsilya, kagamba mana ulya naenengo kyelya.
MRK.6.1	Kawuka pfo, kayenda mṟasa uruka lo kowo; wanalosho wakye wakamwosha. 
MRK.6.2	Kyiyeri mfiri o onyonya ulecha, nalewooka iloshia sinagoginyi. Wandu wafoi kyiyeri waleicho wakaṟiyio, wechigamba, “Ichu nyi kwi alewona ishi? Nyi wuṟango wuha amwenengye? Nyi kuṙa aiwuta shindo shing'anyi kuṙi sha maṟiyisho? 
MRK.6.3	Ichu chi ulya ekyepacha mbau, mana o Maria, na mono-wama o wako-Yakobo, Yose, Yuda, na Simion-pfoe? Na washikyi wakye wakyeri iha koṙu-pfoe?” Koikyo wakammina. 
MRK.6.4	Yesu kawawia, “Moonguo shisuku ekyewuṟa iindio, sile urukyenyi lokye amonyi-pfo, ko wandu wakye, na kanyi kokye.” 
MRK.6.5	Maa aleiṙima iṟunda kyiṟiyisho kyoose ipfo-pfo, sile nalewikyia mawoko gakye wuye ya wandu waangu waluoe, kawakyiṟa. 
MRK.6.6	Kaṟiyio kyipfa kya iiṙikyia lyawo lyaangu. Katenga-tenga kulya shikaṟonyi, echilosha.
MRK.6.7	Kalaga walya ikumi na wawi, kawooka iwaṙuma wawi wawi, kawaenenga pfinya yechilyia waṟufui wawicho. 
MRK.6.8	Kawaima walaṙuo kyindo kyoose kyewatarama njienyi sile upoi tupu; maa mkate, maa mkunja, maa heleri tsa kyiseyesoe; 
MRK.6.9	kyaindi waṟae shiaṙu. Kagamba, “Mulaṟae mawale gawi.” 
MRK.6.10	Kawawia, “Handu hoose mochiiṙa na numba, kaenyi pfo mṟasa kyiyeri mochiwuka handu-ho. 
MRK.6.11	Na handu hoose walandemuambilyie nyoe maa imuaṙanyia, kyiyeri mowuka ho, kute-kutenyi kyilulyi kyikyeri maṙendenyi ganyu, kundu wamanye wuwicho wo kyilya wawuta.” 
MRK.6.12	Wakafuma, wakaonguo kye wandu waṙumbuye wunyamaṟi. 
MRK.6.13	Wakafuna waṟufui wawicho wafoi; wakashia mafuṙa wandu wafoi waweluoe, wakawakyiṟa.
MRK.6.14	Na Mangyi Herode kaicho mbonyi, cha kyipfa rina lya Yesu lyiwesendo orio handu, kagamba, “Yohane Mpatisi naṟuka ko wapfu, koikyo pfinya-tsi tsiṟunda kyiiṙi kyakye.” 
MRK.6.15	Wengyi walegamba, “Nyi Elyia.” Wengyi walegamba, “Ichu nyi moonguo shisuku, ang'u nyi cha umwi o weonguo shisuku.” 
MRK.6.16	Kyaindi kyiyeri Herode aleicho nalegamba, “Yohane, ulya ngyilemṙumbuo mṙoe, naṟuka.”
MRK.6.17	Cha kyipfa Herode amonyi nalekoaṙuma wandu, kawaṙa Yohane, kammbika kyipfungonyi, kyipfa kya Herodia, mka o Filyipo, mono-wamae; cha kyipfa Herode nawemwalyikyie. 
MRK.6.18	Cha kyipfa Yohane nalewia Herode, “Chi sungusinyi kopfo ialyika mka o mono-womoo-pfo.” 
MRK.6.19	Na Herodia naweimwotia, kapfula immbaaga, alaiṙime. 
MRK.6.20	Cha kyipfa Herode naleouwuo Yohane; amwichi kye nyi mndu o wusumganyi, mweele, kamringa. Na kyiyeri ammwaṙanyie nalewoṙo nyi fowa mrimenyi mnu; na oe nawemwaṙanyia na sia. 
MRK.6.21	Na lyilya ṙaawa lyicha lyilewoneka, na Herode, mfiri ung'anyi o iwoneka lyakye, kyiyeri aleachikyia wang'anyi wakye shelya, na wasongoru wa asikari wa shiṙa, na wandu wawoṙe kyiṟumi wa Galyilaya; 
MRK.6.22	nyi lyo-ndu mono-kyika o Herodia aleiṙa na numba, katema, kachihiṟa Herode na walya waweilya handu hamwi na oe. Mangyi kawia mana ulya, “Ngyiterewa kyoose ukundi, ngyechikuenenga.” 
MRK.6.23	Kammbia, “Kyoose ochingyiterewa ngyekuenenga, maa kokooya nyi igawana wumangyi woko.” 
MRK.6.24	Kyasia kafuma kawesa wamae, “Ngyiterewe kyi?” Na wamae kagamba, “Mṙoe o Yohane Mpatisi.” 
MRK.6.25	Cha ilyi kayenda faṟa ko mangyi, katerewa echigamba, “Ngyikundi ungyienengye wulalu kuṙi ipongonyi mṙoe o Yohane Mpatisi.” 
MRK.6.26	Mangyi kawihiyo mnu mrimenyi, kyaindi kyipfa kya nyamu tsakye, na kyipfa kya walya waweilya na oe, alekunda imlegia-pfo. 
MRK.6.27	Cha ilyi mangyi kaṙuma asikari, kagamba mṙoe okye uendo. Asikari ulya kayenda, kaṙumbuo Yohane mṙoe kulya kyipfungonyi, 
MRK.6.28	Kaende mṙoe okye ipongonyi, kaenengyia mana ulya, na oe kaenengyia wamae. 
MRK.6.29	Kyiyeri wanalosho wa Yohane waleicho mbonyi, waleyenda, wakaṙuo mmbiu okye, wakauṟika kyilomenyi.
MRK.6.30	Na wanalosho wakasanza mbele ya Yesu, wakamwongoya mbonyi tsa shindo shoose waleṟunda, na shindo shoose walelosha. 
MRK.6.31	Kawawia, “Nnjonyi nyoe muwenyi, na handu halawoṙe wandu, mucheonyonya kyitutu.” Cha kyipfa hawewoṙe wandu wafoi, wechicha, wechiyenda, mṟasa ṙaawa lyelya lyikawuṟika. 
MRK.6.32	Wakayenda handu hakuṟiikyie ngalawenyi, handu halawoṙe wandu. 
MRK.6.33	Wandu wakawawona wechiyenda, na wafoi wakamanya, wakayenda pfo mteeṟa ko maṙende, iwuka mṟi yoose, wakawooka ishika. 
MRK.6.34	Na oe kyiyeri alesoka ngalawenyi, kawona wuingyi wung'anyi wo wandu, kawawonia wukyiwa; cha kyipfa wawekyeri cha moondo galawoṙe mlyisi; kawooka iwalosha shindo shifoi. 
MRK.6.35	Na lyilya kyiyeri kying'anyi kya kyingoto kyileiṙa, wanalosho wakye waleyenda kokye, wakagamba, “Handu-ha nyi nuka mreesi, na wulalu kuila. 
MRK.6.36	Sama wandu-wa, kundu wayende, maṙemenyi na shikaṟonyi sha kufuhi na iha, wandeguṟa kyelya.” 
MRK.6.37	Kagaluo, kawawia, “Waenengyenyi kyelya.” Wakammbia, “Ngyesa, luende lundeguṟa mkate ya woguru wo dinari magana gawi kundu luwaenengye walye?” 
MRK.6.38	Kawawia, “Muwoṙe mkate inga? Yendenyi mundeambuya.” Wammanye, wakagamba, “Itanu na makunga gawi.” 
MRK.6.39	Kawawia wawaṟamiṟe woose, shiṙombo shiṙombo, handu hawoṙe maṟa mawishi. 
MRK.6.40	Wakaṙamia nzengye nzengye, iha igana, iha makumi gataanu. 
MRK.6.41	Kawaṙa mkate iya itanu na makunga galya gawi, kaambuya ruwewu, kaana, kapeṟenguo mkate iya, kaenengyia wanalosho wakye wawagawie; na makunga galya gawi kawagawia woose. 
MRK.6.42	Wakalya woose wakaiguṙa. 
MRK.6.43	Wakasania shipeṟengu sheiṙima iichuṟa mkunja ikumi na iwi; na shipeṟengu sha makunga taa. 
MRK.6.44	Na walelya mkate iya nyi cha wasoṟo shiku shitaanu.
MRK.6.45	Cha ilyi kaitika wanalosho wakye waṙooye ngalawenyi, wasonguo iyenda molyolya mṟasa Betisaida, kyiyeri oe aweisama wuingyi wulya wo wandu. 
MRK.6.46	Na amwasame kayenda fumvunyi indeterewa.
MRK.6.47	Na kyiyeri kuleila ngalawa iwekyeri makyiṙi-gawi ga ipalyipalyi, na oe nakyeri amonyi urukyenyi lugaṙutsu. 
MRK.6.48	Kawawona wechilya wukyiwa kyipfa kya ikuruo makasia, cha kyipfa kyiwiṟi kyiwekyilang'a. Na lyilya kulewa (cha kamba lya kaana lyeringa kyio) naleyenda ko wanalosho echumia wuye ya ipalyipalyi; kawa cha ilyi nakundi iwaiṙa. 
MRK.6.49	Nawo kyiyeri walemmbona echumia wuye ya ipalyipalyi, walekusaṟa kye nyi kyirinje, wakafuga. 
MRK.6.50	Cha kyipfa woose walemmbona, wakawoṙo nyi wuowu, cha ilyi kaṙeṙa nawo, kawawia, “Kuwanzenyi nyi inyi, mulaowuoe.” 
MRK.6.51	Kaṙooya kulya ngalawenyi kundu wakyeri; kyiwiṟi kyikatsia. Wakaṟiyio mnu mrimenyi kowo; 
MRK.6.52	cha kyipfa walemanya mbonyi tsa mkate iya-pfo, kyaindi mrima yawo iwengyiumu.
MRK.6.53	Na wamuambaṙe, waleshika uruka lo Kyenesareti, wakatirimisha ngalawa. 
MRK.6.54	Nawo wammbukye ngalawenyi, cha ilyi wandu walemmanya. 
MRK.6.55	Wakakapa mteeṟa, wechitenga uruka lulya loose, wakawooka iṙuo wandu waluoe walee shitaṟenyi, iyenda orio handu waleicho kye nakyeri. 
MRK.6.56	Na orio handu aleyenda, echiiṙa na shikaṟonyi, ang'u maṙemenyi, wakawikyia wandu waluoe sangaṙa, wakamterewa wapaaye maa ikyechu lya ikunya lyakye. Na woose walempaaya wakachia.
MRK.7.1	Numa ya iho Mafarisayo na walosha waata wa mawawaso wawewukyie Yerusalemu, wakakuumbia mbele yakye. 
MRK.7.2	Wakawona wengyi kyiiṙi kya wanalosho wakye, wechilya shelya na mawoko galamasanje kyimṟumoe chandu Mafarisayo wawekyewuta. 
MRK.7.3	Cha kyipfa Mafarisayo na Wayuda woose, walandesanje mawoko mṟasa ukokuo wekyelya-pfo, wechiindia shilya waleambilyia ko waku wawo. 
MRK.7.4	Lyingyi-se wakawuka sangaṙa walandesambe, wekyelya-pfo. Na kuwoṙe shido shingyi waleshiambilyia ko waku wawo wawekyeshiindia, cha isanja shiṙoo, na shinungu, na shindo cha piṟika. 
MRK.7.5	Kyasia Mafarisayo na walosha walya wa mawawaso wakammbesa, “Ny'kyilyi wanalosho wapfo walekyeindia shilya luleambilyia ko waku waṙu, indi wekyelya na mawoko gafanyi?” 
MRK.7.6	Kawawia, “Yesaya nalesonguo ionguo necha mbonyi tsanyu nyoe wakulembecheṟi, chandu kyikyiṟeie,
MRK.7.6	‘Wandu-wa wekyengyiindia kui maṙumbu
MRK.7.6	indi mrima yawo ikyeri kuleshi na inyi;
MRK.7.7	Nawo wekyengyiana na ingyiterewa wulya,
MRK.7.7	wechilosha malosho
MRK.7.7	gakyeri mawawaso ga wandu.’ ”
MRK.7.8	Nyoe mokyemina iwawaso lya Ruwa, na iwaṙa shilya wandu waambilyie ko waku wawo. 
MRK.7.9	Kawawia, “Necha! Muilega iwawaso lya Ruwa muiṙime iindia shindo muleambilyia ko waku wanyu. 
MRK.7.10	Kyipfa Mose nalegamba, ‘India awuyo na womoo’, na, ‘Alahia awuye ang'u wamae ipfa na napfe.’ 
MRK.7.11	Kyaindi nyoe mokyegamba, ‘Mndu kawia awuye ang'u wamae, kyindo ngyikundi ikuenenga uwone ho kyiira nyi Koriban’, kyimwi na igamba, kyindo kyikyiwikyie mboṟa ko maṟunda ga Ruwa, kyekyewa kuṙo. 
MRK.7.12	Maa numa ya iho mokyeenenga mndu-cho momu iṟundia awuye ang'u wamae kyindo-pfo; 
MRK.7.13	kunu mochilega kyilya Ruwa agambie kui shindo nyoe cha Wayuda muleambilyia ko waku wanyu na iwia wana wanyu ishiṟunda. Lyingyi-se mokyeṟunda shindo shifoi shilyingananyi na isho.”
MRK.7.14	Kalaga-se wuingyi wo wandu, kawawia, “Ngyiaṙanyienyi moose na imanya. 
MRK.7.15	Kuwoṙe kyindo kyikyeri nja ya mndu kyekyeiṙa na kokye kyikaiṙima imfanyiṟa kyimṟumoe-pfo. Indi shilya shekyewuka kokye, nyisho shekyefanyiṟa mndu ulya. [ 
MRK.7.16	Mndu kawaṙa maṙwi geaṙanyia, na naaṙanyie.]”
MRK.7.17	Na lyilya aleiṙa na kanyi, nalekana na wuingyi wo wandu, wanalosho wakye wakammbesa mbonyi tsa mfano ulya. 
MRK.7.18	Kawawia, “Maa nyoe muwoṙe wuṟango-pfoe? Muichi kye orio kyindo kyikyeri nja ya mndu, kyikaiṙa na kokye, kyeiṙima imfanyiṟa-pfo; 
MRK.7.19	cha kyipfa kyekyeiṙa na mrimenyi kokye-pfo, indi ndewunyi tikyi; numa ya iho kyekyefuma iyenda choṟonyi?” Kui igamba kuṙo naleloṟa kye kuwoṙe kyelya kyiwicho-pfo. 
MRK.7.20	Kagamba, “Kyekyewuka ko mndu nyikyo kyekyemfanyiṟa kyimṟumoe. 
MRK.7.21	Cha kyipfa mrimenyi ko wandu kokyewuka makusaṟo mawicho, wuṟui, 
MRK.7.22	wuiwi, uwaagi, lango ngyiwicho, wulang'a, ngyeṟo, ukoe, wunyeng'i, shilahio, ikuṙosa na wutondo. 
MRK.7.23	Ishi shoose shekyewuka ko mndu, nasho shekyefanyiṟa mndu kyimṟumoe.”
MRK.7.24	Kawuka pfo, kayenda mṟasa uruka lo Tiro na Sidon. Kaiṙa na numba, alakunde kyimanyikye; kyaindi aleiṙima ikuṟiika-pfo. 
MRK.7.25	Cha ilyi mndu mka, mono-kye awoṙo nyi mṟufui mmbicho, naleicho mbonyi tsakye, kacha kamwolokyia maṙendenyi gakye. 
MRK.7.26	Na mndu mka ulya nyi Mkyiṟikyi, amfee ko Wasirofoinikye. Kamterewa nawute mana ulya okye o kyika mṟufui mmbicho. 
MRK.7.27	Kammbia, “Leka wana waiguṙe kuwooka; kyipfa chi necha iwuta kyelya kya wana na iwiyitsia shite-pfo.” 
MRK.7.28	Na oe kagaluo, kammbia, “Yee, Mndumii, kyaindi maa shite shikyeri wanda ya mesa shekyelya matsugaṟo ga wana.” 
MRK.7.29	Kammbia, “Kyipfa kya ṙeṙo-lyo, yenda; mṟufui mmbicho ammbuka ko mono-opfo.” 
MRK.7.30	Kayenda kanyi kokye, kakooya mana ulya amlaṟe kyitaṟenyi, na mṟufui ulya mmbicho amwummbuka.
MRK.7.31	Kawuka-se urukyenyi lo Tiro, kaiṙa makyiṙi-gawi ga Sidon, kayenda mṟasa ipalyipalyi lya Galyilaya, mṟasenyi na uruka luwoṙe mṟi ung'anyi uwoṙe shikaṟo ikumi okyelago Dekapolyi. 
MRK.7.32	Wakamwendie mndu mpfu maṙwi, alawekyeiṙima iṙeṙa, wakamterewa namwekyie mawoko. 
MRK.7.33	Kammbikyia kuleshi na wuingyi wo wandu handu hakuṟiikyie. Kawika shimnyoe shakye maṙwinyi gakye, kapucha maṙa, kampaaya ulumi. 
MRK.7.34	Kaambuya wuye ruwewu, katerewa Ruwa kui isumkyia lying'anyi, kammbia, “Efata”, kyimwi na igamba, “Tambuluka.” 
MRK.7.35	Cha ilyi maṙwi gakye gakaṟusuka, ulumi lokye lukoṟengyeṟa, kaṙeṙa necha. 
MRK.7.36	Kawaima walaongoye mndu; kyaindi chandu aleengyeṟa iwaima, nyi wuṙo waleengyeṟa ionguo mbonyi. 
MRK.7.37	Wakaṟiyio mnu, wechigamba, “Naṟunda shindo shoose necha. Wapfu maṙwi naiwaenenga iicho, na wai ndiṟi iṙeṙe.”
MRK.8.1	Mfiri iya, chandu wuingyi wulya wo wandu wuweng'anyi-se nawo wauṟa kyindo kyelya, kalaga wanalosho wakye, kawawia, 
MRK.8.2	“Ngawonia wuingyi-wu wo wandu wukyiwa cha kyipfa nyi mfiri iṟaṟu wakyeri na inyi, maa wawoṙe kyindo kyelya-pfo; 
MRK.8.3	na inyi ngawasama wayende kanyi kowo na kunu wakuretekyie, wechioloka njienyi; na waata wawukyie kuleshi.” 
MRK.8.4	Wanalosho wakye wakamgaluo, “Ngyesa mndu neiṙima kuṙa iigutsa iwa kui mkate iha nuka?” 
MRK.8.5	Kawawesa, “Muwoṙe mkate inga?” Wakagamba, “Mfungaaṙe.” 
MRK.8.6	Kagamba wuingyi wo wandu waṙamie wanda. Kaira mkate iya mfungaaṙe, kaana, kaipeṟenguo, kaenengyia wanalosho wakye wawagawie; wakagawia wuingyi wulya wo wandu. 
MRK.8.7	Wawewoṙe shipere shaangu; kashiwikyia mboṟa, kagamba wagawio na isho taa. 
MRK.8.8	Wakalya, wakaiguṙa, wakasania matsugaṟo ga shipeṟengu sha mkate, mkunja mfungaaṙe ikaichuo. 
MRK.8.9	Na wandu walelya waweshikyie shiku shiina. Kawasama. 
MRK.8.10	Cha ilyi kaṙooya ngalawenyi hamwi na wanalosho wakye, kayenda mṟasa ura lo Dalyimanuta.
MRK.8.11	Mafarisayo wakacha, wakawooka igaluana na oe; wechipfula kokye kyiṟingyishio kyiwukyie ruwewu; wechimyesha. 
MRK.8.12	Kawona fowa mrimenyi kokye, kagamba, “Ny'kyilyi rika-lyi lyipfula kyiṟingyishio? Ny'kyaloi, ngammbienyi, rika-lyi lyechienengo kyiṟingyishio kyiwukyie ruwewu-pfo.” 
MRK.8.13	Kalekana nawo, kaṙooya-se ngalawenyi, kayenda mṟasa molyolya.
MRK.8.14	Wakawaṙima iṙuo mkate, maa ngalawenyi wawewoṙe kyindo sile mkate umwi tupu-pfo. 
MRK.8.15	Kawaikyimbia, kagamba, “Kushowenyi na chachu ya Mafarisayo na chachu ya Herode.” 
MRK.8.16	Wakagaluana wo wenyi ko wenyi, cha kyipfa walawewoṙe mkate. 
MRK.8.17	Na Yesu kamanya, kawawia, “Ny'kyilyi muigaluana kyipfa mulawoṙe mkate? Maa mulandemanye-pfoe? Ngyesa mrima yanyu nyi ingyiumu? 
MRK.8.18	Muwoṙe meso, muwonyi-pfo. Muwoṙe maṙwi, muichuoe-pfoe? Maa mukumburie-pfoe? 
MRK.8.19	Kyiyeri ngyilepeṟenguo mkate iya itanu na ienengyia walya shiku shitaanu, muleira mkunja inga iichuo shipeṟengu?” Wakammbia, “Ikumi na iwi.” 
MRK.8.20	“Na iya mfungaaṙe ienengyia walya shiku shiina, muleira mkunja inga iichuo shipeṟengu?” Wakammbia, “Mfungaaṙe.” 
MRK.8.21	Kawawia, “Mulandemanye-pfoe?”
MRK.8.22	Wakashika Betisaida, wakamwendie kyipfupfuṟe wakamterewa nakyipaaye. 
MRK.8.23	Kawaṙa kyipfupfuṟe kyilya kuwoko, kakyiṙuo nja ya kyikaṟo, kakyipuchia maṙa mesonyi, kakyiyekyia mawoko, kakyiwesa, “Nuwonyi kyindo?” 
MRK.8.24	Kyikaambuya wuye, kyikagamba, “Ngyiwonyi wandu cha mashiṙi, gaiyenda.” 
MRK.8.25	Naaho-ng'u kawika-se mawoko gakye wuye ya meso gakyo, nakyo kyikaambuya mnu; kyikachia, kyikawona shoose na pata. 
MRK.8.26	Kakyiwia kyiyende kanyi, echigamba, “Maa kyikaṟonyi ulaiṙe napfo.”
MRK.8.27	Yesu kafuma na wanalosho wakye, wakayenda shikaṟonyi sha Kaisaria-Filyipi na njienyi kawesa wanalosho wakye, kagamba, “Wandu wekyegamba kye inyi nyi wui?” 
MRK.8.28	Wakamgaluo, “Yohane Mpatisi; wengyi Elyia; wengyi, umwi o waikyimbi.” 
MRK.8.29	Na oe kawawesa, “Na nyoe muigamba kye inyi nyi wui?” Petiro kamgaluo, kammbia, “Iyoe nyi oe Kristo.” 
MRK.8.30	Kawatutuma walawie mndu mbonyi tsakye.
MRK.8.31	Kawooka iwalosha kye Mono-Mndu nawaṟi iwona matuuro gafoi, na ilego nyi wasongoru, na wang'anyi wa makohanyi, na walosha wa mawawaso, na iwoogo, na numa ya mfiri iṟaṟu iṟuka. 
MRK.8.32	Na oe naweionguo mbonyi-tso na pata. Petiro kamṙuo, kawooka imṙeria. 
MRK.8.33	Kagaluka, kaambuya wanalosho wakye, kaṙeṙia Petiro, kagamba, “Wuka koko, Satana; kyipfa uikusaṟa shii sha Ruwa-pfo, indi sha wandu.” 
MRK.8.34	Kalaga wuingyi wo wandu hamwi na wanalosho wakye, kawawia, “Mndu oose akundi ingyiosha nakulege amonyi, nakuṙikye msalaba okye, nangyioshe. 
MRK.8.35	Cha kyipfa mndu akundi ikyiṟa moo okye, nechiuṙetsa, na mndu echiṙetsa moo okye kyipfa kyako na kyipfa kya Ndumi Ngyicha, ichu nechiukyiṟa. 
MRK.8.36	Cha kyipfa mndu nechiiria ho kyi iwona wuyana woose, echiṙetsa mrima okye? 
MRK.8.37	Ang'u mndu naenengyie kyi handu ha moo okye? 
MRK.8.38	Kyipfa orio mndu echirigo nyi sonu kyipfa kyako, na malosho gako, kyiiṙi kya rika-lyi lya wuṟui na wunyamaṟi, Mono-Adamu nechirigo nyi sonu kyipfa kya mndu-cho, kyiyeri echicha mng'anonyi o Awu okye hamwi na malaika waele.”
MRK.9.1	Kawawia, “Ny'kyaloi, ngammbia, kuwoṙe wandu kyiiṙi kya iwa wagoṟokyi iha, wechiwaṙa moo, mṟasa kyiyeri wechiwona Ruwa echichilyia.”
MRK.9.2	Na lyilya mfiri iṟandaaṟu ileiṙa Yesu kaṙuo Petiro, na Yakobo, na Yohane, kawaṙuo wuye ya fumvu lyileshi handu hakuṟiikyie, wo wawenyi; kailachika fana mbele yawo. 
MRK.9.3	Mawale gakye gechikyema-kyema, gameelyi mnu, kulawoṙe mndu wuyanenyi koose eiṙima igasanja gaile kuṙo. 
MRK.9.4	Elyia hamwi na Mose wakacha na handu halya, nawo waweiṙeṙa na Yesu. 
MRK.9.5	Petiro kawia Yesu, “Mlosha, nyi kyicha soe ikaa iha. Luwikye matengo gaṟaaṟu, lyimwi lyapfo iyoe, lyimwi lya Mose, na lyimwi lya Elyia.” 
MRK.9.6	Petiro alemanya kyeṙeṙa-pfo, cha kyipfa walewoṙo nyi wuowu wung'anyi. 
MRK.9.7	Numa ya iho hakawoneka ipuchi, lyikawaendie kyirinje. Ṟui lyikawuka kulya ipuchinyi, “Ichu nyi Mono-ko, mkunde oko, mwaṙanyienyi oe.” 
MRK.9.8	Cha ilyi kyiyeri waleambuya kunu na kunu, walawone mndu akyeri nawo sile Yesu amonyi tupu.
MRK.9.9	Na lyilya waweisoka fumvunyi nalewaima walaongoye mndu shilya walewona, mṟasa kyiyeri Mono-Mndu echiṟuka ko wapfu. 
MRK.9.10	Wakawuta kyilya walewio, wechiwesana wo wenyi ko wenyi, “Iṟuka-lyo ko wapfu lyagamba kyi?” 
MRK.9.11	Wakammbesa, wechigamba, “Ny'kyilyi walosha wa mawawaso wekyegamba kye kyiwaṟi Elyia icha kuwooka?” 
MRK.9.12	Kagaluo kawawia, “Nyi loi Elyia naicha kuwooka, na iwiyiṟia wuhya shindo shoose, kyaindi, hamwi na isho, kyikyiṟeie kuṙa kye Mono-Mndu nechiwona matuuro gafoi na imino? 
MRK.9.13	Kyaindi ngammbia, Elyia amcha, nawo wakammbutia shoose walekunda chandu kyiwekyiṟeie.”
MRK.9.14	Na lyilya walekooyana na wanalosho, walewona wuingyi wung'anyi wo wandu wuwaiṟiwie na walosha wa mawawaso wechigaluana nawo. 
MRK.9.15	Cha ilyi kyiyeri wuingyi wung'anyi wo wandu walemmbona waleṟiyio, wakakapa mteeṟa, wakamwiṟikyiṟa. 
MRK.9.16	Kawawesa, “Ny'kyikyi muigaluana nawo?” 
MRK.9.17	Mndu umwi wuingyinyi wulya wo wandu kagaluo kagamba, “Mlosha, ngaende mono-ko na kopfo, nawoṙo nyi mṟufui mmbicho ekyemwima iṙeṙa. 
MRK.9.18	Na orio kyiyeri ammbaṙa, nekyemwolotsa wanda, na oe nekyeṙosa mawia na ilya ngakuru na imwumiṟa ng'ashu. Ngaṙeṙa na wanalosho wapfo wammbute mṟufui-cho mmbicho walaiṙime.” 
MRK.9.19	Kawagaluo, kagamba, “Nyoe rika lyiwoṙe iiṙikyia lyifofo, ngyikae na nyoe mṟasa indi? Ngyiṙuane na nyoe mṟasa indi? Muendenyi na koko.” 
MRK.9.20	Wakamwende na kokye. Na lyilya alemmbona, cha ilyi mṟufui ulya nalemṙeṙemsha, na oe kaoloka wanda, kakuoṟoosa-oṟoosa, echiṙosa mawia. 
MRK.9.21	Kawesa awuye, “Ishi shimmbookyie indi?” Kagamba, “Wookyia wututunyi. 
MRK.9.22	Na kafoi nekyemmbiyitsa moṙonyi, na mṟingyenyi, namrumatse. Kyaindi koiṙima, luwonie wukyiwa, na ilutarama.” 
MRK.9.23	Yesu kammbia, “Koiṙima! Shoose shekyeiṙimika ko ulya aiṙikyie.” 
MRK.9.24	Cha ilyi awu o manakye ulya kakuilenga na ṟui lying'anyi, kagamba, “Ngaiṙikyia, ngyitarama kundu ngyiiṙikyie.” 
MRK.9.25	Na Yesu awonyi kye wuingyi wo wandu wuisanza iwinyi, kaṙeṙia mṟufui ulya mmbicho, kammbia, “Iyoe mṟufui mmbicho moima iṙeṙa na iaṙanyia, inyi ngakuwia, wuka ko ichu, maa ulaiṙe-se na kokye.” 
MRK.9.26	Kafuga, kamṙeṙemsha mnu, kammbuka; na oe kawa cha ilyi apfiie; mṟasa wafoi wakagamba, “Napfa.” 
MRK.9.27	Kyaindi Yesu kammbaṙa kuwoko kamwira; na oe kagoṟoka. 
MRK.9.28	Na lyilya aleiṙa na kanyi, wanalosho wakye wakammbesa kui kyiṟika, “Kyitewe soe lulaleiṙima immbuta ny'kyi?” 
MRK.9.29	Kawawia, “Mbaṟe-i yeiṙima iwuka kui ṙeṙo lyoose, sile kui iterewa-pfo.”
MRK.9.30	Wakawuka pfo, wakaiṙa makyiṙi-gawi ga Galyilaya; na oe alekunda mndu namanye-pfo. 
MRK.9.31	Cha kyipfa naweilosha wanalosho wakye, kawawia, “Mono-Mndu naindewiko mawokonyi ga wandu, nawo wechimmbaaga; na kammboogo, numa ya mfiri iṟaṟu nechiṟuka.” 
MRK.9.32	Kyaindi walemanya ṙeṙo lyilya-pfo, wakaowuo immbesa.
MRK.9.33	Wakashika Kaperinaumu; na lyilya awekyeri kanyi, kawawesa, “Ny'kyikyi muweiṙeṙa njienyi?” 
MRK.9.34	Wakatsia; cha kyipfa njienyi waweigaluana wo wenyi ko wenyi, nyi wui akyeri ang'anyi. 
MRK.9.35	Kaṙamia wanda, kalaga walya ikumi na wawi, kawawia, “Mndu akundi iwa o kuwooka nechiwa o mafurumionyi kuta woose, na mṟundi o woose.” 
MRK.9.36	Kaira kyikoku, kakyiwikyia makyiṙi-gawi gawo, kakyichunguṟia, kawawia, 
MRK.9.37	“Mndu kaambilyia mana umwi o mbaṟe-i kui rina lyako, nangyiambilyia inyi; na mndu kangyiambilyia inyi, naambilyia, chi inyi-pfo, indi ulya alengyiṙuma.”
MRK.9.38	Yohane kamgaluo, kammbia, “Mlosha, lulewona mndu echiwuta waṟufui wawicho kui rina lyapfo, alekyeoshana na soe; lukomwima, cha kyipfa ekyeoshana na soe-pfo.” 
MRK.9.39	Yesu kagamba, “Mulamwime-pfo, cha kyipfa kuwoṙe mndu echiwuta kyindo kya kyiṟiyisho kui rina lyako kaweiṙima na iṙeṙa kyiwicho kyako-pfo. 
MRK.9.40	Cha kyipfa ai ura loṙu, nyi oṙu. 
MRK.9.41	Orio mndu echimrutsa nyoe kyiṙoo kya mṟinga, cha kyipfa nyoe nyi wandu wa Kristo, ny'kyaloi, ngammbia, easha wori wokye-pfo.”
MRK.9.42	“Na mndu echitewe umwi o iwa watutu wangyiiṙikyie, nanga apfungyio ikyesa nzingonyi kokye, na iwiyitso ipalyipalyinyi. 
MRK.9.43	Na kuwoko kopfo kukokutewe, ṙumbuo kuwoko-ko. Nyi nanga iiṙa na moonyi o mlungana uwoṙe kuwoko kumwi, kuta iwaṙa mawoko gawi na iyenda ngyehenenyi, kundu kuwoṙe moṙo ulekyeruma; [ 
MRK.9.44	kulya-ndu mashinu gekyelya mawoko-ga galekyepfa, maa moṙo ulekyeruma.] 
