MAT.1.1	Jesucristo Abrahampaj Davidpajpiwan mirayninmanta carkan. Cayka Jesucristopaj abueloncuna: 
MRK.5.12	—Qhuchicunaman yaycojta dejawaycu.
MRK.5.13	Jesús permisota kojtin, sajra espiritucuna runamanta llojsispa, qhuchicunaman yaycurarkancu. Iscay waranka qhuchicuna carkancu. Chaycunataj sayaj khata patamanta kochaman chhokaycucorkancu. Chaypitaj miquicuspa, wañuporkancu.
MRK.5.14	Qhuchi michejcunataj escapaspa, ima pasaskanmanta willamorkancu llajtapi caj runacunaman campopi cajcunamanpas. Runacunataj jamorkancu, ima pasaskanta ricunancupaj. 
MRK.5.15	Jesusman chayaspa, chay achqha sajra espirituyoj runata ricorkancu, p'achayojta, sumaj yuyayninpi tiyacuchcajta. Chayta ricuspataj, mancharicorkancu. 
MRK.5.16	Chay ricojcunataj willararkancu chay sajra espirituyoj runamanta qhuchicunamantapiwan ima pasaskanta. 
MRK.5.17	Chhicamanta Jesusta rogayta kallarerkancu jallp'ancumanta ripunanta.
MRK.5.18	Jesús boteman cutimojtin, chay sajra espiritucunamanta libraska runaka rogarkan, Jesuswan puripunanpaj. 
MRK.5.19	Jesustaj quedacunanpaj mandaspa, nerkan:
MRK.5.19	—Wasiyquiman puripuy, parienteyquicunaman willaramuy tucuy imata Señorpaj kanwan ruwaskanta, imaynatachus Dios kanta qhuyapayaskanta.
MRK.5.20	Runataj puriporkan; Decápolis niska llajtacunanejpi cajcunaman willararkan Jesús payta alliyachiskanta. Tucuy runacunataj musphararkancu.
MRK.5.21	Ujtawan Jesús botepi chimpajtin, kocha cantopi cachcajtin, payman achqha runacuna tantaycucamorkancu. 
MRK.5.22	Chaypi cachcajtin, sinagogapaj uj jefen chayarkan, Jairo sutiyoj. Jesusta ricuspa ñaupakenpi konkoriycucorkan. 
MRK.5.23	Sinchita rogacorkan:
MRK.5.23	—Ususiy wañunayapuchcan. Jamuy, maquiyquita payman churaycuripuway alliyaspa causananpaj.
MRK.5.24	Jesús paywan purichcajtin, achqha runa katicorkancu, mat'iycorkancutaj muyuntinmanta. 
MRK.5.25	Chay achqha runa uqhupi uj warmi cachcarkan, chunca iscayniyoj wataña yawar apaywan onkoska. 
MRK.5.26	Achqha medicocunawan jampichicuspa, tucuy cajninta gastaska tucuchanancama; chaywanpas mana alliyaskachu, astawan sinchiyaporkan, sinchita ñac'ariska. 
MRK.5.27	Chay warmi Jesusmanta uyarispa, runacuna uqhupi jamorkan. Khepannejmanta chimpaycuspataj, Jesuspaj p'achanta llanqhaycorkan. 
MRK.5.28	Imaraycuchus pensarkan: “Sichus p'achallantapas llanqhaycusaj chayka, alliyachiska casaj” nispa. 
MRK.5.29	Chhicapacha reparacorkan yawar apay onkoymanta alliyapuskanta. 
MRK.5.30	Jesustaj reparacorkan atiyninwan uj runata alliyachiskanta. Khepanejta khawarispataj taporkan:
MRK.5.30	—¿Pitaj p'achayta llanqhaycuwan? —nispa.
MRK.5.31	Discipuloncunataj payta nerkancu:
MRK.5.31	—Khawariy, achqha runa tucuynejmanta mat'iycuchcasunquichis, kantaj tapucunqui: ‘¿Pitaj llanqhaycuwan?’ nispa.
MRK.5.32	Jesustaj tucuynejta khawarichcarkan, payta llanqhaycojta ricunanpaj. 
MRK.5.33	Alliyachiskaña caskanta yachaspa, manchacuymanta qharcatispataj, chay warmeka Jesuspaj ñaupakenpi konkoriycucorkan. Chaymantataj imaynachus caskanta willarkan. 
MRK.5.34	Jesustaj nerkan:
MRK.5.34	—Wawáy, creeskayquiraycu alliyachiska canqui. Puripuy sonko tiyaycuska, alliyachiskaña canqui.
MRK.5.35	Jesús parlachcajtinraj, sinagogapaj jefen Jairopaj wasinmanta willaj jamorkancu:
MRK.5.35	—Ususiyqui wañupunña. ¿Imapajñataj yachachejta molestanqui? —nispa.
MRK.5.36	Chay niskancuta uyarispa, Jesús Jairoman nerkan:
MRK.5.36	—Ama manchacuychu. Creellay —nispa.
MRK.5.37	Jesuska ujcunata sakerpayaspa, Pedrota, Santiagota, Santiagopaj wauken Juantapiwan pusarkan. 
MRK.5.38	Sinagogaj jefenpaj wasinman chayaspa Jesús ricorkan runacunata ch'ajwarachcajta, llaquiska wakarachcajta, kaparichcajta ima. 
MRK.5.39	Yaycuspataj paycunaman nerkan:
MRK.5.39	—¿Imaraycutaj cay jinata ch'ajwanquichis, wakanquichistaj? Chay wawaka mana wañuskachu, puñuchcallan —nispa.
MRK.5.40	Chay niskanmanta Jesusta asipayarkancu. Jesustaj tucuyta jawaman katerkospa, tata mamanta quimsantin discipuloncunatawan pusaycorkan wañuskapaj cuartonman. 
MRK.5.41	Maquinmanta jap'iycuspa, nerkan:
MRK.5.41	—Talita, cumi —nispa. (Cayka niyta munan: “Juch'uycita, kanta niyqui, jatariy.”)
MRK.5.42	Chhicapacha juch'uycitaka jatariporkan purerkantaj. Chunca iscayniyoj watayoj carkan. Runacunataj musphararkancu. 
MRK.5.43	Jesustaj paycunata sinchita mandarkan caymanta ni piman willanancuta. Chaymanta mandarkan juch'uycitaman miqhunata konancupaj.
MRK.6.1	Jesús discipuloncunawan Nazaretman cutiporkan. 
MRK.6.2	Samana p'unchay sinagoga wasipi yachacherkan. Achqha uyarejcunataj muspharaspa nerkancu:
MRK.6.2	—Cay runari, ¿maypitaj chay tucuyta yachakan? ¿Maymantataj cay yachaynincunari milagrocuna ruwaskanpas? 
MRK.6.3	¿Manachu cay runaka carpintero, Mariapaj churin? Waukencunataj Santiago, José, Judas, Simón, panancunapas caypi nokanchiswan tiyancu.
MRK.6.3	Chayraycu Jesusta mana casurarkancuchu. 
MRK.6.4	Jesustaj nerkan:
MRK.6.4	—Diosmanta willaj profetataka tucuynejpi sumajta jap'ekancu, manataj quiquin llajtanpi cajcunaka, ni parientencunapas, ni wasinpi cajcunapas.
MRK.6.5	Mana creeskancuraycu chaypeka mana achqha milagrocunata ruwayta aterkanchu, astawanpas waquin onkoskallata alliyacherkan maquinta paycunaman churaspa. 
MRK.6.6	Jesuska muspharkan paypi mana creeskancumanta.
MRK.6.6	Kaylla llajtacunanejman purispa, yachachichcarkan. 
MRK.6.7	Jesús chunca iscayniyoj discipuloncunata wajaspa, iscaymanta iscay cachayta kallarerkan. Paytaj atiyta korkan sajra espiritucunata katerkonancupaj. 
MRK.6.8	Paycunatataj mandarkan ñannincupaj mana apanancuta miqhuna apana saquillata, ni t'antata, ni kolketa, manachayri uj bastonllata. 
MRK.6.9	Churacunancu abarcatawan, manataj cambiacunapaj p'achata apanancuchu. 
MRK.6.10	Nerkantaj:
MRK.6.10	—Mayken wasimanpas chayaspaka, chayllapi quedacuychis waj llajtaman pasapunayquichiscama. 
MRK.6.11	Mayllapipas mana jap'ekayta ni uyariyta munasunquichischu chayka, chay lugarmanta llojsipuychis. Chaquiyquichispi caj polvotapas thalaraychis paycuna contra, mana allin caskancuta ricuchinayquichispaj.
MRK.6.12	Discipuloncunataj llojsispa willararkancu:
MRK.6.12	—Juchayquichiscunata sakespa, Diosman cutiricuychis —nispa.
MRK.6.13	Achqha sajra espiritucunata katerkorkancu. Achqha onkoskacunatapas aceitewan jawispa alliyacherkancu.
MRK.6.14	Tucuynejpi caj runacunapaj Jesusmanta parlaskancuta uyarispa, gobernaj Herodes nerkan:
MRK.6.14	—Juan Bautista causarimun. Chayraycu atiyniyoj chay milagrocunata ruwananpajka.
MRK.6.15	Ujcunataj nerkancu:
MRK.6.15	—Profeta Eliasmi cayka.
MRK.6.15	Ujcunataj nerkancu:
MRK.6.15	—Payka Diosmanta willaj ñaupaj profetacuna jina.
MRK.6.16	Herodes paymanta uyarispa nerkan:
MRK.6.16	—Uman cuchokachiskay Juan cunanka causarimun —nispa.
MRK.6.17	Chayta nerkan, imaraycuchus payka Juan Bautistata jap'ichispa cadenawan watachispa, carcelman churacherkan Herodías niska warminpaj causanraycu. Chay Herodiaska Herodespaj wauken Felipepaj warmin carkan. Chay cuñadanwantaj Herodeska casaracorkan. 
MRK.6.18	Juanka Herodesman niska: “Mana waukeyquipaj warminwan tiyayta atinquichu” nispa.
MRK.6.19	Chayraycu Herodías Juanta chejnerkan, wañuchiytataj munachcarkan, nitaj aterkanchu. 
MRK.6.20	Herodes yacharkan Juan uj sumaj justo santo runa caskanta. Chayraycu Juanta manchacorkan, manataj munarkanchu warmin Herodías Juanta wañuchinanta. Herodeska iscayrayachcaspapas, ganaswan Juanta uyarej. 
MRK.6.21	Herodeska p'unchayninpi achqha miqhunata waquicherkan fiestata ruwananpaj. Wajarkan mandacojnincunata, comandantencunata, Galilea provinciapi caj jefe cajcunatawan. Chay p'unchaypi Herodiaspaj suyaskan tiempoka chayamorkan. 
MRK.6.22	Herodiaspaj ususin fiestaman yaycuspa paycunapaj tusorkan. Tususkantaj Herodesman paywan cajcunamanpas sinchita gustarkan. Chayraycu Herodeska sipasman nerkan:
MRK.6.22	—¿Imatataj munanqui? Mañacuskayquita koskayqui.
MRK.6.23	Ujtawan ujtawan jurarkan ima mañacuskanpas koska cananta, gobernaskan nacionpaj cuscannintapas. 
MRK.6.24	Sipastaj llojsispa mamanta tapumorkan:
MRK.6.24	—¿Imatataj mañacuyman? —nispa.
MRK.6.24	Mamanri nerkan:
MRK.6.24	—Juan Bautistapaj umanta mañacuy —nispa.
MRK.6.25	Chaypacha sipaska cutirispa, Herodesmanta mañacorkan:
MRK.6.25	—Munani cunanpacha Juan Bautistapaj umanta uj platopi konawayquita —nispa.
MRK.6.26	Herodestaj sinchita llaquicorkan. Chaywanpas tucuy invitaskacunapaj ñaupakenpi juramentowan prometicuskanraycu, mana aterkanchu “mana” niyta. 
MRK.6.27	Chhicapacha uj soldadota carcelman cacharkan Juanpaj umanta apamunanpaj. 
MRK.6.28	Soldadotaj purispa Juanpaj umanta cuchokamorkan. Platopi apamuspataj, sipasman korkan, paytaj mamanman.
MRK.6.29	Juanpaj discipuloncuna chayta uyarispa, jamorkancu ayata apaj p'ampampunancupaj.
MRK.6.30	Chay pasayta, Jesuspaj apostolnincuna cutimuspa Jesuswan tantaycucorkancu tucuy ruwaskancumanta yachachiskancumantawan willanancupaj. 
MRK.6.31	Jesustaj nerkan:
MRK.6.31	—Jamuychis. Jacu purisunchis ch'usaj lugarman samaricoj.
MRK.6.31	Ni miqhunancupaj tiemponcu carkanchu, imaraycuchus achqha runa jamuchcarkancu, purichcarkancutaj. 
MRK.6.32	Chhicataj Jesús apostolnincunawan uj botepi waj chhicaman puriporkancu. 
MRK.6.33	Chaywanpas achqhayoj puripuchcajta ricorkancu, Jesusta rejserkorkancutaj. Chhicataj tucuy llajtacunamanta jakaynejman phawararkancu. Chayarkancutaj, manaraj Jesús discipuloncunapiwan chayachcajtincu. 
MRK.6.34	Jesús botemanta llojsispa, achqha runata ricorkan. Paycunata qhuyapayarkan, mana michejniyoj ovejacuna jina caskancumanta. Achqhamantataj yachachiyta kallarerkan. 
MRK.6.35	Ch'isiyaycuytataj discipuloncuna Jesusman chimpaycuspa nerkancu:
MRK.6.35	—Ch'isiña, nitaj pipas tiyanchu cay lugarpeka. 
MRK.6.36	Runacunata cachapullayña kayllapacha wasicunaman llajtitacunamanpas miqhunata ranticamunancupaj.
MRK.6.37	Jesustaj nerkan:
MRK.6.37	—Kancuna miqhunata koychis —nispa.
MRK.6.37	Paycunataj nerkancu:
MRK.6.37	—¿Nokaycu rantej purinaycutachu munanqui? Miqhunata konapajka achqha kolke munacun, iscay pachaj p'unchaypi ganaska kolke jina.
MRK.6.38	Jesustaj taporkan:
MRK.6.38	—¿Jayc'a t'antataj capusunquichis? Khawarimuychis.
MRK.6.38	Yachaspataj willarkancu:
MRK.6.38	—Phichka t'anta iscay challwitapiwan.
MRK.6.39	Chaymanta Jesús mandarkan chay achqha runa grupo grupo tiyarananpaj, pasto patapi. 
MRK.6.40	Ajinamanta tiyaycorkancu, waquin grupocuna pachajniyoj, waquin phichka chuncayoj. 
MRK.6.41	Jesustaj chay phichka t'antata chay iscay challwitatawan jap'ekaspa, janaj pachata khawarispa Diosman graciasta korkan. T'antata partispa, discipuloncunaman jaywarkan runacunaman jaywaranancupaj. Ajinallatataj challwitata partispa kollarkantaj. 
MRK.6.42	Tucuynincu miqhorkancu sajsanancucama. 
MRK.6.43	Chay partiska t'antacunamanta challwitacunamantawan puchojcunata chunca iscayniyoj canasta junt'ata okharerkancu. 
MRK.6.44	Miqhojcunataj phichka waranka kharicuna carkancu.
MRK.6.45	Chaymanta Jesús discipuloncunata boteman yaycucherkan Betsaida llajtaman purinancupaj. Kocha chimpaman paymanta ñaupajta purinancuta munarkan, chay achqha runata cacharpayachcanancama. 
MRK.6.46	Cacharpayaspataj, Jesús lomaman llojsiporkan oración ruwaj. 
MRK.6.47	Tutayaycuytataj discipuloncuna botepi cachcarkancu kocha chaupipiña; Jesustaj sapallan lomapi cachcarkan. 
MRK.6.48	Ricorkantaj paycunata tucuy callpancuwan palawan unuta khachichcajta sayc'unancucama, imaraycuchus paycunanejman sinchita wayramorkan. Pakariyayta Jesús unu patanta purispa paycunaman chimpaycorkan. Pasarpayachcarkantaj ladoncuta. 
MRK.6.49	Unu patanta purichcajta ricuspa, discipuloncuna creerkancu cucuchi caskanta. Chayraycu wajach'acorkancu, 
MRK.6.50	imaraycuchus tucuynincu payta ricuspa mancharicorkancu. Jesustaj paycunata parlapayaspa nerkan:
MRK.6.50	—¡Callpachacuychis! ¡Noka cani, amaña manchacuychischu!
MRK.6.51	Jesús boteman yaycojtin jina, manaña wayrarkanchu. Paycunataj sinchita muspharkancu, 
MRK.6.52	imaraycuchus miqhuna koskan milagrota ricuspapas, Jesusmanta mana entenderkancuchu, yuyaynincu ayphayaska caskanraycu.
MRK.6.53	Kochata chimpaspa, Jesús discipuloncunawan Genesaret jallp'aman chayarkan. Kocha cantopitaj boteta watarkancu. 
MRK.6.54	Botemanta urakajtincu jina, Jesusta rejserkorkancupacha. 
MRK.6.55	Jinataj tucuynejmanta purispa, puñunacunapi onkoskacunata apamuyta kallarerkancu Jesús cachcaskan lugarman. 
MRK.6.56	Estanciacunaman, llajtacunaman, campocunamanpas mayllamanpas pay chayajtin, onkoskacunata apamuspa callecunapi churaj cancu. Jesusmantataj mañacoj cancu p'acha cantollantapas llanqharinancupaj. Tucuy llanqhaycojcunataj alliyaska carkancu.
MRK.7.1	Fariseocuna waquin leymanta yachachejcunapiwan Jerusalenmanta chayaspa, Jesusman chimparkancu. 
MRK.7.2	Paycuna ricorkancu Jesuspaj waquin discipuloncuna mana maquincuta mayllacuspa miqhuskancuta. Ajinapitaj judiocunapaj costumbrencuta mana casorkancuchu. Chayraycu discipulocunapaj rimarkancu. 
MRK.7.3	(Fariseocuna tucuy judiocunapiwan abueloncunapaj costumbrencuta casucuspa, mana imatapas miqhojchu cancu maquincuta costumbrencuman jina mana mayllacuspaka. 
MRK.7.4	Mercadomanta cutimuspa, mana miqhojchu cancu maquincuta mana mayllacuspaka. Ajina achqha costumbrecuna carkan: vasocuna mayllana, jarro mayllana, fierro mancacuna mayllana, catrepas mayllana.) 
MRK.7.5	Chayraycu fariseocuna leymanta yachachejcunapiwan Jesusta taporkancu:
MRK.7.5	—¿Imaraycutaj discipuloyquicuna abuelonchiscunapaj costumbrenta mana casucuncuchu? ¿Imaraycutaj miqhuncu mana maquincuta mayllacuspari?
MRK.7.6	Jesustaj paycunata nerkan:
MRK.7.6	—¡Iscay uya runacuna! Profeta Isaías kancunamanta escribispa allinta nerkan:
MRK.7.6	‘Cay runacuna simillancuwan alabawancu.
MRK.7.6	Sonkoncutaj carupi nokamanta cachcan.
MRK.7.7	Imapajpas sirvinchu culto ruwawaskancoka,
MRK.7.7	yachachiskancutaj runacunapaj
MRK.7.7	mandacuskallan.’
MRK.7.8	Kancunaka Diospaj mandacuskanta mana casucunquichischu, runacunapaj costumbrellanta ruwanayquichisraycu.
MRK.7.9	Nillarkantaj:
MRK.7.9	—Costumbreyquichiscunapi purinayquichispaj, mana Diospaj mandacuskantaka casucunquichischu. 
MRK.7.10	Moiseska nerkan: ‘Tata mamayquita respetay.’ Nillarkantaj: ‘Tatantapas chayri mamantapas mana respetaspa maldicejka, wañuchun’ nispa. 
MRK.7.11	Kancunataj ninquichis, uj churi tatanta chayri mamantapas ninman: ‘Mana imawanpas yanapayquimanchu; tucuy capuyneyka corbán’ nispa. (Corbán niyta munan: “Diosman ofreciskaña.”) 
MRK.7.12	Kancunaka yachachinquichis pipas chayta nispa nejka, tatanta chayri mamantapas yanapananpaj mana obligaska caskanta. 
MRK.7.13	Chaywantaj Diospaj mandacuskanta mana valorniyojman tucuchinquichis. Chay costumbrecunallatataj wawayquichiscunaman yachachinquichis. Achqha chay jina costumbrecunatataj ruwanquichis.
MRK.7.14	Jesús runacunata wajaspa nerkan:
MRK.7.14	—Tucuyniyquichis uyariwaychis, entendiwaychistaj. 
MRK.7.15	Runataka sonkonmanta llojsej khellichan, manataj ni ima miqhuy siminta yaycojchu. 
MRK.7.16	¡Uyarejcunaka, entendiychis! —nispa.
MRK.7.17	Jesús runacunata sakespa, wasiman yaycorkan. Chaypitaj discipuloncuna chay yachachiskanmanta taporkancu. 
MRK.7.18	Jesustaj nerkan:
MRK.7.18	—¿Kancunapas manachu entendinquichis miqhuna mana khellichaskanta? 
MRK.7.19	Mana khellichayta atinchu, imaraycuchus mana sonkonmanchu yaycun, manachayri wijsallaman, chaymantataj llojsipun.
MRK.7.19	Chay niskanwan Jesús niyta munarkan tucuy ima miqhuna allin caskanta. 
MRK.7.20	Nillarkantaj:
MRK.7.20	—Runapaj sonkonmanta llojsejcaj runataka khellichan. 
MRK.7.21	Runacunapaj sonkonmantaka llojsin caycuna: mana allin pensaycuna, mana casaraska tiyaycuna, suwacuycuna, runata wañuchiycuna, 
MRK.7.22	adulterio jucha ruwaycuna, runapaj cajnin munapayaycuna, sajra ruwaycuna, engañaycuna, viciopi causaycuna, payllapaj canan munaycuna, simi apaycachaycuna, pay pay wapu tucuycuna, sonso caycunapas. 
MRK.7.23	Tucuy chay mana allincuna runapaj sonkonmanta llojsimun. Chaycunacajtaj runata khellichan.
MRK.7.24	Jesús chaymanta llojsispa, Tiro llajtaman puriporkan. Uj wasiman yaycorkan; manataj ni pi yachanancuta munarkanchu chaypi cachcaskanta. Chaywanpas mana pacacuyta aterkanchu. 
MRK.7.25	Chaypacha uj warmi Jesús chayaskanta yacharkan. Cay warmipaj ususintaj sajra espirituyoj carkan. Jamuspa, Jesuspaj ñaupakenpi konkoriycucorkan. 
MRK.7.26	Chay warmeka waj nacionniyoj carkan, naciska Sirofeniciapi. Rogacorkan wawanmanta sajra espirituta katerkonanpaj. 
MRK.7.27	Jesustaj nerkan:
MRK.7.27	—Wawacunaraj ñaupajta miqhuchuncu. Manami allinchu wawacunapaj t'antanta kechuspa, alkocunaman karaycoyka.
MRK.7.28	Warmitaj contestarkan:
MRK.7.28	—Arí, Señor. Chaywanpas alkocunaka wawacuna mesamanta pampaman ñut'itocuna urmakachiskancuta miqhuncu.
MRK.7.29	Jesustaj nerkan:
MRK.7.29	—Allinta ninqui. Sumajta niskayquiraycu puripullay. Ususiyquimantaka sajra espiritoka llojsipunña.
MRK.7.30	Wasinman cutipuspataj, ususinta tariparkan siricuchcajta, sajra espiritutaj llojsipuskaña.
MRK.7.31	Jesús Tiro llajtamanta cutiporkan. Sidón llajtanta Decápolis niska llajtancunatapas pasaspa, Galilea kochaman chayarkan. 
MRK.7.32	Uj ajllu parlaj rojt'u runata payman pusamorkancu. Jesusta rogarkancu, maquinta chay runaman churaspa payta alliyachinanpaj. 
MRK.7.33	Jesustaj chay runata wajnejman pusarkan. Chaypitaj Jesús dedoncunata chay runapaj ninrincunaman churaycorkan. Maquinta thokaychaspa, runapaj kallunta llanqhaycorkan. 
MRK.7.34	Janaj pachata khawarispataj, athunmanta samarkorkan. Nerkantaj: “¡Efata!” nispa. (Niyta munan: “¡Quicharacuy!”)
MRK.7.35	Chhicapacha ninrin quicharacorkan, kalluntaj pascaracorkan. Allinta parlaporkan. 
MRK.7.36	Jesustaj nerkan:
MRK.7.36	—Ama pimanpas cayta ninquichischu.
MRK.7.36	Jinata mandacuchcajtinpas, astawan willarachcarkancu. 
MRK.7.37	Uyarejcunaka sinchita musphararkancu: “Tucuy imata allinta ruwan. ¡Rojt'ucunata uyarichin, jup'acunatapas parlachin!” nispa.
MRK.8.1	Uj p'unchay ujtawan achqha runacuna Jesusman tantacamorkancu. Ni ima miqhunancu carkanchu. Jesús discipuloncunata wajaspa nerkan:
MRK.8.2	—Cay runacunata qhuyapayani. Quimsa p'unchayña nokawan cachcancu, nitaj ni ima miqhunancu canchu. 
MRK.8.3	Mana miqhuskata wasincuman cachapuyman chayka, ñanpi yuyaynincu chincapunman. Waquincunaka carumanta jamuncu.
MRK.8.4	Discipuloncunataj payta nerkancu:
MRK.8.4	—¿Imaynatataj cay ch'usaj lugarpi caycunaman miqhunata kochuwan?
MRK.8.5	Jesustaj paycunata taporkan:
MRK.8.5	—¿Jayc'a t'antayquichistaj can?
MRK.8.5	Paycunataj nerkancu:
MRK.8.5	—Kanchis —nispa.
MRK.8.6	Jesustaj mandacorkan runacunata tiyarachinancupaj. Chay kanchis t'antata jap'ispataj, Diosman graciasta korkan. Partispataj discipuloncunaman korkan jaywaramunancupaj. 
MRK.8.7	Callarkantaj uj iscay challwitacuna. Diosman graciasta kospa, mandallarkantaj jaywaranancupaj. 
MRK.8.8	Tucuynincu miqhorkancu sajsanancucama. Puchojnincunawantaj kanchis canastata junt'acherkancu. 
MRK.8.9	Miqhojcunataj tawa waranka jina carkancu. Jesustaj cacharpayaporkan. 
MRK.8.10	Discipuloncunawan boteman yaycuspataj, Dalmanuta jallp'aman puriporkancu.
MRK.8.11	Fariseocuna jamuspa, Jesuswan churanacorkancu. Jinapi Jesusmanta mañarkancu milagrota ruwananpaj, ichapas Diosmanta caskanta ricuchinanpaj. 
MRK.8.12	Jesustaj llaquiska samarkospa nerkan:
MRK.8.12	—¿Imaraycutaj cay runacuna milagrota mañan? Segurayquichis, mana ni ima milagrota ruwasajchu cay runacunapaj.
MRK.8.13	Sakerpayaspataj, boteman yaycuspa uj lado kocha chimpaman cutiporkan.
MRK.8.14	Discipuloncunaka miqhunata apayta konkapuskacu, botepitaj uj t'antallancu carkan. 
MRK.8.15	Jesustaj paycunata nerkan:
MRK.8.15	—Uyariychis, fariseocunapaj Herodespajpiwan levaduranmanta cuidacuychis —nispa.
MRK.8.16	Discipulocunataj ninacorkancu:
MRK.8.16	—T'antata mana apamunchischu, chayraycu jinata niwanchis —nispa.
MRK.8.17	Jesús chayta reparaspa paycunata nerkan:
MRK.8.17	—¿Imaraycutaj nichcanquichis mana t'antayquichis caskanta? ¿Manarajchu entendinquichis? ¿Sinchi wisk'askachu yuyayniyquichis? 
MRK.8.18	¿Manachu ñawiyquichis ricun? ¿Manachu ninriyquichis uyarin? 
MRK.8.19	¿Manachu yuyapunquichis phichka t'antata phichka waranka runaman koskayta? ¿Jayc'a canasta junt'atataj puchojninta okharerkanquichis?
MRK.8.19	Paycunataj contestarkancu:
MRK.8.19	—Chunca iscayniyojta —nispa.
MRK.8.20	Nillarkantaj:
MRK.8.20	—Kanchis t'antata tawa waranka runacunaman korkani, chay puchojta ¿jayc'a canasta junt'atataj okharerkanquichis?
MRK.8.20	Contestarkancutaj:
MRK.8.20	—Kanchista —nispa.
MRK.8.21	Jesustaj nerkan:
MRK.8.21	—¿Manarajchu entendinquichis?
MRK.8.22	Jesús discipuloncunawan Betsaida llajtaman chayamorkan. Runacunataj Jesusman uj ñausata apamuspa, rogarkancu llanqhaycunanpaj. 
MRK.8.23	Jesustaj ñausata maquinmanta jap'iycuspa, llajta cantoman pusarkorkan. Ñawincunata thokayninwan jok'ochaspa, pay pataman maquinta churaspa, taporkan:
MRK.8.23	—¿Ricunquichu imallatapas? —nispa.
MRK.8.24	Ñausataj khawarispa nerkan:
MRK.8.24	—Runacunata ricuni sach'acuna purichcajta jina.
MRK.8.25	Jesustaj ujtawan ñausapaj ñawincunaman maquincunata churarkan. Alliyaskaña caspa tucuy imata allinta ricorkan. 
