LUK.1.1	Kän mange käsäkädä dackä ngakä wexeki kasogäning na kä'desesäning tä warogkang tä räbäne kä'day, 
LUK.20.5	Na sacengesuno tä cengic sabodsa watäkäsa sängadeccä ka, “Kax 'doccig ngadig ka, ‘Näs Kaläg’ na mä'do mängade ka, ‘Wi siye anggo kämeneng ngakä ma Yoxana songang?’ 
LUK.20.6	Ndä mändey kä'doccig kängadig ka, ‘Näs känang,’ kän kä'day 'däme kog na nganyu, xa kän oxo ka Yoxana me logeyang.”
LUK.20.7	Na sägä'docco sabuc ta Yasuwa ka säyex käxa kä'dakas Yoxana ka pacsa song. 
LUK.20.8	Na Yasuwa ngade täsa ka, “Neng aläpedäng käxi kä'dakas butug tagä ka awexse nangang song.”
LUK.20.9	Yasuwa kaser legey tä kän ka, “Apangandäng käsäbä pelowge, ndä menes tä menggä pelowatäng ndey meskädä yä kä'doc tä wedäg kalaygädä. 
LUK.20.10	Kala weg kiye de säjede na mayaxsas cäläxsäma ka 'doc täsa menggä pelowgi mamene zäg tängang, ndey ka larä weg toga käma. Neng sa menggä pelowgi mamene zäg tängang käbadä cäläxsäma ndä matas täma na asängge päloccu mänang. 
LUK.20.11	Sax mändey mägälasä mayaxsa nuxu cäläx. Na mändey salandä ndä säbadä ndä sämatas täma na asängge päloccu. 
LUK.20.12	Sax mändey mayaxsa kodoseneni. Ani kala sägäbadä sägämexestey ndä sämaga tunyu.
LUK.20.13	“Na ledä pelow ngade tä ngase ka, ‘Oxadi asog gangang? Basa ayaxsas tirä päxä penenggong ampaye ngake pacceyang nuxus sä'doc sänyay ma.’ 
LUK.20.14	Ani känggi samene zäg täng koxäs nya penämaniyang, sägaxsäning sängadeccä ka, ‘'Doxtongang luguccing, nycugo apaxa ndey lugig pelowge!’ 
LUK.20.15	Na tetex samen ma sabokung ma tunyu tä kaxsänggä pelow sägä'docco sapax ma.” Na Yasuwa kamän sa ka, “Ledä pelowgi kamenes pelow täsang sogo sa key? 
LUK.20.16	Ma mäwunodung mäpaxe känggi mamenes pelow tängang yä mädogada tä kängga cakuny.”
LUK.20.16	Na kala kän kädäng ngakong na ngadeccä ka, “Nyäzekä ngakong ndakä soguning mänang!” 
LUK.20.17	Neng Yasuwa kalaley sa käteg na ngade täsa ka, “Ngaki gärekärejesuno tä Sorunu Kalägkang ngadeccä ka wi? Ngadeccä ka, ‘Ngayicci menggä tonyad käpexkäng kalayis ngayiccä saluweccä kadasuweccä ax.’
LUK.20.18	Ndä käxa kadel täzä nya ngayicciyang, nyäroborobogo yä käxa nyadeles zeneng, nyäregeregeje.”
LUK.20.19	Na tänya axä owdi menggä lelericcä asiriyenä Musa na bazuwinygä axä tämed tä Kaläg paye ka men ma xa sabäle ka maser ngaki täsa, neng sänyigate kän.
LUK.20.20	Ngotorpodagä Yaxudiny jenggere Yasuwa käsac ndey ka sä'dox rakawza sämenäs ma na sayaxsas menggä raj ka 'docco paxesäning käräp sogosuning kängga apoccu. Säpaye ka sädäng legey tä ikäma ndey sämenenäs ma tä andä buguningzä Romaniny. 
LUK.20.21	Na menggä raj ngadeccä täma ka, “Me bäldic, wa ayexig gi ka nycofu'dono legey ndä bälde zänggä nga tä ngakä Kaläg. Ndä päx gele kän song. 
LUK.20.22	Gang kädäppa ka wa ayawig tuluba adogig ta Kaysar wala awangig toke?”
LUK.20.23	Neng Yasuwa kabäle rajsi tä mäganygäsang na mängade täsa ka, 
LUK.20.24	“Doguning dinarsä Romaniny tagä. Läpäning ligidä xänang na agä xänang gärekärejesuno tä ongeneng?” Na sängadeccä täma ka, “Näkä Kaysarang.”
LUK.20.25	Na Yasuwa ngade täsa ka, “Dogi wegki layis gäkä Kaysarang ta Kaysar, na aki layis käkä Kalägkang dogi tä Kaläg.” 
LUK.20.26	Na tänya owdi sägädongasa tä ngaki malegeyang na sa'dox rakawza ndey sämenäs ma tagä kän song, na sägämolosuno.
LUK.20.27	Kulung menggä Yaxudinygi säbangäs Saduginy, ngadeccä ka kig äxse ngäsata tä xäs songang, kawuno ta Yasuwa. 
LUK.20.28	Sängadeccä täma ka, “Me bäldic, me logey Musa gärekärejesa nga täwas ka apangza päxä bona kabagsa ndä äxsä yä kiyäng pipu songang, päxä bona bag nya mandursi ndey iyäng pipu tänya päxä bonanani käxsäng. 
LUK.20.29	Ndä enggä bonyatäng paxtinding. Päxä bonanani täzälägkang kabagsa ndä käxsä kawangasa uxe kiyäng pipu täng song. 
LUK.20.30	Ndä ani täbangeneng kasog mänang. 
LUK.20.31	Kodoseneni kasog mänang. Sägädoneydä batakä ce uxi ndä sägäxse na'anggäsa paxtinding sägiyäng pipu song. 
LUK.20.32	Na ce täzäce cägäxse tä bangäsa. 
LUK.20.33	Gang mänangang, xänang täsa 'do layis yoxuce tä xongondu ngäsad tä xäsang, ndä na'anggäsa sägädoneydä batakä ceng?”
LUK.20.34	Na kala Yasuwa ngade täsa ka, “Menggä zong batacca na säbate. 
LUK.20.35	Xa känggi lelexiny, ur'dug ngäsotäsäng tä xäs tä xongondu ngäsad tä xäsang, batacca na säbate song. 
LUK.20.36	Ndä sa mändey säxseccä song xa kala sa'das malayikada. Säs enggä Kaläg, xa sänguso sa tä xäs. 
LUK.20.37	Mändey me logey Musa kabäle ka käxa käxsä ngäsata tä xäs. Ka'das ani gärekärejesawa tä Sorunu Kaläg tä ngakä masi kagusi ta Musa tä kaxsetang, ani mabandäs Kaläg ka Kalägä Apraxim, Kalägä Isxag na ka Kalägä Yaxubang.
LUK.20.38	Kaläg Bazuweccä kängga oxaccang, päx näkä kängga käxseng song. Xa kän kä'day ayeccä tänya.”
LUK.20.39	Na kala kulung menggä lelericcä asiriyenä Musa kabuc tä ma ka, “Me bäldic, gi kälegeyze apo na'do!” 
LUK.20.40	Na todi sanyigatas mänekä ma.
LUK.20.41	Neng mängade täsa ka, “Oxadi siye sa sängadeccä ka Almasi näs päxä pe Dawutang? 
LUK.20.42	Dawud täze ngade tä Sorunu Masmur ka,
LUK.20.42	‘Bazuwec Kaläg kangad ta Bazuweccang ka,
LUK.20.42	“Bo icca tä cengiccä andä abaniccang,
LUK.20.43	bal asog gi nyebesa menggä kurugi täzäg.”’
LUK.20.44	“Dawud bangäs ma ‘Bazuwec,’ yä mälayis päxä pene key?”
LUK.20.45	Ani kän kä'day deldeyäs wungga ta Yasuwang, Yasuwa ngade tä menggä räbke ka, 
LUK.20.46	“Meskädäning ta menggä lelericcä asiriyenä Musa. Xa säpaye lagkä tanduga apoccu säwalangeccä nang ndä säma'dite modey tä owtagä nganyatada na säpaye cad tä owtagä dädäxti tä axinygä paliccinygä Yaxudiny na owtagi sänyaye ngotoropu täng tä siyatang. 
LUK.20.47	Yä sägäläkäläji wegkä manduriny ndä sädertesäno säpalacca mäna'ang. Känggi kala akakiyang, sag seley Kaläg 'doco cäläxti ta'asang.”
LUK.21.1	Yasuwa jenggerecce tä axä tämed tä Kaläg na kox känggi kadangandeng gawdadas wegkanagi kabegse nangang tä kaxsä cokonu yawgä weg tä Kaläg. 
LUK.21.2	Na mändey mägox mandursa wiwandäng gawa enggä ariyaliny pädax tä kaxsä nya cokoni. 
LUK.21.3	Na mängade ka, “Aläpedäng zänggä nga tanggo, lala päxä me wiygong näs manduranang nyang gawa wegke kamo'du kän kä'dayang. 
LUK.21.4	Xa känggong kä'day kabegsekang kabag weg tä zänggä wegkä tangandägka ndä toga, yä ce satäng täce kätogo'dog song yä cabag kä'day cadoga tä Kaläg.”
LUK.21.5	Xongenendäng känatäng legecce tä ngakä axä tämed tä Kaläg, tä wegki kabastäning na nganyugi wuxeccä täwang axang na wegkä beged, na Yasuwa ngade täsa ka, 
LUK.21.6	“Gang anggo nycuccang jenggeredeng wegkong xa owandäng wunodung kax ngayicca tenggelecce täzä wayanandäng song, säcobatasa täzäg kä'day!”
LUK.21.7	Na samän Yasuwa ka, “Me bäldic, sangakong bägälic kälegeyang sogoduno ogey? Na oxadiyang layis boluge läpedäng ka ngakong sogoduningang?”
LUK.21.8	Na mängade täsa ka, “Meskädäning xa acaka sänanangey anggo xa kulung känatäng mange wunosung nanange anggo nagang, ngadeccä ka, ‘Agänang anäs Almasiyang,’ ndä kala, ‘Sanydä ow kawung.’ Acaka anggo ndängeng ngakäsa! 
LUK.21.9	Ndä kändängeng pogud na keley na kamatang, ndakä nyigatäg men anggo. Xa basa ngakong wuno kayesäno täzälägäne tä loydägkä ow. Ndä sanydä ow wunodung tetex song.”
LUK.21.10	Yasuwa ngade ka, “Pogud ngäsata tä cabärta, ndä buguninginy pogo ngastänga. 
LUK.21.11	Ndä mändey wäxäd na buxu na täxäd wunosung 'da'de ota mange ndä nyigatäg mene kän na mändey tädäxtäg na bolu päkätäsäng tiyati.
LUK.21.12	“Ndey ka ngakong kä'day sogoduno, sä'docco täzälägäne sämen anggo säcäläxti anggo na sämenedes anggo tä asänggä menggä axä paliccä Yaxudiny na särikidis anggo tä ax. Sägodung anggo tagä buguninginy na tagä turuginy xa anggo kämeneng ngakang. 
LUK.21.13	Ndä xongondeneni layis akäsog tanggo ndey läpeng ngakang. 
LUK.21.14	Ndakä gäredeng 'doga noccang legedeng tagä buguninginy ndey ka mäxising nang. 
LUK.21.15	Xa agä anoco alägi anggo na turaydey tä 'doga noccang legedeng ndey ndakä menggä kurugo mo'du anggo.
LUK.21.16	“Menggägo na enggä bonggo, na wayakägo na biskodagägo 'docco menedes anggo de sogo kulung acänggägo säpaxe. 
LUK.21.17	Na mändey kän kä'day 'docco saxe anggo xa anggo kämeneng ngakang. 
LUK.21.18	Neng tä ngakong kä'day, 'doga zegeledäng rongiccägondäng song. 
LUK.21.19	Ndä mäganygä padätägkägo tä ngakang sogo anggo liliccing ur'dug.”
LUK.21.20	“Neng xonga känoxang Ursalim kagukuriwa na asägaruwang, ndey kala bäleng ka wanyiske kawuno käsac. 
LUK.21.21	Ndä känggi tä cabärä Yaxudiyang basa oyasa tä zänggä cabärta. Mändey känggi tä kaxsä Ursalimang, wulageccä ndä känggi tunyang ndakä läsa, 
LUK.21.22	xa sa sänggi Kaläg cäläxti menggä Ursalim tängang, nyang ndey ngaki gärekärejesänong 'desesäning.
LUK.21.23	“Ndä tänya xondi kawungang woyoy tä uxugi kä'dosuning na 'deyecceng! Xa todi kän zäyazäyangedäning täzäg na bälede xuxubtäg. 
LUK.21.24	Sädelgetese ta asänggä menggä salu na menäs sa cäläxiny tä warä kän. Känggi näs Yaxudiny songang 'docco paxatasa Ursalim na teretereje basa xongondäsa 'desedeswa.”
LUK.21.25	“Ow kawungang, noxadang bolu tä xong tä asämex na tä nyinyiwes ndä kän kä'day täzäg wiyazeccä na käre ngakä xuduxudigä colonggo na dampajeygä ma. 
LUK.21.26	Nyigatäg mene kän togada tä woldoxey tä 'dogi sägox wunodung tä walangiccang, xa panggudugki tiyating kala gi'dikidäning seley.
LUK.21.27	“Na kala kän oxo agä, Päxä Käxa Jul ampagacca tä däminggaru na panggudug na tädäxtic. 
LUK.21.28	Neng wegkong kasogunongang, ngusosäning bolosuning na mäganygä pädätäg xa kala 'dakiccägo kacecce'deyze ngäte.”
LUK.21.29	Yasuwa kaser nga täsa ka, “Lala etä 'dami na kulung ewegong bägäliccakang. 
LUK.21.30	Känoxang wungga lilixiccing, na bäledeng ka kala wiwilis ngäte. 
LUK.21.31	Mändey känoxang ngakong sogoduningang kala bäli ka bugundugku Kaläg kasextesäng. 
LUK.21.32	Aläpedäng zänggä nga tanggo ka menggä zong äxseccä song basa ngakong soguno. 
LUK.21.33	Zäkoxa na täzäg 'desetäsäno yä legeygang wayeccä song.
LUK.21.34	“Mesekädäning ndey acaka mäganygägo pägäni ndaldänang tä tawustäg na tä wuxid de bux paxe anggo, na kärekä ngakä aygägo ndä acaka sanydä ow wung ndä kurumusa anggo kala kadäbäx. 
LUK.21.35	Xa nya xongondi wunodung karamedäng känggong kä'day täzägkang. 
LUK.21.36	Wadi layesi kängga cuccu cagiying na palecci ndey layang mpädägänyang ndey mäxäsing ngaki kä'day wunosung sagoduningang ndey ndokalang tagang agä, Päxä Käxa Jul.”
LUK.21.37	Todotol Yasuwa bäldecce tä kaxsä kaldagä axä tämed tä Kaläg ndä ongutang mä'do mäccu tä Cabärä Zayitun. 
LUK.21.38	Ndä kän kä'day loxto ow wunotäsäno täma tä kaxsä kaldä axä tämed tä Kaläg tä dänggä bäldiccäma.
LUK.22.1	Xongondi Tanyaranä Raxifta Säwacce Song, ani säbangäs Pärkitang, kawung käsac. 
LUK.22.2	Na bazuwinygä menggä tämed tä Kaläg na menggä lelericcä asiriyenä Musa nyame rakawza ndey ka paxäs Yasuwa ndä sänyigate kän neng säpaye säpax ma na raj.
LUK.22.3	Na Däniye kadel tä wang nuxu accä känggämagi mägäligä asiny wang pädaxang, ani säbangäs Yaxusa Iskariyuti. 
LUK.22.4	Mägä'doc mabodsa na bazuwinygä tämed na ngotorpugi meske axä tämed tä Kalägkang ndey ka mämene Yasuwa täsa. 
LUK.22.5	Na wadägkäsa kalaye tidiny sagixi ka sädogada ariyaliny täma. 
LUK.22.6	Na kala sägaxsä ngakäsa na ma. Na ma Yaxusa mägä'doc mänyame rakaw ndey mämenenäs Yasuwa täsa tä owda xä'dä wundung täng.
LUK.22.7	Kala xongondi Tanyaranä Raxifta Säwacce Songang kawung ndey ka Säpärkisi na sädämze na päxä dopolog. 
LUK.22.8	Na kala Yasuwa kayaxsa Putros na Yoxana, läpede täsa ka, “Wesi ndele Pärkid ndey wunig siysig täng.”
LUK.22.9	Na sängadeccä täma ka, “Owda keyang mpaye anoccig andeleyig tängang?”
LUK.22.10	Na mabuc täsa ka, “Ndänge, känoxang käläsang kaxsä pang 'doxadang apangandäng poko pete päse ma. 'Dorkäda ma tä pani mä'doc mäläsong, 
LUK.22.11	na lapi tä ledä pa ka, ‘Me bäldic kayaxsä was tägi ka wa amänig gi ka axä palangaski mäwunodung Säpärkicci täng na menggä räbkäma na säsiyzang nyandi?’ 
LUK.22.12	Mä'do mäläpedäng apanggä axandäng tiyati na ka'dika'dinä kaxse, wesi ndele wexekägo todi.”
LUK.22.13	Na kala sägä'docco sa'doxa sangaki Yasuwa kaläpe täsang, na sägädeley Pärkid täng.
LUK.22.14	Kala sanä Pärkid kawung, Na Yasuwa kä'doc kagur siyad na känggi mägäligäng. 
LUK.22.15	Na mängade täsa ka, “Wanang tidi xa kalängädi tä siyakä siyakä Pärkidkong nanggo xa kala sä'docco säcäläxti agä tä bange. 
LUK.22.16	Ndä aläpedäng tanggo ka agä asiye Pärkid nanggo mändey song basa ngaki Kaläg kayaxsäng agä tängang 'desesäning layis wega tä bugundugku Kaläg.”
LUK.22.17	Na mabag päxä kobox päse malog Kaläg mängade ka, “Mene dugi na'anggägo. 
LUK.22.18	Aläpedäng tanggo ka xongondong sanydangang tä wuxikä magä adilu basa bugundugku Kaläg wuno.”
LUK.22.19	Na mändey mabag raxif malog Kaläg ndä mäbeny mädoga täsa mängade ka, “Yanä wanangang kadogung tanggo. Zogada adinong mänang ndey nimidänang agä nang.” 
LUK.22.20	Kala sasiyza na mabag päxä kobox, mängade ka, “Päxä koboxsä tamiccanggong coladaswa tanggong, nyang layis axäska warändi tanggo na Kalägkang.”
LUK.22.21	Yasuwa ngade täsa ka, “Lala, käxi 'doc menedes agäng andenenang nagä tä tumunu siyad ganang. 
LUK.22.22	Agä, Päxä Käxa Jul a'docco anäxse kala ngaki Kaläg kabogkasang ndä woyoy ta apangzi menedes agäng!” 
LUK.22.23	Na todi sadelese tä mänekä ngastänggäsa ka xänang seley 'docco sogo ngakongang.
LUK.22.24	Na sawaläte ka xänang tä waräsa ngake tädäxiny mo'do acängganang. 
LUK.22.25	Na kala Yasuwa ngade täsa ka, “Buguninginy na ngotorpugu känggi näs Yaxudiny songang cäläxti kän ndä dalacca ka apoccu. 
LUK.22.26	Ndä anggo kändäppang ka layang ka'das sa song, wadi käxi tä warägo ngake tädäxiny kamo'du acängganang, bokasa ngase täzäg na ngotorpo lay kala me wexed. 
LUK.22.27	Xänang ngake tädäxiny mo'do accanang, käxi käcca bene siyatang, wala käxi wexe siyatang? Wadi käxi käcca bene siyatang kädäppa ka nyaza ngake tädäxinyang. Neng agänang tä warägo ka'das käxi wexecceng.
LUK.22.28	“Anggog tol kändokalang nagä tä läbang. 
LUK.22.29	Nenyang agä adogodung butug tanggo ka'das togunakenegi appanang kadogunäs tagäng, 
LUK.22.30	ndey guring siyad tä owdu bugundugkang ndä nycatetäsänang tä komzu bugundug menedeng caxsänggä Israyilinygi asiny wang pädaxang.”
LUK.22.31	Na Yasuwa ngade ta Saman Putros ka, “Saman, Saman, dänge! Däniye käpaydä ka läbä anggo na'anggägo ndä Kaläg kä'daka, ndä Däniye 'do pede anggo kala pedeki me pelow pededenäs nyadanä gärwec täpoxang. 
LUK.22.32	Neng agä kapaleyza tägi Saman, xa ndakä menekä ngakägi tagä 'dexäning. Xongonda kämeley mägaxsäging, pädäti enggä bonggugo.”
LUK.22.33	Neng Putros ngade täma ka, “Bazuwec, kax ka wi, na agä ano nagi tä ax na tä xäs!” 
LUK.22.34	Na Yasuwa kämeley täma ka, “Putros dänge, ndey ka tä kesekä ow modolong logo, gi n'do gäli agä taxä kodos ka 'di agä.”
LUK.22.35	Na Yasuwa ngade täsa ka, “Ani kayaxsanäs anggo tä wexed ndä aläpänäs tanggo ka ndakä bagang ariyaliny mange nanggo na meldänä wedäg na 'dataginy axinyga pädaxang, päx nuxu 'dogkandäng kä'disä tanggo?” Sabuc ka, “A'a, päx 'doga kä'disändäng song.” 
LUK.22.36	Na mängade täsa ka, “Neng gang käxa tanggo ndarudigä ariyaliny tängang bag na mändey bag meldänä wedäg. Ndä käxa saläne täng songang, nganya tandäne, nganyäs salä. 
LUK.22.37	Aläpedäng tanggo ka ngaki menggä logey gärekärejesa tä ngakangang, basa 'desesuno. ‘Ndä kän bangäs agä märing.’ Xa ngaki menggä logey gärekärejesa ka soguno tagäng kala sogoduno.” 
LUK.22.38	Na menggä räbkäma ngadeccä täma ka, “Za, Bazuwec, saluwakang todong pädax.” Na Yasuwa läpede täsa ka, “Mangeccä.”
LUK.22.39	Yasuwa kawetä ka'das ani todotolang kä'doc tä Cabärä Zayitun, na menggä räbkäma kabag bangäma. 
LUK.22.40	Sägäcogu ow na mäläpede tä menggä räbkäma ka, “Palecci ndey Däniye käläbä anggong degeng.”
LUK.22.41	Na masexte mägä'doc mägädukurusa mäpalacca ka, 
LUK.22.42	“Appa, känox gixisang, ampaye gi xony agä tä akäsogu cäläxtigong awededes tängang. Yä näs giza kämpaydäs agäng, wanga soguning na ngakägi xa na ngakang song.” 
LUK.22.43	Na malayika käpätäng tiyati käpädäti ma. 
LUK.22.44	Tä zänggä paleygämagi mäpalacca na zä'diriy na mapaleydäcca paccey seley dexä modiccäma täläbe täzäg ka'das tamic.
LUK.22.45	Ani mangäsanäs tä paliccang mägämele ta menggä räbkäma ma'doxas sa sapägini tä kuniy de sasändäcco. 
LUK.22.46	Na mängade täsa ka, “Oxadi sängadangang? Ngäsosuning! Palezi ndey Däniye käläbä anggong degeng!”
LUK.22.47	Ani musku mälegeccenäs täsang, nuxu me räbkämani säbängäs Yaxusang kaleza koyo xä'dä na kä'doc kawu'dakas Yasuwa käbuciy. 
LUK.22.48	Neng Yasuwa ngade täma ka, “Yaxusa, gi gang menedes agä, Päxä Käxa Jul na bucigong?”
LUK.22.49	Kulung menggä räbkä Yasuwagi nangang kox 'dogi paye sogkuwang, na ngadeccä ka, “Bazuwec, mpaye was wa ampogig nycokong na salugusko?” 
LUK.22.50	Na nuxu me räbkäma kajede wundä abaniccä cäläxsä ngotorponu axä tämed tä Kaläg täpox. 
LUK.22.51	Neng Yasuwa ngade ta menggä räbke ka, “Ndokolosi mänang!” Na Yasuwa käläbä wundä cäläx kämele täng na kalay apo.
LUK.22.52	Na Yasuwa ngade ta bazuwinygä axä tämed tä Kaläg na ngotorpugu megäskä axä tämed na ngondowinygä Yaxudinygi kawuno tä menekä mang ka, “Anggo käsagang tagä na salu na gany dexä ka'das ka agä anäs märing? 
LUK.22.53	Agä kanycu nanggo tä kaxsä kaldä axä tämed todotol ndä päx tä nuxung kämeneng agä song. Neng ongudong xongondugong na xongondu butugku lätäg!”
LUK.22.54	Kala samen Yasuwa samagas tagäsa sagoyas tä pang ngotorponu axä tämed tä Kaläg. Yä Putros räbto sa ndä lewa täxandäxang. 
LUK.22.55	Kulung kän kadox mas tä pidinä kaxsä kal pagedäning na Putros kä'doc käcca tä waräsa pagewa. 
LUK.22.56	Na päxä uxandäng näs me wexed kox ma tä banyiccä mas na kajenggerey ma ngade ka, “Apangzong nyang na Yasuwa seley!” 
LUK.22.57	Neng Putros kagil ngade ka, “Ama kuxong, ayex ma säxong!”
LUK.22.58	Sax mändey tä bälaxtäg, nuxu accäsandäng kox ma na ngade täma ka, “Gining mändey näs nuxu me räbkä Yasuwa.” Neng Putros ngade ka, “Amo, agänang song!”
LUK.22.59	Sägäcudisi mäna'ang na nuxu kig kalewa ka, “Kax ka wi, na 'doxtongang na Yasuwa, xa ma mändey mäs me Calil.” 
LUK.22.60	Neng Putros kämeley täma ka, “Amo, ayex 'dogani legeng song!” Na tänya owdi musku tä zänggä legeygäma, modolong kalog. 
LUK.22.61	Na kala Yasuwa Bazuwec kawexeswa kalala Putros käteg na Putros kagäräng ngaki Bazuwec kalogey tämang, ka, “Ndey ka tä kesekä ow modolong logo, gi n'do gäli agä taxä kodos.” 
LUK.22.62	Na Putros koya tunyu kangey paccey.
LUK.22.63	Na kala apangaski kamen Yasuwang kadeb ngobku Yasuwa ndä bade. 
LUK.22.64	Sägaxsä agäma ndä sämäne ma tetedetex ka, “Logeyzi! Xänang kadä ging?” 
LUK.22.65	Na mändey sägäcemdä ma.
LUK.22.66	Ani ow kagezänäsang, bazuwinygä axä tämed tä Kaläg na menggä lelericcä asiriyenä Musa kudurisuno. Apangaski kamen Yasuwang kagoying ma ta ngotorpugä Yaxudiny. 
LUK.22.67	Sängadeccä täma ka, “Känox näs Almasiyang, läpäng täwas.” Neng Yasuwa ngade täsa ka, “Kax aläpäng tanggo, na gixiding song, 
LUK.22.68	ndä kax amän anggo na buciding song. 
LUK.22.69	Neng bäli ka xongondong na tä bange kä'day, agä Päxä Käxa Jul, anoco anycata tä andä abaniccä Kalägi panggudug tängang.” 
LUK.22.70	Na kala na'anggäsa sängadeccä täma ka, “Neng giningang näs päxä Kalägkang?” Na mabuc täsa ka, “Axeneng, anggo ngadaccang ka agäng.” 
LUK.22.71	Na sängadeccä ka, “Käxa mändey payedig ndey ka mänigkandäng song. Xa kog kädängig na wunggog tä ikäma!”
LUK.23.1	Ngotorpugä Yaxudiny kangusosuno kagoya Yasuwa ta Pälatis. 
LUK.23.2	Sagäli täma ka, “Wa kamenig 'doxtong woko kän ka sog pogud na ka wang yawgä tuluba ta Kaysar na mägasada tä ngasäma ka ma mäs Almasi buguning.”
LUK.23.3	Na Pälatis kamän Yasuwa ka, “Giningang näs buguningzä Yaxudinyang?” Na Yasuwa kämeley täma ka, “Axeneng, gi kängad mänang.”
LUK.23.4	Na Pälatis ngade ta bazuwinygä axä tämed tä Kaläg na xä'dä ka, “Ka'dox 'doga tasta de ka giling nga nang tä 'doxtong song.”
LUK.23.5	Neng saleyning sängadeccä ka, “Ma mäbälde kän mäwoko bägälic tä kaxsä Yaxudiya. Madeb tä Calil ndä mäccogu owdong nang!”
LUK.23.6	Ani Pälatis kädängäs ngakiyang, kamänze ka cong Yasuwa näs me Calilang. 
LUK.23.7	Pälatis kabäle ka Yasuwa käpätäng Calil ndä Xirudusang näs bazuweccä Calilang, na mayaxsas Yasuwa ta Xirudus xa nya xongongi Xirudusandäng tä Ursalim.
LUK.23.8	Ani Xirudus koxus Yasuwang wanäma kalay tidi paccey xa mandäng mäbenecce ka mäpaye mox Yasuwa, xa mägädängdä sälege ngakä Yasuwa ndä mäpaye ka mox boliccä were wexeki Yasuwa wexeng. 
LUK.23.9	Xirudus kamändä Yasuwa nano. Neng Yasuwa kabuc täma song. 
LUK.23.10	Ndä bazuwinygä axä tämed tä Kaläg na menggä lelericcä asiriyenä Musa satäng tänya owdi dokoloccu, kaleyning kilidi nga täma. 
LUK.23.11	Na todi Xirudus na asägarugu megäske kängobtu Yasuwa ndä lagä ma na tandugu butug ndä meles ma ta Pälatis. 
LUK.23.12	Na tänya xongondi Xirudus na Pälatis kalayenäs aminu xa kalaygädä säs menggä kur.
LUK.23.13	Pälatis kabandä bazuwinygä axä tämed tä Kaläg na ngotorpugä Yaxudiny na kän, 
LUK.23.14	mäläpede täsa ka, “Anggo goynang 'doxtong tagä ka wanyis kän. Ndä kamändä ma tagägo ndä 'doga ka'dox täma tasandäng näs 'dogi anggo giling täma ka mäsogondäng song. 
LUK.23.15	Ndä wala Xirudus ka'dox nuxu 'doga tas täma, nenyang mägämeleyäng ma tägogkang. Za, ma masog 'doga de ka säpaxe ma täng song. 
LUK.23.16+LUK.23.17	Gang adogadas ma säbade ma na ke'diccä oxay ndä kala a'dakas ma.”
LUK.23.18	Neng sägädawasa na'anggäsa ka, “Baga 'doxtong paxa! Yä 'daki Parapas täwas!” 
LUK.23.19	Parapas apangza sägäräki tä axang xa kageley ngase pogo turugsä Rumandi kamen Ursalimang ndä kapaxsa. 
LUK.23.20	Pälatis kalegeyze täsa mändey tä ngakä Yasuwa xa mäpaye mä'dakas Yasuwa. 
LUK.23.21	Neng saleyning sädaweccä ka, “Nggadi ma tä kalic, nggadi ma tä kalic!” 
LUK.23.22	Pälatis kälasä taxä kodeseneni ngade täsa ka, “Xanya? Oxadi masog tasang? Agä ka'dox 'doga ma masog tas kädäppa ka apax ma täng song. Agänang adogadas ma säbade ma na ke'diccä oxay winy ndä a'dakas ma.” 
LUK.23.23	Neng musku saleyno na daw ka sägadas ma tä kalic. Na mägädänge täsa. 
LUK.23.24	Kala Pälatis kagixi 'dogi säpayeng na kä'dakas Yasuwa ka säpax. 
LUK.23.25	Na mägä'daka 'doxti säbangäs Parapas sägäräki tä ax xa kageley ngase pogo turug na kapaxsang yä macananga madoga Yasuwa ka säpax xa kän paye mänang.
LUK.23.26	Ani sabokunäs Yasuwa tunyang, sägäpasasa na Samandi näs me Sayrunang. Käpätäng tä xining ka läso Ursalim na sägänagey sägäpoka kalic tä ngase ka 'dorkädä bangä Yasuwa nang. 
LUK.23.27	Na kän kawuno mange kabag bangäsa, ndä tä warä sa känggi uxuwatäng kunuccu na ngeccä tä ngakä Yasuwa.
LUK.23.28	Neng Yasuwa gaw ze läpede täsa ka, “Anggo uxugu Ursalim, wanga ngeyig tä ngakang, wadi ngeyi tä ngakä ngastänggägo na tä enggenggägo. 
LUK.23.29	Xa ngakong ngaletäsäno, seley owda tasandäng wunodung ndä kän 'docco ngadeccä ka, ‘Baxändäg ta pixu na kuxtugi taxä nuxu käpoku pipi songang na ki'digi kä'deyze songang!’ 
LUK.23.30	Ndä nya owda tasti kawungang, kän 'docco ngadeccä tä cabärta ka, ‘Delesäning tä zänggäsko!’ na tä cobocoboriny ka, ‘Mäxosuning nawas täzäg!’ 
LUK.23.31	Gang kän kasog ngakong tä eta musku tuduwinyang, oxadi sogowa tä eta kamasäng?”
LUK.23.32	Kulung märinginyatäng pädax sabokung tunyu ndey ka sä'doc säpax na Yasuwa. 
LUK.23.33	Ani sägäcogus owdi säpaxe kän täng säbangäs “owdu zänggä kängga käxseng”, sägä'docco sägadas ma ta kalic na mändey märinginygi sägadas tä käna. Nuxu ta cengiccä abaniccäma na nuxu tä cengiccä nyogoldäma. 
