MAT.1.1	SIN AK'SIN Jesus Christ David okkuai' Abraham okkuai' un'ix o sĭnaks' oaiĕxĕsts. 
MAT.21.2	Ki an'ĭstsiuax, akap'ioyĭs astsi'ĭm ĭstsipi'ĭk, kikitakstŭmkonau ŭsk'omŭkstokiua aks'ĭsksipĭstau, ki o'kosepokai ak'opokitaipuyimiu: apo'tokau ki puk'sipĭppotokĭkau. 
MAT.21.3	Ki sĭtsĭpsatsenoainiki matap'pi, kitak'anĭstaiau Nin'a au'anĭstsiuax; ki ak'otŭmŭtsitŭpskuyiuax. 
MAT.21.4	I kŏnan'ĭstutsip mŏks'enŭpanĭstosi otan'iipiaie prophet ki an'iu, 
MAT.21.5	An'ĭstok Sion otŭn'ni, Sŭm'mĭs kitsĭn'aimau kitsipuksipa'ak, ikĭnĭs'siu, ki ŭskomŭk'stoki itokhitopiu, ki o'kosepokai ŭskomŭk'stoki o'kosaie. 
MAT.21.6	Ki ŭsksĭnĭmats'ax itappo'iau, ki Jesus itŭn'ĭstutsimiax manistanĭstopiax. 
MAT.21.7	Ki itsipuksipĭp'piauaie ŭskomŭk'stoki ki okose'pokai, ki itokh'itstomiau otsĭstotos'oauĕsts ki itsittokhitstsi'iauaie osto'i, 
MAT.21.8	Ki ek'akaitappix saie'kuyiiauaie otsĭstotos'suauĕsts moksokui; ki stsĭk'ix kaiak'ĭmiau okŭn'iksĭsts ki moksoku'i itŏkh'tŭmiauĕsts. 
MAT.21.9	Ki anniks'isk matap'pixk i'tomaumattoyixk ki itopokiuo'ixk, awk'umiau, ki an'iau, Hosanna ŭnnianistsitŭp'itsĭs David okkui: Atsĭm'siu annŏk' aipuksipu'ŏk nin'a otsĭn'ikŏsĭm; Hosanna mĭs'tŭpspiu. 
MAT.21.10	Otsitsipĭs'si Jerusalem, konai'akapioyis ap'aitsitaiau, ki an'iau, Tŭkka'ats? 
MAT.21.11	Ki akai'tappix an'iau annŏk'auk Jesus Nazareth istsiprophet, Galilee ĭstauŏsĭm'im. 
MAT.21.12	Ki Jesus itsipim Ap'ĭstotokiuă otatoi'apioyĭs ki anniks'ĭsk itsipst'anmŭtskotŭkixk, ki itsipstawk'pumaxk natoi'apioyĭs, itsai'tŭpiksĭstsiuax, ki au'ŏtsuautuyixk otsit'aisĭnakipuauĕsts ima'pĭxĭmĕsts, ki au'mŭtskotŭkixk kŭkku'ix otsasso'pŏtsuauĕsts ima'pĭxĭmĕsts. 
MAT.21.13	Ki an'ĭstsiuax, Sĭn'aip, Noko'ai ak'anĭstop a'tsĭmoiikapioyĭs, ki ksĕsto'au kanĭs'tutsipuau kŏmos'iepĭtsix oko'auai. 
MAT.21.14	Ki naps'tsix ki ŭs'tsekaiix itsipstotoyiauaie Natoi'apioyĭs; ki ikuttotoyiuax. 
MAT.21.15	Ki omŭk'atoiapiekuax ki aisĭnakix, otĭnĭs'ĕsts skai'pĭssitapĭsts otap'ĭstutsipĭsts, ki pokax otsitsĭpst'awkkumsau natoi'apioyĭs, otan'ĭssau Hosanna ŭnnianĭstsitŭp'itsĭs David okku'i, eks'kaaisauŏkhsitŭkkiau. 
MAT.21.16	Ki anĭstsiauaie, kikŭttaiaiokhtsĭp'ă otan'iipiau am'oxi? Ki Jesus an'ĭstsiuax, A; kikŭttomisauanĭstopa sĭnaksin, pokax ki ŭs'stax maau'auĕsts kumut'totssŭpanistsĭstutsip ĭstsak'sin? 
MAT.21.17	Ki itskĭt'siuax ki akap'ioyĭs ittŭp'sŭxkitsĭmaie Bethany; ki annim' itsok'au. 
MAT.21.18	Ki ksĭskŭna'tŭnni mat'skitapposi akap'ioyĭs, itun'otsiu. 
MAT.21.19	Ki otsĭtsĭnno'ŏsi moksoku'i omŭx'iniĭstsĭsi, itoto'aie ki matsitokonĭmau'atsaie, nam'itaitsii suio'pokĭsts, ki anĭstsiuaie, Ŭnnianĭst'sauŭsksaiĭn as it ksĕsto'a. Ki omŭx'inĭstsĭs sotŭm'ikŭnipisuiu. 
MAT.21.20	Ki ŭsksĭnĭmatsax otsĭnĭs'au, skai'etŭkkiau, ki an'iau, Mau'maikipikŭnipisuiu! 
MAT.21.21	Jesus an'istsiuax, kitau'mŭnĭstopuau Aumaitŭkkienoainiki, saietŭkkienoeniki itsĭstuts'ipi omŭx'ĭnistsĭsi kimataksikaksĭstutsipa, ki nokŭt'anĭstomĭnoainiki am'o nitum'moi, ŭnĭstŭp'itsit, ki ŭnĭstŭp'apiksĭstŭkit omŭk'sikĭmi; ak'ŭnĭstutsip. 
MAT.21.22	Kitak'omianĭstau'kŏmŏnipuai a'tsĭmoiikainoeniki aumai'tŭkkienoeniki, kitak'okoksuai. 
MAT.21.23	Ki otsitsipĭs'si natoi'apioyĭs, omŭkatoiapiekuax ki matappix ot'omŭximoauax otŭs'ksĭnĭmatstŭksi ito'toiauaie, ki an'iau, Tsanĭstapotŭmapsĭn'na kumut'anĭstutsipiau am'ostsk? Tŭkka' kit'okokaii am'ok otŭmapsĭnnik? 
MAT.21.24	Ki Jesus an'ĭstsiuax kitak'oksŭppoŏtsesattopuau tuks'kaii anik'ienoainiki kitak'ŏtanĭstopuau otŭmap'sĭnni numut'auanĭstutsipi am'ostsk. 
MAT.21.25	John ŏtŭs'tapĭnŭksĭnni, Tsema itotstsiu'ats? Spots'im, ki matap'pi? Ki ai'sĭtsĭpsattseiau, ki an'iau, mak'anĭnaniki spots' im; nitak'anikĭnan, kumauk'stauaumaitoauaiĭsksix? 
MAT.21.26	Ki mak'aninaniki ma tap' pi, nitstŭnnauŭnaniau matap'pix; tŭk'ka ikŏn'auaniau John mŏkoprophetsi. 
MAT.21.27	Ki anĭstsiauaie Jesus, ki an'iau, Nimatokot'anipĭnan. Ki an'ĭstsiuax, kimatokot'anĭstopuau otŭmap'sĭnni nimut'auanĭstutsipiau am'ostsk. 
MAT.21.28	Ki Tsa kit'stapuau? Tuks'kŭmi matap'pi, na'tokŭm o'kosix; Ki matom'sii itoto'aie, ki an'iu, noko'ă, matap'otŭk kit annok' ksĭstsiku'i nitsĭn'sĭmman. 
MAT.21.29	An'iu Nimat'akittappopa: ki itsako'isauaitsitau ki itsitap'po. 
MAT.21.30	Ki matstsĭk'i itoto'aie ki mat'anĭstsiuaie. Ki an'iu nitak'ittappo, nin'ă; ki matsitappo'atsaie. 
MAT.21.31	Tŭma' amoxi ŭs'satsĭma un'ni otsitsi'taniaie? An'ĭstsiauaie, Matom'siuă. Jesus an'ĭstsiuax, kitau'mŭnĭstopuau kitsauomai'pisuai Apĭstotokiŭa ĭstsĭn'naiisĭnni publicanĭx ki mats'akex ai'aksipimiau. 
MAT.21.32	Tŭk'ka John kitsitota'akuau mokom'otsitappiisĭnni ĭstokh'sokui, ki kimataumaitoauau'ats: ki publicanix ki mats'akex au'maituyiauaie: ki ksĕsto'au kitsĭnĭs'uai kimatsakoisauaitsitapuaua kŏkaumai'toausuai. 
MAT.21.33	Okh'tsĭk stsĭk'i parable, itstsiu' tuks'kŭmi nĭn'au, nap'ioyĭs ĭstsĭn'aim, itsŭppipumattomaie ĭnsĭm'man min'istsix, ki itsĭstse'pĭskŭnattomaie, ki itatun'iakiu itsĭn'iokkeĭmskaupi, ki spiap'ioyĭs itap'ĭstutsĭmaie, ki itŏk'kumatokuyiuax ai'ĭnsĭmax ki itsi'pio: 
MAT.21.34	Ki otas'tsĭssi mĭn'ĭsts otai'akitsetspiĕsts itŭp'skuyiuax otap'otomokix aiĭnsimax mŏk'okuyĭssi ĭstsĭn'ĭsts. 
MAT.21.35	Ki ai'ĭnsĭmax mat'tuyiuax otap'otomok-ix, ki tuks'kŭmi, itauaiak'iauaie, ki stsĭk'i initsi'auaie, ki stsĭk'i okotokix itau'aiakiauaie. 
MAT.21.36	Ki mats'itŭpskuyiuax stsĭk'ix otapotomokix: ki netoi' an'ĭstutuyiauax. 
MAT.21.37	Ki sako'okhtsim, itŭp'skuyiu okku'i, ki aniu, ak'atsĭmmimmiau noko'a, 
MAT.21.38	Ki ai'ĭnsĭmax otsĭnno'ŏssau okku'i an'ĭstseiau Am'o otak'sinan; ki, ŏks'enĭtai, ki nŏksinan'attopĭnaniau otsinan. 
MAT.21.39	Ki een'iauaie, ki itsai'tŭpiksĭstsiauaie ĭnsĭm'man, ki initsi'auaie. 
MAT.21.40	Oto'si insĭm'man istsĭn'aim, Tsa' akanĭstutuyia'atsax anniks'ĭsk ai'ĭnsĭmaxk? 
MAT.21.41	Anĭstsiauaie, ak'saiĭnaknaiatsĭstutuyiuax anniks'isk sauum'itsitappixk, ki ai'akŏkkumatuyiuax otsĭn'simman stsik'ix ai'ĭnsĭmax, anniks'isk aiakokotsiauaie ĭstsĭn'ĭsts aits'ĭsau. 
MAT.21.42	Jesus an'ĭstsiuax, kikŭttomaisauanistopuaiĭsksix natoi'sĭnaksĭsts, Ok'otoki, annŏk itsĭs'tŭpapiksĭstauŭk aiokotoksapiokoĭskaiau, netoi'nitsiu koke'i ĭstotom'okotok; am'ok Nin'a ot'apĭstutŭksĭnni ki skaie'tsip noŏps'pĭnanĭsts? 
MAT.21.43	Ŭn'nikaie kumut'anĭstopuau Spots'im istsĭn'naiisĭnni ak'otsip ksĕsto'au ki ak'okotau noke'tappix, anniks'isk aks'inasiĭxk. 
MAT.21.44	Ki annŏk' ai'akittutŭtsĭnnĭssiuŭk annŏk' ok'otoki, aksi'ksĭsiu, ki annŏk' matap'iuŏk ai'akittutŭtsĭnĭssiuŭk okotoki aksipin'iau. 
MAT.21.45	Ki omŭk'atoiapiekuax ki Pharisees otokh'tsĭmsau parables, ĭsksĭnĭm'iau osto'auai umutai'puyisaie. 
MAT.21.46	Ki otap'sŭmmŏsax mŏk'sixenŏsax, ŭs'stŭnnuyiauax akai'tappix, tŭk'ka ŭ, 'taiau mŏk'siprophetsi.
MAT.22.1	KI Jesus mat'anĭstsiuax parables, ki an'iu, 
MAT.22.2	Spots'im ĭstsĭn'naiisĭnni netoi'nitsiu tuks'kŭmi omŭx'inau, okuyi otokem'si. 
MAT.22.3	Ki itŭp'skuyiuax otap'otomokix moksĭnikŏttosaxax anniks'ĭsk otŭm'axk: ki matŭskak'sipuksipuax. 
MAT.22.4	Ki mats'itŭpskuyiuax stsĭk'ix otap'otomokix, ki an'ĭstsiuax anĭstok'au anniks'isk ŭm'axk, Sat'sik, nikaw'apastutsip nitso'ŏssĭn: nitap'otskĭnamix ki nitunĭstakhtsimix ŭkainitaiau ŭk'okŏnaiksĭstsiiau: Puksipa'atok okem'sĭnni. 
MAT.22.5	Ki ap'etsĭmiauaie, ki oksoku'oauĕsts itappoiau, tuks'kŭmi otsĭn'sĭmman, stsik'i otsit'aumŭtskotŭkkipi: 
MAT.22.6	Ki stsĭk'ix mat'tuyiuax otap'otomokix, ki au'ksĭstutuyiuax, ki initsiu'ax. 
MAT.22.7	Ki omŭx'ina otokh'tsĭmsi, itsĭs'tsetŭkkiu: ki itŭp'skuyiuax otseĕn'akemix, ki itsaiĭnakuaiĭstutuyiuax anniks'isk inĭk'ixk, ki itsĭn'sĭmaie otakap'ioyimoauaie. 
MAT.22.8	Itŭm'anĭstsiuax otap'otomokix, ŭk'aiksĭstsiu mak'okemsĭnni, ki anniks'isk ŭm'axk matsipumapsiu'ax, 
MAT.22.9	Itap'poak moksoku'ĭsts ki kĭt'okŏnaukonoaxk ŭm'mokau mak'okemsĭnni. 
MAT.22.10	Ki anniks'isk apotŭkkixk itsitap'poiau moksoku'ĭsts, ki ikŏnau'moipiauax ot'okŏnokonoauax makap'six ki ŏkh'six: ki itsŭpanĭs'tsĭmiau ŭm'max. 
MAT.22.11	Ki omŭx'ina otsipĭs'si mŏks'ĭnnoŏssax ŭmmax, nan'nuyiuaie nĭn'aii ikem'sĭnni ĭstsiso'kŏsĭmi, mat'sŭpskŏsattomaie; 
MAT.22.12	Ki an'ĭstsiuaie, Napi'a, Tsa kanĭs'tsipipa kitsauomai'sŭpskŏsattosi ikem'sĭnni istsiso'kŏsĭmi? Ki matsepuyiu'ats. 
MAT.22.13	Omŭx'ina itŭm'anĭstsiuax otap'otomokix ĭs'ksipĭstok otsĭsts' ki okŏt'sĭsts, ki ĭs'tŭppĭppis, ki satŭp'iksĭstsĭs ski'natsi; ak'itstsiu asain'sinni, ki papŭx'ekĭnikani. 
MAT.22.14	Akai'tappix nanikŏttaiau: un'natosĭmix mat'toaiau. 
MAT.22.15	Itŭmĭs'tapuiau Pharisees, ki itauŭt'ŭnĭstsiiau mŏkĭtokonĭmŏsauaie ote'poawsĭstsaie. 
MAT.22.16	Ki ipokitŭp'skuyiauax otŭsksinĭmatsauauax ki Herodians, ki an'ĭstsiauaie, Nin'a, nĭts'ksĭnipĭnan kitau'mŭni ki kitau'mŭnĭsksĭnĭmatstŭkki Ap'ĭstotokiuă oksoku'i, ki kimatsŭmman'ax matap'pix: tŭk'ka, kimatsatsipats manistŭp'apitappiipiau. 
MAT.22.17	Anik'ĭnan, Tsa kit'stapa? Ŏkh'siuats mŏk'otsiponitasi Cæsar, tsŏktau mat'ŏksiuats? 
MAT.22.18	Ki Jesus nan'ĭmaie otsau'okŏmotsitappiisuai, ki an'iu kumauk'saksksĭnokipuauaiists kitsiksĭs'tapokŏmotsitappiansuai? 
MAT.22.19	Ŭnĭs'tsĭnŭmmokĭk mixkĭm, kumut'siponitapi. Ki ito'tsĭpotuyiauaie nitai'pŭnasainiini. 
MAT.22.20	Ki an'ĭstsiuax, tŭkka' am'o ostoksĭs'ă, ki tŭkka' osĭnaksĭn'ats? 
MAT.22.21	An'ĭstsiauaie, Cæesar otsinan'. Itŭm'anĭstsiuax kotok' Csesar otsinan'ists, ki Ap'ĭstotokiuă kotok' otsinan'ĭsts. 
MAT.22.22	Otokh'tsĭmsau annists'isk epo'awsĭstsk itskai'etŭkkiau, ki itskĭt'siauaie, ki oksoku'auai itappo'iau. 
MAT.22.23	Neto'ik ksĭstsiku'ik, Saducees, anniks'isk an'iisk matsitstsipats matsipuau'osĭnni itoto'iauaie, ki ai'sŭppoŏtsesattsiauaie, 
MAT.22.24	Ki an'iau, Nin'a, Moses itŭni'u enĭs'si nĭn'au, ki saiitstsĭssi pokax, oskŭn' akokem'attsi'ĭnaii otokem'an, ki ak'ksĭstauŭttomuyiuaie us'i pŏkax'. 
MAT.22.25	Annok' ikit'sikŭmiau umu'pappiipix; ki matom'si otokem'attosi, its en'iu, ki otsai'itstsĭssi o'kosix itskĭt'siuaie otokem'an oskŭn' mŏk'okemattosaie: 
MAT.22.26	Neto'initsiu oskŭni enĭs'aie, ki omat'oskŭni ki ikĭt'sikŭmiau ikŏnen'iau. 
MAT.22.27	Ki itsako'ieniu ake'u. 
MAT.22.28	Matsipuau'osĭnni tŭkka' otakokeman'atsaie, ikĭt'sikŭmĭx? Tŭk'ka ikŏnau'tuyiauaie. 
MAT.22.29	Jesus an'ĭstsiuax. Kitai'patsĭstutsipuau kimatsksĭnipuauĕsts natoi'sĭnaksists ki ototŭmap'sĭnni Apĭstotokiuă. 
MAT.22.30	Matsipuau'sax matokemiu'axau matapikau'axau. Netoi'nitsiau Ap'ĭstotokiuă otatsĭm'otokatatsix Spots'im. 
MAT.22.31	Annik' matsipuau'awsĭnnĭk kikŭttomisauanĭstop'ats annik' kitan'iipik Ap'ĭstotokiuă. 
MAT.22.32	Nĕsto'akauk Abraham otsinan Ap'ĭstotokiua ki Isaac otsinan' Ap'ĭstotokiuă, ki Jacob otsinan' Ap'ĭstotokiuă Ap'ĭstotokiuă enix' matsinan'oauats, sa'kiaitappiĭx otsinan'oauax Ap'ĭstotokiuă. 
MAT.22.33	Ki akai'tappiix otokh'tsĭmsau skai'etsĭmiau otŭsksĭnĭmats'tŭksĭnni. 
MAT.22.34	Ki Pharisees otokh'tsĭmsau ot'omaupŭtsŏssax Saducees, itauŭtomoi'piotseiau. 
MAT.22.35	Ki tuks'kŭmi, lawyer, ai'sŭppoŏttsesattsiuaie, ki as'aksksĭnnuyiuaie, ki an'iu, 
MAT.22.36	Nia'a, tse'a omŭk'o okŏk'itsimani ĭstse'poawsĭsts? 
MAT.22.37	Jesus an'ĭstsiuaie, Kitak'ŭkomĭmmau, Nin'a Ap'ĭstotokiua kitokŏnai'uskĕttsipŏppi, kitokŏnai'staaw, ki kĭtokŏnai'tsitani. 
MAT.22.38	Am'oi matom'iu ki omŭk'o epo'awsĭnni. 
MAT.22.39	Ki pok'iotomi netoi'nitsiu, Kitak'ŭnĭstŭkomĭmmau kĭtopokau'pimok kanĭstŭk'omĭmmospi. 
MAT.22.40	Annists'isk na'tokaistsk epo'awsĭsts, ikŏnaukŏkitsimanĭsts ki prophetix otan'ipĭsts ikŏn'itaitsiiĕsts. 
MAT.22.41	Otsakiaumoi'piotseĭsau Pharisees, Jesus sŭppo'ŏttsesattsiuax, 
MAT.22.42	Ki an'iu, Tsa kitstatau'ats Christ? Tŭkka' oko'atsaie? An'ĭstsiauaie David okoai'e. 
MAT.22.43	An'ĭstsiuax, David umut'ainĭstainikŏttaupiaie Nin'ă, otanipi, 
MAT.22.44	Ap'ĭstotokiuă an'ĭstsiuaie nĭn'a, netots'i tŭpo'piĭt, nŏk'ŭnĭstutoŏsau kikatum'ix kitsitautŭtsekau'pipi? 
MAT.22.45	David ninikŏt'tŭssi Nĭn'a, Tsa otak'anĭstoko'atsaie? 
MAT.22.46	Ki matap'pi matsitstsipa mŏk'okotsĭtsĭpsăttosi tuks'kai epo'awsĭnni, ki annik' ksĭstsiku'ik matap'pi matokot'sakosŭppoŏttsesattau.
MAT.23.1	JESUS itŭm'sĭtsĭpsiuax akai'tappix ki otŭsksĭnĭmats'ax, 
MAT.23.2	Ki an'iu, Ai'sĭnakix ki Pharisees, Moses otsiso'pŏtsĭsaie itau'piau: 
MAT.23.3	Ŭnnikaie kitomian'ĭstaniipuai sat'sĭk ki nĭstutsĭk'. Ki manĭstsĭs'tutsipiau, pinan ĭs'tutsik: tŭk'ka itan'iau, ki matsĭstutŭkkiu'axau. 
MAT.23.4	Issoksĭs'tsĭsts itau'monĭmiauĕsts soku'ĕsts mŏkopa'tosau ki matap'pix otsĭstsoauĕsts itotom'iauĕsts; ki osto'auai matakotsĭstŭpakiotsĭm'axauĕsts tuks'kŭmi okĭt'suauax. 
MAT.23.5	Otokŏnap'otŭksuauĕsts itsĭstuts'ĭmiauĕsts mŏksĭnnu'yĭsau matap'pix: itopŭx'ĭstutsĭmiauĕsts phylacteries, ki itomŭx'ĭstutsĭmĕsts otsaieno'tŭksuauĕsts, 
MAT.23.6	Ki ŭkome'tsĭmiauĕsts oye'tanĭsts ĭstotom'iapioyĭsts, ki natoi'apioyĭsts ĭstotom'isopŏtsĭsts. 
MAT.23.7	Ki otsitau'pĭsau itau'pumaupi aiksemattsĭni'otseisĭnni, ki mŏks'ĭnikŏttosau, Rabbi, Rabbi. 
MAT.23.8	Pinĭs'tsĭnikŭkĭk Rabbi: tuks'kŭmă kitsĭn'aimoauă, Christ: ki ksĕsto'au kĭtokŏnaix'okoauax. 
MAT.23.9	Ki Pini'nikŏttok matap'pi, annom' ksŏk'kum, kĭn'a; tuks'kŭmă kĭn'oaua annŏk' spots'im itau'piuŏk. 
MAT.23.10	Ki pinitsĭn'ikŭkĭk Nin'ax: tuks'kŭma kitsĭn'aimoaua, Christ. 
MAT.23.11	Annŏk' omŭx'ĭmŏk ksĕsto'au, kitak'apotomokoau. 
MAT.23.12	Annŏk' ak'omuxĭstutosiuŏk, aks'inŭxĭstutoau; ki annŏk' aksinŭx'ĭstutosiuŏk, ak'omŭxĭstutoau. 
MAT.23.13	Kitaks'ksĭnipuau maka'pi ksĕsto'au ai'sĭnakix ki Pharisees, kitsiksĭs'tapokŏmotsitappiansuai! Kitsitaiok'iauaiau matap'pix Spots'im ĭstsĭn'naiisĭnni: ksĕsto'au kimatsitaipipuau'ats, ki aiaksipimix kimats'epokkitsetomauaxau mŏk'itsipĭsau. 
MAT.23.14	Kitaks'ksĭnipuau maka'pi ksĕsto'au ai'sĭnakix ki Pharisees, kitsiksĭs'tapokŏmotsitappiansuai! Nam'akex oko'auĕsts kitau'attopuaiau, ki kitaisŭmiksĭstapatsĭmoiikapuau: mĭs'tŭpkapii kitakoku'yisuai. 
MAT.23.15	Kitaks'ksĭnipuau maka'pi ksĕsto'au ai'sĭnakix ki Pharisees, kitsiksĭs'tapokŏmotsitappiansuai kitotka'atau ksŏk'kum ki omŭk'sikĭmi kŏk'itokonoŏsi tuks'kŭmă matap'iuă mŏkĭtanĭs'tsitsitasi kanĭstsitsi'tawpi kitaumaitu'yĭssi, kanĭstŭm'ipuai ksĕsto'au Hell oku'yix kitak'anĭstsĭstokiaiĭstutoauau. 
MAT.23.16	Kitaks'ksĭnipuau maka'pi ksĕsto'au kitsaps'tsiotŭpĭnŭkipuau, kitan'ipuau annŏk' akitup'ŭtauŭniuŏk omŭk'atoiapioyĭs matsikiu'ats, ki annŏk' akitŭp'ŭtauŭniuŏk omŭk'atoiapioyĭs ĭsto'tokuiĭxkĭm, aks'ĭstutsĭmaie! 
MAT.23.17	Kitŭt'tsapspuau, kitsaps'tsiipuau: Tsĭma' omŭk'o. Otoku'iĭxkĭm, ki omŭk'atoiapioyĭs annik' itatsĭm'mĭmmiik otoku'iĭxkĭm. 
MAT.23.18	Ki annŏk' akitŭp'ŭtauŭniuŏk altar, matsikiu'ats; ki annŏk' akitŭp'ŭtauŭniuŏk kotŭk'sĭnni altar itokhĭts'tsipi, ai'aksĭstutsĭmaie. 
MAT.23.19	Kitŭt'tsapspuau, kitsaps'tsipuau Tsĭma' omŭk'o, kotŭk'sĭnni, ki altar annŏk' itatsĭm'etsĭmŏk kotŭk'sĭnni? 
MAT.23.20	Annŏk' aiakitŭp'ŭtauŭniuŏk altar, itup'ŭtauŭniu altar ki mian'ĭsttokhĭtstsii. 
MAT.23.21	Ki annŏk' aiakitŭp'ŭtauŭniuŏk omŭk'atoiapioyĭs, itŭp'ŭtauŭniu omŭk'atoiapioyĭs ki annŏk' iko'attomŏk. 
MAT.23.22	Ki annŏk' aiakitŭp'ŭtauŭniuŏk spots' im, itŭp'ŭtauŭniu Ap'ĭstotokiuă otspiso'pŏtsis ki annŏk' itokhittaupiuŏk. 
MAT.23.23	Kitaks'ksĭnipuau makapi ksĕsto'au ai'sĭnakix ki Pharisees, kitsiksĭs'tapokŏmotsitappiansuai! Kitai'ponitasuai mint ki anise ki cummin, ki ĭssoku'ĭsts kimatsatsipuauĕstsau, okŏk'itsimanĭsts, kĭm'apiisĭnni ki aumai'tŭksĭnni: am'osts ŏkh'si kŏk'satsŏsuaiau; ki mat'ŏkhsiuats kŏk staiĭstutsĭssuai stsĭk'ists. 
MAT.23.24	Kits' apstsiotŭpĭnŭkipuau, kitai'soautsauau inŭx'soĭsksĭssi, ki kitaits'ĭssttimauau camel: 
MAT.23.25	Kitaks'ksĭnipuau maka'pi ksĕsto'au ai'sinakix ki Pharisees, kitsiksĭs'tapokŏmotsitappiansuai! Kŏs'ă ki saiĕtso'kosi sauauts'i kitŭs'siipuaiau, ki pĭstots'ĭm itui'tsiau minĭk'otŭksĭnni ki auŭt'tseisĭnni. 
MAT.23.26	Kitsaps'tsii Pharisee, matom'siitau pistots'im kos'ă ki saiĕtso'kosa mŏk'ŭtsitsiksixĭssi sauauts'i, 
MAT.23.27	Kitsaks'ksĭnipuau maka'pi ksĕsto'au ai'sĭnakix ki Pharisee kitsiksĭs'tapokŏmotsitappiansuai! Ksĭkoken'imanĭsts kine'tŭmanĭstspuau ai'ŏkhsĭnipiau sauauts'ĭstsi, ki pĭstots' im itui'tsiau enix' okin'oauĕsts ki makap'ĭsts. 
MAT.23.28	Netoi'nitsiii ksĕsto'au kĭto'kŏmotsitappiĭnipuau matap'pi, ki pĭstots'im kitotuitskitsipuai ksĭs'tapokŏmotsitappiisĭnni ki sauum'itsitappiisĭnni. 
MAT.23.29	Kitaks'ksĭnipuau maka'pi ksĕsto'au ai'sinakix ki Pharisees, kitsiksĭs'tapokŏmotsitappiansuai! Kitap'ĭstutsipuaiau prophetix otoken'imanoauĕsts, ki kita'nŭtsĭstutsipuaiau mokŏm'otsitappix otoken'imanoauĕsts, 
MAT.23.30	Ki kitanipuau nitsa'kiaitappiipĭnanopi nĭn'anĭx otsa'kiaitappiisau nĭs'tasauopoksĭstokemaumŭnanopiau prophetix otsa'apŭnoauĕsts. 
MAT.23.31	Ŭn'nikaie kit'auŭtanipuau, ksĕsto'auŭkauk anniks'isk matap'pixk initsixk' prophetsix o'kosoauax. 
MAT.23.32	Tu'itok kĭn'oauax otsauum'itsitappiisuauĕsts. 
MAT.23.33	Pitseksĭnax, opĭx'exĭnasĭnna, Tsa'a kitakanĭstupĭs'tapixsattopats Hell ĭstokŏk'itsimani? 
MAT.23.34	Ŭn'nikaie, sat'sĭk kĭtakittŭp'skoaiau ksĕsto'au prophetix, ki mokŏk'ietappix ki ai'sĭnakix: ki stsĭk'ĭx kitax'enitauaiau ki kitiikau'aistauaiau; ki stsĭk'ĭx kitakitsipstŭstsipĭs'auaiau kitatoi'apioyimoauests, ki kĭtak'auksĭstutuauaiau amian'ĭstakap'ioyĭsts otai'akitsipĭsau: 
MAT.23.35	Mŏkĭttokh'ittaitsĭssi ksĕsto'au kŏnau'kŏmotsitappiaapŭni ksŏk'kum itsai'kimskaii. Abel mokŏm'otsitappiuă otsa'apŭn itŭpots'tsiuaie Zacharias, Barachias okku'i otsa'apŭniaie annŏk', kitsitsenitauauŏk itŭt'sikatsi omŭk'atoiapioyĭs ki altar. 
MAT.23.36	Kitau'mŭnĭstopuau kŏnai'sĭstskă aunok' o'tappiisĭnna akĭtotu'iĕsts. 
MAT.23.37	Jerusalem, Jerusalem ksĕsto'auă kitai'nitauaie prophetĭx, ki anniks'isk itŭp'skuaxk ksĕsto'auă ok'otokĭx kumutauauaiak'iauaiau, nŏkstanĭstsikapumoi'piauopi ko'kosoauax nipuau'ă manĭstau'moipiopi o'kosĭx ki kimat'ŏkhsitsipuau'ats! 
MAT.23.38	Sat'sĭk, Koko'auai nam'itaitsiu kĭt'skĭtomoko. 
MAT.23.39	Kitan'ĭstopuau, ĭssoots'i kimatakainokipuaua sauanenoainiki Atsĭm'siu annŏk' paiuksipu'ŏk Ap'istotokiuă otsĭn'ikŏsĭm.
MAT.24.1	KI Jesus itsŭx'iu ki itsĭs'tŭpaatomaie omŭk'atoiapioyĭs ki otŭsksĭnimatsax itoto'iauaie mŏkanĭs'tsĭnnomoŏsauaie omŭk'atoiapioyĭs ĭstap'ĭstutŭksĭnni. 
MAT.24.2	Ki Jesus an'ĭstsiuax kikŭttaisauainipuauastsau kŏnai'ĭstsk? Kitau'mŭnistopuau, matakskĭt'aupa okotoki mŏkstaiĭna'piksĭstosi. 
MAT.24.3	Otsĭt'tokhitaupĭssi nitum'moyi Olives, ŭsksĭnĭmats'ax isĭmitoto'iauaie, ki an'iau, Anik'ĭnan Tsanĭstsĭs' akanĭstsiu'astsau? Ki tsa akanĭstsiu'a kitsipuksipusĭnni, ki punsksŏk'kuasĭsi? 
MAT.24.4	Ki Jesus an'ĭstsiuax Iskskats'ĭk kŏkstaipĭstsiksĭstutu'yisuai. 
MAT.24.5	Akai'tappix ak'ŭtsitotoiau nitsĭn'ikŏsim ki ak'aniau Christ nĕsto'akauk; ki ak'sipĭstsiksĭstutuyiauax akai'tappix. 
MAT.24.6	Ki kitakokhtsĭmattopuaii auakaw'tseisĭsts ki mak'auakawtseisĭsts: Sats'sĭk kŏkstai'apaitsitasuai; konai'istsk ak'itstsiau; ki umut'aketsĭnikawpi matomoto'ats. 
