GEN.1.1	Kezdetben 
GEN.46.2	És szóla Isten Izráelnek éjjeli látomásban, és monda: Jákób, Jákób. Ő pedig monda: Ímhol vagyok. 
GEN.46.3	És monda: Én vagyok az Isten, a te atyádnak Istene: Ne félj lemenni Égyiptomba: mert nagy néppé teszlek ott téged. 
GEN.46.4	Én lemegyek veled Égyiptomba, és én bizonynyal fel is hozlak; és József fogja bé a te szemeidet. 
GEN.46.5	Felkerekedék 
GEN.46.6	És elvivék nyájaikat és szerzeményeiket, melyeket Kanaán földén szereztek vala, 
GEN.46.7	Az ő fiait és fiainak fiait, az ő leányait, és fiainak leányait és minden vele levő magvát elvivé magával Égyiptomba.
GEN.46.8	Ezek pedig az Izráel fiainak nevei, kik bementek Égyiptomba: Jákób és az ő fiai: Jákóbnak elsőszülötte Rúben. 
GEN.46.9	Rúben fiai pedig: Khánokh, Pallu, Kheczrón, 
GEN.46.10	Simeon 
GEN.46.11	Lévi 
GEN.46.12	Júda 
GEN.46.13	Izsakhár fiai pedig: Thóla, Puvah, Jób és Simrón. 
GEN.46.14	Zebulon fiai pedig: Szered, Élon, Jákhleél. 
GEN.46.15	Ezek Lea fiai, a kiket szűlt vala Jákóbnak Mésopotámiában, Dínával az ő leányával együtt. Fiainak és leányainak összes száma: harminczhárom lélek. 
GEN.46.16	Gád fiai pedig: Czifjon, Khaggi, Súni, Eczbón, Héri, Aródi és Areéli. 
GEN.46.17	Áser 
GEN.46.18	Ezek Zilpa fiai, kit Lábán adott vala Leának az ő leányának; és ő szűlé ezt a tizenhat lelket Jákóbnak. 
GEN.46.19	Rákhelnek, Jákób feleségének fiai: József és Benjámin. 
GEN.46.20	És születének 
GEN.46.21	Benjámin fiai pedig: Bela, Bekher, Asbél, Géra, Nahamán, Ekhi, Rós, Muppim, Khuppim és Ard. 
GEN.46.22	Ezek Rákhel fiai, kik születtek Jákóbnak, mindössze tizennégy lélek. 
GEN.46.23	Dán fia pedig: Khusim. 
GEN.46.24	Nafthali 
GEN.46.25	Ezek Bilha fiai, 
GEN.46.26	Valamennyi Jákóbbal Égyiptomba jött lélek, kik az ő ágyékából származtak, a Jákób fiainak feleségeit nem számítva, mindössze hatvanhat lélek. 
GEN.46.27	József fiai pedig, kik Égyiptomban születtek, két lélek. Jákób egész házanépe, mely Égyiptomba ment vala, hetven 
GEN.46.28	Júdát pedig elküldé maga előtt Józsefhez, hogy útmutatója legyen Gósen felé. És eljutának Gósen földére. 
GEN.46.29	És befogata József az ő szekerébe, és eleibe méne Izráelnek az ő atyjának Gósenbe; s a mint maga előtt látá, nyakába borula, és síra az ő nyakán sok ideig. 
GEN.46.30	És monda Izráel Józsefnek: Immár örömest meghalok, minekutána láttam a te orczádat, hogy még élsz. 
GEN.46.31	József pedig monda az ő testvéreinek, és az ő atyja házanépének: Felmegyek és tudtára adom a Faraónak, és ezt mondom néki: Az én testvéreim és atyám háznépe, kik Kanaán földén valának, eljöttek én hozzám. 
GEN.46.32	Azok az emberek pedig juhpásztorok, mert baromtartó nép valának, és juhaikat, barmaikat, és mindenöket valamijök van, elhozták. 
GEN.46.33	S ha majd a Faraó hivat titeket és azt kérdi: Mi a ti életmódotok? 
GEN.46.34	Azt mondjátok: Baromtartó emberek voltak a te szolgáid gyermekségünktől fogva mind ez ideig, mi is, mint a mi atyáink, hogy lakhassatok Gósen földén; mert minden juhpásztor 
GEN.47.1	Elméne azért József és tudtára adá a Faraónak, és monda: Az én atyám és atyámfiai, juhaikkal, barmaikkal és mindenökkel valamijök volt, ide jöttek Kanaán földéről; és most Gósen földén vannak. 
GEN.47.2	És vőn ötöt az ő testvérei közűl, és állítá őket a Faraó elé. 
GEN.47.3	És monda a Faraó a 
GEN.47.4	És mondának a Faraónak: Azért jöttünk, hogy e földön tartózkodjunk, mert a te szolgáid barmainak nincs legelője, mivelhogy elhatalmazott az éhség Kanaán földén: hadd lakjanak azért most a te szolgáid Gósen földén. 
GEN.47.5	És szóla a Faraó Józsefnek, mondván: A te atyád és a te atyádfiai jöttek te hozzád. 
GEN.47.6	Égyiptom földe ímé előtted van; e föld legjobb részében telepítsd le a te atyádat és atyádfiait, lakozzanak a Gósen földén: ha pedig tudod, hogy vannak közöttök arra termett emberek, tedd azokat az én barmaim gondviselőivé.
GEN.47.7	Bevivé József Jákóbot is az ő atyját, és állítá őt a Faraó elé. És köszönté Jákób a Faraót. 
GEN.47.8	És monda a Faraó Jákóbnak: Hány esztendős vagy? 
GEN.47.9	Monda pedig Jákób a Faraónak: Az én bujdosásom 
GEN.47.10	És megáldá Jákób a Faraót, és kiméne a Faraó elől. 
GEN.47.11	Megtelepíté tehát József az ő atyját és atyjafiait, és ada nékik birtokot Égyiptom földén, annak a földnek legjobb részében a 
GEN.47.12	És ellátja vala József az ő atyját és atyjafiait, és az ő atyjának egész házanépét kenyérrel, gyermekeik számához képest.
GEN.47.13	És kenyér nem vala az egész föld kerekségén, mert igen nagy vala az éhség, és elalélt vala Égyiptom földe, és a Kanaán földe az éhség miatt. 
GEN.47.14	József pedig mind összeszedé a pénzt, a mi találtatik vala Égyiptomnak és Kanaánnak földén a gabonáért, a melyet azok vesznek vala; és bévivé József a pénzt a Faraó házába. 
GEN.47.15	És mikor elfogyott a pénz Égyiptom földéről is, Kanaán földéről is, egész Égyiptom Józsefhez méne, mondván: Adj nékünk kenyeret, miért haljunk meg szemed láttára, azért hogy nincs pénz? 
GEN.47.16	És monda József: Hozzátok ide barmaitokat, és adok néktek a ti barmaitokért, ha nincs pénz. 
GEN.47.17	És elvivék barmaikat Józsefhez, és ada nékik József kenyeret lovakért, juhokért, ökrökért és szamarakért: és eltartá őket abban az esztendőben kenyérrel az ő barmaik összeségéért. 
GEN.47.18	Mikor pedig elmúlék az esztendő, menének hozzá a második esztendőben, és mondának néki: Nem titkolhatjuk el uramtól, hogy bizony elfogyott a pénz, és a barom-nyájak mind uramnál vannak, a mint látja az én uram semmi sem maradt, csak testünk és földünk. 
GEN.47.19	Miért veszszünk el szemed láttára mind magunk, mind földünk? végy meg minket és földünket kenyéren, és mi és a mi földünk szolgái leszünk a Faraónak; csak adj magot, hogy éljünk s ne haljunk meg, és a föld ne pusztuljon el. 
GEN.47.20	Megvevé azért József egész Égyiptom földét a Faraó részére, mert az Égyiptombeliek mind eladák az ő földjöket, mivelhogy erőt vett vala rajtok az éhség. És a föld a Faraóé lőn. 
GEN.47.21	A népet pedig egyik városból a másikba telepíté Égyiptom egyik határszélétől másik széléig. 
GEN.47.22	Csak a papok földét nem vevé meg, mert a papoknak szabott részök vala a Faraótól és abból a szabott részből élnek vala, a mit nékik a Faraó ád vala; annak okáért, nem adák el az ő földjöket. 
GEN.47.23	És monda József a népnek: Ímé megvettelek titeket a mai napon, és a ti földeteket a Faraónak. Ímhol számotokra a mag, vessétek be a földet. 
GEN.47.24	És takaráskor adjatok a Faraónak egy ötödrészt; négy rész pedig legyen a tiétek, a mező bevetésére és éléstekre, mind magatoknak, mind házatok népének, és gyermekeiteknek eledelül. 
GEN.47.25	És mondának: Életünket megtartottad; hadd találjunk kegyelmet uram szemei előtt, és szolgái leszünk a Faraónak. 
GEN.47.26	És törvénynyé tevé azt József mind e mai napig Égyiptom földén, hogy a Faraóé az ötödrész, csak a papok földe, egyedűl az nem volt a Faraóé.
GEN.47.27	Lakozék azért Izráel Égyiptom földében a Gósen 
GEN.47.28	Jákób pedig tizenhét esztendeig él vala Égyiptom földén, és Jákób élete esztendeinek napjai száz negyvenhét esztendő. 
GEN.47.29	És elközelgetének Izráel halálának napjai, és hívatá az ő fiát Józsefet, s monda néki: Ha én te előtted kedves vagyok, kérlek tedd a kezedet 
GEN.47.30	Midőn elaluszom az én atyáimmal, vígy ki engem Égyiptomból és temess el az ő sírjokba. És monda: Én a te beszéded szerint cselekszem. 
GEN.47.31	És monda: Esküdjél meg nékem! és megesküvék néki. És leborula Izráel az ágy fejére.
GEN.48.1	És lőn ezek után, megmondák Józsefnek: Ímé a te atyád beteg; és elvivé magával az ő két fiát Manassét és Efraimot. 
GEN.48.2	És tudtára adák Jákóbnak, mondván: Ímé a te fiad József hozzád jő; és összeszedé erejét Izráel, s felüle az ágyon. 
GEN.48.3	És monda Jákób Józsefnek: A mindenható Isten 
GEN.48.4	És monda nékem: Ímé én megszaporítlak és megsokasítlak 
GEN.48.5	Most tehát a te két fiad, a 
GEN.48.6	Ama szülötteid pedig, kiket ő utánok nemzettél, tiéid lésznek, és az ő bátyjaik nevéről neveztessenek az ő örökségökben. 
GEN.48.7	Mert mikor 
GEN.48.8	És meglátá Izráel a József fiait és monda: Kicsodák ezek? 
GEN.48.9	József pedig monda az ő atyjának: Az én fiaim, kiket Isten itt adott nékem. És monda: Hozd ide őket hozzám, hadd áldjam meg. 
GEN.48.10	Mert Izráelnek szemei meghomályosodának a vénség miatt, 
GEN.48.11	És monda Izráel Józsefnek: Nem gondoltam, hogy orczádat megláthassam, és íme az Isten megengedte látnom magodat is. 
GEN.48.12	Akkor kivevé József azokat az ő a
GEN.48.13	És fogá József mindkettejöket, Efraimot jobbkezével Izráel balkeze felől; Manassét pedig balkezével Izráelnek jobbkeze felől és közel vivé őket hozzá. 
GEN.48.14	Izráel pedig kinyujtá az ő jobbkezét és rátevé Efraim fejére, pedig ő a kisebbik vala, az ő balkezét pedig Manasse fejére. Tudva tevé így kezeit, mert az elsőszülött Manasse vala. 
GEN.48.15	És 
GEN.48.16	Amaz 
GEN.48.17	Látván pedig József, hogy az ő atyja jobbkezét Efraim fejére tevé, nem tetszék néki, és megfogá atyja kezét, hogy Efraim fejéről Manasse fejére tegye át. 
GEN.48.18	És monda József az ő atyjának: Nem úgy atyám; mert ez az elsőszülött, ennek fejére tedd jobb kezedet. 
GEN.48.19	Nem akará pedig az atyja és monda: Tudom fiam, tudom, ő is néppé lesz, ő is megnevekedik; de az ő öccse nálánál inkább megnevekedik, és az ő magja népek sokaságává lesz. 
GEN.48.20	És megáldá őket azon a napon, mondván: Ha áld, téged említsen Izráel, mondván: Az Isten téged olyanná tégyen mint Efraimot s Manassét. És Efraimot eleibe tevé Manassénak. 
GEN.48.21	És mondá Izráel Józsefnek: Ímé én meghalok, de az Isten veletek lesz és vissza visz titeket a ti atyáitok földére. 
GEN.48.22	Én pedig adok néked egy osztályrészt a te atyádfiainak része 
GEN.49.1	És szólítá Jákób az ő fiait, és monda: Gyűljetek egybe, hadd jelentsem meg néktek, a mi rátok következik a messze jövőben. 
GEN.49.2	Gyűljetek össze s hallgassatok Jákóbnak fiai! hallgassatok Izráelre, a ti atyátokra. 
GEN.49.3	Rúben, te 
GEN.49.4	Állhatatlan, mint a víz, nem leszesz első, mivel 
GEN.49.5	Simeon és Lévi atyafiak, erőszak eszközei az 
GEN.49.6	Tanácsukban ne légyen részes lelkem, gyűlésükkel ne egyesűljön dicsőségem, mert haragjokban férfit öltek, s kedvök telve inát szegték az ökörnek. 
GEN.49.7	Átkozott haragjok, mert erőszakos, és dühök, mivel kegyetlen; eloszlatom őket Jákóbban, és 
GEN.49.8	Júda! téged magasztalnak 
GEN.49.9	Oroszlánkölyök Júda; zsákmányt ejtvén, felmentél, fiam! Lehevert, lenyúgodott, mint a hím oroszlán, és mint nőstény oroszlán; 
GEN.49.10	Nem múlik el Júdától a fejedelmi bot, sem a vezéri pálcza térdei közűl; míg eljő Siló, 
GEN.49.11	Szőlőtőhöz köti szamarát, és nemes venyigéhez szamara vemhét, ruháját borban mossa, felöltőjét a szőlő vérében. 
GEN.49.12	Bortól 
GEN.49.13	Zebulon a tenger partjáig lakozik, azaz a hajók kikötőjéig s határának széle Czídonig ér. 
GEN.49.14	Izsakhár erős csontú szamár, a karámok közt heverész. 
GEN.49.15	S látja, hogy jó a nyugalom és hogy a föld mily kies: teher alá hajtja hátát, s robotoló szolgává lesz. 
GEN.49.16	Dán ítéli az ő népét, mint Izráel akármelyik nemzetsége. 
GEN.49.17	Dán kígyó lesz az úton, szarvaskígyó az ösvényen, mely a ló körmébe harap, hogy lovagja hanyatt esik. 
GEN.49.18	Szabadításodra várok Uram! 
GEN.49.19	Gád! had háborgatja; majd ő hág annak sarkába. 
GEN.49.20	Ásernek kenyere kövér, királyi csemegét szolgáltat. 
GEN.49.21	Nafthali, gyorslábú szarvas, az ő beszéde kedves. 
GEN.49.22	Termékeny fa József, termő ág a forrás mellett, ágazata meghaladja a kőfalat. 
GEN.49.23	Keserítik, lövöldözik 
GEN.49.24	De mereven marad kézíve, feszülten keze karjai, Jákób Hatalmasának kezétől, 
GEN.49.25	Atyád Istenétől, a ki segéljen; a mindenhatótól, a ki megáldjon, az ég áldásaival, onnan felülről, a mélység áldásaival, mely alant terül, az emlők és anyaméh áldásaival. 
GEN.49.26	Atyád áldásai meghaladják az ős hegyek áldásait, az örök halmok kiességeit. Szálljanak József fejére, a testvérek közűl kiválasztatottnak koponyájára. 
GEN.49.27	Benjámin ragadozó farkas: reggel ragadományt eszik, este pedig zsákmányt oszt. 
GEN.49.28	Mind ezek Izráel nemzetségei, tizenketten, és ez az a mit mondott nékik az ő atyjok, mikor őket megáldá; mindeniket tulajdon áldásával áldá meg.
GEN.49.29	És parancsola nékik és monda: Én az én népemhez takaríttatom, temessetek engem az én atyáimhoz, ama barlangba, mely a Khitteus Efron mezején van. 
GEN.49.30	Abba 
GEN.49.31	Oda temették el 
GEN.49.32	Szerzemény e mező és a barlang, mely abban van, a Khéth fiaitól. 
GEN.49.33	És elvégezé Jákób a mit fiainak parancsolt és fölszedé lábait az ágyra, és kimúlék 
GEN.50.1	József pedig az ő atyja orczájára borúla és siránkozék felette és csókolgatá őt. 
GEN.50.2	És megparancsolá József az ő szolgáinak, az orvosoknak, hogy balzsamozzák be az ő atyját; és bebalzsamozák az orvosok Izráelt. 
GEN.50.3	Mikor negyven nap eltelék, mert akkorra telnek be a bebalzsamozás napjai, siraták őt az Égyiptombeliek hetven napig. 
GEN.50.4	És elmúlának az ő siratásának napjai, és szóla József a Faraó házanépéhez, mondván: Ha kedves vagyok előttetek, szóljatok kérlek a Faraónak, mondván: 
GEN.50.5	Az én atyám engem 
GEN.50.6	És monda a Faraó: Eredj el és temesd el a te atyádat, a mint megesketett téged. 
GEN.50.7	Elméne azért József, hogy az ő atyját eltemesse, és vele együtt felmenének mind a Faraó szolgái, az ő házának vénei és Égyiptom földének minden vénei. 
GEN.50.8	Józsefnek is egész háznépe; és az ő bátyjai, és az ő atyjának háznépe; csak gyermekeiket, juhaikat és barmaikat hagyták a Gósen földén. 
GEN.50.9	Felmenének annakfelette ő vele szekerek is és lovagok, úgy hogy igen nagy sereg vala. 
GEN.50.10	Mikor eljutának Atád szérűjéhez, mely a Jordánon túl van, nagy és keserves sírással sírának ott. József pedig hét napig gyászolá az ő atyját. 
GEN.50.11	És láták az ország lakosai, a Kanaán népe azt a gyászt Atád szérűjénél, és mondának: Keserves gyásza ez az Égyiptombelieknek. Azért nevezék azt a helyet Ábel Miczrajimnak, mely a Jordánon túl van. 
GEN.50.12	Aképen cselekedének azért 
GEN.50.13	Elvivék 
GEN.50.14	És visszatére József Égyiptomba, ő, és az ő atyjafiai, és mind azok, kik vele fölmentek vala az ő atyjának temetésére, minekutána eltemette az ő atyját.
GEN.50.15	A mint láták József bátyjai, hogy az ő atyjok meghalt, ezt mondják vala: Hátha gyűlölni fog minket József, és visszaadja nékünk mindazt a 
GEN.50.16	Izenetet küldének azért Józsefhez, mondván: A te atyád megparancsolta nékünk az ő holta előtt, mondván: 
GEN.50.17	Így szóljatok Józsefhez: Kérünk téged, bocsásd meg a te atyádfiainak vétkét és bűnöket, mert gonoszul cselekedtek te ellened. Most azért bocsásd meg azoknak vétkét, a kik a te atyád Istenét szolgálják. József pedig sír vala, mikor ezt mondák néki. 
GEN.50.18	Járulának pedig ő hozzá az ő testvérei is, és leborúlának előtte és mondának: Ímé mi a te szolgáid 
GEN.50.19	József pedig monda: Ne féljetek: avagy Isten gyanánt 
