MAT.1.1	 A Krisztus Jézus származásáról 
MRK.2.23	 Történt, hogy szombaton vetések között haladt át, tanítványai utazás közben kalászokat tépdestek.
MRK.2.24	 A farizeusok megszólították: „Nézd csak, mit tesznek szombaton. Azt, amit nem szabad.”
MRK.2.25	 Jézus azonban azt kérdezte tőlük: „Sohasem olvastátok mit tett Dávid, mikor szükséget látott s ő is, meg a vele lévők is megéheztek?
MRK.2.26	 Hogy Abjátár főpap alatt hogyan ment be az Isten házába és ette meg az 
MRK.2.27	 Aztán ezt mondta nekik: „A szombat lett az emberért és nem az ember a szombatért,
MRK.2.28	 úgyhogy az embernek Fia a szombatnak is ura!”
MRK.3.1	 Megint zsinagógába ment be s ott egy elszáradt kezű ember volt.
MRK.3.2	 Szemmel tartották, hogy szombaton gyógyítani fogja-e, hogy azután vádolhassák.
MRK.3.3	 Megszólította a száradtkezű embert: „Kelj fel! 
MRK.3.4	 Aztán megkérdezte azokat: „Szabad-e szombaton jót, vagy rosszat tenni, lelket menteni, vagy megölni?” De azok hallgattak.
MRK.3.5	 Ekkor haraggal körültekintett rajtuk és elszomorodott szívük kőkemény voltán és rászólt a beteg emberre: „Nyújtsd ki a kezedet!” Az kinyújtotta s azzal helyreállt a keze.
MRK.3.6	 A farizeusok meg azután, hogy kimentek a Heródes-pártiakkal együtt, tüstént tanácsot tartottak, hogy miként veszíthetnék őt el.
MRK.3.7	 Jézus 
MRK.3.8	 s Jeruzsálemből, Idumeából, Jordánon túlról, Tírusz és Szidon környékéről nagy sokaság jött hozzá, hallva, hogy miket cselekszik.
MRK.3.9	 Szólt tanítványainak, hogy a tömeg miatt állandóan egy csónakot tartsanak készen, hogy ne szorongassák őt.
MRK.3.10	 Tudniillik sokakat gyógyított, úgyhogy akiket csak 
MRK.3.11	 A tisztátalan szellemek is, ha látták, hozzáestek, és azt kiáltották: „Te vagy az Istennek Fia!"
MRK.3.12	 Ő azonban nagyon keményen rájuk szólt, hogy ne tegyék őt láthatóvá.
MRK.3.13	 Felment azután egy hegyre, és akiket akart, magához szólított. Azok odamentek hozzá.
MRK.3.14	 Tizenkettőt rendelt arra, hogy vele legyenek, hogy elküldhesse őket igehirdetésre,
MRK.3.15	 s hogy felhatalmazást kapjanak ördögök kiűzésére.
MRK.3.16	 Ekkor kijelölte a tizenkettőt: Simonnak a Péter nevet adta,
MRK.3.17	Jakabot a Zebedeus 
MRK.3.19	 és karióti Júdást, aki elárulta őt.
MRK.3.20	 Azután hazatért s ott ismét tömeg gyűlt össze, úgyhogy nem tudtak ebédelni sem.
MRK.3.21	 Mikor rokonai ezt meghallották, elmentek, hogy hatalmukba kerítsék, azt gondolták ugyanis, hogy nincs magánál.
MRK.3.22	 Az írástudók, akik Jeruzsálemből jöttek le, azt mondták, hogy Belzebub van vele, s hogy az ördögi szellemek fejedelme által űzi ki az ördögi szellemeket.
MRK.3.23	magához szólította az írástudókat, s példázatokban a következőket mondta nekik: „Hogy űzheti ki sátán a sátánt?
MRK.3.24	 Ha egy királyság önmagával meghasonlik, az a királyság nem állhat meg,
MRK.3.25	 és ha egy ház magával meghasonlik, az a ház nem állhat meg.
MRK.3.26	 Ha a sátán önmaga ellen támad fel, és magával meghasonlik, nem képes megállani, hanem vége van!
MRK.3.27	 De az erős 
MRK.3.28	 Bizony azt mondom nektek, hogy mindent meg fognak bocsátani az ember fiainak, a vétkeket, a káromlásokat is, melyeket mondanak,
MRK.3.29	 de ha valaki a Szent Szellem ellen szól káromlást, az nem kap soha bocsánatot, hanem örök véteknek terhe nyomja!”
MRK.3.30	 Azt mondták tudniillik, hogy 
MRK.3.31	 Ekkor jöttek hozzá anyja és testvérei, de kívül megálltak, beküldtek hozzá és hívatták.
MRK.3.32	 Tömeg ült körülötte s megmondták neki: „Nézd anyád és testvéreid kinn keresnek téged!”
MRK.3.33	 De ő ezt felelte nekik: „Ki az én anyám? Kik a testvéreim?”
MRK.3.34	 Azután végignézett azokon, akik körben körülötte ültek és így szólt: „Ezek az én anyám és testvéreim!
MRK.3.35	 Mert aki Isten akaratát teszi, az az én testvérem, az az én anyám.”
MRK.4.1	 Ismét tanítani kezdett a tó partján s igen nagy tömeg gyűlt hozzá, úgyhogy hajóba szállt be s a tavon ült, míg az egész tömeg a tóparton a földön 
MRK.4.2	 Példázatokban sokra tanította őket. Tanítása közben 
MRK.4.3	 „Hallgassátok csak! Egyszer elment a magvető vetni.
MRK.4.4	 Történt, hogy mikor vetett, némely 
MRK.4.5	 Más aztán sziklás talajra esett, hol nem volt sok földje, úgyhogy – nem lévén a föld mély hamarosan kihajtott,
MRK.4.6	 de mikor a nap felkelt, elperzselődött s mivel nem volt gyökere, kiszáradt.
MRK.4.7	 Más magok a tövisek közé estek, a tövisek felnőttek és megfojtották azokat, úgyhogy gyümölcsöt nem termettek.
MRK.4.8	 Mások a jó földbe estek és miután kihajtottak, megnőttek, gyümölcsöt termettek. Egyik harmincannyit hozott, másik hatvanannyit és megint más százannyit.”
MRK.4.9	 Azután ezt mondta: „Akinek füle van, hallja meg!”
MRK.4.10	 Mikor egyedül maradt, a körülötte levők a tizenkettővel együtt megkérdezték a példázatok felől
MRK.4.11	 s ő ezt felelte nekik: „Az Isten királyságának titka nektek van szánva, azokhoz a kívülállókhoz minden példázatokban jut el,
MRK.4.12	 hogy jól megnézzék, mégse lássanak, jól odahallgassanak, mégse lássák be, hogy valamikor meg ne térjenek és bocsánatot ne kapjanak!”
MRK.4.13	 Majd így szólt hozzájuk: „Nem ismeritek fel ezt a példázatot? Hát akkor hogyan ismeritek fel majd az összes példázatokat?
MRK.4.14	 A magvető az igét veti!
MRK.4.15	 Az útszélre esők azok, akikbe elveti az igét, amikor meghallják az igét, eljő a sátán és kiragadja a beléjük vetett magot.
MRK.4.16	 Hasonló 
MRK.4.17	 de nincs bennük gyökér, hanem ideig-óráig valók, azután ha az ige miatt nyomorúság, vagy üldözés támad, tüstént tőrbe esnek.
MRK.4.19	 a kor gondjai, a gazdagság csalárdsága s a többi dolgok után való vágyak beléjük hatolnak, megfojtják bennük az igét, 
MRK.4.20	 A jó földbe vetett 
MRK.4.21	 Aztán ezeket beszélte nekik: „Ugyan hova teszik a mécsest? A véka alá, vagy az ágy alá? Vajon nem a mécslábra helyezik?
MRK.4.22	 Mert nincs semmi titkolt dolog, mely egyszer láthatóvá nem lesz és nincs olyan elrejtett dolog, mely egyszer napvilágra nem kerül!
MRK.4.23	 Ha valakinek füle van, hogy halljon, hallja meg!
MRK.4.24	 Vigyázzatok arra, amit hallotok! – mondta nekik. Amely mértékkel ti mértek, azzal mérnek majd nektek is, sőt hozzá is tesznek számotokra.
MRK.4.25	 Akinek ugyanis van, annak adni fognak, de akinek nincs, attól azt is el fogják venni, amije van.”
MRK.4.26	 Majd újra szólt: „Hasonló az eset az Isten királyságával, amint azzal az emberrel, aki magot vetett a földbe,
MRK.4.27	 aztán elszunnyadt, felkelt éjjel és nappal, azalatt a mag kihajtott, 
MRK.4.28	 Magától terem gyümölcsöt a föld, először szárt, majd kalászt, aztán teli magot a kalászban.
MRK.4.29	 Mihelyt pedig a termés megengedi, 
MRK.4.30	 Mihez hasonlítsuk az Isten királyságát? – kérdezte –, milyen példázatba foglaljuk bele?
MRK.4.31	 Olyan az, mint a mustármag, mely mikor a földbe vetik, a földön levő összes magvaknál kisebb,
MRK.4.32	 ám ha elvetik, felnő és az összes veteményeknél nagyobb lesz, és nagy ágakat hajt, úgyhogy az ég madarai fészket is rakhatnak árnyékában.”
MRK.4.33	 Sok ilyen példázattal szólta nekik az igét, ahhoz mérten, ahogy képesek voltak annak meghallására,
MRK.4.34	 példázat nélkül nem szólt nekik, de tanítványainak külön mindennek a megoldását megadta.
MRK.4.35	 Mikor az a nap beesteledett, így szólt hozzájuk: „Menjünk át a túlsó partra!”
MRK.4.36	 Erre otthagyták a tömeget, 
MRK.4.37	 Egyszerre nagy szélvihar támadt s a hullámok becsaptak a hajóba, úgyhogy a hajó már-már megtelt.
MRK.4.38	 Ő maga a hátsó fedélzeten, a fejaljon elszunnyadt. De felébresztették, és ezt mondták neki: „Tanító, nem törődsz vele, hogy elveszünk?”
MRK.4.39	 Erre felkelt, megdorgálta a szelet, a tónak meg ezt mondta: „Hallgass! Fogd be a szád!” Erre ellankadt a szél és nagy csendesség lett.
MRK.4.40	 Nekik pedig ezt mondta: „Miért vagytok ennyire gyávák? Hogy van, hogy nincs hitetek?”
MRK.4.41	 Ám azok nagyon féltek és ezt kérdezgették egymás között: „Kicsoda hát ő, hogy a szél és tó engednek neki?”
MRK.5.1	 Átértek a tó túlsó partjára a gerazénusok vidékére.
MRK.5.2	 Miután a hajóból kiszállt, a sírokból azonnal szembe jött vele egy ember, aki tisztátalan szellemben volt.
MRK.5.3	 Ennek lakása a sírokban volt és soha senki sem volt képes lánccal megkötözni,
MRK.5.4	 mert bár sokszor kötözték meg már béklyókkal és láncokkal, ő a láncokat lehúzta magáról, a béklyókat összetörte és senkinek sem volt annyi ereje, hogy megfékezhette volna.
MRK.5.5	 Egész éjen és egész napon át a sírokban tartózkodott, a hegyek közt kiáltozott és kövekkel vagdalta magát.
MRK.5.6	 De mikor Jézust messziről meglátta, odafutott, földreborult előtte
MRK.5.7	 és nagy hangon kiáltott: „Mi dolgunk van egymással Jézus, a magasságos Istennek Fia? Az Istenre kényszerítlek, ne kínozz engem!”
MRK.5.8	 Mert Jézus azt mondta neki: „Te tisztátalan szellem, eredj ki az emberből!”
MRK.5.9	megkérdezte őt: „Mi a neved?” „Légió a nevem – felelte neki –, mert sokan vagyunk!”
MRK.5.10	 Aztán nagyon rimánkodott neki, hogy ne küldje őt el arról a vidékről.
MRK.5.11	 Ott legelészett a hegy lábánál egy nagy disznócsürhe.
MRK.5.12	 Rimánkodtak neki: „Küldj minket a disznókba, hadd mehessünk beléjük!”
MRK.5.13	 Megengedte nekik. A tisztátalan szellemek, ahogy az emberből kimentek, bementek a disznókba, azzal mintegy kétezer darabból álló csürhe a meredélyen alárohant a tóba s a tóba belefulladt.
MRK.5.14	 Pásztoraik erre elfutottak s hírt vittek a városba és a tanyákra. Majd jöttek 
MRK.5.15	 Odaértek Jézushoz és látták, hogy az ördöngős, akiben a légió volt, felöltözötten ott ül, és észnél van.
MRK.5.16	 Azok aztán akik látták, elbeszélték nekik, mi történt az ördöngőssel és a disznókkal.
MRK.5.17	 Ekkor esengeni kezdtek, hogy távozzék el a határaikból.
MRK.5.18	 Mikor 
MRK.5.19	 De nem engedte meg neki, hanem így szólt hozzá: „Eredj haza a tieidhez és hirdesd nekik mindazt, amit az Úr veled tett, s hogy hogyan könyörült rajtad.”
MRK.5.20	 Az el is ment és hirdetni kezdte a Tízvárosban mindazt, amit Jézus vele tett, úgyhogy mindenki csodálkozott.
MRK.5.21	 Miután Jézus a hajóval újra átkelt a túlsó partra, nagy tömeg gyűlt hozzá. Még a tóparton volt,
MRK.5.22	 mikor eljött az egyik zsinagógafő, Jairus nevű. Ahogy meglátta őt, a lábához esett
MRK.5.23	 és igen kérlelte őt: „Mivel a lányom a végét járja, jöjj el, vesd rá kezedet, hogy megmeneküljön és éljen.”
MRK.5.24	 El is ment vele. De nagy tömeg követte és szorongatták.
MRK.5.25	 Ekkor hozzáment egy asszony, akinek tizenkét éve vérfolyása volt,
MRK.5.26	 aki sok orvostól igen sokat szenvedett s mindenét, amije volt, rájuk 
MRK.5.27	 Ez az asszony, miután a Jézus dolgairól hallott, 
MRK.5.28	 Azt gondolta ugyanis: „Ha csak érinthetem a köpenyét, megmenekülök.”
MRK.5.29	 Vérének forrása azonnal ki is száradt s észrevette testén, hogy az őt verő 
MRK.5.30	 Jézus is azonnal felismerte magán, hogy hatalmas 
MRK.5.31	 „Látod, hogy a tömeg szorongat – szóltak tanítványai – s mégis azt kérded, ki fogott meg?”
MRK.5.32	 De ő körültekintett, hogy lássa azt, aki így tett vele.
MRK.5.33	 Az asszony, aki tudta, hogy mi történik vele, ijedten és remegve odament, 
MRK.5.34	 mire 
MRK.5.35	 Még beszélt, mikor 
MRK.5.36	 De Jézus, aki meghallotta a szót, melyet mondtak, így szólt a zsinagógafőhöz: „Ne félj, csak higgy!”
MRK.5.37	 Aztán nem engedte meg senkinek, hogy bemenjen vele, csak Péternek, Jakabnak és Jánosnak a Jakab testvérének.
MRK.5.38	 Mikor bementek a zsinagógafő házába, zajongó tömeget pillantott meg, mely sírt, jajveszékelt és igen kiáltozott.
MRK.5.39	 Ahogy belépett, megszólította, őket: „Miért zajongtok és sírtok? A gyermek nem halt meg, hanem szunnyad.”
MRK.5.40	 Erre kinevették. Ő azonban, miután mindannyijukat kiűzte, csak a gyermek atyját, anyját és a vele tartókat vitte magával s bement oda, ahol a gyermek feküdt.
MRK.5.41	 Ott megragadta a gyermek kezét és rászólt: „Talitha kum! Aminek fordítása: Leánykám azt mondom neked: Kelj fel.”
MRK.5.42	 A leányka rögtön felkelt és járt, mert tizenkét esztendős volt. A nagy döbbenettől azonnal magukon kívül jutottak.
MRK.5.43	 Ő meg szigorúan megparancsolta nekik, hogy senki ne tudjon a 
MRK.6.1	 Azután eltávozott onnan és a hazájába ment. Tanítványai követték.
MRK.6.2	 Szombat lett és elkezdett tanítani zsinagógájukban. Hallgatói közül sokan megdöbbenve szóltak: „Honnan kapta ez ezeket az adományokat? Micsoda tudomány az, melyet kapott, 
MRK.6.3	 Nem az ácsmester ő, Máriának a fia? Jakabnak, Józsénak, Júdásnak, Simonnak a testvére? Nincsenek-e nálunk 
MRK.6.4	 Jézus pedig ezt mondta nekik: „Csak hazájában, a rokonai közt, saját családjában nincs becsülete a prófétának!”
MRK.6.5	 Nem is mutathatta meg ott egy csodában sem hatalmát, csak kevés gyengélkedőre vetette rá kezét, hogy gyógyítsa őket.
MRK.6.6	 Hitetlenségükön azonban elcsodálkozott. Aztán a tanyákat járta be és tanított.
MRK.6.7	 Majd magához szólította a tizenkettőt és elkezdte azokat kettesével szétküldeni. Felhatalmazást adott nekik a tisztátalan szellemeken
MRK.6.8	 s megparancsolta nekik, hogy semmit se vigyenek az útra, csak egy botot.” Ne 
MRK.6.9	 Hanem húzzatok sarut. Ne öltsetek két köntöst!”
MRK.6.10	 Majd ezt mondta nekik: „Ha valahol egy házba bementek, ott maradjatok, amíg ki nem mentek onnan!
MRK.6.11	 S ha valamely hely nem fogad be titeket, és nem hallgatnak rátok, mikor onnan kimentek, még a port is rázzátok le, mely lábatokhoz tapadt, ellenük szóló tanúságtételül.”
MRK.6.12	 Azok el is mentek. Kihirdették, hogy más felismerésre kell térni.
MRK.6.13	 Sok ördögi szellemet űztek ki, sok gyengélkedőt megkentek olajjal s azok meggyógyultak.
MRK.6.14	 Mindezt meghallotta Heródes király is. Hiszen Jézus neve már ismertté vált. Azt beszélték, hogy Bemerítő János támadt fel a halottak közül, azért hatnak általa azok a hatalmas 
MRK.6.15	 Mások azt mondták 
MRK.6.16	 Heródes, miután hallott róla, ezt mondotta: „Az támadt fel, akit én lefejeztettem, János.”
MRK.6.17	 Mert ez a Heródes volt az, aki Jánost elhozatta, letartóztatta, majd megkötözve börtönben tartotta Heródiásért, testvérének Fülöpnek feleségéért, mert feleségévé tette.
MRK.6.18	 János tudniillik azt mondta Heródesnek: „Nem szabad neked a testvéred feleségét magadnál tartani.”
MRK.6.19	 Heródiás neheztelt Jánosra s meg akarta öletni őt, de nem tehette.
MRK.6.20	 Mert Heródes félt Jánostól, minthogy tudta, hogy igazságos és szent ember, azért arra igyekezett, hogy megőrizze őt. Sok mindenben hallgatott rá. Ezért tanácstalanul állt vele szemben annál inkább, mert szívesen hallgatta őt.
MRK.6.21	 Jött azonban egy alkalmas nap, melyen Heródes születésnapi ebédet adott nagyjainak, az ezredeseknek és Galilea előkelőinek.
MRK.6.22	 Bement 
MRK.6.23	 Meg is esküdött neki: „Amit kérsz, megadom neked, még ha a fele királyságomat is.”
MRK.6.24	 A 
MRK.6.25	 A leány tüstént nagy sietséggel ment be a királyhoz és ezt kérte: „Azt akarom, hogy azonnal add ide nekem egy tálban Bemerítő Jánosnak a fejét!”
MRK.6.26	 A királyt bánat fogta el, de esküje miatt és a vendégek miatt nem akarta őt elutasítani.
MRK.6.27	 Így a király rögtön elküldte a hóhért s elrendelte, hogy hozza el annak fejét.
MRK.6.28	 A 
MRK.6.29	 Ahogy 
MRK.6.30	 Azután Jézusnál gyülekeztek az apostolok, és hírt adtak neki mindenről, amit tettek és tanítottak.
MRK.6.32	 Elmentek hát külön egy hajóval egy puszta helyre.
MRK.6.33	 De meglátták őket az arra járók, sokan felismerték 
MRK.6.34	 Mikor Jézus kilépett, nagy tömeget látott. Szánalomra gerjedt irántuk, mert olyanok voltak, mint a pásztortalan juhok. Aztán hozzáfogott, hogy sok mindenre tanítsa őket.
MRK.6.35	 Már későre járt az idő, mikor a tanítványai hozzáléptek és így szóltak: „Puszta a hely és már késő az óra!
MRK.6.36	 Bocsásd el őket, hadd menjenek el a környező földekre és falvakba, hadd vásároljanak valamit maguknak, hogy ehessenek.”
MRK.6.37	 Ő azonban ezt felelte nekik: „Adjatok nekik ti enni!” „Elmenjünk és vásároljunk kétszáz dénár árú kenyeret, hogy enni adhassunk nekik?” – kérdezték azok.
