MAT.1.1	Ǝntanay da esmawan n aljadan ǝn Ɣaysa Ǝlmǝsix, ahaya n ǝnnǝbi Dawǝd, d ǝnnǝbi Ibrahim:
MAT.14.35	As ǝssanan kǝl akal en as Ɣaysa awen, ǝmalan y aytedan ǝn kallan win ɣǝlǝyɣǝlayan n edag wen, a sǝr-ǝs du-tamawayan miranan kul. 
MAT.14.36	Ad itawansay ad ayyu aytedan ǝdǝsan kuddeɣ tǝbǝnik ǝn tǝkadkat-net, amaran i tat-idasan ad izzǝy.
MAT.15.1	Dǝffǝr awen ǝfalan-du Farisaytan ǝd musanan n Ǝttawret Yerusalam, ǝkkan Ɣaysa, ǝnnan-as: 
MAT.15.2	«Mafǝl wǝr ǝlkeman nǝttulab-nak y alɣadaten šin dana-d-oyyan marawan-nana, wǝr ǝširidan ifassan-nasan dat tattay?» 
MAT.15.3	Inn-asan Ɣaysa: «Kawanay za, mafǝl tǝtamazrayam alwajiban ǝn Mǝššina, fǝl lǝkkum y alɣadaten-nawan? 
MAT.15.4	Wǝrge Mǝššina a inna: "Sǝɣmǝr abba-nak d anna-nak"? Inna deɣ: "Awedan wa išaffaraššen abba-net, madeɣ anna-net, wǝdi a daɣ-as tǝwǝkkǝsan man"? 
MAT.15.5	Mišan kawanay tǝgannim y aytedan, as inna awedan y abba-net madeɣ anna-net: "Arat wa kay-z-akfaɣ imos tadhǝlt-nak, ǝssinsaq-qu y ad t-aga takutay," 
MAT.15.6	ǝddi ab-as ihhǝššal y awedan wǝdi saɣmar n abba-net wala anna-net. Ǝmmǝk di da as təgam alɣadat-nawan daɣ adag n Awal ən Məššina. 
MAT.15.7	Ǝlmunafiqan! Tidǝt a imos awal wa iga Mǝššina daɣ batu-nawan ǝs tarrayt n ǝnnǝbi Isayas as inna: 
MAT.15.8	"Tamattay ta, ilǝs ɣas as di-tǝssǝɣmar, mišan iwallan-nasan ǝggugan-i wǝllen. 
MAT.15.9	Ǝlɣibada wa di-taggin, ibbinnan, fǝlas wǝr sǝsǝɣrin ar alwajiban a d-ǝnzaman aytedan daɣ ɣafawan-nasan."»
MAT.15.10	Iɣra Ɣaysa tamattay inn-as: «Sǝsǝmat-i, tagrim awa dawan-z-anna da: 
MAT.15.11	Wǝrgeɣ awa itaggazan s ǝmi n aggadǝm a t-isamadasan, kalar awa d-igammadan imi-net.»
MAT.15.12	Dǝffǝr awen ǝhozan-t-in nǝttulab-net, ǝnnan-as: «Ak tǝgreɣ-in as batuten-nak, ǝššakan-tanat Farisaytan wǝllen.» 
MAT.15.13	Inn-asan Ɣaysa: «Annabat kul wa wǝr inbel Abba-nin ihân ijǝnnawan, wǝdi a d-itǝwǝlbǝy. 
MAT.15.14	Ayyat-tan ɣas! Awen imǝddǝrɣal ǝlwaynen wiyyad. Ǝmǝdderɣǝl ilwâyan iyyan amaran, agadal a taggin ketnasan daɣ anu.» 
MAT.15.15	Iššewal Butros inn-as: «Sassagr-anaɣ ǝlmital wǝdi.» 
MAT.15.16	Inna Ɣaysa: «Awak kawanay da harwa da wǝr tǝlem ǝgǝrri? 
MAT.15.17	Awak wǝr tǝgrem as arat kul wa iggazan s ǝmi n aggadǝm, akkay a zʼagu ǝs tǝdist, dǝffǝr adi inɣǝl-in daɣ ǝsuf? 
MAT.15.18	Mišan wa d-igammadan imi, wǝdi ǝwǝl a d-ifal, amaran ǝnta a isamadasan aggadǝm. 
MAT.15.19	Ǝssǝnat as ǝwǝl ǝnta a du-gammadnat arak ǝnnǝyaten, d igi ǝn man, d igi n ǝzzǝna, d igi ǝn tǝdoden madeɣ igi ǝn meddan, ǝd šikra, ǝd tǝgǝyya ǝn bahu, ǝd šizmit. 
MAT.15.20	Aratan win di ǝntanay a samadasnen aggadǝm. Mišan tettay ǝs fassan wǝr nǝrrud, wǝr tǝsammadas aggadǝm.»
MAT.15.21	As ifal Ɣaysa edag wen, ikka amaḍal ǝn Tir ǝd Sidon. 
MAT.15.22	Tǝhin-in tǝntut n iyyat daɣ Kananitatan tǝzdaɣat akal en da, tǝkkâ-du Ɣaysa tǝsikaray tǝgann-as: «Ya Ǝmǝli, Ag ǝmǝnokal Dawǝd, hǝnǝttǝt-i! Tǝbarart-in a izdaɣ aggǝsuf a tat-izaɣazzaban wǝllen.» 
MAT.15.23	Mišan wǝr inna Ɣaysa i tǝntut en wala. Idgaz awen inǝttulab ǝhozan-t-in onsayan-tu ǝnnan-as: «Suɣǝl tantut ta dana-tǝlkamat da tǝsikaray.» 
MAT.15.24	Inna Ɣaysa: «Nak wǝr du-tawazammazalaɣ ar ǝs Kǝl-Israyil, ǝmosnen zun ayfǝd ǝssiggalnen.» 
MAT.15.25	Dǝr iga awen da ya tǝkk-ay-du tǝntut en, tǝssǝjad-as tǝnn-as: «Ǝmǝli, ǝssǝn daɣ-i!» 
MAT.15.26	Inna Ɣaysa: «Wǝr oleɣ i idkalan amensay ǝn bararan, igǝr-t-in i dan!» 
MAT.15.27	Tǝnn-as tǝntut en: «Tidǝt-nak Ǝmǝli, dǝr iga awen da ya iḍan ǝkǝmmi a taggin awa d-irattakan daɣ adag wa daɣ tattin mǝssawsan, tattin-tu.» 
MAT.15.28	Inn-as Ɣaysa: «Ya tantut! Ǝzǝgzan-nam i zǝwwǝran! Itǝwǝgget-am awa tareɣ!» Amazay en da a daɣ tǝzzay elles ǝn tǝntut en.
MAT.15.29	Dǝffǝr awen igmad Ɣaysa edag wen, ikka tǝgadamayt n agaraw wa n Galilaya, tǝzzar iwar adɣaɣ, iqqim. 
MAT.15.30	Tǝkk-ay-du tamattay tagget, a sǝr-ǝs du-tewayat imǝggudal, ǝd mǝddǝrɣal, ǝd nǝbdan, d aytedan as ǝmmidadan mawan-nasan, ǝd miranan wiyyad aggotnen. Aytedan win, tawasansin dat Ɣaysa, izuzǝy-tan. 
MAT.15.31	Isammaklal ǝs tamattay anay wa tǝga aytedan as ǝmmidadan mawan-nasan ǝššewalan, tǝnay inǝbdan ǝgrâwan šiɣurad-nasan, tǝnay imǝggudal jiwanken s ǝlluɣ, tǝnay imǝddǝrɣal hannayan. Ad taggin aytedan tǝmmalen y Ǝmǝli n Israyil.
MAT.15.32	Iɣra-du Ɣaysa inǝttulab-net inn-asan: «Tǝh-i tǝhanint ǝn tamattay a. Karad adan a ɣur-i ǝgan, amaran abʼas t-illa a ǝtšan. Wǝr areɣ a tan-ayya aglin wǝr ǝreman arat, fǝlas ǝddi mijas a tan-aggadlu gǝlǝk daɣ tarrayt.» 
MAT.15.33	Ǝnnan-as nǝttulab-net: «Mǝni du-za-nǝgrǝw za daɣ ǝsuf a šigǝlwen siyyawannen tamattay togdât d awa?» 
MAT.15.34	Inn-asan Ɣaysa: «Mǝnǝket tǝgǝlwen tǝlam?» Ǝnnan-as: «Ǝssayat tǝgǝlwen a nǝla d arat ǝn kifitan win madrornen.» 
MAT.15.35	Omar tamattay s ad tǝɣrǝd tǝɣimit. 
MAT.15.36	Idkal-du ǝssayat tǝgǝlwen en ǝd kifitan win den, iga igodan i Mǝššina, amaran ikaramkaram-tan ikf-en i nǝttulab, ǝzunan-tan i tamattay. 
MAT.15.37	Aytedan en ketnasan ǝyyǝwanan ǝglazan-du, har as ǝssa ǝzmaman win zawwarnen a du-tawatkarnen daɣ karammutan win d-ǝglazan. 
MAT.15.38	Aytedan win ǝtšanen den, ǝmosan ǝkkoz gim n alǝs as wǝr ǝhenat tǝdoden ǝd bararan. 
MAT.15.39	Dǝffǝr awen issǝllam Ɣaysa tamattay, iggaz aɣlal n aman, ikka akal ǝn Magadan.
MAT.16.1	Ǝkkan-du Farisaytan, ǝd Sadusaytan Ɣaysa ǝrân ad t-ajjarraban, gammayan daɣ-as a dasan-agu tǝlmǝɣjujat tǝmosat alɣalamat a du-tǝfâlat Mǝššina. 
MAT.16.2	Inn-asan: «As iga ǝlmǝz, tǝnayam ijǝnnawan zaggaɣan ad tannim: "Tufat za ad agu ǝzǝl ihossayan." 
MAT.16.3	As affaw amaran, tǝnayam ijǝnnawan zaggaɣan ǝhânat-tan šiyyay ad tannim: "Azalada ad agu ǝzǝl ibrâran." As tǝswadam daɣ jǝnnawan, ad tǝssǝnam awa dǝr zʼalu alhawa dǝffǝr awen, mišan awa itaggin daɣ azzaman win wǝr tǝssenam almaɣna-net! 
MAT.16.4	Aytedan n azzaman win, inǝllubas, wǝr nǝksud Mǝššina, amaran gammayan tǝlmǝɣjujat! Kala! Tǝlmǝɣjujat ta dasan-tǝtawaggat iyyadda ɣas, a tat-imosan ta n ǝnnǝbi Yunǝs.» Den da a tan-ifal Ɣaysa, igla.
MAT.16.5	Ǝkkan nǝttulab tagadamayt ta hadat n agaraw. As ewadan, ǝgran-in âs ǝttǝwan-in igi n allaw ǝn tǝgǝlla. 
MAT.16.6	Inn-asan Ɣaysa: «Ǝnkǝdat wǝllen i xamira ǝn Farisaytan, ǝd wa n Sadusaytan.» 
MAT.16.7	Tǝzzar ad gannin nǝttulab gar-essan: «Awa wǝr t-inna ar fǝlas wǝr neway tagǝlla.» 
MAT.16.8	Issan Ɣaysa daɣ awen inn-asan: «Mafǝl tǝššewalam gar-ewwan fǝlas wǝr tǝlem tagǝlla, kǝl ǝzǝgzan ǝndarran? 
MAT.16.9	Awak ǝgǝrri a wǝr tǝgem harwa da? Wǝr tǝkǝttǝwam sǝmmosat tǝgǝlwen šin ǝtšan sǝmmos gim n alǝs, d ǝket n ǝzmaman win du-tǝdnayam daɣ gǝlzan-nasan? 
MAT.16.10	Meɣ ak tǝttǝwam-in ǝssayat tǝgǝlwen šin ǝššǝtšanen ǝkkoz gim n alǝs! Mǝnǝket ǝzmaman win zawwarnen a du-tǝdnayam ǝzǝl wen? 
MAT.16.11	Nak a dawan-ǝnneɣ: "Ǝnkǝdat i xamira ǝn Farisaytan, ǝd wa n Sadusaytan". Manǝmmǝk as wǝr tǝgrem as wǝrgeɣ tagǝlla as dawan-ǝheɣ batu-net?» 
MAT.16.12	Den daɣ ad ǝgran as wǝrgeɣ xamira ǝn Farisaytan, ǝd wa n Sadusaytan a fǝl dasan-immǝgrad den, kalar ǝsǝssǝɣri-nasan as dasan-inna a das-ǝnkǝdan.
MAT.16.13	Ikkâ Ɣaysa amaḍal ǝn Qaysarǝya wa n ǝmuzar Filibus as issǝstan Ɣaysa i nǝttulab-net, inn-asan: «Ak daɣ iduf n aytedan, ma ǝmosa nak Ag Aggadǝm?»
MAT.16.14	Ǝnnan-as: «Wiyyad za gannin kay Yaxya wa isalmaɣan aytedan daɣ aman. Wiyyad gannin kay ǝnnǝbi Ilyas. Wiyyad amaran a gannin kay ǝnnǝbi Irmǝya a tǝmosa, madeɣ iyyan daɣ ǝnnǝbitan win hadatnen.» 
MAT.16.15	Inn-asan Ɣaysa: «Kawanay za, ma tǝnnam ma mosa?» 
MAT.16.16	Inn-as Simɣon Butros: «Ǝlmǝsix a tǝmosa, barar ǝn Mǝššina di n Amaɣlol.» 
MAT.16.17	Inna Ɣaysa i Simɣon Butros: «Tǝbbilala ya Simɣon, ag Yunǝs, fǝlas arat wǝdi wǝrgeɣ kay a daɣ-as issosanan iman-nak, kalar Abba-nin di ihan ijǝnnawan a dak-isannafalalan. 
MAT.16.18	Nak amaran ǝnneɣ-ak: Kay Butros tǝhunt a tǝmosa, amaran tǝhunt ta, ǝnta a fǝl zʼǝkrǝsaɣ Ǝlkǝnisat-in. Ǝlkǝnisat ta, tarna ǝn tǝmattant da wǝr tǝfreg a das-tǝɣšǝd wala. 
MAT.16.19	A kay-akfa tǝsassarut ǝn Taɣmar ta n jǝnnawan. Arat kul wa tǝssǝxrama daɣ ǝddǝnet dada, ijǝnnawan da a daɣ-san ixram, arat deɣ wa tǝssǝxlala daɣ ǝddǝnet dada, ijǝnnawan da a daɣ-san ixlal.» 
MAT.16.20	Tǝzzar iga i nǝttulab-net ammar a daɣ idgâz, s ad wǝr ǝmelan y awedan waliyyan as ǝnta a imosan Ǝlmǝsix.
MAT.16.21	A obazan ɣur ǝzǝl wen, ǝnta ad iggaz Ɣaysa šin ǝsǝssǝgri ǝn nǝttulab-net as iwâr-tu iki ǝn Yerusalam, y ad agu alɣazab aggen, a das-z-agin muzaran ǝn Kǝl-Ǝlyǝhud, ǝd muzaran ǝn limaman, ǝd musanan n Ǝttawret, tǝwǝggin man-net, inkǝr-du deɣ daɣ tǝmattant ǝzǝl wa n karad. 
MAT.16.22	Tǝzzar iwat-tu Butros s ahal, iššewal fall-as, inn-as: «Ǝmǝli, ihǝnǝttǝtet-ak Mǝššina daɣ arat wa tǝmalaɣ ǝddi! Kala wǝr kay-z-igrǝw adi!» 
MAT.16.23	Mišan imalallay-in Ɣaysa Butros, inn-as: «Ǝfǝl dǝffǝr-i Aššaytan! Tǝqqalaɣ-i tǝsǝnkǝft daɣ ǝššǝɣǝl wa di-d-ewayan s ǝddǝnet, fǝlas imedranan-nak, wǝrgeɣ Mǝššina a d-ǝfalan, kalar imedranan n aggadǝm ɣas a ǝmosan.»
MAT.16.24	Dǝffǝr awen inna Ɣaysa i nǝttulab-net: «Wa iran a di-ilkǝm, wǝdi igmǝdet tara ən man-net, agu imateran-net, idkǝl tǝgǝttawt-net, ilkəm-i. 
MAT.16.25	Ǝssǝnat as awedan wa wǝr nǝgǝmmǝy ar aggaz ǝn man-net, wədi ad t-ǝgmǝdan, mišan wa iqbalan ad t-ǝgmǝdan fǝl ǝddǝlil-in, wǝdi a tan-igrǝw. 
MAT.16.26	Ma zʼaknu y awedan ad igrəw əddənet ketnet, ənta amaran temsay a ikka? Awak mas ifrag awedan tehakkay-net y a sər-əs agəz iman-net daɣ təmsay? 
MAT.16.27	Ǝssǝnat as nak Ag Aggadǝm a d-asa ǝleɣ tanaya n Abba-nin, ǝddewa d angalosan-net, ǝddi amaran, awedan kul ad t-akfu maruzat n awa ewadan mazalan-net. 
MAT.16.28	Ǝggǝyyeɣ ǝsilakanaɣ-awan as wiyyad daɣ aytedan win ǝbdadnen da wǝr tan-z-iba iket wǝr ǝnayan assa-nin nak Ag Aggadǝm ǝmosaɣ ǝmǝnokal.»
MAT.17.1	As ǝgan sǝdis adan dǝffǝr awen, iddew Ɣaysa ǝd Butros, ǝd Yaqub, ǝd Yaxya imosan amadray ǝn Yaqub en da, ikka dǝr-san adɣaɣ zagren ɣas-nasan. 
MAT.17.2	Den da ad immǝttay azzahir-net dat-san, imalawlaw udǝm-net s ǝnnur olan ǝd wa n tǝfuk, ǝgan sǝlsa-net tǝmǝllay tǝsiraqqet wǝllen, tǝkna ǝsǝmǝɣmǝɣ. 
MAT.17.3	Ǝhinan-in oggân ǝnnǝbi Musa, d ǝnnǝbi Ilyas as du-nafalalan, mišawalan ǝd Ɣaysa. 
MAT.17.4	Iggad-du Butros inna i Ɣaysa: «Ǝmǝli, olaɣ as nǝlla da! Kud tareɣ adi, ad ǝkrǝsa karad hǝktan daɣ adag wa. Iyyan i-nak, iyyan in Musa, iyyan in Ilyas.» 
MAT.17.5	Harwada iššewal Butros as tan-tǝlsa tǝgarak tǝmilawlawat, təqqal-asan zun telay. Igmad ǝmǝsli tagarak ten, inna: «Awa Barar-in wa ǝkneɣ tara; ǝnta a d-issǝndan agna-nin. Sǝsǝmat-as!» 
MAT.17.6	As ǝslan nǝttulab i batu ten, ǝrmaɣan wǝllen, fataqqen ǝssǝjadan. 
MAT.17.7	Ihoz-tan-in Ɣaysa, idas-tan, inn-asan: «Ǝnkǝrat, tǝgmǝdet-kawan tasa!» 
MAT.17.8	Ǝdkalan-du nǝttulab isawadan-nasan wǝr hǝnnǝyan ar Ɣaysa.
MAT.17.9	Tazabben-du adɣaɣ en da, as tan-omar Ɣaysa, inn-asan: «Ad wǝr tǝmǝlam y awedan waliyyan awa tǝnayam da, iket wǝr d-ǝnkera nak Ag Aggadǝm daɣ tǝmattant.» 
MAT.17.10	Ǝssǝstanan nǝttulab Ɣaysa, ǝnnan-as: «Mafel za gannin musanan n Ǝttawret: "Kundaba osa-du Ilyas tǝzzar as du-z-asu Ǝlmǝsix?"» 
MAT.17.11	Ijjǝwwab-asan Ɣaysa inn-asan: «Awalla za ar a d-asu Ilyas, annazzam aratan kul. 
MAT.17.12	Amaran ǝssosanaq-qawan as Ilyas, osâ-du, mišan wǝr t-ǝqbelan aytedan, kalar ǝgan-as awas ǝran. Ǝmmǝk en daɣ as illikan as a di-zǝɣɣǝzzǝban nak Ag Aggadǝm.» 
MAT.17.13	Ǝgran nǝttulab as Yaxya wa isalmaɣan aytedan daɣ aman, as iha Ɣaysa batu-net den.
MAT.17.14	As d-izzabbat Ɣaysa ǝd nǝttulab-net win karad en adɣaɣ, ǝhozan-du tamattay, ikk-ay-du alǝs iyyan igaraffat dat-ǝs, 
MAT.17.15	inn-as: «Ǝmǝli, hǝnǝttǝt i barar-in, tazakarkarat a tu-tǝgrawat, amaran iɣɣizzab wǝllen fǝlas faw da itudu daɣ tǝmsay, madeɣ aman. 
MAT.17.16	Ewayaq-qu ǝs nǝttulab-nak y ad t-ǝzzuzǝyan, mišan indar-asan.» 
MAT.17.17	Inna Ɣaysa: «Xa! Iket iba n ǝzǝgzan, iket ǝššur daɣ aytedan n azzaman a! Awak har ǝmmay ǝddewa dǝr-wan, ǝzizaydara dǝr-wan? Awǝyat-i-du barar sa da!» 
MAT.17.18	Iharaššat Ɣaysa aggǝsuf wa ihan barar en, tǝzzar igmad-tu. Izzay barar daɣ amazay wen da. 
MAT.17.19	Ǝhozan-in nǝttulab Ɣaysa ǝnnan-as: «Mafel nakkanay indâr-anaɣ ikus n aggǝsuf wen?» 
MAT.17.20	Inn-asan: «Adi za aššaddat ǝn rǝkkǝm n ǝzǝgzan-nawan! Ǝggǝyyeɣ ǝsilakanaɣ-awan as ǝnnar tǝlâm daɣ ǝzǝgzan a ogdân ǝd wala imi ǝn tǝzuɣay n ǝšǝnnan, har tǝnnam y ǝdɣaɣ en: "Ǝgmǝd edag di takka wen", ad ammazal s adi. Ǝddi wǝr t-illa arat as dawan-z-indǝr igi-net. 
MAT.17.21	[Amaran ǝzzǝnǝf n aggǝsuf wen, wǝr igǝmmǝd awedan ar ǝs tǝwatriwen, d ǝzum.»]
MAT.17.22	Ǝzǝl iyyan ǝddewan nǝttulab ǝn Ɣaysa daɣ akal ǝn Galilaya as dasan-inna: «Nak Ag Aggadǝm ǝjwâra ad ǝggâzaɣ ifassan n aytedan, 
MAT.17.23	agin iman-nin, tǝzzar ǝnkǝra-du daɣ tǝmattant ǝzǝl wa n karad.» Tǝɣšad batu ten iman-nasan wǝllen.
MAT.17.24	Igla Ɣaysa ǝd nǝttulab-net har ewadan Kafarnahum. Ǝnkaran aytedan win zarzamnen amana y Ahan wa Zǝwwǝran n Ǝlɣibada, ǝhozan-in Butros, ǝssǝstanan-tu ǝnnan-as: «Awak ǝššex-nawan arazam a wǝr itǝggu amana y Ahan wa Zǝwwǝran n Ǝlɣibada?» 
MAT.17.25	Inn-asan Butros: «Awalla za ar irazzam-tu». Iggaz Butros ehan, azzar-as Ɣaysa awal issǝstan-tu inn-as: «Ma tǝnne kay Simɣon, ma irazzaman takǝsen d amana i mǝnokalan n ǝddǝnet? Awak maddanǝsan a dasan-tan-razzamnen, meɣ aytedan sa hadan?» 
MAT.17.26	Inn-as Simɣon: «Aytedan sa hadan a dasan-tan-razzamnen.» Inn-as Ɣaysa amaran: «Daɣ adi maddanǝs ǝn mǝnokalan wǝr tan-iwer arazam ǝn wala. 
MAT.17.27	Mišan ya fǝl ad wǝr nǝqqǝl tǝsǝnkǝft y ǝzǝgzan n aytedan win zarzamnen, aglu akku agaraw, tǝgǝra daɣ-as azabzab wa n abbaz ǝn kifitan. Kifi wa tobazaɣ ǝstizarat, aru imi-net, a daɣ-as in-tagǝza tefelt n ǝzrǝf wa mallan. Tefelt ten ǝkkǝs-tat-du, tagla takfaɣ-asan-tat, ad tǝqqal ǝrruzmatan n amana wa-nin, ǝd wa-nak.»
MAT.18.1	Amazay wen daɣ a daɣ din-ǝhozan nǝttulab Ɣaysa, ǝnnan-as: «Ma imos za wa ogaran daɣ Taɣmar ta n jǝnnawan?» 
MAT.18.2	Tǝzzar iɣra-du Ɣaysa arat ǝn barar, issǝbdad-tu gar-essan, 
MAT.18.3	inna: «Ǝggǝyyeɣ ǝsilakanaɣ-awan âs as wǝr tǝsammattayam alxal, tǝqqǝlam zun bararan, wǝdi wǝr ilkem a tǝggâzam Taɣmar ta n jǝnnawan. 
MAT.18.4	Awen daɣ a fǝlas awedan kul wa issǝrasan iman-net, zun arat ǝn barar wa, wǝdi illikan as ǝnta ogaran daɣ Taɣmar ta n jǝnnawan.»
MAT.18.5	«Amaran i iqbalan barar šilan wa fəl əddəlil-in, wǝdi nak iman-nin as di-iqbal. 
MAT.18.6	Mišan i iqqalan ǝssǝbab n abakkad y iyyan daɣ aytedan win sǝr-i ǝzzǝgzannen, ǝmosnen zun bararan madrornen, wǝdi of-as ad itǝwǝqqǝn ǝzǝzǝd zǝwwǝran ǝn tǝhunt daɣ iri-net, itǝwǝgǝr daɣ ammas n agaraw ǝmazal wa iga ǝddi. 
MAT.18.7	Iket alɣazab ill-ay y aytedan n ǝddǝnet! Ǝddǝlilan aggotnen a t-ǝllanen tan-sisuginen ibakkadan! Illikan as ad t-ǝmǝlan ǝddǝlilan win den har faw, mišan iket alɣazab ill-ay y awedan wa dasan-d-iqqalan ǝssǝbab! 
MAT.18.8	Kud ǝfus-nak madeɣ adar-nak a kay-sisuginen ibakkadan, wǝdi ǝfrǝs-tan-in, tǝgǝraq-qan-in sǝdi. Id of-ak tǝggaza aljannat tǝgeɣ ǝfus, madeɣ tǝgeɣ adar y ad tǝleɣ ǝššin fassan, d ǝššin daran, tǝtǝwǝgǝra dǝr-san daɣ Jahannama. 
MAT.18.9	Amaran kud šat-nak a təbukat a dak-təqqəl əssəbab n igi n abakkad, wǝdi kǝkkǝrǝt-tat-du, tǝgǝraq-qat-in sǝdi, id of-ak ad tǝgeɣ šat daɣ aljannat, y ad tǝleɣ sanatat šittawen tǝtǝwǝgǝra dǝr-ǝsnat daɣ tǝmsay an Jahannama.»
MAT.18.10	«Ǝnkǝdat! Ad wǝr talkim iyyan daɣ aytedan win madrornen di, fǝlas silakanaɣ-awan as angalosan-nasan ǝhân ijǝnnawan, faw ǝllan ɣur Abba-nin. 
MAT.18.11	[Nak Ag Aggadǝm oseɣ-du gammayaɣ aytedan win ǝxraknen y a tan-ǝɣlǝsa.»]
MAT.18.12	«Ma tǝnnam kawanay y awen? Awak amadan ilân temeday ǝn tilay, har daɣ-asnat tǝssǝggal iyyadda, wǝrgeɣ ad ayyu tazayat tǝmǝrwen ǝd tazayat šin hadatnen ǝdânnat, tǝzzar azǝl iswǝd i ta tǝssaggalat? 
MAT.18.13	Ǝggǝyyeɣ ǝsilakanaɣ-awan âs as d-igraw tilay ta n iyyadda en, ogar tǝdǝwit ta zʼagu fǝl ǝddǝlil-net, i ta zʼagu fǝl ǝddǝlil ǝn tazayat tǝmǝrwen ǝd tazayat šin wǝr nǝssǝgǝl. 
MAT.18.14	Ǝmmǝk en daɣ as abba-nawan ihân ijǝnnawan, wǝr ira ad ihlǝk waliyyan daɣ aytedan win madrornen di.»
MAT.18.15	Igla Ɣaysa iššewal inna: «As kay-idlam amadray-nak, takkaq-qu daɣ adag a daɣ tǝmosam ɣas-nawan, tǝsassagraq-qin lahan-net. Kud za issǝsam-ak itub, wǝdi zun as amadray-nak a du-tǝgrawaɣ a kay-igmâdan. 
MAT.18.16	Mišan as ugay s a dak-issǝsam, tiddawa d awedan iyyanda, madeɣ ǝššin, tǝqqǝlaq-qu. Ǝmmǝk en daɣ as "batu kul ad taknu ǝqqimnat-as sanatat tǝgǝyyawen madeɣ karadat." 
MAT.18.17	Amaran as ugay s ad ilkǝm y awal wa das-ǝgan aytedan win di, tǝmǝlaɣ almasalat tǝdi y Ǝlkǝnisat. As ugay s ad ilkǝm y awa das-tǝnna Ǝlkǝnisat, wǝdi ag-as iduf wa tǝgeɣ y aytedan win wǝr nǝssen Mǝššina, madeɣ tagaɣ-as iduf wa tǝgeɣ y aytedan win zarzamnen takǝsen. 
MAT.18.18	Ǝggǝyyeɣ ǝsilakanaɣ-awan as arat kul wa tǝssǝxramam daɣ ǝddǝnet ta, wǝdi ijǝnnawan da a daɣ-san ixram. Amaran wa tǝssǝxlalam daɣ ǝddǝnet ta, wǝdi ijǝnnawan da a daɣ-san ixlal. 
MAT.18.19	Ǝsilakanaɣ-awan deɣ âs as namardan ǝššin daɣ-wan daɣ ǝddǝnet da da ǝttaran s esǝm n Abba-nin ihân ijǝnnawan, wǝdi arat kul wa daɣ-as ǝgmayan, a dasan-t-akfu. 
MAT.18.20	Fǝlas edag wa daɣ ǝmmǝnayan ǝššin, madeɣ karad daɣ-wan s esǝm-in, wǝdi ǝssǝnat as ǝlle gar-essan ǝddi da.»
MAT.18.21	Tǝzzar ihoz-in Butros Ɣaysa issǝstan-tu inn-as: «Ǝmǝli, har mǝnǝket tăklaten as di-iwar ad ǝssurǝfa y amadray-nin a di-idlâman? Awak har ǝssayat tăklaten?» 
MAT.18.22	Inn-as Ɣaysa: «Wǝr dak-ǝnne har ǝssayat tăklaten, kalar a dak-ǝnne surǝf-as ǝssayat tǝmǝrwen ǝn tăklat har ǝssa.
MAT.18.23	Ǝmmǝk en daɣ as Taɣmar ta n jǝnnawan, tǝha ǝlmital n ǝmǝnokal ad iɣrân eklan-net, irâ ad issǝɣrǝd ǝrrǝzǝɣan-net. 
MAT.18.24	As issǝnta, itawaɣra-du iyyan daɣ eklan en, a ɣur ila igiman ǝn giman ǝn tafelt. 
MAT.18.25	Mišan akli wen wǝr ifreg ǝrruzmatan n ǝzrǝf en. Awen daɣ a fǝl omar mǝššis s a din-itǝwǝzǝnzu ǝnta ǝd taɣurǝs ǝd maddanǝs d awa ila kul, ǝqqǝlan ǝrruzmatan n ǝrrǝzǝɣan win ɣur-ǝs ila. 
MAT.18.26	Tǝzzar ifataqqad ǝkli en issǝjad dat mǝššis, inn-as: "Ag-i tǝzaydart, mǝšši, a dak-ǝrzǝmaɣ awa ɣur-i tǝleɣ kul." 
MAT.18.27	Arat wen eway-du ǝs mǝššis as tu-tǝggaz tǝhanint-net. Tǝzzar issoraf-as awa ɣur-ǝs ila, oyy-ay. 
MAT.18.28	Azzama a din-igmâd ǝkli wen, ifâl-in mǝššis, immǝnay d iyyan daɣ midawan-net daɣ ǝššǝɣǝl wǝr irwes ar temeday ǝn tafelt n ǝzrǝf. Tǝzzar obaz-as tarzam, inn-as: "Ǝrzǝm-i azrǝf wa daɣ-ak ǝleɣ!" 
MAT.18.29	Tǝzzar ifataqqad ǝmidi-net wen, onsay-tu inn-as: "Ag-i tǝzaydart, a dak-ǝrzǝma." 
MAT.18.30	Mišan ugay ǝkli wen, isassaga fadda ǝmidi-net en daɣ kasaw y ad t-izzǝrzǝm ǝmarwas wa t-iga. 
MAT.18.31	As ǝnayan midawan-net daɣ ǝššǝɣǝl awa igan den, ǝɣšadan man-nasan wǝllen, ǝglan ǝgan isalan win kul i mǝššis. 
MAT.18.32	Tǝzzar isassaɣr-ay-du mǝššis inn-as: "Illikan as kay amaksan! Nak ǝssorafaɣ-ak awa ɣur-ǝk ǝle kul fǝlas di-tonsayaɣ awen. 
MAT.18.33	Kay da, iwâr-kay a kay-tǝggǝz tǝhanint n ǝmidi-nak, tagaɣ-as ǝhǝnǝtta zun wa dak-ǝgeɣ nak." 
MAT.18.34	Tǝzzar iggaz alham mǝššis, isassaga akli en daɣ kasaw. Itawattaf har iɣrad arazam n awa ɣur-ǝs ila ketnet.» 
