MAT.1.1	Taariika iwdi Iisaa *Almasiihu mo Daawuuda mo Ibraahiima.
LUK.16.30	«O wi'i: ‹Oo'o, yo baaba an Ibraahiima, kono si goɗɗo e mayɓe ɓen yahii e maɓɓe, ɓe tuubay.›
LUK.16.31	«Kono Ibraahiima wi'i mo: ‹Si ɓe heɗaaki Muusaa e annabaaɓe heddiiɓe ɓen, haray ɓe jaɓataa wurteede hay si ɓe immintinanaama goɗɗo e mayɓe ɓen!› »
LUK.17.1	Iisaa wi'i taalibaaɓe mun ɓen: «Alaa no peggal ronkirta arirde, kono bone wonanii on wonɗo sabu ɗun. 
LUK.17.2	Haray ko ɓuri mo moƴƴande ko kolmbireede tuntere hayre, o bugee ka baharu edii o wonude sabu gokkun e koy paykoy feggaade. 
LUK.17.3	Reenee hoore mon!
LUK.17.3	«Si musiɗɗo mon ooɲike, waajee mo. Si o tuubii, yaafee mo. 
LUK.17.4	Awa kadi si o bonnii on laabi jeeɗiɗi e nder ɲallal, o yiltitoyike e mon laabi jeeɗiɗi hara himo wi'a: ‹mi tuubii›, on yaafoto mo.»
LUK.17.5	Sahaabaaɓe* ɓen wi'i Koohoojo on: «Ɓeydanee men gomɗinal.»
LUK.17.6	Onsay Koohoojo on wi'i ɓe: «Hay si tawii gomɗinal mon ngal no fota e abbere bene, harayno on waaway yamirde kii ndologahi, wi'on: ‹Ɓoro, iroyoɗaa ka tumbo baharu!›, onsay ki ɗoftoto on.
LUK.17.7	«Hara ko hombo e mon, si no mari kurkaaduujo remoowo maa ngaynaako, wi'ata on no o iwtiri golle: ‹Aru ɲaamaa›? 
LUK.17.8	Kono ka liddu ɗun, o wi'ay mo: ‹Moƴƴinanan ko mi ɲaama, ɓornoɗaa si ɓannanaa mi. Si mi gaynii ɲaamude yara, onsay an kadi a ɲaamay yaraa›. 
LUK.17.9	Hara o mantay on kurkaaduujo fii o waɗii ko o yamiraa kon? 
LUK.17.10	Onon kadi wano non, si on waɗii ko yamiraɗon kon fow, wi'ee: ‹Menen ko men kurkaaduuɓe meereeɓe, ko ko men haani waɗude tun men waɗi.› »
LUK.17.11	E nder yaadu makko ndun Yerusalaam, kanko Iisaa o rewri hakkunde diiwal *Samariiya ngal e diiwal Jaliilu ngal. 
LUK.17.12	Wa fewndo ko o naataynoo e hoɗo, yimɓe sappo ɓe ɗamajan nangi sutii fottugol e makko, ɓe dartii ka woɗɗi, 
LUK.17.13	ɓe ewnii, ɓe wi'i: «Iisaa, ko onon yo Karamoko'en! Yurminee men!»
LUK.17.14	Ɓay o yi'ii ɓe, o wi'i ɓe: «Yahee hollitoyoɗon *yottinooɓe sadaka ɓen.»
LUK.17.14	E nder yaadu maɓɓe ndun ɓe tawi ɓe sellinaama, ɓe laaɓii. 
LUK.17.15	Ɓay goɗɗo e maɓɓe tawii sellinaama, o yiltitii e hoore himo ewnoo manta Alla. 
LUK.17.16	Hawri on neɗɗo ko Samariyankeejo. O ari, o yani e ley koyɗe Iisaa, o weltanii mo.
LUK.17.17	Onsay Iisaa ƴetti haala kan, wi'i: «Hinaa ɓe sappoo non ɓe sellinaama, ɓe laaɓii? Awa ko honto njeenayooɓe luttuɓe ɓen woni? 
LUK.17.18	Hinaa hay gooto e maɓɓe yiltitaaki fii mantugol Alla si wonaa oo janano ɗoo tun?» 
LUK.17.19	Onsay o wi'i on: «Immo yahaa, gomɗinal maa ngal hisinii ma.»
LUK.17.20	Ɲande goo *Fariisiyaaɓe ɓen landii mo kanko Iisaa ko honde tuma *laamu Alla ngun arata. Iisaa jaabii ɓe, wi'i: «Laamu Alla ngun ardataa no yi'orta. 
LUK.17.21	Wi'etaake ‹hingu ɗoo!› maa ɗun ‹hingu ɗaa!›, ko fii mi andinii on, laamu Alla ngun no e mon.»
LUK.17.22	Onsay o wi'i taalibaaɓe makko ɓen: «Saa'i aroyay nde faaleteɗon yi'ude wootere e ɲalaaɗe *Ɓii-Aaden on, kono on yi'oytaa nde. 
LUK.17.23	On wi'oyte ‹himo ɗoo!› maa ‹himo ɗaa!› Wota on hammir ton, wota on dogir ton. 
LUK.17.24	Awa ko wano maƴannde maƴirta non, jalba gila nano haa e ɲaamo ka weeyo, ko wano non ardu Ɓii-Aaden on woniroyta ka ɲalaande mun. 
LUK.17.25	Kono ɗoo e ɗun, bee o tampa fota, nguu jamaanu ɗoo hawka mo.
LUK.17.26	«Ko waɗunoo kon fewndo jamaanu Nuuhu, waɗoyay kadi ka ɲalaaɗe ado artugol Ɓii-Aaden on. 
LUK.17.27	Ko fii fewndo Nuuhu, hari yimɓe ɓen no ɲaamaynoo yara, no jomba jombanee, haa ɲande Nuuhu naatunoo ka laana. Onsay waamere nden ari, muli luttuɓe ɓen fow.
LUK.17.28	«Ko wano non kadi e fewndo jamaanu Luutu, yimɓe ɓen no ɲaamaynoo yara, sooda soodita, tuta darna. 
LUK.17.29	Kono nde Luutu yaltunoo *Saduuma, mbollan yiite iwruno ka kammu yani e maɓɓe, muli ɓe fow.
LUK.17.30	«Ko wano non kadi woniroyta ɲande Ɓii-Aaden on feeɲiti. 
LUK.17.31	Nden ɲande, on wonɗo ka fowtorde hoore suudu mun wota tippano piiji mun wonɗi ɗin ka nder suudu. Wano non kadi on wonɗo ka ngesa wota yiltito ka mun. 
LUK.17.32	Anditee fii sonnaajo Luutu on. 
LUK.17.33	Kala ɗaɓɓuɗo no dandira ngurndan mun, ɗan hayriray mo, kono kala non mo ngurndan mun hayrinaa, o dandoyay ɗan.
LUK.17.34	«Mi andinii on kadi, e nden jemmaare ɗon, yimɓe ɗiɗo waaloduɓe e danki wooti, goɗɗo e maɓɓe ƴettete, oya on lutta. 
LUK.17.35	Wano non kadi, rewɓe ɗiɗo wonɓe unidude, goɗɗo e maɓɓe ƴettete, oya on lutta. 
LUK.17.36	Awa kadi yimɓe ɗiɗo wonduɓe e ngesa woota, gooto e maɓɓe ƴettete, oya on lutta.»
LUK.17.37	Taalibaaɓe ɓen wi'i mo: «Koohoojo amen, hara ko honto ɗun waɗoyta?»
LUK.17.37	O jaabii ɓe, o wi'i: «Ko ka ko maayi kon woni woo, jigaaje ɗen mooɓotoo.»
LUK.18.1	Iisaa waɗani taalibaaɓe mun ɓen ngal misal fii ɓanginangol ɓe nafa duumagol e toraare Alla, hara ɓe haaɓaali. 
LUK.18.2	O wi'i ɓe: «No woodunoo e saare aaden ɲaawoowo mo hulataa Alla, awa kadi o hersataa hay gooto. 
LUK.18.3	Tawi kadi no e nden saare keynguujo araynooɗo soono woo ka on ɲaawoowo, wi'a mo: ‹Ɲaawu hakkunde an e oo gaɲo an.› 
LUK.18.4	Gila neeɓii hari on ɲaawoowo anniyaaki. Kono ɓawto ɗun o wi'itii: ‹Fii kala mi hulataa Alla, awa kadi mi hersataa hay gooto, 
LUK.18.5	ɓay oo keynguujo sonjirii lan nii, yo mi ɲaawan mo fii wota o sonjan ɲande woo!› »
LUK.18.6	Koohoojo on wi'i: «On nanii ko on ɲaawoowo ɓoyliiɗo wi'i kon? 
LUK.18.7	E taw si hara Allaahu on ɲaawantaa ɓen ɓe o suɓii, ɗun ko ɓen torotooɓe mo jemma e ɲalorma? Hara o nennanay ɓe ɗun? 
LUK.18.8	Mi andinii on, o ɲaawanay ɓe ko yaawi. Kono taw nde *Ɓii-Aaden on aroyi si o tawoyay gomɗinɓe e hoore ndii leydi?»
LUK.18.9	O waɗi kadi ngal misal ɗoo e hoore ɓen yimɓe fellituɓe ko feewuɓe, hara hiɓe aybina ɓeya, 
LUK.18.10	o wi'i ɓe: «Yimɓe ɗiɗo yahuno ka *juulirde mawnde fii juulugol, tawi goɗɗo on ko *Fariisiyaajo, oya on ko ƴantoowo sagalle. 
LUK.18.11	Fariisiyaajo on immii darii, tawi himo tororanaynoo nii hoore makko, wi'a: ‹Eyoo-maa Alla, mi weltanike ma ko tawi kon mi wa'aa wa heddiiɓe ɓen, ɗun ko ɓee jattooɓe maa ɓee ɓoyliiɓe maa ɓee jeenooɓe maa wano oo ƴantoowo sagalle ɗoo. 
LUK.18.12	Min-le mi hooray laabi ɗiɗi e nder yontere nden, awa kadi mi ittay sappaɓun e hoore kala ko mi heɓi.›
LUK.18.13	«Tawi on ƴantoowo sagalle hay suusataano ɓantirde gite mun ɗen ka kammu, kono himo darii ka woɗɗitii, himo tappitoo e ɓernde, wi'a: ‹Yaa an Alla, yurminan min oo junuubankeejo!›
LUK.18.14	«Mi andinii on, ko on ƴantoowo sagalle ɗon-le yiltitinoo ka galle mun e hoore ko o jogoraaɗo wa feewuɗo edii Fariisiyaajo on. Ko fii kala mawnintiniiɗo jippinoyte, awa kadi kala jippinɗo hoore mun mawninoyte.»
LUK.18.15	Woɓɓe addanayno mo hay boobooɓe ɓen fii yo o meemu ɓe. Nde taalibaaɓe ɓen yi'unoo ɗun, ɓe toŋani ɓe. 
LUK.18.16	Kono Iisaa nodditi paykoy koy e hoore himo wi'a: «Accee paykoy koy ara e an, wota on haɗu koy, ko fii *laamu Alla ngun ko sifa makkoy wonani. 
LUK.18.17	Ka haqiiqa mi andinii on, kala mo jaɓiraali laamu Alla ngun wa paykun, haray o naatataa ton few.»
LUK.18.18	Hooreejo goo landii Iisaa, wi'i: «Karamokoojo moƴƴo, hara ko honɗun mi haani waɗude fii yo mi heɓoy *ngurndan poomayankejan ɗan?»
LUK.18.19	Onsay Iisaa jaabii mo, wi'i: «Ko fii honɗun wi'irtaa mi moƴƴo? Hay gooto moƴƴaa si hinaa Alla Bajjo on. 
LUK.18.20	Hiɗa andi yamirooje ɗen, ɗun ko wota a jeenu, wota a ittu hoore, wota a wujju, wota a seedito fenaande, teddinaa kadi yumma maa e ben maa.»
LUK.18.21	On hooreejo jaabii, wi'i: «Miɗo waɗude ɗun fow gila e cukankaaku an.»
LUK.18.22	Ɓay Iisaa nanii ko on wi'i kon, o wi'i mo: «No ŋakkan-maa fahin huunde wootere: yeeyitu kala ko jeyɗaa, senditanaa miskinɓe ɓen, ɗun wonanoyte keyee ka kammuuli, onsay araa jokkaa mi.»
LUK.18.23	Ɓay on nanii ɗun, o aani, ko fii hari himo alɗi fota. 
LUK.18.24	Ɓay Iisaa yi'ii ɗun e makko, o wi'i: «Emba no sattani jom jawle en ka ɓe naata ka laamu Alla. 
LUK.18.25	No ɓuri weeɓande ngelooba ka mba rewa e wuddere meselal edii ka jom jawle en naata ka laamu Alla.»
LUK.18.26	Wonnooɓe mo heɗaade ɓen wi'i: «E hara ko hombo dandoytee?»
LUK.18.27	Iisaa jaabii ɓe, wi'i: «Ko waawantaako neɗɗanke kon no waawanoo Alla.»
LUK.18.28	Onsay Petruusu wi'i mo: «Awa e hino, men accii ko men jeyi kon fow, men jokkii on.»
LUK.18.29	Iisaa jaabii ɓe, wi'i: «Ka haqiiqa mi andinii on, kala accuɗo suudu mun ndun e ɓeyngu mun e siɓɓe mun ɓen e mawɓe mun ɓen e ɓiɓɓe mun ɓen sabu laamu Alla ngun, 
LUK.18.30	o heɓoyay ko ɓuri ɗun ka aduna ɗoo, awa kadi ka aduna aroyoowo, o heɓoyay ngurndan poomayankejan ɗan.»
LUK.18.31	Onsay Iisaa pottini *sahaabaaɓe mun ɓen sappoo e ɗiɗo sera, o wi'i ɓe: «Awa hiɗen yahude Yerusalaam. Kala ko annabaaɓe ɓen windunoo kon e hoore Ɓii-Aaden on laatoyto. 
LUK.18.32	O wattoyte e juuɗe ɓe wonaa Yahuudiyanke ɓen, o jalee, o tiwee, tuttee e hoore makko, ɓe piyira mo cabbi, ɓe wara. 
LUK.18.33	Ɓawto ɗun o immitoo ka ɲalaande tammere.»
LUK.18.34	Kono ɓen taalibaaɓe faamaali hay fus e ɗun, ɗin konguɗi wirnanii ɓe, ɓe ronki faamude kon ko yewtaa.
LUK.18.35	Ko Iisaa ɓadii Yeerikoo, tawi bunɗo no jooɗii ka sera laawol no toroo. 
LUK.18.36	On nani hito jamaa on ko feƴƴata kon, o landii ko honɗun waɗi. 
LUK.18.37	O andinaa wonde ko Iisaa oo jeyaaɗo Naasirata woni feƴƴude. 
LUK.18.38	Onsay o ewnii, o wi'i: «Ko an yo Iisaa, ɓii Daawuuda, yurminan!»
LUK.18.39	Hikkinooɓe yeeso ɓen feli mo fii yo o fanku, kono o ɓurti ewnaade, wi'a: «Ko an yo ɓii Daawuuda, yurminan!»
LUK.18.40	Onsay Iisaa dartii, o yamiri yo ɓe addan mo mo. Ɓay on ɓadike, Iisaa landii mo: 
LUK.18.41	«Ko honɗun faalaɗaa yo mi waɗane?»
LUK.18.41	On jaabii mo, wi'i: «Koohoojo, ko yo mi hettu giiɗe an ɗen!»
LUK.18.42	Onsay Iisaa jaabii mo, wi'i: «Wuntu, gomɗinal maa ngal hisinii ma.» 
LUK.18.43	O wunti ɗon kisan, o jokki Iisaa, himo mawnina Alla. Ɓay jamaa on yi'ii ɗun, ɓe woni e mantugol Alla.
LUK.19.1	Iisaa naati Yeerikoo. Ko o taƴitata saare nden, 
LUK.19.2	tawi aaden galo tawaaɗo e hooreeɓe ƴantooɓe sagalle ɓen wi'eteeɗo Zaakaru 
LUK.19.3	no humpanoo yi'ugol mo kanko Iisaa. Kono o ronki feere mun sabu ɗuuɗugol jamaa on, awa kadi himo raɓɓiɗi. 
LUK.19.4	Onsay o dogi o feƴƴi yeeso, o ƴawoyi e hoore ƴibbehi fii no o yi'ira Iisaa, ɓay hari on ko ɗon rewata.
LUK.19.5	Nde Iisaa hewtunoo e ley kin ƴibbehi, o tiggitii, o wi'i: «Zaakaru, tippo heɲa, ko fii bee mi weera hande ka galle maa.» 
LUK.19.6	Zaakaru tippii heɲa, jaɓɓii mo e nder weltaare.
LUK.19.7	Ɓay fow yi'ii ɗun, ɓe ŋuni, ɓe wi'i: «Oo koɗoyike junuubankeejo!»
LUK.19.8	Kono Zaakaru immii darii, wi'i Koohoojo on: «Heɗee yo Koohoojo an, mi okkay miskinɓe ɓen feccere jawdi an ndin. Awa kadi si miɗo bonnani goɗɗo goɗɗun, mi yoɓitiray ontigi ɗun cowalle nay.»
LUK.19.9	Onsay Iisaa wi'i: «Hande kisiyee naatii e ɗee galle ɗoo. Ko fii oo ɗoo kadi ko o iwdi Ibraahiima. 
LUK.19.10	Awa ko addi *Ɓii-Aaden on ko ɗaɓɓitugol majjuɓe ɓen, danda ɓe.»
LUK.19.11	Ɓay hari o ɓadike Yerusalaam, o ɓeyditani ɓe ngal misal ɗoo, ko fii hari heɗinooɓe mo ɓen no sikka *laamu Alla ngun feeɲay kisan. 
LUK.19.12	O wi'i ɓe: «Aaden dimo yahuno e leydi woɗɗundi fii lamminoyegol, arta. 
LUK.19.13	On noddi kurkaaduuɓe mun sappo, o jonni ɓe manankunji sappo. O wi'i ɓe: ‹Gollitiree ɗii ɗoo haa mi ara.›
LUK.19.14	Kono tawi yimɓe leydi makko ndin no aɲi mo. Ɓe nelti woɓɓe ɓaawo makko fii andingol ɓen ton wonde ɓe faalaaka onɗon laamoo ɓe.
LUK.19.15	«Ɓay o lamminoyaama, o artii, o nodditi kurkaaduuɓe makko ɓe o jonnunoo mbuuɗi ɓen fii no o andira ko honno mo bee e maɓɓe gollitiriri ɗi.
LUK.19.16	«Arano on e maɓɓe ari, wi'i: ‹Koohoojo an, ɗi accirnoɗon mi ɗin ɓeydike cowalle sappo.› 
LUK.19.17	O wi'i mo: ‹A waɗii ko moƴƴi, yo kurkaaduujo moƴƴo! Ko fii a nunɗii e hoore ko fanɗi, mi waɗii ma yeesoojo e hoore ca'e sappo.›
LUK.19.18	«Ɗimmo on e maɓɓe ari, wi'i: ‹Koohoojo an, ɗi accirnoɗon mi ɗin ɓeydike cowalle jowi.› 
LUK.19.19	O wi'i onɗon kadi: ‹Mi waɗii ma e hoore ca'e jowi.›
LUK.19.20	«Goɗɗo e maɓɓe kadi ari, wi'i: ‹Koohoojo an, e hino ɗi accirnoɗaa mi ɗin, hari miɗo mari ɗi e lincun. 
LUK.19.21	Ko fii hari miɗo hulu maa, ɓay ko a ɲaaɗuɗo. A ƴettay ko a wallinaa, awa kadi a soɲitay ko a aawaa.›
LUK.19.22	«Onsay on lanɗo wi'i mo: ‹Mi ɲaawitirte konguɗi maa ɗin, yo jiyaaɗo bonɗo! Hiɗa andunoo ko mi aaden ɲaaɗuɗo? Maa mi ƴettay ko mi wallinaa, maa mi soɲitay ko mi aawaa? 
LUK.19.23	Fii honɗun non a wallinaali ɗi e juuɗe gollitirooɓe ɗi ɓen,
LUK.19.24	«Ontuma kanko lanɗo on o wi'i wonnooɓe ɗon ɓen: ‹Jaɓitee ɗi e juuɗe makko, jonnon ɗi oo jogiiɗo manankunji sappo.› 
LUK.19.25	Kono ɓe wi'i mo: ‹Koohoojo amen, onɗon no jogii manankunji sappo!› 
LUK.19.26	O jaabii ɓe, o wi'i: ‹Mi andinii on, ko marɗo ɓeydantee, kono mo maraa on jaɓitante hay yeru ko o mari kon. 
LUK.19.27	Ɗun-le wurin addanee lan ɗoo ayɓe an ɓen, ɓen ɓe faalanooka mi laamoo ɗun, waron ɓe yeeso an ɗoo.› »
LUK.19.28	Ɓay kanko Iisaa o gaynii yewtude ɗun, o hikkii yeeso, o yaari Yerusalaam. 
LUK.19.29	Ɓay wonii o ɓadike Bayti-Faazii e *Betanii, ɗun ko takko Fello *Zaytuuni ngon, o nuli taalibaaɓe makko ɗiɗo, 
LUK.19.30	o wi'i ɓe: «Yahee e ngoo hoɗo wongo yeeso mon ɗoo. No naatirɗon e maggo, on taway mbabun kun goɗɗo waɗɗaaki haa hande no humii ɗon. Hunton kun, addon. 
LUK.19.31	Si goɗɗo aru on e landaade, wi'a: ‹Ko honɗun huntanɗon kun?›, on wi'ay mo: ‹Ko haaju Koohoojo on yani e makkun.› »
LUK.19.32	Nelaaɓe ɓen yahi ɓe tawroyi no ɓe wiiranoo non. 
LUK.19.33	Ko ɓe huntata kun, jeyɓe mbabun kun ɓen wi'i ɓe: «Ko honɗun wonɗon kun huntande?»
LUK.19.34	Ɓe jaabii, ɓe wi'i: «Ko haaju Koohoojo on yani e makkun.»
LUK.19.35	Ɓe addani kun Iisaa, ɓe ndaɗɗani mo conci maɓɓe ɗin e hoore makkun si ɓe ƴawni mo. 
LUK.19.36	No o yaaraynoo non, yimɓe ɓen no ndaɗɗirande mo non conci mun ɗin ka laawol.
LUK.19.37	Nde tawnoo o ɓadike Yerusalaam ka tippagol Fello Zaytuuni, dental taalibaaɓe ɓen fow sowti weltaare, ɓe woni e ewnagol manta Alla, sabu ɗii kaawakeeji moƴƴi ɗi ɓe yi'i. 
LUK.19.38	Tawi hiɓe wi'a:
LUK.19.38	«Yo barki wonan oo lanɗo
LUK.19.38	wonɗo arude e innde Joomiraaɗo on.
LUK.19.38	Yo ɓuttu wonu ka kammu,
LUK.19.38	darja ɓurɗo toowude wonanii ma!»
LUK.19.39	Woɓɓe e *Fariisiyaaɓe tawaaɓe e mbatu ngun ɓen wi'i mo kanko Iisaa: «Karamoko'en, yamiree taalibaaɓe mon ɓen yo ɓe fanku!»
LUK.19.40	O jaabii ɓe, o wi'i: «Mi andinii on, si kamɓe ɓe fankii, kaaƴe ɗen sowtay!»
LUK.19.41	Ɓay ɓe ɓadike saare Yerusalaam nden, nde Iisaa haynornoo nde, o fesi fii mayre, 
LUK.19.42	o wi'i: «Si an kadi hiɗa andunoo hande ko wonanayno-maa ɓuttu, kono jooni ɗun wirnanike ma. 
LUK.19.43	Aroyay e ɲalaaɗe nde ayɓe maa ɓen ari hunditu-maa hurgi, ɓittire cenɗe fow. 
LUK.19.44	Ɓe lancete, ɓe lancide e kala hoɗuɗo e maa. Ɓe accataa e maa hay kaaƴun e hoore hayre, sabu a anditaali saa'i mo Alla hoddiri faabagol ma on.»
LUK.19.45	O naati ka dingiral *juulirde mawnde, o woni e raɗagol wonnooɓe yeeyude ton ɓen, 
LUK.19.46	hara himo wi'ora ɓe: «No windii: ‹Suudu an ndun ko suudu torordu Alla›,
LUK.19.47	Tawi kanko Iisaa ɲande woo o jannayno ka juulirde mawnde. Kono hooreeɓe *yottinooɓe sadaka ɓen e jannooɓe fii Sariya on ɓen e lamɓe jamaa on no ɗaɓɓaynoo no sahinbinira mo. 
LUK.19.48	Kono hari ɓe andaa ko honno ɓe gerdata, sabu hari jamaa on fow no tuɗi noppi mun e makko.
LUK.20.1	E nder ɗen balɗe ɗon, tawi Iisaa no waajaade jamaa on ka *juulirde mawnde, ɗun-le ko feɲɲinangol ɓe Kibaaru Moƴƴo on. Onsay hooreeɓe *yottinooɓe sadaka ɓen e jannooɓe fii Sariya on ɓen wondude e mawɓe ɓen ari, 
LUK.20.2	wi'i mo: «Wowlan men ko e ley kongol hombo wonɗaa waɗude ɗun e ko e ley kongol hombo wonɗaa?»
LUK.20.3	O jaabii ɓe, o wi'i: «Min kadi mi landoto on huunde wootere, jaaboɗon mi. 
LUK.20.4	E hara lootugol ko Yaayaa lootaynoo yimɓe ɓen kon, ko ka arsi iwri kaa ko e neɗɗanke?»
LUK.20.5	Kono ɓen woni e wi'indirgol: «Si en jaabike mo ko ka arsi iwri, o wi'ay en ko honɗun haɗunoo gomɗinen mo? 
LUK.20.6	Si en jaabike mo-le ko e neɗɗanke ɗun iwri, jamaa on fow fiɗay en kaaƴe, sabu hiɓe felliti Yaayaa ko annabaajo.» 
LUK.20.7	Onsay ɓe jaabii mo, ɓe wi'i: «Men andaa ka ngol lootugol ɗon iwri.»
LUK.20.8	Onsay Iisaa wi'i ɓe: «Min kadi mi wowlantaa on ko e ley kongol hombo mi woni waɗirde ɗun.»
LUK.20.9	Ontuma o fewtiti jamaa on, o waɗani ɓe ngal misal ɗoo, o wi'i ɓe: «Goɗɗo tutuno *wiiɲu, o halfini tutateeri ndin remooɓe wiiɲu ɓen, o yahi safaari ka o neeɓoyta. 
LUK.20.10	Ɓay saa'i soɲitugol wiiɲu on hewtii, o immini kurkaadu makko haa e remooɓe wiiɲu ɓen fii yo ɓen jonnan mo ɓiɓɓe wiiɲu geɓal makko ngal. Kono ɓen piyi on, ɓe immintini mo juuɗe mehe. 
LUK.20.11	O immini kurkaadu makko goo kadi, ɓe piyi onɗon kadi, ɓe hersini, ɓe immintini mo juuɗe mehe. 
LUK.20.12	O immini tammo kadi, ɓe barmini onɗon kadi, ɓe raɗii.
LUK.20.13	«Jom tutateeri ndin wi'i: ‹Ko honɗun mi waɗata jooni? Yo mi immin ɓiɗɗo an yiɗaaɗo on, no gasa ka ɓe teddinoya onɗon.› 
LUK.20.14	Kono no ɓen remooɓe wiiɲu haynornoo mo, ɓe wi'indiri: ‹Ko oo woni ronoowo on, waren mo fii yo ndondi ndin wontan en!› 
LUK.20.15	Onsay ɓe naɓi mo ka ɓaawo tutateeri, ɓe wari.»
LUK.20.15	Iisaa wi'i kadi: «Jooni non, hara ko honɗun jom ndin tutateeri wiiɲu waɗata ɓen? 
LUK.20.16	On aray, re'a ɓen remooɓe wiiɲu, o halfina ndi woɓɓe goo.»
LUK.20.16	Ɓay ɓen heɗinooɓe mo kanko Iisaa nanii ɗun, ɓe wi'i: «Wota ɗun wonir non!»
LUK.20.17	E nder ko o tenƴinta ɓe kon, kanko Iisaa, o wi'i: «Hara ko honɗun koo ko windii firi:
LUK.20.17	‹Hayre nde mahooɓe ɓen hawkunoo nden
LUK.20.17	wontii hittunde ka soɓɓundu›?
LUK.20.18	«Awa kala yanuɗo e nden hayre, o lancoto,
LUK.20.18	kala kadi mo nde yani e hoore mun, o muncoto.»
LUK.20.19	Ɓay hooreeɓe yottinooɓe sadaka ɓen e jannooɓe fii Sariya on ɓen faamii wonde ko e hoore maɓɓe Iisaa waɗi ngal misal, tawi hiɓe ɗaɓɓude no ɓe fawira juuɗe e makko ɗon kisan, kono hari hiɓe huli jamaa on.
LUK.20.20	Ɓe woni e aynugol Iisaa, ɓe immini e makko tefooɓe bonɓe waɗitiiɓe ko feewuɓe fii ko nangira mo konguɗi makko ɗin, watta mo e juuɗe laamu ngun e ley kongol lamminaaɗo diiwal ngal. 
LUK.20.21	Ɓen landii mo, wi'i: «Karamoko'en, meɗen andi hiɗon jannude waajoo no feewiri, awa kadi on ɓurdindinaa yimɓe ɓen, hiɗon jannirde laawol Alla ngol goonga. 
LUK.20.22	E hara no haani ka men yoɓa lanɗo mawɗo Roomu on sagalle kaa haanaa?»
LUK.20.23	Kono ɓay Iisaa faamii janfa maɓɓe kan, o jaabii ɓe, o wi'i: 
LUK.20.24	«Hollee lan *dinaruuru. Ko nandolla hombo e bindi hombo woni e mayru?»
LUK.20.24	Ɓe jaabii: «Ko lanɗo mawɗo Roomu on.»
LUK.20.25	Onsay o jaabii ɓe, o wi'i: «Jonnitee lanɗo mawɗo Roomu on ko makko kon, jonniton Alla kadi ko mun kon.»
LUK.20.26	Ɓe ronki heɓude feere no ɓe nangira mo e ɗin konguɗi makko yeeso jamaa on, kono ɓay ɓe ŋalɗidii e ngol jaabawol makko, ɓe deƴƴi.
LUK.20.27	Woɓɓe e ɓee *Sadduusiyaaɓe, wi'uɓe wonde ummutal alaa ɓen, ari landii Iisaa, ɓe wi'i mo: 
LUK.20.28	«Karamoko'en, e hino ko Muusaa wi'i men kon: Si goɗɗo maayii accii ɓeyngu e ɓaawo ɓiɗɗo, haray miɲɲiraawo on mayɗo no haani ƴettude on keynguujo mo o acci fii no o heɓirana on kotiraawo makko jurriya. 
LUK.20.29	Tawa non no woodi ɓiɓɓe njeeɗiɗo. Arano on jombii, maayii, heɓaali ɓiɗɗo. 
LUK.20.30	Ɗimmo on kadi ƴettii mo, maayii. 
LUK.20.31	Tammo on kadi wano non. Ɗun yaarii non haa ɓen njeeɗiɗo non ɓe timmi, ɓe accaali jurriya. 
LUK.20.32	Ɓawto ɗun debbo on kadi maayii. 
LUK.20.33	Ɓay hari ɓen njeeɗiɗoo non resii on debbo, ko hombo e ɓen on debbo wontanoyta ka ummutal?»
LUK.20.34	Iisaa jaabii ɓe, wi'i: «Fayɓe nguu jamaanu ɗoo tiggay tiggete. 
LUK.20.35	Kono ɓen yeɗoyaaɓe immintineede e hakkunde mayɓe ɓen e tawegol e nguu jamaanu aroyayngu, resoytaa, resetaake. 
LUK.20.36	Awa kadi ɓe maayitoytaa, ko fii haray hiɓe wa'i wa malaa'ikaaɓe. Ko ɓe fayɓe Alla kadi, ɓay ko ɓe ɓiɓɓe ummutal ngal. 
LUK.20.37	Seedee mayɓe ɓen immitoto, ko ɗun Muusaa ɓanginnoo ka o wowli ɗon fii pitahun kun fewndo o noddi Joomiraaɗo on, on Alla Ibraahiima e Alla Issaaqa e Alla Yaaquuba.
LUK.20.38	Awa Alla wonaa Alla mayɓe ɓen, kono ko o Alla wurɓe ɓen, ɓay fii makko kanko, ɓen fow ko wurɓe.»
LUK.20.39	Woɓɓe e jannooɓe fii Sariya on ɓen wi'i mo: «Karamoko'en, on yewtii haqiiqa.» 
LUK.20.40	Ɓawto ɗun ɓe suusaali mo landaade hay huunde.
LUK.20.41	Iisaa wi'i ɓe: «Ko honno wi'iraa wonde *Almasiihu on ko jurriya Daawuuda? 
LUK.20.42+LUK.20.43	Daawuuda tigi no holli ka Zabuura wonde:
LUK.20.42+LUK.20.43	‹Joomiraaɗo on daalani Joomi an on:
LUK.20.42+LUK.20.43	Jooɗor ka sengo an ɲaamo
LUK.20.42+LUK.20.43	haa mi waɗa ayɓe maa ɓen ka ley teppe maa.›
LUK.20.44	«Daawuuda tigi wi'ii Almasiihu on ‹Joomi›, haray ko honno non Almasiihu on woniri jurriya makko?»
LUK.20.45	Fewndo ka yimɓe ɓen fow heɗii mo ɗon, o wi'i taalibaaɓe makko ɓen: 
