MAT.1.1	Leꞌe naŋ titinge loumwah tikin Jisas Krais. Loumwah kin kiŋ Dewit hindi Abraham.
LUK.17.20+LUK.17.21	Lenge Farisi syeꞌ yisilihme Jisas na, “Tumboiyaꞌ lemame tikin Got ka ot?” Kin nungwis lenge na, “Yukur tatame ŋaiye na etekeꞌe lemame tikin Got, topoꞌe yukur lahende tatame ŋaiye ka ininge na, ‘Hai, bep e etekeꞌe lemame tikin Got tu kuli!’ Pakai supule. Detale, lemame tikin Got sai nato ŋoihmbwaip meleꞌe, topoꞌe miyeꞌ mbep lemame luku, kin narp nato ŋoihmbwaip lenge miyeꞌ tuweinge ilyeh ilyeh tongonose ŋaiye ŋoihmbwaip tinge teŋeime kin.”
LUK.17.22	Miꞌe pe, Jisas ŋana lenge jetalah kin na, “Ŋup ende se ka ot ŋaiye pa yende niharar embere nange pa yetekeꞌe ŋam, Talah tikin Miyeꞌ. Kom yukur pa yetekeꞌe ŋam, pakai. 
LUK.17.23	Ŋup uku pe, lenge mitiŋ syeꞌ se ka yini yip na, ‘Hai, bep yil luku’ lakai, ‘Bep yut eꞌe ŋaiye pa yetekeꞌe Talah tikin Miyeꞌ.’ Kom yukur pa junde tinge no, pa yi tus sisipirnge yahaiꞌe ŋam, na pakai. 
LUK.17.24	Tehei kin taꞌe leꞌe, ŋup uku ŋaiye ma plihe mut pe, ma mut nilyehe si tuꞌe ŋaiye plai gah ŋoworꞌe tirtatar nal ŋaitem pe, yirise ka aŋarꞌe elꞌe elꞌe pe, mitiŋ lalme se ka yetekeꞌe ŋam. 
LUK.17.25	Kom ŋaiꞌe ŋaiꞌe luku ka ot gan, kut ŋendehei kin pe, lenge miyeꞌ tuweinge ŋaiye tukwini leꞌe ka jinyenme ŋam yer, topoꞌe ma mambaꞌe nihe syohe embere sekete.
LUK.17.27	Ŋup uku pe, tinge lalme yende yono ŋai, yonoꞌe pinip, tinge dindiꞌ, topoꞌe yende ŋaiꞌe ŋaiꞌe tetehei, kom tinge yukur yende miꞌmiꞌ. Ŋupe ŋaiye Noa si nato loumbil pinip miꞌe pe, nilyehe sai ŋisih embere embere gah, topoꞌe mih tembelem nat pe, nongombe lenge lalme. 
LUK.17.28	Kin ka plihe ŋahilyeh tuꞌe ŋaiye ŋup tikin Lot. Ŋup uku topoꞌe lenge mitiŋ lalme luku yende yono ŋai, yonoꞌe pinip, yende windau, yononde ŋai, yende yokoh, topoꞌe yende ŋaiꞌe ŋaiꞌe tetehei, kom tinge yukur yende miꞌmiꞌ. 
LUK.17.29	Taꞌe pe, ŋup uku ŋaiye Lot nasme Sodom pe, nilyehe sai nih topoꞌe ŋeser woyol nase ŋaitem gah pe, nongombe lenge lalme.
LUK.17.30	Ka ŋahilyeh tuꞌe ŋam, Talah tikin Miyeꞌ ŋaiye ma plihe mut. 
LUK.17.31	Nal ŋup uku pe, lahmende miyeꞌ ŋaiye narp tas wicher, topoꞌe lahmende ŋaiye gan nato wah meleꞌe pe, yukur ka plihe bunjenge e oto yokoh kin ambaꞌe ŋainde, pakai supule. 
LUK.17.32	Ŋoiheryembe ŋaimune ŋaiye ŋende me tuwei Lot. 
LUK.17.33	Lahmende ŋaiye ŋende nihararme ŋaiꞌe ŋaiꞌe kekep eꞌe pe, mindemboi se ka talai. Kut lahmende ŋaiye kin nasme ŋaiꞌe ŋaiꞌe kekep eꞌe no, ŋoihmbwaip kin teŋeime ŋam nilyehe sai pe, mindemboi ka se orp bwore nye nyermbe. 
LUK.17.34	Ŋam da mini yip tuꞌe leꞌe, ŋup uku ŋaiye ma plihe mut pe, mitiŋ hoi ka hindi yite posoh yi yoto yokoh ilyeh. Ŋoinde ka tuhur el, kut ŋoinde ka ete posoh. 
LUK.17.35+LUK.17.36	Tuweinge hoi ka hindi yurp yerŋe kakah blau pe, ŋoinde ta wil, kut ŋoinde ta wurp.”
LUK.17.37	Lenge jetalah yisilihme Jisas na, “Lahmborenge, ŋai uku ka ende si la?” Jisas ŋanange wusyep tap na, “Luh ŋaiye yuwor nule ŋanar pe, luh ilyeh uku lenge jekum se ka yute juhilyeh. Luku ki sasambe nange ŋup yuwo nat sihei.”
LUK.18.1	Miꞌe pe, Jisas nalaŋat lenge jetalah kin wusyep tapimbilme ende ŋasambe tinge yaŋah ŋaiye nye nyermbe ka yini yininge wusyep topoꞌme Got no, yukur ka ŋoih min, na pakai. 
LUK.18.2	Ki ŋanange na, “Nato moi embere ende pe, miyeꞌ iyarꞌe ende narp ŋaiye yukur hiꞌ garnge Got topoꞌe ŋoihginirme lenge miyeꞌ tuweinge, pakai. 
LUK.18.3	Pe tuwei ŋope ende topoꞌe warp wa woto moi embere ilyeh uku pe, nye nyermbe ti watme kin wisilihme ŋaiye ka usyunde wusyep ti ŋaiye wachaih ŋeneiꞌe ti no, ka ungwisme ti iyarꞌe wusyep ti. 
LUK.18.4+LUK.18.5	Ta, miyeꞌ iyarꞌe luku kin de sisyoꞌe ŋaiye ka usyunde wusyep ti. Kom ti wende wah wisilih wisilihme kin wa tatame ŋaiye kin ŋoih min. Pe ki ŋoiheryembe kitikin na, ‘Sikei. Bwore mise, ŋam yukur hiꞌgwarnge Got, topoꞌe ŋoihginirme lenge miyeꞌ tuweinge, kom ma miyarꞌe wusyep ti ŋaiye wachaih ŋeneiꞌe ti. Detale, ŋaiye yukur ma mende pe, ŋam sisyeme nyermbe nyermbe ta wut wut pe, wahriꞌ ŋam ka syohe supule.’ ”
LUK.18.6	Pe Lahmborenge teter neŋelꞌe wusyep uku ŋanange na, “Yip si yasande ŋaimune ŋaiye miyeꞌ iyarꞌe pupwa liki ŋanange? 
LUK.18.7	Ŋaiye miyeꞌ iyarꞌe pupwa luku ŋende ŋai bwore luku pe, o detaꞌe lai me Got? Yip ŋoihyeryembe nange Got yukur ka ungwisme lenge miyeꞌ tuweinge kitikin ŋaiye ŋupe ŋau tinge yisilihme kin, topoꞌe ka ŋoih min ŋaiye ka ungwisme tinge, lakai pakai? 
LUK.18.8	Ŋam mana yip, Got se ka hwihwai ungwis lenge miyeꞌ tuweinge kitikin. Kom ŋupe ŋaiye ŋam, Talah tikin Miyeꞌ ma plihe mut pe, ma metekeꞌe lenge miyeꞌ tuweinge na ŋoihmbwaip tinge teŋeime ŋam, lakai pakai?”
LUK.18.9	Jisas ŋanange wusyep tapimbilme ende nal lenge mitiŋ syeꞌ ŋaiye tinge bep jahme lenge miyeꞌ tuweinge lalme, topoꞌe ŋoihyeryembe nange tinge si bwore bwarme. 
LUK.18.10	Jisas ŋanange na, “Ŋup ende pe, lenge miyeꞌ hoi yale yi yoto yukoh yirise yininge wusyep topoꞌme Got. Miyeꞌ ŋoinde Farisi o, ŋoinde miyeꞌ ŋaiye nambaꞌe wuhyau takis. 
LUK.18.11	O miyeꞌ Farisi luku gan kitikin ŋanange wusyep topoꞌme Got pe, ki ŋanange na, ‘Yai Got, ŋam hriphrip me nin, tale, ŋam yukur taꞌe lenge miyeꞌ syeꞌ ŋaiye yende solombe, topoꞌe miyeꞌ homboꞌe, topoꞌe yende niŋ pinip yar, pakai. Ŋam hriphrip ŋaiye ŋam yukur taꞌe miyeꞌ pupwa ŋaiye nambaꞌe wuhyau takis gan nal luku. 
LUK.18.12	Mise, ŋam masme ŋai topoꞌe pinip ŋup hoi nato sande ilyeh ilyeh, topoꞌe nye nyermbe ŋam moworꞌe wuhyau ŋam dom dom pe, ŋam yale nin namba ten hap.’ 
LUK.18.13	Kut miyeꞌ pupwa luku ŋaiye nambaꞌe wuhyau takis gan sikirp wohme kin pe, kin hiꞌe embere sekete doundou gan. Yukur tatame ŋaiye ka ahraꞌe ŋembep kin e unuh, pakai. Kom kin ŋendere bip kin ŋanange na, ‘Got na ŋoihginirme ŋam. Ŋam miyeꞌ pupwa.’ ” 
LUK.18.14	Jisas ŋanange na, “Ŋam mana yip, ŋupe ŋaiye miyeꞌ pupwa luku plihe nal moi kin pe, nal embep tikin Got pe, kin si bwore bwarme, kut Farisi luku pakai. Taꞌe luku pe, lahmende ŋaiye ka ahraꞌe naŋ kitikin pe, mindemboi Got se ka tule kin e guh. Kut lahmende ŋaiye tale kitikin pe, mindemboi Got se ka ahraꞌe kin e unuh hlaꞌ.”
LUK.18.15	Lenge mitiŋ syeꞌ yenge lahmakerep tinge yatme Jisas ŋaiye ka ikil syep e unuh tinge no, ka ende miꞌmiꞌ me tinge. Kom lenge jetalah yetekeꞌe ŋai uku pe, tinge jonome lenge yai mam yanange ŋaiye yukur ka yende tuꞌe luku, na pakai. 
LUK.18.16	Kom Jisas gal lenge lahmakerep yatme kin pe, kin ŋanange na, “Yusme lenge lahmakerep ka yutme ŋam, kut yukur pa yupwaiꞌe tinge, na pakai. Detale, lemame tikin Got ki sai me mitiŋ ŋaiye yatme Got taꞌe lenge lahmakerep eꞌe. 
LUK.18.17	Ki taꞌe ŋaiye lenge lahmakerep yarp syep lenge yai mam no, tinge yarp tuwihme yai mam tinge pe, lahmende ŋaiye ŋoihmbwaip tinge teŋeime Got taꞌe lahmakerep uku pe, tinge se ka yi yoto lemame tikin Got no, se ka embepeteme lenge.”
LUK.18.18	Miyeꞌ embep lenge Juta ende ŋisilihme Jisas na, “Jetmam bwore, ma mende tuꞌe lai ti ma murp bwore nyermbe nyermbe?” 
LUK.18.19	Jisas nungwisme kin na, “Ŋaiye nin ŋoiheryembe nange ŋam miyeꞌ ŋilyehme pe, detaꞌe lai ti ni gal ŋam bwore? Got kin ilyeh bwore. 
LUK.18.20	O nin si sisyeme wusyep erŋeme lalme leꞌe. Yukur na ende niŋ pinip yar. Yukur na onombe miyeꞌ ende ka ole. Yukur na ende ŋendei. Yukur na ininge wusyep homboꞌe iniꞌe miyeꞌ ende. Topoꞌe yukur na ginyenme wusyep yai mam nin, na pakai.” 
LUK.18.21	Miyeꞌ uku ŋanange na, “Somohon ŋaiye ŋam lahmalaih nate gere tukwini pe, wusyep erŋeme lalme luku ŋam si gwande.” 
LUK.18.22	Ŋupe ŋaiye Jisas ŋasande wusyep miyeꞌ uku pe, ki ŋaname kin na, “Bwore mise. Kom ŋainde teter sai ŋaiye na ende topoꞌe. Ende windau me ŋaiꞌe ŋaiꞌe nin lalme pe, angange wuhyau el lenge ŋaipwa ŋiꞌ. Na ende tuꞌe luku ti, na ember yitini nin e unuh moihlaꞌ. Miꞌe pe, na ote gunde ŋam.” 
LUK.18.23	Kom ŋupe ŋaiye miyeꞌ uku ŋasande taꞌe luku pe, kin ŋoihmbwaip mane supule. Detale, kin miyeꞌ lowe kuli.
LUK.18.24	Jisas si sisyeme ŋoihmbwaip miyeꞌ uku pe, ki ŋanange na, “Ki nihe supule ŋaiye miyeꞌ lowe ka e oto lemame tikin Got. 
LUK.18.25	Mise supule, ki sikirp ŋumwaiye ŋaiye yowor embere kemel ka e oto map malaih sehau, kut ki nihme ŋaiye miyeꞌ lowe ka e oto lemame tikin Got.” 
LUK.18.26	Lenge miyeꞌ tuweinge ŋaiye yasande wusyep uku yisilihme Jisas na, “Ŋaiye taꞌe liki pe, lahmende tatame ka orp bwore nye nyermbe?” 
LUK.18.27	Jisas nungwisme lenge na, “Ŋaimune ŋaiye ki nihme miyeꞌ pe, yukur ki nihme Got, pakai supule.” 
LUK.18.28	O Pita ŋanange na, “Iyai, poi si masme ŋaiꞌe ŋaiꞌe poi lalme ŋaiye ya gunde nin.” 
LUK.18.29+LUK.18.30	Jisas ŋana lenge na, “Kom ŋam mana yip, lahende yip ŋaiye ŋende wah me lemame tikin Got no, ki nasme moi lakai, tuwei lakai, toꞌ tatai lakai, yai mam lakai, talah pe, tukwini kekep eꞌe Got se ka ungwisme ŋaiꞌe ŋaiꞌe wula wula sekete engelyembe ŋaiꞌe ŋaiꞌe ŋaiye kin si nasme, topoꞌe mindemboi ka orp bwore nye nyermbe.”
LUK.18.31	Jisas nenge lenge jetalah 12 kitikin nal tikihe pe, ki ŋana lenge na, “Yusyunde, poi ya mil Jerusalem. Kom wusyep lalme ŋaiye lenge profet yainge me ŋam, Talah tikin Miyeꞌ pe, ka teŋei esep bwore mise. 
LUK.18.32	Tinge ka yember ŋam yil syep lenge haiten ŋaiye ŋoihmbwaip tinge yukur teŋeime Got pe, tinge se ka yende wime ŋam, ka yininge wusyep pupwa me ŋam, ka chusyur tuhwaꞌ yalahe ŋam, ka yenge mwah yararahe ŋam, topoꞌe ka pumbe ŋam ma mule. 
LUK.18.33	Kom ŋup hun ka el miꞌe pe, ma plihe tuhur murp.” 
LUK.18.34	Kom lenge jetalah kin yukur sisyeme wusyep tehei ŋaiye ki ŋanange.
LUK.18.35	Sihei ŋaiye Jisas ka pwar e oto Jeriko pe, miyeꞌ embep tangare ende narp yaŋah tikih tangalme lenge miyeꞌ tuweinge ŋaiye ka yaŋaꞌe ŋaiꞌe ŋaiꞌe. 
LUK.18.36	Ŋupe ŋaiye ki ŋasande lenge miyeꞌ tuweinge wondoh embere ŋaiye yat yaŋah pe, ki ŋisilih lenge mitiŋ syeꞌ na, “Liki ŋaimune?” 
LUK.18.37	Pe tinge yaname na, “Jisas tikin Nasaret uku nat nal ko.” 
LUK.18.38	Taꞌe luku pe, kin gal nal hlaꞌ ŋanange na, “Jisas, ŋambaih tikin Dewit, ŋoihginirme ŋam.” 
LUK.18.39	Lenge miyeꞌ tuweinge ŋaiye yat yerme wondoh embere luku yaname kin nange ka upwaiꞌe mut. Kom kin plihe tambah marnge na hlaꞌ ŋanange na, “Ŋambaih tikin Dewit, ŋoihginirme ŋam.” 
LUK.18.40+LUK.18.41	Taꞌe luku pe, Jisas na gan pe, ki ŋana lenge ŋaiye ka yambaꞌe miyeꞌ embep tangare luku yenge yutme kin. Ŋupe ŋaiye kin nate gere siheime Jisas pe, Jisas ŋisilihme kin na, “Ni sande ma mende nin tuꞌe la?” Kin ŋanange na, “Lahmborenge, ŋam masande na ende miꞌme ŋembep ŋam no, ma plihe metekeꞌe ŋaiꞌe ŋaiꞌe.” 
LUK.18.42	Pe Jisas ŋaname kin na, “Ŋoihmbwaip nin si teŋeime ŋam, topoꞌe nin si ŋoiheryembe nange ŋam tatame ti, na plihe etekeꞌe.” 
LUK.18.43	Nilyehe sai miyeꞌ uku plihe ŋetekeꞌe ŋaiꞌe ŋaiꞌe pe, kin gande Jisas nirisukwarme Got. Pe ŋupe ŋaiye lenge miyeꞌ tuweinge wondoh embere yetekeꞌe ŋai uku pe, tinge lalme topoꞌe yirisukwarme Got.
LUK.19.1+LUK.19.2+LUK.19.3+LUK.19.4	Miyeꞌ ondoh lenge miyeꞌ ŋaiye yambaꞌe wuhyau takis pe, naŋ kin Sakius narp nato Jeriko pe, kin miyeꞌ lowe ende. Kin de ka etekeꞌe bepmohro Jisas no, ka sisyeme kin miyeꞌ mune. Kom kin pupwa seheiꞌe pe, yukur tatame ŋaiye ka etekeꞌe Jisas. Detale, mitiŋ lalme tinge jan tatme kin. Taꞌe luku pe, ki gertetenge nal yerme lenge mitiŋ lalme pe, kin nanah lou ende no, ka orp etekeꞌe Jisas ŋaiye ka ot el yaŋah uku. Ŋupe ŋaiye Jisas na noto Jeriko no, ka erŋe el moi uku pe, 
LUK.19.5	ki nat siheime lou ŋaiye Sakius si ŋanah narp pe, Jisas bep nanah ŋaname kin na, “Sakius, hwihwai ote guh. Tukwini ŋam da murp topoꞌe nin mil yokoh nin.”
LUK.19.6	Taꞌe luku pe, Sakius hwihwai gah nasme lou pe, kin nirisukwarme Jisas nenge kin nal yokoh kin. 
LUK.19.7	Kom lenge miyeꞌ tuweinge lalme yetekeꞌe ŋai uku pe, tinge jonome Jisas yanange na, “Hai, detaꞌe lai ti Jisas nala orp yokoh miyeꞌ pupwa luku.” 
LUK.19.8	Pe tinge hindi ya jere yokoh pe, Sakius tahar gan hlaꞌ ŋaname Lahmborenge na, “Iyai, ŋam ma moworꞌe ŋaiꞌe ŋaiꞌe ŋam guh bumbe pe, ma mangange syeꞌ mil lenge ŋaipwa ŋiꞌ, topoꞌe lahmende ŋaiye ŋam si mende homboꞌme tinge no, ŋam mende ŋendei me ŋaiꞌe ŋaiꞌe tinge pe, ma plihe mangange lenge ni hun mi munuh hlaꞌ me ŋaiꞌe ŋaiꞌe tinge.” 
LUK.19.9	Jisas ŋaname kin na, “Tukwini Got si nat nungwisme lenge miyeꞌ tuweinge ŋaiye yarp yokoh eꞌe pe, kin nongohe pupwa ŋoihmbwaip tinge. Detale, miyeꞌ eꞌe ŋoihmbwaip kin teŋeime Got taꞌe ŋaiye loumwah poi Abraham si ŋende. 
LUK.19.10	Taꞌe pe, ŋam, Talah tikin Miyeꞌ si mat ŋaiye ma mahaiꞌe lahmende ŋaiye si talai ŋaiye ma mungwisme tinge.”
LUK.19.11	O lenge miyeꞌ tuweinge ŋaiye yarp uku yasande wusyep pe, tinge ŋoiheryembe wula wula. Sihei sihei ŋaiye Jisas ka gere Jerusalem pe, tinge ŋoiheryembe ŋaiye lemame tikin Got tukwini ka tus halhale no, kin ka embepteme tinge. Kom Jisas si sisyeme ŋoihmbwaip tinge pe, kin neŋelꞌe ŋanange wusyep tapimbilme ende na, 
LUK.19.12	“Miyeꞌ ondoh ende kin nala el moi embere wohe ŋaiye miyeꞌ ondoh supule ka alaŋatme kin tuꞌe ŋaiye kiŋ miꞌe pe, ka plihe ot embepeteme lenge miyeꞌ tuweinge moi kin. 
LUK.19.13	Kom teter ŋaiye yukur kin nal pe, kin gal lenge miyeꞌ wah 10 kin yat pe, kin nangange lenge wuhyau tem syepumbur ilyeh ilyeh tongonose.
LUK.19.14	Kom lenge miyeꞌ syeꞌ ŋaiye moi ilyeh kin jarnge kin pe, tinge yember miyeꞌ syeꞌ yenge wusyep jande kin yal ŋaiye ka yinime miyeꞌ ondoh supule na, ‘Poi gwarnge miyeꞌ eꞌe. Yukur na alaŋatme kin ka miyeꞌ mbep poi tuꞌe ŋaiye kiŋ, na pakai.’
LUK.19.15	Kom miyeꞌ ondoh supule luku nalaŋatme kin miyeꞌ ondoh kiŋ pe, kin plihe nat moi kin. Ŋupe ŋaiye kin na gere moi kin pe, kin gal lenge miyeꞌ wah kin ŋaiye ka yut no, ka etekeꞌe wuhyau yukuriye ŋaiye tinge si yende tasme wuhyau kin. 
LUK.19.16	Pe miyeꞌ wah ŋendehei nate ŋaname na, ‘Iyai, ŋam si mambaꞌe wuhyau tem 50 manah hlaꞌ me wuhyau tem syepumbur ŋaiye ni pwale.’ 
LUK.19.17	Kiŋ ŋaname miyeꞌ wah uku na, ‘Bwore miꞌ supule. Nin miyeꞌ bwore ŋaiye ŋende wah bwore, topoꞌe ŋoihmbwaip nin sai me wah malaih taꞌe leꞌe. Taꞌe luku pe, ma yule nin wah embere ende ŋaiye na orp miyeꞌ mbep moi 10 ŋaiye sai tuwihme ŋam.’ 
LUK.19.18	Pe miyeꞌ wah ŋoinde nate ŋaname kiŋ na ‘Iyai, ŋam mambaꞌe wuhyau tem 25 nanah hlaꞌ me wuhyau tem syepumbur ŋaiye ni si pwale.’ 
LUK.19.19	Taꞌe pe, kiŋ ŋaname miyeꞌ wah kin uku na, ‘Bwore. Nin na embepeteme moi 5 ŋaiye sai tuwihme ŋam.’
LUK.19.20+LUK.19.21	Miꞌe pe, miyeꞌ wah ŋoinde nate ŋaname na, ‘Iyai, wuhyau tem syepumbur tei eꞌe. Ŋam hiꞌ gwarnge nin. Nin pwa miyeꞌ wondohe sekete. Detale, nin nambaꞌe wuhyau yohe ŋaiye lenge mitiŋ yende wah nihe yambaꞌe, topoꞌe nin nambaꞌe ŋaiꞌe ŋaiꞌe ŋaiye tinge worsyep yal wah nin. Taꞌe luku pe, ŋam si minise wuhyau nin ma moto ŋaiyuwat no, yukur ka talai, pakai.’ 
LUK.19.22	Kom kiŋ ŋaname miyeꞌ wah kin uku na, ‘Nin miyeꞌ wah pupwa yehe. Pe wusyep nitei eꞌe ka plihe enge nin el na gin wusyep. Ŋaiye nin si sisyeme ŋaiye ŋam miyeꞌ pwa wondohe sekete, topoꞌe ŋam mambaꞌe wuhyau yohe ŋaiye lenge mitiŋ yende wah nihe yambaꞌe, topoꞌe ŋam talame ŋaiꞌe ŋaiꞌe ŋaiye tinge worsyep pe, nin de taꞌe luku tale? 
LUK.19.23	Detaꞌe la ŋai ti, nin yukur nember wuhyau uku nato yokoh ŋaiye yember wuhyau no, ŋupe ŋaiye ma plihe mut pe, ma mambaꞌe wuhyau yohe syeꞌ topoꞌe?’
LUK.19.24	Miꞌe pe, kiŋ ŋana lenge mitiŋ syeꞌ ŋaiye jan siheime kin na, ‘Yusoihme wuhyau me miyeꞌ iki pe, yaŋaꞌe yilme miyeꞌ wah ŋaiye ŋende wah bwore nambaꞌe wuhyau tem 55.’ 
LUK.19.25	Kom tinge yaname kin na, ‘Iyai, kin si nambaꞌe wuhyau tem 55 kuli.’ 
LUK.19.26	Pe kiŋ nungwisme wusyep tinge na, ‘Kom lahmende ŋaiye ŋende wah bwore no, wah ka ende ŋembere pe, se ma maŋaꞌe kin syeꞌ mi munuh hlaꞌ topoꞌe. Kut lahmende ŋaiye pakai supule pe, se ma mosoihme sikirp ŋaiye kin si nambaꞌe.’ 
LUK.19.27	Miꞌe pe, kiŋ ŋana lenge na, ‘O lenge wachaih ŋam ŋaiye tinge jarnge ŋaiye ma murp miyeꞌ ondoh, kiŋ tinge pe, tinge yarp pa? Pa yi yambaꞌe lenge yenge yut pe, yongomb lenge ka yule juh embep ŋam.’ ”
LUK.19.28	Jisas ŋanange wusyep uku miꞌe pe, ki nal yerme yaŋah nal Jerusalem. 
LUK.19.29	Ŋupe ŋaiye kin si nat siheime moi hoi Betfage topoꞌe Betani ŋaiye sai siheime hwate malaih ŋaiye tinge jalme Hwate Olip pe, kin nember jetalah kin hoi yal pe, kin ŋana lenge hindi na, 
LUK.19.30	“Yi yoto moi ŋaiye sai nal luku pe, pa yetekeꞌe yuwor donki umbwahe ende ŋaiye tinge si yupwaiꞌe no, kin gan. Wor donki luku yukur somohon miyeꞌ ende narp ŋanah, pakai. Pe pa yesembele mwah yupwaihme pe, pa yenge yut. 
LUK.19.31	Ŋaiye miyeꞌ ende ka isilih yip tehei kin ŋaiye yip yesembele yowor iki pe, pa yinime kin na, ‘Lahmborenge ŋasande yowor eꞌe.’ ”
LUK.19.32	Pe jetalah Jisas hoi uku ya yoto moi uku pe, tinge yetekeꞌe ŋaiꞌe ŋaiꞌe lalme luku sai gande ŋaiye Jisas si ŋana lenge. 
LUK.19.33	Pe ŋupe ŋaiye tinge yesembele mwah yangaꞌme yuwor donki jan pe, miyeꞌ tehei wordonki luku nate ŋana lenge na, “Detaꞌe lai ti yip yesembele mwah yangaꞌme wordonki liki?” 
LUK.19.34	Tinge hindi yungwisme wusyep kin yanange na, “Lahmborenge ŋasande ŋaiye ka ambaꞌe.” 
LUK.19.35	Taꞌe luku pe, tinge yambaꞌe wordonki luku yenge yalme Jisas. Miꞌe pe, tinge yikil temhroŋ sokoloh ŋaiye tinge jah tas wicherꞌ ya yanah wordonki pe, tinge yungwisme Jisas nanah narp. 
LUK.19.36	Ŋupe ŋaiye kin nal yaŋah na el Jerusalem pe, lenge miyeꞌ tuweinge yirirme kin pe, tinge yangaraꞌ temhroŋ sokoloh tinge jah yanar ŋahwikin. 
LUK.19.37	Ŋupe ŋaiye kin na gere Hwate Olip no, sihei ŋaiye ka e oto Jerusalem pe, lenge jetalah kin wula wula hriphrip me Got, topoꞌe tinge tambah yirisukwarme kin ŋaiye tinge si yetekeꞌe mirakel embere embere ŋaiye Jisas si ŋende. 
LUK.19.38	Tinge yanange na,
LUK.19.38	“Poi mirisukwarme kiŋ ŋaiye kin natme naŋ tikin Lahmborenge.
LUK.19.38	Got Na Nah Moihlaꞌ ka pul poi ŋoihmbwaip ŋumwaiye otme poi,
LUK.19.38	lenge miyeꞌ tuweinge kin.”
LUK.19.39	Kom lenge Farisi syeꞌ ŋaiye jan yotop lenge wondoh embere luku yaname Jisas na, “Jetmam, indindirme lenge jetalah nin no, yukur ka yirisukwarme naŋ nin, na pakai.” 
LUK.19.40	Ta, Jisas nungwisme wusyep tinge na, “Ŋam mana yip, ŋaiye lenge jetalah ŋam yukur yirisukwarme ŋam pe, ŋeser eꞌe tinge se ka tambah yirisukwarme ŋam kili!”
LUK.19.41+LUK.19.42	Ŋupe ŋaiye Jisas si nat sihei pe, kin bep na etekeꞌe Jerusalem pe, ki ŋilil me moi uku ŋanange na, “O Jerusalem, ŋam masande ŋaiye tukwini yip pa sisyeme yaŋah ŋaiye pa yambaꞌe ŋoihmbwaip ŋumwaiye tikin Got no, ka ungwisme yip, kom ŋoihmbwaip yip teter bongol sekete. Taꞌe luku pe, yukur pa yetekeꞌe. 
LUK.19.43	Ŋup ende ka ot ŋaiye lenge wachaih yip ka tuhur jin yoyorꞌme yip tuꞌe ŋaiye lem pe, tinge ka gise yaŋah ŋaiye pa yi yoto tus moi uku. 
LUK.19.44	Tinge ka yuluwau lem, yokoh, ŋaiꞌe ŋaiꞌe tetehei lalme nato moi uku ka pupwa supule, topoꞌe ka yende yumbune lenge miyeꞌ tuweinge lalme. Yukur ka yusme ŋainde ka si, pakai. Detale, yip yukur yetekeꞌe sisyeme ŋup tikin Got si nember Miyeꞌ nungwisme kin ka ot ŋaiye ka ungwisme yip, pakai.”
LUK.19.45	Jisas nato yukoh yirise nal Jerusalem pe, kin ginyen lenge miyeꞌ tuweinge ŋaiye yende windau me ŋaiꞌe ŋaiꞌe taꞌe yowor topoꞌe ŋinjet ŋaiye ka yesekeh yende ofa me Got. 
LUK.19.46	Kin ŋana lenge na, “Wusyep sai nato Tup tikin Got ŋanange na, ‘Yukoh yirise ŋam ka yokoh tikin ŋaiye pa yirisukwarme ŋam, topoꞌe pa yininge wusyep topoꞌme ŋam.’ Kom yip si yimbilme yokoh uku taꞌe yokoh tase ŋaiye lenge miyeꞌ endei yarp yende wah tinge.” 
LUK.19.47	Ŋup ilyeh ilyeh pe, Jisas nalaŋatme ŋanange wusyep gan nato yukoh yirise. Taꞌe luku pe, lenge miyeꞌ ondoh lenge pris, topoꞌe lenge jetmam tikin wusyep erŋeme, topoꞌe lenge miyeꞌ mbep syeꞌ yahaiꞌe yaŋah ŋaiye ka yonombe kin ka ole. Kom pakai. 
LUK.19.48	Tinge jinjame ŋaiye ka yonombe kin tuꞌe la. Detale, lenge miyeꞌ tuweinge wula wula jan yonyorꞌme kin yasande wusyep ŋaiye kin ŋanange.
LUK.20.1+LUK.20.2	Ŋup ende pe, Jisas nalaŋatme wusyep bwore mise tikin Got nal lenge miyeꞌ tuweinge gan nato yukoh yirise. Pe lenge pris ondoh, lenge jetmam tikin wusyep erŋeme, topoꞌe lenge bwore bworenge titinge Juta yate yaname Jisas na, “Ini poi, lahmende nalaŋatme nin topoꞌe yale bongol luku ŋaiye nin de wah iki.” 
LUK.20.3+LUK.20.4	Pe Jisas nungwis lenge na, “Kom ŋam da misilih yip wusyep ende yer ti. Pa yini ŋam, ŋupe ŋaiye Jon gihyeꞌ lenge pinip pe, lahmende nalaŋatme kin, topoꞌe naŋaꞌe bongol uku ŋaiye kin de wah uku? Lenge miyeꞌ lakai Got?” 
LUK.20.5	Pe tinge skau skau yanange wusyep teketenge yale yat tititinge na, “Ya mininge tuꞌe la? Ŋaiye ya mininge nange bongol uku natme Got pe, kin se ka isilihme poi na, ‘Detaꞌe lai ti yukur yip yenerme wusyep Jon?’ 
LUK.20.6	Kom ŋaiye ya mininge nange bongol uku natme miyeꞌ pe, mitiŋ lalme se ka yiche ŋeser pumb poi. Detale, lenge miyeꞌ tuweinge ŋoihyeryembe nange Jon kin profet mise.” 
LUK.20.7	Taꞌe luku pe, tinge yungwisme wusyep Jisas na, “Poi jinjame bongol uku natme lahmende.” 
