GEN.1.1	IN die 
NUM.19.21	En dit moet vir hulle 'n ewige insetting wees. En die een wat die reinigingswater sprinkel, moet sy klere was; en die een wat aan die reinigingswater raak, sal tot die aand toe onrein wees.
NUM.19.22	Ja, 
NUM.20.1	EN toe die kinders van Israel, die hele vergadering, 
NUM.20.3	En die volk 
NUM.20.4	En 
NUM.20.5	En waarom het julle ons uit Egipte laat optrek om ons in hierdie slegte plek te bring? Dit is geen plek van graan of van vye of van wingerdstokke of van granate nie; ook is daar geen water om te drink nie.
NUM.20.6	Daarop gaan Moses en Aäron van die vergadering af weg na die ingang van die tent van samekoms, en 
NUM.20.7	En die 
NUM.20.9	Toe neem Moses die staf 
NUM.20.10	En Moses en Aäron het die vergadering voor die rots laat byeenkom, en hy het vir hulle gesê: 
NUM.20.11	Daarop tel Moses sy hand op en hy slaan die rots twee maal met sy staf; en 
NUM.20.12	Toe sê die 
NUM.20.18	Maar Edom antwoord hom: Jy sal deur my nie trek nie, anders sal ek jou met die swaard tegemoettrek.
NUM.20.19	Toe sê die kinders van Israel vir hom: Ons sal met die grootpad trek, en as ons van jou water drink, ek en my vee, 
NUM.20.20	Maar hy antwoord: Jy sal nie deurtrek nie. En Edom het uitgetrek hom tegemoet met baie manskappe en met 'n sterk hand.
NUM.20.21	So het Edom 
NUM.20.22	EN die kinders van Israel, die hele vergadering, het van 
NUM.20.23	En die 
NUM.20.24	Aäron 
NUM.20.25	Neem Aäron en sy seun Eleásar, en laat hulle op die berg Hor opklim;
NUM.20.26	en trek Aäron se klere uit en trek dit sy seun Eleásar aan; en Aäron sal daar 
NUM.20.27	Toe het Moses gedoen soos die 
NUM.20.29	En toe die hele vergadering sien dat Aäron gesterf het, het die hele huis van Israel Aäron beween 
NUM.21.1	TOE die Kanaäniet, 
NUM.21.3	En die 
NUM.21.4	Toe trek 
NUM.21.5	En die volk 
NUM.21.6	Toe stuur die 
NUM.21.8	Daarop sê die 
NUM.21.9	Toe het Moses 
NUM.21.10	En die kinders van Israel het weggetrek en 
NUM.21.11	DAARNA het hulle weggetrek van Obot af en 
NUM.21.12	Daarvandaan het hulle weggetrek en laer opgeslaan by 
NUM.21.13	Daarvandaan het hulle weggetrek en laer opgeslaan oorkant die Arnon wat in die woestyn is en uit die grondgebied van die Amoriete kom; want 
NUM.21.14	Daarom word gesê in die Boek van die Oorloë van die 
NUM.21.15	en die hang van die spruite wat na die streek van 
NUM.21.16	En daarvandaan 
NUM.21.19	en van Mattána na Naháliël; en van Naháliël na Bamot;
NUM.21.20	en van Bamot na die dal wat in die veld van Moab lê, by die top van Pisga, en oor die wildernis afkyk.
NUM.21.21	En 
NUM.21.24	Maar 
NUM.21.25	So het Israel dan al hierdie stede ingeneem, en Israel het gewoon in al die stede van die Amoriete, in Hesbon en in al sy onderhorige plekke.
NUM.21.26	Want Hesbon was die stad van Sihon, die koning van die Amoriete; hy het naamlik oorlog gevoer teen die vorige koning van die Moabiete en het dié se hele land tot by die Arnon uit sy hand geruk.
NUM.21.27	Daarom sê 
NUM.21.28	Want 
NUM.21.29	Wee jou, Moab! Jy is verlore, volk van 
NUM.21.30	Toe het ons hulle beskiet; verlore was Hesbon tot by 
NUM.21.31	So het Israel dan gewoon in die land van die Amoriete.
NUM.21.32	Daarna het Moses gestuur om 
NUM.21.33	Toe het hulle gedraai en in die rigting van Basan opgetrek. En Og, die koning van Basan, hy en al sy manskappe het hulle tegemoetgetrek na 
NUM.21.34	Daarop sê die 
NUM.21.35	En hulle het hom verslaan en sy seuns en sy hele volk, totdat daar niemand van hom oor was wat vrygeraak het nie; en hulle het sy land in besit geneem.
NUM.22.1	DAARNA het die kinders van Israel weggetrek en laer opgeslaan 
NUM.22.2	Toe Balak, die seun van Sippor, sien alles wat Israel die Amoriete aangedoen het,
NUM.22.3	het 
NUM.22.4	Toe sê Moab vir 
NUM.22.6	Kom dan tog nou, vervloek hierdie volk vir my, want hulle is magtiger as ek. Miskien sal ek onder hulle 'n slag kan slaan en hulle uit die land verdrywe. Want ek weet, die een wat jy seën, is geseënd; en die een wat jy vervloek, is vervloek.
NUM.22.7	Toe het die oudstes van Moab en die oudstes van Mídian gegaan met 
NUM.22.8	Daarop antwoord hy hulle: Bly vannag hier oor; dan sal ek julle berig bring soos die 
NUM.22.10	En Bíleam het God geantwoord: Balak, die seun van Sippor, die koning van Moab, laat my weet:
NUM.22.11	Kyk, daar het 'n volk uit Egipte getrek en hulle het die oppervlakte van die land oordek. Kom nou, vervloek hulle vir my; miskien sal ek hulle kan beveg en hulle verdrywe.
NUM.22.12	Toe sê God vir Bíleam: Jy mag nie saam met hulle trek nie, jy mag die volk nie vloek nie, want 
NUM.22.13	Toe staan Bíleam die môre op, en hy sê aan die vorste van Balak: Gaan na julle land, want die 
NUM.22.14	En die vorste van Moab het klaargemaak en by Balak gekom en gesê: Bíleam het geweier om saam met ons te gaan.
NUM.22.15	Daarop stuur Balak nog weer vorste wat meer en aansienliker was as die ander;
NUM.22.16	en hulle het by Bíleam gekom en aan hom gesê: So spreek Balak, die seun van Sippor: Laat jou tog nie terughou om na my te kom nie.
NUM.22.17	Want ek sal jou baie hoog vereer en alles wat jy my sê, sal ek doen; daarom kom tog, vervloek hierdie volk vir my.
NUM.22.18	Toe antwoord Bíleam en sê aan die dienaars van Balak: 
NUM.22.19	Nou dan, 
NUM.22.21	Toe maak Bíleam die môre klaar en saal 
NUM.22.22	Maar die toorn van God het ontvlam, omdat hy weggetrek het; en 
NUM.22.23	En die esel het die Engel van die 
NUM.22.24	Daarop gaan die Engel van die 
NUM.22.25	En toe die esel die Engel van die 
NUM.22.26	En die Engel van die 
NUM.22.27	Toe die esel die Engel van die 
NUM.22.28	Maar die 
NUM.22.29	Daarop antwoord Bíleam die esel: Omdat jy die spot met my drywe. Was daar net 'n swaard in my hand — dan het ek jou sekerlik doodgeslaan.
NUM.22.30	En die esel sê vir Bíleam: Is ek nie jou esel waar jy jou lewe lank op gery het tot vandag toe nie? Was dit ooit my gewoonte om so met jou te doen? En hy antwoord: Nee.
NUM.22.31	Toe 
NUM.22.32	En die Engel van die 
NUM.22.33	Maar die esel het My gesien en nou al drie maal voor My uitgedraai. As sy nie voor My uitgedraai het nie — dan het Ek jou alte seker gedood en haar laat lewe.
NUM.22.34	Toe antwoord Bíleam die Engel van die 
NUM.22.35	En die Engel van die 
NUM.22.36	Toe Balak hoor dat Bíleam kom, het hy uitgetrek hom tegemoet na Ir-Moab wat 
NUM.22.37	En Balak sê vir Bíleam: Het ek nie herhaaldelik na jou gestuur om jou te laat roep nie? Waarom het jy nie na my gekom nie? Is ek werklik nie in staat 
NUM.22.38	En Bíleam het Balak geantwoord: Hier het ek na jou gekom. Is ek nou wel in staat om iets te spreek? 
NUM.22.39	Bíleam het toe saam met Balak gegaan, en hulle het by Kirjat-Husot gekom.
NUM.22.40	En Balak het beeste en kleinvee geoffer en daarvan aan Bíleam gestuur en aan die vorste wat by hom was.
NUM.22.41	En in die môre het Balak Bíleam geneem en hom op die 
NUM.23.1	TOE sê Bíleam vir Balak: 
NUM.23.2	En Balak het gedoen soos Bíleam verlang het; en Balak en Bíleam 
NUM.23.3	Daarop sê Bíleam vir Balak: 
NUM.23.5	Toe 
NUM.23.6	En hy het na hom teruggegaan terwyl hy daar staan by sy brandoffer, hy en al die vorste van Moab.
NUM.23.7	En hy 
NUM.23.8	Hoe sal ek vloek wie Gód nie vloek nie? En hoe sal ek verwens vir wie die 
NUM.23.9	Want van die top van die rotse af sien ek hom, en van die heuwels af aanskou ek hom. Kyk, 
NUM.23.11	Toe sê Balak vir Bíleam: Wat het jy my aangedoen? Ek het jou laat haal 
NUM.23.12	En hy antwoord daarop dít: 
NUM.23.13	Daarop sê Balak vir hom: Kom tog saam met my na 'n ander plek vanwaar jy hom kan sien — net sy kant sal jy sien, maar heeltemal kan jy hom nie sien nie — en vervloek hom daarvandaan vir my.
NUM.23.14	En hy het hom saamgeneem na die Veld van die Wagte, op die top van Pisga, 
NUM.23.15	Toe sê hy vir Balak: Bly hier staan by jou brandoffer, en ek sal daar 
NUM.23.16	En die 
NUM.23.17	En hy het by hom gekom terwyl hy daar staan by sy brandoffer, en die vorste van Moab by hom. En Balak sê vir hom: Wat het die 
NUM.23.18	Toe hef hy sy spreuk aan en sê: Staan op, Balak, en hoor! Luister na my, seun van Sippor!
NUM.23.20	Kyk, ek het ontvang om te seën; en 
NUM.23.21	'n Mens aanskou geen ongeregtigheid in Jakob en sien geen onheil in Israel nie. Die 
NUM.23.23	Want daar is geen towery teen Jakob of 
NUM.23.24	Kyk, 'n volk wat opstaan 
NUM.23.25	Toe sê Balak vir Bíleam: Jy moet hulle glad nie vloek nie, en jy moet hulle glad nie seën nie.
NUM.23.26	Maar Bíleam antwoord en sê vir Balak: Het ek nie dit met jou gespreek nie: 
NUM.23.27	Verder sê Balak vir Bíleam: 
NUM.23.28	Toe neem Balak Bíleam saam na die top van 
NUM.23.29	Daarop sê Bíleam vir Balak: 
NUM.24.1	TOE Bíleam sien dat dit goed was in die oë van die 
NUM.24.2	Toe Bíleam sy oë opslaan en Israel sien soos hy volgens sy stamme in die laer staan, het 
NUM.24.3	En hy het sy spreuk aangehef en gesê: 
NUM.24.4	Die hoorder van die woorde van God spreek, hy wat die gesigte van die Almagtige sien, wat neerval en geopende oë het.
NUM.24.5	Hoe mooi is jou tente, o Jakob, jou wonings, o Israel!
NUM.24.6	Soos dale met waterlope wat hulle ver uitstrek, soos tuine by 'n rivier, 
NUM.24.7	Water vloei uit sy emmers, en sy saad is by baie waters. En laat sy koning hoër wees as 
NUM.24.8	God wat hom uit Egipte uitgelei het, is vir hom soos die horings van 'n buffel; hy sal 
NUM.24.10	Toe het Balak baie kwaad geword vir Bíleam en sy hande saamgeslaan, en Balak het aan Bíleam gesê: 
NUM.24.11	Trek dan nou gou na jou woonplek! 
NUM.24.12	Toe het Bíleam vir Balak gesê: Het ek nie alreeds met jou boodskappers wat jy na my gestuur het, gespreek en gesê nie:
NUM.24.14	En nou, kyk, ek gaan na my volk toe. Kom, 
NUM.24.18	Ook sal 
NUM.24.19	En laat daar een uit Jakob heers en die vrygeraaktes uit die stede vernietig.
NUM.24.20	Toe hy Ámalek sien, het hy sy spreuk aangehef en gesê: Ámalek is die eersteling van die heidene, maar sy einde is ondergang.
NUM.24.21	Toe hy 
NUM.24.22	Ewenwel sal Kain tot verwoesting wees. Hoe lank nog? Assur sal jou as gevangene wegvoer.
NUM.24.23	Verder het hy sy spreuk aangehef en gesê: Wee, wie sal lewe as God dít beskik?
NUM.24.24	En skepe kom van die kant van die 
NUM.24.25	Toe het Bíleam hom klaargemaak en weggetrek en 
NUM.25.1	TOE Israel in 
NUM.25.3	So 
NUM.25.4	Toe sê die 
NUM.25.5	Daarop het Moses aan 
NUM.25.6	En daar het 'n man gekom, een uit die kinders van Israel, en 'n Midianitiese vrou na sy volksgenote gebring, voor die oë van Moses en voor die oë van die hele vergadering van die kinders van Israel, terwyl hulle 
NUM.25.8	en agter die Israelitiese man aan gegaan in die tent en hulle twee deurboor, die Israelitiese man en die vrou, in haar onderlyf. Daarna het 
NUM.25.9	En 
NUM.25.10	Toe het die 
NUM.25.11	Pínehas, die seun van Eleásar, die seun van die priester Aäron, 
NUM.25.12	Daarom spreek: 
NUM.25.13	en dit sal vir hom en sy 
NUM.25.14	En die naam van die Israelitiese man wat verslaan is, wat saam met die Midianitiese vrou verslaan is, was Simri, die seun van Salu, owerste van 'n familie van die Simeoniete.
NUM.25.15	En die naam van die Midianitiese vrou wat verslaan is, was Kosbi, die dogter van 
NUM.25.16	Verder het die 
NUM.25.18	want hulle het julle as vyand behandel deur hulle 
NUM.26.1	EN ná die plaag het die 
NUM.26.3	En Moses en die priester Eleásar het hulle toegespreek 
NUM.26.6	van Hesron die geslag van die Hesroniete; van Karmi die geslag van die Karmiete.
NUM.26.7	Dit is die geslagte van die Rubeniete; en hulle geteldes was 
NUM.26.8	En die seuns van Pallu was: Elíab;
NUM.26.9	en die seuns van Elíab was: Némuel en Datan en Abíram. Dit is Datan en Abíram wat na die vergadering opgeroep was, wat 
NUM.26.11	Maar 
NUM.26.12	Die seuns van 
NUM.26.13	van Serag die geslag van die Sargiete; van Saul die geslag van die Sauliete.
NUM.26.14	Dit is die geslagte van die Simeoniete, twee-en-twintigduisend-tweehonderd.
NUM.26.15	Die seuns van 
NUM.26.16	van Osni die geslag van die Osniete; van Eri die geslag van die Eriete;
NUM.26.17	van Arod die geslag van die Arodiete; van Areëli die geslag van die Areëliete.
NUM.26.18	Dit is die geslagte van die seuns van Gad volgens hulle geteldes, veertigduisend-vyfhonderd.
NUM.26.20	En die seuns van Juda volgens hulle geslagte: van Sela die geslag van die Selaniete; van Peres die geslag van die Parsiete; van Serag die geslag van die Sargiete.
NUM.26.21	En die seuns van Peres: van Hesron die geslag van die Hesroniete; van Hamul die geslag van die Hamuliete.
NUM.26.22	Dit is die geslagte van Juda volgens hulle geteldes, ses-en-sewentigduisend-vyfhonderd.
NUM.26.24	van Jasub die geslag van die Jasubiete; van Simron die geslag van die Simroniete.
NUM.26.25	Dit is die geslagte van Íssaskar volgens hulle geteldes, vier-en-sestigduisend-driehonderd.
NUM.26.27	Dit is die geslagte van die Sebuloniete volgens hulle geteldes, sestigduisend-vyfhonderd.
NUM.26.29	Die seuns van Manasse: van Magir die geslag van die Magiriete. En Magir was die vader van Gílead; van Gílead die geslag van die Gileadiete.
NUM.26.30	Dit is die seuns van Gílead: 
NUM.26.31	en 
NUM.26.32	en 
NUM.26.33	Maar Selófhad, die seun van Hefer, het geen seuns gehad nie, maar net dogters. En die name van die dogters van Selófhad was: Magla en Noa, Hogla, Milka en Tirsa.
NUM.26.34	Dit is die geslagte van Manasse; en hulle geteldes was twee-en-vyftigduisend-sewehonderd.
NUM.26.35	Dit is die seuns van Efraim volgens hulle geslagte: van Sutélag die geslag van die Sutalgiete; van Beger die geslag van die Bagriete; van Tahan die geslag van die Tahaniete.
NUM.26.36	En dit is die seuns van Sutélag: van Eran die geslag van die Eraniete.
NUM.26.37	Dit is die geslagte van die seuns van Efraim volgens hulle geteldes, twee-en-dertigduisend-vyfhonderd. Dit is die seuns van Josef volgens hulle geslagte.
NUM.26.39	van Sefúfam die geslag van die Sufamiete; van Hufam die geslag van die Hufamiete.
NUM.26.40	En die seuns van Bela was: Ard en Naäman; 
NUM.26.41	Dit is die seuns van Benjamin volgens hulle geslagte; en hulle geteldes was vyf-en-veertigduisend-seshonderd.
NUM.26.43	Al die geslagte van die Suhamiete volgens hulle geteldes was vier-en-sestigduisend-vierhonderd.
NUM.26.45	van die seuns van Bería: van Heber die geslag van die Hebriete; van Málkiël die geslag van die Malkiëliete.
NUM.26.46	En die naam van die dogter van Aser was Serag.
NUM.26.47	Dit is die geslagte van die seuns van Aser volgens hulle geteldes, drie-en-vyftigduisend-vierhonderd.
NUM.26.49	van Jeser die geslag van die Jisriete; van Sillem die geslag van die Sillemiete.
NUM.26.50	Dit is die geslagte van Náftali volgens hulle geslagte; en hulle geteldes was vyf-en-veertigduisend-vierhonderd.
NUM.26.51	Dit is die geteldes van die kinders van Israel: seshonderd-en-eenduisend-sewehonderd-en-dertig.
NUM.26.52	En die 
NUM.26.54	Vir die wat baie is, moet jy hulle erfdeel groot maak; en vir die wat min is, moet jy hulle erfdeel klein maak; aan elke 
NUM.26.55	Nogtans moet die land 
NUM.26.56	Volgens die lot moet hulle erfenis verdeel word tussen die wat baie en die wat min is.
NUM.26.58	Dit is die geslagte van Levi: die geslag van die Libniete, die geslag van die Hebroniete, die geslag van die Magliete, die geslag van die Musiete, die geslag van die Koragiete. En Kehat was die vader van Amram.
NUM.26.59	En die naam van Amram se vrou was 
NUM.26.61	En 
NUM.26.62	En hulle geteldes was drie-en-twintigduisend, almal wat manlik was van 'n maand oud en daarbo. Want hulle is nie getel onder die kinders van Israel nie, omdat aan hulle geen erfdeel onder die kinders van Israel gegee is nie.
NUM.26.63	Dit is hulle wat deur Moses en die priester Eleásar getel is, wat die kinders van Israel in die vlaktes van Moab getel het, by die Jordaan van Jérigo.
NUM.26.65	Want die 
NUM.27.1	DAARNA het nader gekom die dogters van 
NUM.27.2	en hulle het gaan staan voor Moses en die priester Eleásar en voor die owerstes en die hele vergadering, by die ingang van die tent van samekoms, en gesê:
NUM.27.3	Ons vader 
NUM.27.4	Waarom sou die naam van ons vader uit sy geslag weggeneem word, omdat hy geen seun gehad het nie? 
NUM.27.5	Toe 
NUM.27.6	En die 
NUM.27.7	Die dogters van Selófhad praat reg. 
NUM.27.8	En met die kinders van Israel moet jy spreek en sê: As iemand sterwe en geen seun het nie, moet julle sy erfdeel op sy dogter laat oorgaan.
NUM.27.9	En as hy geen dogter het nie, moet julle sy erfdeel aan sy broers gee.
NUM.27.10	En as hy geen broers het nie, moet julle sy erfdeel aan die broers van sy vader gee.
NUM.27.11	En as sy vader geen broers het nie, moet julle sy erfdeel aan sy 
NUM.27.12	DAARNA het die 
NUM.27.13	En as jy dit gesien het, 
NUM.27.14	omdat julle in die woestyn Sin, toe die vergadering getwis het, 
NUM.27.15	Toe het Moses met die 
NUM.27.16	Laat die 
NUM.27.18	Toe sê die 
NUM.27.19	en stel hom voor die priester Eleásar en voor die hele vergadering, en 
NUM.27.20	en lê op hom van jou hoogheid, sodat die hele vergadering van die kinders van Israel 
NUM.27.21	En hy moet voor die priester Eleásar staan, dat dié 
NUM.27.22	En Moses het gedoen soos die 
NUM.27.23	en hy het hom die hande opgelê en hom 'n opdrag gegee soos die 
NUM.28.1	VERDER het die 
NUM.28.2	Gee bevel aan die kinders van Israel en sê vir hulle: Julle moet daarvoor sorg om my offer, 
NUM.28.3	En jy moet vir hulle sê: 
NUM.28.4	Die een lam moet jy in die môre berei, en die ander lam moet jy teen die aand berei;
NUM.28.5	met 
NUM.28.6	Dit is 
NUM.28.7	En die drankoffer wat daarby behoort, moet wees 'n kwart-hin vir elke lam. 
NUM.28.8	En die ander lam moet jy teen die aand berei; met dieselfde spysoffer as in die môre en met die drankoffer wat daarby behoort, moet jy dit berei — 'n vuuroffer van lieflike geur aan die 
