GEN.1.1	Na počiatku stvoril Boh nebo a zem.
1SA.15.26	Samuel však odvetil Šaulovi: „Nevrátim sa s tebou. Zavrhol si Hospodinovo slovo a Hospodin zavrhol teba, aby si nebol kráľom nad Izraelom.“
1SA.15.27	Keď sa Samuel chystal odísť, Šaul ho chytil za okraj plášťa a ten sa odtrhol.
1SA.15.28	Samuel mu povedal: „Takto dnes Hospodin odtrhol Izraelské kráľovstvo od teba a dáva ho tvojmu blížnemu, lepšiemu než si ty.
1SA.15.29	On, Sláva Izraela, predsa neklame a neľutuje. On nie je človek, aby ľutoval.“
1SA.15.30	Šaul povedal: „Zhrešil som. Teraz mi však preukáž úctu pred staršími môjho ľudu a pred Izraelom. Vráť sa so mnou, aby som sa šiel klaňať Hospodinovi, tvojmu Bohu.“ 
1SA.15.31	Samuel sa vrátil, sprevádzal Šaula a ten sa klaňal Hospodinovi.
1SA.15.32	Samuel prikázal: „Priveďte mi kráľa Amalékov Agaga.“ Ten prišiel pokojne, pomyslel si totiž: „Určite mi nehrozí nebezpečenstvo trpkej smrti.“ 
1SA.15.33	Samuel však povedal: „Ako tvoj meč pripravoval ženy o ich deti, tak sa medzi ženami aj tvoja matka stane bezdetnou.“ Nato Samuel rozsekal Agaga pred Hospodinom v Gilgále.
1SA.15.34	Potom Samuel odišiel do Rámy a Šaul sa odobral domov do Gibey. 
1SA.15.35	Samuel až do dňa svojej smrti Šaula už neuvidel, no žialil za ním. Hospodin ľutoval, že ho urobil kráľom nad Izraelom.
1SA.16.1	Hospodin povedal Samuelovi: „Dokedy budeš smútiť za Šaulom? Ja som ho zbavil vlády nad Izraelom. Naplň si roh olejom a choď. Posielam ťa k Izajovi z Betlehema, lebo medzi jeho synmi som si vyhliadol kráľa.“
1SA.16.2	Samuel sa však vyhováral: „Ako by som ta mohol ísť? Dozvie sa to Šaul a zabije ma.“ Hospodin povedal: „Vezmi si so sebou jalovicu a vyhovoríš sa: ‚Prišiel som obetovať Hospodinovi.‘ 
1SA.16.3	K obete prizveš aj Izaja. Dám ti vedieť, čo máš robiť. Za kráľa pomažeš toho, o ktorom ti poviem.“ 
1SA.16.4	Samuel urobil, ako mu prikázal Hospodin. Keď prišiel do Betlehema, starší mesta mu vyľakaní vyšli v ústrety s otázkou: „Znamená tvoj príchod niečo dobré?“
1SA.16.5	Odvetil: „Všetko je v poriadku. Prinášam obetu Hospodinovi. Posväťte sa a poďte so mnou k obete s hostinou.“ Potom posvätil Izaja i jeho synov a pozval ich k obete s hostinou.
1SA.16.6	Keď ta prišli a Samuel uzrel Eliába, pomyslel si: „Pred Hospodinom stojí iste jeho pomazaný.“
1SA.16.7	Hospodin však povedal Samuelovi: „Nehľaď na jeho zovňajšok a vysokú postavu. To nie je ten pravý. Ja neposudzujem tak ako človek. Ten si všíma zovňajšok, Hospodin si však všíma srdce.“
1SA.16.8	Potom zavolal Izaj Abinadába a predstavil ho Samuelovi. Ten však povedal: „Ani toho si Hospodin nezvolil.“
1SA.16.9	Ďalej predstavil Izaj Šammu. Dostal odpoveď: „Ani toho si Hospodin nezvolil.“ 
1SA.16.10	Tak predstavil Izaj Samuelovi sedem svojich synov. Samuel však povedal Izajovi: „Z nich si Hospodin nevyvolil ani jedného.“ 
1SA.16.11	Samuel sa spýtal Izaja: „Sú to už všetci tvoji chlapci?“ Odpovedal: „Chýba ešte najmladší, ale ten pasie ovce.“ Samuel nato povedal Izajovi: „Pošli poňho a priveď ho, lebo skôr si nesadneme, kým sem nepríde.“
1SA.16.12	Poslal teda poňho. Bol ryšavý, mal bystré oči a pekný vzhľad. Hospodin povedal: „To je on, môžeš ho pomazať za kráľa.“
1SA.16.13	Samuel vzal roh s olejom a pomazal ho v prítomnosti jeho bratov. Počnúc týmto dňom spočíval na Dávidovi Hospodinov duch. Samuel potom vstal a odišiel do Rámy.
1SA.16.14	Hospodinov duch sa odvrátil od Šaula a začal ho desiť zlý duch, ktorého poslal Hospodin.
1SA.16.15	Vtedy mu vraveli jeho služobníci: „Vidno, že ťa trápi zlý duch od Boha. 
1SA.16.16	Nech náš pán dá príkaz svojim služobníkom, čo ťa obsluhujú, aby vyhľadali niekoho, čo ovláda hru na citare. Ak by ťa niekedy prepadol zlý duch od Boha, zahrá ti na nej a uľaví sa ti.“
1SA.16.17	Šaul povedal svojim služobníkom: „Obzrite sa mi po nejakom dobrom hudobníkovi a priveďte mi ho!“ 
1SA.16.18	Jeden z mládencov odpovedal: „Videl som ktoréhosi syna Betlehemčana Izaja; ten vie hrať. Je to udatný bojovník, rozvážny v reči, urastený a Hospodin je s ním.“
1SA.16.19	Šaul odkázal po posloch Izajovi: „Pošli mi svojho syna Dávida, ktorý je pri ovciach.“ 
1SA.16.20	Izaj vzal osla, naložil naňho chlieb, mech vína, jedno kozliatko a poslal to Šaulovi po svojom synovi Dávidovi.
1SA.16.21	Dávid prišiel k Šaulovi a vstúpil do jeho služieb. Šaul si ho veľmi obľúbil a tak sa stal jeho zbrojnošom.
1SA.16.22	Potom odkázal Šaul Izajovi: „Nech Dávid zostane u mňa, lebo si získal moju priazeň.“ 
1SA.16.23	Vždy, keď Šaula prepadol zlý duch od Boha, vzal si Dávid citaru a hral na nej. Šaulovi sa uľavilo, cítil sa lepšie a zlý duch ho opustil.
1SA.17.1	Filištínci si zhromaždili vojská do boja a sústredili ich v judskom Sochu. Utáborili sa v Efes-Dammíme, medzi Sochom a Azekou.
1SA.17.2	Šaul a izraelskí muži sa zhromaždili, utáborili sa v údolí Ela a zoradili sa do boja proti Filištíncom. 
1SA.17.3	Filištínci zaujali postavenie na svahu jedného vrchu, Izraeliti na protiľahlom svahu druhého vrchu; medzi nimi bolo údolie. 
1SA.17.4	Z filištínskych radov vystupoval popredný bojovník z Gatu menom Goliáš, vysoký šesť lakťov a jednu piaď.
1SA.17.5	Na hlave mal bronzovú prilbu a oblečený bol do šupinatého panciera z bronzu, ktorý vážil päťtisíc šeklov. 
1SA.17.6	Na nohách mal bronzové holene a na pleciach bronzový oštep. 
1SA.17.7	Násada jeho kopije bola hrubá ako tkáčsky návoj a čepeľ jeho železnej kopije vážil šesťsto šeklov. Pred ním kráčal nosič jeho štítu.
1SA.17.8	Goliáš vystúpil a pokrikoval na izraelské bojové útvary: „Načo ste vyšli a zoradili sa do boja? Som predsa Filištínec a vy len Šaulovi sluhovia. Vyberte si niekoho, čo by zišiel ku mne. 
1SA.17.9	Ak v boji zvíťazí a zabije ma, budeme vašimi sluhami. No ak zvíťazím ja a zabijem ho, vy sa stanete našimi poddanými a budete nám slúžiť.“ 
1SA.17.10	Filištínec pokračoval: „Dnes som potupil bojové rady Izraela. Pošlite mi niekoho na súboj.“
1SA.17.11	Keď Šaul a celý Izrael tieto slová Filištínca počúvali, zdesili sa a veľmi sa báli.
1SA.17.12	Dávid bol synom toho Efraťana z judského Betlehema, ktorý sa volal Izaj a mal osem synov. Za čias Šaula bol už starý na to, aby šiel s mužmi do boja.
1SA.17.13	Traja najstarší Izajovi synovia odišli so Šaulom do vojny. Prvorodený sa volal Eliáb, druhý Abinadáb a tretí Šamma.
1SA.17.14	Dávid bol najmladší. Traja najstarší odišli teda so Šaulom. 
1SA.17.15	Dávid chodil k Šaulovi a zase sa vracal pásť otcovo stádo v Betleheme.
1SA.17.16	Štyridsať dní včasráno i večer predstupoval ten Filištínec a vystatoval sa.
1SA.17.17	Raz povedal Izaj svojmu synovi Dávidovi: „Vezmi svojim bratom efu praženého zrna a týchto desať chlebov a bež s tým k bratom do tábora. 
1SA.17.18	Týchto desať hrudiek syra zanes veliteľovi tisíciny. Navštív svojich bratov a vyrovnaj ich záloh.
1SA.17.19	Šli so Šaulom a všetkými izraelskými mužmi bojovať v údolí Ela proti Filištíncom.“ 
1SA.17.20	Dávid včasráno vstal, ovce zveril strážcovi, prichystal sa a odišiel, ako mu prikázal Izaj. Do táboriska prišiel práve vtedy, keď sa vojsko zoraďovalo do boja a vydávalo vojnový pokrik. 
1SA.17.21	Izrael i Filištínci sa rozostavili do boja proti sebe. 
1SA.17.22	Dávid dal svoj výstroj do opatery strážcovi a rýchlo sa zaradil. Keď ta prišiel, pýtal sa bratov, ako sa majú. 
1SA.17.23	Kým sa s nimi zhováral, predstúpil z radu Filištíncov ich popredný bojovník Goliáš z Gatu a opakoval tie isté slová. Dávid to počul.
1SA.17.24	Keď všetci izraelskí muži uvideli toho muža, dali sa pred ním na útek a veľmi sa báli. 
1SA.17.25	Nejaký Izraelita povedal: „Videli ste toho muža, čo vystupuje hore? Robí to preto, aby hanobil Izrael. Kráľ bohato odmení toho, kto ho zabije, dá mu svoju dcéru a jeho rodinu v Izraeli oslobodí od daní.“
1SA.17.26	Dávid sa spýtal mužov, ktorí pri ňom stáli: „Čo dostane ten, čo zabije toho Filištínca a sníme potupu z Izraela? Veď kto je tento filištínsky neobrezanec, aby hanobil bojové šíky živého Boha?“ 
1SA.17.27	Ľud mu podobne odpovedal: „To a to dostane muž, ktorý ho zabije.“ 
1SA.17.28	Keď jeho najstarší brat Eliáb počul, ako sa zhovára s tými mužmi, rozhneval sa na Dávida a povedal: „Načo si sem prišiel? Komu si zveril tých zopár oviec na púšti? Poznám tvoju namyslenosť a zlobu srdca. Prišiel si, aby si mohol sledovať boj.“
1SA.17.29	Dávid odvetil: „Čo som vlastne urobil? Veď som sa len pýtal.“ 
1SA.17.30	Nato sa od neho odvrátil a rovnako sa spýtal iného. Ľud mu odpovedal takisto ako prvý raz. 
1SA.17.31	Dávidove slová vzbudili pozornosť; zopakovali ich pred Šaulom a ten si ho dal predviesť.
1SA.17.32	Dávid povedal Šaulovi: „Pre neho nech nikto nestráca odvahu. Tvoj služobník pôjde bojovať proti tomu Filištíncovi.“
1SA.17.33	Šaul odrádzal Dávida: „Nemôžeš ísť k tomu Filištíncovi a bojovať proti nemu. Si ešte len chlapec a on vojenčí od mladi.“
1SA.17.34	Dávid povedal Šaulovi: „Tvoj služobník pásaval otcovi stádo. Niekedy prišiel lev či medveď a odvliekol zo stáda ovcu;
1SA.17.35	prenasledoval som ho, bil som ho a vytrhol som mu ju z tlamy. Keď sa mi postavil na odpor, chopil som ho za čeľusť a bil som ho, kým som ho nezabil. 
1SA.17.36	Tvoj služobník zabil už leva i medveďa. Tento filištínsky neobrezanec dopadne podobne, lebo hanobil bojové šíky živého Boha.“ 
1SA.17.37	Dávid pokračoval: „Hospodin, ktorý ma vytrhol z pazúrov leva a medveďa, vytrhne ma aj z ruky tohto Filištínca.“ Nato Šaul povedal Dávidovi: „Choď a Hospodin nech je s tebou!“ 
1SA.17.38	Šaul obliekol Dávida do svojho bojového odevu. Na hlavu mu nasadil bronzovú prilbu a navliekol mu pancier. 
1SA.17.39	Dávid si prepásal odev jeho mečom a skúšal v tom chodiť, no nešlo mu to. Preto povedal Šaulovi: „Neviem sa v tom pohybovať, nie som na to zvyknutý;“ a zložil to zo seba. 
1SA.17.40	Vzal si palicu, vybral si päť hladkých kamienkov z potoka a vložil ich do svojej pastierskej torby, ktorá mu slúžila na úschovu praku. S prakom v ruke postupoval k Filištíncovi.
1SA.17.41	Filištínec sa pomaly približoval k Dávidovi a pred ním šiel nosič jeho štítu. 
1SA.17.42	Keď sa Filištínec lepšie pozrel a uvidel Dávida, pohrdol ním, lebo bol ešte mladý, ryšavý a pekného vzhľadu.
1SA.17.43	Filištínec povedal Dávidovi: „Vari som pes, že ideš proti mne s palicami?“ Nato preklínal Dávida v mene svojich bohov.
1SA.17.44	Filištínec sa Dávidovi vyhrážal: „Poď ku mne, nech tvojím telom nakŕmim nebeské vtáctvo a poľnú zver.“
1SA.17.45	Dávid odvetil Filištíncovi: „Ideš proti mne s mečom, kopijou a oštepom, ja však idem proti tebe v mene Hospodina zástupov, Boha bojových šíkov Izraela, ktorého si hanobil.
1SA.17.46	Dnes ťa vydá Hospodin do mojej moci, zabijem ťa a zotnem ti hlavu. Dnes nakŕmim mŕtvolami filištínskeho vojska nebeské vtáctvo a divú zver. Tak celá zem spozná, že Izrael má Boha.
1SA.17.47	Celé toto zhromaždenie spozná, že Hospodin nepotrebuje k víťazstvu meč ani kopiju, lebo toto je boj Hospodina, ktorý vás vydá nám do rúk.“
1SA.17.48	Len čo sa Filištínec dostal celkom blízko Dávida, ten nemeškal, ale vybehol z bojového radu proti Filištíncovi. 
1SA.17.49	Dávid siahol do torby, vyňal z nej jeden kameň a prakom zasiahol Filištínca do čela. Kameň mu prerazil čelo a on padol tvárou na zem.
1SA.17.50	Tak Dávid pomocou praku a kameňa, bez použitia meča porazil a zabil toho Filištínca.
1SA.17.51	Potom Dávid pribehol, postavil sa nad Filištínca, chytil jeho meč, vytiahol mu ho z pošvy, zabil ho a odťal mu hlavu. Keď Filištínci videli, že ich hrdina padol, zutekali.
1SA.17.52	Muži Izraela a Júdu sa vzchopili a s bojovým krikom prenasledovali Filištíncov až po Gat a po brány Ekrónu. Pobití Filištínci ležali na ceste do Šaarajimu až po Gat a až po Ekrón.
1SA.17.53	Keď Izraeliti prestali prenasledovať Filištíncov, vyplienili im tábor. 
1SA.17.54	Dávid vzal hlavu Filištínca, doniesol ju do Jeruzalema a jeho výzbroj si uložil do stanu.
1SA.17.55	Keď Šaul videl Dávida vychádzať proti tomu Filištíncovi, spýtal sa veliteľa vojska Abnéra: „Abnér, kto je otcom tohto mládenca?“ Abnér odpovedal: „Kráľ môj, naozaj neviem.“ 
1SA.17.56	Kráľ povedal: „Zisti, kto je jeho otec.“ 
1SA.17.57	Keď sa Dávid vracal po víťazstve nad Filištíncom, Abnér sa ho ujal a priviedol pred Šaula. Hlavu Filištínca mal v ruke.
1SA.17.58	Šaul sa ho spýtal: „Mladý muž, kto je tvoj otec?“ Dávid odpovedal: „Som syn tvojho služobníka Izaja z Betlehema.“
1SA.18.1	Keď Dávid skončil rozhovor so Šaulom, Jonatán prilipol celou dušou k Dávidovi. Jonatán ho miloval ako samého seba.
1SA.18.2	V ten deň si ho vzal Šaul k sebe a znemožnil mu návrat k rodine.
1SA.18.3	Jonatán uzavrel s Dávidom zmluvu, pretože ho miloval ako samého seba.
1SA.18.4	Jonatán vyzliekol zo seba plášť a dal ho Dávidovi, podobne i svoj výstroj: meč, luk a opasok. 
1SA.18.5	Všade na svojich výpravách, kam ho vysielal Šaul, mal Dávid úspech. Preto ho Šaul postavil na čelo svojich bojovníkov. To sa páčilo všetkému ľudu i Šaulovým služobníkom.
1SA.18.6	Pri ich návrate, keď sa po víťazstve nad Filištíncom Dávid vracal, vyšli ženy zo všetkých izraelských miest za spevu a tancov oproti kráľovi Šaulovi s bubnami, s radostným spevom a hrou na hudobných nástrojoch.
1SA.18.7	Ženy pri tanci spievali:
1SA.18.7	„Šaul porazil svoje tisíce,
1SA.18.7	Dávid však svoje desaťtisíce!“
1SA.18.8	Šaul sa preto veľmi rozhneval. Tento popevok sa mu vôbec nepáčil. Povedal si: „Dávidovi prisúdili desaťtisíce a mne len tisíce. Už mu len kráľovstvo chýba!“ 
1SA.18.9	Od tohto dňa Šaul stále zazeral na Dávida.
1SA.18.10	Na druhý deň prepadol Šaula zlý duch od Boha, takže vystrájal vo svojom dome. Dávid ako obvykle hral na citare a Šaul držal kopiju.
1SA.18.11	Šaul si povedal: „Pribodnem Dávida k stene;“ a hodil kopiju. Dávid sa však dva razy uhol.
1SA.18.12	Šaul dostal z Dávida strach. S Dávidom bol totiž Hospodin, zatiaľ čo od Šaula sa odvrátil. 
1SA.18.13	Preto ho Šaul odstránil zo svojho kruhu a ustanovil ho za tisícnika. Vychádzal teda a vracal sa na čele ľudu.
1SA.18.14	Na všetkých výpravách sa Dávidovi darilo a Hospodin bol s ním.
1SA.18.15	Keď Šaul videl, že Dávid dosiahol veľký úspech, bál sa ho. 
1SA.18.16	Všetci Izraeliti a Júdovci mali Dávida radi, lebo im bol vodcom pri výpravách a návratoch.
1SA.18.17	Šaul povedal Dávidovi: „Tu je moja najstaršia dcéra Merab. Dám ti ju za ženu, len mi statočne slúž a veď Hospodinove boje.“ Pritom si však myslel: „Nech nepadne mojou rukou, ale rukou Filištíncov.“ 
1SA.18.18	Dávid odpovedal Šaulovi: „Kto som ja a čo je môj rod, rodina môjho otca v Izraeli, aby som sa mohol stať kráľovým zaťom?“
1SA.18.19	No keď už mali vydať Šaulovu dcéru Merab za Dávida, dali ju za ženu Adrielovi z Mecholy.
1SA.18.20	Do Dávida sa zamilovala Šaulova dcéra Michal. Keď to oznámili Šaulovi, súhlasil s tým. 
1SA.18.21	Povedal si totiž: „Vydám ju zaňho, aspoň mu bude osídlom a zasiahne ho ruka Filištíncov.“ Šaul zopakoval Dávidovi ponuku: „Dnes máš možnosť stať sa mojím zaťom.“ 
1SA.18.22	Šaul prikázal svojim služobníkom: „Prehovorte nenápadne Dávida: ‚Kráľ si ťa iste obľúbil a všetci jeho služobníci ťa majú radi. Mal by si sa stať kráľovým zaťom.‘“
1SA.18.23	Keď to Šaulovi služobníci predniesli Dávidovi, ten namietal: „Myslíte si, že sa len tak možno stať kráľovým zaťom? Veď som len chudobný a bezvýznamný človek.“ 
1SA.18.24	Služobníci oznámili Šaulovi všetko, čo povedal Dávid. 
1SA.18.25	Šaul poznamenal: „Odkážte Dávidovi, že kráľ od neho nežiada veno, ale sto predkožiek Filištíncov, aby sa tak pomstil na svojich nepriateľoch.“ Šaul sa nazdával, že prostredníctvom Filištíncov zasiahne Dávida.
1SA.18.26	Jeho služobníci podali o tom Dávidovi správu. Dávid uvítal návrh, ako sa stať kráľovým zaťom. Ešte pred uplynutím stanoveného času 
1SA.18.27	sa Dávid so svojím mužstvom vydal na cestu. Medzi Filištíncami pobil dvesto mužov a ich predkožky v požadovanom počte predložil kráľovi, aby sa tak mohol stať jeho zaťom. Šaul mu dal svoju dcéru Michal za ženu.
1SA.18.28	Šaul sa presvedčil, že Hospodin je s Dávidom a že jeho dcéra Michal Dávida miluje. 
1SA.18.29	Šaul sa preto ešte viac bál Dávida a stal sa mu natrvalo nepriateľom.
1SA.18.30	Filištínski velitelia naďalej podnikali bojové výpravy. Keď však vyrazili, Dávid bol úspešnejší než ostatní Šaulovi služobníci. Tým sa Dávidovo meno veľmi preslávilo.
1SA.19.1	Šaul oznámil synovi Jonatánovi a všetkým svojim služobníkom, že hodlá zabiť Dávida. Šaulov syn Jonatán si však Dávida veľmi obľúbil,
1SA.19.2	preto ho varoval: „Môj otec Šaul ťa chce zabiť. Maj sa teda ráno na pozore. Zostaň v úkryte. 
1SA.19.3	Ja vyjdem na pole, kde budeš skrytý a postavím sa vedľa môjho otca. Budem sa s ním zhovárať o tebe. Ak niečo zistím, dám ti to vedieť.“
1SA.19.4	Jonatán sa pred svojím otcom Šaulom zastával Dávida a hovoril: „Nech sa kráľ nedopustí hriechu na svojom služobníkovi Dávidovi, veď ani on sa proti tebe neprehrešil, naopak, urobil ti veľmi užitočnú službu.
1SA.19.5	S nasadením vlastného života zabil Filištínca a tak dopomohol Hospodin celému Izraelu k veľkému víťazstvu. Sám si to videl a radoval si sa. Prečo by si sa mal prehrešiť vraždou nevinného a bezdôvodne zabiť Dávida?“
1SA.19.6	Šaul sa podvolil Jonatánovi a prisahal: „Akože žije Hospodin, Dávida neslobodno zabiť.“
1SA.19.7	Jonatán si zavolal Dávida a oboznámil ho s celým rozhovorom. Potom ho priviedol k Šaulovi a Dávid mu slúžil ako predtým.
1SA.19.8	Keď znovu vypukla vojna, Dávid nastúpil do boja proti Filištíncom a pripravil im ťažkú porážku, takže sa pred ním dali na útek. 
1SA.19.9	Šaula však znova prepadol zlý duch od Hospodina. Ako tak sedel vo svojom dome s kopijou v ruke, Dávid hral na citare.
