GEN.1.1	Na počiatku stvoril Boh nebo a zem.
1SA.17.56	Kráľ povedal: Opýtaj sa, čí je ten mladík!
1SA.17.57	Keď sa Dávid po zabití Filištínca vracal, Abnér ho vzal a priviedol pred Saula. Hlavu Filištínca držal vo svojej ruke.
1SA.17.58	Saul sa ho opýtal: Čí si ty syn, chlapče? Dávid odpovedal: Som synom tvojho služobníka Izaja Betlehemského.
1SA.18.1	Keď Dávid dohovoril so Saulom, duša Jonatánova sa spojila s dušou Dávidovou. Jonatán si ho zamiloval ako seba samého.
1SA.18.2	Saul ho toho dňa prijal k sebe a nedovolil mu vrátiť sa do otcovho domu.
1SA.18.3	Jonatán uzavrel s Dávidom zmluvu, lebo si ho zamiloval ako seba samého.
1SA.18.4	Jonatán vyzliekol plášť, ktorý mal na sebe, dal ho Dávidovi, ako i svoje rúcho a meč, i svoj luk a opasok.
1SA.18.5	Dávid tiahol všade, kam ho Saul posielal, a pritom si počínal rozumne, takže Saul ho postavil na čelo bojovníkov. To sa zapáčilo celému ľudu i Saulovým služobníkom.
1SA.18.6	Pri ich príchode, keď sa Dávid vracal po zabití Filištínca, vyšli ženy zo všetkých izraelských miest, spievali, tancovali a výskali pred kráľom Saulom pri zvuku bubnov a cimbalov.
1SA.18.7	Ženy si veselo pospevovali:
1SA.18.7	Porazil Saul svojich tisíc
1SA.18.7	a Dávid svojich desaťtisíc.
1SA.18.8	Nato sa Saul veľmi rozhneval, lebo sa mu tá reč nepáčila, a povedal: Dávidovi dali desaťtisíc, a mne len tisíc, už mu nič nechýba, len samé kráľovstvo.
1SA.18.9	Preto od toho dňa hľadel Saul krivým okom na Dávida.
1SA.18.10	"Na nasledujúci deň prišiel na Saula zlý duch od Hospodina, takže zúril vo svojom dome; Dávid však hral ako každý deň. A Saul mal v ruke kopiju."
1SA.18.11	Vtom Saul hodil kopiju a povedal si: Pribodnem Dávida ku stene. Ale Dávid sa mu dvakrát uhol.
1SA.18.12	Saul dostal strach z Dávida, pretože Hospodin bol s ním, ale od Saula odstúpil.
1SA.18.13	Preto ho Saul odstránil od seba a ustanovil ho za tisícnika. I vychádzal a vchádzal na čele ľudu.
1SA.18.14	Dávid si na všetkých svojich cestách počínal múdro a Hospodin bol s ním.
1SA.18.15	Keď Saul videl, že si veľmi múdro počína, bál sa ho.
1SA.18.16	Ale celý Izrael i Júda miloval Dávida, lebo on vychádzal a prichádzal na jeho čele.
1SA.18.17	Saul povedal Dávidovi: Hľa, svoju najstaršiu dcéru Mérab ti dám za manželku, len buď udatný a bojuj boje Hospodinove. Pritom si však Saul sám pomyslel: Nech moja ruka nesiahne na neho, ale nech siahne po ňom ruka Filištíncov.
1SA.18.18	Dávid povedal Saulovi: Kto som ja a čo je môj rod, čeľaď môjho otca v Izraeli, aby som sa stal kráľovým zaťom?
1SA.18.19	V tom čase, keď Saulovu dcéru Mérab mali vydať za Dávida, dali ju za manželku Mechólatskému Adríélovi.
1SA.18.20	Ale Saulova dcéra Míkal sa zamilovala do Dávida, a keď to oznámili Saulovi, páčilo sa mu to.
1SA.18.21	Saul si povedal: Dám mu ju, nech mu bude osídlom a nech na neho siahne ruka Filištíncov. Preto Saul povedal Dávidovi druhýkrát: Dnes máš byť mojím zaťom.
1SA.18.22	Svojim služobníkom Saul prikázal: Hovorte s Dávidom dôverne a povedzte mu: Hľa, kráľovi sa páčiš, i všetci jeho služobníci ťa majú radi, buď teda kráľovým zaťom.
1SA.18.23	Keď Saulovi služobníci hovorili Dávidovi tieto slová, Dávid povedal: Či sa vám to zdá byť maličkosťou: stať sa kráľovým zaťom? Veď ja som chudobný a bezvýznamný muž!
1SA.18.24	Vtedy mu Saulovi služobníci oznámili: Toto povedal Dávid.
1SA.18.25	Saul prikázal: Tak povedzte Dávidovi: Kráľ si nežiada snubný dar, len sto filištínskych obriezok, aby sa vykonala pomsta nad kráľovými nepriateľmi. Pritom Saul počítal s tým, že Dávid padne rukou Filištíncov.
1SA.18.26	Keď jeho služobníci oznámili Dávidovi tieto slová, Dávidovi sa zapáčilo stať sa kráľovým zaťom. Ešte ani neuplynuli určené dni,
1SA.18.27	"keď Dávid vstal, odišiel i so svojimi mužmi a pobil z Filištíncov dvesto mužov; Dávid doniesol ich obriezky a v plnom počte ich odovzdal kráľovi, aby sa mohol stať kráľovým zaťom. Nato mu dal Saul svoju dcéru Míkal za manželku."
1SA.18.28	Keď Saul videl a presvedčil sa, že Hospodin je s Dávidom a že ho Saulova dcéra Míkal miluje,
1SA.18.29	ešte väčšmi sa bál Dávida. Tak sa Saul stal Dávidovým nepriateľom na celý život. A filištínske kniežatá robili nájazdy.
1SA.18.30	Kedykoľvek tiahli, Dávid si počínal múdrejšie ako všetci Saulovi služobníci. Tak sa jeho meno stalo veľmi slávnym.
1SA.19.1	"Saul povedal svojmu synovi Jonatánovi a všetkým služobníkom, že Dávida treba zabiť; ale Saulov syn Jonatán mal Dávida veľmi rád."
1SA.19.2	Jonatán oznámil Dávidovi: Môj otec Saul ťa chce zabiť, preto ťa prosím, maj sa ráno na pozore, sadni si do úkrytu a schovaj sa.
1SA.19.3	"Ja však vyjdem a postavím sa vedľa svojho otca na poli, kde budeš, a budem so svojím otcom hovoriť o tebe; ak niečo zbadám, oznámim ti."
1SA.19.4	Jonatán hovoril svojmu otcovi Saulovi o Dávidovi dobre. Povedal mu: Nech sa kráľ neprehreší proti svojmu služobníkovi Dávidovi, lebo on sa neprehrešil proti tebe, ba jeho skutky sú pre teba veľmi prospešné.
1SA.19.5	"Veď svoj život vystavil nebezpečenstvu, keď zabil Filištínca; vtedy Hospodin spôsobil veľké vyslobodenie celému Izraelu. Ty si to videl a tešil si sa. Prečo teda hrešíš proti nevinnej krvi a chceš Dávida bez príčiny zabiť?"
1SA.19.6	Saul vypočul Jonatánove slová. Saul prisahal: Akože žije Hospodin, nedám ho zabiť!
1SA.19.7	"Potom Jonatán zavolal Dávida a oznámil mu všetky tie slová. Nato Jonatán uviedol Dávida k Saulovi; a bol u neho ako predtým."
1SA.19.8	Keď znovu vypukla vojna, vyšiel Dávid a bojoval proti Filištíncom. Spôsobil im veľkú porážku, takže utiekli pred ním.
1SA.19.9	Vtom zlý duch od Hospodina napadol Saula, ktorý sedel vo svojom dome s kopijou v ruke. Zatiaľ Dávid preberal rukou na strunách.
1SA.19.10	Vtedy Saul chcel pribodnúť Dávida kopijou ku stene, ale ten sa uhol, takže Saul vrazil kopiju do steny. Dávid v tú noc utiekol a zachránil sa.
1SA.19.11	Potom Saul poslal poslov do domu Dávidovho, aby ho vystriehli a ráno zabili. Ale jeho žena Míkal to oznámila Dávidovi: Ak si tejto noci nezachrániš život, zajtra budeš mŕtvy.
1SA.19.12	"Preto Míkal spustila Dávida oblokom, a ten odišiel, utiekol; vtedy sa zachránil."
1SA.19.13	Potom vzala Míkal sošku domáceho bôžika
1SA.19.14	Keď Saul poslal poslov, aby zajali Dávida, povedala: Chorý je!
1SA.19.15	Ale Saul vrátil poslov, aby obzreli Dávida, a povedal: Prineste ho s posteľou ku mne, nech ho zabijem.
1SA.19.16	Keď poslovia prišli, ajhľa, soška ležala na posteli a pri jej hlave bola sieť z kozej srsti.
1SA.19.17	Vtedy Saul dohováral Míkal: Prečo si ma takto podviedla? Pustila si môjho nepriateľa, a ten ušiel. Míkal odpovedala Saulovi: Povedal mi: Pusť ma, inak ťa zabijem!
1SA.19.18	Tak Dávid utiekol a zachránil sa. Prišiel k Samuelovi do Rámy, kde mu oznámil všetko, čo mu urobil Saul. Nato odišiel so Samuelom a bývali v Nájóte.
1SA.19.19	No Saulovi to oznámili a povedali mu: Hľa, Dávid je v Nájóte pri Ráme.
1SA.19.20	"Saul vyslal poslov zajať Dávida; ale tí videli skupinu prorokov vo vytržení a Samuela na ich čele; keď zostúpil Duch Boží na Saulových poslov, upadli aj oni do vytrženia."
1SA.19.21	Keď to oznámili Saulovi, poslal iných poslov, a aj tí upadli do vytrženia. Potom Saul poslal tretích poslov, a aj tí upadli do vytrženia.
1SA.19.22	Sám odišiel do Rámy a prišiel až k veľkej studni v Seku. Spytoval sa: Kde je Samuel a Dávid? Povedali mu: Sú v Nájóte pri Ráme.
1SA.19.23	Šiel teda do Nájótu pri Ráme, a i na neho zostúpil Duch Boží a kráčal stále v prorockom vytržení, až prišiel do Nájótu pri Ráme.
1SA.19.24	Aj on si vyzliekol šaty a bol vo vytržení pred Samuelom. Ležal nahý celý deň a celú noc. Odvtedy sa hovorieva: Či je Saul medzi prorokmi?
1SA.20.1	Potom Dávid utiekol z Nájótu pri Ráme, a keď prišiel domov, vravel pred Jonatánom: Čo som urobil? Čím som sa previnil? V čom som sa prehrešil proti tvojmu otcovi, že číha na môj život?
1SA.20.2	"Ten mu odpovedal: To sa nesmie stať; nezomrieš! Hľa, môj otec neurobí nič veľké ani malé bez toho, že by mi to neprezradil. Prečo by môj otec práve toto mal tajiť predo mnou? To nie je možné!"
1SA.20.3	Dávid odvetil s prísahou: Tvoj otec dobre vie, že som našiel priazeň v tvojich očiach, preto si myslí: Nech sa o tom Jonatán nedozvie, aby sa nezarmútil. Ale akože žije Hospodin a akože žije tvoja duša: sotva krok je medzi mnou a smrťou.
1SA.20.4	Jonatán povedal Dávidovi: Čokoľvek mi len povieš, urobím za teba.
1SA.20.5	Dávid odpovedal Jonatánovi: Hľa, zajtra bude novmesiac, keď mám s kráľom sedieť pri stole. Ty ma však prepusť, aby som sa skryl na poli až do tretieho večera.
1SA.20.6	Ak by ma tvoj otec vážne hľadal, povedz mu: Dávid sa odo mňa vypýtal, aby smel zabehnúť do svojho mesta Betlehema, lebo tam má výročnú obeť za celý rod.
1SA.20.7	"Ak povie: Dobre! tak tvoj služobník bude mať pokoj; ak sa však nahnevá, vtedy vedz, že sa rozhodol pre najhoršie."
1SA.20.8	"Vtedy preukáž láskavosť svojmu služobníkovi, lebo si zmluvu Hospodinovu uzavrel so svojím služobníkom. Ak je však na mne vina, zabi ma ty; prečo by si ma viedol až k tvojmu otcovi."
1SA.20.9	Jonatán odpovedal: To sa ti nesmie stať! Lebo ak sa skutočne dozviem, že môj otec sa rozhodol dopustiť na teba najhoršie, či by som ti to neoznámil?
1SA.20.10	Nato Dávid odpovedal Jonatánovi: Kto mi to potom oznámi, ak ti otec dá tvrdú odpoveď?
1SA.20.11	Vtedy Jonatán povedal Dávidovi: Poď, vyjdeme do poľa! Vtedy obaja vyšli do poľa.
1SA.20.12	Tam povedal Jonatán Dávidovi: Hospodin, Boh Izraela, je svedkom: ak sa od svojho otca zajtra alebo pozajtra dozviem, že bude dobre s Dávidom, a ak hneď k tebe nepošlem a neoznámim ti to,
1SA.20.13	"nech Hospodin toto učiní a toto pridá Jonatánovi; ale ak by chcel môj otec zlé dopustiť na teba, prezradím ti to a pošlem ťa preč, aby si mohol odísť v pokoji. Nech je Hospodin s tebou, ako bol s mojím otcom."
1SA.20.14	Ty mi však za môjho života preukazuj milosrdenstvo Hospodinovo, a ak zomriem,
1SA.20.15	neodopri svoje milosrdenstvo môjmu domu vtedy, keď do jedného vyplieni Hospodin Dávidových nepriateľov z povrchu zeme.
1SA.20.16	Jonatán uzavrel zmluvu s domom Dávidovým a povedal: Hospodin nech vykoná pomstu nad nepriateľmi Dávidovými!
1SA.20.17	Jonatán znova uistil Dávida prísahou o svojej láske k nemu, lebo ho miloval ako seba samého.
1SA.20.18	I povedal mu Jonatán: Zajtra bude novmesiac a budú sa spytovať na teba, keď tvoje miesto bude prázdne.
1SA.20.19	Na tretí deň rýchlo zídeš a prídeš na miesto, na ktorom si sa skryl v deň onoho činu, a ostaneš pri kameni Ezel.
1SA.20.20	Ja popri ňom vystrelím tri šípy, akoby som strieľal do cieľa.
1SA.20.21	Potom pošlem chlapca, ktorému poviem: Choď, hľadaj šípy! Ak poviem chlapcovi: Hľa, šípy sú bližšie k tebe, vezmi ich! vtedy príď, lebo budeš mať pokoj a nič sa ti nestane, akože žije Hospodin!
1SA.20.22	Ale ak mladíkovi poviem: Hľa, šípy sú ďalej od teba, vtedy odíď, lebo Hospodin ťa posiela preč.
1SA.20.23	V tej veci však, o ktorej sme sa ja a ty dohovorili, nech je Hospodin svedkom medzi mnou a tebou až na veky!
1SA.20.24	Vtedy sa Dávid skryl na poli. Keď nastal novmesiac, kráľ zasadol za stôl k jedlu.
1SA.20.25	"Kráľ si sadol na svoje miesto ako vždy, na stolec pri stene; Jonatán vstal a Abnér si sadol k Saulovi, ale Dávidovo miesto ostalo prázdne."
1SA.20.26	Ale Saul v ten deň nič nepovedal, lebo si pomyslel: Niečo sa mu prihodilo, nie je čistý - iste nie je čistý.
1SA.20.27	Nasledujúci deň, druhý deň po novmesiaci, Dávidovo miesto bolo zase prázdne. Vtedy povedal Saul svojmu synovi Jonatánovi: Prečo syn Izajov neprišiel ani včera ani dnes k stolu?
1SA.20.28	Jonatán odpovedal Saulovi: Dávid sa súrne vypýtal do Betlehema
1SA.20.29	a povedal: Prepusť ma, prosím, lebo v meste má byť obeť nášho rodu, a sám brat mi kázal prísť. Preto, ak som našiel priazeň v tvojich očiach, dovoľ mi, prosím, odísť a pozrieť si bratov. Preto neprišiel ku kráľovmu stolu.
1SA.20.30	Vtedy Saul vzbĺkol hnevom proti Jonatánovi a povedal mu: Ty, syn zvrhlej odbojnice, dobre viem, že si si syna Izajovho vybral na svoju hanbu a na hanbu nahoty svojej matere!
1SA.20.31	Lebo po všetky dni, kým len bude Izajov syn žiť na zemi, nebudeš pevný ani ty, ani tvoje kráľovstvo. Preto teraz pošli pre neho a priveď ho ku mne, lebo je synom smrti.
1SA.20.32	Jonatán odpovedal svojmu otcovi Saulovi: Prečo má zomrieť? Čo spáchal?
1SA.20.33	Vtedy Saul hodil po ňom kopiju, aby ho zabil. Z toho Jonatán vybadal, že sa jeho otec rozhodol zabiť Dávida.
1SA.20.34	Nato Jonatán, rozpálený hnevom, vstal od stola, nejedol pokrm v druhý deň novmesiaca, lebo mu bolo ľúto Dávida, že ho jeho otec Saul tak potupil.
1SA.20.35	Ráno, podľa dohovoru s Dávidom, vyšiel na pole Jonatán a malý chlapec s ním.
1SA.20.36	Povedal svojmu chlapcovi: Pobehni a pohľadaj šípy, ktoré vystrelím. Keď chlapec bežal, on vystrelil šíp ďaleko pred neho.
1SA.20.37	Keď prišiel chlapec k miestu, kde ležal šíp, vystrelený Jonatánom, Jonatán zavolal za chlapcom: Šíp je ešte ďalej, ako si ty!
1SA.20.38	Potom Jonatán zavolal za chlapcom: Rýchlo, ponáhľaj sa, nestoj! Vtedy Jonatánov chlapec pozbieral šípy a vrátil sa k svojmu pánovi.
1SA.20.39	Ale chlapec nevedel o ničom, len Jonatán a Dávid vedeli o tom.
1SA.20.40	Potom Jonatán odovzdal svoju zbraň chlapcovi, ktorý bol s ním, a povedal mu: Choď a zanes to do mesta!
1SA.20.41	"Keď chlapec odišiel, Dávid vstal spoza skaly, padol na tvár k zemi, trikrát sa poklonil; nato sa pobozkali navzájom a v objatí plakali, kým sa Dávid neovládol."
1SA.20.42	I povedal Jonatán Dávidovi: Choď v pokoji, ako sme si obaja prisahali v mene Hospodinovom: Hospodin bude svedkom medzi mnou a tebou a medzi mojím a tvojím potomstvom až na veky.
1SA.21.1	Potom Dávid vstal, odišiel a Jonatán sa vrátil do mesta.
1SA.21.2	Nato prišiel Dávid do Nóbu ku kňazovi Achímelechovi. Achímelech vyšiel rozrušený Dávidovi v ústrety a oslovil ho: Prečo si sám a nikto nie je s tebou?
1SA.21.3	Dávid odpovedal kňazovi Achímelechovi: Kráľ ma čímsi poveril a povedal mi: Nech sa nikto nič nedozvie o veci, pre ktorú ťa posielam a ktorú som ti zveril. Preto som i svojim sluhom určil to a ono miesto.
1SA.21.4	Teraz čo máš poruke? Daj mi päť chlebov, alebo čokoľvek nájdeš!
1SA.21.5	"Kňaz odpovedal Dávidovi: Nemám poruke obyčajný chlieb, mám len posvätný chlieb; len či sa sluhovia zdržali od žien!"
1SA.21.6	Dávid odpovedal kňazovi: Isteže, od žien sme boli odlúčení už včera a predvčerom, keď som vyšiel, preto sú telá sluhov čisté. Hoci ideme vo všednej záležitosti, dnes budú posvätení na tele.
1SA.21.7	Nato mu kňaz dal posvätný chlieb, pretože tam nebol iný chlieb, len predkladané chleby, ktoré už odložili spred Hospodina, aby mohli v deň odloženia predložiť čerstvé chleby.
1SA.21.8	V ten deň bol tam zavretý pred Hospodinom jeden zo služobníkov Saulových. Volal sa Dóég Edómsky, hlavný zo Saulových pastierov.
1SA.21.9	Dávid povedal Achímelechovi: Či nemáš poruke kopiju alebo meč, lebo som si nevzal ani meč, ani inú zbraň, pretože kráľova záležitosť je súrna.
1SA.21.10	Kňaz odpovedal: Je tu meč Filištínca Goliáša, ktorého si zabil v údolí Éla. Hľa, je tu v rúchu zavinutý za efódom. Ak si ho chceš vziať, vezmi si ho, lebo okrem neho iného tu niet. Dávid povedal: Nieto nadeň. Daj mi ho!
1SA.21.11	Vtedy Dávid vstal a v ten deň utekal pred Saulom. Napokon prišiel k Áchíšovi, gatskému kráľovi.
1SA.21.12	Áchíšoví služobníci povedali kráľovi: Či to nie je Dávid, kráľ krajiny? Či jemu nespievali pri tancoch takto:
1SA.21.12	Porazil Saul svojich tisíc
1SA.21.12	a Dávid svojich desaťtisíc?
1SA.21.13	Tieto slová znepokojili Dávida a veľmi sa bál gatského kráľa Áchíša.
1SA.21.14	Preto sa pretvaroval pred nimi, vydával sa za blázna v ich rukách, trepal na dvere brány a sliny si púšťal po brade.
1SA.21.15	Tu povedal Áchíš svojim služobníkom: Videli ste predsa, že je to šialený človek, prečo ste ho priviedli ku mne?
1SA.21.16	Či mám málo bláznov, že ste mi i tohto priviedli, aby šalel predo mnou? Tento má vkročiť do môjho domu?
1SA.22.1	"Tak Dávid odišiel odtiaľ a unikol do adullámskej jaskyne; keď o tom počuli jeho bratia a celý dom jeho otca, zišli sa k nemu."
1SA.22.2	Okolo neho sa zhromaždili všetci sužovaní, všetci zadlžení a všetci zatrpknutí. Stal sa im vodcom. Bolo s ním asi štyristo mužov.
1SA.22.3	Odtiaľ odišiel Dávid do moábskej Micpy a povedal moábskemu kráľovi: Prosím ťa, nech môj otec a matka ostanú s vami, kým sa nedozviem, čo učiní so mnou Boh.
1SA.22.4	Doviedol ich pred moábskeho kráľa a bývali s ním po všetky dni, kým bol Dávid v onej pevnosti.
1SA.22.5	Ale prorok Gád povedal Dávidovi: Nebývaj v pevnosti, ale choď do Judskej krajiny. Dávid teda odišiel do lesa Cheret.
1SA.22.6	Saul sa dopočul, že sa objavil Dávid i mužovia, ktorí boli s ním. V tom čase sedel Saul v Gibei, na výšine pod tamariškou. Kopiju si držal v ruke a všetci jeho služobníci stáli okolo neho.
1SA.22.7	Saul povedal služobníkom, ktorí stáli okolo neho: Čujte ma, Benjamínci! Či vám syn Izajov dá všetkým polia a vinice? Či vás všetkých ustanoví za veliteľov nad tisícami a za veliteľov nad stotinami?
1SA.22.8	Hej, všetci ste sa sprisahali proti mne, a nebolo nikoho, kto by mi prezradil, že môj syn urobil zmluvu so synom Izajovým, a nieto nikoho, kto by ma z vás ľutoval a kto by mi prezradil, že môj syn vzbúril môjho služobníka proti mne, aby mi strojil úklady ako dnes?
1SA.22.9	Tu odpovedal Dóég Edómsky, ktorý tiež stál medzi služobníkmi Saulovými: Videl som syna Izajovho, keď prišiel do Nóbu k Achímelechovi, synovi Achitúbovmu.
1SA.22.10	Ten sa dopytoval Hospodina v jeho záujme, dal mu pokrm aj meč Filištínca Goliáša.
1SA.22.11	Vtedy kráľ dal zavolať kňaza Achímelecha, syna Achitúbovho, a celý dom jeho otca, kňazov, ktorí boli v Nóbe. A všetci prišli pred kráľa.
