GEN.1_1.1	I. 
EXO.35_1.8	ba fanicha wandroe ba rembaremba ba wanicha famajoini andrõ ba ba nitoenoe, 
EXO.35_1.9	samohoea, ba feremata oena ba feremata nitagoe ba nono mbaroe ba doto andrõ ba ba mbola waetasa andrõ. 
EXO.35_1.10	Ba dozi ba chõmi si so faʼatoeka, ba ndramoefaʼaso ira ba ndramoelaoe fefoe hadia ia niw̃aʼõ Jehowa.
EXO.35_1.11	Ose andrõ, fabaja baʼabaʼa andrõ chõnia, koelamboe ba sagõnia andrõ ba chaichai andrõ chõnia ba fafa ba lazi ba taroe nahe andrõ, fabaja ahe, ba tawõla andrõ, 
EXO.35_1.12	fabaja heaheania ba lagõlagõ ba koelamboe andrõ, fombaʼa; 
EXO.35_1.13	ba meza andrõ, fabaja heaheania, awõ wakakenia fefoe, awõ roti andrõ, nifaigifaigi; 
EXO.35_1.14	awõ naha wandroe andrõ, fabaja fakake chõnia ba fandroenia ba fanicha wandroe, 
EXO.35_1.15	awõ naha wanoenoe koemõjõ, fabaja heaheania ba fanicha famajoini andrõ, awõ nitoenoe andrõ, samohoea, ba koelamboe andrõ, baʼabaʼa mbawandroehõ nose, 
EXO.35_1.16	awõ naha wanoenoe soemange andrõ, fabaja taralinia, tõla, ba heaheania ba fakake andrõ chõnia, fefoe, awõ gala andrõ, 
EXO.35_1.17	fabaja ahenia, ba baʼabaʼa golajama ba taroe nahe andrõ chõnia, fabaja ahe, ba baʼabaʼa mbawa gõli golajama, 
EXO.35_1.18	ba osõʼosõ nose andrõ ba osõʼosõ ba golajama, fabaja sinali andrõ, awõ noecha andrõ, 
EXO.35_1.19	nihaogõ sibai fanoso, noecha ba halõw̃õ andrõ, ba niʼamoniʼõ, noecha niʼamoniʼõ andrõ chõ Gaʼaroni ere andrõ, awõ noecha nononia ba halõw̃õra, halõw̃õ gere.
EXO.35_1.20	II. 
EXO.35_1.21	Ba dozi si terooe tõdõ, dozi saoha õlõ, ba mõi mameʼe bobotolõ andrõ chõ Jehowa, ba wamazõchi ose wamaʼeleʼõ andrõ ba sogoena ba halõw̃õ andrõ bacha, ba ba noecha niʼamoniʼõ andrõ. 
EXO.35_1.22	Ba laʼohe — he ira matoea ba he ira alawe — dozi si no terooe tõdõ, ba famachai mbaroe ba saeroe dalinga, ba laedoeroe ba aja, awõ ngawalõ ganaʼa si no awai; ba awõ dozi si no mangohonogõi fameʼe ameʼela anaʼa chõ Jehowa. 
EXO.35_1.23	Ba dozi si so oengoe sowōē waroewaroe ba sojo ba kirimisi ba tarafali ba boe nambi ba oeli mbiribiri si matoea, nilaoe sojo, ba oeli goeaza mina, ba laʼohe. 
EXO.35_1.24	Ba dozi sedõna mameʼe bobotolõ firõ ba tõla, ba labeʼe mbobotolõ andrõ chõ Jehowa, ba dozi si so eoe bana, niʼogoenaʼõ ba wamazõchi hadia ia, fefoe, ba laʼohe. 
EXO.35_1.25	Ba ira alawe fefoe, si so faʼatoeka ba mogadi, tangara, ba laʼohe mbana andrõ: oengoe sowōē waroewaroe ba sojo ba kirimisi ba tarafali. 
EXO.35_1.26	Ba dozi ira alawe si terooe tõdõ, ba waʼatoekara andrõ, ba mogadi boe nambi. 
EXO.35_1.27	Ba satoea, ba laʼohe weremata oena ba feremata bõʼõ andrõ, nitagoe ba nono mbaroe ba doto andro ba ba mbola waetasa andrõ. 
EXO.35_1.28	Ba rembaremba andrõ ba fanicha ba wandroe ba ba wanicha famajoini andrõ ba nitoenoe andrõ, samohoea. 
EXO.35_1.29	Dozi ira matoea ba dozi ira alawe, si terooe tõdõ, ba wolohe, ba nifazõchi andrõ, niʼoroiʼõ Jehowa famazõchi, chõ Moze — laʼohe ameʼela saoha gõlõ chõ Jehowa Iraono Gizeraëli.
EXO.35_1.30	III. 
EXO.35_1.31	ba no ihõna chõnia Geheha Lowalangi ba faʼatoeka ba faʼaboto ba dõdõ ba fangila, awõ ngawalõ waʼoneche, 
EXO.35_1.32	ba wangaloei necheneche, ba wolaoe jaʼia, he anaʼa ba he firõ ba he tõla, 
EXO.35_1.33	ba he ba wolaoe ba weremata nifaʼoli, ba he ba wolaoe ba geoe, ba wamazõchi ngawalõ necheneche danga fefoe. 
EXO.35_1.34	Ba he faʼoneche ba wamahaõ, ba no ibeʼe chõnia, chõnia ba chõ Goholiabi andrõ, ono Gahizamachi, mado Dano. 
EXO.35_1.35	No ihõna chõra waʼatoeka, ba wolaoe ngawalõ halõw̃õ andrõ, nifolaoe ziamboe ba toeka geoe ba toeka wanoso ba sanoso nifolaʼalaʼa, oengoe sowōē waroewaroe ba sojo ba kirimisi ba tarafali, nifolaoe zanoso; ba wangasiwai halõw̃õ andrõ, fefoe ba ba wangaloei necheneche.
EXO.36_1.1	I. 
EXO.36_1.2	Ba ifakaoniʼõ Moze ndra Besaleʼeli Oholiabi, awõ dozi si so faʼatoeka, nibeʼe Jehowa faʼoneche, dozi si no terooe tõdõ ba wangai halõw̃õ andrõ, ba wangasiwai jaʼia. 
EXO.36_1.3	Ba latema chõ Moze mbobotolõ andrõ fefoe, nibeʼe Ndraono Gizeraëli ba wangasiwai halõw̃õ andrõ, ba wolaoe niʼamoniʼõ andrõ. Ba lõ labatobato wolohe chõnia na, saoha gõlõ, ero mahemoloe mbanoea. 
EXO.36_1.4	Ba dozi ndra toeka, solaoe halõw̃õ andrõ fefoe, ba niʼamoniʼõ andrõ, ba oi zara labõhõli halõw̃õra niʼohalõw̃õgõira, 
EXO.36_1.5	ba lamane chõ Moze: Lõ ahori mogoena ba wolaoe niw̃aʼõ Jehowa andrõ niʼohe zato! 
EXO.36_1.6	Ba ifaw̃aʼõgõ ba golombasew̃a Moze, imane: Bõi saʼae jamoelaoe hadia ia mbobotolõ ba niʼamoniʼõ andrõ ha niha, he ira matoea ba he ira alawe! Ba tobali tetenaw̃a niha zato, fa bõi saʼae laʼohe gameʼela. 
EXO.36_1.7	Noa sa iroegi, no tõra naʼi chõra ombõila, wangasiwai nilaoe andrõ fefoe.
EXO.36_1.8	II. 
EXO.36_1.9	28 hela waʼanaoe zi sagõrõ koelamboe ba 4 hela waʼebolo — fagõlõgõlõ waʼeboea goelamboe andrõ fefoe. 
EXO.36_1.10	Limalima ngaʼõrõ koelamboe ifatagoe; ba awena ifotoembo zinga 
EXO.36_1.11	zi sagõrõ koelamboe andrõ, ba wondrege zi sandroro andrõ, toembo oengoe sowōē waroewaroe, ba si manõ zinga goelamboe ba wondrege zi sandroro. 
EXO.36_1.12	50 doembo ibeʼe ba goelamboe zi sagõrõ ba 50 gõi ba zinga zi sagõrõ, si fabõbõ ba zi sandroro andrõ; si fatahõ sibai doembo andrõ ibeʼe. 
EXO.36_1.13	Ba ifazõchi chaichai anaʼa ba ifachai goelamboe andrõ chaichai andrõ, tobali ha samboea nose andrõ. 
EXO.36_1.14	Ba ilalaoe doefo boe nambi, sagõ nose, felezara ngaʼõrõ toefo ilalaoe ba daʼõ. 
EXO.36_1.15	30 hela waʼanaoe zagõrõ ba 4 hela waʼebolo; fagõlõgõlõ waʼeboea zi 11 ngaʼõrõ toefo andrõ. 
EXO.36_1.16	5 ngaʼõrõ doefo andrõ ifatagoe, idoro, ba sandroro gõi zi 6 ngaʼõrõ andrõ. 
EXO.36_1.17	Ba ifotoembo zinga ba wondrege zi sandroro, 50 doembo, ba 50 gõi doembo ba zinga doefo ba wondrege zi sandroro. 
EXO.36_1.18	Ba 50 ifazõchi chaichai tõla, ba wamaʼanõ sagõ andrõ, enaʼõ ha sandroro. 
EXO.36_1.19	Ba ifazõchi na mbaloebaloe zagõ andrõ, oeli mbiribiri si matoea nilaoe sojo, ba sagõrõ tõ mbaloebaloe daʼõ, oeli goeaza mina.
EXO.36_1.20	Ba ilaoe wafa andrõ, dõladõla nose, nifasindro, bana. 
EXO.36_1.21	10 hela waʼanaoe zagõrõ ba sahela a matonga waʼebolo. 
EXO.36_1.22	Ba sagõrõ fafa ba doea mbaʼibaʼi si fabõbõ; si manõ wolaoe fafa nose andrõ fefoe. 
EXO.36_1.23	Ba nilaoenia fafa nose, ba 20 ngaʼõrõ fafa tánõ miraja. 
EXO.36_1.24	— Ba 40 ibeʼe ahe zi 20 ngaʼõrõ fafa, ahe firõ, doeadoea gahe zagõrõ fafa, ba mbaʼibaʼi no mege, si doeadoea, — 
EXO.36_1.25	si manõ gõi ba ngai nose tánõ jõoe, 20 ngaʼõrõ fafa, awõ gahe firõ andrõ, 
EXO.36_1.26	si 40, doeadoea gahe zagõrõ fafa. 
EXO.36_1.27	Ba nibeʼe tánõ ba gaechoela loeo, ba 6 ngaʼõrõ fafa ilaoe. 
EXO.36_1.28	Ba 2 gõrõ fafa ilaoe, nibeʼe ba watalinga nose, tánõ foeri. 
EXO.36_1.29	Doea winaeta daʼõ, iʼotarai moroi tooe, ba nifaʼanõ si jaw̃a, toembo niʼogaolõ. Si manõ wolaoenia ba watalinga andrõ, si doea; tobali 8 ngaʼõrõ fafa, 
EXO.36_1.30	fabaja ahe firõ andrõ — 16 gahe, doeadoea gahe zagõrõ fafa.
EXO.36_1.31	Ba 5 ifazõchi lazi, bana, ba wafa andrõ ba ngai nose, 
EXO.36_1.32	ba 5 gõi lazi ba wafa ba zi tambai, ba 5 ba wafa ba hambo nose, tánõ ba gaechoela loeo. 
EXO.36_1.33	Ba lazi ba daloe andrõ, ba ba daloe wafa ifatõrõ, adõlõ manõ maʼasandroro. 
EXO.36_1.34	Ba fafa andrõ, ba ifoʼoeli anaʼa: ba toembo andrõ gõi, lala lazi, ba anaʼa ibeʼe, ba lazi, ba ifoʼoeli anaʼa.
EXO.36_1.35	Ba ifazõchi mbaʼabaʼa andrõ, oengoe sowōē waroewaroe ba sojo ba kirimisi ba tarafali bana, nifolaoe doeka wanoso wamazõchinia jaʼia, nilalaoe keroebi. 
EXO.36_1.36	Ba 4 ifazõchi chõnia taroe nahe, bana, ba ifoʼoeli anaʼa; anaʼa gõi gosõʼõsõnia; ba 4 ifahele ahe daʼõ, firõ. 
EXO.36_1.37	Ba ifazõchi mbaʼabaʼa mbawandroehõ nose, oengoe sowōē waroewaroe ba sojo ba kirimisi ba tarafali bana, nifolaoe zanoso solaʼalaʼa, 
EXO.36_1.38	fabaja taroe nahe andrõ chõnia, si lima, ba osõʼosõnia: hõgõ ba toembo niʼogaolo andrõ chõnia, ba ifoʼoeli anaʼa; ba ahe andrõ si lima, ba tõla ibeʼe.
EXO.37_1.1	I. 
EXO.37_1.2	Ba ifoʼoeli si ndroehoe mbalaki, tánõ bacha ba tánõ baero, ba ifosinga anaʼa, fasoei. 
EXO.37_1.3	Ba õfa ifahele chõnia toembo niʼogaolo, ba gahenia si õfa, domboedomboea fatambai. 
EXO.37_1.4	Ba ifazõchi heahea, bana, ba ifoʼoeli anaʼa; 
EXO.37_1.5	ba heahea andrõ, ba ifatõrõ ba doembo no mege, fatambai dawõla, ba wamahea tawõla. 
EXO.37_1.6	Ba ifazõchi lagõlagõ, si ndroehoe mbalaki, 2 hela a matonga waʼanaoe ba sahela a matonga waʼebolo. 
EXO.37_1.7	Ba ifazõchi gõi geroebi, domboea, anaʼa; nibõbõzi wamazõchi jaʼia, ba fafõfõ lagõlagõ andrõ ibeʼe, 
EXO.37_1.8	samboeasamboea fafõfõ, ba dete lagõlagõ ibeʼe geroebi andrõ, faoma fafõfõ. 
EXO.37_1.9	Ba keroebi andrõ, ba samologõ mijaw̃a afira, wamaloegõ lagõlagõ afira, faoma laʼotahõgõ nawõra; lagõlagõ andrõ laʼotahõgõ keroebi andrõ.
EXO.37_1.10	II. 
EXO.37_1.11	Ba ifoʼoeli si ndroehoe mbalaki ba ifosinga anaʼa, fasoei. 
EXO.37_1.12	Ba ifolambelambe na gõi, laloeʼa waʼebolo fasoei; ba lambelambe andrõ, ba ifosinga zoei anaʼa, fasoei. 
EXO.37_1.13	Ba õfa ifahele chõnia toembo niʼogaolo, anaʼa, ba ba watalingania ifachai doembo andrõ, ba gahenia si õfa. 
EXO.37_1.14	Si fadege ba lambelambe no mege doembo andrõ, ba nifatõrõ heahea, ba wamahea meza andrõ. 
EXO.37_1.15	Ba heahea andrõ, ba bana ibeʼe, ba ifoʼoeli anaʼa, ba wamahea meza andrõ. 
EXO.37_1.16	Ba ifazõchi wakake andrõ ba meza, mako andrõ chõnia ba figa ba mako ba wamadoe ba koendri, fameʼe zoemange nibadoe andrõ, si ndroehoe mbalaki manõ, fefoe.
EXO.37_1.17	III. 
EXO.37_1.18	Ba õnõ zi otarai ngainia daha, tõloetõloe fatambai naha wandroe. 
EXO.37_1.19	Ba sara daha, ba tõloe niʼobene mboenga, si hoelõ mbene mbowo kanari, samboesamboea mbene, sawena aboto. Si manõ ba ndraha andrõ fefoe, si õnõ, si otarai naha wandroe andrõ. 
EXO.37_1.20	Ba ba dõla naha wandroe, ba 4 niʼobene mboenga, si hoelõ mbene mbowo kanari, si so oeloeʼoeloe ba bowo, 
EXO.37_1.21	samboesamboea mbene tooe zi medõloe wa doea chõnia, — daha si õnõ andrõ, si otarai ia. 
EXO.37_1.22	Bene andrõ chõnia ba daha andrõ, ba ha sara, nibõbõzi fefoe, ha sandroro, si ndroehoe mbalaki. 
EXO.37_1.23	Ba fitoe ifazõchi fandroe chõnia, fabaja goeti andrõ ba sife andrõ chõnia, si ndroehoe mbalaki. 
EXO.37_1.24	Otoe a doea woeloe balaki iʼogoenaʼõ si ndroehoe mbalaki, wamazõchi jaʼia, fabaja gamagamania no mege.
EXO.37_1.25	IV. 
EXO.37_1.26	Ba ifoʼoeli si ndroehoe mbalaki mezania awõ ngainia, fasoei, ba tandroenia, ba ifosinga anaʼa, fasoei. 
EXO.37_1.27	Ba tooe zinga andrõ, ba ifotoembo niʼogaolo, domboea, ba watalingania si domboea, ba faoma fatambai zi manõ, ba nifatõrõ heahea andrõ, ba wamahea jaʼia ba daʼõ. 
EXO.37_1.28	Ba heahea andrõ, ba bana ibeʼe ba ifoʼoeli anaʼa. 
EXO.37_1.29	Ba ifazõchi wanicha famajoini andrõ niʼamoniʼõ, awõ nitoenoe andrõ samohoea, si lõ si fabaja, nifolaoe zamaroeka daloedaloe nigoeleʼõ. 
EXO.38_1.1	I. 
EXO.38_1.2	Ba tandroenia, ba ba watalingania si õfa ibeʼe, tobali si fadoro chõnia dandroenia andrõ, ba ifoʼoeli tõla. 
EXO.38_1.3	Ba ifazõchi wakake fefoe, sogoena ba naha wameʼe soemange andrõ, bowoa ba soendroesoendroe ba figa ba garafoe ba gali; fefoe wakakenia, ba tõla ibeʼe. 
EXO.38_1.4	Ba ifotarali naha wameʼe soemange andrõ, niʼoʼoeʼõ, tõla, tooe lambelambenia, iroegi daloe waʼalaw̃ania. 
EXO.38_1.5	Ba õfa ifahele toembo niʼogaolo, nibeʼe ba watalinga darali tõla andrõ, si õfa, ba nifatõrõ heahea. 
EXO.38_1.6	Ba heahea andrõ, ba bana ibeʼe, ba ifoʼoeli tõla. 
EXO.38_1.7	Ba ifatõrõ ba doembo no mege heahea andrõ, fatambai naha wameʼe soemange, ba wamahea, jaʼia. Fafa dõladõlania, tobali moʼarõ, wamazõchinia jaʼia. 
EXO.38_1.8	Ba ifazõchi gala andrõ, tõla, ba ahenia tõla, sõrõmi ndra alawe, sangaingai halõw̃õ, si so halõw̃õ ba zinga mbawandroehõ nose wamaʼeleʼõ. 
EXO.38_1.9	II. 
EXO.38_1.10	ba 20 daroe nahe, fabaja ahe tõla, 20, — ba osõʼosõ ba daroe nahe andrõ ba toembo niʼogaolo andrõ chõnia, ba firõ. 
EXO.38_1.11	Ba tánõ jõoe, ba otoe hela gõi waʼanaoe [mbaʼabaʼa], ba 20 daroe nahe, fabaja ahe tõla, 26, — ba osõʼosõ ba daroe nahe andrõ ba toembo andrõ chõnia, ba firõ. 
EXO.38_1.12	Ba tánõ ba gaechoela loeo, ba 50 hela mbaʼabaʼa ba foeloe daroe nahe, awõ gahe, foeloe; ba osõʼosõ ba daroe nahe andrõ ba toembo andrõ chõnia, ba firõ. 
EXO.38_1.13	Ba tánõ ba gatoemboecha, ba 50 hela, 
EXO.38_1.14	baʼabaʼa si 15 hela ba zi tambai, ba tõloe daroe nahe, fabaja ahe, 
EXO.38_1.15	ba si manõ ba zi tambai: 15 hela mbaʼbaʼa, ba tõloe daroe nahe, fabaja ahe; faoma fatambai mbawa gõli ba golajama. 
EXO.38_1.16	Fefoe mbaʼabaʼa golajama, fasoei, ba tarafali bana, 
EXO.38_1.17	ba ahe daroe nahe andrõ, ba tõla, ba osõʼosõ, ba firõ, ba oeli hõgõ, ba firõ; ba fefoe daroe nahe ba golajama, ba nifotoembo firõ. 
EXO.38_1.18	Ba baʼabaʼa mbawa gõli ba golajama, ba no nifolaoe zanoso solaʼalaʼa, oengoe sowōē waroewaroe ba sojo ba kirimisi ba tarafali bana, 20 hela waʼanaoe ba 5 hela waʼalaw̃a, faʼebolonia, dali mbaʼabaʼa golajama andrõ. 
EXO.38_1.19	Ba taroe nahe andrõ, si õfa, fabaja ahe si õfa, ba tõla, ba osõʼosõ, ba firõ, ba si manõ goeli hõgõ, ba toembo andrõ chõnia, ba firõ. 
EXO.38_1.20	Ba fefoe daroetaroe ba nose ba ba golajama, fasoei, ba tõla.
EXO.38_1.21	III. 
EXO.38_1.22	Ba Besaleʼeli andrõ, ono Goeri, maʼoewoe Hoeri, mado Joeda, zamazõchi fefoe hadia ia, niw̃aʼõ Jehowa chõ Moze, 
EXO.38_1.23	ba awõnia Goholiabi, ono Gahizamachi, mado Dano, daʼõ ziamboe ba toeka geoe, ba toeka wanoso ba sanoso solaʼalaʼa, oengoe sowōē waroewaroe ba sojo ba kirimisi ba tarafali. 
EXO.38_1.24	Ba anaʼa andrõ fefoe, ba wolaoe jaʼia, ba nifazõchi andrõ fefoe, ba wolaoe niʼamoniʼõ andrõ, anaʼa nifalaoe, ameʼela niʼamoniʼõ, ba no 77,408 balaki ba zaga niʼamoniʼõ. 
EXO.38_1.25	Ba firõ nibeʼe, ba wangofaja banoea, ba 301,775 ba roefia, ba zaga niʼamoniʼõ; 
EXO.38_1.26	sasoekoe zamõsa, dozi niʼofaja andrõ, si 20 fache ba si aʼa moroi andrõ, 603,550 ira. 
EXO.38_1.27	Si 300,000 roefia faʼaboea firõ, ba laʼogoenaʼõ ba wamahele ahe niʼamoniʼõ andrõ, fabaja ahe mbaʼabaʼa andrõ 300,000 ba roefia, ba gahe andrõ si otoe, 3000 zara ahe. 
EXO.38_1.28	Ba si 1775 faʼaboea, ba iʼogoenaʼõ ba wamazõchi osõʼosõ andrõ ba daroe nahe andrõ, ba ifoʼoeli hõgõ ba ifotoembo. 
EXO.38_1.29	Ba tõla andrõ nifalaoe, ameʼela niʼamoniʼõ, ba 212,400 roefia waʼaboea. 
EXO.38_1.30	Daʼõ iʼogoenaʼõ ba wamazõchi ahe mbaʼabaʼa ba mbawandroehõ nose wamaʼeleʼõ, awõ naha wameʼe soemange andrõ tõla, fabaja taralinia andrõ tõla, awõ fefoe wakake ba naha wameʼe soemange, 
EXO.38_1.31	awõ gahe mbaʼabaʼa golajama, fasoei, ba ahe mbaʼabaʼa mbawa gõli ba golajama, fabaja taroetaroe andrõ ba nose ba taroetaroe ba golajama fefoe, fasoei.
EXO.39_1.1	I. 
EXO.39_1.2	Ono mbaroe ba doto andrõ ifazõchi, bõna ame ba oengoe sowōē waroewaroe ba sojo ba kirimisi ba tarafali bana. 
EXO.39_1.3	Labõbõzi ganaʼa, laʼanifiʼõ, irege iʼila ichoi, ibaliʼõ bõna ame, ba wangoroedoegõ daʼõ ba oengoe sowōē waroewaroe ba ba oengoe sojo ba ba kirimisi ba ba darafali, nifolaoe doeka wanoso. 
EXO.39_1.4	Ba lafobaloebaloe galisi, nifabõbõ chõnia; ba mbalõnia si doea tefabõbõ: 
EXO.39_1.5	Ba bõbõ doto andrõ chõnia, ba wobaroe jaʼia, ba no fadoro chõnia, si manõ gõi wolaoe, bõna ame ba oengoe sowōē waroewaroe ba sojo ba kirimisi ba tarafali bana, si mane niw̃aʼõ Jehowa chõ Moze. 
EXO.39_1.6	Ba ifazõchi weremata oena andrõ, nifosinga kawa anaʼa ba nisoea, nifolaoe doeka dandro, dali dõi Ndraono Gizeraëli. 
EXO.39_1.7	Ba ifachai ba mbaloebaloe galisi andrõ ba nono mbaroe ba doto, feremata famasoegi ba dõdõ Jehowa Ndraono Gizeraëli, si mane niw̃aʼõ Jehowa chõ Moze. 
EXO.39_1.8	Ba ifazõchi mbola andrõ, nifolaoe doeka wanoso, si mane folaoe ono mbaroe ba doto, bõna ame ba oengoe sowōē waroewaroe ba sojo ba kirimisi ba tarafali bana. 
EXO.39_1.9	Si õfa sagi ia; doea winaeta labeʼe mbola andrõ, laloelaloeʼa waʼanaoe, nifodoea winaeta. 
EXO.39_1.10	Ba õfa ngenoli latagoe chõnia feremata: samboea weremata aki ba samboea weremata sabarazadi ba samboea weremata zoemoeroedi nifaʼoli ba ngenoli si sara. 
EXO.39_1.11	Ba ba ngenoli fanete daʼõ, ba samboea weremata manika ba samboea weremata nila ba samboea weremata ita. 
EXO.39_1.12	Ba fanete daʼõ, ba samboea weremata foesifaraga ba samboea mbatoe siaboe ba samboea weremata mariti. 
EXO.39_1.13	Ba fanete daʼõ, ba samboea weremata firoesa ba samboea weremata oena ba samboea weremata jasia; daʼõ nitagoe chõnia, nifasoei singa kawa anaʼa nilalaoe. 
EXO.39_1.14	Ba dali dõi Ndraono Gizeraëli, wa 12 weremata; dali dõira, samboesamboea lasoea jaw̃a tõi zi felendroea toea, nifolaoe doeka dandro. 
EXO.39_1.15	Awena laforaew̃eraew̃e mbola andrõ, niʼosinali, nitali, si ndroehoe mbalaki, 
EXO.39_1.16	ba lalalaoe rendra anaʼa, doea, ba toembo niʼogaolo, domboea, ba ba watalinga mbola andrõ, si domboea lafachai doembo andrõ. 
EXO.39_1.17	Ba ba doembo andrõ si domboea, ba watalinga mbola, si domboea lafachai raew̃eraew̃e andrõ, si doea rozi. 
EXO.39_1.18	Ba balõ raew̃eraew̃e andrõ, si doea ba ba rendra nilalaoe andrõ, si doea, lafachai, ba daʼõ nifachai ba mbaloebaloe galisi andrõ, si doea gõrõ, ba nono mbaroe ba doto, tánõ fõnania. 
EXO.39_1.19	Ba domboea lafazõchi toembo niʼogaolo anaʼa, nifachai ba watalinga mbola, si domboea, tánõ barõ, ba dagoetagoenia, tánõ ba nono mbaroe. 
EXO.39_1.20	Ba domboea zoei lafazõchi toembo niʼogaolo nifachai ba mbaloebaloe galisi andrõ ba nono mbaroe, ba wondrege tooe, tanõ fõna, ba zi fahalõ ia, jaw̃a mbõbõ doto ba nono mbaroe. 
EXO.39_1.21	Awena lafachai ba doembo nono mbaroe mbola andrõ ba toembonia sinali oengoe sowōē waroewaroe wamachai — tobali jaw̃a mbõbõ doto ba nono mbaroe si lõ liw̃aliw̃a, si mane niw̃aʼõ Jehowa chõ Moze.
EXO.39_1.22	Ba ifazõchi mbaroe seboea andrõ, awõ nono mbaroe no mege, nisoso, oengoe sowōē waroewaroe, maʼasagõrõ. 
EXO.39_1.23	Ba lala hõgõ ba mbaroe seboea andrõ, ba si mane lala hõgõ ba gõrõba, nifasoei tagoetagoe, fa bõi atika. 
EXO.39_1.24	Ba tagoetagoe ba gahe mbaroe seboea andrõ, ba lafoboea dalimo, oengoe sowōē waroewaroe ba sojo ba kirimisi ba tarafali bana, 
EXO.39_1.25	ba lafazõchi ritiriti, si ndroehoe mbalaki, ba lafasolisi ba niʼoboea dalimo andrõ ritiriti andrõ, lafasoei gahe mbaroe seboea andrõ, ba gotaʼotaloea niʼoboea dalimo no mege, 
EXO.39_1.26	tobali samboesamboea ritiriti ba samboesamboea niʼoboea dalimo, si fazolizoli ba gahe mbaroe seboea andrõ, ba wangai halõw̃õ andrõ, si mane niw̃aʼõ Jehowa chõ Moze.
EXO.39_1.27	Ba lafazõchi gameza andrõ, tarafali, chõ Gaʼaroni ba ba nononia, nisoso, 
EXO.39_1.28	awõ mbala hõgõ andrõ, tarafali, ba kofia famoadoe andrõ, tarafali, ba saraew̃a andrõ, tarafali bana, 
EXO.39_1.29	awõ mbõbõ taloe andrõ, tarafali bana ba oengoe sowōē waroewaroe ba sojo ba kirimisi, nifolaoe zanoso solaʼalaʼa, si mane niw̃aʼõ Jehowa chõ Moze.
EXO.39_1.30	Ba lafazõchi dete mbala hõgõ andrõ, diadema niʼamoniʼõ, si ndroehoe mbalaki, ba lasoea jaw̃a, nifolaoe zogao tandro: ”Niʼamoniʼõ chõ Jehowa”. 
EXO.39_1.31	Ba lafosinali oengoe sowōē waroewaroe, ba wamõbõgõ jaʼia ba dete mbala hõgõ, si mane niw̃aʼõ Jehowa chõ Moze.
EXO.39_1.32	II. 
EXO.39_1.33	Ba laʼohe chõ Moze nahia andrõ, ose andrõ, awõ wakake chõnia fefoe, famachainia andrõ ba fafa ba lazi ba taroe nahe, fabaja ahe, ba baloebaloe zagõ andrõ, 
EXO.39_1.34	oeli mbiribiri si matoea, nilaoe sojo ba baloebaloe oeli goeaza mina ba baʼabaʼa andrõ, 
EXO.39_1.35	ba tawõla zoera goroisa, fabaja heaheania ba lagõnia, ba meza andrõ, 
EXO.39_1.36	awõ wakake andrõ chõnia fefoe, awõ roti nifaigifaigi, 
EXO.39_1.37	awõ naha wandroe andrõ, si ndroehoe mbalaki, fabaja fandroe andrõ, nifaʼoli chõnia, ba fakake chõnia, fefoe, ba fanicha ba wandroe andrõ, 
EXO.39_1.38	awõ naha wameʼe soemange andrõ, anaʼa, ba fanicha famajoini ba hadia nitoenoe, samohoea, baʼabaʼa andrõ ba mbawandroehõ nose, 
EXO.39_1.39	ba naha wameʼe soemange andrõ, tõla, ba tarali andrõ chõnia, tõla, ba heaheania ba fakake andrõ chõnia, fefoe, ba gala andrõ fabaja ahenia. 
EXO.39_1.40	Ba baʼabaʼa golajama andrõ ba taroe nahe chõnia, fabaja ahe, ba baʼabaʼa ba mbawa gõli ba golajama ba sinalinia ba taroetaroe, ba fakake andrõ fefoe ba halõw̃õ andrõ ba nahia ose wamaʼeleʼõ andrõ. 
EXO.39_1.41	Awõ noecha andrõ, si no maoeloe fanoso, ba halõw̃õ ba niʼamoniʼõ andrõ, noecha niʼamoniʼõ andrõ chõ Gaʼaroni ere andrõ, awõ noecha ba nononia, ba halõw̃õra halõw̃õ gere. 
EXO.39_1.42	Laʼoʼõ sibai niw̃aʼõ Jehowa chõ Moze Iraono Gizeraëli, wolaoe daʼõ fefoe. 
EXO.39_1.43	Ba me iʼila Moze, awai saʼae chõra halõw̃õ andrõ fefoe — si mane niw̃aʼõ Jehowa wolaoera — ba ifahowoeʼõ ira Moze.
EXO.40_1.1	I. 
EXO.40_1.2	Ba desaʼa ba mbaw̃a si fõfõna õfaʼanõ nahia ose wamaʼeleʼõ andrõ, 
EXO.40_1.3	ba õbeʼe bacha dawõla gamaboeʼoela li andrõ ba õbaʼa dawõla baʼabaʼa andrõ. 
EXO.40_1.4	Ba õbeʼe bacha gõi meza andrõ ba õbeʼe jaw̃a nifinaetagõ andrõ [roti], õfaʼanõ; õʼohe bacha naha wandroe andrõ ba õbeʼe jaw̃a wandroenia. 
EXO.40_1.5	Ba naha wanoenoe koemõjõ andrõ, anaʼa, ba fõna dawõla zoera goroisa õbeʼe ba õtaw̃i mbaʼabaʼa mbawandroehõ nose. 
EXO.40_1.6	Ba naha wameʼe soemange nitoenoe, ba ba zinga mbawandroehõ ba nahia ose wamaʼeleʼõ õfaʼanõ, 
EXO.40_1.7	ba gala andrõ, ba ba gotaloeara nose wamaʼeleʼõ naha wameʼe soemange andrõ õbeʼe, ba õlaoe jaw̃a nidanõ. 
