MAT.1.1	Ăṭṭarex n-
LUK.3.30	Yăhuda ăgg Yusəf, Yusəf ăgg Yonăm,
LUK.3.30	Yonăm ăgg Ilyakim,
LUK.3.31	Ilyakim ăgg Mălaya, Mălaya ăgg Măyna,
LUK.3.31	Măyna ăgg Mătata, Mătata ăgg Natan,
LUK.3.31	Natan ăgg Dawəd,
LUK.3.32	Dawəd ăgg Isaya, Isaya ăgg Ăɣbăydi,
LUK.3.32	Ăɣbăydi ăgg Boɣaz, Boɣaz ăgg Sala,
LUK.3.32	Sala ăgg Nasun,
LUK.3.33	Nasun ăgg Aminădab, Aminădab ăgg Ădmin,
LUK.3.33	Ădmin ăgg Arni, Arni ăgg Xăšrun,
LUK.3.33	Xăšrun ăgg Faris, Faris ăgg Yăhuda,
LUK.3.34	Yăhuda ăgg Yaqub, Yaqub ăgg Isxaqq,
LUK.3.34	Isxaqq ăgg Ibrahim, Ibrahim ăgg Tarăxa,
LUK.3.34	Tarăxa ăgg Naxur,
LUK.3.35	Naxur ăgg Sarux, Sarux ăgg Raggăw,
LUK.3.35	Raggăw ăgg Falăx, Falăx ăgg Ɣăbbir,
LUK.3.35	Ɣăbbir ăgg Salăx,
LUK.3.36	Salăx ăgg Kăynăm, Kăynăm ăgg Arfăɣšad,
LUK.3.36	Arfăɣšad ăgg Săm, Săm ăgg Nox,
LUK.3.36	Nox ăgg Lamăx,
LUK.3.37	Lamăx ăgg Mătussaləm, Mătussaləm ăgg Inuk,
LUK.3.37	Inuk ăgg Yarăt, Yarăt ăgg Măxlălyil,
LUK.3.37	Măxlălyil ăgg Kăynăm,
LUK.3.38	Kăynăm ăgg Anuš, Anuš ăgg Šətti,
LUK.3.38	Šətti ăgg Adəm, Adəm ənta, Măssinăɣ a t-dd-ixlăkăn.
LUK.4.1	A-s dd-ifăl Ɣisa ejănš wa n-Ɣurdəni, iḍkar Unfas Šăddijăn s-ăṣṣahăt. Unfas-en-dăɣ a t-oɣădăn s-tenere. 
LUK.4.2	Ijă dihen əkkoẓăt timərwen n-ašăl itižărrub-t Iblis. Tăqqăn-ten-dăɣ, ijʼ-et iket-net wăr t-illa a ikkan emm-net təzzar, ălluẓ. 
LUK.4.3	Osʼ-e hi-dd Iblis, innʼ-as:
LUK.4.3	«Šămad kăyy a-s 
LUK.4.4	Ăwwežăb-as Ɣisa, innʼ-as:
LUK.4.4	«Iktab dăɣ-măjrăd n-Măssinăɣ:
LUK.4.4	‹Tămudre n-ăgg-adəm, wăr təmda făll-tetăte ɣas.› »
LUK.4.5	Iwwăy-t Iblis s-edăgg iknan aḍkul, issəknʼ-e dăɣ-ešăfălli n-tiṭṭ, e d t-illăm əddəwəl iwarăn ărori n-ăkall, 
LUK.4.6	innʼ-as ămăra:
LUK.4.6	«Ad-kăy-ăkfăɣ tărna d-təmɣăr făll-əddəwəlăn-wi-dăɣ hannăyăd iket-năsăn făl-a-s i-nin, hakkăɣ-tăn daɣ i-ere wa s-ărheɣ, 
LUK.4.7	a-wen-dăɣ a făl, hakkăɣ-ak-tăn iket-năsăn afăl hi-tăɣbădăd.» 
LUK.4.8	Ăwwežăb-as, innʼ-as: «Iktab dăɣ-măjrăd n-Măssinăɣ a-s:
LUK.4.8	‹Emăli-năk Măssinăɣ a dat-e-tărkăɣăd,
LUK.4.8	ənta ɣas a fălla-k ilan ălɣibadăt.› »
LUK.4.9	Iwwăy-t Iblis ḍarăt-a-wen s-Yărussălam, issəbdăd-t făll-afălla n-
LUK.4.9	«Šămad kăyy a-s 
LUK.4.10	‹Ad-dd-išəmmišəl ănjălosăn-net
LUK.4.10	i-ad-kăy-agəẓən dăɣ-ăššar,
LUK.4.11	əkbəlăn-kăy dăɣ-ifassăn-năsăn
LUK.4.11	i-ad-wăr hak-răssəl wăla-dăɣ tăhunt tiyyăt ɣas.› »
LUK.4.12	Innʼ-as Ɣisa: «Iktab dăɣ-măjrăd n-Măssinăɣ a-s:
LUK.4.12	‹Wăr-e tarməd Emăli-năk Măssinăɣ.› »
LUK.4.13	Ăžžurrăbăt-t Iblis s-a-wa s-ăddobăt iket-net, indăr-as ɣas, ujəj-t, ad-isimăqqul i-ad-săr-s ijrəw taffawt tiyyăt daɣ.
LUK.4.14	Iqqăl Ɣisa ḍarăt-a-wen teje ta n-Galila, toɣad-t tărna n-
LUK.4.15	Isaɣra ăddinăt dăɣ-ihănan n-ăddin wi n-
LUK.4.16	Ifăl Ɣisa dihen, ikkă taɣrəmt ta n-Năṣirăt-i-dăɣ idwăl, ijʼ-e ašăl wa n-əssəbət-i n-tăsonfat, ikkʼ 
LUK.4.17	Təddalăn ăddinăt Măssinăɣ dihen-dăɣ a-s ibdăd Ɣisa jere-săn, əkfăn-t əlkəttab wa n-ănnăbi Saya
LUK.4.18	«Insa făll-i Unfas n-Emăli,
LUK.4.18	ăsnăfrănăn-ahi
LUK.4.18	i-ad-ăjăɣ isălan n-
LUK.4.18	ăšmašăl-ahi-dd i-ad-ăjăɣ isălan i-wi hănen tikărmuten,
LUK.4.18	əjrəwăn iman-năsăn,
LUK.4.18	zuzəyăɣ iməddorɣal,
LUK.4.18	səddărfeɣ ăddinăt-wi ătiwăkrăšnen,
LUK.4.19	zəzzubbeɣ-dd awătay n-ănnuɣmăt n-Emăli făll-ărori n-ăkall.»
LUK.4.20	Issəmdă Ɣisa teɣăre ɣas, iɣfăl əlkəttab, ăssoɣăl-t i-ănaxdim-wa ijăn ənniyăt i-ehăn wa n-ăddin. Iqqăl-dd, ăqqima ɣas, ăsbălalăɣăn dăɣ-s ăddinăt-wi hănen ehăn n-ăddin-en-dăɣ iket-dăɣ-năsăn. 
LUK.4.21	Iḍkăl măjrăd, innʼ-asăn: «Măjrăd wa s-təslăm ašăl-i-dăɣ, itbăt.»
LUK.4.22	Ǝqqălăn-dd ɣas oran imawăn, tofʼ-en tăkunt n-tihusay n-iməjridăn wi dd-zajjărnen emm-net, ad-jannen: «Ak ajăn a-wa wădden ăgg-Yusəf wa-dăɣ nəzzăy?» 
LUK.4.23	Innʼ-asăn Ɣisa: «Ǝssanăɣ a-s ad-hi-dd-səktəwăm oẓẓ wa innăn: ‹Lăxtur, kăyy-ak səssəfăr i-iman-năkk təzzar›, tənnəm-ahi: ‹Təmmaẓ jed dăɣ-ăkall-năk a-wa s-nəsla jed-t dăɣ-aɣrəm wa n-Qăfărnaxum.› » 
LUK.4.24	Innʼ-asăn daɣ: «Tidət-dăɣ a-s wăr t-illa ănnăbi ătiwăqbălăn dăɣ-ăkall-net. 
LUK.4.25	Ăsidătteɣ-awăn a-s kăla t-əllănăt tinuḍăfen ăjjootnen dăɣ-Iṣrayil dăɣ-ăzzăman wa n-ănnăbi Ɣəli. Ăzzăman-en, oɣăy mănna i-ăddinăt, jăn kăraḍ iwətyan d-săḍis orăn wăr t-təlla teddamt n-ajənna watăt ăkall-en-dăɣ, ija laẓ s-kăla wăr-ătwănhăy a dăr-olăh făll-ărori n-ăkall. 
LUK.4.26	Ija a-wen iket-net măšan, wăr dd-ăšmašăl Măssinăɣ ănnăbi Ɣəli ar s-tănuḍăft tiyyăt ɣas dăɣ-snăt təzzaɣăt taɣrəmt ta n-Sarăfta dăɣ-teje ta n-Săyda. 
LUK.4.27	Ḍarăt Ɣəli daɣ, osă-dd ăzzăman wa n-ănnăbi Ilyas. Ăzzăman-en, əllan-t ăddinăt ăjjootnen dăɣ-ăkall wa n-Iṣrayil ijraw jəri măšan, wăr tăn-iha-i s-dd-ăšimašăl Măssinăɣ Ilyas a săl ăhaləs iyyăn n-amăjar ilʼ ăkall wa n-Surya s-isəm-net Năɣma i-ad-t-išəšdəj.»
LUK.4.28	Ǝslăn ăddinăt i-hărătăn-win-dăɣ hasăn-innă dăɣ-ehăn n-ăddin ɣas, kăfăn a-wa-dăɣ hasăn-ija aḍkăr-net, 
LUK.4.29	ămẓăyẓăyăn-t iket-năsăn, əzzəwen-t hundăɣ har afălla n-aḍaɣ wa făll-idăy aɣrəm i-ad-t-in-səttərəkken, ămmăt 
LUK.4.30	măšan, ikka Ɣisa jere-săn, iglă.
LUK.4.31	Ătrară-dd Ɣisa ḍarăt-a-wen, ikka taɣrəmt ta n-Qăfărnaxum hăt teje ta n-Galila ad-isaɣra dihen ăddinăt hak ašăl n-əssəbət-i n-tăsonfat; 
LUK.4.32	əqqălăn-dd ăddinăt ɣas oran imawăn făll-əjjăruẓăt-i-dăɣ hasăn-ija a-wa isăɣra ed isaɣrʼ-en s-ălxikmăt ăṣṣohen. 
LUK.4.33	Ehăn n-ăddin-en, ihʼ-e ăhaləs ihʼ alšin, inhăy Ɣisa ɣas, ad-isaɣărat s-afălla, ijanna 
LUK.4.34	«Ya Ɣisa wa n-Năṣirăt, ma dăɣ-năɣ tărhed? Ajăn ahălak-nănăɣ a-s dd-tosed? Ǝssanăɣ ere wa tămoosăd, kăyy-i-dăɣ a-s: Wa Šăddijăn dd-ăšmašăl Măssinăɣ.» 
LUK.4.35	Ăsmăhăḍ dăɣ-s Ɣisa, innʼ-as «Ǝṭṭəf emm-năk, təzjărăd ăhaləs-i-dăɣ!» Ijjăḍlăt alšin ăhaləs jer-ăddinăt təzzar, izjăr-t, wăr t-illa a has-iɣšad. 
LUK.4.36	Ǝqqălăn-dd ăddinăt ɣas oran imawăn, tinmənnin: «Ma ămoos măjrăd wa? Wa ənta wălʼ alšinăn e-d fălla-săn ăsmăhăḍ s-tărna-net, ad-əzjărăn ăddinăt.» 
LUK.4.37	Intăj isəm n-Ɣisa ḍarăt-a-wen-dăɣ, wăr t-illa edăgg dăɣ-teje-ten-dăɣ s-wădden timsiɣulăn dăɣ-s isălan-net.
LUK.4.38	Izjăr Ɣisa ehăn wa n-ăddin ɣas, ikka ɣur-Simyon. Ămzăyyăt-in d-a-s tărmas tenăde tăṣṣoohet taḍăggalt n-Simyon, əttărăn dăɣ-s ăddinăt ad-tăt-izuzəy. 
LUK.4.39	Ibdăd-dd Ɣisa jənnəj-s, ăsmăhăḍ făll-tenăde, tărẓa fălla-s. Tənkăr-dd ălwăqq-wen-dăɣ, ad-tăn-simjurut.
LUK.4.40	Toḍa tăfukt ɣas, ămewăyăn-dd săr-s imarhinăn s-hak iyyăn d-turhənna-net i-ad-tăn-izuzəy, ăswăr hak iyyăn ifassăn-net, ăzozăy-tăn. 
LUK.4.41	Zajjărăn alšinăn ăddinăt ăjjootnen, saɣăren, jannen: «Kăyy a-s 
LUK.4.42	Ăffăw ɣas, ikka Ɣisa tenere n-iman-net măšan təmmăɣ-as tamətte hăr t-təjrăw, ad-tattărăn ăddinăt əmmək s-t-əṭṭăfăn edes-hasăn i-ad-wăr-ilkem ad-tăn-ifal; 
LUK.4.43	inhăy tayətte-năsăn ɣas, innʼ-asăn: «Iwar-ahi ad-ăxṭəbăɣ isălan n-ălxer n-
LUK.4.44	Ad-ixaṭṭăb ḍarăt-a-wen dăɣ-ihănan n-ăddin wi n-kăl-Ălyăhud n-teje ta n-Ălyăhudəyăt.
LUK.5.1	Ašăl iyyăn d-ibdad Ɣisa dăɣ-asălim n-ejănš wa n-Žănnăṣarăt, tăɣlăyɣălăy-t-dd tamətte tăjjeet tărhat ad-səjəd i-măjrăd n-Măssinăɣ wa ităjj. 
LUK.5.2	Inhăy sănatăt turfen n-aman ojaynen s-ăqqiimăn məssaw-snăt dăɣ-asălim n-aman, saradăn titarren-năsăn. 
LUK.5.3	Ijjăš dăɣ-snăt ta n-Simyon, ittăr dăɣ-s ad-has-tăt-in-imhəl hundăɣ har təfəl asălim n-aman, ăqqima dăɣ-s, ad-isaɣra tamətte.
LUK.5.4	Issəmdă măjrăd ɣas, inna i-Simyon: «Səgləw turăft-năk hundăɣ har ammas n-aman, təjrəd kăyy d-imidiwăn-nak titarren-năwăn.» 
LUK.5.5	Innʼ-as Simyon: «Ălɣalim, ehăḍ imdan a nəja nəšɣal wăr t-illa a nărmas măšan, făl tənna-năk, ad-nəjăr titarren-nănăɣ.» 
LUK.5.6	Jăn a-wa hasăn-innă, ărmăsăn-dd ašăl-en-dăɣ imănan-i-dăɣ ăjjootnen har dd-ăqqălnăt titarren-năsăn, təssarnăt. 
LUK.5.7	Ad-tallăfăn i-imidiwăn-năsăn wi hănen turăft-ta iyyăḍăt i-ad-dd-ašələn, ilalăn-asăn. Osăn-dd, əḍnăyăn turfen-năsăn tissənen hundăɣ har-dăɣ tilkəyyitnăt. 
LUK.5.8	Inhăy Simyon Bəṭrus a-wa ijăn ɣas, irkăɣ dat-Ɣisa, innʼ-as: «Emăli, ajəj-ahi făl-a-s năkk anăsbăkkaḍ a ămoosăɣ.» 
LUK.5.9	Tărmăs tarəmmeɣt-i-dăɣ măqqărăt Simyon d-imidiwăn-net făl təssəba n-əjut n-imănan-i-dăɣ ărmăsăn. 
LUK.5.10	Tăkunt-ta tărmăsăt Simyon, ənta daɣ a tărmăsăt Yaqub d-Exya wi n-dăgg-Zăbdi-i dăr-ohăr ălxidmăt. Innă Ɣisa i-Simyon ḍarăt-a-wen: «Wăr tărmeɣăd, ɣur-ašăl-i-dăɣ, ad-tumasăd ăwadəm săr-i dd-isadawăn ăddinăt i-ad-tăn-ăɣləsăɣ.»
LUK.5.11	Ăssoɣălăn-dd ḍarăt-a-wen turfen-năsăn asălim n-aman, oyyăn a-wa tăn-išlăn iket-net, əlkămăn-as.
LUK.5.12	Iha Ɣisa iyyăn dăɣ-iɣărman a-s t-inhăy ăhaləs ilsa jəri, ikkʼ-e-hi-dd, irkăɣ data-s, ad-t-ilaqqăd, ijannʼ-as: «Ălɣalim, afăl tărhed a-wen-dăɣ, tăddoobed ad-hi-šəšdəjăd.» 
LUK.5.13	Iẓẓăl Ɣisa ăfuss-net, iḍăs-t, innʼ-as: «Ărheeɣ a-wen, išdaj», ifăl-t jəri ălwăqq-wen-dăɣ. 
LUK.5.14	Ăsmătăr-t Ɣisa, innʼ-as: «Wăr jed isălan i-ăwadəm wălʼ iyyăn n-a-s năkk a kăy-ăzozăyăn; ănn-ak, əgləw, səkən iman-năk i-u-
LUK.5.15	Hak ašăl tiwwaḍ-dd terše n-isəm i-Ɣisa, tidaw-dd săr-s tamətte tăjjeet i-ad-səjəd i-isălan n-
LUK.5.16	Măšan Ɣisa ənta, ăssoof edăgg iṣtarăn dăɣ-ijraw s-tamădilt n-Măssinăɣ.
LUK.5.17	Ijraw Ɣisa ɣur-Emăli tărna tăṣṣoohet ăssitbăt azuzi wa ităjj i-ăddinăt. Ašăl iyyăn d-isaɣra, ăqqiimăn edes-has 
LUK.5.18	A ənḍărrăn meddən iyyăḍ-da-dăɣ ămisawăyăn anăbdon insan făll-asəftăɣ. Ǝttărăn a-wa dăɣ-he-əjən ərəsăn tamətte, sənsən-t dat-Ɣisa 
LUK.5.19	măšan, ăba-hasăn ălmăɣna n-a-wen făl əjut-i-dăɣ ja tamətte. Ăɣlăyăn, ăwwănăn afălla n-ehăn, sărăn dăɣ-assətax n-ehăn edăgg s-ăddooben ad-săr-s dd-šujəšăn anăbdon, ăstărarăn-t-dd ḍarăt-a-wen har t-dd-əssənsăn dăɣ-ammas n-tamətte, dat-Ɣisa. 
LUK.5.20	Inhăy Ɣisa immun-năsăn ɣas, innă: «Ăhaləs, ătwănšăn-ak ibăkkaḍăn-năk.»
LUK.5.21	Ǝslăn 
LUK.5.22	Ilmăd Ɣisa ɣur-iman-net a-wa ămiɣănnănăn ulhawăn-năsăn, innʼ-asăn: «Ma tămmizăɣăm dăɣ-ulhawăn-năwăn? 
LUK.5.23	Ma ojărăn tărăɣse jer-ad-tənnəd i-ăwadəm: ‹Ătwănšăn-ak ibăkkaḍăn-năk› d-ad-has-tənnəd: ‹Ǝbdəd, ărjəš.› 
LUK.5.24	Ašăl-i, ăssiilmădăɣ-kăwăn a-s 
LUK.5.25	Ibdăd anăbdon ăssaɣăt-wen-dăɣ dat-ăddinăt iket-năsăn, iḍkăl asəftăɣ-net, iqqăl ehăn-net itiməl Măssinăɣ. 
LUK.5.26	Ăqqiimăn-dd ăddinăt ɣas tofʼ-en tăkunt n-a-wa ijăn, tiimlən Măssinăɣ. Təjʼ-asăn tarəmmeɣt arămas wa-dăɣ făl jannen: «Ašăl-i, iman-net, nənhăy hărătăn ăqqannen eɣăf.»
LUK.5.27	Ifăl Ɣisa edăgg-en ɣas, inhăy ăhaləs irammăsăn tiwse s-isəm-net Lewi, ăqqiima dăɣ-edăgg n-ălxidmăt-net, innʼ-as: «Ǝlkəm-ahi.» 
LUK.5.28	Ibdăd Lewi, ibḍă d-a-wa t-išlăn iket-net, ilkăm-as.
LUK.5.29	Ăsmăjarăt Lewi Ɣisa ḍarăt-a-wen s-ehăn-net. Itaɣăyma Ɣisa dăɣ-edăgg wa n-imənsiwăn a-s erk ăddinăt han inarmasăn n-tiwse ăjjootnen da-dăɣ, osăn-dd, ănɣăymăn dăr-s ənta d-inəṭṭulab-net. 
LUK.5.30	Ǝnhăyăn 
LUK.5.31	Ăwwežăb-asăn, innʼ-asăn: «Ăddinăt ăssoxătnen, wăr-ămɣatărăn s-lăxtur, imarhinăn a săr-s ămiɣatărnen; 
LUK.5.32	năkk, wăr dd-ămešălăɣ s-ăddinăt-wi ordănen iman-năsăn iqqud, inăsbăkkaḍăn a-s dd-ămešălăɣ i-ad-utabăn.»
LUK.5.33	Ǝnnăn-as ḍarăt-a-wen: «Inəṭṭulab wi n-Exya hakd-dăɣ 
LUK.5.34	Issăɣlăy-tăn tangalt dăɣ-hasăn-inna: «Kăl-tuksest, wăr tăn-ilzem ăẓum a ikka ămaẓlay illʼ-e ɣur-săn 
LUK.5.35	măšan, ilkam ad-dd-ass ăzzăman-wa tăn-mad-ifəl ămaẓlay, ăzzăman-en, ad-uẓamăn.»
LUK.5.36	Ijʼ-asăn Ɣisa tangalt tiyyăt dăɣ-hasăn-innă: «Wăr t-illa ere dd-isaɣărrawen tikəst dăɣ-erăswăy ăynayăn i-ad-săr-s isəmməkukəs i wăššărăn ed, afăl ija a-wen, ad-dd-isăqqərriwət erăswăy wa ăynayăn bănnan, ḍarăt-a-wen daɣ, tabdoɣt-ta tăynayăt, wăr mad-talăh d-ta wăššărăt ini. 
LUK.5.37	Wăr t-illa daɣ ere itajjăn aman n-lăɣnăb ăynaynen ăxxiimmărnen dăɣ-ijdad, ere ijăn a-wen har kăfăn aman ənnin ăynaynen dăɣ-ijdad, ad-has-səbbuqqen ijdad-net, ifut ḍarăt-a-wen dăɣ-aman hakd-dăɣ dăɣ-ijdad. 
LUK.5.38	Aman n-lăɣnăb ăynaynen ăxxiimmărnen, iddidăn ăynaynen a dăɣ-tăn-itajj ăwadəm. 
LUK.5.39	Ăwadəm daɣ wa iswăn aman n-lăɣnăb s-ăru d-ăxximmărăn, ăbas ăsidărhăn tesăse n-wi ăynaynen ed ad-ănn: ‹Wi s-ăru d-əxxəmărăn a ăẓednen.› »
LUK.6.1	Ašăl iyyăn n-əssəbət-i n-ašăl wa n-tăsonfat, ălliil Ɣisa išəkraš n-ălkăma, əlkamăn-as inəṭṭulab-net, nakkăḍăn tiɣăɣănen n-ălkăma, tifəffərun-tănăt jer-ifassăn-năsăn, taffăẓăn tiblalen-ti tănăt-dd-zajjărnen. 
LUK.6.2	Ǝggădăn-dd hărăt dăɣ-
LUK.6.3	Ăwwežăb-asăn Ɣisa, innʼ-asăn: «Adiš kăwăneḍ, wăr tăɣrem dăɣ-əlkəttab a-wa ija Dawəd ašăl wa d-ălluẓ ənta d-ejhăn-net? 
LUK.6.4	Wădden ătwănnă, ijjăš ehăn n-Măssinăɣ, iḍkăl dăɣ-tijəlwen ti n-tikutawen s-wăr t-illa ere s-xălal tetăte-năsnăt săl 
LUK.6.5	Innʼ-asăn Ɣisa ḍarăt-a-wen: «
LUK.6.6	Iqqăl-dd əssəbət-i n-ašăl wa n-tăsonfat ɣas, ijjăš Ɣisa ehăn n-ăddin wa n-kăl-Ălyăhud ad-dăɣ-s isaɣra. Ehăn-en, ihʼ-e ăhaləs s-ăqqur ăfuss-net wa n-aɣil. 
LUK.6.7	Jan-as 
LUK.6.8	Ilmăd Ɣisa ɣur-iman-net a-wa dăɣ-zinəzjumăn, innă i-ăhaləs wa s-ăqqur ăfuss-net: «Ǝyyăw, əbdəd dăɣ-ammas n-ălžămaɣăt.» Inkăr-dd ăhaləs, ibdăd diha s-has-innă. 
LUK.6.9	Innʼ-asăn Ɣisa ḍarăt-a-wen: «Ăssiistănăɣ-kăwăn: Ak a xălalăn dăɣ-ašăl wa n-əssəbət-i n-tăsonfat iji n-emărked meɣ iji n-a lăbasăn, igguẓ n-iman meɣ iji n-iman?» 
LUK.6.10	Issăɣlăy-tăn-dd Ɣisa asăwaḍ-net iket-dăɣ-năsăn təzzar, innă i-ăhaləs: «Ǝẓẓəl ăfuss-năk.» Ija a-wa has-innă, izzăy ăfuss-net ălwăqq-wen-dăɣ. 
LUK.6.11	Ija a-wen ɣas, wăsăn kăl-ăddin, ănmănhăyăn jer-iman-năsăn dăɣ-isălan n-a-wa he-əjən i-Ɣisa.
LUK.6.12	Išilan-win-dăɣ ad-iwwăn Ɣisa taḍaɣt, ikkăs dihen ehăḍ imdan, itəddal Măssinăɣ. 
LUK.6.13	Ăffăw ɣas, iɣră-dd inəṭṭulab-net, ăsnăfrăn dăɣ-săn măraw d-əssin, ăswăr-tăn isəm inəmmušal. 
LUK.6.14	Ǝntăneḍ da inəṭṭulab-wi ăsnăfrăn: Simyon wa s-ija isəm Bəṭrus d-ăŋŋa-s Idris; Yaqub d-Exya, Fəlibb d-Bărtălămma, 
LUK.6.15	Mătti d-Tomi; Yaqub wa n-ăgg Ălfa d-Simyon wa s-itawănna ăššažeɣ, 
LUK.6.16	Hudd ăgg Yaqub d-Yăhudəs wa n-Isxaryut-i ămoosăn ămaɣdar.
LUK.6.17	Ăzzubbăt-dd Ɣisa taḍaɣt ḍarăt-a-wen ənta d-inəṭṭulab-net, ătrarăn-dd făll-eɣărɣăr dăɣ-təbdad tamətte tăjjeet d-ăddinăt ăjjootnen dd-falnen Ălyăhudəyăt d-Yărussălam d-iɣărman wi n-Tir d-Săyda hănen asălim n-ejănš. 
LUK.6.18	Ăddinăt-en-dăɣ, osăn-dd iket-dăɣ-năsăn i-ad-səjdən i-a-wa isaɣra, əzzəyăn dăɣ-turhənnawen-năsăn, əjrəwăn dăɣ-săn wi hăn alšinăn iman-năsăn. 
LUK.6.19	Tattăr taxləkt-ten-dăɣ iket-net ad-t-təḍəs ed zajjăr-t-dd tărna tăn-zizuyăt iket-dăɣ-năsăn.
LUK.6.20	Iswăḍ Ɣisa dăɣ-inəṭṭulab-net, innă:
LUK.6.20	«Tənḍəḍ-awăn kăwăneḍ-i
LUK.6.20	ăẓoẓnen iman-năwăn dat-Măssinăɣ ed,
LUK.6.21	Tənḍəḍ-awăn kăwăneḍ-i inăqq laẓ
LUK.6.21	ašăl-i-dăɣ ed, ad-tăyyăwănăm;
LUK.6.21	tənḍəḍ-awăn kăwăneḍ-i hallănen
LUK.6.21	ašăl-i-dăɣ ed, ad-tăddăwem.
LUK.6.22	Tənḍəḍ-awăn afăl dăr-wăn okăḍăn dăgg-adəm,
LUK.6.22	afăl kăwăn-əkkăsăn jer-iman-năsăn;
LUK.6.22	afăl kăwăn-gaggărăn;
LUK.6.22	afăl əttărăn uɣšad n-ismawăn-năwăn
LUK.6.22	dăɣ-ăddimmăt n-
LUK.6.23	Dăwătăt, taləwəm dăɣ-ašăl-wen-dăɣ făl-a-s ad-ijat marušăt-năwăn dăɣ-ălžănnăt; erk ălxal-wen-dăɣ hawăn-han ašăl-i-dăɣ, a əjjăšăn abbatăn-năsăn i-ănnăbităn.»
LUK.6.24	«Iməskay kăwăneḍ-i n-imărrəzăɣăn ed,
LUK.6.24	ălxer-năwăn, ihʼ ifassăn-năwăn.
LUK.6.25	Iməskay kăwăneḍ-i n-imăyyăwănăn n-ašăl-i-dăɣ ed,
LUK.6.25	ad-tulaẓăm.
LUK.6.25	Iməskay kăwăneḍ-i daẓẓănen ašăl-i-dăɣ ed,
LUK.6.25	ad-təṭṭəfăm iba, təlhəm.
LUK.6.26	Iməskay kăwăneḍ-i timələn ăddinăt ed, ălxal-wen-dăɣ a
LUK.6.26	əjjăšăn abbatăn-năsăn i-ănnăbităn wi n-bahu n-ibda.»
LUK.6.27	«Kăwăneḍ-i hi-ăsijădnen, ənneɣ-awăn: Ărhăt išənja-năwăn, ăjăt a olaɣăn i-ăddinăt-wi dăr-wăn okăḍnen, 
LUK.6.28	ăjăt ălhimmăt i-wi hawăn-ărhanen a lăbasăn, ădəlăt Măssinăɣ i-wi fălla-wăn jannănen bahu. 
LUK.6.29	Afăl hak-istăɣ ăwadəm făll-tăjomăst-năk tiyyăt, səgdəl-as daɣ ta iyyăḍăt; afăl irmăs ăwadəm tanăkkăbbat-năk, ăkfʼ-e daɣ anăkăbba-năk. 
LUK.6.30	Ere kăy-idălăn-dăɣ, ăkfʼ-e; wăr tətterăd dăɣ-ăwadəm ad-hak-isuɣəl a-wa dăɣ-k irmăs. 
LUK.6.31	A-wa s-tărhăm, ad-hawăn-t tajjăn ăddinăt, ăjăt-asăn-t kăwăneḍ-dăɣ.
LUK.6.32	Afăl wăr tărhem ar imărhan-năwăn, əndek marušăt-năwăn? Wădden, inăsbăkkaḍăn-dăɣ, ărhan ăddinăt wi tăn-ărhanen. 
LUK.6.33	Afăl wăr təjjəm a olaɣăn ar i-wi hawăn-t-tajjănen, əndek irhuj-năwăn? Wădden, wălʼ inăsbăkkaḍăn, a-wen, tajjăn-t. 
LUK.6.34	Afăl daɣ wăr səmərwisăm ar i-ăddinăt wi dăɣ-tordăm timẓal, əndek marušăt wa s-mad-təjrəm ăṭṭăma-net? Wădden, inăsbăkkaḍăn-dăɣ, samărwasăn i-imidiwăn-năsăn ed, ordan ɣur-săn azăbăna. 
LUK.6.35	Ărhăt išənja-năwăn, tajjăt-asăn a olaɣăn; səmmərwəsăt i-ere dăɣ-wăr jerăm ăṭṭăma n-timẓal. Dihen, ad-ijat marušăt-năwăn, tumasăm aratăn n-Măssinăɣ wa iknan aḍkul ed, ənta, milɣaw-net, wăr săr-s iẓley wi wăr ha tămayit hakd-dăɣ wi n-inăllăbăsăn. 
LUK.6.36	Təjjəšet-kăwăn təmɣăre n-tăhanint ta hăt Abba-năwăn.
LUK.6.37	Afăl wăr tənnem dăɣ-ăwadəm, wăr mad-dăɣ-wăn ănn ăwadəm, afăl wăr təssəḍlămăm ăwadəm, wăr kăwăn-e-isəḍləm ăwadəm, naššăt i-ad-təjrəwăm tenăšše. 
LUK.6.38	Ăkfăt, ad-təjrəwăm; ere wa ihakkăn, ad-ijrəw a ăjjeen dăɣ-asəbbətăr-net ed, ilkam ad-hanăɣ-ikət Măssinăɣ isuf-net s-əmmək wa s-nətəkkat isuf-nănăɣ i-ăddinăt.» 
LUK.6.39	Issăɣlăy-tăn-dd Ɣisa tangalt dăɣ-hasăn-inna: «Ajăn emədderɣəl ăddoobăt ad-ilwəy emədderɣəl? Wădden, ad-iḍwən issənăn-essăn dăɣ-anu?
LUK.6.40	Wăr t-illa ănăṭṭalib ojărăn ălɣalim-net măšan, ănăṭṭalib iket-net iɣradăn, ad-alăh d-ălɣalim-net.
LUK.6.41	Uhən kăyy, mafăl hannăyăd teẓewt ta hăt tiṭṭ n-ăŋŋa-k, a-s ija a-wen, wăr hənnəyăd afăɣot wa ihăn tiṭṭ ta-năk? 
