MAT.1.1	Dawute naa, Abrahaame naa gidida Yesus Kirstoosa yeletetha zarkey hayssafe kaallizayssa;
LUK.23.10	Qeese halaqatinne Xaafeti heen iza matan eqqidi keehi wordo mooto mootida. 
LUK.23.11	Herdoosikka ba wotadaratara issife iza kadhida; kawo may7o mayzidi gede Philaxoosakko zaari yeddides. 
LUK.23.12	Herdoossinne Philaxoosi kase ba giddon issoy issara oosha shin he gallas giigida.
LUK.23.13	Philaxoosi Qeeseta halaqatara, dere daannataranne dere asa shiishshidi, 
LUK.23.14	“Hayssi addezi asay wuri makalana mala dentheththes giidi inte taakko ehin ta qorn iza oythiza issi iita miishikka demmabekke. 
LUK.23.15	Qasseka Herdoossi issi iita miishikka iza bolla demmonta aggida gish ha nuukko zaari yeddides. Ha7i inte beyiza mala iza hayqos gaththiza issi iita miishikka ooththibenna. 
LUK.23.16	Hessa gish qaxayada ta iza yeddana” gides. 
LUK.23.17	Izi hessa giday ista ba7aale gallas qashettida asappe issade birshiza wogay diza gishassa.
LUK.23.18	Derey wurikka issi bolla “Barbaane birshada hayssa addeza digga!” giidi waassides. 
LUK.23.19	Barbaaney katama giddon asa makala yo7on dentheththidi as wodhi qashettida asa.
LUK.23.20	Philaxoosikka Yesusa birshanas koyda gish qasseka zaaridi oychides. 
LUK.23.21	Asay zaaridi iza “Kaqqa! Kaqqa!” giidi waassides.
LUK.23.22	Philaxoosi heedzdzanthokka “Aazas kaqqoo? Hayssi addezi ay iita ooththidee? Tani iza hayqos gaththiza iita ooso iza bolla beyabeekke; hessa gish qaxayada ta iza birsha yeddana” gides.
LUK.23.23	Asaykka qaala dhoqu histidi Yesusi kaqqettana mala Philaxoosa keehi woossishe waassida. 
LUK.23.24	Hessa gish Philaxoosi ista oyshoy polettana mala azazides. 
LUK.23.25	Asa makalisidi shempo wodhdhida gish qashettidayssa birshana mala isti woossidade birshidi qasseka Yesusa isti dossida mala ooththeto giidi deraas aaththi immides.
LUK.23.26	Istika Yesusa oykkidi ekki bishin Qareena geetettiza katamappe issi Simoona geetettiza addey hahoppe yizayssa demmida Yesusi kaqqettana masqale koca izi tookkidi Yesusa kaallana mala wolqathida.
LUK.23.27	Daro derey ba tira icci icci yeekkiza macasati, 
LUK.23.28	Yesusappe guyera iza kaallida. Yesusi istako simmi xeelidi “Inte Yerusalame macasay intessinne inte naytas yeekkite attin taas yeekkofte. 
LUK.23.29	‘Sinthafe inte hekko makkara gidida macasati, yelonta ulotinne nay dhammonta dhanthati anjettidayta!’ gaana wodey sinthara yees. 
LUK.23.30	He wode asay ‘Zumato! Nu bolla woddite; qeeri zumatikka nuna qottite!’ gaana. 
LUK.23.31	Histin qaye mitha bolla hayssatho ooththidayti mela mitha bolla wostaneshaa?” gides.
LUK.23.32	Izara issife hayqqana mala hara nam7u iita ooththida asata izara efida. 
LUK.23.33	Qaaraaniyo geetettizaso gaththidi kaqqida. Iita ooththidaytappe issa ushacha baggara issa hadirsa baggara kaqqida. 
LUK.23.34	Yesusikka “Ta Aawawu! Hayti ba ooththizayssa eridi ooththonta gish istas atto ga!” gides. Istika iza may7oza saama yeggidi ba giddon gishetti ekkida. 
LUK.23.35	Hessi hanishin asay wuri eqqi xeellides; daannatikka “Izi hara asa ashshides shin Xoossafe doorettida Kirstoosi iza gidikko ane ha7i bana asho” giidi qidhida. 
LUK.23.36	Wotadaratikka shiiqidi woyneppe aggettida caala ushsha ushshidi iza qidhida. 
LUK.23.37	“Neni Ayhuda kawo gidikkii? Ane ha7i nena ashsha” gida.
LUK.23.38	Iza hu7eppe bolla baggara masqale koca bolla “Hayssi Ayhudata kawo” giza qaala xaafi qaaphida.
LUK.23.39	Iita ooththidi kaqqettida asatappe issoy cashsha qaala Yesusa bolla qoqofides. “Ne Kirstoosa gidikii? Ane nenakka nunakka ashsha” gides.
LUK.23.40	Iita oosidaytappe issoy “Neni nees bessiza pirda ekkashe Xoossas babbikkii? 
LUK.23.41	Nuni nu ooththida iita oosos bessizayssa ekkoos; hayssi addezi gidikko issi iitakka ooththibenna” gides.
LUK.23.42	Yesusa “Neni ne kawoteththara yiza wode tana qoppa!” gides.
LUK.23.43	Yesusikka zaaridi “Ta nees tumu gays; hach ne tanara Gannaten daana” gides.
LUK.23.44	Hessa wode gadey seeta gallas shin biidi uddufun saate gakkanaas kumeththa biitta bolla dhumay dhumides. 
LUK.23.45	Awa arshe poo7oy diggettides. Xoossa Keeththa magalashaykka dakkettidi nam7u kezides. 
LUK.23.46	Yesusikka keehi waassidi “Ta aawawu! Tani ta shempo ne kushen immays” gida mala shempo kezides. 
LUK.23.47	Mato halaqay hessa beyidi “Hayssi addezi tumappe xillo asakkoshin” giidi Xoossa galatides.
LUK.23.48	Hessa beyanas heen shiiqidi derey wuri he hanidayssa beyidi tira icci icidi simmides. 
LUK.23.49	Gido attin Yesusa kase lo7ethi erizayti wuri qasseka Galilappera iza kaalliza macasati hessa xeellishe haakki eqqida. 
LUK.23.50	Ayhudata duulata asappe issoy izikka Yoosefe geetettizayssi issi daro kiyanne xillo asa. 
LUK.23.51	Izikka kase asay Yesusa bolla duulatishin he duulatan deenna; izikka issi Armatiyasa geetettiza Ayhudata katama asa shin Xoossa Kawotethi yaanayssa naagishe gam7ides. 
LUK.23.52	Izikka Philaxoosakko biidi Yesusa aha baas immana mala Philaxoosa woossides. 
LUK.23.53	Philaxoosi izas ero gin Yoosefey aha masqale kocappe woththida mala xaaxidi shuchchafe woocettida kase hara asi moogettonta duufon efidi woththides.
LUK.23.54	He gallassay asay Sambatas giigettiza gallas gidida gish Sambatay gelana hanees.
LUK.23.55	Galilappe dendidi Yesusara yida macasatikka Yoosefe kaalli biidi duufoza beyida. Yesusa aha wost woththidakkone beyida. 
LUK.23.56	Heeppe simmidi shittonne tiyiza miish giigissida. Wogay giza mala Sambata gallas shempida. 
LUK.24.1	Wogga wonta maaladora macasati ba giigissida shittoza ekkidi Yesusa woththida duufozakko bida. 
LUK.24.2	Shuchchaykka duufoza duunappe genderidi dizayssa beyida. 
LUK.24.3	Gido attin giddo gelidi Yesusa aha demmonta aggida gish, 
LUK.24.4	istas hanzaazi dhayin isti tollu gidashe qopponta xoliqettiza may7o may7ida nam7u asati ista achchan eqqida. 
LUK.24.5	Macasatikka keehi babbidi duge biitta xeellishin “He asati paxidi dendidayssa hayqqethata giddon ays koyetii? 
LUK.24.6	Izi dendides! Haan baawa. Qasseka izi Galilan dishe intes kase ay gidakkonne ane qopite. 
LUK.24.7	Asa Nay nagaranchata kushen aadhdhi imettanassinne kaqettanas, hayqoppeka heedzdzantho gallas dendanas bessees” giidi yooti woththides. 
LUK.24.8	Macasatikka he wode kase izi gida qaala haasayida. 
LUK.24.9	Macasati duufosoppe simmidi hessa wursi Yesusa kaalliza tammanne issinetassinne haratas yootida. 
LUK.24.10	Hessaka Hawaaretas yootiday Magdale gizasoppe yida Maaramonne Yohaano geetettizarira Yaqoobe Maaramonne istara issife diza hara macasata. 
LUK.24.11	Gido attin istas macasati yootidayssi agumo misatin ammanibeetenna. 
LUK.24.12	Gido attin Phexroosi wothan Yesusa duufokko gakkidinne hokkidi duufo giddo xeellishin iza aha xaaxida may7oy xalla dizayssa beyidi keehi malalettishe baso simmides.
LUK.24.13	He gallas iza kaallizaytappe nam7ati Yerusalameppe tammanne issi kilometire haakkiza Emahoose geetettiza katama beettes. 
LUK.24.14	Bishe isti he wode hanida Yesusa hayqo gish ba giddon haasayetettes. 
LUK.24.15	Isti haasayettishin Yesusi istako shiiqidi istara issife bishin, 
LUK.24.16	isti iza eronta mala ista ayfey oykettides.
LUK.24.17	Yesusi ista “Hayssi oge hamuttishe inte inte giddon haasayettizayssi aazee?” gides. Istika dagamara modhettishe siti gi eqqagida. 
LUK.24.18	Ista giddofe issoy Qaliyoopha geetettizayssi zaaridi “Ha mata gallassatan Yerusalamen hanidayssa eronta imatha asi nena xallaa?” gides.
LUK.24.19	Izikka istas zaaridi “Aazi hanidee?” giin isti qasse zaaridi “Xoossa sinthaninne ubba asa sinthan oosoninne qaalan mino nabe gidida Naazirete Yesusa gish” gida. 
LUK.24.20	Izakka Qeeseta halaqatinne daannati hayqo pirdas aaththi immidanne kaqqida. 
LUK.24.21	Nuni gidikko “Isra7eele woznay iza giidi ufayettidosishin harappeka hessi hanin qasse hach heedzdzantho gallassa. 
LUK.24.22	Qasse nu giddofe issi issi macasati nuna keehi malalisida; istika maalado wontara gede iza duufokko biidi, 
LUK.24.23	iza ahay beettonta ixin yiidi izi paxa dizayssa istas yootin Kiitanchata beyidayssa nuus yootida. 
LUK.24.24	Nuupekka issi issi asi iza duufokko biidi macasati gida mala beyida attin Yesusa demmibeetenna” gida.
LUK.24.25	Izikka istas “Inte woznan wothontayto! Inte woznay kase nabeti yootidayssa ammananappe takkidayto! 
LUK.24.26	Xoossafe kiitettidayssi ha metoza ekkanassinne gede ba bonchoso gelanas bessennee?” gides. 
LUK.24.27	Museppenne nabetappe doommidi Geeshsha Maxaafatan iza gish xaafettidayssa istas lo7eth yootides.
LUK.24.28	Isti ba bizaso matida wode Yesusi aadhdhi biza misatides. 
LUK.24.29	Istika qasse “Gadey qammiza gish nunara aqa” giidi iza keehi woossin istara aqanas gelides. 
LUK.24.30	Istara issife maaddan uttidi uketh ba kushen oykkidi istas menthi menthi immides. 
LUK.24.31	Hessa wode ista ayfey doyettin iza gididayssa erida; izikka ista ayfeppe geemides. 
LUK.24.32	Istika “Nu yishe oge bolla dishin nuna haasayisidi Geeshsha Maxaafataka qoncisidi nuus gelanashe yootin nu woznay tama mala xuugettibenee?” giidi issoy issara haasayettida
LUK.24.33	Heerakka dendidi Yerusalame simmi bida. Tammanne issinetinne istara issife dizaytikka issi bolla shiiqi dizayta demmida. 
LUK.24.34	Istika ba giddon issoy issas “Goday tumu dendides! Simoonaska beettides” gida.
LUK.24.35	Iza kaallizaytappe nam7ati oge bolla hanidayssanne Yesusi uketha menthi menthi immida wode isti wost eridakko istas yootida.
LUK.24.36	Hessa gish isti ba giddon haasayettishin Yesusi ista giddon eqqidi “Saroy intes gido!” gides.
LUK.24.37	Gido attin isti moytile beyida misatin keehi daggamida. 
LUK.24.38	Izikka istas “Aazas daro qoppetii? Aazas inte woznara sidheetii? 
LUK.24.39	Ta kushetanne ta tohota haa xeellite tanakko; qasseka tana oykki beyite; tana inte beyizayssa mala moytiles ashoynne meqethi deenna” gides.
LUK.24.40	Hessa gi simmidi ba tohotanne ba kusheta ista bessides. 
LUK.24.41	Istika ufayssa daroppenne malaletethafe dendidayssan buro ammanonta dishin Yesusi “Hessan aykko mizazi dizee?” giidi ista oychides. 
LUK.24.42	Istika mole xiixa issi bars izas immida. 
LUK.24.43	Izikka ekkidi ista sinthan mides.
LUK.24.44	Izikka “Intenara ta diza wode ‘Muse wogan nabetaninne Mazamure Maxaafatan ta gish xaafettidayssi wurikka polettanas bessees’ gaada ta intes yootida ta qaalay hayssakko” gides.
LUK.24.45	He wode Geeshsha Maxaafata isti erana mala wozna istas doyides. 
LUK.24.46	Istaska “Kirstoosi waaye beyana; heedzdzantho gallas hayqoppe dendana geetettidi xaafettides. 
LUK.24.47	Yerusalameppe doommidi ubba deres nagarappe simoynne maarotethi iza sunthan yootettana. 
LUK.24.48	Inteka hayssas markata. 
LUK.24.49	Takka ta Aaway immida ufayssa intes yeddana; inte qasse wolqa bollafe may7ana gakkanaas Yerusalame kataman takkite” gides. 
LUK.24.50	Hessafe guye ista ekkidi Bitaaniya geetettizaso kezides. Ba kushetaka denthidi ista anjides. 
LUK.24.51	Ista anjishe istafe shaakattidi pude salo bides. 
LUK.24.52	Istika izas hokki goynnida; keehi ufayettishe Yerusalame simmida. 
LUK.24.53	Ubba wode Xoossa Keeththan Xoossa galatishe gam7ida.
JHN.1.1	Qaalay kase koyro dees. Qaalaykka Xoossa achchan dees. He qaalaykka Xoossa. 
JHN.1.2	Izi koyro Xoossa achchan dees. 
JHN.1.3	Medhetethi wuri izan medhettides. Medhettidazan izi baynda medhettiday issinaka duukku. 
JHN.1.4	De7oy izan dawus. Hanna de7oya asas poo7o. 
JHN.1.5	Poo7oy dhuman poo7ises. Dhumay poo7o mulekka xoonenna.
JHN.1.6	Xoossafe kiitettida Yohannisa geetettiza issadey dees. 
JHN.1.7	Iza markatethan asi wuri ammanana mala Poo7os marka gidi yides. 
JHN.1.8	Izi poo7o gish markattana yides attin izi ba hu7es poo7o gidenna. 
JHN.1.9	Asa ubbas poo7o immiza tumu poo7oy hayssa ha alamezan Yesusan dees.
JHN.1.10	Qaalaykka kase alamen dees. Alameyka medhettiday izanna. Gido attin alamey iza eribenna. 
JHN.1.11	Izi ba baggatakko yiin iza baggati iza ekkibeetenna. 
JHN.1.12	Gido attin iza ekkidayti iza sunthan ammanidayti isti Xoossa nayta gidana mala maata istas immides. 
JHN.1.13	Istika Xoossa nayta gididay Xoossafe yelettida gish attin asa zerethafe hessika asa wogan woykko asho shenen gidenna.
JHN.1.14	Qaalaykka as gidides. Xoossa kiyatethaninne tuman kumidi nunan aqides; issi naas aawa matan diza boncho misatiza iza boncho nu beydos.
JHN.1.15	Yohannisikka “Taappe guyera yizayssi taappe aadhdhees. Gaasoyka izi taappe kasekka dees gaada ta intes yootidayssi hekko hayssi izakko!” gi markattides.
JHN.1.16	Iza kumeththa kiyatethan nu wuri kiyatetha bolla kiyateth ekkidos. 
JHN.1.17	Wogay Muse baggara imettides; kiyatethinne tumay gidikko Yesus Kirstoosa baggara nuus yides. 
JHN.1.18	Xoosse beyiday oonikka baawa. Gido attin Xoossa Aawa matan diza Xoossa Naa issoy xalala iza qoncisides.
JHN.1.19	Ayhudata daannati Yerusalameppe Qeesetanne Lewe nayta Yohannisakko kiittidi “Ne oonee?” giidi oychishin,
JHN.1.20	Yohannisi “Tani Kirstoosa gidikke” giidi geeshshi markattides attin markattanas ixibenna.
JHN.1.21	Istika “Histin ne oonee? Ne Elaasaa?” giidi oychida. Izikka “Gidikke” giidi istas zaarides. Istika “Izi yaana geetettida nabey nenee?” gida. Izikka “Akay tana gidikke” gides. 
JHN.1.22	Isti qas “Histin ne oonee? Nuna kiittida asas nu yootana mala ne nena oona gay?” gida. 
JHN.1.23	Izikka “Nabe Isayaassi yootida mala tani ‘Xoossa oge suurisite’ gishe bazzo biittan waassizade qaala giirisa” gides 
JHN.1.24	Farsaaweetappe kiitettida issi issi asati 
JHN.1.25	Hessa gish “Ne Xoossi kiittidade woykko buro yaana geetettida nabey nena gidonta gidikko histin aazas nuna xammaqay?” giidi iza oychida.
JHN.1.26	Yohannisikka istas “Ta haaththan xammaqays; gido attin inte erontaddey inte giddon eqqides. 
JHN.1.27	Taappe guyera yaanayssi iza. Ta iza caamma qasho birshanas bessizade gidikke” gides.
JHN.1.28	Hayssi wuri haniday Yohannisi xammaqiza Yordanoose shaafappe he pinthan diza Bitaaniya geetettiza katamanna.
JHN.1.29	Wontetha gallas Yohannisi Yesusi baako yishin beyidi “Dere nagara biittafe diggana Xoossa dorsi hekko hayssich! 
JHN.1.30	‘Taappe guyera yaanayssi izi taappe kasekka diza gish taappe aadhdhees’ gaada ta intes yootizay hayssich! 
JHN.1.31	Takka ta baggara iza erabeekke shin gidikkokka izi Isra7eele deres qoncana mala ta haaththan xammaqashe yadis” gides.
JHN.1.32	Kaalethidikka Yohannisi hizgi markattides “Xillo Ayanay haraphe kafo misatdi saloppe wodhdhishininne iza bolla uttishin beyadis. 
JHN.1.33	Ta ta baggara iza erike shin ta haaththan xammaqana mala tana kiittidadey ‘Xillo Ayanay iza bolla wodhdhi shempishin ne beyanaddey Xillo Ayanan meecanay iza’ giidi taas yootides. 
JHN.1.34	Takka hessa beyadis. Hessa gish izi Xoossa naa gididayssa ta markatays” gides.
JHN.1.35	Wontetha gallas Yohannisi bana kaalliza nam7atara heen eqqides. 
JHN.1.36	Yesusi iza achchara aadhdhishin Yohannisi beyidi “Xoossa dorsi hekko hayssich!” gides.
JHN.1.37	Yohannisa kaalliza nam7ati hessa siydi Yesusa kaallida. 
JHN.1.38	Isti iza kaallishin Yesusi guye yuuy xeelidi “Ay kooyetii?” gides. Istika “Astamare! Ne duussasoy awaa?” gida.
JHN.1.39	Izikka ista “Ha yiidi beyte” gides. Hessa gish biidi izi awan dizaakko beyidanne he gallas izara issife pe7ida. Wodeykka gede tammu saateso bides.
JHN.1.40	Yohannisi yootida qaala siydi Yesusa kaallida nam7atappe issoy Simoona Phexroosa isha Indiraasa. 
JHN.1.41	Indiraassi koyro ba isha Simoonakko biidinne “Xoossi kiittida Kirstoosa nu demmidos!” gides. 
JHN.1.42	Hessafe guye Indiraassi Simoona Yesusakko ekki yides.
JHN.1.42	Yesusikka iza tishshi histi xeelidi “Haysso! Ne Yoona naa Simoona; hayssafe guye ne Keefa geetettana.” Keefa gussi Phexroosa guussa woykko zaalla shuch guussa.
JHN.1.43	Wontetha gallas Yesusi Galila baanas koydes. Piliphoosakka demmidi “Tana kaalla” gides. 
JHN.1.44	Piliphoosikka Indiraasa malanne Phexroosa mala Betesayda katama asa. 
JHN.1.45	Piliphoosi Natina7eele demmidi “Musey woga maxaafan qasse nabetikka buroppe hananayssa yootiza ba maxaafatan iza gish xaafida addeza nu demmidos. Izikka Yoosefe naa Naazirete Yesusakko!” gides.
JHN.1.46	Natina7eeley qas “Naazireteppe lo7o miishi beetti erizee?” gi oychin Piliphoosi iza “Haa yaada beya” gides. 
JHN.1.47	Natina7eeley Yesusa beyana yishin Yesusi beyidi iza “Hekko! Geney baynda tumu Isra7eele asa!” giidi iza gish yootides.
JHN.1.48	Natina7eeleykka zaaridi “Tana wosta eradii?” gi oychin Yesusikka “Piliphoosi nena xeeyganappe kase balase mitha garsan ne dishin ta nena beyadis” gi zaarides. 
JHN.1.49	Natina7eeley “Astamare! Ne Xoossa naa; Ne Isra7eele kawo” gides.
JHN.1.50	Yesusikka izas “Ne ammaniday; ta nena ‘Balase mitha garsan beyadis’ gida gishee? Ne buro hessafe aadhdhiza daro miish beyana. 
JHN.1.51	Gujidikka ta intes tumu gays; buro saloy doyettin Xoossa Kiitanchati Asa Naa bolla wodhdhishininne kezishin inte beyana” gides. 
JHN.2.1	Heedzdzantho gallas Galila giddon diza Qaana geetettiza Kataman sargey dees. Yesusa aayeyakka heen dawus. 
JHN.2.2	Yesusinne iza kaallizaytikka sargezaso xeeygettida. 
JHN.2.3	Sargezason woyneppe agettida ushshay wurin Yesusa aaya Yesusa “Woyne ushshay wurdes” gadus. 
JHN.2.4	Yesusikka izo “Aaye! Taas nenara aazi dizee? Ta wodey gakkibeenna” gides.
JHN.2.5	He wode Yesusa aayeya Maarama heen gadezan diza oosanchata “Izi intena gizayssa ooththite” gadus. 
JHN.2.6	Ayhudatas geesho wogay diza gish usuppun shuchchafe medhettida baathati heen gadan deettes. Istika issoy issoy nam7u oto woykko heedzdzu oto haaththe oykketes. 
JHN.2.7	Yesusi oosanchata “Baaththata haaththe kunthite” giin istika baaththata duuna gakkanaas silti histi kunthida. 
JHN.2.8	Hessafe qasseka oosanchata “Ane ha7i duuqqidi sargeza alafezas izappe immite” gides. Istika duuqqi duuqqi immida. 
JHN.2.9	Alafezikka woyne ushshan laamettida haaththa gaanxi xeelidi izi awappe yidakkonne eribeenna. Haaththa duuqqidayti gidikko ereetes. Hessa gish sargeza alafey mishiraza xeygidi, 
JHN.2.10	“Asi wuri sargeson koyro lo7o ushshi shiishshees; asay mathotidappe guye iita ehees; gido attin ne gidikko lo7o ushshi hanno gakkanaas wothagadassa” gides.
JHN.2.11	Yesusi hessa malalisiza malata ubbafe koyro Galila geetettiza deren Qaana kataman ooththides. Ba bonchoka hessa malan qoncisides. Iza kaallizaytikka izan ammanida. 
JHN.2.12	Hessafe guye Yesusi ba aayeyra ba ishataranne bana kaallizaytara duge Qifirnahoome wodhdhidi heen guutha wode takkida. 
JHN.2.13	Ayhudata Paaziga ba7aaley matida gish Yesusi Yarusalame bides. 
JHN.2.14	Xoossa Keeththa gibbe giddon boorata, dorsatanne harapheta bayzizayta qasseka miishe laammizayti miishe laammishin demmides. 
JHN.2.15	Hessa beyidi wodoro xurqafeppe dooqqi ekkidi asanne booratakka Xoossa Keeththa gibbefe kessides; miish laammizayta miishakka dharcidi ista xaraphezatakka shiri shiri yeggides.
JHN.2.16	Haraphe bayziza asaaka “Hayssa wursi gede diggite! Ta aawa keeththa zal7e keeththe histofte” gides. 
JHN.2.17	He wode iza kaallizayti “Ne keeththa miishay tana tama mala xuugees” geetetti xaafetida qaala haasayida. 
JHN.2.18	Hessafe guye Ayhuda asa halaqati Yesusa “Ne hayssa wursa ooththanas sheney nees dizayssa qoncisanas ne nuna ay malalisiza malata bessanee?” gi oychida.
JHN.2.19	Yesusikka istas “Ane hayssa Xoossa Keeththa laallite; ta iza heedzdzu gallassara zaara keexana” gi zaarides. 
JHN.2.20	Istika iza “Hayssa Xoossa Keeththa keexanas kase oyddu tammanne usuppun layth ekides; histin neni heedzdzu gallassara keexa kunthanee?” gi oychida.
JHN.2.21	Gido attin Yesusi “Xoossa Keeththa” giday ba asatetha gishassa. 
JHN.2.22	Hessa gish Yesusi hayqqi dendin iza kaallizayti he yo7oza yuushi qoppidi eridanne hayssa kase maxaafan xaafetidaysanne Yesusi istas kaseti yootida qaala ammanida.
