GEN.1.1	Bunso zaa piiligu, Naawunni n daa n maalini saazu ni tiŋŋa. 
GEN.34.10	Ya ni tee n zi tiŋgbaŋaa niŋi, ya niŋi bunso zaa ya n kpabira. Ya zi o niŋi, a dira yawu, a nye bindira yi o niŋi”.
GEN.34.11	Niŋi n na, Sekem yeli Dayina ba ni o sunzodabisi, “Ya paasi m niŋi, ka bunso zaa ya n kpabira, m ni ti ya. 
GEN.34.12	Ya wusi ma samiso n di n yo poga maa zu, seema zaa ya n kpabira samini maa sagi, m ni yo. Ka ya ni sagi n naag u ti ma n na la.”
GEN.34.13	A kpali ba n sagimi ba sunzopoga Dayina zu, Yakubu biduusi yomsi Sekem ni o ba Hamo. 
GEN.34.14	Ba yeli ba, “Ti ki tee n niŋi lala, ti ki tee n naa ti sunzopoga ti daba so yoori n bi ŋma, o lala n niŋi ŋaaba ti ti. 
GEN.34.15	Ti ni zaali ya zaaligu luŋko, a maa, ya ba seema ti ni be ŋa, dabsi zaa ba ŋma ba yoya. 
GEN.34.16	Lala wune, ti ni naa ti bipunsi tira ya, ka ti gba ti naagira ya bipunsi. Ti zi ya puwa, ti ni ya zaa ti loobi luŋko. 
GEN.34.17	Ama, ka ya yi bi sagi maa, ya ni ŋma ya yoya wune, ti ni mari ti sunzopoga gaari.”
GEN.34.18	Bunso ba n yeli maa ŋmaani yasuŋŋu ti Hamo ni o bii Sekem. 
GEN.34.19	Bipollaa, so n niŋi jilima zaa daana, a daga, a yi o ba laanta, o bi lee n mari yela maa seema ba n yeli maa yuu, a kpali, o daa n kpabira Yakubu bipuŋŋu maa ga.
GEN.34.20	A zu, Hamo ni o bii Sekem yi n gaa tiŋŋa maa voori noori, seela ba n laŋsira, ba wa ti togsi n ti tiŋŋa maa dima. 
GEN.34.21	Ba yeli ba, “Niribaa niŋini nivumansi ti ti, ya cheli ti ti ba zi tiŋgbaŋaa niŋi, ba dira yawu, zii maa yeligiya ba n di n zi, ti ni tee n naagira ba bipunsi, ka ba gba ba naagira ti bipunsi. 
GEN.34.22	Niriba maa ni sagi ti ni ba ti zi maa nivu luŋko, ka ti sagiya maa ti ni ŋma ti yoya, a maa barima. 
GEN.34.23	Ba buŋguuna ŋa ni ba bindaalim binaa zaa ki loobi ti bini? A zu, ya ti ti wumi n ti ba, ka ti ni ba ti zi”.
GEN.34.24	Niseesi zaa ni laŋsi maa wumi n ti Hamo ni o bii Sekem, ka daba zaa n ba tiŋŋa maa puu ŋma ba yoya.
GEN.34.25	Dabaa ata nyaaŋa, jemanso niriba maa zaa ni ba beerim niŋi, Yakubu biduusi bayi, Simiyon ni Livai, Dayina sunzodabisi naa ba tokobisi kpe tiŋŋa maa puwa, seema niriba maa ni bi fe, a ku ba dabsi zaa nyem. 
GEN.34.26	Ba ku Hamo ni o bii Sekem, ka kpe Sekem dii mari Dayina yi n gaa.
GEN.34.27	Niriba maa kuubu nyaaŋa, Yakubu biduseesi n che la kpe tiŋŋa maa puu nye kpiinsi maa, ka kaasi ba kapete bini, a kpali ba n sagimi ba sunzopoga la zu. 
GEN.34.28	Ba gbaa ba peeri, buusi, naagi, a ni buŋsi ni bunso zaa n ba tiŋŋa maa puwa, a ni ba puuri niŋi. 
GEN.34.29	Ba naa ba bindaalim bini zaa, a ni ba pogiba ni biisi, a kaasi ba diisi puu bini zaa, a di ba afuwa.
GEN.34.30	Niŋi n na, Yakubu yeli Simiyon ni Livai, “Ya kpabi yela ti ma, ya ti ma yubee yi niseesi n ba tiŋgbaŋaa niŋi, Keenan dima ni Periziti dima balisaa. Ti bi zoo, ba wune si n laŋsi taaba, ba ni ku ma, m ni m laanta zaa ni muri.”
GEN.34.31	Ba yeli u, “Seema o n niŋi ti sunzopogaa, a maa jagimilo ŋa, o veela?”
GEN.35.1	Niŋi n na, Naawunni yeli Yakubu “Nyisigi n gaa Betel wa ti zi, ka me sariga daaŋu ti mani Naawunni, so n daa n ta e saani, ka e daa n kpali e mabii Isawu zu zora la”. 
GEN.35.2	Yakubu yeli o laanta dima zaa, “Ya naa ya buga zaa basi, ka niŋi ya maŋsi nyem, a cherigi ya bimpinna. 
GEN.35.3	Ka ya ta ti gaa Betel. Nisaaniŋi n na, ma ya n me sariga daaŋu ti Naawunni, so n daa n wumi m suusigu, jemanso ni daa n ba sufusaaŋu niŋi, ka ba m saani seela zaa ni wara”. 
GEN.35.4	A zu, ba naa ba buga ni ba kundesi zaa ti Yakubu, o pi a, a yi tikarigu gbinni, a leeli Sekem.
GEN.35.5	Niŋi n na, ba yi soori, Naawunni ti dabeem gbaa tiŋseesi n poli n jili ba maa zaa, lala zu, nira zaa bi kari n pa ba zu. 
GEN.35.6	Yakubu ni o niriba maa zaa ta Luzi (Betel n na la), a yi Keenan dima tiŋgbaŋŋu niŋi. 
GEN.35.7	Nisaaniŋi n na, o me sariga daaŋu, ka digili u El-Betel, a kpali, nisaaniŋi n na Naawunni daa n nyisi o maŋŋa wusi u jemanso o n daa n kpali o beeri zu zora la.
GEN.35.8	Niŋi n na, Rabeeka bipoga Debora kpi, ba pi u tikarigu gbinni, a yi Betel falimini puwa. A zu, ba boona nisaaniŋi Kumsi Tiya.
GEN.35.9	Yakubu n daa n pori n yi Mesopoteemiya ta la, Naawunni lee n maali n nyisi o maŋŋa wusi u, ka nafa u. 
GEN.35.10	Naawunni yeli u, “E yuuri n niŋi Yakubu, ama, ba ki lee n boona i Yakubu, pimparaŋa ba ni boona i Izireel.”
GEN.35.11	Naawunni yeli u, “Mani n niŋi Naawunni, kpeeŋu zaa daana, dogi n wasi n paali ziya. E baligaa niŋi n na balidamta ni nadima ya n yi. 
GEN.35.12	Tiŋgbaŋaa m ni daa n naa n ti Ibrahim ni Yisaaka la, m naag u ti i, ka m ni naag u ti e yaŋsi”. 
GEN.35.13	Niŋi n na, Naawunni yi seela o n togsi o saani maa gaa saazu.
GEN.35.14	Yakubu naa kugiri sabi seela Naawunni n togsi o saani la ti u, ka kpaa buŋŋuura sariga pa o niŋi, ka lee n kpaa kpaam pa o niŋi. 
GEN.35.15	Yakubu digili seela Naawunni n daa n togsi o saani la yuuri Betel. (O gbinni n niŋi, Naawunni laanta.)
GEN.35.16	Yakubu ni o nyaaŋa dima n daa n yi Betel wara Efirata, ka na bi leeli. Niŋi n na, dogim paa Rachel, dogim maa mi daa n ba toom ti u. 
GEN.35.17	O dogim maa n daa ba toom maa zu, pogiso n deegira dogim maa yeli u, “Rachel, da zora dabeem, biduu n na e lee n nye.” 
GEN.35.18	O n digili bii maa yuuri Benoni, o vuusini o baasigu vuusim, ka kpi. Ama bii maa ba digili o yuuri Benjamin
GEN.35.19	A zu, Rachel daa n kpini yi Efirata soori, ba pi u sogbarimini. (Efirata, Betiliham n na la). 
GEN.35.20	Yakubu daa n naa kugiri sabi o kaa zu, a ti yini zinni, kugiri maa na sabi Rachel kaa maa zu.
GEN.35.21	Niŋi n na, Yakubu lee n maali n nyisigi nisaaniŋi naag o gbana suga wa ti gali Migdal-Eda, a sabi.
GEN.35.22	Jemanso Yakubu n daa n zi nisaaniŋi paaligu maa n na, Rubin kpabi o ba pogibila Biliha, o ba n wumi lala yelli maa, o suuri nyisigi.
GEN.35.22	Yakubu biduusi pii ni bayi yela n ŋa. 
GEN.35.23	Liya biisi n ŋa: Rubin, Yakubu bikpeema, Simiyon, Livai, Juuda, Isaka, a ni Zebulun. 
GEN.35.24	Rachel biisi n ŋa: Yisifu ni Benjamin. 
GEN.35.25	Rachel bipoga Biliha biisi n ŋa: Dan ni Nafitali. 
GEN.35.26	Liya bipoga Zilipa biisi n ŋa: Gadi ni Asa. Yakubu biisi n na la, seesi ba n daa dogi, a yi Mesopoteemiya.
GEN.35.27	Niŋi n na, Yakubu pori n gaa o ba Yisaaka saani, a yi Mamiri, a leeli Kiriyaf-Aba (Hebiron n na la) seela Ibrahim ni Yisaaka n daa n be. 
GEN.35.28	Yisaaka daa n dini yuma koowa ni pisinii. 
GEN.35.29	Niŋi n na, o vuusi o baasigu vuusim, a ka niŋi, a gaari o yaadima saani, ka o kurigiya nene. O biisi Isawu ni Yakubu pi u.
GEN.37.1	Yakubu daa n zinni Keenan tiŋgbaŋŋu niŋi, seela o ba n daa n zi, a niŋi saana la. 
GEN.37.2	Yakubu ni o biisi yela n ŋa.
GEN.37.2	Yisifu yuma pii ni ayapoin bipolli. O ni o beseesi n niŋi Biliha ni Zilipa biisi, o ba pogiba, nyaasira peeri ni buusi. Yisifu ti ti o ba baaru dagiri yi ba pelli.
GEN.37.3	Yakubu kpabira Yisifu ga, a gaari o biisi maa zaa, a kpali, o kurigirisim jemani n na o dogi u, o se tagite wogili so n veela ga ti u. 
GEN.37.4	Jemanso o beya n nye maa ba ba kpabira u gaari ba, ba chisi u, ka bi togsira o saani kpabirisim yatoga.
GEN.37.5	Dindaso, Yisifu zaasi zaasim, ka togsi o yela ti o beya maa, ba chisi u ga paasi. 
GEN.37.6	O yeli ba, “Ya wumi m zaasimaa. 
GEN.37.7	Ti zaa ba ni pu, a leera chi kapaasi, noba maa niŋi, m toori nyisigi n damsi n za, ka ya bini mi ti poli n jili u, ka dobi u tiŋŋa.” 
GEN.37.8	O beya maa boosi u, “E wusini maa, e ni niŋi ti naaba, ka nyaasira ti?” Ba chisi u ga paasi, kpali o zaasim la ni seema o n yeli la zu.
GEN.37.9	O lee n maali n zaasi zaasim, ka yeli o beya, “Ya wumi, m lee n zaasini zaasim, ŋala wune, wuluŋu, ŋmeriga, a ni ŋmeribiisi pii ni yinni n ti dobi ma tiŋŋa.” 
GEN.37.10	O n poli n wusi o ba seema o n yeli o beya la, o ba tasi u, ka boosi u, “Bo zaasim n na e zaasi lala? Yamonsitiri, m ni e ma ni e beya ŋa zaa ni ti dobi i tiŋŋa?”
GEN.37.11	O yela daa n marini o beya la pubeerim, ama o ba wune daa n naani yela maa niŋi o fere niŋi.
GEN.37.12	Dindaso Yisifu beya daa gaa Sekem, a wa ti nyaasira ba ba buŋkobiri. 
GEN.37.13	O ba Yakubu daa n booli u yeli, “E beya ba Sekem, a nyaasira buŋkobiri, m ni tumi i ba saani.” Yisifu sagi, “To.” 
GEN.37.14	“Gaa n wa ti nyaasi e beya maa alaanfiya, a ni buŋkobiri maa ni ba seem, ka pori n ti yeli ma bunso n ba niŋi.” O ba tumi u, o yi Hebiron nantaŋŋu puu chaŋŋi n we Sekem.
GEN.37.15	O n daa n paa, ka chaŋŋi n kpabira o beya maa yi moo maa puwa, dabso daa nye u, ka boosi u, “Bo n na e kpabira kpe?” 
GEN.37.16	Yisifu yeli u, “M beya n ta kpe, jaande, ka e baŋŋi seela ba ni ba buŋkobiri ni be, e wusi ma.”
GEN.37.17	Daba maa yeli u, “Ba lee n ka kpe, m daa wumi ba n yetira taaba, ni ba gaa Dodan tiŋŋa.” Niŋi n na, Yisifu kari ba bobiri gaa Dodan tiŋŋa maa, a paa ba niŋi. 
GEN.37.18	O daa na bani wogila chena, ka o beya maa nye o n chena ba saani. Ba niŋi naŋgbanluŋko maa, ka o yi ta, ba ku u.
GEN.37.19	O n chena maa, ba yeli taaba, “Zaasim zaasira la n chena la. 
GEN.37.20	Ya cheli ti ku u lobi n niŋi bulukuuma ŋa yindaana niŋi, ka ti wa ti yeli moo puu buŋ n gbaag u, ka ti nye bunso n lee n ya n yi o zaasim niŋi.” 
GEN.37.21	Rubin n wumi n ŋa, o niŋi aniya, seema o n di n niŋi n moligi biyaa yi o beya ŋa saani. Ka yeli ba, “Ti da ku u. 
GEN.37.22	Ya da kpaag o zeem. Ti naag u lobi n niŋi bulukuuŋaa yindaana niŋi, moogaa puwa, ka da siisi u.” O daa n yelini n ŋa, lala jemani o ni nye daama moligi u, ka mari u wa ti ti o ba.
GEN.37.23	Yisifu n daa n ti paa o beya maa saani, ba gbaag u, ka pirigi o tagite wogiliso, o n daa n pili maa. 
GEN.37.24	Ba naag u lobi n niŋi bulugu so koom n ka niŋi. 
GEN.37.25	Ŋama nyaaŋa, ba zi tiŋŋa ba di bindira, ka nye Isimeel baligu yawdiriba seesi n yi Giliyadi, a wara Yijipiti. Yawdiriba ŋa nyogimasi daa n zinni tulalesi, dugisi, a ni buŋŋusa baligu baligu. 
GEN.37.26	Juuda boosi o mabiisi maa, “Bo tono n na ti ya n nye, ka ti ku ti sunzo ŋa, ka naag o yela sogi? 
GEN.37.27	Ti koosi u ti Isimeel dimaa, o so ti n ku u, koo, a niŋi u daaŋu. Ti sunzo n na, ka ti niŋi zeem luŋko.” Niŋi n na, o taaba maa wumi seema o n yeli maa. 
GEN.37.28	Jemanso Isimeel yawdiriba ŋa n ya n ti gaari, o beya maa darigi u nyisi bulukuuŋu la puwa, a koosi u gbitisi pisiyi ti ba, ba mari u gaari Yijipiti.
GEN.37.29	Niŋi n na, Rubin daa n lee n pori ta bulugu maa ziya, ka bi nye Yisifu yi o puwa, sufusaaŋu gbaag u, o darigi o bimpinna kasigi. 
GEN.37.30	Ka we o sunzoba la saani, a wa ti boosi ba, “Biyaa lee n ka bulugu maa puwa? Wula n na ma ya n niŋi?”
GEN.37.31	A zu, ba gbaa buu korigi, a naag o zeem sariga Yisifu tagite wogili maa, 
GEN.37.32	ka naag u kuli, a wa ti wusi ba ba, ka boosi u, “Nyaasi, bunso ti ni nye, e bii la tagite n ŋa? Koo ka wune n na?” 
GEN.37.33	O nyaasi u, ka baŋŋi u, ka sagi, “Mm, m bii maa tagite n na, ama moo puu buŋ n gbaag u toog u ŋobi.”
GEN.37.34	Niŋi n na, Yakubu darigi o bimpinna kasigi, ka naa sufusaaŋu bimpinna pili, a kumi o bii maa kuuri ga. 
GEN.37.35	O biduusi ni bipunsi zaa daa n ti maagira o sufu, o zagsi, ka yeli ba, “M ni sufusaaŋu ni kumsi n ni gaa kaa puwa, a zu, o ba kpali o zu kumina.”
GEN.37.36	Jemanso yawdiriba la n daa n da Yisifu maa, ba mari u gaa Yijipiti paaligu, a koosi u ti daba yindaana, ba n boona Potifa. Dabaa daa n niŋini Yijipiti paaligu zaa naaba guuriba la kpeema.
GEN.39.1	Isimeel baligu dima n daa da Yisifu la, ba mari u gaa Yijipiti paaligu, a koosi u ti dabso ba n boona Potifa. Dabaa daa n niŋini Yijipiti paaligu zaa naaba guuriba la kpeema. 
GEN.39.2	Duuma daa n bani Yisifu saani, o yela wara yiya, o ba o yidaandaba Yijipiti nira maa laanta. 
GEN.39.3	O yidaandaba nye maa Duuma ba ni o saani, ka bunso zaa o n niŋina, Duuma tira u nyaama.
GEN.39.4	Yisifu yela paali o nufu, o naag u zaali wune Potifa zaa ziya, o naag o laanta ni bunso zaa nyem pobi o nuusi. 
GEN.39.5	Jemanso o n naag o laanta ni o bunso zaa pobi o nuusi la, Duuma nafa Yijipiti nira maa laanta maa zaa, a kpali Yisifu zu. Nafa maa daa n ba ni Potifa bunso zaa niŋi, o laanta ni o pu zaa.
GEN.39.6	A zu, o naa bunso zaa o n mari ti Yisifu nyaasira, o n si n ti Yisifu nyaasira a, kpeemaa bi lee n niŋina sen zaa, ama bindira dirisim ko. Yisifu daa n meya nene, ka veela nachiima. 
GEN.39.7	A n ti paa jemani yinni, o yidaana poga nyaasi u, ka yeli u, “Ti mari ma do.” 
GEN.39.8	O zagsi, ka yeli u, “Nyaasi, m yidaana bi lee n niŋina bunso zaa yiri a puwa, a kpali bunso zaag o n mari, o naani a zaa pobi m nuusi. 
GEN.39.9	Nira zaa n bi lee n gaari ma laanta ŋa puwa. Bunso zaa n ka laanta ŋa puwa, ka m yidaana bi naa n pobi m nuwa, ama, e ko, a kpali, o poga n niŋi i. Wula n na ma ya n niŋi yadagaa, ka niŋi yabee kpe Naawunni niŋi.?” 
GEN.39.10	Bee zaa, o yetirini Yisifu ni o mari u do, o mi zagsi, ka bi kpabira o kpatira u.
GEN.39.11	Dindaso, o kpe laanta, o tumi o tuma, ka yiri maa puu gurunsi maa yindaana zaa ka niŋi. 
GEN.39.12	Poga maa ti gbaa Yisifu tagite, ka yeli u, “Ti mari ma do.” O chee n yi dii maa puwa, ka che tagite maa pobi o nuusi. 
GEN.39.13	Poga maa n nye seema o n pirigi o tagite basi u, ka yi n chee la, 
GEN.39.14	o booli o laanta maa gurunsi, a ti yeli ba, “Ya nyaasi, Hiburu biyaa m sira n ma n ta ŋa nyaasira tini jaga, o ya n ti puri ma ni, ma chaari kpeeŋu. 
GEN.39.15	Jemanso o n wumi ni chaari kpeeŋtiri, a kpabira faara la, o chee n yi, ka che o tagite ŋa basi.”
GEN.39.16	O naa tagite maa zaali n guri Yisifu yidaandaba o ta. 
GEN.39.17	O yeli o sira, “Hiburu bii la e n ma n ta la, ya n ti puri ma ni. 
GEN.39.18	Ama, ni si n chaari kpeeŋutiri, o naag o tagite basi, ka chee n yi.” 
GEN.39.19	O yidaandaba n wumi seema o poga n yeli u, “E guruŋu maa n niŋi ma seem n na la,” o suuri nyisigi u ga. 
GEN.39.20	Yisifu yidaana naag u wa ti niŋi diyoorigu puwa, seela naaba n yoora o niriba, Yisifu daa bani diyoorigu maa puu gba, 
GEN.39.21	ka Duuma daa n ba o saani, ka wusira u o nivumantiri, a ti niso n nyaasira diyooriba maa kpabira o yela. 
GEN.39.22	A zu, kpeema maa naa bunso zaa yi diyoorigu maa puu pobi Yisifu nuusi, wune n daa n niŋi tuma maa yipaara. 
GEN.39.23	Kpeema maa bi lee n nyaasira Yisifu yela niŋi, a yi tuma maa pelli, a kpali Duuma daa bani Yisifu saani, ka ti o yela wara yiya, bunso zaag o n niŋina.
GEN.40.1	Jemandamta n gaari, niso n yi n tira Yijipiti paaligu naaba buŋŋuura, a ni so n niŋina o paanu n daa niŋi n kpe ba yidaana niŋi. 
GEN.40.2	Naaba maa je suuri niŋi ba, 
GEN.40.3	o ti ba yo ba dii, seela gbagba ba n daa yo Yisifu la, a yi nayiri, seela soojasi kpeema n nyaasira naaba maa la n be. 
GEN.40.4	Soojasi kpeema maa daa naa ba pobi Yisifu nuwa, ni o nyaasira ba.
GEN.40.5	Niriba bayi ŋa, Yijipiti naaba n daa ti ba yo ba dii maa, daa n zaasi zaasima, ka zaasima ayi ŋa mi zaa gbina kuri. 
GEN.40.6	Yisifu nyisigi n we ba saani boguuniŋi, a wa ti nye ba, o baŋŋi ba n mari sufusaaŋu.
GEN.40.7	Niŋi n na, o boosi ba, “Bo n mari ya, ya dugi nufusi zinaa lala?” 
GEN.40.8	Ba yeli u, “Ti si zaasini zaasima, ti mi bi nye nira o wusi ti a gbina.” Yisifu yeli ba, “Zaasima gbina baŋinisim zaa bani Naawunni saani. Ya yeli ma ya zaasima maa.” 
GEN.40.9	Niŋi n na, buŋŋuura nyaasira kpeema la yeli Yisifu o zaasim. “M zaasim puwa, m nyeni tiso wala ba n ŋmemsi n niŋina daam la n za n yiya. 
GEN.40.10	Wula ata n ba tii maa niŋi, ka o bosi vaari, a puumi, a wali wala, halli, a moo. 
GEN.40.11	Lala jemani, ka naaba maa kobee ba m nuusi puwa, ma po tii maa wala ŋmemsi a niŋi kobee la niŋi ti u.”
GEN.40.12	Niŋi n na, Yisifu yeli u, “E zaasim maa gbinni n ŋa, tiwula ata la, niŋini dabaata. 
GEN.40.13	Dabaata sunsuuniŋi, naaba maa ni nyisi i yi diyoorigaa puwa, a we seela e n daa n be, a matira o kobee la. 
GEN.40.14	Ama, m suusirini, ka yela ti maali n ti i, e teesi m yela, ka e yeli naaba maa o nyisi ma yi diyoorigaa puwa. 
GEN.40.15	A kpali bo, ba daa n gbaa mani kpeeŋtiri yi Hiburu dima paaligu. M ni lee n ta kpe ŋa gbaa, m bi niŋi yaso n daga ba yo ma dii.”
GEN.40.16	Paanu niŋina la ni nye seema Yisifu ni wusi o todaana la zaasim gbinni meesimtiri, o yeli Yisifu, “M gba zaasini zaasim, a nye m ni zi paanusi peeri ata. 
GEN.40.17	Peso n ba saa la, naaba maa bindira seera baligu baligu ba n naa paanu zum maali, a tomini m zu, ka niinsi ti dira a.”
GEN.40.18	Niŋi n na, Yisifu yeli u, “E zaasim maa gbinni n ŋa, peeri ata la niŋini dabaata. 
GEN.40.19	Dabaata sunsuuniŋi, naaba maa ni ti ba nyisi i yi kpe, a wa ti ti ba ŋma e zu, ka le i yagili tii zu, niinsi, a ti dira i.”
GEN.40.20	Dabaata nyaaŋa naaba maa dogim daa n na, o laŋsi o tumtuminiba, ba ti di ba noori. Niŋi n na, o nyisi o kobee matira kpeema, a ni o paanu niŋina kpeema la, a yi diyoorigu puu ta tumtuminiba maa zaa yiya.
GEN.40.21	O pori so n daa n nyaasira o buŋŋuura la gaa seela o n daa be, a tumina, o lee n naa naaba maa kobee ni o buŋŋuura tira u. 
GEN.40.22	Ama, paanu daana la wune, o daa n tini ba ku u yagili tii zu, a maa seema Yisifu n daa yeli u la.
GEN.40.23	Yela ŋa zaa nyaaŋa, buŋŋuura nyaasira kpeema la, daa n bi lee n teesi Yisifu yela.
GEN.41.1	Yuma ayi nyaaŋa, Yijipiti paaligu naaba maa zaasi zaasim, ni o n za Naayel mogiri naŋgbanni. 
GEN.41.2	Nagikara ayapoin n karigi n nyelisira yi mogiri maa puwa du n za, a ŋobira mogiri maa naŋgban moori. 
GEN.41.3	A nyaaŋa, nagikogiri ayapoin n kogi n dagi gba yi mogiri maa puu du n ti za n begi ŋarima la. 
GEN.41.4	Nagiseesi n kogi la naa nagiseesi n karigi n nyelisira la vali. Niŋi n na, naaba maa yirimi n yoo.
GEN.41.5	O lee n gbisira, ka zaasi, chi zu karasuma ayapoin n tomi gbinluŋko niŋi. 
GEN.41.6	A nyaaŋa, chi zu nyogirinyogirisi ayapoin, seesi wuluŋpusigu sauwa n pemsi n kuu gba yi. 
GEN.41.7	Bin nyogirinyogirisi la naa bunsuma ayapoin la vali. Naaba maa lee n yirimi n yoo, ka zaasim n na.
GEN.41.8	A boguuniŋi, sufusaaŋu gbaa u ga, o tumi n booli Yijipiti yambaŋiniba ni dibodibo niŋiniba. Naaba maa poli o zaasima maa wusi ba, ama, ba yindaana zaa bi baŋŋi a gbina yeli u.
GEN.41.9	Niŋi n na, naaba maa buŋŋuura nyaasira kpeema la yeli u, “Zinni, m teesi seema ni bi niŋi n nene. 
GEN.41.10	Dindaso, e n daa n je suuri niŋi m ni niso n niŋina e paanu, ka naa ti wa ti yo dii, a yi soojasi kpeema so n nyaasira i la laanta la. 
GEN.41.11	Ti bayi maa zaa zaasi zaasima yiiŋluŋko, ka a mari gbina, a kuri. 
GEN.41.12	Hiburu bipolli yindaana daa n paasi ti niŋi, ka niŋi soojasi kpeema la guruŋu. Ti poli ti zaasima maa wusi u, o wusi ti so zaa o zaasim gbinni. 
GEN.41.13	Yela maa niŋi seema gbagba o n wusi ti a gbina maa, ba mari ma pori n ta m tuma niŋi, ka yagili m to maa daana o kpi.”
GEN.41.14	A zu, naaba maa tumi, ni ba wa ti mari Yisifu ta, noba maa niŋi. Ba wa ti nyisi Yisifu yi diyoorigu maa puwa. Yisifu puni o zu, ka cherigi o bimpinna, ka ta naaba maa saani.
GEN.41.15	Naaba maa yeli Yisifu, “M zaasini m zaasim, nira zaa mi bi baŋŋi o gbinni. Ama m wumiya maa, ka e n si n wumi zaasim, e ni baŋŋi o gbinni.”
GEN.41.16	Yisifu yeli naaba maa, “M ki tee n wusi o gbinni, ama Naawunni n ni tee n wusi i o gbinni.”
GEN.41.17	Niŋi n na, naaba maa yeli Yisifu, “M zaasini, m ni za Naayel mogiri naŋgbanni, 
GEN.41.18	ka nye nagikarisuma ayapoin n yi koom maa puu du n za n ŋobira moo. 
GEN.41.19	A nyaaŋa, nagikogiri dagiri ayapoin gba yi. M na bi nye lala nagikogiri taaba zaa yi Yijipiti paaligaa. 
GEN.41.20	Binkogiri maa naa binkara ayapoin n veela la vali, seesi n piili n yi la. 
GEN.41.21	Ama, a zaa nyaaŋa, nira zaa n ki baŋŋi maa a vali sen, a na si n kogini dagi seema a n kuri n be maa, ka ma yirimi n yoo.
GEN.41.22	“M lee n zaasi n nye chi zuuri ayapoin n bi, a veela ga, ka tomi chi gbinluŋko niŋi. 
GEN.41.23	A nyaaŋa, chi zu nyogirinyogiriseesi wuluŋpusigu sauwa n pemsi a kuu gba yi. 
GEN.41.24	Chi nyogirinyogirisi maa naa binsuma la vali. Ma poli a wusi dibodibo niŋiniba, ba yindaana zaa bi tee n yeli ma, a gbina.”
GEN.41.25	Niŋi n na, Yisifu yeli naaba maa, “E zaasima maa zaa gbina niŋini luŋko, Naawunni nyisini wusi i bunso o n ya n niŋi.
GEN.41.26	“Nagisuma ayapoin la niŋini yuma ayapoin, ka chi zusuma ayapoin la mi niŋi yuma ayapoin, a gbina niŋini luŋko. 
GEN.41.27	Nagikogiri ayapoin, dagseesi n lee n yi la niŋini yuma ayapoin, lala n niŋi chi nyogirinyogirisi ayapoin seesi sauwa n yi sagbinni ti pemsi a kuu la gba. A niŋini kom yuma ayapoin. 
GEN.41.28	“A si n niŋini maa seema ni yeli i la, naaba. Naawunni wusi i ni seema o n ya n niŋi.
GEN.41.29	“Yuma ayapoin, bindira ni niŋi ga, a yi Yijipiti paaligaa. 
GEN.41.30	Yuma ayapoin nyaaŋa mini n lee n niŋi kom yuma, ya tami Yijipiti yuma ayapoin bindirigbaliŋu la yela. Kom maa ni saami Yijipiti paaligu zaa. 
GEN.41.31	Ba ni tami bindirigbaliŋu maa zaa yela, a kpali kom, so n ya n ta maa, ni niŋi aligaaya. 
GEN.41.32	Bunso zu e n zaasi u buyi zu n niŋi, Naawunni niŋini siriya maa, a niŋi. A ki yuu, Naawunni ni ti lala niŋi.
GEN.41.33	“Pimparaŋa, naaba, kpabi nivuso n mari yam, a baŋŋi yela, a naa Yijipiti tiŋgbaŋŋu, a pobi o nuusi. 
GEN.41.34	Kpabi tumtuminiba niŋi Yijipiti tiŋgbaŋŋu maa niŋi, ba deegira yuma ayapoin bindira seesi n ya n niŋi ga la, bunu zu zaa luŋko. 
GEN.41.35	Ba deegira bindira maa yumsuma seesi n chena ŋa, a zaali a nyini naaba kpeeŋu niŋi. Ba zaali a tiŋkarigu zaa puwa. 
GEN.41.36	Bindira ŋa, ba deeg a, a zaali n guri paaligaa, ti ti naag a paasi ti niŋi, a yi kom yuma seesi n chena Yijipiti la niŋi. Lala jemani, kom maa ki muri paaligaa.”
GEN.41.37	Yaseesi Yisifu n daa yeli maa daa peri naaba maa ni o kpemba zaa. 
GEN.41.38	Naaba maa boosi ba, “Ti ni tee n nye nira maa dabaa, seema Naawunni sii n paali o niŋaa?”
GEN.41.39	Niŋi n na, naaba maa yeli Yisifu, “Seema Naawunni ni nyisi o yela zaa gbina wusi i ŋa, nira zaa ka niŋi, a baŋŋi Naawunni yela lala. 
GEN.41.40	A zu, m ni naag i loobi kpeema, e kpebilim o pa m zu, e nyaasira m yiri bunso zaa, a ni m niriba. M niriba zaa ni wumi n tiri i, m naalim ko n ya n pa i yiya.” 
GEN.41.41	Ka o lee n yeli Yisifu, “M naa Yijipiti paaligaa zaa kpebilim pobi e nuusi.” 
GEN.41.42	Niŋi n na, naaba maa nyisi o naalim beŋŋu yi o nuwa, a niŋi Yisifu nuwa. Ka pili u bimpinsuma, ka naa suga jaagba niŋi o nuŋgori. 
GEN.41.43	Ka o ti ba naa Yisifu ziili binduurigusi turuku niŋi, a wusi maa so n pa o zu, ka ti niso n gutira u pa yiya, a tasi n yetira, ya ti soori, ya ti soori. Lala o daa n niŋi, a naa Yisifu loobi Yijipiti zaa kpeema. 
GEN.41.44	Ka naaba maa daa n lee n yeli Yisifu, “Mani n niŋi Yijipiti paaligu zaa naaba, nira zaa ki tee n niŋi sen Yijipiti paaligaa zaa, ka e bi ti a daana soori.” 
