MAT.1.1	Neney na ɗeriwel ma mezley ma baba tete ma Yezu Kriste hay, bəzey ma David, bəzey ma Abraham.
MAT.27.7	A dəba ma me ŋgəley mawa ta ba na, taya ma haɗəkadama ley ma ndaw me ndərey masəɗak ta sumkwo na, slam me zləley vagay ma mbəlak hay. 
MAT.27.8	Nəkafama hərway ma mey na, ha kasl ekəɗey a zəlama ley ana na ‹ley ma mambaz.› 
MAT.27.9	Arka na me ndesley andza ma ndaw sek Zeremi me ləvey ana: ‹Arka taya ma həlama sulay ana kokurow makar ana tok, tsekeley ma ndaw a ŋga na ma haɗəkadama na, ndaw aŋga na bəzey ma Israyel hay ma kama tsekeley ana. 
MAT.27.10	Arka ma haɗəkadama ley ma ndaw me ndərey masəɗak. Bay’ərlam a ləvawa ta huɗa mey ɗaw na andza neney.›
MAT.27.11	Ma dadama Yezu ka slam dey ma guverner. Guverner ma tsəhafa: «Kah na bay ɗuhwa na ma zuif hay ɗaw?» Yezu na ma mbəɗar kava: «Kah ana me ləvey seŋgey.» 
MAT.27.12	Ka guma ma baba ɗuhwa na me key kuley ana hay, ta 
MAT.27.13	Arka 
MAT.27.14	Amana, a wuɗey ma mbəɗafara kwa ka bəzay ma guma na asləta kakay, a da key na ha ma rəzla guverner ana kambəlaɓa. 
MAT.27.15	Ka magurlam ka magurlam na, guverner a bawa ndaw asləta da daŋgay, na ma datar 'ar a ndaw hay ana, hərway da’ay ta na andza ha. 
MAT.27.16	Azlakwa da daŋgay ana na, ndaw ana daha a zəlamar Yezu Barabas, ndaw hay tabiyaha a səradama. 
MAT.27.17	 ma tsəhafata ka ndaw hay ma kusa hiya tok: «A sakwar i ka bukurawa na way, Yezu Barabas tsukuɗu, Yezu na ma zəlamar Ndaw ma vahara 'ar ana ɗaw?» 
MAT.27.18	Hərway a sərada ha a mbəkafama har na ma səleŋ. 
MAT.27.19	Andza ŋga me ndzey ka slam me key sariya na, ŋgwas aŋga ma kəlawa ndaw ka ləvar: «Ka da tələkey a guma ma ndaw a neney dzerey ana zlay. Hərway tasa ma dəvaɗ na, mesəney ka yadaya vaw haɗa mavəday ŋga.» 
MAT.27.20	Baba ɗuhwa na me key kuley ana hay, ta 
MAT.27.21	Arka guverner ma madatara bəzay ma guma na sa, ma tsəhafata: «A sakwar i ka bawa da walaŋ ata tsew na ana na way?» Taya ma mbəɗam kava: «Barabas.» 
MAT.27.22	 ma tsəhafata: «I ka kada ta Yezu a neney, ma zəlamar Ndaw ma vahara 'ar ana na, teŋgey?» Taya ma mbəɗam kava tobiya ta ha: «Sey ŋga na ma darada ka 'ar ma tuwaw ma gazləlaha na!» 
MAT.27.23	Ŋga ma mada sa: «Ɗagay a ŋgəsey na mey?» Ama taya ma səkadama me wudey adiya: «Sey ŋga na, daradama ka 'ar ma tuwaw ma gazləlaha na!» 
MAT.27.24	Ma nəkada andza guma ŋga na a nefey sakay na, ama mey ana a deləhwesey aha a da sadərawa me tərey vaw na, 
MAT.27.25	Səkway tabiyaha ma mbəɗey kava: «Mambaz aŋga na, ka mandar ka 'ar ala na, ta wawa la hay adzay!» 
MAT.27.26	Arka ŋga ma mbəkadatərawa Barabas. Ama Yezu na, andza ma kəɗama ba ta lagwada na, ma gəradatara ma ka da daradama ka 'ar ma tuwaw ma gazləlaha na tok.
MAT.27.27	Arka sidzew ma guverner hay, ma zəgəmərawa Yezu a slam ma tefəkwey ta. Ma kusam tabiyaha ka tsakay ŋga. 
MAT.27.28	Arka taya ma tsukwadəmara zana ba ka vaw, ma kəlamar kelmedzey gagaza ha. 
MAT.27.29	Ma tsamar dzegwe ma ndak a 'ar, ka zəgawa duŋgwar ma zeleŋ ta a har zəmay; ma gardam ka mey dey ŋga, ma saŋgərafama ta me ləvey aha kava: «I ka tsədəmaka guma bay ɗuhwa na ma 
MAT.27.30	Ma təfafama sleslem, arka ma təɓama duŋgwar ma zeleŋ ana na ma kəɗadama ka 'ar. 
MAT.27.31	Andza ka səŋgərafama tsoy na, ma tsukwadəmara kelmedzey a hana gagaza na ba, ma madəmara zana ŋga ka vaw, arka ma dadama ma da derey tok.
MAT.27.32	Andza ma bawa ta ba na, taya ma ndzafam ndaw Sireŋ ana daha, a zəlamar Simoŋ, ma təkamar ɗay ma zəgafa tuwaw ma gazləlaha na ma Yezu. 
MAT.27.33	Taya ma husam ka slam ana daha a zəlamar Golgota, ka ləva na, slam ma bəlam 'ar. 
MAT.27.34	Taya ma vəlamar zom ma dzəma ha ka vaw ta meɗeget aha ka sey, andza ŋga ma ndzəka na, a wuɗey me sey kakay. 
MAT.27.35	Andza taya ma daradama ba ka 'ar ma tuwaw ma gazləlaha na, taya ma kəɗafama tsatsa ka zana ŋga na hay. 
MAT.27.36	Taya ma ndza hiya ka slam ana, a dzaɗama ha. 
MAT.27.37	Ma tapama guma madzuwa na ka slam 'ar aŋga na, ma winda ha na andza neney: «Neney na Yezu, bay ɗuhwa na ma zuif hay.» 
MAT.27.38	Katsala hay daha tsew ma dara hiya ka tsakay ŋga tey, asləta ta har zəmay, asləta ta har gula. 
MAT.27.39	Ndaw ma dawam ta slam ana hay ma tsaɗama ta me ɓəley 'ar aha kava: 
MAT.27.40	«Kah na ka ləvey i mbəzlada 'Ay me key 
MAT.27.41	Andza ha satsa na, ndaw me sesəkey mewey hay ta 
MAT.27.42	«Ŋga ka buwey ndaw hay ba haɗadzidzay sa na, a slafa ma buwa bay ’ar ma vaw ŋga na sakay tok ɗaw? Ŋga bay ɗuhwa na ma Israyel sana, ekəɗey na, ka harɗawa ba ka 'ar ma tuwaw ma gəzlaha na, aza la da pakwar 'ar tok. 
MAT.27.43	Ŋga ka pada 'ar aŋga ba ka Bay ma Bəla sa na, ekəɗey na, Bay ma Bəla ana ka ləhadərawa tok, haɗaw a wuɗa na. Hərway a ləvey na waya: ‹Yah na Bəzey ma Bay ma Bəla!› » 
MAT.27.44	Kwa katsala na ma dara hiya dzaya ka 'ar ma tuwaw ana hay tekeɗe na, a tsaɗama andza ha satsa.
MAT.27.45	Ma wuzla rəpas na, ləvaŋ me key ka dala tabiyaha kasl ka ndzemdey makar. 
MAT.27.46	Ma ndzemdey makar na, Yezu me wudey ta magala ha: «
MAT.27.47	Da walaŋ ma ndaw ka slam ana hay ma tsənadama na ma ləvam: « Nəkafama, a zəley aha Elyi.» 
MAT.27.48	Arka tsana ndaw asləta da walaŋ ata ma hway, me zəgey petekeɗ, ma dzuhəɓada a zom ma wardzaŋ aha; ma tsəɓada ka 'ar ma tapay ma zeleŋ, ma ɓadara ka sey. 
MAT.27.49	Sa ma ndaw hay ma ləvam: «Ɗagay! Nəkafakwa aza Elyi ana a sawa a buwa ɗaw?» 
MAT.27.50	Ama Yezu na me wudey ta magala ha sa, a dəba na na, ŋga me mətsey tok. 
MAT.27.51	Arka petəle ɗuhwaha na ma luwa ha da 'Ay me key 
MAT.27.52	ɗay tsəvay hay ma wuram, vaw ma ndaw kokwaɗ ana ma mətsam ana hay haɗadzidzay ma mbələmawa. 
MAT.27.53	Ma bawa ta ba da tsəvay a dəba ma ma mbəlawa ŋga na, taya ma dam a Zeruzalem wuraw kokwoɗ ana, ma ɓəmatar vaw a ndaw hay haɗadzidzay. 
MAT.27.54	Andza taya ma nəkadama dala ma dederey ta tek a neney hay ma kam ana na, bay me wey sidzew temere ana, ta ndaw taya ma dzaɗam Yezu dzaya na hay, ma wasam ka vaw kambəlaɓa, taya ma ləvam: «Ndaw a neney akwa na, Bəzey ma Bay ma Bəla dərka na.»
MAT.27.55	Ka slam ana na, ŋgwas hay daha ma lətsa hiya, a key har daf, a nəkam aha dey. A səpəmərawa bəzay a Yezu zla da ma ndzawa ŋga da Galiley, a kamar meslərey. 
MAT.27.56	Da walaŋ ata na na, andza Mariya ma Magdala, Mariya may mandza Zak ta Zozef, kaw maya ma bəzey ma Zebedey hay. 
MAT.27.57	Ma hakwaɗ ana na, ndaw ana daha da Arimatey a zəlamar Zozef, zleley aha, ŋga gawla ma Yezu ana tiyatsa. 
MAT.27.58	Ndaw ana hana ma daw ka tsakay ma 
MAT.27.59	Zozef na, ma zəga vagay ana, ma mbəza ta petəle hayna. 
MAT.27.60	Arka na, ŋga ma pada a tsəvay waya ha, ndaw hay ma zləladəmara da ŋgwa gasah aha, ma bədəgweley beleler ɗuhwa ha ka miya. Arka na, ŋga ma daway təŋga. 
MAT.27.61	Ka slam ana hana na, Mariya ma Magdala, ta Mariya naŋgar, ma ndza hiya ta tsakay naŋgar soŋ soŋ, ta ɗay tsəvay ana.
MAT.27.62	Ma medew ana, a dəba ma me ləmey tek ma mesley hay na, baba ɗuhwa na me key kuley ana hay, ta Fariziyeŋ hay, ma dawam ka maslətaha ka tsakay ma 
MAT.27.63	Arka taya ma ləvamar: «Bay, ka mətandar 'ar ba zləna, la da sərafama na ekəɗey na, ndaw me petəney ndaw ana, ŋga na a ləvey zla ŋga ta dey mba na: ‹Da meney ma makar ana na, i da mbəlawa.› 
MAT.27.64	Vəley slam har tok na, ka dzaɗama ɗay tsəvay ana, kasl ka meney ma makar ana, me wesey na gawla ŋga hay a da səmawa a da hulama vagay ana ba, arka a da ləvəmatar a səkway tok na: ‹Ŋga ka mbəlawa ba da walaŋ ma ndaw ma mətsa na hay.› Arka maləwaɗay ana ŋga na na, a da key na kambəlaɓa, a fəna na tsəfəmey ana sa.» 
MAT.27.65	 ma ləvatar: «Ndaw me dzeɗey hay na daha, dawam!, ka dzaɗadəmakwar ɗay tsəvay ana andza ma kwar ma wuɗam ana.» 
MAT.27.66	Arka ndaw a hana na hay ma dawam, ma padəmata sidzew hay ka ɗay tsəvay, ma kam zeheɗ ata ka beleler ana ma ka sərey.
MAT.28.1	A dəba ma mesley, zla ta ləmɗa, pas ma zlar me mbəsley meney ma luma tsəfəmey ana na, Mariya ma Magdala ta Mariya naŋgar, ma dawam ma da nəkawa ɗay tsəvay. 
MAT.28.2	Arka tsa na, dala ma dederey: arka madurlam ma Bay’ərlam ma harɗawa da 'ərlam; ma sawa ma bədəŋgwala beleler ma tsəvay ana, me ndzey kava. 
MAT.28.3	A nəkey andza meweteɗey ma yam. Zana ŋga na na, babara ha tiya andza mekwekulek. 
MAT.28.4	da zluwer ana ma katar a sudze ana hay na, ma gagətsata, taya ma təraya andza taya ma mətsa hiya. 
MAT.28.5	Ama madurlam a hana ma zlar me tsey guma ma ləvatar a ŋgwas a hana hay: «Kuray na ka wasam zlay, hərway i sərada ka səpam na Yezu ana ŋga na, ma daradama na. 
MAT.28.6	Ŋga ka sləna dasakay, hərway ŋga ka mbəlawa tsoy, andza ma ŋga, ŋga na ma ləvawa na. Səmawa, nəkafama ka slam aŋga na, ma padama kava na kwa. 
MAT.28.7	Arka tok na, tsam tsam, hwam da ɓadəmatara a gawla ŋga hay, ləvəmatar na: ‹Ka mbəlawa ba da walaŋ ma ndaw ma mətsa na hay. Ekəɗey na, ŋga ka dafakwar ba ka mey a Galiley; ka da nəkadama na da huɗa.› Nəkafama, i ka ɓadakwar ba.»
MAT.28.8	Taya ma mbəkadəmərawa ɗay tsəvay ana tsam tsam, ta me wesey aha. Amana ta wuiya ɗuhwa ha; ma hwam ma da ɓadəmatara mey ana wayna a gawla ŋga hay. 
MAT.28.9	Dekeslef a da sərafama na, Yezu a sawa ha ka mey ta, ma ləvatar: «I ka tsadakwar guma aha.» Taya na ma gurafama, ma zəgama da sek aŋga na, ma gərdam ma namar dəba. 
MAT.28.10	Arka Yezu ma ləvatar: «Ka wasam zlay, dawam ɓadəmatara a malam a ɗaw hay, ləvəmatar ka dawam a Galiley, a da nəkadəmaya na da huɗa.» 
MAT.28.11	Andza taya ka tsəveɗ na, arka ndaw hay da walaŋ ma sidzew ma dzaɗam ɗay tsəvay ana hay, ma səmawa a wuraw, ma da təkəradatara a baba ɗukwa na me key kuley ana hay tek ana hay ma kəmawa na. 
MAT.28.12	Taya ma tsəham 'ar andza 
MAT.28.13	Ta bəzay ma guma neney: «Aza ka ləvam andza neney: ‹Gawla ŋga hay ma səmawa ta dəvaɗ, ma hulama vagay ana ba, la na na, ma nara hiya.› 
MAT.28.14	Kendzey andza guma na ka husey ba ka guverner na, ma da ɓaɓukwa guma na na la na, la da kam na mala guma na ka da nəkafakwar dey zlay» 
MAT.28.15	Taya na ma təɓama sumkwo na hana, ma kam andza ma ta ma ləvəmatar ana. Ha guma na me pey mey da 'ay 
MAT.28.16	Arka gawla ma Yezu kurow kava kasləta ana hay ma dawam a Galiley, a mamba na Yezu ma ləvatar, ka dawam a huɗa na. 
MAT.28.17	Arka, andza taya ma nəkadama ba na, taya ma gərdam ma namar dəba, ama sa na hay na a kəɗam aha waway. 
MAT.28.18	Arka, Yezu ma gurey ka tsakay ta, ma tsadatara guma neney hay: «Slam har ma vəla ha tsoy tabiyaha da har aɗaw, na ma 'ərlam, ta na ma dala adzay. 
MAT.28.19	Arka tok na: dawam ka ndaw ma dala hay tabiyaha na, təradəmata gawla ɗaw ahiya, dzuhəɓadəmata ta mezəley ma Baba, ta Bəzey ana, ta Mesəfrey Kokwoɗ ana. 
MAT.28.20	Tatəkadəmatara, ka wafama vaw ka mewey ɗaw na, i ma ɓadakwar ana hay tabiyaha. Yah ana tey na, i daha ta kuray ka pas ka pas aha, kasl ka me ndəvey ma bəla.»
MRK.1.1	Neney na, mezley ma Mey Hayna Wayna ma Yezu Kriste, Bəzey ma Bay ma Bəla. 
MRK.1.2	Ma winda ha da ɗeriwel ma ndaw sek Ezayi na, andza neney:
MRK.1.2	« Nəkafa, i sləraɓa maslaŋ a ɗaw, ka mey ɗek;
MRK.1.2	ma aza ka da ləmadaka tsəveɗ.
MRK.1.3	Vəɗe ma ɗay ma tsənawa da palah:
MRK.1.3	‹Ləmadəmara buwal ma Bay’ərlam,
MRK.1.3	ləmadəmara tsəveɗ aŋga hay dender dender.›
MRK.1.4	Zaŋ-Batist ma tsarawa da palah, ta me tələkey mey ta me medzuhəɓey, ma da ndzafada me sey yam ka meŋgəsey hay.» 
MRK.1.5	Ndaw ma dala ma Zudey ta ndaw ma Zeruzalem hay tabiyaha, ma dawam ka tsakay ŋga. Arka Zaŋ ma dzuhəɓadata a yam, da wayaŋ ma Zurdeŋ, taya tey na a ɓadama meŋgəsey ta hay. 
MRK.1.6	Zana ma Zaŋ ana me pey ka vaw na, ma mbez me zlegweme, ma dzuwa ha hərap da bəzay hwoɗ ta kanda ma həzlay. Tek aŋga me zəmey na, hwayok ta uwam me ley. 
MRK.1.7	Ŋga me tələkey mey, me ləvey: «Ndaw ma da sawa da dəba ɗaw ana na, a fənaya ta gədaŋ, yah ɗa ndaw aha me gweɗəkwey, ma da pəsəkey lendze ma tahərak aŋga kakay. 
MRK.1.8	Yah na i dzuhəɓadakwar na da yam, ama ŋga na, a da dzuhəɓadakwar na, a Mesəfrey Kokwoɗ ana.»
MRK.1.9	Arka da na ŋga na na, Yezu ma sawa da Nazaret a Galiley. Zaŋ ma dzuhəɓada, da wayaŋ ma Zurdeŋ. 
MRK.1.10	Andza Yezu ma bawa da yam na, ŋga ma nəkada ndasl ma 'ərlam ma ndzesləɗey, Mesəfrey andza hwaɗəgwam aha, ma harɗawa ka 'ar aŋga. 
MRK.1.11	Vəɗe ma ɗay ma tsənawa da 'ərlam: «Kah na Bəzey ma mey 'ərev aɗaw, i da walaka na, hərway kah, ka daya 'ar ba.»
MRK.1.12	Arka tsana, Mesəfrey Kokwoɗ ana ma dahəɗa Yezu a palah. 
MRK.1.13	Da meney kokurow faɗ da palah na, Setene ma pafa wuiya; ma ndza hiya na, andza tek ma ley hay. 
MRK.1.14	Andza ma zəgama Zaŋ ba a daŋgay na, Yezu ma daway a Galiley ma da ɓey Mey Wayna ma Bayma Bəla me ləvey: 
MRK.1.15	«Har ana ka ndesley tsay, Slala ma 
MRK.1.16	Andza Yezu a daw aha, ta mey ma bəlay ma Galiley na, ŋga ma nəkadata simoŋ ta Andre, malam ma simoŋ. A kwuiyam aha zəva ta hay a bəlay, hərway taya ndaw me həley kəlef hay. 
MRK.1.17	Yezu ma ləvatar: «Səmawa, səpəmaya bəzay, i da təradakwar, na ndaw me həley ndaw hay ahiya.» 
MRK.1.18	Taya ŋguɗek ma mbəkadama zəva ta hana hay, ma səpamar bəzay. 
MRK.1.19	Andza ŋga ma gurey nekəɗey na, ŋga ma nəkadata Zak bəzey ma Zebede ta malam aŋga Zaŋ. Taya da kombiwal ata, a ləmadəmata ha zəva ta hay. 
MRK.1.20	Arka tsana ŋga ma zəlata. Taya na, ma mbəkadama baba ta Zebedey, ta ndaw ma mber aŋga hay a kombiwal, ma səpamar bəzay.
MRK.1.21	Taya ma husam a Kafarnawom, arka ta pas ma mesley tsana, Yezu me fuləkwey a 'ay me ɗuley mey, ma tatəkadata ndaw hay. 
MRK.1.22	Guma ŋga na ma tatəkadatara na na, a rəzlata. Hərway me tetəkey ŋga na na, ma ndaw ta mazlaɓ aha, zləna, andza ma ndaw me sesəkey 
MRK.1.23	Arka tsana, da ’ay ma ɗuley mey ta na na, ndaw ana daha ta mesəfrey ma zləɓa na da 'ar; me wudey: 
MRK.1.24	«Ka wuɗafandar mey, Yezu ma Nazaret, ka sawa na, ma da zəɗadandar ɗaw? I sərada ha kah na, Ndaw Kokwoɗ ana ma Bay ma Bəla.» 
MRK.1.25	Yezu ma war ’ar ta me bebətsey aha: «Ndzey tete, bawa ba da vaw ma ndaw a neney.» 
MRK.1.26	Mesəfrey ana hana na ma zləɓa na, ma gwagutsada ndaw ana hana ma gədaŋ, ma bawa ta me wudey aha, ta magala ha. 
MRK.1.27	Taya tabiyaha ma rəzla hiya, ha taya ma tsəham ka 'ar vaw ta na hay: «Neney na mey? Nəkafama neney na, me tetəkey na wayna, ta mazlaɓ aha na tok. A watar 'ar a mesəfrey ma zləɓa na hay na, a tsənamar sləmay.» 
MRK.1.28	Arka tsana, ma hikadama da dala ma Galiley tobiya ha.
MRK.1.29	Andza ma bawa ta ba da 'ay me ɗuley mey tsana, taya ma dam andza Zak ta Zaŋ, a 'ay ma ndza Simoŋ ta Andrey. 
MRK.1.30	Azlakwa tok na, mesey ma Simoŋ ana, ma na ha, 'ar a wuzləɗar. Arka tsana, ma tsamar ka ŋgwas ana a Yezu. 
MRK.1.31	Ŋga ma gurafa, ma zəga da har, ma lətsada, 'ar ma wuzləɗey ma ndalafa. Ŋga ma zlar ma tatar tek me zəmey.
MRK.1.32	Ma hakwaɗ, ma pas me kəley ba na, ma sadəmatərawa ndaw dzedzey ana hay, ta ndaw ta fakalaw da 'ar ana hay tabiyaha. 
MRK.1.33	Ndaw ma wuraw ana hay tobiya ha ma kusa hiya ka mey ma mbaw. 
MRK.1.34	Ŋga ma ndaladata dzedzey hay haɗadzidzay ma sam banay ta dzedzey hay gəle gəle. Ŋga me ɓəley fakalaw hay haɗadzidzay da vaw ma ndaw hay. A mbəkatar tsəveɗ a fakalaw ana hay, ka tsam guma zlay, zləna, hərway taya na, a səradama Yezu ana.
MRK.1.35	Ma zlemedew ana, ma dey zew zew na, Yezu me lətsey, ma daw təŋga a slam palah aha, da huɗa na ŋga me ɗuley mey. 
MRK.1.36	simoŋ ta sa ma mandala ŋga sana hay, ma səpama. 
MRK.1.37	Arka ma ndzafama, ma ləvamar: «Ndaw hay tabiyaha a səpəmaka ha.» 
MRK.1.38	Arka ŋga ma ləvatar: «Nakwa ka mey a wuraw mekele hiya, ma aza i ka tələkada mey ta Mey Wayna, hərway i bawa na hərwuiya.» 
MRK.1.39	Arka ŋga ma hala dala ma Galiley tabiyaha; a tələkey mey da 'ay me ɗuley mey ta hay, a herey fakalaw da 'ar ma ndaw hay.
MRK.1.40	Ndaw 
MRK.1.41	A kar da vaw, Yezu, ma ndəɗada har, ma ləmar, ma ləvar: «Ayaw i wuɗey, tərey ma bazləma ha na.» 
MRK.1.42	Deŋe, ka slam ana hana tsana, 
MRK.1.43	Ma tsar mevel a Yezu na, ma ləvar ka daw a mbaw tsa. 
MRK.1.44	Yezu ma ləvar: «Daway, ka da ɓadara a ndaw zlay, amana, daw da ɓadara vaw a baba me key kuley, vəlada tek ma bəzləmey vaw ɗek ana andza ma Moyiz me ləvey ana, aza ka da təratar seydewe ta ha» 
MRK.1.45	Ama andza ma daw təŋga na, ŋga ma təɗafa ma tələkada mey, ta magala ha, ma pada mey ta mey ana, ha ma təka Yezu a slafa me fuləkwey ndar ndar a wuraw, sakay. Ama a ndzey na da’ar bəla, da slam palah ahiya. Arka ndaw hay a səmawa ka tsakay ŋga, ta sləna, ta sləna.
MRK.2.1	Meney nekəɗey a dəba na na, Yezu ma mawa a Kafarnawom. Andza ma ndaw hay ma tsənadama ba ŋga da mbaw na, 
MRK.2.2	ndaw hay ma kusəmawa haɗadzidzay, kwa ka mey mambaw tekeɗe na slam dakay. Arka ŋga ma taləkadatara mey ta Guma. 
MRK.2.3	Ndaw hay daha ma husəmawa, ndaw hay faɗ ma zəgəmawa ndaw ana daha, ma mbara vaw aha. 
MRK.2.4	Andza taya ba ma nəkam dey na, a slafama ma husadama kasl ka slam aŋga kakay, hərway ma ndaw hay ma kusa hiya kambəlaɓa na na, taya ma pukwam 'ar ma 'ay soŋ soŋ ka slam ma Yezu, ma ndza ha na; ma harɗadama ndaw a hana ma mbara vaw ana, ta merdek adzay, ka slam ma Yezu ana tok. 
MRK.2.5	Andza Yezu ma nəkada me pey 'ar ata na, ŋga ma ləvar a ndaw a hana ma mbara vaw ana: «Dem a ɗaw, meŋgəsey ɗek hay, ma sa yam ahiya ba.» 
MRK.2.6	 daha nekəɗey, ka slam ana, ma dzalam da 'ar ata: 
MRK.2.7	«Ɗagay ndaw a neney a tsey guma andza ha na, ka mey? A key na, a tseɗey Bay ma Bəla Ndaw ma slafa me sey yam ka meŋgəsey na, way? Sey Bay ma bəla ana asləta sana.» 
MRK.2.8	Andza Yezu ma sərada me dzeley 'ar a ta neney, da mevel aŋga na tsana, ŋga ma ləvatar: «Ɗagay ka dzalam tek a neney da mevel a kwar na ka mey? 
MRK.2.9	Ɗagay ta ger aha da huɗa na, na waray? Ma ləvar a ndaw a neney ma mbara vaw ana: ‹Meŋgəsey ɗek hay ma sa yam ahiya ba na tsukuɗu?›, dakay na me ləvey: ‹Lətsey, zəga merdek eɗek ana, heley ana ɗaw?› 
MRK.2.10	Ana təɗe, hayna sərafama, 
MRK.2.11	«I ləvaka, lətsey, zəga merdek eɗek, daway a mbaw.» 
MRK.2.12	Ndaw ana me lətsey, ma zəga merdek aŋga tsana, ma bawa, ma daw təŋga a mbaw ma dey ma ndaw hay tabiyaha. Amana, a rəzlata ndaw hay kambəlaɓa, ma hasəkadəmara bəzay a Bay ma Bəla, ta me ləvey aha kava: «Ɗaɗa la ka nəkam tek andza neney dakay!»
MRK.2.13	Yezu me mey 'ar a mey ma bəlay satsa. Ndaw hay haɗadzidzay ma kusəmawa ka tsakay ŋga, arka ŋga ma tatəkadata. 
MRK.2.14	Andza a daw aha na, ŋga ma nəkada Levi, bəzey ma Alfey, ma ndzaha da biraw me tsekeley dzaŋgal. Yezu ma ləvar: «Səpaya bəzay.» Levi me lətsey, ma səpar bəzay. 
MRK.2.15	Andza Yezu a zəmam aha tek da 'ay ŋga na, ndaw me tsekeley dzaŋgal hay haɗadzidzay ta ndaw ma ŋgəsa na hay, taya ka masləta ahiya andza Yezu ta gawla ŋga hay, hərway ndaw taya haɗadzidzay a səpamar aha bəzay. 
MRK.2.16	Kwa Fariziyeŋ na me sesəkey 
MRK.2.17	Andza Yezu ma tsənada guma neney na, ŋga ma ləvatar: «Me səpey ndaw ma sidem na, ndaw vaw ma tsafata na hay zləna, ndaw zozoy ana hay kakay. I sawa na, ma da zəley ndaw ma ŋgəsa na hay zləna, ndaw dzerey ana hay, kakay.»
MRK.2.18	Gawla ma Zaŋ-Batist hay, ta Fariziyeŋ hay a kam aha 
MRK.2.19	Arka Yezu ma ləvatar: «Kuray ma dzalama kendzey da magurlam me zəgey kokwa na, zel ma kokwa ŋga daha ka tsakay ta na, a kam 
MRK.2.20	Har ana ka da slawa ba, ka da zəgafəmata zel ma kokwa na ba tok na, azambay a kam 
MRK.2.21	Kwa ndaw me tepey zana wayna, ka na gurma na na, dakay. Dakay na, na hana ma tapəmaɓa waya na na, a ndəɗa na gurma na na, arka na meŋgerɗey ana a səkey adiya. 
MRK.2.22	Ndaw a mbəɗey zom lelem aha a kəlom madzahway aha, kakay. Haɗaw ka mbəɗam ba na, kendzey andza zom a mbəsley na, a nɗuhwada kəlom ana hana madzahway ana ba, arka na, masaka ma ndza kəlom, ta zom adzay kakay ɗaw? Ama hayna, zom lelem na na, ka mbəɗadama a kəlom wayna təŋga.»
MRK.2.23	Arka, ta pas ma mesley ana daha na, Yezu me tezlerey ta ley daw. Gawla ŋga hay, ma sarɓam daw paɗ tsəveɗ. 
MRK.2.24	Arka Fariziyeŋ hay ma ləvamar: «Nəkafa tek ma gawla ɗek ana hay ma kam, ta pas ma mesley ana! Na mewey ma kafa say kava na.» 
MRK.2.25	Yezu ma mbəɗatar kava: «Ɗaɗa kuray ka dzaŋgama tek ma David ma kawa tikay ɗaw? Da har ma tek me zəmey ma rafa dakay na, may ma tsafa, ŋga na ta ndaw aŋga ma səpamar bəzay ana hay. 
MRK.2.26	Ɗagay na teŋgey,da har ma baba ɗuhwa na me key kuley ana Abiyatar, David me fuləkwey a 'Ay ma Bay ma Bəla, ŋga me zəmey peŋ ma 'ar kuley, akwa na ndaw a zəmey kakay, sey baba me key kuley hay dada. Amana ŋga ma vəlatar a ndaw na taya dzaya na hay tiyatsa.» 
MRK.2.27	Arka ŋga, ma ləvatar sa: «Mesley ma ka ha na, hərway ma ndaw hay zləna, a kəmərawa ndaw na, hərway ma mesley kakay. 
MRK.2.28	Nəkadama, kwa mesley tekeɗe na, 
MRK.3.1	Arka ŋga me fuləkwey a 'ay me ɗuley mey satsa. Ndaw ana daha, ma mbara har aha da huɗa. 
MRK.3.2	Ndaw hay tabiyaha ma zazərama waya aza Yezu a ndalada ndaw ana, ta pas ma mesley ɗaw? A kam andza ha na, hərway a wuɗam ma səpafama guma. 
MRK.3.3	Yezu na ma ləvar a ndaw ana hana, ma mbara har ana: «Lətsey, sawa a wuzlah, a walaŋ ma ndaw hay.» 
MRK.3.4	Arka ŋga ma ləvatar: «
MRK.3.5	Yezu ma nəkafata dey kəɗiya na, a tsar mevel ŋgey! Hərway mevel ata təɗo təɗo na. Arka ŋga ma ləvar a ndaw a hana: «Marɗada har.» Ŋga ma marɗada na, har aŋga me ndeley tsa. 
MRK.3.6	Andza ma bawa ta ba tsana, Fariziyeŋ ta ndaw ma Erod hay, ma ŋgəlafama mawa, me ndzefey wewer, ma da zəɗada Yezu ba?
MRK.3.7	Yezu ma dam tek ata, andza gawla ŋga hay, ka mey ma bəlay. Arka ndaw hay haɗadzidzay ma səmawa da Galiley ma səpama. Arka satsa na ndaw hay ma səmawa da Zudey, 
MRK.3.8	da Zeruzalem, da Idumey, da diya ma wayaŋ ma Zurdeŋ, da dala mandza Tir ta Sidoŋ. Ndaw hay haɗadzidzay ma səmawa ka tsakay ŋga, kavəday ma tek aŋga hay me key tabiya ha na. 
