GEN.1.1	Na počátku
DEU.3.28	Dej však příkaz Jozuovi, posilni ho a upevni
DEU.3.29	Zůstali jsme v údolí naproti Bétpeóru.
DEU.4.1	Nyní slyš, Izraeli, ustanovení a nařízení,
DEU.4.2	 nepřidávejte k tomu, co vám přikazuji, ani z toho 
DEU.4.3	Vaše oči viděly, co Hospodin učinil kvůli Baalpeórovi,
DEU.4.4	Zatímco vy, kteří lnete
DEU.4.5	Pohleď, učil jsem vás ustanovení a nařízení, jak mi přikázal Hospodin, můj Bůh, abyste 
DEU.4.6	Zachovávejte a plňte 
DEU.4.7	Vždyť jaký 
DEU.4.8	A jaký 
DEU.4.9	Jenom se měj na pozoru a velmi střež svou duši, abys nezapomněl ty věci, které viděly tvé oči a aby 
DEU.4.10	 den,
DEU.4.11	Přistoupili jste a stáli pod horou. Hora plála ohněm doprostřed
DEU.4.12	Hospodin k vám mluvil z ohně. Slyšeli jste zvuk slov, ovšem podobu jste neviděli, nic než hlas. 
DEU.4.13	Oznámil vám svou smlouvu,
DEU.4.14	Mně v té době Hospodin přikázal, abych vás učil ustanovení a nařízení, abyste je plnili v zemi, do které procházíte 
DEU.4.15	Kvůli svým životům se mějte velmi na pozoru,
DEU.4.16	abyste nejednali zvráceně a 
DEU.4.17	napodobeninu žádného zvířete, které 
DEU.4.18	napodobeninu ničeho plazícího se po zemi, 
DEU.4.19	Ani nepozvedej své oči k nebesům, aby ses díval na slunce, měsíc a hvězdy, celý nebeský zástup a 
DEU.4.20	Vás však Hospodin vzal
DEU.4.21	Hospodin se na mě kvůli vám
DEU.4.22	Ano, já zemřu v této zemi, neprojdu Jordánem, ale vy projdete a obsadíte tuto dobrou zemi. 
DEU.4.23	Mějte se na pozoru, abyste nezapomněli na smlouvu Hospodina, svého Boha, kterou s vámi uzavřel, a 
DEU.4.24	Vždyť Hospodin, tvůj Bůh, 
DEU.4.25	Jestliže 
DEU.4.26	povolávám dnes proti vám 
DEU.4.27	Hospodin vás rozptýlí mezi národy a zůstanete 
DEU.4.28	Tam budete sloužit bohům, dílu lidských rukou, dřevu
DEU.4.29	Tam
DEU.4.30	 budeš v tísni
DEU.4.31	Vždyť Hospodin, tvůj Bůh, 
DEU.4.32	Jen se vyptávej na dřívější časy, které byly před tebou, od doby, kdy Bůh stvořil člověka na zemi, od 
DEU.4.33	Cožpak 
DEU.4.34	Nebo zkusil 
DEU.4.35	Tobě bylo dáno vidět a poznat,
DEU.4.36	Z nebes 
DEU.4.37	A protože miloval
DEU.4.38	vyhnal před tebou národy větší a mocnější než 
DEU.4.39	Uznej
DEU.4.40	Zachovávej jeho ustanovení a jeho příkazy, které ti dnes dávám,
DEU.4.41	Tehdy Mojžíš oddělil tři města za Jordánem 
DEU.4.42	aby tam 
DEU.4.43	Beser v pustině, v zemi 
DEU.4.44	Toto
DEU.4.45	Toto 
DEU.4.46	za Jordánem, v údolí naproti Bétpeóru, v zemi emorejského krále Síchona sídlícího v Chešbónu, kterého pobil Mojžíš a synové Izraele, když vyšli z Egypta. 
DEU.4.47	Obsadili jeho zemi i zemi bášanského krále Óga, dvou emorejských králů, kteří 
DEU.4.48	od Aróeru, který 
DEU.4.49	celou Arabu za Jordánem na východě až k moři Araby pod srázy Pisgy.
DEU.5.1	Mojžíš svolal celý Izrael a řekl jim: Slyš, Izraeli, ustanovení a nařízení, která k vám
DEU.5.2	Hospodin, náš Bůh, s námi uzavřel na Chorébu smlouvu. 
DEU.5.3	Ne
DEU.5.4	Tváří v tvář s vámi Hospodin mluvil na hoře z ohně. 
DEU.5.5	(Stál jsem v té době mezi Hospodinem a vámi, abych vám oznámil Hospodinovo slovo,
DEU.5.6	Já Hospodin 
DEU.5.7	Nebudeš mít jiné bohy
DEU.5.8	Neuděláš si tesanou modlu jakékoliv podoby
DEU.5.9	Nebudeš se jim
DEU.5.10	ale prokazuji milosrdenství tisícům těch, kdo mě milují a zachovávají mé
DEU.5.11	Nebudeš
DEU.5.12	Zachovávej sobotní den a posvěť ho,
DEU.5.13	Šest dní budeš pracovat a dělat všechnu svou práci, 
DEU.5.14	ale sedmý den 
DEU.5.15	Vzpomeň,
DEU.5.16	Cti
DEU.5.17	Nebudeš
DEU.5.18	Nebudeš cizoložit!
DEU.5.19	Nebudeš krást!
DEU.5.20	Nebudeš
DEU.5.21	Nebudeš žádostiv ženy svého bližního! Nebudeš dychtit 
DEU.5.22	Tato slova promluvil Hospodin velkým hlasem k celému vašemu shromáždění na hoře z ohně, oblaku a husté temnoty a 
DEU.5.23	I stalo se, když jste slyšeli ten hlas z temnoty -- zatímco hora plála ohněm -- 
DEU.5.24	a řekli jste: Hle, Hospodin, náš Bůh, nám ukázal svou slávu a svou velikost a slyšeli jsme jeho hlas z ohně. Dnes jsme viděli, že Bůh 
DEU.5.25	Teď však proč 
DEU.5.26	Vždyť kdo z těla
DEU.5.27	Přistup ty a poslouchej všechno, co bude říkat Hospodin, náš Bůh. Ty nám pak řekneš všechno, co Hospodin, náš Bůh, poví tobě. Vyslechneme 
DEU.5.28	Hospodin slyšel vaše slova,
DEU.5.29	Kéž by se stalo, 
DEU.5.30	Jdi 
DEU.5.31	Ale ty tady zůstaň
DEU.5.32	Zachovávejte a plňte 
DEU.5.33	Choďte jenom po té cestě, kterou
DEU.6.1	Toto 
DEU.6.2	Aby ses bál Hospodina, svého Boha, a
DEU.6.3	Poslouchej 
DEU.6.4	Slyš, Izraeli,
DEU.6.5	Miluj Hospodina, svého Boha, celým svým srdcem,
DEU.6.6	Ať jsou
DEU.6.7	Opakuj
DEU.6.8	Přivaž je jako znamení
DEU.6.9	Napiš je na veřeje
DEU.6.10	I stane se, až tě Hospodin, tvůj Bůh, přivede do země, 
DEU.6.11	domy plné všelijakých dobrých věcí,
DEU.6.12	měj se na pozoru, abys nezapomněl na Hospodina, který tě vyvedl z egyptské země, z domu otroctví. 
DEU.6.13	Hospodina, svého Boha, se boj, jemu služ a v
DEU.6.14	Nechoďte za jinými bohy, za bohy
DEU.6.15	neboť Hospodin, tvůj Bůh, ve tvém středu, 
DEU.6.16	Nezkoušejte Hospodina, svého Boha, jako jste 
DEU.6.17	Bedlivě zachovávejte příkazy Hospodina, svého Boha, jeho svědectví a ustanovení, která vám přikázal. 
DEU.6.18	Dělej, co je správné a dobré v Hospodinových očích,
DEU.6.19	a 
DEU.6.20	Až se tě tvůj syn později
DEU.6.21	Odpověz svému synovi: Byli jsme v Egyptě faraonovými otroky, ale Hospodin nás z Egypta mocnou rukou vyvedl. 
DEU.6.22	Hospodin dal před našima očima velká a zlá
DEU.6.23	a nás odtamtud vyvedl, aby nás přivedl 
DEU.6.24	Hospodin nám přikázal, abychom plnili všechna tato ustanovení a báli se Hospodina, svého Boha, aby se nám dobře dařilo 
DEU.6.25	 nám přinese
DEU.7.1	Až tě Hospodin, tvůj Bůh, přivede do země, do které jdeš, abys ji obsadil, a vyžene před tebou početné národy, Chetejce,
DEU.7.2	až ti
DEU.7.3	Nespřízňuj se s nimi, nedávej svou dceru jeho synu
DEU.7.4	Jinak odvrátí tvého syna ode mě,
DEU.7.5	Naopak jim proveďte toto: Jejich oltáře strhněte, jejich posvátné sloupy roztřískejte, jejich posvátné kůly pokácejte a jejich tesané modly spalte ohněm. 
DEU.7.6	Vždyť ty 
DEU.7.7	Ne 
DEU.7.8	ale ze své
DEU.7.9	Věz, že Hospodin, tvůj Bůh, je Bůh, Bůh věrný, který zachovává smlouvu a milosrdenství
DEU.7.10	a odplácí tomu, kdo ho nenávidí,
DEU.7.11	Zachovávej příkazy, ustanovení a nařízení, která ti dnes přikazuji, a plň je.
DEU.7.12	Za
DEU.7.13	Bude tě milovat, žehnat ti a rozmnoží tě. Požehná plodu
DEU.7.14	Požehnaný budeš nade všechny národy. Nebude neplodný či neplodná u tebe
DEU.7.15	Hospodin od tebe odvrátí každou nemoc. Žádnou 
DEU.7.16	Pohlť všechny národy, které ti Hospodin, tvůj Bůh, dává. 
DEU.7.17	Kdyby sis řekl ve svém srdci:
DEU.7.18	Neboj se jich. Stále pamatuj na to, co Hospodin, tvůj Bůh, učinil faraonovi a celému Egyptu. 
DEU.7.19	Ty velké zkoušky, které viděly tvé oči, znamení a divy, mocnou ruku a vztaženou paži, kterou tě Hospodin, tvůj Bůh, vyvedl. Tak Hospodin, tvůj Bůh, učiní všem národům, jichž se bojíš. 
DEU.7.20	Hospodin, tvůj Bůh, na ně pošle dokonce i děs,
DEU.7.21	Neměj z nich strach, neboť Hospodin, tvůj Bůh, 
DEU.7.22	Hospodin, tvůj Bůh, vyžene tyto národy před tebou kousek 
DEU.7.23	Hospodin, tvůj Bůh, ti
DEU.7.24	Vydá do tvé ruky jejich krále, odstraníš jejich jméno zpod nebes. Nikdo se proti tobě nepostaví, dokud je nevyhladíš. 
DEU.7.25	Tesané modly jejich bohů spalte ohněm. Nedychti 
DEU.7.26	Nevnášej do svého domu 
DEU.8.1	Každý příkaz, který ti dnes přikazuji, zachovávejte a plňte, abyste zůstali naživu a rozmnožili se, šli a obsadili zemi, kterou Hospodin odpřisáhl vašim otcům. 
DEU.8.2	Pamatuj na celou cestu, kterou tě Hospodin, tvůj Bůh, vedl těchto čtyřicet let pustinou, aby tě pokořil, vyzkoušel
DEU.8.3	Pokořil tě, nechal tě hladovět, a pak tě krmil manou, kterou jsi neznal a 
DEU.8.4	Tvůj plášť se na tobě neobnosil, tvoje nohy neopuchly 
DEU.8.5	Věz
DEU.8.6	Zachovávej příkazy Hospodina, svého Boha, abys chodil po jeho cestách a bál
DEU.8.7	Vždyť Hospodin, tvůj Bůh, tě přivádí do dobré země, země 
DEU.8.8	 země pšenice a ječmene, révy, fíkovníků a granátovníků, 
DEU.8.9	 země, kde nebudeš jíst pokrm v chudobě,
DEU.8.10	Až se najíš a nasytíš, dobrořeč
DEU.8.11	Měj se na pozoru, abys nezapomněl
DEU.8.12	Jinak se najíš a nasytíš,
DEU.8.13	rozmnoží se tvůj skot a brav,
DEU.8.14	ale tvé srdce se 
DEU.8.15	který tě vodil velkou a obávanou pustinou, 
DEU.8.16	který tě v pustině krmil manou, kterou neznali tvoji otcové, aby tě pokořil a vyzkoušel
DEU.8.17	a řekneš si v srdci:
DEU.8.18	Pamatuj tehdy na Hospodina, svého Boha, že on ti dává moc získat majetek, aby naplnil svou smlouvu, kterou odpřisáhl tvým otcům, jak 
DEU.8.19	I stane se, když opravdu zapomeneš na Hospodina, svého Boha, půjdeš
DEU.8.20	Jako národy, které Hospodin před vámi vyhubil,
DEU.9.1	Slyš, Izraeli, teď projdeš
DEU.9.2	Potomci Anákovců 
DEU.9.3	Věz tedy dnes, že Hospodin, tvůj Bůh, ten, který prochází před tebou, 
DEU.9.4	Až je Hospodin, tvůj Bůh, před tebou vypudí, neříkej si v srdci: Pro mou spravedlnost mě Hospodin přivedl, abych obsadil tuto zemi. Pro ničemnost těchto národů je Hospodin před tebou vyhání. 
DEU.9.5	Ne pro svou spravedlnost a přímost svého srdce jdeš obsadit jejich zemi, ale pro ničemnost těchto národů je Hospodin, tvůj Bůh, před tebou vyhání a aby se naplnilo slovo, které Hospodin odpřisáhl tvým otcům, Abrahamovi, Izákovi a Jákobovi. 
DEU.9.6	Věz tedy, že ne pro tvou spravedlnost ti Hospodin, tvůj Bůh, dává tuto dobrou zemi, abys ji obsadil. Vždyť jsi lidem tvrdé šíje.
DEU.9.7	Vzpomeň
DEU.9.8	Na Chorébu jste podnítili Hospodina ke hněvu, takže se na vás Hospodin rozhněval a 
DEU.9.9	Když jsem vystoupil na horu, abych přijal kamenné desky, desky smlouvy, kterou s vámi Hospodin uzavřel, pobyl jsem na hoře čtyřicet dní a čtyřicet nocí. Nejedl jsem chléb a nepil jsem vodu. 
DEU.9.10	Hospodin mi dal dvě kamenné desky popsané Božím prstem a na nich 
DEU.9.11	I stalo se, 
DEU.9.12	Hospodin mi řekl: Vstaň 
DEU.9.13	Hospodin mi řekl: Díval jsem se na tento lid. Hle, je 
DEU.9.14	Nech mě, ať je vyhladím a jejich jméno vymažu zpod nebes; tebe však učiním mocnějším a početnějším národem nežli 
DEU.9.15	Vydal jsem se 
DEU.9.16	Podíval jsem se a uviděl jsem, 
DEU.9.17	Uchopil jsem obě desky, odhodil jsem je ze svých rukou a před vašima očima jsem je roztřískal. 
DEU.9.18	Padl jsem 
DEU.9.19	Lekal jsem se hněvu a zloby, kterou se na vás Hospodin rozhněval a 
DEU.9.20	I na Árona se Hospodin velmi rozhněval a 
DEU.9.21	Váš hřích,
DEU.9.22	Také v Tabéře, v Masse a v Kibróttaavě jste Hospodina podněcovali ke hněvu. 
DEU.9.23	A když vás Hospodin poslal z Kádešbarneje se slovy: Vytáhněte a obsaďte zemi, kterou jsem vám dal, vzepřeli jste se příkazu Hospodina, svého Boha, nevěřili jste mu a neuposlechli jste ho. 
DEU.9.24	Vzpírali jste se vůči Hospodinu od doby, 
DEU.9.25	Když jsem ležel před Hospodinem 
DEU.9.26	modlil jsem se k Hospodinu: Panovníku Hospodine, neznič svůj lid, své dědictví, které jsi vykoupil svou velikostí, jež jsi vyvedl z Egypta mocnou rukou. 
DEU.9.27	Pamatuj
DEU.9.28	Ať neřeknou 
DEU.9.29	Jsou přece tvým lidem, tvým dědictvím, které jsi vyvedl svou velkou mocí a vztaženou paží!
DEU.10.1	V té době mi Hospodin řekl: Vytesej si dvě kamenné desky, stejné jako 
DEU.10.2	Napíši na ty desky slova, která byla na prvních deskách, jež jsi roztřískal, a vložíš je do truhly. 
DEU.10.3	Udělal jsem truhlu 
DEU.10.4	 napsal na desky stejný zápis, jako ten první,
DEU.10.5	Vydal jsem se 
DEU.10.6	Synové Izraele vyrazili z Beerótbenejaakanu
DEU.10.7	Odtamtud vyrazili do Gudgódu
DEU.10.8	V té době Hospodin oddělil kmen Léviho, aby nosili truhlu
DEU.10.9	Proto neměl Lévi podíl a dědictví se svými bratry. Hospodin je jeho dědictvím, jak k němu promluvil Hospodin, tvůj Bůh. 
DEU.10.10	Já jsem zůstal na hoře jako poprvé
DEU.10.11	Hospodin mi řekl: Vstaň, jdi na odchodu
DEU.10.12	Nuže, Izraeli, co od tebe žádá Hospodin, tvůj Bůh? Jenom aby ses bál Hospodina, svého Boha, chodil po všech jeho cestách, miloval ho a sloužil Hospodinu, svému Bohu, celým svým srdcem a celou svou duší 
DEU.10.13	a zachovával Hospodinovy příkazy a jeho ustanovení, která ti dnes přikazuji, aby ti bylo dobře. 
DEU.10.14	Hle, Hospodinu, tvému Bohu, patří nebesa i nebesa nebes, země i všechno, co 
DEU.10.15	 jenom k tvým otcům Hospodin přilnul, zamiloval si je a vyvolil jejich potomstvo po nich, 
DEU.10.16	Obřežte proto předkožku svého srdce a nezatvrzujte již svou šíji. 
DEU.10.17	Vždyť Hospodin, váš Bůh, je Bohem bohů a Pánem pánů, Bohem velkým, mocným a hrozným, který nikomu nestraní
DEU.10.18	zjednává
DEU.10.19	Proto milujte příchozího, neboť jste byli příchozími v egyptské zemi. 
DEU.10.20	Hospodina, svého Boha, se boj, jemu služ, k němu přilni a v jeho jménu přísahej. 
DEU.10.21	On 
DEU.10.22	V sedmdesáti lidech sestoupili tvoji otcové do Egypta, a teď tě Hospodin, tvůj Bůh, proměnil v 
DEU.11.1	Miluj Hospodina, svého Boha, a zachovávej jeho řád, jeho ustanovení, jeho nařízení a jeho příkazy 
DEU.11.2	Rozumějte
DEU.11.3	jeho znamení a skutky, které učinil uprostřed Egypta faraonovi, egyptskému králi, i celé jeho zemi, 
DEU.11.4	to, co učinil egyptskému vojsku, jeho koňům a jeho vozbě, jak nad nimi nechal proudit vodu Rákosového moře, když vás pronásledovali a Hospodin je zničil, 
DEU.11.5	to, co učinil v pustině vám, než jste přišli až na toto místo, 
DEU.11.6	to, co učinil Dátanovi a Abíramovi, synovi Elíaba, syna Rúbenova, když uprostřed celého Izraele země otevřela svá ústa a pohltila je i jejich rodiny, jejich stany i vše živé v jejich šlépějích,
DEU.11.7	ale vaše oči viděly všechny ty velké Hospodinovy skutky, které učinil. 
DEU.11.8	Zachovávejte každý příkaz, který ti dnes přikazuji, abyste byli silní, vešli a obsadili zemi, do které procházíte 
DEU.11.9	a aby se prodloužily dny v zemi, 
DEU.11.10	Neboť země, do které přicházíš, abys ji obsadil, není jako egyptská země, z níž jste vyšli, kde zaseješ semeno a 
DEU.11.11	Země, do které procházíte 
DEU.11.12	Zemí, o kterou se stará
DEU.11.13	I stane se, jestliže budete opravdu poslouchat mé příkazy, které vám dnes přikazuji, budete milovat Hospodina, svého Boha, a sloužit mu celým svým srdcem a celou svou duší, 
DEU.11.14	že dám
DEU.11.15	Dám
DEU.11.16	Mějte se na pozoru, aby 
DEU.11.17	Nebo proti vám vzplane Hospodinův hněv, uzavře nebesa, nebude déšť, země nevydá svou úrodu a z té dobré země, kterou vám Hospodin dává, rychle vyhynete. 
DEU.11.18	Vložte tato má slova do svého srdce a do své duše. Přivažte si je jako znamení na ruku, ať jsou značkou mezi vašima očima. 
DEU.11.19	Učte je své syny -- mluv o nich, když pobýváš ve svém domě, i když chodíš po cestě, když ležíš i když vstáváš. 
DEU.11.20	Napište je na veřeje svého domu a na své brány, 
DEU.11.21	aby se rozmnožily vaše dny a dny vašich synů v zemi, 
DEU.11.22	Jestliže budete bedlivě zachovávat každý tento příkaz, který vám přikazuji, budete
DEU.11.23	Hospodin před vámi vyžene všechny tyto národy a obsadíte národy větší a mocnější, než 
DEU.11.24	Každé místo, na které šlápne vaše
DEU.11.25	Nikdo se proti vám nepostaví. Hospodin, váš Bůh, dá strach a bázeň 
DEU.11.26	Pohleď, kladu dnes před vás požehnání a kletbu. 
DEU.11.27	Požehnání, když budete poslouchat příkazy Hospodina, svého Boha, které vám dnes přikazuji, 
DEU.11.28	a kletbu, jestliže nebudete poslouchat příkazy Hospodina, svého Boha, a odvrátíte se od té cesty, kterou vám dnes přikazuji, a půjdete za jinými bohy, které jste neznali.
DEU.11.29	I stane se, až tě Hospodin, tvůj Bůh, přivede do země, kterou jdeš obsadit, že budeš dávat požehnání na hoře Gerizímu
DEU.11.30	Jsou přece za Jordánem, směrem 
DEU.11.31	Až projdete Jordánem, abyste vešli a obsadili zemi, kterou vám dává Hospodin, váš Bůh, obsadíte ji a usídlíte se v ní, 
DEU.11.32	zachovávejte a plňte všechna ustanovení a nařízení, která před vás dnes kladu.
DEU.12.1	Toto 
DEU.12.2	Zcela zničte všechna místa, kde národy, jež obsadíte, sloužili svým bohům -- na vysokých horách, na návrších a pod každým zeleným
DEU.12.3	Strhněte jejich oltáře, roztřískejte jejich posvátné sloupy, jejich posvátné kůly
DEU.12.4	Nepočínejte si takto vůči
DEU.12.5	ale vyhledejte místo, které Hospodin, váš Bůh, vyvolí ze všech vašich kmenů, aby si tam učinil jméno a 
DEU.12.6	Tam přinášejte své zápalné oběti a obětní hody, své desátky a dary pozdvihování svých rukou, své slíbené
DEU.12.7	Tam jezte vy i vaše rodiny před Hospodinem, svým Bohem, a radujte se ze všeho zisku
DEU.12.8	Nejednejte tak, jak tady dnes jednáme my, 
DEU.12.9	neboť jste dosud nevešli do odpočinutí a do dědictví, které ti dává Hospodin, tvůj Bůh. 
DEU.12.10	Až přejdete přes Jordán a budete sídlit v zemi, kterou vám Hospodin, váš Bůh, dává do dědictví a dá vám odpočinek od všech vašich okolních nepřátel a budete bydlet 
DEU.12.11	pak na místo, které Hospodin, váš Bůh, vyvolí, aby tam přebývalo jeho jméno, budete přinášet všechno, co vám přikazuji: Své zápalné oběti, své obětní hody, své desátky, dary pozdvihování svých rukou a všechno nejlepší 
DEU.12.12	Budete se radovat před Hospodinem, svým Bohem, vy i vaši synové, vaše dcery, vaši otroci, vaše otrokyně i Lévijec, který 
DEU.12.13	Měj se na pozoru, abys nepřinášel své zápalné oběti na jakémkoliv místě, které si vyhlédneš,
DEU.12.14	ale jenom na místě, které Hospodin vyvolí v jednom 
DEU.12.15	Ovšem zcela podle touhy své duše
DEU.12.16	Pouze krev nejezte. Vylej ji na zem jako vodu. 
