MAT.1.1	Antuyawino neturakkanneno gagginafuwera i Jesu Kristo a gaka i Ari David a gaka kappayi Abraham. 
LUK.14.18	Udde kadda tata sino inayannera, narrasonira e ammera inang. Ino sinapitino tata, ‘Ammek umang se aneno ginatangkuwa lubag e umangku nad itan. Ituldumma sino amungngu.’ 
LUK.14.19	Ino kappay sinapitino tata, ‘Ammek umang se aneno ginatangkuwa tafuluwa baka, e umangku nad kakkapanira a itarabafu. Ituldumma sino amungngu.’ 
LUK.14.20	Sinapikkappayino tata si, ‘Aꞌatawak, antuweno ammek makaang.’
LUK.14.21	“Wasinoy, nuliyeno aripan sino amungnga e sinapiꞌna ammin. Nabbungutingke ino amungnga e sinapiꞌna sino aripanna si, ‘Kadde, kangkamannu mantu ta umangka sino ammina daladalanna yawa lubbun ta ayannuweno mekakallakkira, ino paralitikuwera, ino pilayira, andino lappattira ta umangngira mangngan.’ 
LUK.14.22	E inangngino aripan. Wasin nuli sino amungnga, sinapiꞌna si, ‘Afu, naangwennino nepangwam sikwak, udde ana kepayino damana a pagyanan.’ 
LUK.14.23	E sinapikkappayino amungnga si, ‘Umangka sino daladalan sino lasinna yawa lubbun anda sino kaaroyuwana pagyanan ta patutannuweno tolayira sinaya umang mangngan takesi mapannu yo balek. 
LUK.14.24	Se gakkurug yo sapitangku sikwam, awaningke massiki tata sikwara a palunguwa inayangkuwa maninsim sino nedadangkuwa maakkan.’ ”
LUK.14.25	Wasi tata si aw, odduweno tolayira a dumadandan ki Jesus. Inaꞌlang sikwara e sinapiꞌna si, 
LUK.14.26	“Ino manggamma mesapat sikwak ta mabbali si adalangku, dodokkal naddino agganggamma sikwak amma sino agganggamma sino mapparanaꞌngera, ino atawana andino anaꞌngera, ino kakkolaꞌngera, anna massiki ino baggina, se nu ammena kunninoy, ammena dama a mabbali si adalangku. 
LUK.14.27	Se ammena dama a mabbaliyeno tolay si adalangku nu ammena buttungannino krusna a manuntul sikwak, massiki antuweno ipatena.
LUK.14.28	“Dandammandonad abbuweno dyaꞌneno mabbali si adalangku. Gangngariyan, nu wara sikwayuwa mamataꞌdag si dokalla balay, nalawad nu dandammanna abbu nu pidyeno magastuna takesi maammuwanna nu makabalinino piraꞌnga kiyad sino kabalinanna. 
LUK.14.29	Se nu ammena akwan inoy, tantaro nu iyafuna e makkiyabbelang sino arina e mambutino piraꞌnga. Amminira a mita sinay, kakkatawandana 
LUK.14.30	a massapit si, ‘Itandokadda! Neyafuna pelang, ammenan metuluy.’
LUK.14.31	“Ino tata kappaya amparingnga, nu wara ari si tafulurifuweno sindaluna e umang makiyubat sino ariya adwafulurifuweno sindaluna, dandammanna nad abbu nu damara a affutannino kagubaꞌda. 
LUK.14.32	Nu innanamanna si maaffutira, manundun si umang manambal sino kakontarana nu aroyuwera kepay takesi bebutanda nu sanneno angganda ta ammera nad makkakwa. 
LUK.14.33	Kunna kappay sikwayu, nu anggandawa mabbali si adalangku, dandammandonad abbuweno kinadyaꞌna. Se ammena dama a mabbaliyeno tolay si adalangku, nu ammena anawan ammina ana sikwana.”
LUK.14.34	Niyampariggappayi Jesus a nassapit si, “Ino asin, aneno serbina, udde nu dumantakin, ammenan dama a pulinino peꞌna. 
LUK.14.35	Awaningke a serbina, massiki sino lubag onnu meyabonu, metakkummabbelang. Ikkayuwa maningngag, dandammandonaddino diningngaddaw.”
LUK.15.1	Odduweno gumattukiyera si buwit andino korwanira a nganannino Judyuwera si minalliwata maꞌangnga maningngag sino itulduwi Jesus. 
LUK.15.2	Antuweno nadadumulino Fariseowera andino mammesturuwerana lintiya nassapit si, “Itandaw yana tolay! Mayan anggamma a tatabbannino minalliwatira a tolay anna makikkan sikwara.”
LUK.15.3	Antu gafuna, kunnayawino ampariyi Jesus sikwara. 
LUK.15.4	“Gangngariyan, nu wara tata sikwayuwa makangkwa si tatuta karnero e naawanino tata, sannadeno akwanna? Ammenada anawanino asamafulu si asama maggarab sino pasto ta umangnga tufukannino naawana karnero kiyad si sumpalanna? 
LUK.15.5	E nanu masumpalanna, maanggammingkena e buttunganna a iyamwang sey balena. 
LUK.15.6	Nanu gumamwang sinay, ayannaneno bafulunnera andino kalubbunannera e sapitanna si, ‘Makilanggakkayu sikwak, se sinumpalangkunnino karneroka naawan!’ ” 
LUK.15.7	E inabambutani Jesus a nassapit si, “Sapitangku sikwayu si maanggammirangke sey langit nu mabboboliyeno tata a minalliwata tolay amma sino aangganda sino asamafulu e asama aridda si naggaddangngira e ammera nad mabboboli.”
LUK.15.8	Netuluyi Jesus a niyamparig si, “Gangngariyan, nu wara bafaya aneno tafuluwa dipilatana e natantangino tata, sanneno akwanna? Ammenada misigi si lampara e pakakekeranneno balena ta tufukanna kiyad si sumpalanda? 
LUK.15.9	E nanu masumpalanna, ayanneno bafulunnera andino kalubbunannera e sapitanna si, ‘Makilanggakkayu sikwak, se sinumpalangkunnino dipilataka natantang!’ 
LUK.15.10	Kakunnana kappay inay,” kunni Jesus, “makilanggakino anghelira ki Dios nu mabboboliyeno massiki tata a minalliwata tolay.”
LUK.15.11	Wasinoy, netuluyi Jesus a niyamparig e sinapiꞌna si, “Agyanino tata tolaya adweno abbingnga a lallaki. 
LUK.15.12	Sinapitino uddi si, ‘Ama, appangkunnino ipaillalupaꞌnu sikwak.’ Antuweno ginaradweno amareno illalupattanda a makkolak.
LUK.15.13	“Wasin nallaꞌwutino pipidya a aw, nelakuweno uddiyeno ammina ballena e inang si aroyuwa lubbun. Wasin agyanin sinay, ginastuna amminino piraꞌnga si linoloko. 
LUK.15.14	Wasin awaninnino piraꞌnga, agyanino nafulota bisin sinaya lubbuna agyananna, e awaningkein sikwana. 
LUK.15.15	Antu gafuna, inang nakitandan sino tata a tolay sinay, e dinundunna sino agyananino bafuynera ta antuweno gumapakkan sikwara. 
LUK.15.16	Gafu sino bisinna, anggamma nadda mangngan massiki sino ilangagga ipakkanna sino bafuyira, udde awana nangaꞌda sikwana.
LUK.15.17	“Wasin makadandam, kunna sino nakanakamma si, ‘Amminira a tandanani ama, ana amminino angganda a akkanan, gampade ayawak sitawa matay si bisin. 
LUK.15.18	Muliyak lullang sey balay ta sapitangku ki ama si: Ama, nalliwatak ki Dios e kunna kappay sikwam. 
LUK.15.19	Ammekun meannunga mebilang si abbingngu, udde nu damana, makitandanak sikwam.’
LUK.15.20	“Sin nanandammanna sinay, ginikkata muli sino agyananino amana. Wasin aroyu kepay sino balera, nelasinino amana. Gafu se inallaꞌnga, nalayawa nanambal sikwana, inawakanna, kasena inumma. 
LUK.15.21	E sinapitino abbingnga si, ‘Ama, nalliwatak ki Dios e kunna kappay sikwam. Ammekun meannunga mebilang si abbingngu.’
LUK.15.22	“Udde inayanino amaneno aripannera e sinapiꞌna si, ‘Kangkamandaw. Umandaw appannino kalalawarana barawasi ta ibarawasiyu. Sakkalangandokappay anna sapatutandaw. 
LUK.15.23	Umandokappay appannino katatafana ubbunna baka ta partindaw takesi isiratam e mallalanggaketam, 
LUK.15.24	se iyawa abbingku, kunnangke natay, udde ana sitawa nabiyag, naantawan, udde nuli kappay.’ E neyafurana mallanggak.
LUK.15.25	“Udde ino palunguwa abbingnga, ana kepay sino umara. Wasin umapitin e araꞌniyen sino balera, diningngangngeno mattokarira andino massasaralera, 
LUK.15.26	antuweno inayanneno tata a aripan ta bebutanna nu sanneno akwanda. 
LUK.15.27	‘Nuliyeno kolaꞌngu,’ kunnino aripan sikwana, ‘antuweno nepapartiyi amayuweno katatafana baka se nepagamwangnga a awana naansa sikwana.’
LUK.15.28	“Wasinoy, nabbungutino kolaꞌnga e ammena sinallung. Antu gafuna, nallawanino amana a nangaallakka mayag sikwana. 
LUK.15.29	Udde sinombata nassapit si, ‘Ammek. Pipidya a runa nattarabafuwak a kunnangke aripannu e kinuruggu ammina sinapiꞌnu. Udde ammerakungke inaꞌdan si massiki ubbunna galding pelang ta wara pakiyayangku sino bafulungkuwera. 
LUK.15.30	Udde wasin nuliyeno abbingnguwa naggastu sino kukwam si mimbafay, antuweno nepapartimino katatafana bakatam.’
LUK.15.31	“E sinapitino amana si, ‘Ikka a abbingku, ammena nad kunninoy. Se kanayuna anaka sikwak, e ammina ana sikwak, akwangkappay. 
LUK.15.32	Udde mallanggaketammad, se ino kolaꞌngu, kunnangke natay, udde ana sitawa nabiyag, naantawan, udde nuli kappay.’ ”
LUK.16.1	Wasinoy, niyampariggappayi Jesus a nassapit sino adalannera si, “Agyanino tata a baꞌnangnga tolaya netalaꞌnga amminino kukwana sino tata a tolaya tandananna. Netattifudda sikwana si gagastumpelangino nitalakkanneno piraꞌnga. 
LUK.16.2	Antu gafuna, nepaayino baꞌnang e sinapiꞌna si, ‘Sanna yawa diningngaggu mappeafu sikwam? Iyulimino listaanneno netalakku sikwam, se ariyantaka sino tarabafum.’
LUK.16.3	“Wasinoy, kunnino nitalakkanna sino nakanakamma si, ‘Sannadeno akwangkuwa ariyandakunnino amungku sino tarabafuk? Ammek dama a mattarabafu si nadammat e maatallaka mappalimut. 
LUK.16.4	Ay, on karug, ammukunnino akwangku takesi nanu maariyak sino tarabafuk, wara kepena bafulungku si manggamma mappadilot sikwak sino bafalerera.’
LUK.16.5	“Wasinoy, inayanneno ammina nakagatutira sino amungnga. Sinapiꞌna sino tata si, ‘Pidyeno gatuꞌnu sino amungku?’ 
LUK.16.6	‘Tatuta lata a lana,’ kunna. ‘Appannu yo risibum. Mattuttugga ta ituraꞌnguweno limafulu,’ sinapitino nitalakkanino baꞌnang. 
LUK.16.7	Sinapiꞌna kappay sino tata si, ‘Ikka paye, pidyeno gatuꞌnu?’ ‘Tarifu si salofa trigo,’ kunna. E sinapitino nitalakkanino baꞌnang si, ‘O, appannu yo risibum ta ituraꞌnguweno waluwatut.’
LUK.16.8	“Wasin naammuwanino amungngeno inangwana, dinayoneno kinasirifino nitalakkanna se dinandammeno ikatolena so maddagguna aw. Se gakkuruwa nasirifino tolayira a amme mangurug ki Dios amma sino manguruwira, se ammura a dandammannino pallawaranda. 
LUK.16.9	Antu gafuna, sapitangku sikwayu si usarandonaddino kinabaꞌnandaw sito lubagga panuffun sino kasittoleyuwera ta nanu madaꞌnganeno awa awaninna serbineno pirak, paggamwangandakayuna sey langita pagyanandaw si makkikiyad.”
LUK.16.10	Netuluyi Jesus a nassapit si, “Ino matalak sino bisangnga neyaꞌda sikwana, matalak kappaya maaꞌdan si oddu, e ino ammena matalak sino bisangnga neyaꞌda sikwana, ammena kappay matalakka maaꞌdan si oddu. 
LUK.16.11	Nu ammekayu matalakka musar sino kinabaꞌnandaw sito lubag, ansannana a metalak sikwayuweno gakkuruwa kinabaꞌnang sey langit? 
LUK.16.12	Akwa i Diosino ammina kinabaꞌnandaw sito lubag, e nu ammekayu matalakka musar sino akwana, ansannana manalakka mangaꞌda sikwayu si kinabaꞌnang sey langita akwayungkepay?
LUK.16.13	“Ammena dama nu adweno amungngeno tata a aripan, se anggammanneno tata e kaꞌganneno tata. Ipatingnga kappayino tata e balawanneno tata. Antu gafuna, nu pirakino napatig sikwayu, ammeyu dama a masserbi ki Dios.”
LUK.16.14	Wasin diningngaggino Fariseowera inayira a sinapiti Jesus, nekakkatawara, se aanggandeno pirak. 
LUK.16.15	E sinapiti Jesus sikwara si, “Nalawarino akwandaw sino aꞌlangino tolayira ta sapitanda si naggaddangkayu, udde ammuwi Diosino ana sino nakandaw. Udde palanandaw, se ino napatig sino tolayira, narakkat ki Dios.
LUK.16.16	“Ino lintiyi Moises andino neturakkino gumalabbunira, natuntul kiyad sino tiyempowi Juan a Gumabawtisar. Mangiyafu sinay, nebanyino nalawara damag mappeafu sino patturayani Dios, e ipatut amminino tolayira a mesapat. 
LUK.16.17	Udde ammena anggamma sapitan inay si ammena matuntulino lintiyi Dios, se naladda a maawan yo lubag anna langit amma sino kaabbafawanna sapiꞌneno lintig. 
LUK.16.18	Kakunnaneno sapitannino lintig mappeafu sino angngatawa. Ino lalakiya mikatway sino atawana e mangatawa si korwan, malliwata makibulun. E ino kappay lalakiya mangatawa si bafaya nekatway, malliwakkappaya makibulun.”
LUK.16.19	E netuluyi Jesus a nanuldu, e sinapiꞌna si, “Agyanino tata a baꞌnangnga tolaya aggabarawasi si nalawad anna kanayuna makilanggak anna mangngan sino anggamma akkanan. 
LUK.16.20	Agyangkappayino pobiriya tolaya mingngag si Lazaro a nagguruguririno baggina. Kadda awa magyan sino lamwanganneno balena baꞌnang. 
LUK.16.21	Anggamma nadda mamisin sino madaraꞌnag sino lamisaana pangngananino baꞌnang. E ino atuwera, dindilandeno gurinna.
LUK.16.22	“Wasin natay inaya pobiri, neyangngino anghelira sino agyanani Abraham sey langit. Wasin natekappayino baꞌnang, netananda, 
LUK.16.23	e inang sey Hades a agyananino natayira. Nappelalotino kinadyaꞌna sinay. E wasin sinangaw, nedipaꞌna i Abraham e ana i Lazaro sino idangnga. 
LUK.16.24	Antuweno nekokwana a nassapit si, ‘Afu Abraham, allakkandak ta dundunannuwi Lazaro ta isosoneno tamuruna si danum ta pattakkanna yo dilak takesi mallaꞌbat. Se nappelalotingke ino dyakku sino patuna yo afuy.’
LUK.16.25	“Udde kunni Abraham si, ‘Ikka a abbingku, dandammannu nadda sin kabiyangngu, ana sikwamino ammina anggammu, e i Lazaro, passiya dyatino ilawumma. Udde sitoya, makilanggakin sitaw, e ikkanino madyatan. 
LUK.16.26	Bakkampelang inay, se nalawengke ino nallatantam e awana makadammang. Ino manggammira a umang sitana maggabwat sitaw, ammera makaang, e ino anera sitan, ammera dama a umang sitaw.’
LUK.16.27	“Wasinoy, sinapitino baꞌnang si, ‘Nu kunnenoy, Afu, arangngangku si dundunannuwi Lazaro sey balera ama, 
LUK.16.28	takesi tulduwanneno limera a kakkolakkuwa ana sinay takesi ammera kappay umang sitawa agyananna nappelalota dyat.’
LUK.16.29	“Udde sinapiti Abraham si, ‘Massiki ammena umang, se ana sikwareno neturakki Moises andino gumalabbunira, e damara a matulduwan sinay nu pilingalingara.’
LUK.16.30	“ ‘On, Afu Abraham,’ kungkappayino baꞌnang, ‘udde tantaro nu ammera kuruwan. Udde nu wara maggabwat sino agyananino natayira a umang sikwara, iboboliraneno liwaꞌda.’
LUK.16.31	“Udde sinapikkappayi Abraham si, ‘Nu ammera kuruwannino neturakki Moises andino gumalabbunira, ammera kappay mangurug massiki nu wara mangngangoli si natay.’ ”
LUK.17.1	Wasinoy, sinapiti Jesus sino adalannera si, “Gakkuruwa gumamwangino katutunggungan ta malliwatino tolayira, udde kakallaꞌngeno tolaya paggabwatan inaya tutunggung. 
LUK.17.2	Tawwareno meyakad sino buꞌloneno dokalla aggilingana batu, kasena metuꞌyud sino bebay amma si ituluyneno manutunggung e malliwatino massiki tata sitawira a kaabbafawana tolaya mangurug sikwak. 
LUK.17.3	Antu gafuna, palanandonaddino akwandaw.
LUK.17.3	“Nu malliwat sikwamino kolaꞌngu si angngurug, tulduwannu, e nu ibobolina, pakomannu. 
LUK.17.4	Massiki nu mamippituwa malliwat sikwam si tata si aw e mamippitu kappaya umang mappakapakoli sikwam, maawag si pakomannu kappay.”
LUK.17.5	E sinapitino apostolnera sikwana si, “Afu, pattuyaggannuweno angngurummi.” 
LUK.17.6	E nesombaꞌna sikwara si, “Massiki bibissangngino angnguruddaw a kakunneno kabibissangngana bukal, damayuwa sapitan sitawa kayu si ‘Mafiꞌdukkana e memulaka sino bebay,’ e gakkuruwa makwa.”
LUK.17.7	Netuluyi Jesus a nassapit si, “Gangngariyan ta wara tata sikwayuwa aneno aripanna a naggabwatinna naradu onnu nindag si karnero, sapitangkaddino makwan aripan sikwana si umang mangngan? 
LUK.17.8	Bakkanna kunnenoy, nu ammena lud sapitanna si, ‘Umangka mamatali, kaseka midadan si akkanangku e indaggandak kiyad si masinduwak, kaseka pena mangngan.’ 
LUK.17.9	E amme mappasalamatino makwan aripan sikwana gafu sino nangwanna sino nepakwana. 
LUK.17.10	Kunna kappay sikwayu. Nu inangwayun amminino nepakwa i Dios sikwayu, ammeyu nad dandamman si wara midayaw sikwayu, nu ammeyu lud sapitan si, ‘Aripangkami pelang. Inangwami pelangino baligasommi.’ ”
LUK.17.11	Wasin umangnganda Jesus sey Jerusalem, nallakarira sino nallatanna Samaria anna Galilea. 
LUK.17.12	Wasin gagagamwangiran sino tata a lubbun, inang dinambalino tafuluwera a nakkutal, udde ammera inaraꞌni sikwara Jesus. 
LUK.17.13	Nakkulawuwera a nassapit si, “Afu Jesus, allakkandakami!”
LUK.17.14	Wasin initera i Jesus, sinapiꞌna si, “Umangkayu mappaita sino padiyera ta itanda nu naariyennino kutaldaw.” E inangngira, e wasin agyanira kepay sino dalan, naariyennino kutalda.
LUK.17.15	Wasin initeno tata sikwara si nabbattunoyin, nuli ki Jesus e nekokwaneno damiꞌna a naddayaw ki Dios. 
LUK.17.16	Namalitud sino aꞌlangi Jesus a nappasalamat sikwana. Inaya tolay, taga-Samaria a bakkanna Judyu.
LUK.17.17	E sinapiti Jesus si, “Ammena kad tafuluwereno nepabbattunoyku? Sintomatino asamira? 
LUK.17.18	Mayan ammera nuliya mappasalamat ki Dios? Iyo pelang tata a bakkanna Judyuweno nuli.” 
LUK.17.19	E sinapiꞌna sinaya tolay si, “Mattaꞌdagga ta umanokan. Nabbattunoykan gafu sino angngurungngu sikwak.”
LUK.17.20	Wasin tata si aw, agyanino Fariseowera a nabbebut ki Jesus nu naanseno pangiyafuwanino patturayani Dios. Sinapiti Jesus sikwara si, “Awanna a senyala mangipaita sino pangiyafuwanino patturayani Dios. 
LUK.17.21	Awangkappena makasapit si ‘Itannu, ana sitaw!’ onnu ‘Ana sinay!’ Se ino kakuruwanna, anen sito agyanandawino patturayani Dios.”
LUK.17.22	Wasinoy, sinapiti Jesus sino adalannera si, “Gumamwangngeno tiyempona dyata anggandawingke a itanino puliyangkuwa Abbingnga Tolay, udde ammeyuna maita se bakkangkepaya tiyempona. 
LUK.17.23	Ananeno massapitira si ‘Umandaw itan se anen sinay!’ onnu ‘Umangkayu sitaw se ayawin taw!’ Udde ammeyuwera kuruwanna umang mangita. 
LUK.17.24	Se ino puliyangkuwa Abbingnga Tolay, kunnangke ino kilat nu mangilat, maita si ammina palulubbun. 
LUK.17.25	Udde liyeya makwenay, maawag si odduwa lawumangkuwa dyat e ammayandakino tolayira sito ingkein.
LUK.17.26	“Inona akwanino tolayira liyeneno puliyangku, kunnaneno nakwa sin tiyempowi Noe. 
LUK.17.27	Se sinoya tiyempo, itulutuluyda a nangngan, napparinum, anna napparatawa kiyad sino awa sinallunda Noe sino dokalla abanga inangwana. E nallinang sito lubag e nalimattira ammin. 
LUK.17.28	Kunna kappayino nakwa sin tiyempowi Lot. Amminino tolayira sey Sodoma a agyananna, itulutuluyda a makakakkan anna makininum, maggatang anna mallaku, mammula anna mamataꞌdag si balay 
LUK.17.29	kiyad sino awa inanawanda Lot sinay lubbun. E nadaꞌnino afuy annino gumigillayafa batuwa mingngan si asufre a naggabwat sey langit, e nasikkulanira ammin. 
LUK.17.30	Kunna kappeneno makwa sino awa pappaitangkuwa Abbingnga Tolay.
LUK.17.31	“Sinoyna a tiyempo, ino agyan sino lasinneno balena, ammenan makatallunga mangappa sino kukwana. Kunna kappeneno magyan sino umana, ammenan makauli sino balera. 
LUK.17.32	Dandammandonaddino nakwa sino atawa i Lot, a nallangngi sino inanawanna e nabbali si asin.
LUK.17.33	“Ino mikalow sino biyangnga, matekappena. Udde ino matay gafu sino angngurungnga sikwak, maaꞌdanna si biyaya mannayun. 
LUK.17.34	Sapitangku sikwayu si nu gafiyeno puliyangku e ananeno adwera a maddurug, maappaneno tata e mataꞌngeno tata. 
LUK.17.35	E ananeno adwera a bafabbaya mabbayu, maappaneno tata e mataꞌngeno tata. 
LUK.17.36	E ana kappeneno adwera a lallakiya mattarabafu sino umara, maappaneno tata e mataꞌngeno tata.”
LUK.17.37	Wasinoy, nabbebutino adalannera si, “Afu, sintoneno kakwanna yaw?”
LUK.17.37	Sinabbi Jesus a niyamparig si, “Massiki sintawino agyananino natay, antuweno pakkakarampattanino mammanukira.”
LUK.18.1	Wasinoy, niyampariyi Jesus a nanuldu sino adalannera ta maammuwanda si kanayunira nadda makkararag e ammera matappag. 
LUK.18.2	Sinapiꞌna si, “Agyanino huwes sino tata a lubbuna awaningke talona ki Dios anna awana atalna sino kasittolena. 
LUK.18.3	Agyangkappayino balu sinaya lubbuna maꞌang sikwana a marang si duffuna massapit si, ‘Duffunandaꞌngad takesi ammerak affutannino kakontarak.’ 
