MAT.1.1	Nkanda ya mbutukulu ya Yesu Klisto, mwana ya Davidi, mwana ya Abalahami. 
MRK.5.12	Bampeve bombidilaka yandi kutuba: Fidisa beto mu bangulu, na beto lenda kukota mu bau.
MRK.5.13	Yandi ndimaka, ye bampeve ya sumuka basikaka ye kotaka mu bangulu ye kibuka ya bangulu kwendaka ntinu ku nsi ya mongo mu mbu, bangulu mafunda zole, dindaka mu mbu.
MRK.5.14	Ye bau ya pesaka madia kwa bangulu tinaka, bau tubaka mambu yai mu mbanza ye mu nseke. Bau kwizaka kutala kana nki kubwaka.
MRK.5.15	Bau kwizaka kwa Yesu, bau monaka muntu ya bakama na mpeve mbi, ikele yandi ya vandaka na Lengio, kuvanda ye vwata nlele ye ikele na ngangu, buna bau vandaka na boma.
MRK.5.16	Bau ya monaka yo tubaka kwa bau mambu ya kwizaka kwa muntu ya bakama na bampeve mbi ye mambu ya bangulu.
MRK.5.17	Bau yantikaka kubombidila yandi kukatuka na nsi ya bau.
MRK.5.18	Bu yandi kotaka mu bota, muntu ya bakama na bampeve mbi bombidilaka yandi na yandi lenda kuvanda na yandi.
MRK.5.19	Kansi yandi ndimaka ve, yandi tubaka kwa yandi: Kwenda ku nzo ya nge, kwa banduku ya nge, tuba kwa bau mambu ya nene ya Mfumu sadilaka nge ye yandi kuwilaka nge nkenda.
MRK.5.20	Yandi kwendaka ye yantikaka kutuba mu Dekapoli mambu ya nene ya Yesu sadilaka yandi; bantu yonso yitukaka.
MRK.5.21	Bu Yesu sabukaka diaka ku simu mu bota, kibuka ya bantu mingi kutakanaka kwa yandi; yandi vandaka mfinama ku mbu. 
MRK.5.22	Nkuluntu mosi ya nzo ya sambilu kwizaka, nkumbu ya yandi Yailo, bu yandi monaka yandi, yandi fukamaka na makulu ya yandi.
MRK.5.23	Yandi bombidilaka yandi mingi, kutuba: Mwana nkento ya mono ya fioti ikele mfinama na lufwa, mono lomba nge, kwiza tula maboko va yandi, na yandi lenda kubeluka ye yandi tavanda na moyo.
MRK.5.24	Yesu kwendaka na yandi. Kibuka mingi landaka, bau fietikisaka yandi.
MRK.5.25	Nkento ya vandaka na maladi ya menga basika, mvu kumi ye zole. 
MRK.5.26	Yandi moniswaka mpasi mingi ya bamunganga mingi, ye yandi futaka bima yonso ya vandaka na yandi, yandi kwizaka mbote tafioti ve, kansi maladi lutaka;
MRK.5.27	bu yandi kuwaka sambu na Yesu, yandi kwizaka nanima na Yesu mu kibuka, ye valakanaka mvwatu ya yandi,
MRK.5.28	kadi yandi tubaka: Kana mono lenda kuvalakana mvwatu ya yandi kaka, mono tabeluka.
MRK.5.29	Nto ya menga ya yandi yumaka nswalu; yandi zabaka mu nitu ya yandi na yandi imene kubeluka mu mpasi yina.
MRK.5.30	Yesu zabaka nswalu na ngolo imene kubasika na yandi, yandi pindukaka kwa kibuka, ye tubaka: Nani imene kuvalakana mvwatu ya mono ? 
MRK.5.31	Banlonguki ya yandi tubaka kwa yandi: Nge mona kibuka imene kufietikisa nge, ye nge tuba: Nani valakanaka mono ?
MRK.5.32	Yandi talaka ndambu yonso sambu na kumona yandi ya salaka mpilayai.
MRK.5.33	Nkento yina vandaka na boma, ye zakamaka; bu yandi zabaka mambu yasalwaka mu yandi, yandi kwizaka kufukama kwa yandi, ye tubaka kwa yandi mambu yonso kieleka.
MRK.5.34	Kansi Yesu tubaka kwa yandi: Mwana, lukwikilu ya nge imene kuvulusa nge. Kwenda mu yenge, vanda ya beluka ya mpasi ya nge. 
MRK.5.35	Bu yandi ikele kutuba, bantu ya katukaka na nkuluntu ya nzo ya sambilu tubaka: Mwana nkento ya nge imene kufwa, sambu na nki nge ikele kubombidila Nlongi ? 
MRK.5.36	Bu Yesu kuwaka mambu ya bau tubaka, yandi tubaka kwa nkuluntu ya nzo ya sambilu: Vanda na boma ve, kwikila kaka.
MRK.5.37	Yandi bikaka muntu yankaka landa yandi ve, kansi Petelo ye Yakobi ye Yoane mpangi ya Yakobi.
MRK.5.38	Bau kumaka ku nzo ya nkuluntu ya nzo ya sambilu, yandi monaka bantu kudila ye makelele ye boka mingi. 
MRK.5.39	Bu yandi kotaka, yandi tubaka kwa bau: Sambu na nki beno ikele kusala makelele ye kudila ? mwana imene kufwa ve, kansi ikele kulala. 
MRK.5.40	Bau sekaka yandi mingi. Kansi bu yandi imene kubasisa bau yonso, yandi bakaka tata ye ngudi ya mwana ye bau ya vandaka na yandi, kotaka mu sika ya mwana vandaka.
MRK.5.41	Yandi simbaka diboko ya mwana, ye tubaka kwa yandi: Talita kumi, tendula ya yo ikele: Mwana nkento, mono tuba kwa nge: Telema!
MRK.5.42	Nswalu mwana nkento telemaka ye tambulaka, kadi yandi vandaka mvu kumi ye zole, bau yitukaka na nyitukulu ya nene.
MRK.5.43	Yandi sikidikisaka bau ngolo, na muntu tazaba yo ve, yandi sikidikisaka: Kupesa yandi ya kudia.
MRK.6.1	Yandi katukaka kuna ye kwizaka ku ntoto ya yandi kibeni ye banlonguki ya yandi landaka yandi. 
MRK.6.2	Bu kilumbu ya luvundu kwizaka, yandi yantikaka kulonga mu nzo ya sambilu ye mingi ya kuwaka yandi yitukaka, kutuba: Yandi bakaka mambu yai wapi ? Ye nki ngangu yai ya peswaka kwa yandi, sambu na bisalu ya nene ikele kusalwa mu maboko ya yandi! 
MRK.6.3	Yai ikele musadi ya mabaya ve ? Mwana ya Malia, mpangi ya Yakobi ye Yose ye Yuda ye Simoni! Ye bampangi bankento ya yandi ikele awa na beto ve ? Ye bau sakuba mu yandi. 
MRK.6.4	Yesu tubaka kwa bau: Mbikudi ikele kukonda luzitu ve, kansi kaka mu ntoto ya yandi ye nakati ya bibutu ya yandi ye mu nzo ya yandi. 
MRK.6.5	Yandi lendaka kusala bisalu ya nene kuna ve, kansi kaka kutula maboko va ndambu ya bantu ya maladi, ye yandi belulaka bau.
MRK.6.6	Yandi yitukaka sambu na bau kondaka lukwikilu. Yandi kwendaka kuzieta mu mabwala kulonga.
MRK.6.7	Yandi bingaka banlonguki kumi ye zole, ye yantikaka kufidsa bau zole zole, ye pesaka bau ngolo kuluta bampeve ya sumuka. 
MRK.6.8	Yandi tubaka kwa bau: Nata bima mu nzila ve, kansi nkawa kaka; madia ve, makuba ve, ye mbongo mu ngoto ve: 
MRK.6.9	kansi vwata nsampatu; ye vwata binkutu zole ve. 
MRK.6.10	Ye yandi tubaka kwa bau: Konsosika ya beno kota mu nzo, beno vanda muna ti beno katuka kuna. 
MRK.6.11	Ye konsosika ya bau baka beno ve, ye kuwa beno ve, bu beno katuka kuna beno katula mfumfuta na nsi ya bitambi ya beno, sambu na kitemo kwa bau. 
MRK.6.12	Buna bau kwendaka kusamuna na bantu tapindula mabanza.
MRK.6.13	Ye bau basisaka bampeve mingi ya mbi, ye sitaka bambevo mingi mafuta, ye belulaka bau. 
MRK.6.14	Ntinu Elode kuwaka mambu yai, kadi nkumbu ya Yesu zabakanaka, ye yandi tubaka: Yoane Mbotiki imene kufulukiswa tuka bafwa, buna bisalu yai ya ngolo ikele kusalwa mu yandi. 
MRK.6.15	Bankaka tubaka, yai ikele Elia. Bankaka tubaka ikele mbikudi keti bonso mosi ya bambikudi.
MRK.6.16	Bu Elode kuwaka mambu yai, yandi tubaka: Yandi ikele Yoane ya mono zengaka ntu, yandi imene kufulukiswa tuka bafwa.
MRK.6.17	Kadi Elode kibeni fidisaka ye bakaka Yoane, yandi kangaka yandi mu boloko, sambu na Elodia, nkento ya mpangi ya yandi Filipo, kadi yandi imene kukwela na yandi. 
MRK.6.18	Kadi Yoane tubaka kwa Elode: Nsiku ikele kubuya nge kuvanda na nkento ya mpangi ya nge.
MRK.6.19	Buna Elodia vandaka na kimbeni kwa yandi, yandi zolaka kufwa yandi,
MRK.6.20	kadi Elode titaka Yoane, kuzaba na yandi ikele muntu ya lunungu ye ya nlongo, yandi kebaka yandi mbote, ye bu yandi kuwaka yandi, yandi salaka mambu mingi, ye yandi kuwaka yandi na kiese. 
MRK.6.21	Bu kilumbu ya lunga kwizaka, mu kilumbu ya lubutuku ya Elode, yandi salaka madia ya fete sambu na bakuluntu ya yandi ya nene ye bamfumu ya bakuluntu ya basoldat ye bankwa luzitu ya Ngalili.
MRK.6.22	Bu mwana nkento ya Elodia kotaka, ye kinaka ye yangidisaka Elode ye bau ya vandaka na yandi na meza. Ntinu tubaka kwa mwana nkento: Lomba mono konsonki ya nge zola, ye mono tapesa nge yo.
MRK.6.23	Yandi zengilaka yandi ndefi: Konsonki ya nge talomba, mono tapesa yo ti nakati ya kimfumu ya mono.
MRK.6.24	Yandi basikaka ye tubaka kwa ngudi ya yandi: Nki mono talomba ? Yandi tubaka: Ntu ya Yoane Mbotiki.
MRK.6.25	Yandi kotaka nswalu kwa ntinu ye lombaka ye tubaka: Mono zola nge kupesa mono awa mu dilonga ntu ya Yoane Mbotiki.
MRK.6.26	Buna ntinu vandaka na ntantu mingi, kansi sambu na ndefi ye sambu na bau ya vandaka na meza, yandi zolaka ve kubuya yandi yo.
MRK.6.27	Nswalu ntinu fidisaka mosi ya basoldat ya yandi, ye tubaka kwa yandi kutwala ntu ya yandi. Yandi kwendaka ye zengaka ntu ya yandi mu boloko.
MRK.6.28	Yandi twalaka ntu ya yandi mu dilonga ye pesaka yo kwa mwana nkento, ye mwana nkento pesaka yo kwa ngudi ya yandi.
MRK.6.29	Bu banlonguki ya yandi kuwaka yo, bau kwizaka ye bakaka mvumbi ya yandi, ye tulaka yo mu ndiamu.
MRK.6.30	Bantumwa kutakanaka kwa Yesu, bau tubaka kwa yandi mambu yonso ya bau salaka ye longaka. 
MRK.6.31	Yandi tubaka kwa bau: Beno kwiza beno kibeni mu kinsweki ku nsi ya mpamba, beno vunda fioti. Kadi mingi kwizaka ye kwendaka, ye bau vandaka na ntangu ve kudia. 
MRK.6.32	Buna bau kwendaka mu bota ku nsi ya mpamba mu kinsweki.
MRK.6.33	Bantu monaka bau kwenda; ye mingi zabaka bau ye bau kwendaka na makulu tuka na bambanza yonso, ye bau kumaka kuna ntete.
MRK.6.34	Bu Yesu basikaka, yandi monaka kibuka mingi, yandi kuwilaka bau nkenda, sambu na bau vandaka bonso mameme ya konda mvungi, ye yandi yantikaka kulonga bau mambu mingi. 
MRK.6.35	Bu mwini zolaka kumana, banlonguki kwizaka kwa yandi ve tubaka: Yai ikele sika ya ikele nsi ya mpamba, ye mwini zola kumana;
MRK.6.36	sindika bau, na bau takwenda ku nseke ye mabwala ya zunga ye disumbila madia; sambu na bau ikele na kima ve kudia.
MRK.6.37	Yandi vutulaka ye tubaka kwa bau: Beno pesa bau ya kudia, Bau tubaka kwa yandi: Beto takwenda kusumba mampa na mbongo denali nkama zole, ye pesa bau kudia ?
MRK.6.38	Yandi tubaka kwa bau: Mampa ikwa ikele na beno ? Kwenda kutala. Bu bau imene kuzaba, bau tubaka: Mampa tanu ye mbizi ya masa zole.
MRK.6.39	Yandi sikidikisaka bau yonso kuvanda kibuka kibuka va matiti mu sika yina.
MRK.6.40	Bau vandaka mu ndonga ndonga, bankaka nkama-nkama, bankaka makumu tanu-tanu.
MRK.6.41	Bu yandi imene kubaka mampa tanu ye mbizi zole, yandi talaka ku zulu, ye sakumunaka mampa, ye bukunaka yau, ye pesaka yau kwa banlonguki sambu na kupesa bau, ye yandi kabaka mbizi ya masa zole kwa bau yonso.
MRK.6.42	Bau yonso kudiaka, ye bau yukutaka.
MRK.6.43	Bau logotaka bitini, yau fulukaka bitunga kumi ye zole, ye mbizi mpe.
MRK.6.44	Bau ya kudiaka mampa vandaka babakala mafunda tanu.
MRK.6.45	Nswalu yandi kotisaka banlonguki ya yandi mu bota, sambu na kwenda ntete ku simu ya Betesaida. Yandi mosi bikaka kusindika kibuka. 
MRK.6.46	Bu yandi imene kupesa bau mbote, yandi kwendaka ye tombokaka va mongo, sambu na kulo, mba.
MRK.6.47	Bu nkokila kubwaka, bota vandaka nakati ya mbu, ye yandi mosi vandaka va ntoto.
MRK.6.48	Bu yandi monaka bau ikele kumona mpasi mu kusabuka, sambu na mupepe ikele kuvutula bau, yandi kwizaka kwa bau na lokula ya kengila, yandi tambulaka va mbu, mpilamosi yandi zola kuluta.
MRK.6.49	Kansi bu bau monaka yandi kutambula va mbu, bau banzaka yandi ikele mpeve, ye bau bokaka.
MRK.6.50	Kadi bau yonso monaka yandi, bau titaka mingi, ye nswalu yandi tubaka kwa bau: Vanda na kikesa, yai ikele mono, vanda na boma ve!
MRK.6.51	Yandi kotaka kwa bau mu bota, ye mupepe bikaka; bau yitukaka mingi.
MRK.6.52	Kadi bau banzaka ve mambu ya salwaka na mampa, kansi ntima ya bau vandaka ngolo.
MRK.6.53	Bu bau imene kusabuka ku simu yina, bau kumaka ku Ngenesaleti, bau kangaka bota kuna. 
MRK.6.54	Bu bau basikaka mu bota, nswalu bantu zabaka yandi;
MRK.6.55	bau tambulaka mu nsi yina yonso ye yantikaka kutwala va bambeto bantu ya maladi ye bambevo ku sika ya bau kuwaka yandi ikele.
MRK.6.56	Konsosika ya yandi kotaka, mu mabwala ya fioti, keti mu bambanza, keti mu nseke, bau tulaka bambevo mu sika ya mazandu, bau bombidilaka yandi na bau lenda kuvalakana nsongi ya mvwatu ya yandi kaka; ye bau yonso ya valakanaka yandi, bau belukaka.
MRK.7.1	Buna bafalisi kutakanaka kwa yandi, ye bansoniki yankaka ya katu ka ka tuka Yelusalemi. 
MRK.7.2	Bu bau monaka bankaka ya banlonguki ya yandi ikele kudia mampa na maboko ya sumuka, yo ikele maboko ya sukula ve.
MRK.7.3	Kadi bafalisi ye baYuda yonso kudiaka ve, ntete bau sukulaka maboko mbala na mbala, bau lundaka bansiku nkulu ya bambuta.
MRK.7.4	Bu bau basika tuka zandu, kana bau kudisukula ve, bau kudia ve. Mambu yankaka mingi bau baka ka ye lundaka, bonso kusukula ya bakopo ye banzungu ye malonga ya mitaku.
MRK.7.5	Bafalisi ye bansoniki yuvulaka yandi: Sambu na nki banlonguki ya nge ikele kutambula ve mu nsiku nkulu ya bambuta, kansi bau ikele kudia na maboko ya sumuka ?
MRK.7.6	Kansi yandi tubaka kwa bau: Yesaya bikulaka mbote sambu na beno bantu ya luvunu, bonso yo ikele kusonama: Bantu yai ikele kuzitisa mono na bikoba ya bau, kansi ntima ya bau ikele ntama. 
MRK.7.7	Bau ikele kusambila mono mpamba, bu bau ikele kulonga malongi ya ikele nsikudukusu ya bantu. 
MRK.7.8	Beno ikele kubika nsikudukusu ya Nzambi, ye simba nsikudukusu ya bantu.
MRK.7.9	Yandi tubaka kwa bau: Mpilayai beno ikele kubuya nsikudukusu ya Nzambi, na beno lenda kulunda nsiku nkulu ya beno.
MRK.7.10	Kadi Mose tubaka: Zitisa tata ya nge ye ngudi ya nge, ye konsomuntu ya kutuba mambu mbi kwa tata keti ngudi, kufwa yandi takufwa. 
MRK.7.11	Kansi beno ikele kutuba: Kana muntu tuba kwa tata ya yandi keti kwa ngudi ya yandi Korban—ikele nkailu kwa Nzambi—yo ikele kima ya nge zola kubaka ya mono,
MRK.7.12	bu na beno pesa yandi nzila diaka ve, sambu na kusadisa tata ya yandi keti ngudi ya yandi;
MRK.7.13	beno ikele kusala mambu ya Nzambi mpamba sambu na nsiku ya nkulu ya beno, ya beno ikele kulonga. Beno ikele kusala mambu mingi mpilayai.
MRK.7.14	Bu yandi imene kubinga kibuka kwa yandi diaka, yandi tubaka kwa bau: Beno kuwa mono beno yonso, ye zaba.
MRK.7.15	Bima ikele ve nanganda na muntu ya kota mu yandi, ya lenda kusumuna yandi; kansi bima ya basika na muntu ikele kusumuna muntu. 
MRK.7.16	Kana muntu ikele na makutu ya kuwa, bika yandi kuwa.
MRK.7.17	Bu yandi imene kubika kibuka ye kota mu nzo, banlonguki ya yandi yuvulaka yandi sambu na kingana yina.
MRK.7.18	Yandi tubaka kwa bau: Buna beno mpe konda ngangu ? Beno zaba ve, bima ya ikele nanganda, kana yo kota mu muntu, yo lenda kusumuna yandi ve,
MRK.7.19	Kadi yo ikele kukota mu ntima ya yandi ve, kansi mu divumu ye loswa; sambu na yai madia yonso ikele mbote.
MRK.7.20	Kansi yandi tubaka: Mambu ya basika na muntu, yina ikele kusumuna muntu.
MRK.7.21	Kadi nakati na ntima ya bantu ikele kubasika mabanza mbi, bizumba ya bantu makwela, bwivi, kufwa bantu. 
MRK.7.22	Mambu ya kufwa makwela, zola ya bima, mambu ya mbi, luvunu, nsatu ya mambu ya mbi, kimpala, tuba ya mbi, lulendo, bunzoba.
MRK.7.23	Mambu yai yonso ya mbi ikele kubasika na ntima ya muntu, ya ikele kusumuna muntu.
MRK.7.24	Yesu katukaka kuna ye kwendaka ndambu ya Tilo ye Sidoni, ye kotaka mu nzo, yandi zolaka ve muntu mosi zaba yo, kansi yandi lendaka ve kusweka. 
MRK.7.25	Kansi nkento mosi vandaka na mwana nkento ya bakama na mpeve ya sumuka, bu yandi kuwaka nsangu ya yandi, yandi kwizaka kufukama na makulu ya yandi.
MRK.7.26	Nkento yina ikele muntu ya Elene ya kikanda ya baSiliaFenike, yandi bombidilaka Yesu kubasisa mpeve mbi tuka mwana nkento ya yandi.
MRK.7.27	Kansi Yesu tubaka kwa yandi: Bika bana yukuta ntete, kadi yo ikele mbote ve kubaka mampa ya bana ye kulosa yo ku bambwa.
MRK.7.28	Nkento vutulaka ye tubaka kwa yandi: E, Mfumu, kansi bambwa mpe nansi ya mesa ikele kudia bitini ya mampa ya bana ya kubwa va ntoto.
MRK.7.29	Yandi tubaka kwa yandi: Sambu na mambu yai, kwenda. Mpeve mbi imene kubasika na mwana ya nge.
MRK.7.30	Ye yandi kwendaka ku nzo ya yandi, ye monaka mwana ikele kulala va mbeto ye mpeve mbi imene kubasika.
MRK.7.31	Bu yandi katu ka ka diaka mu ndambu ya Tilo, yandi lutaka mu Sidoni, ye yandi kwizaka ku mbu ya Ngalili, nakati na ndambu ya Dekapoli. 
MRK.7.32	Bau twalaka kwa yandi muntu ya makutu ya kufwa ye yandi vandaka na lukaku ya kutuba, bau bombidilaka Yesu kutula yandi maboko.
MRK.7.33	Yandi katulaka yandi nakati na kibuka, yandi tulaka musapi mu makutu ya yandi, ye losaka mate ye valakanaka ludimi ya yandi. 
MRK.7.34	Yandi talaka ku zulu ye vumukaka ye tubaka kwa yandi: Efata, yo ikele mpilamosi: Kanguka.
MRK.7.35	Nswalu makutu ya yandi kangukaka ye nsinga ya ludimi kangukaka mpe ye yandi tubaka mbote.
MRK.7.36	Yandi sikidikisaka bau kutuba mambu yai kwa muntu ve, kansi bu yandi luta kusikidikisa bau, bau lutaka kusamuna yo ?
MRK.7.37	Bau yitukaka mingi, kutuba: Yandi sala mambu yonso mbote; yandi kuwisa bantu ya makutu ya kufwa ye tubisa bababa.
MRK.8.1	Mu bilumbu yina bu kibuka mingi kutakanaka ye bau vandaka na kima ve ya kudia, Yesu bingaka banlonguki ya yandi, ye tubaka kwa bau: 
MRK.8.2	Mono kuwila kibuka nkenda, sambu na bau imene kuvanda na mono bilumbu tatu ye bau ikele na kima ve ya kudia.
MRK.8.3	Kana mono sindika bau na nzala ku banzo ya bau, bau talembwa mu nzila, bankaka ya bau imene kukatuka ntama.
MRK.8.4	Ye banlonguki ya yandi vutulaka kwa yandi: Beto lenda kubaka mampa wapi awa mu nsi ya mpamba, kuyukutisa bantu yai ?
MRK.8.5	Yandi yuvulaka bau: Mampa ikwa ikele na beno ? Bau tubaka: Nsambwadi.
MRK.8.6	Yandi sikidikisaka kibuka kuvanda va ntoto; yandi bakaka mampa nsambwadi, yandi pesaka matondo ye bukunaka yau ye pesaka yau kwa banlonguki ya yandi kutula yau nantwala ya bantu ye bau tulaka yau nantwala ya kibuka.
MRK.8.7	Bau vandaka na ndambu ya bambizi ya fioti ya masa; bu yandi sakumunaka yau, yandi sikidikisaka bau, kutula yau mpe nantwala ya bau.
MRK.8.8	Bau kudiaka ye yukutaka, bau logotaka bitini ya bikaka bitunga nsambwadi.
MRK.8.9	Bau ya kudiaka vandaka bantu mafunda iya. Buna yandi sindikaka bau.
MRK.8.10	Nswalu yandi kotaka mu bota ye banlonguki ya yandi, ye bau kumaka ku ndambu ya Dalmanuta.
MRK.8.11	Bafalisi kwizaka ye yantikaka kutudisa ntembe, bau lombaka yandi kidimbu ya zulu, kuyunsa yandi. 
MRK.8.12	Yandi vumukaka mu mpeve ya yandi, yandi tubaka: Sambu na nki mbandu yai ikele kulomba bidimbu ? Kieleka mono tuba kwa beno: Mbandu yai tapeswa kidimbu ve.
MRK.8.13	Yandi bikaka bau diaka ye kotaka mu bota ye sabukaka ku simu.
MRK.8.14	Banlonguki vilaka kunata mampa, bau vandaka na dimpa mosi kaka na bau mu bota. 
MRK.8.15	Yandi sikidikisaka bau kutuba: Beno tomatala, dikeba sambu na lufunusu ya bafalisi ye lufunusu ya Elode.
MRK.8.16	Bau yuvulaka sambu na bau konda mampa.
MRK.8.17	Bu Yesu zabaka yo, yandi tubaka kwa bau: Sambu na nki beno ikele kutu bana, sambu na beno ikele na mampa ve ? Beno bakisa ve ye beno zaba ve ? Beno ikele na ntima ya ngolo ?
MRK.8.18	Beno ikele na meso ye mona ve ? Beno ikele na makutu ye kuwa ve ? Beno bambuka ve ?
MRK.8.19	Bu mono bukunaka mampa tanu kwa bantu mafunda tanu, bitunga ikwa fulukaka na bitini ya beno logotaka ? Bau tubaka kwa yandi: Kumi ye zole. 
MRK.8.20	Ye bu mono bukunaka mampa nsambwadi kwa bantu mafunda iya, bitunga ikwa fulukaka na bitini ya beno logotaka ? Bau tubaka: Nsambwadi. 
MRK.8.21	Yandi tubaka kwa bau: Beno bakisa ve ti ntangu yai ?
MRK.8.22	Yandi kumaka ku Betesaida, bau twalaka muntu ya mpofo, bau bombidilaka yandi kuvalakana yandi.
MRK.8.23	Yandi simbaka diboko ya muntu mpofo ye twalaka yandi nanganda ya mbanza, bu yandi imene kulosa mate va meso ya yandi ye tula yandi maboko, yandi yuvulaka: Nge imene kumona kima ?
MRK.8.24	Yandi sendulaka meso, ye tubaka: Mono mona bantu bonso banti ya tambula.
MRK.8.25	Buna yandi tulaka maboko diaka va meso ya yandi, yandi talaka ti ti ye yandi belukaka ye monaka bima yonso mbote.
MRK.8.26	Yesu sindikaka yandi ku nzo ya yandi, kutuba: Kota mu mbanza ve.
MRK.8.27	Yesu ye banlonguki ya yandi kwenda ku bambanza ya Kaisalia Filipi; mu nzila yandi yuvulaka banlonguki ya yandi kutuba kwa bau: Bantu ikele kutuba, mono ikele nani ? 
MRK.8.28	Bau vutulaka kutuba: Yoane Mbotiki; ye bankaka tuba: Elia, kansi bankaka tuba: Mosi ya bambikudi.
MRK.8.29	Ye yandi yuvulaka bau kibeni: Kansi beno tuba mono ikele nani ? Petelo vutulaka ye tubaka kwa yandi: Nge ikele Klisto.
MRK.8.30	Yandi sikidikisaka bau, kutuba mambu yai ya yandi kwa muntu ve.
MRK.8.31	Yandi yantikaka kulonga bau, na Mwana ya muntu tamoniswa mpasi mingi, ye bambuta ya bantu ye bambuta banganga ye bansoniki tabuya yandi ye takufwa yandi ye mu kilumbu ya tatu yandi tafulukiswa. 
MRK.8.32	Yandi tubaka mambu yina mu kinsweki ve. Buna Petelo bakaka yandi ye sembaka yandi.
MRK.8.33	Kansi yandi pindukaka ye talaka banlonguki ya yandi, yandi sembaka Petelo, ye tubaka: Kwenda nanima na mono, Satana, kadi nge yindula mambu ya Nzambi ve, kansi ya bantu. 
MRK.8.34	Ye yandi bingaka kwa yandi kibuka ye banlonguki ya yandi, ye tubaka kwa bau: Konsonani ya zola kulanda mono, bika yandi dibuya ye baka kulunsi ya yandi ye landa mono. 
MRK.8.35	Kadi konsonani ya zola kuvulusa moyo ya yandi, yandi tavidisa yo, kansi konsonani ya vidisa moyo ya yandi sambu na mono ye sambu na nsamu mbote, yandi tavulusa yo.
MRK.8.36	Kadi yo tasadisa muntu na nki ka na yandi baka ndandu ya nsi yamvimba ye vidisa moyo ya yandi ?
MRK.8.37	Keti muntu fwiti kupesa nki kukula moyo ya yandi ?
MRK.8.38	Konsonani ya kuwa nsoni sambu na mambu ya mono mu mbandu yai ya bizumba ye masumu, Mwana ya muntu tawila yandi nsoni bu yandi kwiza mu nkembo ya Tata ya yandi na banjo ya nlongo. 
MRK.9.1	Yandi tubaka kwa bau: Kieleka, mono tuba kwa beno: Bankaka ikele kutelema awa bau tameka lufwa ve ti bau mona kimfumu ya Nzambi kwiza mu ngolo.
MRK.9.2	Nanima bilumbu sambanu, Yesu bakaka Petelo ye Yakobi ye Yoane ye kwendaka na bau mu kinsweki va mongo ya nda, bau mosi; yandi kitukaka nantwala na bau. 
MRK.9.3	Mvwatu ya yandi kituka kenzima, mpembe mingi, musukudi ya nlele va ntoto lenda kusukula yo mpilayai ve.
MRK.9.4	Elia ye Mose monikaka kwa bau, ye bau solulaka na Yesu.
MRK.9.5	Petelo vutulaka ye tubaka kwa Yesu: Nlongi, ikele mbote bu beto ikele awa, bika beto sala mafwokula tatu, mosi ya nge, mosi ya Mose, mosi ya Elia.
MRK.9.6	Kadi yandi zabaka ve mambu ya yandi fwiti kutuba, kadi bau vandaka na boma mingi.
MRK.9.7	Buna tuti kwizaka kufuka bau, ye ndinga basikaka na dituti: Yai ikele Mwana ya mono ya zolwa, beno kuwa yandi. 
MRK.9.8	Nswalu bu bau talaka ndambu yonso, bau monaka muntu diaka ve, kansi Yesu kaka vandaka na bau.
MRK.9.9	Bu-bau kulumukaka va mongo, yandi sikidikisaka bau kutuba kwa muntu ve mambu ya bau monaka, ti Mwana ya muntu imene kufulukiswa tuka bafwa. 
MRK.9.10	Bau kebaka mambu yina ye bau yuvulanaka: Fuluka ya bafwa ikele nki ?
MRK.9.11	Bau yuvulaka yandi, kutuba: Sambu na nki bansoniki ikele kutuba Elia takwiza ntete.
MRK.9.12	Yandi tubaka kwa bau: Elia takwiza ntete kuvutula bima yonso ya vandaka ntete. Kansi mpila nki ya sonama sambu na Mwana ya muntu ? Yandi tamoniswa mpasi mingi, ye tasaulwa. 
