MAT.1.1	ایسّا مَسیه، 
LUK.1.20	اے وهدا، نون تئو لِلّ و گُنگَ بئے و تان آ رۆچا که اے هبرانی راستی اَلّمَ بیت، هبر کرتَ نکنئے. چیا که تئو، منی اے هبر که کئول داتگێن وهدا راست و پَدّرَ
LUK.1.21	همے وهدا، مردم ڈنّا زَکَریائے اِنتزار و وَدارا اتنت. هئیران اتنت که آ چیا 
LUK.1.22	وهدے زَکَریا ڈنّا در آتک، آییا گۆن مردمان هبر کرت نکرت. گڑا زانتِش آییا پرستشگاها اِلهامے رَستگ و شُبێنے دیستگی. چیا که آییا گۆن مردمان اِشارهَ کرت و هبر کنگئے واکی نێست‌اَت.
LUK.1.23	زَکَریا چه هِزمتکاریئے هلاسیا رَند، وتی لۆگا پِر ترّت. 
LUK.1.24	چیزے وهدا رَند، آییئے جَن، اِلیزابِتا چُکّێئے اُمێتواری بوت و تان پنچ ماها، دێمگیر بوت و چه لۆگا درَ نکپت. 
LUK.1.25	آییا گۆن وت گوَشت: «
LUK.1.26+LUK.1.27	ششمی ماها، هُدایا وتی 
LUK.1.28	پرێشتگ، مَریمئے کِرّا آتک و گوَشتی: «گَل و شادان بئے که هُدائے نێکێن واهگئے ساهگا ائے و 
LUK.1.29	چه اے هبرئے اِشکنگا، مَریم باز پرێشان بوت و دلا گوَشتی: «بارێن، اے ڈئولێن هال و هَوال کنگئے مانا چی اِنت؟!» 
LUK.1.30	پرێشتگا گوَشت: «او مَریم! متُرس، چیا که هُدائے مِهر و 
LUK.1.31	نون تئو په چُکّا اُمێتوارَ بئے و ترا مردێن‌چُکّے بیت، که باید اِنت آییئے ناما ایسّا بکنئے. 
LUK.1.32	آ، مزنێن مردمے بیت و بُرزێن اَرشئے 
LUK.1.33	آ، آکوبئے پدرێچئے سرا مُدام بادشاهیَ کنت و آییئے بادشاهی هچبرَ نکُٹّیت.» 
LUK.1.34	مَریما چه پرێشتگا جُست کرت: «اے چۆن بوتَ کنت که من تنینگه سور نکرتگ و جنێن‌چُکّے آن؟!» 
LUK.1.35	پرێشتگا پَسّئو دات: «
LUK.1.36	اِلیزابِت هم که تئیی سیاد اِنت، پیرانسریا په مردێن‌چُکّێا اُمێتوار اِنت. هما که گوَشتگ‌اَتِش سَنٹ و بێرَند اِنت، نون شَش ماه اِنت که لاپی پُرّ اِنت. 
LUK.1.37	چیا که په هُدایا، هچ کارے نبوتنی نه‌اِنت.» 
LUK.1.38	مَریما گوَشت: «من هُداوندئے مۆلد آن، همے ڈئولا که تئو گوَشتگ، انچُش بات.» رَندا پرێشتگ چه آییئے کِرّا شت.
LUK.1.39	هما رۆچان، مَریم اِشتاپیا سر گپت و 
LUK.1.40	اۆدا زَکَریائے لۆگا شت و اِلیزابِتی هال و هَوال کرت. 
LUK.1.41	انچُش که مَریمئے تئوار اِلیزابِتئے گۆشان کپت، آییئے لاپا، چُکّا سِرّ بست و اِلیزابِت چه 
LUK.1.42	گۆن بُرزێن تئوارے گوَشتی: «تئو، جنێنانی نیاما بَهتاور ائے! بَهتاور اِنت هما چُکّ که تئیی لاپا اِنت. 
LUK.1.43	من کئے آن که منی 
LUK.1.44	وهدے تئیی تئیارجۆڑیئے تئوار منی گۆشان کپت، چُکّ چه گَلا لاپئے تها سُرِت. 
LUK.1.45	بَهتاور ائے تئو که باورِت کرتگ، چیا که هُداوندئے هما هبر که گۆن تئو گوَشگ بوتگ‌اَنت، سرجمَ بنت.»
LUK.1.46	مَریما، آییئے پَسّئوا گوَشت:
LUK.1.46	«منی ساه و جان، 
LUK.1.47	منی روه گَل و بال اِنت، که هُدا منی رَکّێنۆک
LUK.1.48	چیا که وتی مۆلدئے نِزۆری‌ای چارتگ.
LUK.1.48	چه اِد و رَند، سجّهێن نَسل و پدرێچ منا بَهتاورَ زاننت.
LUK.1.49	چیا که آ پاک‌نامێن زۆراکا په من مزنێن کار کرتگ.
LUK.1.50	آییئے مِهر و 
LUK.1.50	که آییئے تُرسِش دلا هست‌اِنت.
LUK.1.51	آییا گۆن وتی زۆراکێن باسکا، مزنێن کار و کِرد پێش داشتگ و
LUK.1.51	هما که وتی دلا بازێن پَهرِش
LUK.1.52	آییا، هُکمران چه وتی تَهتان سرشَکون و
LUK.1.52	گریب، بُرز و سرپراز کرتگ‌اَنت.
LUK.1.53	شدیگ، گۆن وشّێن چیزان سێرلاپ و
LUK.1.53	سێرێنی دست هۆرک و هالیگ رهادگ کرتگ‌اَنت.
LUK.1.54	آ وتی مِهر و 
LUK.1.54	په وتی هِزمتکارێن 
LUK.1.55	بزان په اِبراهێم و آییئے چُکّ و اۆبادگان اَبدی مِهری بَکشتگ،
LUK.1.55	هما پئیما که گۆن مئے پت و پیرُکان لَبزی کرتگ‌اَت.»
LUK.1.56	مَریم، سئے ماهئے کِساسا اِلیزابِتئے لۆگا مَنت و رَندا پِر ترّت و وتی لۆگا شت.
LUK.1.57	وهدے اِلیزابِتئے ماه و رۆچ سرجم بوتنت، آییا مردێن‌چُکّے بوت. 
LUK.1.58	آییئے چِلّگیئے هال که سیاد و همساهگان سر بوت و اِشکتِش 
LUK.1.59	وهدے نُنُّکا هَشت رۆچ بوت، په آییئے 
LUK.1.60	بله نُنُّکئے ماتا گوَشت: «نه، آییئے نام باید اِنت یَهیا ببیت.» 
LUK.1.61	مردمان گوَشت: «تئیی کُٹُم و هاندانا، اے نامێن مردم کَسّ نبوتگ.» 
LUK.1.62	گڑا آیان چُکّئے پت، زَکَریا په اِشاره جُست کرت که آ وتی چُکّا چۆنێن نامے پِرَ بندیت؟ 
LUK.1.63	زَکَریایا نبیسگی دارتَهتَگے لۆٹت و آییئے سرا نبِشتی: «چُکّئے نام یَهیا اِنت.» گڑا سجّهێن مردم هئیران بوتنت. 
LUK.1.64	هما دمانا زَکَریائے گُنگێن زبان پَچ بوت و هبرا لگّت و هُدائے سَتا و سَنایی بُنگێج کرت. 
LUK.1.65	چه اے هبرا، همساهگان تُرس دلا کپت و 
LUK.1.66	هرکَسا که اے هال اِشکت وتی دل و هئیالا چُش گوَشتی: «بارێن، اے چُکّ چۆنێن مردمے بیت؟» چیا که 
LUK.1.67	گڑا، یَهیائے پت زَکَریا، چه 
LUK.1.68	«
LUK.1.68	چیا که په وتی کئومئے مَدَت کنگا آتکگ و کئومی رَکّێنتگ.
LUK.1.69	آییا چه وتی هِزمتکارێن 
LUK.1.69	کانٹے
LUK.1.70	انچُش که آییا بازێن وهدێا پێسر،
LUK.1.70	چه وتی پاکێن نبیانی زبانا کئول داتگ.
LUK.1.71	آییا، چه مئے سجّهێن دژمن و بدواهان که چه ما نپْرتَ کننت،
LUK.1.71	مارا رَکّێنتگ،
LUK.1.72	مئے پت و پیرُکانی سرا مِهر و 
LUK.1.72	وتی پاکێن هما اَهد و کَرارئے یات و تْرانگی داشتگ.
LUK.1.73	گۆن مئے پت اِبراهێما سئوگندی هم کرتگ‌اَت،
LUK.1.74	که مارا چه دژمنانی دستا برَکّێنیت،
LUK.1.74	تانکه بے تُرس و بیمّا په آییا هِزمت بکنێن و
LUK.1.75	آییئے چمّ و نِزرا وتی سرجمێن زِندا
LUK.1.75	نێک و پاک ببێن.
LUK.1.76	تئو، او منی چُکّ!
LUK.1.76	بُرزێن اَرشئے هُدائے نبی زانگَ بئے،
LUK.1.76	چیا که تئو چه 
LUK.1.76	آییئے راه و کِشکا تچک و تئیارَ کنئے.
LUK.1.77	تئو آییئے کئوما اے زانتا دئیئے
LUK.1.77	که گۆن آیانی گناهانی پهِلّیا،
LUK.1.77	هُدا آیانَ رَکّێنیت.
LUK.1.78	چیا که مئے هُدا مهربان اِنت و
LUK.1.78	چه آییئے بێکِساسێن
LUK.1.78	مئے زِندمانا سرَ کَشّیت،
LUK.1.79	تان په آیان که تهارۆکی و مَرکئے ساهگا نِشتگ‌اَنت،
LUK.1.79	رُژنایی ببَکشێت و
LUK.1.79	مارا دێم په سُهل و آسودگیئے راها رهشۆنی بکنت.»
LUK.1.80	آ چُکّ، رُدان و مان 
LUK.2.1	هما رۆچان، رومئے بادشاه 
LUK.2.2	اے ائولی مردم‌شماری اَت و آ وهدا، کْویرینیوس سوریَهئے والی اَت. 
LUK.2.3	هرکَس په وتی نامئے نبشته کناێنگا، وتی پت و پیرُکی شهرا شت.
LUK.2.4	ایسُّپ هم چه 
LUK.2.5	ایسُّپا، وتی دِشتار، مَریم هم گۆن اَت که آ، په چُکّێا اُمێتوار اَت.
LUK.2.6	همے وهدا که آ بئیت‌لَهِما اتنت، مَریمئے چِلّگ بئیگئے ماه و رۆچ سرجم بوتنت و 
LUK.2.7	مردێن‌چُکّێئے سرا چِلّگ بوت که آییئے ائولی چُکّ اَت. مَریما وتی نُنُّک گُدێا پێتک و کاهدانێئے تها واپێنت، چیا که په آیان مهمانجاها جاگه نێست‌اَت.
LUK.2.8	هما هَند و دَمگا، لهتێن شپانک هست‌اَت که شپا گیابانا وتی رمگِش نگهپانیَ کرت. 
LUK.2.9	آ شپا، اَناگت 
LUK.2.10	بله پرێشتگا گوَشت: «متُرسێت، منا 
LUK.2.11	آ اِش اِنت که 
LUK.2.12	اِشیئے پَجّاه آرگئے نشانی اِش اِنت که شما کاهدانێئے تها، مان گُدێا پێتکگێن نُنُّکے گندێت.»
LUK.2.13	اَناگت، چه آسمانی 
LUK.2.14	«شان و شئوکت بُرزێن اَرشئے هُدایا بات و
LUK.2.14	زمینئے سرا سُهل و آسودگی
LUK.2.14	په هما مردمان بات
LUK.2.14	که هُدا چه آیان وشّ و وَشنۆد اِنت.»
LUK.2.15	وهدے 
LUK.2.16	گڑا آ، په اِشتاپی سر گپت و همۆدا شتنت، ایسُّپ و مَریمِش در گێتکنت و نُنُّکِش کاهدانئے تها دیست. 
LUK.2.17	نُنُّکئے گِندگا رَند، شپانکان اے چُکّئے بارئوا هرچے که چه پرێشتگان اِشکتگ‌اَت، مردم سَهیگ کرتنت. 
LUK.2.18	آ مردمان که شپانکانی هبر اِشکت، هئیران و هَبَکّه منتنت. 
LUK.2.19	بله مَریما اے سجّهێن هبر، وتی دلا داشتنت و اِشانی سرا باز پِگر و هئیالی کرت. 
LUK.2.20	شپانکان، هرچے که اِشکتگ و دیستگ‌اَت، په آیان هُدایا سِپَت و سَنا کنان پِر ترّتنت، چیا که اے سجّهێن هما ڈئولا اتنت که گۆن آیان گوَشگ بوتگ‌اَت.
LUK.2.21	هشتمی رۆچا، وهدے نُنُّکئے 
LUK.2.22	وهدے مات و چُکّئے چِلَّگ‌شۆدیئے وهد هلاس بوت، موسّائے 
LUK.2.23	انچُش که هُداوندئے شَریَتَ گوَشیت: 
LUK.2.24	په کُربانیگ کنگا هم آتکنت، تان هما ڈئولا که هُداوندئے شَریَتَ گوَشیت، «جُپتے شانتُل
LUK.2.25	هما وهدا 
LUK.2.26	پاکێن روها 
LUK.2.27	چه پاکێن روهئے اِلهام و شُبێنگا، 
LUK.2.28	شَمونا ایسّا زرت، دستانی دلا داشت، هُدا سَنا و سَتا کرت و گوَشتی:
LUK.2.29	«او زۆراکێن 
LUK.2.29	چه اے جهانا په وشّی و سلامتی چِست کن و وتی گوَرا ببر،
LUK.2.30	چیا که من گۆن وتی چمّان چه تئیی نێمگا
LUK.2.30	اے نجات و رَکّێنگ دیستگ
LUK.2.31	که تئو سجّهێن کئومانی دێما پَدّر کرت.
LUK.2.32	آ په دگه کئومان هُدائے بارئوا سرپد کنۆکێن رُژنے بیت و
LUK.2.32	په تئیی 
LUK.2.33	وهدے ایسّائے پت و ماتا آییئے بارئوا شَمونئے اے هبر اِشکتنت، هئیران بوتنت. 
LUK.2.34	شَمونا په آیان نێکێن دْوا کرت و گۆن چُکّئے مات، مَریما گوَشتی: «هُدایا اے چُکّ، په بازێن 
LUK.2.35	همے پئیما آ، بازێنێئے دلانی رازان پاشکَ کنت. او مَریم! تئو وتی زِندا مزنێن گَم و اندۆهے گندئے که آ گَم، زَهمئے ڈئولا تئیی دلا کَپَّ کنت.»
LUK.2.36	همۆدا، آشِرئے کبیلهئے یک جنێنے هست‌اَت که نبیے اَت. آییئے نام هَنّا اَت و آییئے پتئے نام پَنوییل اَت. اُمری مزن اَت. سور کنگا رَند، هپت سالی گۆن وتی لۆگ‌واجها گوازێنتگ‌اَت، 
LUK.2.37	بله رَندا جنۆزام بوت. نون آییئے اُمر هشتاد و چار سال اَت و آییا چه 
LUK.2.38	آ هم، هما ساهتا آیانی کِرّا آتک، هُدائے شگری گپت و گۆن هما سجّهێن مردمان که 
LUK.2.39	وهدے ایسّائے پت و ماتا 
LUK.2.40	آ چُکّ، رُدان و زۆرمند بئیان اَت. چه زانت و زانگا سررێچ اَت و هُدائے 
LUK.2.41	ایسّائے پت و مات، ایسُّپ و مَریم، هر سال 
