MAT.1.1	Igioroni jio abuk ana afureta hohonyiok Yesu Kristo to woyo ba Dafide, lonyi Abramo.
MAT.18.13	Ahode, eramak ni itai jio, alla anyurak inyi aker alia, omuno adi inyi bebe agalik amuno honyi ta akioro huna atomuana hottoŋuan hohottoŋuan hunyia obeŋi 'to olitohini. 
MAT.18.14	Ihuo nyia buo fe, obeŋ Monyatai
MAT.18.16	Buo alla abeŋ inyi itaniŋio ekiana hoi, iloŋoroi obo atulo abotie kuyya aati arrihai, oŋida ‘Aati arrihai hulia kuyya hunihoi iruhi jio obisi etisiahita hoi hunia, ette irahan asuuti hulo erre hunia,’ ihuo ojio abuk Hollum. 
MAT.18.17	Buo fe alla abeŋ inyi itaniŋio ekenita hosi, iramak eram ania jio eluluŋ heruhok. Buo alla abeŋ buo fe inyi itaniŋio ekenita huno eluluŋ heruhok, ijiara inyi ara jihatai ihuo atulo ollo otimo 'to Hollum kuyya ihuo eddudduhani musuru.
MAT.18.19	“Enyiak ni jiaran jihatai, elle iruhi omuk hulatai arrihai ifau dini imojori obo ariŋ, isio adi Monyoŋ ettedou inyi jihatai. 
MAT.18.20	Nyio, alla attubanie aati arrihai kuyya hunihoi ta afure hoŋ, awon buo fe ni diya ihiji hosi.”
MAT.18.22	Itarraŋ nyia Yesu inyi jiojio, “Obeŋ. Obiaŋara enyiahita hattarik ijiai, ati, atomuana hattarik enyiahita hattarik.
MAT.18.23	Nyio, ara Olobie ettedou ihuo obo loobu, linyia awak 'to imijana owoni arobiyaa honyi baya jio egiamak honyi 'daŋ ababo. 
MAT.18.24	Ninyia lalo inyi ihanio ihuo nyia, ette inyi iyaŋuno obo tehiji hosi linyia owoni arobiyaa honyi jihonyi arriai. 
MAT.18.25	Ati obeŋ nyia egiamani alia owon iko arobiyaa idumari ahoros honyi. Ania, ette hobu jiaran ijiara itinyiaŋari atulo alia iko ŋoruoi honyi buo aduri honyi iko apiti. Ijiara buo fe itinyiaŋari erre honyi 'daŋ idumari ahoros ania. 
MAT.18.26	Ania, ette egiamani alia irruk ihosiere hobu, ette jiaran. ‘Lettok, itilau kai, aduma adi ni arobiyaa hunia 'daŋ!’ 
MAT.18.27	Ania, ette hobu imehino jihonyi, ette idehina ahorosi honyi, ette buo fe ibusana inyi hételo.
MAT.18.28	“Attati egiamani alia leten inyurana obo egiamani ihuo inyi linyia owon 'to iko arobiyaa honyi kaiyo, ette inef inyi to murut, ette jiaran, ‘Odumai arobiyaa hoŋ.’ 
MAT.18.29	Attati egiamani obotie alia irruk ifau, ette ittana inyi jio, ‘Itilau kai, aduma adi ni iyye!’ 
MAT.18.30	Ati, iha nyia inyi, ette itifitana egiamani obotie alia ibabus many odumari adi inyi ahoros ania. 
MAT.18.31	Ninyia igonyuni egiamak hullomuk eram ania, iloŋojitai nyia isi bebe, ette ifuatan iramana eram ania jio hobu. 
MAT.18.32	Attati hobu iloŋuna egiamani alia, ette jiaran jihonyi, ‘Iyye egiamani elle irroho 'to bebe! Ninyia ittanari iyye ani, edehi nyia ni ahorosi hoi 'daŋ ta amaji. 
MAT.18.33	Oŋida duo buo fe iyye imehino jio egiamani ihuo iyye, ihuo ninyia amehiniere ni jihoi.’ 
MAT.18.34	Iloŋojita nyia hobu bebe, ette itifitana inyi ibabus oŋida ittigemie inyi diya many odumari inyi ahorosi honyi 'daŋ.
MAT.18.35	“Ihanio adi buo fe Monyoŋ ettedou ihuo nyia jihatai 'daŋ ababo elle ibiaŋata itai idehina illarak hatai ta tajia hatai.”
MAT.19.1	Ninyia atuhok Yesu ekenita hunia, odioto nyia inyi ette leten iŋati Yudea otto fohor owore Yordano tole. 
MAT.19.2	Ijifarai nyia eluluŋi waati arriai inyi, buo diya ette inyi itaŋida aŋuak hosi.
MAT.19.3	Ofuonni nyia buo fe omuk 
MAT.19.5	Ojio nyia Hollum, ‘Te eram ania, obusaru adi alle monyonyi iko honyonyi ette inosonio iko ŋoruoi honyi, buo isi 'daŋ arrihai ette irahan ahuan abotie,’ 
MAT.19.6	Ihuania obeŋi isi inyiahi irahan arrihai, arai isi abotie. Tania, Hèlaha obo atulo itapek obo ariŋ enne inosok Hollum.”
MAT.19.8	Itarraŋ nyia Yesu isi jiojio, “Aŋatak nyia Mose itai ipiahari iko aŋoruo hatai, nyio, ogoli nyia ossi hatai. Ati obeŋ nyia ara ihuo nyia tetteri. 
MAT.19.9	Eramak ni itai jio, lia ollo opiahai 'to iko ŋoruoi honyi to obo eram buo obiaŋara te eram silara, oroto inyi alla ayemu inyi obo aŋotte hama.”
MAT.19.10	Attati lejifak honyi jiaran jihonyi, “Alla ara eram 'le iko aŋotte ihuania, abeŋ fe inyi oyyu iyamari.”
MAT.19.11	Ati itarraŋ nyia Yesu isi ojio, “Obeŋ ettiyenio ania ara ta aati 'daŋ. Ati ara inyi to hia hama hulle isio Hollum jihosi. 
MAT.19.12	Owoni erre gele gele hunno obiaŋarik aati ayamarik. Isiuni omuk ihuo nyia, buo omuk iduoŋi oŋida obeŋi ayamai, buo fe omuk ihari ayama te eram ono Olobie Hollum. Ijiara atulo elle iruk 'to eram ana, ihanio ihuo nyia.”
MAT.19.13	Iyaŋunie nyia omuk aati iŋiayai jio Yesu, jio oŋida inyi iyabak ahas honyi jihosi buo fe hotomojoi tesi. Ati iŋerejanie nyia lejifak honyi jio aati hia. 
MAT.19.14	Ati iramak nyia Yesu isi jiojio, “Aŋatana iŋiayai ijiara ofuonni jihoŋ. Hètihoto isi, nyio, ara Olobie ettedou ahono aati ihuo isi.”
MAT.19.15	Attati inyi iyabana ahas honyi jihosi, ette leten addi.
MAT.19.16	To obo oloŋ, ottu nyia obo atulo jio Yesu, ette jiaran, “Hettiyanani, ehan 'tadi ni anyio onno oyyu ifuotuniere esu 'tulaŋ?”
MAT.19.17	Itarraŋ nyia Yesu inyi ojio, “Nyio ifiyo iyye ani eram hirre hunno oyiji 'to? Owon ayijoni Abotie ijiai. Ogottiere efahita, elle iwak iyye inyurana esu 'tulaŋ.”
MAT.19.18	Buo atulo lia ette ifiyo inyi ojio, “Hunani efahita?”
MAT.19.18	Buo Yesu ette itarraŋ inyi ojio, “Hèttoho, hèhanio erre somon, hèhoholio, hètisiak obo atulo obojiai; 
MAT.19.19	abaŋa monyohoi iko honyohoi, buo fe itabuara ataji hoi jio onyihari hoi ihuo onno obuarari ataji hoi ahuan hoi.”
MAT.19.20	Itarraŋ nyia anyarhaluti lia ojio, “Aniŋio nyia ni efahita hunia 'daŋ, anyio obo anna habeŋ ni ehan?”
MAT.19.21	Itarraŋ nyia Yesu inyi ojio, “Elle iwak iyye abisan, ilo itinyiaŋak erre hoi 'daŋ. Isiarak arobiyaa hua jio alociaŋak, ihuo nyia, iwon adi iyye iko esamiti idou. Attati teya, waŋ yo ijifatie nani.”
MAT.19.22	Ninyia itaniŋu atulo alia erre hunia, ette inyi ijiriŋa, nyio, asam nyia inyi bebe.
MAT.19.23	Attati Yesu jiaran jio lejifak honyi, “Ahode, eramak ni itai, ogol adi bebe jio aati asamak ijiŋaniere Ilobie ettedou. 
MAT.19.24	Enyiak ni iramana itai jio, inyiak iliaha bebe jio akonnikonni ijiŋari te ettulit libira, agalik jio asamani ijiŋaniere Ilobie Hollum.”
MAT.19.25	Ninyia itaniŋuni lejifak erre hunia, illillihai nyia isi bebe, ette ifiyo jiojio, “Ŋai 'tadi ollo oremik 'to italahuno?”
MAT.19.26	Oyohojok nyia Yesu jihosi 'tok 'tok, ette jiaran, “Agalik eram ania aati, ati oremik Hollum ihanio erre 'daŋ.”
MAT.19.27	Attati Petro ikiana jihonyi jiojio, “Imijie! Ediehuno hohoi erre hohoi 'daŋ ijifatiere iyye. Erumak 'tadi hohoi anyio?”
MAT.19.28	Ojio nyia Yesu jihosi, “Ahode, eramak ni itai, alla attu Lonyi Tulo itoŋo ta akuatan iseger ilohittok jio amanya aŋejuk, itoŋoti adi buo fe itai ejifak hoŋ hula 'tomon harrihai isegeri ilohittohori jio awoi Israele huna 'tomon harrihai 
MAT.19.29	Buo atulo elle idiehuno 'to ahaŋitek honyi, kuyya illarak, kuyya haniyarak, kuyya monyonyi, kuyya honyonyi, kuyya amatta honyi te eram hoŋ, inyiak adi inyi ifuotuna erre enyiahita esiha abotie. Isiori adi buo fe jihonyi esu 'tulaŋ. 
MAT.19.30	Ati, aati arriai hulla arai 'to ihuania ecuŋita arai adi isi etterita, buo arriai hia, hulla arai 'to ihuania etterita, arai adi ecuŋita.
MAT.20.1	“Ara Olobie ettedou ihua ana; iwany nyia obo latulo ijuruniere omuk egiamak igiamari imana fino honyi. 
MAT.20.2	Ninyia iruk inyi idumari isi ababo oloŋ abotie arobiya abotie, ette inyi ifahina isi igiamari imana fino honyi. 
MAT.20.3	Ninyia ara saa hottoŋuan, inyiak inyi leten isuk, ette igonyuna omuk aati awajatie diya obeŋi igiamai. 
MAT.20.4	Ania, ette inyi iramana isi jiojio, ‘Ifuatta buo fe itai igiamati itua mana fino hoŋ aduma adi ni itai onno oyyu.’ 
MAT.20.5	Ania ette isi ifuatan. Ninyia ara akil fanni iko asaa hunihoi otto otoriai, inyiak inyi ihan ihuo nyia. 
MAT.20.6	Buo ninyia iliaha saa miyet otto kekai, inyiak inyi leten isuk ette igonyuna omuk aati hullo owajatie diya, ette jiaran jihosi, ‘Nyio ituhoto itai oloŋ obojiai ta awajatio obeŋ egiama?’ 
MAT.20.7	Buo isi ette itarraŋ ojio, ‘Obeŋ bu tulo hohoi ojuraru igiama.’ Attati inyi iramana isi jiojio, ‘Ifuatta buo fe itai igiamati imana fino hoŋ.’
MAT.20.9	Ninyia afuonni hinyia ojurunie ta saa miyet otto kekai, ette inyi iharana isi 'daŋ ababo arobiya abotie abotie. 
MAT.20.10	Ninyia afuonni hunyia ojurunie tetteri, igigiloi nyia isi jiojio ofuoi adi iharana jihosi arobiyaa hunna agalihini huno hullomuk. Ati aharani nyia buo fe jihosi 'daŋ ababo arobiya abotie abotie. 
MAT.20.11	Ninyia ahoruni isi, ette isi itterio eŋuŋunita jio lamonye mana, 
MAT.20.12	ette jiaran jihonyi, ‘Igemuni aati hoduo iloŋuno iyye ehalu, asaa abotie ijiai, buo hohoi edik anahan holoŋ afanni 'daŋ. Ati itarriamahi iyye arobiyaa hosi iko hunohoi!’
MAT.20.13	“Buo lamonye mana ette itarraŋ obo olosi ojio, ‘Itaniŋie, illa. Abeŋ ni enyob iyye. Ibeŋ duo soho iyye iruhok jihoŋ igiamari oloŋ abotie ta arobiya abotie? 
MAT.20.14	Hibe edumit hoi, ilo haŋ. Awak ni isiarana jio latulo olo oduo eloŋu ni ehalu, ihuo enne esiaraniere ni jihoi. 
MAT.20.15	Obeŋ soho obis jihoŋ ihaniere ihuo awak ni ta ariŋ ottonoŋ? Kuyya ihayin ti iyye emorot hoŋ?’ ”
MAT.20.17	To ninyia alari Yesu many Yerusalem, ojio ihiji ikoi, ette inyi iloŋuna lejifak honyi hula 'tomon harrihai aŋati honyi, ette jiaran jihosi, 
MAT.20.18	“Itayiriete, efuo ihuania Yerusalem, buo diya isiori adi Lonyi Tulo jio ehumak elettaha iko ettiyanak ifahita, buo isi ette iŋotonia aye jihonyi. 
MAT.20.19	Isiori adi inyi jio Alufajak. Osuhotierek adi isi inyi, abahie adi isi inyi, ette isihonia inyi likruce. Ati ihalu oŋitek hunihoi itubuhuni adi inyi.”
MAT.20.20	Attati ŋoruoi Sebedeyo iko lonyirok honyi ifuanna jio Yesu, ette irigoŋi ihosiere honyi, ette imojo jihonyi obo ariŋ.
MAT.20.21	Attati Yesu jiaran jihonyi, “Iwak iyye anyio?”
MAT.20.21	Buo inyi ette itarraŋ ojio, “Ocorok jihoŋ jio ofuoi adi lonyirok hoŋ hula arrihai hulo itoŋo, abotie totto hani iŋet hoi, buo abotie totto ihorroŋ, elle ittu iyye irahan ahobu.”
MAT.20.22	Ati itarraŋ nyia Yesu ojio, “Itimoti itai anyio enne ifiyete itai. Iremehina adi itai idihuna ematit ono ettigemio anna alo ni irumana?”
MAT.20.23	Itarraŋi nyia isi jio, “Eremik hohoi.” Buo Yesu ette jiaran jihosi, “Hode, iremehina adi itai idihuna ettigemita hunna alo ni irumana. Ati abeŋ ni aremik inyimuna ŋai adi olo itoŋo totto hani iŋet kuyya totto ihorroŋ hoŋ. Nyio, arai amasik hunia ahuno hia hinyia ihuhumak Monyoŋ jihosi.”
MAT.20.24	Ninyia itaniŋuni lejifak honyi hula 'tomon eram ana, ette isi iloŋojita jio ellarak hula arrihai hulia. 
MAT.20.25	Ania, ette Yesu iloŋuna isi 'daŋ arabotie, ette jiaran, “Imijana itai jio ilohittohi oobuok hulo Alufajak jio aati hosi, buo fe elettaha ihumi ilohittok jio aati hosi. 
MAT.20.26	Ati obeŋ adi inyi ara ihuo nyia jihatai. Alla awak obo alatai igalihina hullomuk, ijiara inyi luŋa ara ahegiamani jio hullomuk. 
MAT.20.27	Buo alla awak obo alatai igalihina hullomuk, ijiara inyi hétera apit hatai; 
MAT.20.28	ihuo Lonyi Tulo, linyia obeŋ 'to ottu jio oŋida aati igiamai jihonyi, ati igiamari buo fe isiaraniere esu honyi italahuniere aati arriai jio eyyata.”
MAT.20.29	Ninyia itterie bo Yesu iko lejifak honyi afuatan addi to Yeriko, ette eluluŋ enne ittok ijifaru isi. 
MAT.20.30	Owoni nyia omuk laŋodok arrihai hinyia itoŋoi iger hikoi. Ninyia itaniŋuni isi jio Yesu ollo ottu tolia, ette isi iwuwoŋita jiojio, “Lettok, lonyi Dafide, omehinie jihohoi!” 
MAT.20.31	Iŋerejanio nyia eluluŋ waati jihosi, ette iramana isi hotoduahinie. Ati ihumi nyiati buo isi ifudana ewuwoŋita bebe jiojio, “Lettok, Lonyi Dafide, omehinie jihohoi!”
MAT.20.32	Ania, ette Yesu iwotia, ette iloŋuna isi, ette jiaran, “Iwahata itai ani ehan anyio jihatai?”
MAT.20.33	Itarraŋi nyia isi jiojio, “Lettok ijiara oŋite hohoi omijie!”
MAT.20.34	Attati Yesu imehino jihosi, ette ittir oŋite hosi. Teya teya, ette isi imijio, ette ijifaru inyi.
MAT.21.1	Ninyia iliahai bo Yesu iko lejifak honyi Yerusalem, afanyi nyia isi Besfeji etteger doŋe Olifet. Teya, ette Yesu ifahina lejifak honyi arrihai to osiere, 
MAT.21.2	buo iramak isi jio, “Ifuatta jio amiji otto hosiere hatai nyia. Inyurana adi itai obo asigiria anna atara iko ŋarri. Ohouniete isi, iyaŋuniete jihoŋ. 
MAT.21.3	Elle ikiana obo atulo obo ariŋ jihatai, iramana inyi jio, ‘Awak Lamonye isi.’ Teya teya, isiarak adi inyi isi jihatai.”
MAT.21.4	Iduoŋi nyia erre hunia ihuo nyia itasiruniere ekiana ono ekianani Hollum onno ojio 'to jio:
MAT.21.5	“Iramana aati bore gala 
MAT.21.5	imijiete hobu hatai ollo ottu jihatai!
MAT.21.5	Ofiaha inyi buo fe adaha ta asigiria
MAT.21.5	iko ta aŋarri sigiria.”
MAT.21.6	Attati lejifak ifuatan ihanio ihuo iramak duo Yesu jihosi; 
MAT.21.7	ette isi iyaŋuno asigiria ania iko ŋarri, ette ifiatana aboŋojin hosi ihoruoŋite hosi, buo Yesu ette idahina diya. 
MAT.21.8	Ofiatani nyia eluluŋ waati arriai aboŋojin hosi ihiji ikoi, buo omuk oguanyuni abene 'yani ette ifiatana ihiji ikoi. 
MAT.21.9	Attati eluluŋ waati otto hosiere iko ette ehalu Yesu iwuwoŋita jiojio, “Hétahabuyete Lonyi Dafide! Hotomunoi lia ollo ottu 'to ta afure ono Lamonye. Hétahabuyete Hollum!”
MAT.21.10	Ninyia ajiŋak Yesu Yerusalem, ette abore gala ania 'daŋ ihosohita woo, ette isi ifiyo jiojio, “Ŋai alia?”
MAT.21.11	Itarraŋ nyia eluluŋ waati ninyia adaha 'to iko Yesu jiojio, “Yesu alia, ekianani Hollum, olo Nasaret, otto Galilea.”
MAT.21.12	Ojiŋak nyia Yesu Ihaji emojit enne ittokon, ette ifuhara aati etinyiaŋak iko enyiaŋak hinyia owoni 'to diya; ette itidelliara atteremejahien huno etattobok robiyaa, iko asegeri huno etinyiaŋak amami. 
MAT.21.13	Ette inyi jiaran jio, “Igioroni nyia Ibuk Hollum jio, ojio Hollum jio, ‘Iloŋoi adi aaji hoŋ, aaji emojit,’ ati iloitoto itai inyi ahinom hahalak!”
MAT.21.14	Ofuonni nyia aŋodok iko aŋurak jihonyi Ihaji emojit enne ittokon, buo inyi ette itaŋida isi. 
MAT.21.15	Iloŋojitai nyia ehumak elettaha iko ettiyanak ifahita ninyia igonyuni isi erre hunno obolori 'to hunyia ihanio inyi, iko ewuwoŋita duri itua Haji emojit enne ittokon jiojio, “Hétahabuyete Lonyi Dafide!” 
MAT.21.16	Ania, ette isi ifiyo inyi jiojio, “Itaniŋu iyye erre hunne ikianai isi?”
MAT.21.16	Buo Yesu ette itarraŋ isi ojio, “Aafe! Hèbiaŋata itai ihenuna eram otto buk Hollum onno ojio 'to jio, ‘Ittiyanak iyye aduri iko edolio itahabuyere onno oŋida bebe?’ ” 
MAT.21.17	Attati inyi ibusaru isi, ette leten ibore gala Betani ette iferihina diya.
MAT.21.18	Oniama nyia Yesu ninyia acahuno inyi nyia motie berien Yerusalem. 
MAT.21.19	Attati inyi igonyuna obo ayyani ŋaboli iger hikoi, ette leten diya. Ati obeŋ nyia inyi onyurak omuk aŋabolo arari abene ijiai. Ania, ette inyi jiaran jio ayyani ania, “'Tuŋ, ibeŋ adi iyye inyiak iŋijana omuk aŋabolo!” Teya teya, ette ayyani ŋaboli nyia iyohojoro.
MAT.21.20	Ninyia igonyuni lejifak honyi eram ania, ette isi 'daŋ illilliha, ette ifiyo jiojio, “Aŋai oyohojo aŋaboli ania kokuak?”
MAT.21.22	Alla awon eruk jihatai, ifuotuna adi itai erre 'daŋ hunne ifiyete itai ta amojo.”
MAT.21.23	Ninyia acohuno Yesu Ihaji emojit enne ittokon, ette ehumak elettaha iko lahou ifuanna jihonyi buo inyi nyia ittiyenio, ette ifiyo inyi jio, “Ŋai isiarak jihoi elohittok ihaniere erre hunia? Anaŋai elohittok enne ihaniere iyye erre hunia?”
MAT.21.24	Buo Yesu ette itarraŋ isi ojio, “Awak ni isio jihatai efi abotie ijiai. Elle itarraŋata itai ani, eramak adi buo fe ni itai anaŋai elohittok enne ehaniere ni erre hunia. 
MAT.21.25	Ottu nyia elohittok ono Yoane tai, itifuociere Batisimo? Jio Hollum kuyya jio aati?”
MAT.21.25	Attati isi itagolo ta ahuattek hosi jiojio, “Ejio adi aŋai? Elle etarraŋ jio, ‘Jio Hollum,’ ojio adi inyi, ‘Nyio nyiati ibiaŋata itai iruhoto jio Yoane?’ 
MAT.21.26	Buo elle ejio, ‘Jio aati,’ ebaŋ eluluŋ waati, nyio, iruhi nyia isi 'daŋ jio ara Yoane ahekianani Hollum.” 
MAT.21.27	Ania, ette isi itarraŋ Yesu jiojio, “Ebeŋ hohoi emijak.”
MAT.21.27	Buo inyi ette jiaran jihosi, “Abeŋ adi buo fe ni eramak itai ta anani elohittok enne ehaniere ni erre hunia.
MAT.21.28	“Igigiloti itai aŋai? Owon nyia obo atulo iko laduri honyi arrihai. To obo oloŋ, ette inyi jiaran jio ahouti, ‘Ilo igiamai imana fino ahana.’ 
MAT.21.29	Buo leto alia ette itarraŋ jiojio, ‘Eha ni.’ Ati ihalu ette inyi iloit ataji honyi, ette leten. 
MAT.21.30	Attati monye leten jiaran ihuo nyia jio obotie hito. Buo lia ette itarraŋ jio, ‘Oyyu, alo adi ni baba!’ Ati obeŋ nyia inyi olo. 
MAT.21.31	Alali tehiji hosi arrihai ihan ihuo awak monyosi?”
MAT.21.31	Buo isi ette itarraŋ ojio, “Lahouti.”
MAT.21.31	Ania, ette Yesu jiaran jihosi, “Ahode, eramak ni itai; ikiomoroi eddudduhak musuru iko asomok Ilobie Hollum ahosiere hatai. 
MAT.21.32	 Nyio, attu nyia Yoane Etifuotoni Batisimo jihatai 'daŋ elle itahucio jihatai ekoi onno obis 'to, ihara nyia itai inyi. Ati iruhi nyia eddudduhak musuru iko asomok inyi. Duadi bu ihalu ninyia igonyuna itai eram ania, ibiaŋata nyia itai iloitoto atajia hatai iruhori inyi.”
MAT.21.34	Ninyia iliaha ayafa onno odiarik aaŋer fino, ifak nyia inyi apiti honyi jio ajurak hia oŋida obuanyani inyi hunonyi. 
MAT.21.35	Buo ajurak hia ette inefuna apiti hia, ette ibak abotie, buo ottohori abotie, buo fe iruoŋi ollobo ta amoruoi. 
MAT.21.36	Inyiak nyia atulo lia ifahina omuk apiti arriai, agalihini hoduo tetteri; buo ajurak hia fe ette ihanio jihosi ihuo nyia. 
MAT.21.37	Ihalu hosi 'daŋ, ette inyi ifahina lonyi honyi, ette jiaran, ‘Abaŋi adi isi lonyi hoŋ.’ 
MAT.21.38	Ninyia igonyuni ajurak hia inyi, ette isi jiaran, ta ahuattek hosi jio, ‘Arutani honyi tibuo olo, ifuanna hattohoro inyi oŋida erutaa honyi arai ahunohoi!’ 
MAT.21.39	Ania, ette isi inefuna inyi, ette ipuasara addi totua mana fino, etteittohoro.”
MAT.21.40	Attati Yesu ifiyo jiojio, “Ihuania, alla attu lamonye mana, ihan adi inyi anyio jio ajurak hulia?”
MAT.21.41	Itarraŋi nyia isi jiojio, “Ottoho adi inyi luŋa aati hullo orrohoji 'to hulia, ette isiarana amana ania jio omuk ajurak hama, hullo obuanyani adi jihonyi aaŋer fino alla alum ayafa onno odiarik isi.”
MAT.21.42	‘Amoruo ninyia ihari aduhok
MAT.21.42	jiojio ara ariŋ asai,
MAT.21.42	inyiak tibuo inyi
MAT.21.42	igalihina 'daŋ ta ayiji.
MAT.21.42	Lamonye nyia ihan ihuania;
MAT.21.42	Ilaman tibuo inyi bebe to hosiere waati!’
MAT.21.43	“Tania, eramak ni itai jio, ohoruni adi Olobie Hollum jihatai, ette isiarana jio aati hullo oniŋie 'to efahita Hollum. [
MAT.21.44	Alla akuahino obo atulo jio amoruo ania, owurok adi inyi ahuan honyi tuny tuny. Buo alla akuahino amoruo ania jio obo atulo, oroyok adi inyi atulo lia arari attuduha.”]
MAT.21.45	Ninyia itaniŋuni ehumak elettaha iko 
MAT.21.46	Tania, awahi nyia isi inefuna inyi, ati abaŋi nyia isi eluluŋi waati, hunyia iruhi 'to jio ara Yesu ahekianani Hollum.
MAT.22.1	Inyiak nyia Yesu ikiana jihosi te etarriamata. 
MAT.22.2	“Ara Olobie ettedou ihua ana: Owon nyia obo oobu linyia ihuhumak 'to agari ta ayama lonyi honyi. 
MAT.22.3	Ifak nyia inyi egiamak honyi oŋida iramani aati hunyia iloŋuni igari. Ati ihari nyia aati hia afuanna. 
MAT.22.4	Inyiak fe inyi ifahina omuk egiamak héfuahi iramana eloŋot jio, ‘Imijiete, aŋida agari hoŋ, isiahi attamoti iko atawwa hoŋ hunyia itafiri, aŋidari erre 'daŋ. Ifuanna yo igari ono ayama.’ 
MAT.22.5	Ati obeŋi nyia eloŋot hia itaniŋie hirre, arai ifuatan ekotia hosi gele gele. Olo obo mana honyi, buo obo olo idukan honyi, 
MAT.22.6	buo hullomuk ette inefuna egiamak hulia, ette ibahio, ette ittohoro. 
MAT.22.7	Ania, ette hobu isuaharu iko ajore, ette ifahina oseŋer honyi héfuahi ittohoro aati hia, osuahini iko abore gala hosi. 
MAT.22.8	Attati hobu iloŋuna apiti honyi, ette jiaran jihosi, ‘Ehuhumak ni agari hoŋ, ati orrohoji aati hunyia eloŋu ni. 
MAT.22.9	Ihuania ifuatta ilofirihi, iloŋoto aati 'daŋ hulle iremehina itai irumana, ijiara ofuonni igari.’ 
MAT.22.10	Ania, ofuoi nyia egiamak ilofirihi, ette ittuttubuno aati hunyia orumani isi, ayijok iko arrohojak 'daŋ many ifutari atua haji eyemit 'daŋ atamonok.
MAT.22.11	“Ninyia ajiŋak hobu iheriere atamonok, igonyu inyi obo atulo ollo obeŋ iyyafatio eŋotiti huno ayama; 
MAT.22.12	ette inyi ifiyo inyi jiojio, ‘Illa, aŋai ijiŋu iyye dini buo ibeŋ iyyafak eŋotiti huno ayama?’ Ati oduahino nyia latulo lia 'liŋ 'liŋ. 
MAT.22.13	Attati hobu iramana egiamak jio, ‘Ifitata ahas honyi iko eejek 'daŋ. Opuasara inyi idumele; amaji anna alari inyi iyyoori buo fe oŋuruta aala honyi ta adiaha.’”
MAT.22.14	Attati Yesu itisidonia jio, “Nyio, oluaji aati hulle iloŋi, ati omutari hullo onyimuni.”
MAT.22.15	Ofuoi nyia 
MAT.22.16	Teya, ette isi ifahina omuk lejifak hosi arabotie iko lejifak Erode jio Yesu, hinyia ojiori jihonyi jio, “Hettiyanani, emijak hohoi jio ikiana iyye erre ahode hode. Ittiyenio iyye elahode ono awahan Hollum. Ibeŋ iyye ibaŋ obo atulo buo fe ibeŋ igigia aati. 
MAT.22.17	Ike iramak hohoi, igigilo iyye aŋai? Aŋatani soho efahita hohoi idumari amusuru jio Hobu Roma elle ittokon kuyya obeŋ?”
MAT.22.18	Ati omijak nyia Yesu egigilita hosi hunno orrohoji 'to hunia, ania, ette inyi jiaran jihosi, “Itai etihanak huattek hullo! Nyio iwahata itai italohuna ani? 
MAT.22.19	Iko etahutana ani arobiya onno odumarik amusuru.”
MAT.22.19	Attati isi itahutana jihonyi arobiya. 
MAT.22.20	Buo inyi ette ifiyo isi jiojio, “Anaŋai arrijiori ana iko afure enne igioroni ana ihide honyi?”
MAT.22.21	Itarraŋi nyia isi jiojio, “Huno Hobu elle ittokon olo Roma.”
MAT.22.21	Ania, ette Yesu jiaran jihosi, “Ihuania, Isiatta Hobu elle ittokon erre Hobu elle ittokon, buo jio Hollum, erre Hollum.”
