MAT.1.1	Jiꞌi sen kuachrjenixin ndo Jesucristo. Jeꞌe ndo kuachrjenixin ndo, ndo David ko ndo Abraham.
MRK.10.2	Ko kaxin xi fariseo konchjiñeꞌe xa ngajin ndo ko juanchangiꞌe xa ndo ixi tjaun xa ndakoꞌa xrojuatingíexin ndo. Ko juanchangi xa á chao tsintuꞌeni janchriꞌeni.
MRK.10.3	Ko ndo Jesús juatingíexin ndo, ko ndachro ndo:
MRK.10.3	―¿Ngeꞌe kuetuanꞌan ndo Moisés?
MRK.10.4	―Ndo Moisés kuajon ndo juachaxin ixi tsoña̱ naa xroon tsayéꞌe nchri ixi chao tsintuꞌe xa nchra.
MRK.10.5	Ko ndo Jesús ndachro ndo:
MRK.10.5	―Jaña kuetuanꞌan ndo Moisés ixi jaꞌanta ícha asáanta ko titikaonꞌanta. 
MRK.10.6	Ko ti xraxrangíxixión juinchéña ndo Dio kain ngeꞌe, juinchéña ndo naa xi ko naa nchri 
MRK.10.7	ixi xi tsintuꞌe xa ndotée xa ko janée xa ko tsekao xa janchriꞌe xa. 
MRK.10.8	Ko tjumeꞌe yui sen tsoña̱ sen xranchi naakua naa chujni. Méxin, í jeꞌa yuu sen, ó naakua sen jai. 
MRK.10.9	Ko jaña siá juachaxien ndo Dio ikjan sen naakua chujni, méxin inaa chujni juaꞌi xrondachro ixi xrochjeya sen.
MRK.10.10	Ko hora ste sen nchia, sen teyuu chrikao ndo íjngo juanchangiꞌe sen ndo ngeꞌe xrondachro jiꞌi. 
MRK.10.11	*Ko ndo Jesús ndachro ndo:
MRK.10.11	―Siá naa xi tsintuꞌe xa janchriꞌe xa ko xrochónda xa inaa nchri, xi meꞌe ndakoꞌa jincheꞌe xa ixi ó tsikuteꞌe xa nchrinchriꞌe xa. 
MRK.10.12	Ko kaxon siá naa nchri tsintuꞌe nchra ndoxiꞌe nchra ko xrochónda nchra inaa xi, kaxon jeꞌe nchra índakoꞌa jincheꞌe nchra.
MRK.10.13	Kaxin na̱ bikaꞌo na̱ ichjan nchínchín ixi tsakeꞌe ndo Jesús itja ndo ngataꞌa jaa xjan. Ko sen chrikao ndo Jesús kuyakutee sen ni bikaꞌo ichjan meꞌe. 
MRK.10.14	Ko bikon ndo Jesús jaña stencheꞌe sen, méxin, koñao ndo ko ndachro ndo:
MRK.10.14	―Tintuꞌenta ichjan tsi̱i̱ xjan ngaji̱n ko tingakuenꞌanta xjan, ixi ti no tetuanꞌan ndo Dio tsikinixinꞌen sen ncheꞌe xranchi ichjan. 
MRK.10.15	*Ko xrontatjunta ixi ngisen xrokjanꞌi xranchi naa ichjan nchíín juaꞌi tixinꞌin sen ti tetuanꞌan ndo Dio.
MRK.10.16	Ko tjumeꞌe joa ndo kain ichjan ko bakeꞌe itja ndo ngataꞌa jaa xjan ko juinchenchaon ndo xjan.
MRK.10.17	Ko hora sakjui ndo Jesús, jitinga naa xi kui̱i̱ xa ko bakeꞌexin xa ntatuchiꞌin xa ngajin ndo Jesús, ko juanchangi xa:
MRK.10.17	―Maestro jian jaꞌa, ¿ngeꞌe sintaꞌa janꞌan ixi tsarichónna kain nchakon?
MRK.10.18	Ko tjumeꞌe ndo Jesús ndachro ndo:
MRK.10.18	―¿Sonda ndachrua ixi jianna janꞌan? Naakua ngisen jian, jeꞌo ndo Dio jian ndo. 
MRK.10.19	Jaꞌa ó noꞌa kain ti kuetuanꞌan ndo Dio: “Ncheyeꞌa nchrinchriꞌa, tóñaiꞌa chujni, te̱maꞌia, tjangíeꞌa chujni siá jincheꞌe ti jian, ncheyeꞌa na̱ ko tájuan juasiaa ngajin ndotáa ko janáa.”
MRK.10.20	Ko jeꞌe xi meꞌe ndachro xa:
MRK.10.20	―Maestro, kain jiꞌi ó juintaꞌa xranchiona.
MRK.10.21	Ko ndo Jesús tsjeꞌe ndo xa ko tsango tjueꞌe ndo xa. Ko ndachro ndo:
MRK.10.21	―Xra titjáña naakua ngeꞌe sincheꞌe. Satjia ko nchekjia kain ngeꞌe chonda ko tonchjeyeꞌe ni nóa tomi meꞌe. Jaña xrochonda ngeꞌe ícha tjintee ngajní. Ko tjumeꞌe tsjiꞌia ko ruaꞌna̱na.
MRK.10.22	Ko kuinꞌen xa jaña ko tsango kuechíín xa ko sakjui xa, ixi tsango kueya ngeꞌe kuachónda xa.
MRK.10.23	Ko ndo Jesús tsjeꞌe ndo ni ste ntiꞌa, ko ndache ndo sen teyuu chrikao ndo:
MRK.10.23	―Tsango tangi tixinꞌin ni chónda itsjé ngeꞌe ti tetuanꞌan ndo Dio.
MRK.10.24	Ko xronka sen chrikao ndo Jesús ixi jaña ndachro ndo. Ko ndachro ndo íjngo:
MRK.10.24	―Ni chuntia ti ngeꞌe chónda, tsango tangi tixinꞌin na̱ ti tetuanꞌan ndo Dio. 
MRK.10.25	Ícha tangiꞌa ixi tsatsingatuxin naa ko camello ikon ntachika ixi naa ni chónda kueya ngeꞌe xrokuixinꞌin na̱ ti tetuanꞌan ndo Dio.
MRK.10.26	Ko jeꞌe sen kuinꞌen sen jaña ko tsango xronka sen. Ko juanchangiꞌe kichuu sen:
MRK.10.26	―¿Ngisen chao tixinꞌin ti tetuanꞌan ndo Dio?
MRK.10.27	Ko ndo Jesús tsjeꞌe ndo sen, ko ndachro ndo:
MRK.10.27	―Ti ngeꞌe juaꞌi sincheꞌe chujni, ndo Dio chao sincheꞌe ndo kain ngeꞌe.
MRK.10.28	Ko ndo Pedro ndachro ndo:
MRK.10.28	―Kainna kuintuꞌana kain ngeꞌe chondana ixi ruaꞌananta.
MRK.10.29	Ko ndo Jesús ndachro ndo:
MRK.10.29	―Nduaxin ntatjunta ixi xrojan ngisen tintuꞌe ndoꞌa o̱ xi kichuu, o̱ nchri kichuu, o̱ ndotée, o̱ janée, o̱ janchriꞌe, o̱ chjenꞌen, o̱ nunteꞌe, ixi kuitikaonna sen janꞌan ko titikaon sen chijni ndachrja̱n, 
MRK.10.30	sen meꞌe ícha itsjé ngeꞌe tsayéꞌe sen ntiꞌi ko xrochónda sen inaa ciento ícha itsjé ngeꞌe. Kueya nchia xrochónda sen ko tsikon sen itsjé chujni xranchi ni kichuu sen ko xranchi janée sen ko xranchi chjenꞌen sen ko tsayéꞌe sen itsjé nunte. Ko maski tangi tsonꞌen sen ngataꞌa nche ntiꞌi, tjumeꞌe ngajní tsechón sen kain nchakon. 
MRK.10.31	*Ko kueya ni tituanꞌan jai, nchakon tsjexin kain ngeꞌe ítsituanꞌi na̱. Ko itsjé ni tjinteꞌa jai, nchakon meꞌe ícha tsetuanꞌan na̱.
MRK.10.32	Tjumeꞌe yaa sen chaꞌo satji sen tjajna Jerusalén ko ndo Jesús kuitaon ndo ntiꞌa. Ko sen chrikao ndo stexronka sen steruéꞌe sen. Ko ndo Jesús kuiyeꞌe ndo jeꞌo sen teyuu, ko kuaxi ndo ndache ndo sen xranchi tsonꞌen ndo. 
MRK.10.33	Ko jaꞌin ndachro ndo:
MRK.10.33	―Jai satsjina tjajna Jerusalén. Ko tjumeꞌe janꞌan, chjenꞌen ndo Dio, xjan jongíꞌe xranchi chujni, xrotséna na̱ tsikaanna na̱ ngajin xitaana tetuanꞌan ko xi tjako ley. Ko ni tetuanꞌan tsajon na̱ juachaxin ixi tsikaon na̱. Tjumeꞌe tsikaanna na̱ ngajin ni jeꞌa judío 
MRK.10.34	ko jeꞌe na̱ tsjanoana na̱, tsandeꞌena itja na̱ ikon, tsikitéena na̱ ndatée na̱ ko naatsóñaxónna na̱. Ko nchakon nínxin xroxechónna íjngo.
MRK.10.35	Ko tjumeꞌe ndo Jacobo ko ndo Juan, chjenꞌen ndo Zebedeo, konchjiñeꞌe sen ngajin ndo Jesús ko ndachro sen:
MRK.10.35	―Maestro, tjanchaꞌananta naa ngeꞌe.
MRK.10.36	Ko juanchangi ndo Jesús:
MRK.10.36	―¿Ngeꞌe tjaunnta?
MRK.10.37	Ko ndachro sen:
MRK.10.37	―Nchakon tsakeꞌenta ti tetuanꞌan, tájonnta juachaxin ixi naa janꞌanna tsakeꞌena ndatsjonxin jian ti tsakeꞌenta jaꞌanta ko inaa janꞌanna tsakeꞌena ndatsjonxin ikjon.
MRK.10.38	―Jaꞌanta noaꞌinta ngeꞌe tjanchianta. ¿Á chao tsikixinꞌannta ti tangi tsónna janꞌan?
MRK.10.39	Ko jeꞌe sen juatingíexin sen:
MRK.10.39	―Jaán chao tsikixinna̱na.
MRK.10.39	Ko ndo Jesús ndache ndo sen:
MRK.10.39	―Nduaxin tangi tsonꞌan jaꞌanta xranchi tangi sinchena na̱ janꞌan. 
MRK.10.40	Ko janꞌan juaꞌi xrontatjunta ixi naa jaꞌanta tsakeꞌenta ti ndatsjonxin jian ko inaanta tsakeꞌenta ti ndatsjonxin ikjon ti tsakeꞌe janꞌan ixi ó saꞌó jitaxin ngisen tsakeꞌe ntiꞌa.
MRK.10.41	Ko ikaxin sen ite,
MRK.10.42	*Ko tjumeꞌe kuiyeꞌe ndo Jesús kain sen ko ndache ndo sen:
MRK.10.42	―Ó noꞌanta ixi ni tetuanꞌan xasintajni
MRK.10.43	*Ko jaꞌanta sincheꞌanta jaña. Naꞌi. Siá xrojannta tjaunnta tsituanꞌannta xrokonda tsingijnanta ni kichuunta. 
MRK.10.44	Ko xrojannta tjaunnta ícha xrochondanta juachaxin, meꞌe xrokonda tsitikaonnta ngeꞌe tsituanꞌannta ikaxin chujni. 
MRK.10.45	Ixi chjenꞌen ndo Dio, xjan jongíꞌe xranchi chujni, kuiꞌa xjan ixi chujni sincheꞌe xra ngajin xjan. Naꞌi. Jeꞌe xjan kui̱i̱ xjan ixi sincheꞌe xjan ixra̱ ngajin chujni ko tsenꞌen xjan ixi kain chujni tsechón sen.
MRK.10.46	Ko tjumeꞌe kuiji sen tjajna Jericó. Ko ndo Jesús ko sen chrikao ndo ko kueya na̱ kuachrjexin na̱ tjajna ntiꞌa. Ko ntiꞌa jii naa xi juaꞌi tikon ndatinꞌin xa Bartimeo ko ndotée xa ndatinꞌin Timeo. Takeꞌe xa ngandeꞌe chaꞌo ko tjanchiakaꞌa xa. 
MRK.10.47	Ko jeꞌe xa kuinꞌen xa ixi ó jitonchjiñeꞌe ndo Jesús tjajna Nazaret, ko kuaxi xa kuyako xa ko ndachro xa:
MRK.10.47	―Jesús, ndo kuachrjenixin ndo David, tikonóaꞌnanta.
MRK.10.48	Ko kueya na̱ kuyakutee na̱ xa ko ndache na̱ xa xrotenko xa. Ko jeꞌe xa ícha séen kuyako xa ko ndachro xa:
MRK.10.48	―Jaꞌanta, ndo kuachrjenixinnta ndo David, tikonóaꞌnanta.
MRK.10.49	Ko chónꞌen ndo Jesús ko kuetuenꞌen ndo na̱:
MRK.10.49	―Tiyeꞌenta xi meꞌe.
MRK.10.49	Ko tjumeꞌe kuiyeꞌe na̱ jeꞌe xi tikonꞌa ko ndache na̱ xa:
MRK.10.49	―Xrakonꞌa, tingatjen ixi jitiyaꞌa ndo Jesús.
MRK.10.50	Ko nango kuintuꞌe xa ti jitsáa xa ko chrinka xa bingatjen xa ko konchjiñeꞌe xa ti jii ndo Jesús. 
MRK.10.51	Ko ndo Jesús juanchangiꞌe ndo xa:
MRK.10.51	―¿Ngeꞌe tjauan sintaꞌa ixi jaꞌa?
MRK.10.51	Ko xi tikonꞌa ndachro xa:
MRK.10.51	―Maestro, tjaꞌon tsikon.
MRK.10.52	Ko ndo Jesús ndache ndo xa:
MRK.10.52	―Jai chao satjia. Ó koxruanꞌan ixi chuntiana.
MRK.10.52	Ko jeꞌe xi tikonꞌa tuinxin chao bikon xa ko ruéꞌe xa ndo Jesús.
MRK.11.1	Hora jitonchjiñeꞌe sen tjajna Jerusalén, tjenka tjajna Betfagé ko tjajna Betania tjenka ijna̱ ndatinꞌin olivo, ndo Jesús kuetuenꞌen ndo yuu sen chrikao ndo, 
MRK.11.2	ko ndachro ndo:
MRK.11.2	―Itjinta tjajna jii yáꞌa ko hora tsjasonta ntiꞌa tsinchíinta naa kuntajno jichroá ba ko meꞌe xra xroꞌan ngisen tetaꞌa ba. Toxindangeꞌenta ba ko tsikuunta ba. 
MRK.11.3	Ko siá xrojan ngisen tsjanchangiꞌanta sonda tonxindangeꞌenta ba, ndachenta sen: “Nchéeni xrokondeꞌe ndo ba ko tjumeꞌe tsonkjanna ba.”
MRK.11.4	Ko jeꞌe sen ikjui sen ko kuitja sen kuntajno jichroá ba tjenka nchia ko konxindangeꞌe sen ba. 
MRK.11.5	Ko kaxin ni ste ntiꞌa juanchangi na̱:
MRK.11.5	―¿Sonda tonxindangeꞌenta kuntajno ña̱?
MRK.11.6	Ko jeꞌe sen juatingíexin sen xranchi ndachro ndo Jesús. Ko jeꞌe na̱ kuajon na̱ juachaxin tsikao sen ba. 
MRK.11.7	Ko tjumeꞌe sabikao sen kuntajno meꞌe ti jii ndo Jesús ko kuakeꞌe sen manta ngataꞌa ba manta stetsáa sen ko ndo Jesús kuetaꞌa ndo ba. 
MRK.11.8	Ko kaxon itsjé na̱ kuantsje na̱ manta stetsáa na̱ ko bingó na̱ manta ngaya chaꞌo ti tsatsinga ndo Jesús. Ko ikaxin na̱ konchrinjin na̱ chaan nta̱yua ko bingó na̱ ngaya chaꞌo.
MRK.11.9	Ko ni jititaon chaꞌo ko ni steruéꞌe kuaxi na̱ kuyako na̱ ixi tsango chéꞌe na̱ ko ndachro na̱:
MRK.11.9	―Juasaya tayéꞌe ndo Dio. ¡Tsango jian ngisen jiti̱i̱ ixi juachaxien ndo Dio! 
MRK.11.10	Tsango jian ngisen jiti̱i̱ juachaxien ndo Dio ixi jeꞌe ndo jitikaꞌo ndo juachaxin bakituanꞌan ndo xrachrjei̱na David. Juasie ndo Dio jii ngajní.
MRK.11.11	Ko ndo Jesús kuiji ndo tjajna Jerusalén ko kuixinꞌin ndo niꞌngo ícha tetuanꞌan ko tsjeꞌe ndo nguixin ngaxinꞌin ntiꞌa. Ko ó kóndo ko ndo Jesús ko sen teyuu chrikao ndo sakjui sen tjajna Betania.
MRK.11.12	Tjumeꞌe ndúyaxin kjanxin sen tjajna Betania ko ndo Jesús kuenꞌen ndo jinta. 
MRK.11.13	Ko bikon ndo ikjín jii naa nta̱a̱ higo chónda kayua ko kuitsjeꞌe ndo á chónda nta̱a̱ itu. Ko bikon ndo ixi xroꞌan tu chónda nta̱a̱, jeꞌo ika ixi jeꞌa nchakuen itu. 
MRK.11.14	Ko ndo Jesús nichjeꞌe ndo nta̱a̱ meꞌe:
MRK.11.14	―Í xroꞌan ngisen sine itu tsajuan.
MRK.11.14	Ko sen teyuu chrikao ndo kuinꞌen sen jaña ndachro ndo.
MRK.11.15	Ko kuiji sen tjajna Jerusalén ko ndo Jesús kuixinꞌin ndo niꞌngo ko juangíxin ndo kuantsje ndo kain ni stenchekji ko kain ni steteꞌna. Ko juanka ndo mesa tjasingixixin na̱ tomi ko ntaxitauen ni stenchekji kuntúá, 
MRK.11.16	ko kuintueꞌa ndo ni ste ntiꞌa tsatsingakaꞌo na̱ ngeꞌe ngaxinꞌin niꞌngo. 
MRK.11.17	Ko juinchekuenꞌen ndo na̱, ko jaꞌin ndachro ndo:
MRK.11.17	―Jitaxin xroon chijnie ndo Dio: “Nía jiꞌi ndatinꞌin nchia xronichjaxin chujni kain tjajna ngajin janꞌan”, ko jaꞌanta juinchekjannta nchia itjao̱ neꞌe xicheꞌe.
MRK.11.18	Ko xitaana tetuanꞌan ko ni tjako ley kuinꞌen na̱ jiꞌi, ko kuaxi xraxaon na̱ xranchi naatsóñaxón na̱ ndo Jesús, ko xrakon na̱ ixi itsjé chujni juincheꞌe na̱ juaxruxin ixi ngeꞌe juinchekuenꞌen ndo na̱. 
MRK.11.19	Ko ó kóndo kuachrjexin ndo ntiꞌa ko sakjui ndo.
MRK.11.20	Ko kuatsinga sen ti jii nta̱a̱ tajon tu higo ko bikon sen ixi ó tsixema nta̱a̱ ixi nueꞌe nta̱a̱. 
MRK.11.21	Ko ndo Pedro sintaxiñao ndo ti ndache ndo Jesús nta̱a̱ higo ko ndachro ndo:
MRK.11.21	―Maestro, tsjeꞌenta nta̱a̱ tu higo koyakutéenta najna ko jai ó tsixema nta̱a̱.
MRK.11.22	Ko ndo Jesús juatingíexin ndo:
MRK.11.22	―Chuntianta ndo Dio. 
MRK.11.23	*Nduaxin ntatjunta ixi siá xrojan jaꞌanta xrondachenta ijna̱ jiꞌi: “Satjixian ntiꞌi ko titsingaꞌngia ndachaon”, ko ixi nchijíi asáanta xrochuntianta ngajin ndo Dio ko tsonꞌen ti tjanchianta. 
MRK.11.24	Méxin, jaña ntatjunta ixi kain ngeꞌe tsjancheꞌenta ndo Dio, siá nduaxin xrochuntianta ixi tsayeꞌenta meꞌe, jaña tsonꞌen ko nduaxin tsayeꞌenta. 
MRK.11.25	*Ko hora nichjeꞌenta ndo Dio ko xroxraxaonnta ixi ningakonꞌennta xrojan ngisen, cháña jian xrotjáñaꞌanta ngeꞌe juintaꞌanta na̱ ixi jaña ndotánta jii ngajní kaxon xrotjáñeꞌe ndo ijie̱ chondanta. 
MRK.11.26	Ko siá xrotjáñaꞌinta ijie̱ chónda na̱, ndotánta jii ngajní kaxon xrotjáñeꞌa ndo ti ijie̱ chondanta.
MRK.11.27	Ko tjumeꞌe ikjan sen tjajna Jerusalén íjngo. Ko ndo Jesús kuaji ndo ngaxinꞌin niꞌngo, ko konchjiñeꞌe xitaana tetuanꞌan ko xi tjako ley ko xi tetuanꞌan niꞌngo, 
MRK.11.28	ko jeꞌe xa juanchangiꞌe xa ndo Jesús:
MRK.11.28	―¿Ngeꞌe juachaxin chonda ixi ncheꞌe jiꞌi? ¿Ngisen tjáa juachaxin ixi jaña ncheꞌe?
MRK.11.29	Ko ndo Jesús juatingíexin ndo ko ndachro ndo:
MRK.11.29	―Kaxon janꞌan tsjanchangiꞌanta naa ngeꞌe, siá tsjatingíexinnta ngeꞌe, xrontatjunta ngeꞌe juachaxin chónda janꞌan. 
MRK.11.30	¿Ngisen xruanꞌan ndo Juan ixi tsikitée ndo chujni? ¿Á ndo Dio?, o̱, ¿á chujni? Tjateꞌenta.
MRK.11.31	Ko jeꞌo xa juao kichuu xa:
MRK.11.31	―Siá xrondachrona ixi ndo Dio tsixruaꞌan xi Juan, tjumeꞌe tsjanchangi xi jiꞌi sonda kuitikaonꞌana xi Juan. 
MRK.11.32	¿Ko siá xrondachrona ixi chujni tsixruaꞌan xi Juan, já tsoñao na̱?
MRK.11.32	Ko xrakonꞌen xa ni tjajna ixi kain na̱ kuitikaon na̱ ixi ndo Juan nduaxin kuanichja ndo chijnie ndo Dio. 
MRK.11.33	Ko tjumeꞌe ndache xa ndo Jesús:
MRK.11.33	―Nónaꞌina.
MRK.11.33	Ko ndachro ndo Jesús:
MRK.11.33	―Ko kaxon janꞌan xrondachrja̱nꞌi ngisen chjána juachaxin ixi ntaꞌa ixra̱ jiꞌi.
MRK.12.1	Tjumeꞌe ndo Jesús ijngo beki ndo naa chijni, ko ndachro ndo:
MRK.12.1	―Bakeꞌe naa xi, kuenga xa jngiꞌe xa nta̱a̱ tu uva ko juinchéñeꞌe xa naa korra ko inge xa naa tuye no tsóñaxin xran vino. Kaxon juinchéña xa naa tjatuꞌo nui, ntiꞌa tsajinꞌin na̱ tsendáa na̱ jngiꞌe xa.
MRK.12.1	’Tjumeꞌe kuajon xa ijngi ngajin ikaxin na̱ ixi sincheꞌe na̱ ixra̱ ko sakjui xa ikjín. 
MRK.12.2	Ko kui̱i̱ nchakon tsaxi tsandáa na̱ itu, ko jeꞌe xa xruanꞌan xa naa sen ncheꞌe xrée xa itsji sen tsjanchia sen itu tikinixinꞌen xa. 
MRK.12.3	Ko ni juincheꞌe ixra̱ ijngi itsé na̱ sen tsixruaꞌan xi jngiꞌe, ko juaya na̱ ngajin sen, ko xroꞌan itu chjée na̱ sen ko bengi na̱ sen. 
MRK.12.4	Ko tjumeꞌe xi nunteꞌe xruanꞌan xa inaa sen ncheꞌe xrée xa ngajin na̱. Ko kuiji sen ntiꞌa ko ni chónda ijngi kuaxi na̱ sen ixro ko juincheniꞌe na̱ jaa sen ko kuyakutee na̱ sen. 
MRK.12.5	Ko tjumeꞌe xi nunteꞌe xruanꞌan xa inaa ngisen kuitsjeꞌe ntiꞌa. Ko sen meꞌe kuiji sen ntiꞌa ko naakóñaxón na̱ sen meꞌe. Ko íjngo xruanꞌan xa ikaxin sen ncheꞌe xrée xa, kuitsjeꞌe sen, ko juaya na̱ ngajin kaxin sen ko ikaxin sen naakóñaxón na̱ sen.
MRK.12.6	’Ko xi nunteꞌe chónda xa naakua chjenꞌen xa, tsango tjueꞌe xa xjan. Ko xruanꞌan xa chjenꞌen xa ikjui xjan kuitsjeꞌe xjan nunte ixi xraxaon xa: “Chjanꞌna, jaán ícha tsitikaon na̱ xjan.” 
MRK.12.7	Ko ni chónda ijngi juao kichuu na̱: “Xjan jiꞌi tsituꞌe xjan kain ngeꞌe. Naatsóñaxónna xjan, ko jai̱na tsitui̱na kain ngeꞌe.” 
MRK.12.8	Ko jaña itsé na̱ xjan, naakóñaxón na̱ xjan ko kuantsjexin na̱ xjan ngataon ijngi.
MRK.12.9	Ko juanchangi ndo Jesús ko ndachro ndo:
MRK.12.9	―¿Ngeꞌe sincheꞌe xi nunteꞌe? Tsi̱i̱ xa ko naatsóñaxón xa ni chónda nunteꞌe xa, tjumeꞌe tsajon xa jngiꞌe xa ngajin inaa ngisen sincheꞌe ixra̱.
MRK.12.10	’¿Á juinchekuanxinꞌanta ti jitaxin xroon chijnie ndo Dio? Ndachro:
MRK.12.10	Ixro jueñaoꞌa ni juinchekonchjian tjatuꞌo,
MRK.12.10	jai xro meꞌe ikjan xro, ixro ícha tetuanꞌan.
MRK.12.11	Jaña juincheꞌe Ncháina ndo Dio,
MRK.12.11	ko jiꞌi tsango chaxro tikonni.
MRK.12.12	Ko ni tituanꞌan tjaun na̱ xrotsé na̱ ndo Jesús ixi kuienxin na̱ ixi kain ti ndachro ndo nichja ndo ixi jeꞌe na̱ meꞌe. Ko xroꞌan ngeꞌe juincheꞌe na̱ ixi xrakonꞌen na̱ ni tjajna ko kuintuꞌe na̱ ndo ko sakjui na̱.
MRK.12.13	Tjumeꞌe xruanꞌan na̱ ikaxin ni fariseo ko ni ncheꞌe xrée xi Herodes ixi tsjanchangíꞌe na̱ ndo Jesús kaxin ngeꞌe ixi tjaun na̱ ndakoꞌa tsjatingíexin ndo ko jaña tsjankataꞌa na̱ ndo ijie̱. 
MRK.12.14	Ko kuiji na̱ ti jii ndo ko ndachro na̱:
MRK.12.14	―Maestro, nónana ixi jaꞌa nichja ti nduaxin ko taꞌia juachjaon ixi ngeꞌe xroxraxaon chujni ixi nduaxin nchekuenꞌén na̱ chijnie ndo Dio. Méxin, ndachijiana, ¿á chao tsjengana ꞌna̱ ngajin xi tetuanꞌan, tomi tjanchia xa, o̱ naꞌi?
MRK.12.15	Ko ndo Jesús noꞌe ndo jian ngeꞌe stexraxaon xa, ko ndachro ndo:
MRK.12.15	―¿Sonda tjaunnta ndakuaꞌi tsjatengiaxin? Tikuunta naa tomi xrotsjaꞌa.
MRK.12.16	Ko jeꞌe na̱ chjée na̱ ndo naa tomi ixi xrotsjeꞌe ndo. Ko juanchangi ndo:
MRK.12.16	―¿Ngisen ikon jinito tomi jiꞌi ko ngisen jitaxin tomi?
MRK.12.16	Ko jeꞌe na̱ juatingíexin na̱:
MRK.12.16	―Xi tetuanꞌan, xi César.
MRK.12.17	Ko juateꞌe ndo Jesús ko ndachro ndo:
MRK.12.17	―Chje̱ꞌénta xi tetuanꞌan ngeꞌe tikinixinꞌen xa; ko chje̱ꞌénta ndo Dio ngeꞌe tikinixinꞌen ndo.
MRK.12.17	Ko xrakon xa ixi jaña juateꞌe ndo Jesús.
MRK.12.19	―Maestro, ndo Moisés tsikjin ndo xroon ó saꞌó ndachro siá tsenꞌen naa xi ko kuintuꞌe janchriꞌe xa, ko xroꞌan ichjan kuachóndakaꞌo xa janchriꞌe xa, xi kichuu xi kuenꞌen xrokonda tsuteꞌe xa nchri kaꞌan, ko ichjan xrochóndakaꞌo xa nchrikanꞌan xrokjan xranchi chjenꞌen xi kuenꞌen. 
MRK.12.20	Ko bakeꞌe ya̱a̱to̱ xi kichuu xa. Ko xi saꞌó kuteꞌe xa janchriꞌe xa. Tjumeꞌe kuenꞌen xa, ko xroꞌan ichjan kuachónda xa. 
MRK.12.21	Ko tjumeꞌe xi yuxin kuteꞌe xa nchri kaꞌan, ko kaxon kuenꞌen xa. Ko xroꞌan ichjan kuichónda xa. Ko tjumeꞌe xi nínxin kuteꞌe xa nchri kaꞌan ko jaña xrajeꞌo konꞌen. 
MRK.12.22	Ko jaña konꞌen ngajin kain xi ya̱a̱to̱. Kain xa ndakuenꞌen xa ko xroꞌan ichjan kuintuꞌe xa. Ko kaxon jeꞌe nchra ndakuenꞌen nchra. 
MRK.12.23	Méxin, nchakon xroxechón kain chujni tsikenꞌen, ¿ngisen kuanduá ndoxiꞌe nchra ixi kain ya̱a̱to̱ xi kuteꞌe nchra?
MRK.12.24	Ko juateꞌe ndo Jesús:
MRK.12.24	―Ndakoꞌa xraxaonnta ixi tienxinꞌanta ngeꞌe ndachro xroon chijnie ndo Dio ko chuxinꞌanta juachaxien ndo. 
MRK.12.25	Nchakon xroxechón chujni tsikenꞌen, sen meꞌe tsuteꞌa sen ko tsajonꞌa sen chjenꞌen sen ixi tsuteꞌe xjan ixi chujni tsikenꞌen xranchi sen ángel tsintee sen ngajní.
MRK.12.26	Ko ti xroxechón chujni tsikenꞌen, ¿á tsjeꞌanta ngeꞌe ichro xroon tsikjin ndo Moisés ti chronga xranchi nichjaxin ndo Dio ti nta̱a̱ yua yaa xroꞌi? Ko jaꞌin kuinꞌen ndo Moisés: “Janꞌan ndo Dio titikaon ndo Abraham ko ndo Isaac ko ndo Jacob.” 
MRK.12.27	Méxin, ndo Dio jeꞌa naa ndo Dioe ni tsikenꞌen. Naꞌi. Ndo Dio meꞌe ndo Dioe sen jichón. Ko jaꞌanta tienxinꞌanta ko ndakoꞌa xraxaonnta.
MRK.12.28	Tjumeꞌe kui̱i̱ naa xi tjako ley ko kuinꞌen xa xranchi stetjao na̱ ndo Jesús ko kuinꞌen xa jian juateꞌe ndo. Ko juanchangi xa ko ndachro xa:
MRK.12.28	―¿Ngeꞌe ti ícha tjintee tsikituanꞌan ndo Dio?
MRK.12.29	Ko ndo Jesús juatingíexin ndo:
MRK.12.29	―Ti ícha tjintee tsiketuanꞌan ndo Dio jaꞌin ndachro: “Tinꞌennta kainnta ni Israel ixi Ncháina
MRK.12.30	Ko ixi nchijíi asáanta ko ti xraxaonnta xrotjuexinnta ndo Dio.” Meꞌe ti ícha tjintee tsiketuanꞌan ndo Dio. 
MRK.12.31	Ko ti chijni yuxin tsiketuanꞌan ndo Dio jaꞌin ndachro: “Xrotjueꞌenta kichuunta xranchi tjueꞌenta asáanta.” Koꞌa inaa ngeꞌe ícha tjintee ti tsiketuanꞌan ndo Dio.
MRK.12.32	Tjumeꞌe juateꞌe xi tjako ley, ko ndachro xa:
MRK.12.32	―Ndako ndachrua, Maestro, nduaxin naakua ndo Dio jii ko koꞌa inaa ngisen. 
MRK.12.33	Nóna ixi nchijíi aséenni ko ixi ti xraxaonni ko ixi nchijíi jeꞌeni xrotjuexinni ndo Dio ko xrotjueꞌeni ni kichuuni xranchi tjueꞌeni aséenni. Meꞌe ícha tjintee ixi kain iko xrokóñani xrokuayéꞌe ndo Dio.
MRK.12.34	―Jaꞌa íkjínꞌa ritjén ti jii juachaxien ndo Dio.
MRK.12.34	Ko kain na̱ xronka na̱ ko íxroꞌan ngisen juanchangiꞌe ndo ícha ngeꞌe.
