MAT.1.1	Níilii caasamuncii Yéesu 
MRK.5.16	Ɓuwaa maasohsee iñaa dalee haꞌ-rawaa na mbaamcaaɗa, ɓéestírussaɓa iñaa laakeeɗa. 
MRK.5.17	Waa ennda ɗa, ɓuwaa dalla kikíim Yéesu ya meyoh gohaagaɓa.
MRK.5.18	Daa Yéesu en na kiꞌaas loocaa, ɓaa raɓcaa abeeɗa kíimmbari ya onndi kites nari. 
MRK.5.19	Yéesu onndiirika, wayee woꞌꞌari an:
MRK.5.19	- Ɓoƴkaa kaanfu, ga ɓu-kaanfu, fu ɓéestíꞌɓa tóoh iñii 
MRK.5.20	Ɓaa kaꞌta, dalla kiyéegaloh ga gohaa «Teerucaa cidaaŋkaahcaa
MRK.5.21	Daa Yéesu soofisee na looci ga tewisaa wíinoowaa, mbooloo wiyaak nëgírukohha ga yahaaci, ga daa ya enee ga tewisaaɗa. 
MRK.5.22	Laakka ɓoꞌ, bok ga ɓuwaa kuliyuk ga jaangu-yaawúuraa, ee teeku Yayros; daa ya hot Yéesu hen, ya ƴíꞌꞌa ga kotcaagari. 
MRK.5.23	Ya yaa kíimmbi an:
MRK.5.23	- Kowukaagoo kiɓetikaa kiƴínkaa kaa ƴah kilëehɗuk; hay tíkaari yahciigaraa doonaa ya wak ee ya pes!
MRK.5.24	Yéesu yaa ƴah nari. Ee ɓoꞌ ɓiyewin ɓaa taabukki, ɓaa ñaak ga ɗookci.
MRK.5.25	Daama nak, laakeera ɓetifaa daanee kimeƴdoh ñíf rek, iñaa leꞌin tíkíis tidaaŋkaah na tanak. 
MRK.5.26	Ya sodeera lool ga yah payoh ɓiyewin ee iñaa ya laakeeɗa tóoh eemmba ga, wayee onndiiri kitani; hanaa kay ya ɓaatee kikeen. 
MRK.5.27	Daa ya kelohee loo Yéesu, ya aassa ga mbooloomaa, ga fenooci, ya leꞌꞌa ga kúltífaagari, 
MRK.5.28	Ndaga ya woꞌee ga ɗuuƴci an: «Binaa mi mínee kileꞌ rek ga kúltíciigarinaa, mi hay kiwak.» 
MRK.5.29	Ga ɗekataama ñífaa íissa kimeƴ gari, ee ya yéeŋnga ga faanci an ya wakin. 
MRK.5.30	Yéesu dalla kiyéeŋ ga hafci an laakin doolaa meyoh gari. Ya móoñsúkka ga leeloo mbooloomaa, meekisohha an:
MRK.5.30	- Ɓii leꞌ ga kúltíciigoo ɓa?
MRK.5.31	Tëelíbéecaagari woꞌussari an:
MRK.5.31	- Fu hot ga dii mbooloomii ñaak ga ɗookfuɗa, an fu woꞌ an: Ɓii leꞌ garoo ɓa?
MRK.5.32	Wayee Yéesu yaa malak iñaa wíilliɗa, kihot ɓaa tumee iñaamaɗa. 
MRK.5.33	Ɓetifaa tíitta bi yaa saak, ndaga ya ínohin iñaa daleeriɗa. Ya hayya, keennda ga kotcaa Yéesu, woꞌꞌari kayohfaa tóoh. 
MRK.5.34	Yéesu woꞌꞌari an:
MRK.5.34	- Jowu, ngëmumgaraa wëkɗinndaa. Karaa na jam ee wakaa ga iñum mesikkaaɗa.
MRK.5.35	Lak Yéesu yaa lís kiwoꞌ fodaama, ɓiɓoꞌ meyohussa kaan ɓaa kuliyuk ga jaangu-yaawúuraaɗa, kiwoꞌꞌi an:
MRK.5.35	- Kowukaagaraa kaanin. Iñii fu ƴah Jëgírohii kisonlukohis gaɗa ya?
MRK.5.36	Daa Yéesu kelohee woꞌeenaagaɓa, woꞌꞌa ɓaa kuliyuk ga jaangu-yaawúuraaɗa an:
MRK.5.36	- Kaa niik dara, gëmaa hen rek!
MRK.5.37	Ya tookkii ken taam nari, enndii Peeꞌ, na Saak na Saŋ, këmëeŋkícinaa. 
MRK.5.38	Ɓa leꞌ kaan Yayros hen, Yéesu hotta an coowaa yakin, ee ɓuwaa ɓaa looyoh, ɓaa fiipoh didóolíꞌ. 
MRK.5.39	Ya aassa, woꞌꞌaɓa an:
MRK.5.39	- Coowiigarúu wa yak na ɗa? Ɗú looyoh ya? Oomaanii kaanndii, en na kineeh.
MRK.5.40	Ɓa ɓaa ciiɓsukki. Waa ennda ɗa, ya méyíꞌtaɓa tóoh ga fooh, ee ya ɓayya paam oomaanaa na eeci na ɓuwaa ɓenseeriɗa. Ya aassa ga daa oomaanaa enoheeɗa. 
MRK.5.41	Ya ammba oomaanaa ga yahaa, ya woꞌꞌa an:
MRK.5.41	- Talita kúm! (Wërí en: «Kuꞌoomaa-jowu, mi woꞌꞌaa, kolka!»)
MRK.5.42	Kuꞌoomaa-jowukaa dalla kikoluk, ja laakee tíkíis tidaaŋkaah na tanak. Ja jaa tíin. Ɓuwaa jaahliꞌussa lool ga iñaama. 
MRK.5.43	Yéesu ɗíŋngaɓa na woꞌeen ciyëgísíꞌ an ken jomooka kiyéeŋ. Lëehíꞌta ya woꞌꞌa an kuꞌoomaakaa onsat ñamah.
MRK.6.1	Yéesu meyohha daama kaꞌta teeraa ya dëkohɗa
MRK.6.2	Bes 
MRK.6.2	- Ya ɓewohnee iñcii cii gada? Hamhamii ya ɓay wii, wa man na? Ee tum na kíntaancaa man na cii mín kimeyoh gari? 
MRK.6.3	Hanaa enndii daayoh haangii, kowukii Mariyaama, yaak ɓiSaak, Yosee, Yúdaa na Simoŋ? Ee ɓikëmëeŋkíci ɓiɓeti enu dii ga ɗuuƴcuune?
MRK.6.3	Fodaama keeñcaagaɓa caa tak gari. 
MRK.6.4	Wayee Yéesu woꞌꞌaɓa an:
MRK.6.4	- 
MRK.6.5	Ya mínndii kitum daama kíntaan wíinoo enndii rek ɓiɗúukooliꞌ ɓaa ya tík yah, ee ɓa wakkaɗanaa. 
MRK.6.6	Ya jaahliꞌꞌa ga daa ɓa tookkii kigëmɗa.
MRK.6.6	Lëehíꞌta Yéesu yaa wíil ga dëkcaa deeƴ daamaɗa, ya yaa jëgíroh.
MRK.6.7	Waa ennda ɗa, ya ɓayya apotaaꞌcaa ɓidaaŋkaah na ɓanakɓaa, ya yaa wosɓa, ɓa taam ɓanak ɓanak. Ya eꞌtaɓa dooli kikaal raɓ ga ɓuwaa. 
MRK.6.8	Ya kokohhaɓa an ɓa hanat kiɓaydoh dara ga ɓaawaa, enndii dooꞌ rekaa. Ya woꞌeeɓa an:
MRK.6.8	- Kaa ɓayat dara: enndii mbúurú, enndii hëmbu, ee kaa loyukat kopaꞌ ga kenohhúu. 
MRK.6.9	Wayee ekkat ñafaꞌ ee kaa ɓayat kúltí kanak.
MRK.6.10	Lëehíꞌta ya woꞌissaɓa an:
MRK.6.10	- Daa ɗú leꞌ ɓéeɓ, tesat ga kaanfaa ɗú eksanɗa bi ga daa ɗú kolkohan ɗekataama. 
MRK.6.11	Ee ga ɗekataa ɗú leꞌ ɓéeɓ, binaa ɓuwaa tookkiirúu ga kaanɓa ee ɓa saŋngúu kisúkúrukaa, leenaa përtukat pëndëlaa en ga kotcaagarúuɗa
MRK.6.12	Waa ennda ɗa, apotaaꞌcaa karussa, ɓa ɓaa jangat an ɓuwaa súpítat kipeskaagaɓa. 
MRK.6.13	Ɓa ɓaa kaal raɓ ɓiyewin ga ɓuwaa ee ɓa ɓaa leef dúuleen
MRK.6.14	- Saŋ yaa bëtísiꞌee ɓuwaa ga músúɗa yërí mílís ga ɓuwaa kaaninɗa. Iñaama yërí onndi dooli kimín kitum kíntaan.
MRK.6.15	Ɓíinoo woꞌsee an:
MRK.6.15	- Ɓaa Ili.
MRK.6.15	Ee ɓíinooɓaa an:
MRK.6.15	- Ɓaa, iñaa 
MRK.6.16	Wayee Eroot, daa ya keloheeka, woꞌꞌa an:
MRK.6.16	- Saŋ-Bëtís yaa mi gúꞌlukee hafaaɗa yërí mílís! 
MRK.6.17	Eroot yaama, ga kihafci, yërí nakohee kiꞌamluk Saŋ-Bëtís, ya ɓaŋlukkari, laŋngari ga kasu. 
MRK.6.18	Lak Saŋ-Bëtís woꞌee Eroot an: «Waas onndiiraa kifaan ɓeti këmëeŋkífu ya en ɓetifu!»
MRK.6.19	Kërí tah Erojaas ammba Saŋ-Bëtís ayluk, waaꞌtari kiꞌapluk. Wayee ya mínéeríika, 
MRK.6.20	ndaga Eroot niikeera Saŋ-Bëtís, lak ya ínohin an Saŋ-Bëtís enin ɓaa júwin ee selaꞌin. Kërí tah ya somiri ee besaa ya keloh woꞌeenaagari ɓéeɓ, helaagari yëngëluk ee kokohhii ɓan bi hayaa ya safaꞌ ga kisúkúrukki.
MRK.6.21	Erojaas laakka besci, bëríi lak Eroot en na kihúmbal besaa ya límohuɗa. Eroot nakka ɓuwaa ɓiyaakɓaa en nari ga jalaaɗa, ɓuwaa kuliyuk ga soldaaꞌcaagariɗa na lamancaa ga Gëlíléeɗa. 
MRK.6.22	Kowukaa kiɓetikaa Erojaas aassa kaa ham; hamaa neɓpa Eroot lool, na ɓuwaa ya nakee hewaaɗa. Buuraa woꞌꞌa oomaa-jowaa an:
MRK.6.22	- Meekisohaaroo iñaa neɓpaa, mi hayyaari kiꞌeꞌ.
MRK.6.23	Ya waatta ga fíkíici an:
MRK.6.23	- Iñaa fu meekisohoo ɓéeɓ mi eꞌtaari, luu enee kiɗaꞌ kúlkiigoo ga leꞌnii mi eꞌtaa ɓakii wíinoowii.
MRK.6.24	Oomaanaa meƴca, meekisneera eeci an:
MRK.6.24	- Mi kíimanndi ya?
MRK.6.24	Yaama taassari an:
MRK.6.24	- Hafaa Saŋ-Bëtís.
MRK.6.25	Ya gaawwa kisoof ga buuraa kiwoꞌꞌi an:
MRK.6.25	- Eraaroo diima-diima hafaa Saŋ-Bëtís ga ɗook palaat
MRK.6.26	Keeñaa buuraa leehha tak ga iñaama. Ya mínndii oomaanaaka kisagiꞌ, ndaga daa ya woꞌeeka ga fíkíi ɓuwaa ya nakee hewaaɗa, ee na daa ya laasinka kiwaatɗa. 
MRK.6.27	Ya dalla kiwos soldaaꞌ yíinoo, nakkari kihaydoh hafaa Saŋ-Bëtís. Soldaaraa kaꞌta, gúꞌneera hafaa Saŋ-Bëtís ga kasaa, 
MRK.6.28	ya haydohiꞌtariwa ga palaat. Ya eꞌtawa oomaa-jowaa ee oomaa-jowaa eꞌneerawa eeci. 
MRK.6.29	Daa tëelíbéecaa Saŋ-Bëtís kelohsee iñaama, ɓa hayya kiɓeɓ faraaffaagari, acsuneerafa ga loycaa.
MRK.6.30	Apotaaꞌcaa Yéesu nëgírukohussa ga yahaaci, ɓaa ɓéestíꞌti iñaa ɓa tumeeɗa na iñcaa ɓa jëgíroheeɗa tóoh. 
MRK.6.31	Yéesu woꞌꞌaɓa an:
MRK.6.31	- Hayat gii ɗu ƴee daa wéetin, ɗú íikaruk jutuut.
MRK.6.31	Yéesu woꞌeeɗa ndaga lak ɓuwaa yewneera kikaꞌ na kihay gaɓa bi sah ɓa laakéeríi jot kiñam. 
MRK.6.32	Ɓa aassa kon ga gaal-loocaa ɓa haŋɓa, kikaꞌ daa wéetin. 
MRK.6.33	Ɓoꞌ ɓiyewin hotuɓa daa ɓa na kiƴahɗa, ínohsohussaɓa. Ee ɓuwaa ɓaa meyoh ga dëkcaa tóoh, ɓaa fool na kot kiɗëwírukɓa ga daa ɓa aawɗa.
MRK.6.34	Daa Yéesu yoosukee ga gaal-loocaa, ya hotta mbooloo wiyaak, ya laakka yërmaandi gaɓa ndaga ɓa madee na baalcaa laakoo níiroh
MRK.6.35	Tëelíbéecaa hayussa ga Yéesu lak nohaa waa soos, kiwoꞌꞌi an:
MRK.6.35	- Ɗekatii laakoo dara ee nohii wii soos, 
MRK.6.36	Íisaa ɓuwii ɓa aas yopcii na dëk-kawcii ga yahaaniiɗa, ɓa lomnee iñaa ɓa ñaman.
MRK.6.37	Yéesu taassaɓa an:
MRK.6.37	- Eratɓa na kihaffúu iñaa ɓa ñaman.
MRK.6.37	Wayee ɓa woꞌꞌari an:
MRK.6.37	- Ɗí karat kilomnee mbúurú iñaa leꞌ 
MRK.6.38	Yéesu meekissaɓa an:
MRK.6.38	- Ɗú ɓay mbúurú cera? Malaknat!
MRK.6.38	Ɓa laakka iñaa leeꞌɓa ga, ɓa hayya, ɓa woꞌꞌari an:
MRK.6.38	- Mbúurú ciyëtúus na jën kanak cërí ɗí laak.
MRK.6.39	Fodaama, ya nakkaɓa kiyugiꞌ mbooloomaa kakay ga pëegíifaa fihiiliifaa; ɓa nëgírukoh kom kom. 
MRK.6.40	Ɓa yuŋnga, ɓa warukohha waaꞌ, cii ɓoꞌ ɓitéeméeꞌ, cii ɓoꞌ ɓidaaŋkaah-yëtúus. 
MRK.6.41	Ya ɓeɓpa mbúurúcaa ciyëtúuscaa na jëncaa kanakcaa, ya taaginukka ɗook, ya gërëmmba Kooh gaca. Lëehíꞌta ya gúꞌsohhaca, ya eꞌta tëelíbéecaa ɓa waroh ɓuwaa. Fodaama ɓan ya warohha jëncaa kanakcaa ga ɓuwaa tóoh. 
MRK.6.42	Ɓuwaa ɓéeɓɓa ñammba bi ɓa kappa pút, 
MRK.6.43	ee pañi cidaaŋkaah na kanak líifɗussa ga na iñaa tesee ga mbúurú na jënɗa
MRK.6.44	Ga ɓuwaa bokee kiñam mbúurúcaaɗa laakeera ƴaal ɓijúnni-yëtúus.
MRK.6.45	Ga waa iñaama paaffa, Yéesu dalla kituukuk tëelíbéecaagari ɓa aas ga gaal-loocaa, ɓa ɗëwírukki ɓakaa giiyaa hanoh gaa, ga ɓak dëkaa Betsaydaa; hídinaa, ya ga kihafci ya tagoh na mbooloomaa. 
MRK.6.46	Waa ya tagohha naɓa bi lëehíꞌta, ya lappa ɗook tëgëlaa, yaa kíim Kooh. 
MRK.6.47	Ga waa wekaa leꞌꞌa, lak loocaa tëelíbéecaa waa ga leeloo giiyaa, Yéesu tesee haŋci doŋ ga tewisaa. 
MRK.6.48	Yéesu hotta an tëelíbéecaa laakseera coonu kitíidiꞌ loocaa ndaga ɓa jaanohee na uurisaa. Waa Kooh wíisanaa, ya kolukka yaa ƴah gaɓa, tíin hen ga ɗook giiyaa. Ya kaꞌta bi ya yaa waaꞌɓa kipaaf. 
MRK.6.49	Daa ɓa hotti yaa tíin ga ɗook giiyaa, ɓa fooŋnga an iñaa enndii ɓoꞌ. Ɓa ɓaa fiipoh. 
MRK.6.50	Ɓéeɓɓa hotsee gari ee ɓa tíitta lool. Ga ɗekataama, Yéesu dalla naɓa kiwoꞌ an:
MRK.6.50	- Yëgísɗat fítciigarúu, ɓii mi, kaa niikat.
MRK.6.51	Lëehíꞌta ya yaa ƴah gaɓa, aassa gaɓa ga loocaa. Uurisaa tuukka. Ɓa, ga kihafɓa waaruꞌussa lool ga iñaama, 
MRK.6.52	ndaga en kiꞌenaa ɓa mínéeríi kiꞌínoh iñaa kíntaanaa ga mbúurúcaa waaꞌ kiwoꞌɗa, ndaga daa ɓa yëgísíꞌ keeñcaagaɓaɗa.
MRK.6.53	Waa ennda ɗa,Yéesu na tëelíbéecaagari lëehɗussa kihúus giiyaa na gaal-looci, ɓa teeꞌta ga kúlkaa Genesareet
MRK.6.54	Ɓa ɓaa meƴ ga loocaa rek ɓuwaa ɓaa ínohsoh Yéesu; 
MRK.6.55	ɓuwaa wíilla gohaama tóoh ee ga ɗekataa ɓa keloh an ya yaa da ɓéeɓ, ɓa ennda ga kiɓeɓ ɗúukoolíꞌcaa ga gatancaa, kiɓay daama. 
MRK.6.56	Ga daa ya aasoh ɓéeɓ, ennda ga dëkcaa ga kawaa, ga teeraa wala ga tukaantaa en ga ëgíraaɗa, ɓuwaa faansi ɗúukoolíꞌcaa ga paancaagaɓa. Ee ɓaa kíimmbi ya onɓa ɓa mín kileꞌ rek ga pawaa kúltífaagari. Fodaama ɓuwaa leꞌee gariɗa tóoh, wakussa.
MRK.7.2	Ɓa hotta ga tëelíbéecaagari ɓaa en na kiñam na yahcaa settii, waaꞌ kiwoꞌ an ɓa tísukkii fodaa daa baahcaagaɓa nakohkaɗa.
MRK.7.3	Waama Fërísiyeeŋcaa na iñaa enin yaawúuꞌ ɓéeɓ, ɓa ñamoo ee ɓa tíssii yahcaa bi jof
MRK.7.4	Ee binaa ɓa meyoh toonaaraanaa, ɓa ñamoo ee ɓa tísukkii paaƴ. Ɓa laakin ɓan baah ciliis caa ɓa taabuk fodii tísaa kaascaa, na tataataa, na këwdíiꞌcaa.
MRK.7.5	Fodaama, Fërísiyeeŋcaa na jëgíroh-waascaa meekisohussari an:
MRK.7.5	- Iñii tah ya tëelíbéeciigaraa taabukussii baahcii caasamuncii, ɓa ñami na yahcaa settii?
MRK.7.6	Yéesu taassaɓa an:
MRK.7.6	- Ɗú, ɗú jófjófɗuk ga hascii ɓuwii! 
MRK.7.6	«Ɓuwii ɓii, kañii ɓa kañirooɗa, eem túuwtii doŋ,
MRK.7.6	ɓa ekkiiroo ga keeñɓa.
MRK.7.7	Ɓa ɓay teekkoo sooƴ
MRK.7.7	ndaga iñcii ɓa jëgíroh ga teekiigooɗa meyoh ga iñaa ɓoꞌ nakoh.»
MRK.7.8	Lëehíꞌta, ya tíkka ga an:
MRK.7.8	- Ɗú íisin kitum iñaa Kooh nakoh, ɗú taabuk baah ɓoꞌ!
MRK.7.9	Ya enissa an:
MRK.7.9	- Ɗú laakin hel ga kikoom day iñaa Kooh nakoh ee ɗú taabuki baahciigarúu. 
MRK.7.10	Ndaga Móyíis woꞌee an: «Kelohɗaa paapu na eefu.» Ya tíkka ga an: «Ɓaa fu ɓas paapu wala eefunaa, fu jom kiꞌapu hen
MRK.7.11	Wayee ɗú, ɗú jëgíroh an binaa ɓoꞌ woꞌ paamci wala eeci an «Iñaa mi jomeerúu kitoputuꞌohɗa enin Korban
MRK.7.12	ɗú nak ɓaama kitumɗoo paamci dara, wala eeci. 
MRK.7.13	Fodaama, baahciigarúu ɗú lamɗa cërí níslukohhúu woꞌeenaa Kooh. Ee yewinin iñcaa ɗú tumi man fodaama.
MRK.7.14	Waa ennda ɗa, Yéesu ɓaysissa ɓuwaa, ya woꞌꞌaɓa an:
MRK.7.14	- Súkúꞌkattoo ɓéeɓpúu, ee ɗú ínoh iñii yii bi jof: 
MRK.7.15	laakkii iñaa kúlkoh fooh, aas ga ɓoꞌ, bi tah ya líiɓ ga fíkíi Kooh, wayee iñaa meyoh ga keeñci yërí líiɓɗi ɓoꞌ. [ 
MRK.7.16	Ɓaa fu laakin nof kikelohaa, súkúruka!]
MRK.7.17	Ya foñnja ɓuwaa, ya aassa kaan. Tëelíbéecaagari meekisohussari ya lëegísohɓa woꞌeenaa ya nataal waama. 
MRK.7.18	Ya woꞌꞌaɓa an:
MRK.7.18	- Ɗú ɓan, ɗú laakoo hel hene? Ɗú ínohoo an laakkii iñaa kúlkoh fooh, aas ga ɓoꞌ, bi tah ya líiɓ ga fíkíi Kooh? 
MRK.7.19	Ndaga fu ñam yenaa iñaama aasirii ga keeñaagaraa, wayee aawi ɗuuƴ lookaagaraa, lëehíraa, wa kaꞌ fenoo kaan.
MRK.7.19	(Fodaama, Yéesu teewohee an ñamahaa en ɓéeɓ onohuunun kiñam.)
MRK.7.20	Ya woꞌissa an:
MRK.7.20	- Iñaa meyoh ga keeñ yërí tah ɓoꞌ kilíiɓ ga fíkíi Kooh. 
MRK.7.21	Halaatcii cibóníꞌcii meyoh ɗuuƴ, ga keeñ ɓoꞌ: cërí haydoh kifaanuk na ɓaa en ɓéeɓ, kilok, kiꞌap ɓoꞌ, 
MRK.7.22	kiɗúk ƴaalfu wala ɓetifu fu faanuk na ɓoꞌ yiliis, kiwaaꞌ kihëpíꞌ, kiɓay nof-moroo, kiñaañukoh mooroomfu, kiŋalaañuk, kiꞌiñaan, kiɗooɓ ɓoꞌ, kimaruk na kidófdófɗuk. 
MRK.7.23	Iñcii cimoroocii ciima tóoh kúlkoh ɗuuƴ ɓoꞌ, ee cërí tah ɓoꞌ kilíiɓ ga fíkíi Kooh.
MRK.7.24	Yéesu meyohha daama, kaꞌta ɓak dëkaa Tíiꞌ. Ya ennda ga kaan fíinoo daama, ee ya waaréeríi ɓoꞌ yéeŋka. Wayee ya mínéeríi kiɗaakuk iñaa maañ. 
MRK.7.25	Laakka ɓoꞌ yiɓeti, kowukaagari kiɓetikaa laakee raɓ. Daa ya kelohha ɓuwaa ɓaa woꞌ ga loo Yéesu, ya yaa hay, ya leꞌꞌa, keennda ga kotcaagari. 
MRK.7.26	Ɓetifaa faama enee Gerek, baahkohee Fenísíi ga Síríi. Ya kíimmba Yéesu ya meƴdoh rawaa ga kowukaagari. 
MRK.7.27	Yéesu woꞌꞌari:
MRK.7.27	- Íisa paaƴ bi oomaacaa kapu. Kiɓeɓ ñamah oomaa, fu jafiꞌ tubaaytaa,iñaama moroo.
MRK.7.28	Ɓetifaa taassari an:
MRK.7.28	- Iñaama kayoh, 
MRK.7.29	Waa ennda ɗa, Yéesu woꞌꞌari an:
MRK.7.29	- Woꞌeenum fu woꞌ wuma tahin bi, kara, rawaa meyohin ga kowukaagaraa.
MRK.7.30	Ee ga waa ya leꞌꞌa kaanci, ya laakka oomaanaa leemukin ga ɗook fayaaŋfaa, rawaa meyohin gari.
MRK.7.31	Yéesu kolkohha ɓak dëkaa Tíiꞌ, meƴca dëkaa Sídoŋ. Ya koorohha ga ɗuuƴ gohaa teerucaa cidaaŋkaahcaa, ya sooffa ɓak 
MRK.7.32	Ya haydohɗussa ɓaa ɗekin ee luuwin. Ɓuwaa kíimmbari ya tíkki yahcaagari. 
MRK.7.33	Ya wéetneera nari, úsaayya ɓuwaa, ya ekka tujokontaagari ga ɗuuƴ nofcaa ɓaa, ya toossa, tumiꞌtari mitoosmaa ga perimpaa. 
MRK.7.34	Lëehíꞌta ya taaginukka ɗook, ya údíꞌta yen ga kakay, ya woꞌꞌa an:
MRK.7.34	- Effata!
MRK.7.35	Haat nofcaa ɓaa lëgísukka, perimpaa lógískohha, ya yaa woꞌ dijófíꞌ. 
MRK.7.36	Yéesu ɗíŋnga ɓuwaa an ɓa hanatka kiɓéestíroh. Wayee ya wëñi ɓuwaa kiɗígaa, ɓuwaa wëñi ɗa kiyéegaloh. 
MRK.7.37	Ɓuwaa waaruꞌseera bi hëppa ee ɓaa woꞌ an:
MRK.7.37	- Iñaa ya tum ɓéeɓ jekin, ee ya onin sah ɗekcii kikeloh na luuɓcii, ɓa woꞌ!
MRK.8.1	Waama ɓoꞌ ɓiyewin nëgírukohisee daama ee ɓa laakéeríi iñaa ɓa ñaman. Yéesu ɓayya tëelíbéecaagari, woꞌꞌaɓa an:
MRK.8.2	- Mi laakin yërmaandi wiyaak ga mbooloomii, ndaga malkat, bes kaahay cee, caa wëeꞌtaa ga an cii, ɓa ɓii naroo, ee diima deŋ ɓa laakoo iñaa ɓa ñaman. 
MRK.8.3	Binaa mi woꞌɓa ɓa ɓoyuk kaanɓa na kiyaawaa, ɓa mínin kitëehlíꞌ ga waas, ndaga ɓíinoo, dii ɓa meyohɗa úsaayin.
MRK.8.4	Tëelíbéecaagari taasussari an:
MRK.8.4	- Mbúurúcaa ƴah kikëpíꞌ ɓuwii ɓii meyohan gada, ga ɗekatii wii laakoo daraɗa?
MRK.8.5	Yéesu meekissaɓa an:
MRK.8.5	- Ɗú laak mbúurú cera?
MRK.8.5	Ɓa taassa an:
MRK.8.5	- Ciyitnakanak.
MRK.8.6	Waa ennda ɗa, ya nakka ɓuwaa kiyuŋ kakay. Ya ɓeɓpa mbúurúcaa ciyitnakanakcaa. Ya gërëmmba Kooh, ya weellaca, ya eꞌta tëelíbéecaagari ɓa warohca ɓuwaa. Ɓa warohhaca ɓuwaa tóoh. 
MRK.8.7	Ɓa laakeera ɓan tujën. Ya gërëmmba Kooh gaca, lëehíꞌta ya nakohhaca kiwaroh ɓan. 
MRK.8.8	Ɓaa en ɓéeɓ ñammba bi kappa pút, bi tessa. Iñaa teseeɗa ɓa wookkari: ennda ɗaba ciyitnakanak ga mbúurú na jën. 
MRK.8.9	Ɓuwaa leꞌseera ɓijúnni-nikiis (4.000). Ga waa iñaama leehha, Yéesu tagohha naɓa. 
MRK.8.10	Ya dalla kiꞌaas ga loocaa na tëelíbéecaagari, ɓa ɓaa ƴah ɓak gohaa Dalmanutaa
MRK.8.12	Yéesu íikka hëes, woꞌꞌa an:
MRK.8.12	- Iñii tah ya ɓuwii wati waaru kihot kíntaan? Mi woꞌꞌúuka ee kayoh; ɓuwii wati, ken teewooɓa kíntaan.
MRK.8.13	Lëehíꞌta Yéesu tagohha naɓa, yaa ƴah. Ya aasissa loocaa kipaaf ɓakaa giiyaa wíinoowaa.
MRK.8.14	Tëelíbéecaa Yéesu alussa kiɓaydohu mbúurú. Ɓa laakee mbúurú wíinoo doŋ naɓa, ga loocaa. 
MRK.8.15	Yéesu ɗíŋngaɓa an:
MRK.8.15	- Watukat, ee abukat ga lëwíiraa 
MRK.8.16	Tëelíbéecaa enussa ga kiwoꞌ ga díkaantiɓa an:
MRK.8.16	- Dii ɗu laakoo mbúurúɗa kërí tah ya woꞌ iñaama.
MRK.8.17	Yéesu ínohha iñaa ɓa en kiwoꞌ ga díkaantiɓaɗa, woꞌꞌaɓa an:
MRK.8.17	- Iñii tah ya ɗú woꞌ an: dii ɗú laakoo mbúurúɗa kërí tah? Bi wati helciirúu hayyiine? Helciirúu aboo darane? Ɗú yëgísíꞌ keeñciirúu ya? 
MRK.8.18	Man ɗú laakin has, ati ɗú hotoo? Ɗú laakin nof, ati ɗú kelohoo?
MRK.8.19	ga waa mi weeliꞌ ɓuwaa ɓijúnni-yëtúusɓaa mbúurúcaa ciyëtúuscaaɗa, ɗú wookee pañi cera, caa ɗú líifɗee na mbúurúcaa teseeɗa?
MRK.8.19	Ɓa taassa an:
MRK.8.19	- Cidaaŋkaah na kanak
MRK.8.20	Yéesu meekisissaɓa an:
MRK.8.20	- Haa ga waa mi weeliꞌ ɓuwaa ɓijúnni-nikiisɓaa (4.000) mbúurúcaa ciyitnakanakcaaɗa, ɗú wookee ɗaba cera, caa ɗú líifɗee na mbúurúcaa teseeɗa?
MRK.8.20	Ɓa taassa an:
MRK.8.20	- Ciyitnakanak
MRK.8.21	Ya woꞌꞌaɓa an:
MRK.8.21	- Ee helciirúu hayyii bi watine?
MRK.8.22	Yéesu na tëelíbéecaagari karussa Betsaydaa. Ɓuwaa haydohha búumíꞌ ga Yéesu, ɓa kíimmbari kileꞌ ga ɓaa. 
MRK.8.23	Yéesu ammba búumíraa ga yahaa, ya meƴca dëkaa nari. Lëehíꞌta ya tumiꞌtari mitoos ga hascaa, ya tíkkari yahcaagari, ya meekissari an:
MRK.8.23	- Fu yii hot yene?
MRK.8.24	Ɓaa malakka hascaa, woꞌꞌa an:
MRK.8.24	- Mi hot ɓiɓoꞌ; iñcii man na tedik, ee cii tíin.
MRK.8.25	Yéesu leꞌissa yahaagari ga hascaa ɓaa. Búumíraa malakka ƴiic, ya wakka, ya yaa hot weceŋ. 
MRK.8.26	Waa ennda ɗa, Yéesu ebilla ɓaa kaanci, ya woꞌꞌari an:
MRK.8.26	- Kaa aas sah dëkii.
MRK.8.27	Yéesu kaꞌta na tëelíbéecaagari ga dëkcaa wíil teeraa Sesaree-Filiipɗa
MRK.8.27	- Ɓuwii woꞌu an mi yërí en ɓa?
MRK.8.28	Ɓa taassari an:
MRK.8.28	- Laakin ɓuwaa woꞌ an fu yërí en Saŋ-Bëtís. Ɓíinoo an fu yërí en sëldíiga Ili. Ɓíinooɓaa an fu bok ga 
MRK.8.29	Ya meekissaɓa an:
MRK.8.29	- Haa ɗú, ɗú woꞌ an mi yërí en ɓa?
MRK.8.29	Peeꞌ taassari an:
MRK.8.29	- Fu yërí en 
MRK.8.30	Yéesu ɗíŋngaɓa na woꞌeen ciyëgísíꞌ an ɓa hanat kiwoꞌ na ken ga loo iñaa aaw gari.
MRK.8.31	Lëehíꞌta Yéesu yaa ínohlukohɓa an:
