GEN.1.1	A kipatcilin Pasian in van le lei piangsak hi. 
2SA.19.29	 Kumpipa in, "Bang gen lailai na hi hiam? Nang le Ziba in lote na hawm dingun thu ka pia hi," a ci hi.
2SA.19.30	 Mephibosheth in kumpipa kiangah, "Na khempeuh amah lasak in, tu-in ka topa kumpipa nuamtakin inn nong tung kik hi," a ci hi.
2SA.19.31	 Gilead-te Barzillai zong kumpipa Jordan gun a kantanpih ding le tua lai panin amah a kha dingin Rogelim panin a kuansuk hi. 
2SA.19.32	 Tua hunin Barzillai khangham mahmah ta a, kum sawmgiat a pha hi. Amah mi nuamsa ahi manin Mahanaim ah kumpipa a om lai-in a vak hi. 
2SA.19.33	 Kumpipa in Barzillai kiangah, "Kei tawh galkah khawm in; Jerusalem ah tengkhawm ni, nang kong vak ding hi," a ci hi.
2SA.19.34	 Ahi hangin Barzillai in kumpipa kiangah, "Kumpipa tawh Jerusalem a tonto dingin kum bangzah zong nungta nawn ding ka hi hiam? 
2SA.19.35	 Kum sawmgiat ka pha ta hi. Bang hoih a, bang hoih lo hiam cih zong gen thei nawn ka hi hiam? Na nasempa in a nek a dawnte a limna zong thei nawn ahi hiam? Numei le pasalte lasak zong za thei nawn se ka hiam? Bang hangin na nasempa in kumpipa ading vangik hong suanbeh ding ka hi hiam? 
2SA.19.36	 Na nasempa in Jordan gal tomkha kong zui lai ding hi; ahi hangin kumpipa in tua banga pahtakman hong pia laizang ding na hi hiam? 
2SA.19.37	 Na nasempa ka tenna khua ah, si-a ka nu ka pa han gei-ah kivui theih nadingin hong ciahsak zaw in. Ahi zongin na nasempa Kimham hih lai-ah om hi. Ka topa kumpipa tawh na galkah khawm un. Ama tungah na lungkim bangin na hih in," a ci hi.
2SA.19.38	 Kumpipa in, "Kimham tawh ka galkah khawm dinga na lungkim bangin ama tungah ka na hih ding hi. Tuateh kei hih dinga na deih khatpeuh kong hihsak ding hi," a ci hi.
2SA.19.39	 Tua ciangin mite khempeuh Jordan gal kah uh a, tua khit ciangin kumpipa a galkah pan hi. Kumpipa in Barzillai namin ama thupha pia a, Barzillai a inn ah a ciah hi.
2SA.19.40	 Gilgal ah kumpipa a galkah ciangin amah tawh Kimham a galkah khawm hi. Judah galkap khempeuh le Israel galkap a langin kumpipa a kha uh hi.
2SA.19.41	 Israel mite khempeuh kumpipa kiangah paipah uh a, ama kiangah, "Bang hangin i sanggam Judah mite in kumpipa gumangin amah le a innkuanpihte Jordan kantanin a mite khempeuh tawh hong puak ahi uh hiam?" a ci uh hi.
2SA.19.42	 Judah mite khempeuh in Israel-te kiangah, "Ko le kumpipa kitanau zaw ka hi manun ka hih uh ahi hi. Bang hangin hih thu ah heh na hi uh hiam? Kumpipa’ tanh ko nekha ka hi uh hiam? Ko adingin na khatpeuh la ka hi uh hiam?" ci-in a dawng uh hi.
2SA.19.43	 Tua ciangin Israel mite in Judah mite kiangah, "Kumpipa ah tanh sawm ka nei uh hi. Tua banah David pen no sangin ko tawh ka kisai zaw uh hi. Tua hi napi bang hangin hong simmawh na hi uh hiam? Kumpipa lak kik ding a sawm masa ko hi lo ka hi uh hiam?" ci-in a dawng uh hi.
2SA.19.43	Ahi hangin Israel mite sangin Judah mite a paukhauh zaw uh hi.
2SA.20.1	Tu-in Benjamin mi Bicri’ tapa Sheba min nei buaina bawlpa khat tua lai-ah na om kha hi. Amah in pengkulmutin,
2SA.20.1	"David ah tanh i nei kei hi,
2SA.20.1	Jasse’ tapa ah i kihel kei hi!
2SA.20.1	Israel aw, na puanbuk ciat uh zuan un," a ci hi.
2SA.20.2	 Tua ciangin Israel mi khempeuh in David taisan uh a Bicri’ tapa Sheba a zui uh hi. Ahi hangin Judah mite in Jordan panin Jerusalem dong lam tawntungah amau kumpipa mah a zui cinten uh hi.
2SA.20.3	 Jerusalem a kumpi inn ah David a ciah kik ciangin kumpipa in inn kem dinga a koih a zino sawmte samin inn khatah koiha, a cingsak hi. Amaute an vaka ahi hangin a luppih kei hi. Amaute a sih dongun meigongin a kikhumcip hi.
2SA.20.4	 Tua ciangin kumpipa in Amasa kiangah, "Ni thum sungin Judah mite ka kiangah kikhawmsak inla nang mahmah hiah ompah in," a ci hi. 
2SA.20.5	 Ahi hangin Judah-te khawm dingin Amasa a pai ciangin kumpipa seh hun sangin sawt a beisakzaw hi.
2SA.20.6	 David in Abishai kiangah, "Tu-in Bicri’ tapa Sheba in Absalom sangin ei tungah siatna a tungsak zaw ding hi. Na topa’ nasemte tawh na va delh kei uh leh kulha ki-um khuapi tuhin a suakta kha ding hi," a ci hi. 
2SA.20.7	 Tua ciangin Joab mite le Kereth-te le Peleth-te, mi thahat galhang khempeuh Abishai in ukin a kuankhia uh hi. Bicri’ tapa Sheba delh dingin amaute Jerusalem pan a paikhia uh hi.
2SA.20.8	 Amaute Gibeon suangpi ah a om laitakun, amaute tawh kimu dingin Amasa a pai hi. Joab in a galkap puanpi silh-a a paai-a kisiat temtazum khat a kivawh kawnggak khat a kawngah a gak hi. A mailam ah a pai laitakin a paai panin a kidokkhia hi.
2SA.20.9	 Joab in Amasa kiangah, "Sanggam aw, na dam hiam?" a ci hi. Tua ciangin Joab in a ziatlam khutin a khamul ah manin a nam hi. 
2SA.20.10	 Joab in temtazum a tawi lam Amasa in awlmawh kha lo-a, Joab in a gilpi ah dawtin a gilzang leilakah a luangkhia hi. Dawt beh kul loin Amasa a si hi. Tua ciangin Joab le a sanggampa Abishai in Bicri’ tapa Sheba a delh uh hi.
2SA.20.11	 Joab mite khat Amasa gei-ah dingin, "Joab guma David mi ahi peuhmah in Joab zui ta un!" a ci hi. 
2SA.20.12	 Lampi laizanga a sisan lakah Amasa kidiah in lum-a tua a mu galkapte khempeuh tua lai-ah a khawl uh hi. Tuapa in Amasa omna a tung masasa a khawl a muh ciangin lampi panin lopaang ah kaikhia-a a tungah puan khatin a khuh hi. 
2SA.20.13	 Lampi panin Amasa a kihepkhiat khit ciangin Bicri’ tapa Sheba delhin Joab nungah mi khempeuh a paisuak uh hi.
2SA.20.14	 Sheba in Abel Beth Maacah a
2SA.20.15	 Joab galkapte khempeuh pai-in Sheba omna Abel Beth Maacah a umcih uh hi. Amaute in khuapi umcih in lei sungvum uh a, kulh pualam ah a ding uh hi. Amaute in kulh phukpai dingin a phut damdam uh ciangin, 
2SA.20.16	 khuapi panin numei pil khat in, "Na ngai dih un! Na ngai dih un! Joab tawh ka kiho nuam hi, hiah hong sapsak dih un," ci-in a awng hi. 
2SA.20.17	 Amah tuanu lam manawhin pai-a tuanu in, "Nang Joab na hi hiam?" ci-in a dong hi.
2SA.20.17	Amah in, "Ka hi hi," a ci hi.
2SA.20.17	Tuanu in, "Na nasemnu hong gen ding na ngaihsak in," a ci hi.
2SA.20.17	Amah in, "Ka ngai hi," a ci hi.
2SA.20.18	 Tuanu in zom lai-a, "Sawtpek lai-in amaute in, ‘Abel ah nang hong kidawng hi,’ ci uh a, tua in thu a siangsak hi. 
2SA.20.19	 Israel ah kote, a kilem a muanhuai ka hi uh hi. Nang in Israel sunga mi khat ahi khuapi suksiat na sawm hi. Bang hangin 
2SA.20.20	 Joab in, "Hi deksuai kei! Nawmvalh le siatsak a sawm ka hi peuhmah kei hi! 
2SA.20.21	 A thu tua hi lo hi. Ephraim mualtung gam pana Bicri’ tapa Sheba min neipa in kumpipa David langah a khut liikto hi. Hih mipa hong pia peuh le uh cin khuapi pan ka nungkik ding hi," ci-in a dawng hi.
2SA.20.21	Numei in Joab kiangah, "A lutang kulh panin nang hong kilot ding hi," a ci hi.
2SA.20.22	 Tua ciangin tua numei ama ngaihsutna pilna tawh mi khempeuh kiangah pai-a, amaute in Bicri’ tapa Sheba lutang tankhia-in Joab a lot uh hi.Tua ciangin amah in pengkul muta, khuapi panin a mite kikhenthangin amau inn ciatah a ciah uh hi. Tua ciangin Jerusalem a kumpipa kiangah Joab a ciah kik hi.
2SA.20.23	 Joab in Israel galkap buppi uk a: Jehoiada’ tapa Benaiah in Kereth-te le Peleth-te ukin; 
2SA.20.24	 Adoniram b
2SA.20.25	 Sheva thuvanpi hi a; Zadok le Abiathar siampi hi in; 
2SA.20.26	 tuateh Jair-te Ira David siampi ahi hi.
2SA.21.1	David uk hun sungin kum thum kizomin kialpi a tung hi; tua ciangin David in 
2SA.21.2	 Kumpipa in Gibeon-te samsak-a amaute a hopih hi. (Tu-in Gibeon-te Israel pan hi loin a om laisun Amor-te ahi uh hi; Israel-te in amaute hawi dingin a ciamsa uh hi napi Saul in Israel le Judah a deih sakluatna hangin amaute thah siang ding a hanciam hi.) 
2SA.21.3	 David in Gibeon-te kiangah, "No adingin bang kong hihsak ding hiam? 
2SA.21.4	 Gibeon-te in, "Kote in Saul ahi kei leh a innkuanpihte tungah ngun le kham ahi-a, Israel sungah khatpeuh thah nading ahi zongin kalh theih nading thu ka nei kei uh hi," ci-in a dawng uh hi.
2SA.21.4	David in, "No adingin bang hong hihsak leng deih na hi uh hiam?" ci-in a dong hi.
2SA.21.5	 Amaute in kumpipa kiangah, "Kote hong siasak a, kote simangin Israel sungah mun khat beek a nei lo dingin hong sawmsimpa, 
2SA.21.6	 ama suante pasal sagih ko hong kipia henla, 
2SA.21.6	Tua ciangin kumpipa in, "Amaute no kong pia ding hi," a ci hi.
2SA.21.8	 Ahi hangin kumpipa in Aiah’ tanu Rizpah tawh a neih a tapa nihte: Armoni le Mephibosheth le Saul’ tanu Merab a
2SA.21.9	 Amah in Gibeon-te tungah amaute piakhia a, amaute in mual-tunga 
2SA.21.10	 Aiah’ tanu Rizpah in ippi puan la a, amahmah in suangtum khat tungah a phah hi. Amah in anlak tunga kipan misi luangte tungah guah a kisunsuk dong, sunin huihlak vasate ahi-a, zanin gamlak gamsate ahi zongin a sukhasak kei hi. 
2SA.21.11	 Aiah’ tanu Saul zino Rizpah in tua banga a hihlam David kiangah a kigen ciangin 
2SA.21.12	 amah pai-in Jabesh Gilead khua mite tung panin Saul le a tapa Jonathan guhte a la hi. (Philistia-te in Gilboa tungah Saul a sattuk khit uh ciangin amaute a khaina uh Beth Shan a mipi tual-awng pan amaute in a lakkhiatsim uh ahi hi.) 
2SA.21.13	 David in Saul le a tapa Jonathan guhte tua panin pua-a, kithata a kipholakte’ guhte kaikhawmin a gawmkhawm hi.
2SA.21.14	 Amaute in Benjamin a Zela a Saul’ pa Kish hanah Saul le a tapa’ guhte phum uh a, kumpipa thupiak khempeuh a hih uh hi. Tua khit ciangin Pasian in tua gam adingin a thungetna uh a dawng hi.
2SA.21.15	 Khatvei Philistia-te le Israel-te a kido kik uh hi. Philistia-te sim dingin a mite tawh David kuansuka amah a thabei mahmah hi. 
2SA.21.16	 Rapha’ suante khat, a teipi paak sumngo shekel b
2SA.21.17	 Ahi hangin Zeruiah’ tapa Abishai in David hu a; Philistia-pa sattukin a that hi. Tua ciangin David mite in, "Israel-te meivak a mit loh nadingin galsim dingin ko tawh nong kuan khawm ngei nawn tak leh," ci-in a kiciam uh hi.
2SA.21.18	 Hih hun khit ciangin Philistia-te tawh kidona khat a om kik hi. Tua hunin Hushah mi Sibbecai in Rapha suante khat Saph a that hi.
2SA.21.19	 Gob a Philistia-te tawh kidona dang khatah Bethlehem mi Jaare-Oregim c
2SA.21.20	 Gath a kidona a dang khat lai ah, mi gol mahmah khat a khut langkhat ah khutme guk tuak nei a, a khe langkhat ah kheme guk tuak nei in - a vekin sawmnih le li ahi hi. Amah zong Rapha suante pan mah ahi hi. 
2SA.21.21	 Amah in Israel a phin ciangin David sanggampa Shimei’ tapa Jonathan in a that hi.
2SA.21.22	 Hih lite, Gath a Rapha’ suante hi a, amaute David le a mite khutin a puk uh hi.
2SA.22.1	 in a galte khempeuh le Saul khut panin a hutkhiat ciangin David in hih lamalte 
2SA.22.2	 Amah in:
2SA.22.2	"
2SA.22.3	 Ka Pasian keima suangpi ka bukna;
2SA.22.3	ka lum le keima hotkhiatna ki e
2SA.22.3	Amah ka munkip, ka bukna le ka honpa hi in -
2SA.22.3	mi ngongtatte panin hong hon hi.
2SA.22.4	 A phattak 
2SA.22.4	ka galte panin kei hong honkhia hi.
2SA.22.5	 "Sihna tuihual in ka tungah hong tuumin
2SA.22.5	siatna tuikhang in kei hong tuam hi.
2SA.22.6	 Hankhuk f
2SA.22.6	sihna thangte ka mai-ah kikam hi.
2SA.22.7	 Ka lungdon hunin 
2SA.22.7	ka Pasian tungah ka kiko hi.
2SA.22.7	Amah in biakinnpi panin ka aw hong za a;
2SA.22.7	ka kikona a bilah a tung hi.
2SA.22.8	 "Leitung lingin kisinga,
2SA.22.8	vante g
2SA.22.8	amah heh ahi main amaute kiling uh hi.
2SA.22.9	 A nakvang panin meikhu suakkhia a;
2SA.22.9	a kam panin a hultummei pusuakin,
2SA.22.9	mei-am a lengkhia hi.
2SA.22.10	 Amah’n vante phenvangin tuaksuk a;
2SA.22.10	a khenuai-ah meiivomte a kaii hi.
2SA.22.11	 Amah cherub-te tungah tuangin leng a;
2SA.22.11	huih khate tungah a leng a
2SA.22.12	 Amah in khuamial bawlin ama khuamialpi-in b
2SA.22.12	tua in vana guahmeii mialte ahi hi.
2SA.22.13	 Ama omna khuavakphatna
2SA.22.13	panin kektang a kuangkhia hi.
2SA.22.14	 Van panin 
2SA.22.14	Sangpenpa’ aw kithawn hi.
2SA.22.15	 Amah in thaltangte kap-a galte kithehthang hi;
2SA.22.15	kektangte-in kapa a taikek uh hi.
2SA.22.16	a nakvang panin phit-a
2SA.22.16	tuipi kuamte kipholaakin
2SA.22.16	leitung bulpite a kidawk hi.
2SA.22.17	 "A sangna pan hong tuaksukin, kei hong zam a;
2SA.22.17	tuithuk panin kei hong kaikhia hi.
2SA.22.18	 A vanglian ka galpa le
2SA.22.18	kei adingin a hatlua ka galte panin kei hong hukhia hi.
2SA.22.19	 Ka tuahsiat ni-in kei hong maituah uh a,
2SA.22.19	ahi hangin 
2SA.22.20	 Mun tanzau khatah kei hong puakkhia hi;
2SA.22.20	amah ka tungah lungkim ahi manin kei hong hukhia hi.
2SA.22.21	 "Ka thumaanna tawh kizui-in 
2SA.22.21	ka khut sianthona tawh kizui-in pahtakman hong pia hi.
2SA.22.22	 Ahang in 
2SA.22.22	ka Pasian pialsanin gitlohna ka sem kei hi.
2SA.22.23	 A thukhamte ka mai-ah om kim a,
2SA.22.23	ama thukipte panin ka pial kei hi.
2SA.22.24	 A mai-ah paubaanna ka nei kei a,
2SA.22.24	mawhna ka bawl kei hi.
2SA.22.25	pahtakman hong pia hi.
2SA.22.26	 "A muanhuaite tungah na muanhuaina na kilak a,
2SA.22.26	a kawkbaang lote tungah na kawkbaanlohna lakin,
2SA.22.27	 a siangthote tungah na sianthona na lak a,
2SA.22.27	ahi hangin a thukawite tungah na khelteina na lak ding hi.
2SA.22.28	 A kiniamkhiatte na hon a,
2SA.22.28	a kiphasak mithahte ahileh niamkhiat dingin na en gige hi.
2SA.22.29	 in ka khuamial khuavak a suaksak hi.
2SA.22.30	 Nang huhna hangin galdo-in d
2SA.22.30	ka Pasian tawh kulh ka kan thei bek hi.
2SA.22.31	 "Pasian adingin ama lampi hoih-kim a;
2SA.22.31	’ kammal in melhemna a nei kei hi.
2SA.22.31	Ama sunga bute khempeuh adingin
2SA.22.31	amah lum ahi hi.
2SA.22.32	 Ahang in 
2SA.22.32	Eite Pasian longal Suangpi dang kua ahi hiam?
2SA.22.33	 Thahatna e
2SA.22.33	ka lampi a hoihkimsak Pasian ahi hi.
2SA.22.34	 Amah in ka khete sazuk khe bangsak a;
2SA.22.34	asanna tungah kei hong dingsak hi.
2SA.22.35	 Amah in ka khutte galsim nadingin sin a;
2SA.22.35	ka bante in sumngo thalpeu a kek zo hi.
2SA.22.36	 Na gualzawhna lum kei nong pia a,
2SA.22.36	hong liansak dingin nong kunsuk hi.
2SA.22.37	 Ka siakmit a kilawi loh nadingin
2SA.22.37	ka nuai-a lampi na zaisak hi.
2SA.22.38	 "Ka galte nungdelhin ka hihzan a;
2SA.22.38	a kisiat metengun ka kileh kik kei hi.
2SA.22.39	 Amaute ka hihzan kiuhkeuh a, a tho thei nawn kei uh hi;
2SA.22.39	amaute ka khe nuai-ah a puk uh hi.
2SA.22.40	 Galsim dingin thahatna nong guan a;
2SA.22.40	ka galte ka khephungah na boksak hi.
2SA.22.41	 Ka galte lau-in na lehtaisak a,
2SA.22.41	ka galte ka susia hi.
2SA.22.42	 Amaute in huh ding ngen napi, a hon ding kuamah a om kei hi -
2SA.22.42	 ko uh a, amah’n lah a dawng kei hi.
2SA.22.43	 Amaute leitunga leivui bangin ka satnen a;
2SA.22.43	kongzinga buannawi bangin sikzanin ka tuancil hi.
2SA.22.44	 "Ka mite hong simna panin nong hukhia a;
2SA.22.44	minamte lutang dingin kei nong kembit hi.
2SA.22.44	Ka theih loh mite in ka na sem uh a,
2SA.22.45	 gamdang mite in ka thu a zak phetun kiniamkhiatin hong pai uh a,
2SA.22.45	ka thu a mang uh hi.
2SA.22.46	 Amaute lunglel khin uh a;
2SA.22.46	a kulhpi ua kipanin ling a
2SA.22.47	 "
2SA.22.47	Pasian tua Suangpi, ka Honpa, kitawisang hen!
2SA.22.48	 Amah ka phu hong laksakpa Pasian hi a,
2SA.22.48	minamte hong nuaisiahsakpa hi-in,
2SA.22.49	 ka galte pana hong khahkhiapa ahi hi.
2SA.22.49	Ka galte tunglam ah kei nong tawisang a;
2SA.22.49	mingongtatte panin kei nong hukhia hi.
2SA.22.50	 Tua ahi ciangin 
2SA.22.50	na minphatna late ka sa ding hi.
2SA.22.51	 Amah in ama kumpipa gualzawhna lianpi pia a;
2SA.22.51	ama sathau nilhsa David le ama suante tungah
2SA.22.51	a bei ngei lo migitna a lak hi," a ci hi.
2SA.23.1	Hihte in David kam nunungte ahi hi:
2SA.23.1	"Jesse’ tapa David thusuak,
2SA.23.1	Sangpenpa tawisang mipa thusuak,
2SA.23.1	Jacob’ Pasian sathau nilhpa,
2SA.23.1	Israel’ lasapa’ late b
2SA.23.2	 "
2SA.23.2	a kammalte ka leii ah a om hi.
2SA.23.3	 Israel’ Pasian pau a,
2SA.23.3	Israel’ Suangpi in kei tungah:
2SA.23.3	‘Mi khat in mite tungah thumaanna tawh a uk ciangin,
2SA.23.3	amah in Pasian kihtakna tawh a uk ciangin
2SA.23.4	 amah meii kai loh ni zingsang,
2SA.23.4	zing nisuaktung khuavak tawh kibangin,
2SA.23.4	guah zuk khit cianga leipan lopa
2SA.23.4	a selkhiasak tawh kibang hi.
2SA.23.5	 "Ka innkuan Pasian tawh kizopna man hi lo ahi hiam?
2SA.23.5	Amah in kei tawh tawntung thukhun bawl khin a,
2SA.23.5	a khen kimin kipsak hi lo ahi hiam?
2SA.23.5	Ka hotkhiatna gahsuah loin
2SA.23.5	ka deih khempeuh hong pia loin om ding hiam?
2SA.23.6	 Ahi hangin migilote ahileh
2SA.23.6	khutin kikhawm lo a kihemkhia lingte tawh kibang hi.
2SA.23.7	 Lingkung a lawng peuhmah in
2SA.23.7	sik nazat khat ahikeh teipi tonglam zang uh hi;
2SA.23.7	amaute a omna ah kihaltum hi,"
2SA.23.8	 Hihte in David mi thahatte ahi hi:
2SA.23.8	Tahkemon-te c
2SA.23.9	 Ama zom Ahoh-te Dodai’ tapa Eleazar ahi hi. Amah mi thahat thumte lakah khat hi a; Pas Dammim f
2SA.23.10	 ahi hangin amah a dinna munah dingkipin a khut a kham dong le namsau le a khut a kimatcip dongin Philistia-te a satpa ahi hi. Tua ni-in 
2SA.23.11	 Ama zomah Harar-te Agee’ tapa Shammah ahi hi. Zawngbe a dimna lopaang khatah Philistia-te a kikaihkhawpna panin Israel galkapte a taikek uh hi. 
2SA.23.12	 Ahi hangin lo laizang takah Shammah a pang hi. Amah in nang tentan a Philistia-te sattukin 
2SA.23.13	 Anlak hunin, ukpi sawmthum lak pan thumte Adullam suang-hawma David kiangah paisuk uh a, tua hun laitakin Philistia-te hon khat in Rephaim Kuam ah giahphual a sat uh hi. 
2SA.23.14	 Tua hunin kulh sungah David oma, Philistia khuacingte Bethlehem ah a om uh hi. 
2SA.23.15	 David in tui duh a, "Bethlehem kongpi gei-a tuikhuk a tui mi khat in hong suah leh ut si’ng maw!" a ci hi. 
2SA.23.16	 Tua ciangin mi thahat thumte in Philistia-te galpanna phuletin Bethlehem kongpi gei-a tuikhuk ah tui va tawi uh a David a puak uh hi. Ahi hangin amah’n a dawn nuam kei hi; a dawn tangin 
2SA.23.17	 Amah in, "
2SA.23.17	Mi thahat thumte hatzia a hici ahi hi.
2SA.23.18	 Zeruiah’ tapa Joab sanggampa Abishai, thumte g
2SA.23.19	 Mi Thumte sangin kipahtawi zaw hi lo hiam? Amaute lakah a kihelkhak loh hangin amaute ukpa a suak hi.
2SA.23.20	 Kabzeel pana Jehoiada’ tapa Benaiah galdo siam mahmah a, a tuampianpipi a sem hi. Amah in Moab-te’ mi hoihpente nih a that hi. Vukkiat ni khatin zong leihawm khatah paisuk a humpinelkai khat a that hi. 
2SA.23.21	 Egypt-te mi thalian mahmah khat a that hi. Egypt-pa in teipi tawi napi Benaiah in khetbuk khat tawi-in a kuan hi. Egypt-pa khut pan a teipi bawhkhiatsaka ama teipi mahin a lehthah hi. 
2SA.23.22	 Jehoiada’ tapa Benaiah thahatna hici bang hi-a, amah zong mi thahat thumte zah mahin a minthang hi. 
2SA.23.23	 Amah sawmthumte khatpeuh sangin kipahtawi zaw napi Thumte lakah a kihel kei hi. Tua hi-a David in amah cingte ukpa in a koih hi.
2SA.23.24	 Sawmthum laka kihelte:
2SA.23.24	Joab sanggampa Asahel Bethlehem pan
2SA.23.24	Dodo’ tapa Elhanan,
2SA.23.25	 Harod-te Shammah,
2SA.23.25	Harod-te Elika,
2SA.23.26	 Palti-te Helez,
2SA.23.26	Tekoa pan Ikkesh’ tapa Ira,
2SA.23.27	 Anathoth pan Abiezer,
2SA.23.27	Hushah-te Mebunnai a
2SA.23.28	 Ahoh-te Zalmon,
2SA.23.28	Nethophath-te Maharai,
2SA.23.29	 Nethophath-te Baanahi’ tapa Heled b
2SA.23.29	Benjamin a Gilead pan Ribai’ tapa Ithai,
2SA.23.30	 Pirathon-te Benaiah,
2SA.23.30	Gaash kuampite pan Hiddai c
2SA.23.31	 Arbath-te Abi-Alban,
2SA.23.31	Barhum-te Azmaveth,
2SA.23.32	 Shaalbon-te Eliahba,
2SA.23.32	Jashen’ tapate, Harar-te
2SA.23.33	 Shammah’ tapa d
2SA.23.33	Harar-te Sharar’ tapa e
2SA.23.34	 Maacath-te Ahasbai’ tapa Eliphelet,
2SA.23.34	Gilon-te Ahithophel’ tapa Eliam,
2SA.23.35	 Carmel-te Hezro,
2SA.23.35	Arb-te Paarai,
2SA.23.36	 Zobah pana Hagri f
2SA.23.36	Nathan’ tapa Igal,
2SA.23.37	 Ammon-te Zelek,
2SA.23.37	Zeruiah’ tapa Joab galhiam puapa Beeroth-te Naharai,
2SA.23.38	 Ithri-te Ira,
2SA.23.38	Ithri-te Gareb,
2SA.23.39	 le Hit-te Uriah
2SA.23.39	A vekin sawmthum le sagih ahi hi.
2SA.24.1	Israel tungah khatvei 
2SA.24.2	 Tua ciangin kumpipa in Joab le ama ompih galkap mang teng g
2SA.24.3	 Ahi hangin Joab in kumpipa kiangah, "
2SA.24.4	 Ahi zongin kumpipa thugensa in Joab le galkap mangte thuzawh a; Israel galsim theite a phazah sim dingin kumpipa omna panin a kuankhia uh hi.
2SA.24.5	 Amaute Jordan galkah in guampi sunga om khuapi leitaw lama Aroer kiangah giak uh a, tua ciangin Gad kantanin Jazer dong a paisuak uh hi. 
2SA.24.6	 Amaute Gilead ah pai-in Tahtim Hodshi kualah pai uh a, Dan Jaan ah tungin Sidon lamah a kualpai uh hi. 
2SA.24.7	 Tua ciangin amaute Tyre kulhpi lam le Hiv-te le Canaan-te khuapite khempeuh ah a pai uh hi. A nunung penin, Judah a Negev sunga Beersheba ah a paisuak uh hi.
2SA.24.8	 Gambuppi ah a pai kim khit uh - kha kua le ni sawmnih a bei ciangin Jerusalem ah a tung kik uh hi.
2SA.24.9	 Joab in kumpipa tungah galkapte a phazah zasak a; Israel sungah mi cingtaak namsau tawi thei tul zagiat pha in Judah sungah tul zanga a pha hi.
2SA.24.10	 David in galsim thei mite a sim khit ciangin kisuangtak mahmah a, amah in 
2SA.24.11	 A zing ciang zingsang David a thawh ma-in David thumupa, Gad tungah 
