GEN.1.1	In the beginning when God created
ISA.45.13	and set my exiles free,
ISA.45.13	not for price or reward,
ISA.45.13	says the 
ISA.45.14	Thus says the 
ISA.45.14	The wealth of Egypt and the merchandise of Ethiopia,
ISA.45.14	and the Sabeans, tall of stature,
ISA.45.14	shall come over to you and be yours,
ISA.45.14	they shall follow you;
ISA.45.14	they shall come over in chains and bow down to you.
ISA.45.14	They will make supplication to you, saying,
ISA.45.14	“God is with you alone, and there is no other;
ISA.45.14	there is no god besides him.”
ISA.45.15	Truly, you are a God who hides himself,
ISA.45.15	O God of Israel, the Savior.
ISA.45.16	All of them are put to shame and confounded,
ISA.45.16	the makers of idols go in confusion together.
ISA.45.17	But Israel is saved by the 
ISA.45.17	with everlasting salvation;
ISA.45.17	you shall not be put to shame or confounded
ISA.45.17	to all eternity.
ISA.45.18	For thus says the 
ISA.45.18	who created the heavens
ISA.45.18	(he is God!),
ISA.45.18	who formed the earth and made it
ISA.45.18	(he established it;
ISA.45.18	he did not create it a chaos,
ISA.45.18	he formed it to be inhabited!):
ISA.45.18	I am the 
ISA.45.19	I did not speak in secret,
ISA.45.19	in a land of darkness;
ISA.45.19	I did not say to the offspring of Jacob,
ISA.45.19	“Seek me in chaos.”
ISA.45.19	I the 
ISA.45.19	I declare what is right.
ISA.45.20	Assemble yourselves and come together,
ISA.45.20	draw near, you survivors of the nations!
ISA.45.20	They have no knowledge—
ISA.45.20	those who carry about their wooden idols,
ISA.45.20	and keep on praying to a god
ISA.45.20	that cannot save.
ISA.45.21	Declare and present your case;
ISA.45.21	let them take counsel together!
ISA.45.21	Who told this long ago?
ISA.45.21	Who declared it of old?
ISA.45.21	Was it not I, the 
ISA.45.21	There is no other god besides me,
ISA.45.21	a righteous God and a Savior;
ISA.45.21	there is no one besides me.
ISA.45.22	Turn to me and be saved,
ISA.45.22	all the ends of the earth!
ISA.45.22	For I am God, and there is no other.
ISA.45.23	By myself I have sworn,
ISA.45.23	from my mouth has gone forth in righteousness
ISA.45.23	a word that shall not return:
ISA.45.23	“To me every knee shall bow,
ISA.45.23	every tongue shall swear.”
ISA.45.24	Only in the 
ISA.45.24	are righteousness and strength;
ISA.45.24	all who were incensed against him
ISA.45.24	shall come to him and be ashamed.
ISA.45.25	In the 
ISA.45.25	shall triumph and glory.
ISA.46.1	Bel bows down, Nebo stoops,
ISA.46.1	their idols are on beasts and cattle;
ISA.46.1	these things you carry are loaded
ISA.46.1	as burdens on weary animals.
ISA.46.2	They stoop, they bow down together;
ISA.46.2	they cannot save the burden,
ISA.46.2	but themselves go into captivity.
ISA.46.3	Listen to me, O house of Jacob,
ISA.46.3	all the remnant of the house of Israel,
ISA.46.3	who have been borne by me from your birth,
ISA.46.3	carried from the womb;
ISA.46.4	even to your old age I am he,
ISA.46.4	even when you turn gray I will carry you.
ISA.46.4	I have made, and I will bear;
ISA.46.4	I will carry and will save.
ISA.46.5	To whom will you liken me and make me equal,
ISA.46.5	and compare me, as though we were alike?
ISA.46.6	Those who lavish gold from the purse,
ISA.46.6	and weigh out silver in the scales—
ISA.46.6	they hire a goldsmith, who makes it into a god;
ISA.46.6	then they fall down and worship!
ISA.46.7	They lift it to their shoulders, they carry it,
ISA.46.7	they set it in its place, and it stands there;
ISA.46.7	it cannot move from its place.
ISA.46.7	If one cries out to it, it does not answer
ISA.46.7	or save anyone from trouble.
ISA.46.8	Remember this and consider,
ISA.46.8	recall it to mind, you transgressors,
ISA.46.9	remember the former things of old;
ISA.46.9	for I am God, and there is no other;
ISA.46.9	I am God, and there is no one like me,
ISA.46.10	declaring the end from the beginning
ISA.46.10	and from ancient times things not yet done,
ISA.46.10	saying, “My purpose shall stand,
ISA.46.10	and I will fulfill my intention,”
ISA.46.11	calling a bird of prey from the east,
ISA.46.11	the man for my purpose from a far country.
ISA.46.11	I have spoken, and I will bring it to pass;
ISA.46.11	I have planned, and I will do it.
ISA.46.12	Listen to me, you stubborn of heart,
ISA.46.12	you who are far from deliverance:
ISA.46.13	I bring near my deliverance, it is not far off,
ISA.46.13	and my salvation will not tarry;
ISA.46.13	I will put salvation in Zion,
ISA.46.13	for Israel my glory.
ISA.47.1	Come down and sit in the dust,
ISA.47.1	virgin daughter Babylon!
ISA.47.1	Sit on the ground without a throne,
ISA.47.1	daughter Chaldea!
ISA.47.1	For you shall no more be called
ISA.47.1	tender and delicate.
ISA.47.2	Take the millstones and grind meal,
ISA.47.2	remove your veil,
ISA.47.2	strip off your robe, uncover your legs,
ISA.47.2	pass through the rivers.
ISA.47.3	Your nakedness shall be uncovered,
ISA.47.3	and your shame shall be seen.
ISA.47.3	I will take vengeance,
ISA.47.3	and I will spare no one.
ISA.47.4	Our Redeemer—the 
ISA.47.4	is the Holy One of Israel.
ISA.47.5	Sit in silence, and go into darkness,
ISA.47.5	daughter Chaldea!
ISA.47.5	For you shall no more be called
ISA.47.5	the mistress of kingdoms.
ISA.47.6	I was angry with my people,
ISA.47.6	I profaned my heritage;
ISA.47.6	I gave them into your hand,
ISA.47.6	you showed them no mercy;
ISA.47.6	on the aged you made your yoke
ISA.47.6	exceedingly heavy.
ISA.47.7	You said, “I shall be mistress forever,”
ISA.47.7	so that you did not lay these things to heart
ISA.47.7	or remember their end.
ISA.47.8	Now therefore hear this, you lover of pleasures,
ISA.47.8	who sit securely,
ISA.47.8	who say in your heart,
ISA.47.8	“I am, and there is no one besides me;
ISA.47.8	I shall not sit as a widow
ISA.47.8	or know the loss of children”—
ISA.47.9	both these things shall come upon you
ISA.47.9	in a moment, in one day:
ISA.47.9	the loss of children and widowhood
ISA.47.9	shall come upon you in full measure,
ISA.47.9	in spite of your many sorceries
ISA.47.9	and the great power of your enchantments.
ISA.47.10	You felt secure in your wickedness;
ISA.47.10	you said, “No one sees me.”
ISA.47.10	Your wisdom and your knowledge
ISA.47.10	led you astray,
ISA.47.10	and you said in your heart,
ISA.47.10	“I am, and there is no one besides me.”
ISA.47.11	But evil shall come upon you,
ISA.47.11	which you cannot charm away;
ISA.47.11	disaster shall fall upon you,
ISA.47.11	which you will not be able to ward off;
ISA.47.11	and ruin shall come on you suddenly,
ISA.47.11	of which you know nothing.
ISA.47.12	Stand fast in your enchantments
ISA.47.12	and your many sorceries,
ISA.47.12	with which you have labored from your youth;
ISA.47.12	perhaps you may be able to succeed,
ISA.47.12	perhaps you may inspire terror.
ISA.47.13	You are wearied with your many consultations;
ISA.47.13	let those who study
ISA.47.13	stand up and save you,
ISA.47.13	those who gaze at the stars,
ISA.47.13	and at each new moon predict
ISA.47.13	what
ISA.47.14	See, they are like stubble,
ISA.47.14	the fire consumes them;
ISA.47.14	they cannot deliver themselves
ISA.47.14	from the power of the flame.
ISA.47.14	No coal for warming oneself is this,
ISA.47.14	no fire to sit before!
ISA.47.15	Such to you are those with whom you have labored,
ISA.47.15	who have trafficked with you from your youth;
ISA.47.15	they all wander about in their own paths;
ISA.47.15	there is no one to save you.
ISA.48.1	Hear this, O house of Jacob,
ISA.48.1	who are called by the name of Israel,
ISA.48.1	and who came forth from the loins
ISA.48.1	who swear by the name of the 
ISA.48.1	and invoke the God of Israel,
ISA.48.1	but not in truth or right.
ISA.48.2	For they call themselves after the holy city,
ISA.48.2	and lean on the God of Israel;
ISA.48.2	the 
ISA.48.3	The former things I declared long ago,
ISA.48.3	they went out from my mouth and I made them known;
ISA.48.3	then suddenly I did them and they came to pass.
ISA.48.4	Because I know that you are obstinate,
ISA.48.4	and your neck is an iron sinew
ISA.48.4	and your forehead brass,
ISA.48.5	I declared them to you from long ago,
ISA.48.5	before they came to pass I announced them to you,
ISA.48.5	so that you would not say, “My idol did them,
ISA.48.5	my carved image and my cast image commanded them.”
ISA.48.6	You have heard; now see all this;
ISA.48.6	and will you not declare it?
ISA.48.6	From this time forward I make you hear new things,
ISA.48.6	hidden things that you have not known.
ISA.48.7	They are created now, not long ago;
ISA.48.7	before today you have never heard of them,
ISA.48.7	so that you could not say, “I already knew them.”
ISA.48.8	You have never heard, you have never known,
ISA.48.8	from of old your ear has not been opened.
ISA.48.8	For I knew that you would deal very treacherously,
ISA.48.8	and that from birth you were called a rebel.
ISA.48.9	For my name's sake I defer my anger,
ISA.48.9	for the sake of my praise I restrain it for you,
ISA.48.9	so that I may not cut you off.
ISA.48.10	See, I have refined you, but not like
ISA.48.10	I have tested you in the furnace of adversity.
ISA.48.11	For my own sake, for my own sake, I do it,
ISA.48.11	for why should my name
ISA.48.11	My glory I will not give to another.
ISA.48.12	Listen to me, O Jacob,
ISA.48.12	and Israel, whom I called:
ISA.48.12	I am He; I am the first,
ISA.48.12	and I am the last.
ISA.48.13	My hand laid the foundation of the earth,
ISA.48.13	and my right hand spread out the heavens;
ISA.48.13	when I summon them,
ISA.48.13	they stand at attention.
ISA.48.14	Assemble, all of you, and hear!
ISA.48.14	Who among them has declared these things?
ISA.48.14	The 
ISA.48.14	he shall perform his purpose on Babylon,
ISA.48.14	and his arm shall be against the Chaldeans.
ISA.48.15	I, even I, have spoken and called him,
ISA.48.15	I have brought him, and he will prosper in his way.
ISA.48.16	Draw near to me, hear this!
ISA.48.16	From the beginning I have not spoken in secret,
ISA.48.16	from the time it came to be I have been there.
ISA.48.16	And now the Lord 
ISA.48.17	Thus says the 
ISA.48.17	your Redeemer, the Holy One of Israel:
ISA.48.17	I am the 
ISA.48.17	who teaches you for your own good,
ISA.48.17	who leads you in the way you should go.
ISA.48.18	O that you had paid attention to my commandments!
ISA.48.18	Then your prosperity would have been like a river,
ISA.48.18	and your success like the waves of the sea;
ISA.48.19	your offspring would have been like the sand,
ISA.48.19	and your descendants like its grains;
ISA.48.19	their name would never be cut off
ISA.48.19	or destroyed from before me.
ISA.48.20	Go out from Babylon, flee from Chaldea,
ISA.48.20	declare this with a shout of joy, proclaim it,
ISA.48.20	send it forth to the end of the earth;
ISA.48.20	say, “The 
ISA.48.21	They did not thirst when he led them through the deserts;
ISA.48.21	he made water flow for them from the rock;
ISA.48.21	he split open the rock and the water gushed out.
ISA.48.22	“There is no peace,” says the 
ISA.49.1	Listen to me, O coastlands,
ISA.49.1	pay attention, you peoples from far away!
ISA.49.1	The 
ISA.49.1	while I was in my mother's womb he named me.
ISA.49.2	He made my mouth like a sharp sword,
ISA.49.2	in the shadow of his hand he hid me;
ISA.49.2	he made me a polished arrow,
ISA.49.2	in his quiver he hid me away.
ISA.49.3	And he said to me, “You are my servant,
ISA.49.3	Israel, in whom I will be glorified.”
ISA.49.4	But I said, “I have labored in vain,
ISA.49.4	I have spent my strength for nothing and vanity;
ISA.49.4	yet surely my cause is with the 
ISA.49.4	and my reward with my God.”
ISA.49.5	And now the 
ISA.49.5	who formed me in the womb to be his servant,
ISA.49.5	to bring Jacob back to him,
ISA.49.5	and that Israel might be gathered to him,
ISA.49.5	for I am honored in the sight of the 
ISA.49.5	and my God has become my strength—
ISA.49.6	he says,
ISA.49.6	“It is too light a thing that you should be my servant
ISA.49.6	to raise up the tribes of Jacob
ISA.49.6	and to restore the survivors of Israel;
ISA.49.6	I will give you as a light to the nations,
ISA.49.6	that my salvation may reach to the end of the earth.”
ISA.49.7	Thus says the 
ISA.49.7	the Redeemer of Israel and his Holy One,
ISA.49.7	to one deeply despised, abhorred by the nations,
ISA.49.7	the slave of rulers,
ISA.49.7	“Kings shall see and stand up,
ISA.49.7	princes, and they shall prostrate themselves,
ISA.49.7	because of the 
ISA.49.7	the Holy One of Israel, who has chosen you.”
ISA.49.8	Thus says the 
ISA.49.8	In a time of favor I have answered you,
ISA.49.8	on a day of salvation I have helped you;
ISA.49.8	I have kept you and given you
ISA.49.8	as a covenant to the people,
ISA.49.8	to establish the land,
ISA.49.8	to apportion the desolate heritages;
ISA.49.9	saying to the prisoners, “Come out,”
ISA.49.9	to those who are in darkness, “Show yourselves.”
ISA.49.9	They shall feed along the ways,
ISA.49.9	on all the bare heights
ISA.49.10	they shall not hunger or thirst,
ISA.49.10	neither scorching wind nor sun shall strike them down,
ISA.49.10	for he who has pity on them will lead them,
ISA.49.10	and by springs of water will guide them.
ISA.49.11	And I will turn all my mountains into a road,
ISA.49.11	and my highways shall be raised up.
ISA.49.12	Lo, these shall come from far away,
ISA.49.12	and lo, these from the north and from the west,
ISA.49.12	and these from the land of Syene.
ISA.49.13	Sing for joy, O heavens, and exult, O earth;
ISA.49.13	break forth, O mountains, into singing!
ISA.49.13	For the 
ISA.49.13	and will have compassion on his suffering ones.
ISA.49.14	But Zion said, “The 
