GEN.1.1	In the beginning when God created
EZR.6.8	Moreover I make a decree regarding what you shall do for these elders of the Jews for the rebuilding of this house of God: the cost is to be paid to these people, in full and without delay, from the royal revenue, the tribute of the province Beyond the River. 
EZR.6.9	Whatever is needed—young bulls, rams, or sheep for burnt offerings to the God of heaven, wheat, salt, wine, or oil, as the priests in Jerusalem require—let that be given to them day by day without fail, 
EZR.6.10	so that they may offer pleasing sacrifices to the God of heaven, and pray for the life of the king and his children. 
EZR.6.11	Furthermore I decree that if anyone alters this edict, a beam shall be pulled out of the house of the perpetrator, who then shall be impaled on it. The house shall be made a dunghill. 
EZR.6.12	May the God who has established his name there overthrow any king or people that shall put forth a hand to alter this, or to destroy this house of God in Jerusalem. I, Darius, make a decree; let it be done with all diligence.”
EZR.6.13	Then, according to the word sent by King Darius, Tattenai, the governor of the province Beyond the River, Shethar-bozenai, and their associates did with all diligence what King Darius had ordered. 
EZR.6.14	So the elders of the Jews built and prospered, through the prophesying of the prophet Haggai and Zechariah son of Iddo. They finished their building by command of the God of Israel and by decree of Cyrus, Darius, and King Artaxerxes of Persia; 
EZR.6.15	and this house was finished on the third day of the month of Adar, in the sixth year of the reign of King Darius.
EZR.6.16	The people of Israel, the priests and the Levites, and the rest of the returned exiles, celebrated the dedication of this house of God with joy. 
EZR.6.17	They offered at the dedication of this house of God one hundred bulls, two hundred rams, four hundred lambs, and as a sin offering for all Israel, twelve male goats, according to the number of the tribes of Israel. 
EZR.6.18	Then they set the priests in their divisions and the Levites in their courses for the service of God at Jerusalem, as it is written in the book of Moses.
EZR.6.19	On the fourteenth day of the first month the returned exiles kept the passover. 
EZR.6.20	For both the priests and the Levites had purified themselves; all of them were clean. So they killed the passover lamb for all the returned exiles, for their fellow priests, and for themselves. 
EZR.6.21	It was eaten by the people of Israel who had returned from exile, and also by all who had joined them and separated themselves from the pollutions of the nations of the land to worship the 
EZR.6.22	With joy they celebrated the festival of unleavened bread seven days; for the 
EZR.7.1	After this, in the reign of King Artaxerxes of Persia, Ezra son of Seraiah, son of Azariah, son of Hilkiah, 
EZR.7.2	son of Shallum, son of Zadok, son of Ahitub, 
EZR.7.3	son of Amariah, son of Azariah, son of Meraioth, 
EZR.7.4	son of Zerahiah, son of Uzzi, son of Bukki, 
EZR.7.5	son of Abishua, son of Phinehas, son of Eleazar, son of the chief priest Aaron— 
EZR.7.6	this Ezra went up from Babylonia. He was a scribe skilled in the law of Moses that the 
EZR.7.7	Some of the people of Israel, and some of the priests and Levites, the singers and gatekeepers, and the temple servants also went up to Jerusalem, in the seventh year of King Artaxerxes. 
EZR.7.8	They came to Jerusalem in the fifth month, which was in the seventh year of the king. 
EZR.7.9	On the first day of the first month the journey up from Babylon was begun, and on the first day of the fifth month he came to Jerusalem, for the gracious hand of his God was upon him. 
EZR.7.10	For Ezra had set his heart to study the law of the 
EZR.7.11	This is a copy of the letter that King Artaxerxes gave to the priest Ezra, the scribe, a scholar of the text of the commandments of the 
EZR.7.12	“Artaxerxes, king of kings, to the priest Ezra, the scribe of the law of the God of heaven: Peace.
EZR.7.13	I decree that any of the people of Israel or their priests or Levites in my kingdom who freely offers to go to Jerusalem may go with you. 
EZR.7.14	For you are sent by the king and his seven counselors to make inquiries about Judah and Jerusalem according to the law of your God, which is in your hand, 
EZR.7.15	and also to convey the silver and gold that the king and his counselors have freely offered to the God of Israel, whose dwelling is in Jerusalem, 
EZR.7.16	with all the silver and gold that you shall find in the whole province of Babylonia, and with the freewill offerings of the people and the priests, given willingly for the house of their God in Jerusalem. 
EZR.7.17	With this money, then, you shall with all diligence buy bulls, rams, and lambs, and their grain offerings and their drink offerings, and you shall offer them on the altar of the house of your God in Jerusalem. 
EZR.7.18	Whatever seems good to you and your colleagues to do with the rest of the silver and gold, you may do, according to the will of your God. 
EZR.7.19	The vessels that have been given you for the service of the house of your God, you shall deliver before the God of Jerusalem. 
EZR.7.20	And whatever else is required for the house of your God, which you are responsible for providing, you may provide out of the king's treasury.
EZR.7.21	“I, King Artaxerxes, decree to all the treasurers in the province Beyond the River: Whatever the priest Ezra, the scribe of the law of the God of heaven, requires of you, let it be done with all diligence, 
EZR.7.22	up to one hundred talents of silver, one hundred cors of wheat, one hundred baths
EZR.7.23	Whatever is commanded by the God of heaven, let it be done with zeal for the house of the God of heaven, or wrath will come upon the realm of the king and his heirs. 
EZR.7.24	We also notify you that it shall not be lawful to impose tribute, custom, or toll on any of the priests, the Levites, the singers, the doorkeepers, the temple servants, or other servants of this house of God.
EZR.7.25	“And you, Ezra, according to the God-given wisdom you possess, appoint magistrates and judges who may judge all the people in the province Beyond the River who know the laws of your God; and you shall teach those who do not know them. 
EZR.7.26	All who will not obey the law of your God and the law of the king, let judgment be strictly executed on them, whether for death or for banishment or for confiscation of their goods or for imprisonment.”
EZR.7.27	Blessed be the 
EZR.7.28	and who extended to me steadfast love before the king and his counselors, and before all the king's mighty officers. I took courage, for the hand of the 
EZR.8.1	These are their family heads, and this is the genealogy of those who went up with me from Babylonia, in the reign of King Artaxerxes: 
EZR.8.2	Of the descendants of Phinehas, Gershom. Of Ithamar, Daniel. Of David, Hattush, 
EZR.8.3	of the descendants of Shecaniah. Of Parosh, Zechariah, with whom were registered one hundred fifty males. 
EZR.8.4	Of the descendants of Pahath-moab, Eliehoenai son of Zerahiah, and with him two hundred males. 
EZR.8.5	Of the descendants of Zattu,
EZR.8.6	Of the descendants of Adin, Ebed son of Jonathan, and with him fifty males. 
EZR.8.7	Of the descendants of Elam, Jeshaiah son of Athaliah, and with him seventy males. 
EZR.8.8	Of the descendants of Shephatiah, Zebadiah son of Michael, and with him eighty males. 
EZR.8.9	Of the descendants of Joab, Obadiah son of Jehiel, and with him two hundred eighteen males. 
EZR.8.10	Of the descendants of Bani,
EZR.8.11	Of the descendants of Bebai, Zechariah son of Bebai, and with him twenty-eight males. 
EZR.8.12	Of the descendants of Azgad, Johanan son of Hakkatan, and with him one hundred ten males. 
EZR.8.13	Of the descendants of Adonikam, those who came later, their names being Eliphelet, Jeuel, and Shemaiah, and with them sixty males. 
EZR.8.14	Of the descendants of Bigvai, Uthai and Zaccur, and with them seventy males.
EZR.8.15	I gathered them by the river that runs to Ahava, and there we camped three days. As I reviewed the people and the priests, I found there none of the descendants of Levi. 
EZR.8.16	Then I sent for Eliezer, Ariel, Shemaiah, Elnathan, Jarib, Elnathan, Nathan, Zechariah, and Meshullam, who were leaders, and for Joiarib and Elnathan, who were wise, 
EZR.8.17	and sent them to Iddo, the leader at the place called Casiphia, telling them what to say to Iddo and his colleagues the temple servants at Casiphia, namely, to send us ministers for the house of our God. 
EZR.8.18	Since the gracious hand of our God was upon us, they brought us a man of discretion, of the descendants of Mahli son of Levi son of Israel, namely Sherebiah, with his sons and kin, eighteen; 
EZR.8.19	also Hashabiah and with him Jeshaiah of the descendants of Merari, with his kin and their sons, twenty; 
EZR.8.20	besides two hundred twenty of the temple servants, whom David and his officials had set apart to attend the Levites. These were all mentioned by name.
