GEN.1.1	In the beginning, when God created the universe,
EXO.3.8	and so I have come down to rescue them from the Egyptians and to bring them out of Egypt to a spacious land, one which is rich and fertile and in which the Canaanites, the Hittites, the Amorites, the Perizzites, the Hivites, and the Jebusites now live. 
EXO.3.9	I have indeed heard the cry of my people, and I see how the Egyptians are oppressing them. 
EXO.3.10	Now I am sending you to the king of Egypt so that you can lead my people out of his country.”
EXO.3.11	But Moses said to God, “I am nobody. How can I go to the king and bring the Israelites out of Egypt?”
EXO.3.12	God answered, “I will be with you, and when you bring the people out of Egypt, you will worship me on this mountain. That will be the proof that I have sent you.”
EXO.3.15	Tell the Israelites that I, the 
EXO.3.16	Go and gather the leaders of Israel together and tell them that I, the 
EXO.3.17	I have decided that I will bring them out of Egypt, where they are being treated cruelly, and will take them to a rich and fertile land—the land of the Canaanites, the Hittites, the Amorites, the Perizzites, the Hivites, and the Jebusites.
EXO.3.18	“My people will listen to what you say to them. Then you must go with the leaders of Israel to the king of Egypt and say to him, ‘The 
EXO.3.19	I know that the king of Egypt will not let you go unless he is forced to do so. 
EXO.3.20	But I will use my power and will punish Egypt by doing terrifying things there. After that he will let you go.
EXO.3.22	Every Israelite woman will go to her Egyptian neighbors and to any Egyptian woman living in her house and will ask for clothing and for gold and silver jewelry. The Israelites will put these things on their sons and daughters and carry away the wealth of the Egyptians.”
EXO.4.1	Then Moses answered the 
EXO.4.2	So the 
EXO.4.2	“A walking stick,” he answered.
EXO.4.3	The 
EXO.4.4	Then the 
EXO.4.5	The 
EXO.4.6	The 
EXO.4.7	Then the 
EXO.4.8	The 
EXO.4.9	If in spite of these two miracles they still will not believe you, and if they refuse to listen to what you say, take some water from the Nile and pour it on the ground. The water will turn into blood.”
EXO.4.10	But Moses said, “No, 
EXO.4.11	The 
EXO.4.12	Now, go! I will help you to speak, and I will tell you what to say.”
EXO.4.13	But Moses answered, “No, Lord, please send someone else.”
EXO.4.14	At this the 
EXO.4.15	You can speak to him and tell him what to say. I will help both of you to speak, and I will tell you both what to do. 
EXO.4.16	He will be your spokesman and speak to the people for you. Then you will be like God, telling him what to say. 
EXO.4.17	Take this walking stick with you; for with it you will perform miracles.”
EXO.4.18	Then Moses went back to Jethro, his father-in-law, and said to him, “Please let me go back to my relatives in Egypt to see if they are still alive.” Jethro agreed and told him good-bye.
EXO.4.19	While Moses was still in Midian, the 
EXO.4.20	So Moses took his wife and his sons, put them on a donkey, and set out with them for Egypt, carrying the walking stick that God had told him to take.
EXO.4.21	Again the 
EXO.4.22	Then you must tell him that I, the 
EXO.4.23	 I told you to let my son go, so that he might worship me, but you refused. Now I am going to kill your first-born son.’”
EXO.4.24	At a camping place on the way to Egypt, the 
EXO.4.25+EXO.4.26	Then Zipporah, his wife, took a sharp stone, cut off the foreskin of her son, and touched Moses' feet
EXO.4.27	Meanwhile the 
EXO.4.28	Then Moses told Aaron everything that the 
EXO.4.29	So Moses and Aaron went to Egypt and gathered all the Israelite leaders together. 
EXO.4.30	Aaron told them everything that the 
EXO.4.31	They believed, and when they heard that the 
EXO.5.1	Then Moses and Aaron went to the king of Egypt and said, “The 
EXO.5.2	“Who is the 
EXO.5.3	Moses and Aaron replied, “The God of the Hebrews has revealed himself to us. Allow us to travel three days into the desert to offer sacrifices to the 
EXO.5.4	The king said to Moses and Aaron, “What do you mean by making the people neglect their work? Get those slaves back to work! 
EXO.5.5	You people have become more numerous than the Egyptians. And now you want to stop working!”
EXO.5.6	That same day the king commanded the Egyptian slave drivers and the Israelite foremen: 
EXO.5.7	“Stop giving the people straw for making bricks. Make them go and find it for themselves. 
EXO.5.8	But still require them to make the same number of bricks as before, not one brick less. They don't have enough work to do, and that is why they keep asking me to let them go and offer sacrifices to their God! 
EXO.5.9	Make them work harder and keep them busy, so that they won't have time to listen to a pack of lies.”
EXO.5.10	The slave drivers and the Israelite foremen went out and said to the Israelites, “The king has said that he will not supply you with any more straw. 
EXO.5.11	He says that you must go and get it for yourselves wherever you can find it, but you must still make the same number of bricks.” 
EXO.5.12	So the people went all over Egypt looking for straw. 
EXO.5.13	The slave drivers kept trying to force them to make the same number of bricks every day as they had made when they were given straw. 
EXO.5.14	The Egyptian slave drivers beat the Israelite foremen, whom they had put in charge of the work. They demanded, “Why aren't you people making the same number of bricks that you made before?”
EXO.5.15	Then the foremen went to the king and complained, “Why do you do this to us, Your Majesty? 
EXO.5.16	We are given no straw, but we are still ordered to make bricks! And now we are being beaten. It is your people that are at fault.”
EXO.5.17	The king answered, “You are lazy and don't want to work, and that is why you ask me to let you go and offer sacrifices to the 
EXO.5.18	Now get back to work! You will not be given any straw, but you must still make the same number of bricks.” 
EXO.5.19	The foremen realized that they were in trouble when they were told that they had to make the same number of bricks every day as they had made before.
EXO.5.20	As they were leaving, they met Moses and Aaron, who were waiting for them. 
EXO.5.21	They said to Moses and Aaron, “The 
EXO.5.22	Then Moses turned to the 
EXO.5.23	Ever since I went to the king to speak for you, he has treated them cruelly. And you have done nothing to help them!”
EXO.6.1	Then the 
EXO.6.3	I appeared to Abraham, to Isaac, and to Jacob as Almighty God, but I did not make myself known to them by my holy name, the 
EXO.6.4	I also made my covenant with them, promising to give them the land of Canaan, the land in which they had lived as foreigners. 
EXO.6.5	Now I have heard the groaning of the Israelites, whom the Egyptians have enslaved, and I have remembered my covenant. 
EXO.6.6	So tell the Israelites that I say to them, ‘I am the 
EXO.6.7	I will make you my own people, and I will be your God. You will know that I am the 
EXO.6.8	I will bring you to the land that I solemnly promised to give to Abraham, Isaac, and Jacob; and I will give it to you as your own possession. I am the 
EXO.6.9	Moses told this to the Israelites, but they would not listen to him, because their spirit had been broken by their cruel slavery.
EXO.6.10	Then the 
EXO.6.11	“Go and tell the king of Egypt that he must let the Israelites leave his land.”
EXO.6.12	But Moses replied, “Even the Israelites will not listen to me, so why should the king? I am such a poor speaker.”
EXO.6.13	The 
EXO.6.14	Reuben, Jacob's first-born, had four sons: Hanoch, Pallu, Hezron, and Carmi; they were the ancestors of the clans that bear their names. 
EXO.6.15	Simeon had six sons: Jemuel, Jamin, Ohad, Jachin, Zohar, and Shaul, the son of a Canaanite woman; they were the ancestors of the clans that bear their names. 
EXO.6.16	 Levi had three sons: Gershon, Kohath, and Merari; they were the ancestors of the clans that bear their names. Levi lived 137 years. 
EXO.6.17	Gershon had two sons: Libni and Shimei, and they had many descendants. 
EXO.6.18	Kohath had four sons: Amram, Izhar, Hebron, and Uzziel. Kohath lived 133 years. 
EXO.6.19	Merari had two sons: Mahli and Mushi. These are the clans of Levi with their descendants.
EXO.6.20	Amram married his father's sister Jochebed, who bore him Aaron and Moses. Amram lived 137 years. 
EXO.6.21	Izhar had three sons: Korah, Nepheg, and Zichri. 
EXO.6.22	Uzziel also had three sons: Mishael, Elzaphan, and Sithri.
EXO.6.23	Aaron married Elisheba, the daughter of Amminadab and sister of Nahshon; she bore him Nadab, Abihu, Eleazar, and Ithamar. 
