GEN.1.1	In the beginning God created the heavens and the earth. 
JOB.38.32	Or can you guide the Bear with its cubs?
JOB.38.33	 Do you know the ordinances of heaven?
JOB.38.33	Can you set their dominion over the earth?
JOB.38.34	 “Can you lift up your voice to the clouds,
JOB.38.34	that abundance of waters may cover you?
JOB.38.35	Can you send lightning that they may go forth
JOB.38.35	and say to you, ‘Here we are’?
JOB.38.36	 Who has put wisdom in the inward parts,
JOB.38.36	or who has given understanding to the heart?
JOB.38.37	Who can number the clouds by wisdom?
JOB.38.37	Or who 
JOB.38.38	when the dust turns into hard clumps
JOB.38.38	and the clods stick together?
JOB.38.39	 “Will you hunt the prey for the lion?
JOB.38.39	Or fill the appetite of the young lions,
JOB.38.40	 when they crouch in their dens
JOB.38.40	and lie in the thicket to wait in ambush?
JOB.38.41	 Who provides for the raven his food
JOB.38.41	when his young ones cry unto God,
JOB.38.41	and they wander about for lack of food?
JOB.39.1	 “Do you know the time when the wild mountain goats produce offspring?
JOB.39.1	Or can you observe when the deer gives birth?
JOB.39.2	Can you number the months that they fulfill,
JOB.39.2	or do you know the time when they bring forth?
JOB.39.3	They bow themselves, they bring forth their young ones,
JOB.39.3	they get rid of their labor pains.
JOB.39.4	Their young ones are healthy, they grow strong with grain;
JOB.39.4	they go forth and do not return to them.
JOB.39.5	 “Who has sent out the wild donkey free?
JOB.39.5	Or who has loosed the bands of the wild donkey,
JOB.39.6	 whose home I have made the wilderness,
JOB.39.6	and the barren land his dwelling?
JOB.39.7	 He scorns the multitude in the city
JOB.39.7	and does not regard the shouts of the driver.
JOB.39.8	The range of the mountains is his pasture,
JOB.39.8	and he searches after every green thing.
JOB.39.9	 “Will the wild ox be willing to serve you
JOB.39.9	or spend the night by your manger?
JOB.39.10	Can you bind the wild ox in the furrow with ropes?
JOB.39.10	Or will he plow the valleys behind you?
JOB.39.11	Will you trust him because his strength is great?
JOB.39.11	Or will you leave your labor to him?
JOB.39.12	Will you trust him to bring home your grain
JOB.39.12	and gather it into your barn?
JOB.39.13	“Did you give the beautiful wings to the peacocks?
JOB.39.13	Or wings and feathers to the ostrich,
JOB.39.14	who leaves her eggs in the earth,
JOB.39.14	and warms them in dust,
JOB.39.15	and forgets that a foot may crush them,
JOB.39.15	or that the wild beast may break them?
JOB.39.16	 She is hardened against her young ones,
JOB.39.16	as though they were not hers;
JOB.39.16	her labor is in vain, without concern,
JOB.39.17	 because God has deprived her of wisdom,
JOB.39.17	nor has He imparted understanding to her.
JOB.39.18	When she lifts up herself on high,
JOB.39.18	she scorns the horse and his rider.
JOB.39.19	“Have you given the horse strength?
JOB.39.19	Have you clothed his neck with thunder?
JOB.39.20	 Can you make him afraid like a grasshopper?
JOB.39.20	The glory of his nostrils is awesome.
JOB.39.21	 He paws in the valley and rejoices in his strength;
JOB.39.21	he goes on to meet the armed men.
JOB.39.22	He mocks at fear and is not frightened,
JOB.39.22	nor does he turn back from the sword.
JOB.39.23	The quiver rattles against him,
JOB.39.23	the glittering spear and the shield.
JOB.39.24	He devours the distance with fierceness and rage,
JOB.39.24	and he does not stand still at the sound of the trumpet.
JOB.39.25	At the sound of the trumpet he says, ‘Aha’;
JOB.39.25	he smells the battle afar off,
JOB.39.25	the thunder of the captains, and the shouting.
JOB.39.26	“Does the hawk fly by your wisdom,
JOB.39.26	and stretch her wings toward the south?
JOB.39.27	 Does the eagle mount up at your command
JOB.39.27	and make her nest on high?
JOB.39.28	She dwells and remains on the rock,
JOB.39.28	upon the crag of the rock, and the strong place.
JOB.39.29	 From there she seeks the prey,
JOB.39.29	and her eyes see it from afar.
JOB.39.30	 Her young ones also suck up blood,
JOB.39.30	and where the slain are, there she is.”
JOB.40.1	Moreover, the 
JOB.40.2	 “Will he who argues with the Almighty instruct Him?
JOB.40.2	He who rebukes God, let him answerit.”
JOB.40.3	Then Job answered the 
JOB.40.4	 “Behold, I am vile; what shall I answer You?
JOB.40.4	I will lay my hand over my mouth.
JOB.40.5	 Once have I spoken, but I will not answer;
JOB.40.5	yes, twice, but I will proceed no further.”
JOB.40.6	Then the 
JOB.40.7	 “Prepare yourself now like a man;
JOB.40.7	I will question you,
JOB.40.7	and you will answer Me.
JOB.40.8	 “Will you indeed annul My judgment?
JOB.40.8	Will you condemn Me, that you may be righteous?
JOB.40.9	 Have you an arm like God?
JOB.40.9	Or can you thunder with a voice like Him?
JOB.40.10	 Adorn yourself now with majesty and excellence,
JOB.40.10	and array yourself with glory and beauty.
JOB.40.11	 Let loose the rage of your wrath,
JOB.40.11	and look on every one who is proud and abase him;
JOB.40.12	 look on every one who is proud and bring him low,
JOB.40.12	and tread down the wicked in their place.
JOB.40.13	 Hide them in the dust together,
JOB.40.13	and imprison them in the hidden place of the grave.
JOB.40.14	Then I will also confess to you
JOB.40.14	that your own right hand can save you.
JOB.40.15	“Look now at the behemoth
JOB.40.15	which I made along with you;
JOB.40.15	he eats grass like an ox.
JOB.40.16	See now his strength is in his hips,
JOB.40.16	and his power is in the muscles of his belly.
JOB.40.17	He moves his tail like a cedar;
JOB.40.17	the sinews of his thighs are wrapped together.
JOB.40.18	His bones are like strong pieces of brass;
JOB.40.18	his bones are like bars of iron.
JOB.40.19	He is the first of the works of God;
JOB.40.19	He who made him can bring near His sword.
JOB.40.20	 Surely the mountains bring forth food for him,
JOB.40.20	where all the beasts of the field play.
JOB.40.21	He lies under the shady trees,
JOB.40.21	in the thicket of the reed and marsh.
JOB.40.22	The shady trees cover him with their shadow;
JOB.40.22	the willows of the brook surround him.
JOB.40.23	 Look, the river rages, but he is not alarmed;
JOB.40.23	he trusts that he can draw up the Jordan into his mouth.
JOB.40.24	Can anyone catch it by its eyes,
JOB.40.24	or pierce its nose with a snare?
JOB.41.1	 “Can you draw out Leviathan with a hook
JOB.41.1	or snare his tongue with a line which you let down?
JOB.41.2	 Can you put a cord into his nose,
JOB.41.2	or pierce his jaw with a hook?
JOB.41.3	Will he make many supplications to you?
JOB.41.3	Will he speak soft words to you?
JOB.41.4	 Will he make a covenant with you?
JOB.41.4	Will you take him for a servant forever?
JOB.41.5	Will you play with him as with a bird?
JOB.41.5	Or will you put him on a leash for your maidens?
JOB.41.6	Will your companions make a banquet of him?
JOB.41.6	Will they divide him among the merchants?
JOB.41.7	Can you fill his skin with harpoons
JOB.41.7	or his head with fishing spears?
JOB.41.8	Lay your hand on him;
JOB.41.8	remember the battle—you will do it no more.
JOB.41.9	Notice, any hope of overcoming him is in vain;
JOB.41.9	shall not one be overwhelmed at the sight of him?
JOB.41.10	No one is so fierce that he dares to stir him up.
JOB.41.10	Who then is able to stand before Me?
JOB.41.11	 Who has preceded Me that I should repay him?
JOB.41.11	Everything under heaven is Mine.
JOB.41.12	“I will not conceal his limbs,
JOB.41.12	nor his power, nor his graceful proportions.
JOB.41.13	Who can remove his outer garment?
JOB.41.13	Or who can approach him with a double bridle?
JOB.41.14	Who can open the jaws of his face?
JOB.41.14	His teeth are terrible all around.
JOB.41.15	His scales are his pride,
JOB.41.15	shut up tightly as with a seal.
JOB.41.16	One is so near to another
JOB.41.16	that no air can come between them.
JOB.41.17	They are joined to each other;
JOB.41.17	they stick together that they cannot be separated.
JOB.41.18	 His sneezing flashes forth light,
JOB.41.18	and his eyes are like the eyelids of the morning.
JOB.41.19	Out of his mouth go burning lights,
JOB.41.19	and sparks of fire leap out.
JOB.41.20	Out of his nostrils goes smoke
JOB.41.20	as out of a seething pot or cauldron.
JOB.41.21	 His breath kindles coals,
JOB.41.21	and a flame goes out of his mouth.
JOB.41.22	In his neck remains strength,
JOB.41.22	and sorrow is turned into joy before him.
JOB.41.23	The folds of his flesh are joined together;
JOB.41.23	they are firm on him; they cannot be moved.
JOB.41.24	His heart is as firm as a stone,
JOB.41.24	yes, as hard as a piece of the lower millstone.
JOB.41.25	When he raises up himself even the gods are afraid;
JOB.41.25	because of his crashings they are beside themselves.
JOB.41.26	The sword that reaches him cannot avail,
JOB.41.26	nor does the spear, the arrow, or the javelin.
JOB.41.27	He counts iron as straw,
JOB.41.27	and brass as rotten wood.
JOB.41.28	The arrow cannot make him flee;
JOB.41.28	slingstones are turned into stubble by him.
JOB.41.29	Arrows are counted as straw;
JOB.41.29	he laughs at the shaking of a spear.
JOB.41.30	Sharp stones are his underside;
JOB.41.30	he leaves a mark in the mire like a sharp threshing sledge.
JOB.41.31	He makes the deep to boil like a pot;
JOB.41.31	he makes the sea like a pot of ointment.
JOB.41.32	He leaves a shining wake behind him;
JOB.41.32	one would think the deep had white hair.
JOB.41.33	 On earth there is nothing like him,
JOB.41.33	a creature made without fear.
JOB.41.34	 He beholds all high things;
JOB.41.34	he is a king over all the children of pride.”
JOB.42.1	Then Job answered the 
JOB.42.2	 “I know that You can do everything,
JOB.42.2	and that no thought can be withheld from You.
JOB.42.3	 ‘Who is he who hides counsel without knowledge?’
JOB.42.3	Therefore I have uttered what I did not understand,
JOB.42.3	things too wonderful for me which I did not know.
JOB.42.4	 “ ‘Hear, and I will speak;
JOB.42.4	I will question you,
JOB.42.4	and you declare to Me.’
JOB.42.5	 I have heard of You by the hearing of the ear,
JOB.42.5	but now my eye sees You.
JOB.42.6	 Therefore I abhor myself,
JOB.42.6	and repent in dust and ashes.”
JOB.42.7	And so it was, that after the 
JOB.42.8	And now, take for yourselves seven bulls and seven rams, and go to My servant Job, and offer up for yourselves a burnt offering; and My servant Job will pray for you. For him I will accept, lest I deal with you according to your folly, in that you have not spoken of Me the thing which is right like My servant Job.” 
JOB.42.9	So Eliphaz the Temanite, and Bildad the Shuhite, and Zophar the Naamathite went and did as the 
JOB.42.10	And the 
JOB.42.11	Then all of his brothers, and all his sisters, and all of those who had been of acquaintance before came to Job, and they ate bread with him in his house, and they consoled him and comforted him for all the adversity that the 
JOB.42.12	So the 
JOB.42.13	He had also seven sons and three daughters. 
JOB.42.14	He called the name of the first Jemimah; and the name of the second Keziah; and the name of the third Keren-Happuch. 
JOB.42.15	In all the land, there were no women as beautiful as the daughters of Job, and their father gave them an inheritance along with their brothers.
JOB.42.16	After this, Job lived a hundred and forty years, and saw his sons, and their sons to the fourth generation. 
JOB.42.17	So Job died, being old and full of days.
PSA.1.1	Blessed is the man
PSA.1.1	who walks not in the counsel of the ungodly,
PSA.1.1	nor stands in the path of sinners,
PSA.1.1	nor sits in the seat of scoffers;
PSA.1.2	 but his delight is in the law of the 
PSA.1.2	and in His law he meditates day and night.
PSA.1.3	 He will be like a tree planted by the rivers of water,
PSA.1.3	that brings forth its fruit in its season;
PSA.1.3	its leaf will not wither,
PSA.1.3	and whatever he does will prosper.
PSA.1.4	 The ungodly are not so,
PSA.1.4	but are like the chaff
PSA.1.4	which the wind drives away.
PSA.1.5	 Therefore the ungodly will not stand in the judgment,
PSA.1.5	nor sinners in the congregation of the righteous.
PSA.1.6	 For the 
PSA.1.6	but the way of the ungodly will perish.
PSA.2.1	Why do the nations rage,
PSA.2.1	and the peoples plot in vain?
PSA.2.2	 The kings of the earth set themselves,
PSA.2.2	and the rulers take counsel together,
PSA.2.2	against the 
PSA.2.2	and against His anointed, saying,
PSA.2.3	 “Let us tear off their bonds
PSA.2.3	and cast away their ropes from us.”
PSA.2.4	 He who sits in the heavens laughs;
PSA.2.4	the 
PSA.2.5	 Then He will speak to them in His wrath
PSA.2.5	and terrify them in His burning anger:
PSA.2.6	 “I have installed My king
PSA.2.6	on Zion, My holy hill.”
PSA.2.7	I will declare the decree of the 
PSA.2.7	 He said to me, “You are My son;
PSA.2.7	this day have I begotten you.
PSA.2.8	 Ask of Me,
PSA.2.8	and I will give you the nations for your inheritance,
PSA.2.8	and the ends of the earth for your possession.
PSA.2.9	 You will break them with a scepter of iron;
PSA.2.9	you will dash them in pieces like a potter’s vessel.”
PSA.2.10	 Now then, you kings, be wise;
PSA.2.10	be admonished, you judges of the earth.
PSA.2.11	 Serve the 
PSA.2.11	tremble with trepidation!
PSA.2.12	Kiss the son, lest He become angry,
PSA.2.12	and you perish in the way,
PSA.2.12	for His wrath kindles in a flash.
PSA.2.12	Blessed are all who seek refuge in Him.
