GEN.1.1	In the beginning God created the heavens and the earth. 
LEV.16.23	“Then Aaron is to go into the tent of meeting and take off the linen garments he put on before he entered the Most Holy Place, and he is to leave them there. 
LEV.16.24	He shall bathe himself with water in the sanctuary area and put on his regular garments. Then he shall come out and sacrifice the burnt offering for himself and the burnt offering for the people, to make atonement for himself and for the people. 
LEV.16.25	He shall also burn the fat of the sin offering on the altar.
LEV.16.26	“The man who releases the goat as a scapegoat must wash his clothes and bathe himself with water; afterward he may come into the camp. 
LEV.16.27	The bull and the goat for the sin offerings, whose blood was brought into the Most Holy Place to make atonement, must be taken outside the camp; their hides, flesh and intestines are to be burned up. 
LEV.16.28	The man who burns them must wash his clothes and bathe himself with water; afterward he may come into the camp.
LEV.16.29	“This is to be a lasting ordinance for you: On the tenth day of the seventh month you must deny yourselves
LEV.16.30	because on this day atonement will be made for you, to cleanse you. Then, before the 
LEV.16.31	It is a day of sabbath rest, and you must deny yourselves; it is a lasting ordinance. 
LEV.16.32	The priest who is anointed and ordained to succeed his father as high priest is to make atonement. He is to put on the sacred linen garments 
LEV.16.33	and make atonement for the Most Holy Place, for the tent of meeting and the altar, and for the priests and all the members of the community.
LEV.16.34	“This is to be a lasting ordinance for you: Atonement is to be made once a year for all the sins of the Israelites.”
LEV.16.34	And it was done, as the 
LEV.17.1	The 
LEV.17.2	“Speak to Aaron and his sons and to all the Israelites and say to them: ‘This is what the 
LEV.17.3	Any Israelite who sacrifices an ox,
LEV.17.4	instead of bringing it to the entrance to the tent of meeting to present it as an offering to the 
LEV.17.5	This is so the Israelites will bring to the 
LEV.17.6	The priest is to splash the blood against the altar of the 
LEV.17.7	They must no longer offer any of their sacrifices to the goat idols
LEV.17.8	“Say to them: ‘Any Israelite or any foreigner residing among them who offers a burnt offering or sacrifice 
LEV.17.9	and does not bring it to the entrance to the tent of meeting to sacrifice it to the 
LEV.17.10	“ ‘I will set my face against any Israelite or any foreigner residing among them who eats blood, and I will cut them off from the people. 
LEV.17.11	For the life of a creature is in the blood, and I have given it to you to make atonement for yourselves on the altar; it is the blood that makes atonement for one’s life.
LEV.17.12	Therefore I say to the Israelites, “None of you may eat blood, nor may any foreigner residing among you eat blood.”
LEV.17.13	“ ‘Any Israelite or any foreigner residing among you who hunts any animal or bird that may be eaten must drain out the blood and cover it with earth, 
LEV.17.14	because the life of every creature is its blood. That is why I have said to the Israelites, “You must not eat the blood of any creature, because the life of every creature is its blood; anyone who eats it must be cut off.”
LEV.17.15	“ ‘Anyone, whether native-born or foreigner, who eats anything found dead or torn by wild animals must wash their clothes and bathe with water, and they will be ceremonially unclean till evening; then they will be clean. 
LEV.17.16	But if they do not wash their clothes and bathe themselves, they will be held responsible.’ ”
LEV.18.1	The 
LEV.18.2	“Speak to the Israelites and say to them: ‘I am the 
LEV.18.3	You must not do as they do in Egypt, where you used to live, and you must not do as they do in the land of Canaan, where I am bringing you. Do not follow their practices. 
LEV.18.4	You must obey my laws and be careful to follow my decrees. I am the 
LEV.18.5	Keep my decrees and laws, for the person who obeys them will live by them. I am the 
LEV.18.6	“ ‘No one is to approach any close relative to have sexual relations. I am the 
LEV.18.7	“ ‘Do not dishonor your father by having sexual relations with your mother. She is your mother; do not have relations with her.
LEV.18.8	“ ‘Do not have sexual relations with your father’s wife; that would dishonor your father.
LEV.18.9	“ ‘Do not have sexual relations with your sister, either your father’s daughter or your mother’s daughter, whether she was born in the same home or elsewhere.
LEV.18.10	“ ‘Do not have sexual relations with your son’s daughter or your daughter’s daughter; that would dishonor you.
LEV.18.11	“ ‘Do not have sexual relations with the daughter of your father’s wife, born to your father; she is your sister.
LEV.18.12	“ ‘Do not have sexual relations with your father’s sister; she is your father’s close relative.
LEV.18.13	“ ‘Do not have sexual relations with your mother’s sister, because she is your mother’s close relative.
LEV.18.14	“ ‘Do not dishonor your father’s brother by approaching his wife to have sexual relations; she is your aunt.
LEV.18.15	“ ‘Do not have sexual relations with your daughter-in-law. She is your son’s wife; do not have relations with her.
LEV.18.16	“ ‘Do not have sexual relations with your brother’s wife; that would dishonor your brother.
LEV.18.17	“ ‘Do not have sexual relations with both a woman and her daughter. Do not have sexual relations with either her son’s daughter or her daughter’s daughter; they are her close relatives. That is wickedness.
LEV.18.18	“ ‘Do not take your wife’s sister as a rival wife and have sexual relations with her while your wife is living.
LEV.18.19	“ ‘Do not approach a woman to have sexual relations during the uncleanness of her monthly period.
LEV.18.20	“ ‘Do not have sexual relations with your neighbor’s wife and defile yourself with her.
LEV.18.21	“ ‘Do not give any of your children to be sacrificed to Molek, for you must not profane the name of your God. I am the 
LEV.18.22	“ ‘Do not have sexual relations with a man as one does with a woman; that is detestable.
LEV.18.23	“ ‘Do not have sexual relations with an animal and defile yourself with it. A woman must not present herself to an animal to have sexual relations with it; that is a perversion.
LEV.18.24	“ ‘Do not defile yourselves in any of these ways, because this is how the nations that I am going to drive out before you became defiled. 
