GEN.1.1	In the beginning, when God created the universe,
JOS.13.26	their land extended from Heshbon to Ramath Mizpeh and Betonim, from Mahanaim to the border of Lodebar. 
JOS.13.27	In the Jordan Valley it included Beth Haram, Bethnimrah, Sukkoth, and Zaphon, the rest of the kingdom of King Sihon of Heshbon. Their western border was the Jordan River as far north as Lake Galilee. 
JOS.13.28	These were the cities and towns given to the families of the tribe of Gad as their possession.
JOS.13.29	Moses had given a part of the land to the families of half the tribe of Manasseh as their possession. 
JOS.13.30	Their territory extended to Mahanaim and included all of Bashan—the whole kingdom of Og, the king of Bashan, as well as all sixty of the villages of Jair in Bashan. 
JOS.13.31	It included half of Gilead, as well as Ashtaroth and Edrei, the capital cities of Og's kingdom in Bashan. All this was given to half the families descended from Machir son of Manasseh.
JOS.13.32	This is how Moses divided the land east of Jericho and the Jordan when he was in the plains of Moab. 
JOS.13.33	 But Moses did not assign any land to the tribe of Levi. He told them that their possession was to be a share of the offerings to the 
JOS.14.1	What follows is an account of how the land of Canaan west of the Jordan was divided among the people of Israel. Eleazar the priest, Joshua son of Nun, and the leaders of the families of the Israelite tribes divided it among the population. 
JOS.14.2	 As the 
JOS.14.3+JOS.14.4	 Moses had already assigned the land east of the Jordan to the other two and one-half tribes. (The descendants of Joseph were divided into two tribes: Manasseh and Ephraim.) However, Moses gave the Levites no portion of the territory. Instead, they received cities to live in, with fields for their cattle and flocks. 
JOS.14.5	The people of Israel divided the land as the 
JOS.14.7	 I was forty years old when the 
JOS.14.8	The men who went with me, however, made our people afraid. But I faithfully obeyed the 
JOS.14.9	 Because I did, Moses promised me that my children and I would certainly receive as our possession the land which I walked over. 
JOS.14.10	But now, look. It has been forty-five years since the 
JOS.14.11	and am just as strong today as I was when Moses sent me out. I am still strong enough for war or for anything else. 
JOS.14.12	Now then, give me the hill country that the 
JOS.14.13	Joshua blessed Caleb son of Jephunneh and gave him the city of Hebron as his possession. 
JOS.14.14	Hebron still belongs to the descendants of Caleb son of Jephunneh the Kenizzite, because he faithfully obeyed the 
JOS.14.15	Before this, Hebron was called the city of Arba. (Arba had been the greatest of the Anakim.)
JOS.14.15	There was now peace in the land.
JOS.15.1	The families of the tribe of Judah received a part of the land described as follows:
JOS.15.1	The land reached south to the southernmost point of the wilderness of Zin, at the border of Edom. 
JOS.15.2	This southern border ran from the south end of the Dead Sea, 
JOS.15.3	went southward from the Akrabbim Pass and on to Zin. It ran south of Kadesh Barnea, past Hezron and up to Addar, turned toward Karka, 
JOS.15.4	went on to Azmon, and followed the stream on the border of Egypt to the Mediterranean Sea, where the border ended. That was the southern border of Judah.
JOS.15.5	The eastern border was the Dead Sea, all the way up to the inlet where the Jordan empties into it.
JOS.15.5	The northern border began there, 
JOS.15.6	extended up to Beth Hoglah, and went north of the ridge overlooking the Jordan Valley. Then it went up to the Stone of Bohan (Bohan was a son of Reuben), 
JOS.15.7	from Trouble Valley up to Debir, and then turned north toward Gilgal, which faces Adummim Pass on the south side of the valley. It then went on to the springs of Enshemesh, out to Enrogel, 
JOS.15.8	and up through Hinnom Valley on the south side of the hill where the Jebusite city of Jerusalem was located. The border then proceeded up to the top of the hill on the west side of Hinnom Valley, at the northern end of Rephaim Valley. 
JOS.15.9	From there it went to the Springs of Nephtoah and out to the cities near Mount Ephron. There it turned toward Baalah (or Kiriath Jearim), 
JOS.15.10	where it circled west of Baalah toward the hill country of Edom, went on the north side of Mount Jearim (or Chesalon), down to Beth Shemesh, and on past Timnah. 
JOS.15.11	The border then went out to the hill north of Ekron, turned toward Shikkeron, past Mount Baalah, and on to Jamnia. It ended at the Mediterranean Sea, 
JOS.15.12	which formed the western border.
JOS.15.12	Within these borders lived the people of the families of Judah.
JOS.15.14	Caleb drove the descendants of Anak out of the city—the clans of Sheshai, Ahiman, and Talmai. 
JOS.15.15	From there he went to attack the people living in Debir. (This city used to be called Kiriath Sepher.) 
JOS.15.16	Caleb said, “I will give my daughter Achsah in marriage to the man who succeeds in capturing Kiriath Sepher.” 
JOS.15.17	Othniel, the son of Caleb's brother Kenaz, captured the city, so Caleb gave him his daughter Achsah in marriage. 
JOS.15.18	On the wedding day Othniel urged her
JOS.15.19	She answered, “I want some water holes. The land you have given me is in the dry country.” So Caleb gave her the upper and lower springs.
JOS.15.20	This is the land that the families of the tribe of Judah received as their possession. 
JOS.15.21	The cities farthest south that belonged to them, those that were near the border of Edom, were Kabzeel, Eder, Jagur, 
JOS.15.22	Kinah, Dimonah, Adadah, 
JOS.15.23	Kedesh, Hazor, Ithnan, 
JOS.15.24	Ziph, Telem, Bealoth, 
JOS.15.25	Hazor Hadattah, Kerioth Hezron (or Hazor), 
JOS.15.26	Amam, Shema, Moladah, 
JOS.15.27	Hazar Gaddah, Heshmon, Bethpelet, 
JOS.15.28	Hazar Shual, Beersheba, Biziothiah, 
JOS.15.29	Baalah, Iim, Ezem, 
JOS.15.30	Eltolad, Chesil, Hormah, 
JOS.15.31	Ziklag, Madmannah, Sansannah, 
JOS.15.32	Lebaoth, Shilhim, Ain, and Rimmon: twenty-nine cities in all, along with the towns around them.
JOS.15.33	The cities in the foothills were Eshtaol, Zorah, Ashnah, 
JOS.15.34	Zanoah, Engannim, Tappuah, Enam, 
JOS.15.35	Jarmuth, Adullam, Socoh, Azekah, 
JOS.15.36	Shaaraim, Adithaim, Gederah, and Gederothaim: fourteen cities, along with the towns around them.
JOS.15.37	There were also Zenan, Hadashah, Migdalgad, 
JOS.15.38	Dilean, Mizpah, Joktheel, 
JOS.15.39	Lachish, Bozkath, Eglon, 
JOS.15.40	Cabbon, Lahmam, Chitlish, 
JOS.15.41	Gederoth, Bethdagon, Naamah, and Makkedah: sixteen cities, along with the towns around them.
JOS.15.42	There were also Libnah, Ether, Ashan, 
JOS.15.43	Iphtah, Ashnah, Nezib, 
JOS.15.44	Keilah, Achzib, and Mareshah: nine cities, along with the towns around them.
JOS.15.45	There was Ekron with its towns and villages, 
JOS.15.46	and all the cities and towns near Ashdod, from Ekron to the Mediterranean Sea.
JOS.15.47	There were Ashdod and Gaza, with their towns and villages, reaching to the stream on the border of Egypt and the coast of the Mediterranean Sea.
JOS.15.48	In the hill country there were Shamir, Jattir, Socoh, 
JOS.15.49	Dannah, Kiriath Sepher (or Debir), 
JOS.15.50	Anab, Eshtemoa, Anim, 
JOS.15.51	Goshen, Holon, and Giloh: eleven cities, along with the towns around them.
JOS.15.52	There were Arab, Dumah, Eshan, 
JOS.15.53	Janim, Beth Tappuah, Aphekah, 
JOS.15.54	Humtah, Hebron, and Zior: nine cities, along with the towns around them.
JOS.15.55	There were Maon, Carmel, Ziph, Juttah, 
JOS.15.56	Jezreel, Jokdeam, Zanoah, 
JOS.15.57	Kain, Gibeah, and Timnah: ten cities, along with the towns around them.
JOS.15.58	There were Halhul, Bethzur, Gedor, 
JOS.15.59	Maarath, Bethanoth, and Eltekon: six cities, along with the towns around them.
JOS.15.60	There were Kiriath Baal (or Kiriath Jearim) and Rabbah: two cities, along with the towns around them.
JOS.15.61	In the desert there were Beth Arabah, Middin, Secacah, 
JOS.15.62	Nibshan, Salt City, and Engedi: six cities, along with the towns around them.
JOS.16.1	The southern boundary of the land assigned to the descendants of Joseph started from the Jordan near Jericho, at a point east of the springs of Jericho, and went into the desert. It went from Jericho up into the hill country as far as Bethel. 
JOS.16.2	From Bethel it went to Luz, passing on to Ataroth Addar, where the Archites lived. 
JOS.16.3	It then went west to the area of the Japhletites, as far as the area of Lower Beth Horon. It went on from there to Gezer and ended at the Mediterranean Sea.
