GEN.1.1	Ku lubereberye Katonda yatonda eggulu n'ensi.
JOS.7.19	Yoswa n'agamba Akani nti, “Mwana wange, nkwegayiridde, omuwe ekitiibwa Mukama, Katonda wa Isiraeri, omwatulire; era oŋŋambe kaakano ky'okoze; tokinkisa.”
JOS.7.20	Akani n'addamu Yoswa n'ayogera nti, “Mazima nnyonoonye eri Mukama, Katonda wa Isiraeri, era kino kye nnakola,
JOS.7.21	bwe nnalaba mu munyago ekyambalo ekirungi ekya Sinaali, n'esekeri ez'effeeza bibiri (200), n'ekitole ekya zaabu ekigero kyakyo sekeri ataano (50), ne mbiyaayaanira ne mbitwala ne mbikweka mu ttaka wakati mu weema yange; ng'effeeza eri wansi wabyo.” 
JOS.7.22	Awo Yoswa n'atuma ababaka, ne bagenda bunnambiro mu weema ya Akani; ne basanga ng'ebintu ebyo bikwekeddwa mu weema ye, ng'effeeza y'eri wansi. 
JOS.7.23	Nabo ne babiggya yo wakati mu weema, ne babireetera Yoswa n'abaana ba Isiraeri bonna; ne babissa wansi mu maaso ga Mukama. 
JOS.7.24	Awo Yoswa, n'Abaisiraeri bonna, ne batwala Akani, muzzukulu wa Zeera, n'effeeza, n'ekyambalo, n'ekitole kya zaabu, n'abaana be ab'obulenzi n'ab'obuwala, n'ente ze, n'endogoyi ze, n'endiga ze, n'eweema ye, ne byonna bye yalina; ne babatwala mu kiwonvu Akoli.
JOS.7.25	Yoswa n'ayogera nti, “ Lwaki watuleetera emitawaana? Kaakano naawe Mukama anaakuleetako emitawaana.” Awo Abaisiraeri bonna ne bakuba Akani, n'ab'omunnyumba ye bonna amayinja;
JOS.7.26	Ne bamutuumako entuumu ennene ey'amayinja, ekyaliwo ne kaakano; ekiwonvu ekyo kye kyava kiyitibwa Akoli,
JOS.8.1	Mukama n'agamba Yoswa nti, “Totya, so toterebuka; twala abalwanyi bonna olumbe Ayi. Nkuwadde okuwangula kabaka w'e Ayi n'abantu be, n'ekibuga kye, n'ensi ye;
JOS.8.2	era olikola Ayi ne kabaka waamu nga bwe wakola Yeriko ne kabaka waamu. Naye omunyago gwakyo awamu n'ente zaakyo mulibyetwalira okuba omunyago gwammwe. Muteegere ekibuga emabega waakyo.”
JOS.8.3	Awo Yoswa n'abalwanyi be bonna ne bagenda okulumba Ayi; Yoswa n'alonda abalwanyi, abazira, emitwalo esatu (30,000), n'abasindika ekiro. 
JOS.8.4	N'abalagira nti, “Laba munaategeera ekibuga emabega waakyo, naye nga temuli wala nakyo, mwetegeke mwenna okulumba. 
JOS.8.5	Nze n'abantu bonna abali nange tunaasemberera ekibuga; awo, bwe banajja okutulumba, ng'olubereberye, ne tulyoka tudduka okuva mu maaso gaabwe;
JOS.8.6	Bajja kutuwondera okutuusa nga tumaze okubasendasenda beesuule nnyo ekibuga. Bajja kulowooza nti tubadduse nga bwe twakola olwasooka;
JOS.8.7	nammwe munaagolokoka we muteegedde, ne muwamba ekibuga; kubanga Mukama Katonda wammwe anaakibawa ne mukiwangula. 
JOS.8.8	Awo, bwe munaamala okuwamba ekibuga, ne mu kyokya omuliro nga Mukama bwe yabagamba. Nze mbalagidde.” 
JOS.8.9	Yoswa n'abasindika; ne bagenda we banaateegera, ne babeera wakati wa Neseri ne Ayi, ku luuyi olw'ebugwanjuba olw'e Ayi; naye ekiro ekyo, Yoswa n'asula n'abantu mu lusiisira.
JOS.8.10	Yoswa n'akeera enkya n'akuŋŋaanya abantu wamu n'abakadde ba Isiraeri, n'abakulembera ne bagenda e Ayi. 
JOS.8.11	Abalwanyi bonna abaali naye, ne basembera mu maaso g'ekibuga ne basiisira ku luyi olw'obukiikakkono obwa Ayi; nga waliwo ekiwonvu wakati waabwe ne Ayi. 
JOS.8.12	N'atwala abantu ng'enkumi ttaano (5,000), n'abateekateeka ne bategeera wakati wa Beseri ne Ayi, ku luuyi lw'ekibuga olw'ebugwanjuba. 
JOS.8.13	Bwe batyo bwe baateekateeka abalwanyi, eggye eddene lyali mu bukiikakkono obw'ekibuga, ate n'abateezi baabwe nga baali ebugwanjuba obw'ekibuga; Yoswa ye, n'agenda ekiro ekyo wakati mu kiwonvu. 
JOS.8.14	Awo olwatuuka kabaka we Ayi bwe yalaba abalwanyi ba Yoswa, ye n'abantu be bonna ab'omukibuga ne bayanguwa ku makya okugenda okulwana ne Yoswa n'abalwanyi be abaali mu kiwonvu Alaba. Naye Kabaka teyamanya nti waaliwo abaali bamuteeze emabega w'ekibuga. 
JOS.8.15	Yoswa n'Abaisiraeri bonna ne beefuula ng'ababatidde ne baddukira mu kkubo ery'eddungu. 
JOS.8.16	N'abantu bonna abaali mu kibuga ne bakuŋŋaanyizibwa okubawondera. Ne bagoba Yoswa; naye ne yeyongerayo okutuusa lwe beesuulira ddala ekibuga.
JOS.8.17	Ne mutasigala muntu mu Ayi newakubadde mu Beseri, ataagenda kugoba Isiraeri; ekibuga ne kisigala nga kiggule. 
JOS.8.18	Mukama n'agamba Yoswa nti, “Galula omuwunda oguli mu mukono gwo ku Ayi; kubanga nnaakikuwa mu mukono gwo. Yoswa n'agalula omuwunda ogwali mu mukono gwe eri ekibuga.”
JOS.8.19	Yoswa bwe yamala okugalula omuwunda, abateezi ne bafubutuka okuva we baali bateegedde, ne bayingira ekibuga, ne bakimenya mangu ne bakyokya omuliro. 
JOS.8.20	Ab'e Ayi, abaali bagoba Yoswa, bwe baatunula emabega waabwe, ne balaba omukka oguva mu kibuga nga gunyookera mu bbanga ne baggwamu amaanyi nga tebalina wakuddukira. Awo Abaisiraeri be baali bagoba ne babakyukira okubalumba. 
JOS.8.21	Yoswa n'Abaisiraeri bonna bwe baalaba ng'abateezi baabwe bamenye ekibuga, nga n'omukka gunyooka mu kibuga awo nabo ne bakyuka nate, ne batta ab'e Ayi. 
JOS.8.22	Abaisiraeri abaali mu kibuga ne bavaayo okubalumba; Abe Ayi ne babeera wakati mu ba Isiraeri eruuyi n'eruuyi; ne babakuba, obutaganya muntu n'omu okusigalawo newakubadde okudduka. 
JOS.8.23	Kabaka we Ayi ne bamukwata nga mulamu, ne bamuleeta eri Yoswa. 
JOS.8.24	Awo, Abaisiraeri bwe baamala okuttira ddala ab'e Ayi abaali babawondedde mu ddungu ne baggweerawo ddala, ne balyoka bakomawo mu kibuga ne batta bonna abaali basigaddewo. 
JOS.8.25	Abantu bonna abaali mu Ayi, abasajja n'abakazi abattibwa ku lunaku olwo, baali omutwalo gumu mu enkumi bbiri (12,000). 
JOS.8.26	Yoswa teyassa mukono gwe, gwe yagaluza omuwunda okutuusa lwe yamala okuzikiririza ddala abantu bonna abaali mu Ayi.
JOS.8.27	Wabula ente n'ebintu ebirala byonna Abaisiraeri bye baggya mu kibuga, ne babyetwalira okuba omunyago ng'ekigambo kya Mukama kye yalagira Yoswa bwe kyali.
JOS.8.28	Yoswa n'ayokya Ayi bw'atyo, n'akireka nga matongo, ne kaakano.
JOS.8.29	Yoswa n'awanika kabaka we Ayi ku muti, okutuusa enjuba bwe yagwa. Awo n'alagira omulambo gwe okuggyibwa ku muti, ne bagusuula ku wankaaki w'ekibuga ne bagutuumako entuumu ennene ey'amayinja, ekyaliwo ne kaakano.
JOS.8.30	Awo Yoswa n'alyoka azimbira Mukama, Katonda wa Isiraeri ekyoto ku lusozi Ebali.
JOS.8.31	N'akizimba ng'agoberera ebiragiro bya Musa omuweereza wa Mukama, bye yawa abaana ba Isiraeri, era nga bwe byawandiikibwa mu kitabo ky'amateeka ga Musa nti, “Ekyoto kinaazimbibwanga n'amayinja amalamba agatayasibbwangako na kyuma kyonna.” Awo ne balyoka bakiweerako ebiweebwayo ebyokebwa eri Mukama, n'ebiweebwayo eby'emirembe. 
JOS.8.32	Awo Yoswa n'awandiika ku mayinja ago amateeka ga Musa ng'abaana ba Isiraeri balaba.
JOS.8.33	Awo abaana ba Isiraeri bonna, enzaalwa ne bannamawanga ababeera mu bo, n'abakadde baabwe, n'abaami, n'abalamuzi baabwe, ne bayimirira eruuyi n'eruuyi lw'Essanduuko, nga batunuulidde bakabona Abaleevi, abasitudde Essanduuko eyo ey'Endagaano ya Mukama. Ekitundu kyabwe ekimu eky'okubiri, baayimirira nga batunuulidde olusozi Gerizimu, n'ekitundu ekirala nga batunuulidde olusozi Ebali. Bw'atyo Musa omuweereza wa Mukama bwe yabalagira okusookanga okukola, nga bagenda okusabira abantu ba Isiraeri omukisa.
JOS.8.34	Oluvannyuma Yoswa n'asoma ebigambo byonna eby'amateeka, omukisa n'okukolimirwa, nga byonna bwe byawandiikibwa mu kitabo eky'amateeka. 
JOS.8.35	Tewaali kigambo mu byonna Musa bye yalagira, Yoswa ky'ataasomera kibiina ky'abaana ba Isiraeri, omwali abakazi, abaana, ne bannamawanga abaatambuliranga mu bo.
JOS.9.1	Awo, bakabaka bonna abaali emitala wa Yoludaani, mu nsi ey'ensozi, ne mu nsenyi, ne ku lubalama lwonna olw'ennyanja Ennene, olusozi Lebanooni gye lusimba, Abakiiti, n'Abamoli, n'Abakanani, n'Abaperizi, n'Abakiivi, n'Abayebusi, bwe baawulira obuwanguzi bwa Yoswa;
JOS.9.2	ne balyoka bakuŋŋaanira wamu, okulwanyisa Yoswa n'Abaisiraeri, n'omwoyo gumu.
JOS.9.3	Naye abaali mu Gibyoni bwe baawulira Yoswa bye yakola ku Yeriko ne Ayi,
JOS.9.4	ne basala amagezi, ne bagenda ne beefuula ng'ababaka, ne batwala ensawo enkadde ku ndogoyi zaabwe, n'amaliba ag'omwenge amakadde agaayulika agaatungirirwa; 
JOS.9.5	n'engatto enkadde ezibotose mu bigere byabwe, era nga bambadde ebyambalo ebikadde; n'emmere yonna ey'entanda yaabwe ng'ekaliridde ng'ekutte obukuku. 
JOS.9.6	Ne bajja eri Yoswa mu lusiisira mu Girugaali, ne bamugamba ye n'abantu ba Isiraeri nti, “Tuvudde mu nsi ye wala; kale kaakano mulagaane naffe.” 
JOS.9.7	N'abantu ba Isiraeri ne bagamba Abakiivi nti, “Wozzi ewammwe muli wakati wansi yaffe; naffe tunaalagaana tutya nammwe?”
JOS.9.8	Ne baddamu nti, “Tuli baddu bo.” Yoswa n'ababuuza nti, “Mmwe baani, era muva wa?” 
JOS.9.9	Ne bamugamba nti, “Abaddu bo bavudde mu nsi y'ewala nnyo okujja wano. Kubanga twawulira ettutumu lya Mukama Katonda wo, ne byonna bye yakola mu Misiri,
JOS.9.10	ne byonna bye yakola bakabaka ababiri ab'Abamoli, abaali emitala wa Yoludaani, Sikoni kabaka we Kesuboni, ne Ogi kabaka we Basani, eyali mu Asutaloosi.
JOS.9.11	Awo bakadde baffe n'abantu bonna ab'omu nsi yaffe ne batugamba nti ‘musibire olugendo luno entanda, mugende mu maaso gaabwe mubagambe nti, Tuli baddu bammwe, kale kaakano mukole naffe endagaano ey'emirembe.’ 
JOS.9.12	Emmere yaffe eno ey'entanda twagisiba ng'ekyabuguma mu nnyumba zaffe ng'ekyabuguma ku lunaku lwe twavaayo okujja gye muli; naye kaakano, laba, ekaliridde, era ekutte n'obukuku; 
JOS.9.13	n'amaliba gano ag'omwenge, ge twajjuza, gaali maggya; era, laba, gayuliseyulise; n'ebyambalo byaffe bino n'engatto zaffe bikaddiye olw'olugendo olunene ennyo.” 
JOS.9.14	Abaisiraeri ne balya ku ntanda yaabwe, naye ne batabuuza kuluŋŋamizibwa kuva eri Mukama.
JOS.9.15	Yoswa n'abakulu b'ekibiina ne bakola nabo endagaano ey'emirembe ne babalayirira obutabatta.
JOS.9.16	Awo bwe waayitawo ennaku ssatu (3) nga bamaze okukola endagaano eyo, Abaisiraeri ne bawulira ng'abantu abo baliraanwa baabwe ab'okumpi ddala. 
JOS.9.17	Abaana ba Isiraeri ne batambula, ne ku lunaku olwokusatu (3) ne batuuka mu bibuga byabwe. Ebibuga byabwe byali Gibyoni, Kefira, Beerosi, ne Kiriyasuyalimu.
JOS.9.18	N'abaana ba Isiraeri ne batabatta, kubanga abakulu b'ekibiina baali babalayiridde eri Mukama Katonda wa Isiraeri. Ekibiina ky'Abaana ba Isiraeri kyonna ne kyemulugunyiza abakulu baabwe. 
JOS.9.19	Naye abakulu bonna ne baddamu ekibiina kyonna nti, “Abantu abo twabalayirira Mukama Katonda wa Isiraeri; kale kaakano tetuuyinze kubakolako kabi. 
JOS.9.20	Tubaleke nga balamu, kubanga twabalayirira, Mukama aleme okutusunguwalira.”
JOS.9.21	Abakulu ne bagamba ekibiina nti, “Mubaleke nga balamu; baasenga enku era bakimirenga ekibiina kyonna eky'abaana ba Isiraeri amazzi.” 
JOS.9.22	Yoswa n'abayita n'ababuuza nti, “Lwaki mwatulimba nga mwogera nti, ‘Tuva wala nnyo so ng'ate muli ba wano kumpi?’
JOS.9.23	Kale kaakano mukolimiddwa, abantu bammwe banaabanga baddu ennaku zonna, abaasi b'enku era abakimi b'amazzi eri ennyumba ya Katonda wange.” 
JOS.9.24	Ne bamuddamu Yoswa nti, “Kubanga abaddu bo baategeezebwa ddala nga Mukama Katonda wo yalagira Musa omuweereza we okubawa ensi eno yonna, n'okuzikiriza bonna abagirimu; kyetwava tutya okututta, ne tukola bwe tutyo.
JOS.9.25	Ne kaakano, laba, tuli mu mukono gwo; tukole kyonna ky'olaba nga kirungi era nga kye kituufu.” 
JOS.9.26	Era bw'atyo bwe yabakola, n'abawonya mu mukono gw'abaana ba Isiraeri okubatta. 
JOS.9.27	Ku lunaku olwo Yoswa n'abafuula abaasi b'enku era abakimi b'amazzi eri ekibiina n'eri ekyoto kya Mukama, ne mu kifo ekirala kyonna ky'anaabalagiranga. Ogwo gwe mulimu gwabwe ne kaakano.
JOS.10.1	Awo, Adonizedeki kabaka w'e Yerusaalemi bwe yawulira engeri Yoswa gye yamenya Ayi, era n'akizikiririza ddala, era n'akola Ayi ne kabaka wakyo; kye yakola Yeriko ne kabaka waamu, era n'awulira nti abantu b'e Gibyoni baalagaana n'Abaisiraeri endagaano ey'emirembe era nga babeera mu bo.
JOS.10.2	Kabaka n'abantu be, ne balyoka batya nnyo, kubanga Gibyoni kyali kibuga kinene, ng'ebibuga bya bakabaka bwe byali, era nga kyali kisinga Ayi obunene, n'abantu baayo bonna baali bazira.
JOS.10.3	Adonizedeki, kabaka w'e Yerusaalemi, kyeyava atumira Kokamu, kabaka w'e Kebbulooni, Piramu, kabaka w'e Yalamusi, Yafiya, kabaka w'e Lakisi, ne Debiri, kabaka w'e Eguloni, ng'ayogera nti, 
JOS.10.4	“Mujje munnyambe tukube Gibyoni; kubanga abaayo baalagaana endagaano ey'emirembe ne Yoswa n'abaana ba Isiraeri.” 
JOS.10.5	Awo bakabaka abataano ab'Abamoli, kabaka w'e Yerusaalemi, kabaka w'e Kebbulooni, kabaka w'e Yalamusi, kabaka w'e Lakisi, ne kabaka w'e Eguloni, ne begatta wamu ne batwala eggye lyabwe lyonna, ne basiisira okwebungulula Gibyoni bakirwanyise. 
JOS.10.6	N'ab'e Gibyoni ne batumira Yoswa mu lusiisira e Girugaali ne bamugamba nti, “Totulekerera, jjangu mangu otudduukirire, otuwonye, kubanga bakabaka bonna ab'Abamoli abatuula mu nsi ey'ensozi batulumbye okutuzikiriza.”
JOS.10.7	Awo Yoswa n'ava e Girugaali n'ajja ng'ali n'abalwanyi be bonna, abazira abamaanyi. 
JOS.10.8	Mukama n'agamba Yoswa nti, “Tobatya; kubanga mbakuwadde mu mikono gyo, tewaabe muntu mu bo anaayimirira mu maaso go.”
JOS.10.9	Awo Yoswa najja mangu gyebali, ng'atambudde ekiro kyonna okuva e Girugaali. 
JOS.10.10	Mukama n'aleetera Abamoli encukwe mu maaso ga Isiraeri, ne battira ddala bangi, mu bo e Gibyoni; abaasigalawo ne babawondera mu kkubo eryambuka e Besukolooni, ne babakuba okutuusiza ddala e Azeka n'e Makedda.
JOS.10.11	Awo, Abamoli bwe baali nga badduka Abaisiraeri, Mukama n'atonnyesa amayinja amanene ag'omuzira, ne gabakuba. Abattibwa amayinja ago ag'omuzira, ne basinga obungi abo abaana ba Isiraeri be batta n'ekitala.
JOS.10.12	Awo Yoswa n'ayogera ne Mukama ku lunaku Mukama lwe yawaayo Abamoli mu maaso g'abaana ba Isiraeri; n'ayogera mu maaso ga Isiraeri nti,
JOS.10.12	“Ggwe enjuba yimirira waggulu wa Gibyoni;
JOS.10.12	Naawe omwezi,
JOS.10.12	yimirira waggulu w'ekiwonvu Ayalooni.”
JOS.10.13	Enjuba n'eyimirira,
JOS.10.13	Omwezi ne gulinda,
JOS.10.13	Okutuusa eggwanga lwe lyamala
JOS.10.13	okuwangula abalabe baalyo.
JOS.10.13	Kino kyawandiikibwa mu Kitabo kya Yasali. Enjuba yalindira ku ggulu wakati, n'etayanguyiriza kugwa, okumala ng'olunaku lulamba. 
JOS.10.14	Tewabangawo lunaku era tewaliba lulala olwenkana ng'olwo, Mukama okuwulira omuntu; kubanga Mukama yalwanirira Isiraeri.
JOS.10.15	Ebyo bwe byaggwa, Yoswa n'akomawo n'Abaisiraeri bonna mu lusiisira e Girugaali.
JOS.10.16	Awo bakabaka abo abataano (5) ne badduka, ne beekweka mu mpuku e Makkeda. 
JOS.10.17	Ne babuulira Yoswa nti, “Bakabaka abataano (5) tubalabye, nga beekwese mu mpuku e Makkeda.” 
JOS.10.18	Yoswa n'ayogera nti, “Muyiringisirize amayinja amanene ku mulyango gw'empuku, mugiteekeko abantu bagikuume; 
JOS.10.19	naye mmwe temulinda; muwondere abalabe bammwe, mubakube nga mubava emabega; temubaganya kuyingira mu bibuga byabwe; kubanga Mukama Katonda wammwe ababawadde mmwe okubawangula.” 
JOS.10.20	Awo Yoswa n'abaana ba Isiraeri ne batta abantu bangi nnyo, kumpi kubamalirawo ddala, okuggyako abo abaayingira mu bibuga ebiriko ebigo.
JOS.10.21	Awo abantu bonna ne balyoka bakomawo mu lusiisira eri Yoswa e Makkeda n'emirembe; tewaali muntu n'omu mu nsi eyo eyaguma okwogera obubi ku baana ba Isiraeri.
JOS.10.22	Awo Yoswa n'alyoka agamba nti, “ Mugguleewo omulyango gw'empuku, muggyemu bakabaka bali abataano (5).” 
JOS.10.23	Ne bakola bwe batyo, ne baggyamu bakabaka bali abataano (5) ne babamuleetera, ow'e Yerusaalemi, ow'e Yalamusi, ow'e Lakisi, n'ow'e Eguloni. 
JOS.10.24	Awo, bwe baggyamu bakabaka bali ne babaleetera Yoswa, Yoswa n'ayita abasajja bonna aba Isiraeri, n'agamba abakulembeze ab'abalwanyi abaagenda naye nti, “Mujje, musse ebigere byammwe mu bulago bwa bakabaka bano.” Ne bajja, ne bassa ebigere byabwe mu bulago bwabwe.
JOS.10.25	Yoswa n'abagamba nti, “Temutya, so temukankana; muddemu amaanyi, mugume omwoyo; kubanga Mukama bw'alibakola bw'atyo abalabe bammwe bonna be mulirwana nabo.”
JOS.10.26	Oluvannyuma Yoswa n'abafumita, n'abatta, n'abawanika ku miti etaano okutuusa olweggulo.
JOS.10.27	Awo enjuba bwe yali egwa, Yoswa n'alagira, ne baggya emirambo gyabwe ku miti, ne bagisuula mu mpuku mwe baali beekwese olubereberye, ne bateeka amayinja amanene ku mulyango gw'empuku, agakyaliwo ne kaakano.
JOS.10.28	Yoswa n'amenya Makkeda ku lunaku olwo, n'akizikiriza ne kabaka waamu n'amutta n'obwogi bw'ekitala; n'azikiririza ddala abantu bonna abaakirimu, n'atalekawo n'omu, n'akola kabaka w'e Makkeda nga bwe yakola kabaka w'e Yeriko.
JOS.10.29	Awo Yoswa n'ava e Makkeda n'Abaisiraeri bonna, n'alumba Libuna okulwana nakyo. 
JOS.10.30	Mukama nakyo n'akiwaayo, ne bakiwangula ne kabaka waamu; ne batta bonna abaakirimu obutasigalamu muntu n'omu. Yoswa n'akola kabaka waamu nga bwe yakola kabaka w'e Yeriko.
JOS.10.31	Yoswa n'ava e Libuna, n'alumba Lakisi n'akyebungulula n'akirwanyisa.
JOS.10.32	Era Mukama n'awaayo, Lakisi mu mukono gwa Isiraeri, Yoswa n'akiwangula ku lunaku olwokubiri; n'atta abantu bonna abaakirimu n'ekitala, nga bwe yakola Libuna.
JOS.10.33	Kolamu kabaka w'e Gezeri, n'ajja okuyamba Lakisi; Yoswa n'amukuba n'abantu be bonna obutalekaawo n'omu.
JOS.10.34	Awo Yoswa n'Abaisiraeri bonna, ne bava e Lakisi ne balumba Eguloni ne bakyebungulula ne bakirwanyisa;
JOS.10.35	ne bakimenya ku lunaku olwo, ne batta abantu bonna abaakirimu ku lunaku olwo obutalekaawo n'omu nga bwe baakola Lakisi.
JOS.10.36	Awo Yoswa n'Abaisiraeri bonna ne bava mu Eguloni ne balumba Kebbulooni ne bakirwanyisa.
JOS.10.37	Ne bakimenya ne batta kabaka waamu n'abantu bonna abaali mu bibuga byakyo byonna, ne batalekaawo muntu yenna nga bwe baakola Eguloni.
JOS.10.38	Yoswa n'akomawo, n'Abaisiraeri bonna, ate n'alumba Debiri n'akirwanyisa;
JOS.10.39	n'akimenya, n'atta abantu bonna abaali mu bibuga byakyo obutalekaawo n'omu. Yoswa n'akola Debiri ne kabaka waamu, nga bwe yakola Kebbulooni ne Libuna ne bakabaka baamu.
JOS.10.40	Bw'atyo Yoswa n'awangula ensi zonna ezo, ensi ey'ensozi, ey'obukiikaddyo, ey'ensenyi, ey'ebiwonvu; ne bakabaka baamu bonna, n'atta abantu bonna abaazirimu, obutalekaawo n'omu, nga Mukama Katonda wa Isiraeri bwe yalagira.
JOS.10.41	Yoswa n'abawangula okuva e Kadesubanea okutuuka ku Gaza; n'azingiramu ensi yonna ey'e Goseni okutuuka e Gibyoni.
JOS.10.42	Ne bakabaka abo bonna n'ensi zaabwe, Yoswa n'abawangula omulundi gumu, kubanga Mukama, Katonda wa Isiraeri, yalwanirira Isiraeri.
JOS.10.43	Awo Yoswa n'eggye lyonna erya Isiraeri ne bakomawo mu lusiisira e Girugaali.
JOS.11.1	Awo, Yabini kabaka w'e Kazoli bwe yawulira obuwanguzi bwa Isiraeri, n'atumira Yobabu kabaka w'e Madoni, ne kabaka w'e Simuloni, ne kabaka w'e Akusafu,
JOS.11.2	ne bakabaka abaali ku luuyi olw'obukiikakkono, mu nsi ey'ensozi, ne mu Alaba ku luuyi olw'obukiikaddyo olw'e Kinnerosi, ne mu nsenyi, ne mu nsozi ez'e Doli ku luuyi olw'ebugwanjuba.
JOS.11.3	Era n'atumira n'Abakanani ab'ebuvanjuba n'ebugwanjuba, n'Abamoli, n'Abakiiti, n'Abaperizi, n'Abayebusi ab'omu nsi ey'ensozi, n'Abakiivi mu nsi ey'e Mizupa, olusozi Kerumooni gye lusimba. 
JOS.11.4	Awo ne bajja, buli omu n'eggye lye, ne baba bangi ng'omusenyu oguli ku lubalama lw'ennyanja, n'embalaasi n'amagaali bingi nnyo.
JOS.11.5	Awo bakabaka abo bonna ne bakuŋŋaana; ne bajja ne basiisira wamu ku mazzi ag'e Meromu, okulwana ne Isiraeri. 
JOS.11.6	Mukama n'agamba Yoswa nti, “Tobatya abo, kubanga enkya nga kaakano nnaaba mmaze okubawaayo eri Isiraeri nga bafu. Embalaasi zaabwe onoozitema enteega, n'amagaali gaabwe onoogokya omuliro.”
JOS.11.7	Awo Yoswa n'ajja, n'abalwanyi be bonna n'abazinduukiriza ku mazzi g'e Meromu nga tebamanyi.
JOS.11.8	Mukama n'abawaayo mu mukono gwa Isiraeri, ne babakuba, ne babawondera okutuuka ku Sidoni ekinene, ne ku Misurefosumayimu, ne ku kiwonvu eky'e Mizupe mu buvanjuba. Ne babatta obutalekaawo n'omu nga mulamu. 
JOS.11.9	Yoswa n'abakola nga Mukama bwe yamulagira; n'atema embalaasi zaabwe enteega, n'amagaali gaabwe n'agokya omuliro.
JOS.11.10	Mu biro ebyo, Yoswa n'adda emabega n'akuba Kazoli, ne kabaka waamu n'amutta n'ekitala. Edda Kazoli kye kyali ekibuga ekikulu eky'obwakabaka obwo bwonna.
JOS.11.11	Ne batta abantu bonna abaalimu ne batalekaawo n'omu nga mulamu, n'ekibuga ne bakyokya omuliro.
JOS.11.12	Yoswa n'awamba ebibuga ne bakabaka baamu bonna, n'atta buli muntu obutalekaawo n'omu, nga Musa omuweereza wa Mukama bwe yalagira. 
JOS.11.13	Naye ebibuga ebyazimbimbwa ku bifunvu, Abaisiraeri tebaayokyako n'ekimu, okuggyako Kazoli kyokka, Yoswa kye yayokya. 
JOS.11.14	Abaana ba Isiraeri ne beetwalira omunyago gw'ebibuga ebyo awamu n'ente, naye ne batta buli muntu yenna obutalekaawo n'omu. 
JOS.11.15	Nga Mukama bwe yalagira Musa omuweereza we, bw'atyo ne Musa bwe yalagira Yoswa; ne Yoswa bw'atyo bwe yakola n'ataleka kintu kyonna obutakikola mu byonna Mukama bye yalagira Musa.
JOS.11.16	Bw'atyo Yoswa bwe yawamba ensi eyo yonna, ensi ey'ensozi, n'ey'obukiikakkono n'ey'obukiikaddyo, n'ekitundu kyonna ekya Goseni,
JOS.11.17	n'okuva ku lusozi Kalaki, okwambuka e Seyiri, n'okutuuka e Baalugadi mu kiwonvu kya Lebanooni ekiri wansi w'olusozi Kerumooni. Bakabaka baayo bonna n'abawamba, n'abafumita n'abatta.
JOS.11.18	Yoswa yalwawo ng'alwana ne bakabaka abo bonna.
JOS.11.19	Tewali kibuga ekyalagaana emirembe n'abaana ba Isiraeri, okuggyako Abakiivi abaali mu Gibyoni. Ebibuga ebirala byonna babiwambira mu kulwana.
JOS.11.20	Kubanga Mukama yabakakanyaza emitima gyabwe, okujja okulwana ne Isiraeri, alyoke abazikiririze ddala, awatali kisa, nga Mukama bwe yalagira Musa.
JOS.11.21	Mu biro ebyo Yoswa n'agenda n'azikiririza ddala Abanaki mu nsi ey'ensozi, mu Kebbulooni, mu Debiri, mu Anabi, ne mu nsi yonna ey'ensozi eya Yuda, ne mu nsi yonna ey'ensozi eya Isiraeri; Yoswa n'abazikiririza ddala, wamu n'ebibuga byabwe.
JOS.11.22	Tewaali b'Anaki abaasigalawo mu nsi ey'abaana ba Isiraeri; wabula mu Gaza, mu Gaasi, ne mu Asudodi, mwe mwasigala abamu.
