GEN.1.1	Tamin’ny fiandohana, fony Andriamanitra nahary ny lanitra sy ny tany
DEU.33.24	Ny amin’ny taranak’i Asera, dia hoy i Mosesy hoe:
DEU.33.24	«Hotahîna anie ny fokon’i Asera,
DEU.33.24	eo amin’ny samy taranak’i Jakôba!
DEU.33.24	Hotiavin’ny mpiray firenena aminy anie izy!
DEU.33.24	Aoka hitobaka ny menak’ôlivany
DEU.33.24	ka hisy hanobohany ny tongony!»
DEU.33.25	Azo antoka ny varavaranao
DEU.33.25	fa ho vy amam-barahina ny hidiny.
DEU.33.25	Ny herinao
DEU.33.26	Dia hoy koa i Mosesy hoe:
DEU.33.26	«Ry Jesoròna
DEU.33.26	Heni-boninahitra sady mitaingina ny rahon’ny lanitra Izy
DEU.33.26	mba ho tonga hamonjy anao.
DEU.33.27	Andriamanitra, hatrizay hatrizay, no fialofana;
DEU.33.27	ny heriny, hatrany hatrany, no miasa etỳ ambany
DEU.33.27	Mandroaka ny fahavalo eo anoloanao Izy
DEU.33.27	ary mandidy anao handringana an’ireo.
DEU.33.28	Mandry feizay ny Israelita;
DEU.33.28	monina milamina ny taranak’i Jakôba
DEU.33.28	eo amin’ny tany be vary sy divay,
DEU.33.28	tany izay ipariahan’ny andon’ny lanitra.
DEU.33.29	Sambatra ianareo, ry Israelita!
DEU.33.29	Iza no tahaka anareo, ry vahoaka voavonjin’ny TOMPO?
DEU.33.29	Izy no ampinga miaro anareo sy sabatra ireharehanareo.
DEU.33.29	Hikoy aminareo ny fahavalonareo,
DEU.33.29	ka hohitsahinareo ny toerana avo fivavahany.»
DEU.34.1	Dia niainga avy teo amin’ny lemak’i Môaba i Mosesy ka niakatra nankany amin’ny tendrombohitra Nebao, eo an-tampon’i Pisgà, izay tandrifin’i Jerikao
DEU.34.2	ny faritr’i Naftalỳ manontolo; ny tanin-dry i Efraîma sy i Manase; ny tanin’i Joda manontolo tafapaka hatrany amin’ny Ranomasina Mediteranea; 
DEU.34.3	ny faritr’i Negeba; ary, ao amin’ny lohasahan’i Jôrdàna, ny faritanin’i Jerikao (tanàna be rofia), faritany izay tafapaka hatrany Tsôhara. 
DEU.34.4	Dia hoy ny TOMPO tamin’i Mosesy:
DEU.34.4	–Io tany io no nampanantenaiko ombàm-pianianana tamin’i Abrahama sy i Itsehàka ary i Jakôba, fony ireo nilazako hoe: «Homeko ny taranakareo ity tany ity
DEU.34.5	Teo no nahafatesan’i Mosesy, ilay mpanompon’ny TOMPO, dia teo amin’ny tany Môaba araka ny tenin’ny TOMPO. 
DEU.34.6	Ary nalevin’Andriamanitra
DEU.34.7	Efa 120 taona i Mosesy no maty; ary tsy pahina ny masony na nihena ny heriny. 
DEU.34.8	Nitomanian’ny Israelita teo amin’ny lemak’i Môaba i Mosesy, nandritra ny telopolo andro nanatontosana ny fisaonana azy.
DEU.34.9	I Josoa, zanakalahin’i Nona, dia feno fanahy fahendrena, satria efa nametrahan’i Mosesy tanana
DEU.34.10	Teo amin’i Israely, dia tsy mba nisy intsony 
DEU.34.11	Tsy manan-tsahala i Mosesy satria izy no nirahin’ny TOMPO tany Ejipta hanao famantarana sy zava-mahagaga isan-karazany teo anatrehan’ny 
DEU.34.12	ary tanana ombàn-kery no nanaovan’i Mosesy an’ireny zavatra goavana sy mampahatahotra isan-karazany ireny, teo imason’ny Israelita rehetra.
JOS.1.1	Taorian’ny nahafatesan’i Mosesy mpanompon’ny TOMPO, dia nitenenan’ny TOMPO i Josoa zanakalahin’i Nona sady mpanampy an’i Mosesy nataony hoe:
JOS.1.2	–Efa maty i Mosesy mpanompoko; koa mitsangàna ankehitriny ianao sy ireto vahoaka rehetra ireto ka mità ity renirano Jôrdàna ity mba hiditra ao amin’ny tany izay omeko ny Israelita. 
JOS.1.3	Araka izay efa nampanantenaiko an’i Mosesy, dia omeko anareo ny toerana rehetra hodiavin’ny tongotrareo. 
JOS.1.4	Ny taninareo dia manomboka eo amin’ny taniefitra any atsimo ka mipaka hatrany amin’ny tendrombohitr’i Libano any avaratra; ary manomboka eo amin’ny ony Eofrata any atsinanana, dia mamakivaky ny tanin’ny Hetita, ka mipaka hatrany amin’ny Ranomasina Mediteranea any andrefana
JOS.1.5	Ry Josoa, tsy misy olona hahatohitra anao mandritra ny androm-piainanao rehetra, fa homba anao Aho tahaka izay efa nombako an’i Mosesy. Tsy hanary anao Aho na handao anao na oviana na oviana. 
JOS.1.6	Aoka ho sahy sy hahery ianao, fa ianao no hitarika ireto vahoaka ireto handova ny tany izay nianianako tamin’ny razambeny fa homeko azy
JOS.1.7	Eny, aoka ho sahy sy hahery tokoa ianao mba himasoanao ny hanao araka ny lalàna manontolo izay nampitain’i Mosesy mpanompoko taminao. Aza misy anaovana tsirambina mihitsy izany na kely aza, dia hahomby ianao amin’izay rehetra ataonao. 
JOS.1.8	Aoka ianao hahavatra mamaky ity bokin’ny lalàna ity ary handinika azy andro aman’alina mba himasoanao ny hanao araka izay rehetra voasoratra anatiny. Amin’izay dia ho tontosanao tsara ny fikasanao rehetra ary hahomby ianao. 
JOS.1.9	Moa tsy efa nandidy anao ve Aho mba ho sahy sy hahery? Koa aza matahotra na mivadi-po fa Izaho TOMPO Andriamanitrao no homba anao amin’izay rehetra alehanao.
JOS.1.10	Ary nandidy ireo mpifehy vahoaka i Josoa ka nanao hoe:
JOS.1.11	–Ndeha mitety ny toby ka mandidia ny vahoaka hoe: «Manamboara vatsy ho anareo; fa, raha afaka telo andro, dia hiampita an’ity Jôrdàna ity ianareo mba hiditra haka ny tany izay omen’ny TOMPO Andriamanitrareo ho fanananareo».
JOS.1.12	Avy eo dia ny lehilahy ao amin’ny fokon’i Reobena sy fokon’i Gada ary antsasa-pokon’i Manase no nilazan’i Josoa hoe:
JOS.1.13	–Tsarovy ny teny izany nampitain’i Mosesy mpanompon’ny TOMPO anareo fony izy nanao hoe: «Omen’ny TOMPO Andriamanitrareo toeram-ponenana eto ianareo ka tolorany ity tany andafy atsinanan’i Jôrdàna ity.» 
JOS.1.14	Ny vady aman-janakareo ary ny biby fiompinareo dia mahazo mijanona eto amin’ity tany izay nomen’i Mosesy anareo ity. Fa ianareo vatan-dehilahy matanjaka rehetra mirongo fiadiana kosa dia hiampita hialoha ny mpiray firenena aminareo; ary hanampy azy ianareo 
JOS.1.15	ambara-panomen’ny TOMPO azy toerana tahaka izay efa natao taminareo, ka hahazoan’ireo koa ny tany izay omen’ny TOMPO Andriamanitrareo azy any andrefan’i Jôrdàna. Aorian’izany vao hiverina ianareo mba hizaka ny taninareo ety andafy atsinanan’i Jôrdàna, tany izay nomen’i Mosesy mpanompon’ny Tompo anareo
JOS.1.16	Dia namaly an’i Josoa ireo ka nanao hoe:
JOS.1.16	–Hataonay avokoa izay rehetra andidianao anay ary halehanay avokoa na aiza na aiza anirahanao anay. 
JOS.1.17	Tsy misy hafa amin’izay hankatoavanay mandrakariva an’i Mosesy no hankatoavanay anao koa. Homba anao anie ny TOMPO Andriamanitrao tahaka izay nanombany an’i Mosesy. 
JOS.1.18	Ary na iza na iza mikomy aminao ka mandà tsy hankatò ny baikonao, dia hatao maty. Eny, aoka ho sahy sy hahery ianao!
JOS.2.1	Ary i Josoa, zanakalahin’i Nona, dia nandefa mpitsikilo roa lahy mangingina avy tao an-tobin’i Sitima ka niteny taminy hoe:
JOS.2.1	–Ndeha misafo ny tany ianareo, indrindra fa ny tanànan’i Jerikao
JOS.2.1	Nony tonga tao an-tanàna izy roa lahy, dia niditra tao an-tranon’ny vehivavy mpivaro-tena iray atao hoe Rahaba ka nandry tao. 
JOS.2.2	Ary ren’ny mpanjakan’i Jerikao fa misy Israelita tonga io alina io mba hitsikilo ny tany. 
JOS.2.3	Koa naniraka tany amin’i Rahaba izy hilaza hoe:
JOS.2.3	–Ireo lehilahy miantrano ao aminao ireo dia tonga mba hitsikilo ny tany manontolo. Koa atolory anay ireo!
JOS.2.4	Dia lasa i Rahaba nitondra azy roa lahy sy nanafina azy, vao namaly hoe:
JOS.2.4	–Nisy lehilahy tonga tokoa teto amiko, nefa tsy fantatro izay niaviany. 
JOS.2.5	Saingy nony hariva ny andro ka hohidiana ny vavahadin’ny tanàna
JOS.2.6	Kanjo efa nampiakarin-dravehivavy any an-tampon-trano izy roa lahy ary nafeniny tao anaty tahon-drongony izay efa nalahany teo. 
JOS.2.7	Dia niainga ireo iraky ny mpanjaka hanenjika ny mpitsikilo teny an-dalàna mankany Jôrdàna ka hatrany amin’ny fitàna. Ary raha vao lasa ireto mpanenjika, dia nohidiana ny vavahady. 
JOS.2.8	Fa talohan’ny hatorian’ny mpitsikilo no niakatra nankao aminy tao an-tampon-trano i Rahaba 
JOS.2.9	ka niteny taminy hoe:
JOS.2.9	–Fantatro fa efa nomen’ny TOMPO anareo ity tany misy anay ity ka ny mponina rehetra dia raiki-tahotra anareo sady rera-po eo anoloanareo. 
JOS.2.10	Efa renay ny fomba nataon’ny TOMPO hanamainana ny 
JOS.2.11	Koa raha nandre izany izahay, dia ketraka ny fonay ary tsy nisy olona sahy nitsangana hanohitra anareo intsony. Fa ny TOMPO Andriamanitrareo no Andriamanitra any an-danitra ambony sy etỳ an-tany ambany. 
JOS.2.12	Ary ankehitriny, aoka hianiananareo amin’ny Tompo aho fa hamindranareo fo ny fianakaviako tahaka izay namindrako fo taminareo: koa mba omeo famantarana azo antoka aho 
JOS.2.13	fa havelanareo ho velona ny ray aman-dreniko sy ireo mpiray tampo amiko mbamin’ny ankohonany tsirairay avy ka hamonjy ny ainay tsy ho faty ianareo.
JOS.2.14	Dia novalian’izy roa lahy hoe:
JOS.2.14	–Raha tàhiny tsy ambaranao olona izao fandalovanay mpisafo tany izao, dia hamindra fo sy hanao izay hitsiny aminao izahay, rehefa homen’ny TOMPO anay ity tany ity. Raha tsy izany no ataonay aminareo mianakavy, dia aoka ny ainay no ho faty hisolo ny anareo.
JOS.2.15	I Rahaba dia nipetraka tamina trano nanolotra ny mandan’ny tanàna; koa naidiny tamin’ny tadimahazaka, avy teo am-baravarankely, izy roa lahy sady nilazany hoe:
JOS.2.16	–Mandehana any an-tendrombohitra ianareo fandrao hifanena amin’ny mpanenjika, ary miafena any telo andro ambara-piveriny; aorian’izany, vao mandehana amin’ny lalanareo.
JOS.2.17	Dia hoy izy roa lahy tamin’i Rahaba:
JOS.2.17	–Ny amin’ny fianianana izay nasainao nataonay, dia izao no fomba hanatanterahany azy: 
JOS.2.18	Rehefa tonga haka ny tany izahay, dia afatory eo amin’ny varavarankely izay nampidinanao anay ity kofehy mena ity; ary angony ao an-trano avokoa ny ray aman-dreninao sy mpiray tampo aminao mbamin’ny fianakavianao manontolo. 
JOS.2.19	Raha misy olona mivoaka ho any ivelan’ny trano, dia izy ihany no tompon’andraikitra amin’ny fahafatesany fa tsy izahay. Ireo rehetra miaraka aminao ao an-tranonao kosa, raha misy olona mamely azy, dia izahay no tompon’andraikitra amin’ny fahafatesany. 
JOS.2.20	Kanefa, raha tàhiny ambaranao olona izao fandalovanay izao, dia afaka amin’ny fianianana izay nasainao nataonay izahay.
JOS.2.21	Dia nanaiky araka ny tenin’izy roa lahy i Rahaba, ka nandefa azy. Ary nony efa lasa ireo, dia nafatony teo amin’ny varavarankely ilay kofehy mena. 
JOS.2.22	Izy roa lahy kosa nandeha nankany an-tendrombohitra ary nitoetra tany telo andro ambara-piverin’ireo mpanenjika. Ary nikaroka azy tany amin’ny lalana rehetra ireto mpanenjika nefa tsy nahita. 
JOS.2.23	Dia niala ny fiereny izy roa lahy ka nidina avy tany an-tendrombohitra, dia niampita an’i Jôrdàna sy nankany amin’i Josoa, zanakalahin’i Nona. 
JOS.2.24	Ary nitantarany ny zavatra rehetra nitranga i Josoa 
JOS.2.25	sady nilazany hoe:
JOS.2.25	–Efa natolotry ny TOMPO antsika manontolo tokoa izany tany izany; ary rera-po eo anoloantsika mihitsy aza ny mponina rehetra ao.
JOS.3.1	Ny ampitso dia nifoha vao maraina i Josoa mbamin’ireo Israelita rehetra ka nandao ny tobin’i Sitima ary nankany amoron’i Jôrdàna, dia nijanona teo alohan’ny hiampitany. 
JOS.3.2	Nony afaka telo andro, dia nitety ny toby ireo mpifehy vahoaka 
JOS.3.3	ary nandidy azy hoe:
JOS.3.3	–Raha vao hitanareo fa entin’ny Levita mpisorona
JOS.3.4	Izany no hahafantaranareo ny lalana halehanareo satria tsy mbola nandalovanareo mihitsy io lalana io talohan’izao. Kanefa aza manatona akaikin’ny Vatamasina ianareo fa aoka hisy tokony ho iray kilaometatra ny elanelanareo aminy.
JOS.3.5	Ary hoy i Josoa tamin’ny vahoaka:
JOS.3.5	–
JOS.3.6	Tamin’ny andro manaraka, dia nibaiko ny mpisorona i Josoa hoe:
JOS.3.6	–Entonareo ny Vatamasina mirakitra ny fankempihavanana ka miampità eo alohan’ny vahoaka.
JOS.3.6	Dia nitondra ilay Vatamasina ireo ka nandeha teo alohan’ny vahoaka. 
JOS.3.7	Ary hoy ny TOMPO tamin’i Josoa hoe:
JOS.3.7	–Anio no hanamafisako ny fahefànao eo imason’ny Israelita rehetra mba hahafantarany fa tahaka izay nombàko an’i Mosesy no hombako anao koa. 
JOS.3.8	Ianao kosa mandidia ireo mpisorona mitondra ny Vatamasina mba hijanona ao anaty ranon’i Jôrdàna raha vao tafaroboka.
JOS.3.9	Ary i Josoa nanao tamin’ny Israelita hoe:
JOS.3.9	–Manatona etỳ ka mihainoa izay lazain’ny TOMPO Andriamanitrareo. 
JOS.3.10	Ho fantatrareo amin’izao fa Andriamanitra velona no eo afovoanareo, ka horoahiny tanteraka eo anoloanareo ny Kanahanita sy Hetita, ny Hivîta sy Perizîta, ny Girgasita sy 
JOS.3.11	Indro ny Vatamasina mirakitra ny fanekempihavanan’ilay Tompon’ny tany rehetra handroso eo alohanareo ao Jôrdàna. 
JOS.3.12	Koa ankehitriny, mifidiana 12 lahy eo aminareo. iray avy isaky ny foko israelita. 
JOS.3.13	Raha vao mandroboka tongotra ao anaty rano ireo mpisorona mitondra ny Vatamasin’ny TOMPO, dia ho tapaka ny ranon’i Jôrdàna: hijanona ny rano avy any ambony ka hisavovona toy ny antontan-javatra.
JOS.3.14	Dia nandao ny toby mba hiampita an’i Jôrdàna ny vahoaka; ary ny mpisorona nitondra ny Vatamasina mirakitra ny fanekempihavanana no teo alohany. 
JOS.3.15	Fotoan’ny fararano tamin’izay ka tondraka mihoatra ny morony rehetra i Jôrdàna
JOS.3.16	dia nijanona ny rano avy any ambony ka nisavovona toy ny antontan-javatra terỳ lavitra terỳ, dia terỳ amin’ny tanàna Adama izay takaikin’ny tanàna Tsaratàna
JOS.3.17	Ny mpisorona izay nitondra ny Vatamasina mirakitra ny fanekempihavanan’ny TOMPO dia nijoro tamin’ny tany maina teo afovoan’i Jôrdàna, mandra-pahatafita ny Israelita rehetra izay nandia tany maina ho eny ampita.
JOS.4.1	Rehefa tafita an’i Jôrdàna avokoa ny firenena manontolo, dia hoy ny TOMPO tamin’i Josoa:
JOS.4.2	–Mifidiana 12 lahy, iray avy isaky ny foko, 
JOS.4.3	ka omeo baiko hoe: «Ndeha ianareo maka vato 12 eo afovoan’i Jôrdàna, eo amin’ny toerana izay nijoroan’ny mpisorona, dia ento miaraka aminareo ny vato ka apetraho eo amin’ny toerana hitobianareo anio alina.»
JOS.4.4	Dia nantsoin’i Josoa izy 12 lahy voafidiny teo amin’ny Israelita 
JOS.4.5	ka nilazany hoe:
JOS.4.5	–Mandalova eo anoloan’ny Vatamasin’ny TOMPO Andriamanitrareo, dia mandehana eo afovoan’i Jôrdàna ka samia manainga vato iray ho eny an-tsorony, araka ny isan’ireo foko israelita. 
JOS.4.6	Ireo vato ireo dia ho famantarana eo anivonareo; koa any aoriana any ianareo, rehefa hanontanian’ny zanakareo ny anton’ireo vato, 
JOS.4.7	dia hamaly hoe: «Tapaka ny ranon’i Jôrdàna noho ilay 
JOS.4.8	Dia nanao araka izay nandidian’i Josoa azy ny olona voatendry ka naka vato 12 teo afovoan’i Jôrdàna, araka izay nolazain’ny TOMPO tamin’i Josoa sy araka ny isan’ny foko israelita. Ireo vato ireo dia nentiny niaraka taminy ho eo amin’ny toerana izay nitobiany tamin’iny alina iny ka napetrany teo. 
JOS.4.9	Ary i Josoa dia nampanangana vato 12 ihany koa teo afovoan’i Jôrdàna, teo amin’ny toerana izay nijoroan’ny mpisorona nitondra ny Vatamasina mirakitra ny fanekempihavanana; ary mbola ao ihany ireo vato ireo mandraka androany.
JOS.4.10	Ny mpisorona nitondra ny Vatamasina kosa dia nijoro teo afovoan’i Jôrdàna ambara-pahatanteraky ny teny rehetra izay nodidian’ny TOMPO holazain’i Josoa amin’ny vahoaka, araka izay rehetra efa nandidian’i Mosesy an’i Josoa. Dia nita faingana ny vahoaka; 
JOS.4.11	ary rehefa tafita avokoa ireo dia nandeha ho eny alohany indray ny mpisorona miaraka amin’ny Vatamasin’ny TOMPO. 
JOS.4.12	Ireo lehilahy mirongo fiadiana, avy amin’ny fokon’i Reobena sy fokon’i Gada ary antsasa-pokon’i Manase, dia nita teo alohan’ny Israelita sisa hafa, araka izay efa nolazain’i Mosesy taminy
JOS.4.13	Tokony ho efatra alina ireo miaramila vonon-kiady no nita an’i Jôrdàna teo anatrehan’ny TOMPO ho any amin’ny tany lemak’i Jerikao. 
JOS.4.14	Tamin’izany andro izany, dia nohamafisin’ny TOMPO teo imason’ny Israelita rehetra ny fahefàn’i Josoa; koa nohajaina tahaka ny nanajana an’i Mosesy izy nandritra ny andro rehetra niainany.
JOS.4.15	Taorian’izany, dia hoy ny Tompo tamin’i Josoa:
JOS.4.16	–Omeo baiko ireo mpisorona mpitondra ny Vatamasina misy ny 
JOS.4.17	Dia nomen’i Josoa baiko ry zareo mba hiakatra avy tao. 
JOS.4.18	Ary niakatra ireo mpisorona nitondra ny Vatamasina; ka raha vao nigadona teo an-tanety ny tongony, dia niverina tamin’ny laoniny indray ny ranon’i Jôrdàna ary nihoatra ny morony rehetra toy ny teo aloha. 
JOS.4.19	Ny andro fahafolon’ny volana voalohany no nitàn’ny vahoaka israelita an’i Jôrdàna, ary nitobiany tao Gilgala teo atsinanan’i Jerikao
JOS.4.20	Dia nasain’i Josoa natsangana tao Gilgala ireo vato 12 nalaina tao Jôrdàna; 
JOS.4.21	avy eo dia hoy izy tamin’ny vahoaka israelita:
JOS.4.21	–Any aoriana any, rehefa hanontanian’ny zanakareo ny anton’ireto vato ireto ianareo, 
JOS.4.22	dia izao no hampahafantarinareo azy: «Nandia tany maina isika Israelita fahizany raha nita io Jôrdàna io. 
JOS.4.23	Eny, nataon’ny TOMPO Andriamanitrareo maina ny falehan’ny ranon’i Jôrdàna teo anoloantsika mandra-pitantsika, tahaka izay nataony tamin’ny 
JOS.4.24	Izany no hahafantaran’ny firenena rehetra ambonin’ny tany fa lehibe ny herin’ny TOMPO, ary hanajanareo mandrakizay ny TOMPO Andriamanitrareo!
JOS.5.1	Ny mpanjaka rehetra, tamin’ny 
JOS.5.2	Tamin’izay koa dia hoy ny TOMPO tamin’i Josoa:
JOS.5.2	–Manaova antsy vato ho anao, ka 
JOS.5.3	Dia nanao antsy vato ho azy i Josoa ka namora ny Israelita. Teo amin’ny toerana izay nantsoina hoe Gibehà-Haralôta na havoana famorana no nanaovana izany. 
JOS.5.4+JOS.5.5	Fony niala tany Ejipta ny vahoaka Israelita, ny lehilahy rehetra mahatam-piadiana dia samy efa voafora avokoa; nefa maty teny an-dalana tany an-taniefitra avokoa ireo. Fa ny zazalahy teraka teny an-dalana tany an-taniefitra kosa dia tsy mbola nisy voafora: izany no anton’ny namoran’i Josoa azy. 
JOS.5.6	Efapolo taona no nandehanan’ny Israelita tany an-taniefitra. Lany ritra tamin’izany ny lehilahy afa-miantafika rehetra izay indray niala tany Ejipta, satria tsy nanaiky ny TOMPO ry zareo; ary efa nianianan’ny TOMPO ireo fa tsy hisy hahita ny tany izay nampanantenainy tamin’ny razany fa homena antsika, dia tany tondra-dronono sy tantely
JOS.5.7	Ny zanakalahin’ireo no najoron’ny TOMPO handimby azy ka noforan’i Josoa, noho izy tsy mbola voafora mihitsy satria tsy noforana teny an-dalana. 
JOS.5.8	Ary rehefa voafora avokoa izy rehetra, dia nijanona tao an-toby ihany aloha ambara-pahasitrany. 
JOS.5.9	Avy eo dia hoy ny TOMPO tamin’i Josoa:
JOS.5.9	–Androany no nanesorako taminareo ny henatra izay nentinareo avy tany Ejipta.
JOS.5.9	Izany no niantsoana an’io toerana io hoe Gilgala mandraka androany
JOS.5.10	Dia nitoby tao Gilgala ny Israelita, teo amin’ny tany lemaka akaikin’i Jerikao, ka nankalaza ny 
JOS.5.11	Ny ampitson’ny Paska dia nihinana mofo tsy misy 
JOS.5.12	Ny andro nihinanany ny vokatry ny tany dia nitsahatra ny mana ka tsy nisy mana ho an’ny Israelita intsony; satria izany taona izany no nihinanany ny vokatry ny tany Kanahàna
JOS.5.13	Iny teo akaikin’i Jerikao iny i Josoa, dia nanopy maso nijery ka indro lehilahy iray nitsangana tandrifiny sady nitana sabatra voatsoaka teny an-tanany; dia nanatona azy i Josoa ka nanontany azy hoe:
JOS.5.13	–Namanay ve ianao sa naman’ny fahavalonay?
JOS.5.14	Dia novaliany hoe:
JOS.5.14	–Tsia, fa lehiben’ny tafiky ny TOMPO aho ka tonga atỳ ankehitriny.
JOS.5.14	Dia niankohoka tamin’ny tany i Josoa ka niteny taminy hoe:
JOS.5.14	–Mpanomponao aho, tompoko; ka inona no baikonao amiko?
JOS.5.15	Dia hoy ilay lehiben’ny tafiky ny TOMPO tamin’i Josoa:
JOS.5.15	–Esory eny an-tongotrao ny kapanao fa masina io toerana ijoroanao io
JOS.5.15	Dia nataon’i Josoa izany.
JOS.6.1	Tamin’izay ny vavahadin’i Jerikao dia nihidy mafy tokoa teo anoloan’ny Israelita, ka tsy nisy olona afa-nivoaka ny tanàna ary tsy nisy afa-niditra. 
JOS.6.2	Dia hoy ny TOMPO tamin’i Josoa:
JOS.6.2	–Indro fa atolotro eo an-tananao i Jerikao sy ny mpanjakany ary ny maherifony. 
JOS.6.3	Koa mandehana manodidina ny tanàna indray mandeha isan’andro ianao sy ny mpiantafikao rehetra; mandritra ny enina andro no hanaovanao izany 
JOS.6.4	ka mpisorona fito samy mitondra trompetra iray avy no hialoha ny 
JOS.6.5	Rehefa re manao feo lavareny ny trompetra, dia hanakora mafy ny vahoaka rehetra ka hirodana amin’izay ny mandan’ny tanàna; ary hiakatra hamely samy araka ny tandrifiny avy ny Israelita.
JOS.6.6	Dia niantso ny mpisorona i Josoa zanakalahin’i Nona ka nanao taminy hoe:
JOS.6.6	–Entonareo ilay Vatamasina mirakitra ny fanekempihavanan’ny TOMPO, ary aoka hisy mpisorona fito mitondra trompetra eo alohany.
JOS.6.7	Avy teo dia nanome baiko ny vahoaka i Josoa mba hanodidina ny tanàna, ka ny andian-tafika mpamaky lay no handeha mialoha ireo mpisorona fito mitondra trompetra eo alohan’ilay Vatamasin’ny TOMPO.
JOS.6.8	Dia araka izay baiko nomen’i Josoa no fizotran-javatra. Ny mpisorona fito mitondra trompetra no nandroso sady nitsoka trompetra teo alohan’ny Vatamasina mirakitra ny fanekempihavanan’ny TOMPO. 
JOS.6.9	Ny andian-tafika mpamaky lay no nialoha ireo mpisorona ireo ary ny vodilalana kosa nanaraka ny Vatamasina. Teny am-pandehanana, dia notsofina hatrany ny trompetra. 
