MAT.1.2	Abraham Isak ka abatii, ho Isak Jakob ka aba, ho Jakob Juda la mohka anuabañ atañka aba, 
MAT.21.9	 Ho miyuatañ mohka hata hoka innii atañ ho kiiliñ hoka imbo monii atañ gyutii, “Hosana David ka Oho mi! Lyanko kendo huna Attoh ka armyañ pa ahdonii! Hosana kahejami!” 
MAT.21.10	Ho mo Jerusalem ho ahkele, hikha citi hii rukha adu ritii, lubiidola, “Hupe si?” 
MAT.21.11	 Ho miyuatañ lutii, “Siikasi nyibuhenii Jisu hiike Galili daka Nazaret hokii.”
MAT.21.13	Mo mohlumi lutii, “Hiila ketola do, ‘Ngiika ude mi kuko ude hiila ke lukiñ donii’; hojalo nunu siimi diipyo niika dukuñ miru pa miibii donii.”
MAT.21.14	Ho micha la liicha nyi mohko ahtii piniiude ho, ho mo miipya bitii mo anye mi. 
MAT.21.15	 Hojalo nyibu burii atañ la pagenii atañ mohka aya miigo miiniiñmi kappa lala, ho himme atañka piniiude hoka gyuniiñ mi, “Hosana David ka Oho mi!” mohlu hadiitii; 
MAT.21.16	ho mohlu mohmi lutii, “No tapa doha siika atañsi nii lunyada?” Ho Jisu mohlumi lutii, “Ḛh; nunu ronge hetḛr rika matopo,”
MAT.21.16	“himme la wiinga ajañ ka aguñ loke
MAT.21.16	mo assañ sandrḛ kiine kendonii”?
MAT.21.18	Aro konchiho, mo citi ho ahkur kula dokula, mo apiñ hayatii. 
MAT.21.19	Ho taro sannii mi katula lembo aruñho kappa lala mo hiika aruñho ahtii, ho hiiko hang kappa matii annii kontiisii. Ho mo lutii hiimi, “Ronge hetḛr hiira ahee hiliñ kulya yo niiko hokii!” Ho taro sannii ohepada sengi datii. 
MAT.21.20	 Hiimi henjeajiñ atañ kappa lala aluñ nyatii, lubiidola, “Niihtañpa taro sannii ohepada sengi dane?” 
MAT.21.21	 Ho Jisu mohlumi lukotii, “Jijeloda, Ngo nunumi lukoso, nunu matiirḛ henje dokoda ho hemmo makoda, nunu taro sannii mika miiniiñ kontii mapa, nunu siika putoo siimi jalo ludo koda, ‘Sokii duhila yasie siimie ho duhahe,’ hii hiila lyikiñdo. 
MAT.21.22	 Ho nunuka kuniiñ ho nii jalo kuchi, nunu hiimi pakiñ doke, nunu matiirḛ henje dokoda.”
MAT.21.24	Jisu mohlumi lusitii, “Ngo tiirḛ nunumi gonge taka talyi; ho nunu matiirḛ ngiimi luko lyimilo, ho ngotiirḛ nunumi luko talyi nii otority la ngo siika atañmi miidu hiila. 
MAT.21.25	Jon ka baptisma biniiñsi, hokoda nohkii pe? Dariiganda hokii ha malo miyu kokiiha?” Ho mohlu kone anyañ mi taka siitii, “Ngunu matiirḛ ‘Dariiganda hokii’ ludokoda, mo ngunumi lukiñdo, hokoda niimpa nunu mohmi henje nyama?” 
MAT.21.26	Ho ngunu matiirḛ ludokoda, Miyu kokii, ngunu miyu atañmi biisodo; niimpalukoda hikha miyuatañ Jon mi nyibuhenii lunyada. 
MAT.21.27	Hopa mohlu Jisu mi lukotii, “Ngunu chima.” Ho Jisu mohlumi lutii, “Ngo tiirḛ nunumi luko tama nii otority la ngo siika atañmi miidu hiila.
MAT.21.29	Ho mo lusitii, ‘Ngo intema’; hojalo kami ho mo henkur lala ho intii. 
MAT.21.30	Ho mo anye niiko ahtii ho hiimi tiirḛ lutii; ho mo lukotii, ‘Ngo inchike, tonsḛrbo,’ hojalo imatii. 
MAT.21.31	Siika anye sokii hu aba ka heniiñ chulipa miitii?” mohlu lutii, “Kapyobo.” Jisu mohlumi lutii, Jijeloda, Ngo nunumi lukoso, biijokajo myanii la pfyoaridiisunii atañ nunumi impyo yapa Pinii ka raddeganda ho indoke. 
MAT.21.32	 Niimpalukoda Jon nunuko denki ka lembo mi pakiñ hatii, ho nunu mohmi henje matii, hojalo biijokajo myanii la pfyoaridusubo atañ henje nyatii mohmi; ho nunu mohmi kapa lala tiirḛ, nunu kami kalo lohepa henkur ma ho mohmi henje nyama.
MAT.21.34	 Ahee hidu myodu ahku kiile, mo mohka miira atañmi kiiniñ biido miidolyanii atañko, mohka ahee mi pubbii hiila; 
MAT.21.35	ho miidolyanii atañ mohka miira atañmi sebiila ho higor patii, kone mi mentii, ho konemi yalañ kutii. 
MAT.21.36	Hiira tongelya miira atañmi mo kiiniñtii, kapyo hokiimi abuyapa; ho mohlu mohlumi tiirḛ hiira miitii. 
MAT.21.37	Kami kalo ho mo mohka oho mi kiiniñtii mohluko, lubiidola, Mohlu ngiika oho mi khiinedo. 
MAT.21.38	Hojalo miidolyanii atañ oho mi kappa lala, mohlu lusu nyatii, Sike pensikosabo; kiije, mohmi mempasa ho mohka biisa niimi ngunu biisa. 
MAT.21.39	Ho mohlu mohmi latu lala ho robalu ka agoho jopa limbiido, ho mohmi mentii. 
MAT.21.40	Ho robalu ka atoh ahdo kukoda, niihpe miikiñ donii hiika miidolyanii atañmi? 
MAT.21.41	 Mohlu mohmi lutii, “Mo hiika diimmah atañmi hempḛr herupa siidopa miikiñdo, ho robalu mi tongelya miidolyanii atañmi bikiñdo huna myodu ho ahee bidonii.”
MAT.21.42	Ude miinii ka yalañ kakhu hii
MAT.21.42	siirañ rañtupa dukiñ doke;
MAT.21.42	siikasi Attoh ka miiniiñke,
MAT.21.42	ho hiikahii ngunu kata ho hempḛr kapyodo?
MAT.21.43	Hopa Ngo nunumi lukoso, Pinii ka raddeganda mi nunukokii labii kendo kuke ho nii ganda na ahee hiliñ donii hiimi bikiñdo. 
MAT.21.44	“Ho huna siika yalañ so giihi talyinii chomiichoka kendoke; hojalo hiika hii nii hona giihi talyi nii, hiika hiimi giipi lobii kendo.”
MAT.21.45	Nyibu burii la Parisi atañ siika lutiñnaniiñ mi tapa lala, mohlu talatii siika luniiñsi mohlumi ludo hiila. 
MAT.21.46	Hojalo mohlu mohmi pattiih bopa henka lala, mohlu miyu danii atañmi biisotii, niimpalukoda mohlu mohmi nyibuhenii hiila khiitii.
MAT.22.2	Dariiganda ka raddeganda mi khiitiñ nando koda radde ka mohka wiinga paka mihie lahbi lyiho hoka diigo honiiñ chitañdo, 
MAT.22.3	 ho mo mohka miira atañmi kiiniñtii hutii mina mihie lalyi hoka diigo diisa hiila gyotiinii hiimi gyobii hiila; hojalo mohlu ahnya matii. 
MAT.22.4	Hiira mo koneya miirami kiiniñ biido, lubiidola, Hutii mina gyotiinii hiimi lukohe, kato, ngo nunupa henju tiike alyiñapiñ dudupa, ngiika siihhiibo la ngiika siibuñ atu babu jami patiike, ho kapane henju tiike; ahto mihie lalyi hoka diigo diikoso. 
MAT.22.5	Hojalo mohlu hiimi tamkalo mapa ho inya tiiku, kone mohka aji ho, ho tange hii mohluka kiiri miiko ho, 
MAT.22.6	ho tange mohluka miira atañmi setu lala, hiinyañ mohi miipyutii, ho mohlumi mentii. 
MAT.22.7	Radde hadiitii, ho mo mohka sipahi atañmi kiiniñ lala ho hiika menii atañmi mensi biido ho mohluka citi mi yamu hompatii. 
MAT.22.8	Ho mo lutii mohka miira atañmi, Mihie lasa niisi henju tiike, hojalo hutii mina gyotonii hii khiiko dupa lyimake. 
MAT.22.9	Hopa inge lengobyagoho, ho mihie lalyi hoka diigo diidupa niimkane no gyola kendo kappa nii hemi gyobii. 
MAT.22.10	 Ho hiika miira atañ lembo ila ho humina mohlu kappa tiinii hikha gyotii, denki miilañ ho demma miilañmi; hopa mihie lalyi hoka diigo diikoho poteje nyibo ahtola dutii.
MAT.22.11	Hojalo ahto laka nyibo dunii atañmi radde kadi kiile, mo kappatii miyu kone mihie lalyi hoka giiju mi giimapa; 
MAT.22.12	 ho mo mohmi lutii, Ajiñsi, niihtañpa no mihie lalyi hoka giiju mi giimapa so ahdu? Ho mo hang luko lamatii. 
MAT.22.13	 Ho radde lutii kalyañ laka danii atañmi, Mohka alih alah nyimi rato, ho kamoramba doko jopa liito; hiiko miyu khela ho mohluka aih nyensu la dokiñ doke. 
MAT.22.14	Niimpalukoda abuje gyoliitii, hojalo kahe konii chesu.
MAT.22.16	Ho mohlu mohluka henjeajiñ atañmi mohko kiiniñtii, Herod agiñho, lubiidola, “Tonsḛrbo, ngunu chindo no jije, ho Pinii ka lembo mi jije loda lukodo, ho miyu mi hang henama; niimpalukoda no miyu ka mingotamo mi hang henama. 
MAT.22.17	Lukope ngunumi, hokoda, no nii hiila hendo. Kesar mika biijokajo biniiñ si bidi kopeha, malo bikha dopeha?” 
MAT.22.18	Hojalo Jisu, mohlu nii lupa ludo hiimi chimbii tola, lutii, “Niimpa ngiimi tenkadu, nunu apukahi atañ? 
MAT.22.19	Ngiimi biijokajo bisanii tiicko mi kakiñpe.” Ho mohlu posapere biilii bitii. 
MAT.22.20	Ho Jisu mohlumi lutii, “Hu chitañdo si, ho siika miichiniisi hupe?” 
MAT.22.21	 Mohlu lutii, Kesar kiicho. Ho mo mohlumi lutii, Hopa drih atañ Kesar kiimilo Kesar mi bito, ho Pinii ka drih atañmi Pinii mi bito. 
MAT.22.22	Siimi mohlu tapa lala, mohlu aluñtii; ho mohlu mohmi apa tela ho intiiku.
MAT.22.24	lubiidola, Tonsḛrbo, Mose lutii, Miyu matiirḛ siido koda, mohkii himme oho nyima koda, mohka anu mihie biisi kendo loda, ho mohka abañpa himme oho sucha bikiñdo. 
MAT.22.25	Siisi ngunuko anuabañ kanuhe dutii; kapyo jahii mihie latii, ho shiitii, ho himme oho nyimapa mohka mihie mi mohka anu mi apabitii. 
MAT.22.26	Hii chulipa anyenii ho hingenii, hikha midiñkanu lohepa. 
MAT.22.27	Miilañ ruka hiiba ho, annii akha shiitiiku. 
MAT.22.28	Hiikohopa, turiturku lyiho, midiñkanuhe hokii huka mihie pa lyikiñdo? Niimpalukoda miilañru mohmi biitii.
MAT.22.29	Hojalo Jisu mohlumi lusitii, Nunu lukha doke, niimpalukoda nunu piniipota mitrḛ chima, ho Pinii ka harchichike mitrḛ. 
MAT.22.30	Niimpalukoda turiturku lyikuho mohlu mihie lakiñma ho milo tiirḛ inkiñma, hojalo miidopopi chuli dariiganda ho dakiñdo. 
MAT.22.31	Ho shiinii atañka turiturku saniimi, nunu rika matopo nii hiilana Pinii nunumi lutola donii, 
MAT.22.32	Ngo Abraham ka Pinii ke, ho Isak ka Pinii, ho Jakob ka Pinii? Mo shiinii atañka Pinii make, hojalo turnii atañ kiike. 
MAT.22.33	 Ho miyuatañ siimi tapa lala, mohlu hemur nyatii mohka tonsḛr niimi.
MAT.22.35	 Ho mohluka apur hokii kone, dapochenii, mohmi gonge takatii, mohmi tenkala. 
MAT.22.36	“Tonsḛrbo, nii bope dapo hoka kaheja lujubiniiñ?” 
MAT.22.37	Ho mo mohmi lutii, “No Attoh niika Pinii mi hikha niika ahha lo hentolya, ho hikha niika yallolo, ho hikha niika punyulo. 
MAT.22.38	Sike kaheja ho kapyoja lujubiniiñ. 
MAT.22.39	 Ho anyenii hiila ke, Nunu atoh ariapii mi atoh mika henchañho hentolya. 
MAT.22.40	Siika lujubiniiñ gonye so hikha dapo la nyibuhenii atañ hengiñ nandu.”
MAT.22.42	lubiidola, “Nii hiila nunu hendo Kristo mi? Huka oho pe mo?” Mohlu mohmi lutii, “David ka oho.” 
MAT.22.43	Mo mohlumi lutii, Niihtañ pa hokoda David, yajiyallo lo harolupa kotola, gyotii mohmi Attoh, lubiidola,
MAT.22.44	ngiika lahbi alah duto
MAT.22.44	nii dahepa Ngo niika ahha-banii mi niika liidi ho atii tama?
MAT.22.45	David matiirḛ mohmi Attoh hiila gyodo koda, niihtañpa mo mohka oho pa lyila kendo? 
MAT.22.46	 Ho kone hetrḛ mohmi aguñ gonge tiirḛ lusi lamatii, ho hiika allo hokii kone hetrḛ haro nyaku matii mohmi taka latrḛ taka dupa.
MAT.23.1	Ho Jisu miyuatañ mila ho mohka henjeajiñ atañmi lutii, 
MAT.23.2	Pagenii atañ la Parisi atañ Mose ka dukoho du; 
MAT.23.3	hopa mohlu nii hiila nunumi tonsḛrdo hiimi miito, hojalo mohluka miiniiñmi miiyo; niimpalukoda mohlu tonsḛr khenyo siida, hojalo miila miinya ma. 
MAT.23.4	 Mohlu hempḛr hiigii aie aba da, bala madopa, ho hiimi miyu ka dinta ho aba lala, hojalo mohlu hiimi lahchi ohe tiirḛ tenka moma 
MAT.23.5	Mohluka hikha mohluka miiniiñmi miyu atañmi miikiñla miida; niimpalukoda mohluka tiiriipappi miya peropa giitola ho jilya mitrḛ sobbe dopa giitola, 
MAT.23.6	 ho mohlu khiiniiñ duko dunañla lyidu butii apiñ diilyiho ho sinagog ho duko ayajaho dunañ la, 
MAT.23.7	ho biijḛr liipa ho khiiko nala, ho miyu atañlo tonsḛrbo hiila gyoko nala danyada. 
MAT.23.8	 Hojalo nunu tonsḛrbo hiila gyoko lyayo, niimpalukoda nunukii tonsḛrbo kone siike dusu dunii, ho nunu hikha anu barmiike. 
MAT.23.9	Ho kiiddiapiñ so miyu kone mitrḛ aba hiila gyolya yo, niimpalukoda nunukii Aba kone siike dunii, dariiganda daka duniibo. 
MAT.23.10	Atoh hiila tiirḛ gyolyayo, niimpalukoda nunukii atoh kone siike dunii, Kristo. 
MAT.23.11	 Huna nunuka punkoho kaye japa dunii hii nunuka miirapa lyikiñdo; 
MAT.23.12	 hujalopa atoh mi kaye miisu talyi hiimi atu miilo kendo, ho hujalopa atoh mi atu hensu talyi hiimi kahe miicha kendo.
MAT.23.14	Aiya hiila niimi hembido, pagenii atañ la Parisi atañ, apukahi! niimpalukoda nunu hiimie atañka ude mi diiluñ luluñda ho obyo pa kuniiñ mi kukiñ biidola; hopa nunu uroyapa halii kokiñdo. 
MAT.23.15	 Aiya la hembido nunumi! pagenii atañ la Parisi atañ, apukahi! niimpalukoda nunu miyu kone mi nunu ahiñpa miidupa kiiddi la yapuñ mi kone miida, ho hii nunu ahiñ paka lyilyi kuho, nunu mohmi nunu mitrḛ ronye uro yapa yamuganda ka oho pa miibiida.
MAT.23.17	Nunu micha piicha atañ! Niihpe kaye yanii, ayyiñ peha malo piniiude peha ayyiñ mika darii giiniisi? 
MAT.23.18	Ho nunu luda, mi kone matiirḛ agyañ mi hemme hiita nando koda, hii hang ma; kone matiirḛ agyañ hoka ahmiñayiñ mi hemme hiita nando koda, hii mohka hemme niimi miikiñdo loda. 
MAT.23.19	Nunu micha miyuatañ! Niihpe kaye yanii, ahmiñayiñ siya peha malo agyañ siya peha ahmiñayiñ mika darii miiniiñsi? 
MAT.23.20	Hopa huna agyañ mi hemme hiita nandonii, hii hoka hikha drih doniimi hemme hiita nando; 
MAT.23.21	ho huna piniiude mi hemme hiita nandonii, hii hiiko hoka dunii miilañmi hemme hiita nando; 
MAT.23.22	ho huna dariiganda mi hemme nandonii, hii Pinii duta naniimi ho hoka duniimi hemme hiita nando.
MAT.23.24	Nunu micha lembo pagiinii atañ, tamie yamiya niikhu lilala ho uth miya annii daniiñ!
MAT.23.26	Nunu micha Parisi atañ! Kapyo pa turla la pakoo nyika ura miya ase torañ, ago mitrḛ darii siidopa
MAT.23.28	Hiichulipa nunu tiirḛ miyu kata agoho denki kappa siido, hojalo nunuka uraho poteje apukahi ho ingyamiigya giido.
MAT.23.30	lubiidola, ‘Ngunu matiirḛ ngunuka aba-apa atañ agiñho santii koda, ngunu mohluka nyibuhenii atañ mika melyi ho membo diima.’ 
MAT.23.31	Hii chulipa nunu atoh atoh haki bisuda, hutiina nyibuhenii atañmi mentiinii nunu hiika oho hiila. 
MAT.23.32	Miipe binge, hokoda, nunuka aba-apa ka miingomi. 
MAT.23.33	 Nunu tabu, nunu lyolyichochi, niihtañpa nunu yamuganda hoka alii kosanii hokii hargiipa? 
MAT.23.35	 hopa nunuko ahkuñ kendo hikha kiiddiapiñ hoka denki miyuatañ mika menniiñ he, lugo giimanii Abel kokii khiiri biila Barakiah ka oho Zakariah ka shiiniiñ lohepa, humina nunu dariinenchañ la agyañ ka punkoho mentiinii 
MAT.23.36	 Jijeloda, Ngo nunumi lukoso, hikha siika atañsi siika santuñ rongeso ahkiñ doke.
MAT.23.38	Kato, nunuka ude mi arapa apabikiñ doke. 
MAT.23.39	Niimpalukoda Ngo nunumi lukoso, nunu hiira ngiimi kappa kemake, nii dahepa nunu lutema, Lyanko kendo hii huna Attoh ka armyañ pa ahdonii.”
MAT.24.2	 Hojalo mo mohlumi lukotii, “Nunu hikha siika atañmi kappa do, kappa maha ehna? Jijeloda, Ngo nunumi lukoso, so yalañ puhe tiirḛ yalañ puheka hahoho dokiñ kuma, hiikahii giipa loko mapa.”
MAT.24.4	Ho Jisu mohlumi lukotii, Hendi tolya nunu kone lotrḛ ngogii kolyayo. 
MAT.24.5	 Niimpalukoda abuje ngiika armyañ pa ahkiñdo, lubiidola, Ngo kristoke, ho mohlu abujemi ngogii kendo. 
MAT.24.6	Ho nunu gyambo pasu niimi ho gyambo pasudo hiila tapa kendo; kato nunu ahialuñ nyayo; niimpalukoda hiila lyikiñdo lodake, hojalo anya nyanja sanii ahma ranke. 
MAT.24.7	Niimpalukoda ganda ponge hii ganda ponge mi parii kendo, ho raddeganda hii raddeganda konemi, ho diime ahkiñdo ho myobu huniiñ hii ganda siiko abi hukiñ doke: 
MAT.24.8	hikha siika atañsi hojalo chunchi akhii chiri biiniiñ hiilyañ pasuke.
MAT.24.10	Ho abuje henje kumapa miikiñdo, ho kone anyañmi talubalo siikiñdo, ho kone anyañmi kasu kema. 
MAT.24.11	Ho abuje amuhpaka nyibuhenii duri kendo ho abujemi ngogii kendo. 
MAT.24.12	Ho diimmah hii abuyaya kendo, miyu atañka hensunii lama lyukiñdo. 
MAT.24.13	 Hojalo huna kamikalo lohepa pigii talyinii hii lyangur kokiñdo. 
MAT.24.14	 Ho siika raddeganda ka ayapuyu mi hikha kiiddi dotrḛ ho tonsḛr khenyo kendo, hikha ganda atañmi luko lugiñ naniiñpa; hosu kamikalo hii ahkiñ siidonii.
MAT.24.15	Hopa niida nunu biisokacho jirara kappa talyi nyibuhenii Daniel ka darii lengoho dala luniiñ hiilyañ kendo, (riniibo atañ tachiñ nyato), 
MAT.24.16	ho Judia hoka dunii atañmi putoo ho harcha giike nento; 
MAT.24.17	 ude mantu hoka danii akañho tonya kuyo drih pachi laliñ budupa ude ura hokii; 
MAT.24.18	ho huna ajiho danii hiitḛr ahkur kuyo tarii mi la talyiku hiila. 
MAT.24.19	 Ho aiya hiila hembido wiinga ajañ biito laka duniiñ atañpa hiika allo ho! 
MAT.24.20	Kuto niika hargii niimi dorii piilo ho lyike neyo malo dumoalo hotiirḛ. 
MAT.24.21	 Niimpalukoda hempḛr hentḛrkanyi dokiñ doke, Pinii ka puliñ biihokii siilo lohe paka lyika manii, ma, ronge hetḛr lyikiñ mata. 
MAT.24.22	Ho hiika allo mi matiirḛ tudii dopa miima tiikoda, miyu kone mitrḛ lyangur lakiñ matii; hojalopa kahe konii atañ kiipa allo mi tudii dopa miibitii. 
MAT.24.23	Ho mi kone matiirḛ nunumi lulyi milo, Kato, Sike Kristo! malo Inka sike mo! hiimi henje lyayo. 
MAT.24.24	Niimpalukoda amuh Kristo ho amuh nyibuhenii hiila duri kendo ho kaye kagiñnanii la kahotamo miikiñ kendo, ngogya giidupa hiila, miila dokoda, kahenii atañmi. 
MAT.24.25	Tageto, Ngo nunumi luko lumyo biilyi ke. 
MAT.24.26	 Hopa, mohlu matiirḛ nunumi lulyi milo, kato, mo siikhii sumu gandasi da, ho ilyayo; mohlu matiirḛ lulyi milo, Kato, mo chidiika ura si du, hiimi taje lyayo. 
MAT.24.27	Niimpalukoda dolya danyichaggo dalyiho byodo koda danyiaggo dalyi lohepa hutoh byodu, hiichuli kendo miyu ka Oho ka ahniiñ. 
MAT.24.28	 Nohjalo miyu shiima dochi, hiiko piigeen puwa atañ gokuñ hadu.
MAT.24.30	 hiikahiiba ho miyu ka Oho ka kagiñnanii hii yapuñho dari kendo, ho hikha kiiddiapiñ daka halu atañ heru nyakiñdo, ho mohlu miyu ka Oho mi yapuñ daka jomii ho harchichike ka agiñho huda khada ahla doniimi kappa kendo; 
MAT.24.31	 ho mo mohka miidopopi atañmi hempḛr goropa siirii mubii dola kiiniñ kendo, ho mohlu mohka kahenii atañmi hikha khonchañ hokiimi gyokuñ kendo, yapuñ pache hokii pache dalyi lohepa.
MAT.24.32	Taro sannii hokii siika drih mi chingiito: halloh giiliñ dalyi ho annii saliñ niimi kappa dala la, nunu chindu darupiilo ahlyi ku hiila. 
MAT.24.33	Hii chulipa, niida nunu hikha siika drih siimi kappa talyi, nunu chintolya mo aruñho daku, hagya aruñ jaho. 
MAT.24.34	 Jijeloda, Ngo nunumi lukoso, siika santuñ ronge si santḛr kemma ke niida lohepa siika drih si lyitema. 
MAT.24.35	 Dariiganda la kiiddiapiñ nyi lyukiñdo, hojalo ngiika aguñ luniiñ hii lyukiñ make.
MAT.24.37	Niitañpa Noah ka myodu ho lyine, hii chuli kendo Miyu ka Oho ka ahniiñ hii. 
MAT.24.38	Niimpalukoda hiika allo ho yasie tuha marañpa mohlu diila ho talha miitii, mihie lala ho millo ayañla miitii, Noah ka hulu ura ho amiñ dayemi, 
MAT.24.39	ho nii dahepa yasie tuha matiirañ ho mohlumi ka hikha tubii mado rañ hemi mohlu chimatii, hii chuli kendo miyu ka Oho ka ahniiñ hii. 
MAT.24.40	 Ho miyu anye aji ho dakiñdo; kone mi ingii kendo ho kone mi apakendo. 
MAT.24.41	Annii akha anye yaperho du hula dakiñdo; kone mi ingii kendo ho kone mi apakendo. 
MAT.24.42	 Hopa hendila dato, niimpalukoda nunu chimake nii allo ho niika Attoh ahkiñdo. 
MAT.24.44	Hopa nunu tiirḛ hendila duto; niimpalukoda miyu ka Oho nunuka ahlyido hiila hemado arta ho ahkiñdo.
MAT.24.46	Lyanko kendo hiika miira hii humina mohka atoh ahkur lyikuho miigo miila dopa kappa kendonii. 
MAT.24.47	Jijeloda, Ngo nunumi lukoso, mo hikha mohka donii panii atañmi mohmi kabii kiine kendo. 
MAT.24.48	Hojalo hiika diimmah miira matiirḛ atoh atoh lusu dokoda, Ngiika atoh nyibya ahkiñ make, 
MAT.24.49	 ho mohka miira ahiñ miya miine dokoda, ho diibo tambola ow tanii atañ agiñho, 
MAT.24.50	hiika miira ka atoh mohka siilo ahlyido hiila hema doho ho myodu mika chima doho ahkiñdo, 
MAT.24.51	ho mohmi miikhiiñ
MAT.25.2	Mohlu yangohe piichatii, ho yangohe piibitii. 
MAT.25.3	Piicha atañ mohluka muru mika biilyiho, mohlu kutu jobii matii mohlupa; 
MAT.25.4	hojalo piibi atañ mohluka muru agiñho pinta ho kutu miilañ jobiitii. 
MAT.25.5	Mihielasabo atañ nyibya ahma lyinii, mohlu miilañru imi niitetii ho imi nyatii. 
MAT.25.6	Hojalopa ayohliipa ho gyuritii, Kato, mihielasabo! Ago linyato mohmi karii dupa. 
MAT.25.7	Ho hikha hiika nyimuñ atañ guritii ho mohluka muru atañmi tige nyatii. 
MAT.25.8	Ho piicha atañ lutii piibi atañmi, Ngunumi nunuka kutu eche bipe, niimpalukoda ngunuka muru si mipa miilyila. 
MAT.25.9	Hojalopa piibi atañ lusitii, Rongkoda ngunu pala ho nunu pala khe diima; pyunii bokoya ingela ho nunupa riibii tiika. 
MAT.25.10	Ho mohluka riidu paka inne ho, mihielasabo ahtiiku, ho hutiina henju nyatiinii hii mo agiñho ahbotii mihiemilo lasu lyiho hoka apiñ diikoho; ho alyeh mi miitiñ tiiku. 
MAT.25.11	 Dahidamo lala nyimuñ tange hiitiirḛ ahtiiku, lunyado, Attoh, attoh, ngunupa miiko tope. 
MAT.25.12	Hojalo mo lusitii, Jijeloda, Ngo nunumi lukoso, Ngo nunumi chimake. 
MAT.25.13	Hopa hendila dato, niimpalukoda nunu chimake allo mi ho myodu mitrḛ.
MAT.25.15	kone mi talents
MAT.25.16	Huna talents pengohe labii tiinii mo nyibya loda inkula ho hiilo kiiri miina nantii; ho mo pengohe abuyapa miiliñ biitii. 
MAT.25.17	Hii chulipa, talents penye labii botrḛ penye abuyapa miitii. 
MAT.25.18	Hojalopa huna talents pere kontii labii tiinii intiiku ho kiiddi hekko lala ho mohka atoh ka tiicko mi alitii. 
MAT.25.19	Siisi hempḛr myodu abuje hiiba ho hiika miira atañka atoh ahtiiku ho mohluka agiñho khiika siitiiku. 
MAT.25.20	Ho huna talents pengohe biitiinii hii ahtii, talents pengohe biibyañ liitii, lubiidola, Atoh, no ngiimi talents pengohe bi; si ngo pengohe talents abu dopa miibyañ tiike. 
MAT.25.21	Mohka atoh mohmi lutii, Aya miitii, denki ho lotii miira; no eche mitrḛ lotii biida, Ngo niimi abujemi kabii kiine talyi; kiije ahto niika atoh ka hempyo sokoso. 
MAT.25.22	Ho hiika talents penye biinii botrḛ aruñ ahhitii, lubiidola, Atoh, no ngiimi talents penye bihii; si ngo talents penye abuyapa miitii. 
MAT.25.23	Mohka atoh mohmi lutii, Aya miitii, denki ho lotii miira; no eche mitrḛ lotii biida, Ngo niimi abujemi kabii kiine talyi; kiije ahto niika atoh ka hempyo sokoso. 
MAT.25.24	Huna talent pere kontii biitii nii motrḛ aruñ ahhitii, lubiidola, Atoh, ngo chindu no luruluka miyu hiila, lilo mapa dola no amoo pidiñbo, ho no endi lilo mapa elyañ ladiñ laniibo; 
MAT.25.25	hopa ngo biisola, ho ngo ila ho niika talent mi kiiddi ho achuñto. Kato sike niikii. 
