GEN.1.1	Sa kauna-unahan, gingtuga it Dios kag langit ag duta. 
EXO.11.2	Sugu-a kag mga Israelinhon, kayake ag kabade, nak magpanghagar sa inra mga kayungot it mga alahas nak pilak ag buyawan.”
EXO.11.3	Ag gingbuot it GINO-O nak magta-o it pabor kag mga Ehiptohanon sa mga Israelinhon. Ag sa kamatuuran, pati si Moises ay gingtahor it mga opisyales it Ehipto ag it tanang sinakupan ni Paraon ruto.
EXO.11.4	Kada, bag-o maghalin si Moises sa atubangan ni Paraon ay nagsiling anay sida, “Haring Paraon, siling it GINO-O, ‘Isag sa tungang gab-i Ako ay malibot sa bug-os nak Ehipto. 
EXO.11.5	Kag tanang panganay nak kayake ninrong mga Ehiptohanon ay mamamatay, tuna sa panganay nak anak nimo, Paraon, ikaw nak asa trono, hastang sa panganay nak anak it pinaka-ulipon nak kabade nak asa gilingan, ag aber kag mga unang anak it inro mga kahadupan. 
EXO.11.6	Waya't ibang marurunggan sa bug-os nak Ehipto kundi kag makusog nak panambitan. Waya pang gador it tuyar nak panambitan nak narungog sa Ehipto tuna tong una pa, ag wayaey it marurunggan pa nak tuyar kali.
EXO.11.7	“ ‘Pero sa mga Israelinhon, wayang gador it marurunggan nak aber batok it iro sa tawo o hadop man.’ Parayan dili maaayaman ninro nak iba kag pagtratar it GINO-O sa mga Israelinhon ag sa mga Ehiptohanon. 
EXO.11.8	Tanang imo mga opisyales ay mapayungot ag mayuhor sa ako atubangan sa pagpangabay, ‘Hala pagtoy kamo, kamo ag tanang gustong magnunot sa inro!’ Ag imaw kato kag oras nak ako'y mapanaw.” Pagkasiling ni Moises it kali, naghaliney sida sa atubangan ni Paraon nak abang hangit.
EXO.11.9	Imaw pa kali kag ingsiling it GINO-O kang Moises it kato, “Indi magpati sa imo si Paraon, agor maramong milagro kag Ako mahihimo sa Ehipto.”
EXO.11.10	Ag ginghimo nina Moises ag Aaron kaling tanang mga milagro sa atubangan ni Paraon. Pero sa yudo it kina, waya gihapon nida gisugti kag mga Israelinhon nak maghalin sa ida duta dahil ingpatugas it GINO-O kag ida tagipusuon.
EXO.12.1	Nagsiling kag GINO-O kana Moises ag Aaron ruto sa Ehipto, 
EXO.12.2	“Kaling buyan kag magiging unang buyan it inro tuig. 
EXO.12.3	Silingga kag tanang Israelinhon nak imaw kali kag inra dapat ahimuon sa pitsa dyes it kaling buyan. Bawat tatay ay mabaoy it usang tureting karnero para sa ida pamilya, ag usa sa usang panimayay. 
EXO.12.4	Pero kung kag usang pamilya ay apila yang, nak indi makaubos it usang turete nak karnero, puyde sinrang magpisan sa inra kayungot, nak apila ra, agor husto yang para sa inra kag usang turete. Akarkuluhon kung pauno't ramo kag makakaon it kada usang tawo. 
EXO.12.5	Kag inro piniling turete ay dapat waya't diperensya, usang kayake nak nakaabot sa usang tuig. Kung waya't karnero ay kambing yangey.
EXO.12.6	“Abukuton kali ninro hastang sa ika-katorse it kaling buyan. Ag sa pagsugbo it adlaw it katong pitsa, rungan-rungan kaling aihawon ninrong tanan nak Israelinhon. 
EXO.12.7	Pagkayu-yo ninro, masayor kamo it rugo. Ag magbaoy it husto yang para ipahir sa syapar ag sa magkanyudong hamba it hagran it bayay, kung hariin kamo makaon. 
EXO.12.8	Bag-o, sa gab-ing kato, inro kina aasayon ag isuya sa pagkaon it tinapay nak waya't pangpaalsa,
EXO.12.9	Indi kali ninro gikaunon it hilaw o yauda, kundi inasay,
EXO.12.10	Aubuson ninro kali it kaon, ag aya gitura para sa aga. Pero kung inggwa't matura ay inro kali asunugon. 
EXO.12.11	Bag-o kamo magkaon, dapat ay preparadoy kamo para sa inro paghalin, nakahagkosey, nakasuksokey it sandalyas ag hudotey kag inro bakulo. Kag inro pagkaon ay paspasan. Kag tawag it kali ay Pista it Pagluwas it GINO-O sa Ida katawuhan sa Ehipto.
EXO.12.12	“Sa gab-ing kali, alibuton Nako kag bug-os nak bansa it Ehipto, ag amatyon Nako kag tanang panganay nak kayaking anak, maging tawo ag hadop, ag aparusahan Nako kag tanang gingkikilayang dios it mga Ehiptohanon. Ako yang kag GINO-O. 
EXO.12.13	Kinang rugo, nak inro ipahir sa syapar ag sa mga hamba it inro hagran ay magiging tanra. Pag makita Nako kina ay Ako kamo aligaran.
EXO.12.14	Nagpadayon pa sa pagbisaya kag GINO-O, “Imaw kali kag adlaw nak inro arumrumon. Kaling Pista
EXO.12.15	Tuyar kali kag inro pagrumrom. Sa suyor it pitong adlaw ay makaon kamo it tinapay nak waya't pangpaalsa.
EXO.12.16	Kag una ag pangpitong adlaw ay inro agahinon agor magtipon ag magdayaw sa Ako. Sa suyor it ruhang adlaw nak kato, dapat waya't aber sin-o nak magtrabaho, puyra yang sa pag-intyendi it inro pagkaon. Imaw yang kato kag inro puyding himuon.
EXO.12.17	“Inro ahimuon kaling unang adlaw it Pista it Tinapay nak Waya't Pangpaalsa bilang pamatuor, nak sa adlaw nak kali ay Ako ingraya kag inro tanang lahi nak grupo-grupo paliwas sa Ehipto. Tuig-tuig ahiwaton ninro kali hastang sa pagbalhin it inro mga henerasyon. 
EXO.12.18	Kada tuig, sa unang buyan, tuna sa gab-i it pitsa katorse hastang sa gab-i it pitsa beynte-uno, kag tinapay nak inro akaunon ay katong waya't pangpaalsa. 
EXO.12.19	Sa sakop it pitong adlaw ay dapat waya't makikitang pangpaalsa sa tinapay sa suyor it inro bayay. Gingsisiling Nako sa inro nak sin-o man kag magkaon it di pangpaalsa ay dapat iitsapuyra sa lahi it Israelinhon, sida man ay matuor nak Israelinhon o buko. 
EXO.12.20	Bawal nak kamo ay magkaon it tinapay nak di pangpaalsa. Aber hariin kamo giiistar, dapat tinapay yang nak waya't pangpaalsa.”
EXO.12.21	Pagkabisaya it GINO-O kang Moises, ingtawag ni Moises kag mga pinuno it mga Israelinhon, ag nagsiling, “Mga Tatay, pagtoy ag pili kamo it tureteng karnero para sa inro pamilya. Ag kali ay inro aihawon agor ahiwaton kag Pista it Pagkaluwas sa inro. 
EXO.12.22	Pagkaihaw ninro kali, sayura kag rugo. Magbaoy kamo it pilang maintik nak sanga it isopo,
EXO.12.23	“Isag sa gab-i, malibot kag GINO-O sa bug-os nak Ehipto agor matyon kag mga panganay nak kayaking anak it mga Ehiptohanon. Pag nakita Nida kag rugo nak nakapahir sa syapar ag mga hamba it inro hagran, aligaran Nida kag inro bayay. Indi Nida gitugutan kag anghel nak manugmatay nak magsuyor raha pramas matyon kamo.
EXO.12.24	“Tumana ninro kaling inro dapat ahimuon hastang sa inro pagbalhin it mga lahi. 
EXO.12.25	Pag rahagtoy kamo sa duta nak gingpromisa it GINO-O nak ita-o sa inro, dapat nak inro kali ahiwaton tuig-tuig. 
EXO.12.26	Ag pag ingpangutana kamo it inro mga anak kung asing inro kali ginghihiwat, 
EXO.12.27	masiling kamo nak, ‘Ginghihiwat nato kaling pagmatay it karnero bilang inughalar sa GINO-O agor rumrumon tong gingligaran Nida kag mga bayay it ato mga ginikanan sa Ehipto. Kada kag mga Ehiptohanon ay Ida gingpamatay, ag gingluwas kita.’ ”
EXO.12.27	Pagkarungog kali it mga Israelinhon, nagyinuhor sinra ag nagdinayaw. 
EXO.12.28	Gingtuman it mga Israelinhon kag tanang gingsugo it GINO-O parayan kana Moises ag Aaron.
EXO.12.29	Pagkatungang gab-i, matuor naglibot kag GINO-O sa Ehipto, ag gingpamatay kag tanang panganay nak kayaking anak it mga Ehiptohanon, magtuna sa panganay ni Paraon nak asa trono hastang sa panganay it ida mga priso nak asa bartulina, pati tanang unang anak it inra kahadupan.
EXO.12.30	Tong gab-ing kato nautoy kag pagkatuyog nina Paraon ag tanang ida mga opisyales, pati tanang Ehiptohanon. Matuor nak marurungog sa bug-os nak Ehipto kag makusog nak panambitan dahil waya't aber usang bayay nak waya't minatay.
EXO.12.31	Tong gab-i rang kato, ingpatawag ni Paraon sina Moises ag Aaron ag nagsiling, “Hala, haliney kamo, ngasing nak raan! Kamong tanang mga Israelinhon pagtoy, ag magdayaw kamo sa inro GINO-O tuyar sa inro ginghahagar! 
EXO.12.32	Pagtoy, ray-a kag inro tanang mga kahadupan tuyar ra sa inro ginghahagar ag pumagtoy kamo! Pangamuyuan ra ninro ako nak ako'y kaluy-an Nida!”
EXO.12.33	Pati kag tanang Ehiptohanon ay nagbubulig sa pagpalayas sa mga Israelinhon paliwas sa inra lugar sa pagsiling, “Halin kamo sabaling kaming tanan ay mamatay pa!” 
EXO.12.34	Kada gingbaoy it mga Israelinhon ag gingbutang sa planggana kag inra minasang arina nak waya pa't pangpaalsa. Ag kali ay inra ingpuros it yamit pramas mapas-an bag-o maghalin.
EXO.12.35	Ag bag-o ra sinra nakahalin, gingtuman it mga Israelinhon kag gingbisaya sa inra ni Moises ag nagpanghagar sinra sa mga Ehiptohanon it mga alahas nak human sa pilak ag buyawan, pati mga baro. 
EXO.12.36	Gingbuot matuor it GINO-O nak maging maatag kag mga Ehiptohanon sa inra, ag gingta-o kag inra ginghagar. Parayan dili, inra ingpangbay-an it mga ari-arian kag mga Ehiptohanon.
EXO.12.37	Ngasing kag mga Israelinhon ay naghalin sa lugar it Gosen nak ingtatawag rang Rameses, sa Ehipto, papagto sa Sucot. Mga sais syentos mil (600,000) nak mga kayake kag nagpanaw halin ruto, puyra pa sa mga kabade ag mga anak. 
EXO.12.38	Buko yang kato kag inra ramo dahil inggwa't ibang mga buko Israelinhon nak nagnunot sa inra, pati kag inra maramong kahadupan, grupo-grupo it mga karnero, kambing ag baka. 
EXO.12.39	Pagpahuway ninra, gingyuto ninra kag inra minasang arina nak waya't pangpaalsa. Gingraya ninra kali halin sa Ehipto tong sinra ay ingtabog ruto, dahil wayaey sinra it oras nak maghikot pa it inra bayon.
EXO.12.40	Kag rugay it pag-istar it mga Israelinhon ruto sa Ehipto ay ap-at nak gatos ag treyntang (430) tuig. 
EXO.12.41	Sa katapusan it katong pang-ap-at nak gatos ag treyntang (430) tuig, imaw nak gador kato kag adlaw tong kag tanang katawuhan it GINO-O ay nagliniwas nak grupo-grupo halin sa duta it Ehipto. 
EXO.12.42	Sa suyor it katong gab-i nak kato, gingbantayan nak gador sinra it GINO-O hastang makahalin sinrang tanan sa bansa it Ehipto. Kada bawat tuig, tuna it kato ay ingrurumrom it mga Israelinhon kaling pagbantay sa inra it GINO-O parayan sa pagramyag, bilang pagtahor sa Ida. Tuig-tuig ahiwaton ninra kali hastang sa pagbalhin it inra mga henerasyon.
EXO.12.43	Nagsiling kag GINO-O kana Moises ag Aaron, “Kali kag mga kasuguan nahanungor sa Pista it Pagkaluwas it mga Israelinhon sa Ehipto:
EXO.12.43	“Kag mga tawong buko Israelinhon ay indi puyding magkaon. 
EXO.12.44	Ugaling kung inggwa kamo it mga nabakay nak ulipon sa inro panimayay ay puyde sinrang magkaon, basta sinra ay natuliey. 
EXO.12.45	Pero kag mga nagbisita yang sa inro ag mga suhuyan nak trabahador ay indi puyding magkaon.
EXO.12.46	“Ag kinahangyan nak sa suyor yang it bayay dapat ninrong kaunon kaling karnero. Aya giraya it aber maisot sa liwas. Ag nahanungor sa mga suká it kali, dapat indi ninro gibalion.
EXO.12.47	“Kag tanang Israelinhon ay dapat maghiwat it kaling Pista.
EXO.12.48	“Kung inggwa't tawong buko Israelinhon nak nagsaydo raha sa inro, ag gustong mag-iba sa Pista it Pagkaluwas ninro sa Ehipto ay puyde sinra, basta kag tanang kayake sa inra pamilya ay natuliey. Dahil kung inra kali asunron, pay sinra'y mga Israelinhoney ra. Pero indi nak gador puyde magkaon kag mga waya pa natutuli. 
EXO.12.49	Tanan ay naumir it kaling kasuguan, sida man ay matuor nak Israelinhon o katong mga nagsaydo raha agor mag-istar sa inro lugar.”
EXO.12.50	Gingsunor matuor it tanang mga Israelinhon kag tanang gingsugo it GINO-O kana Moises ag Aaron. 
EXO.12.51	Ag tong adlaw nak kato gingliwas it GINO-O kag mga Israelinhon sa duta it Ehipto kumporme sa inra lahi nak grupo-grupo.
EXO.13.1	Nagsiling pa kag GINO-O kang Moises, 
EXO.13.2	“Gahina para sa Ako kag inro tanang panganay nak anak nak kayake. Kag tanang panganay it mga Israelinhon ay para sa Ako, maging tawo o hadop man.”
EXO.13.3	Nagsiling ray si Moises sa mga Israelinhon, “Ako mga kasimanwa, rumruma ninro kaling adlaw, nak imaw kali kag adlaw nak kamo ay gingliwas it GINO-O sa Ehipto. Kamo ay Ida ra ginglibre sa pagkaulipon ruto parayan sa Ida rakong gahom. Indi kamo magkaon it tinapay nak inggwa't pangpaalsa.
EXO.13.4	“Ngasing nak adlaw, sa buyan it Abib, mahalin kamo rili sa Ehipto. 
EXO.13.5	Aray-on kamo it GINO-O sa duta nak gingpromisa Nida sa inro mga ginikanan nak mapapasa-inro, sa duta it mga Canaanhon, Hetanhon, Amornon, Hebinhon, ag Jebusnon, katong duta nak bugana kag pagkaon nak pay nagbabaha kag gatas ag rugos.
EXO.13.5	“Pag-abot ninro ruto, ahiwaton ninro kaling pista bawat tuig sa tuyar nak pitsa it buyan it Abib: 
EXO.13.6	Sa suyor it pitong adlaw makaon kamo it tinapay nak waya't pangpaalsa, ag sa ika-pitong adlaw mahiwat kamo it pista para sa GINO-O. 
EXO.13.7	Kag inro kaunon nak tinapay ay katong waya't pangpaalsa sa sakop it kinang pitong adlaw. Dapat waya't pangpaalsa o tinapay nak di pangpaalsa nak makikita sa inro mga nasasakupan. 
EXO.13.8	Sa adlaw nak kato, inro isiling sa inro mga anak kung asing ginghihiwat nato kali ay dahil sa ginghimo it GINO-O sa amo tong kami ay Ida gingliwas sa Ehipto.
EXO.13.9	“Kaling paghiwat it pista nak kali ay nupay tanra sa inro mga damot ag sa inro mga yupa,
EXO.13.10	Kaling paghiwat ay inro ahimuon tuig-tuig sa tamang adlaw.
EXO.13.11	“Kag GINO-O kag maraya sa inro sa duta it mga Canaanhon, tuyar sa Ida gingpromisa sa inro ag sa inro mga ginikanan, nak ita-o sa inro. 
EXO.13.12	Pag-abot ninro ruto, inro ihalar sa GINO-O kag inro tanang panganay nak kayake. Pati tanang unang anak it inro mga hadop ay para sa Ida. 
EXO.13.13	Ugaling tanang unang anak it inro asno nak inughalar sa Ida ay puyding tubuson
EXO.13.14	“Sa huli, pag magpangutana kag inro mga anak nak, ‘Ni-o kag gustong bisayahon it kali?’ inro asabton sinra nak, ‘Ato kali ginghihiwat dahil parayan sa rakong gahom it GINO-O, Ida kita gingsalbar sa Ehipto halin sa pagkaulipon. 
EXO.13.15	It katong nagmatugas si Paraon sa pagsugot nak makaliwas kita sa Ehipto, gingmatay it GINO-O kag tanang panganay nak kayake ruto, maging tawo o hadop. Kada ngani gingmamatay nato bilang inughalar sa Ida kag tanang unang anak nak kayake it ato mga hadop, pero gingtutubos nato kag ato mga panganay nak anak nak kayake.’
EXO.13.16	“Kaling paghiwat nak kali ay nupay tanra sa inro mga damot ag sa mga yupa agor indi nato malimtan nak kita ay gingliwas it GINO-O sa Ehipto parayan sa Ida rakong gahom.”
EXO.13.17	Ngasing, tong gingsugtan ni Paraon kag mga Israelinhon nak maghalin sa Ehipto, waya sinra giparayana it Dios sa lugar it mga Pilistinhon, aber kali kag pinaka-mayungot nak rayan. Dahil siling it Dios, “Baka masapoy ninra kag gera ag magbaydo kag inra isip ag magbalik sa Ehipto.” 
EXO.13.18	Kada gingparayan sinra it Dios sa rayan sa disyerto hastang nakasampot sa Puyang Ragat. Nagpanaw kag mga Israelinhon halin sa Ehipto nak hanraey para sa pagpakiglaban.
EXO.13.19	Sa pagtakas nina Moises halin sa Ehipto ay ingraya ra ninra kag mga suká it inra ginikanan nak si Jose. Dahil gingpasumpa nida it kato sa mga Israelinhon nak, “Kag Dios nak gador kag maruaw ag matabang sa inro. Kada paghalin ninro rili sa Ehipto, ray-a kag ako mga suká halin dili.”
EXO.13.20	Paghalin it mga Israelinhon sa Sucot ay nagbaktas sinra hastang nakaabot sa Etam pasuyuron it disyerto, kung hariin sinra ay nagpahuway. 
EXO.13.21	Gingbabantayan sinra it GINO-O. Sa adlaw, nag-uuna Sida sa inra parayan sa haligi nak rampog agor tudluan sinra it rayan. Imaw ra sa gab-i, nag-uuna Sida sa inra parayan sa haligi nak kayado agor imaw kag maging iwag ninra. Kali ay pramas makakapadayon sinra sa pagpanaw, gab-i man o adlaw. 
EXO.13.22	Kag haligi nak rampog sa adlaw ag kag haligi nak kayado sa gab-i ay waya gibubuyag sa inra unahan.
EXO.14.1	Ngasing nagsiling kag GINO-O kang Moises, 
EXO.14.2	“Silingga kag mga Israelinhon nak magbalik halin sa Etam pasuyuron sa disyerto ag magkampo sa atubangan it Pihahirot, sa tunga it Migdol ag ragat,
EXO.14.3	Maiisip ni Paraon nak, ‘Siguradong katong mga Israelinhon ay nagkayaag-yaag dahil waya sinra't makitang ayusutan sa disyerto.’ 
EXO.14.4	Ako apatugason kag tagipusuon ni Paraon ag kamo'y ida ayaguron. Pero apirdihon Nako sida ag ida tanang mga sundalo, ag apurihon Ako it tanang tawo aber hariing lupalop. Maaayaman nak gador it mga Ehiptohanon nak Ako kag GINO-O.” Ngani, gingtuman matuor kali it mga Israelinhon.
EXO.14.5	It katong nabalitaan it hari it Ehipto nak imaw si Paraon, nak kag mga Israelinhon ay nakahaliney, kag ida isip, pati kag isip it ida mga opisyales ay nagbag-o. Siling ninra, “Ni-o kaling ato ginghimo? Asing ato gingsugtan kag mga Israelinhon nak maghalin? Si-o pa ngasing kag matrabaho para sa ato?”
EXO.14.6	Ngani, inghanra ni Paraon kag ida karwahe nak panggera ag ingnunot kag ida mga sundalo. 
EXO.14.7	Kag ida ingnunot ay an-om nak gatos (600) nak maadong mga karwahe nak panggera, pati kag tanang klase it karwahe nak di sakay nak mga sundalo. 
EXO.14.8	Ingpatugas ray it GINO-O kag tagipusuon ni Paraon, nak hari it Ehipto, kada ida yinagor kag mga Israelinhon habang sinra ay nagtatakas nak inggwa't kaisog sa inra huna-huna. 
EXO.14.9	Kag mga Ehiptohanon ay nagyagor sa mga Israelinhon, tanang mga sundalo ni Paraon, tanang mga karwahe nak panggera, tanang sundalo nak nakasakay sa kabayo, ag tanang sundalo nak nagbabaktas. Naantaw ninra kag mga Israelinhon nak nagkakampo sa tungor it baybay, mayungot sa Pihahirot sa atubangan it Baal-zepon.
EXO.14.10	Habang nagpapayungotey sina Paraon, nakita it mga Israelinhon kag matulin nak pagmartsa it ida mga sundalo. Ag sinra ay napakahadlok ag nag-ayaba sa GINO-O. 
EXO.14.11	Ag nagsiling sinra kang Moises, “Kumo waya it kamposanto sa Ehipto, kada imo kami rinaya riling disyerto pramas mamatay? Asing tuyar kag imo ginghimo sa amo? Asing gingbaoy pa kami nimo sa Ehipto? 
EXO.14.12	Di baga kag amo siling sa imo tong ruto pa kami sa Ehipto ay, ‘Pabad-e yang kami nak magpaulipon sa mga Ehiptohanon? Aya kami gikalibgi!’ Mas maado pa nak magpaulipon kami sa inra kisa mamatay rili sa disyerto.”
EXO.14.13	Nagsabat si Moises sa mga tawo, “Aya kamo gikahadlok! Pakusuga kag inro buot, ag inro makikita kung pauno kamo isalbar it GINO-O. Ngasingey kina Nida ahimuon. Kinang mga Ehiptohanon nak inro nakikita ngasing ay indiey nak gador ninro sinra makikita liwat. 
EXO.14.14	Kag GINO-O it malaban para sa inro, waya kamo it mahihimo.”
EXO.14.15	Ag nagsiling kag GINO-O kang Moises, “Asing imo Ako ging-aayaba? Silingga kag imo mga haling Israelinhon nak magpadayon sa pagpanaw. 
EXO.14.16	Tas-an kinang imo hudot nak bakulo ag itudlo sa ragat. Ag kali ay matutunga agor kamong mga Israelinhon ay mapanaw sa uga nak duta patabok sa ragat. 
EXO.14.17+EXO.14.18	Apatugason pa Nako kag tagipusuon it mga Ehiptohanon agor inra kamo ayaguron. Apurihon Ako it tanan pag napirdi Nako sinra parayan sa matatabo kang Paraon, sa ida tanang mga sundalo, pati sa ida mga karwahe ag mga sundalo nak nakasakay sa kabayo. Parayan dili maayaman nak gador it mga Ehiptohanon nak Ako kag GINO-O.”
EXO.14.19	Ngasing kag anghel it Dios nak nagpapanguna sa mga Israelinhon ay nagpahuli sa inra, ag kag haligi nak rampog ay nagsaydo ra sa huli ag nagruyog sa inra likor. 
EXO.14.20	Kaling rampog ay nagpatunga sa inra ag sa mga Ehiptohanon. Ngani, sa bug-os nak gab-i, maruyom sa parti it mga Ehiptohanon ag mahadag sa parti it mga Israelinhon, ag dahil rili waya nakapayungot kag mga Ehiptohanon sa inra.
EXO.14.21	Masunor, gingtudlo matuor ni Moises kag ida damot sa ragat. Sa bug-os nak gab-i, gingpahuyop it GINO-O kag makusog nak hangin halin sa subatan, ag natunga kag tubi. Kada nagkainggwa't ugang rayanan sa tunga it ragat. 
EXO.14.22	Ngani, kag mga Israelinhon ay nagpanaw patabok sa ugang duta raha sa tunga it ragat. Kag tubi ay pay naging pader sa inra bandang wala ag tu-o.
EXO.14.23	Pagkaaga ingyagor ray sinra it mga Ehiptohanon. Kaibahan sa pagyagor kag tanang mga sundalo ni Paraon, tanang nakapangabayo ag tanang nakakarwahe. 
EXO.14.24	Halin sa haliging kayado ag rampog ingmumuyatan it GINO-O kag tanang natatabo, ag it katong mayungotey magpanghudag-hudag, inatraso Nida sa pagbiyahe kag mga Ehiptohanon. 
EXO.14.25	Kag mga gulong it inra mga karwahe ay naputik, kada nahirapan sinra magbiyahe. Ngani, siling yangey ninra, “Balik yangey kita! Dahil kag GINO-O it naglalaban sa ato para sa inra.”
EXO.14.26	Pagkatabok nina Moises, nagsiling kag GINO-O sa ida, “Tudluan ray raha kag imo damot sa ragat, agor kag tubi ay mabalik ag matabunan kag mga Ehiptohanon, pati kag inra mga karwahe, ag kag mga nakapangabayo.” 
