GEN.1.1	Дар ибтидо Худо замину осмонро офарид. 
MAT.16.24	Он гоҳ Исо ба шогирдонаш гуфт: «Ҳар каси шумо, ки пайрави Ман шудан хоҳад, бояд аз манфиатҳои худ даст кашида, салиби азобу маргашро бардошта барад ва он гоҳ Маро пайравӣ кунад. 
MAT.16.25	Зеро касе, ки ҳаёташро нигоҳ доштан мехоҳад, онро аз даст медиҳад, вале ҳар касе, ки ба хотири Ман аз баҳри ҳаёти худаш мегузарад, ҳаёти абадӣ ба даст меоварад. 
MAT.16.26	Ба одам чӣ фоидае дорад, ки тамоми дунёро ба даст овараду ҷонашро аз даст диҳад? Одамизод бар ивази ҷони худ ҳеҷ товоне дода наметавонад. 
MAT.16.27	Фарзанди Инсон бо шӯҳрату ҷалоле, ки Падараш ба Ӯ медиҳад, ҳамроҳи фариштаҳои худ меояд ва ба ҳама он чиро, ки мувофиқи амалашон сазовор мешаванд, медиҳад. 
MAT.16.28	Ба ростӣ ба шумо мегӯям, дар ин ҷо чанд касе ҳастанд, ки ҳанӯз дар қайди ҳаёт буданашон мебинанд, ки чӣ тавр Фарзанди Инсон барои подшоҳӣ кардан меояд».
MAT.17.1	Пас аз шаш рӯз Исо Петрус ва бародарон Ёқубу Юҳанноро ҳамроҳаш гирифта ба баландии кӯҳе бурд, ки он ҷо онҳо танҳо буданд. 
MAT.17.2	Баъд дар пеши назари шогирдон намуди зоҳирии Ӯ дигаргун шуд. Чеҳрааш монанди офтоб дурахшид, либосаш ҳам мисли равшании нур сап-сафед шуд. 
MAT.17.3	Ногаҳон Мӯсо ва Илёс пайғамбар дар пеши назари шогирдон пайдо шуданд ва бо Исо сӯҳбат мекарданд. 
MAT.17.4	Петрус ба сухан даромада ба Исо гуфт: «Худовандо, чӣ хуб аст, ки мо ин ҷо ҳастем. Агар хоҳӣ ман дар ин ҷо се хайма месозам, яке барои Ту, дигаре барои Мӯсо ва сеюм барои Илёс».
MAT.17.5	Ҳанӯз вай суханашро тамом накарда, абри тобоне пайдо шуда, онҳоро бо сояаш фаро гирифт ва аз даруни он овозе шунида шуд: «Ин Писари азизи Ман аст ва Ман аз Ӯ хушнудам. Ӯро гӯш кунед». 
MAT.17.6	Аз шунидани ин овоз шогирдонро ваҳм фаро гирифт ва онҳо худро рӯи замин партофтанд. 
MAT.17.7	Аммо Исо ба наздашон омаду ба онҳо даст расонда гуфт: «Бархезед ва аз ҳеҷ чиз натарсед». 
MAT.17.8	Онҳо ба боло нигоҳ карданд ва ғайр аз Исо касеро надиданд.
MAT.17.9	Аз кӯҳ поён фаромада истода Исо ба шогирдон фармуд, ки то Фарзанди Инсон мурда аз нав зинда нашавад, ба ҳеҷ кас аз чизи дидагиашон даҳон накушоянд. 
MAT.17.10	Он гоҳ шогирдон аз Ӯ пурсиданд: «Чаро шариатдонон мегӯянд, ки пеш аз Масеҳ бояд Илёс биёяд?»
MAT.17.11	«Дуруст, — ҷавоб дод Ӯ, — аввал бояд Илёс биёяд ва ҳама чизро барқарор намояд. 
MAT.17.12	Ба шумо мегӯям, ки Илёс аллакай омадааст ва одамон вайро нашинохтанду ҳар коре, ки хостанд, бо вай карданд. Бо Фарзанди Инсон низ ҳамон тавр рафтор хоҳанд кард».
MAT.17.13	Он вақт шогирдон фаҳмиданд, ки Исо Илёс гуфта Яҳёи Таъмиддиҳандаро дар назар дошт.
MAT.17.14	Ҳангоме ки онҳо назди мардум баргаштанд, марде пеши Исо омаду ба сари зону истода 
MAT.17.15	гуфт: «Хоҷа, ба писарам раҳм бикун! Вай касалии эпилепсия дорад ва бениҳоят азоб мекашад. Аз ин рӯ, ӯ худро зуд-зуд ба оташ ё ба об мепартояд. 
MAT.17.16	Вайро ба назди шогирдонат овардам, лекин онҳо ӯро шифо дода натавонистанд».
MAT.17.17	Исо ҷавоб дод: «Эй насли беимонону гумроҳон! То кай бо шумо бошам? То кай шуморо тоқат кунам? Канӣ, рафта бачаро ба наздам биёред!» 
MAT.17.18	Бачаро гирифта ба наздаш оварданд ва Ӯ ба дев фармон дод, ки аз бача берун барояд. Дев берун баромад ва бача худи ҳамон лаҳза сиҳат гашт.
MAT.17.19	Сипас шогирдон аз мардум ҷудо шуда, пеши Исо омада пурсиданд: «Чаро мо девро берун карда натавонистем?»
MAT.17.20	Ӯ дар ҷавоб гуфт: «Аз барои сустии имонатон. Ба ростӣ ба шумо мегӯям, агар имонатон донаи хардал барин бошад, он гоҳ ба ин кӯҳ „Аз ин ҷо ба он ҷо гузар“ гӯед, кӯҳ мегузарад. Пас, бароятон ҳеҷ чиз имконнопазир намешавад. 
MAT.17.21	Аммо ин зот фақат бо дуо ва рӯза берун карда мешавад».
MAT.17.22	Ҳангоме ки шогирдон дар Ҷалил ҷамъ омаданд, Исо ба онҳо гуфт: «Фарзанди Инсон ба дасти одамон супорида мешавад 
MAT.17.23	ва онҳо Ӯро мекушанд, лекин дар рӯзи сеюм Ӯ аз нав зинда мегардад». Шогирдон аз шунидани ин суханон сахт ғамгин гаштанд.
MAT.17.24	Вақте ки Исо бо шогирдонаш ба Кафарнаҳум омад, касоне ки барои Хонаи Худо андоз ҷамъ мекарданд, назди Петрус омада пурсиданд: «Магар устоди ту андоз намесупорад?» 
MAT.17.25	«Албатта месупорад», — ҷавоб дод Петрус.
MAT.17.25	Баъд Петрус ба хона даромад ва ҳанӯз ӯ даҳон накушода, Исо ба вай гуфт: «Шимъӯн, бигӯй, ба фикрат подшоҳон андозу хироҷро аз кӣ меситонанд? Аз шаҳрвандони худӣ ё бегона?
MAT.17.26	«Аз бегона», — ҷавоб гардонд Петрус.
MAT.17.26	«Пас, шаҳрвандони худӣ аз ин вазифа озоданд. 
MAT.17.27	Лекин барои наранҷонидани ин одамон сӯи кӯл рафта бо шасти моҳигирӣ сайд кун. Аз даҳони моҳии аввалине, ки сайд мекунӣ, тангаеро меёбӣ ва ин тангаро гирифта аз номи Ман ва худат андозро супор».
MAT.18.1	Аз мобайн вақти зиёде нагузашта, ба пеши Исо шогирдонаш омада пурсиданд: «Дар подшоҳии Худо кӣ бузургтар аст?»
MAT.18.2	Исо ба наздаш як кӯдакро хонда, ӯро дар пеши шогирдонаш гузошту 
MAT.18.3	ҷавоб дод: «Ба ростӣ ба шумо мегӯям, то тарзи фикррониатонро тағйир дода, монанди кӯдакон нашавед, ҳаргиз ба подшоҳии Худо дохил шуда наметавонед. 
