MAT.1.1	Dja nau nkoch yao u che Brah Yêsu Krist
MAT.27.29	Khân păng sŏ rtao lok ƀăr jan môk kađăch ndô ta bôk Brah Yêsu ri, ndrel ma sŏ mŏng jan mŏng kađăch ăn ti bơh ma Păng kuăn, jêh ri chon kômŏk mbah mưch rmot Ôbăl n'ho ma lah: “Hơi kađăch phung Israel! Hên yơk May!” 
MAT.27.30	Khân păng rsoh dak diu ta Ôbăl, ndrel ma sŏ mŏng i nây mbang bôk Ôbăl jât.
MAT.27.31	Jêh mưch rmot ma Ôbăl kơt ndri, jêh ri tahen droh lơi ao i nây bơh săk Păng, plơ̆ nsoh tay ao Păng nơm nơh, jêh ri têk leo Ôbăl a ntŭk si tâm rkăng.
MAT.27.32	Nôk lôh bơh ƀon, phung tahen mâp du huê bu klô rnha păng Simôn tă bơh ƀon kuŏng Kiren, bu đă ôbăl tui si tâm rkăng Brah Yêsu 
MAT.27.33	tât ta du ntŭk rnha ‘Gôlgôtha’, rblang lah ‘Ntŭk nting bôk’. 
MAT.27.34	Jêh ri bu sŏ ndrănh play yŭng yar ƀon lai đah dak play măt tăng
MAT.27.35	Jêh bu pŏng Ôbăl ta si tâm rkăng, bu tâm pă bok ao Păng ma ndơ nchroh
MAT.27.36	Khân păng gŭ rơp gơp ta nây njrăng Brah Yêsu. 
MAT.27.37	Ta kalơ bôk Brah Yêsu ri, khân păng pla du rlat kađar nchih mbơh nkoch nau bu ntôn Păng, lah kơt nđa: ‘Dja rnha Yêsu, kađăch phung Israel’. 
MAT.27.38	Nôk nây bu nkhât ndrel Brah Yêsu bar hê bunuyh ntŭng đŏng, i du huê ăn bơh ma Păng, du huê jât ăn bơh chiao.
MAT.27.39	Lĕ bunuyh i brô̆ rŏ nây, n'grơh n'grăp rteh bôk rŭl dŭl mưch ma Ôbăl
MAT.27.40	n'ho ma lah: “Hơi Bunuyh i lah rơih lơi nhih jan brah ma Kôranh Brah, jan tay i mhe pe nar jêh. Lah ndri rklaih êng săk May nơm, lah May Kon Kôranh Brah ngăn, jŭr bơh si tâm rkăng nây hŏm!”
MAT.27.41	Mpôl kôranh jan brah, phung nơm nti nau vay phung Israel, ndrel ma mpôl kôranh phung Israel leo băl ngơi n'grơh ma Păng kơt nây đŏng, khân păng lah: 
MAT.27.42	“Păng dơi kơl ŏk bu aƀă êng, tih ma mâu ôh dơi rklaih săk Păng nơm! Lah Păng i kađăch phung Israel ngăn, ăn Păng jŭr bơh si tâm rkăng aƀaơ dja, jêh ri hên iăt ma Păng đŏng! 
MAT.27.43	Păng lĕ nsing ma Kôranh Brah, lah Kôranh Brah ŭch, ăn Kôranh Brah rklaih Păng aƀaơ dja ro, yorlah Păng lah: ‘Gâp i Kon Kôranh Brah’.”
MAT.27.44	Bol lah bar hê bunuyh ntŭng i bu nkhât ndrel Brah Yêsu ta ri, mưch rmot Ôbăl kơt nây đŏng.
MAT.27.45	Ntơm bơh nar nklang bôk lam bri dak i nây trôk geh ngo dadê, n'ho ma tât mong pe kêng măng.
MAT.27.46	Klăp lah ta mong pe kêng măng, Brah Yêsu nter dŭt dăng ta nau ngơi Hêbrơ: “Êli! Êli! Lama Sapăch Thani?” Rblang nau nây: ‘Ơ Kôranh Brah Gâp ơi! Ơ Kôranh Brah Gâp ơi! Moh nau May ntlơi Gâp?’
MAT.27.47	Bu ƀaƀă i gŭ ta nây tăng nau Păng nter nơh vât vĭ, bu lah: “Păng kuăl Êliya i bunuyh ntơyh nau ngơi Kôranh Brah bơh kăl e nơh.” 
MAT.27.48	Dô ma geh du huê bunuyh ta phung khân păng nchuăt sŏ bok yŭk ta dak srat put ta chông mŏng ndơ̆ ăn Păng nhêt.
MAT.27.49	Yơn ma bunuyh aƀă lah: “Kŏp uănh ƀŏt, gĭt Êliya hăn rklaih Păng mâu lah mâu.” 
MAT.27.50	Jêh ri Brah Yêsu nter tay dŭt dăng, n'ho ma roh n'hâm klŏk. 
MAT.27.51	Ta mong nây bok i nching ta mpông jrô dŭt kloh ueh ta trôm nhih jan brah ma Kôranh Brah, dô ma hêk chuik jêng bar, ntơm bơh lơ n'ho ma tât a dŏng, neh ntu n'găr, lŭ klêr đang.
MAT.27.52	Ntu môch pơk bŏng rưk ƀưk, khât phung bunuyh kloh ueh ŏk i vay gŭ sŏng ta bơh năp Kôranh Brah dâk rêh. 
MAT.27.53	Jêh Brah Yêsu dâk rêh, phung khân păng lôh bơh ntu môch, lăp ta ƀon Yêrusalem i ƀon kloh ueh, nhhơ ăn ŏk bunuyh say. 
MAT.27.54	Nôk kôranh tahen Rôm, ndrel ma phung tahen kŏp njrăng Brah Yêsu ta nây, say n'găr neh ntu, ndrel ma say dâng lĕ nau geh kơt nây, khân păng klach nsŏr hô ngăn, jêh ri lah: “Bu klô dja i Kon Kôranh Brah ngăn ya!”
MAT.27.55	Ta ntŭk nây geh ŏk bu ur i tâng Brah Yêsu tă bơh bri Galilê, i kơl Păng đŏng, khân păng gŭ uănh Păng dâng lĕ nau i nây bơh ngai.
MAT.27.56	Ta nây geh Mari tă bơh ƀon Mađala, Mari i mê̆ Yakơ, Yôsep, jêh ri geh nđâp ma i mê̆ Yakôp, Yôhan
MAT.27.57	Tât kêng măng geh du huê bunuyh ndrŏng rnha păng Yôsep, tă bơh ƀon Arimathê, păng jêng mpôl oh mon Brah Yêsu đŏng.
MAT.27.58	Păng hăn mâp Pilat dăn sŏ săk jăn Brah Yêsu, Pilat đă bu ăn ma păng. 
MAT.27.59	Jêh ri păng sŏ săk jăn Brah Yêsu put đah bok laih kloh nglang. 
MAT.27.60	Păng njor săk Brah Yêsu nây ta trôm ntu môch mhe, ntu i păng lĕ đă bu lôk ta lŭ klêr
MAT.27.61	Mari tă bơh ƀon Mađala, ndrel ma Mari du huê êng jât gŭ ta nây đŏng, khân păng gŭ tâm sŏng mpông môch ri.
MAT.27.62	Tât ôi tay ri, ta nar Saƀăt i nar rlu phung Israel, mpôl kôranh jan brah, ndrel ma phung Pharisi khân păng leo băl hăn mâp Pilat 
MAT.27.63	mbơh ma păng: “Ơ kôranh, hên hôm kah gĭt nau Bunuyh mƀrôh i nây lah nôk Păng hôm rêh nơh: ‘Jêh Gâp khât, tât pe nar Gâp dâk rêh tay’.
MAT.27.64	Lah ndri dăn kôranh đă tahen ăn njrăng ngăn môch i nây ăn lôch pe nar. Klach lah mpôl oh mon Păng hăn sŏ ntŭng săk Păng nây, jêh ri mbơh nkoch ma phung ƀon lan lah Păng lĕ dâk rêh. Lah ndri nau mƀrôh aƀaơ dja djơh rlau ma bơh kơi nơh jât.”
MAT.27.65	Pilat lah ma khân păng: “Khân may sŏ tahen, đă bu njrăng ngăn ăn dŭt ueh dô, dah ŭch khân may nơm!” 
MAT.27.66	Jêh ri khân păng hăn a môch, njâr ntu môch pla ndơ ver kalơ jât gay ma lơi ăn bu lăp, ndrel ma ăn tahen gŭ njrăng.
MAT.28.1	Jêh nar Saƀăt i nar rlu phung Israel, ơm ôi nar nguai
MAT.28.2	Nôk nây dô ma geh n'găr neh dŭt hô, yorlah geh tông păr Kôranh Brah jŭr tă bơh trôk i ntŭk Kôranh Brah nơm, nklơ̆ lơi lŭ bơh bŏr môch nây, jêh ri gŭ rgơp ta kalơ lŭ i nây đŏng. 
MAT.28.3	Uănh păng ril tâm ban ma lơp nglayh, bok ao păng nglang tâm ban ma mli.
MAT.28.4	Phung tahen i gŭ njrăng môch ta nây klach nsŏr hô ngăn, n'ho ma chôt khât yơh. 
MAT.28.5	Yơn ma tông păr lah ma mpôl bu ur i ri: “Khân ay lơi klach ôh! Gâp lĕ gĭt jêh khân ay hăn joi Brah Yêsu i bu nkhât ta si tâm rkăng nơh. 
MAT.28.6	Păng mâu hôm ôh ta dja, yorlah Kôranh Brah rdŏk ăn dâk rêh tay, kơt nau Păng lĕ nkoch nơh. Hăn uănh hŏm ta ntŭk bu njor Păng,
MAT.28.7	jêh ri hăn gơnh a mpôl oh mon Păng ri, mbơh ăn khân păng gĭt Kôranh Brah lĕ rdŏk Păng ăn dâk rêh, aƀaơ dja Păng hăn lor khân ay may ta bri Galilê ri. Ta ntŭk nây khân ay may say Păng. Ndri nau gâp mbơh ma khân ay yơ̆!”
MAT.28.8	Jêh ri khân păng hăn ro tă bơh môch nây nđâp ma geh nau klach geh nau răm hô ngăn, khân păng nchuăt mbơh nkoch nau mhe mhan i nây ma mpôl oh mon Brah Yêsu. 
MAT.28.9	Dô ma Brah Yêsu hăn mâp khân păng ôp khân păng: “Ueh lăng khân ay!” Jêh ri khân păng ran dăch Brah Yêsu păn ta neh kuăn ta jŏng Brah Yêsu ri, yơk mbah Păng. 
MAT.28.10	Brah Yêsu lah ma khân păng: “Lơi klach ôh! Khân ay hăn mbơh nkoch ma mpôl oh nô Gâp, ăn khân păng hăn ta bri Galilê ri, ta ntŭk nây khân păng say Gâp.”
MAT.28.11	Dôl phung bu ur nây hăn rŏ trong, geh phung tahen i njrăng môch nây nơh aƀă lăp ta ƀon, mbơh nkoch dâng lĕ nau geh i nây nơh ăn ma mpôl kôranh jan brah. 
MAT.28.12	Mpôl kôranh jan brah, tâm mâp tâm nchră đah mpôl kôranh phung Israel, khân păng tâm di du ntôr nau ăn prăk ŏk ngăn ma phung tahen,
MAT.28.13	n'ho ma ntŭm khân păng kơt nđa: “Ăn khân may lah: ‘Ndŭt hên hăk bêch geh mpôl oh mon Păng hăn a măng sŏ ntŭng săk Păng’. 
MAT.28.14	Lah kôranh kuŏng Pilat gĭt nau dja, hên mra mbơh ma păng. Khân may mâu chrao ôh geh dôih.” 
MAT.28.15	Jêh ri khân păng sŏ dơn prăk i nây, jan kơt nau bu đă ma khân păng. Nau i nây gĭt lư lam phung Israel, n'ho ma tât nar dja.
MAT.28.16	Jêh ri 11 nuyh mpôl kôranh oh mon hăn ta bri Galilê, tât ta yôk ntŭk Brah Yêsu lĕ mbơh ma khân păng.
MAT.28.17	Tât khân păng say Brah Yêsu, khân păng yơk mbah ma Păng, yơn ma geh bunuyh aƀă hôm e vĭ vĕ ma Păng. 
MAT.28.18	Brah Yêsu hăn ta khân păng, jêh ri lah ma khân păng: “Lĕ nau dơi ta trôk, nđâp ma ta neh ntu lĕ Bơ̆ ăn jêh ma Gâp dadê.
MAT.28.19	Lah ndri hăn hŏm ăp ndŭl mpôl bunuyh ta neh ntu dja, njêng khân păng jêng oh mon Gâp, jêh ri jan ƀăptem yŭk khân păng ma dak, ta rnha Bơ̆, ta rnha Gâp i Kon Păng, ndrel ma ta rnha Brah Huêng Ueh i kloh ueh.
MAT.28.20	Jêh ri ntŭm nti ăn khân păng iăt dâng lĕ nau Gâp lĕ đă ma khân may nơh. Ăn hôm kah gĭt nâng: Gâp hôm e gŭ nâng ndrel khân may n'ho ma tât nar lôch neh ntu dja”
MRK.1.1	Dja ntơm nau mhe mhan ueh ma Brah Yêsu Krist i Kon Kôranh Brah nơm.
MRK.1.2	Ta samƀŭt bunuyh ntơyh nau ngơi Kôranh Brah kăl e nơh, rnha Êsai lĕ nchih lah: ‘Kôranh Brah lah:
MRK.1.2	‘Uănh yơ̆, Gâp đă du huê bunuyh hăn lor ndrăp nuih n'hâm bunuyh ăn May
MRK.1.2	Tâm ban bu kuayh trong, mbơh ma bu May hăn bơh kơi
MRK.1.3	Bunuyh i nây nter ta bri rdah lah:
MRK.1.3	‘Ndrăp hŏm nuih n'hâm ăn ma Kôranh Brah, tâm ban ma bunuyh kuayh trong,
MRK.1.3	Nsŏng trong ăn ma kađăch hăn’’’
MRK.1.4	Ndri nau nkoch i nây lĕ tât hơi, geh du huê bunuyh rnha Yôhan gŭ ta bri rdah, păng mbơh nkoch ma ƀon lan rgâl lơi nuih n'hâm djơh, n'ho ma dơn nau yŭk ma dak, i bu kuăl ‘Ƀăptem’, gay ma nhhơ khân păng ŭch tâng nau Kôranh Brah, ndri dâng Kôranh Brah yô̆ nđach mâu hôm ôh kơp nau tih khân păng.
MRK.1.5	Geh ŏk bunuyh ta bri Yuđa, ndrel ma ta ƀon kuŏng Yêrusalem hăn ran a păng dadê. Khân păng gĭt săk khân păng nơm tih mbơh ro, jêh ri Yôhan jan ƀăptem yŭk khân păng ma dak ta dak rlai Yôrđăn ri. 
MRK.1.6	Lŏng Yôhan păng nsoh ao jong jan ma rsau seh samô, văn rse bŭt jan ma ntô, păng sa krah ndrach đah dak sŭt
MRK.1.7	Păng mbơh nkoch ma phung ƀon lan: “Geh du huê kôranh, Păng hăn bơh kơi gâp bơi ma tât jêh, Păng geh nau dơi rlau gâp ngăn. Ta năp Păng gâp jêng bunuyh jê̆ lê̆ dơm, bol lah gâp kŭnh sơm droh ntô jot Păng, hôm e mâu hŏ di đah nau jan kar Păng đŏng. 
MRK.1.8	Gâp jan ƀăptem ăn khân ay may yŭk ma dak dơm, lŏng Păng i nây jan ƀăptem ăn khân ay may ma Brah Huêng Ueh i kloh ueh.”
MRK.1.9	Tât nar bơh kơi Brah Yêsu i tă bơh ƀon Nasaret bri Galilê Păng hăn tât ta ntŭk Yôhan jan ƀăptem nây, jêh ri Yôhan jan ƀăptem ma Brah Yêsu yŭk ma dak ta dak rlai Yôrđăn.
MRK.1.10	Jêh yŭk Păng ta dak ri, lôh ƀlu bơh dak ri, Brah Yêsu say trôk pơk bŏng lahưr, jêh ri geh Brah Huêng Ueh jŭr drŏm ta Păng uănh tâm ban ma plŭk.
MRK.1.11	Dôl nây geh tăng nteh bŏr tă bơh kalơ trôk lah: “May i Kon Gâp rŏng, Gâp răm rhơn May hô ngăn ngên.”
MRK.1.12	Jêh bơh nây Brah Huêng Ueh đă Brah Yêsu du hăn a bri rdah. 
MRK.1.13	Păng gŭ ta ntŭk nây 40 năng 40 nar, geh Satăng i kôranh mpôl brah djơh ndơm Păng đŏng. Păng gŭ ndrel mpômpa (siŭm) bri ta ntŭk nây, geh mpôl tông păr sơm kơl jan kar ma Păng đŏng.
MRK.1.14	Lĕ jêh bu nhŭp Yôhan-Ƀaptem krŭng ta ndrung, jêh ri Brah Yêsu hăn ta bri Galilê n'ho ma mbơh nkoch nau mhe mhan ueh Kôranh Brah.
MRK.1.15	Păng lah: “Mong lĕ tât jêh, nau Kôranh Brah mât uănh khân ay may lĕ dăch ngăn ro. Lah ndri rgâl hŏm nuih n'hâm djơh khân ay may, jêh ri nsing ma nau mhe mhan ueh dja dô!”
MRK.1.16	Geh du nar ri Brah Yêsu hăn brô̆ rŏ meng dak nglao kuŏng Galilê
MRK.1.17	Jêh ri Brah Yêsu lah ma khân păng: “Hơi oh nô, hô̆ tâng Gâp, Gâp ăn khân may hăn joi bunuyh iăt nau Gâp, tâm ban ma seng ka.” 
MRK.1.18	Dô ma bar hê khân păng ri ntlơi jal prŭng ta nây, jêh ri tâng Brah Yêsu ro.
MRK.1.19	Jêh ri Brah Yêsu hăn jât năp, Păng say bar hê oh nô Yakơ, ndrel ma Yôhan gŭ sŭl jal ta duk ri, bar hê khân păng nây i kon Sêƀêđê. 
MRK.1.20	Tât say khân păng ta ri, Brah Yêsu jă ro, jêh ri khân păng ntlơi i bơ̆, ndrel ma mpôl i păng nkhôm jan kar ma păng ta ri, hăn tâng Brah Yêsu ro.
MRK.1.21	Jêh ri Brah Yêsu, ndrel ma mpôl oh mon Păng hăn ta ƀon Kapơnŭm. Tât nar Saƀăt i nar rlu phung Israel Păng lăp ntŭm nti ta nhih rƀŭn phung Israel.
MRK.1.22	Bu ndrŏt nhhih ngăn tăng nau Păng nti i nây. Nau Păng nti nơh geh nau dơi, mâu ôh tâm ban ma phung nơm nti nau vay phung Israel.
MRK.1.23	Ta nhih rƀŭn nây, geh du huê bu klô lăp ta nây brah djơh gŭ ta săk păng đŏng, păng nter: 
MRK.1.24	“Ơ Yêsu tă bơh ƀon Nasaret! Lơi May rkhuak hên, May hăn ŭch lơh lơi hên bơh? Gâp năl May ngăn, May i nây i bunuyh kloh ueh tă bơh Kôranh Brah.”
MRK.1.25	Brah Yêsu de mbram brah djơh i nây: “Lơi hôm ngơi, gŭ iăt săk rklăk hŏ, du lôh bơh bunuyh i nây hŏm!” 
MRK.1.26	Jêh tăng Brah Yêsu lah ndri brah djơh lơh bunuyh i nây chôt dŭl nslŏng sŏng sa, nter lŭng loch ngăn lôh ƀhŭch brah djơh i nây. 
MRK.1.27	Dâng lĕ bunuyh say kơt nây nơh, ndrŏt hih rhŏl dadê ngăn, jêh ri tâm ôp ndrăng khân păng nơm: “Yê! Lĕ nau ngăn hay! Nau ntŭm nti Păng i nây mhe ngăn hay, nđâp ma geh nau dơi đŏng. Bol lah brah djơh iăt nau Păng đă đŏng.”
MRK.1.28	Jêh ri gơnh ngăn bu lư Păng hô lam bri Galilê.
MRK.1.29	Jêh ri Brah Yêsu lôh bơh nhih rƀŭn i nây, hăn brŏng ta jay bar hê oh nô, Simôn, ndrel Ŏndrê. Yakơ, ndrel ma Yôhan hăn ndrel đŏng. 
MRK.1.30	Lŏng i mê̆ po Simôn ri ji kop bêch ta gre ri. Tât ta nây bu mbơh ma Brah Yêsu ro nau ji kop păng.
MRK.1.31	Brah Yêsu hăn ran ta păng, nhŭp ti rdŏk păng. Nau ji kop bah ro, jêh ri păng jan piăng trao ma khân păng.
MRK.1.32	Tât bri kêng măng nôk nar lĕ nhŏp, lĕ bunuyh geh nau ji, ndrel ma bunuyh brah djơh lăp, bu leo hăn a Brah Yêsu dadê. 
MRK.1.33	Geh ŏk ngăn bunuyh ta ƀon nây gŭ gum ta mpông jay ri dadê. 
MRK.1.34	Jêh ri geh ŏk bunuyh Brah Yêsu jan bah ăp ntil nau ji ta khân păng, mprơh brah djơh du lôh bơh bunuyh đŏng. Păng buay brah djơh mâu ôh ăn ngơi, yorlah phung brah djơh lĕ năl Păng.
MRK.1.35	Kah ơm ôi bri hôm ngo, Brah Yêsu dâk bêch hăn du huê êng ta ntŭk bri rdah ngai đah bunuyh, jêh ri mbơh sơm ta ntŭk nây.
MRK.1.36	Simôn, ndrel ma mpôl i gŭ ndrel păng, hăn joi Brah Yêsu. 
MRK.1.37	Tât ma say Păng, khân păng lah: “Ŏk ngăn bunuyh ŭch joi May mê̆.” 
MRK.1.38	Brah Yêsu lah ma khân păng: “Hô̆ bân brô̆ rŏ ƀon i dăch dăch ta dja. Gâp be ma mbơh nkoch nau mhe mhan ueh ăn ma ƀon i nây, ndri dâng Gâp hăn tât ta dja.” 
MRK.1.39	Jêh ri Brah Yêsu hăn mbơh nkoch nau mhe mhan ueh ta nhih rƀŭn phung Israel lam bri Galilê n'ho ma mprơh brah djơh du lôh bơh bunuyh ŏk đŏng.
MRK.1.40	Geh du huê bu klô phŭng sa hăn chon kômŏk bonh Brah Yêsu: “Dăn May yô̆ nđach ma gâp ơ! Gâp lĕ gĭt May dơi jan săk gâp ăn kloh ăn bah ji, lah May ŭch.”
MRK.1.41	Brah Yêsu yô̆ nđach ma bu klô phŭng sa nây. Brah Yêsu nta ti pah ta săk păng ri
MRK.1.42	Jêh Brah Yêsu ngơi ri, bu klô phŭng sa i nây dô ma bah ueh kloh rngŭch ro. 
MRK.1.43	Jêh ri Brah Yêsu đă păng sât, n'ho ma buay păng:
MRK.1.44	“May lơi ôh mbơh nkoch nau i dja ăn bu gĭt, ăn may hăn brŏng nhhơ săk ma bunuyh jan brah ri, jêh ri nhhơr ndơ jan brah tâng nau vay Môsê
MRK.1.45	Tih ma bu klô i nây mbung rƀơch hăn mbơh nkoch ma bu ro, păng mbơh nkoch nau i nây ăn bu gĭt lam ăp ntŭk ăp ntô. Ach ma nkoch ndri, Brah Yêsu der mâu hôm ôh dơi lăp ta ƀon kuŏng kơt a lor nơh, Păng gŭ bơh dih ƀon, jêh ri hôm geh bunuyh tă bơh ăp njônh ăp njănh hăn a Păng nây.
MRK.2.1	Tât jŏ bar pe nar ri, Brah Yêsu plơ̆ tay ta ƀon Kapơnŭm. Bunuyh ta ƀon nây tăng lư Păng lĕ plơ̆ sât tay gŭ ta jay. 
MRK.2.2	Geh bunuyh ran ta jay nây ŏk mpưm ngăn, joi ntŭk ma gŭ mâu geh ôh, bol lah bơh dih mpông mâu hôm geh đŏng. Jêh ri Brah Yêsu mbơh nkoch nau Kôranh Brah ăn ma khân păng ta nây. 
MRK.2.3	Jêh ri geh bunuyh puăn nuyh hăn bơh kơi tung du huê bu klô rven jŏng rven ti, hăn a Brah Yêsu. 
MRK.2.4	Tât ta jay nây joi trong lăp hăn ta Brah Yêsu mâu say ôh, yor ma geh bunuyh ŏk ir. Kơt ndri khân păng lôk trôm kalơ chor jay
MRK.2.5	Brah Yêsu say khân păng geh nau nsing Păng dơi jan bah nau ji kơt nây, Păng lah ma bunuyh rven i nây: “Hơi oh, Gâp lĕ yô̆ may, mâu hôm ôh kơp nau tih ta may.”
MRK.2.6	Ta nây geh phung nơm nti nau vay phung Israel aƀă nklŏn êng ta tôr: 
MRK.2.7	“Hưh! Mơm dâng Păng bănh ngơi mưch rmot Kôranh Brah kơt ndri? Geh du huê Kôranh Brah dơm dơi yô̆ bunuyh, mâu hôm ôh kơp mâu hôm ôh klăp ndăng nau tih!”
MRK.2.8	Yơn ma Brah Yêsu gĭt ro lĕ nau khân păng nklŏn kơt nây, Păng lah ma khân păng: “Mơm dâng khân may geh nau mân kơt nđay? 
MRK.2.9	Ăn khân may gĭt nau dja, lah Gâp lah ma bu klô rven nây ‘Nau tih may lĕ Gâp yô̆ hơi’, mâu lah ‘May dâk ndjôt mbêl brô̆ hŏm’, lah ndri moh nau lah i dơh rlau hă? 
MRK.2.10	Gâp ŭch ăn khân may gĭt say, Gâp i Kon Bunuyh tă bơh Kôranh Brah, ndri dâng Gâp dơi yô̆ nau tih bunuyh ta neh ntu dja.” Jêh ri Brah Yêsu lah ma bu klô rven i nây: 
MRK.2.11	“May dâk hŏm! May ndjôt mbêl may nây sât a jay may nơm ri.”
MRK.2.12	Păng dâk đơp bơh mbêl nây ro, ndjôt mbêl păng nơm nây hăn sât lăp rŏ nklang phung băl ŏk. Lŏng lĕ bunuyh i gŭ ta nây geh nau ndrŏt hih rhŏl, khân păng rnê ma Kôranh Brah, n'ho ma lah: “Bân mâu ôh vay say nau dja kăl dơ̆ to!”
MRK.2.13	Jêh ri Brah Yêsu hăn rŏ meng dak nglao kuŏng Galilê du tơ̆ jât, phung ƀon lan ŏk ngăn hăn ta Păng, Păng ntŭm nti ăn ma khân păng. 
MRK.2.14	Jêh ntŭm nti nây Păng lôh bơh nây brô̆ tay jât năp, jêh ri say du huê bunuyh rnha Lêvi i kon Alphai gŭ kŏp sŏ prăk ƀon lan ma ăn kôranh mât uănh, păng gŭ ta ntŭk păng vay sŏ prăk. Brah Yêsu lah ma păng: “Hô̆ brô̆ tâng Gâp.” Păng dâk bơh nây, jêh ri tâng Brah Yêsu ro.
MRK.2.15	Ta nar nây Lêvi jă Brah Yêsu, ndrel ma mpôl oh mon hăn sông sa ta jay păng nơm. Ta jay nây geh bunuyh sŏ prăk ƀon lan, ndrel ma bunuyh tih
MRK.2.16	Tât say Brah Yêsu gŭ sông sa ndrel phung bunuyh tih nây, phung nơm nti nau vay phung Israel jêng phung Pharisi đŏng, lah ma oh mon Păng: “Mơm dâng bunuyh i nây gŭ sông sa ndrel bunuyh sŏ prăk ƀon lan, ndrel ma bunuyh jan tih êng kơt nây?” 
MRK.2.17	Jêh Brah Yêsu tăng khân păng lah kơt nây, Păng lah: “Bunuyh geh săk jăn ueh mâu ŭch ôh ma kôranh dak si, bunuyh i geh nau ji dơm ŭch. Ndri dâng Gâp văch ta dja mâu ôh gay ma kuăl bunuyh sŏng, ŭch kuăl bunuyh tih, gay ma kơl khân păng.”
MRK.2.18	Lŏng geh du nar mpôl oh mon Yôhan-Ƀaptem, ndrel ma mpôl Pharisi khân păng ăt sông sa. Jêh ri geh bu hăn ôp Brah Yêsu: “Mpôl oh mon Yôhan-Ƀaptem, ndrel ma mpôl oh mon phung Pharisi ăt sông sa, mơm dâng mpôl oh mon May mâu ăt?”
