MAT.1.1	Yesu Krɩstʋ weyi ɛ-cɔzɔ lɛ Daaviidi nɛ ɛ́lɛ́ cɔzɔ lɛ Abraham yɔ, ɛ-cɔzɔnaa hɩla yɔ:
MRK.10.31	Peeɖe Yesu tasɩ-wɛ heyuu se: «Mbá pɛkɛ sɔsaa lɛɛlɛɛyɔ yɔ, pa-taa sakɩyɛ kɔŋ pɩsʋʋ cikpema nɛ mbá paba kɛ cikpema lɛɛlɛɛyɔ yɔ, pa-taa sakɩyɛ ñapɩsɩ sɔsaa.»
MRK.10.32	Yeruusalɛm Yesu nɛ ɛ-tɔmkpɛlɩkɩyaa pakpaɣaɣ nɛ ɛyɔɔdʋʋ ḿbʋ́. Ɛɛɖɛ-wɛ nɔɔ nɛ ɛyáa sakɩyɛ tɩŋɩɣ-wɛ. Pakpaɣaɣ ḿbʋ́ lɛ, ɛ-tɔmkpɛlɩkɩyaa laŋɩyɛ lɩɣ nɛ sɔɔndʋ kpaɣ ɛyáa mbá patɩŋaɣ-wɛ yɔ. Peeɖe ɛya ɛ-tɔmkpɛlɩkɩyaa hiu nɛ naalɛ ḿbá nɛ ɛkɛzɩ-wɛ hɔɔlʋʋ nɛ eheyi-wɛ mbʋ́ pʋkɔŋ-ɩ tɛmnaʋ alɩwaatʋ pazɩ taa yɔ. 
MRK.10.33	Eheyi-wɛ se: «Đɩkpaɣʋ Yeruusalɛm yɔ, pakpaɣ Ɛyʋ Pɩyalʋ nɛ paɖʋzɩ-ɩ cɔjɔnaa sɔsaa nɛ paɣtʋ wɩlɩyaa pe-nesi taa. Paba kʋʋ ɛ-tɔm nɛ paɖʋ se pakʋ-ɩ nɛ pakpaɣ-ɩ paɖʋzɩ mbá pɛtɛkɛ Yuda ñɩma yɔ pe-nesi taa 
MRK.10.34	nɛ paba woŋ-i nɛ pɔtɔ ɛ-yɔɔ ndaatʋ nɛ polu-i agbazɛɛ nɛ pakʋ-ɩ nɛ ɛsɩ. Kɩyakɩŋ naadozo wayɩ lɛ, Ɛsɔ fezi-i.»
MRK.10.35	Yesu tɛm yɔɔdʋʋ lɛ, Zebedee pɩyalaa Yakubu nɛ Yohanɛɛsɩ powolo ɛ-cɔlɔ nɛ peheyi-i se: «Wɩlɩyʋ, ɖɩcaɣ se ŋlabɩ-ɖʋ mbʋ́ ɖɩsʋlʋmʋʋ-ŋ yɔ.» 
MRK.10.36	Peeɖe ɛpɔzɩ-wɛ se: «Ɛbɛ ɩcaɣ se malabɩ-mɩ?» 
MRK.10.37	Pocosi-i se: «Đe-liu wɛɛ se ŋkɔm ŋcaɣ ñe-kewiyaɣ kpelaɣ yɔɔ lɛ, ŋyele nɛ ɖɩcaɣ ñɔ-cɔlɔ: lɛlʋ ña-nɩwaŋ yɔɔ nɛ lɛlʋ ña-nɩmɩyɛ yɔɔ.» 
MRK.10.38	Peeɖe Yesu heyi-wɛ se: «Ɩɩsɩŋ mbʋ́ ɩsʋlʋmʋʋ yɔ. Ɩpɩzɩɣ ɩtɔɔ kʋñɔŋ sɔsɔʋ ŋgʋ́ mɔnkɔŋ tɔɔʋ yɔ? Ɩpɩzɩɣ ɩnɩɩ siziŋ weyi mɔnkɔŋ nɩʋ yɔ?» 
MRK.10.39	Pocosi-i se: «Ɛɛɛ! Đɩpɩzɩɣ ɖɩtɔɔ-kʋ.» Yesu pɩsɩnɩ-wɛ se: «Toovenim ɩkɔŋ tɔɔʋ kʋñɔŋ sɔsɔʋ ŋgʋ́ mɔntɔkɩ yɔ nɛ ɩnɩɩ siziŋ weyi manɩɣ yɔ. 
MRK.10.40	Ɛlɛ́, ma-nɩwaŋ yɔɔ nɛ ma-nɩmɩyɛ yɔɔ caɣʋ ñɩndʋ lɛ, pɩtɛkɛ mahaɣnɩ nʋmɔʋ. Mbá Ɛsɔ liu wɛɛ se pacaɣ lona ana a-taa yɔ, ḿbá cakɩna.»
MRK.10.41	Yesu tɔmkpɛlɩkɩyaa hiu mbá pɩkazaa yɔ, paba nɩ ḿbʋ́ lɛ, pa-taa wɩɩnɩ Yakubu nɛ Yohanɛɛsɩ. 
MRK.10.42	Peeɖe Yesu ya patɩŋa nɛ eheyi-wɛ se: «Ɩtɛm sɩm se mbá pɔcɔŋnɩ-wɛ se pɛkɛ awiya sɔsɔna yɔ, ḿbá nuutuuni pa-ajɛya taa ñɩma nɛ sɔsaa ñawɩlɩɣ-wɛ po-ɖoŋ ɖɔɖɔ. 
MRK.10.43	Mɩ lɛ, wɛtʋ ńdʋ́ tɩtaawɛɛ mɩ-hɛkʋ taa. Yee mɩ-taa nɔɔyʋ ɛcaɣ se ɛkɛ sɔsɔ yɔ, pʋdʋ ɛpɩsɩ mɩ-tʋmlaɖʋ. 
MRK.10.44	Yee nɔɔyʋ ɛcaɣ se ɛkɛ mɩ-ñʋʋdʋ yɔ, pʋdʋ ɛpɩsɩ mɩtɩŋa mi-yom. 
MRK.10.45	Mbʋ́ pʋyɔɔ yɔ, Ɛyʋ Pɩyalʋ tɔkɔɔ se ɛyáa ɛlabɩ-ɩ tʋmɩyɛ. Ɛlɛ́, ɛkɔm se ɛla ɛyáa tʋmɩyɛ nɛ ɛkpaɣ ɛ-maɣmaɣ ɛ-tɩ ɛhɛyɩ pɔ-yɔɔ nɛ puholi pa-taa sakɩyɛ.»
MRK.10.46	Pʋwayɩ lɛ, Yesu nɛ ɛ-tɔmkpɛlɩkɩyaa patalɩ Yeriikoo tɛtʋ taa. Palɩ tɩ-taa se pɛɖɛɣ nɛ ɛyáa samaɣ tɩŋɩɣ pa-wayɩ lɛ, pamaɣnɩ Tiimee pɩyalʋ yʋlʋm weyi payaɣ se Bartiimee yɔ. Ɛcaɣ nʋmɔʋ nɔɔ nɛ ɛsʋlʋmʋʋ. 
MRK.10.47	Ɛnɩ Nazarɛɛtɩ tʋ Yesu taŋ lɛ, ɛma kubuka se: «Wiyaʋ Daaviidi Sayɩ Yesu! Na man-pʋtɔdɩyɛ.» 
MRK.10.48	Peeɖe ɛyáa sakɩyɛ ñazɩ-ɩ se: «Su peeɖe.» Ɛlɛ́, ɛtɛzɩ kubuka mabʋ ɖoŋ se: «Wiyaʋ Daaviidi Sayɩ! Na man-pʋtɔdɩyɛ.» 
MRK.10.49	Ɛlɛ́, Yesu sɩŋ nɛ ɛtɔ se payaa-ɩ, nɛ peheyi yʋlʋm ɛnʋ se: «Ñaɣ pana ŋkʋyɩ, Yesu yaɣ-ŋ.» 
MRK.10.50	Peeɖe ɛlɔ e-toko sɔsɔʋ nɛ ɛkʋyɩ kpaka nɛ ewolo Yesu cɔlɔ. 
MRK.10.51	Ɛtalaa lɛ, Yesu pɔzɩ-ɩ se: «Ŋcaɣ se malabɩ-ŋ we?» Yʋlʋm ɛnʋ ecosi-i se: «Wɩlɩyʋ, mancaɣ se ŋla nɛ mɛ-ɛsɛ kuli.» 
MRK.10.52	Peeɖe Yesu heyi-i se: «Wolo, lidaʋ ŋgʋ́ ŋwɛnɩ mɔ-yɔɔ yɔ, kɩyabɩ ña-ñʋʋ.» Ɛlɛ́, ɛpazɩ naʋ kpaagbaa nɛ ɛtɩŋɩɣ Yesu wayɩ.
MRK.11.1	Yesu nɛ ɛyáa samaɣ ŋgá katɩŋaɣ-ɩ yɔ, pɔñɔtɩnɩ Yeruusalɛm Bɛtfaajee nɛ Betaanii pɔ-hɔɔlʋʋ taa Somiŋ Pʋʋ liu tɛɛ lɛ, etiyi ɛ-tɔmkpɛlɩkɩyaa naalɛ se: 
MRK.11.2	«Iwolo tɛtʋ cikpetu ndʋ́ tɩwɛ ɛsɩndaa yɔ tɩ-taa. Ɩtalɩɣ lɛ, ɩmakɩnɩ paɖɩ kpaŋaɣ piye naɖɩyɛ. Nɔɔyʋ tacaɣdɩ ɖɩ-yɔɔ. Ɩkpɛzɩ-ɖɩ nɛ ɩkɔna. 
MRK.11.3	Yee nɔɔyʋ ɛpɔzɩ-mɩ se: ‹Pɩlabɩ ɛzɩma nɛ ɩkpɛzɩɣ-ɖɩ› lɛ, iheyi-i se: ‹Kɩpaɣlʋ liu wɛ-ɖɩ, ɛpɩsɩɣnɩ-ɖɩ lɛɛlɛɛyɔ.› » 
MRK.11.4	Ɛ-tɔmkpɛlɩkɩyaa woba lɛ, pamaɣnɩ paɖɩ-ɖɩ nʋmɔʋ nɔɔ ɖɩɣa nakɛyɛ nɔnɔɔ taa nɛ pacaɣ se pɛkpɛzɩ-ɖɩ. 
MRK.11.5	Ɛlɛ́, mbá pɛwɛ peeɖe yɔ, pa-taa nabɛyɛ pɔzɩ-wɛ se: «Ɛbɛ ɩlakɩ peeɖe yɔ? Ɩkpɛzɩɣ kpaŋaɣ piye ńɖɩ́ se ɩlabɩnɩ we?» 
MRK.11.6	Ɛlɛ́, pocosi ɛzɩ Yesu keheyuu-wɛ yɔ nɛ peyebi-wɛ nɛ pɛɖɛnɩ-ɖɩ. 
MRK.11.7	Patanɩ kpaŋaɣ piye ńɖɩ́ Yesu cɔlɔ lɛ, pɔhɔzɩ po-wondu lɛɛtʋ nɛ pɔpɔ ɖɩ-yɔɔ nɛ ɛkpa ɛcaɣ. 
MRK.11.8	Ɛyáa sakɩyɛ hɔzɩ po-wondu lɛɛtʋ nɛ pɔpɔ nʋmɔʋ taa nɛ lɛlaa pɔ hatʋ ndʋ́ paacɛbɩ hayɩm taa yɔ se paɖʋ-ɩ hɩɖɛ. 
MRK.11.9	Mbá paawɛ Yesu ɛsɩndaa nɛ mbá patɩŋaɣ ɛ-wayɩ yɔ, pokou se: «Ozaana! Ɛsɔ ɛ́wazɩ weyi ɛkɔŋ Kɩpaɣlʋ lone taa yɔ ɛ-yɔɔ. 
MRK.11.10	Ɛsɔ ɛ́wazɩ weyi ɛtɔkɩ ɖɔ-cɔzɔ Daaviidi kewiyaɣ yɔ ɛ-yɔɔ. Ozaana! Đooo ɛsɔdaa.»
MRK.11.11	Yesu nɛ ɛ-tɔmkpɛlɩkɩyaa hiu nɛ naalɛ patalɩ Yeruusalɛm lɛ, ɛsʋʋ Ɛsɔ ɖɩɣa taa. Ɛna mbʋ́ pɩtɩŋa payɩ pɩlakaɣ yɔ lɛ, ɛlɩɩ nɛ pɛɖɛɛ Betaanii. Mbʋ́ pʋyɔɔ yɔ, wɩsɩ kpeŋaɣ.
MRK.11.12	Tɛʋ fema nɛ palɩɩ Betaanii tɛtʋ wayɩ lɛ, ñɔɔsɩ wɩɣ Yesu. 
MRK.11.13	Peeɖe elosi hiyuú poliŋ taa, kʋlɔba kpemm nɛ ewolo kʋ-cɔlɔ se ɛna se yee kʋlʋlaa yɔ, ɛtɔɔ. Ɛtalɩ kɩ-tɛɛ lɛ, ɛmaɣnɩ hatʋ ɖeke, kɩtalʋlɩ. Mbʋ́ pʋyɔɔ yɔ, pɩtɛkɛ kʋ-lʋlʋʋ alɩwaatʋ. 
MRK.11.14	Peeɖe Yesu wɩlɩ-kʋ kpalʋʋ se: «Ña! Ŋtasɩ lʋlʋʋ nɛ nɔɔyʋ tɔɔ lɛ, maana.» Ɛlɛ́, ɛ-tɔmkpɛlɩkɩyaa nɩɩ tɔm ńdʋ́ ḿbʋ́.
MRK.11.15	Papɩsɩ Yeruusalɛm lɛ, Yesu sʋʋ Ɛsɔ ɖɩɣa kadaɣ taa nɛ ɛpazɩ ɖɔɔnʋʋ pɛdɩyaa nɛ yaɖaa. Etuzi liidiye yɔkɩyaa taabɩlɩnaa nɛ halikukunaa pɛdɩyaa kpelisi nɛ ɛpɛɖɩ. 
MRK.11.16	Etetisiɣ se nɔɔyʋ ɛsɩɣlɩ pʋyʋ nɛ ɛtɩŋnɩ Ɛsɔ ɖɩɣa taa. 
MRK.11.17	Peeɖe eheyi mbá pɛwɛ peeɖe yɔ se: «Ɛsɔ yɔɔdaa nɛ pama ɛ-takayaɣ taa se: ‹Man-ɖɩɣa kɛɣnɩ ajɛya kpeekpe Ɛsɔ ɖɩsɛyɛ.› Ŋgʋ́, mɩ mɩpɩsɩ-kɛ mɩ́láa ñɩŋga.»
MRK.11.18	Yuda ñɩma cɔjɔnaa sɔsaa nɛ pa-paɣtʋ wɩlɩyaa panɩ ḿbʋ́ lɛ, pañɩnɩɣ nʋmɔʋ ŋgʋ́ paatɩŋ nɛ pakʋ-ɩ yɔ. Ŋgʋ́ peseɣaɣ-ɩ, mbʋ́ pʋyɔɔ yɔ, tɔm ndʋ́ ɛyɔɔdaɣ yɔ, tɩɩkɛdɩnɩ ɛyáa samaɣ pɩtɩɩfɛyɩ.
MRK.11.19	Wɩsɩ wokaɣ ɖʋʋ lɛ, Yesu nɛ ɛ-tɔmkpɛlɩkɩyaa pakʋyɩ Yeruusalɛm peeɖe nɛ pɛɖɛɛ.
MRK.11.20	Tɛʋ fem tanaŋ tɛɛ nɛ pɛɖɛɣ lɛ, ɛ-tɔmkpɛlɩkɩyaa na hiyuú ŋ́gʋ́, kɩwɩlɩ wɔɔɔ nɛ pɩkpɛndɩnɩ ki-lila. 
MRK.11.21	Peeɖe Pɩyɛ tɔzɩ mbʋ́ pɩɩlaba yɔ pʋ-yɔɔ nɛ ɛtɔ se: «Wɩlɩyʋ, cɔnɩ ŋna hiyuú ŋgʋ́ ŋwɩlɩ kpalʋʋ yɔ kɩwɩlʋʋ wɔɔɔ.» 
MRK.11.22	Ɛlɛ́, Yesu heyi ɛ-tɔmkpɛlɩkɩyaa se: «Ɩwɛnɩ lidaʋ Ɛsɔ yɔɔ. 
MRK.11.23	Toovenim lɛ, meheyiɣ-mɩ se yee nɔɔyʋ eheyi pʋʋ kʋnɛ se: ‹Pʋʋ ña, kpɛzɩ nɛ ŋwolo ŋtɔlɩ teŋgu taa› nɛ yee ɛwɛnɩ lidaʋ se ndʋ́ ɛyɔɔdaa yɔ tɩlakɩ nɛ ɛtapʋtɩ ɛ-taa yɔ, pɩlakɩ ḿbʋ́ ɖɔɖɔ. 
MRK.11.24	Pʋ-yɔɔ meheyiɣ-mɩ se mbʋ́ pɩtɩŋa ɩsʋlʋmʋʋ Ɛsɔ yɔ, ɩwɛnɩ lidaʋ se paa pɩɩla ɛzɩma, ɛhaɣ-mɩ-pʋ. Pʋbʋ, pɩlakɩ ḿbʋ́ ɖɔɖɔ. 
MRK.11.25	Alɩwaatʋ ndʋ́ ɩkʋyʋʋ se ɩsɛɣ Ɛsɔ yɔ, yee mɩ nɛ nɔɔyʋ ɩwɛ tɔm yɔ, ikpeɣ pʋdʋ. Peeɖe mɩ-Caa weyi ɛwɛ ɛsɔdaa yɔ, ekpeɣiɣ-mɩ mɩ-kɩwɛɛkɩm ɖɔɖɔ. [ 
MRK.11.26	Ɛlɛ́, yee lɛlaa ɛyʋsʋʋnɩ-mɩ nɛ iikpeɣiɣ-wɛ pa-kɩwɛɛkɩm yɔ, mɩ-Caa weyi ɛwɛ ɛsɔdaa yɔ, ɛ́lɛ́ eekpeɣiɣ-mɩ ɖɔɖɔ mɩ-ñɩmbʋ.]»
MRK.11.27	Pʋwayɩ lɛ, Yesu nɛ ɛ-tɔmkpɛlɩkɩyaa patasɩ Yeruusalɛm pɩsʋʋ. Patalaa lɛ, ɛsʋʋ Ɛsɔ ɖɩɣa kadaɣ taa nɛ ɛcɔʋ. Peeɖe Yuda ñɩma cɔjɔnaa sɔsaa nɛ pa-paɣtʋ wɩlɩyaa nɛ pɛ-ŋgbɛyɛ taa sɔsaa powobi ɛ-cɔlɔ 
MRK.11.28	nɛ pɔpɔzɩ-ɩ se: «Aha-ŋ nɔɔ se ŋɖɔɔnɩ ɛyáa? Aha-ŋ waɖɛ se ŋla ḿbʋ́?» 
MRK.11.29	Peeɖe Yesu heyi-wɛ se: «Mɔnpɔzʋʋ-mɩ tɔm kʋɖʋmtʋ koŋ nɛ yee icosi-m lɛ, meheyi-mɩ weyi ɛha-m nɔɔ se mala ḿbʋ́ yɔ. 
MRK.11.30	Mɔnpɔzʋʋ-mɩ se: atiyi Yohanɛɛsɩ se ɛla ɛyáa lɩm sɔʋ sɔnzɩ? Ɛsɔ yaa ɛyáa tiyini-i? Icosi nɛ manɩɩ.» 
MRK.11.31	Ɛlɛ́, pɔyɔɔdɩnɩ ɖama se: «Yee ɖicosaa se: ‹Ɛsɔ tiyini-i› yɔ, ɛpɔzʋʋ-ɖʋ se: ‹Nɛ pɩla ɛzɩma ɖɩtamʋ ɛ-tɔm yɔ?› 
MRK.11.32	Ŋgʋ́, ɖɩtɔm se: ‹Ɛyáa tiyini-i› yɔ, pɩɩlakɩ.» Pahʋwaɣ pa-taa ḿbʋ́, mbʋ́ pʋyɔɔ yɔ, peseɣaɣ ɛyáa mbá paawɛ peeɖe yɔ, mbʋ́ pʋyɔɔ yɔ, paba sɩm Yohanɛɛsɩ se ɛkɛ náyʋ siŋŋ. 
MRK.11.33	Ɛlɛ́, papɩsɩnɩ Yesu se: «Đɩɩsɩŋ.» Peeɖe ɛ́lɛ́ ñocosi-wɛ se: «Yee ḿbʋ́ ma ɖɔɖɔ maaheyiɣ-mɩ weyi ɛha-m nɔɔ ŋ́gá yɔ.»
MRK.12.1	Pʋwayɩ lɛ, Yesu pazɩ-wɛ tuuu eduuye se: «Abalʋ nɔɔyʋ wɛnɩ ḿbʋ́ nɛ ɛsɔ tɩŋ weyi popuu i-pee sʋlʋm yɔ. Pʋwayɩ lɛ, ɛma koloŋa nɛ ɛcɔzɩ nɛ ɛla ɖenɖe ɛpɩzɩɣ ɛñazɩ a-lɩm yɔ. Ɛma ɖɔɖɔ tilimiye nɖɩ́ ɖɩ-yɔɔ pasɩŋɩɣ nɛ pefeŋiɣ yɔ. Ɛtɛma lɛ, ɛkpaɣ ɛyáa se pɔcɔŋnɩ-ɩ tɩŋ ɩnʋ ɩ-yɔɔ nɛ ɛɖɛɛ nʋmɔʋ. 
MRK.12.2	«Pɩkɛdaa lɛ, tɩŋ ɩnʋ i-pee koyuu talɩ. Peeɖe ɛkʋsɩ e-tiyiyu nɔɔyʋ se ewolo ɛ-tʋmlaɖaa ḿbá pɔ-cɔlɔ nɛ ɛmʋ e-ɖeɖe nɛ ewona. 
MRK.12.3	Tiyiyu ɛnʋ ɛtalaa lɛ, pakpa-ɩ pamabɩ-ɩ nɛ pɔɖɔɔnɩ-ɩ nɛ ɛpɩsɩ ndaakpasɩ. 
MRK.12.4	Pʋwayɩ lɛ, hayɩm tʋ ɛnʋ ɛtasɩ tiyiyu lɛlʋ kʋsʋʋ nɛ etiyi-i. Ɛ́lɛ́ talaa lɛ, pama ɛ-ñʋʋ nɛ patʋʋ-ɩ. 
MRK.12.5	Hayɩm tʋ ɛnʋ, ɛtasɩ tozo tʋ tiyuu. Ɛ́lɛ́ talaa lɛ, pakpa-ɩ nɛ pakʋ. Pʋwayɩ lɛ, ɛtasɩ ɛyáa sakɩyɛ tiyuu nɛ pama lɛlaa nɛ pakʋ lɛlaa pasɩ. 
MRK.12.6	Hayɩm tʋ ɛnʋ, ɛ-pɩyalʋ kʋsɔɔlʋ ɖeke koŋ pɩɩkazɩ ɛ-cɔlɔ. Ɛɛnaɣ se ɛla ɛzɩma lɛ, ɛtɛzɩ-ɩ tiyuu pɔ-cɔlɔ nɛ ɛhʋʋ ɛ-taa se: ‹Paa pɩɩla ɛzɩma, pañaŋ-ɩ.› 
MRK.12.7	Tʋmlaɖaa ḿbá pana-ɩ ḿbʋ́ lɛ, pɔyɔɔdɩnɩ ɖama se: ‹Ɩnaɣ weyi ɛkɔŋ yɔ, ɛnʋ kaɣnɩ tɩɣyʋʋ ɛ-caa ñɩm. Ɛkɔma lɛ, ɖɩkʋ-ɩ nɛ ɖɩtɩɣyɩ-pʋ!› 
MRK.12.8	Ɛtalaa lɛ, pakpa-ɩ pakʋ nɛ pɔlɔnɩ hayɩm ḿbʋ́ pʋ-wayɩ.»
MRK.12.9	Yesu tɛm tuuu eduuye ńɖɩ́ lɛ, ɛpɔzɩ-wɛ se: «Hayɩm tʋ ɛnʋ, ɛbɛ ɛlakɩ ɛ-tʋmlaɖaa ḿbá? Ɛkɔŋ ɛkʋ-wɛ nɛ ɛcaa ɛyáa kɩfama nɛ ɛlɛɣzɩ po-lone taa.» 
MRK.12.10	Peeɖe ɛpɔzɩ-wɛ se: «Ɩtakalɩ tɔm ndʋ́ pama Ɛsɔtɔm Takayaɣ taa yɔ yaa we? Ńdʋ́ lɛ se:
MRK.12.10	‹Pɩyɛ nɖɩ́ kuduyiŋ mayaa kpaɣaɣ pɔlɔ yɔ,
MRK.12.10	ńɖɩ́ pɩsɩnɩ ɖɩkɩlɩ wazaɣ nɛ pɩkɩlɩ atɩŋa payɩ lɛɛlɛɛyɔ.
MRK.12.11	Kɩpaɣlʋ labɩna ḿbʋ́.
MRK.12.11	Asaaa, pɩkɛ tʋmɩyɛ kɩbanɖɛ kpem!› »
MRK.12.12	Yuda ñɩma sɔsaa nɩ tɔm ńdʋ́ lɛ, pañɩnɩɣ nʋmɔʋ ŋgʋ́ paatɩŋ nɛ pakpa Yesu yɔ. Mbʋ́ pʋyɔɔ yɔ, pasɩm ḿbʋ́ se ḿbá etuuni eduuye ńɖɩ́. Ɛyáa samaɣ yɔɔ lɛ, paanaɣ se pala ɛzɩma. Ɛlɛ́, peyebi-i nɛ pɛɖɛɛ.
MRK.12.13	Pʋwayɩ lɛ, petiyi Farɩsɩ ñɩma nɛ Eroodi hɔɔlʋʋ taa ñɩma nabɛyɛ se powolo pañɩ Yesu nɔɔ cɔlɔ tɔm nɛ pʋtɔma yɔ, ɛyɔɔdɩ natʋyʋ nɛ pakpa-ɩ. 
MRK.12.14	Patalaa lɛ, peheyi-i se: «Wɩlɩyʋ! Đɩnawa se ŋyɔɔdʋʋ toovenim, sɔɔndʋ ɛɛkpaɣ-ŋ nɛ nɔɔyʋ. Mbʋ́ pʋyɔɔ yɔ, ŋtakpaɣ ɛyáa wɛtʋ nɛ ŋlabɩnɩ tʋmɩyɛ. Ŋwɩlɩɣ ɛyáa mbʋ́ Ɛsɔ liu wɛɛ se pala yɔ pu-toovenim. Đa-paɣtʋ haɣ waɖɛ se pɛhɛyɩ Room wiyaʋ sɔsɔ lambuu yaa pataahɛyɩ-ɩ? Đa yɔ, pʋwɛɛ se ɖɩhɛyɩ-ɩ yaa ɖɩtaahɛyɩ-ɩ? Cosi-ɖʋ nɛ ɖɩnɩɩ.» 
MRK.12.15	Yesu ñɛtɛm pa-pɩ-tɛɛ nɛ pʋ-yɔɔ lɩmaɣza naʋ ḿbʋ́. Pʋ-yɔɔ ɛpɔzɩ-wɛ se: «Pɩlabɩ ɛzɩma nɛ ɩñɩkɩ mɔ-nɔɔ cɔlɔ tɔm? Ɩkɔnɩ liidiye pɔɔyaɣ nakɛyɛ nɛ mana.» 
MRK.12.16	Pɔkɔnɩ-kɛ lɛ, ɛpɔzɩ-wɛ se: «A-ñʋʋ nɛ a-hɩɖɛ pɛwɛ kɔ-yɔɔ cɩnɛ?» Pocosi-i se: «Room wiyaʋ sɔsɔ.» 
MRK.12.17	Peeɖe Yesu heyi-wɛ se: «Ɩcɛlɩ Room wiyaʋ sɔsɔ mbʋ́ pɩkɛ ɛ-ñɩm yɔ nɛ piyele ɩcɛlɩ Ɛsɔ mbʋ́ pɩkɛ ɛ́lɛ́ ñɩm yɔ.» Eheyi-wɛ ḿbʋ́ lɛ, pɩlabɩ-wɛ piti pɩŋŋ.
MRK.12.18	Pɩkɛdaa lɛ, Saduki ŋgbɛyɛ taa ñɩma wolo Yesu cɔlɔ. Ḿbá tɔŋnɩ se sɩɖaa eefeŋ. Powoba lɛ, peheyi-i se: 
MRK.12.19	«Wɩlɩyʋ, ɖɔ-cɔzɔ Mooyiizi ɖʋ ɛ-paɣtʋ taa se: ‹Yee ɛyʋ ɛwɛnɩ ɖalʋ nɛ ɛ-ɖalʋ ɛnʋ ɛsɩ nɛ eyele ɛ-halʋ nɛ ɛfɛyɩnɩ-ɩ pɩɣa yɔ, pʋwɛɛ se pʋdʋ ɛhɔ lelu ɛnʋ nɛ ehiɣni-i pɩɣa ɛ-ɖalʋ lone taa.› 
MRK.12.20	Tɔɔ! Abalʋ nɔɔyʋ nɛ e-newaa pɛwɛnɩ ḿbʋ́, pɛwɛ lʋbɛ. Abalʋ ɛnʋ, ɛkpaɣ halʋ. Pɩlabɩ pɩnzɩ cabɩ lɛ, ɛsɩ, ɛfɛyɩnɩ pɩɣa. 
MRK.12.21	Peeɖe e-neu hɔm lelu ɛnʋ se ehiɣ pɩɣa e-lone taa. Pɩtalabɩdɩ pʋyʋ lɛ, ɛ́lɛ́ caŋ ɛsɩ ɖɔɖɔ, halʋ ɛnʋ ɛfɛyɩnɩ-ɩ pɩɣa. Ɛ́lɛ́ wayɩ lɛ, tozo tʋ ñɔhɔm-ɩ nɛ ɛ́lɛ́ sɩ ɖɔɖɔ. Halʋ ɛnʋ ɛfɛyɩnɩ-ɩ pɩɣa. 
MRK.12.22	Pɩla ḿbʋ́ nɛ pɔkɔɔ pasɩ pa-lʋbɛ. Ɛfɛyɩnɩ pa-taa nɔɔyʋ nɛ pɩɣa. Pʋwayɩ lɛ, halʋ ɛnʋ ɛsɩ ɖɔɖɔ. 
MRK.12.23	Lɛɛlɛɛyɔ, ɖɩpɔzʋʋ-ŋ se: sɩɖaa fem wiye lɛ, pa-taa weyi ɛtɩnɩ halʋ ɛnʋ? Ŋgʋ́ patɩŋa pakpaɣ-ɩ!»
MRK.12.24	Peeɖe Yesu cosi-wɛ se: «Ɩcɛtɩɣ mɩ-tɩ yem, mbʋ́ pʋyɔɔ yɔ, ɩtanɩɩ Ɛsɔtɔm tɔbʋʋ, ɩtasɩ ɖɔɖɔ e-ɖoŋ. 
MRK.12.25	Meheyiɣ-mɩ se alɩwaatʋ ndʋ́ sɩɖaa feŋ yɔ, halɩkpaɣyɛ ɛɛtasɩɣ wɛʋ. Halaa nɛ abalaa pɛwɛɣ ɛzɩ Ɛsɔ tiyiyaa wɛʋ ɛsɔdaa yɔ. 
MRK.12.26	Pɩlabɩ ɛzɩma nɛ ɩtɔŋ se sɩɖaa eefeŋ? Ɩtakalɩ Mooyiizi takayaɣ taa ɖenɖe pama hɔɖaɣ mʋwaɣ miŋ yɔ pʋ-tɔm naa we? Ɛsɔ heyi-i nɛ ɛma peeɖe se: ‹Ma lɛ Abraham nɛ Izaakɩ nɛ Yakɔɔbʋ pɛ-Ɛsɔ.› 
MRK.12.27	Pʋ-yɔɔ lɛ, Ɛsɔ tɛkɛ sɩɖaa Ɛsɔ, ɛlɛ́, wezuu tɩnaa ñɩnʋ ɛkɛnaa. Ɩcɛtɩɣ mɩ-tɩ yem kpem.»
MRK.12.28	Yuda ñɩma paɣtʋ wɩlɩyʋ nɔɔyʋ nɩ ɛzɩma mbʋ́ Saduki ñɩma pɔzaɣ Yesu tɔm nɛ ecosuu-wɛ ɖeu yɔ lɛ, ewolo ɛpɔzɩ-ɩ se: «Ɛsɔ paɣtʋ tɩŋa taa lɛ, ndʋ́ tɩkɩlaa?» 
MRK.12.29	Peeɖe Yesu cosi-i se: «Paɣtʋ ndʋ́ tɩkɩlaa yɔ, ńdʋ́ yɔ: ‹Izrɛɛlɩ ñɩma mɩ, ɩtɩlɩ se ɖa-Kɩpaɣlʋ Ɛsɔ ɖeke koŋ kɛnɩnɩ Kɩpaɣlʋ. 
MRK.12.30	Sɔɔlɩ ña-Kɩpaɣlʋ Ɛsɔ nɛ ña-laŋɩyɛ tɩŋa nɛ ñe-liu tɩŋa nɛ ña-lɩmaɣza tɩŋa nɛ ño-ɖoŋ tɩŋa payɩ ñe-wezuu caɣʋ taa.› 
