GEN.1.1	Kerrngehkenh duninjh God bolkmarnbom rowk, kaddum dja kurorre. 
GEN.41.3	Wanjh kumekbe birribuyikawali seven bulikki birrimbidburrinj yerre nawu birrimowarreni dja birrimurrngbebmerrinj. Wanjh kumekbe birridjarrkdi nawu bulikki rowk, kumekbe kore kurrid ngarre Nile mankabo. 
GEN.41.4	Wanjh nawu birrimowarreni birrimurrngbebmerrinj bulikki bindikuknguneng bindiyakwong rowk nawu birrikukmakni birridjurdudjurduhni. Wanjh Pharaoh kodjkerrolkkang.
GEN.41.5	Kaluk nungka yawoyhkeyonginj, wanjh yawoyhkodjbukirriwam. Kumekbe nang seven manburrkkimukni dja manmakni manme djordmerreni kore kundalkkudji. 
GEN.41.6	Wanjh kumekbe kaluk yerre kolhdebebmerrinj seven manmowarreni manme manbu yiman manmayorrkwurlhkenh kinjeng. 
GEN.41.7	Wanjh manmekbe manme manbu manmowarreni bindinguneng manbu manmak manburrkkimuk manme, bindiyakwong rowk. Wanjh Pharaoh kodjkerrolkkang, yimerrinj, “A! Ngaye ngakodjbukirriwam.”
GEN.41.8	Wanjh kunu bu kukabel nungka kangewarreminj, dja benmarnekayhmeng birriwern rowk bininj nawu birrikurdangni nawu birrini kore Egypt dja mak nawu birrimayaliwernni bininj, dja Pharaoh benmarneyimeng kore kodjbukirriwam, dja minj nangale mak bimarnekarreyolyolmeninj Pharaoh.
GEN.41.9	Wanjh bininj nawu wohrnani bedberre nawu benmarnebokani king Pharaoh, nungka bimarneyimeng Pharaoh, yimeng, “Ngaye bolkkime ngabengdayhmeng bu kunwarre ngayimeng. 
GEN.41.10	Bu ngudda Pharaoh kanbeneduy nawu ngundimarnedurrkmirri, dja kanbenekurrmeng ngaye dja bininj nawu wohrnani bedberre nawu manme ngundimarnekinjeyi, kanbenedangbalhmeng kore kunrurrk nuye bininj nawu kawohrnan bedberre nawu ngundimarnerurrknahnan. 
GEN.41.11	Kaluk ngad nganekodjbukirriwam bu kunkakkudji, nungka dja ngaye nganebebbehkodjbukirriwam manbebbehkarrebuyika. 
GEN.41.12	Wanjh kumekbe ngarridjarrkni yawurrinj nawu Hebrew, nawu bimarnedurrkmirri bininj nawu kabenmarnewohrnan nawu ngundimarnerurrknahnan. Wanjh bu ngad nganemarneyimeng namekbe Hebrew, nungka wanjh nganbenebebbehmarnekarreyolyolmeng ngarrewoneng kore nganebebbehkodjbukirriwam. 
GEN.41.13	Dja bu nungka nganbenemarnekarreyolyolmeng wanjh kundjalmekbe kurduyimerranj, ngaye kandurndiweng yawoyhmarnedurrkmirri, dja bininj nawu manme ngunmarnekinjeyi, nungka wanjh yikukbarnnameng kore kurrulk.”
GEN.41.14	Wanjh Pharaoh bimunkeweng bininj kabikimang Joseph, wanjh werrkwerrk birribebkeng kore dangbalhmiyindi kubolkwarre kore kururrkmunun. Wanjh bu nungka djawurrkburrinj dja djongburrinj namak, wanjh kumwam bimarnebebmeng king Pharaoh, danginj kumirrk nuye. 
GEN.41.15	Wanjh Pharaoh bimarneyimeng Joseph, “Ngaye ngakodjbukirriwam, dja minj nangale nganmarnekarreyolyolme, dja ngaye wobekkang bu ngudda yibekkan nawu bininj kakodjbukirrire wanjh ngudda yimarnekarreyolyolme.”
GEN.41.16	Wanjh Joseph biwokmey Pharaoh, yimeng, “Ngaye ngawid, dja God ngunmarnekarreyolyolme kunmak ngudda nawu king Pharaoh.” 
GEN.41.17	Wanjh Pharaoh bimarneyimeng Joseph, “Kanbekka, bu ngakodjbukirriwam wanjh ngaye ngahdi kore kurrid ngarre Nile mankabo, 
GEN.41.18	wanjh seven bulikki birridjurdudjurduh dja birrikukmak birrimbidburrinj kore kukabobeh Nile, dja birringuni kunbak. 
GEN.41.19	Wanjh seven birribuyika bulikki bedmanwali birrimbidburrinj nawu birridjalmowarreni duninjh, birrimurrngbebmerrinj, birrikukyimi yiman minj kab korroko nganayi kore kubolkwarlah Egypt rowk. 
GEN.41.20	Wanjh bulikki nawu birrimowarreni birrimurrngbebmerrinj, bedda wanjh bindinguneng bindiyakwong nawu seven birridjurdudjurduh bulikki nawu birrimbebmerrinj werrk. 
GEN.41.21	Dja bu bindinguneng, kunmekbe birridjalkukyimi yiman rerrih minj bindinguyi, dja birridjalmurrngbebmerrinj munguyh, yiman bu kerrngehkenh birrikukyimi. Wanjh ngakodjkerrolkkang.”
GEN.41.22	“Dja mak nganang bu ngakodjbukirriwam seven manme djordmerreni kore kundalkkudji, kaluk manburrkkimuk dja manmak, 
GEN.41.23	dja seven manme manbu manweleberrkni manmowarreni dja mak yiman manmayorrkwurlhmikenh kinjeng, wanjh manmekbe kolhdedangerrinj rerre. 
GEN.41.24	Wanjh manme manbu manmowarreni bindinguneng manbu seven manmakni. Dja ngaye kuhni ngabenmarneyimeng birrikurdang, dja minj nangale nganmarnekarreyolyolmeninj.”
GEN.41.25	Wanjh Joseph bimarneyimeng Pharaoh, yimeng, “Nawu ngudda Pharaoh yikodjbukirriwam wanjh mandjalkudjiwi. God ngunyingkihbengdayhkeng bu baleh darnkih kakurduyime. 
GEN.41.26	Nawu seven birrimak bulikki wanjh ngundimarnemulewan seven mandjewk, dja seven manmak manme wanjh seven mandjewk. Nawu yikodjbukirriwam wanjh mandjalkudji. 
GEN.41.27	Dja seven nawu birrimowarre bulikki nawu birrimurrngbebmerrinj nawu yerre bindimarnebidburrinj, wanjh ngundimarnemulewan seven mandjewk, dja manbu seven manlarrk manme manbu yiman kunmayorrk wurlhmi kinjeng, manekke warridj wanjh ngundimarneyolyolme seven mandjewk bu kabolkdarlehmen, manme kayakmen kore kubolkwarlah Egypt rowk.
GEN.41.28	Wanjh kunmekbe bu ngayimeng ke nawu king Pharaoh, God ngunyingkihbengdayhkeng bu baleh kakurduyime darnkih. 
GEN.41.29	Kaluk kamre seven mandjewk bu manme manwern duninjh karrikarrme kore kubolkwarlah Egypt rowk. 
GEN.41.30	Dja rerrikah wanjh kamre seven mandjewk bu minj kadjordmen manme, karridjalyawarren rowk. Wanjh bininj kaluk karribengmidjdan kore manme manwern karrikarrmi kore Egypt, kadjalbolkwarremen duninjh. 
GEN.41.31	Wanjh bu kunmekbe kayimerran kadjewkwarremen rowk, karriyawarren duninjh, wanjh kunmekbekenh kunu kaluk karribengmidjdan kore manwern karrikarrmi. 
GEN.41.32	Dja bu bokenh yikodjbukirriwam, wanjh kunu ngunbukkan bu nungka God wokrayekworrinj duninjh, dja nungan God darnkih kakurduyime kore ngunbukkang.”
GEN.41.33	Mak Joseph yimeng, “Wanjh kunu yidjarrngbu bininj nawu mayalimak dja kaburrbun yeledj kabenmarneyime, dja yikurrmen kawohrnan kore kubolkwarlah Egypt. 
GEN.41.34	Dja mak yibenkurrmen bininj nawu kabirribolknahnan, dja bu mandjewk seven bu manme manwern wanjh bedda kabirrimang yikah manme. Birriwarlahkenh bininj birrika kunkarrngbakmeng manbu manme bedberre, dja mankudji kabindiwon nawu kabirrimang kabirrikarekurrme. 
GEN.41.35	Kaluk bu kamre mandjewk kore manme manwern wanjh manme kabirrimang kabirrikarekurrme bu ngudda Pharaoh yiwohrnan yibenmarneyimen kabirrikarekurrme kore kubolkkihkimuk, wanjh kumekbe kunu kakareyo. 
GEN.41.36	Manmekbe manme kakareyo ba bu kaluk karringun bu kamre seven mandjewk kore kabolkdarlehmen karriyawarren kore kubolkwarlah Egypt. Kunmekbe yikurduyimen ba minj bininj karridowen bu manmeyak kondah kubolkwarlah Egypt.”
GEN.41.37	Bu kunmekbe Pharaoh bekkang nungka dja bininj nuye birrikihkimuk nawu birrimarnedurrkmirri, wanjh birribekkarrinj kamak bu kuhni kabirrikurduyime. 
GEN.41.38	Wanjh Pharaoh bendjawam bedda nawu birrikihkimuk nuye, “Minj nuk nabuyika karringalke bininj yiman nungka Joseph nawu kunmalng God nuye kakarrme?”
GEN.41.39	Wanjh kunu Pharaoh bimarneyimeng Joseph, “Bu God kuhni rowk ngunbukkang, minj nangale nabuyika kaburrbun yeledj kabenmarneyime, dja minj nangale mayalimak yiman ngudda. 
GEN.41.40	Ngudda wanjh yibenmarnewohrnan bininj nawu kabirrini kururrk ngardduk, dja bininj rowk ngardduk ngundiwokmarrkmang kore yibenwokrayekwon. Dja ngudda yidjalwohrnan, dja ngaye ngadjalkudji nawu king ngawernhwohrnan.”
GEN.41.41	Wanjh Pharaoh bimarneyimeng Joseph, “Yina ngaye kurrmeng ngudda yiwohrnan kubolkwarlah rowk Egypt.” 
GEN.41.42	Wanjh Pharaoh bidyerrkkerrinj nawu biddjongbuyindi nawu nungan king ngeydi, dja bibiddjongbom Joseph, dja bidjongbom manburrba namak duninjh, dja bimangiwong wirlmurrng gold chain. 
GEN.41.43	Dja bikurrmeng karrahkenhdi kore wirlbarra, nungka king nuye nawernhmakni dja Joseph nuye manmakni rerrih. Wanjh bininj birrikayhmeng nuye Joseph bu kumhrey, “Ngurrimarnewayhmen.” Kunu wanjh bimarnbom kawohrnan kubolkwarlah rowk Egypt.
GEN.41.44	Dja mak Pharaoh bimarneyimeng Joseph, “Ngaye wanjh Pharaoh, dja bu ngudda minj yibenmarnekodjduhme bininj, minj baleh kabirrikurduyime kore kubolkwarlah rowk Egypt.” 
GEN.41.45	Wanjh Pharaoh bingeykurrmeng Joseph Zaphenath-paneah, dja biwong daluk benemarrinj ngalbu ngeyyoy Asenath, ngalbeywurd nuye Potiphera nawu wohrnani yiwarrudj bedberre kore kunred On. Wanjh Joseph rey kubolkbubuyika rowk kore kubolkwarlah Egypt.
GEN.41.46	Joseph wanjh mandjewk nuyeni thirty bu dedjdjingmey bimarnedurrkmirri king Pharaoh nawu wohrnani kore Egypt. Wanjh Joseph bu di kore Pharaoh wanjh bebmeng, dja wam rengehrey kore kubolkbubuyika rowk kore kubolkwarlah Egypt. 
GEN.41.47	Wanjh bu mandjewk seven manme manwern djordmerreni, manwern duninjh, 
GEN.41.48	dja nungka manme mangi bu mandjewk seven kore manwern birrikarrmi kore Egypt, dja nungka karekurrmi kore kubolkkihkimuk. Kore kubolkkihkimukbubuyika nungka bebbehkarekurrmi manme manbu djordmerreni kumekbe kore kabbal darnkih kore kubolkkimuk, kudjalmekbe darnhkarekurrmi. 
GEN.41.49	Wanjh Joseph karekurrmi manmim mandjalwernkenh duninjh, yiman kamirndeyime kunkayalanj kore kurrid kurrula, kaluk minj munguyh bimbuyi rohrokmeninj, dja manwern duninjh, minj nangale rohrokmeninj.
GEN.41.50	Bu minj kumbangmeyimerrangimeninj bu mandjewk kawarremen, wanjh Joseph benbenebornang bebeywurd bokenh. Asenath ngalbeywurd nuye Potiphera nawu bininj yiwarrudj wohrnani bedberre kunred On, ngalmekbe Asenath bimarneyawmey Joseph. 
GEN.41.51	Joseph bingeykurrmeng nadjdjaman Manasseh. Dja yimeng, “Kunmekbe ngangeykurrmeng bu God nganmarnbom ngabengmidjdanj kunmurrngrayek ngardduk, dja mak yiman ngabenbengmidjdanj nawu ngarrimud.”
GEN.41.52	Dja nawu nawalawalak nungka wanjh bingeykurrmeng Ephraim. 
GEN.41.53	Wanjh mandjewk seven bu manme manwernni kore kubolkwarlah Egypt kaluk yakminj, 
GEN.41.54	dja dedjdjingmey bu seven mandjewk bininj birriyawarrinj manme bu Joseph yimeng. Kubolkbubuyika rowk birriyawarreni, dja kore kubolkbubuyika rowk kore kubolkwarlah Egypt wanjh manme yongohyoy. 
GEN.41.55	Kaluk bu birriwernhmarrwedoweni bininj kore Egypt rowk, wanjh kunnalk dorrenghni bininj birrikayhmi Pharaoh, birridjawani manmekah. Dja Pharaoh benmarneyimeng rowk bininj nawu Egyptbeh, “Ngurriray kore Joseph, dja bu baleh ngunmarneyime, kunmekbe ngurrikurduyimen.” 
GEN.41.56	Wanjh bu warlahminj manme birriyawarreni kubolkwarlah rowk Egypt, Joseph dangmarrhmey kunrurrk rowk kore manme karehkareyoy, dja weykani bedberre bininj nawu Egyptbeh. Dja djewkwarreminj duninjh, meyakminj kore kubolkwarlah Egypt rowk.
GEN.41.57	Dja mak bininj birrimdolkkarrinj kubolkbubuyika rowk, birrimrey kore Egypt kore Joseph mimweykahweykani. Kunmekbe birrikurduyimi bu birriyawarreni duninjh kubolkbubuyika rowk kurorre.
GEN.42.1	Bu Jacob bekkang manme manbu manmim birrikarrmi kore Egypt, wanjh nungka benmarneyimeng bebeywurd nuye, yimeng, “Njalekah ngudda ngurrihdjalkuknarren?” 
GEN.42.2	Dja mak yimeng, “Kandibekka, ngaye ngabekkang bu manmim kabirrikarrme kore Egypt. Ngurriray kumekbe dja ngurrikan kunwardde ngurrimimmang kadberre, ba kunu karridarrkid dja minj karridowen.”
GEN.42.3	Wanjh ten nawu Joseph birridangerrinj birriwam kabirrimang manmim kore Egypt. 
GEN.42.4	Dja Jacob keleni bu Benjaminj birridjarrkrawinj, marndi baleh yarrkka kunyid biwohmarnengalmeninj, wanjh kunmekbekenh kunu nungka minj bimunkewemeninj Benjaminj nawu Joseph ngalbadjan ngalkudji berrewoneng. 
GEN.42.5	Wanjh kunu Israel nuye bebeywurd birrimdjarrkbebmeng birribuyika bininj nawu birrimwam kabirrimang manmim, dja manme birriyawarreni kore kubolkwarlah Canaan warridj.
GEN.42.6	Kaluk Joseph wohrnawohrnani kore kubolkwarlah Egypt, dja nungka wanjh mimweykani bedberre bininj rowk. Wanjh kunu bu Joseph nuye birridangerrinj birribebmeng, birrimarneboddanj kanjdji birrirorrenani.
GEN.42.7	Bu Joseph bennang nawu birridanginj nuye, wanjh kundjalmekbe benkukburrknang, dja bu baleh yarrkka benhmarneyimi, wanjh yiman yerreh benkukwakwani, dja warridj bu wokdi bedberre wanjh yiman yerreh benduy, dja bendjawam, “Ngudda balehbeh ngurrimdolkkang?” Bedda birriwokmey, “Ngad ngarrimdolkkang kubolkwarlah Canaan, manme ngarridjare ngarrimang.”
GEN.42.8	Kaluk Joseph benkukburrknang nawu birridanginj, dja bedda minj nungka birrikukburrknayi. 
GEN.42.9	Wanjh nungka bengdayhmeng bu korrokoni benbukirribom. Wanjh benmarneyimeng, “Ngudda ngurrimwam ngurribolknabolknan, wardi ngurribolkyawan kore baleh yimankek ngurrimkuningimen kandibun!” 
GEN.42.10	Bedda birriwokmey birriyimeng, “Ngudda nawu yiwohrnan, burrkyak, ngad nawu ngarrimarladj, ngad wanjh ngarrimwam manme ngarrimang. 
GEN.42.11	Ngad wanjh kornkumo nadjalkudji ngadberre, ngad nawu ngarrimarladj wanjh ngarriwoybuk, minj ngarrimrawinj ngarribolknabolknankenh.” 
GEN.42.12	Wanjh nungka yimeng bedberre, “Burrkyak, dja ngurrimwam ngurribolkyawan kore baleh yimankek ngurrimkuningimen kandibun” 
GEN.42.13	Dja bedda birrimarneyimeng, “Ngad nawu ngarrimarladj wanjh twelve ngarridangerrinj, kornkumo nakudji ngadberre, nawu kani kore kubolkwarlah Canaan. Yina, nawu nayahwurd duninjh bolkkime kabenedjarrkni Ngabbard, dja nakudji yakminj.”
GEN.42.14	Joseph benmarneyimeng, “Wanjh yiman ngaye ngayimeng ngudberre, ngudda ngurrimwam ngurribolknabolknan. 
GEN.42.15	Dja kuhni wanjh ngakurduyime rohrokme ngudberre. Ngawokrayekworren Pharaoh nuye kunngey dorrengh, bu nayahwurd minj kamre, ngudda minj kondah ngurribolkbawon. 
GEN.42.16	Ngurrimunkewemen nakudji kabimkan ngurridanginj nawu nayahwurd, dja ngurribuyika ngurridangbalhmiyindi kore prison, ba kunu kunwok ngudberre ngarohrokme, ngaburrbun bu ngudda kunwoybuk ngurriwokdi. Dja bu burrkyak, wanjh ngawokrayekworren kore Pharaoh kunngey dorrengh bu ngudda woybukkih ngurrimwam ngurribolknabolknankenh.” 
GEN.42.17	Wanjh nungka bendangbalhmeng rowk bu kunbarnangarra danjbik.
GEN.42.18	Kaluk bu kunbarnangarra danjbik Joseph benmarneyimeng, “Kuhni ngurrikurduyimen dja ngurridarrkid, dja ngaye ngamarnekele God. 
GEN.42.19	Bu ngudda bininj nawu ngurriwoybuk wanjh nakudji nawu ngurridanginj dangbalhmiyindin kondah kore prison, dja ngurribuyika nawu wanjh ngurridurnderren, dja manmim ngurrikan bedberre nawu kabirrini kured ngudberre nawu kabirrihmarrwe. 
GEN.42.20	Dja ngurrimdjalka nayahwurd duninjh ngurridanginj, ba kunu kunwok ngudberre ngaburrbun kunwoybuk, dja minj ngurridowen.” Wanjh bedda birrimarnekodjdukmeng.
GEN.42.21	Dja bedda birrimarneyimerrinj, “Woybukkih wanjh ngad kunwarre karrimarneyimeng nawu karridanginj. Ngad karrinang nungka kangewarreni bu nungka kandjawadjawani kadberre bu minj karribuyi, dja ngad minj karrimarrkmayi, wanjh kunmekbekenh kunu karrikangewarre, kuhni kurduyimerranj kadberre.” 
GEN.42.22	Reuben benwokmey, “Ngaye ngayimeng ngudberre, ‘Yuwn kunwarre ngurrimarneyime nawu yawurrinj.’ Dja ngudda minj kandimarrkmayi, wanjh bolkkime ngadmanwali kunwarre kumwam kadberre bu kunkurlba nuye karremulewayindanj.” 
GEN.42.23	Bedda minj birriburrbuyi bu Joseph benbekkani, dja nungka bu wokdi bedberre wanjh kunwokbuyika kunwok wokdi, dja nabuyika biwokmulewani benmarneyolyolmi bu bedberrekih kunwok.
GEN.42.24	Wanjh nungka Joseph benbodmekenhwong dja dedjdjingmey nalkbuni, dja kaluk benmarneborledmeng yawoyhwokdi bedberre. Dja benmarneyimeng bininj nuye birrimey Simeon birridukkang kore kumirrk bedberre nawu birridanginj. 
GEN.42.25	Joseph benwokrayekwong bininj nuye kabindimarnebarlke baladji bedberre nawu birridanginj nuye, manmim kabirridahkendong, dja kunwardde kabindibebbehmarnedurndiwe kore baladji bedberre, dja mak kabindiwon manme kabirrirekenh. Bu kuhni bindimarnekurduyimeng, 
GEN.42.26	bedda manmim birridelengkurrmeng kubodme kore donkeys bedberre, wanjh birriwelengbolkbawong.
GEN.42.27	Bu kukak birriwohyonginj wanjh kumekbe nakudji dangmarrhmey baladji nuye, manme kabiwon donkey nuye, wanjh nungka nang kunwardde nuye yongohyoy kore kurrangmaye baladji! 
GEN.42.28	Wanjh benmarneyimeng nawu birridanginj, yimeng, “Kunwardde ngardduk ngandimarnedurndiweng. Kondah kahyo kore baladji ngardduk.” Wanjh bedda birrikangewarreminj dja birriborledmerrinj birrideldelmeng dja birriyimeng, “Baleh kuhni bu God kanmarnekurduyimeng kadberre?”
GEN.42.29	Bu birrimarnebebmeng kornkumo bedberre nawu Jacob kore kubolkwarlah Canaan, wanjh birrimarneyimeng rowk nawu benmarnekurduyimerranj. Birriyimeng, 
GEN.42.30	“Bininj nawu kawohrnan kumekbe kubolkwarlah, yiman yerreh kanduy ngadberre, kanmarneyimeng yiman bu ngad ngarriwam ngarribolknahbolknanikenh. 
GEN.42.31	Kunmekbe nungka yimeng ngadberre, dja ngad ngarrimarneyimeng, ‘Ngad ngarriwoybuk bininj, minj ngarrimrawinj ngarribolknabolknankenh, 
GEN.42.32	dja ngad twelve ngarridangerrinj, kornkumo nakudji ngadberre. Nakudji yakminj, dja nawu nayahwurd duninjh bolkkime kabeneni Ngabbard kore Canaan.’
GEN.42.33	Kunmekbe ngarriyimeng, wanjh namekbe bininj nawu kawohrnan kumekbe kubolkwarlah kanmarneyimeng ngadberre, ‘Kuhni wanjh ngaburrbun bu nguddambu ngurriwoybuk bininj. Ngurribawo nakudji nawu ngurridanginj kondah kore ngaye nganeni, dja ngurrika manme bedberre nawu ngurrihdjarrkni kured nawu kabirrimarrwe dja ngurridurnde. 
GEN.42.34	Dja ngurrimka nawu nayahwurd duninjh ngudberre nawu ngurridanginj, ngurrimka kore ngaye ba kunu ngaye ngaburrbun bu ngudda minj ngurrimrawinj ngurribolknabolknankenh, dja ngudda wanjh ngurriwoybuk bininj. Wanjh kunu marnedurndiwe ngudberre nawu ngurridanginj, dja ngudda kamak ngurrire baleh yarrkka kondah kubolkwarlah dja ngurribayahme dja mak ngurriweykan njalehnjale.’”
GEN.42.35	Bu bedda birriyakwong bu birrimarneyimi kornkumo, wanjh bedda birriwelengyakbom manme, wanjh birribebbehdobbokenhnang kunwardde bedberre benmarnebebbehyoy kore baladji bedberre! Bu bedda dja kornkumo bedberre birridobbokenhnang nawu kunwardde wanjh birrikeleminj. 
GEN.42.36	Wanjh Jacob nawu kornkumo bedberre benmarneyimeng, “Ngudda kandibeywurdyakwon. Joseph yakminj, Simeon yakminj, dja bolkkime ngurridjare ngurrikan Benjaminj. Kuninjkunu wanjh nganmarnekurduyimerranj kunwarre duninjh.”
GEN.42.37	Wanjh Reuben bimarneyimeng kornkumo, yimeng. “Bu ngaye minj ngamyirrurndeng ke Benjaminj wanjh bonj, ngardduk beywurd bokenh yibenbenebun. Kanwo Benjaminj nganahnan dja ngaye ngamyirrurndeng ke.” 
GEN.42.38	Dja Jacob yimeng, “Beywurd ngardduk minj kumekbe ngurridjarrkre, nawu benedanginj ngalbadjan ngalkudji berrewoneng doweng ngokko, dja nungka nadjalkudji kahdi. Bu yimankek ngurrire, nungka baleh yarrkka kunyid kabiwohmarnengalme, wanjh kunu kandimarnbun ngaye nawu ngabulu, kunnjilngwarre dorrengh ngarrowen ngamalngre kore Sheol.”
GEN.43.1	Kaluk manme birridjalyawarrinj bulkkidj kumekbe kore kubolkwarlah Canaan. 
GEN.43.2	Wanjh kunu bu bedda birringuneng rowk manmim manbu birrimey kore Egypt, wanjh kornkumo bedberre benmarneyimeng, “Ngurridurnde dja ngurrimyawoyhmang manyahwurd manme kadberre.” 
GEN.43.3	Wanjh Judah bimarneyimeng, yimeng, “Nawu bininj kanwokrayekwong ngadberre, yimeng bu ngarridanginj minj ngarrikan wanjh nungka minj ngarriyawoyhkebnan. 
GEN.43.4	Wanjh Ngabba, bu ngudda yimunkewe nawu ngarridanginj ngarridjarrkre, wanjh kunu ngarrire ngundimarnemang manme. 
GEN.43.5	Dja bu minj yimunkewe, wanjh kunu minj ngarrire, dja namekbe bininj kanmarneyimeng ngadberre bu minj ngarrikan nawu ngarridanginj, wanjh minj nungka ngarriyawoyhkebnan.”
GEN.43.6	Wanjh Israel bendjawam, “Njalekah kunmekbe kandimarnekurduyimeng bu kunwarre, ngurrimarneyimeng namekbe bininj bu ngurrikarrme nabuyika nawu ngurridanginj?” 
GEN.43.7	Bedda birriwokmey birriyimeng, “Nungka kandjawadjdjawani munguyh ngadkenh dja nawu karrimud, bu yimeng, ‘Yiddok kornkumo ngudberre kadjaldarrkid?’ dja, ‘Yiddok nabuyika ngurrikarrme nawu ngurridanginj?’ Dja ngadbu ngarridjalwokmawokmangi kore kandjawadjdjawani ngadberre. Minj nuk ngarriburrbuyi nungka yimeninj, ‘Kondah yimka nawu ngurridanginj.’”
GEN.43.8	Wanjh Judah bimarneyimeng kornkumo nuye nawu Israel, yimeng, “Yimunkewemen yawurrinj bu ngaye ngakan, wanjh ngarrire werrk ba ngad dja ngudda dja wurdwurd ngadberre karridjaldarrkid, dja minj karridowen. 
GEN.43.9	Ngaye ngayeman ngawokkurrmerren nganahnan kamak rowk, ngudda kanwo ngaye nganahnankenh. Bu ngaye minj ngamdurndiwe ke kondah yiyawoyhdarrkidnan, wanjh ngaye kandjalwelengnamen munguyh bu ngarrarrkid. 
GEN.43.10	Dja bonj bu minj karridenghkerrimeninj, ngarrirawinj dja ngarrimdurndeyi bokenhkah.”
GEN.43.11	Wanjh Israel nawu kornkumo bedberre benmarneyimeng, “Bu yiman bu ngurridjalle, wanjh kuhni ngurrikurduyimen. Ngurridahkendo kore baladji ngudberre yikahwi nawu namakmak, nawu kondah kubolkwarlah karrikarrme, dja ngurrikan ngurriwon burudjang namekbe bininj, ngurrikan manyahwurd balm manbu karrikukdelkkerrenkenh, dja nayahwurd mankung, dja mak manmanjmak spice dja myrrh, dja pistachio nut dja almond. 
GEN.43.12	Dja bokenh kunwardde ngurribebbehkan, dja ngurriwon kunwardde nawu ngundimarnedurndiweng kore kurrangmaye baladji ngudberre. Kunubewu mungu ngundimarnedurndiweng ngudberre. 
GEN.43.13	Dja ngurrika warridj nawu ngurridanginj, dja ngurridjaldurnde kore namekbe bininj werrkwerrk. 
GEN.43.14	Dja ngadjare God nawu Ngudjkimuk Duninjh
GEN.43.15	Wanjh kunu bedda nawu bininj birrikang nawu kabirriwon burudjang, dja mak kunwardde bokenh manbu birringalkeng kore baladji bedberre, dja mak Benjaminj warridj birrikang. Bedda birridokorrokmeng birriwam kore Egypt dja birrimarnebebmeng Joseph, birridanginj kumirrk nuye. 
GEN.43.16	Bu Joseph bennang Benjaminj dorrengh, nungka bimarneyimeng bininj nawu bimarnedurrkmirri kunrurrk nuye, yimeng, “Nanih nawu bininj yibenka kore ngardduk kunrurrk, yibu mayh, dja manme yiyingkihmarnbu, bedda wanjh ngarridjarrkngun bu barnangarraburrk.”
